Data file,,DELRINNC010_ISO10_12C_005.TSV,,,,,,,,,,
Configuration file,,TE77 CHILLER-ECKOLD.CFG,,,,,,,,,,
Calibration file,,TE77 CHILLER.CAL,,,,,,,,,,
Test control file,,DEARMANBENCHMARK_PEEK_15MM_12DEG.TSF,,,,,,,,,,
,,,,,,,,,,,,
User,,David Eckold,,,,,,,,,,
Date,,31/03/2016,,,,,,,,,,
Lubricant,,ISO10,,,,,,,,,,
Specimens,,Delrin NC010 on PTFE,,,,,,,,,,
Temp,,12,,,,,,,,,,
Notes,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Test started at 10:24:38 on 31/03/2016,,,,,,,,,,,,
,Time,This Step,Step Time,Test Time,Friction Force (N),Frequency (Hz),Load (N),Specimen Temperature (Chiller) (øC),Friction Coeff,Friction Range (N),Contact Pot (mV),Force Input (Volts)
,10:44:25,4,3600,1186.4,0.96,13.3,7,10.8,0.144,10,0.5,0.9
,10:44:26,4,3600,1187.4,0.96,13.3,7,10.8,0.139,10,0.5,0.9
,10:44:27,4,3600,1188.4,0.96,13.3,7,10.8,0.134,10,0.5,0.9
,10:44:28,4,3600,1189.4,0.96,13.3,7,10.8,0.139,10,0.5,0.9
,10:44:29,4,3600,1190.4,0.96,13.3,7,10.8,0.144,10,0.5,0.9
,10:44:30,4,3600,1191.4,0.96,13.3,7,10.8,0.144,10,0.5,0.9
,10:44:31,4,3600,1192.4,0.96,13.3,7,10.9,0.133,10,0.5,0.9
,10:44:32,4,3600,1193.4,0.96,13.3,7,10.9,0.133,10,0.5,0.9
,10:44:33,4,3600,1194.4,0.96,13.3,7,10.9,0.143,10,0.5,0.9
,10:44:34,4,3600,1195.4,0.95,13.3,7,10.9,0.143,10,0.5,0.89
,10:44:35,4,3600,1196.4,0.95,13.3,7,10.9,0.143,10,0.5,0.89
,10:44:36,4,3600,1197.4,0.96,13.3,7,10.9,0.138,10,0.5,0.9
,10:44:37,4,3600,1198.4,0.95,13.3,7,10.9,0.143,10,0.5,0.89
,10:44:38,4,3600,1199.4,0.95,13.3,7,10.9,0.143,10,0.5,0.89
,10:44:39,4,3600,1200.4,0.95,13.3,7,10.9,0.143,10,0.5,0.89
,10:44:40,4,3600,1201.4,0.96,13.3,7,10.9,0.138,10,0.5,0.9
,10:44:41,4,3600,1202.4,0.96,13.3,7,11,0.138,10,0.5,0.9
,10:44:42,4,3600,1203.4,0.96,13.3,7,11,0.139,10,0.5,0.9
,10:44:43,4,3600,1204.4,0.96,13.3,7,11,0.139,10,0.5,0.9
,10:44:44,4,3600,1205.4,0.96,13.3,7,11,0.139,10,0.5,0.9
,10:44:45,4,3600,1206.4,0.96,13.3,7,11,0.139,10,0.5,0.9
,10:44:46,4,3600,1207.4,0.96,13.3,7,11,0.139,10,0.5,0.9
,10:44:47,4,3600,1208.4,0.96,13.3,7,11,0.144,10,0.5,0.9
,10:44:48,4,3600,1209.4,0.96,13.3,7,11,0.144,10,0.5,0.9
,10:44:49,4,3600,1210.4,0.96,13.3,7,11.1,0.139,10,0.5,0.9
,10:44:50,4,3600,1211.4,0.96,13.3,7,11.1,0.134,10,0.5,0.9
,10:44:51,4,3600,1212.4,0.96,13.3,7,11.1,0.134,10,0.5,0.9
,10:44:52,4,3600,1213.4,0.96,13.3,7,11.1,0.139,10,0.5,0.9
,10:44:53,4,3600,1214.4,0.96,13.3,7,11.1,0.144,10,0.5,0.9
,10:44:54,4,3600,1215.4,0.96,13.3,7,11.1,0.143,10,0.5,0.9
,10:44:55,4,3600,1216.4,0.96,13.3,6,11.1,0.15,10,0.5,0.9
,10:44:56,4,3600,1217.4,0.96,13.3,6,11.1,0.15,10,0.5,0.9
,10:44:57,4,3600,1218.4,0.96,13.3,7,11.1,0.144,10,0.5,0.9
,10:44:58,4,3600,1219.4,0.96,13.3,7,11.1,0.139,10,0.5,0.9
,10:44:59,4,3600,1220.4,0.97,13.3,7,11.2,0.135,10,0.5,0.91
,10:45:00,4,3600,1221.4,0.97,13.3,7,11.2,0.14,10,0.5,0.91
,10:45:01,4,3600,1222.4,0.97,13.3,7,11.2,0.14,10,0.5,0.91
,10:45:02,4,3600,1223.4,0.97,13.3,7,11.2,0.135,10,0.5,0.91
,10:45:03,4,3600,1224.4,0.97,13.3,7,11.2,0.135,10,0.5,0.91
,10:45:04,4,3600,1225.4,0.96,13.3,7,11.2,0.139,10,0.5,0.9
,10:45:05,4,3600,1226.4,0.96,13.3,7,11.3,0.144,10,0.5,0.9
,10:45:06,4,3600,1227.4,0.96,13.3,7,11.3,0.144,10,0.5,0.9
,10:45:07,4,3600,1228.4,0.96,13.3,7,11.3,0.139,10,0.5,0.9
,10:45:08,4,3600,1229.4,0.96,13.3,7,11.3,0.139,10,0.5,0.9
,10:45:09,4,3600,1230.4,0.96,13.3,7,11.3,0.139,10,0.5,0.9
,10:45:10,4,3600,1231.4,0.96,13.3,7,11.3,0.144,10,0.5,0.9
,10:45:11,4,3600,1232.4,0.96,13.3,7,11.3,0.144,10,0.5,0.9
,10:45:12,4,3600,1233.4,0.96,13.3,6,11.4,0.15,10,0.5,0.9
,10:45:13,4,3600,1234.4,0.96,13.3,7,11.4,0.139,10,0.5,0.9
,10:45:14,4,3600,1235.4,0.97,13.3,7,11.4,0.14,10,0.5,0.91
,10:45:15,4,3600,1236.4,0.97,13.3,7,11.4,0.14,10,0.5,0.91
,10:45:16,4,3600,1237.4,0.97,13.3,7,11.4,0.14,10,0.5,0.91
,10:45:17,4,3600,1238.4,0.97,13.3,7,11.4,0.145,10,0.5,0.91
,10:45:18,4,3600,1239.4,0.97,13.3,7,11.4,0.145,10,0.5,0.91
,10:45:19,4,3600,1240.4,0.97,13.3,7,11.4,0.145,10,0.5,0.91
,10:45:20,4,3600,1241.4,0.97,13.3,7,11.4,0.14,10,0.5,0.91
,10:45:21,4,3600,1242.4,0.97,13.3,7,11.5,0.145,10,0.5,0.91
,10:45:22,4,3600,1243.4,0.97,13.3,7,11.5,0.145,10,0.5,0.91
,10:45:23,4,3600,1244.4,0.97,13.3,7,11.5,0.145,10,0.5,0.91
,10:45:24,4,3600,1245.4,0.97,13.3,7,11.5,0.14,10,0.5,0.91
,10:45:25,4,3600,1246.4,0.97,13.3,7,11.5,0.14,10,0.5,0.91
,10:45:26,4,3600,1247.4,0.97,13.3,7,11.5,0.135,10,0.5,0.91
,10:45:27,4,3600,1248.4,0.97,13.3,7,11.5,0.14,10,0.5,0.91
,10:45:28,4,3600,1249.4,0.97,13.3,7,11.6,0.14,10,0.5,0.91
,10:45:29,4,3600,1250.4,0.97,13.3,7,11.6,0.135,10,0.5,0.91
,10:45:30,4,3600,1251.4,0.97,13.3,7,11.6,0.135,10,0.5,0.91
,10:45:31,4,3600,1252.4,0.97,13.3,7,11.6,0.14,10,0.5,0.91
,10:45:32,4,3600,1253.4,0.97,13.3,7,11.6,0.146,10,0.5,0.91
,10:45:33,4,3600,1254.4,0.97,13.3,7,11.6,0.146,10,0.5,0.91
,10:45:34,4,3600,1255.4,0.97,13.3,7,11.7,0.14,10,0.5,0.91
,10:45:35,4,3600,1256.4,0.97,13.3,7,11.7,0.14,10,0.5,0.91
,10:45:36,4,3600,1257.4,0.97,13.3,7,11.7,0.14,10,0.5,0.91
,10:45:37,4,3600,1258.4,0.97,13.3,7,11.7,0.14,10,0.5,0.91
,10:45:38,4,3600,1259.4,0.97,13.3,7,11.7,0.145,10,0.5,0.91
,10:45:39,4,3600,1260.4,0.96,13.3,7,11.7,0.145,10,0.5,0.9
,10:45:40,4,3600,1261.4,0.96,13.3,7,11.7,0.145,10,0.5,0.91
,10:45:41,4,3600,1262.4,0.97,13.3,7,11.8,0.14,10,0.5,0.91
,10:45:42,4,3600,1263.4,0.97,13.3,7,11.8,0.14,10,0.5,0.91
,10:45:43,4,3600,1264.4,0.98,13.3,7,11.8,0.141,10,0.5,0.91
,10:45:44,4,3600,1265.4,0.97,13.3,7,11.8,0.146,10,0.5,0.91
,10:45:45,4,3600,1266.4,0.98,13.3,7,11.8,0.147,10,0.5,0.91
,10:45:46,4,3600,1267.4,0.98,13.3,7,11.8,0.141,10,0.5,0.91
,10:45:47,4,3600,1268.4,0.98,13.3,7,11.9,0.142,10,0.5,0.92
,10:45:48,4,3600,1269.4,0.98,13.3,7,11.9,0.141,10,0.5,0.91
,10:45:49,4,3600,1270.4,0.97,13.3,7,11.9,0.141,10,0.5,0.91
,10:45:50,4,3600,1271.4,0.97,13.3,7,11.9,0.146,10,0.5,0.91
,10:45:51,4,3600,1272.4,0.98,13.3,7,11.9,0.141,10,0.5,0.91
,10:45:52,4,3600,1273.4,0.98,13.3,7,11.9,0.136,10,0.5,0.92
,10:45:53,4,3600,1274.4,0.98,13.3,7,12,0.147,10,0.5,0.92
,10:45:54,4,3600,1275.4,0.98,13.3,7,11.9,0.147,10,0.5,0.92
,10:45:55,4,3600,1276.4,0.98,13.3,7,12,0.142,10,0.5,0.92
,10:45:56,4,3600,1277.4,0.98,13.3,7,12,0.142,10,0.5,0.92
,10:45:57,4,3600,1278.4,0.98,13.3,7,12,0.148,10,0.5,0.92
,10:45:58,4,3600,1279.4,0.98,13.3,7,12,0.148,10,0.5,0.92
,10:45:59,4,3600,1280.4,0.98,13.3,7,12,0.142,10,0.5,0.92
,10:46:00,4,3600,1281.4,0.98,13.3,7,12.1,0.137,10,0.5,0.92
,10:46:01,4,3600,1282.4,0.98,13.3,7,12.1,0.137,10,0.5,0.92
,10:46:02,4,3600,1283.4,0.98,13.3,7,12.1,0.142,10,0.5,0.92
,10:46:03,4,3600,1284.4,0.98,13.3,7,12.1,0.147,10,0.5,0.91
,10:46:04,4,3600,1285.4,0.98,13.3,7,12.1,0.147,10,0.5,0.91
,10:46:05,4,3600,1286.4,0.98,13.3,7,12.1,0.141,10,0.5,0.91
,10:46:06,4,3600,1287.4,0.98,13.3,7,12.2,0.136,10,0.5,0.91
,10:46:07,4,3600,1288.4,0.98,13.3,7,12.2,0.141,10,0.5,0.91
,10:46:08,4,3600,1289.4,0.97,13.3,7,12.2,0.146,10,0.5,0.91
,10:46:09,4,3600,1290.4,0.97,13.3,7,12.2,0.146,10,0.5,0.91
,10:46:10,4,3600,1291.4,0.97,13.3,7,12.2,0.146,10,0.5,0.91
,10:46:11,4,3600,1292.4,0.98,13.3,7,12.2,0.141,10,0.5,0.92
,10:46:12,4,3600,1293.4,0.98,13.3,7,12.3,0.142,10,0.5,0.92
,10:46:13,4,3600,1294.4,0.98,13.3,7,12.2,0.147,10,0.5,0.91
,10:46:14,4,3600,1295.4,0.97,13.3,6,12.2,0.152,10,0.5,0.91
,10:46:15,4,3600,1296.4,0.97,13.3,7,12.3,0.146,10,0.5,0.91
,10:46:16,4,3600,1297.4,0.98,13.3,7,12.3,0.141,10,0.5,0.92
,10:46:17,4,3600,1298.4,0.99,13.3,7,12.3,0.138,10,0.5,0.92
,10:46:18,4,3600,1299.4,0.99,13.3,7,12.3,0.138,10,0.5,0.93
,10:46:19,4,3600,1300.4,0.99,13.3,7,12.4,0.143,10,0.5,0.93
,10:46:20,4,3600,1301.4,0.99,13.3,7,12.4,0.148,10,0.5,0.92
,10:46:21,4,3600,1302.4,0.98,13.3,7,12.4,0.142,10,0.5,0.92
,10:46:22,4,3600,1303.4,0.98,13.3,7,12.4,0.142,10,0.5,0.92
,10:46:23,4,3600,1304.4,0.98,13.3,7,12.4,0.147,10,0.5,0.91
,10:46:24,4,3600,1305.4,0.97,13.3,7,12.4,0.146,10,0.5,0.91
,10:46:25,4,3600,1306.4,0.97,13.3,7,12.5,0.146,10,0.5,0.91
,10:46:26,4,3600,1307.4,0.98,13.3,7,12.5,0.141,10,0.5,0.91
,10:46:27,4,3600,1308.4,0.98,13.3,7,12.5,0.142,10,0.5,0.92
,10:46:28,4,3600,1309.4,0.97,13.3,7,12.5,0.146,10,0.5,0.91
,10:46:29,4,3600,1310.4,0.97,13.3,7,12.5,0.146,10,0.5,0.91
,10:46:30,4,3600,1311.4,0.97,13.3,7,12.5,0.146,10,0.5,0.91
,10:46:31,4,3600,1312.4,0.98,13.3,7,12.6,0.147,10,0.5,0.91
,10:46:32,4,3600,1313.4,0.98,13.3,7,12.6,0.142,10,0.6,0.92
,10:46:33,4,3600,1314.4,0.98,13.3,7,12.6,0.142,10,0.5,0.92
,10:46:34,4,3600,1315.4,0.99,13.3,7,12.6,0.143,10,0.6,0.92
,10:46:35,4,3600,1316.4,0.99,13.3,7,12.6,0.143,10,0.6,0.92
,10:46:36,4,3600,1317.4,0.99,13.3,7,12.6,0.143,10,0.5,0.92
,10:46:37,4,3600,1318.4,0.98,13.3,7,12.6,0.148,10,0.5,0.92
,10:46:38,4,3600,1319.4,0.98,13.3,6,12.6,0.153,10,0.5,0.92
,10:46:39,4,3600,1320.4,0.98,13.3,7,12.7,0.147,10,0.5,0.92
,10:46:40,4,3600,1321.4,0.98,13.3,7,12.7,0.142,10,0.6,0.92
,10:46:41,4,3600,1322.4,0.98,13.3,7,12.7,0.142,10,0.5,0.92
,10:46:42,4,3600,1323.4,0.99,13.3,7,12.7,0.149,10,0.5,0.93
,10:46:43,4,3600,1324.4,0.99,13.3,7,12.7,0.149,10,0.5,0.93
,10:46:44,4,3600,1325.4,0.99,13.3,7,12.7,0.149,10,0.5,0.93
,10:46:45,4,3600,1326.4,0.99,13.3,7,12.8,0.143,10,0.5,0.93
,10:46:46,4,3600,1327.4,0.99,13.3,7,12.8,0.143,10,0.5,0.93
,10:46:47,4,3600,1328.4,1,13.3,7,12.8,0.144,10,0.5,0.93
,10:46:48,4,3600,1329.4,1,13.3,6,12.8,0.155,10,0.5,0.93
,10:46:49,4,3600,1330.4,1,13.3,7,12.8,0.149,10,0.5,0.93
,10:46:50,4,3600,1331.4,1,13.3,7,12.8,0.139,10,0.5,0.93
,10:46:51,4,3600,1332.4,1,13.3,7,12.9,0.139,10,0.5,0.93
,10:46:52,4,3600,1333.4,1,13.3,7,12.8,0.144,10,0.5,0.93
,10:46:53,4,3600,1334.4,1,13.3,7,12.9,0.149,10,0.5,0.93
,10:46:54,4,3600,1335.4,1,13.3,7,12.9,0.144,10,0.5,0.93
,10:46:55,4,3600,1336.4,1,13.3,7,12.9,0.139,10,0.5,0.93
,10:46:56,4,3600,1337.4,1,13.3,7,12.9,0.139,10,0.6,0.93
,10:46:57,4,3600,1338.4,0.99,13.3,7,12.9,0.149,10,0.5,0.92
,10:46:58,4,3600,1339.4,0.98,13.3,6,12.9,0.154,10,0.6,0.92
,10:46:59,4,3600,1340.4,0.98,13.3,7,12.9,0.148,10,0.6,0.92
,10:47:00,4,3600,1341.4,0.99,13.3,7,13,0.143,10,0.5,0.92
,10:47:01,4,3600,1342.4,0.99,13.3,7,13,0.148,10,0.6,0.92
,10:47:02,4,3600,1343.4,0.99,13.3,7,13,0.148,10,0.5,0.92
,10:47:03,4,3600,1344.4,0.98,13.3,7,13,0.148,10,0.5,0.92
,10:47:04,4,3600,1345.4,0.98,13.3,7,13,0.147,10,0.5,0.92
,10:47:05,4,3600,1346.4,0.98,13.3,7,13,0.142,10,0.5,0.92
,10:47:06,4,3600,1347.4,0.98,13.3,7,13,0.142,10,0.5,0.92
,10:47:07,4,3600,1348.4,0.99,13.3,7,13.1,0.143,10,0.5,0.92
,10:47:08,4,3600,1349.4,0.99,13.3,7,13.1,0.148,10,0.5,0.92
,10:47:09,4,3600,1350.4,0.98,13.3,7,13.1,0.148,10,0.5,0.92
,10:47:10,4,3600,1351.4,0.98,13.3,7,13.1,0.142,10,0.5,0.92
,10:47:11,4,3600,1352.4,0.98,13.3,7,13.1,0.142,10,0.5,0.92
,10:47:12,4,3600,1353.4,0.99,13.3,7,13.1,0.143,10,0.5,0.93
,10:47:13,4,3600,1354.4,0.99,13.3,7,13.1,0.149,10,0.5,0.93
,10:47:14,4,3600,1355.4,0.99,13.3,7,13.1,0.149,10,0.5,0.93
,10:47:15,4,3600,1356.4,0.99,13.3,7,13.1,0.148,10,0.5,0.93
,10:47:16,4,3600,1357.4,0.99,13.3,7,13.1,0.143,10,0.5,0.92
,10:47:17,4,3600,1358.4,0.99,13.3,7,13.2,0.143,10,0.5,0.93
,10:47:18,4,3600,1359.4,0.99,13.3,7,13.2,0.143,10,0.6,0.93
,10:47:19,4,3600,1360.4,0.99,13.3,7,13.2,0.149,10,0.5,0.93
,10:47:20,4,3600,1361.4,0.99,13.3,7,13.2,0.143,10,0.5,0.93
,10:47:21,4,3600,1362.4,0.99,13.3,7,13.2,0.143,10,0.5,0.93
,10:47:22,4,3600,1363.4,0.99,13.3,7,13.2,0.138,10,0.5,0.93
,10:47:23,4,3600,1364.4,0.99,13.3,7,13.2,0.143,10,0.5,0.93
,10:47:24,4,3600,1365.4,0.99,13.3,7,13.2,0.149,10,0.5,0.93
,10:47:25,4,3600,1366.4,0.99,13.3,7,13.3,0.148,10,0.5,0.92
,10:47:26,4,3600,1367.4,0.99,13.3,7,13.3,0.148,10,0.6,0.92
,10:47:27,4,3600,1368.4,0.98,13.3,7,13.3,0.148,10,0.5,0.92
,10:47:28,4,3600,1369.4,0.99,13.3,7,13.3,0.143,10,0.5,0.92
,10:47:29,4,3600,1370.4,0.99,13.3,7,13.3,0.138,10,0.6,0.93
,10:47:30,4,3600,1371.4,0.99,13.3,7,13.3,0.138,10,0.6,0.93
,10:47:31,4,3600,1372.4,0.99,13.3,7,13.3,0.143,10,0.6,0.93
,10:47:32,4,3600,1373.4,0.99,13.3,7,13.3,0.148,10,0.6,0.92
,10:47:33,4,3600,1374.4,0.98,13.3,7,13.3,0.148,10,0.6,0.92
,10:47:34,4,3600,1375.4,0.99,13.3,7,13.3,0.148,10,0.6,0.92
,10:47:35,4,3600,1376.4,0.99,13.3,7,13.3,0.148,10,0.6,0.92
,10:47:36,4,3600,1377.4,0.99,13.3,7,13.3,0.149,10,0.6,0.93
,10:47:37,4,3600,1378.4,0.99,13.3,6,13.4,0.154,10,0.6,0.93
,10:47:38,4,3600,1379.4,0.99,13.3,7,13.4,0.149,10,0.6,0.93
,10:47:39,4,3600,1380.4,0.99,13.3,7,13.4,0.138,10,0.6,0.93
,10:47:40,4,3600,1381.4,0.99,13.3,7,13.4,0.138,10,0.6,0.93
,10:47:41,4,3600,1382.4,1,13.3,7,13.4,0.144,10,0.6,0.93
,10:47:42,4,3600,1383.4,1,13.3,7,13.4,0.144,10,0.6,0.93
,10:47:43,4,3600,1384.4,0.99,13.3,7,13.4,0.149,10,0.6,0.93
,10:47:44,4,3600,1385.4,0.99,13.3,6,13.4,0.154,10,0.6,0.92
,10:47:45,4,3600,1386.4,0.98,13.3,6,13.4,0.154,10,0.6,0.92
,10:47:46,4,3600,1387.4,0.99,13.3,7,13.4,0.149,10,0.6,0.93
,10:47:47,4,3600,1388.4,0.99,13.3,7,13.4,0.143,10,0.7,0.93
,10:47:48,4,3600,1389.4,1,13.3,7,13.4,0.139,10,0.6,0.93
,10:47:49,4,3600,1390.4,1,13.3,7,13.4,0.135,10,0.6,0.94
,10:47:50,4,3600,1391.4,1,13.3,7,13.4,0.135,10,0.7,0.94
,10:47:51,4,3600,1392.4,1,13.3,7,13.4,0.14,10,0.6,0.94
,10:47:52,4,3600,1393.4,1,13.3,7,13.4,0.15,10,0.7,0.93
,10:47:53,4,3600,1394.4,0.99,13.3,7,13.4,0.149,10,0.7,0.93
,10:47:54,4,3600,1395.4,0.99,13.3,7,13.5,0.143,10,0.7,0.92
,10:47:55,4,3600,1396.4,0.99,13.3,7,13.5,0.148,10,0.6,0.92
,10:47:56,4,3600,1397.4,0.98,13.3,7,13.5,0.148,10,0.6,0.92
,10:47:57,4,3600,1398.4,0.98,13.3,6,13.5,0.154,10,0.6,0.92
,10:47:58,4,3600,1399.4,0.98,13.3,7,13.5,0.147,10,0.7,0.92
,10:47:59,4,3600,1400.4,0.98,13.3,7,13.5,0.142,10,0.6,0.92
,10:48:00,4,3600,1401.4,0.99,13.3,7,13.5,0.138,10,0.7,0.92
,10:48:01,4,3600,1402.4,0.99,13.3,7,13.5,0.138,10,0.7,0.93
,10:48:02,4,3600,1403.4,0.99,13.3,7,13.5,0.133,10,0.7,0.93
,10:48:03,4,3600,1404.4,0.99,13.3,7,13.5,0.143,10,0.7,0.93
,10:48:04,4,3600,1405.4,0.99,13.3,7,13.5,0.148,10,0.7,0.92
,10:48:05,4,3600,1406.4,0.98,13.3,6,13.5,0.153,10,0.7,0.92
,10:48:06,4,3600,1407.4,0.98,13.3,7,13.5,0.147,10,0.7,0.92
,10:48:07,4,3600,1408.4,0.98,13.3,7,13.5,0.142,10,0.7,0.92
,10:48:08,4,3600,1409.4,0.98,13.3,7,13.5,0.148,10,0.7,0.92
,10:48:09,4,3600,1410.4,0.98,13.3,7,13.5,0.148,10,0.7,0.92
,10:48:10,4,3600,1411.4,0.98,13.3,7,13.5,0.148,10,0.7,0.92
,10:48:11,4,3600,1412.4,0.99,13.3,7,13.5,0.148,10,0.7,0.92
,10:48:12,4,3600,1413.4,0.99,13.3,7,13.5,0.143,10,0.7,0.93
,10:48:13,4,3600,1414.4,0.99,13.3,7,13.5,0.143,10,0.7,0.93
,10:48:14,4,3600,1415.4,0.99,13.3,7,13.5,0.143,10,0.7,0.93
,10:48:15,4,3600,1416.4,0.99,13.3,7,13.5,0.143,10,0.7,0.93
,10:48:16,4,3600,1417.4,0.99,13.3,7,13.5,0.143,10,0.7,0.93
,10:48:17,4,3600,1418.4,1,13.3,7,13.5,0.149,10,0.7,0.93
,10:48:18,4,3600,1419.4,1,13.3,7,13.5,0.144,10,0.7,0.93
,10:48:19,4,3600,1420.4,1,13.3,7,13.5,0.144,10,0.7,0.93
,10:48:20,4,3600,1421.4,1,13.3,7,13.5,0.149,10,0.7,0.93
,10:48:21,4,3600,1422.4,0.99,13.3,7,13.5,0.149,10,0.7,0.93
,10:48:22,4,3600,1423.4,0.99,13.3,7,13.5,0.149,10,0.7,0.93
,10:48:23,4,3600,1424.4,0.99,13.3,7,13.5,0.143,10,0.7,0.93
,10:48:24,4,3600,1425.4,0.99,13.3,7,13.5,0.143,10,0.7,0.93
,10:48:25,4,3600,1426.4,0.99,13.3,7,13.5,0.143,10,0.7,0.93
,10:48:26,4,3600,1427.4,0.99,13.3,7,13.5,0.149,10,0.7,0.93
,10:48:27,4,3600,1428.4,0.99,13.3,7,13.5,0.149,10,0.7,0.93
,10:48:28,4,3600,1429.4,0.99,13.3,7,13.5,0.149,10,0.7,0.93
,10:48:29,4,3600,1430.4,0.99,13.3,7,13.5,0.149,10,0.7,0.93
,10:48:30,4,3600,1431.4,0.99,13.3,7,13.5,0.143,10,0.7,0.93
,10:48:31,4,3600,1432.4,0.99,13.3,7,13.5,0.143,10,0.7,0.93
,10:48:32,4,3600,1433.4,0.99,13.3,7,13.5,0.143,10,0.7,0.93
,10:48:33,4,3600,1434.4,0.99,13.3,7,13.5,0.143,10,0.7,0.92
,10:48:34,4,3600,1435.4,0.99,13.3,7,13.5,0.138,10,0.7,0.93
,10:48:35,4,3600,1436.4,0.99,13.3,7,13.5,0.138,10,0.7,0.93
,10:48:36,4,3600,1437.4,0.99,13.3,7,13.5,0.138,10,0.7,0.93
,10:48:37,4,3600,1438.4,0.99,13.3,7,13.5,0.143,10,0.7,0.93
,10:48:38,4,3600,1439.4,0.99,13.3,7,13.5,0.149,10,0.7,0.92
,10:48:39,4,3600,1440.4,0.98,13.3,7,13.5,0.148,10,0.7,0.92
,10:48:40,4,3600,1441.4,0.98,13.3,7,13.5,0.142,10,0.7,0.92
,10:48:41,4,3600,1442.4,0.98,13.3,7,13.5,0.147,10,0.7,0.92
,10:48:42,4,3600,1443.4,0.98,13.3,7,13.5,0.147,10,0.7,0.92
,10:48:43,4,3600,1444.4,0.98,13.3,7,13.5,0.148,10,0.7,0.92
,10:48:44,4,3600,1445.4,0.99,13.3,7,13.5,0.143,10,0.7,0.92
,10:48:45,4,3600,1446.4,0.99,13.3,7,13.5,0.149,10,0.7,0.93
,10:48:46,4,3600,1447.4,0.99,13.3,7,13.5,0.148,10,0.7,0.92
,10:48:47,4,3600,1448.4,0.99,13.3,7,13.5,0.149,10,0.7,0.93
,10:48:48,4,3600,1449.4,0.99,13.3,7,13.5,0.143,10,0.7,0.93
,10:48:49,4,3600,1450.4,0.99,13.3,7,13.5,0.143,10,0.7,0.93
,10:48:50,4,3600,1451.4,0.99,13.3,7,13.5,0.143,10,0.7,0.93
,10:48:51,4,3600,1452.4,0.99,13.3,7,13.5,0.138,10,0.7,0.93
,10:48:52,4,3600,1453.4,0.99,13.3,7,13.5,0.133,10,0.7,0.93
,10:48:53,4,3600,1454.4,1,13.3,7,13.5,0.139,10,0.7,0.93
,10:48:54,4,3600,1455.4,0.99,13.3,7,13.5,0.143,10,0.7,0.93
,10:48:55,4,3600,1456.4,0.99,13.3,7,13.5,0.149,10,0.7,0.93
,10:48:56,4,3600,1457.4,0.99,13.3,7,13.5,0.149,10,0.7,0.93
,10:48:57,4,3600,1458.4,0.99,13.3,7,13.5,0.148,10,0.7,0.92
,10:48:58,4,3600,1459.4,0.99,13.3,7,13.5,0.148,10,0.7,0.92
,10:48:59,4,3600,1460.4,0.99,13.3,7,13.5,0.143,10,0.7,0.92
,10:49:00,4,3600,1461.4,0.99,13.3,7,13.5,0.143,10,0.7,0.93
,10:49:01,4,3600,1462.4,0.99,13.3,7,13.5,0.149,10,0.7,0.93
,10:49:02,4,3600,1463.4,0.99,13.3,7,13.5,0.149,10,0.7,0.93
,10:49:03,4,3600,1464.4,0.99,13.3,7,13.5,0.149,10,0.7,0.92
,10:49:04,4,3600,1465.4,0.99,13.3,7,13.5,0.149,10,0.7,0.93
,10:49:05,4,3600,1466.4,0.99,13.3,7,13.4,0.143,10,0.7,0.93
,10:49:06,4,3600,1467.4,0.99,13.3,7,13.5,0.143,10,0.7,0.93
,10:49:07,4,3600,1468.4,0.99,13.3,7,13.4,0.143,10,0.7,0.93
,10:49:08,4,3600,1469.4,1,13.3,7,13.4,0.144,10,0.7,0.93
,10:49:09,4,3600,1470.4,0.99,13.3,7,13.4,0.143,10,0.7,0.93
,10:49:10,4,3600,1471.4,0.99,13.3,7,13.4,0.138,10,0.7,0.93
,10:49:11,4,3600,1472.4,0.99,13.3,7,13.4,0.138,10,0.7,0.92
,10:49:12,4,3600,1473.4,0.98,13.3,7,13.4,0.137,10,0.7,0.92
,10:49:13,4,3600,1474.4,0.98,13.3,7,13.4,0.137,10,0.7,0.92
,10:49:14,4,3600,1475.4,0.98,13.3,7,13.4,0.142,10,0.8,0.92
,10:49:15,4,3600,1476.4,0.98,13.3,7,13.4,0.142,10,0.7,0.91
,10:49:16,4,3600,1477.4,0.97,13.3,7,13.4,0.141,10,0.8,0.91
,10:49:17,4,3600,1478.4,0.97,13.3,6,13.4,0.152,10,0.7,0.91
,10:49:18,4,3600,1479.4,0.98,13.3,6,13.4,0.159,10,0.7,0.92
,10:49:19,4,3600,1480.4,0.98,13.3,6,13.4,0.153,10,0.7,0.92
,10:49:20,4,3600,1481.4,0.98,13.3,7,13.4,0.148,10,0.7,0.92
,10:49:21,4,3600,1482.4,0.99,13.3,7,13.4,0.148,10,0.7,0.92
,10:49:22,4,3600,1483.4,0.99,13.3,7,13.4,0.143,10,0.7,0.93
,10:49:23,4,3600,1484.4,0.99,13.3,7,13.4,0.143,10,0.7,0.93
,10:49:24,4,3600,1485.4,0.99,13.3,7,13.3,0.149,10,0.7,0.93
,10:49:25,4,3600,1486.4,0.99,13.3,7,13.4,0.149,10,0.7,0.93
,10:49:26,4,3600,1487.4,0.99,13.3,6,13.4,0.154,10,0.7,0.93
