Data file,,ZYTEL_ISO10_12DEG_001.TSV,,,,,,,,,,
Configuration file,,TE77 CHILLER.CFG,,,,,,,,,,
Calibration file,,TE77 CHILLER.CAL,,,,,,,,,,
Test control file,,PARAM01_1.TSF,,,,,,,,,,
,,,,,,,,,,,,
User,,David Eckold,,,,,,,,,,
Date,,06/10/2016,,,,,,,,,,
Lubricant,,ISO 10,,,,,,,,,,
Specimens,,Zytel on PTFE,,,,,,,,,,
Temp,,12,,,,,,,,,,
Notes,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Test file variable V1 <Temp> = 12,,,,,,,,,,,,
Test file variable V2 <Load> = 6.8,,,,,,,,,,,,
Test file variable V3 <Freq> = 13.3,,,,,,,,,,,,
Test started at 15:55:53 on 06/10/2016,,,,,,,,,,,,
,Time,This Step,Step Time,Test Time,Friction Force (N),Frequency (Hz),Load (N),Specimen Temperature (Chiller) (øC),Friction Coeff,Friction Range (N),Contact Pot (mV),Force Input (Volts)
,16:16:02,6,3590,1209,0.33,13.3,7,10.8,0.05,10,49.9,0.32
,16:16:03,6,3590,1210,0.33,13.3,7,10.8,0.05,10,49.9,0.32
,16:16:04,6,3590,1211,0.33,13.3,7,10.8,0.047,10,49.9,0.32
,16:16:05,6,3590,1212,0.34,13.3,7,10.7,0.047,10,49.9,0.33
,16:16:06,6,3590,1213,0.34,13.3,7,10.7,0.047,10,49.9,0.32
,16:16:07,6,3590,1214,0.33,13.3,7,10.7,0.048,10,49.9,0.32
,16:16:08,6,3590,1215,0.33,13.3,7,10.7,0.048,10,49.9,0.32
,16:16:09,6,3590,1216,0.33,13.3,7,10.7,0.049,10,49.9,0.32
,16:16:10,6,3590,1217,0.33,13.3,7,10.7,0.049,10,49.9,0.32
,16:16:11,6,3590,1218,0.33,13.3,7,10.7,0.049,10,49.9,0.32
,16:16:12,6,3590,1219,0.33,13.3,7,10.6,0.049,10,49.9,0.32
,16:16:13,6,3590,1220,0.33,13.3,7,10.6,0.048,10,49.9,0.32
,16:16:14,6,3590,1221,0.33,13.3,7,10.6,0.048,10,49.9,0.32
,16:16:15,6,3590,1222,0.33,13.3,7,10.6,0.048,10,49.9,0.32
,16:16:16,6,3590,1223,0.33,13.3,7,10.6,0.049,10,49.9,0.32
,16:16:17,6,3590,1224,0.33,13.3,7,10.6,0.05,10,49.9,0.32
,16:16:18,6,3590,1225,0.33,13.3,7,10.6,0.049,10,49.9,0.32
,16:16:19,6,3590,1226,0.33,13.3,7,10.6,0.048,10,49.9,0.32
,16:16:20,6,3590,1227,0.33,13.3,7,10.6,0.05,10,49.9,0.32
,16:16:21,6,3590,1228,0.33,13.3,7,10.5,0.048,10,49.9,0.32
,16:16:22,6,3590,1229,0.33,13.3,7,10.5,0.048,10,49.9,0.32
,16:16:23,6,3590,1230,0.33,13.3,7,10.5,0.047,10,49.9,0.31
,16:16:24,6,3590,1231,0.33,13.3,7,10.5,0.048,10,49.9,0.32
,16:16:25,6,3590,1232,0.33,13.3,7,10.5,0.048,10,49.9,0.32
,16:16:26,6,3590,1233,0.34,13.3,7,10.5,0.05,10,49.9,0.32
,16:16:27,6,3590,1234,0.34,13.3,7,10.4,0.051,10,49.9,0.32
,16:16:28,6,3590,1235,0.34,13.3,7,10.4,0.049,10,49.9,0.32
,16:16:29,6,3590,1236,0.33,13.3,7,10.4,0.048,10,49.9,0.32
,16:16:30,6,3590,1237,0.33,13.3,7,10.4,0.048,10,49.9,0.32
,16:16:31,6,3590,1238,0.33,13.3,7,10.4,0.05,10,49.9,0.32
,16:16:32,6,3590,1239,0.33,13.3,7,10.4,0.048,10,49.9,0.32
,16:16:33,6,3590,1240,0.33,13.3,7,10.4,0.05,10,49.9,0.32
,16:16:34,6,3590,1241,0.33,13.3,7,10.3,0.05,10,49.9,0.32
,16:16:35,6,3590,1242,0.33,13.3,7,10.3,0.047,10,49.9,0.32
,16:16:36,6,3590,1243,0.34,13.3,7,10.3,0.047,10,49.9,0.32
,16:16:37,6,3590,1244,0.34,13.3,7,10.3,0.049,10,49.9,0.32
,16:16:38,6,3590,1245,0.34,13.3,7,10.3,0.049,10,49.9,0.32
,16:16:39,6,3590,1246,0.33,13.3,7,10.3,0.05,10,49.9,0.32
,16:16:40,6,3590,1247,0.33,13.3,7,10.3,0.049,10,49.9,0.32
,16:16:41,6,3590,1248,0.33,13.3,7,10.3,0.049,10,49.9,0.32
,16:16:42,6,3590,1249,0.33,13.3,7,10.2,0.049,10,49.9,0.31
,16:16:43,6,3590,1250,0.33,13.3,7,10.2,0.049,10,49.9,0.32
,16:16:44,6,3590,1251,0.33,13.3,7,10.2,0.047,10,49.9,0.31
,16:16:45,6,3590,1252,0.33,13.3,7,10.2,0.046,10,49.9,0.32
,16:16:46,6,3590,1253,0.33,13.3,7,10.2,0.05,10,49.9,0.32
,16:16:47,6,3590,1254,0.33,13.3,7,10.2,0.05,10,49.9,0.32
,16:16:48,6,3590,1255,0.33,13.3,7,10.2,0.049,10,49.9,0.32
,16:16:49,6,3590,1256,0.33,13.3,7,10.2,0.049,10,49.9,0.32
,16:16:50,6,3590,1257,0.33,13.3,7,10.2,0.05,10,49.9,0.32
,16:16:51,6,3590,1258,0.33,13.3,7,10.1,0.048,10,49.9,0.32
,16:16:52,6,3590,1259,0.33,13.3,7,10.1,0.047,10,49.9,0.32
,16:16:53,6,3590,1260,0.33,13.3,7,10.1,0.047,10,49.9,0.32
,16:16:54,6,3590,1261,0.34,13.3,7,10.1,0.049,10,49.9,0.32
,16:16:55,6,3590,1262,0.33,13.3,7,10.1,0.05,10,49.9,0.32
,16:16:56,6,3590,1263,0.34,13.3,7,10.1,0.049,10,49.9,0.32
,16:16:57,6,3590,1264,0.34,13.3,7,10.1,0.049,10,49.9,0.32
,16:16:58,6,3590,1265,0.34,13.3,7,10.1,0.049,10,49.9,0.33
,16:16:59,6,3590,1266,0.34,13.3,7,10.1,0.051,10,49.9,0.32
,16:17:00,6,3590,1267,0.33,13.3,7,10.1,0.048,10,49.9,0.32
,16:17:01,6,3590,1268,0.33,13.3,7,10,0.048,10,49.9,0.32
,16:17:02,6,3590,1269,0.33,13.3,7,10,0.048,10,49.9,0.32
,16:17:03,6,3590,1270,0.34,13.3,7,10,0.049,10,49.9,0.32
,16:17:04,6,3590,1271,0.34,13.3,7,10,0.051,10,49.9,0.32
,16:17:05,6,3590,1272,0.34,13.3,7,10,0.05,10,49.9,0.32
,16:17:06,6,3590,1273,0.33,13.3,7,10,0.05,10,49.9,0.32
,16:17:07,6,3590,1274,0.33,13.3,7,10,0.05,10,49.9,0.32
,16:17:08,6,3590,1275,0.34,13.3,7,10,0.049,10,49.9,0.32
,16:17:09,6,3590,1276,0.34,13.3,7,10,0.049,10,49.9,0.33
,16:17:10,6,3590,1277,0.34,13.3,7,9.9,0.047,10,49.9,0.33
,16:17:11,6,3590,1278,0.34,13.3,7,9.9,0.049,10,49.9,0.33
,16:17:12,6,3590,1279,0.34,13.3,7,9.9,0.049,10,49.9,0.32
,16:17:13,6,3590,1280,0.33,13.3,7,9.9,0.05,10,49.9,0.32
,16:17:14,6,3590,1281,0.33,13.3,7,9.9,0.05,10,49.9,0.32
,16:17:15,6,3590,1282,0.33,13.3,7,9.9,0.049,10,49.9,0.32
,16:17:16,6,3590,1283,0.33,13.3,7,9.9,0.049,10,49.9,0.32
,16:17:17,6,3590,1284,0.33,13.3,7,9.9,0.049,10,49.9,0.32
,16:17:18,6,3590,1285,0.33,13.3,7,9.9,0.05,10,49.9,0.32
,16:17:19,6,3590,1286,0.34,13.3,7,9.9,0.049,10,49.9,0.32
,16:17:20,6,3590,1287,0.34,13.3,7,9.9,0.049,10,49.9,0.32
,16:17:21,6,3590,1288,0.33,13.3,7,9.9,0.048,10,49.9,0.32
,16:17:22,6,3590,1289,0.33,13.3,7,9.8,0.047,10,49.9,0.32
,16:17:23,6,3590,1290,0.34,13.3,7,9.8,0.047,10,49.9,0.32
,16:17:24,6,3590,1291,0.33,13.3,7,9.8,0.047,10,49.9,0.32
,16:17:25,6,3590,1292,0.33,13.3,7,9.8,0.048,10,49.9,0.32
,16:17:26,6,3590,1293,0.34,13.3,7,9.8,0.05,10,49.9,0.32
,16:17:27,6,3590,1294,0.34,13.3,7,9.8,0.051,10,49.9,0.33
,16:17:28,6,3590,1295,0.34,13.3,7,9.8,0.05,10,49.9,0.32
,16:17:29,6,3590,1296,0.33,13.3,7,9.8,0.05,10,49.9,0.32
,16:17:30,6,3590,1297,0.33,13.3,7,9.8,0.049,10,49.9,0.32
,16:17:31,6,3590,1298,0.33,13.3,7,9.8,0.05,10,49.9,0.32
,16:17:32,6,3590,1299,0.33,13.3,7,9.8,0.048,10,49.9,0.32
,16:17:33,6,3590,1300,0.34,13.3,7,9.8,0.047,10,49.9,0.32
,16:17:34,6,3590,1301,0.33,13.3,7,9.8,0.047,10,49.9,0.32
,16:17:35,6,3590,1302,0.33,13.3,7,9.8,0.048,10,49.9,0.32
,16:17:36,6,3590,1303,0.33,13.3,7,9.7,0.05,10,49.9,0.32
,16:17:37,6,3590,1304,0.33,13.3,7,9.7,0.05,10,49.9,0.32
,16:17:38,6,3590,1305,0.33,13.3,7,9.7,0.05,10,49.9,0.32
,16:17:39,6,3590,1306,0.33,13.3,7,9.7,0.05,10,49.9,0.32
,16:17:40,6,3590,1307,0.33,13.3,7,9.7,0.05,10,49.9,0.32
,16:17:41,6,3590,1308,0.33,13.3,7,9.7,0.048,10,49.9,0.32
,16:17:42,6,3590,1309,0.33,13.3,7,9.7,0.048,10,49.9,0.32
,16:17:43,6,3590,1310,0.33,13.3,7,9.7,0.049,10,49.9,0.32
,16:17:44,6,3590,1311,0.33,13.3,7,9.7,0.048,10,49.9,0.32
,16:17:45,6,3590,1312,0.33,13.3,7,9.7,0.047,10,49.9,0.32
,16:17:46,6,3590,1313,0.34,13.3,7,9.7,0.049,10,49.9,0.32
,16:17:47,6,3590,1314,0.34,13.3,7,9.7,0.049,10,49.9,0.33
,16:17:48,6,3590,1315,0.34,13.3,7,9.7,0.049,10,49.9,0.33
,16:17:49,6,3590,1316,0.34,13.3,7,9.7,0.049,10,49.9,0.33
,16:17:50,6,3590,1317,0.34,13.3,7,9.7,0.049,10,49.9,0.32
,16:17:51,6,3590,1318,0.33,13.3,7,9.7,0.048,10,49.9,0.32
,16:17:52,6,3590,1319,0.33,13.3,7,9.7,0.05,10,49.9,0.32
,16:17:53,6,3590,1320,0.33,13.3,7,9.7,0.05,10,49.9,0.32
,16:17:54,6,3590,1321,0.33,13.3,7,9.7,0.048,10,49.9,0.32
,16:17:55,6,3590,1322,0.33,13.3,7,9.7,0.046,10,49.9,0.32
,16:17:56,6,3590,1323,0.33,13.3,7,9.7,0.046,10,49.9,0.32
,16:17:57,6,3590,1324,0.33,13.3,7,9.7,0.047,10,49.9,0.32
,16:17:58,6,3590,1325,0.34,13.3,7,9.7,0.05,10,49.9,0.32
,16:17:59,6,3590,1326,0.33,13.3,6,9.7,0.052,10,49.9,0.32
,16:18:00,6,3590,1327,0.33,13.3,6,9.7,0.052,10,49.9,0.32
,16:18:01,6,3590,1328,0.33,13.3,7,9.7,0.05,10,49.9,0.32
,16:18:02,6,3590,1329,0.33,13.3,7,9.7,0.048,10,49.9,0.32
,16:18:03,6,3590,1330,0.33,13.3,7,9.7,0.048,10,49.9,0.32
,16:18:04,6,3590,1331,0.33,13.3,7,9.7,0.048,10,49.9,0.32
,16:18:05,6,3590,1332,0.33,13.3,7,9.7,0.05,10,49.9,0.32
,16:18:06,6,3590,1333,0.33,13.3,7,9.7,0.05,10,49.9,0.32
,16:18:07,6,3590,1334,0.33,13.3,7,9.7,0.05,10,49.9,0.32
,16:18:08,6,3590,1335,0.33,13.3,7,9.7,0.05,10,49.9,0.32
,16:18:09,6,3590,1336,0.33,13.3,7,9.7,0.048,10,49.9,0.32
,16:18:10,6,3590,1337,0.33,13.3,7,9.7,0.048,10,49.9,0.32
,16:18:11,6,3590,1338,0.34,13.3,7,9.7,0.049,10,49.9,0.33
,16:18:12,6,3590,1339,0.35,13.3,7,9.7,0.05,10,49.9,0.33
,16:18:13,6,3590,1340,0.35,13.3,7,9.7,0.051,10,49.9,0.34
,16:18:14,6,3590,1341,0.35,13.3,7,9.7,0.05,10,49.9,0.34
,16:18:15,6,3590,1342,0.34,13.3,7,9.7,0.051,10,49.9,0.33
,16:18:16,6,3590,1343,0.34,13.3,7,9.7,0.052,10,49.9,0.33
,16:18:17,6,3590,1344,0.34,13.3,7,9.7,0.05,10,49.9,0.33
,16:18:18,6,3590,1345,0.35,13.3,7,9.7,0.05,10,49.9,0.33
,16:18:19,6,3590,1346,0.34,13.3,7,9.7,0.049,10,49.9,0.33
,16:18:20,6,3590,1347,0.33,13.3,7,9.7,0.05,10,49.9,0.32
,16:18:21,6,3590,1348,0.33,13.3,7,9.7,0.048,10,49.9,0.32
,16:18:22,6,3590,1349,0.34,13.3,7,9.7,0.047,10,49.9,0.32
,16:18:23,6,3590,1350,0.34,13.3,7,9.7,0.047,10,49.9,0.32
,16:18:24,6,3590,1351,0.34,13.3,7,9.7,0.049,10,49.9,0.32
,16:18:25,6,3590,1352,0.34,13.3,7,9.7,0.05,10,49.9,0.32
,16:18:26,6,3590,1353,0.34,13.3,7,9.7,0.05,10,49.9,0.32
,16:18:27,6,3590,1354,0.34,13.3,7,9.7,0.05,10,49.9,0.32
,16:18:28,6,3590,1355,0.33,13.3,7,9.7,0.05,10,49.9,0.32
,16:18:29,6,3590,1356,0.33,13.3,7,9.7,0.05,10,49.9,0.32
,16:18:30,6,3590,1357,0.33,13.3,7,9.7,0.049,10,49.9,0.32
,16:18:31,6,3590,1358,0.33,13.3,7,9.7,0.048,10,49.9,0.31
,16:18:32,6,3590,1359,0.33,13.3,7,9.7,0.046,10,49.9,0.32
,16:18:33,6,3590,1360,0.33,13.3,7,9.7,0.046,10,49.9,0.32
,16:18:34,6,3590,1361,0.33,13.3,7,9.7,0.048,10,49.9,0.32
,16:18:35,6,3590,1362,0.33,13.3,7,9.8,0.048,10,49.9,0.32
,16:18:36,6,3590,1363,0.33,13.3,7,9.8,0.05,10,49.9,0.32
,16:18:37,6,3590,1364,0.34,13.3,7,9.8,0.049,10,49.9,0.32
,16:18:38,6,3590,1365,0.34,13.3,7,9.8,0.051,10,49.9,0.33
,16:18:39,6,3590,1366,0.34,13.3,7,9.8,0.049,10,49.9,0.33
,16:18:40,6,3590,1367,0.34,13.3,7,9.8,0.049,10,49.9,0.32
,16:18:41,6,3590,1368,0.34,13.3,7,9.8,0.047,10,49.9,0.32
,16:18:42,6,3590,1369,0.34,13.3,7,9.8,0.047,10,49.9,0.32
,16:18:43,6,3590,1370,0.34,13.3,7,9.8,0.049,10,49.9,0.32
,16:18:44,6,3590,1371,0.34,13.3,7,9.8,0.05,10,49.9,0.32
,16:18:45,6,3590,1372,0.33,13.3,6,9.8,0.052,10,49.9,0.32
,16:18:46,6,3590,1373,0.34,13.3,7,9.8,0.05,10,49.9,0.32
,16:18:47,6,3590,1374,0.34,13.3,7,9.8,0.051,10,49.9,0.32
,16:18:48,6,3590,1375,0.34,13.3,7,9.9,0.051,10,49.9,0.33
,16:18:49,6,3590,1376,0.34,13.3,7,9.9,0.051,10,49.9,0.33
,16:18:50,6,3590,1377,0.34,13.3,7,9.9,0.049,10,49.9,0.33
,16:18:51,6,3590,1378,0.34,13.3,7,9.9,0.049,10,49.9,0.33
,16:18:52,6,3590,1379,0.34,13.3,7,9.9,0.048,10,49.9,0.33
,16:18:53,6,3590,1380,0.34,13.3,7,9.9,0.048,10,49.9,0.33
,16:18:54,6,3590,1381,0.35,13.3,7,9.9,0.05,10,49.9,0.34
,16:18:55,6,3590,1382,0.35,13.3,7,9.9,0.051,10,49.9,0.34
,16:18:56,6,3590,1383,0.35,13.3,7,9.9,0.052,10,49.9,0.34
,16:18:57,6,3590,1384,0.34,13.3,7,9.9,0.051,10,49.9,0.33
,16:18:58,6,3590,1385,0.34,13.3,7,9.9,0.051,10,49.9,0.33
,16:18:59,6,3590,1386,0.34,13.3,7,9.9,0.05,10,49.9,0.32
,16:19:00,6,3590,1387,0.33,13.3,7,10,0.048,10,49.9,0.32
,16:19:01,6,3590,1388,0.33,13.3,7,10,0.049,10,49.9,0.32
,16:19:02,6,3590,1389,0.33,13.3,7,10,0.049,10,49.9,0.31
,16:19:03,6,3590,1390,0.33,13.3,7,10,0.049,10,49.9,0.32
,16:19:04,6,3590,1391,0.33,13.3,7,10,0.05,10,49.9,0.32
,16:19:05,6,3590,1392,0.33,13.3,7,10,0.05,10,49.9,0.32
,16:19:06,6,3590,1393,0.33,13.3,7,10,0.049,10,49.9,0.32
,16:19:07,6,3590,1394,0.33,13.3,7,10,0.049,10,49.9,0.32
,16:19:08,6,3590,1395,0.33,13.3,7,10,0.05,10,49.9,0.32
,16:19:09,6,3590,1396,0.33,13.3,7,10,0.048,10,49.9,0.32
,16:19:10,6,3590,1397,0.33,13.3,7,10,0.048,10,49.9,0.32
,16:19:11,6,3590,1398,0.34,13.3,7,10.1,0.049,10,49.9,0.32
,16:19:12,6,3590,1399,0.33,13.3,7,10.1,0.048,10,49.9,0.32
,16:19:13,6,3590,1400,0.33,13.3,7,10.1,0.05,10,49.9,0.32
,16:19:14,6,3590,1401,0.33,13.3,7,10.1,0.048,10,49.9,0.32
,16:19:15,6,3590,1402,0.33,13.3,7,10.1,0.048,10,49.9,0.32
,16:19:16,6,3590,1403,0.33,13.3,7,10.1,0.05,10,49.9,0.32
,16:19:17,6,3590,1404,0.33,13.3,7,10.1,0.05,10,49.9,0.32
,16:19:18,6,3590,1405,0.34,13.3,7,10.1,0.049,10,49.9,0.32
,16:19:19,6,3590,1406,0.34,13.3,7,10.2,0.049,10,49.9,0.32
,16:19:20,6,3590,1407,0.33,13.3,7,10.2,0.048,10,49.9,0.32
,16:19:21,6,3590,1408,0.33,13.3,7,10.2,0.048,10,49.9,0.32
,16:19:22,6,3590,1409,0.33,13.3,7,10.2,0.049,10,49.9,0.32
,16:19:23,6,3590,1410,0.33,13.3,7,10.2,0.048,10,49.9,0.32
,16:19:24,6,3590,1411,0.33,13.3,7,10.2,0.048,10,49.9,0.32
,16:19:25,6,3590,1412,0.33,13.3,7,10.3,0.048,10,49.9,0.32
,16:19:26,6,3590,1413,0.33,13.3,7,10.3,0.048,10,49.9,0.32
,16:19:27,6,3590,1414,0.33,13.3,7,10.3,0.048,10,49.9,0.32
,16:19:28,6,3590,1415,0.33,13.3,7,10.3,0.048,10,49.9,0.32
,16:19:29,6,3590,1416,0.33,13.3,7,10.3,0.048,10,49.9,0.32
,16:19:30,6,3590,1417,0.33,13.3,7,10.3,0.048,10,49.9,0.32
,16:19:31,6,3590,1418,0.33,13.3,7,10.3,0.05,10,49.9,0.32
,16:19:32,6,3590,1419,0.34,13.3,7,10.3,0.05,10,49.9,0.32
,16:19:33,6,3590,1420,0.34,13.3,7,10.3,0.049,10,49.9,0.33
,16:19:34,6,3590,1421,0.34,13.3,7,10.3,0.049,10,49.9,0.33
,16:19:35,6,3590,1422,0.34,13.3,7,10.4,0.049,10,49.9,0.33
,16:19:36,6,3590,1423,0.34,13.3,7,10.4,0.051,10,49.9,0.33
,16:19:37,6,3590,1424,0.34,13.3,7,10.4,0.049,10,49.9,0.33
,16:19:38,6,3590,1425,0.35,13.3,7,10.4,0.05,10,49.9,0.33
,16:19:39,6,3590,1426,0.34,13.3,7,10.4,0.05,10,49.9,0.33
,16:19:40,6,3590,1427,0.34,13.3,7,10.4,0.05,10,49.9,0.33
,16:19:41,6,3590,1428,0.34,13.3,7,10.5,0.05,10,49.9,0.33
,16:19:42,6,3590,1429,0.35,13.3,7,10.5,0.05,10,49.9,0.33
,16:19:43,6,3590,1430,0.34,13.3,7,10.5,0.05,10,49.9,0.33
,16:19:44,6,3590,1431,0.34,13.3,7,10.5,0.049,10,49.9,0.33
,16:19:45,6,3590,1432,0.34,13.3,7,10.5,0.049,10,49.9,0.32
,16:19:46,6,3590,1433,0.34,13.3,7,10.5,0.049,10,49.9,0.32
,16:19:47,6,3590,1434,0.33,13.3,7,10.6,0.05,10,49.9,0.32
,16:19:48,6,3590,1435,0.34,13.3,7,10.5,0.05,10,49.9,0.32
,16:19:49,6,3590,1436,0.34,13.3,7,10.6,0.049,10,49.9,0.33
,16:19:50,6,3590,1437,0.34,13.3,7,10.6,0.049,10,49.9,0.33
,16:19:51,6,3590,1438,0.34,13.3,7,10.6,0.051,10,49.9,0.33
,16:19:52,6,3590,1439,0.34,13.3,7,10.6,0.051,10,49.9,0.33
,16:19:53,6,3590,1440,0.34,13.3,7,10.6,0.049,10,49.9,0.33
,16:19:54,6,3590,1441,0.34,13.3,7,10.7,0.049,10,49.9,0.33
,16:19:55,6,3590,1442,0.34,13.3,7,10.7,0.049,10,49.9,0.33
,16:19:56,6,3590,1443,0.34,13.3,7,10.7,0.051,10,49.9,0.33
,16:19:57,6,3590,1444,0.34,13.3,7,10.7,0.051,10,49.9,0.33
,16:19:58,6,3590,1445,0.34,13.3,7,10.7,0.05,10,49.9,0.33
,16:19:59,6,3590,1446,0.34,13.3,7,10.7,0.049,10,49.9,0.33
,16:20:00,6,3590,1447,0.34,13.3,7,10.8,0.049,10,49.9,0.33
,16:20:01,6,3590,1448,0.34,13.3,7,10.8,0.049,10,49.9,0.33
,16:20:02,6,3590,1449,0.34,13.3,7,10.8,0.049,10,49.9,0.33
,16:20:03,6,3590,1450,0.34,13.3,7,10.8,0.049,10,49.9,0.33
,16:20:04,6,3590,1451,0.34,13.3,7,10.8,0.051,10,49.9,0.33
,16:20:05,6,3590,1452,0.34,13.3,7,10.9,0.049,10,49.9,0.33
,16:20:06,6,3590,1453,0.34,13.3,7,10.9,0.049,10,49.9,0.33
,16:20:07,6,3590,1454,0.34,13.3,7,10.9,0.051,10,49.9,0.33
,16:20:08,6,3590,1455,0.34,13.3,7,10.9,0.051,10,49.9,0.33
,16:20:09,6,3590,1456,0.34,13.3,7,10.9,0.049,10,49.9,0.33
,16:20:10,6,3590,1457,0.34,13.3,7,10.9,0.05,10,49.9,0.33
,16:20:11,6,3590,1458,0.34,13.3,7,10.9,0.049,10,49.9,0.33
,16:20:12,6,3590,1459,0.34,13.3,7,11,0.051,10,49.9,0.33
,16:20:13,6,3590,1460,0.34,13.3,7,11,0.049,10,49.9,0.33
,16:20:14,6,3590,1461,0.34,13.3,7,11,0.049,10,49.9,0.33
,16:20:15,6,3590,1462,0.34,13.3,7,11,0.05,10,49.9,0.33
,16:20:16,6,3590,1463,0.34,13.3,7,11,0.049,10,49.9,0.33
,16:20:17,6,3590,1464,0.34,13.3,7,11.1,0.051,10,49.9,0.33
,16:20:18,6,3590,1465,0.34,13.3,7,11.1,0.049,10,49.9,0.33
,16:20:19,6,3590,1466,0.34,13.3,7,11.1,0.049,10,49.9,0.33
,16:20:20,6,3590,1467,0.34,13.3,7,11.1,0.048,10,49.9,0.33
,16:20:21,6,3590,1468,0.34,13.3,7,11.1,0.048,10,49.9,0.33
,16:20:22,6,3590,1469,0.34,13.3,7,11.2,0.046,10,49.9,0.33
,16:20:23,6,3590,1470,0.34,13.3,7,11.2,0.047,10,49.9,0.32
,16:20:24,6,3590,1471,0.34,13.3,7,11.2,0.047,10,49.9,0.32
,16:20:25,6,3590,1472,0.33,13.3,7,11.2,0.048,10,49.9,0.32
,16:20:26,6,3590,1473,0.33,13.3,7,11.2,0.048,10,49.9,0.32
,16:20:27,6,3590,1474,0.33,13.3,7,11.2,0.048,10,49.9,0.32
,16:20:28,6,3590,1475,0.34,13.3,7,11.3,0.049,10,49.9,0.33
,16:20:29,6,3590,1476,0.34,13.3,7,11.3,0.05,10,49.9,0.32
,16:20:30,6,3590,1477,0.34,13.3,7,11.3,0.051,10,49.9,0.33
,16:20:31,6,3590,1478,0.34,13.3,7,11.3,0.049,10,49.9,0.32
,16:20:32,6,3590,1479,0.34,13.3,7,11.3,0.05,10,49.9,0.32
,16:20:33,6,3590,1480,0.33,13.3,7,11.4,0.05,10,49.9,0.32
,16:20:34,6,3590,1481,0.33,13.3,7,11.4,0.05,10,49.9,0.32
,16:20:35,6,3590,1482,0.33,13.3,7,11.4,0.05,10,49.9,0.32
,16:20:36,6,3590,1483,0.34,13.3,7,11.4,0.05,10,49.9,0.32
,16:20:37,6,3590,1484,0.34,13.3,7,11.5,0.051,10,49.9,0.33
,16:20:38,6,3590,1485,0.34,13.3,7,11.5,0.051,10,49.9,0.33
,16:20:39,6,3590,1486,0.34,13.3,7,11.5,0.05,10,49.9,0.32
,16:20:40,6,3590,1487,0.34,13.3,7,11.5,0.05,10,49.9,0.32
,16:20:41,6,3590,1488,0.34,13.3,7,11.6,0.051,10,49.9,0.33
,16:20:42,6,3590,1489,0.34,13.3,7,11.6,0.051,10,49.9,0.33
,16:20:43,6,3590,1490,0.34,13.3,7,11.6,0.051,10,49.9,0.33
,16:20:44,6,3590,1491,0.34,13.3,7,11.6,0.049,10,49.9,0.32
,16:20:45,6,3590,1492,0.34,13.3,7,11.6,0.05,10,49.9,0.32
,16:20:46,6,3590,1493,0.34,13.3,7,11.6,0.051,10,49.9,0.33
,16:20:47,6,3590,1494,0.34,13.3,7,11.6,0.049,10,49.9,0.33
,16:20:48,6,3590,1495,0.34,13.3,7,11.7,0.052,10,49.9,0.33
,16:20:49,6,3590,1496,0.35,13.3,7,11.7,0.05,10,49.9,0.33
,16:20:50,6,3590,1497,0.35,13.3,7,11.7,0.05,10,49.9,0.33
,16:20:51,6,3590,1498,0.35,13.3,7,11.7,0.05,10,49.9,0.34
,16:20:52,6,3590,1499,0.35,13.3,7,11.7,0.05,10,49.9,0.33
,16:20:53,6,3590,1500,0.34,13.3,7,11.8,0.05,10,49.9,0.33
,16:20:54,6,3590,1501,0.34,13.3,7,11.8,0.048,10,49.9,0.33
,16:20:55,6,3590,1502,0.34,13.3,7,11.8,0.048,10,49.9,0.33
,16:20:56,6,3590,1503,0.34,13.3,7,11.8,0.049,10,49.9,0.33
,16:20:57,6,3590,1504,0.34,13.3,7,11.9,0.05,10,49.9,0.33
,16:20:58,6,3590,1505,0.34,13.3,7,11.9,0.05,10,49.9,0.33
,16:20:59,6,3590,1506,0.34,13.3,7,11.9,0.05,10,49.9,0.33
,16:21:00,6,3590,1507,0.34,13.3,7,11.9,0.048,10,49.9,0.33
,16:21:01,6,3590,1508,0.34,13.3,7,12,0.048,10,49.9,0.33
,16:21:02,6,3590,1509,0.34,13.3,7,12,0.047,10,49.9,0.33
,16:21:03,6,3590,1510,0.34,13.3,7,12,0.049,10,49.9,0.32
,16:21:04,6,3590,1511,0.33,13.3,7,12,0.048,10,49.9,0.32
,16:21:05,6,3590,1512,0.34,13.3,7,12,0.049,10,49.9,0.32
,16:21:06,6,3590,1513,0.34,13.3,7,12,0.049,10,49.9,0.32
,16:21:07,6,3590,1514,0.34,13.3,7,12.1,0.05,10,49.9,0.32
,16:21:08,6,3590,1515,0.34,13.3,7,12.1,0.05,10,49.9,0.32
,16:21:09,6,3590,1516,0.34,13.3,7,12.1,0.051,10,49.9,0.33
,16:21:10,6,3590,1517,0.34,13.3,7,12.1,0.049,10,49.9,0.33
,16:21:11,6,3590,1518,0.34,13.3,7,12.2,0.049,10,49.9,0.33
,16:21:12,6,3590,1519,0.34,13.3,7,12.2,0.051,10,49.9,0.33
,16:21:13,6,3590,1520,0.34,13.3,7,12.2,0.051,10,49.9,0.33
,16:21:14,6,3590,1521,0.34,13.3,7,12.2,0.051,10,49.9,0.33
,16:21:15,6,3590,1522,0.34,13.3,7,12.2,0.05,10,49.9,0.32
