Data file,,NYLATRON_HEF_T27_N2.TSV,,,,,,,,,,
Configuration file,,TE77.CFG,,,,,,,,,,
Calibration file,,TE77.CAL,,,,,,,,,,
Test control file,,TIMOLOWPRESSURESAMPLES.TSF,,,,,,,,,,
,,,,,,,,,,,,
User,,Iestyn,,,,,,,,,,
Date,,28/03/2017,,,,,,,,,,
Lubricant,,HEF,,,,,,,,,,
Specimens,,Nylatron,,,,,,,,,,
Temp,,Room (20),,,,,,,,,,
Notes,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Test file variable V1 <Force> = 7,,,,,,,,,,,,
Test started at 17:41:42 on 28/03/2017,,,,,,,,,,,,
,Time,This Step,Step Time,Test Time,Friction Force (N),Frequency (Hz),Load (N),Specimen Temp (øC),Friction Coeff,Friction Range (N),Contact Pot (mV),Force Input (Volts)
Fast data in,,nylatron_hef_t27_n2-h001.tsv,,,,,,,,,,
,17:57:54,5,3590,969.9,1.28,13.3,7,20,0.184,10,49.9,1.23
,17:57:55,5,3590,970.9,1.25,13.3,7,20,0.175,10,49.9,1.21
,17:57:56,5,3590,971.9,1.25,13.3,7,20,0.174,10,49.9,1.21
,17:57:57,5,3590,972.9,1.26,13.3,7,20,0.169,10,49.9,1.21
,17:57:58,5,3590,973.9,1.26,13.3,7,20,0.17,10,49.9,1.22
,17:57:59,5,3590,974.9,1.26,13.3,7,20,0.17,10,49.9,1.22
,17:58:00,5,3590,975.9,1.27,13.3,7,20,0.17,10,49.9,1.22
,17:58:01,5,3590,976.9,1.28,13.3,7,20,0.179,10,49.9,1.24
,17:58:02,5,3590,977.9,1.29,13.3,7,20,0.179,10,49.8,1.24
,17:58:03,5,3590,978.9,1.27,13.3,7,21,0.184,10,49.9,1.23
,17:58:04,5,3590,979.9,1.25,13.3,7,21,0.181,10,49.8,1.2
,17:58:05,5,3590,980.9,1.25,13.3,7,21,0.181,10,49.9,1.21
,17:58:06,5,3590,981.9,1.26,13.3,7,21,0.181,10,49.9,1.21
,17:58:07,5,3590,982.9,1.26,13.3,7,21,0.175,10,49.9,1.21
,17:58:08,5,3590,983.9,1.26,13.3,7,21,0.176,10,49.9,1.22
,17:58:09,5,3590,984.9,1.26,13.3,7,20,0.175,10,49.8,1.21
,17:58:10,5,3590,985.9,1.25,13.3,7,20,0.18,10,49.8,1.2
,17:58:11,5,3590,986.9,1.24,13.3,7,21,0.179,10,49.9,1.2
,17:58:12,5,3590,987.9,1.25,13.3,7,21,0.18,10,49.9,1.2
,17:58:13,5,3590,988.9,1.25,13.3,7,21,0.181,10,49.9,1.21
,17:58:14,5,3590,989.9,1.26,13.3,7,21,0.176,10,49.9,1.22
,17:58:15,5,3590,990.9,1.26,13.3,7,20,0.176,10,49.9,1.22
,17:58:16,5,3590,991.9,1.27,13.3,7,20,0.177,10,49.8,1.22
,17:58:17,5,3590,992.9,1.26,13.3,7,20,0.189,10,49.9,1.22
,17:58:18,5,3590,993.9,1.25,13.3,7,20,0.18,10,49.9,1.2
,17:58:19,5,3590,994.9,1.24,13.3,7,20,0.179,10,49.9,1.2
,17:58:20,5,3590,995.9,1.25,13.3,7,20,0.181,10,49.9,1.21
,17:58:21,5,3590,996.9,1.26,13.3,7,20,0.176,10,49.9,1.22
,17:58:22,5,3590,997.9,1.26,13.3,7,20,0.169,10,49.9,1.21
,17:58:23,5,3590,998.9,1.26,13.3,7,20,0.176,10,49.9,1.22
,17:58:24,5,3590,999.9,1.27,13.3,7,21,0.177,10,49.9,1.23
,17:58:25,5,3590,1000.9,1.28,13.3,7,20,0.184,10,49.9,1.23
,17:58:26,5,3590,1001.9,1.26,13.3,7,20,0.182,10,49.9,1.22
,17:58:27,5,3590,1002.9,1.25,13.3,7,20,0.181,10,49.9,1.21
,17:58:28,5,3590,1003.9,1.26,13.3,7,20,0.176,10,49.9,1.22
,17:58:29,5,3590,1004.9,1.27,13.3,7,20,0.176,10,49.8,1.22
,17:58:30,5,3590,1005.9,1.27,13.3,7,20,0.171,10,49.9,1.22
,17:58:31,5,3590,1006.9,1.27,13.3,7,20,0.171,10,49.9,1.23
,17:58:32,5,3590,1007.9,1.28,13.3,7,20,0.178,10,49.9,1.24
,17:58:33,5,3590,1008.9,1.28,13.3,7,20,0.185,10,49.9,1.24
,17:58:34,5,3590,1009.9,1.26,13.3,7,20,0.176,10,49.9,1.22
,17:58:35,5,3590,1010.9,1.25,13.3,7,20,0.174,10,49.9,1.2
,17:58:36,5,3590,1011.9,1.25,13.3,7,20,0.173,10,49.9,1.2
,17:58:37,5,3590,1012.9,1.25,13.3,7,20,0.168,10,49.9,1.21
,17:58:38,5,3590,1013.9,1.26,13.3,7,20,0.169,10,49.8,1.21
,17:58:39,5,3590,1014.9,1.27,13.3,7,20,0.176,10,49.9,1.22
,17:58:40,5,3590,1015.9,1.28,13.3,7,21,0.185,10,49.9,1.23
,17:58:41,5,3590,1016.9,1.28,13.3,7,20,0.185,10,49.9,1.24
,17:58:42,5,3590,1017.9,1.28,13.3,7,20,0.185,10,49.9,1.23
,17:58:43,5,3590,1018.9,1.25,13.3,7,20,0.181,10,49.9,1.21
,17:58:44,5,3590,1019.9,1.24,13.3,7,20,0.173,10,49.9,1.2
,17:58:45,5,3590,1020.9,1.24,13.3,7,20,0.166,10,49.9,1.2
,17:58:46,5,3590,1021.9,1.25,13.3,7,21,0.174,10,49.9,1.21
,17:58:47,5,3590,1022.9,1.26,13.3,7,21,0.181,10,49.8,1.21
,17:58:48,5,3590,1023.9,1.26,13.3,7,21,0.182,10,49.9,1.22
,17:58:49,5,3590,1024.9,1.26,13.3,7,21,0.181,10,49.9,1.21
,17:58:50,5,3590,1025.9,1.24,13.3,7,21,0.173,10,49.9,1.2
,17:58:51,5,3590,1026.9,1.24,13.3,7,20,0.173,10,49.9,1.2
,17:58:52,5,3590,1027.9,1.25,13.3,7,20,0.168,10,49.9,1.21
,17:58:53,5,3590,1028.9,1.26,13.3,7,20,0.169,10,49.9,1.21
,17:58:54,5,3590,1029.9,1.25,13.3,7,20,0.174,10,49.9,1.21
,17:58:55,5,3590,1030.9,1.25,13.3,7,20,0.174,10,49.9,1.21
,17:58:56,5,3590,1031.9,1.26,13.3,7,21,0.181,10,49.8,1.21
,17:58:57,5,3590,1032.9,1.27,13.3,7,21,0.183,10,49.9,1.22
,17:58:58,5,3590,1033.9,1.26,13.3,7,21,0.182,10,49.8,1.22
,17:58:59,5,3590,1034.9,1.25,13.3,7,21,0.181,10,49.9,1.21
,17:59:00,5,3590,1035.9,1.24,13.3,7,21,0.179,10,49.9,1.2
,17:59:01,5,3590,1036.9,1.25,13.3,7,21,0.18,10,49.9,1.2
,17:59:02,5,3590,1037.9,1.25,13.3,7,21,0.181,10,49.8,1.21
,17:59:03,5,3590,1038.9,1.25,13.3,7,21,0.181,10,49.9,1.21
,17:59:04,5,3590,1039.9,1.26,13.3,7,21,0.182,10,49.9,1.22
,17:59:05,5,3590,1040.9,1.28,13.3,7,21,0.185,10,49.9,1.23
,17:59:06,5,3590,1041.9,1.28,13.3,7,21,0.185,10,49.9,1.24
,17:59:07,5,3590,1042.9,1.27,13.3,7,21,0.183,10,49.9,1.22
,17:59:08,5,3590,1043.9,1.24,13.3,7,21,0.18,10,49.9,1.2
,17:59:09,5,3590,1044.9,1.25,13.3,7,21,0.173,10,49.9,1.2
,17:59:10,5,3590,1045.9,1.24,13.3,7,21,0.167,10,49.9,1.2
,17:59:11,5,3590,1046.9,1.25,13.3,7,21,0.168,10,49.9,1.2
,17:59:12,5,3590,1047.9,1.23,13.3,7,21,0.166,10,49.9,1.19
,17:59:13,5,3590,1048.9,1.24,13.3,7,21,0.166,10,49.9,1.19
,17:59:14,5,3590,1049.9,1.24,13.3,7,21,0.167,10,49.8,1.2
,17:59:15,5,3590,1050.9,1.25,13.3,7,21,0.168,10,49.9,1.2
,17:59:16,5,3590,1051.9,1.24,13.3,7,21,0.167,10,49.9,1.2
,17:59:17,5,3590,1052.9,1.23,13.3,7,21,0.171,10,49.9,1.19
,17:59:18,5,3590,1053.9,1.23,13.3,7,21,0.171,10,49.9,1.18
,17:59:19,5,3590,1054.9,1.24,13.3,7,21,0.166,10,49.9,1.19
,17:59:20,5,3590,1055.9,1.24,13.3,7,21,0.173,10,49.9,1.2
,17:59:21,5,3590,1056.9,1.24,13.3,7,20,0.167,10,49.9,1.2
,17:59:22,5,3590,1057.9,1.23,13.3,7,20,0.166,10,49.9,1.19
,17:59:23,5,3590,1058.9,1.23,13.3,7,20,0.171,10,49.9,1.19
,17:59:24,5,3590,1059.9,1.23,13.3,7,20,0.177,10,49.9,1.19
,17:59:25,5,3590,1060.9,1.23,13.3,7,20,0.178,10,49.8,1.19
,17:59:26,5,3590,1061.9,1.23,13.3,7,20,0.171,10,49.9,1.19
,17:59:27,5,3590,1062.9,1.24,13.3,7,20,0.179,10,49.9,1.2
,17:59:28,5,3590,1063.9,1.25,13.3,7,20,0.181,10,49.9,1.21
,17:59:29,5,3590,1064.9,1.26,13.3,7,20,0.188,10,49.9,1.21
,17:59:30,5,3590,1065.9,1.25,13.3,7,21,0.187,10,49.9,1.2
,17:59:31,5,3590,1066.9,1.24,13.3,7,21,0.18,10,49.9,1.2
,17:59:32,5,3590,1067.9,1.25,13.3,7,21,0.173,10,49.9,1.2
,17:59:33,5,3590,1068.9,1.24,13.3,7,21,0.178,10,49.9,1.19
,17:59:34,5,3590,1069.9,1.23,13.3,7,21,0.184,10,49.9,1.19
,17:59:35,5,3590,1070.9,1.22,13.3,7,21,0.183,10,49.9,1.18
,17:59:36,5,3590,1071.9,1.24,13.3,7,21,0.173,10,49.9,1.2
,17:59:37,5,3590,1072.9,1.24,13.3,7,21,0.172,10,49.8,1.19
,17:59:38,5,3590,1073.9,1.23,13.3,7,21,0.171,10,49.8,1.19
,17:59:39,5,3590,1074.9,1.23,13.3,7,21,0.177,10,49.8,1.18
,17:59:40,5,3590,1075.9,1.23,13.3,7,21,0.178,10,49.9,1.19
,17:59:41,5,3590,1076.9,1.23,13.3,7,21,0.178,10,49.9,1.19
,17:59:42,5,3590,1077.9,1.23,13.3,7,21,0.177,10,49.9,1.18
,17:59:43,5,3590,1078.9,1.22,13.3,7,21,0.177,10,49.9,1.18
,17:59:44,5,3590,1079.9,1.23,13.3,7,21,0.171,10,49.8,1.19
,17:59:45,5,3590,1080.9,1.24,13.3,7,21,0.173,10,49.8,1.2
,17:59:46,5,3590,1081.9,1.24,13.3,7,21,0.172,10,49.9,1.2
,17:59:47,5,3590,1082.9,1.22,13.3,7,21,0.17,10,49.8,1.18
,17:59:48,5,3590,1083.9,1.23,13.3,7,21,0.171,10,49.9,1.19
,17:59:49,5,3590,1084.9,1.24,13.3,7,21,0.172,10,49.9,1.2
,17:59:50,5,3590,1085.9,1.26,13.3,7,21,0.181,10,49.9,1.21
,17:59:51,5,3590,1086.9,1.25,13.3,7,21,0.18,10,49.9,1.2
,17:59:52,5,3590,1087.9,1.24,13.3,7,21,0.18,10,49.9,1.2
,17:59:53,5,3590,1088.9,1.24,13.3,7,21,0.18,10,49.9,1.2
,17:59:54,5,3590,1089.9,1.26,13.3,7,21,0.175,10,49.9,1.21
,17:59:55,5,3590,1090.9,1.26,13.3,7,21,0.175,10,49.9,1.21
,17:59:56,5,3590,1091.9,1.25,13.3,7,21,0.168,10,49.9,1.21
,17:59:57,5,3590,1092.9,1.25,13.3,8,21,0.162,10,49.9,1.2
,17:59:58,5,3590,1093.9,1.25,13.3,8,21,0.162,10,49.9,1.2
,17:59:59,5,3590,1094.9,1.25,13.3,8,20,0.163,10,49.9,1.21
,18:00:00,5,3590,1095.9,1.25,13.3,7,20,0.174,10,49.9,1.2
,18:00:01,5,3590,1096.9,1.25,13.3,7,20,0.181,10,49.9,1.21
,18:00:02,5,3590,1097.9,1.26,13.3,7,20,0.182,10,49.9,1.22
,18:00:03,5,3590,1098.9,1.26,13.3,7,20,0.189,10,49.9,1.22
,18:00:04,5,3590,1099.9,1.25,13.3,7,20,0.18,10,49.9,1.2
,18:00:05,5,3590,1100.9,1.23,13.3,7,21,0.177,10,49.9,1.18
,18:00:06,5,3590,1101.9,1.21,13.3,7,21,0.175,10,49.9,1.17
,18:00:07,5,3590,1102.9,1.23,13.3,7,21,0.177,10,49.9,1.19
,18:00:08,5,3590,1103.9,1.24,13.3,7,21,0.179,10,49.9,1.2
,18:00:09,5,3590,1104.9,1.25,13.3,7,21,0.173,10,49.8,1.2
,18:00:10,5,3590,1105.9,1.25,13.3,7,20,0.18,10,49.8,1.21
,18:00:11,5,3590,1106.9,1.25,13.3,7,20,0.181,10,49.9,1.21
,18:00:12,5,3590,1107.9,1.25,13.3,7,20,0.174,10,49.8,1.2
,18:00:13,5,3590,1108.9,1.24,13.3,7,21,0.172,10,49.8,1.2
,18:00:14,5,3590,1109.9,1.23,13.3,7,21,0.177,10,49.9,1.19
,18:00:15,5,3590,1110.9,1.23,13.3,7,21,0.171,10,49.9,1.19
,18:00:16,5,3590,1111.9,1.23,13.3,7,21,0.165,10,49.8,1.19
,18:00:17,5,3590,1112.9,1.24,13.3,7,21,0.172,10,49.8,1.2
,18:00:18,5,3590,1113.9,1.24,13.3,7,21,0.18,10,49.9,1.2
,18:00:19,5,3590,1114.9,1.25,13.3,7,21,0.181,10,49.8,1.21
,18:00:20,5,3590,1115.9,1.26,13.3,7,21,0.182,10,49.9,1.22
,18:00:21,5,3590,1116.9,1.26,13.3,7,21,0.182,10,49.8,1.21
,18:00:22,5,3590,1117.9,1.24,13.3,7,21,0.179,10,49.8,1.19
,18:00:23,5,3590,1118.9,1.23,13.3,7,21,0.177,10,49.8,1.18
,18:00:24,5,3590,1119.9,1.23,13.3,7,21,0.177,10,49.9,1.18
,18:00:25,5,3590,1120.9,1.23,13.3,7,21,0.177,10,49.8,1.19
,18:00:26,5,3590,1121.9,1.24,13.3,7,21,0.172,10,49.8,1.19
,18:00:27,5,3590,1122.9,1.25,13.3,7,20,0.173,10,49.8,1.2
,18:00:28,5,3590,1123.9,1.26,13.3,7,20,0.176,10,49.8,1.21
,18:00:29,5,3590,1124.9,1.26,13.3,7,20,0.181,10,49.9,1.21
,18:00:30,5,3590,1125.9,1.24,13.3,7,20,0.179,10,49.9,1.2
,18:00:31,5,3590,1126.9,1.23,13.3,7,20,0.178,10,49.9,1.19
,18:00:32,5,3590,1127.9,1.23,13.3,7,20,0.172,10,49.9,1.19
,18:00:33,5,3590,1128.9,1.24,13.3,7,20,0.173,10,49.9,1.2
,18:00:34,5,3590,1129.9,1.24,13.3,7,20,0.173,10,49.9,1.2
,18:00:35,5,3590,1130.9,1.23,13.3,7,20,0.166,10,49.9,1.19
,18:00:36,5,3590,1131.9,1.23,13.3,7,20,0.166,10,49.9,1.19
,18:00:37,5,3590,1132.9,1.23,13.3,7,20,0.166,10,49.9,1.19
,18:00:38,5,3590,1133.9,1.25,13.3,7,20,0.174,10,49.9,1.2
,18:00:39,5,3590,1134.9,1.26,13.3,7,20,0.182,10,49.9,1.22
,18:00:40,5,3590,1135.9,1.28,13.3,7,20,0.185,10,49.9,1.23
,18:00:41,5,3590,1136.9,1.27,13.3,7,21,0.184,10,49.9,1.23
,18:00:42,5,3590,1137.9,1.26,13.3,7,21,0.182,10,49.9,1.21
,18:00:43,5,3590,1138.9,1.24,13.3,7,21,0.173,10,49.9,1.2
,18:00:44,5,3590,1139.9,1.24,13.3,7,21,0.167,10,49.9,1.2
,18:00:45,5,3590,1140.9,1.25,13.3,8,21,0.163,10,49.9,1.21
,18:00:46,5,3590,1141.9,1.26,13.3,8,20,0.164,10,49.9,1.22
,18:00:48,5,3590,1142.9,1.26,13.3,7,20,0.169,10,49.8,1.21
,18:00:49,5,3590,1143.9,1.25,13.3,7,21,0.168,10,49.8,1.2
,18:00:50,5,3590,1144.9,1.24,13.3,7,21,0.166,10,49.9,1.2
,18:00:51,5,3590,1145.9,1.24,13.3,7,21,0.172,10,49.9,1.2
,18:00:52,5,3590,1146.9,1.24,13.3,7,21,0.179,10,49.9,1.2
,18:00:53,5,3590,1147.9,1.23,13.3,7,21,0.178,10,49.9,1.19
,18:00:54,5,3590,1148.9,1.22,13.3,7,21,0.17,10,49.9,1.18
,18:00:55,5,3590,1149.9,1.22,13.3,7,21,0.17,10,49.9,1.18
,18:00:56,5,3590,1150.9,1.22,13.3,7,21,0.176,10,49.9,1.18
,18:00:57,5,3590,1151.9,1.22,13.3,7,21,0.176,10,49.9,1.18
,18:00:58,5,3590,1152.9,1.22,13.3,7,21,0.17,10,49.9,1.18
,18:00:59,5,3590,1153.9,1.22,13.3,7,20,0.169,10,49.9,1.17
,18:01:00,5,3590,1154.9,1.21,13.3,7,20,0.174,10,49.8,1.16
,18:01:01,5,3590,1155.9,1.21,13.3,7,21,0.181,10,49.8,1.16
,18:01:02,5,3590,1156.9,1.2,13.3,7,21,0.18,10,49.8,1.16
,18:01:03,5,3590,1157.9,1.21,13.3,7,21,0.182,10,49.9,1.17
,18:01:04,5,3590,1158.9,1.21,13.3,6,21,0.189,10,49.9,1.17
,18:01:05,5,3590,1159.9,1.23,13.3,7,21,0.184,10,49.9,1.18
,18:01:06,5,3590,1160.9,1.23,13.3,7,21,0.178,10,49.8,1.19
,18:01:07,5,3590,1161.9,1.23,13.3,7,20,0.178,10,49.8,1.19
,18:01:08,5,3590,1162.9,1.24,13.3,7,20,0.178,10,49.9,1.19
,18:01:09,5,3590,1163.9,1.23,13.3,7,20,0.177,10,49.8,1.19
,18:01:10,5,3590,1164.9,1.23,13.3,7,20,0.177,10,49.8,1.19
,18:01:11,5,3590,1165.9,1.23,13.3,7,20,0.177,10,49.9,1.18
,18:01:12,5,3590,1166.9,1.22,13.3,7,20,0.176,10,49.9,1.18
,18:01:13,5,3590,1167.9,1.23,13.3,7,20,0.177,10,49.8,1.18
,18:01:14,5,3590,1168.9,1.21,13.3,7,20,0.175,10,49.8,1.17
,18:01:15,5,3590,1169.9,1.22,13.3,7,20,0.169,10,49.8,1.17
,18:01:16,5,3590,1170.9,1.21,13.3,7,20,0.169,10,49.9,1.17
,18:01:17,5,3590,1171.9,1.23,13.3,7,20,0.177,10,49.9,1.19
,18:01:18,5,3590,1172.9,1.24,13.3,7,20,0.172,10,49.8,1.2
,18:01:19,5,3590,1173.9,1.24,13.3,7,20,0.179,10,49.8,1.2
,18:01:20,5,3590,1174.9,1.23,13.3,7,21,0.178,10,49.9,1.19
,18:01:21,5,3590,1175.9,1.22,13.3,7,21,0.176,10,49.9,1.18
,18:01:22,5,3590,1176.9,1.22,13.3,7,21,0.169,10,49.9,1.17
,18:01:23,5,3590,1177.9,1.21,13.3,7,21,0.169,10,49.9,1.17
,18:01:24,5,3590,1178.9,1.23,13.3,7,21,0.171,10,49.9,1.18
,18:01:25,5,3590,1179.9,1.24,13.3,7,21,0.179,10,49.9,1.2
,18:01:26,5,3590,1180.9,1.26,13.3,7,21,0.176,10,49.9,1.22
,18:01:27,5,3590,1181.9,1.27,13.3,7,21,0.176,10,49.9,1.22
,18:01:28,5,3590,1182.9,1.25,13.3,7,21,0.168,10,49.9,1.2
,18:01:29,5,3590,1183.9,1.22,13.3,7,21,0.164,10,49.9,1.18
,18:01:30,5,3590,1184.9,1.2,13.3,7,21,0.162,10,49.9,1.16
,18:01:31,5,3590,1185.9,1.2,13.3,7,21,0.162,10,49.9,1.16
,18:01:32,5,3590,1186.9,1.21,13.3,7,21,0.162,10,49.9,1.17
,18:01:33,5,3590,1187.9,1.25,13.3,7,21,0.168,10,49.9,1.21
,18:01:34,5,3590,1188.9,1.27,13.3,7,21,0.171,10,49.9,1.22
,18:01:35,5,3590,1189.9,1.27,13.3,7,21,0.171,10,49.9,1.23
,18:01:36,5,3590,1190.9,1.25,13.3,7,21,0.168,10,49.9,1.2
,18:01:37,5,3590,1191.9,1.23,13.3,7,21,0.172,10,49.9,1.19
,18:01:38,5,3590,1192.9,1.23,13.3,7,21,0.171,10,49.9,1.18
,18:01:39,5,3590,1193.9,1.21,13.3,7,21,0.182,10,49.8,1.17
,18:01:40,5,3590,1194.9,1.22,13.3,7,21,0.182,10,49.8,1.17
,18:01:41,5,3590,1195.9,1.21,13.3,6,20,0.189,10,49.8,1.17
,18:01:42,5,3590,1196.9,1.21,13.3,7,20,0.182,10,49.9,1.17
,18:01:43,5,3590,1197.9,1.21,13.3,7,20,0.175,10,49.9,1.17
,18:01:44,5,3590,1198.9,1.22,13.3,7,20,0.176,10,49.9,1.18
,18:01:45,5,3590,1199.9,1.24,13.3,7,20,0.179,10,49.9,1.2
,18:01:46,5,3590,1200.9,1.25,13.3,7,21,0.181,10,49.9,1.21
,18:01:47,5,3590,1201.9,1.27,13.3,7,21,0.183,10,49.8,1.22
,18:01:48,5,3590,1202.9,1.26,13.3,7,21,0.181,10,49.9,1.21
,18:01:49,5,3590,1203.9,1.24,13.3,7,21,0.179,10,49.9,1.19
,18:01:50,5,3590,1204.9,1.22,13.3,7,21,0.176,10,49.9,1.18
,18:01:51,5,3590,1205.9,1.22,13.3,7,21,0.169,10,49.9,1.17
,18:01:52,5,3590,1206.9,1.21,13.3,7,21,0.163,10,49.9,1.17
,18:01:53,5,3590,1207.9,1.21,13.3,7,21,0.163,10,49.9,1.17
,18:01:54,5,3590,1208.9,1.2,13.3,7,20,0.167,10,49.9,1.16
,18:01:55,5,3590,1209.9,1.2,13.3,7,20,0.173,10,49.9,1.15
,18:01:56,5,3590,1210.9,1.21,13.3,7,20,0.174,10,49.9,1.17
,18:01:57,5,3590,1211.9,1.22,13.3,7,20,0.176,10,49.8,1.18
,18:01:58,5,3590,1212.9,1.22,13.3,7,21,0.177,10,49.9,1.18
,18:01:59,5,3590,1213.9,1.21,13.3,7,21,0.175,10,49.8,1.17
,18:02:00,5,3590,1214.9,1.2,13.3,7,21,0.167,10,49.9,1.16
,18:02:01,5,3590,1215.9,1.2,13.3,7,21,0.167,10,49.8,1.16
,18:02:02,5,3590,1216.9,1.2,13.3,7,21,0.161,10,49.9,1.16
,18:02:03,5,3590,1217.9,1.21,13.3,7,21,0.162,10,49.8,1.16
,18:02:04,5,3590,1218.9,1.2,13.3,7,21,0.167,10,49.9,1.16
,18:02:05,5,3590,1219.9,1.2,13.3,7,21,0.168,10,49.9,1.16
,18:02:06,5,3590,1220.9,1.21,13.3,7,21,0.174,10,49.9,1.17
,18:02:07,5,3590,1221.9,1.22,13.3,7,20,0.176,10,49.9,1.17
,18:02:08,5,3590,1222.9,1.22,13.3,7,20,0.183,10,49.9,1.18
,18:02:09,5,3590,1223.9,1.23,13.3,7,20,0.178,10,49.9,1.19
,18:02:10,5,3590,1224.9,1.23,13.3,7,20,0.178,10,49.9,1.19
,18:02:11,5,3590,1225.9,1.23,13.3,7,21,0.171,10,49.9,1.19
,18:02:12,5,3590,1226.9,1.23,13.3,7,21,0.171,10,49.9,1.19
,18:02:13,5,3590,1227.9,1.23,13.3,7,21,0.171,10,49.9,1.19
,18:02:14,5,3590,1228.9,1.22,13.3,7,21,0.177,10,49.9,1.18
,18:02:15,5,3590,1229.9,1.22,13.3,7,21,0.17,10,49.9,1.17
,18:02:16,5,3590,1230.9,1.22,13.3,7,21,0.17,10,49.9,1.18
,18:02:17,5,3590,1231.9,1.23,13.3,7,21,0.165,10,49.9,1.19
,18:02:18,5,3590,1232.9,1.23,13.3,7,20,0.177,10,49.9,1.18
,18:02:19,5,3590,1233.9,1.22,13.3,7,20,0.176,10,49.9,1.17
,18:02:20,5,3590,1234.9,1.2,13.3,7,21,0.18,10,49.9,1.16
,18:02:21,5,3590,1235.9,1.2,13.3,7,20,0.179,10,49.8,1.15
,18:02:22,5,3590,1236.9,1.2,13.3,7,20,0.18,10,49.9,1.16
,18:02:23,5,3590,1237.9,1.21,13.3,7,20,0.182,10,49.9,1.17
,18:02:24,5,3590,1238.9,1.23,13.3,7,20,0.178,10,49.8,1.19
,18:02:25,5,3590,1239.9,1.23,13.3,7,20,0.172,10,49.8,1.19
,18:02:26,5,3590,1240.9,1.23,13.3,7,21,0.171,10,49.9,1.19
,18:02:27,5,3590,1241.9,1.22,13.3,7,21,0.17,10,49.9,1.18
,18:02:28,5,3590,1242.9,1.22,13.3,7,21,0.177,10,49.9,1.18
,18:02:29,5,3590,1243.9,1.23,13.3,7,21,0.177,10,49.9,1.18
,18:02:30,5,3590,1244.9,1.23,13.3,7,21,0.171,10,49.9,1.19
,18:02:31,5,3590,1245.9,1.23,13.3,7,21,0.171,10,49.9,1.19
,18:02:32,5,3590,1246.9,1.23,13.3,7,21,0.178,10,49.9,1.19
,18:02:33,5,3590,1247.9,1.23,13.3,7,21,0.171,10,49.8,1.19
,18:02:34,5,3590,1248.9,1.23,13.3,7,21,0.177,10,49.9,1.19
,18:02:35,5,3590,1249.9,1.23,13.3,7,21,0.177,10,49.8,1.18
,18:02:36,5,3590,1250.9,1.22,13.3,7,21,0.176,10,49.9,1.17
,18:02:37,5,3590,1251.9,1.22,13.3,7,21,0.176,10,49.9,1.18
,18:02:38,5,3590,1252.9,1.23,13.3,7,21,0.177,10,49.9,1.19
,18:02:39,5,3590,1253.9,1.23,13.3,7,21,0.178,10,49.9,1.19
,18:02:40,5,3590,1254.9,1.23,13.3,7,21,0.178,10,49.9,1.19
,18:02:41,5,3590,1255.9,1.22,13.3,7,21,0.17,10,49.9,1.18
,18:02:42,5,3590,1256.9,1.22,13.3,7,21,0.176,10,49.9,1.17
,18:02:43,5,3590,1257.9,1.21,13.3,7,21,0.169,10,49.9,1.17
,18:02:44,5,3590,1258.9,1.21,13.3,7,21,0.163,10,49.9,1.17
,18:02:45,5,3590,1259.9,1.22,13.3,7,21,0.17,10,49.9,1.18
,18:02:46,5,3590,1260.9,1.22,13.3,7,21,0.169,10,49.9,1.17
,18:02:47,5,3590,1261.9,1.21,13.3,7,21,0.168,10,49.9,1.16
,18:02:48,5,3590,1262.9,1.19,13.3,7,21,0.16,10,49.9,1.15
,18:02:49,5,3590,1263.9,1.19,13.3,7,21,0.159,10,49.8,1.15
,18:02:50,5,3590,1264.9,1.2,13.3,7,20,0.161,10,49.9,1.16
,18:02:51,5,3590,1265.9,1.21,13.3,7,21,0.163,10,49.9,1.17
,18:02:52,5,3590,1266.9,1.23,13.3,8,21,0.16,10,49.9,1.19
,18:02:53,5,3590,1267.9,1.23,13.3,8,21,0.16,10,49.9,1.19
,18:02:54,5,3590,1268.9,1.23,13.3,8,21,0.16,10,49.9,1.19
,18:02:55,5,3590,1269.9,1.23,13.3,7,21,0.165,10,49.9,1.18
,18:02:56,5,3590,1270.9,1.23,13.3,7,21,0.171,10,49.9,1.18
,18:02:57,5,3590,1271.9,1.22,13.3,7,21,0.177,10,49.9,1.18
,18:02:58,5,3590,1272.9,1.22,13.3,7,21,0.176,10,49.8,1.18
,18:02:59,5,3590,1273.9,1.21,13.3,7,21,0.175,10,49.9,1.17
,18:03:00,5,3590,1274.9,1.21,13.3,7,21,0.174,10,49.9,1.16
,18:03:01,5,3590,1275.9,1.21,13.3,7,21,0.168,10,49.9,1.16
,18:03:02,5,3590,1276.9,1.2,13.3,7,21,0.168,10,49.8,1.16
,18:03:03,5,3590,1277.9,1.2,13.3,7,20,0.167,10,49.9,1.16
,18:03:04,5,3590,1278.9,1.2,13.3,7,20,0.173,10,49.9,1.15
,18:03:05,5,3590,1279.9,1.19,13.3,7,20,0.172,10,49.9,1.15
,18:03:06,5,3590,1280.9,1.19,13.3,7,20,0.172,10,49.9,1.15
,18:03:07,5,3590,1281.9,1.19,13.3,7,21,0.172,10,49.9,1.15
,18:03:08,5,3590,1282.9,1.2,13.3,7,21,0.174,10,49.9,1.16
,18:03:09,5,3590,1283.9,1.21,13.3,7,21,0.175,10,49.9,1.17
