Data file,,NYLATRON_HEF_T27_N2.TSV,,,,,,,,,,
Configuration file,,TE77.CFG,,,,,,,,,,
Calibration file,,TE77.CAL,,,,,,,,,,
Test control file,,TIMOLOWPRESSURESAMPLES.TSF,,,,,,,,,,
,,,,,,,,,,,,
User,,Iestyn,,,,,,,,,,
Date,,28/03/2017,,,,,,,,,,
Lubricant,,HEF,,,,,,,,,,
Specimens,,Nylatron,,,,,,,,,,
Temp,,Room (20),,,,,,,,,,
Notes,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Test file variable V1 <Force> = 7,,,,,,,,,,,,
Test started at 17:41:42 on 28/03/2017,,,,,,,,,,,,
,Time,This Step,Step Time,Test Time,Friction Force (N),Frequency (Hz),Load (N),Specimen Temp (øC),Friction Coeff,Friction Range (N),Contact Pot (mV),Force Input (Volts)
Fast data in,,nylatron_hef_t27_n2-h001.tsv,,,,,,,,,,
,18:03:10,5,3590,1284.9,1.22,13.3,7,21,0.176,10,49.9,1.18
,18:03:11,5,3590,1285.9,1.22,13.3,7,21,0.176,10,49.9,1.18
,18:03:12,5,3590,1286.9,1.21,13.3,7,21,0.174,10,49.9,1.17
,18:03:13,5,3590,1287.9,1.2,13.3,7,21,0.173,10,49.9,1.16
,18:03:14,5,3590,1288.9,1.2,13.3,7,21,0.167,10,49.9,1.16
,18:03:15,5,3590,1289.9,1.21,13.3,7,21,0.168,10,49.9,1.17
,18:03:16,5,3590,1290.9,1.2,13.3,7,21,0.173,10,49.8,1.16
,18:03:17,5,3590,1291.9,1.19,13.3,7,21,0.172,10,49.8,1.15
,18:03:18,5,3590,1292.9,1.18,13.3,7,21,0.171,10,49.9,1.14
,18:03:19,5,3590,1293.9,1.19,13.3,7,21,0.172,10,49.8,1.15
,18:03:20,5,3590,1294.9,1.2,13.3,7,21,0.174,10,49.9,1.16
,18:03:21,5,3590,1295.9,1.21,13.3,7,21,0.174,10,49.9,1.17
,18:03:22,5,3590,1296.9,1.22,13.3,7,21,0.176,10,49.9,1.18
,18:03:23,5,3590,1297.9,1.21,13.3,7,21,0.175,10,49.8,1.17
,18:03:24,5,3590,1298.9,1.22,13.3,7,21,0.17,10,49.9,1.18
,18:03:25,5,3590,1299.9,1.21,13.3,7,21,0.168,10,49.9,1.17
,18:03:26,5,3590,1300.9,1.22,13.3,7,21,0.164,10,49.9,1.18
,18:03:27,5,3590,1301.9,1.22,13.3,7,21,0.164,10,49.9,1.18
,18:03:28,5,3590,1302.9,1.22,13.3,8,21,0.159,10,49.9,1.18
,18:03:29,5,3590,1303.9,1.23,13.3,8,21,0.16,10,49.9,1.19
,18:03:30,5,3590,1304.9,1.23,13.3,7,21,0.165,10,49.9,1.19
,18:03:31,5,3590,1305.9,1.24,13.3,7,21,0.173,10,49.9,1.2
,18:03:32,5,3590,1306.9,1.22,13.3,7,21,0.176,10,49.9,1.17
,18:03:33,5,3590,1307.9,1.21,13.3,7,21,0.181,10,49.9,1.16
,18:03:34,5,3590,1308.9,1.2,13.3,7,21,0.179,10,49.9,1.15
,18:03:35,5,3590,1309.9,1.21,13.3,7,21,0.174,10,49.8,1.17
,18:03:36,5,3590,1310.9,1.22,13.3,7,21,0.176,10,49.9,1.17
,18:03:37,5,3590,1311.9,1.22,13.3,7,21,0.176,10,49.9,1.18
,18:03:38,5,3590,1312.9,1.21,13.3,7,21,0.168,10,49.8,1.16
,18:03:39,5,3590,1313.9,1.2,13.3,7,21,0.167,10,49.9,1.15
,18:03:40,5,3590,1314.9,1.19,13.3,7,21,0.171,10,49.9,1.14
,18:03:41,5,3590,1315.9,1.19,13.3,7,21,0.165,10,49.8,1.14
,18:03:42,5,3590,1316.9,1.19,13.3,7,21,0.166,10,49.9,1.15
,18:03:43,5,3590,1317.9,1.2,13.3,7,21,0.161,10,49.8,1.16
,18:03:44,5,3590,1318.9,1.19,13.3,7,21,0.165,10,49.9,1.14
,18:03:45,5,3590,1319.9,1.18,13.3,7,21,0.171,10,49.9,1.14
,18:03:46,5,3590,1320.9,1.19,13.3,7,21,0.171,10,49.9,1.14
,18:03:47,5,3590,1321.9,1.2,13.3,7,21,0.18,10,49.9,1.16
,18:03:48,5,3590,1322.9,1.23,13.3,7,21,0.184,10,49.9,1.19
,18:03:49,5,3590,1323.9,1.25,13.3,7,21,0.181,10,49.9,1.21
,18:03:50,5,3590,1324.9,1.27,13.3,7,21,0.177,10,49.9,1.23
,18:03:51,5,3590,1325.9,1.27,13.3,7,21,0.177,10,49.9,1.23
,18:03:52,5,3590,1326.9,1.26,13.3,7,21,0.176,10,49.9,1.22
,18:03:53,5,3590,1327.9,1.25,13.3,7,21,0.168,10,49.9,1.2
,18:03:54,5,3590,1328.9,1.24,13.3,8,21,0.161,10,49.9,1.19
,18:03:55,5,3590,1329.9,1.22,13.3,7,21,0.164,10,49.8,1.18
,18:03:56,5,3590,1330.9,1.22,13.3,7,21,0.17,10,49.9,1.18
,18:03:57,5,3590,1331.9,1.21,13.3,7,21,0.174,10,49.9,1.16
,18:03:58,5,3590,1332.9,1.2,13.3,7,21,0.173,10,49.9,1.15
,18:03:59,5,3590,1333.9,1.19,13.3,7,21,0.172,10,49.9,1.15
,18:04:00,5,3590,1334.9,1.19,13.3,7,21,0.171,10,49.8,1.14
,18:04:01,5,3590,1335.9,1.18,13.3,7,21,0.171,10,49.9,1.14
,18:04:02,5,3590,1336.9,1.18,13.3,7,21,0.171,10,49.9,1.14
,18:04:03,5,3590,1337.9,1.19,13.3,7,21,0.165,10,49.9,1.14
,18:04:04,5,3590,1338.9,1.19,13.3,7,21,0.16,10,49.9,1.15
,18:04:05,5,3590,1339.9,1.21,13.3,7,21,0.162,10,49.9,1.17
,18:04:06,5,3590,1340.9,1.22,13.3,7,21,0.169,10,49.9,1.17
,18:04:07,5,3590,1341.9,1.22,13.3,7,21,0.176,10,49.9,1.18
,18:04:08,5,3590,1342.9,1.22,13.3,7,21,0.176,10,49.9,1.18
,18:04:09,5,3590,1343.9,1.22,13.3,7,21,0.176,10,49.9,1.18
,18:04:10,5,3590,1344.9,1.21,13.3,7,21,0.175,10,49.9,1.17
,18:04:11,5,3590,1345.9,1.21,13.3,7,21,0.175,10,49.8,1.17
,18:04:12,5,3590,1346.9,1.22,13.3,7,21,0.176,10,49.9,1.17
,18:04:13,5,3590,1347.9,1.22,13.3,7,21,0.177,10,49.9,1.18
,18:04:14,5,3590,1348.9,1.22,13.3,7,21,0.176,10,49.9,1.18
,18:04:15,5,3590,1349.9,1.22,13.3,7,21,0.17,10,49.9,1.18
,18:04:16,5,3590,1350.9,1.21,13.3,7,21,0.169,10,49.9,1.17
,18:04:17,5,3590,1351.9,1.21,13.3,7,21,0.162,10,49.9,1.16
,18:04:18,5,3590,1352.9,1.2,13.3,8,21,0.156,10,49.9,1.15
,18:04:19,5,3590,1353.9,1.19,13.3,8,21,0.155,10,49.9,1.15
,18:04:20,5,3590,1354.9,1.19,13.3,7,21,0.159,10,49.9,1.14
,18:04:21,5,3590,1355.9,1.18,13.3,7,20,0.164,10,49.9,1.14
,18:04:22,5,3590,1356.9,1.18,13.3,7,20,0.171,10,49.9,1.14
,18:04:23,5,3590,1357.9,1.18,13.3,7,20,0.17,10,49.8,1.14
,18:04:24,5,3590,1358.9,1.18,13.3,7,20,0.171,10,49.9,1.14
,18:04:25,5,3590,1359.9,1.18,13.3,7,20,0.176,10,49.9,1.13
,18:04:26,5,3590,1360.9,1.18,13.3,7,20,0.171,10,49.9,1.14
,18:04:27,5,3590,1361.9,1.19,13.3,7,21,0.172,10,49.9,1.15
,18:04:28,5,3590,1362.9,1.2,13.3,7,21,0.173,10,49.9,1.16
,18:04:29,5,3590,1363.9,1.19,13.3,7,21,0.172,10,49.9,1.15
,18:04:30,5,3590,1364.9,1.17,13.3,7,21,0.169,10,49.9,1.13
,18:04:31,5,3590,1365.9,1.18,13.3,7,21,0.158,10,49.9,1.14
,18:04:32,5,3590,1366.9,1.2,13.3,7,21,0.167,10,49.9,1.15
,18:04:33,5,3590,1367.9,1.21,13.3,7,21,0.169,10,49.9,1.17
,18:04:34,5,3590,1368.9,1.23,13.3,7,21,0.177,10,49.8,1.19
,18:04:35,5,3590,1369.9,1.23,13.3,7,21,0.171,10,49.9,1.19
,18:04:36,5,3590,1370.9,1.23,13.3,7,21,0.178,10,49.9,1.19
,18:04:37,5,3590,1371.9,1.21,13.3,7,20,0.175,10,49.9,1.17
,18:04:38,5,3590,1372.9,1.2,13.3,7,21,0.173,10,49.9,1.15
,18:04:39,5,3590,1373.9,1.18,13.3,7,21,0.171,10,49.9,1.14
,18:04:40,5,3590,1374.9,1.18,13.3,7,21,0.171,10,49.8,1.14
,18:04:41,5,3590,1375.9,1.19,13.3,7,21,0.171,10,49.9,1.14
,18:04:42,5,3590,1376.9,1.18,13.3,7,21,0.165,10,49.9,1.14
,18:04:43,5,3590,1377.9,1.19,13.3,7,21,0.165,10,49.9,1.14
,18:04:44,5,3590,1378.9,1.18,13.3,7,21,0.164,10,49.9,1.14
,18:04:45,5,3590,1379.9,1.19,13.3,7,21,0.166,10,49.9,1.15
,18:04:46,5,3590,1380.9,1.19,13.3,7,21,0.165,10,49.9,1.15
,18:04:47,5,3590,1381.9,1.2,13.3,7,21,0.167,10,49.9,1.16
,18:04:48,5,3590,1382.9,1.22,13.3,7,21,0.164,10,49.8,1.18
,18:04:49,5,3590,1383.9,1.24,13.3,8,21,0.161,10,49.9,1.2
,18:04:50,5,3590,1384.9,1.24,13.3,8,21,0.161,10,49.9,1.19
,18:04:51,5,3590,1385.9,1.21,13.3,7,21,0.163,10,49.9,1.17
,18:04:52,5,3590,1386.9,1.2,13.3,7,21,0.161,10,49.9,1.16
,18:04:53,5,3590,1387.9,1.2,13.3,7,20,0.173,10,49.9,1.16
,18:04:54,5,3590,1388.9,1.2,13.3,7,20,0.173,10,49.9,1.16
,18:04:55,5,3590,1389.9,1.2,13.3,7,20,0.173,10,49.9,1.15
,18:04:56,5,3590,1390.9,1.2,13.3,7,20,0.173,10,49.9,1.15
,18:04:57,5,3590,1391.9,1.19,13.3,7,20,0.172,10,49.9,1.15
,18:04:58,5,3590,1392.9,1.19,13.3,7,20,0.172,10,49.9,1.15
,18:04:59,5,3590,1393.9,1.18,13.3,7,20,0.171,10,49.9,1.14
,18:05:00,5,3590,1394.9,1.18,13.3,7,20,0.171,10,49.9,1.14
,18:05:01,5,3590,1395.9,1.17,13.3,7,21,0.169,10,49.9,1.13
,18:05:02,5,3590,1396.9,1.17,13.3,7,20,0.169,10,49.9,1.13
,18:05:03,5,3590,1397.9,1.18,13.3,7,20,0.17,10,49.9,1.14
,18:05:04,5,3590,1398.9,1.18,13.3,7,20,0.171,10,49.9,1.14
,18:05:05,5,3590,1399.9,1.18,13.3,7,21,0.171,10,49.9,1.14
,18:05:06,5,3590,1400.9,1.18,13.3,7,21,0.171,10,49.8,1.14
,18:05:07,5,3590,1401.9,1.18,13.3,7,21,0.171,10,49.9,1.14
,18:05:08,5,3590,1402.9,1.18,13.3,7,21,0.164,10,49.9,1.14
,18:05:09,5,3590,1403.9,1.17,13.3,7,21,0.169,10,49.9,1.13
,18:05:10,5,3590,1404.9,1.17,13.3,7,21,0.169,10,49.9,1.13
,18:05:11,5,3590,1405.9,1.17,13.3,7,21,0.169,10,49.9,1.13
,18:05:12,5,3590,1406.9,1.17,13.3,7,21,0.169,10,49.9,1.13
,18:05:13,5,3590,1407.9,1.17,13.3,7,21,0.163,10,49.9,1.13
,18:05:14,5,3590,1408.9,1.18,13.3,7,21,0.17,10,49.9,1.14
,18:05:15,5,3590,1409.9,1.19,13.3,7,21,0.165,10,49.9,1.14
,18:05:16,5,3590,1410.9,1.18,13.3,7,21,0.165,10,49.9,1.14
,18:05:17,5,3590,1411.9,1.18,13.3,7,21,0.164,10,49.8,1.14
,18:05:18,5,3590,1412.9,1.19,13.3,7,21,0.165,10,49.9,1.14
,18:05:19,5,3590,1413.9,1.19,13.3,7,21,0.16,10,49.9,1.15
,18:05:20,5,3590,1414.9,1.19,13.3,7,21,0.16,10,49.9,1.15
,18:05:21,5,3590,1415.9,1.19,13.3,7,21,0.16,10,49.9,1.15
,18:05:22,5,3590,1416.9,1.19,13.3,8,21,0.154,10,49.9,1.15
,18:05:23,5,3590,1417.9,1.19,13.3,8,21,0.155,10,49.9,1.15
,18:05:24,5,3590,1418.9,1.19,13.3,7,21,0.166,10,49.9,1.15
,18:05:25,5,3590,1419.9,1.21,13.3,7,21,0.169,10,49.9,1.17
,18:05:26,5,3590,1420.9,1.22,13.3,7,21,0.164,10,49.9,1.18
,18:05:27,5,3590,1421.9,1.23,13.3,7,21,0.165,10,49.9,1.19
,18:05:28,5,3590,1422.9,1.22,13.3,7,21,0.169,10,49.9,1.17
,18:05:29,5,3590,1423.9,1.21,13.3,7,21,0.169,10,49.9,1.17
,18:05:30,5,3590,1424.9,1.21,13.3,7,21,0.182,10,49.9,1.17
,18:05:31,5,3590,1425.9,1.22,13.3,7,21,0.183,10,49.9,1.18
,18:05:32,5,3590,1426.9,1.23,13.3,7,21,0.177,10,49.9,1.18
,18:05:33,5,3590,1427.9,1.22,13.3,7,20,0.176,10,49.9,1.18
,18:05:34,5,3590,1428.9,1.22,13.3,7,20,0.182,10,49.8,1.17
,18:05:35,5,3590,1429.9,1.21,13.3,7,20,0.182,10,49.9,1.17
,18:05:36,5,3590,1430.9,1.22,13.3,7,21,0.182,10,49.9,1.17
,18:05:37,5,3590,1431.9,1.22,13.3,7,21,0.169,10,49.9,1.18
,18:05:38,5,3590,1432.9,1.22,13.3,7,21,0.17,10,49.9,1.18
,18:05:39,5,3590,1433.9,1.22,13.3,7,21,0.17,10,49.9,1.18
,18:05:40,5,3590,1434.9,1.22,13.3,7,21,0.176,10,49.8,1.18
,18:05:41,5,3590,1435.9,1.22,13.3,7,21,0.176,10,49.9,1.17
,18:05:42,5,3590,1436.9,1.21,13.3,7,21,0.169,10,49.9,1.17
,18:05:43,5,3590,1437.9,1.21,13.3,7,21,0.162,10,49.9,1.16
,18:05:44,5,3590,1438.9,1.19,13.3,7,21,0.16,10,49.9,1.15
,18:05:45,5,3590,1439.9,1.19,13.3,7,21,0.166,10,49.8,1.15
,18:05:46,5,3590,1440.9,1.2,13.3,7,21,0.173,10,49.9,1.16
,18:05:47,5,3590,1441.9,1.21,13.3,7,21,0.175,10,49.9,1.17
,18:05:48,5,3590,1442.9,1.23,13.3,7,21,0.177,10,49.9,1.19
,18:05:49,5,3590,1443.9,1.24,13.3,7,21,0.186,10,49.9,1.2
,18:05:50,5,3590,1444.9,1.24,13.3,7,21,0.179,10,49.9,1.2
,18:05:51,5,3590,1445.9,1.23,13.3,7,21,0.171,10,49.9,1.19
,18:05:52,5,3590,1446.9,1.22,13.3,7,21,0.17,10,49.9,1.17
,18:05:53,5,3590,1447.9,1.21,13.3,7,21,0.182,10,49.8,1.17
,18:05:54,5,3590,1448.9,1.22,13.3,7,21,0.182,10,49.9,1.17
,18:05:55,5,3590,1449.9,1.22,13.3,7,21,0.176,10,49.9,1.17
,18:05:56,5,3590,1450.9,1.2,13.3,7,21,0.168,10,49.9,1.16
,18:05:57,5,3590,1451.9,1.2,13.3,7,21,0.173,10,49.9,1.15
,18:05:58,5,3590,1452.9,1.2,13.3,7,21,0.173,10,49.9,1.16
,18:05:59,5,3590,1453.9,1.21,13.3,7,21,0.175,10,49.9,1.17
,18:06:00,5,3590,1454.9,1.22,13.3,7,21,0.17,10,49.9,1.17
,18:06:01,5,3590,1455.9,1.21,13.3,7,21,0.162,10,49.9,1.17
,18:06:02,5,3590,1456.9,1.2,13.3,7,21,0.161,10,49.9,1.16
,18:06:03,5,3590,1457.9,1.2,13.3,8,21,0.156,10,49.9,1.16
,18:06:04,5,3590,1458.9,1.23,13.3,7,21,0.165,10,49.9,1.19
,18:06:05,5,3590,1459.9,1.24,13.3,7,21,0.172,10,49.9,1.2
,18:06:06,5,3590,1460.9,1.24,13.3,7,21,0.172,10,49.9,1.19
,18:06:07,5,3590,1461.9,1.21,13.3,7,21,0.174,10,49.9,1.16
,18:06:08,5,3590,1462.9,1.19,13.3,7,21,0.172,10,49.9,1.15
,18:06:09,5,3590,1463.9,1.2,13.3,7,21,0.179,10,49.9,1.15
,18:06:10,5,3590,1464.9,1.2,13.3,7,21,0.173,10,49.9,1.16
,18:06:11,5,3590,1465.9,1.2,13.3,7,21,0.174,10,49.9,1.16
,18:06:12,5,3590,1466.9,1.2,13.3,7,21,0.167,10,49.9,1.15
,18:06:13,5,3590,1467.9,1.2,13.3,7,21,0.173,10,49.9,1.16
,18:06:14,5,3590,1468.9,1.2,13.3,7,21,0.173,10,49.8,1.16
,18:06:15,5,3590,1469.9,1.21,13.3,7,21,0.168,10,49.9,1.17
,18:06:16,5,3590,1470.9,1.21,13.3,7,21,0.174,10,49.9,1.16
,18:06:17,5,3590,1471.9,1.21,13.3,7,21,0.174,10,49.9,1.17
,18:06:18,5,3590,1472.9,1.21,13.3,7,21,0.168,10,49.9,1.17
,18:06:19,5,3590,1473.9,1.21,13.3,7,21,0.168,10,49.9,1.16
,18:06:20,5,3590,1474.9,1.21,13.3,7,21,0.163,10,49.9,1.17
,18:06:21,5,3590,1475.9,1.22,13.3,7,21,0.163,10,49.9,1.17
,18:06:22,5,3590,1476.9,1.22,13.3,7,21,0.164,10,49.9,1.18
,18:06:23,5,3590,1477.9,1.22,13.3,7,21,0.169,10,49.9,1.17
,18:06:24,5,3590,1478.9,1.21,13.3,7,21,0.169,10,49.9,1.17
,18:06:25,5,3590,1479.9,1.22,13.3,7,21,0.176,10,49.9,1.18
,18:06:26,5,3590,1480.9,1.22,13.3,7,21,0.176,10,49.9,1.18
,18:06:27,5,3590,1481.9,1.21,13.3,7,21,0.175,10,49.8,1.17
,18:06:28,5,3590,1482.9,1.21,13.3,7,21,0.169,10,49.9,1.17
,18:06:29,5,3590,1483.9,1.22,13.3,7,21,0.176,10,49.9,1.18
,18:06:30,5,3590,1484.9,1.23,13.3,7,21,0.177,10,49.9,1.18
,18:06:31,5,3590,1485.9,1.21,13.3,7,21,0.175,10,49.9,1.17
,18:06:32,5,3590,1486.9,1.2,13.3,7,21,0.168,10,49.9,1.16
,18:06:33,5,3590,1487.9,1.2,13.3,7,21,0.167,10,49.8,1.15
,18:06:34,5,3590,1488.9,1.21,13.3,7,21,0.162,10,49.9,1.17
,18:06:35,5,3590,1489.9,1.23,13.3,7,20,0.165,10,49.9,1.19
,18:06:36,5,3590,1490.9,1.24,13.3,7,20,0.167,10,49.9,1.2
,18:06:37,5,3590,1491.9,1.25,13.3,7,20,0.173,10,49.9,1.2
,18:06:38,5,3590,1492.9,1.23,13.3,7,20,0.177,10,49.9,1.18
,18:06:39,5,3590,1493.9,1.22,13.3,7,20,0.176,10,49.9,1.17
,18:06:40,5,3590,1494.9,1.2,13.3,7,21,0.173,10,49.9,1.16
,18:06:41,5,3590,1495.9,1.2,13.3,7,21,0.173,10,49.9,1.16
,18:06:42,5,3590,1496.9,1.2,13.3,7,21,0.174,10,49.9,1.16
,18:06:43,5,3590,1497.9,1.21,13.3,7,21,0.182,10,49.9,1.17
,18:06:44,5,3590,1498.9,1.22,13.3,7,21,0.183,10,49.9,1.18
,18:06:45,5,3590,1499.9,1.22,13.3,7,21,0.177,10,49.9,1.18
,18:06:46,5,3590,1500.9,1.23,13.3,7,21,0.171,10,49.8,1.18
,18:06:47,5,3590,1501.9,1.22,13.3,7,21,0.17,10,49.8,1.18
,18:06:48,5,3590,1502.9,1.21,13.3,7,21,0.169,10,49.9,1.17
,18:06:49,5,3590,1503.9,1.2,13.3,7,21,0.167,10,49.8,1.15
,18:06:50,5,3590,1504.9,1.18,13.3,7,21,0.171,10,49.9,1.14
,18:06:51,5,3590,1505.9,1.19,13.3,7,21,0.172,10,49.9,1.15
,18:06:52,5,3590,1506.9,1.2,13.3,7,21,0.173,10,49.9,1.16
,18:06:53,5,3590,1507.9,1.2,13.3,7,21,0.174,10,49.9,1.16
,18:06:54,5,3590,1508.9,1.19,13.3,7,21,0.172,10,49.9,1.15
,18:06:55,5,3590,1509.9,1.19,13.3,7,21,0.172,10,49.9,1.15
,18:06:56,5,3590,1510.9,1.19,13.3,7,21,0.172,10,49.8,1.15
,18:06:57,5,3590,1511.9,1.2,13.3,7,21,0.168,10,49.9,1.16
,18:06:58,5,3590,1512.9,1.22,13.3,7,21,0.169,10,49.9,1.18
,18:06:59,5,3590,1513.9,1.23,13.3,7,21,0.165,10,49.9,1.18
,18:07:00,5,3590,1514.9,1.22,13.3,7,21,0.164,10,49.9,1.18
,18:07:01,5,3590,1515.9,1.21,13.3,7,21,0.162,10,49.9,1.17
,18:07:02,5,3590,1516.9,1.2,13.3,7,21,0.168,10,49.9,1.16
,18:07:03,5,3590,1517.9,1.2,13.3,7,21,0.174,10,49.9,1.16
,18:07:04,5,3590,1518.9,1.21,13.3,7,21,0.168,10,49.9,1.17
,18:07:05,5,3590,1519.9,1.21,13.3,7,21,0.168,10,49.9,1.16
,18:07:06,5,3590,1520.9,1.2,13.3,7,21,0.167,10,49.9,1.15
,18:07:07,5,3590,1521.9,1.2,13.3,7,21,0.167,10,49.9,1.16
,18:07:08,5,3590,1522.9,1.19,13.3,7,21,0.16,10,49.9,1.15
,18:07:09,5,3590,1523.9,1.19,13.3,7,21,0.165,10,49.9,1.14
,18:07:10,5,3590,1524.9,1.19,13.3,7,21,0.16,10,49.9,1.15
,18:07:11,5,3590,1525.9,1.21,13.3,7,21,0.163,10,49.9,1.17
,18:07:12,5,3590,1526.9,1.23,13.3,7,21,0.165,10,49.8,1.19
,18:07:13,5,3590,1527.9,1.24,13.3,7,21,0.179,10,49.9,1.2
,18:07:14,5,3590,1528.9,1.26,13.3,7,21,0.189,10,49.9,1.22
,18:07:15,5,3590,1529.9,1.27,13.3,7,21,0.19,10,49.9,1.22
,18:07:16,5,3590,1530.9,1.25,13.3,7,21,0.181,10,49.9,1.2
,18:07:17,5,3590,1531.9,1.22,13.3,7,21,0.176,10,49.9,1.17
,18:07:18,5,3590,1532.9,1.2,13.3,7,21,0.174,10,49.9,1.16
,18:07:19,5,3590,1533.9,1.2,13.3,7,21,0.173,10,49.9,1.16
,18:07:20,5,3590,1534.9,1.2,13.3,7,21,0.174,10,49.9,1.16
,18:07:21,5,3590,1535.9,1.2,13.3,7,21,0.173,10,49.9,1.16
,18:07:22,5,3590,1536.9,1.19,13.3,7,21,0.172,10,49.9,1.15
,18:07:23,5,3590,1537.9,1.19,13.3,7,21,0.166,10,49.9,1.15
,18:07:24,5,3590,1538.9,1.19,13.3,7,21,0.165,10,49.9,1.15
,18:07:25,5,3590,1539.9,1.19,13.3,7,21,0.16,10,49.9,1.15
,18:07:26,5,3590,1540.9,1.18,13.3,8,21,0.153,10,49.8,1.14
,18:07:27,5,3590,1541.9,1.18,13.3,8,21,0.153,10,49.8,1.14
,18:07:28,5,3590,1542.9,1.17,13.3,7,21,0.157,10,49.9,1.13
,18:07:29,5,3590,1543.9,1.16,13.3,7,21,0.162,10,49.9,1.12
,18:07:30,5,3590,1544.9,1.16,13.3,7,21,0.168,10,49.9,1.12
,18:07:31,5,3590,1545.9,1.18,13.3,7,21,0.17,10,49.9,1.14
,18:07:32,5,3590,1546.9,1.22,13.3,7,21,0.176,10,49.9,1.18
,18:07:33,5,3590,1547.9,1.23,13.3,7,21,0.178,10,49.8,1.19
,18:07:34,5,3590,1548.9,1.23,13.3,7,21,0.177,10,49.9,1.18
,18:07:35,5,3590,1549.9,1.2,13.3,7,21,0.173,10,49.8,1.15
,18:07:36,5,3590,1550.9,1.18,13.3,7,21,0.177,10,49.9,1.14
,18:07:37,5,3590,1551.9,1.18,13.3,7,21,0.177,10,49.9,1.14
,18:07:38,5,3590,1552.9,1.18,13.3,7,21,0.177,10,49.9,1.14
,18:07:39,5,3590,1553.9,1.19,13.3,7,21,0.171,10,49.8,1.14
,18:07:40,5,3590,1554.9,1.19,13.3,7,21,0.16,10,49.8,1.15
,18:07:41,5,3590,1555.9,1.19,13.3,7,21,0.16,10,49.9,1.15
,18:07:42,5,3590,1556.9,1.18,13.3,7,21,0.164,10,49.8,1.14
,18:07:43,5,3590,1557.9,1.18,13.3,7,21,0.171,10,49.9,1.14
,18:07:44,5,3590,1558.9,1.19,13.3,7,21,0.179,10,49.9,1.15
,18:07:45,5,3590,1559.9,1.21,13.3,7,21,0.175,10,49.9,1.18
,18:07:46,5,3590,1560.9,1.23,13.3,7,21,0.178,10,49.9,1.19
,18:07:47,5,3590,1561.9,1.24,13.3,7,21,0.172,10,49.9,1.19
,18:07:48,5,3590,1562.9,1.24,13.3,7,21,0.166,10,49.9,1.2
,18:07:49,5,3590,1563.9,1.23,13.3,7,21,0.171,10,49.9,1.19
,18:07:50,5,3590,1564.9,1.22,13.3,7,21,0.176,10,49.9,1.17
,18:07:51,5,3590,1565.9,1.2,13.3,7,21,0.173,10,49.9,1.15
,18:07:52,5,3590,1566.9,1.18,13.3,7,21,0.171,10,49.9,1.14
,18:07:53,5,3590,1567.9,1.18,13.3,7,21,0.171,10,49.9,1.14
,18:07:54,5,3590,1568.9,1.19,13.3,7,21,0.172,10,49.8,1.15
,18:07:55,5,3590,1569.9,1.18,13.3,7,21,0.164,10,49.9,1.14
,18:07:56,5,3590,1570.9,1.18,13.3,7,21,0.164,10,49.9,1.13
,18:07:57,5,3590,1571.9,1.17,13.3,7,21,0.162,10,49.9,1.13
,18:07:58,5,3590,1572.9,1.17,13.3,7,21,0.163,10,49.9,1.13
,18:07:59,5,3590,1573.9,1.17,13.3,7,21,0.169,10,49.8,1.13
,18:08:00,5,3590,1574.9,1.17,13.3,7,21,0.169,10,49.9,1.13
,18:08:01,5,3590,1575.9,1.17,13.3,7,21,0.163,10,49.9,1.13
,18:08:02,5,3590,1576.9,1.18,13.3,7,21,0.164,10,49.9,1.14
,18:08:03,5,3590,1577.9,1.19,13.3,7,21,0.165,10,49.9,1.14
,18:08:04,5,3590,1578.9,1.18,13.3,7,21,0.17,10,49.9,1.13
,18:08:05,5,3590,1579.9,1.18,13.3,7,21,0.17,10,49.8,1.14
,18:08:06,5,3590,1580.9,1.19,13.3,7,21,0.172,10,49.8,1.15
,18:08:07,5,3590,1581.9,1.21,13.3,7,21,0.169,10,49.9,1.17
,18:08:08,5,3590,1582.9,1.23,13.3,7,21,0.172,10,49.9,1.19
,18:08:09,5,3590,1583.9,1.24,13.3,7,21,0.166,10,49.9,1.2
,18:08:10,5,3590,1584.9,1.25,13.3,7,21,0.168,10,49.9,1.2
,18:08:11,5,3590,1585.9,1.23,13.3,7,21,0.171,10,49.9,1.18
,18:08:12,5,3590,1586.9,1.2,13.3,7,21,0.174,10,49.9,1.16
,18:08:13,5,3590,1587.9,1.18,13.3,7,21,0.177,10,49.8,1.14
,18:08:14,5,3590,1588.9,1.19,13.3,7,21,0.172,10,49.8,1.15
,18:08:15,5,3590,1589.9,1.22,13.3,7,21,0.176,10,49.9,1.18
,18:08:16,5,3590,1590.9,1.23,13.3,7,21,0.178,10,49.9,1.19
,18:08:17,5,3590,1591.9,1.23,13.3,7,21,0.172,10,49.9,1.19
,18:08:18,5,3590,1592.9,1.21,13.3,7,21,0.163,10,49.8,1.17
,18:08:19,5,3590,1593.9,1.21,13.3,7,21,0.162,10,49.9,1.17
,18:08:20,5,3590,1594.9,1.2,13.3,7,21,0.168,10,49.9,1.16
,18:08:21,5,3590,1595.9,1.2,13.3,7,21,0.173,10,49.9,1.16
,18:08:22,5,3590,1596.9,1.2,13.3,7,21,0.173,10,49.9,1.15
,18:08:23,5,3590,1597.9,1.19,13.3,7,21,0.172,10,49.9,1.15
