Data file,,DELRIN500AF_ISO10_-8C_002.TSV,,,,,,,,,,
Configuration file,,TE77 CHILLER-ECKOLD.CFG,,,,,,,,,,
Calibration file,,TE77 CHILLER.CAL,,,,,,,,,,
Test control file,,DEARMANBENCHMARK_PEEK_15MM_-8DEG.TSF,,,,,,,,,,
,,,,,,,,,,,,
User,,David Eckold,,,,,,,,,,
Date,,04/04/2016,,,,,,,,,,
Lubricant,,ISO 10,,,,,,,,,,
Specimens,,Delrin500AF on PTFE,,,,,,,,,,
Temp,,-8,,,,,,,,,,
Notes,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Test started at 15:44:08 on 04/04/2016,,,,,,,,,,,,
,Time,This Step,Step Time,Test Time,Friction Force (N),Frequency (Hz),Load (N),Specimen Temperature (Chiller) (øC),Friction Coeff,Friction Range (N),Contact Pot (mV),Force Input (Volts)
,16:16:27,4,3600,1932.5,1.09,13.3,7,-7.9,0.158,10,0.1,1.02
,16:16:28,4,3600,1933.5,1.09,13.3,7,-7.9,0.163,10,0.1,1.02
,16:16:29,4,3600,1934.5,1.08,13.3,7,-7.9,0.162,10,0.1,1.01
,16:16:30,4,3600,1935.5,1.08,13.3,6,-7.9,0.169,10,0.1,1.01
,16:16:31,4,3600,1936.5,1.09,13.3,7,-7.9,0.163,10,0.1,1.02
,16:16:32,4,3600,1937.5,1.09,13.3,7,-7.9,0.164,10,0.1,1.03
,16:16:33,4,3600,1938.5,1.1,13.3,7,-7.9,0.159,10,0.1,1.03
,16:16:34,4,3600,1939.5,1.1,13.3,7,-7.9,0.153,10,0.1,1.03
,16:16:35,4,3600,1940.5,1.1,13.3,7,-7.9,0.153,10,0.1,1.03
,16:16:36,4,3600,1941.5,1.09,13.3,7,-7.9,0.158,10,0.1,1.02
,16:16:37,4,3600,1942.5,1.09,13.3,7,-7.9,0.163,10,0.1,1.02
,16:16:38,4,3600,1943.5,1.09,13.3,7,-7.9,0.163,10,0.1,1.02
,16:16:39,4,3600,1944.5,1.09,13.3,7,-7.9,0.163,10,0.1,1.02
,16:16:40,4,3600,1945.5,1.1,13.3,7,-7.9,0.164,10,0.1,1.03
,16:16:41,4,3600,1946.5,1.1,13.3,7,-7.9,0.165,10,0.1,1.03
,16:16:42,4,3600,1947.5,1.1,13.3,7,-7.9,0.159,10,0.1,1.03
,16:16:43,4,3600,1948.5,1.1,13.3,7,-7.9,0.153,10,0.1,1.03
,16:16:44,4,3600,1949.5,1.09,13.3,7,-8,0.151,10,0.1,1.01
,16:16:45,4,3600,1950.5,1.08,13.3,7,-8,0.156,10,0.1,1.01
,16:16:46,4,3600,1951.5,1.07,13.3,7,-8,0.161,10,0.1,1
,16:16:47,4,3600,1952.5,1.07,13.3,7,-8,0.161,10,0.1,1
,16:16:48,4,3600,1953.5,1.08,13.3,7,-8,0.162,10,0.1,1.01
,16:16:49,4,3600,1954.5,1.09,13.3,7,-8,0.163,10,0.1,1.02
,16:16:50,4,3600,1955.5,1.09,13.3,7,-8,0.158,10,0.1,1.02
,16:16:51,4,3600,1956.5,1.09,13.3,7,-8,0.152,10,0.1,1.02
,16:16:52,4,3600,1957.5,1.09,13.3,7,-8,0.152,10,0.1,1.02
,16:16:53,4,3600,1958.5,1.08,13.3,7,-8,0.162,10,0.1,1.01
,16:16:54,4,3600,1959.5,1.08,13.3,7,-8,0.162,10,0.1,1.01
,16:16:55,4,3600,1960.5,1.09,13.3,7,-8,0.163,10,0.1,1.02
,16:16:56,4,3600,1961.5,1.1,13.3,7,-8,0.158,10,0.1,1.03
,16:16:57,4,3600,1962.5,1.1,13.3,7,-8,0.159,10,0.1,1.03
,16:16:58,4,3600,1963.5,1.09,13.3,7,-8,0.158,10,0.1,1.02
,16:16:59,4,3600,1964.5,1.09,13.3,7,-8,0.158,10,0.1,1.02
,16:17:00,4,3600,1965.5,1.09,13.3,7,-8,0.157,10,0.1,1.02
,16:17:01,4,3600,1966.5,1.09,13.3,7,-8,0.163,10,0.1,1.02
,16:17:02,4,3600,1967.5,1.08,13.3,7,-8,0.162,10,0.1,1.01
,16:17:03,4,3600,1968.5,1.09,13.3,7,-8,0.163,10,0.1,1.02
,16:17:04,4,3600,1969.5,1.09,13.3,7,-8,0.158,10,0.1,1.02
,16:17:05,4,3600,1970.5,1.1,13.3,7,-8,0.158,10,0.1,1.03
,16:17:06,4,3600,1971.5,1.1,13.3,7,-8,0.153,10,0.1,1.03
,16:17:07,4,3600,1972.5,1.09,13.3,7,-8,0.158,10,0.1,1.02
,16:17:08,4,3600,1973.5,1.09,13.3,7,-8,0.164,10,0.1,1.02
,16:17:09,4,3600,1974.5,1.09,13.3,7,-8,0.163,10,0.1,1.02
,16:17:10,4,3600,1975.5,1.09,13.3,7,-8,0.163,10,0.1,1.02
,16:17:11,4,3600,1976.5,1.09,13.3,7,-8,0.157,10,0.1,1.02
,16:17:12,4,3600,1977.5,1.09,13.3,7,-8,0.163,10,0.1,1.02
,16:17:13,4,3600,1978.5,1.09,13.3,7,-8,0.163,10,0.1,1.02
,16:17:14,4,3600,1979.5,1.09,13.3,7,-8,0.164,10,0.1,1.02
,16:17:15,4,3600,1980.5,1.1,13.3,7,-8,0.158,10,0.1,1.03
,16:17:16,4,3600,1981.5,1.1,13.3,7,-8,0.158,10,0.1,1.03
,16:17:17,4,3600,1982.5,1.09,13.3,7,-8.1,0.164,10,0.1,1.02
,16:17:18,4,3600,1983.5,1.09,13.3,7,-8.1,0.164,10,0.1,1.02
,16:17:19,4,3600,1984.5,1.09,13.3,7,-8.1,0.164,10,0.1,1.02
,16:17:20,4,3600,1985.5,1.09,13.3,7,-8.1,0.152,10,0.1,1.02
,16:17:21,4,3600,1986.5,1.09,13.3,7,-8.1,0.152,10,0.1,1.02
,16:17:22,4,3600,1987.5,1.09,13.3,7,-8.1,0.158,10,0.1,1.02
,16:17:23,4,3600,1988.5,1.08,13.3,7,-8.1,0.162,10,0.1,1.01
,16:17:24,4,3600,1989.5,1.08,13.3,7,-8.1,0.162,10,0.1,1.01
,16:17:25,4,3600,1990.5,1.08,13.3,7,-8.1,0.156,10,0.1,1.01
,16:17:26,4,3600,1991.5,1.09,13.3,7,-8.1,0.157,10,0.1,1.02
,16:17:27,4,3600,1992.5,1.09,13.3,7,-8.1,0.163,10,0.1,1.02
,16:17:28,4,3600,1993.5,1.09,13.3,6,-8.1,0.169,10,0.1,1.02
,16:17:29,4,3600,1994.5,1.09,13.3,7,-8.1,0.163,10,0.1,1.02
,16:17:30,4,3600,1995.5,1.09,13.3,7,-8.1,0.152,10,0.1,1.02
,16:17:31,4,3600,1996.5,1.09,13.3,7,-8.1,0.152,10,0.1,1.02
,16:17:32,4,3600,1997.5,1.09,13.3,7,-8.1,0.157,10,0.1,1.02
,16:17:33,4,3600,1998.5,1.08,13.3,7,-8.1,0.162,10,0.1,1.01
,16:17:34,4,3600,1999.5,1.08,13.3,7,-8.1,0.162,10,0.1,1.01
,16:17:35,4,3600,2000.5,1.08,13.3,7,-8.1,0.156,10,0.1,1.01
,16:17:36,4,3600,2001.5,1.08,13.3,7,-8.1,0.156,10,0.1,1.01
,16:17:37,4,3600,2002.5,1.08,13.3,7,-8.1,0.156,10,0.1,1.01
,16:17:38,4,3600,2003.5,1.08,13.3,7,-8.1,0.155,10,0.1,1.01
,16:17:39,4,3600,2004.5,1.07,13.3,7,-8.1,0.155,10,0.1,1
,16:17:40,4,3600,2005.5,1.07,13.3,7,-8.1,0.161,10,0.1,1
,16:17:41,4,3600,2006.5,1.07,13.3,7,-8.1,0.161,10,0.1,1
,16:17:42,4,3600,2007.5,1.08,13.3,7,-8.2,0.162,10,0.1,1.01
,16:17:43,4,3600,2008.5,1.08,13.3,7,-8.2,0.162,10,0.1,1.01
,16:17:44,4,3600,2009.5,1.09,13.3,7,-8.2,0.157,10,0.1,1.02
,16:17:45,4,3600,2010.5,1.09,13.3,7,-8.2,0.151,10,0.1,1.02
,16:17:46,4,3600,2011.5,1.08,13.3,7,-8.2,0.151,10,0.1,1.01
,16:17:47,4,3600,2012.5,1.08,13.3,7,-8.2,0.156,10,0.1,1.01
,16:17:48,4,3600,2013.5,1.08,13.3,7,-8.2,0.156,10,0.1,1.01
,16:17:49,4,3600,2014.5,1.08,13.3,7,-8.2,0.162,10,0.1,1.01
,16:17:50,4,3600,2015.5,1.08,13.3,6,-8.2,0.168,10,0.1,1.01
,16:17:51,4,3600,2016.5,1.08,13.3,6,-8.2,0.169,10,0.1,1.01
,16:17:52,4,3600,2017.5,1.09,13.3,7,-8.2,0.163,10,0.1,1.02
,16:17:53,4,3600,2018.5,1.1,13.3,7,-8.2,0.158,10,0.1,1.03
,16:17:54,4,3600,2019.5,1.1,13.3,7,-8.2,0.147,10,0.1,1.03
,16:17:55,4,3600,2020.5,1.1,13.3,7,-8.2,0.147,10,0.1,1.03
,16:17:56,4,3600,2021.5,1.09,13.3,7,-8.2,0.158,10,0.1,1.02
,16:17:57,4,3600,2022.5,1.08,13.3,7,-8.2,0.162,10,0.1,1.01
,16:17:58,4,3600,2023.5,1.08,13.3,7,-8.2,0.162,10,0.1,1.01
,16:17:59,4,3600,2024.5,1.08,13.3,7,-8.2,0.156,10,0.1,1.01
,16:18:00,4,3600,2025.5,1.08,13.3,7,-8.2,0.162,10,0.1,1.01
,16:18:01,4,3600,2026.5,1.09,13.3,7,-8.2,0.163,10,0.1,1.02
,16:18:02,4,3600,2027.5,1.09,13.3,7,-8.2,0.164,10,0.1,1.02
,16:18:03,4,3600,2028.5,1.1,13.3,7,-8.2,0.159,10,0.1,1.03
,16:18:04,4,3600,2029.5,1.1,13.3,7,-8.2,0.153,10,0.1,1.03
,16:18:05,4,3600,2030.5,1.09,13.3,7,-8.2,0.152,10,0.1,1.02
,16:18:06,4,3600,2031.5,1.09,13.3,7,-8.2,0.157,10,0.1,1.02
,16:18:07,4,3600,2032.5,1.09,13.3,7,-8.2,0.158,10,0.1,1.02
,16:18:08,4,3600,2033.5,1.09,13.3,7,-8.2,0.164,10,0.1,1.02
,16:18:09,4,3600,2034.5,1.09,13.3,7,-8.2,0.163,10,0.1,1.02
,16:18:10,4,3600,2035.5,1.08,13.3,7,-8.2,0.162,10,0.1,1.01
,16:18:11,4,3600,2036.5,1.08,13.3,7,-8.2,0.162,10,0.1,1.01
,16:18:12,4,3600,2037.5,1.09,13.3,7,-8.3,0.163,10,0.1,1.02
,16:18:13,4,3600,2038.5,1.09,13.3,7,-8.3,0.163,10,0.1,1.02
,16:18:14,4,3600,2039.5,1.09,13.3,7,-8.3,0.158,10,0.1,1.02
,16:18:15,4,3600,2040.5,1.09,13.3,7,-8.3,0.158,10,0.1,1.02
,16:18:16,4,3600,2041.5,1.09,13.3,7,-8.3,0.151,10,0.1,1.02
,16:18:17,4,3600,2042.5,1.09,13.3,7,-8.3,0.157,10,0.1,1.02
,16:18:18,4,3600,2043.5,1.09,13.3,7,-8.3,0.163,10,0.1,1.02
,16:18:19,4,3600,2044.5,1.09,13.3,7,-8.3,0.163,10,0.1,1.02
,16:18:20,4,3600,2045.5,1.09,13.3,6,-8.3,0.17,10,0.1,1.02
,16:18:21,4,3600,2046.5,1.09,13.3,7,-8.3,0.164,10,0.1,1.02
,16:18:22,4,3600,2047.5,1.1,13.3,7,-8.3,0.165,10,0.1,1.03
,16:18:23,4,3600,2048.5,1.1,13.3,7,-8.3,0.165,10,0.1,1.03
,16:18:24,4,3600,2049.5,1.1,13.3,7,-8.3,0.165,10,0.1,1.03
,16:18:25,4,3600,2050.5,1.1,13.3,7,-8.3,0.165,10,0.1,1.03
,16:18:26,4,3600,2051.5,1.1,13.3,7,-8.3,0.159,10,0.1,1.03
,16:18:27,4,3600,2052.5,1.1,13.3,7,-8.3,0.159,10,0.1,1.03
,16:18:28,4,3600,2053.5,1.1,13.3,7,-8.3,0.159,10,0.1,1.03
,16:18:29,4,3600,2054.5,1.1,13.3,7,-8.3,0.159,10,0.1,1.03
,16:18:30,4,3600,2055.5,1.1,13.3,7,-8.3,0.154,10,0.1,1.03
,16:18:31,4,3600,2056.5,1.1,13.3,7,-8.3,0.153,10,0.1,1.03
,16:18:32,4,3600,2057.5,1.09,13.3,7,-8.3,0.152,10,0.1,1.02
,16:18:33,4,3600,2058.5,1.09,13.3,7,-8.3,0.158,10,0.1,1.02
,16:18:34,4,3600,2059.5,1.09,13.3,7,-8.3,0.163,10,0.1,1.02
,16:18:35,4,3600,2060.5,1.09,13.3,7,-8.3,0.163,10,0.1,1.02
,16:18:36,4,3600,2061.5,1.09,13.3,7,-8.3,0.163,10,0.1,1.01
,16:18:37,4,3600,2062.5,1.08,13.3,7,-8.3,0.162,10,0.1,1.01
,16:18:38,4,3600,2063.5,1.09,13.3,7,-8.3,0.163,10,0.1,1.02
,16:18:39,4,3600,2064.5,1.09,13.3,7,-8.3,0.157,10,0.1,1.02
,16:18:40,4,3600,2065.5,1.09,13.3,7,-8.3,0.164,10,0.1,1.02
,16:18:41,4,3600,2066.5,1.1,13.3,7,-8.4,0.164,10,0.1,1.03
,16:18:42,4,3600,2067.5,1.1,13.3,7,-8.4,0.164,10,0.1,1.03
,16:18:43,4,3600,2068.5,1.1,13.3,7,-8.4,0.159,10,0.1,1.03
,16:18:44,4,3600,2069.5,1.1,13.3,7,-8.4,0.158,10,0.1,1.03
,16:18:45,4,3600,2070.5,1.1,13.3,7,-8.4,0.153,10,0.1,1.03
,16:18:46,4,3600,2071.5,1.09,13.3,7,-8.4,0.152,10,0.1,1.02
,16:18:47,4,3600,2072.5,1.09,13.3,7,-8.4,0.152,10,0.1,1.02
,16:18:48,4,3600,2073.5,1.09,13.3,7,-8.4,0.151,10,0.1,1.02
,16:18:49,4,3600,2074.5,1.08,13.3,7,-8.4,0.156,10,0.1,1.01
,16:18:50,4,3600,2075.5,1.08,13.3,7,-8.4,0.15,10,0.1,1.01
,16:18:51,4,3600,2076.5,1.08,13.3,7,-8.4,0.156,10,0.1,1.01
,16:18:52,4,3600,2077.5,1.08,13.3,7,-8.4,0.155,10,0.1,1.01
,16:18:53,4,3600,2078.5,1.08,13.3,7,-8.4,0.155,10,0.1,1.01
,16:18:54,4,3600,2079.5,1.08,13.3,7,-8.4,0.161,10,0.1,1.01
,16:18:55,4,3600,2080.5,1.08,13.3,6,-8.4,0.168,10,0.1,1.01
,16:18:56,4,3600,2081.5,1.08,13.3,7,-8.4,0.162,10,0.1,1.01
,16:18:57,4,3600,2082.5,1.08,13.3,7,-8.4,0.162,10,0.1,1.01
,16:18:58,4,3600,2083.5,1.09,13.3,7,-8.4,0.163,10,0.1,1.02
,16:18:59,4,3600,2084.5,1.09,13.3,7,-8.4,0.163,10,0.1,1.02
,16:19:00,4,3600,2085.5,1.08,13.3,7,-8.4,0.162,10,0.1,1.01
,16:19:01,4,3600,2086.5,1.09,13.3,7,-8.4,0.163,10,0.1,1.02
,16:19:02,4,3600,2087.5,1.09,13.3,7,-8.4,0.163,10,0.1,1.02
,16:19:03,4,3600,2088.5,1.09,13.3,7,-8.4,0.163,10,0.1,1.02
,16:19:04,4,3600,2089.5,1.09,13.3,7,-8.4,0.157,10,0.1,1.02
,16:19:05,4,3600,2090.5,1.09,13.3,7,-8.4,0.157,10,0.1,1.01
,16:19:06,4,3600,2091.5,1.08,13.3,6,-8.4,0.169,10,0.1,1.01
,16:19:07,4,3600,2092.5,1.09,13.3,6,-8.4,0.169,10,0.1,1.02
,16:19:08,4,3600,2093.5,1.09,13.3,7,-8.4,0.164,10,0.1,1.02
,16:19:09,4,3600,2094.5,1.1,13.3,7,-8.4,0.158,10,0.1,1.03
,16:19:10,4,3600,2095.5,1.1,13.3,7,-8.4,0.158,10,0.1,1.03
,16:19:11,4,3600,2096.5,1.1,13.3,7,-8.4,0.165,10,0.1,1.03
,16:19:12,4,3600,2097.5,1.09,13.3,7,-8.4,0.158,10,0.1,1.02
,16:19:13,4,3600,2098.5,1.09,13.3,7,-8.4,0.158,10,0.1,1.02
,16:19:14,4,3600,2099.5,1.09,13.3,7,-8.4,0.158,10,0.1,1.02
,16:19:15,4,3600,2100.5,1.09,13.3,7,-8.4,0.157,10,0.1,1.02
,16:19:16,4,3600,2101.5,1.09,13.3,7,-8.4,0.157,10,0.1,1.02
,16:19:17,4,3600,2102.5,1.09,13.3,7,-8.4,0.158,10,0.1,1.02
,16:19:18,4,3600,2103.5,1.09,13.3,7,-8.4,0.152,10,0.1,1.02
,16:19:19,4,3600,2104.5,1.09,13.3,7,-8.4,0.151,10,0.1,1.02
,16:19:20,4,3600,2105.5,1.08,13.3,7,-8.4,0.15,10,0.1,1.01
,16:19:21,4,3600,2106.5,1.08,13.3,7,-8.4,0.15,10,0.1,1.01
,16:19:22,4,3600,2107.5,1.07,13.3,7,-8.4,0.149,10,0.1,1
,16:19:23,4,3600,2108.5,1.08,13.3,7,-8.4,0.155,10,0.1,1.01
,16:19:24,4,3600,2109.5,1.08,13.3,7,-8.4,0.162,10,0.1,1.01
,16:19:25,4,3600,2110.5,1.08,13.3,6,-8.4,0.169,10,0.1,1.01
,16:19:26,4,3600,2111.5,1.08,13.3,7,-8.4,0.162,10,0.1,1.01
,16:19:27,4,3600,2112.5,1.09,13.3,7,-8.4,0.163,10,0.1,1.02
,16:19:28,4,3600,2113.5,1.09,13.3,7,-8.4,0.158,10,0.1,1.02
,16:19:29,4,3600,2114.5,1.09,13.3,7,-8.4,0.163,10,0.1,1.02
,16:19:30,4,3600,2115.5,1.09,13.3,7,-8.4,0.163,10,0.1,1.02
,16:19:31,4,3600,2116.5,1.09,13.3,7,-8.4,0.163,10,0.1,1.02
,16:19:32,4,3600,2117.5,1.09,13.3,7,-8.4,0.163,10,0.1,1.02
,16:19:33,4,3600,2118.5,1.09,13.3,7,-8.4,0.163,10,0.1,1.02
,16:19:34,4,3600,2119.5,1.09,13.3,7,-8.5,0.157,10,0.1,1.02
,16:19:35,4,3600,2120.5,1.09,13.3,7,-8.5,0.157,10,0.1,1.02
,16:19:36,4,3600,2121.5,1.08,13.3,7,-8.5,0.156,10,0.1,1.01
,16:19:37,4,3600,2122.5,1.08,13.3,7,-8.5,0.162,10,0.1,1.01
,16:19:38,4,3600,2123.5,1.09,13.3,7,-8.5,0.157,10,0.1,1.02
,16:19:39,4,3600,2124.5,1.09,13.3,7,-8.5,0.164,10,0.1,1.02
,16:19:40,4,3600,2125.5,1.1,13.3,7,-8.5,0.158,10,0.1,1.03
,16:19:41,4,3600,2126.5,1.1,13.3,7,-8.5,0.164,10,0.1,1.03
,16:19:42,4,3600,2127.5,1.1,13.3,7,-8.5,0.164,10,0.1,1.03
,16:19:43,4,3600,2128.5,1.1,13.3,7,-8.5,0.164,10,0.1,1.03
,16:19:44,4,3600,2129.5,1.1,13.3,7,-8.5,0.164,10,0.1,1.03
,16:19:45,4,3600,2130.5,1.09,13.3,7,-8.5,0.158,10,0.1,1.02
,16:19:46,4,3600,2131.5,1.09,13.3,7,-8.5,0.158,10,0.1,1.02
,16:19:47,4,3600,2132.5,1.1,13.3,7,-8.5,0.158,10,0.1,1.03
,16:19:48,4,3600,2133.5,1.1,13.3,7,-8.5,0.159,10,0.1,1.03
,16:19:49,4,3600,2134.5,1.1,13.3,7,-8.5,0.159,10,0.1,1.03
,16:19:50,4,3600,2135.5,1.1,13.3,7,-8.5,0.159,10,0.1,1.03
,16:19:51,4,3600,2136.5,1.09,13.3,7,-8.5,0.158,10,0.1,1.02
,16:19:52,4,3600,2137.5,1.09,13.3,7,-8.5,0.158,10,0.1,1.02
,16:19:53,4,3600,2138.5,1.09,13.3,7,-8.5,0.164,10,0.1,1.02
,16:19:54,4,3600,2139.5,1.09,13.3,7,-8.5,0.158,10,0.1,1.02
,16:19:55,4,3600,2140.5,1.1,13.3,7,-8.5,0.153,10,0.1,1.02
,16:19:56,4,3600,2141.5,1.09,13.3,7,-8.5,0.152,10,0.1,1.02
,16:19:57,4,3600,2142.5,1.1,13.3,7,-8.5,0.153,10,0.1,1.03
,16:19:58,4,3600,2143.5,1.09,13.3,7,-8.5,0.152,10,0.1,1.02
,16:19:59,4,3600,2144.5,1.09,13.3,7,-8.5,0.152,10,0.1,1.02
,16:20:00,4,3600,2145.5,1.09,13.3,7,-8.5,0.157,10,0.1,1.02
,16:20:01,4,3600,2146.5,1.09,13.3,7,-8.5,0.157,10,0.1,1.02
,16:20:02,4,3600,2147.5,1.09,13.3,7,-8.5,0.163,10,0.1,1.02
,16:20:03,4,3600,2148.5,1.08,13.3,7,-8.5,0.162,10,0.1,1.01
,16:20:04,4,3600,2149.5,1.08,13.3,7,-8.5,0.162,10,0.1,1.01
,16:20:05,4,3600,2150.5,1.08,13.3,6,-8.5,0.169,10,0.1,1.01
,16:20:06,4,3600,2151.5,1.09,13.3,6,-8.5,0.169,10,0.1,1.02
,16:20:07,4,3600,2152.5,1.09,13.3,7,-8.5,0.164,10,0.1,1.02
,16:20:08,4,3600,2153.5,1.1,13.3,7,-8.5,0.164,10,0.1,1.03
,16:20:09,4,3600,2154.5,1.1,13.3,7,-8.5,0.158,10,0.1,1.03
,16:20:10,4,3600,2155.5,1.09,13.3,7,-8.5,0.158,10,0.1,1.02
,16:20:11,4,3600,2156.5,1.09,13.3,7,-8.5,0.158,10,0.1,1.02
,16:20:12,4,3600,2157.5,1.09,13.3,7,-8.5,0.164,10,0.1,1.02
,16:20:13,4,3600,2158.5,1.09,13.3,7,-8.5,0.157,10,0.1,1.02
,16:20:14,4,3600,2159.5,1.09,13.3,7,-8.5,0.157,10,0.1,1.02
,16:20:15,4,3600,2160.5,1.09,13.3,7,-8.5,0.152,10,0.1,1.02
,16:20:16,4,3600,2161.5,1.09,13.3,7,-8.5,0.157,10,0.1,1.02
,16:20:17,4,3600,2162.5,1.09,13.3,7,-8.5,0.157,10,0.1,1.02
,16:20:18,4,3600,2163.5,1.08,13.3,7,-8.5,0.156,10,0.1,1.01
,16:20:19,4,3600,2164.5,1.08,13.3,7,-8.5,0.156,10,0.1,1.01
,16:20:20,4,3600,2165.5,1.08,13.3,7,-8.5,0.156,10,0.1,1.01
,16:20:21,4,3600,2166.5,1.08,13.3,7,-8.5,0.156,10,0.1,1.01
,16:20:22,4,3600,2167.5,1.08,13.3,7,-8.5,0.156,10,0.1,1.01
,16:20:23,4,3600,2168.5,1.08,13.3,7,-8.5,0.156,10,0.1,1.01
,16:20:24,4,3600,2169.5,1.08,13.3,7,-8.5,0.162,10,0.1,1.01
,16:20:25,4,3600,2170.5,1.08,13.3,7,-8.5,0.162,10,0.1,1.02
,16:20:26,4,3600,2171.5,1.09,13.3,7,-8.5,0.163,10,0.1,1.02
,16:20:27,4,3600,2172.5,1.09,13.3,7,-8.5,0.157,10,0.1,1.02
,16:20:28,4,3600,2173.5,1.08,13.3,7,-8.5,0.156,10,0.1,1.01
,16:20:29,4,3600,2174.5,1.08,13.3,7,-8.5,0.161,10,0.1,1.01
,16:20:30,4,3600,2175.5,1.08,13.3,7,-8.5,0.161,10,0.1,1.01
,16:20:31,4,3600,2176.5,1.08,13.3,6,-8.5,0.169,10,0.1,1.01
,16:20:32,4,3600,2177.5,1.09,13.3,7,-8.5,0.164,10,0.1,1.02
,16:20:33,4,3600,2178.5,1.09,13.3,7,-8.5,0.164,10,0.1,1.02
,16:20:34,4,3600,2179.5,1.09,13.3,7,-8.5,0.164,10,0.1,1.02
,16:20:35,4,3600,2180.5,1.09,13.3,7,-8.5,0.164,10,0.1,1.02
,16:20:36,4,3600,2181.5,1.09,13.3,7,-8.5,0.158,10,0.1,1.02
,16:20:37,4,3600,2182.5,1.09,13.3,7,-8.5,0.158,10,0.1,1.02
,16:20:38,4,3600,2183.5,1.1,13.3,7,-8.5,0.164,10,0.1,1.03
,16:20:39,4,3600,2184.5,1.09,13.3,7,-8.5,0.164,10,0.1,1.02
,16:20:40,4,3600,2185.5,1.09,13.3,7,-8.5,0.158,10,0.1,1.02
,16:20:41,4,3600,2186.5,1.09,13.3,7,-8.5,0.157,10,0.1,1.02
,16:20:42,4,3600,2187.5,1.09,13.3,7,-8.5,0.158,10,0.1,1.02
,16:20:43,4,3600,2188.5,1.1,13.3,7,-8.5,0.158,10,0.1,1.03
,16:20:44,4,3600,2189.5,1.1,13.3,7,-8.5,0.158,10,0.1,1.03
,16:20:45,4,3600,2190.5,1.1,13.3,7,-8.5,0.158,10,0.1,1.03
,16:20:46,4,3600,2191.5,1.09,13.3,7,-8.5,0.152,10,0.1,1.02
,16:20:47,4,3600,2192.5,1.09,13.3,7,-8.5,0.147,10,0.1,1.02
,16:20:48,4,3600,2193.5,1.09,13.3,7,-8.5,0.147,10,0.1,1.02
,16:20:49,4,3600,2194.5,1.09,13.3,7,-8.5,0.146,10,0.1,1.02
,16:20:50,4,3600,2195.5,1.09,13.3,7,-8.5,0.151,10,0.1,1.01
,16:20:51,4,3600,2196.5,1.08,13.3,7,-8.5,0.156,10,0.1,1.01
,16:20:52,4,3600,2197.5,1.08,13.3,7,-8.5,0.162,10,0.1,1.01
,16:20:53,4,3600,2198.5,1.08,13.3,7,-8.5,0.162,10,0.1,1.01
,16:20:54,4,3600,2199.5,1.08,13.3,7,-8.5,0.161,10,0.1,1.01
,16:20:55,4,3600,2200.5,1.08,13.3,7,-8.5,0.161,10,0.1,1.01
,16:20:56,4,3600,2201.5,1.08,13.3,7,-8.5,0.161,10,0.1,1.01
,16:20:57,4,3600,2202.5,1.07,13.3,7,-8.5,0.161,10,0.1,1
,16:20:58,4,3600,2203.5,1.07,13.3,7,-8.5,0.161,10,0.1,1
,16:20:59,4,3600,2204.5,1.08,13.3,7,-8.5,0.161,10,0.1,1.01
,16:21:00,4,3600,2205.5,1.08,13.3,7,-8.5,0.156,10,0.1,1.02
,16:21:01,4,3600,2206.5,1.09,13.3,7,-8.5,0.157,10,0.1,1.02
,16:21:02,4,3600,2207.5,1.08,13.3,7,-8.5,0.156,10,0.1,1.01
,16:21:03,4,3600,2208.5,1.08,13.3,7,-8.5,0.151,10,0.1,1.01
,16:21:04,4,3600,2209.5,1.08,13.3,7,-8.5,0.145,10,0.1,1.01
,16:21:05,4,3600,2210.5,1.08,13.3,7,-8.5,0.146,10,0.1,1.01
,16:21:06,4,3600,2211.5,1.08,13.3,7,-8.5,0.15,10,0.1,1.01
,16:21:07,4,3600,2212.5,1.08,13.3,7,-8.5,0.156,10,0.1,1.01
,16:21:08,4,3600,2213.5,1.09,13.3,7,-8.5,0.157,10,0.1,1.02
,16:21:09,4,3600,2214.5,1.08,13.3,6,-8.5,0.169,10,0.1,1.01
,16:21:10,4,3600,2215.5,1.08,13.3,6,-8.5,0.169,10,0.1,1.01
,16:21:11,4,3600,2216.5,1.08,13.3,6,-8.5,0.169,10,0.1,1.01
,16:21:12,4,3600,2217.5,1.08,13.3,7,-8.5,0.162,10,0.1,1.01
,16:21:13,4,3600,2218.5,1.09,13.3,7,-8.5,0.163,10,0.1,1.02
,16:21:14,4,3600,2219.5,1.08,13.3,7,-8.5,0.162,10,0.1,1.01
,16:21:15,4,3600,2220.5,1.08,13.3,7,-8.5,0.162,10,0.1,1.01
,16:21:16,4,3600,2221.5,1.08,13.3,7,-8.5,0.162,10,0.1,1.01
,16:21:17,4,3600,2222.5,1.09,13.3,7,-8.5,0.163,10,0.1,1.02
,16:21:18,4,3600,2223.5,1.09,13.3,7,-8.5,0.163,10,0.1,1.02
,16:21:19,4,3600,2224.5,1.09,13.3,7,-8.5,0.163,10,0.1,1.02
,16:21:20,4,3600,2225.5,1.09,13.3,7,-8.5,0.163,10,0.1,1.02
,16:21:21,4,3600,2226.5,1.09,13.3,7,-8.5,0.164,10,0.1,1.02
,16:21:22,4,3600,2227.5,1.09,13.3,7,-8.5,0.164,10,0.1,1.02
