Data file,,PTFE_HEF_T26_PT3.TSV,,,,,,,,,,
Configuration file,,TE77.CFG,,,,,,,,,,
Calibration file,,TE77.CAL,,,,,,,,,,
Test control file,,TIMOLOWPRESSURESAMPLES.TSF,,,,,,,,,,
,,,,,,,,,,,,
User,,Iestyn,,,,,,,,,,
Date,,28/03/2017,,,,,,,,,,
Lubricant,,HEF,,,,,,,,,,
Specimens,,PTFE,,,,,,,,,,
Temp,,Room (20),,,,,,,,,,
Notes,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Test file variable V1 <Force> = 7,,,,,,,,,,,,
Test started at 16:03:39 on 28/03/2017,,,,,,,,,,,,
,Time,This Step,Step Time,Test Time,Friction Force (N),Frequency (Hz),Load (N),Specimen Temp (øC),Friction Coeff,Friction Range (N),Contact Pot (mV),Force Input (Volts)
Fast data in,,ptfe_hef_t26_pt3-h001.tsv,,,,,,,,,,
,16:35:41,5,3590,1921.7,0.38,13.3,7,20,0.053,10,49.8,0.36
,16:35:42,5,3590,1922.7,0.38,13.3,7,20,0.05,10,49.8,0.36
,16:35:43,5,3590,1923.7,0.38,13.3,7,20,0.051,10,49.8,0.36
,16:35:44,5,3590,1924.7,0.38,13.3,7,20,0.051,10,49.8,0.36
,16:35:45,5,3590,1925.7,0.38,13.3,7,20,0.051,10,49.8,0.36
,16:35:46,5,3590,1926.7,0.38,13.3,7,20,0.051,10,49.8,0.36
,16:35:47,5,3590,1927.7,0.38,13.3,7,20,0.053,10,49.8,0.36
,16:35:48,5,3590,1928.7,0.38,13.3,7,20,0.053,10,49.8,0.36
,16:35:49,5,3590,1929.7,0.38,13.3,7,20,0.055,10,49.8,0.36
,16:35:50,5,3590,1930.7,0.38,13.3,7,20,0.052,10,49.8,0.36
,16:35:51,5,3590,1931.7,0.38,13.3,7,20,0.05,10,49.8,0.36
,16:35:52,5,3590,1932.7,0.38,13.3,7,20,0.052,10,49.8,0.36
,16:35:53,5,3590,1933.7,0.38,13.3,7,20,0.052,10,49.8,0.36
,16:35:54,5,3590,1934.7,0.38,13.3,7,20,0.052,10,49.8,0.36
,16:35:55,5,3590,1935.7,0.38,13.3,7,20,0.052,10,49.8,0.36
,16:35:56,5,3590,1936.7,0.38,13.3,7,20,0.052,10,49.8,0.36
,16:35:57,5,3590,1937.7,0.38,13.3,7,20,0.052,10,49.8,0.36
,16:35:58,5,3590,1938.7,0.37,13.3,7,20,0.054,10,49.8,0.36
,16:35:59,5,3590,1939.7,0.37,13.3,7,20,0.054,10,49.8,0.36
,16:36:00,5,3590,1940.7,0.37,13.3,7,20,0.054,10,49.8,0.36
,16:36:01,5,3590,1941.7,0.37,13.3,7,20,0.056,10,49.8,0.36
,16:36:02,5,3590,1942.7,0.37,13.3,7,20,0.056,10,49.8,0.36
,16:36:03,5,3590,1943.7,0.37,13.3,7,20,0.056,10,49.8,0.36
,16:36:04,5,3590,1944.7,0.37,13.3,7,20,0.054,10,49.8,0.36
,16:36:05,5,3590,1945.7,0.37,13.3,7,21,0.053,10,49.8,0.36
,16:36:06,5,3590,1946.7,0.37,13.3,7,20,0.054,10,49.8,0.36
,16:36:07,5,3590,1947.7,0.37,13.3,7,20,0.054,10,49.8,0.36
,16:36:08,5,3590,1948.7,0.37,13.3,7,20,0.054,10,49.8,0.36
,16:36:09,5,3590,1949.7,0.37,13.3,7,20,0.054,10,49.8,0.36
,16:36:10,5,3590,1950.7,0.37,13.3,7,20,0.053,10,49.8,0.35
,16:36:11,5,3590,1951.7,0.37,13.3,7,20,0.053,10,49.8,0.35
,16:36:12,5,3590,1952.7,0.37,13.3,7,20,0.053,10,49.8,0.35
,16:36:13,5,3590,1953.7,0.37,13.3,7,20,0.053,10,49.8,0.35
,16:36:14,5,3590,1954.7,0.37,13.3,7,20,0.053,10,49.8,0.36
,16:36:15,5,3590,1955.7,0.37,13.3,7,20,0.052,10,49.8,0.36
,16:36:16,5,3590,1956.7,0.37,13.3,7,20,0.052,10,49.8,0.36
,16:36:17,5,3590,1957.7,0.37,13.3,7,20,0.049,10,49.8,0.35
,16:36:18,5,3590,1958.7,0.37,13.3,7,20,0.049,10,49.8,0.35
,16:36:19,5,3590,1959.7,0.37,13.3,7,20,0.049,10,49.8,0.35
,16:36:20,5,3590,1960.7,0.37,13.3,7,20,0.051,10,49.8,0.35
,16:36:21,5,3590,1961.7,0.37,13.3,7,20,0.051,10,49.8,0.35
,16:36:22,5,3590,1962.7,0.37,13.3,7,20,0.053,10,49.8,0.35
,16:36:23,5,3590,1963.7,0.37,13.3,7,20,0.053,10,49.8,0.36
,16:36:24,5,3590,1964.7,0.38,13.3,7,21,0.054,10,49.8,0.36
,16:36:25,5,3590,1965.7,0.38,13.3,7,21,0.055,10,49.8,0.36
,16:36:26,5,3590,1966.7,0.38,13.3,7,21,0.054,10,49.8,0.36
,16:36:27,5,3590,1967.7,0.38,13.3,7,21,0.054,10,49.8,0.36
,16:36:28,5,3590,1968.7,0.38,13.3,7,21,0.054,10,49.8,0.36
,16:36:29,5,3590,1969.7,0.38,13.3,7,21,0.054,10,49.8,0.36
,16:36:30,5,3590,1970.7,0.37,13.3,7,21,0.054,10,49.8,0.36
,16:36:31,5,3590,1971.7,0.37,13.3,7,21,0.054,10,49.8,0.36
,16:36:32,5,3590,1972.7,0.37,13.3,7,21,0.054,10,49.8,0.36
,16:36:33,5,3590,1973.7,0.38,13.3,7,20,0.053,10,49.8,0.36
,16:36:34,5,3590,1974.7,0.38,13.3,7,20,0.053,10,49.8,0.36
,16:36:35,5,3590,1975.7,0.38,13.3,7,20,0.055,10,49.8,0.37
,16:36:36,5,3590,1976.7,0.38,13.3,7,20,0.055,10,49.8,0.36
,16:36:37,5,3590,1977.7,0.38,13.3,7,20,0.053,10,49.8,0.36
,16:36:38,5,3590,1978.7,0.38,13.3,7,20,0.055,10,49.8,0.36
,16:36:39,5,3590,1979.7,0.37,13.3,7,20,0.054,10,49.8,0.36
,16:36:40,5,3590,1980.7,0.38,13.3,7,20,0.054,10,49.8,0.36
,16:36:41,5,3590,1981.7,0.37,13.3,7,20,0.054,10,49.8,0.36
,16:36:42,5,3590,1982.7,0.37,13.3,7,20,0.052,10,49.8,0.36
,16:36:43,5,3590,1983.7,0.37,13.3,7,20,0.052,10,49.8,0.36
,16:36:44,5,3590,1984.7,0.37,13.3,7,20,0.052,10,49.8,0.36
,16:36:45,5,3590,1985.7,0.37,13.3,7,20,0.052,10,49.8,0.36
,16:36:46,5,3590,1986.7,0.37,13.3,7,20,0.054,10,49.8,0.36
,16:36:47,5,3590,1987.7,0.37,13.3,7,20,0.052,10,49.8,0.36
,16:36:48,5,3590,1988.7,0.37,13.3,7,20,0.052,10,49.8,0.35
,16:36:49,5,3590,1989.7,0.37,13.3,7,20,0.053,10,49.8,0.35
,16:36:50,5,3590,1990.7,0.37,13.3,7,20,0.053,10,49.8,0.36
,16:36:51,5,3590,1991.7,0.37,13.3,7,20,0.052,10,49.8,0.36
,16:36:52,5,3590,1992.7,0.37,13.3,7,20,0.052,10,49.8,0.36
,16:36:53,5,3590,1993.7,0.37,13.3,7,20,0.052,10,49.8,0.36
,16:36:54,5,3590,1994.7,0.37,13.3,7,20,0.054,10,49.8,0.36
,16:36:55,5,3590,1995.7,0.37,13.3,7,20,0.054,10,49.8,0.36
,16:36:56,5,3590,1996.7,0.37,13.3,7,20,0.052,10,49.8,0.36
,16:36:57,5,3590,1997.7,0.37,13.3,7,20,0.052,10,49.8,0.36
,16:36:58,5,3590,1998.7,0.37,13.3,7,20,0.053,10,49.8,0.36
,16:36:59,5,3590,1999.7,0.37,13.3,7,20,0.053,10,49.8,0.36
,16:37:00,5,3590,2000.7,0.37,13.3,7,20,0.053,10,49.8,0.35
,16:37:01,5,3590,2001.7,0.37,13.3,7,20,0.055,10,49.8,0.35
,16:37:02,5,3590,2002.7,0.37,13.3,7,20,0.053,10,49.8,0.35
,16:37:03,5,3590,2003.7,0.37,13.3,7,20,0.053,10,49.8,0.36
,16:37:04,5,3590,2004.7,0.37,13.3,7,20,0.052,10,49.8,0.36
,16:37:05,5,3590,2005.7,0.37,13.3,7,20,0.054,10,49.8,0.36
,16:37:06,5,3590,2006.7,0.38,13.3,7,20,0.052,10,49.8,0.36
,16:37:07,5,3590,2007.7,0.38,13.3,7,20,0.05,10,49.8,0.36
,16:37:08,5,3590,2008.7,0.37,13.3,7,20,0.052,10,49.8,0.36
,16:37:09,5,3590,2009.7,0.37,13.3,7,21,0.052,10,49.8,0.36
,16:37:10,5,3590,2010.7,0.37,13.3,7,20,0.052,10,49.8,0.36
,16:37:11,5,3590,2011.7,0.38,13.3,7,21,0.052,10,49.8,0.36
,16:37:12,5,3590,2012.7,0.38,13.3,7,20,0.052,10,49.8,0.36
,16:37:13,5,3590,2013.7,0.38,13.3,7,20,0.05,10,49.8,0.36
,16:37:14,5,3590,2014.7,0.38,13.3,7,20,0.05,10,49.8,0.36
,16:37:15,5,3590,2015.7,0.38,13.3,7,21,0.05,10,49.8,0.36
,16:37:16,5,3590,2016.7,0.37,13.3,7,21,0.052,10,49.8,0.36
,16:37:17,5,3590,2017.7,0.37,13.3,7,21,0.054,10,49.8,0.36
,16:37:18,5,3590,2018.7,0.37,13.3,7,21,0.053,10,49.8,0.36
,16:37:19,5,3590,2019.7,0.37,13.3,7,21,0.053,10,49.8,0.36
,16:37:20,5,3590,2020.7,0.37,13.3,7,20,0.053,10,49.8,0.36
,16:37:21,5,3590,2021.7,0.37,13.3,7,20,0.053,10,49.8,0.36
,16:37:22,5,3590,2022.7,0.37,13.3,7,21,0.052,10,49.8,0.36
,16:37:23,5,3590,2023.7,0.37,13.3,7,20,0.053,10,49.9,0.36
,16:37:24,5,3590,2024.7,0.37,13.3,7,20,0.052,10,49.8,0.36
,16:37:25,5,3590,2025.7,0.37,13.3,7,20,0.05,10,49.8,0.36
,16:37:26,5,3590,2026.7,0.38,13.3,7,20,0.05,10,49.8,0.36
,16:37:27,5,3590,2027.7,0.38,13.3,7,20,0.052,10,49.8,0.36
,16:37:28,5,3590,2028.7,0.38,13.3,7,20,0.052,10,49.8,0.36
,16:37:29,5,3590,2029.7,0.38,13.3,7,20,0.054,10,49.8,0.36
,16:37:30,5,3590,2030.7,0.38,13.3,7,20,0.054,10,49.8,0.36
,16:37:31,5,3590,2031.7,0.38,13.3,7,20,0.053,10,49.8,0.36
,16:37:32,5,3590,2032.7,0.38,13.3,7,20,0.053,10,49.8,0.37
,16:37:33,5,3590,2033.7,0.38,13.3,7,21,0.053,10,49.8,0.36
,16:37:34,5,3590,2034.7,0.38,13.3,7,21,0.055,10,49.8,0.36
,16:37:35,5,3590,2035.7,0.38,13.3,7,21,0.054,10,49.8,0.36
,16:37:36,5,3590,2036.7,0.38,13.3,7,21,0.052,10,49.9,0.36
,16:37:37,5,3590,2037.7,0.37,13.3,7,20,0.052,10,49.8,0.36
,16:37:38,5,3590,2038.7,0.37,13.3,7,20,0.052,10,49.8,0.36
,16:37:39,5,3590,2039.7,0.38,13.3,7,20,0.052,10,49.8,0.36
,16:37:40,5,3590,2040.7,0.38,13.3,7,20,0.054,10,49.8,0.36
,16:37:41,5,3590,2041.7,0.38,13.3,7,20,0.056,10,49.8,0.36
,16:37:42,5,3590,2042.7,0.37,13.3,7,20,0.054,10,49.8,0.36
,16:37:43,5,3590,2043.7,0.38,13.3,7,20,0.054,10,49.8,0.36
,16:37:44,5,3590,2044.7,0.38,13.3,7,20,0.051,10,49.8,0.37
,16:37:45,5,3590,2045.7,0.38,13.3,7,21,0.051,10,49.8,0.37
,16:37:46,5,3590,2046.7,0.38,13.3,7,20,0.053,10,49.8,0.36
,16:37:47,5,3590,2047.7,0.38,13.3,7,20,0.052,10,49.8,0.36
,16:37:48,5,3590,2048.7,0.38,13.3,7,20,0.053,10,49.8,0.36
,16:37:49,5,3590,2049.7,0.38,13.3,7,20,0.055,10,49.7,0.37
,16:37:50,5,3590,2050.7,0.38,13.3,7,20,0.055,10,49.8,0.36
,16:37:51,5,3590,2051.7,0.38,13.3,7,20,0.054,10,49.8,0.36
,16:37:52,5,3590,2052.7,0.37,13.3,7,20,0.053,10,49.8,0.36
,16:37:53,5,3590,2053.7,0.37,13.3,7,20,0.054,10,49.8,0.36
,16:37:54,5,3590,2054.7,0.37,13.3,7,20,0.052,10,49.8,0.36
,16:37:55,5,3590,2055.7,0.38,13.3,7,20,0.052,10,49.8,0.36
,16:37:56,5,3590,2056.7,0.38,13.3,7,21,0.052,10,49.8,0.36
,16:37:57,5,3590,2057.7,0.37,13.3,7,20,0.052,10,49.8,0.36
,16:37:58,5,3590,2058.7,0.37,13.3,7,21,0.054,10,49.9,0.36
,16:37:59,5,3590,2059.7,0.37,13.3,7,21,0.053,10,49.8,0.36
,16:38:00,5,3590,2060.7,0.37,13.3,7,21,0.053,10,49.8,0.36
,16:38:01,5,3590,2061.7,0.37,13.3,7,21,0.054,10,49.8,0.36
,16:38:02,5,3590,2062.7,0.38,13.3,7,21,0.052,10,49.8,0.36
,16:38:03,5,3590,2063.7,0.38,13.3,7,20,0.051,10,49.8,0.36
,16:38:04,5,3590,2064.7,0.38,13.3,7,20,0.051,10,49.8,0.36
,16:38:05,5,3590,2065.7,0.38,13.3,8,20,0.049,10,49.8,0.36
,16:38:06,5,3590,2066.7,0.37,13.3,7,20,0.05,10,49.8,0.36
,16:38:07,5,3590,2067.7,0.38,13.3,7,20,0.052,10,49.8,0.36
,16:38:08,5,3590,2068.7,0.38,13.3,7,20,0.054,10,49.8,0.36
,16:38:09,5,3590,2069.7,0.38,13.3,7,20,0.054,10,49.8,0.36
,16:38:10,5,3590,2070.7,0.38,13.3,7,20,0.054,10,49.8,0.36
,16:38:11,5,3590,2071.7,0.38,13.3,7,21,0.052,10,49.8,0.36
,16:38:12,5,3590,2072.7,0.38,13.3,7,20,0.054,10,49.8,0.36
,16:38:13,5,3590,2073.7,0.37,13.3,7,20,0.054,10,49.8,0.36
,16:38:14,5,3590,2074.7,0.37,13.3,7,20,0.054,10,49.8,0.36
,16:38:15,5,3590,2075.7,0.38,13.3,7,20,0.056,10,49.8,0.36
,16:38:16,5,3590,2076.7,0.38,13.3,7,20,0.055,10,49.8,0.36
,16:38:17,5,3590,2077.7,0.38,13.3,7,20,0.053,10,49.8,0.36
,16:38:18,5,3590,2078.7,0.38,13.3,7,20,0.054,10,49.8,0.36
,16:38:19,5,3590,2079.7,0.38,13.3,7,21,0.054,10,49.8,0.36
,16:38:20,5,3590,2080.7,0.37,13.3,7,21,0.054,10,49.8,0.36
,16:38:21,5,3590,2081.7,0.37,13.3,7,21,0.052,10,49.8,0.36
,16:38:22,5,3590,2082.7,0.37,13.3,7,21,0.052,10,49.8,0.36
,16:38:23,5,3590,2083.7,0.37,13.3,7,21,0.054,10,49.8,0.36
,16:38:24,5,3590,2084.7,0.37,13.3,7,21,0.054,10,49.8,0.36
,16:38:25,5,3590,2085.7,0.37,13.3,7,21,0.052,10,49.8,0.36
,16:38:26,5,3590,2086.7,0.37,13.3,7,21,0.052,10,49.8,0.36
,16:38:27,5,3590,2087.7,0.38,13.3,7,21,0.052,10,49.8,0.36
,16:38:28,5,3590,2088.7,0.38,13.3,7,20,0.05,10,49.8,0.36
,16:38:29,5,3590,2089.7,0.38,13.3,7,20,0.051,10,49.8,0.36
,16:38:30,5,3590,2090.7,0.38,13.3,8,20,0.049,10,49.8,0.36
,16:38:31,5,3590,2091.7,0.38,13.3,8,20,0.049,10,49.8,0.36
,16:38:32,5,3590,2092.7,0.38,13.3,7,20,0.051,10,49.8,0.36
,16:38:33,5,3590,2093.7,0.38,13.3,7,20,0.053,10,49.8,0.37
,16:38:34,5,3590,2094.7,0.38,13.3,7,20,0.055,10,49.8,0.36
,16:38:35,5,3590,2095.7,0.38,13.3,7,20,0.056,10,49.8,0.36
,16:38:36,5,3590,2096.7,0.37,13.3,7,20,0.056,10,49.8,0.36
,16:38:37,5,3590,2097.7,0.37,13.3,7,20,0.053,10,49.8,0.36
,16:38:38,5,3590,2098.7,0.37,13.3,7,20,0.054,10,49.8,0.36
,16:38:39,5,3590,2099.7,0.37,13.3,7,20,0.054,10,49.8,0.36
,16:38:40,5,3590,2100.7,0.37,13.3,7,20,0.054,10,49.8,0.36
,16:38:41,5,3590,2101.7,0.38,13.3,7,20,0.054,10,49.7,0.36
,16:38:42,5,3590,2102.7,0.38,13.3,7,20,0.055,10,49.8,0.36
,16:38:43,5,3590,2103.7,0.38,13.3,7,20,0.055,10,49.8,0.37
,16:38:44,5,3590,2104.7,0.38,13.3,7,20,0.055,10,49.8,0.36
,16:38:45,5,3590,2105.7,0.38,13.3,7,20,0.055,10,49.8,0.36
,16:38:46,5,3590,2106.7,0.38,13.3,7,20,0.052,10,49.8,0.36
,16:38:47,5,3590,2107.7,0.38,13.3,7,21,0.05,10,49.8,0.36
,16:38:48,5,3590,2108.7,0.38,13.3,7,20,0.051,10,49.8,0.36
,16:38:49,5,3590,2109.7,0.38,13.3,7,20,0.053,10,49.8,0.36
,16:38:50,5,3590,2110.7,0.38,13.3,7,20,0.053,10,49.9,0.36
,16:38:51,5,3590,2111.7,0.38,13.3,7,20,0.052,10,49.8,0.36
,16:38:52,5,3590,2112.7,0.38,13.3,7,20,0.054,10,49.8,0.36
,16:38:53,5,3590,2113.7,0.38,13.3,7,20,0.054,10,49.8,0.36
,16:38:54,5,3590,2114.7,0.38,13.3,7,20,0.054,10,49.8,0.36
,16:38:55,5,3590,2115.7,0.38,13.3,7,20,0.055,10,49.8,0.36
,16:38:56,5,3590,2116.7,0.37,13.3,7,20,0.054,10,49.8,0.36
,16:38:57,5,3590,2117.7,0.38,13.3,7,20,0.05,10,49.8,0.36
,16:38:58,5,3590,2118.7,0.38,13.3,7,20,0.052,10,49.8,0.36
,16:38:59,5,3590,2119.7,0.38,13.3,7,20,0.052,10,49.8,0.36
,16:39:00,5,3590,2120.7,0.38,13.3,7,20,0.052,10,49.8,0.36
,16:39:01,5,3590,2121.7,0.37,13.3,7,20,0.052,10,49.8,0.36
,16:39:02,5,3590,2122.7,0.37,13.3,7,20,0.053,10,49.8,0.36
,16:39:03,5,3590,2123.7,0.37,13.3,7,20,0.056,10,49.8,0.36
,16:39:04,5,3590,2124.7,0.38,13.3,7,20,0.054,10,49.8,0.36
,16:39:05,5,3590,2125.7,0.38,13.3,7,20,0.054,10,49.8,0.36
,16:39:06,5,3590,2126.7,0.38,13.3,7,20,0.05,10,49.8,0.36
,16:39:07,5,3590,2127.7,0.38,13.3,7,20,0.05,10,49.8,0.36
,16:39:08,5,3590,2128.7,0.38,13.3,7,20,0.052,10,49.8,0.36
,16:39:09,5,3590,2129.7,0.38,13.3,7,20,0.055,10,49.8,0.37
,16:39:10,5,3590,2130.7,0.38,13.3,7,20,0.055,10,49.8,0.37
,16:39:11,5,3590,2131.7,0.38,13.3,7,20,0.055,10,49.8,0.37
,16:39:12,5,3590,2132.7,0.38,13.3,7,20,0.055,10,49.8,0.37
,16:39:13,5,3590,2133.7,0.38,13.3,7,20,0.055,10,49.7,0.37
,16:39:14,5,3590,2134.7,0.38,13.3,7,20,0.055,10,49.8,0.37
,16:39:15,5,3590,2135.7,0.38,13.3,7,20,0.053,10,49.8,0.36
,16:39:16,5,3590,2136.7,0.38,13.3,7,20,0.053,10,49.8,0.36
,16:39:17,5,3590,2137.7,0.38,13.3,7,20,0.053,10,49.8,0.36
,16:39:18,5,3590,2138.7,0.38,13.3,7,20,0.055,10,49.8,0.36
,16:39:19,5,3590,2139.7,0.38,13.3,7,20,0.054,10,49.8,0.36
,16:39:20,5,3590,2140.7,0.37,13.3,7,21,0.054,10,49.8,0.36
,16:39:21,5,3590,2141.7,0.37,13.3,7,21,0.054,10,49.8,0.36
,16:39:22,5,3590,2142.7,0.37,13.3,7,21,0.052,10,49.8,0.36
,16:39:23,5,3590,2143.7,0.38,13.3,7,21,0.05,10,49.7,0.36
,16:39:24,5,3590,2144.7,0.38,13.3,7,21,0.05,10,49.8,0.36
,16:39:25,5,3590,2145.7,0.37,13.3,7,20,0.05,10,49.8,0.36
,16:39:26,5,3590,2146.7,0.37,13.3,7,20,0.052,10,49.8,0.36
,16:39:27,5,3590,2147.7,0.38,13.3,7,20,0.054,10,49.8,0.36
,16:39:28,5,3590,2148.7,0.38,13.3,7,20,0.052,10,49.8,0.36
,16:39:29,5,3590,2149.7,0.37,13.3,7,20,0.052,10,49.8,0.36
,16:39:30,5,3590,2150.7,0.37,13.3,7,20,0.053,10,49.8,0.36
,16:39:31,5,3590,2151.7,0.37,13.3,7,20,0.053,10,49.8,0.36
,16:39:32,5,3590,2152.7,0.37,13.3,7,20,0.053,10,49.8,0.36
,16:39:33,5,3590,2153.7,0.38,13.3,7,20,0.054,10,49.8,0.36
,16:39:34,5,3590,2154.7,0.37,13.3,7,20,0.052,10,49.8,0.36
,16:39:35,5,3590,2155.7,0.37,13.3,7,21,0.05,10,49.8,0.36
,16:39:36,5,3590,2156.7,0.37,13.3,7,20,0.05,10,49.8,0.36
,16:39:37,5,3590,2157.7,0.37,13.3,7,20,0.052,10,49.9,0.36
,16:39:38,5,3590,2158.7,0.38,13.3,7,20,0.052,10,49.8,0.36
,16:39:39,5,3590,2159.7,0.38,13.3,7,20,0.052,10,49.8,0.36
,16:39:40,5,3590,2160.7,0.38,13.3,7,20,0.053,10,49.8,0.36
,16:39:41,5,3590,2161.7,0.38,13.3,7,20,0.054,10,49.8,0.36
,16:39:42,5,3590,2162.7,0.37,13.3,7,20,0.052,10,49.8,0.36
,16:39:43,5,3590,2163.7,0.38,13.3,7,21,0.052,10,49.8,0.36
,16:39:44,5,3590,2164.7,0.38,13.3,7,21,0.052,10,49.8,0.36
,16:39:45,5,3590,2165.7,0.38,13.3,7,20,0.05,10,49.8,0.36
,16:39:46,5,3590,2166.7,0.37,13.3,7,20,0.054,10,49.8,0.36
,16:39:47,5,3590,2167.7,0.38,13.3,7,20,0.054,10,49.8,0.36
,16:39:48,5,3590,2168.7,0.38,13.3,7,20,0.054,10,49.8,0.36
,16:39:49,5,3590,2169.7,0.38,13.3,7,20,0.054,10,49.8,0.36
,16:39:50,5,3590,2170.7,0.38,13.3,7,20,0.055,10,49.8,0.36
,16:39:51,5,3590,2171.7,0.38,13.3,7,20,0.053,10,49.8,0.36
,16:39:52,5,3590,2172.7,0.38,13.3,7,20,0.053,10,49.8,0.37
,16:39:53,5,3590,2173.7,0.38,13.3,7,20,0.053,10,49.8,0.37
,16:39:54,5,3590,2174.7,0.38,13.3,7,20,0.055,10,49.8,0.37
,16:39:55,5,3590,2175.7,0.38,13.3,7,20,0.055,10,49.8,0.36
,16:39:56,5,3590,2176.7,0.38,13.3,7,20,0.055,10,49.8,0.36
,16:39:57,5,3590,2177.7,0.38,13.3,7,20,0.056,10,49.8,0.36
,16:39:58,5,3590,2178.7,0.38,13.3,7,20,0.054,10,49.8,0.36
,16:39:59,5,3590,2179.7,0.38,13.3,7,20,0.051,10,49.8,0.37
,16:40:00,5,3590,2180.7,0.38,13.3,7,20,0.051,10,49.8,0.37
,16:40:01,5,3590,2181.7,0.38,13.3,7,21,0.051,10,49.8,0.37
,16:40:02,5,3590,2182.7,0.38,13.3,7,20,0.053,10,49.8,0.36
,16:40:03,5,3590,2183.7,0.38,13.3,7,20,0.053,10,49.8,0.36
,16:40:04,5,3590,2184.7,0.38,13.3,7,20,0.053,10,49.8,0.36
,16:40:05,5,3590,2185.7,0.38,13.3,7,20,0.054,10,49.8,0.36
,16:40:06,5,3590,2186.7,0.38,13.3,7,20,0.056,10,49.8,0.36
,16:40:07,5,3590,2187.7,0.38,13.3,7,20,0.057,10,49.8,0.36
,16:40:08,5,3590,2188.7,0.38,13.3,7,20,0.053,10,49.8,0.36
,16:40:09,5,3590,2189.7,0.38,13.3,7,20,0.053,10,49.8,0.37
,16:40:10,5,3590,2190.7,0.38,13.3,7,20,0.055,10,49.8,0.37
,16:40:11,5,3590,2191.7,0.38,13.3,7,20,0.057,10,49.8,0.37
,16:40:12,5,3590,2192.7,0.38,13.3,7,20,0.053,10,49.8,0.36
,16:40:13,5,3590,2193.7,0.38,13.3,7,20,0.053,10,49.8,0.37
,16:40:14,5,3590,2194.7,0.38,13.3,7,20,0.053,10,49.8,0.36
,16:40:15,5,3590,2195.7,0.38,13.3,7,20,0.055,10,49.8,0.36
,16:40:16,5,3590,2196.7,0.37,13.3,7,20,0.054,10,49.8,0.36
,16:40:17,5,3590,2197.7,0.37,13.3,7,20,0.052,10,49.8,0.36
,16:40:18,5,3590,2198.7,0.38,13.3,7,20,0.052,10,49.8,0.36
,16:40:19,5,3590,2199.7,0.38,13.3,7,20,0.053,10,49.8,0.36
,16:40:20,5,3590,2200.7,0.38,13.3,7,20,0.053,10,49.8,0.37
,16:40:21,5,3590,2201.7,0.38,13.3,7,20,0.055,10,49.8,0.37
,16:40:22,5,3590,2202.7,0.38,13.3,7,20,0.055,10,49.8,0.37
,16:40:23,5,3590,2203.7,0.38,13.3,7,20,0.053,10,49.8,0.37
,16:40:24,5,3590,2204.7,0.38,13.3,7,20,0.051,10,49.8,0.37
,16:40:25,5,3590,2205.7,0.38,13.3,7,20,0.053,10,49.8,0.37
,16:40:26,5,3590,2206.7,0.38,13.3,7,20,0.055,10,49.8,0.37
,16:40:27,5,3590,2207.7,0.38,13.3,7,20,0.055,10,49.8,0.37
,16:40:28,5,3590,2208.7,0.38,13.3,7,20,0.055,10,49.8,0.37
,16:40:29,5,3590,2209.7,0.38,13.3,7,20,0.053,10,49.8,0.37
,16:40:30,5,3590,2210.7,0.38,13.3,7,20,0.053,10,49.8,0.37
,16:40:31,5,3590,2211.7,0.38,13.3,7,20,0.053,10,49.8,0.36
,16:40:32,5,3590,2212.7,0.38,13.3,7,20,0.055,10,49.8,0.36
,16:40:33,5,3590,2213.7,0.38,13.3,7,20,0.055,10,49.8,0.36
,16:40:34,5,3590,2214.7,0.38,13.3,7,20,0.055,10,49.8,0.36
,16:40:35,5,3590,2215.7,0.38,13.3,7,20,0.053,10,49.8,0.36
,16:40:36,5,3590,2216.7,0.38,13.3,7,20,0.053,10,49.8,0.36
,16:40:37,5,3590,2217.7,0.38,13.3,7,20,0.053,10,49.8,0.36
,16:40:38,5,3590,2218.7,0.38,13.3,7,20,0.055,10,49.8,0.36
,16:40:39,5,3590,2219.7,0.38,13.3,7,20,0.055,10,49.8,0.36
,16:40:40,5,3590,2220.7,0.38,13.3,7,20,0.054,10,49.8,0.36
,16:40:41,5,3590,2221.7,0.37,13.3,7,20,0.052,10,49.8,0.36
,16:40:42,5,3590,2222.7,0.37,13.3,7,20,0.052,10,49.8,0.36
,16:40:43,5,3590,2223.7,0.38,13.3,7,20,0.05,10,49.8,0.36
,16:40:44,5,3590,2224.7,0.38,13.3,7,20,0.053,10,49.8,0.36
,16:40:45,5,3590,2225.7,0.38,13.3,7,20,0.055,10,49.8,0.36
,16:40:46,5,3590,2226.7,0.38,13.3,7,20,0.055,10,49.8,0.36
,16:40:47,5,3590,2227.7,0.38,13.3,7,20,0.054,10,49.8,0.36
,16:40:48,5,3590,2228.7,0.38,13.3,7,20,0.054,10,49.8,0.36
,16:40:49,5,3590,2229.7,0.38,13.3,7,20,0.052,10,49.8,0.36
,16:40:50,5,3590,2230.7,0.38,13.3,7,20,0.05,10,49.8,0.36
,16:40:51,5,3590,2231.7,0.38,13.3,7,20,0.053,10,49.8,0.36
,16:40:52,5,3590,2232.7,0.38,13.3,7,20,0.052,10,49.8,0.36
,16:40:53,5,3590,2233.7,0.38,13.3,7,20,0.052,10,49.8,0.36
,16:40:54,5,3590,2234.7,0.37,13.3,7,21,0.052,10,49.8,0.36
