Data file,,DRYSLIDE_ISO10_12C_002__12HOURTEST.TSV,,,,,,,,,,
Configuration file,,TE77 CHILLER-ECKOLD.CFG,,,,,,,,,,
Calibration file,,TE77 CHILLER.CAL,,,,,,,,,,
Test control file,,DEARMANBENCHMARK_PEEK_15MM_12DEG_12HRS.TSF,,,,,,,,,,
,,,,,,,,,,,,
User,,David Eckold,,,,,,,,,,
Date,,09/04/2016,,,,,,,,,,
Lubricant,,ISO10,,,,,,,,,,
Specimens,,Dryslide on PTFE,,,,,,,,,,
Temp,,12,,,,,,,,,,
Notes,,12 Hour Test,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Test started at 19:27:37 on 16/05/2016,,,,,,,,,,,,
,Time,This Step,Step Time,Test Time,Friction Force (N),Frequency (Hz),Load (N),Specimen Temperature (Chiller) (øC),Friction Coeff,Friction Range (N),Contact Pot (mV),Force Input (Volts)
,01:54:53,4,43200,23236.7,0.88,13.3,7,13.8,0.128,10,50.1,0.84
,01:54:54,4,43200,23237.7,0.88,13.3,7,13.8,0.128,10,50.1,0.84
,01:54:55,4,43200,23238.7,0.88,13.3,7,13.8,0.127,10,50.1,0.84
,01:54:56,4,43200,23239.7,0.88,13.3,7,13.8,0.132,10,50.1,0.84
,01:54:57,4,43200,23240.7,0.88,13.3,7,13.8,0.132,10,50.1,0.84
,01:54:58,4,43200,23241.7,0.88,13.3,7,13.8,0.128,10,50.1,0.85
,01:54:59,4,43200,23242.7,0.89,13.3,7,13.8,0.129,10,50.2,0.85
,01:55:00,4,43200,23243.7,0.89,13.3,7,13.8,0.129,10,50.1,0.85
,01:55:01,4,43200,23244.7,0.89,13.3,7,13.8,0.133,10,50.1,0.85
,01:55:02,4,43200,23245.7,0.89,13.3,7,13.8,0.129,10,50.1,0.85
,01:55:03,4,43200,23246.7,0.89,13.3,7,13.8,0.129,10,50.1,0.85
,01:55:04,4,43200,23247.7,0.89,13.3,7,13.8,0.128,10,50.1,0.85
,01:55:05,4,43200,23248.7,0.88,13.3,7,13.8,0.128,10,50.1,0.84
,01:55:06,4,43200,23249.7,0.88,13.3,7,13.8,0.132,10,50.1,0.84
,01:55:07,4,43200,23250.7,0.88,13.3,7,13.8,0.132,10,50.1,0.84
,01:55:08,4,43200,23251.7,0.88,13.3,7,13.8,0.133,10,50.1,0.84
,01:55:09,4,43200,23252.7,0.89,13.3,7,13.8,0.128,10,50.1,0.85
,01:55:10,4,43200,23253.7,0.89,13.3,7,13.8,0.129,10,50.1,0.85
,01:55:11,4,43200,23254.7,0.89,13.3,7,13.8,0.128,10,50.1,0.85
,01:55:12,4,43200,23255.7,0.88,13.3,7,13.8,0.127,10,50.1,0.84
,01:55:13,4,43200,23256.7,0.88,13.3,7,13.8,0.127,10,50.1,0.84
,01:55:14,4,43200,23257.7,0.88,13.3,7,13.8,0.127,10,50.1,0.84
,01:55:15,4,43200,23258.7,0.88,13.3,7,13.8,0.127,10,50.1,0.84
,01:55:16,4,43200,23259.7,0.88,13.3,7,13.8,0.132,10,50.1,0.84
,01:55:17,4,43200,23260.7,0.88,13.3,7,13.8,0.132,10,50.1,0.84
,01:55:18,4,43200,23261.7,0.88,13.3,7,13.8,0.132,10,50.1,0.84
,01:55:19,4,43200,23262.7,0.88,13.3,7,13.8,0.132,10,50.1,0.84
,01:55:20,4,43200,23263.7,0.89,13.3,7,13.8,0.133,10,50.2,0.85
,01:55:21,4,43200,23264.7,0.89,13.3,7,13.8,0.129,10,50.2,0.85
,01:55:22,4,43200,23265.7,0.89,13.3,7,13.8,0.129,10,50.1,0.85
,01:55:23,4,43200,23266.7,0.89,13.3,7,13.8,0.128,10,50.1,0.85
,01:55:24,4,43200,23267.7,0.88,13.3,7,13.8,0.132,10,50.1,0.84
,01:55:25,4,43200,23268.7,0.88,13.3,7,13.8,0.132,10,50.1,0.84
,01:55:26,4,43200,23269.7,0.89,13.3,7,13.8,0.129,10,50.2,0.85
,01:55:27,4,43200,23270.7,0.89,13.3,7,13.8,0.129,10,50.1,0.85
,01:55:28,4,43200,23271.7,0.89,13.3,7,13.8,0.129,10,50.1,0.85
,01:55:29,4,43200,23272.7,0.88,13.3,7,13.8,0.132,10,50.1,0.84
,01:55:30,4,43200,23273.7,0.88,13.3,7,13.8,0.132,10,50.1,0.84
,01:55:31,4,43200,23274.7,0.89,13.3,7,13.8,0.128,10,50.2,0.85
,01:55:32,4,43200,23275.7,0.89,13.3,7,13.8,0.129,10,50.1,0.85
,01:55:33,4,43200,23276.7,0.88,13.3,7,13.8,0.128,10,50.1,0.84
,01:55:34,4,43200,23277.7,0.88,13.3,7,13.8,0.127,10,50.1,0.84
,01:55:35,4,43200,23278.7,0.88,13.3,7,13.8,0.127,10,50.1,0.84
,01:55:36,4,43200,23279.7,0.88,13.3,7,13.8,0.132,10,50.1,0.84
,01:55:37,4,43200,23280.7,0.88,13.3,7,13.8,0.133,10,50.1,0.84
,01:55:38,4,43200,23281.7,0.89,13.3,7,13.8,0.129,10,50.2,0.85
,01:55:39,4,43200,23282.7,0.89,13.3,7,13.8,0.129,10,50.1,0.85
,01:55:40,4,43200,23283.7,0.89,13.3,7,13.8,0.129,10,50.1,0.85
,01:55:41,4,43200,23284.7,0.88,13.3,7,13.8,0.132,10,50.1,0.84
,01:55:42,4,43200,23285.7,0.88,13.3,7,13.8,0.132,10,50.2,0.84
,01:55:43,4,43200,23286.7,0.89,13.3,7,13.8,0.133,10,50.1,0.85
,01:55:44,4,43200,23287.7,0.89,13.3,7,13.8,0.129,10,50.1,0.85
,01:55:45,4,43200,23288.7,0.89,13.3,7,13.8,0.129,10,50.1,0.85
,01:55:46,4,43200,23289.7,0.89,13.3,7,13.8,0.129,10,50.1,0.85
,01:55:47,4,43200,23290.7,0.88,13.3,7,13.8,0.133,10,50.1,0.84
,01:55:48,4,43200,23291.7,0.88,13.3,7,13.8,0.132,10,50.1,0.84
,01:55:49,4,43200,23292.7,0.89,13.3,7,13.8,0.128,10,50.2,0.85
,01:55:50,4,43200,23293.7,0.89,13.3,7,13.8,0.125,10,50.2,0.85
,01:55:51,4,43200,23294.7,0.89,13.3,7,13.8,0.124,10,50.1,0.85
,01:55:52,4,43200,23295.7,0.88,13.3,7,13.8,0.127,10,50.2,0.84
,01:55:53,4,43200,23296.7,0.87,13.3,7,13.8,0.126,10,50.1,0.84
,01:55:54,4,43200,23297.7,0.87,13.3,7,13.8,0.126,10,50.1,0.84
,01:55:55,4,43200,23298.7,0.87,13.3,7,13.8,0.122,10,50.1,0.84
,01:55:56,4,43200,23299.7,0.87,13.3,7,13.8,0.122,10,50.2,0.84
,01:55:57,4,43200,23300.7,0.88,13.3,7,13.8,0.118,10,50.1,0.84
,01:55:58,4,43200,23301.7,0.88,13.3,7,13.8,0.118,10,50.1,0.84
,01:55:59,4,43200,23302.7,0.87,13.3,7,13.8,0.118,10,50.1,0.84
,01:56:00,4,43200,23303.7,0.87,13.3,7,13.8,0.121,10,50.1,0.83
,01:56:01,4,43200,23304.7,0.86,13.3,7,13.8,0.125,10,50.1,0.83
,01:56:02,4,43200,23305.7,0.86,13.3,7,13.8,0.125,10,50.1,0.83
,01:56:03,4,43200,23306.7,0.86,13.3,7,13.8,0.13,10,50.1,0.83
,01:56:04,4,43200,23307.7,0.86,13.3,6,13.7,0.135,10,50.1,0.83
,01:56:05,4,43200,23308.7,0.87,13.3,6,13.7,0.135,10,50.1,0.83
,01:56:06,4,43200,23309.7,0.87,13.3,6,13.7,0.136,10,50.1,0.83
,01:56:07,4,43200,23310.7,0.88,13.3,7,13.7,0.132,10,50.1,0.84
,01:56:08,4,43200,23311.7,0.88,13.3,7,13.7,0.132,10,50.1,0.84
,01:56:09,4,43200,23312.7,0.87,13.3,7,13.7,0.126,10,50.1,0.84
,01:56:10,4,43200,23313.7,0.87,13.3,7,13.7,0.131,10,50.1,0.83
,01:56:11,4,43200,23314.7,0.87,13.3,7,13.7,0.131,10,50.1,0.83
,01:56:12,4,43200,23315.7,0.87,13.3,7,13.7,0.131,10,50.1,0.84
,01:56:13,4,43200,23316.7,0.88,13.3,7,13.7,0.132,10,50.1,0.84
,01:56:14,4,43200,23317.7,0.88,13.3,7,13.7,0.132,10,50.1,0.84
,01:56:15,4,43200,23318.7,0.87,13.3,7,13.7,0.131,10,50.1,0.84
,01:56:16,4,43200,23319.7,0.87,13.3,7,13.7,0.131,10,50.1,0.84
,01:56:17,4,43200,23320.7,0.87,13.3,7,13.7,0.131,10,50.1,0.84
,01:56:18,4,43200,23321.7,0.87,13.3,7,13.7,0.126,10,50.1,0.84
,01:56:19,4,43200,23322.7,0.87,13.3,7,13.7,0.126,10,50.1,0.84
,01:56:20,4,43200,23323.7,0.87,13.3,7,13.7,0.122,10,50.1,0.84
,01:56:21,4,43200,23324.7,0.87,13.3,7,13.7,0.118,10,50.1,0.84
,01:56:22,4,43200,23325.7,0.87,13.3,8,13.7,0.114,10,50.1,0.84
,01:56:23,4,43200,23326.7,0.87,13.3,7,13.7,0.117,10,50.1,0.83
,01:56:24,4,43200,23327.7,0.87,13.3,7,13.7,0.125,10,50.1,0.83
,01:56:25,4,43200,23328.7,0.86,13.3,7,13.7,0.13,10,50.1,0.83
,01:56:26,4,43200,23329.7,0.86,13.3,7,13.7,0.129,10,50.1,0.82
,01:56:27,4,43200,23330.7,0.86,13.3,7,13.7,0.129,10,50.1,0.82
,01:56:28,4,43200,23331.7,0.86,13.3,7,13.6,0.129,10,50.1,0.82
,01:56:29,4,43200,23332.7,0.86,13.3,7,13.6,0.13,10,50.1,0.83
,01:56:30,4,43200,23333.7,0.87,13.3,7,13.6,0.13,10,50.2,0.83
,01:56:31,4,43200,23334.7,0.87,13.3,7,13.6,0.13,10,50.1,0.83
,01:56:32,4,43200,23335.7,0.87,13.3,7,13.6,0.13,10,50.1,0.83
,01:56:33,4,43200,23336.7,0.87,13.3,7,13.6,0.131,10,50.1,0.84
,01:56:34,4,43200,23337.7,0.87,13.3,7,13.6,0.131,10,50.1,0.84
,01:56:35,4,43200,23338.7,0.87,13.3,7,13.6,0.131,10,50.1,0.84
,01:56:36,4,43200,23339.7,0.87,13.3,7,13.6,0.13,10,50.1,0.83
,01:56:37,4,43200,23340.7,0.87,13.3,7,13.6,0.13,10,50.1,0.83
,01:56:38,4,43200,23341.7,0.87,13.3,7,13.6,0.13,10,50.1,0.83
,01:56:39,4,43200,23342.7,0.87,13.3,7,13.6,0.13,10,50.1,0.83
,01:56:40,4,43200,23343.7,0.87,13.3,7,13.6,0.131,10,50.1,0.83
,01:56:41,4,43200,23344.7,0.87,13.3,7,13.6,0.126,10,50.1,0.83
,01:56:42,4,43200,23345.7,0.87,13.3,7,13.6,0.122,10,50.1,0.84
,01:56:43,4,43200,23346.7,0.87,13.3,7,13.6,0.121,10,50.1,0.83
,01:56:44,4,43200,23347.7,0.87,13.3,7,13.6,0.122,10,50.1,0.84
,01:56:45,4,43200,23348.7,0.88,13.3,7,13.6,0.122,10,50.1,0.84
,01:56:46,4,43200,23349.7,0.87,13.3,7,13.6,0.122,10,50.1,0.84
,01:56:47,4,43200,23350.7,0.87,13.3,7,13.5,0.126,10,50.1,0.83
,01:56:48,4,43200,23351.7,0.86,13.3,7,13.5,0.13,10,50.1,0.83
,01:56:49,4,43200,23352.7,0.86,13.3,7,13.5,0.13,10,50.1,0.83
,01:56:50,4,43200,23353.7,0.87,13.3,7,13.5,0.13,10,50.1,0.83
,01:56:51,4,43200,23354.7,0.87,13.3,7,13.5,0.131,10,50.1,0.84
,01:56:52,4,43200,23355.7,0.87,13.3,7,13.5,0.131,10,50.1,0.84
,01:56:53,4,43200,23356.7,0.87,13.3,7,13.5,0.131,10,50.1,0.83
,01:56:54,4,43200,23357.7,0.87,13.3,7,13.5,0.131,10,50.1,0.84
,01:56:55,4,43200,23358.7,0.87,13.3,7,13.5,0.131,10,50.1,0.84
,01:56:56,4,43200,23359.7,0.87,13.3,7,13.5,0.13,10,50.1,0.83
,01:56:57,4,43200,23360.7,0.87,13.3,7,13.5,0.13,10,50.1,0.83
,01:56:58,4,43200,23361.7,0.87,13.3,7,13.5,0.13,10,50.1,0.83
,01:56:59,4,43200,23362.7,0.87,13.3,7,13.5,0.131,10,50.1,0.83
,01:57:00,4,43200,23363.7,0.87,13.3,7,13.5,0.131,10,50.2,0.83
,01:57:01,4,43200,23364.7,0.87,13.3,7,13.4,0.131,10,50.2,0.84
,01:57:02,4,43200,23365.7,0.88,13.3,7,13.4,0.127,10,50.1,0.84
,01:57:03,4,43200,23366.7,0.88,13.3,7,13.4,0.127,10,50.1,0.84
,01:57:04,4,43200,23367.7,0.88,13.3,7,13.4,0.123,10,50.1,0.84
,01:57:05,4,43200,23368.7,0.87,13.3,7,13.4,0.118,10,50.1,0.84
,01:57:06,4,43200,23369.7,0.87,13.3,7,13.4,0.117,10,50.1,0.83
,01:57:07,4,43200,23370.7,0.87,13.3,7,13.4,0.121,10,50.1,0.83
,01:57:08,4,43200,23371.7,0.87,13.3,7,13.4,0.126,10,50.1,0.83
,01:57:09,4,43200,23372.7,0.87,13.3,7,13.4,0.13,10,50.1,0.83
,01:57:10,4,43200,23373.7,0.87,13.3,7,13.4,0.13,10,50.1,0.83
,01:57:11,4,43200,23374.7,0.87,13.3,7,13.4,0.13,10,50.1,0.83
,01:57:12,4,43200,23375.7,0.87,13.3,7,13.4,0.131,10,50.1,0.83
,01:57:13,4,43200,23376.7,0.88,13.3,7,13.4,0.127,10,50.1,0.84
,01:57:14,4,43200,23377.7,0.87,13.3,7,13.4,0.126,10,50.1,0.84
,01:57:15,4,43200,23378.7,0.87,13.3,7,13.3,0.126,10,50.1,0.83
,01:57:16,4,43200,23379.7,0.87,13.3,7,13.3,0.13,10,50.1,0.83
,01:57:17,4,43200,23380.7,0.87,13.3,7,13.3,0.131,10,50.1,0.83
,01:57:18,4,43200,23381.7,0.87,13.3,7,13.3,0.131,10,50.1,0.83
,01:57:19,4,43200,23382.7,0.87,13.3,7,13.3,0.131,10,50.1,0.83
,01:57:20,4,43200,23383.7,0.87,13.3,7,13.3,0.131,10,50.1,0.83
,01:57:21,4,43200,23384.7,0.87,13.3,7,13.3,0.131,10,50.1,0.83
,01:57:22,4,43200,23385.7,0.87,13.3,7,13.3,0.131,10,50.1,0.83
,01:57:23,4,43200,23386.7,0.87,13.3,7,13.3,0.131,10,50.1,0.83
,01:57:24,4,43200,23387.7,0.87,13.3,7,13.3,0.13,10,50.1,0.83
,01:57:25,4,43200,23388.7,0.87,13.3,7,13.3,0.13,10,50.1,0.83
,01:57:26,4,43200,23389.7,0.87,13.3,7,13.3,0.131,10,50.1,0.84
,01:57:27,4,43200,23390.7,0.88,13.3,7,13.2,0.132,10,50.1,0.84
,01:57:28,4,43200,23391.7,0.89,13.3,7,13.2,0.128,10,50.2,0.85
,01:57:29,4,43200,23392.7,0.88,13.3,7,13.2,0.128,10,50.1,0.84
,01:57:30,4,43200,23393.7,0.88,13.3,7,13.2,0.127,10,50.1,0.84
,01:57:31,4,43200,23394.7,0.88,13.3,7,13.2,0.127,10,50.1,0.84
,01:57:32,4,43200,23395.7,0.88,13.3,7,13.2,0.118,10,50.1,0.84
,01:57:33,4,43200,23396.7,0.88,13.3,7,13.2,0.118,10,50.1,0.84
,01:57:34,4,43200,23397.7,0.88,13.3,7,13.2,0.122,10,50.1,0.84
,01:57:35,4,43200,23398.7,0.87,13.3,7,13.2,0.131,10,50.1,0.83
,01:57:36,4,43200,23399.7,0.87,13.3,7,13.1,0.131,10,50.1,0.83
,01:57:37,4,43200,23400.7,0.87,13.3,7,13.1,0.131,10,50.1,0.83
,01:57:38,4,43200,23401.7,0.87,13.3,7,13.1,0.131,10,50.1,0.83
,01:57:39,4,43200,23402.7,0.87,13.3,7,13.1,0.131,10,50.1,0.84
,01:57:40,4,43200,23403.7,0.87,13.3,7,13.1,0.126,10,50.1,0.84
,01:57:41,4,43200,23404.7,0.87,13.3,7,13.1,0.131,10,50.1,0.83
,01:57:42,4,43200,23405.7,0.87,13.3,7,13.1,0.13,10,50.1,0.83
,01:57:43,4,43200,23406.7,0.87,13.3,7,13.1,0.125,10,50.1,0.83
,01:57:44,4,43200,23407.7,0.87,13.3,7,13.1,0.131,10,50.1,0.83
,01:57:45,4,43200,23408.7,0.88,13.3,7,13.1,0.127,10,50.1,0.84
,01:57:46,4,43200,23409.7,0.88,13.3,7,13.1,0.128,10,50.1,0.84
,01:57:47,4,43200,23410.7,0.88,13.3,7,13.1,0.127,10,50.2,0.84
,01:57:48,4,43200,23411.7,0.88,13.3,7,13,0.132,10,50.1,0.84
,01:57:49,4,43200,23412.7,0.88,13.3,7,13,0.127,10,50.2,0.84
,01:57:50,4,43200,23413.7,0.88,13.3,7,13,0.127,10,50.1,0.84
,01:57:51,4,43200,23414.7,0.88,13.3,7,13,0.123,10,50.1,0.84
,01:57:52,4,43200,23415.7,0.88,13.3,7,13,0.118,10,50.1,0.84
,01:57:53,4,43200,23416.7,0.87,13.3,7,13,0.117,10,50.1,0.83
,01:57:54,4,43200,23417.7,0.87,13.3,7,13,0.121,10,50.1,0.83
,01:57:55,4,43200,23418.7,0.87,13.3,7,13,0.13,10,50.1,0.83
,01:57:56,4,43200,23419.7,0.86,13.3,7,13,0.13,10,50.1,0.83
,01:57:57,4,43200,23420.7,0.86,13.3,7,12.9,0.13,10,50.1,0.83
,01:57:58,4,43200,23421.7,0.87,13.3,7,12.9,0.13,10,50.1,0.83
,01:57:59,4,43200,23422.7,0.87,13.3,7,12.9,0.13,10,50.1,0.83
,01:58:00,4,43200,23423.7,0.87,13.3,7,12.9,0.13,10,50.1,0.83
,01:58:01,4,43200,23424.7,0.87,13.3,7,12.9,0.13,10,50.1,0.83
,01:58:02,4,43200,23425.7,0.87,13.3,7,12.9,0.13,10,50.1,0.83
,01:58:03,4,43200,23426.7,0.87,13.3,7,12.9,0.13,10,50.1,0.83
,01:58:04,4,43200,23427.7,0.87,13.3,7,12.9,0.13,10,50.1,0.83
,01:58:05,4,43200,23428.7,0.87,13.3,7,12.9,0.13,10,50.1,0.83
,01:58:06,4,43200,23429.7,0.88,13.3,7,12.9,0.132,10,50.2,0.84
,01:58:07,4,43200,23430.7,0.88,13.3,7,12.8,0.127,10,50.1,0.84
,01:58:08,4,43200,23431.7,0.88,13.3,7,12.8,0.127,10,50.1,0.84
,01:58:09,4,43200,23432.7,0.88,13.3,7,12.8,0.122,10,50.1,0.84
,01:58:10,4,43200,23433.7,0.87,13.3,7,12.8,0.117,10,50.1,0.83
,01:58:11,4,43200,23434.7,0.87,13.3,7,12.8,0.117,10,50.1,0.83
,01:58:12,4,43200,23435.7,0.87,13.3,7,12.8,0.126,10,50.1,0.83
,01:58:13,4,43200,23436.7,0.87,13.3,7,12.8,0.131,10,50.1,0.83
,01:58:14,4,43200,23437.7,0.87,13.3,7,12.8,0.13,10,50.1,0.83
,01:58:15,4,43200,23438.7,0.87,13.3,7,12.8,0.13,10,50.1,0.83
,01:58:16,4,43200,23439.7,0.87,13.3,7,12.7,0.13,10,50.1,0.83
,01:58:17,4,43200,23440.7,0.87,13.3,7,12.7,0.13,10,50.1,0.83
,01:58:18,4,43200,23441.7,0.87,13.3,7,12.7,0.13,10,50.1,0.83
,01:58:19,4,43200,23442.7,0.87,13.3,7,12.7,0.13,10,50.1,0.83
,01:58:20,4,43200,23443.7,0.87,13.3,7,12.7,0.13,10,50.1,0.83
,01:58:21,4,43200,23444.7,0.87,13.3,7,12.7,0.13,10,50.1,0.83
,01:58:22,4,43200,23445.7,0.87,13.3,7,12.7,0.13,10,50.1,0.83
,01:58:23,4,43200,23446.7,0.87,13.3,7,12.7,0.126,10,50.1,0.83
,01:58:24,4,43200,23447.7,0.88,13.3,7,12.7,0.122,10,50.2,0.84
,01:58:25,4,43200,23448.7,0.88,13.3,7,12.6,0.118,10,50.1,0.84
,01:58:26,4,43200,23449.7,0.87,13.3,7,12.6,0.118,10,50.1,0.84
,01:58:27,4,43200,23450.7,0.87,13.3,7,12.6,0.121,10,50.1,0.83
,01:58:28,4,43200,23451.7,0.87,13.3,7,12.6,0.126,10,50.1,0.83
,01:58:29,4,43200,23452.7,0.86,13.3,7,12.6,0.13,10,50.1,0.83
,01:58:30,4,43200,23453.7,0.86,13.3,7,12.6,0.129,10,50.1,0.82
,01:58:31,4,43200,23454.7,0.86,13.3,7,12.6,0.129,10,50.1,0.82
,01:58:32,4,43200,23455.7,0.86,13.3,7,12.6,0.13,10,50.1,0.83
,01:58:33,4,43200,23456.7,0.87,13.3,7,12.6,0.13,10,50.1,0.83
,01:58:34,4,43200,23457.7,0.87,13.3,7,12.5,0.13,10,50.1,0.83
,01:58:35,4,43200,23458.7,0.87,13.3,7,12.5,0.13,10,50.1,0.83
,01:58:36,4,43200,23459.7,0.87,13.3,7,12.5,0.13,10,50.1,0.83
,01:58:37,4,43200,23460.7,0.87,13.3,7,12.5,0.13,10,50.1,0.83
,01:58:38,4,43200,23461.7,0.87,13.3,7,12.5,0.125,10,50.1,0.83
,01:58:39,4,43200,23462.7,0.86,13.3,7,12.5,0.13,10,50.1,0.83
,01:58:40,4,43200,23463.7,0.86,13.3,7,12.5,0.125,10,50.1,0.82
,01:58:41,4,43200,23464.7,0.86,13.3,7,12.5,0.125,10,50.1,0.82
,01:58:42,4,43200,23465.7,0.86,13.3,7,12.5,0.116,10,50.1,0.82
,01:58:43,4,43200,23466.7,0.86,13.3,7,12.4,0.116,10,50.1,0.83
,01:58:44,4,43200,23467.7,0.87,13.3,7,12.4,0.121,10,50.1,0.83
,01:58:45,4,43200,23468.7,0.87,13.3,7,12.4,0.126,10,50.1,0.83
,01:58:46,4,43200,23469.7,0.87,13.3,7,12.4,0.13,10,50.1,0.83
,01:58:47,4,43200,23470.7,0.86,13.3,7,12.4,0.13,10,50.1,0.83
,01:58:48,4,43200,23471.7,0.86,13.3,7,12.4,0.129,10,50.1,0.82
,01:58:49,4,43200,23472.7,0.86,13.3,7,12.4,0.129,10,50.1,0.82
,01:58:50,4,43200,23473.7,0.86,13.3,7,12.4,0.129,10,50.1,0.82
,01:58:51,4,43200,23474.7,0.86,13.3,7,12.4,0.13,10,50.1,0.83
,01:58:52,4,43200,23475.7,0.87,13.3,7,12.3,0.13,10,50.1,0.83
,01:58:53,4,43200,23476.7,0.87,13.3,7,12.3,0.13,10,50.1,0.83
,01:58:54,4,43200,23477.7,0.87,13.3,7,12.3,0.13,10,50.1,0.83
,01:58:55,4,43200,23478.7,0.87,13.3,7,12.3,0.13,10,50.1,0.83
,01:58:56,4,43200,23479.7,0.87,13.3,7,12.3,0.126,10,50.1,0.83
,01:58:57,4,43200,23480.7,0.87,13.3,7,12.3,0.121,10,50.1,0.83
,01:58:58,4,43200,23481.7,0.87,13.3,7,12.3,0.117,10,50.1,0.83
,01:58:59,4,43200,23482.7,0.86,13.3,7,12.3,0.12,10,50.1,0.83
,01:59:00,4,43200,23483.7,0.86,13.3,7,12.3,0.13,10,50.1,0.83
,01:59:01,4,43200,23484.7,0.86,13.3,7,12.2,0.13,10,50.1,0.83
,01:59:02,4,43200,23485.7,0.86,13.3,7,12.2,0.13,10,50.1,0.83
,01:59:03,4,43200,23486.7,0.86,13.3,7,12.2,0.13,10,50.1,0.83
,01:59:04,4,43200,23487.7,0.86,13.3,7,12.2,0.13,10,50.1,0.83
,01:59:05,4,43200,23488.7,0.86,13.3,7,12.2,0.13,10,50.1,0.83
,01:59:06,4,43200,23489.7,0.86,13.3,7,12.2,0.13,10,50.1,0.83
,01:59:07,4,43200,23490.7,0.86,13.3,7,12.2,0.13,10,50.1,0.83
,01:59:08,4,43200,23491.7,0.86,13.3,7,12.2,0.13,10,50.1,0.83
,01:59:09,4,43200,23492.7,0.86,13.3,7,12.1,0.13,10,50.1,0.83
,01:59:10,4,43200,23493.7,0.87,13.3,7,12.1,0.121,10,50.1,0.83
,01:59:11,4,43200,23494.7,0.87,13.3,7,12.1,0.117,10,50.1,0.83
,01:59:12,4,43200,23495.7,0.87,13.3,7,12.1,0.117,10,50.1,0.83
,01:59:13,4,43200,23496.7,0.87,13.3,7,12.1,0.121,10,50.1,0.83
,01:59:14,4,43200,23497.7,0.87,13.3,7,12.1,0.13,10,50.1,0.83
,01:59:15,4,43200,23498.7,0.87,13.3,7,12.1,0.13,10,50.1,0.83
,01:59:16,4,43200,23499.7,0.86,13.3,7,12,0.13,10,50.1,0.83
,01:59:17,4,43200,23500.7,0.86,13.3,7,12,0.13,10,50.1,0.82
,01:59:18,4,43200,23501.7,0.86,13.3,7,12,0.129,10,50.1,0.82
,01:59:19,4,43200,23502.7,0.86,13.3,7,12,0.129,10,50.1,0.82
,01:59:20,4,43200,23503.7,0.86,13.3,7,12,0.129,10,50.1,0.82
,01:59:21,4,43200,23504.7,0.86,13.3,7,12,0.13,10,50.1,0.83
,01:59:22,4,43200,23505.7,0.86,13.3,7,12,0.13,10,50.1,0.83
,01:59:23,4,43200,23506.7,0.86,13.3,7,12,0.13,10,50.1,0.83
,01:59:24,4,43200,23507.7,0.87,13.3,7,12,0.13,10,50.1,0.83
,01:59:25,4,43200,23508.7,0.87,13.3,7,11.9,0.121,10,50.1,0.83
,01:59:26,4,43200,23509.7,0.87,13.3,7,11.9,0.117,10,50.1,0.83
,01:59:27,4,43200,23510.7,0.87,13.3,7,11.9,0.117,10,50.1,0.83
,01:59:28,4,43200,23511.7,0.87,13.3,7,11.9,0.121,10,50.1,0.83
,01:59:29,4,43200,23512.7,0.87,13.3,7,11.9,0.126,10,50.1,0.83
,01:59:30,4,43200,23513.7,0.87,13.3,7,11.9,0.125,10,50.1,0.83
,01:59:31,4,43200,23514.7,0.86,13.3,7,11.8,0.129,10,50.1,0.82
,01:59:32,4,43200,23515.7,0.86,13.3,6,11.8,0.134,10,50.1,0.82
,01:59:33,4,43200,23516.7,0.86,13.3,7,11.8,0.129,10,50.1,0.82
,01:59:34,4,43200,23517.7,0.87,13.3,7,11.8,0.13,10,50.1,0.83
,01:59:35,4,43200,23518.7,0.87,13.3,7,11.8,0.13,10,50.1,0.83
,01:59:36,4,43200,23519.7,0.86,13.3,7,11.8,0.13,10,50.1,0.83
,01:59:37,4,43200,23520.7,0.86,13.3,6,11.8,0.134,10,50.1,0.82
,01:59:38,4,43200,23521.7,0.86,13.3,7,11.8,0.13,10,50.1,0.82
,01:59:39,4,43200,23522.7,0.86,13.3,7,11.8,0.13,10,50.1,0.83
,01:59:40,4,43200,23523.7,0.86,13.3,7,11.8,0.13,10,50.1,0.83
,01:59:41,4,43200,23524.7,0.87,13.3,7,11.7,0.126,10,50.2,0.83
,01:59:42,4,43200,23525.7,0.87,13.3,7,11.7,0.121,10,50.1,0.83
,01:59:43,4,43200,23526.7,0.87,13.3,7,11.7,0.117,10,50.1,0.83
,01:59:44,4,43200,23527.7,0.86,13.3,7,11.7,0.116,10,50.1,0.83
,01:59:45,4,43200,23528.7,0.86,13.3,7,11.7,0.12,10,50.1,0.82
,01:59:46,4,43200,23529.7,0.86,13.3,7,11.7,0.129,10,50.1,0.82
,01:59:47,4,43200,23530.7,0.86,13.3,7,11.7,0.129,10,50.1,0.82
,01:59:48,4,43200,23531.7,0.86,13.3,7,11.6,0.129,10,50.1,0.82
,01:59:49,4,43200,23532.7,0.86,13.3,7,11.6,0.129,10,50.1,0.82
,01:59:50,4,43200,23533.7,0.86,13.3,7,11.6,0.129,10,50.1,0.82
,01:59:51,4,43200,23534.7,0.86,13.3,7,11.6,0.129,10,50.1,0.82
,01:59:52,4,43200,23535.7,0.86,13.3,7,11.6,0.129,10,50.1,0.82
,01:59:53,4,43200,23536.7,0.86,13.3,7,11.6,0.129,10,50.1,0.82
