Data file,,DRYSLIDE_ISO10_12C_002__12HOURTEST.TSV,,,,,,,,,,
Configuration file,,TE77 CHILLER-ECKOLD.CFG,,,,,,,,,,
Calibration file,,TE77 CHILLER.CAL,,,,,,,,,,
Test control file,,DEARMANBENCHMARK_PEEK_15MM_12DEG_12HRS.TSF,,,,,,,,,,
,,,,,,,,,,,,
User,,David Eckold,,,,,,,,,,
Date,,09/04/2016,,,,,,,,,,
Lubricant,,ISO10,,,,,,,,,,
Specimens,,Dryslide on PTFE,,,,,,,,,,
Temp,,12,,,,,,,,,,
Notes,,12 Hour Test,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Test started at 19:27:37 on 16/05/2016,,,,,,,,,,,,
,Time,This Step,Step Time,Test Time,Friction Force (N),Frequency (Hz),Load (N),Specimen Temperature (Chiller) (øC),Friction Coeff,Friction Range (N),Contact Pot (mV),Force Input (Volts)
,19:35:51,4,43200,494.7,0.91,13.3,7,12.9,0.131,10,50.1,0.87
,19:35:52,4,43200,495.7,0.91,13.3,7,12.9,0.136,10,50.1,0.87
,19:35:53,4,43200,496.7,0.91,13.3,6,12.9,0.142,10,50.1,0.87
,19:35:54,4,43200,497.7,0.91,13.3,6,13,0.142,10,50.1,0.87
,19:35:55,4,43200,498.7,0.91,13.3,7,13,0.131,10,50.1,0.87
,19:35:56,4,43200,499.7,0.91,13.3,7,13,0.127,10,50.1,0.87
,19:35:57,4,43200,500.7,0.9,13.3,7,13,0.126,10,50.1,0.86
,19:35:58,4,43200,501.7,0.9,13.3,7,13,0.136,10,50.2,0.86
,19:35:59,4,43200,502.7,0.91,13.3,6,13,0.142,10,50.1,0.87
,19:36:00,4,43200,503.7,0.91,13.3,7,13,0.136,10,50.1,0.87
,19:36:01,4,43200,504.7,0.91,13.3,7,13,0.137,10,50.2,0.87
,19:36:02,4,43200,505.7,0.92,13.3,7,13,0.132,10,50.2,0.87
,19:36:03,4,43200,506.7,0.91,13.3,7,13,0.127,10,50.1,0.87
,19:36:04,4,43200,507.7,0.91,13.3,7,13,0.127,10,50.2,0.87
,19:36:05,4,43200,508.7,0.9,13.3,7,13,0.131,10,50.2,0.86
,19:36:06,4,43200,509.7,0.9,13.3,7,13,0.136,10,50.1,0.86
,19:36:07,4,43200,510.7,0.9,13.3,6,13,0.141,10,50.2,0.86
,19:36:08,4,43200,511.7,0.91,13.3,7,13,0.136,10,50.2,0.87
,19:36:09,4,43200,512.7,0.92,13.3,7,13,0.127,10,50.1,0.87
,19:36:10,4,43200,513.7,0.92,13.3,7,13.1,0.127,10,50.1,0.88
,19:36:11,4,43200,514.7,0.92,13.3,7,13.1,0.132,10,50.1,0.87
,19:36:12,4,43200,515.7,0.91,13.3,6,13.1,0.142,10,50.2,0.87
,19:36:13,4,43200,516.7,0.92,13.3,7,13.1,0.137,10,50.2,0.87
,19:36:14,4,43200,517.7,0.91,13.3,7,13.1,0.132,10,50.1,0.87
,19:36:15,4,43200,518.7,0.91,13.3,7,13.1,0.137,10,50.1,0.87
,19:36:16,4,43200,519.7,0.91,13.3,7,13.1,0.136,10,50.2,0.87
,19:36:17,4,43200,520.7,0.91,13.3,7,13.1,0.136,10,50.1,0.87
,19:36:18,4,43200,521.7,0.91,13.3,7,13.1,0.132,10,50.1,0.87
,19:36:19,4,43200,522.7,0.91,13.3,7,13.2,0.132,10,50.1,0.87
,19:36:20,4,43200,523.7,0.92,13.3,7,13.2,0.133,10,50.1,0.88
,19:36:21,4,43200,524.7,0.92,13.3,7,13.2,0.138,10,50.2,0.88
,19:36:22,4,43200,525.7,0.92,13.3,7,13.2,0.138,10,50.1,0.88
,19:36:23,4,43200,526.7,0.92,13.3,7,13.2,0.132,10,50.1,0.87
,19:36:24,4,43200,527.7,0.92,13.3,7,13.2,0.127,10,50.1,0.87
,19:36:25,4,43200,528.7,0.92,13.3,7,13.2,0.127,10,50.2,0.87
,19:36:26,4,43200,529.7,0.92,13.3,7,13.2,0.137,10,50.2,0.87
,19:36:27,4,43200,530.7,0.91,13.3,7,13.2,0.137,10,50.1,0.87
,19:36:28,4,43200,531.7,0.91,13.3,7,13.2,0.136,10,50.1,0.87
,19:36:29,4,43200,532.7,0.91,13.3,7,13.2,0.132,10,50.1,0.87
,19:36:30,4,43200,533.7,0.92,13.3,7,13.2,0.132,10,50.1,0.87
,19:36:31,4,43200,534.7,0.92,13.3,7,13.2,0.132,10,50.1,0.87
,19:36:32,4,43200,535.7,0.91,13.3,7,13.2,0.127,10,50.2,0.87
,19:36:33,4,43200,536.7,0.91,13.3,7,13.2,0.132,10,50.1,0.87
,19:36:34,4,43200,537.7,0.91,13.3,7,13.2,0.136,10,50.2,0.87
,19:36:35,4,43200,538.7,0.91,13.3,7,13.2,0.136,10,50.1,0.87
,19:36:36,4,43200,539.7,0.91,13.3,7,13.2,0.136,10,50.1,0.87
,19:36:37,4,43200,540.7,0.91,13.3,7,13.2,0.136,10,50.1,0.87
,19:36:38,4,43200,541.7,0.91,13.3,7,13.2,0.131,10,50.1,0.87
,19:36:39,4,43200,542.7,0.92,13.3,7,13.2,0.127,10,50.1,0.87
,19:36:40,4,43200,543.7,0.92,13.3,7,13.3,0.127,10,50.2,0.88
,19:36:41,4,43200,544.7,0.92,13.3,7,13.3,0.138,10,50.1,0.87
,19:36:42,4,43200,545.7,0.91,13.3,7,13.3,0.137,10,50.2,0.87
,19:36:43,4,43200,546.7,0.91,13.3,7,13.3,0.132,10,50.1,0.87
,19:36:44,4,43200,547.7,0.91,13.3,7,13.3,0.137,10,50.1,0.87
,19:36:45,4,43200,548.7,0.91,13.3,7,13.3,0.137,10,50.2,0.87
,19:36:46,4,43200,549.7,0.92,13.3,7,13.3,0.137,10,50.1,0.87
,19:36:47,4,43200,550.7,0.92,13.3,7,13.3,0.127,10,50.1,0.87
,19:36:48,4,43200,551.7,0.92,13.3,7,13.3,0.123,10,50.1,0.87
,19:36:49,4,43200,552.7,0.92,13.3,7,13.3,0.127,10,50.1,0.87
,19:36:50,4,43200,553.7,0.92,13.3,7,13.3,0.132,10,50.2,0.87
,19:36:51,4,43200,554.7,0.92,13.3,7,13.3,0.137,10,50.2,0.87
,19:36:52,4,43200,555.7,0.91,13.3,7,13.3,0.136,10,50.1,0.87
,19:36:53,4,43200,556.7,0.91,13.3,7,13.3,0.137,10,50.2,0.87
,19:36:54,4,43200,557.7,0.91,13.3,7,13.3,0.137,10,50.2,0.87
,19:36:55,4,43200,558.7,0.91,13.3,6,13.3,0.142,10,50.2,0.87
,19:36:56,4,43200,559.7,0.92,13.3,7,13.3,0.137,10,50.1,0.87
,19:36:57,4,43200,560.7,0.92,13.3,7,13.3,0.133,10,50.1,0.88
,19:36:58,4,43200,561.7,0.92,13.3,7,13.3,0.128,10,50.2,0.88
,19:36:59,4,43200,562.7,0.92,13.3,7,13.3,0.133,10,50.2,0.88
,19:37:00,4,43200,563.7,0.91,13.3,7,13.3,0.137,10,50.2,0.87
,19:37:01,4,43200,564.7,0.91,13.3,7,13.4,0.136,10,50.2,0.87
,19:37:02,4,43200,565.7,0.91,13.3,7,13.4,0.136,10,50.2,0.87
,19:37:03,4,43200,566.7,0.91,13.3,7,13.4,0.137,10,50.2,0.87
,19:37:04,4,43200,567.7,0.92,13.3,7,13.4,0.133,10,50.1,0.88
,19:37:05,4,43200,568.7,0.92,13.3,7,13.4,0.128,10,50.1,0.88
,19:37:06,4,43200,569.7,0.92,13.3,7,13.4,0.133,10,50.1,0.88
,19:37:07,4,43200,570.7,0.92,13.3,7,13.4,0.138,10,50.1,0.87
,19:37:08,4,43200,571.7,0.92,13.3,6,13.4,0.143,10,50.1,0.87
,19:37:09,4,43200,572.7,0.92,13.3,7,13.4,0.137,10,50.2,0.87
,19:37:10,4,43200,573.7,0.92,13.3,7,13.4,0.133,10,50.1,0.88
,19:37:11,4,43200,574.7,0.92,13.3,7,13.4,0.132,10,50.1,0.87
,19:37:12,4,43200,575.7,0.92,13.3,7,13.4,0.132,10,50.1,0.87
,19:37:13,4,43200,576.7,0.92,13.3,7,13.4,0.132,10,50.2,0.87
,19:37:14,4,43200,577.7,0.92,13.3,7,13.4,0.137,10,50.2,0.87
,19:37:15,4,43200,578.7,0.92,13.3,7,13.4,0.137,10,50.1,0.87
,19:37:16,4,43200,579.7,0.92,13.3,7,13.4,0.138,10,50.1,0.87
,19:37:17,4,43200,580.7,0.92,13.3,7,13.4,0.137,10,50.2,0.87
,19:37:18,4,43200,581.7,0.92,13.3,7,13.4,0.138,10,50.1,0.88
,19:37:19,4,43200,582.7,0.92,13.3,7,13.5,0.128,10,50.1,0.88
,19:37:20,4,43200,583.7,0.92,13.3,7,13.5,0.128,10,50.1,0.88
,19:37:21,4,43200,584.7,0.92,13.3,7,13.5,0.133,10,50.1,0.88
,19:37:22,4,43200,585.7,0.92,13.3,6,13.5,0.143,10,50.2,0.87
,19:37:23,4,43200,586.7,0.92,13.3,6,13.5,0.143,10,50.2,0.87
,19:37:24,4,43200,587.7,0.92,13.3,7,13.4,0.138,10,50.1,0.88
,19:37:25,4,43200,588.7,0.92,13.3,7,13.4,0.129,10,50.1,0.88
,19:37:26,4,43200,589.7,0.93,13.3,7,13.4,0.129,10,50.1,0.88
,19:37:27,4,43200,590.7,0.93,13.3,7,13.4,0.134,10,50.1,0.88
,19:37:28,4,43200,591.7,0.92,13.3,7,13.4,0.138,10,50.2,0.88
,19:37:29,4,43200,592.7,0.92,13.3,7,13.4,0.137,10,50.2,0.87
,19:37:30,4,43200,593.7,0.92,13.3,7,13.4,0.132,10,50.2,0.87
,19:37:31,4,43200,594.7,0.92,13.3,7,13.4,0.132,10,50.1,0.87
,19:37:32,4,43200,595.7,0.92,13.3,7,13.4,0.132,10,50.1,0.87
,19:37:33,4,43200,596.7,0.92,13.3,7,13.4,0.133,10,50.2,0.87
,19:37:34,4,43200,597.7,0.92,13.3,7,13.4,0.132,10,50.2,0.87
,19:37:35,4,43200,598.7,0.92,13.3,7,13.4,0.137,10,50.1,0.87
,19:37:36,4,43200,599.7,0.92,13.3,7,13.4,0.137,10,50.1,0.87
,19:37:37,4,43200,600.7,0.92,13.3,7,13.4,0.132,10,50.1,0.87
,19:37:38,4,43200,601.7,0.92,13.3,7,13.4,0.127,10,50.1,0.87
,19:37:39,4,43200,602.7,0.91,13.3,7,13.4,0.127,10,50.1,0.87
,19:37:40,4,43200,603.7,0.91,13.3,7,13.4,0.132,10,50.2,0.87
,19:37:41,4,43200,604.7,0.91,13.3,6,13.4,0.142,10,50.2,0.87
,19:37:42,4,43200,605.7,0.92,13.3,6,13.4,0.143,10,50.1,0.87
,19:37:43,4,43200,606.7,0.92,13.3,7,13.5,0.138,10,50.1,0.88
,19:37:44,4,43200,607.7,0.92,13.3,7,13.5,0.133,10,50.2,0.88
,19:37:45,4,43200,608.7,0.93,13.3,7,13.5,0.129,10,50.1,0.88
,19:37:46,4,43200,609.7,0.92,13.3,7,13.5,0.128,10,50.2,0.88
,19:37:47,4,43200,610.7,0.92,13.3,7,13.5,0.133,10,50.2,0.88
,19:37:48,4,43200,611.7,0.91,13.3,7,13.5,0.132,10,50.2,0.87
,19:37:49,4,43200,612.7,0.91,13.3,7,13.5,0.137,10,50.2,0.87
,19:37:50,4,43200,613.7,0.92,13.3,7,13.5,0.137,10,50.2,0.87
,19:37:51,4,43200,614.7,0.92,13.3,7,13.5,0.133,10,50.1,0.88
,19:37:52,4,43200,615.7,0.93,13.3,7,13.4,0.134,10,50.1,0.88
,19:37:53,4,43200,616.7,0.92,13.3,7,13.4,0.133,10,50.1,0.88
,19:37:54,4,43200,617.7,0.92,13.3,7,13.4,0.138,10,50.1,0.88
,19:37:55,4,43200,618.7,0.92,13.3,7,13.4,0.137,10,50.1,0.87
,19:37:56,4,43200,619.7,0.92,13.3,7,13.4,0.133,10,50.1,0.88
,19:37:57,4,43200,620.7,0.92,13.3,7,13.3,0.128,10,50.1,0.88
,19:37:58,4,43200,621.7,0.92,13.3,7,13.3,0.133,10,50.2,0.88
,19:37:59,4,43200,622.7,0.91,13.3,7,13.3,0.137,10,50.2,0.87
,19:38:00,4,43200,623.7,0.91,13.3,7,13.3,0.137,10,50.2,0.87
,19:38:01,4,43200,624.7,0.92,13.3,7,13.3,0.132,10,50.1,0.87
,19:38:02,4,43200,625.7,0.92,13.3,7,13.3,0.133,10,50.1,0.88
,19:38:03,4,43200,626.7,0.92,13.3,7,13.3,0.133,10,50.2,0.88
,19:38:04,4,43200,627.7,0.92,13.3,7,13.3,0.138,10,50.1,0.88
,19:38:05,4,43200,628.7,0.92,13.3,7,13.2,0.138,10,50.1,0.88
,19:38:06,4,43200,629.7,0.92,13.3,7,13.2,0.133,10,50.2,0.88
,19:38:07,4,43200,630.7,0.92,13.3,7,13.2,0.128,10,50.1,0.88
,19:38:08,4,43200,631.7,0.92,13.3,7,13.2,0.133,10,50.2,0.88
,19:38:09,4,43200,632.7,0.92,13.3,7,13.2,0.137,10,50.2,0.87
,19:38:10,4,43200,633.7,0.92,13.3,7,13.2,0.137,10,50.2,0.87
,19:38:11,4,43200,634.7,0.92,13.3,7,13.2,0.137,10,50.1,0.87
,19:38:12,4,43200,635.7,0.92,13.3,7,13.3,0.133,10,50.1,0.88
,19:38:13,4,43200,636.7,0.92,13.3,7,13.3,0.133,10,50.2,0.88
,19:38:14,4,43200,637.7,0.92,13.3,7,13.3,0.133,10,50.1,0.88
,19:38:15,4,43200,638.7,0.92,13.3,7,13.3,0.132,10,50.2,0.87
,19:38:16,4,43200,639.7,0.91,13.3,7,13.3,0.137,10,50.2,0.87
,19:38:17,4,43200,640.7,0.91,13.3,7,13.3,0.137,10,50.1,0.87
,19:38:18,4,43200,641.7,0.92,13.3,6,13.3,0.143,10,50.1,0.87
,19:38:19,4,43200,642.7,0.92,13.3,7,13.3,0.133,10,50.1,0.88
,19:38:20,4,43200,643.7,0.92,13.3,7,13.3,0.124,10,50.1,0.88
,19:38:21,4,43200,644.7,0.92,13.3,7,13.3,0.133,10,50.2,0.88
,19:38:22,4,43200,645.7,0.92,13.3,7,13.3,0.138,10,50.2,0.88
,19:38:23,4,43200,646.7,0.92,13.3,6,13.3,0.143,10,50.2,0.87
,19:38:24,4,43200,647.7,0.92,13.3,7,13.3,0.137,10,50.2,0.87
,19:38:25,4,43200,648.7,0.92,13.3,7,13.3,0.132,10,50.1,0.87
,19:38:26,4,43200,649.7,0.92,13.3,7,13.3,0.127,10,50.1,0.87
,19:38:27,4,43200,650.7,0.92,13.3,7,13.3,0.132,10,50.2,0.87
,19:38:28,4,43200,651.7,0.92,13.3,7,13.3,0.137,10,50.2,0.87
,19:38:29,4,43200,652.7,0.92,13.3,7,13.3,0.137,10,50.2,0.87
,19:38:30,4,43200,653.7,0.92,13.3,7,13.3,0.132,10,50.2,0.87
,19:38:31,4,43200,654.7,0.92,13.3,7,13.3,0.128,10,50.1,0.88
,19:38:32,4,43200,655.7,0.92,13.3,7,13.3,0.133,10,50.2,0.88
,19:38:33,4,43200,656.7,0.92,13.3,7,13.3,0.138,10,50.2,0.88
,19:38:34,4,43200,657.7,0.92,13.3,7,13.3,0.137,10,50.2,0.87
,19:38:35,4,43200,658.7,0.92,13.3,7,13.3,0.132,10,50.2,0.87
,19:38:36,4,43200,659.7,0.92,13.3,7,13.3,0.137,10,50.1,0.87
,19:38:37,4,43200,660.7,0.92,13.3,7,13.3,0.137,10,50.1,0.87
,19:38:38,4,43200,661.7,0.92,13.3,7,13.3,0.128,10,50.1,0.88
,19:38:39,4,43200,662.7,0.92,13.3,7,13.3,0.128,10,50.1,0.88
,19:38:40,4,43200,663.7,0.92,13.3,7,13.3,0.133,10,50.2,0.88
,19:38:41,4,43200,664.7,0.92,13.3,7,13.3,0.138,10,50.2,0.88
,19:38:42,4,43200,665.7,0.92,13.3,7,13.3,0.137,10,50.2,0.87
,19:38:43,4,43200,666.7,0.92,13.3,7,13.3,0.138,10,50.2,0.88
,19:38:44,4,43200,667.7,0.92,13.3,7,13.3,0.137,10,50.2,0.88
,19:38:45,4,43200,668.7,0.92,13.3,7,13.3,0.138,10,50.2,0.88
,19:38:46,4,43200,669.7,0.92,13.3,7,13.3,0.138,10,50.2,0.88
,19:38:47,4,43200,670.7,0.92,13.3,7,13.3,0.138,10,50.2,0.88
,19:38:48,4,43200,671.7,0.92,13.3,7,13.3,0.133,10,50.1,0.88
,19:38:49,4,43200,672.7,0.92,13.3,7,13.3,0.138,10,50.2,0.88
,19:38:50,4,43200,673.7,0.92,13.3,7,13.3,0.138,10,50.2,0.88
,19:38:51,4,43200,674.7,0.93,13.3,7,13.2,0.134,10,50.2,0.88
,19:38:52,4,43200,675.7,0.92,13.3,7,13.2,0.133,10,50.2,0.88
,19:38:53,4,43200,676.7,0.92,13.3,7,13.2,0.128,10,50.1,0.88
,19:38:54,4,43200,677.7,0.92,13.3,7,13.2,0.132,10,50.1,0.87
,19:38:55,4,43200,678.7,0.92,13.3,7,13.2,0.132,10,50.1,0.87
,19:38:56,4,43200,679.7,0.92,13.3,7,13.2,0.133,10,50.1,0.88
,19:38:57,4,43200,680.7,0.92,13.3,7,13.2,0.132,10,50.1,0.87
,19:38:58,4,43200,681.7,0.92,13.3,7,13.2,0.132,10,50.1,0.87
,19:38:59,4,43200,682.7,0.92,13.3,7,13.1,0.137,10,50.1,0.87
,19:39:00,4,43200,683.7,0.92,13.3,7,13.1,0.138,10,50.2,0.88
,19:39:01,4,43200,684.7,0.92,13.3,7,13.1,0.138,10,50.2,0.88
,19:39:02,4,43200,685.7,0.92,13.3,7,13.1,0.133,10,50.2,0.88
,19:39:03,4,43200,686.7,0.92,13.3,7,13.1,0.133,10,50.2,0.88
,19:39:04,4,43200,687.7,0.92,13.3,7,13.1,0.133,10,50.2,0.88
,19:39:05,4,43200,688.7,0.92,13.3,7,13.1,0.133,10,50.1,0.88
,19:39:06,4,43200,689.7,0.92,13.3,7,13.1,0.133,10,50.1,0.88
,19:39:07,4,43200,690.7,0.92,13.3,7,13.1,0.128,10,50.2,0.88
,19:39:08,4,43200,691.7,0.92,13.3,7,13.1,0.127,10,50.1,0.87
,19:39:09,4,43200,692.7,0.92,13.3,7,13.1,0.123,10,50.1,0.87
,19:39:10,4,43200,693.7,0.91,13.3,7,13.1,0.123,10,50.1,0.87
,19:39:11,4,43200,694.7,0.91,13.3,7,13.1,0.122,10,50.2,0.87
,19:39:12,4,43200,695.7,0.91,13.3,7,13,0.126,10,50.2,0.87
,19:39:13,4,43200,696.7,0.9,13.3,7,13,0.13,10,50.2,0.86
,19:39:14,4,43200,697.7,0.9,13.3,6,13,0.14,10,50.2,0.86
,19:39:15,4,43200,698.7,0.9,13.3,6,13,0.14,10,50.2,0.86
,19:39:16,4,43200,699.7,0.9,13.3,6,13,0.141,10,50.1,0.86
,19:39:17,4,43200,700.7,0.91,13.3,7,13,0.136,10,50.1,0.87
,19:39:18,4,43200,701.7,0.91,13.3,7,13,0.136,10,50.2,0.87
,19:39:19,4,43200,702.7,0.91,13.3,6,13,0.142,10,50.2,0.87
,19:39:20,4,43200,703.7,0.92,13.3,6,13,0.143,10,50.2,0.87
,19:39:21,4,43200,704.7,0.92,13.3,7,13,0.137,10,50.1,0.87
,19:39:22,4,43200,705.7,0.92,13.3,7,13,0.138,10,50.1,0.87
,19:39:23,4,43200,706.7,0.92,13.3,7,13,0.137,10,50.1,0.88
,19:39:24,4,43200,707.7,0.92,13.3,7,13,0.133,10,50.2,0.88
,19:39:25,4,43200,708.7,0.92,13.3,7,13,0.133,10,50.2,0.88
,19:39:26,4,43200,709.7,0.92,13.3,7,13,0.137,10,50.2,0.87
,19:39:27,4,43200,710.7,0.91,13.3,7,13,0.137,10,50.2,0.87
,19:39:28,4,43200,711.7,0.91,13.3,7,13,0.137,10,50.2,0.87
,19:39:29,4,43200,712.7,0.92,13.3,7,13,0.138,10,50.2,0.88
,19:39:30,4,43200,713.7,0.92,13.3,7,12.9,0.133,10,50.2,0.88
,19:39:31,4,43200,714.7,0.92,13.3,7,12.9,0.133,10,50.2,0.88
,19:39:32,4,43200,715.7,0.92,13.3,7,12.9,0.128,10,50.1,0.88
,19:39:33,4,43200,716.7,0.92,13.3,7,12.9,0.123,10,50.1,0.88
,19:39:34,4,43200,717.7,0.91,13.3,7,12.9,0.123,10,50.1,0.87
,19:39:35,4,43200,718.7,0.91,13.3,7,12.9,0.126,10,50.1,0.87
,19:39:36,4,43200,719.7,0.9,13.3,7,12.9,0.136,10,50.2,0.87
,19:39:37,4,43200,720.7,0.91,13.3,7,12.9,0.136,10,50.2,0.87
,19:39:38,4,43200,721.7,0.91,13.3,7,12.9,0.136,10,50.2,0.87
,19:39:39,4,43200,722.7,0.91,13.3,7,12.9,0.136,10,50.2,0.87
,19:39:40,4,43200,723.7,0.91,13.3,7,12.9,0.136,10,50.2,0.87
,19:39:41,4,43200,724.7,0.91,13.3,7,12.8,0.132,10,50.2,0.87
,19:39:42,4,43200,725.7,0.91,13.3,7,12.8,0.136,10,50.2,0.87
,19:39:43,4,43200,726.7,0.91,13.3,7,12.8,0.137,10,50.2,0.87
,19:39:44,4,43200,727.7,0.92,13.3,7,12.8,0.137,10,50.2,0.87
,19:39:45,4,43200,728.7,0.92,13.3,7,12.8,0.138,10,50.2,0.88
,19:39:46,4,43200,729.7,0.92,13.3,7,12.8,0.138,10,50.2,0.88
,19:39:47,4,43200,730.7,0.92,13.3,7,12.8,0.138,10,50.2,0.88
,19:39:48,4,43200,731.7,0.92,13.3,7,12.7,0.133,10,50.2,0.88
,19:39:49,4,43200,732.7,0.92,13.3,7,12.7,0.128,10,50.1,0.88
,19:39:50,4,43200,733.7,0.92,13.3,7,12.7,0.123,10,50.1,0.87
,19:39:51,4,43200,734.7,0.91,13.3,7,12.7,0.122,10,50.1,0.87
,19:39:52,4,43200,735.7,0.91,13.3,7,12.7,0.126,10,50.1,0.87
,19:39:53,4,43200,736.7,0.91,13.3,7,12.7,0.126,10,50.2,0.87
,19:39:54,4,43200,737.7,0.91,13.3,7,12.7,0.127,10,50.2,0.87
,19:39:55,4,43200,738.7,0.91,13.3,7,12.7,0.127,10,50.2,0.87
,19:39:56,4,43200,739.7,0.91,13.3,7,12.7,0.131,10,50.2,0.87
,19:39:57,4,43200,740.7,0.91,13.3,7,12.7,0.136,10,50.2,0.87
,19:39:58,4,43200,741.7,0.9,13.3,6,12.7,0.141,10,50.2,0.86
,19:39:59,4,43200,742.7,0.9,13.3,7,12.7,0.136,10,50.2,0.86
,19:40:00,4,43200,743.7,0.9,13.3,7,12.7,0.136,10,50.2,0.86
,19:40:01,4,43200,744.7,0.91,13.3,7,12.7,0.136,10,50.2,0.87
,19:40:02,4,43200,745.7,0.91,13.3,6,12.7,0.142,10,50.2,0.87
,19:40:03,4,43200,746.7,0.91,13.3,6,12.7,0.142,10,50.2,0.87
,19:40:04,4,43200,747.7,0.92,13.3,7,12.7,0.138,10,50.2,0.88
,19:40:05,4,43200,748.7,0.92,13.3,7,12.6,0.138,10,50.2,0.88
,19:40:06,4,43200,749.7,0.93,13.3,7,12.6,0.129,10,50.2,0.88
,19:40:07,4,43200,750.7,0.92,13.3,7,12.6,0.128,10,50.2,0.88
,19:40:08,4,43200,751.7,0.91,13.3,7,12.6,0.132,10,50.2,0.87
,19:40:09,4,43200,752.7,0.91,13.3,7,12.6,0.136,10,50.2,0.87
,19:40:10,4,43200,753.7,0.91,13.3,7,12.6,0.136,10,50.2,0.87
,19:40:11,4,43200,754.7,0.91,13.3,7,12.6,0.137,10,50.2,0.87
,19:40:12,4,43200,755.7,0.92,13.3,7,12.6,0.137,10,50.2,0.87
,19:40:13,4,43200,756.7,0.92,13.3,7,12.5,0.138,10,50.2,0.88
,19:40:14,4,43200,757.7,0.92,13.3,7,12.5,0.138,10,50.2,0.88
,19:40:15,4,43200,758.7,0.92,13.3,7,12.6,0.129,10,50.2,0.88
,19:40:16,4,43200,759.7,0.92,13.3,7,12.5,0.124,10,50.2,0.88
,19:40:17,4,43200,760.7,0.91,13.3,8,12.5,0.119,10,50.2,0.87
,19:40:18,4,43200,761.7,0.91,13.3,7,12.5,0.122,10,50.2,0.87
,19:40:19,4,43200,762.7,0.91,13.3,7,12.5,0.126,10,50.2,0.87
,19:40:20,4,43200,763.7,0.91,13.3,7,12.5,0.131,10,50.2,0.87
,19:40:21,4,43200,764.7,0.9,13.3,7,12.5,0.131,10,50.2,0.86
,19:40:22,4,43200,765.7,0.9,13.3,7,12.5,0.126,10,50.2,0.86
,19:40:23,4,43200,766.7,0.9,13.3,7,12.5,0.126,10,50.2,0.86
,19:40:24,4,43200,767.7,0.9,13.3,7,12.4,0.126,10,50.2,0.86
,19:40:25,4,43200,768.7,0.9,13.3,7,12.4,0.126,10,50.2,0.86
,19:40:26,4,43200,769.7,0.9,13.3,7,12.4,0.126,10,50.2,0.86
,19:40:27,4,43200,770.7,0.9,13.3,7,12.4,0.121,10,50.2,0.86
,19:40:28,4,43200,771.7,0.9,13.3,7,12.4,0.125,10,50.2,0.86
,19:40:29,4,43200,772.7,0.89,13.3,7,12.4,0.129,10,50.2,0.85
,19:40:30,4,43200,773.7,0.89,13.3,7,12.4,0.129,10,50.2,0.85
,19:40:31,4,43200,774.7,0.89,13.3,7,12.3,0.134,10,50.2,0.85
,19:40:32,4,43200,775.7,0.89,13.3,7,12.3,0.134,10,50.2,0.85
,19:40:33,4,43200,776.7,0.89,13.3,7,12.3,0.134,10,50.2,0.85
,19:40:34,4,43200,777.7,0.89,13.3,6,12.3,0.139,10,50.2,0.85
,19:40:35,4,43200,778.7,0.89,13.3,7,12.3,0.134,10,50.2,0.85
,19:40:36,4,43200,779.7,0.89,13.3,6,12.3,0.139,10,50.2,0.85
,19:40:37,4,43200,780.7,0.89,13.3,6,12.3,0.145,10,50.2,0.85
,19:40:38,4,43200,781.7,0.89,13.3,6,12.3,0.145,10,50.2,0.85
,19:40:39,4,43200,782.7,0.9,13.3,6,12.3,0.146,10,50.2,0.86
,19:40:40,4,43200,783.7,0.9,13.3,6,12.3,0.146,10,50.1,0.86
,19:40:41,4,43200,784.7,0.9,13.3,6,12.2,0.141,10,50.1,0.86
,19:40:42,4,43200,785.7,0.9,13.3,7,12.2,0.135,10,50.2,0.86
,19:40:43,4,43200,786.7,0.9,13.3,7,12.2,0.135,10,50.2,0.86
,19:40:44,4,43200,787.7,0.9,13.3,7,12.2,0.135,10,50.2,0.86
,19:40:45,4,43200,788.7,0.9,13.3,7,12.2,0.135,10,50.2,0.86
,19:40:46,4,43200,789.7,0.9,13.3,7,12.2,0.135,10,50.2,0.86
,19:40:47,4,43200,790.7,0.9,13.3,7,12.1,0.135,10,50.2,0.86
,19:40:48,4,43200,791.7,0.9,13.3,7,12.1,0.135,10,50.2,0.86
,19:40:49,4,43200,792.7,0.91,13.3,7,12.1,0.136,10,50.2,0.87
,19:40:50,4,43200,793.7,0.91,13.3,7,12.1,0.131,10,50.2,0.87
,19:40:51,4,43200,794.7,0.91,13.3,7,12.1,0.127,10,50.2,0.87
,19:40:52,4,43200,795.7,0.91,13.3,7,12.1,0.123,10,50.2,0.87
,19:40:53,4,43200,796.7,0.91,13.3,7,12.1,0.126,10,50.2,0.87
,19:40:54,4,43200,797.7,0.9,13.3,7,12.1,0.122,10,50.2,0.86
,19:40:55,4,43200,798.7,0.9,13.3,7,12.1,0.126,10,50.2,0.86
,19:40:56,4,43200,799.7,0.9,13.3,7,12.1,0.126,10,50.2,0.86
,19:40:57,4,43200,800.7,0.9,13.3,7,12,0.13,10,50.2,0.86
,19:40:58,4,43200,801.7,0.9,13.3,7,12,0.13,10,50.2,0.86
,19:40:59,4,43200,802.7,0.9,13.3,7,12,0.135,10,50.2,0.86
