Data file,,RA0.3_HEF_12C_001_45MINS_NOLIDONBOX.TSV,,,,,,,,,,
Configuration file,,TE77 CHILLER-ECKOLD.CFG,,,,,,,,,,
Calibration file,,TE77 CHILLER.CAL,,,,,,,,,,
Test control file,,DEARMANBENCHMARK_12DEG_45MINS.TSF,,,,,,,,,,
,,,,,,,,,,,,
User,,David Eckold,,,,,,,,,,
Date,,22/03/2016,,,,,,,,,,
Lubricant,,HEF,,,,,,,,,,
Specimens,,Al on PTFE,,,,,,,,,,
Temp,,12,,,,,,,,,,
Notes,,"Grit 320, No lid on box",,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Test started at 10:26:05 on 22/03/2016,,,,,,,,,,,,
,Time,This Step,Step Time,Test Time,Friction Force (N),Frequency (Hz),Load (N),Specimen Temperature (Chiller) (øC),Friction Coeff,Friction Range (N),Contact Pot (mV),Force Input (Volts)
,11:17:11,4,2700,3065.8,1.97,13.3,9,12.9,0.219,10,0.2,1.84
,11:17:12,4,2700,3066.8,1.97,13.3,9,12.9,0.22,10,0.2,1.85
,11:17:13,4,2700,3067.8,1.97,13.3,9,12.9,0.214,10,0.2,1.85
,11:17:14,4,2700,3068.8,1.97,13.3,9,12.9,0.213,10,0.2,1.84
,11:17:15,4,2700,3069.8,1.96,13.3,9,12.9,0.219,10,0.2,1.83
,11:17:16,4,2700,3070.8,1.96,13.3,9,12.9,0.218,10,0.2,1.83
,11:17:17,4,2700,3071.8,1.95,13.3,9,13,0.212,10,0.2,1.83
,11:17:18,4,2700,3072.8,1.95,13.3,9,13,0.212,10,0.2,1.83
,11:17:19,4,2700,3073.8,1.95,13.3,9,13,0.206,10,0.2,1.83
,11:17:20,4,2700,3074.8,1.95,13.3,9,13,0.205,10,0.2,1.82
,11:17:21,4,2700,3075.8,1.95,13.3,9,13,0.205,10,0.2,1.82
,11:17:22,4,2700,3076.8,1.95,13.3,9,13,0.211,10,0.2,1.82
,11:17:23,4,2700,3077.8,1.95,13.3,9,13,0.211,10,0.2,1.83
,11:17:24,4,2700,3078.8,1.95,13.3,9,13,0.211,10,0.2,1.83
,11:17:25,4,2700,3079.8,1.94,13.3,9,13.1,0.217,10,0.2,1.82
,11:17:26,4,2700,3080.8,1.94,13.3,9,13.1,0.216,10,0.2,1.81
,11:17:27,4,2700,3081.8,1.93,13.3,9,13.1,0.215,10,0.2,1.81
,11:17:28,4,2700,3082.8,1.93,13.3,9,13.1,0.215,10,0.2,1.8
,11:17:29,4,2700,3083.8,1.92,13.3,9,13.1,0.221,10,0.2,1.8
,11:17:30,4,2700,3084.8,1.93,13.3,9,13.1,0.221,10,0.2,1.8
,11:17:31,4,2700,3085.8,1.93,13.3,9,13.1,0.215,10,0.2,1.81
,11:17:32,4,2700,3086.8,1.93,13.3,9,13.1,0.215,10,0.2,1.81
,11:17:33,4,2700,3087.8,1.93,13.3,9,13.1,0.215,10,0.2,1.81
,11:17:34,4,2700,3088.8,1.93,13.3,9,13.1,0.221,10,0.2,1.81
,11:17:35,4,2700,3089.8,1.93,13.3,9,13.1,0.215,10,0.2,1.8
,11:17:36,4,2700,3090.8,1.93,13.3,9,13.1,0.215,10,0.2,1.81
,11:17:37,4,2700,3091.8,1.93,13.3,9,13.2,0.215,10,0.2,1.81
,11:17:38,4,2700,3092.8,1.93,13.3,9,13.2,0.215,10,0.2,1.81
,11:17:39,4,2700,3093.8,1.93,13.3,9,13.2,0.215,10,0.2,1.81
,11:17:40,4,2700,3094.8,1.93,13.3,9,13.2,0.215,10,0.2,1.81
,11:17:41,4,2700,3095.8,1.94,13.3,9,13.2,0.216,10,0.2,1.81
,11:17:42,4,2700,3096.8,1.94,13.3,9,13.2,0.216,10,0.2,1.82
,11:17:43,4,2700,3097.8,1.94,13.3,9,13.2,0.216,10,0.2,1.82
,11:17:44,4,2700,3098.8,1.94,13.3,9,13.2,0.216,10,0.2,1.82
,11:17:45,4,2700,3099.8,1.94,13.3,9,13.2,0.216,10,0.2,1.82
,11:17:46,4,2700,3100.8,1.94,13.3,9,13.2,0.216,10,0.2,1.82
,11:17:47,4,2700,3101.8,1.94,13.3,9,13.2,0.217,10,0.2,1.82
,11:17:48,4,2700,3102.8,1.94,13.3,9,13.2,0.217,10,0.2,1.82
,11:17:49,4,2700,3103.8,1.94,13.3,9,13.2,0.216,10,0.2,1.82
,11:17:50,4,2700,3104.8,1.94,13.3,9,13.2,0.216,10,0.2,1.82
,11:17:51,4,2700,3105.8,1.94,13.3,9,13.2,0.217,10,0.2,1.82
,11:17:52,4,2700,3106.8,1.94,13.3,9,13.2,0.217,10,0.2,1.82
,11:17:53,4,2700,3107.8,1.94,13.3,9,13.3,0.216,10,0.2,1.82
,11:17:54,4,2700,3108.8,1.94,13.3,9,13.3,0.217,10,0.2,1.82
,11:17:55,4,2700,3109.8,1.96,13.3,9,13.3,0.212,10,0.2,1.83
,11:17:56,4,2700,3110.8,1.96,13.3,9,13.3,0.207,10,0.2,1.84
,11:17:57,4,2700,3111.8,1.96,13.3,9,13.3,0.207,10,0.2,1.84
,11:17:58,4,2700,3112.8,1.96,13.3,9,13.3,0.207,10,0.2,1.83
,11:17:59,4,2700,3113.8,1.95,13.3,9,13.3,0.211,10,0.2,1.83
,11:18:00,4,2700,3114.8,1.94,13.3,9,13.3,0.21,10,0.2,1.81
,11:18:01,4,2700,3115.8,1.93,13.3,9,13.3,0.215,10,0.2,1.8
,11:18:02,4,2700,3116.8,1.92,13.3,9,13.3,0.214,10,0.2,1.8
,11:18:03,4,2700,3117.8,1.93,13.3,9,13.3,0.215,10,0.2,1.8
,11:18:04,4,2700,3118.8,1.92,13.3,9,13.3,0.214,10,0.2,1.8
,11:18:05,4,2700,3119.8,1.92,13.3,9,13.3,0.213,10,0.2,1.79
,11:18:06,4,2700,3120.8,1.91,13.3,9,13.3,0.213,10,0.2,1.79
,11:18:07,4,2700,3121.8,1.91,13.3,9,13.3,0.213,10,0.2,1.79
,11:18:08,4,2700,3122.8,1.91,13.3,9,13.3,0.213,10,0.2,1.79
,11:18:09,4,2700,3123.8,1.92,13.3,9,13.3,0.214,10,0.2,1.8
,11:18:10,4,2700,3124.8,1.92,13.3,9,13.3,0.214,10,0.2,1.8
,11:18:11,4,2700,3125.8,1.93,13.3,9,13.3,0.215,10,0.2,1.81
,11:18:12,4,2700,3126.8,1.94,13.3,9,13.3,0.21,10,0.2,1.81
,11:18:13,4,2700,3127.8,1.93,13.3,9,13.3,0.204,10,0.2,1.81
,11:18:14,4,2700,3128.8,1.93,13.3,9,13.3,0.203,10,0.2,1.8
,11:18:15,4,2700,3129.8,1.92,13.3,9,13.3,0.202,10,0.2,1.8
,11:18:16,4,2700,3130.8,1.91,13.3,9,13.3,0.207,10,0.2,1.79
,11:18:17,4,2700,3131.8,1.9,13.3,9,13.3,0.212,10,0.2,1.78
,11:18:18,4,2700,3132.8,1.89,13.3,9,13.3,0.211,10,0.2,1.77
,11:18:19,4,2700,3133.8,1.88,13.3,9,13.3,0.216,10,0.2,1.76
,11:18:20,4,2700,3134.8,1.88,13.3,9,13.3,0.216,10,0.2,1.76
,11:18:21,4,2700,3135.8,1.88,13.3,9,13.3,0.216,10,0.2,1.76
,11:18:22,4,2700,3136.8,1.89,13.3,9,13.3,0.216,10,0.2,1.77
,11:18:23,4,2700,3137.8,1.89,13.3,9,13.3,0.217,10,0.2,1.77
,11:18:24,4,2700,3138.8,1.91,13.3,9,13.3,0.212,10,0.2,1.79
,11:18:25,4,2700,3139.8,1.93,13.3,9,13.3,0.215,10,0.2,1.81
,11:18:26,4,2700,3140.8,1.94,13.3,9,13.3,0.216,10,0.2,1.82
,11:18:27,4,2700,3141.8,1.93,13.3,9,13.3,0.215,10,0.2,1.8
,11:18:28,4,2700,3142.8,1.91,13.3,9,13.3,0.213,10,0.2,1.79
,11:18:29,4,2700,3143.8,1.9,13.3,9,13.3,0.212,10,0.2,1.78
,11:18:30,4,2700,3144.8,1.9,13.3,9,13.3,0.212,10,0.2,1.78
,11:18:31,4,2700,3145.8,1.9,13.3,9,13.3,0.211,10,0.2,1.78
,11:18:32,4,2700,3146.8,1.89,13.3,9,13.3,0.211,10,0.2,1.77
,11:18:33,4,2700,3147.8,1.9,13.3,9,13.3,0.205,10,0.2,1.77
,11:18:34,4,2700,3148.8,1.9,13.3,9,13.3,0.205,10,0.2,1.77
,11:18:35,4,2700,3149.8,1.9,13.3,9,13.3,0.2,10,0.2,1.77
,11:18:36,4,2700,3150.8,1.89,13.3,9,13.3,0.199,10,0.2,1.77
,11:18:37,4,2700,3151.8,1.88,13.3,9,13.2,0.198,10,0.2,1.76
,11:18:38,4,2700,3152.8,1.88,13.3,9,13.2,0.203,10,0.2,1.76
,11:18:39,4,2700,3153.8,1.88,13.3,9,13.2,0.209,10,0.2,1.76
,11:18:40,4,2700,3154.8,1.88,13.3,9,13.2,0.215,10,0.2,1.76
,11:18:41,4,2700,3155.8,1.87,13.3,9,13.2,0.215,10,0.2,1.75
,11:18:42,4,2700,3156.8,1.87,13.3,9,13.2,0.208,10,0.2,1.75
,11:18:43,4,2700,3157.8,1.87,13.3,9,13.2,0.208,10,0.2,1.75
,11:18:44,4,2700,3158.8,1.88,13.3,9,13.2,0.209,10,0.2,1.76
,11:18:45,4,2700,3159.8,1.89,13.3,9,13.2,0.21,10,0.2,1.77
,11:18:46,4,2700,3160.8,1.89,13.3,9,13.2,0.211,10,0.2,1.77
,11:18:47,4,2700,3161.8,1.89,13.3,9,13.2,0.211,10,0.2,1.77
,11:18:48,4,2700,3162.8,1.89,13.3,9,13.2,0.211,10,0.2,1.77
,11:18:49,4,2700,3163.8,1.9,13.3,9,13.2,0.211,10,0.2,1.78
,11:18:50,4,2700,3164.8,1.9,13.3,9,13.2,0.212,10,0.2,1.78
,11:18:51,4,2700,3165.8,1.91,13.3,9,13.2,0.212,10,0.2,1.78
,11:18:52,4,2700,3166.8,1.9,13.3,9,13.2,0.212,10,0.2,1.78
,11:18:53,4,2700,3167.8,1.9,13.3,9,13.2,0.211,10,0.2,1.77
,11:18:54,4,2700,3168.8,1.89,13.3,9,13.2,0.21,10,0.2,1.77
,11:18:55,4,2700,3169.8,1.88,13.3,9,13.2,0.21,10,0.2,1.76
,11:18:56,4,2700,3170.8,1.89,13.3,9,13.1,0.21,10,0.2,1.77
,11:18:57,4,2700,3171.8,1.89,13.3,9,13.1,0.205,10,0.2,1.77
,11:18:58,4,2700,3172.8,1.89,13.3,9,13.1,0.205,10,0.2,1.77
,11:18:59,4,2700,3173.8,1.89,13.3,9,13.1,0.205,10,0.2,1.77
,11:19:00,4,2700,3174.8,1.89,13.3,9,13.1,0.204,10,0.2,1.77
,11:19:01,4,2700,3175.8,1.89,13.3,9,13.1,0.204,10,0.2,1.77
,11:19:02,4,2700,3176.8,1.88,13.3,9,13.1,0.204,10,0.2,1.76
,11:19:03,4,2700,3177.8,1.89,13.3,9,13.1,0.204,10,0.2,1.77
,11:19:04,4,2700,3178.8,1.88,13.3,9,13.1,0.21,10,0.2,1.76
,11:19:05,4,2700,3179.8,1.88,13.3,9,13.1,0.209,10,0.2,1.76
,11:19:06,4,2700,3180.8,1.88,13.3,9,13.1,0.209,10,0.2,1.76
,11:19:07,4,2700,3181.8,1.88,13.3,9,13.1,0.209,10,0.2,1.76
,11:19:08,4,2700,3182.8,1.88,13.3,9,13.1,0.209,10,0.2,1.76
,11:19:09,4,2700,3183.8,1.88,13.3,9,13.1,0.209,10,0.2,1.76
,11:19:10,4,2700,3184.8,1.87,13.3,9,13.1,0.209,10,0.2,1.76
,11:19:11,4,2700,3185.8,1.88,13.3,9,13,0.209,10,0.2,1.76
,11:19:12,4,2700,3186.8,1.88,13.3,9,13,0.209,10,0.2,1.76
,11:19:13,4,2700,3187.8,1.87,13.3,9,13,0.209,10,0.2,1.76
,11:19:14,4,2700,3188.8,1.87,13.3,9,13,0.209,10,0.2,1.75
,11:19:15,4,2700,3189.8,1.87,13.3,9,13,0.209,10,0.2,1.75
,11:19:16,4,2700,3190.8,1.87,13.3,9,13,0.203,10,0.2,1.75
,11:19:17,4,2700,3191.8,1.87,13.3,9,13,0.198,10,0.2,1.76
,11:19:18,4,2700,3192.8,1.88,13.3,9,13,0.198,10,0.2,1.76
,11:19:19,4,2700,3193.8,1.87,13.3,9,13,0.203,10,0.2,1.76
,11:19:20,4,2700,3194.8,1.86,13.3,9,13,0.207,10,0.2,1.74
,11:19:21,4,2700,3195.8,1.84,13.3,9,13,0.205,10,0.2,1.72
,11:19:22,4,2700,3196.8,1.83,13.3,9,12.9,0.209,10,0.2,1.71
,11:19:23,4,2700,3197.8,1.82,13.3,9,12.9,0.209,10,0.2,1.7
,11:19:24,4,2700,3198.8,1.82,13.3,9,12.9,0.203,10,0.2,1.7
,11:19:25,4,2700,3199.8,1.83,13.3,9,12.9,0.204,10,0.2,1.71
,11:19:26,4,2700,3200.8,1.84,13.3,9,12.9,0.205,10,0.2,1.73
,11:19:27,4,2700,3201.8,1.85,13.3,9,12.9,0.213,10,0.2,1.74
,11:19:28,4,2700,3202.8,1.86,13.3,9,12.9,0.207,10,0.2,1.74
,11:19:29,4,2700,3203.8,1.85,13.3,9,12.9,0.207,10,0.2,1.74
,11:19:30,4,2700,3204.8,1.85,13.3,9,12.9,0.207,10,0.2,1.74
,11:19:31,4,2700,3205.8,1.85,13.3,9,12.9,0.206,10,0.2,1.73
,11:19:32,4,2700,3206.8,1.84,13.3,9,12.9,0.211,10,0.2,1.72
,11:19:33,4,2700,3207.8,1.84,13.3,9,12.8,0.211,10,0.2,1.72
,11:19:34,4,2700,3208.8,1.84,13.3,9,12.8,0.205,10,0.2,1.72
,11:19:35,4,2700,3209.8,1.85,13.3,9,12.8,0.206,10,0.2,1.73
,11:19:36,4,2700,3210.8,1.85,13.3,9,12.8,0.206,10,0.2,1.73
,11:19:37,4,2700,3211.8,1.85,13.3,9,12.8,0.206,10,0.2,1.74
,11:19:38,4,2700,3212.8,1.86,13.3,9,12.8,0.207,10,0.2,1.74
,11:19:39,4,2700,3213.8,1.87,13.3,9,12.8,0.208,10,0.2,1.75
,11:19:40,4,2700,3214.8,1.87,13.3,9,12.8,0.208,10,0.2,1.75
,11:19:41,4,2700,3215.8,1.87,13.3,9,12.8,0.208,10,0.2,1.75
,11:19:42,4,2700,3216.8,1.87,13.3,9,12.8,0.208,10,0.2,1.75
,11:19:43,4,2700,3217.8,1.88,13.3,9,12.8,0.209,10,0.2,1.76
,11:19:44,4,2700,3218.8,1.89,13.3,9,12.7,0.211,10,0.2,1.77
,11:19:45,4,2700,3219.8,1.9,13.3,9,12.7,0.206,10,0.2,1.78
,11:19:46,4,2700,3220.8,1.91,13.3,9,12.7,0.207,10,0.2,1.79
,11:19:47,4,2700,3221.8,1.91,13.3,9,12.7,0.213,10,0.2,1.79
,11:19:48,4,2700,3222.8,1.9,13.3,9,12.7,0.206,10,0.2,1.78
,11:19:49,4,2700,3223.8,1.9,13.3,9,12.7,0.211,10,0.2,1.77
,11:19:50,4,2700,3224.8,1.88,13.3,9,12.7,0.204,10,0.2,1.76
,11:19:51,4,2700,3225.8,1.88,13.3,9,12.7,0.209,10,0.2,1.76
,11:19:52,4,2700,3226.8,1.87,13.3,9,12.6,0.208,10,0.2,1.75
,11:19:53,4,2700,3227.8,1.86,13.3,9,12.6,0.208,10,0.2,1.75
,11:19:54,4,2700,3228.8,1.86,13.3,9,12.6,0.201,10,0.2,1.74
,11:19:55,4,2700,3229.8,1.86,13.3,9,12.6,0.201,10,0.2,1.74
,11:19:56,4,2700,3230.8,1.86,13.3,9,12.6,0.201,10,0.2,1.74
,11:19:57,4,2700,3231.8,1.87,13.3,9,12.6,0.197,10,0.2,1.75
,11:19:58,4,2700,3232.8,1.88,13.3,9,12.6,0.198,10,0.2,1.76
,11:19:59,4,2700,3233.8,1.88,13.3,9,12.6,0.198,10,0.2,1.76
,11:20:00,4,2700,3234.8,1.88,13.3,9,12.6,0.198,10,0.2,1.76
,11:20:01,4,2700,3235.8,1.87,13.3,9,12.5,0.197,10,0.2,1.75
,11:20:02,4,2700,3236.8,1.85,13.3,9,12.5,0.195,10,0.2,1.74
,11:20:03,4,2700,3237.8,1.84,13.3,9,12.5,0.199,10,0.2,1.72
,11:20:04,4,2700,3238.8,1.82,13.3,9,12.5,0.197,10,0.2,1.7
,11:20:05,4,2700,3239.8,1.81,13.3,9,12.5,0.196,10,0.2,1.7
,11:20:06,4,2700,3240.8,1.82,13.3,9,12.5,0.197,10,0.2,1.7
,11:20:07,4,2700,3241.8,1.83,13.3,9,12.5,0.198,10,0.2,1.71
,11:20:08,4,2700,3242.8,1.83,13.3,9,12.5,0.199,10,0.2,1.72
,11:20:09,4,2700,3243.8,1.83,13.3,9,12.4,0.204,10,0.2,1.71
,11:20:10,4,2700,3244.8,1.82,13.3,9,12.4,0.203,10,0.2,1.71
,11:20:11,4,2700,3245.8,1.81,13.3,9,12.4,0.202,10,0.2,1.69
,11:20:12,4,2700,3246.8,1.8,13.3,9,12.4,0.195,10,0.2,1.69
,11:20:13,4,2700,3247.8,1.79,13.3,9,12.4,0.2,10,0.2,1.68
,11:20:14,4,2700,3248.8,1.8,13.3,9,12.4,0.2,10,0.2,1.68
,11:20:15,4,2700,3249.8,1.8,13.3,9,12.4,0.195,10,0.2,1.69
,11:20:16,4,2700,3250.8,1.8,13.3,9,12.3,0.195,10,0.2,1.68
,11:20:17,4,2700,3251.8,1.79,13.3,9,12.3,0.2,10,0.2,1.68
,11:20:18,4,2700,3252.8,1.79,13.3,9,12.3,0.199,10,0.2,1.68
,11:20:19,4,2700,3253.8,1.79,13.3,9,12.3,0.194,10,0.2,1.68
,11:20:20,4,2700,3254.8,1.78,13.3,9,12.3,0.193,10,0.2,1.67
,11:20:21,4,2700,3255.8,1.77,13.3,9,12.3,0.192,10,0.2,1.66
,11:20:22,4,2700,3256.8,1.75,13.3,9,12.3,0.195,10,0.2,1.63
,11:20:23,4,2700,3257.8,1.73,13.3,9,12.3,0.198,10,0.2,1.62
,11:20:24,4,2700,3258.8,1.72,13.3,9,12.3,0.198,10,0.2,1.62
,11:20:25,4,2700,3259.8,1.73,13.3,8,12.2,0.205,10,0.2,1.62
,11:20:26,4,2700,3260.8,1.74,13.3,8,12.2,0.206,10,0.2,1.63
,11:20:27,4,2700,3261.8,1.76,13.3,9,12.2,0.202,10,0.2,1.65
,11:20:28,4,2700,3262.8,1.78,13.3,9,12.2,0.205,10,0.2,1.67
,11:20:29,4,2700,3263.8,1.8,13.3,9,12.2,0.207,10,0.2,1.69
,11:20:30,4,2700,3264.8,1.81,13.3,9,12.2,0.202,10,0.2,1.7
,11:20:31,4,2700,3265.8,1.82,13.3,9,12.2,0.203,10,0.2,1.7
,11:20:32,4,2700,3266.8,1.82,13.3,9,12.1,0.203,10,0.2,1.7
,11:20:33,4,2700,3267.8,1.82,13.3,9,12.1,0.209,10,0.2,1.7
,11:20:34,4,2700,3268.8,1.82,13.3,9,12.1,0.208,10,0.2,1.7
,11:20:35,4,2700,3269.8,1.81,13.3,9,12.1,0.208,10,0.2,1.69
,11:20:36,4,2700,3270.8,1.8,13.3,9,12.1,0.207,10,0.2,1.69
,11:20:37,4,2700,3271.8,1.81,13.3,9,12.1,0.207,10,0.2,1.69
,11:20:38,4,2700,3272.8,1.82,13.3,9,12,0.203,10,0.2,1.7
,11:20:39,4,2700,3273.8,1.82,13.3,9,12,0.203,10,0.2,1.71
,11:20:40,4,2700,3274.8,1.83,13.3,9,12,0.204,10,0.2,1.71
,11:20:41,4,2700,3275.8,1.83,13.3,9,12,0.204,10,0.2,1.71
,11:20:42,4,2700,3276.8,1.83,13.3,9,12,0.21,10,0.2,1.72
,11:20:43,4,2700,3277.8,1.83,13.3,9,12,0.204,10,0.2,1.72
,11:20:44,4,2700,3278.8,1.83,13.3,9,12,0.21,10,0.2,1.72
,11:20:45,4,2700,3279.8,1.83,13.3,9,12,0.204,10,0.2,1.72
,11:20:46,4,2700,3280.8,1.84,13.3,9,11.9,0.205,10,0.2,1.72
,11:20:47,4,2700,3281.8,1.84,13.3,9,11.9,0.199,10,0.2,1.72
,11:20:48,4,2700,3282.8,1.84,13.3,9,11.9,0.194,10,0.2,1.73
,11:20:49,4,2700,3283.8,1.85,13.3,9,11.9,0.195,10,0.2,1.73
,11:20:50,4,2700,3284.8,1.84,13.3,9,11.9,0.194,10,0.2,1.72
,11:20:51,4,2700,3285.8,1.84,13.3,10,11.9,0.189,10,0.2,1.72
,11:20:52,4,2700,3286.8,1.84,13.3,10,11.9,0.188,10,0.2,1.72
,11:20:53,4,2700,3287.8,1.83,13.3,9,11.8,0.193,10,0.2,1.71
,11:20:54,4,2700,3288.8,1.82,13.3,9,11.8,0.202,10,0.2,1.7
,11:20:55,4,2700,3289.8,1.79,13.3,9,11.8,0.206,10,0.2,1.68
,11:20:56,4,2700,3290.8,1.78,13.3,9,11.8,0.204,10,0.2,1.67
,11:20:57,4,2700,3291.8,1.78,13.3,9,11.8,0.205,10,0.2,1.67
,11:20:58,4,2700,3292.8,1.79,13.3,9,11.8,0.199,10,0.2,1.68
,11:20:59,4,2700,3293.8,1.79,13.3,9,11.8,0.2,10,0.2,1.68
,11:21:00,4,2700,3294.8,1.79,13.3,9,11.8,0.206,10,0.2,1.68
,11:21:01,4,2700,3295.8,1.79,13.3,9,11.8,0.205,10,0.2,1.67
,11:21:02,4,2700,3296.8,1.78,13.3,9,11.7,0.204,10,0.2,1.67
,11:21:03,4,2700,3297.8,1.78,13.3,9,11.7,0.204,10,0.2,1.67
,11:21:04,4,2700,3298.8,1.79,13.3,9,11.7,0.199,10,0.2,1.68
,11:21:05,4,2700,3299.8,1.8,13.3,9,11.7,0.201,10,0.2,1.69
,11:21:06,4,2700,3300.8,1.81,13.3,9,11.7,0.201,10,0.2,1.69
,11:21:07,4,2700,3301.8,1.82,13.3,9,11.7,0.203,10,0.2,1.7
,11:21:08,4,2700,3302.8,1.82,13.3,9,11.7,0.203,10,0.2,1.71
,11:21:09,4,2700,3303.8,1.83,13.3,9,11.6,0.204,10,0.2,1.71
,11:21:10,4,2700,3304.8,1.83,13.3,9,11.6,0.204,10,0.2,1.71
,11:21:11,4,2700,3305.8,1.83,13.3,9,11.6,0.204,10,0.2,1.72
,11:21:12,4,2700,3306.8,1.84,13.3,9,11.6,0.205,10,0.2,1.72
,11:21:13,4,2700,3307.8,1.84,13.3,9,11.6,0.205,10,0.2,1.72
Test completed at 11:21:14 on 22/03/2016,,,,,,,,,,,,
