Data file,,RA0.3_DISTILLEDWATER_12C_001.TSV,,,,,,,,,,
Configuration file,,TE77 CHILLER.CFG,,,,,,,,,,
Calibration file,,TE77 CHILLER.CAL,,,,,,,,,,
Test control file,,PARAM01_1.TSF,,,,,,,,,,
,,,,,,,,,,,,
User,,David Eckold,,,,,,,,,,
Date,,14/10/2016,,,,,,,,,,
Lubricant,,Distilled Water,,,,,,,,,,
Specimens,,Al Ra0.3 on PTFE,,,,,,,,,,
Temp,,12,,,,,,,,,,
Notes,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Test file variable V1 <Temp> = 12,,,,,,,,,,,,
Test file variable V2 <Load> = 9.3,,,,,,,,,,,,
Test file variable V3 <Freq> = 13.3,,,,,,,,,,,,
Test started at 10:58:37 on 14/10/2016,,,,,,,,,,,,
,Time,This Step,Step Time,Test Time,Friction Force (N),Frequency (Hz),Load (N),Specimen Temperature (Chiller) (øC),Friction Coeff,Friction Range (N),Contact Pot (mV),Force Input (Volts)
,11:33:06,6,3590,2069.3,0.6,13.3,10,12.7,0.062,10,49.9,0.58
,11:33:07,6,3590,2070.3,0.6,13.3,10,12.7,0.061,10,49.9,0.57
,11:33:08,6,3590,2071.3,0.59,13.3,9,12.7,0.062,10,49.9,0.56
,11:33:09,6,3590,2072.3,0.58,13.3,9,12.7,0.061,10,49.9,0.56
,11:33:10,6,3590,2073.3,0.57,13.3,9,12.6,0.06,10,49.9,0.55
,11:33:11,6,3590,2074.3,0.57,13.3,9,12.6,0.06,10,49.9,0.55
,11:33:12,6,3590,2075.3,0.56,13.3,9,12.6,0.061,10,49.9,0.54
,11:33:13,6,3590,2076.3,0.56,13.3,9,12.6,0.061,10,49.9,0.54
,11:33:14,6,3590,2077.3,0.56,13.3,9,12.6,0.061,10,49.9,0.54
,11:33:15,6,3590,2078.3,0.57,13.3,9,12.6,0.061,10,49.9,0.55
,11:33:16,6,3590,2079.3,0.57,13.3,9,12.5,0.061,10,49.9,0.55
,11:33:17,6,3590,2080.3,0.57,13.3,9,12.5,0.062,10,49.9,0.55
,11:33:18,6,3590,2081.3,0.57,13.3,9,12.5,0.062,10,49.9,0.55
,11:33:19,6,3590,2082.3,0.57,13.3,9,12.5,0.062,10,49.9,0.55
,11:33:20,6,3590,2083.3,0.57,13.3,9,12.5,0.061,10,49.9,0.55
,11:33:21,6,3590,2084.3,0.57,13.3,9,12.5,0.061,10,49.9,0.55
,11:33:22,6,3590,2085.3,0.57,13.3,9,12.5,0.061,10,49.9,0.55
,11:33:23,6,3590,2086.3,0.57,13.3,9,12.4,0.062,10,49.9,0.55
,11:33:24,6,3590,2087.3,0.57,13.3,9,12.4,0.062,10,49.9,0.56
,11:33:25,6,3590,2088.3,0.59,13.3,9,12.4,0.064,10,49.9,0.56
,11:33:26,6,3590,2089.3,0.6,13.3,9,12.4,0.065,10,49.9,0.57
,11:33:27,6,3590,2090.3,0.6,13.3,9,12.4,0.065,10,49.9,0.58
,11:33:28,6,3590,2091.3,0.61,13.3,9,12.4,0.066,10,49.9,0.58
,11:33:29,6,3590,2092.3,0.61,13.3,9,12.4,0.066,10,49.9,0.58
,11:33:30,6,3590,2093.3,0.61,13.3,9,12.4,0.066,10,49.9,0.58
,11:33:31,6,3590,2094.3,0.6,13.3,9,12.4,0.065,10,49.9,0.58
,11:33:32,6,3590,2095.3,0.6,13.3,9,12.3,0.065,10,49.9,0.58
,11:33:33,6,3590,2096.3,0.6,13.3,9,12.3,0.065,10,49.9,0.58
,11:33:34,6,3590,2097.3,0.61,13.3,9,12.3,0.066,10,49.9,0.58
,11:33:35,6,3590,2098.3,0.61,13.3,9,12.3,0.066,10,49.9,0.59
,11:33:36,6,3590,2099.3,0.61,13.3,9,12.3,0.066,10,49.9,0.58
,11:33:37,6,3590,2100.3,0.61,13.3,9,12.3,0.066,10,49.9,0.58
,11:33:38,6,3590,2101.3,0.61,13.3,9,12.3,0.066,10,49.9,0.58
,11:33:39,6,3590,2102.3,0.61,13.3,9,12.2,0.066,10,49.9,0.59
,11:33:40,6,3590,2103.3,0.61,13.3,9,12.2,0.066,10,49.9,0.59
,11:33:41,6,3590,2104.3,0.62,13.3,9,12.2,0.069,10,49.9,0.59
,11:33:42,6,3590,2105.3,0.62,13.3,9,12.2,0.069,10,49.9,0.59
,11:33:43,6,3590,2106.3,0.63,13.3,9,12.2,0.07,10,49.9,0.6
,11:33:44,6,3590,2107.3,0.63,13.3,9,12.2,0.069,10,49.9,0.61
,11:33:45,6,3590,2108.3,0.63,13.3,9,12.2,0.067,10,49.9,0.61
,11:33:46,6,3590,2109.3,0.63,13.3,9,12.2,0.066,10,49.9,0.6
,11:33:47,6,3590,2110.3,0.62,13.3,9,12.1,0.065,10,49.9,0.59
,11:33:48,6,3590,2111.3,0.61,13.3,9,12.1,0.064,10,49.9,0.59
,11:33:49,6,3590,2112.3,0.61,13.3,9,12.1,0.066,10,49.9,0.59
,11:33:50,6,3590,2113.3,0.61,13.3,9,12.1,0.064,10,49.9,0.59
,11:33:51,6,3590,2114.3,0.61,13.3,10,12.1,0.063,10,49.9,0.59
,11:33:52,6,3590,2115.3,0.61,13.3,10,12.1,0.063,10,49.9,0.59
,11:33:53,6,3590,2116.3,0.61,13.3,10,12,0.062,10,49.9,0.58
,11:33:54,6,3590,2117.3,0.6,13.3,10,12,0.062,10,49.9,0.57
,11:33:55,6,3590,2118.3,0.59,13.3,10,12,0.06,10,49.9,0.56
,11:33:56,6,3590,2119.3,0.58,13.3,10,12,0.059,10,49.9,0.56
,11:33:57,6,3590,2120.3,0.57,13.3,9,12,0.061,10,49.9,0.55
,11:33:58,6,3590,2121.3,0.58,13.3,9,11.9,0.063,10,49.9,0.56
,11:33:59,6,3590,2122.3,0.58,13.3,9,11.9,0.063,10,49.9,0.56
,11:34:00,6,3590,2123.3,0.58,13.3,9,11.9,0.063,10,49.9,0.56
,11:34:01,6,3590,2124.3,0.58,13.3,9,11.9,0.064,10,49.9,0.56
,11:34:02,6,3590,2125.3,0.58,13.3,9,11.9,0.065,10,49.9,0.56
,11:34:03,6,3590,2126.3,0.58,13.3,9,11.9,0.065,10,49.9,0.56
,11:34:04,6,3590,2127.3,0.58,13.3,9,11.9,0.067,10,49.9,0.56
,11:34:05,6,3590,2128.3,0.58,13.3,9,11.9,0.067,10,49.9,0.56
,11:34:06,6,3590,2129.3,0.59,13.3,9,11.8,0.067,10,49.9,0.56
,11:34:07,6,3590,2130.3,0.6,13.3,9,11.8,0.067,10,49.9,0.58
,11:34:08,6,3590,2131.3,0.61,13.3,9,11.8,0.067,10,49.9,0.58
,11:34:09,6,3590,2132.3,0.61,13.3,9,11.8,0.068,10,49.9,0.58
,11:34:10,6,3590,2133.3,0.61,13.3,9,11.8,0.066,10,49.9,0.58
,11:34:11,6,3590,2134.3,0.61,13.3,9,11.8,0.066,10,49.9,0.58
,11:34:12,6,3590,2135.3,0.61,13.3,9,11.7,0.064,10,49.9,0.58
,11:34:13,6,3590,2136.3,0.61,13.3,9,11.7,0.064,10,49.9,0.58
,11:34:14,6,3590,2137.3,0.61,13.3,9,11.7,0.064,10,49.9,0.58
,11:34:15,6,3590,2138.3,0.61,13.3,9,11.7,0.068,10,49.9,0.58
,11:34:16,6,3590,2139.3,0.61,13.3,9,11.7,0.068,10,49.9,0.59
,11:34:17,6,3590,2140.3,0.62,13.3,9,11.7,0.069,10,49.9,0.59
,11:34:18,6,3590,2141.3,0.62,13.3,9,11.7,0.067,10,49.9,0.6
,11:34:19,6,3590,2142.3,0.63,13.3,9,11.7,0.068,10,49.9,0.6
,11:34:20,6,3590,2143.3,0.63,13.3,9,11.6,0.07,10,49.9,0.6
,11:34:21,6,3590,2144.3,0.63,13.3,9,11.6,0.07,10,49.9,0.6
,11:34:22,6,3590,2145.3,0.63,13.3,9,11.6,0.066,10,49.9,0.61
,11:34:23,6,3590,2146.3,0.63,13.3,10,11.6,0.065,10,49.9,0.61
,11:34:24,6,3590,2147.3,0.63,13.3,9,11.6,0.066,10,49.9,0.6
,11:34:25,6,3590,2148.3,0.62,13.3,9,11.6,0.067,10,49.9,0.6
,11:34:26,6,3590,2149.3,0.62,13.3,9,11.6,0.067,10,49.9,0.6
,11:34:27,6,3590,2150.3,0.62,13.3,9,11.6,0.067,10,49.9,0.6
,11:34:28,6,3590,2151.3,0.62,13.3,9,11.6,0.067,10,49.9,0.6
,11:34:29,6,3590,2152.3,0.63,13.3,9,11.5,0.07,10,49.9,0.6
,11:34:30,6,3590,2153.3,0.64,13.3,9,11.5,0.069,10,49.9,0.61
,11:34:31,6,3590,2154.3,0.64,13.3,10,11.5,0.065,10,49.9,0.61
,11:34:32,6,3590,2155.3,0.64,13.3,10,11.5,0.065,10,49.9,0.61
,11:34:33,6,3590,2156.3,0.63,13.3,9,11.5,0.067,10,49.9,0.61
,11:34:34,6,3590,2157.3,0.63,13.3,9,11.5,0.069,10,49.9,0.61
,11:34:35,6,3590,2158.3,0.64,13.3,9,11.4,0.069,10,49.9,0.61
,11:34:36,6,3590,2159.3,0.64,13.3,9,11.4,0.07,10,49.9,0.62
,11:34:37,6,3590,2160.3,0.64,13.3,9,11.4,0.07,10,49.9,0.62
,11:34:38,6,3590,2161.3,0.64,13.3,9,11.4,0.069,10,49.9,0.61
,11:34:39,6,3590,2162.3,0.63,13.3,9,11.4,0.068,10,49.9,0.61
,11:34:40,6,3590,2163.3,0.63,13.3,9,11.3,0.068,10,49.9,0.6
,11:34:41,6,3590,2164.3,0.63,13.3,9,11.3,0.068,10,49.9,0.6
,11:34:42,6,3590,2165.3,0.63,13.3,9,11.3,0.066,10,49.9,0.61
,11:34:43,6,3590,2166.3,0.63,13.3,10,11.3,0.065,10,49.9,0.61
,11:34:44,6,3590,2167.3,0.63,13.3,9,11.3,0.066,10,49.9,0.6
,11:34:45,6,3590,2168.3,0.62,13.3,9,11.3,0.067,10,49.9,0.59
,11:34:46,6,3590,2169.3,0.61,13.3,9,11.2,0.068,10,49.9,0.58
,11:34:47,6,3590,2170.3,0.61,13.3,9,11.2,0.068,10,49.9,0.59
,11:34:48,6,3590,2171.3,0.62,13.3,9,11.2,0.069,10,49.9,0.6
,11:34:49,6,3590,2172.3,0.64,13.3,9,11.2,0.07,10,49.9,0.62
,11:34:50,6,3590,2173.3,0.66,13.3,9,11.2,0.069,10,49.9,0.63
,11:34:51,6,3590,2174.3,0.66,13.3,9,11.2,0.07,10,49.9,0.63
,11:34:52,6,3590,2175.3,0.65,13.3,9,11.1,0.071,10,49.9,0.63
,11:34:53,6,3590,2176.3,0.65,13.3,9,11.1,0.071,10,49.9,0.63
,11:34:54,6,3590,2177.3,0.65,13.3,9,11.1,0.069,10,49.9,0.63
,11:34:55,6,3590,2178.3,0.66,13.3,10,11.1,0.068,10,49.9,0.63
,11:34:56,6,3590,2179.3,0.66,13.3,10,11.1,0.068,10,49.9,0.63
,11:34:57,6,3590,2180.3,0.65,13.3,9,11.1,0.068,10,49.9,0.62
,11:34:58,6,3590,2181.3,0.63,13.3,9,11,0.068,10,49.9,0.6
,11:34:59,6,3590,2182.3,0.62,13.3,9,11,0.069,10,49.9,0.59
,11:35:00,6,3590,2183.3,0.62,13.3,9,11,0.069,10,49.9,0.59
,11:35:01,6,3590,2184.3,0.62,13.3,9,11,0.069,10,49.9,0.6
,11:35:02,6,3590,2185.3,0.63,13.3,9,11,0.07,10,49.9,0.6
,11:35:03,6,3590,2186.3,0.64,13.3,9,11,0.071,10,49.9,0.61
,11:35:04,6,3590,2187.3,0.65,13.3,9,11,0.072,10,49.9,0.62
,11:35:05,6,3590,2188.3,0.65,13.3,9,11,0.071,10,49.9,0.63
,11:35:06,6,3590,2189.3,0.65,13.3,9,10.9,0.071,10,49.9,0.63
,11:35:07,6,3590,2190.3,0.65,13.3,9,10.9,0.069,10,49.9,0.63
,11:35:08,6,3590,2191.3,0.65,13.3,9,10.9,0.068,10,49.9,0.62
,11:35:09,6,3590,2192.3,0.65,13.3,9,10.9,0.07,10,49.9,0.62
,11:35:10,6,3590,2193.3,0.64,13.3,9,10.9,0.07,10,49.9,0.62
,11:35:11,6,3590,2194.3,0.64,13.3,9,10.8,0.07,10,49.9,0.62
,11:35:12,6,3590,2195.3,0.64,13.3,9,10.8,0.07,10,49.9,0.62
,11:35:13,6,3590,2196.3,0.65,13.3,9,10.8,0.07,10,49.9,0.63
,11:35:14,6,3590,2197.3,0.65,13.3,9,10.8,0.071,10,49.9,0.63
,11:35:15,6,3590,2198.3,0.65,13.3,9,10.8,0.073,10,49.9,0.63
,11:35:16,6,3590,2199.3,0.66,13.3,9,10.8,0.071,10,49.9,0.63
,11:35:17,6,3590,2200.3,0.65,13.3,9,10.7,0.069,10,49.9,0.63
,11:35:18,6,3590,2201.3,0.65,13.3,10,10.7,0.066,10,49.9,0.62
,11:35:19,6,3590,2202.3,0.65,13.3,10,10.7,0.066,10,49.9,0.62
,11:35:20,6,3590,2203.3,0.65,13.3,9,10.7,0.068,10,49.9,0.62
,11:35:21,6,3590,2204.3,0.64,13.3,9,10.7,0.068,10,49.9,0.62
,11:35:22,6,3590,2205.3,0.63,13.3,9,10.7,0.068,10,49.9,0.6
,11:35:23,6,3590,2206.3,0.62,13.3,9,10.7,0.069,10,49.9,0.59
,11:35:24,6,3590,2207.3,0.62,13.3,9,10.7,0.069,10,49.9,0.6
,11:35:25,6,3590,2208.3,0.63,13.3,9,10.7,0.071,10,49.9,0.61
,11:35:26,6,3590,2209.3,0.65,13.3,9,10.7,0.068,10,49.9,0.62
,11:35:27,6,3590,2210.3,0.65,13.3,9,10.6,0.069,10,49.9,0.63
,11:35:28,6,3590,2211.3,0.66,13.3,9,10.6,0.069,10,49.9,0.63
,11:35:29,6,3590,2212.3,0.66,13.3,9,10.6,0.07,10,49.9,0.63
,11:35:30,6,3590,2213.3,0.66,13.3,9,10.6,0.072,10,49.9,0.63
,11:35:31,6,3590,2214.3,0.65,13.3,9,10.6,0.07,10,49.9,0.62
,11:35:32,6,3590,2215.3,0.64,13.3,9,10.6,0.07,10,49.9,0.62
,11:35:33,6,3590,2216.3,0.65,13.3,9,10.5,0.07,10,49.9,0.62
,11:35:34,6,3590,2217.3,0.66,13.3,9,10.5,0.071,10,49.9,0.63
,11:35:35,6,3590,2218.3,0.66,13.3,9,10.5,0.072,10,49.9,0.64
,11:35:36,6,3590,2219.3,0.66,13.3,9,10.5,0.072,10,49.9,0.63
,11:35:37,6,3590,2220.3,0.66,13.3,9,10.5,0.071,10,49.9,0.63
,11:35:38,6,3590,2221.3,0.65,13.3,9,10.5,0.069,10,49.9,0.63
,11:35:39,6,3590,2222.3,0.65,13.3,9,10.5,0.069,10,49.9,0.63
,11:35:40,6,3590,2223.3,0.64,13.3,9,10.4,0.07,10,49.9,0.62
,11:35:41,6,3590,2224.3,0.64,13.3,9,10.4,0.071,10,49.9,0.61
,11:35:42,6,3590,2225.3,0.64,13.3,9,10.4,0.071,10,49.9,0.61
,11:35:43,6,3590,2226.3,0.64,13.3,9,10.4,0.07,10,49.9,0.62
,11:35:44,6,3590,2227.3,0.65,13.3,9,10.4,0.069,10,49.9,0.63
,11:35:45,6,3590,2228.3,0.66,13.3,9,10.4,0.071,10,49.9,0.63
,11:35:46,6,3590,2229.3,0.66,13.3,9,10.4,0.07,10,49.9,0.63
,11:35:47,6,3590,2230.3,0.66,13.3,9,10.4,0.07,10,49.9,0.63
,11:35:48,6,3590,2231.3,0.66,13.3,10,10.4,0.068,10,49.9,0.63
,11:35:49,6,3590,2232.3,0.65,13.3,10,10.4,0.067,10,49.9,0.63
,11:35:50,6,3590,2233.3,0.65,13.3,9,10.3,0.07,10,49.9,0.62
,11:35:51,6,3590,2234.3,0.63,13.3,9,10.3,0.071,10,49.9,0.61
,11:35:52,6,3590,2235.3,0.63,13.3,9,10.3,0.07,10,49.9,0.6
,11:35:53,6,3590,2236.3,0.64,13.3,9,10.3,0.071,10,49.9,0.61
,11:35:54,6,3590,2237.3,0.65,13.3,9,10.3,0.07,10,49.9,0.63
,11:35:55,6,3590,2238.3,0.66,13.3,9,10.3,0.071,10,49.9,0.63
,11:35:56,6,3590,2239.3,0.66,13.3,9,10.3,0.072,10,49.9,0.63
,11:35:57,6,3590,2240.3,0.66,13.3,9,10.2,0.072,10,49.9,0.63
,11:35:58,6,3590,2241.3,0.66,13.3,9,10.3,0.072,10,49.9,0.63
,11:35:59,6,3590,2242.3,0.66,13.3,9,10.2,0.071,10,49.9,0.63
,11:36:00,6,3590,2243.3,0.66,13.3,9,10.2,0.071,10,49.9,0.63
,11:36:01,6,3590,2244.3,0.65,13.3,9,10.2,0.069,10,49.9,0.63
,11:36:02,6,3590,2245.3,0.65,13.3,10,10.2,0.067,10,49.9,0.63
,11:36:03,6,3590,2246.3,0.65,13.3,10,10.2,0.066,10,49.9,0.62
,11:36:04,6,3590,2247.3,0.64,13.3,9,10.2,0.067,10,49.9,0.61
,11:36:05,6,3590,2248.3,0.63,13.3,9,10.1,0.068,10,49.9,0.6
,11:36:06,6,3590,2249.3,0.62,13.3,9,10.1,0.069,10,49.9,0.6
,11:36:07,6,3590,2250.3,0.63,13.3,9,10.1,0.07,10,49.9,0.6
,11:36:08,6,3590,2251.3,0.63,13.3,9,10.1,0.071,10,49.9,0.61
,11:36:09,6,3590,2252.3,0.64,13.3,9,10.1,0.072,10,49.9,0.62
,11:36:10,6,3590,2253.3,0.65,13.3,9,10.1,0.07,10,49.9,0.63
,11:36:11,6,3590,2254.3,0.65,13.3,9,10.1,0.071,10,49.9,0.63
,11:36:12,6,3590,2255.3,0.65,13.3,9,10.1,0.072,10,49.9,0.63
,11:36:13,6,3590,2256.3,0.65,13.3,9,10.1,0.072,10,49.9,0.63
,11:36:14,6,3590,2257.3,0.66,13.3,9,10.1,0.069,10,49.9,0.63
,11:36:15,6,3590,2258.3,0.66,13.3,9,10,0.07,10,49.9,0.64
,11:36:16,6,3590,2259.3,0.67,13.3,9,10,0.07,10,49.9,0.64
,11:36:17,6,3590,2260.3,0.66,13.3,9,10,0.07,10,49.9,0.63
,11:36:18,6,3590,2261.3,0.66,13.3,10,10,0.067,10,49.9,0.63
,11:36:19,6,3590,2262.3,0.65,13.3,9,10,0.068,10,49.9,0.62
,11:36:20,6,3590,2263.3,0.63,13.3,9,10,0.068,10,49.9,0.61
,11:36:21,6,3590,2264.3,0.62,13.3,9,10,0.069,10,49.9,0.59
,11:36:22,6,3590,2265.3,0.62,13.3,9,10,0.069,10,49.9,0.59
,11:36:23,6,3590,2266.3,0.62,13.3,9,10,0.069,10,49.9,0.6
,11:36:24,6,3590,2267.3,0.63,13.3,9,10,0.071,10,49.9,0.61
,11:36:25,6,3590,2268.3,0.64,13.3,9,10,0.072,10,49.9,0.62
,11:36:26,6,3590,2269.3,0.65,13.3,9,9.9,0.07,10,49.9,0.63
,11:36:27,6,3590,2270.3,0.66,13.3,9,9.9,0.071,10,49.9,0.63
,11:36:28,6,3590,2271.3,0.66,13.3,9,9.9,0.069,10,49.9,0.63
,11:36:29,6,3590,2272.3,0.66,13.3,9,9.9,0.071,10,49.9,0.63
,11:36:30,6,3590,2273.3,0.66,13.3,9,9.9,0.071,10,49.9,0.63
,11:36:31,6,3590,2274.3,0.66,13.3,9,9.9,0.069,10,49.9,0.63
,11:36:32,6,3590,2275.3,0.66,13.3,10,9.9,0.068,10,49.9,0.63
,11:36:33,6,3590,2276.3,0.65,13.3,9,9.9,0.069,10,49.9,0.63
,11:36:34,6,3590,2277.3,0.65,13.3,9,9.9,0.068,10,49.9,0.62
,11:36:35,6,3590,2278.3,0.64,13.3,9,9.9,0.07,10,49.9,0.62
,11:36:36,6,3590,2279.3,0.65,13.3,9,9.9,0.072,10,49.9,0.62
,11:36:37,6,3590,2280.3,0.65,13.3,9,9.9,0.07,10,49.9,0.63
,11:36:38,6,3590,2281.3,0.66,13.3,9,9.9,0.071,10,49.9,0.63
,11:36:39,6,3590,2282.3,0.66,13.3,9,9.9,0.074,10,49.9,0.64
,11:36:40,6,3590,2283.3,0.66,13.3,9,9.9,0.074,10,49.9,0.64
,11:36:41,6,3590,2284.3,0.66,13.3,9,9.9,0.074,10,49.9,0.63
,11:36:42,6,3590,2285.3,0.66,13.3,9,9.9,0.071,10,49.9,0.63
,11:36:43,6,3590,2286.3,0.66,13.3,9,9.9,0.07,10,49.9,0.64
,11:36:44,6,3590,2287.3,0.67,13.3,9,9.9,0.07,10,49.9,0.64
,11:36:45,6,3590,2288.3,0.66,13.3,9,9.9,0.07,10,49.9,0.63
,11:36:46,6,3590,2289.3,0.65,13.3,9,9.9,0.069,10,49.9,0.63
,11:36:47,6,3590,2290.3,0.65,13.3,9,9.9,0.068,10,49.9,0.62
,11:36:48,6,3590,2291.3,0.64,13.3,9,9.9,0.07,10,49.9,0.62
,11:36:49,6,3590,2292.3,0.65,13.3,9,9.9,0.07,10,49.9,0.62
,11:36:50,6,3590,2293.3,0.65,13.3,9,9.9,0.07,10,49.9,0.62
,11:36:51,6,3590,2294.3,0.65,13.3,9,9.9,0.07,10,49.9,0.62
,11:36:52,6,3590,2295.3,0.65,13.3,9,9.9,0.07,10,49.9,0.62
,11:36:53,6,3590,2296.3,0.65,13.3,9,9.8,0.07,10,49.9,0.62
,11:36:54,6,3590,2297.3,0.65,13.3,9,9.8,0.068,10,49.9,0.62
,11:36:55,6,3590,2298.3,0.65,13.3,10,9.8,0.066,10,49.9,0.62
,11:36:56,6,3590,2299.3,0.64,13.3,9,9.8,0.068,10,49.9,0.62
,11:36:57,6,3590,2300.3,0.64,13.3,9,9.8,0.067,10,49.9,0.61
,11:36:58,6,3590,2301.3,0.63,13.3,9,9.8,0.067,10,49.9,0.61
,11:36:59,6,3590,2302.3,0.63,13.3,9,9.8,0.068,10,49.9,0.6
,11:37:00,6,3590,2303.3,0.63,13.3,9,9.8,0.07,10,49.9,0.6
,11:37:01,6,3590,2304.3,0.63,13.3,9,9.8,0.071,10,49.9,0.61
,11:37:02,6,3590,2305.3,0.64,13.3,9,9.8,0.071,10,49.9,0.61
,11:37:03,6,3590,2306.3,0.64,13.3,9,9.8,0.071,10,49.9,0.62
,11:37:04,6,3590,2307.3,0.65,13.3,9,9.8,0.07,10,49.9,0.62
,11:37:05,6,3590,2308.3,0.65,13.3,9,9.8,0.07,10,49.9,0.62
,11:37:06,6,3590,2309.3,0.65,13.3,9,9.8,0.07,10,49.9,0.62
,11:37:07,6,3590,2310.3,0.65,13.3,9,9.8,0.068,10,49.9,0.62
,11:37:08,6,3590,2311.3,0.65,13.3,9,9.8,0.069,10,49.9,0.63
,11:37:09,6,3590,2312.3,0.65,13.3,10,9.8,0.067,10,49.9,0.63
,11:37:10,6,3590,2313.3,0.65,13.3,9,9.8,0.069,10,49.9,0.63
,11:37:11,6,3590,2314.3,0.65,13.3,9,9.8,0.07,10,49.9,0.63
,11:37:12,6,3590,2315.3,0.65,13.3,9,9.8,0.07,10,49.9,0.62
,11:37:13,6,3590,2316.3,0.64,13.3,9,9.8,0.071,10,49.9,0.62
,11:37:14,6,3590,2317.3,0.64,13.3,9,9.8,0.071,10,49.9,0.62
,11:37:15,6,3590,2318.3,0.65,13.3,9,9.8,0.07,10,49.9,0.62
,11:37:16,6,3590,2319.3,0.65,13.3,9,9.8,0.07,10,49.9,0.62
,11:37:17,6,3590,2320.3,0.65,13.3,9,9.8,0.07,10,49.9,0.63
,11:37:18,6,3590,2321.3,0.65,13.3,9,9.8,0.069,10,49.9,0.63
,11:37:19,6,3590,2322.3,0.65,13.3,9,9.8,0.068,10,49.9,0.62
,11:37:20,6,3590,2323.3,0.65,13.3,9,9.8,0.07,10,49.9,0.62
,11:37:21,6,3590,2324.3,0.65,13.3,9,9.8,0.07,10,49.9,0.63
,11:37:22,6,3590,2325.3,0.65,13.3,9,9.8,0.07,10,49.9,0.63
,11:37:23,6,3590,2326.3,0.65,13.3,9,9.8,0.071,10,49.9,0.63
,11:37:24,6,3590,2327.3,0.65,13.3,9,9.8,0.07,10,49.9,0.63
,11:37:25,6,3590,2328.3,0.65,13.3,9,9.8,0.07,10,49.9,0.62
,11:37:26,6,3590,2329.3,0.65,13.3,9,9.8,0.072,10,49.9,0.62
,11:37:27,6,3590,2330.3,0.65,13.3,9,9.9,0.072,10,49.9,0.62
,11:37:28,6,3590,2331.3,0.65,13.3,9,9.9,0.07,10,49.9,0.63
,11:37:29,6,3590,2332.3,0.66,13.3,9,9.9,0.069,10,49.9,0.63
,11:37:30,6,3590,2333.3,0.66,13.3,9,9.9,0.072,10,49.9,0.64
,11:37:31,6,3590,2334.3,0.66,13.3,9,9.9,0.072,10,49.9,0.63
,11:37:32,6,3590,2335.3,0.66,13.3,9,9.9,0.069,10,49.9,0.63
,11:37:33,6,3590,2336.3,0.66,13.3,10,9.9,0.068,10,49.9,0.63
,11:37:34,6,3590,2337.3,0.66,13.3,10,9.9,0.066,10,49.9,0.63
,11:37:35,6,3590,2338.3,0.66,13.3,10,9.9,0.067,10,49.9,0.63
,11:37:36,6,3590,2339.3,0.65,13.3,9,9.9,0.07,10,49.9,0.62
,11:37:37,6,3590,2340.3,0.64,13.3,9,9.9,0.069,10,49.9,0.61
,11:37:38,6,3590,2341.3,0.63,13.3,9,9.9,0.07,10,49.9,0.6
,11:37:39,6,3590,2342.3,0.62,13.3,9,9.9,0.067,10,49.9,0.6
,11:37:40,6,3590,2343.3,0.63,13.3,9,9.9,0.068,10,49.9,0.61
,11:37:41,6,3590,2344.3,0.64,13.3,9,9.9,0.07,10,49.9,0.62
,11:37:42,6,3590,2345.3,0.65,13.3,9,9.9,0.07,10,49.9,0.63
,11:37:43,6,3590,2346.3,0.66,13.3,9,9.9,0.071,10,49.9,0.63
,11:37:44,6,3590,2347.3,0.66,13.3,9,9.9,0.072,10,49.9,0.64
,11:37:45,6,3590,2348.3,0.67,13.3,9,9.9,0.073,10,49.9,0.64
,11:37:46,6,3590,2349.3,0.67,13.3,9,9.9,0.073,10,49.9,0.64
,11:37:47,6,3590,2350.3,0.67,13.3,9,10,0.072,10,49.9,0.64
,11:37:48,6,3590,2351.3,0.67,13.3,9,10,0.07,10,49.9,0.64
,11:37:49,6,3590,2352.3,0.67,13.3,9,10,0.072,10,49.9,0.64
,11:37:50,6,3590,2353.3,0.66,13.3,9,10,0.072,10,49.9,0.64
,11:37:51,6,3590,2354.3,0.66,13.3,9,10,0.074,10,49.9,0.63
,11:37:52,6,3590,2355.3,0.66,13.3,9,10,0.074,10,49.9,0.64
,11:37:53,6,3590,2356.3,0.67,13.3,9,10,0.074,10,49.9,0.64
,11:37:54,6,3590,2357.3,0.68,13.3,9,10,0.075,10,49.9,0.65
,11:37:55,6,3590,2358.3,0.68,13.3,9,10,0.074,10,49.9,0.65
,11:37:56,6,3590,2359.3,0.68,13.3,9,10,0.072,10,49.9,0.66
,11:37:57,6,3590,2360.3,0.68,13.3,9,10,0.071,10,49.9,0.65
,11:37:58,6,3590,2361.3,0.67,13.3,9,10,0.071,10,49.9,0.64
,11:37:59,6,3590,2362.3,0.67,13.3,9,10,0.072,10,49.9,0.64
,11:38:00,6,3590,2363.3,0.67,13.3,9,10.1,0.072,10,49.9,0.64
,11:38:01,6,3590,2364.3,0.66,13.3,9,10.1,0.072,10,49.9,0.64
,11:38:02,6,3590,2365.3,0.67,13.3,9,10.1,0.07,10,49.9,0.64
,11:38:03,6,3590,2366.3,0.66,13.3,9,10.1,0.072,10,49.9,0.63
,11:38:04,6,3590,2367.3,0.66,13.3,9,10.1,0.072,10,49.9,0.63
,11:38:05,6,3590,2368.3,0.66,13.3,9,10.1,0.072,10,49.9,0.64
,11:38:06,6,3590,2369.3,0.67,13.3,9,10.1,0.072,10,49.9,0.64
