Data file,,HONEDPEEK_ISO10_-8C_003.TSV,,,,,,,,,,
,10:53:59,4,3600,5011.8,0.92,13.3,7,-5.1,0.138,10,0.1,0.86
,10:54:00,4,3600,5012.8,0.92,13.3,7,-5.1,0.138,10,0.1,0.86
,10:54:01,4,3600,5013.8,0.92,13.3,7,-5.1,0.138,10,0.1,0.86
,10:54:02,4,3600,5014.8,0.92,13.3,7,-5.1,0.133,10,0.1,0.86
,10:54:03,4,3600,5015.8,0.92,13.3,7,-5.1,0.128,10,0.1,0.86
,10:54:04,4,3600,5016.8,0.93,13.3,7,-5.1,0.134,10,0.1,0.87
,10:54:05,4,3600,5017.8,0.93,13.3,7,-5.1,0.14,10,0.1,0.87
,10:54:06,4,3600,5018.8,0.93,13.3,7,-5.1,0.14,10,0.1,0.87
,10:54:07,4,3600,5019.8,0.93,13.3,7,-5.1,0.135,10,0.1,0.87
,10:54:08,4,3600,5020.8,0.93,13.3,7,-5.1,0.14,10,0.1,0.87
,10:54:09,4,3600,5021.8,0.93,13.3,7,-5.1,0.134,10,0.1,0.87
,10:54:10,4,3600,5022.8,0.93,13.3,7,-5.1,0.13,10,0.1,0.87
,10:54:11,4,3600,5023.8,0.93,13.3,7,-5.1,0.13,10,0.1,0.87
,10:54:12,4,3600,5024.8,0.93,13.3,7,-5.1,0.134,10,0.1,0.87
,10:54:13,4,3600,5025.8,0.93,13.3,7,-5.1,0.139,10,0.1,0.87
,10:54:14,4,3600,5026.8,0.92,13.3,7,-5.1,0.138,10,0.1,0.86
,10:54:15,4,3600,5027.8,0.92,13.3,7,-5.1,0.133,10,0.1,0.86
,10:54:16,4,3600,5028.8,0.92,13.3,7,-5.1,0.138,10,0.1,0.86
,10:54:17,4,3600,5029.8,0.92,13.3,7,-5.1,0.133,10,0.1,0.87
,10:54:18,4,3600,5030.8,0.93,13.3,7,-5.1,0.134,10,0.1,0.87
,10:54:19,4,3600,5031.8,0.93,13.3,7,-5.1,0.134,10,0,0.87
,10:54:20,4,3600,5032.8,0.93,13.3,7,-5.1,0.139,10,0.1,0.87
,10:54:21,4,3600,5033.8,0.92,13.3,7,-5.1,0.138,10,0.1,0.86
,10:54:22,4,3600,5034.8,0.92,13.3,7,-5.2,0.138,10,0.1,0.86
,10:54:23,4,3600,5035.8,0.92,13.3,7,-5.2,0.138,10,0.1,0.86
,10:54:24,4,3600,5036.8,0.92,13.3,7,-5.2,0.138,10,0.1,0.86
,10:54:25,4,3600,5037.8,0.92,13.3,7,-5.2,0.133,10,0.1,0.86
,10:54:26,4,3600,5038.8,0.92,13.3,7,-5.2,0.133,10,0.1,0.86
,10:54:27,4,3600,5039.8,0.93,13.3,7,-5.2,0.134,10,0.1,0.87
,10:54:28,4,3600,5040.8,0.93,13.3,7,-5.2,0.14,10,0.1,0.87
,10:54:29,4,3600,5041.8,0.93,13.3,7,-5.2,0.14,10,0.1,0.87
,10:54:30,4,3600,5042.8,0.93,13.3,7,-5.2,0.14,10,0.1,0.87
,10:54:31,4,3600,5043.8,0.93,13.3,7,-5.2,0.139,10,0.1,0.87
,10:54:32,4,3600,5044.8,0.93,13.3,7,-5.2,0.14,10,0.1,0.87
,10:54:33,4,3600,5045.8,0.93,13.3,7,-5.2,0.13,10,0.1,0.87
,10:54:34,4,3600,5046.8,0.94,13.3,7,-5.2,0.135,10,0.1,0.88
,10:54:35,4,3600,5047.8,0.94,13.3,7,-5.2,0.136,10,0.1,0.88
,10:54:36,4,3600,5048.8,0.94,13.3,7,-5.2,0.136,10,0.1,0.88
,10:54:37,4,3600,5049.8,0.94,13.3,7,-5.2,0.136,10,0.1,0.88
,10:54:38,4,3600,5050.8,0.94,13.3,7,-5.2,0.141,10,0.1,0.88
,10:54:39,4,3600,5051.8,0.94,13.3,7,-5.2,0.141,10,0.1,0.88
,10:54:40,4,3600,5052.8,0.94,13.3,7,-5.2,0.136,10,0.1,0.88
,10:54:41,4,3600,5053.8,0.94,13.3,7,-5.2,0.141,10,0.1,0.88
,10:54:42,4,3600,5054.8,0.93,13.3,7,-5.2,0.14,10,0.1,0.87
,10:54:43,4,3600,5055.8,0.93,13.3,7,-5.2,0.14,10,0.1,0.87
,10:54:44,4,3600,5056.8,0.93,13.3,7,-5.2,0.139,10,0.1,0.87
,10:54:45,4,3600,5057.8,0.93,13.3,7,-5.2,0.134,10,0.1,0.87
,10:54:46,4,3600,5058.8,0.93,13.3,7,-5.2,0.13,10,0.1,0.87
,10:54:47,4,3600,5059.8,0.94,13.3,7,-5.2,0.13,10,0.1,0.88
,10:54:48,4,3600,5060.8,0.94,13.3,7,-5.2,0.141,10,0.1,0.88
,10:54:49,4,3600,5061.8,0.94,13.3,7,-5.2,0.141,10,0.1,0.88
,10:54:50,4,3600,5062.8,0.95,13.3,7,-5.2,0.137,10,0.1,0.89
,10:54:51,4,3600,5063.8,0.95,13.3,7,-5.2,0.137,10,0.1,0.89
,10:54:52,4,3600,5064.8,0.95,13.3,7,-5.2,0.137,10,0.1,0.89
,10:54:53,4,3600,5065.8,0.95,13.3,7,-5.2,0.132,10,0.1,0.89
,10:54:54,4,3600,5066.8,0.95,13.3,7,-5.2,0.132,10,0.1,0.89
,10:54:55,4,3600,5067.8,0.95,13.3,7,-5.2,0.137,10,0.1,0.89
,10:54:56,4,3600,5068.8,0.94,13.3,7,-5.2,0.142,10,0.1,0.88
,10:54:57,4,3600,5069.8,0.94,13.3,6,-5.2,0.147,10,0.1,0.88
,10:54:58,4,3600,5070.8,0.94,13.3,6,-5.2,0.146,10,0.1,0.88
,10:54:59,4,3600,5071.8,0.94,13.3,7,-5.2,0.141,10,0.1,0.88
,10:55:00,4,3600,5072.8,0.94,13.3,7,-5.2,0.136,10,0.1,0.88
,10:55:01,4,3600,5073.8,0.94,13.3,7,-5.2,0.131,10,0.1,0.88
,10:55:02,4,3600,5074.8,0.94,13.3,7,-5.2,0.141,10,0.1,0.88
,10:55:03,4,3600,5075.8,0.94,13.3,7,-5.3,0.141,10,0.1,0.88
,10:55:04,4,3600,5076.8,0.94,13.3,7,-5.2,0.136,10,0.1,0.88
,10:55:05,4,3600,5077.8,0.94,13.3,7,-5.3,0.136,10,0.1,0.88
,10:55:06,4,3600,5078.8,0.94,13.3,7,-5.3,0.131,10,0.1,0.88
,10:55:07,4,3600,5079.8,0.94,13.3,7,-5.3,0.131,10,0.1,0.88
,10:55:08,4,3600,5080.8,0.94,13.3,7,-5.3,0.13,10,0.1,0.88
,10:55:09,4,3600,5081.8,0.93,13.3,7,-5.3,0.13,10,0.1,0.87
,10:55:10,4,3600,5082.8,0.94,13.3,7,-5.3,0.13,10,0.1,0.88
,10:55:11,4,3600,5083.8,0.94,13.3,7,-5.3,0.136,10,0.1,0.88
,10:55:12,4,3600,5084.8,0.95,13.3,7,-5.3,0.137,10,0.1,0.89
,10:55:13,4,3600,5085.8,0.95,13.3,7,-5.3,0.133,10,0.1,0.89
,10:55:14,4,3600,5086.8,0.95,13.3,7,-5.3,0.137,10,0.1,0.89
,10:55:15,4,3600,5087.8,0.94,13.3,7,-5.3,0.135,10,0.1,0.88
,10:55:16,4,3600,5088.8,0.93,13.3,7,-5.3,0.139,10,0.1,0.87
,10:55:17,4,3600,5089.8,0.92,13.3,7,-5.3,0.138,10,0.1,0.86
,10:55:18,4,3600,5090.8,0.92,13.3,7,-5.3,0.138,10,0.1,0.86
,10:55:19,4,3600,5091.8,0.92,13.3,7,-5.3,0.127,10,0.1,0.86
,10:55:20,4,3600,5092.8,0.91,13.3,7,-5.3,0.132,10,0.1,0.85
,10:55:21,4,3600,5093.8,0.91,13.3,6,-5.3,0.142,10,0.1,0.85
,10:55:22,4,3600,5094.8,0.91,13.3,6,-5.3,0.142,10,0.1,0.85
,10:55:23,4,3600,5095.8,0.91,13.3,7,-5.3,0.137,10,0.1,0.85
,10:55:24,4,3600,5096.8,0.92,13.3,7,-5.3,0.138,10,0.1,0.86
,10:55:25,4,3600,5097.8,0.92,13.3,7,-5.3,0.133,10,0.1,0.86
,10:55:26,4,3600,5098.8,0.93,13.3,7,-5.3,0.129,10,0.1,0.87
,10:55:27,4,3600,5099.8,0.93,13.3,7,-5.3,0.124,10,0.1,0.87
,10:55:28,4,3600,5100.8,0.93,13.3,7,-5.3,0.134,10,0.1,0.87
,10:55:29,4,3600,5101.8,0.93,13.3,7,-5.3,0.139,10,0.1,0.87
,10:55:30,4,3600,5102.8,0.93,13.3,7,-5.3,0.139,10,0.1,0.87
,10:55:31,4,3600,5103.8,0.92,13.3,7,-5.3,0.138,10,0.1,0.86
,10:55:32,4,3600,5104.8,0.92,13.3,7,-5.3,0.138,10,0.1,0.86
,10:55:33,4,3600,5105.8,0.92,13.3,7,-5.3,0.138,10,0.1,0.86
,10:55:34,4,3600,5106.8,0.93,13.3,7,-5.3,0.134,10,0.1,0.87
,10:55:35,4,3600,5107.8,0.93,13.3,7,-5.3,0.134,10,0.1,0.87
,10:55:36,4,3600,5108.8,0.93,13.3,7,-5.3,0.129,10,0.1,0.87
,10:55:37,4,3600,5109.8,0.93,13.3,7,-5.3,0.13,10,0.1,0.87
,10:55:38,4,3600,5110.8,0.93,13.3,7,-5.3,0.14,10,0.1,0.87
,10:55:39,4,3600,5111.8,0.93,13.3,7,-5.4,0.14,10,0.1,0.87
,10:55:40,4,3600,5112.8,0.93,13.3,7,-5.4,0.14,10,0.1,0.87
,10:55:41,4,3600,5113.8,0.93,13.3,7,-5.4,0.14,10,0.1,0.88
,10:55:42,4,3600,5114.8,0.94,13.3,7,-5.4,0.141,10,0.1,0.88
,10:55:43,4,3600,5115.8,0.94,13.3,7,-5.4,0.141,10,0.1,0.88
,10:55:44,4,3600,5116.8,0.94,13.3,7,-5.4,0.136,10,0.1,0.88
,10:55:45,4,3600,5117.8,0.93,13.3,7,-5.4,0.13,10,0.1,0.87
,10:55:46,4,3600,5118.8,0.93,13.3,7,-5.4,0.135,10,0.1,0.87
,10:55:47,4,3600,5119.8,0.93,13.3,7,-5.4,0.14,10,0.1,0.87
,10:55:48,4,3600,5120.8,0.93,13.3,7,-5.4,0.14,10,0.1,0.87
,10:55:49,4,3600,5121.8,0.94,13.3,7,-5.4,0.14,10,0.1,0.88
,10:55:50,4,3600,5122.8,0.94,13.3,7,-5.4,0.141,10,0.1,0.88
,10:55:51,4,3600,5123.8,0.94,13.3,7,-5.4,0.141,10,0.1,0.88
,10:55:52,4,3600,5124.8,0.94,13.3,7,-5.4,0.141,10,0.1,0.88
,10:55:53,4,3600,5125.8,0.94,13.3,7,-5.4,0.14,10,0.1,0.88
,10:55:54,4,3600,5126.8,0.94,13.3,7,-5.4,0.135,10,0.1,0.88
,10:55:55,4,3600,5127.8,0.93,13.3,7,-5.4,0.135,10,0.1,0.87
,10:55:56,4,3600,5128.8,0.94,13.3,7,-5.4,0.135,10,0.1,0.88
,10:55:57,4,3600,5129.8,0.93,13.3,7,-5.4,0.135,10,0.1,0.87
,10:55:58,4,3600,5130.8,0.93,13.3,7,-5.4,0.14,10,0.1,0.87
,10:55:59,4,3600,5131.8,0.93,13.3,7,-5.4,0.139,10,0.1,0.87
,10:56:00,4,3600,5132.8,0.93,13.3,7,-5.4,0.134,10,0.1,0.87
,10:56:01,4,3600,5133.8,0.92,13.3,7,-5.4,0.138,10,0.1,0.86
,10:56:02,4,3600,5134.8,0.93,13.3,7,-5.4,0.139,10,0.1,0.87
,10:56:03,4,3600,5135.8,0.93,13.3,7,-5.4,0.139,10,0.1,0.87
,10:56:04,4,3600,5136.8,0.93,13.3,7,-5.4,0.134,10,0.1,0.87
,10:56:05,4,3600,5137.8,0.94,13.3,7,-5.4,0.14,10,0.1,0.88
,10:56:06,4,3600,5138.8,0.94,13.3,7,-5.4,0.141,10,0.1,0.88
,10:56:07,4,3600,5139.8,0.94,13.3,7,-5.4,0.136,10,0.1,0.88
,10:56:08,4,3600,5140.8,0.94,13.3,7,-5.4,0.131,10,0.1,0.88
,10:56:09,4,3600,5141.8,0.94,13.3,7,-5.4,0.126,10,0.1,0.88
,10:56:10,4,3600,5142.8,0.93,13.3,7,-5.5,0.13,10,0.1,0.87
,10:56:11,4,3600,5143.8,0.93,13.3,7,-5.5,0.13,10,0.1,0.87
,10:56:12,4,3600,5144.8,0.93,13.3,7,-5.5,0.134,10,0.1,0.87
,10:56:13,4,3600,5145.8,0.93,13.3,7,-5.5,0.14,10,0.1,0.87
,10:56:14,4,3600,5146.8,0.93,13.3,7,-5.5,0.134,10,0.1,0.87
,10:56:15,4,3600,5147.8,0.93,13.3,7,-5.5,0.14,10,0.1,0.87
,10:56:16,4,3600,5148.8,0.93,13.3,7,-5.5,0.14,10,0.1,0.87
,10:56:17,4,3600,5149.8,0.93,13.3,7,-5.5,0.135,10,0.1,0.87
,10:56:18,4,3600,5150.8,0.93,13.3,7,-5.5,0.14,10,0.1,0.87
,10:56:19,4,3600,5151.8,0.93,13.3,7,-5.5,0.14,10,0.1,0.87
,10:56:20,4,3600,5152.8,0.93,13.3,7,-5.5,0.14,10,0.1,0.87
,10:56:21,4,3600,5153.8,0.93,13.3,7,-5.5,0.135,10,0.1,0.87
,10:56:22,4,3600,5154.8,0.93,13.3,7,-5.5,0.134,10,0.1,0.87
,10:56:23,4,3600,5155.8,0.93,13.3,7,-5.5,0.129,10,0.1,0.87
,10:56:24,4,3600,5156.8,0.93,13.3,7,-5.5,0.134,10,0.1,0.87
,10:56:25,4,3600,5157.8,0.93,13.3,7,-5.5,0.134,10,0.1,0.87
,10:56:26,4,3600,5158.8,0.93,13.3,7,-5.5,0.139,10,0.1,0.87
,10:56:27,4,3600,5159.8,0.93,13.3,7,-5.5,0.139,10,0.1,0.87
,10:56:28,4,3600,5160.8,0.92,13.3,7,-5.5,0.138,10,0.1,0.86
,10:56:29,4,3600,5161.8,0.92,13.3,7,-5.5,0.133,10,0.1,0.86
,10:56:30,4,3600,5162.8,0.92,13.3,7,-5.5,0.138,10,0.1,0.86
,10:56:31,4,3600,5163.8,0.92,13.3,7,-5.5,0.138,10,0.1,0.86
,10:56:32,4,3600,5164.8,0.92,13.3,7,-5.5,0.138,10,0.1,0.86
,10:56:33,4,3600,5165.8,0.92,13.3,7,-5.5,0.133,10,0.1,0.86
,10:56:34,4,3600,5166.8,0.92,13.3,7,-5.5,0.129,10,0.1,0.86
,10:56:35,4,3600,5167.8,0.92,13.3,7,-5.5,0.129,10,0.1,0.87
,10:56:36,4,3600,5168.8,0.93,13.3,7,-5.5,0.129,10,0.1,0.87
,10:56:37,4,3600,5169.8,0.93,13.3,7,-5.5,0.129,10,0.1,0.87
,10:56:38,4,3600,5170.8,0.92,13.3,7,-5.6,0.138,10,0.1,0.86
,10:56:39,4,3600,5171.8,0.92,13.3,7,-5.6,0.138,10,0.1,0.86
,10:56:40,4,3600,5172.8,0.92,13.3,7,-5.6,0.138,10,0.1,0.86
,10:56:41,4,3600,5173.8,0.93,13.3,7,-5.6,0.139,10,0.1,0.87
,10:56:42,4,3600,5174.8,0.93,13.3,7,-5.6,0.139,10,0.1,0.87
,10:56:43,4,3600,5175.8,0.93,13.3,7,-5.6,0.139,10,0.1,0.87
,10:56:44,4,3600,5176.8,0.93,13.3,7,-5.6,0.139,10,0.1,0.87
,10:56:45,4,3600,5177.8,0.92,13.3,7,-5.6,0.138,10,0.1,0.86
,10:56:46,4,3600,5178.8,0.93,13.3,7,-5.6,0.139,10,0.1,0.87
,10:56:47,4,3600,5179.8,0.94,13.3,7,-5.6,0.135,10,0.1,0.88
,10:56:48,4,3600,5180.8,0.94,13.3,7,-5.6,0.131,10,0.1,0.88
,10:56:49,4,3600,5181.8,0.95,13.3,7,-5.6,0.132,10,0.1,0.89
,10:56:50,4,3600,5182.8,0.95,13.3,7,-5.6,0.132,10,0.1,0.89
,10:56:51,4,3600,5183.8,0.95,13.3,7,-5.6,0.137,10,0.1,0.88
,10:56:52,4,3600,5184.8,0.94,13.3,7,-5.6,0.141,10,0.1,0.88
,10:56:53,4,3600,5185.8,0.94,13.3,7,-5.6,0.141,10,0.1,0.88
,10:56:54,4,3600,5186.8,0.94,13.3,7,-5.6,0.141,10,0.1,0.88
,10:56:55,4,3600,5187.8,0.94,13.3,7,-5.6,0.141,10,0.1,0.88
,10:56:56,4,3600,5188.8,0.94,13.3,7,-5.6,0.141,10,0.1,0.88
,10:56:57,4,3600,5189.8,0.94,13.3,7,-5.6,0.141,10,0,0.88
,10:56:58,4,3600,5190.8,0.94,13.3,7,-5.6,0.14,10,0.1,0.88
,10:56:59,4,3600,5191.8,0.93,13.3,7,-5.6,0.135,10,0.1,0.87
,10:57:00,4,3600,5192.8,0.93,13.3,7,-5.6,0.135,10,0.1,0.87
,10:57:01,4,3600,5193.8,0.94,13.3,7,-5.6,0.135,10,0.1,0.88
,10:57:02,4,3600,5194.8,0.94,13.3,7,-5.6,0.135,10,0.1,0.88
,10:57:03,4,3600,5195.8,0.94,13.3,7,-5.6,0.14,10,0.1,0.88
,10:57:04,4,3600,5196.8,0.94,13.3,7,-5.7,0.135,10,0.1,0.87
,10:57:05,4,3600,5197.8,0.93,13.3,7,-5.7,0.135,10,0,0.87
,10:57:06,4,3600,5198.8,0.93,13.3,7,-5.7,0.135,10,0.1,0.87
,10:57:07,4,3600,5199.8,0.93,13.3,7,-5.7,0.139,10,0.1,0.87
,10:57:08,4,3600,5200.8,0.93,13.3,7,-5.7,0.134,10,0.1,0.87
,10:57:09,4,3600,5201.8,0.92,13.3,7,-5.7,0.133,10,0,0.86
,10:57:10,4,3600,5202.8,0.93,13.3,7,-5.7,0.139,10,0.1,0.87
,10:57:11,4,3600,5203.8,0.93,13.3,7,-5.7,0.14,10,0.1,0.87
,10:57:12,4,3600,5204.8,0.94,13.3,7,-5.7,0.136,10,0.1,0.88
,10:57:13,4,3600,5205.8,0.94,13.3,7,-5.7,0.14,10,0.1,0.88
,10:57:14,4,3600,5206.8,0.94,13.3,7,-5.7,0.135,10,0.1,0.88
,10:57:15,4,3600,5207.8,0.93,13.3,7,-5.7,0.135,10,0.1,0.87
,10:57:16,4,3600,5208.8,0.93,13.3,7,-5.7,0.135,10,0.1,0.87
,10:57:17,4,3600,5209.8,0.93,13.3,7,-5.7,0.14,10,0.1,0.87
,10:57:18,4,3600,5210.8,0.93,13.3,7,-5.7,0.14,10,0.1,0.87
,10:57:19,4,3600,5211.8,0.94,13.3,7,-5.7,0.13,10,0.1,0.88
,10:57:20,4,3600,5212.8,0.94,13.3,7,-5.7,0.131,10,0.1,0.88
,10:57:21,4,3600,5213.8,0.94,13.3,7,-5.7,0.126,10,0.1,0.88
,10:57:22,4,3600,5214.8,0.93,13.3,7,-5.7,0.13,10,0.1,0.87
,10:57:23,4,3600,5215.8,0.93,13.3,7,-5.7,0.13,10,0.1,0.87
,10:57:24,4,3600,5216.8,0.94,13.3,7,-5.7,0.136,10,0.1,0.88
,10:57:25,4,3600,5217.8,0.94,13.3,7,-5.7,0.141,10,0.1,0.88
,10:57:26,4,3600,5218.8,0.94,13.3,7,-5.7,0.14,10,0.1,0.88
,10:57:27,4,3600,5219.8,0.93,13.3,7,-5.7,0.134,10,0.1,0.87
,10:57:28,4,3600,5220.8,0.93,13.3,7,-5.7,0.134,10,0.1,0.87
,10:57:29,4,3600,5221.8,0.92,13.3,7,-5.8,0.133,10,0.1,0.86
,10:57:30,4,3600,5222.8,0.92,13.3,7,-5.8,0.133,10,0.1,0.86
,10:57:31,4,3600,5223.8,0.93,13.3,7,-5.8,0.134,10,0.1,0.87
,10:57:32,4,3600,5224.8,0.93,13.3,7,-5.8,0.134,10,0.1,0.87
,10:57:33,4,3600,5225.8,0.93,13.3,7,-5.8,0.134,10,0.1,0.87
,10:57:34,4,3600,5226.8,0.92,13.3,7,-5.8,0.138,10,0.1,0.86
,10:57:35,4,3600,5227.8,0.92,13.3,7,-5.8,0.138,10,0.1,0.86
,10:57:36,4,3600,5228.8,0.92,13.3,7,-5.8,0.132,10,0.1,0.86
,10:57:37,4,3600,5229.8,0.92,13.3,7,-5.8,0.127,10,0.1,0.86
,10:57:38,4,3600,5230.8,0.92,13.3,7,-5.8,0.129,10,0.1,0.86
,10:57:39,4,3600,5231.8,0.92,13.3,7,-5.8,0.133,10,0.1,0.86
,10:57:40,4,3600,5232.8,0.92,13.3,7,-5.8,0.138,10,0.1,0.86
,10:57:41,4,3600,5233.8,0.91,13.3,7,-5.8,0.137,10,0.1,0.85
,10:57:42,4,3600,5234.8,0.91,13.3,7,-5.8,0.137,10,0.1,0.85
,10:57:43,4,3600,5235.8,0.91,13.3,7,-5.8,0.137,10,0.1,0.85
,10:57:44,4,3600,5236.8,0.91,13.3,6,-5.8,0.142,10,0.1,0.85
,10:57:45,4,3600,5237.8,0.91,13.3,6,-5.8,0.142,10,0.1,0.86
,10:57:46,4,3600,5238.8,0.92,13.3,7,-5.8,0.137,10,0.1,0.86
,10:57:47,4,3600,5239.8,0.92,13.3,7,-5.8,0.138,10,0.1,0.86
,10:57:48,4,3600,5240.8,0.92,13.3,7,-5.8,0.133,10,0.1,0.86
,10:57:49,4,3600,5241.8,0.91,13.3,7,-5.8,0.137,10,0.1,0.85
,10:57:50,4,3600,5242.8,0.91,13.3,7,-5.8,0.131,10,0.1,0.85
,10:57:51,4,3600,5243.8,0.91,13.3,7,-5.8,0.131,10,0.1,0.85
,10:57:52,4,3600,5244.8,0.91,13.3,7,-5.8,0.137,10,0.1,0.85
,10:57:53,4,3600,5245.8,0.92,13.3,6,-5.8,0.143,10,0.1,0.86
,10:57:54,4,3600,5246.8,0.92,13.3,7,-5.8,0.138,10,0.1,0.86
,10:57:55,4,3600,5247.8,0.93,13.3,7,-5.9,0.139,10,0,0.87
,10:57:56,4,3600,5248.8,0.93,13.3,7,-5.9,0.14,10,0.1,0.87
,10:57:57,4,3600,5249.8,0.94,13.3,7,-5.9,0.136,10,0.1,0.88
,10:57:58,4,3600,5250.8,0.94,13.3,7,-5.9,0.136,10,0.1,0.88
,10:57:59,4,3600,5251.8,0.94,13.3,7,-5.9,0.14,10,0.1,0.88
,10:58:00,4,3600,5252.8,0.93,13.3,7,-5.9,0.135,10,0,0.87
,10:58:01,4,3600,5253.8,0.93,13.3,7,-5.9,0.134,10,0.1,0.87
,10:58:02,4,3600,5254.8,0.93,13.3,7,-5.9,0.139,10,0.1,0.86
,10:58:03,4,3600,5255.8,0.92,13.3,7,-5.9,0.138,10,0,0.86
,10:58:04,4,3600,5256.8,0.92,13.3,7,-5.9,0.138,10,0,0.86
,10:58:05,4,3600,5257.8,0.93,13.3,7,-5.9,0.139,10,0,0.87
,10:58:06,4,3600,5258.8,0.93,13.3,7,-5.9,0.14,10,0.1,0.87
,10:58:07,4,3600,5259.8,0.93,13.3,7,-5.9,0.14,10,0,0.87
,10:58:08,4,3600,5260.8,0.93,13.3,7,-5.9,0.14,10,0.1,0.87
,10:58:09,4,3600,5261.8,0.93,13.3,7,-5.9,0.134,10,0.1,0.87
,10:58:10,4,3600,5262.8,0.93,13.3,7,-5.9,0.134,10,0.1,0.86
,10:58:11,4,3600,5263.8,0.92,13.3,7,-5.9,0.138,10,0.1,0.86
,10:58:12,4,3600,5264.8,0.92,13.3,7,-5.9,0.138,10,0.1,0.86
,10:58:13,4,3600,5265.8,0.92,13.3,7,-5.9,0.138,10,0.1,0.86
,10:58:14,4,3600,5266.8,0.93,13.3,7,-5.9,0.134,10,0.1,0.87
,10:58:15,4,3600,5267.8,0.93,13.3,7,-5.9,0.139,10,0.1,0.87
,10:58:16,4,3600,5268.8,0.93,13.3,7,-5.9,0.134,10,0.1,0.87
,10:58:17,4,3600,5269.8,0.93,13.3,7,-5.9,0.13,10,0.1,0.87
,10:58:18,4,3600,5270.8,0.94,13.3,7,-5.9,0.131,10,0.1,0.88
,10:58:19,4,3600,5271.8,0.94,13.3,7,-5.9,0.131,10,0.1,0.88
,10:58:20,4,3600,5272.8,0.94,13.3,7,-5.9,0.131,10,0.1,0.88
,10:58:21,4,3600,5273.8,0.94,13.3,7,-6,0.136,10,0,0.88
,10:58:22,4,3600,5274.8,0.94,13.3,7,-6,0.136,10,0.1,0.88
,10:58:23,4,3600,5275.8,0.94,13.3,7,-6,0.136,10,0.1,0.88
,10:58:24,4,3600,5276.8,0.94,13.3,7,-6,0.131,10,0.1,0.88
,10:58:25,4,3600,5277.8,0.94,13.3,7,-6,0.131,10,0.1,0.88
,10:58:26,4,3600,5278.8,0.94,13.3,7,-6,0.136,10,0.1,0.88
,10:58:27,4,3600,5279.8,0.93,13.3,7,-6,0.14,10,0.1,0.87
,10:58:28,4,3600,5280.8,0.93,13.3,7,-6,0.14,10,0.1,0.87
,10:58:29,4,3600,5281.8,0.93,13.3,7,-6,0.134,10,0.1,0.87
,10:58:30,4,3600,5282.8,0.93,13.3,7,-6,0.13,10,0.1,0.87
,10:58:31,4,3600,5283.8,0.93,13.3,7,-6,0.125,10,0.1,0.87
,10:58:32,4,3600,5284.8,0.93,13.3,7,-6,0.125,10,0.1,0.87
,10:58:33,4,3600,5285.8,0.93,13.3,7,-6,0.129,10,0.1,0.87
,10:58:34,4,3600,5286.8,0.92,13.3,7,-6,0.133,10,0,0.86
,10:58:35,4,3600,5287.8,0.92,13.3,7,-6,0.133,10,0.1,0.86
,10:58:36,4,3600,5288.8,0.92,13.3,7,-6,0.132,10,0.1,0.85
,10:58:37,4,3600,5289.8,0.91,13.3,7,-6,0.127,10,0.1,0.85
,10:58:38,4,3600,5290.8,0.9,13.3,7,-6,0.13,10,0.1,0.84
,10:58:39,4,3600,5291.8,0.9,13.3,7,-6,0.135,10,0.1,0.84
,10:58:40,4,3600,5292.8,0.9,13.3,7,-6,0.13,10,0.1,0.84
,10:58:41,4,3600,5293.8,0.9,13.3,7,-6,0.13,10,0.1,0.84
,10:58:42,4,3600,5294.8,0.9,13.3,7,-6,0.13,10,0.1,0.84
,10:58:43,4,3600,5295.8,0.9,13.3,7,-6,0.13,10,0.1,0.84
,10:58:44,4,3600,5296.8,0.9,13.3,7,-6,0.13,10,0.1,0.84
,10:58:45,4,3600,5297.8,0.9,13.3,7,-6,0.125,10,0.1,0.84
,10:58:46,4,3600,5298.8,0.9,13.3,7,-6,0.125,10,0.1,0.84
,10:58:47,4,3600,5299.8,0.9,13.3,7,-6,0.125,10,0.1,0.84
,10:58:48,4,3600,5300.8,0.9,13.3,7,-6,0.126,10,0.1,0.84
,10:58:49,4,3600,5301.8,0.91,13.3,7,-6,0.126,10,0.1,0.85
,10:58:50,4,3600,5302.8,0.91,13.3,7,-6.1,0.131,10,0.1,0.85
,10:58:51,4,3600,5303.8,0.9,13.3,7,-6.1,0.135,10,0.1,0.84
,10:58:52,4,3600,5304.8,0.89,13.3,6,-6.1,0.138,10,0.1,0.83
,10:58:53,4,3600,5305.8,0.88,13.3,6,-6.1,0.137,10,0.1,0.82
,10:58:54,4,3600,5306.8,0.88,13.3,6,-6.1,0.143,10,0.1,0.82
,10:58:55,4,3600,5307.8,0.88,13.3,6,-6.1,0.138,10,0.1,0.83
,10:58:56,4,3600,5308.8,0.89,13.3,6,-6.1,0.139,10,0.1,0.84
,10:58:57,4,3600,5309.8,0.9,13.3,6,-6.1,0.141,10,0.1,0.84
,10:58:58,4,3600,5310.8,0.91,13.3,6,-6.1,0.142,10,0.1,0.85
,10:58:59,4,3600,5311.8,0.92,13.3,6,-6.1,0.143,10,0.1,0.86
,10:59:00,4,3600,5312.8,0.92,13.3,7,-6.1,0.138,10,0.1,0.86
,10:59:01,4,3600,5313.8,0.93,13.3,7,-6.1,0.134,10,0.1,0.87
,10:59:02,4,3600,5314.8,0.93,13.3,7,-6.1,0.134,10,0.1,0.87
,10:59:03,4,3600,5315.8,0.92,13.3,7,-6.1,0.138,10,0.1,0.86
