Data file,,RA0.3_PDMS_-8C_003.TSV,,,,,,,,,,
,12:32:11,4,2700,759.2,1.19,13.3,9,-7.6,0.136,10,0,1.11
,12:32:12,4,2700,760.2,1.19,13.3,9,-7.6,0.136,10,0,1.11
,12:32:13,4,2700,761.2,1.19,13.3,8,-7.6,0.14,10,0,1.11
,12:32:14,4,2700,762.2,1.19,13.3,9,-7.6,0.136,10,0,1.11
,12:32:15,4,2700,763.2,1.19,13.3,9,-7.6,0.136,10,0,1.11
,12:32:16,4,2700,764.2,1.19,13.3,9,-7.6,0.136,10,0,1.11
,12:32:17,4,2700,765.2,1.19,13.3,9,-7.6,0.136,10,0,1.11
,12:32:18,4,2700,766.2,1.19,13.3,9,-7.6,0.133,10,0,1.12
,12:32:19,4,2700,767.2,1.19,13.3,9,-7.6,0.133,10,0,1.12
,12:32:20,4,2700,768.2,1.19,13.3,9,-7.6,0.133,10,0,1.12
,12:32:21,4,2700,769.2,1.19,13.3,9,-7.6,0.137,10,0,1.12
,12:32:22,4,2700,770.2,1.2,13.3,9,-7.6,0.137,10,0,1.12
,12:32:23,4,2700,771.2,1.2,13.3,9,-7.6,0.137,10,0,1.12
,12:32:24,4,2700,772.2,1.2,13.3,9,-7.6,0.133,10,0,1.12
,12:32:25,4,2700,773.2,1.19,13.3,9,-7.6,0.129,10,0,1.12
,12:32:26,4,2700,774.2,1.19,13.3,9,-7.6,0.133,10,0,1.12
,12:32:27,4,2700,775.2,1.19,13.3,9,-7.6,0.137,10,0,1.12
,12:32:28,4,2700,776.2,1.19,13.3,9,-7.6,0.133,10,0,1.12
,12:32:29,4,2700,777.2,1.19,13.3,9,-7.6,0.132,10,0,1.11
,12:32:30,4,2700,778.2,1.19,13.3,9,-7.6,0.132,10,0,1.11
,12:32:31,4,2700,779.2,1.18,13.3,9,-7.5,0.132,10,0,1.11
,12:32:32,4,2700,780.2,1.18,13.3,9,-7.5,0.132,10,0,1.11
,12:32:33,4,2700,781.2,1.19,13.3,9,-7.5,0.132,10,0,1.11
,12:32:34,4,2700,782.2,1.19,13.3,9,-7.5,0.129,10,0,1.12
,12:32:35,4,2700,783.2,1.19,13.3,9,-7.5,0.129,10,0,1.11
,12:32:36,4,2700,784.2,1.19,13.3,9,-7.5,0.129,10,0,1.11
,12:32:37,4,2700,785.2,1.18,13.3,9,-7.5,0.128,10,0,1.11
,12:32:38,4,2700,786.2,1.18,13.3,9,-7.5,0.132,10,0.1,1.11
,12:32:39,4,2700,787.2,1.18,13.3,9,-7.5,0.131,10,0,1.1
,12:32:40,4,2700,788.2,1.18,13.3,9,-7.4,0.131,10,0,1.1
,12:32:41,4,2700,789.2,1.18,13.3,9,-7.4,0.127,10,0,1.1
,12:32:42,4,2700,790.2,1.18,13.3,9,-7.4,0.127,10,0,1.1
,12:32:43,4,2700,791.2,1.18,13.3,9,-7.4,0.131,10,0,1.1
,12:32:44,4,2700,792.2,1.18,13.3,9,-7.4,0.131,10,0,1.1
,12:32:45,4,2700,793.2,1.18,13.3,9,-7.4,0.131,10,0,1.1
,12:32:46,4,2700,794.2,1.18,13.3,9,-7.4,0.131,10,0,1.1
,12:32:47,4,2700,795.2,1.18,13.3,9,-7.4,0.131,10,0,1.1
,12:32:48,4,2700,796.2,1.17,13.3,9,-7.4,0.131,10,0,1.1
,12:32:49,4,2700,797.2,1.17,13.3,9,-7.4,0.134,10,0,1.1
,12:32:50,4,2700,798.2,1.17,13.3,9,-7.4,0.134,10,0,1.1
,12:32:51,4,2700,799.2,1.17,13.3,9,-7.4,0.131,10,0,1.1
,12:32:52,4,2700,800.2,1.18,13.3,9,-7.4,0.128,10,0,1.1
,12:32:53,4,2700,801.2,1.18,13.3,9,-7.3,0.132,10,0,1.11
,12:32:54,4,2700,802.2,1.18,13.3,9,-7.3,0.131,10,0,1.1
,12:32:55,4,2700,803.2,1.18,13.3,9,-7.3,0.128,10,0,1.1
,12:32:56,4,2700,804.2,1.18,13.3,9,-7.3,0.131,10,0,1.1
,12:32:57,4,2700,805.2,1.18,13.3,9,-7.3,0.132,10,0,1.11
,12:32:58,4,2700,806.2,1.18,13.3,9,-7.3,0.132,10,0,1.11
,12:32:59,4,2700,807.2,1.18,13.3,9,-7.3,0.128,10,0,1.1
,12:33:00,4,2700,808.2,1.18,13.3,9,-7.3,0.124,10,0,1.1
,12:33:01,4,2700,809.2,1.17,13.3,9,-7.3,0.123,10,0,1.1
,12:33:02,4,2700,810.2,1.17,13.3,9,-7.3,0.123,10,0,1.09
,12:33:03,4,2700,811.2,1.17,13.3,9,-7.3,0.127,10,0,1.09
,12:33:04,4,2700,812.2,1.17,13.3,9,-7.3,0.127,10,0,1.09
,12:33:05,4,2700,813.2,1.17,13.3,9,-7.3,0.13,10,0,1.09
,12:33:06,4,2700,814.2,1.17,13.3,9,-7.3,0.134,10,0,1.09
,12:33:07,4,2700,815.2,1.17,13.3,9,-7.3,0.13,10,0,1.09
,12:33:08,4,2700,816.2,1.17,13.3,9,-7.3,0.13,10,0,1.09
,12:33:09,4,2700,817.2,1.17,13.3,9,-7.3,0.13,10,0,1.09
,12:33:10,4,2700,818.2,1.17,13.3,9,-7.3,0.13,10,0,1.09
,12:33:11,4,2700,819.2,1.17,13.3,9,-7.3,0.13,10,0,1.09
,12:33:12,4,2700,820.2,1.17,13.3,9,-7.3,0.13,10,0,1.09
,12:33:13,4,2700,821.2,1.17,13.3,9,-7.2,0.127,10,0,1.09
,12:33:14,4,2700,822.2,1.17,13.3,9,-7.2,0.123,10,0,1.1
,12:33:15,4,2700,823.2,1.17,13.3,9,-7.2,0.127,10,0,1.1
,12:33:16,4,2700,824.2,1.17,13.3,9,-7.2,0.127,10,0,1.1
,12:33:17,4,2700,825.2,1.17,13.3,9,-7.2,0.13,10,0.1,1.09
,12:33:18,4,2700,826.2,1.17,13.3,9,-7.2,0.13,10,0,1.09
,12:33:19,4,2700,827.2,1.16,13.3,9,-7.2,0.13,10,0,1.09
,12:33:20,4,2700,828.2,1.17,13.3,9,-7.2,0.13,10,0,1.09
,12:33:21,4,2700,829.2,1.17,13.3,9,-7.2,0.13,10,0,1.1
,12:33:22,4,2700,830.2,1.17,13.3,9,-7.2,0.131,10,0,1.1
,12:33:23,4,2700,831.2,1.17,13.3,9,-7.2,0.131,10,0,1.1
,12:33:24,4,2700,832.2,1.17,13.3,9,-7.2,0.135,10,0,1.1
,12:33:25,4,2700,833.2,1.17,13.3,9,-7.2,0.131,10,0,1.1
,12:33:26,4,2700,834.2,1.17,13.3,9,-7.2,0.131,10,0,1.1
,12:33:27,4,2700,835.2,1.18,13.3,9,-7.2,0.127,10,0,1.1
,12:33:28,4,2700,836.2,1.18,13.3,9,-7.2,0.124,10,0,1.1
,12:33:29,4,2700,837.2,1.18,13.3,9,-7.2,0.127,10,0,1.1
,12:33:30,4,2700,838.2,1.17,13.3,9,-7.2,0.131,10,0,1.1
,12:33:31,4,2700,839.2,1.17,13.3,9,-7.2,0.13,10,0,1.09
,12:33:32,4,2700,840.2,1.17,13.3,9,-7.2,0.134,10,0,1.09
,12:33:33,4,2700,841.2,1.17,13.3,9,-7.2,0.134,10,0,1.09
,12:33:34,4,2700,842.2,1.17,13.3,9,-7.2,0.131,10,0,1.1
,12:33:35,4,2700,843.2,1.17,13.3,9,-7.2,0.131,10,0,1.1
,12:33:36,4,2700,844.2,1.17,13.3,9,-7.2,0.13,10,0,1.1
,12:33:37,4,2700,845.2,1.17,13.3,9,-7.2,0.13,10,0,1.09
,12:33:38,4,2700,846.2,1.17,13.3,9,-7.2,0.127,10,0,1.09
,12:33:39,4,2700,847.2,1.17,13.3,9,-7.2,0.123,10,0,1.09
,12:33:40,4,2700,848.2,1.17,13.3,9,-7.2,0.123,10,0,1.1
,12:33:41,4,2700,849.2,1.17,13.3,9,-7.2,0.127,10,0,1.1
,12:33:42,4,2700,850.2,1.17,13.3,9,-7.2,0.13,10,0,1.1
,12:33:43,4,2700,851.2,1.17,13.3,9,-7.2,0.134,10,0,1.1
,12:33:44,4,2700,852.2,1.17,13.3,9,-7.2,0.13,10,0,1.09
,12:33:45,4,2700,853.2,1.17,13.3,9,-7.2,0.13,10,0,1.09
,12:33:46,4,2700,854.2,1.16,13.3,9,-7.2,0.13,10,0,1.09
,12:33:47,4,2700,855.2,1.16,13.3,9,-7.2,0.13,10,0,1.09
,12:33:48,4,2700,856.2,1.17,13.3,9,-7.2,0.126,10,0,1.09
,12:33:49,4,2700,857.2,1.17,13.3,9,-7.2,0.127,10,0,1.09
,12:33:50,4,2700,858.2,1.17,13.3,9,-7.2,0.123,10,0,1.09
,12:33:51,4,2700,859.2,1.17,13.3,9,-7.2,0.123,10,0,1.09
,12:33:52,4,2700,860.2,1.17,13.3,9,-7.2,0.123,10,0,1.09
,12:33:53,4,2700,861.2,1.17,13.3,9,-7.2,0.126,10,0,1.09
,12:33:54,4,2700,862.2,1.16,13.3,9,-7.2,0.129,10,0,1.08
,12:33:55,4,2700,863.2,1.15,13.3,9,-7.2,0.128,10,0,1.08
,12:33:56,4,2700,864.2,1.14,13.3,9,-7.2,0.128,10,0,1.07
,12:33:57,4,2700,865.2,1.15,13.3,9,-7.2,0.132,10,0,1.07
,12:33:58,4,2700,866.2,1.15,13.3,9,-7.2,0.132,10,0,1.08
,12:33:59,4,2700,867.2,1.16,13.3,9,-7.2,0.133,10,0,1.08
,12:34:00,4,2700,868.2,1.16,13.3,9,-7.2,0.133,10,0,1.08
,12:34:01,4,2700,869.2,1.16,13.3,9,-7.2,0.129,10,0,1.08
,12:34:02,4,2700,870.2,1.16,13.3,9,-7.2,0.129,10,0,1.09
,12:34:03,4,2700,871.2,1.16,13.3,9,-7.2,0.129,10,0,1.09
,12:34:04,4,2700,872.2,1.17,13.3,9,-7.2,0.13,10,0,1.09
,12:34:05,4,2700,873.2,1.16,13.3,9,-7.2,0.13,10,0,1.09
,12:34:06,4,2700,874.2,1.16,13.3,9,-7.2,0.133,10,0,1.09
,12:34:07,4,2700,875.2,1.16,13.3,9,-7.2,0.133,10,0,1.09
,12:34:08,4,2700,876.2,1.17,13.3,9,-7.2,0.127,10,0,1.09
,12:34:09,4,2700,877.2,1.17,13.3,9,-7.2,0.127,10,0,1.09
,12:34:10,4,2700,878.2,1.17,13.3,9,-7.2,0.127,10,0,1.09
,12:34:11,4,2700,879.2,1.17,13.3,9,-7.2,0.126,10,0,1.09
,12:34:12,4,2700,880.2,1.17,13.3,9,-7.2,0.126,10,0,1.09
,12:34:13,4,2700,881.2,1.16,13.3,9,-7.2,0.13,10,0,1.09
,12:34:14,4,2700,882.2,1.16,13.3,9,-7.2,0.126,10,0,1.09
,12:34:15,4,2700,883.2,1.16,13.3,9,-7.2,0.126,10,0,1.09
,12:34:16,4,2700,884.2,1.16,13.3,9,-7.2,0.126,10,0,1.08
,12:34:17,4,2700,885.2,1.16,13.3,9,-7.2,0.125,10,0,1.08
,12:34:18,4,2700,886.2,1.16,13.3,9,-7.2,0.125,10,0,1.08
,12:34:19,4,2700,887.2,1.16,13.3,9,-7.2,0.126,10,0,1.09
,12:34:20,4,2700,888.2,1.16,13.3,9,-7.2,0.126,10,0,1.09
,12:34:21,4,2700,889.2,1.16,13.3,9,-7.2,0.126,10,0,1.09
,12:34:22,4,2700,890.2,1.16,13.3,9,-7.2,0.125,10,0,1.08
,12:34:23,4,2700,891.2,1.15,13.3,9,-7.2,0.125,10,0,1.08
,12:34:24,4,2700,892.2,1.15,13.3,9,-7.2,0.128,10,0,1.08
,12:34:25,4,2700,893.2,1.15,13.3,9,-7.2,0.125,10,0,1.08
,12:34:26,4,2700,894.2,1.15,13.3,9,-7.2,0.125,10,0,1.08
,12:34:27,4,2700,895.2,1.15,13.3,9,-7.2,0.125,10,0,1.08
,12:34:28,4,2700,896.2,1.15,13.3,9,-7.2,0.125,10,0,1.08
,12:34:29,4,2700,897.2,1.15,13.3,9,-7.2,0.125,10,0,1.08
,12:34:30,4,2700,898.2,1.15,13.3,9,-7.2,0.124,10,0,1.08
,12:34:31,4,2700,899.2,1.15,13.3,9,-7.2,0.124,10,0,1.07
,12:34:32,4,2700,900.2,1.15,13.3,9,-7.2,0.124,10,0,1.07
,12:34:33,4,2700,901.2,1.15,13.3,9,-7.2,0.125,10,0,1.08
,12:34:34,4,2700,902.2,1.15,13.3,9,-7.2,0.125,10,0,1.07
,12:34:35,4,2700,903.2,1.15,13.3,9,-7.2,0.124,10,0,1.07
,12:34:36,4,2700,904.2,1.14,13.3,9,-7.2,0.124,10,0,1.07
,12:34:37,4,2700,905.2,1.13,13.3,9,-7.2,0.123,10,0,1.06
,12:34:38,4,2700,906.2,1.13,13.3,9,-7.2,0.126,10,0,1.06
,12:34:39,4,2700,907.2,1.12,13.3,9,-7.2,0.129,10,0,1.05
,12:34:40,4,2700,908.2,1.12,13.3,9,-7.2,0.129,10,0,1.05
,12:34:41,4,2700,909.2,1.12,13.3,9,-7.2,0.125,10,0,1.05
,12:34:42,4,2700,910.2,1.13,13.3,9,-7.2,0.126,10,0,1.06
,12:34:43,4,2700,911.2,1.13,13.3,9,-7.2,0.13,10,0,1.06
,12:34:44,4,2700,912.2,1.14,13.3,9,-7.2,0.13,10,0,1.06
,12:34:45,4,2700,913.2,1.14,13.3,9,-7.2,0.13,10,0,1.06
,12:34:46,4,2700,914.2,1.14,13.3,9,-7.2,0.127,10,0,1.07
,12:34:47,4,2700,915.2,1.14,13.3,9,-7.2,0.127,10,0,1.07
,12:34:48,4,2700,916.2,1.14,13.3,9,-7.2,0.127,10,0,1.07
,12:34:49,4,2700,917.2,1.14,13.3,9,-7.2,0.131,10,0,1.07
,12:34:50,4,2700,918.2,1.14,13.3,9,-7.2,0.13,10,0,1.06
,12:34:51,4,2700,919.2,1.13,13.3,9,-7.2,0.13,10,0,1.06
,12:34:52,4,2700,920.2,1.14,13.3,9,-7.2,0.131,10,0,1.07
,12:34:53,4,2700,921.2,1.14,13.3,9,-7.2,0.131,10,0,1.07
,12:34:54,4,2700,922.2,1.15,13.3,9,-7.2,0.132,10,0,1.08
,12:34:55,4,2700,923.2,1.15,13.3,9,-7.2,0.132,10,0,1.08
,12:34:56,4,2700,924.2,1.16,13.3,9,-7.3,0.133,10,0,1.08
,12:34:57,4,2700,925.2,1.16,13.3,9,-7.3,0.133,10,0,1.09
,12:34:58,4,2700,926.2,1.17,13.3,9,-7.3,0.134,10,0,1.09
,12:34:59,4,2700,927.2,1.17,13.3,9,-7.3,0.13,10,0,1.09
,12:35:00,4,2700,928.2,1.16,13.3,9,-7.3,0.126,10,0.1,1.08
,12:35:01,4,2700,929.2,1.16,13.3,9,-7.3,0.125,10,0.1,1.08
,12:35:02,4,2700,930.2,1.15,13.3,9,-7.3,0.128,10,0,1.08
,12:35:03,4,2700,931.2,1.15,13.3,9,-7.3,0.128,10,0,1.08
,12:35:04,4,2700,932.2,1.15,13.3,9,-7.3,0.132,10,0,1.08
,12:35:05,4,2700,933.2,1.16,13.3,9,-7.3,0.133,10,0,1.08
,12:35:06,4,2700,934.2,1.16,13.3,9,-7.3,0.129,10,0,1.09
,12:35:07,4,2700,935.2,1.17,13.3,9,-7.3,0.13,10,0.1,1.09
,12:35:08,4,2700,936.2,1.17,13.3,9,-7.3,0.13,10,0,1.09
,12:35:09,4,2700,937.2,1.17,13.3,9,-7.3,0.127,10,0.1,1.09
,12:35:10,4,2700,938.2,1.16,13.3,9,-7.3,0.126,10,0,1.09
,12:35:11,4,2700,939.2,1.16,13.3,9,-7.3,0.126,10,0,1.09
,12:35:12,4,2700,940.2,1.16,13.3,9,-7.3,0.125,10,0,1.08
,12:35:13,4,2700,941.2,1.16,13.3,9,-7.3,0.122,10,0,1.08
,12:35:14,4,2700,942.2,1.15,13.3,10,-7.3,0.118,10,0,1.08
,12:35:15,4,2700,943.2,1.15,13.3,10,-7.3,0.118,10,0,1.08
,12:35:16,4,2700,944.2,1.15,13.3,9,-7.3,0.121,10,0,1.08
,12:35:17,4,2700,945.2,1.16,13.3,9,-7.3,0.122,10,0,1.08
,12:35:18,4,2700,946.2,1.15,13.3,9,-7.3,0.128,10,0,1.08
,12:35:19,4,2700,947.2,1.15,13.3,9,-7.3,0.132,10,0,1.07
,12:35:20,4,2700,948.2,1.14,13.3,9,-7.3,0.131,10,0,1.07
,12:35:21,4,2700,949.2,1.14,13.3,9,-7.3,0.128,10,0,1.07
,12:35:22,4,2700,950.2,1.15,13.3,9,-7.3,0.128,10,0,1.07
,12:35:23,4,2700,951.2,1.15,13.3,9,-7.3,0.125,10,0,1.08
,12:35:24,4,2700,952.2,1.15,13.3,9,-7.3,0.124,10,0,1.07
,12:35:25,4,2700,953.2,1.14,13.3,9,-7.3,0.127,10,0,1.07
,12:35:26,4,2700,954.2,1.14,13.3,9,-7.3,0.127,10,0,1.07
,12:35:27,4,2700,955.2,1.14,13.3,9,-7.3,0.131,10,0,1.07
,12:35:28,4,2700,956.2,1.14,13.3,9,-7.3,0.131,10,0,1.07
,12:35:29,4,2700,957.2,1.14,13.3,9,-7.3,0.131,10,0,1.07
,12:35:30,4,2700,958.2,1.15,13.3,9,-7.3,0.132,10,0,1.08
,12:35:31,4,2700,959.2,1.16,13.3,9,-7.3,0.133,10,0,1.08
,12:35:32,4,2700,960.2,1.16,13.3,9,-7.3,0.133,10,0,1.08
,12:35:33,4,2700,961.2,1.16,13.3,9,-7.3,0.133,10,0,1.09
,12:35:34,4,2700,962.2,1.16,13.3,9,-7.3,0.129,10,0,1.09
,12:35:35,4,2700,963.2,1.16,13.3,9,-7.3,0.126,10,0,1.09
,12:35:36,4,2700,964.2,1.16,13.3,9,-7.3,0.126,10,0,1.09
,12:35:37,4,2700,965.2,1.16,13.3,9,-7.3,0.126,10,0,1.09
,12:35:38,4,2700,966.2,1.16,13.3,9,-7.3,0.13,10,0,1.09
,12:35:39,4,2700,967.2,1.16,13.3,9,-7.3,0.13,10,0,1.09
,12:35:40,4,2700,968.2,1.17,13.3,9,-7.3,0.13,10,0,1.09
,12:35:41,4,2700,969.2,1.17,13.3,9,-7.3,0.13,10,0,1.09
,12:35:42,4,2700,970.2,1.16,13.3,9,-7.3,0.13,10,0,1.09
,12:35:43,4,2700,971.2,1.16,13.3,9,-7.3,0.13,10,0,1.09
,12:35:44,4,2700,972.2,1.17,13.3,9,-7.3,0.13,10,0,1.09
,12:35:45,4,2700,973.2,1.17,13.3,9,-7.3,0.126,10,0,1.09
,12:35:46,4,2700,974.2,1.16,13.3,9,-7.3,0.126,10,0,1.09
,12:35:47,4,2700,975.2,1.16,13.3,9,-7.3,0.126,10,0,1.09
,12:35:48,4,2700,976.2,1.16,13.3,9,-7.3,0.123,10,0,1.09
,12:35:49,4,2700,977.2,1.16,13.3,9,-7.3,0.123,10,0,1.09
,12:35:50,4,2700,978.2,1.16,13.3,9,-7.3,0.123,10,0,1.09
,12:35:51,4,2700,979.2,1.16,13.3,9,-7.3,0.126,10,0.1,1.09
,12:35:52,4,2700,980.2,1.16,13.3,9,-7.3,0.13,10,0,1.09
,12:35:53,4,2700,981.2,1.16,13.3,9,-7.3,0.13,10,0,1.09
,12:35:54,4,2700,982.2,1.17,13.3,9,-7.4,0.134,10,0,1.09
,12:35:55,4,2700,983.2,1.17,13.3,9,-7.4,0.134,10,0,1.09
,12:35:56,4,2700,984.2,1.16,13.3,9,-7.4,0.13,10,0,1.09
,12:35:57,4,2700,985.2,1.16,13.3,9,-7.4,0.133,10,0,1.09
,12:35:58,4,2700,986.2,1.16,13.3,9,-7.4,0.133,10,0,1.09
,12:35:59,4,2700,987.2,1.16,13.3,9,-7.4,0.133,10,0,1.09
,12:36:00,4,2700,988.2,1.17,13.3,9,-7.4,0.134,10,0,1.09
,12:36:01,4,2700,989.2,1.17,13.3,9,-7.4,0.13,10,0,1.1
,12:36:02,4,2700,990.2,1.18,13.3,9,-7.4,0.131,10,0,1.1
,12:36:03,4,2700,991.2,1.18,13.3,9,-7.4,0.131,10,0.1,1.1
,12:36:04,4,2700,992.2,1.17,13.3,9,-7.4,0.135,10,0.1,1.1
,12:36:05,4,2700,993.2,1.17,13.3,9,-7.4,0.127,10,0,1.1
,12:36:06,4,2700,994.2,1.17,13.3,9,-7.4,0.127,10,0,1.09
,12:36:07,4,2700,995.2,1.17,13.3,9,-7.4,0.127,10,0,1.09
,12:36:08,4,2700,996.2,1.17,13.3,9,-7.4,0.13,10,0,1.09
,12:36:09,4,2700,997.2,1.17,13.3,9,-7.4,0.13,10,0,1.09
,12:36:10,4,2700,998.2,1.17,13.3,9,-7.4,0.13,10,0,1.09
,12:36:11,4,2700,999.2,1.17,13.3,9,-7.4,0.13,10,0,1.09
,12:36:12,4,2700,1000.2,1.17,13.3,9,-7.4,0.126,10,0,1.09
,12:36:13,4,2700,1001.2,1.17,13.3,9,-7.4,0.13,10,0,1.09
,12:36:14,4,2700,1002.2,1.16,13.3,9,-7.4,0.13,10,0,1.09
,12:36:15,4,2700,1003.2,1.17,13.3,9,-7.4,0.13,10,0,1.09
,12:36:16,4,2700,1004.2,1.17,13.3,9,-7.4,0.126,10,0,1.09
,12:36:17,4,2700,1005.2,1.17,13.3,9,-7.4,0.123,10,0,1.09
,12:36:18,4,2700,1006.2,1.17,13.3,9,-7.4,0.123,10,0,1.1
,12:36:19,4,2700,1007.2,1.17,13.3,9,-7.4,0.124,10,0,1.1
,12:36:20,4,2700,1008.2,1.17,13.3,9,-7.4,0.127,10,0,1.1
,12:36:21,4,2700,1009.2,1.17,13.3,9,-7.4,0.13,10,0,1.1
,12:36:22,4,2700,1010.2,1.17,13.3,9,-7.4,0.13,10,0,1.09
,12:36:23,4,2700,1011.2,1.16,13.3,9,-7.4,0.133,10,0,1.09
,12:36:24,4,2700,1012.2,1.16,13.3,9,-7.4,0.13,10,0,1.09
,12:36:25,4,2700,1013.2,1.17,13.3,9,-7.4,0.134,10,0,1.09
,12:36:26,4,2700,1014.2,1.17,13.3,9,-7.4,0.134,10,0,1.09
,12:36:27,4,2700,1015.2,1.17,13.3,9,-7.4,0.13,10,0,1.09
,12:36:28,4,2700,1016.2,1.17,13.3,9,-7.4,0.127,10,0,1.09
,12:36:29,4,2700,1017.2,1.17,13.3,9,-7.4,0.123,10,0,1.09
,12:36:30,4,2700,1018.2,1.17,13.3,9,-7.4,0.123,10,0,1.09
,12:36:31,4,2700,1019.2,1.17,13.3,9,-7.4,0.127,10,0,1.09
,12:36:32,4,2700,1020.2,1.17,13.3,9,-7.4,0.13,10,0,1.09
,12:36:33,4,2700,1021.2,1.16,13.3,9,-7.4,0.13,10,0,1.09
,12:36:34,4,2700,1022.2,1.16,13.3,9,-7.5,0.129,10,0,1.09
,12:36:35,4,2700,1023.2,1.16,13.3,9,-7.5,0.133,10,0,1.09
,12:36:36,4,2700,1024.2,1.16,13.3,9,-7.5,0.133,10,0,1.09
,12:36:37,4,2700,1025.2,1.16,13.3,9,-7.5,0.133,10,0,1.09
,12:36:38,4,2700,1026.2,1.16,13.3,9,-7.5,0.13,10,0,1.09
,12:36:39,4,2700,1027.2,1.16,13.3,9,-7.5,0.126,10,0,1.09
,12:36:40,4,2700,1028.2,1.16,13.3,9,-7.5,0.13,10,0,1.09
,12:36:41,4,2700,1029.2,1.16,13.3,9,-7.5,0.129,10,0,1.09
,12:36:42,4,2700,1030.2,1.16,13.3,9,-7.5,0.125,10,0,1.08
,12:36:43,4,2700,1031.2,1.16,13.3,9,-7.5,0.129,10,0,1.08
,12:36:44,4,2700,1032.2,1.16,13.3,9,-7.5,0.125,10,0,1.08
,12:36:45,4,2700,1033.2,1.16,13.3,9,-7.5,0.123,10,0,1.09
,12:36:46,4,2700,1034.2,1.17,13.3,10,-7.5,0.12,10,0,1.09
,12:36:47,4,2700,1035.2,1.17,13.3,9,-7.5,0.123,10,0,1.09
,12:36:48,4,2700,1036.2,1.16,13.3,9,-7.5,0.126,10,0,1.09
,12:36:49,4,2700,1037.2,1.16,13.3,9,-7.5,0.133,10,0,1.08
,12:36:50,4,2700,1038.2,1.16,13.3,9,-7.5,0.133,10,0,1.08
,12:36:51,4,2700,1039.2,1.16,13.3,9,-7.5,0.133,10,0,1.08
,12:36:52,4,2700,1040.2,1.16,13.3,9,-7.5,0.133,10,0,1.09
,12:36:53,4,2700,1041.2,1.16,13.3,9,-7.5,0.129,10,0,1.09
,12:36:54,4,2700,1042.2,1.16,13.3,9,-7.5,0.133,10,0,1.09
,12:36:55,4,2700,1043.2,1.16,13.3,9,-7.5,0.133,10,0,1.09
,12:36:56,4,2700,1044.2,1.16,13.3,9,-7.5,0.133,10,0,1.09
,12:36:57,4,2700,1045.2,1.16,13.3,9,-7.5,0.13,10,0,1.09
