Data file,,RA0.3_PAO_12C_001_1HOUR.TSV,,,,,,,,,,
Configuration file,,TE77 CHILLER-ECKOLD.CFG,,,,,,,,,,
Calibration file,,TE77 CHILLER.CAL,,,,,,,,,,
Test control file,,DEARMANBENCHMARK_12DEG.TSF,,,,,,,,,,
,,,,,,,,,,,,
User,,David Eckold,,,,,,,,,,
Date,,16/03/2016,,,,,,,,,,
Lubricant,,PAO68,,,,,,,,,,
Specimens,,Al on PTFE,,,,,,,,,,
Temp,,12,,,,,,,,,,
Notes,,Grit 320,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Test started at 10:45:13 on 16/03/2016,,,,,,,,,,,,
,Time,This Step,Step Time,Test Time,Friction Force (N),Frequency (Hz),Load (N),Specimen Temperature (Chiller) (øC),Friction Coeff,Friction Range (N),Contact Pot (mV),Force Input (Volts)
,11:22:23,4,3600,2229.9,1.04,13.3,9,12.5,0.116,10,0.3,0.94
,11:22:24,4,3600,2230.9,1.05,13.3,9,12.5,0.114,10,0.3,0.95
,11:22:25,4,3600,2231.9,1.07,13.3,9,12.5,0.115,10,0.3,0.96
,11:22:26,4,3600,2232.9,1.07,13.3,9,12.5,0.119,10,0.3,0.97
,11:22:27,4,3600,2233.9,1.07,13.3,9,12.5,0.119,10,0.3,0.96
,11:22:28,4,3600,2234.9,1.06,13.3,9,12.5,0.118,10,0.3,0.95
,11:22:29,4,3600,2235.9,1.05,13.3,9,12.5,0.111,10,0.3,0.95
,11:22:30,4,3600,2236.9,1.05,13.3,9,12.4,0.11,10,0.3,0.94
,11:22:31,4,3600,2237.9,1.04,13.3,9,12.4,0.109,10,0.3,0.94
,11:22:32,4,3600,2238.9,1.03,13.3,10,12.4,0.105,10,0.3,0.92
,11:22:33,4,3600,2239.9,1.02,13.3,10,12.4,0.104,10,0.3,0.91
,11:22:34,4,3600,2240.9,1.01,13.3,10,12.4,0.104,10,0.3,0.91
,11:22:35,4,3600,2241.9,1,13.3,9,12.4,0.109,10,0.3,0.9
,11:22:36,4,3600,2242.9,1,13.3,9,12.4,0.114,10,0.3,0.9
,11:22:37,4,3600,2243.9,0.99,13.3,9,12.4,0.113,10,0.3,0.89
,11:22:38,4,3600,2244.9,0.99,13.3,9,12.3,0.114,10,0.3,0.9
,11:22:39,4,3600,2245.9,1,13.3,9,12.3,0.114,10,0.3,0.9
,11:22:40,4,3600,2246.9,1.01,13.3,8,12.3,0.119,10,0.3,0.91
,11:22:41,4,3600,2247.9,1.01,13.3,9,12.3,0.115,10,0.3,0.91
,11:22:42,4,3600,2248.9,1.01,13.3,9,12.3,0.112,10,0.3,0.91
,11:22:43,4,3600,2249.9,1,13.3,9,12.3,0.112,10,0.3,0.91
,11:22:44,4,3600,2250.9,1.01,13.3,9,12.3,0.115,10,0.3,0.91
,11:22:45,4,3600,2251.9,1.01,13.3,9,12.3,0.112,10,0.3,0.91
,11:22:46,4,3600,2252.9,1.01,13.3,9,12.3,0.113,10,0.3,0.91
,11:22:47,4,3600,2253.9,1.02,13.3,9,12.2,0.114,10,0.3,0.92
,11:22:48,4,3600,2254.9,1.02,13.3,9,12.2,0.114,10,0.3,0.92
,11:22:49,4,3600,2255.9,1.03,13.3,9,12.2,0.114,10,0.3,0.92
,11:22:50,4,3600,2256.9,1.03,13.3,9,12.2,0.111,10,0.3,0.92
,11:22:51,4,3600,2257.9,1.03,13.3,9,12.2,0.109,10,0.3,0.93
,11:22:52,4,3600,2258.9,1.03,13.3,9,12.2,0.109,10,0.3,0.93
,11:22:53,4,3600,2259.9,1.03,13.3,9,12.2,0.115,10,0.3,0.93
,11:22:54,4,3600,2260.9,1.04,13.3,9,12.1,0.115,10,0.3,0.93
,11:22:55,4,3600,2261.9,1.03,13.3,9,12.1,0.115,10,0.3,0.93
,11:22:56,4,3600,2262.9,1.03,13.3,9,12.1,0.115,10,0.3,0.93
,11:22:57,4,3600,2263.9,1.02,13.3,9,12.1,0.117,10,0.3,0.92
,11:22:58,4,3600,2264.9,1.02,13.3,9,12.1,0.117,10,0.3,0.92
,11:22:59,4,3600,2265.9,1.02,13.3,9,12.1,0.117,10,0.3,0.92
,11:23:00,4,3600,2266.9,1.02,13.3,9,12.1,0.117,10,0.3,0.92
,11:23:01,4,3600,2267.9,1.03,13.3,9,12.1,0.114,10,0.3,0.92
,11:23:02,4,3600,2268.9,1.03,13.3,9,12.1,0.115,10,0.3,0.93
,11:23:03,4,3600,2269.9,1.03,13.3,9,12.1,0.115,10,0.3,0.93
,11:23:04,4,3600,2270.9,1.03,13.3,9,12,0.118,10,0.3,0.92
,11:23:05,4,3600,2271.9,1.03,13.3,9,12,0.115,10,0.3,0.93
,11:23:06,4,3600,2272.9,1.03,13.3,9,12,0.115,10,0.3,0.93
,11:23:07,4,3600,2273.9,1.03,13.3,9,12,0.115,10,0.3,0.93
,11:23:08,4,3600,2274.9,1.04,13.3,9,12,0.116,10,0.3,0.94
,11:23:09,4,3600,2275.9,1.04,13.3,9,12,0.113,10,0.3,0.94
,11:23:10,4,3600,2276.9,1.04,13.3,9,11.9,0.11,10,0.3,0.94
,11:23:11,4,3600,2277.9,1.04,13.3,10,11.9,0.106,10,0.3,0.93
,11:23:12,4,3600,2278.9,1.03,13.3,10,11.9,0.106,10,0.3,0.93
,11:23:13,4,3600,2279.9,1.03,13.3,9,11.9,0.109,10,0.3,0.93
,11:23:14,4,3600,2280.9,1.04,13.3,9,11.9,0.109,10,0.3,0.94
,11:23:15,4,3600,2281.9,1.04,13.3,9,11.9,0.109,10,0.3,0.94
,11:23:16,4,3600,2282.9,1.04,13.3,9,11.9,0.112,10,0.3,0.93
,11:23:17,4,3600,2283.9,1.03,13.3,9,11.8,0.115,10,0.3,0.93
,11:23:18,4,3600,2284.9,1.03,13.3,9,11.8,0.118,10,0.3,0.93
,11:23:19,4,3600,2285.9,1.02,13.3,9,11.8,0.114,10,0.3,0.92
,11:23:20,4,3600,2286.9,1.01,13.3,9,11.8,0.113,10,0.3,0.91
,11:23:21,4,3600,2287.9,1.02,13.3,9,11.8,0.114,10,0.3,0.92
,11:23:22,4,3600,2288.9,1.04,13.3,9,11.8,0.119,10,0.3,0.93
,11:23:23,4,3600,2289.9,1.05,13.3,9,11.8,0.12,10,0.3,0.95
,11:23:24,4,3600,2290.9,1.05,13.3,9,11.8,0.121,10,0.3,0.95
,11:23:25,4,3600,2291.9,1.05,13.3,9,11.8,0.117,10,0.3,0.94
,11:23:26,4,3600,2292.9,1.05,13.3,9,11.7,0.117,10,0.3,0.94
,11:23:27,4,3600,2293.9,1.04,13.3,9,11.7,0.116,10,0.3,0.94
,11:23:28,4,3600,2294.9,1.03,13.3,9,11.7,0.119,10,0.3,0.93
,11:23:29,4,3600,2295.9,1.03,13.3,9,11.7,0.118,10,0.3,0.93
,11:23:30,4,3600,2296.9,1.03,13.3,9,11.7,0.115,10,0.3,0.93
,11:23:31,4,3600,2297.9,1.03,13.3,9,11.7,0.119,10,0.3,0.93
,11:23:32,4,3600,2298.9,1.03,13.3,9,11.7,0.118,10,0.3,0.93
,11:23:33,4,3600,2299.9,1.03,13.3,9,11.6,0.115,10,0.3,0.93
,11:23:34,4,3600,2300.9,1.03,13.3,9,11.6,0.115,10,0.3,0.93
,11:23:35,4,3600,2301.9,1.03,13.3,9,11.6,0.115,10,0.3,0.93
,11:23:36,4,3600,2302.9,1.04,13.3,9,11.6,0.119,10,0.3,0.93
,11:23:37,4,3600,2303.9,1.04,13.3,9,11.6,0.115,10,0.3,0.93
,11:23:38,4,3600,2304.9,1.03,13.3,9,11.6,0.112,10,0.3,0.93
,11:23:39,4,3600,2305.9,1.04,13.3,9,11.6,0.112,10,0.3,0.93
,11:23:40,4,3600,2306.9,1.04,13.3,9,11.6,0.113,10,0.3,0.94
,11:23:41,4,3600,2307.9,1.04,13.3,9,11.5,0.113,10,0.3,0.94
,11:23:42,4,3600,2308.9,1.05,13.3,9,11.5,0.117,10,0.3,0.94
,11:23:43,4,3600,2309.9,1.04,13.3,9,11.5,0.116,10,0.3,0.94
,11:23:44,4,3600,2310.9,1.04,13.3,9,11.5,0.113,10,0.3,0.94
,11:23:45,4,3600,2311.9,1.03,13.3,9,11.5,0.112,10,0.3,0.93
,11:23:46,4,3600,2312.9,1.03,13.3,9,11.5,0.115,10,0.3,0.93
,11:23:47,4,3600,2313.9,1.04,13.3,9,11.5,0.115,10,0.3,0.93
,11:23:48,4,3600,2314.9,1.04,13.3,9,11.4,0.116,10,0.3,0.94
,11:23:49,4,3600,2315.9,1.04,13.3,9,11.4,0.116,10,0.3,0.94
,11:23:50,4,3600,2316.9,1.04,13.3,9,11.4,0.112,10,0.3,0.93
,11:23:51,4,3600,2317.9,1.04,13.3,9,11.4,0.113,10,0.3,0.94
,11:23:52,4,3600,2318.9,1.04,13.3,9,11.4,0.113,10,0.3,0.94
,11:23:53,4,3600,2319.9,1.04,13.3,9,11.4,0.113,10,0.3,0.94
,11:23:54,4,3600,2320.9,1.04,13.3,9,11.3,0.116,10,0.3,0.94
,11:23:55,4,3600,2321.9,1.04,13.3,9,11.3,0.113,10,0.3,0.94
,11:23:56,4,3600,2322.9,1.05,13.3,9,11.3,0.114,10,0.3,0.95
,11:23:57,4,3600,2323.9,1.05,13.3,9,11.3,0.111,10,0.3,0.95
,11:23:58,4,3600,2324.9,1.05,13.3,9,11.3,0.111,10,0.3,0.94
,11:23:59,4,3600,2325.9,1.04,13.3,9,11.3,0.11,10,0.3,0.94
,11:24:00,4,3600,2326.9,1.04,13.3,9,11.3,0.109,10,0.3,0.93
,11:24:01,4,3600,2327.9,1.03,13.3,9,11.3,0.115,10,0.3,0.93
,11:24:02,4,3600,2328.9,1.03,13.3,9,11.3,0.115,10,0.3,0.93
,11:24:03,4,3600,2329.9,1.04,13.3,9,11.2,0.115,10,0.3,0.93
,11:24:04,4,3600,2330.9,1.04,13.3,9,11.2,0.116,10,0.3,0.94
,11:24:05,4,3600,2331.9,1.04,13.3,9,11.2,0.116,10,0.3,0.94
,11:24:06,4,3600,2332.9,1.05,13.3,9,11.2,0.117,10,0.3,0.95
,11:24:07,4,3600,2333.9,1.05,13.3,9,11.2,0.121,10,0.3,0.95
,11:24:08,4,3600,2334.9,1.05,13.3,9,11.2,0.121,10,0.3,0.95
,11:24:09,4,3600,2335.9,1.05,13.3,9,11.1,0.121,10,0.3,0.95
,11:24:10,4,3600,2336.9,1.05,13.3,9,11.1,0.121,10,0.3,0.95
,11:24:11,4,3600,2337.9,1.05,13.3,9,11.1,0.114,10,0.3,0.94
,11:24:12,4,3600,2338.9,1.05,13.3,9,11.1,0.11,10,0.3,0.94
,11:24:13,4,3600,2339.9,1.04,13.3,9,11.1,0.113,10,0.3,0.94
,11:24:14,4,3600,2340.9,1.05,13.3,9,11.1,0.117,10,0.3,0.94
,11:24:15,4,3600,2341.9,1.04,13.3,9,11.1,0.116,10,0.3,0.94
,11:24:16,4,3600,2342.9,1.04,13.3,9,11,0.116,10,0.3,0.94
,11:24:17,4,3600,2343.9,1.03,13.3,9,11.1,0.119,10,0.3,0.93
,11:24:18,4,3600,2344.9,1.03,13.3,9,11,0.114,10,0.3,0.92
,11:24:19,4,3600,2345.9,1.02,13.3,9,11,0.117,10,0.3,0.92
,11:24:20,4,3600,2346.9,1.03,13.3,9,11,0.118,10,0.3,0.92
,11:24:21,4,3600,2347.9,1.03,13.3,9,11,0.115,10,0.3,0.93
,11:24:22,4,3600,2348.9,1.04,13.3,9,11,0.112,10,0.3,0.94
,11:24:23,4,3600,2349.9,1.05,13.3,9,11,0.117,10,0.3,0.95
,11:24:24,4,3600,2350.9,1.05,13.3,9,11,0.118,10,0.3,0.95
,11:24:25,4,3600,2351.9,1.06,13.3,9,11,0.118,10,0.3,0.95
,11:24:26,4,3600,2352.9,1.05,13.3,9,10.9,0.121,10,0.3,0.95
,11:24:27,4,3600,2353.9,1.05,13.3,9,10.9,0.118,10,0.3,0.95
,11:24:28,4,3600,2354.9,1.05,13.3,9,10.9,0.117,10,0.3,0.95
,11:24:29,4,3600,2355.9,1.05,13.3,9,10.9,0.114,10,0.3,0.95
,11:24:30,4,3600,2356.9,1.05,13.3,9,10.9,0.111,10,0.3,0.95
,11:24:31,4,3600,2357.9,1.06,13.3,10,10.9,0.109,10,0.3,0.96
,11:24:32,4,3600,2358.9,1.06,13.3,9,10.9,0.111,10,0.3,0.95
,11:24:33,4,3600,2359.9,1.04,13.3,9,10.8,0.116,10,0.3,0.94
,11:24:34,4,3600,2360.9,1.03,13.3,9,10.8,0.115,10,0.3,0.93
,11:24:35,4,3600,2361.9,1.03,13.3,9,10.8,0.115,10,0.3,0.93
,11:24:36,4,3600,2362.9,1.03,13.3,9,10.8,0.115,10,0.3,0.93
,11:24:37,4,3600,2363.9,1.03,13.3,9,10.8,0.118,10,0.3,0.93
,11:24:38,4,3600,2364.9,1.03,13.3,9,10.8,0.119,10,0.3,0.93
,11:24:39,4,3600,2365.9,1.05,13.3,9,10.8,0.12,10,0.3,0.94
,11:24:40,4,3600,2366.9,1.05,13.3,9,10.8,0.117,10,0.3,0.95
,11:24:41,4,3600,2367.9,1.05,13.3,9,10.8,0.117,10,0.3,0.95
,11:24:42,4,3600,2368.9,1.05,13.3,9,10.8,0.117,10,0.3,0.95
,11:24:43,4,3600,2369.9,1.05,13.3,9,10.8,0.117,10,0.3,0.95
,11:24:44,4,3600,2370.9,1.06,13.3,9,10.7,0.118,10,0.3,0.96
,11:24:45,4,3600,2371.9,1.06,13.3,9,10.7,0.118,10,0.3,0.95
,11:24:46,4,3600,2372.9,1.05,13.3,9,10.7,0.118,10,0.3,0.95
,11:24:47,4,3600,2373.9,1.06,13.3,9,10.7,0.111,10,0.3,0.95
,11:24:48,4,3600,2374.9,1.06,13.3,10,10.7,0.109,10,0.3,0.96
,11:24:49,4,3600,2375.9,1.06,13.3,9,10.7,0.112,10,0.3,0.96
,11:24:50,4,3600,2376.9,1.06,13.3,9,10.7,0.118,10,0.3,0.96
,11:24:51,4,3600,2377.9,1.06,13.3,9,10.7,0.122,10,0.3,0.96
,11:24:52,4,3600,2378.9,1.06,13.3,9,10.6,0.121,10,0.3,0.95
,11:24:53,4,3600,2379.9,1.06,13.3,9,10.6,0.121,10,0.3,0.95
,11:24:54,4,3600,2380.9,1.05,13.3,9,10.6,0.121,10,0.3,0.95
,11:24:55,4,3600,2381.9,1.06,13.3,9,10.6,0.118,10,0.3,0.95
,11:24:56,4,3600,2382.9,1.05,13.3,9,10.6,0.117,10,0.3,0.95
,11:24:57,4,3600,2383.9,1.05,13.3,9,10.6,0.117,10,0.3,0.95
,11:24:58,4,3600,2384.9,1.05,13.3,9,10.6,0.114,10,0.3,0.95
,11:24:59,4,3600,2385.9,1.05,13.3,9,10.6,0.111,10,0.3,0.95
,11:25:00,4,3600,2386.9,1.06,13.3,9,10.6,0.112,10,0.3,0.96
,11:25:01,4,3600,2387.9,1.05,13.3,9,10.6,0.118,10,0.3,0.95
,11:25:02,4,3600,2388.9,1.05,13.3,9,10.6,0.117,10,0.3,0.94
,11:25:03,4,3600,2389.9,1.03,13.3,9,10.6,0.115,10,0.3,0.93
,11:25:04,4,3600,2390.9,1.03,13.3,9,10.6,0.115,10,0.3,0.93
,11:25:05,4,3600,2391.9,1.03,13.3,9,10.6,0.115,10,0.3,0.93
,11:25:06,4,3600,2392.9,1.04,13.3,9,10.5,0.119,10,0.3,0.94
,11:25:07,4,3600,2393.9,1.05,13.3,9,10.5,0.117,10,0.3,0.94
,11:25:08,4,3600,2394.9,1.05,13.3,9,10.5,0.114,10,0.3,0.95
,11:25:09,4,3600,2395.9,1.06,13.3,9,10.5,0.111,10,0.3,0.95
,11:25:10,4,3600,2396.9,1.06,13.3,9,10.5,0.115,10,0.3,0.95
,11:25:11,4,3600,2397.9,1.05,13.3,9,10.5,0.117,10,0.3,0.95
,11:25:12,4,3600,2398.9,1.04,13.3,9,10.5,0.116,10,0.3,0.94
,11:25:13,4,3600,2399.9,1.04,13.3,9,10.5,0.115,10,0.3,0.93
,11:25:14,4,3600,2400.9,1.03,13.3,9,10.5,0.119,10,0.3,0.93
,11:25:15,4,3600,2401.9,1.04,13.3,9,10.5,0.119,10,0.3,0.94
,11:25:16,4,3600,2402.9,1.06,13.3,9,10.5,0.121,10,0.3,0.95
,11:25:17,4,3600,2403.9,1.07,13.3,9,10.5,0.119,10,0.3,0.96
,11:25:18,4,3600,2404.9,1.07,13.3,9,10.5,0.116,10,0.3,0.96
,11:25:19,4,3600,2405.9,1.06,13.3,9,10.5,0.115,10,0.3,0.96
,11:25:20,4,3600,2406.9,1.06,13.3,10,10.5,0.109,10,0.3,0.96
,11:25:21,4,3600,2407.9,1.06,13.3,10,10.5,0.109,10,0.3,0.96
,11:25:22,4,3600,2408.9,1.05,13.3,9,10.5,0.111,10,0.3,0.95
,11:25:23,4,3600,2409.9,1.04,13.3,9,10.5,0.113,10,0.3,0.94
,11:25:24,4,3600,2410.9,1.03,13.3,9,10.5,0.115,10,0.3,0.93
,11:25:25,4,3600,2411.9,1.03,13.3,9,10.5,0.119,10,0.3,0.93
,11:25:26,4,3600,2412.9,1.04,13.3,9,10.5,0.119,10,0.3,0.94
,11:25:27,4,3600,2413.9,1.04,13.3,9,10.5,0.116,10,0.3,0.94
,11:25:28,4,3600,2414.9,1.04,13.3,9,10.5,0.115,10,0.3,0.93
,11:25:29,4,3600,2415.9,1.03,13.3,9,10.5,0.115,10,0.3,0.93
,11:25:30,4,3600,2416.9,1.03,13.3,9,10.5,0.119,10,0.3,0.93
,11:25:31,4,3600,2417.9,1.04,13.3,9,10.5,0.116,10,0.3,0.94
,11:25:32,4,3600,2418.9,1.05,13.3,9,10.5,0.117,10,0.3,0.95
,11:25:33,4,3600,2419.9,1.05,13.3,9,10.5,0.117,10,0.3,0.95
,11:25:34,4,3600,2420.9,1.06,13.3,9,10.5,0.115,10,0.3,0.95
,11:25:35,4,3600,2421.9,1.06,13.3,9,10.5,0.111,10,0.3,0.95
,11:25:36,4,3600,2422.9,1.05,13.3,9,10.5,0.114,10,0.3,0.95
,11:25:37,4,3600,2423.9,1.04,13.3,9,10.5,0.12,10,0.3,0.94
,11:25:38,4,3600,2424.9,1.04,13.3,9,10.5,0.119,10,0.3,0.93
,11:25:39,4,3600,2425.9,1.04,13.3,9,10.5,0.119,10,0.3,0.94
,11:25:40,4,3600,2426.9,1.05,13.3,9,10.5,0.121,10,0.3,0.95
,11:25:41,4,3600,2427.9,1.06,13.3,9,10.5,0.122,10,0.3,0.96
,11:25:42,4,3600,2428.9,1.06,13.3,9,10.5,0.118,10,0.3,0.96
,11:25:43,4,3600,2429.9,1.06,13.3,9,10.5,0.118,10,0.3,0.95
,11:25:44,4,3600,2430.9,1.05,13.3,9,10.5,0.114,10,0.3,0.95
,11:25:45,4,3600,2431.9,1.05,13.3,9,10.5,0.111,10,0.3,0.95
,11:25:46,4,3600,2432.9,1.05,13.3,9,10.5,0.111,10,0.3,0.95
,11:25:47,4,3600,2433.9,1.05,13.3,9,10.5,0.114,10,0.3,0.95
,11:25:48,4,3600,2434.9,1.06,13.3,9,10.5,0.121,10,0.3,0.95
,11:25:49,4,3600,2435.9,1.06,13.3,9,10.5,0.121,10,0.3,0.95
,11:25:50,4,3600,2436.9,1.05,13.3,9,10.5,0.117,10,0.3,0.95
,11:25:51,4,3600,2437.9,1.05,13.3,9,10.5,0.117,10,0.3,0.95
,11:25:52,4,3600,2438.9,1.04,13.3,9,10.5,0.116,10,0.3,0.94
,11:25:53,4,3600,2439.9,1.05,13.3,9,10.5,0.12,10,0.3,0.94
,11:25:54,4,3600,2440.9,1.05,13.3,9,10.5,0.117,10,0.3,0.95
,11:25:55,4,3600,2441.9,1.06,13.3,9,10.5,0.115,10,0.3,0.95
,11:25:56,4,3600,2442.9,1.05,13.3,9,10.5,0.111,10,0.3,0.95
,11:25:57,4,3600,2443.9,1.05,13.3,9,10.5,0.111,10,0.3,0.95
,11:25:58,4,3600,2444.9,1.04,13.3,9,10.5,0.11,10,0.3,0.94
,11:25:59,4,3600,2445.9,1.04,13.3,9,10.5,0.116,10,0.3,0.94
,11:26:00,4,3600,2446.9,1.04,13.3,9,10.5,0.116,10,0.3,0.94
,11:26:01,4,3600,2447.9,1.04,13.3,9,10.5,0.119,10,0.3,0.94
,11:26:02,4,3600,2448.9,1.04,13.3,9,10.5,0.116,10,0.3,0.94
,11:26:03,4,3600,2449.9,1.04,13.3,9,10.5,0.116,10,0.3,0.94
,11:26:04,4,3600,2450.9,1.04,13.3,9,10.5,0.116,10,0.3,0.94
,11:26:05,4,3600,2451.9,1.04,13.3,9,10.5,0.116,10,0.3,0.93
,11:26:06,4,3600,2452.9,1.04,13.3,9,10.5,0.119,10,0.3,0.94
,11:26:07,4,3600,2453.9,1.04,13.3,9,10.5,0.12,10,0.3,0.94
,11:26:08,4,3600,2454.9,1.05,13.3,9,10.5,0.12,10,0.3,0.95
,11:26:09,4,3600,2455.9,1.05,13.3,9,10.5,0.117,10,0.2,0.95
,11:26:10,4,3600,2456.9,1.04,13.3,9,10.6,0.12,10,0.3,0.94
,11:26:11,4,3600,2457.9,1.04,13.3,9,10.6,0.116,10,0.3,0.94
,11:26:12,4,3600,2458.9,1.05,13.3,9,10.6,0.117,10,0.3,0.94
,11:26:13,4,3600,2459.9,1.05,13.3,9,10.6,0.114,10,0.3,0.95
,11:26:14,4,3600,2460.9,1.05,13.3,9,10.6,0.114,10,0.3,0.95
,11:26:15,4,3600,2461.9,1.06,13.3,9,10.6,0.115,10,0.3,0.95
,11:26:16,4,3600,2462.9,1.06,13.3,9,10.6,0.112,10,0.3,0.96
,11:26:17,4,3600,2463.9,1.06,13.3,9,10.6,0.112,10,0.3,0.96
,11:26:18,4,3600,2464.9,1.06,13.3,10,10.6,0.109,10,0.3,0.96
,11:26:19,4,3600,2465.9,1.06,13.3,10,10.6,0.109,10,0.3,0.95
,11:26:20,4,3600,2466.9,1.05,13.3,9,10.6,0.111,10,0.3,0.95
,11:26:21,4,3600,2467.9,1.05,13.3,9,10.6,0.114,10,0.3,0.95
,11:26:22,4,3600,2468.9,1.05,13.3,9,10.6,0.117,10,0.3,0.95
,11:26:23,4,3600,2469.9,1.04,13.3,9,10.6,0.116,10,0.3,0.94
,11:26:24,4,3600,2470.9,1.04,13.3,9,10.6,0.116,10,0.3,0.94
,11:26:25,4,3600,2471.9,1.05,13.3,9,10.6,0.12,10,0.3,0.95
,11:26:26,4,3600,2472.9,1.05,13.3,9,10.7,0.117,10,0.3,0.95
,11:26:27,4,3600,2473.9,1.05,13.3,9,10.7,0.12,10,0.3,0.95
,11:26:28,4,3600,2474.9,1.05,13.3,9,10.7,0.12,10,0.3,0.95
,11:26:29,4,3600,2475.9,1.05,13.3,9,10.7,0.117,10,0.3,0.95
,11:26:30,4,3600,2476.9,1.05,13.3,9,10.7,0.121,10,0.3,0.95
,11:26:31,4,3600,2477.9,1.06,13.3,9,10.7,0.121,10,0.3,0.95
,11:26:32,4,3600,2478.9,1.05,13.3,9,10.7,0.117,10,0.3,0.95
,11:26:33,4,3600,2479.9,1.05,13.3,9,10.7,0.12,10,0.3,0.94
,11:26:34,4,3600,2480.9,1.05,13.3,9,10.7,0.12,10,0.2,0.94
,11:26:35,4,3600,2481.9,1.05,13.3,9,10.7,0.117,10,0.3,0.95
,11:26:36,4,3600,2482.9,1.05,13.3,9,10.7,0.117,10,0.3,0.95
,11:26:37,4,3600,2483.9,1.05,13.3,9,10.7,0.114,10,0.3,0.95
,11:26:38,4,3600,2484.9,1.05,13.3,9,10.7,0.114,10,0.3,0.95
,11:26:39,4,3600,2485.9,1.06,13.3,9,10.8,0.111,10,0.3,0.95
,11:26:40,4,3600,2486.9,1.06,13.3,10,10.8,0.109,10,0.3,0.96
,11:26:41,4,3600,2487.9,1.05,13.3,9,10.8,0.111,10,0.3,0.95
,11:26:42,4,3600,2488.9,1.05,13.3,9,10.8,0.114,10,0.3,0.94
,11:26:43,4,3600,2489.9,1.04,13.3,9,10.8,0.116,10,0.3,0.94
,11:26:44,4,3600,2490.9,1.05,13.3,9,10.8,0.12,10,0.3,0.94
,11:26:45,4,3600,2491.9,1.05,13.3,9,10.8,0.12,10,0.3,0.95
,11:26:46,4,3600,2492.9,1.05,13.3,9,10.8,0.121,10,0.3,0.95
,11:26:47,4,3600,2493.9,1.05,13.3,9,10.9,0.121,10,0.3,0.95
,11:26:48,4,3600,2494.9,1.05,13.3,9,10.9,0.12,10,0.3,0.95
,11:26:49,4,3600,2495.9,1.05,13.3,9,10.9,0.121,10,0.3,0.95
,11:26:50,4,3600,2496.9,1.06,13.3,9,10.9,0.118,10,0.3,0.95
,11:26:51,4,3600,2497.9,1.06,13.3,9,10.9,0.115,10,0.3,0.96
,11:26:52,4,3600,2498.9,1.06,13.3,9,10.9,0.118,10,0.3,0.96
,11:26:53,4,3600,2499.9,1.06,13.3,9,10.9,0.121,10,0.3,0.95
,11:26:54,4,3600,2500.9,1.05,13.3,9,10.9,0.118,10,0.3,0.95
,11:26:55,4,3600,2501.9,1.06,13.3,9,10.9,0.118,10,0.3,0.95
,11:26:56,4,3600,2502.9,1.06,13.3,9,10.9,0.115,10,0.3,0.95
,11:26:57,4,3600,2503.9,1.05,13.3,9,10.9,0.114,10,0.3,0.95
,11:26:58,4,3600,2504.9,1.05,13.3,9,11,0.11,10,0.3,0.94
,11:26:59,4,3600,2505.9,1.04,13.3,9,11,0.11,10,0.3,0.94
,11:27:00,4,3600,2506.9,1.04,13.3,10,11,0.107,10,0.3,0.94
,11:27:01,4,3600,2507.9,1.04,13.3,10,11,0.107,10,0.3,0.94
,11:27:02,4,3600,2508.9,1.04,13.3,9,11,0.109,10,0.3,0.94
,11:27:03,4,3600,2509.9,1.04,13.3,9,11,0.113,10,0.3,0.94
,11:27:04,4,3600,2510.9,1.05,13.3,9,11,0.117,10,0.3,0.94
,11:27:05,4,3600,2511.9,1.05,13.3,9,11.1,0.121,10,0.3,0.95
,11:27:06,4,3600,2512.9,1.05,13.3,9,11.1,0.121,10,0.3,0.95
,11:27:07,4,3600,2513.9,1.05,13.3,9,11.1,0.121,10,0.3,0.95
,11:27:08,4,3600,2514.9,1.05,13.3,9,11.1,0.121,10,0.3,0.95
,11:27:09,4,3600,2515.9,1.06,13.3,9,11.1,0.121,10,0.3,0.95
,11:27:10,4,3600,2516.9,1.06,13.3,9,11.1,0.118,10,0.3,0.95
,11:27:11,4,3600,2517.9,1.06,13.3,9,11.1,0.118,10,0.3,0.96
,11:27:12,4,3600,2518.9,1.06,13.3,9,11.1,0.118,10,0.3,0.95
,11:27:13,4,3600,2519.9,1.05,13.3,9,11.1,0.121,10,0.3,0.95
,11:27:14,4,3600,2520.9,1.05,13.3,9,11.1,0.117,10,0.3,0.95
,11:27:15,4,3600,2521.9,1.05,13.3,9,11.2,0.113,10,0.3,0.94
,11:27:16,4,3600,2522.9,1.05,13.3,9,11.2,0.113,10,0.3,0.94
,11:27:17,4,3600,2523.9,1.05,13.3,9,11.2,0.11,10,0.3,0.94
,11:27:18,4,3600,2524.9,1.05,13.3,10,11.2,0.107,10,0.3,0.94
,11:27:19,4,3600,2525.9,1.05,13.3,9,11.2,0.111,10,0.3,0.95
,11:27:20,4,3600,2526.9,1.05,13.3,9,11.2,0.114,10,0.3,0.95
,11:27:21,4,3600,2527.9,1.05,13.3,9,11.3,0.114,10,0.3,0.95
,11:27:22,4,3600,2528.9,1.05,13.3,9,11.3,0.117,10,0.3,0.95
,11:27:23,4,3600,2529.9,1.05,13.3,9,11.3,0.117,10,0.3,0.95
,11:27:24,4,3600,2530.9,1.05,13.3,9,11.3,0.114,10,0.3,0.95
