Data file,,RA0.3_PAO_12C_001_1HOUR.TSV,,,,,,,,,,
Configuration file,,TE77 CHILLER-ECKOLD.CFG,,,,,,,,,,
Calibration file,,TE77 CHILLER.CAL,,,,,,,,,,
Test control file,,DEARMANBENCHMARK_12DEG.TSF,,,,,,,,,,
,,,,,,,,,,,,
User,,David Eckold,,,,,,,,,,
Date,,16/03/2016,,,,,,,,,,
Lubricant,,PAO68,,,,,,,,,,
Specimens,,Al on PTFE,,,,,,,,,,
Temp,,12,,,,,,,,,,
Notes,,Grit 320,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Test started at 10:45:13 on 16/03/2016,,,,,,,,,,,,
,Time,This Step,Step Time,Test Time,Friction Force (N),Frequency (Hz),Load (N),Specimen Temperature (Chiller) (øC),Friction Coeff,Friction Range (N),Contact Pot (mV),Force Input (Volts)
,11:05:37,4,3600,1223.9,1.01,13.3,9,10.5,0.11,10,0.3,0.91
,11:05:38,4,3600,1224.9,1.01,13.3,9,10.5,0.109,10,0.3,0.91
,11:05:39,4,3600,1225.9,1.01,13.3,9,10.5,0.109,10,0.3,0.91
,11:05:40,4,3600,1226.9,1.01,13.3,9,10.5,0.112,10,0.3,0.91
,11:05:41,4,3600,1227.9,1.01,13.3,9,10.5,0.109,10,0.3,0.91
,11:05:42,4,3600,1228.9,1.01,13.3,9,10.5,0.106,10,0.3,0.91
,11:05:43,4,3600,1229.9,1.01,13.3,9,10.5,0.109,10,0.3,0.91
,11:05:44,4,3600,1230.9,1.01,13.3,9,10.5,0.112,10,0.3,0.91
,11:05:45,4,3600,1231.9,1,13.3,9,10.5,0.115,10,0.3,0.91
,11:05:46,4,3600,1232.9,1,13.3,9,10.5,0.115,10,0.3,0.9
,11:05:47,4,3600,1233.9,1,13.3,9,10.5,0.111,10,0.3,0.9
,11:05:48,4,3600,1234.9,1,13.3,9,10.5,0.115,10,0.3,0.9
,11:05:49,4,3600,1235.9,1,13.3,9,10.5,0.112,10,0.3,0.91
,11:05:50,4,3600,1236.9,1.01,13.3,9,10.5,0.106,10,0.3,0.91
,11:05:51,4,3600,1237.9,1,13.3,9,10.5,0.106,10,0.3,0.91
,11:05:52,4,3600,1238.9,1,13.3,9,10.5,0.109,10,0.3,0.91
,11:05:53,4,3600,1239.9,1,13.3,9,10.5,0.112,10,0.3,0.9
,11:05:54,4,3600,1240.9,1,13.3,9,10.5,0.112,10,0.3,0.9
,11:05:55,4,3600,1241.9,1,13.3,9,10.5,0.111,10,0.3,0.9
,11:05:56,4,3600,1242.9,1,13.3,9,10.5,0.111,10,0.3,0.9
,11:05:57,4,3600,1243.9,1,13.3,9,10.5,0.108,10,0.3,0.9
,11:05:58,4,3600,1244.9,1,13.3,9,10.6,0.109,10,0.3,0.91
,11:05:59,4,3600,1245.9,1,13.3,9,10.6,0.112,10,0.3,0.9
,11:06:00,4,3600,1246.9,1,13.3,9,10.6,0.111,10,0.3,0.9
,11:06:01,4,3600,1247.9,0.99,13.3,9,10.6,0.111,10,0.3,0.9
,11:06:02,4,3600,1248.9,1,13.3,9,10.6,0.111,10,0.3,0.9
,11:06:03,4,3600,1249.9,1.01,13.3,9,10.6,0.109,10,0.3,0.91
,11:06:04,4,3600,1250.9,1.02,13.3,9,10.6,0.111,10,0.3,0.92
,11:06:05,4,3600,1251.9,1.02,13.3,9,10.6,0.108,10,0.3,0.92
,11:06:06,4,3600,1252.9,1.02,13.3,9,10.6,0.114,10,0.3,0.92
,11:06:07,4,3600,1253.9,1.02,13.3,9,10.6,0.117,10,0.3,0.92
,11:06:08,4,3600,1254.9,1.01,13.3,9,10.6,0.116,10,0.3,0.91
,11:06:09,4,3600,1255.9,1.01,13.3,9,10.6,0.116,10,0.3,0.91
,11:06:10,4,3600,1256.9,1,13.3,9,10.6,0.112,10,0.3,0.9
,11:06:11,4,3600,1257.9,1,13.3,9,10.6,0.111,10,0.3,0.9
,11:06:12,4,3600,1258.9,1,13.3,9,10.6,0.111,10,0.3,0.9
,11:06:13,4,3600,1259.9,1,13.3,9,10.6,0.109,10,0.3,0.91
,11:06:14,4,3600,1260.9,1,13.3,9,10.7,0.109,10,0.3,0.91
,11:06:15,4,3600,1261.9,1,13.3,9,10.7,0.112,10,0.3,0.9
,11:06:16,4,3600,1262.9,1,13.3,9,10.7,0.111,10,0.3,0.9
,11:06:17,4,3600,1263.9,0.99,13.3,9,10.7,0.111,10,0.3,0.9
,11:06:18,4,3600,1264.9,1,13.3,9,10.7,0.111,10,0.3,0.9
,11:06:19,4,3600,1265.9,1,13.3,9,10.7,0.108,10,0.3,0.9
,11:06:20,4,3600,1266.9,1,13.3,9,10.7,0.106,10,0.3,0.91
,11:06:21,4,3600,1267.9,1,13.3,9,10.7,0.106,10,0.3,0.91
,11:06:22,4,3600,1268.9,1,13.3,9,10.7,0.111,10,0.3,0.9
,11:06:23,4,3600,1269.9,1,13.3,9,10.7,0.114,10,0.3,0.9
,11:06:24,4,3600,1270.9,1,13.3,9,10.7,0.115,10,0.3,0.9
,11:06:25,4,3600,1271.9,1,13.3,9,10.7,0.115,10,0.3,0.91
,11:06:26,4,3600,1272.9,1,13.3,9,10.8,0.115,10,0.3,0.91
,11:06:27,4,3600,1273.9,1,13.3,9,10.8,0.112,10,0.3,0.91
,11:06:28,4,3600,1274.9,1.01,13.3,9,10.8,0.109,10,0.3,0.91
