Data file,,PEEK_HEF_T35_PE6.TSV,,,,,,,,,,
,13:53:31,6,10790,7959.7,0.47,13.3,7,21,0.065,10,50.1,0.45
,13:53:32,6,10790,7960.7,0.47,13.3,7,21,0.063,10,50,0.45
,13:53:33,6,10790,7961.7,0.47,13.3,7,21,0.063,10,50,0.45
,13:53:34,6,10790,7962.7,0.47,13.3,7,21,0.063,10,50,0.45
,13:53:35,6,10790,7963.7,0.47,13.3,7,21,0.066,10,50,0.45
,13:53:36,6,10790,7964.7,0.47,13.3,7,21,0.067,10,50,0.45
,13:53:37,6,10790,7965.7,0.46,13.3,7,21,0.067,10,50,0.45
,13:53:38,6,10790,7966.7,0.46,13.3,7,21,0.066,10,50,0.44
,13:53:39,6,10790,7967.7,0.45,13.3,7,21,0.065,10,50,0.44
,13:53:40,6,10790,7968.7,0.45,13.3,7,21,0.065,10,50,0.43
,13:53:41,6,10790,7969.7,0.46,13.3,7,21,0.066,10,50,0.44
,13:53:42,6,10790,7970.7,0.46,13.3,7,21,0.066,10,50,0.44
,13:53:43,6,10790,7971.7,0.46,13.3,7,21,0.066,10,50,0.44
,13:53:44,6,10790,7972.7,0.46,13.3,7,21,0.066,10,50,0.44
,13:53:45,6,10790,7973.7,0.46,13.3,7,21,0.066,10,50,0.44
,13:53:46,6,10790,7974.7,0.46,13.3,7,21,0.066,10,50,0.44
,13:53:47,6,10790,7975.7,0.46,13.3,7,21,0.062,10,50,0.44
,13:53:48,6,10790,7976.7,0.46,13.3,7,21,0.062,10,50,0.44
,13:53:49,6,10790,7977.7,0.46,13.3,7,21,0.062,10,50,0.45
,13:53:50,6,10790,7978.7,0.47,13.3,7,21,0.063,10,50,0.45
,13:53:51,6,10790,7979.7,0.47,13.3,7,21,0.065,10,50,0.45
,13:53:52,6,10790,7980.7,0.47,13.3,7,21,0.068,10,50.1,0.46
,13:53:53,6,10790,7981.7,0.47,13.3,7,21,0.068,10,50,0.45
,13:53:54,6,10790,7982.7,0.47,13.3,7,21,0.071,10,50,0.46
,13:53:55,6,10790,7983.7,0.47,13.3,7,21,0.068,10,50,0.45
,13:53:56,6,10790,7984.7,0.47,13.3,7,21,0.068,10,50,0.45
,13:53:57,6,10790,7985.7,0.47,13.3,7,21,0.068,10,50,0.45
,13:53:58,6,10790,7986.7,0.47,13.3,7,21,0.068,10,50,0.45
,13:53:59,6,10790,7987.7,0.47,13.3,7,21,0.068,10,50,0.45
,13:54:00,6,10790,7988.7,0.47,13.3,7,21,0.065,10,50,0.45
,13:54:01,6,10790,7989.7,0.47,13.3,7,21,0.065,10,50,0.45
,13:54:02,6,10790,7990.7,0.47,13.3,7,21,0.068,10,50,0.45
,13:54:03,6,10790,7991.7,0.47,13.3,7,21,0.068,10,50,0.45
,13:54:04,6,10790,7992.7,0.47,13.3,7,21,0.068,10,50,0.45
,13:54:05,6,10790,7993.7,0.47,13.3,7,21,0.065,10,50,0.45
,13:54:06,6,10790,7994.7,0.47,13.3,7,21,0.063,10,50,0.46
,13:54:07,6,10790,7995.7,0.47,13.3,7,21,0.063,10,50,0.45
,13:54:08,6,10790,7996.7,0.47,13.3,7,21,0.063,10,50,0.45
,13:54:09,6,10790,7997.7,0.47,13.3,7,21,0.065,10,50,0.45
,13:54:10,6,10790,7998.7,0.47,13.3,7,21,0.068,10,50,0.45
,13:54:11,6,10790,7999.7,0.47,13.3,7,21,0.068,10,50,0.45
,13:54:12,6,10790,8000.7,0.47,13.3,7,21,0.068,10,50,0.45
,13:54:13,6,10790,8001.7,0.47,13.3,7,21,0.068,10,50,0.45
,13:54:14,6,10790,8002.7,0.47,13.3,7,21,0.068,10,50,0.46
,13:54:15,6,10790,8003.7,0.47,13.3,7,21,0.068,10,50,0.45
,13:54:16,6,10790,8004.7,0.47,13.3,7,21,0.066,10,50,0.46
,13:54:17,6,10790,8005.7,0.47,13.3,7,21,0.065,10,50,0.46
,13:54:18,6,10790,8006.7,0.47,13.3,7,21,0.066,10,50,0.45
,13:54:19,6,10790,8007.7,0.47,13.3,7,21,0.068,10,50,0.45
,13:54:20,6,10790,8008.7,0.47,13.3,7,21,0.065,10,50,0.45
,13:54:21,6,10790,8009.7,0.47,13.3,7,21,0.065,10,50,0.45
,13:54:22,6,10790,8010.7,0.47,13.3,7,21,0.065,10,50,0.45
,13:54:23,6,10790,8011.7,0.47,13.3,7,21,0.065,10,50,0.45
,13:54:24,6,10790,8012.7,0.47,13.3,7,21,0.067,10,50,0.45
,13:54:25,6,10790,8013.7,0.47,13.3,7,21,0.065,10,50,0.45
,13:54:26,6,10790,8014.7,0.47,13.3,7,21,0.068,10,50,0.45
,13:54:27,6,10790,8015.7,0.47,13.3,7,21,0.068,10,50.1,0.45
,13:54:28,6,10790,8016.7,0.48,13.3,7,21,0.066,10,50,0.46
,13:54:29,6,10790,8017.7,0.48,13.3,7,21,0.066,10,50,0.46
,13:54:30,6,10790,8018.7,0.47,13.3,7,21,0.066,10,50,0.46
,13:54:31,6,10790,8019.7,0.47,13.3,7,21,0.068,10,50,0.45
,13:54:32,6,10790,8020.7,0.47,13.3,7,21,0.068,10,50,0.45
,13:54:33,6,10790,8021.7,0.47,13.3,7,21,0.066,10,50,0.46
,13:54:34,6,10790,8022.7,0.47,13.3,7,21,0.066,10,50,0.46
,13:54:35,6,10790,8023.7,0.47,13.3,7,21,0.066,10,50,0.46
,13:54:36,6,10790,8024.7,0.47,13.3,7,21,0.065,10,50,0.45
,13:54:37,6,10790,8025.7,0.47,13.3,7,21,0.068,10,50,0.45
,13:54:38,6,10790,8026.7,0.47,13.3,7,21,0.066,10,50,0.46
,13:54:39,6,10790,8027.7,0.47,13.3,7,21,0.066,10,50,0.46
,13:54:40,6,10790,8028.7,0.47,13.3,7,21,0.063,10,50,0.45
,13:54:41,6,10790,8029.7,0.47,13.3,7,21,0.063,10,50,0.45
,13:54:42,6,10790,8030.7,0.47,13.3,8,21,0.061,10,50,0.45
,13:54:43,6,10790,8031.7,0.47,13.3,8,21,0.061,10,50,0.45
,13:54:44,6,10790,8032.7,0.47,13.3,7,21,0.063,10,50,0.45
,13:54:45,6,10790,8033.7,0.47,13.3,7,21,0.063,10,50,0.45
,13:54:46,6,10790,8034.7,0.47,13.3,7,21,0.065,10,50,0.45
,13:54:47,6,10790,8035.7,0.47,13.3,7,21,0.065,10,50,0.45
,13:54:48,6,10790,8036.7,0.47,13.3,7,21,0.068,10,50.1,0.45
,13:54:49,6,10790,8037.7,0.47,13.3,7,21,0.068,10,50,0.45
,13:54:50,6,10790,8038.7,0.47,13.3,7,21,0.071,10,50,0.46
,13:54:51,6,10790,8039.7,0.47,13.3,7,21,0.068,10,50,0.45
,13:54:52,6,10790,8040.7,0.47,13.3,7,21,0.068,10,50,0.45
,13:54:53,6,10790,8041.7,0.47,13.3,7,21,0.068,10,50,0.45
,13:54:54,6,10790,8042.7,0.47,13.3,7,21,0.068,10,50,0.45
,13:54:55,6,10790,8043.7,0.47,13.3,7,21,0.068,10,50,0.45
,13:54:56,6,10790,8044.7,0.46,13.3,7,21,0.067,10,50,0.45
,13:54:57,6,10790,8045.7,0.47,13.3,7,21,0.067,10,50,0.45
,13:54:58,6,10790,8046.7,0.47,13.3,7,21,0.068,10,50,0.45
,13:54:59,6,10790,8047.7,0.47,13.3,7,21,0.068,10,50,0.45
,13:55:00,6,10790,8048.7,0.47,13.3,7,21,0.071,10,50,0.45
,13:55:01,6,10790,8049.7,0.47,13.3,7,21,0.068,10,50,0.45
,13:55:02,6,10790,8050.7,0.47,13.3,7,21,0.068,10,50,0.45
,13:55:03,6,10790,8051.7,0.47,13.3,7,21,0.065,10,50,0.45
,13:55:04,6,10790,8052.7,0.47,13.3,7,21,0.066,10,50,0.46
,13:55:05,6,10790,8053.7,0.48,13.3,7,21,0.066,10,50,0.46
,13:55:06,6,10790,8054.7,0.47,13.3,7,21,0.068,10,50,0.46
,13:55:07,6,10790,8055.7,0.48,13.3,7,21,0.069,10,50,0.46
,13:55:08,6,10790,8056.7,0.47,13.3,7,21,0.068,10,50,0.45
,13:55:09,6,10790,8057.7,0.47,13.3,7,21,0.068,10,50,0.45
,13:55:10,6,10790,8058.7,0.47,13.3,7,21,0.068,10,50,0.45
,13:55:11,6,10790,8059.7,0.47,13.3,7,21,0.066,10,50,0.46
,13:55:12,6,10790,8060.7,0.47,13.3,7,21,0.066,10,50,0.46
,13:55:13,6,10790,8061.7,0.47,13.3,7,21,0.065,10,50,0.45
,13:55:14,6,10790,8062.7,0.47,13.3,7,21,0.065,10,50,0.45
,13:55:15,6,10790,8063.7,0.47,13.3,7,21,0.068,10,50,0.45
,13:55:16,6,10790,8064.7,0.47,13.3,7,21,0.068,10,50,0.45
,13:55:17,6,10790,8065.7,0.47,13.3,7,21,0.065,10,50,0.45
,13:55:18,6,10790,8066.7,0.47,13.3,7,21,0.065,10,50,0.45
,13:55:19,6,10790,8067.7,0.47,13.3,7,21,0.066,10,50,0.46
,13:55:20,6,10790,8068.7,0.47,13.3,7,21,0.068,10,50,0.45
,13:55:21,6,10790,8069.7,0.47,13.3,7,21,0.066,10,50,0.46
,13:55:22,6,10790,8070.7,0.47,13.3,7,21,0.066,10,50,0.46
,13:55:23,6,10790,8071.7,0.47,13.3,7,21,0.068,10,50,0.46
,13:55:24,6,10790,8072.7,0.48,13.3,7,21,0.069,10,50,0.46
,13:55:25,6,10790,8073.7,0.47,13.3,7,21,0.066,10,50,0.46
,13:55:26,6,10790,8074.7,0.48,13.3,7,21,0.066,10,50,0.46
,13:55:27,6,10790,8075.7,0.47,13.3,7,21,0.066,10,50,0.45
,13:55:28,6,10790,8076.7,0.47,13.3,7,21,0.068,10,50,0.45
,13:55:29,6,10790,8077.7,0.47,13.3,7,21,0.068,10,50,0.45
,13:55:30,6,10790,8078.7,0.47,13.3,7,21,0.068,10,50,0.45
,13:55:31,6,10790,8079.7,0.47,13.3,7,21,0.066,10,50,0.46
,13:55:32,6,10790,8080.7,0.48,13.3,7,21,0.064,10,50,0.46
,13:55:33,6,10790,8081.7,0.48,13.3,7,21,0.067,10,50,0.46
,13:55:34,6,10790,8082.7,0.48,13.3,7,21,0.064,10,50,0.46
,13:55:35,6,10790,8083.7,0.48,13.3,7,21,0.066,10,50,0.46
,13:55:36,6,10790,8084.7,0.47,13.3,7,21,0.066,10,50,0.46
,13:55:37,6,10790,8085.7,0.47,13.3,7,21,0.065,10,50,0.45
,13:55:38,6,10790,8086.7,0.47,13.3,7,21,0.068,10,50,0.45
,13:55:39,6,10790,8087.7,0.47,13.3,7,21,0.068,10,50,0.45
,13:55:40,6,10790,8088.7,0.47,13.3,7,21,0.067,10,50,0.45
,13:55:41,6,10790,8089.7,0.47,13.3,7,21,0.065,10,50,0.45
,13:55:42,6,10790,8090.7,0.47,13.3,7,21,0.065,10,50,0.45
,13:55:43,6,10790,8091.7,0.48,13.3,7,21,0.069,10,50,0.46
,13:55:44,6,10790,8092.7,0.48,13.3,7,21,0.067,10,50,0.46
,13:55:45,6,10790,8093.7,0.48,13.3,7,21,0.066,10,50,0.46
,13:55:46,6,10790,8094.7,0.47,13.3,7,21,0.068,10,50,0.46
,13:55:47,6,10790,8095.7,0.47,13.3,7,21,0.068,10,50,0.45
,13:55:48,6,10790,8096.7,0.48,13.3,7,21,0.066,10,50,0.46
,13:55:49,6,10790,8097.7,0.47,13.3,7,21,0.066,10,50,0.46
,13:55:50,6,10790,8098.7,0.48,13.3,7,21,0.064,10,50,0.46
,13:55:51,6,10790,8099.7,0.48,13.3,7,21,0.067,10,50,0.46
,13:55:52,6,10790,8100.7,0.48,13.3,7,21,0.067,10,50,0.46
,13:55:53,6,10790,8101.7,0.48,13.3,7,21,0.069,10,50,0.46
,13:55:54,6,10790,8102.7,0.48,13.3,7,21,0.069,10,50,0.46
,13:55:55,6,10790,8103.7,0.48,13.3,7,21,0.069,10,50,0.46
,13:55:56,6,10790,8104.7,0.48,13.3,7,21,0.069,10,50,0.46
,13:55:57,6,10790,8105.7,0.48,13.3,7,21,0.066,10,50,0.46
,13:55:58,6,10790,8106.7,0.48,13.3,7,21,0.067,10,50,0.46
,13:55:59,6,10790,8107.7,0.48,13.3,7,21,0.069,10,50,0.46
,13:56:00,6,10790,8108.7,0.48,13.3,7,21,0.069,10,50,0.46
,13:56:01,6,10790,8109.7,0.48,13.3,7,21,0.069,10,50,0.46
,13:56:02,6,10790,8110.7,0.48,13.3,7,21,0.067,10,50,0.46
,13:56:03,6,10790,8111.7,0.48,13.3,7,21,0.066,10,50,0.46
,13:56:04,6,10790,8112.7,0.48,13.3,7,21,0.066,10,50,0.46
,13:56:05,6,10790,8113.7,0.48,13.3,7,21,0.067,10,50,0.46
,13:56:06,6,10790,8114.7,0.48,13.3,7,21,0.064,10,50,0.46
,13:56:07,6,10790,8115.7,0.48,13.3,7,21,0.064,10,50,0.46
,13:56:08,6,10790,8116.7,0.47,13.3,7,21,0.066,10,50,0.46
,13:56:09,6,10790,8117.7,0.47,13.3,7,21,0.066,10,50,0.46
,13:56:10,6,10790,8118.7,0.48,13.3,7,21,0.069,10,50,0.46
,13:56:11,6,10790,8119.7,0.48,13.3,7,21,0.069,10,50,0.46
,13:56:12,6,10790,8120.7,0.48,13.3,7,21,0.069,10,50,0.46
,13:56:13,6,10790,8121.7,0.47,13.3,7,21,0.068,10,50,0.46
,13:56:14,6,10790,8122.7,0.47,13.3,7,21,0.068,10,50,0.46
,13:56:15,6,10790,8123.7,0.47,13.3,7,21,0.068,10,50,0.46
,13:56:16,6,10790,8124.7,0.47,13.3,7,21,0.066,10,50,0.46
,13:56:17,6,10790,8125.7,0.47,13.3,7,21,0.066,10,50,0.45
,13:56:18,6,10790,8126.7,0.47,13.3,7,21,0.068,10,50,0.45
,13:56:19,6,10790,8127.7,0.47,13.3,7,21,0.068,10,50,0.45
,13:56:20,6,10790,8128.7,0.47,13.3,7,21,0.063,10,50,0.45
,13:56:21,6,10790,8129.7,0.47,13.3,8,21,0.061,10,50,0.45
,13:56:22,6,10790,8130.7,0.47,13.3,7,21,0.064,10,50,0.46
,13:56:23,6,10790,8131.7,0.48,13.3,7,21,0.069,10,50,0.46
,13:56:24,6,10790,8132.7,0.48,13.3,7,21,0.069,10,50,0.46
,13:56:25,6,10790,8133.7,0.47,13.3,7,21,0.068,10,50,0.45
,13:56:26,6,10790,8134.7,0.47,13.3,7,21,0.067,10,50,0.45
,13:56:27,6,10790,8135.7,0.47,13.3,7,21,0.067,10,50,0.45
,13:56:28,6,10790,8136.7,0.46,13.3,7,21,0.064,10,50,0.44
,13:56:29,6,10790,8137.7,0.47,13.3,7,21,0.067,10,50,0.45
,13:56:30,6,10790,8138.7,0.47,13.3,7,21,0.068,10,50,0.45
,13:56:31,6,10790,8139.7,0.48,13.3,7,21,0.069,10,50,0.46
,13:56:32,6,10790,8140.7,0.47,13.3,7,21,0.066,10,50,0.46
,13:56:33,6,10790,8141.7,0.47,13.3,7,21,0.065,10,50,0.45
,13:56:34,6,10790,8142.7,0.46,13.3,7,21,0.064,10,50,0.44
,13:56:35,6,10790,8143.7,0.46,13.3,7,21,0.066,10,50,0.44
,13:56:36,6,10790,8144.7,0.46,13.3,7,21,0.063,10,50,0.44
,13:56:37,6,10790,8145.7,0.46,13.3,7,21,0.062,10,50,0.44
,13:56:38,6,10790,8146.7,0.47,13.3,8,21,0.06,10,50,0.45
,13:56:39,6,10790,8147.7,0.47,13.3,7,21,0.063,10,50,0.45
,13:56:40,6,10790,8148.7,0.46,13.3,7,21,0.062,10,50,0.45
,13:56:41,6,10790,8149.7,0.47,13.3,7,21,0.065,10,50,0.45
,13:56:42,6,10790,8150.7,0.47,13.3,7,21,0.07,10,50,0.45
,13:56:43,6,10790,8151.7,0.46,13.3,7,21,0.069,10,50,0.45
,13:56:44,6,10790,8152.7,0.46,13.3,7,21,0.069,10,50,0.45
,13:56:45,6,10790,8153.7,0.47,13.3,7,21,0.07,10,50,0.45
,13:56:46,6,10790,8154.7,0.47,13.3,7,21,0.068,10,50,0.45
,13:56:47,6,10790,8155.7,0.47,13.3,7,21,0.068,10,50,0.46
,13:56:48,6,10790,8156.7,0.47,13.3,7,21,0.068,10,50,0.46
,13:56:49,6,10790,8157.7,0.48,13.3,7,21,0.069,10,50,0.46
,13:56:50,6,10790,8158.7,0.47,13.3,7,21,0.068,10,50.1,0.45
,13:56:51,6,10790,8159.7,0.47,13.3,7,21,0.068,10,50,0.45
,13:56:52,6,10790,8160.7,0.46,13.3,7,21,0.064,10,50,0.45
,13:56:53,6,10790,8161.7,0.46,13.3,7,21,0.067,10,50,0.45
,13:56:54,6,10790,8162.7,0.47,13.3,7,21,0.065,10,50,0.45
,13:56:55,6,10790,8163.7,0.47,13.3,7,21,0.065,10,50,0.45
,13:56:56,6,10790,8164.7,0.47,13.3,7,21,0.065,10,50,0.45
,13:56:57,6,10790,8165.7,0.46,13.3,7,21,0.067,10,50.1,0.45
,13:56:58,6,10790,8166.7,0.47,13.3,7,21,0.067,10,50,0.45
,13:56:59,6,10790,8167.7,0.46,13.3,7,21,0.064,10,50,0.45
,13:57:00,6,10790,8168.7,0.46,13.3,7,21,0.067,10,50,0.45
,13:57:01,6,10790,8169.7,0.47,13.3,7,21,0.065,10,50,0.45
,13:57:02,6,10790,8170.7,0.46,13.3,7,21,0.064,10,50,0.44
,13:57:03,6,10790,8171.7,0.46,13.3,7,21,0.066,10,50,0.45
,13:57:04,6,10790,8172.7,0.46,13.3,7,21,0.067,10,50,0.45
,13:57:05,6,10790,8173.7,0.47,13.3,7,21,0.066,10,50,0.46
,13:57:06,6,10790,8174.7,0.48,13.3,7,21,0.067,10,50,0.46
,13:57:07,6,10790,8175.7,0.47,13.3,7,21,0.066,10,50,0.46
,13:57:08,6,10790,8176.7,0.47,13.3,7,21,0.065,10,50,0.45
,13:57:09,6,10790,8177.7,0.47,13.3,7,21,0.067,10,50,0.45
,13:57:10,6,10790,8178.7,0.47,13.3,7,21,0.067,10,50,0.45
,13:57:11,6,10790,8179.7,0.47,13.3,7,21,0.067,10,50,0.45
,13:57:12,6,10790,8180.7,0.46,13.3,7,21,0.064,10,50,0.44
,13:57:13,6,10790,8181.7,0.46,13.3,7,21,0.064,10,50,0.44
,13:57:14,6,10790,8182.7,0.46,13.3,7,21,0.064,10,50,0.45
,13:57:15,6,10790,8183.7,0.47,13.3,7,21,0.066,10,50,0.46
,13:57:16,6,10790,8184.7,0.48,13.3,7,21,0.069,10,50,0.46
,13:57:17,6,10790,8185.7,0.48,13.3,7,21,0.069,10,50,0.46
,13:57:18,6,10790,8186.7,0.48,13.3,7,21,0.069,10,50,0.46
,13:57:19,6,10790,8187.7,0.47,13.3,7,21,0.065,10,50,0.45
,13:57:20,6,10790,8188.7,0.47,13.3,7,21,0.065,10,50,0.45
,13:57:21,6,10790,8189.7,0.47,13.3,7,21,0.065,10,50,0.45
,13:57:22,6,10790,8190.7,0.47,13.3,7,21,0.064,10,50,0.46
,13:57:23,6,10790,8191.7,0.47,13.3,7,21,0.065,10,50,0.45
,13:57:24,6,10790,8192.7,0.47,13.3,7,21,0.065,10,50,0.45
,13:57:25,6,10790,8193.7,0.47,13.3,7,21,0.065,10,50,0.45
,13:57:26,6,10790,8194.7,0.47,13.3,7,21,0.065,10,50,0.45
,13:57:27,6,10790,8195.7,0.47,13.3,7,21,0.065,10,50,0.45
,13:57:28,6,10790,8196.7,0.47,13.3,7,21,0.065,10,50,0.45
,13:57:29,6,10790,8197.7,0.47,13.3,7,21,0.065,10,50,0.45
,13:57:30,6,10790,8198.7,0.47,13.3,7,21,0.065,10,50,0.45
,13:57:31,6,10790,8199.7,0.46,13.3,7,21,0.067,10,50,0.45
,13:57:32,6,10790,8200.7,0.46,13.3,7,21,0.066,10,50,0.44
,13:57:33,6,10790,8201.7,0.45,13.3,7,21,0.065,10,50,0.44
,13:57:34,6,10790,8202.7,0.45,13.3,7,21,0.063,10,50,0.43
,13:57:35,6,10790,8203.7,0.45,13.3,7,21,0.063,10,50,0.44
,13:57:36,6,10790,8204.7,0.46,13.3,7,21,0.066,10,50,0.45
,13:57:37,6,10790,8205.7,0.48,13.3,7,21,0.069,10,50,0.46
,13:57:38,6,10790,8206.7,0.48,13.3,7,21,0.067,10,50,0.46
,13:57:39,6,10790,8207.7,0.48,13.3,7,21,0.067,10,50,0.46
,13:57:40,6,10790,8208.7,0.47,13.3,7,21,0.068,10,50,0.45
,13:57:41,6,10790,8209.7,0.47,13.3,7,21,0.067,10,50,0.45
,13:57:42,6,10790,8210.7,0.47,13.3,7,21,0.065,10,50,0.45
,13:57:43,6,10790,8211.7,0.47,13.3,7,21,0.065,10,50,0.45
,13:57:44,6,10790,8212.7,0.47,13.3,7,21,0.068,10,50,0.45
,13:57:45,6,10790,8213.7,0.47,13.3,7,21,0.068,10,50,0.45
,13:57:46,6,10790,8214.7,0.47,13.3,7,21,0.065,10,50.1,0.45
,13:57:47,6,10790,8215.7,0.47,13.3,7,21,0.065,10,50.1,0.45
,13:57:48,6,10790,8216.7,0.46,13.3,7,21,0.064,10,50,0.44
,13:57:49,6,10790,8217.7,0.46,13.3,7,21,0.064,10,50,0.44
,13:57:50,6,10790,8218.7,0.47,13.3,7,21,0.065,10,50,0.45
,13:57:51,6,10790,8219.7,0.47,13.3,7,21,0.065,10,50,0.45
,13:57:52,6,10790,8220.7,0.46,13.3,7,21,0.062,10,50,0.44
,13:57:53,6,10790,8221.7,0.45,13.3,7,21,0.063,10,50,0.44
,13:57:54,6,10790,8222.7,0.46,13.3,7,21,0.064,10,50,0.44
,13:57:55,6,10790,8223.7,0.46,13.3,7,21,0.064,10,50,0.44
,13:57:56,6,10790,8224.7,0.46,13.3,7,21,0.067,10,50,0.45
,13:57:57,6,10790,8225.7,0.46,13.3,7,21,0.066,10,50,0.44
,13:57:58,6,10790,8226.7,0.46,13.3,7,21,0.066,10,50,0.44
,13:57:59,6,10790,8227.7,0.46,13.3,7,21,0.066,10,50,0.44
,13:58:00,6,10790,8228.7,0.45,13.3,7,21,0.065,10,50,0.43
,13:58:01,6,10790,8229.7,0.45,13.3,7,21,0.065,10,50,0.43
,13:58:02,6,10790,8230.7,0.45,13.3,7,21,0.065,10,50,0.43
,13:58:03,6,10790,8231.7,0.46,13.3,7,21,0.066,10,50,0.44
,13:58:04,6,10790,8232.7,0.46,13.3,7,21,0.064,10,50,0.45
,13:58:05,6,10790,8233.7,0.46,13.3,7,21,0.062,10,50,0.45
,13:58:06,6,10790,8234.7,0.46,13.3,7,21,0.062,10,50.1,0.45
,13:58:07,6,10790,8235.7,0.46,13.3,7,21,0.064,10,50,0.44
,13:58:08,6,10790,8236.7,0.46,13.3,7,21,0.066,10,50,0.44
,13:58:09,6,10790,8237.7,0.46,13.3,7,21,0.066,10,50,0.44
,13:58:10,6,10790,8238.7,0.46,13.3,7,21,0.066,10,50,0.44
,13:58:11,6,10790,8239.7,0.46,13.3,7,21,0.066,10,50,0.44
,13:58:12,6,10790,8240.7,0.46,13.3,7,21,0.064,10,50,0.44
,13:58:13,6,10790,8241.7,0.46,13.3,7,21,0.067,10,50,0.45
,13:58:14,6,10790,8242.7,0.47,13.3,7,21,0.065,10,50,0.45
,13:58:15,6,10790,8243.7,0.46,13.3,7,21,0.064,10,50,0.44
,13:58:16,6,10790,8244.7,0.46,13.3,7,21,0.062,10,50,0.45
,13:58:17,6,10790,8245.7,0.46,13.3,7,21,0.064,10,50,0.44
,13:58:18,6,10790,8246.7,0.46,13.3,7,21,0.067,10,50,0.45
,13:58:19,6,10790,8247.7,0.46,13.3,7,21,0.064,10,50,0.44
,13:58:20,6,10790,8248.7,0.46,13.3,7,21,0.066,10,50,0.44
,13:58:21,6,10790,8249.7,0.46,13.3,7,21,0.067,10,50,0.45
,13:58:22,6,10790,8250.7,0.46,13.3,7,21,0.066,10,50,0.45
,13:58:23,6,10790,8251.7,0.47,13.3,7,21,0.067,10,50,0.45
,13:58:24,6,10790,8252.7,0.47,13.3,7,21,0.068,10,50,0.45
,13:58:25,6,10790,8253.7,0.47,13.3,7,21,0.063,10,50,0.45
,13:58:26,6,10790,8254.7,0.47,13.3,7,21,0.063,10,50.1,0.45
,13:58:27,6,10790,8255.7,0.47,13.3,7,21,0.065,10,50.1,0.45
,13:58:28,6,10790,8256.7,0.47,13.3,7,21,0.068,10,50,0.45
,13:58:29,6,10790,8257.7,0.47,13.3,7,21,0.067,10,50,0.45
,13:58:30,6,10790,8258.7,0.47,13.3,7,21,0.068,10,50,0.45
,13:58:31,6,10790,8259.7,0.47,13.3,7,21,0.065,10,50,0.45
,13:58:32,6,10790,8260.7,0.46,13.3,7,21,0.064,10,50,0.44
,13:58:33,6,10790,8261.7,0.46,13.3,7,21,0.064,10,50,0.44
,13:58:34,6,10790,8262.7,0.46,13.3,7,21,0.066,10,50,0.44
,13:58:35,6,10790,8263.7,0.46,13.3,7,21,0.064,10,50,0.44
,13:58:36,6,10790,8264.7,0.46,13.3,7,21,0.062,10,50.1,0.44
,13:58:37,6,10790,8265.7,0.46,13.3,7,21,0.061,10,50,0.44
,13:58:38,6,10790,8266.7,0.46,13.3,7,21,0.066,10,50,0.44
,13:58:39,6,10790,8267.7,0.46,13.3,7,21,0.069,10,50,0.44
,13:58:40,6,10790,8268.7,0.46,13.3,7,21,0.069,10,50,0.44
,13:58:41,6,10790,8269.7,0.46,13.3,7,21,0.066,10,50,0.44
,13:58:42,6,10790,8270.7,0.46,13.3,7,21,0.064,10,50,0.44
,13:58:43,6,10790,8271.7,0.46,13.3,7,21,0.064,10,50,0.44
,13:58:44,6,10790,8272.7,0.46,13.3,7,21,0.064,10,50,0.44
,13:58:45,6,10790,8273.7,0.46,13.3,7,21,0.064,10,50,0.44
,13:58:46,6,10790,8274.7,0.46,13.3,7,21,0.066,10,50,0.44
,13:58:47,6,10790,8275.7,0.46,13.3,7,21,0.064,10,50,0.44
,13:58:48,6,10790,8276.7,0.46,13.3,7,21,0.064,10,50,0.44
,13:58:49,6,10790,8277.7,0.46,13.3,7,21,0.064,10,50,0.44
,13:58:50,6,10790,8278.7,0.46,13.3,7,21,0.061,10,50,0.44
,13:58:51,6,10790,8279.7,0.45,13.3,7,21,0.061,10,50,0.43
,13:58:52,6,10790,8280.7,0.45,13.3,7,21,0.062,10,50.1,0.43
,13:58:53,6,10790,8281.7,0.45,13.3,7,21,0.064,10,50,0.43
,13:58:54,6,10790,8282.7,0.45,13.3,7,21,0.065,10,50,0.43
,13:58:55,6,10790,8283.7,0.45,13.3,7,21,0.065,10,50,0.43
,13:58:56,6,10790,8284.7,0.45,13.3,7,21,0.065,10,50,0.43
,13:58:57,6,10790,8285.7,0.45,13.3,7,21,0.065,10,50,0.43
,13:58:58,6,10790,8286.7,0.45,13.3,7,21,0.065,10,50,0.43
,13:58:59,6,10790,8287.7,0.46,13.3,7,21,0.063,10,50,0.44
,13:59:00,6,10790,8288.7,0.46,13.3,7,21,0.063,10,50,0.44
,13:59:01,6,10790,8289.7,0.46,13.3,7,21,0.063,10,50,0.44
,13:59:02,6,10790,8290.7,0.45,13.3,7,21,0.063,10,50,0.44
,13:59:03,6,10790,8291.7,0.45,13.3,7,21,0.063,10,50,0.43
,13:59:04,6,10790,8292.7,0.45,13.3,7,21,0.061,10,50,0.44
,13:59:05,6,10790,8293.7,0.46,13.3,7,21,0.061,10,50,0.44
,13:59:06,6,10790,8294.7,0.46,13.3,7,21,0.064,10,50,0.45
,13:59:07,6,10790,8295.7,0.47,13.3,7,21,0.067,10,50,0.45
,13:59:08,6,10790,8296.7,0.46,13.3,7,21,0.067,10,50,0.45
,13:59:09,6,10790,8297.7,0.46,13.3,7,21,0.067,10,50.1,0.45
