Data file,,SORONA_ISO10_-8C_007.TSV,,,,,,,,,,
Configuration file,,TE77 CHILLER-ECKOLD.CFG,,,,,,,,,,
Calibration file,,TE77 CHILLER.CAL,,,,,,,,,,
Test control file,,DEARMANBENCHMARK_PEEK_15MM_-8DEG.TSF,,,,,,,,,,
,,,,,,,,,,,,
User,,David Eckold,,,,,,,,,,
Date,,08/04/2016,,,,,,,,,,
Lubricant,,ISO 10,,,,,,,,,,
Specimens,,Sorona on PTFE,,,,,,,,,,
Temp,,-8,,,,,,,,,,
Notes,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Test started at 10:41:17 on 08/04/2016,,,,,,,,,,,,
,Time,This Step,Step Time,Test Time,Friction Force (N),Frequency (Hz),Load (N),Specimen Temperature (Chiller) (øC),Friction Coeff,Friction Range (N),Contact Pot (mV),Force Input (Volts)
,11:33:11,4,3600,3113.3,0.99,13.3,7,-7.4,0.148,10,0.1,0.92
,11:33:12,4,3600,3114.3,0.98,13.3,7,-7.4,0.148,10,0.1,0.92
,11:33:13,4,3600,3115.3,0.98,13.3,7,-7.4,0.148,10,0.1,0.92
,11:33:14,4,3600,3116.3,0.99,13.3,7,-7.4,0.149,10,0.1,0.93
,11:33:15,4,3600,3117.3,1,13.3,7,-7.4,0.15,10,0.1,0.93
,11:33:16,4,3600,3118.3,1,13.3,7,-7.4,0.15,10,0.1,0.94
,11:33:17,4,3600,3119.3,1,13.3,7,-7.4,0.145,10,0.1,0.94
,11:33:18,4,3600,3120.3,1,13.3,7,-7.4,0.144,10,0.1,0.93
,11:33:19,4,3600,3121.3,1,13.3,7,-7.4,0.149,10,0.1,0.93
,11:33:20,4,3600,3122.3,0.99,13.3,7,-7.4,0.149,10,0.1,0.93
,11:33:21,4,3600,3123.3,1,13.3,7,-7.4,0.144,10,0.1,0.93
,11:33:22,4,3600,3124.3,1,13.3,7,-7.4,0.144,10,0.1,0.93
,11:33:23,4,3600,3125.3,1,13.3,7,-7.4,0.149,10,0.1,0.93
,11:33:24,4,3600,3126.3,1,13.3,7,-7.4,0.15,10,0.1,0.93
,11:33:25,4,3600,3127.3,1,13.3,7,-7.4,0.145,10,0.1,0.94
,11:33:26,4,3600,3128.3,1.01,13.3,7,-7.4,0.146,10,0.1,0.94
,11:33:27,4,3600,3129.3,1.01,13.3,7,-7.4,0.146,10,0.1,0.94
,11:33:28,4,3600,3130.3,1.01,13.3,7,-7.4,0.145,10,0.1,0.94
,11:33:29,4,3600,3131.3,1,13.3,7,-7.4,0.145,10,0.1,0.94
,11:33:30,4,3600,3132.3,0.99,13.3,7,-7.5,0.143,10,0.1,0.93
,11:33:31,4,3600,3133.3,0.99,13.3,7,-7.5,0.143,10,0.1,0.92
,11:33:32,4,3600,3134.3,0.99,13.3,7,-7.5,0.148,10,0.1,0.92
,11:33:33,4,3600,3135.3,0.99,13.3,7,-7.5,0.149,10,0.1,0.93
,11:33:34,4,3600,3136.3,1,13.3,7,-7.5,0.145,10,0.1,0.94
,11:33:35,4,3600,3137.3,1,13.3,7,-7.5,0.145,10,0.1,0.94
,11:33:36,4,3600,3138.3,1,13.3,7,-7.5,0.144,10,0.1,0.93
,11:33:37,4,3600,3139.3,0.99,13.3,7,-7.5,0.143,10,0.1,0.93
,11:33:38,4,3600,3140.3,0.99,13.3,7,-7.5,0.143,10,0.1,0.92
,11:33:39,4,3600,3141.3,0.99,13.3,7,-7.5,0.143,10,0.1,0.92
,11:33:40,4,3600,3142.3,0.98,13.3,7,-7.5,0.148,10,0.1,0.92
,11:33:41,4,3600,3143.3,0.99,13.3,7,-7.5,0.148,10,0.1,0.92
,11:33:42,4,3600,3144.3,0.99,13.3,7,-7.5,0.143,10,0.1,0.93
,11:33:43,4,3600,3145.3,1,13.3,7,-7.5,0.144,10,0.1,0.93
,11:33:44,4,3600,3146.3,1,13.3,7,-7.5,0.144,10,0.1,0.93
,11:33:45,4,3600,3147.3,0.99,13.3,7,-7.5,0.149,10,0.1,0.93
,11:33:46,4,3600,3148.3,0.99,13.3,7,-7.5,0.149,10,0.1,0.93
,11:33:47,4,3600,3149.3,1,13.3,7,-7.5,0.149,10,0.1,0.93
,11:33:48,4,3600,3150.3,1,13.3,7,-7.5,0.15,10,0.1,0.94
,11:33:49,4,3600,3151.3,1.01,13.3,7,-7.5,0.145,10,0.1,0.94
,11:33:50,4,3600,3152.3,1,13.3,7,-7.5,0.14,10,0.1,0.94
,11:33:51,4,3600,3153.3,1,13.3,7,-7.5,0.139,10,0.1,0.93
,11:33:52,4,3600,3154.3,0.99,13.3,7,-7.5,0.143,10,0.1,0.93
,11:33:53,4,3600,3155.3,0.99,13.3,7,-7.5,0.143,10,0.1,0.93
,11:33:54,4,3600,3156.3,0.99,13.3,7,-7.6,0.143,10,0.1,0.93
,11:33:55,4,3600,3157.3,0.99,13.3,7,-7.6,0.149,10,0.1,0.93
,11:33:56,4,3600,3158.3,1,13.3,7,-7.6,0.149,10,0.1,0.93
,11:33:57,4,3600,3159.3,1,13.3,7,-7.6,0.15,10,0.1,0.94
,11:33:58,4,3600,3160.3,1.01,13.3,7,-7.6,0.151,10,0.1,0.94
,11:33:59,4,3600,3161.3,1.01,13.3,7,-7.6,0.141,10,0.1,0.95
,11:34:00,4,3600,3162.3,1.01,13.3,7,-7.6,0.14,10,0.1,0.94
,11:34:01,4,3600,3163.3,1,13.3,7,-7.6,0.139,10,0.1,0.93
,11:34:02,4,3600,3164.3,0.99,13.3,7,-7.6,0.133,10,0.1,0.93
,11:34:03,4,3600,3165.3,0.98,13.3,7,-7.6,0.137,10,0.1,0.92
,11:34:04,4,3600,3166.3,0.98,13.3,7,-7.6,0.137,10,0.1,0.92
,11:34:05,4,3600,3167.3,0.98,13.3,7,-7.6,0.137,10,0.1,0.92
,11:34:06,4,3600,3168.3,0.98,13.3,7,-7.6,0.142,10,0.1,0.92
,11:34:07,4,3600,3169.3,0.97,13.3,7,-7.6,0.146,10,0.1,0.91
,11:34:08,4,3600,3170.3,0.97,13.3,7,-7.6,0.145,10,0.1,0.91
,11:34:09,4,3600,3171.3,0.97,13.3,7,-7.6,0.146,10,0.1,0.91
,11:34:10,4,3600,3172.3,0.97,13.3,7,-7.6,0.146,10,0.1,0.91
,11:34:11,4,3600,3173.3,0.98,13.3,7,-7.6,0.147,10,0.1,0.92
,11:34:12,4,3600,3174.3,0.98,13.3,6,-7.6,0.153,10,0.1,0.92
,11:34:13,4,3600,3175.3,0.98,13.3,6,-7.6,0.153,10,0.1,0.92
,11:34:14,4,3600,3176.3,0.99,13.3,7,-7.6,0.149,10,0.1,0.93
,11:34:15,4,3600,3177.3,1,13.3,7,-7.6,0.144,10,0.1,0.93
,11:34:16,4,3600,3178.3,1,13.3,7,-7.6,0.144,10,0.1,0.93
,11:34:17,4,3600,3179.3,0.99,13.3,7,-7.6,0.143,10,0.1,0.93
,11:34:18,4,3600,3180.3,0.99,13.3,7,-7.6,0.148,10,0.1,0.92
,11:34:19,4,3600,3181.3,0.99,13.3,6,-7.7,0.154,10,0.1,0.92
,11:34:20,4,3600,3182.3,0.98,13.3,7,-7.7,0.148,10,0.1,0.92
,11:34:21,4,3600,3183.3,0.99,13.3,7,-7.7,0.148,10,0.1,0.93
,11:34:22,4,3600,3184.3,0.99,13.3,7,-7.7,0.149,10,0.1,0.93
,11:34:23,4,3600,3185.3,1,13.3,7,-7.7,0.144,10,0.1,0.93
,11:34:24,4,3600,3186.3,1,13.3,7,-7.7,0.144,10,0.1,0.93
,11:34:25,4,3600,3187.3,0.99,13.3,7,-7.7,0.149,10,0.1,0.93
,11:34:26,4,3600,3188.3,0.99,13.3,7,-7.7,0.149,10,0.1,0.93
,11:34:27,4,3600,3189.3,1,13.3,7,-7.7,0.15,10,0.1,0.94
,11:34:28,4,3600,3190.3,1.01,13.3,7,-7.7,0.145,10,0.1,0.94
,11:34:29,4,3600,3191.3,1.01,13.3,7,-7.7,0.146,10,0.1,0.94
,11:34:30,4,3600,3192.3,1,13.3,7,-7.7,0.145,10,0.1,0.94
,11:34:31,4,3600,3193.3,1,13.3,7,-7.7,0.144,10,0.1,0.93
,11:34:32,4,3600,3194.3,0.99,13.3,7,-7.7,0.149,10,0.1,0.93
,11:34:33,4,3600,3195.3,0.99,13.3,7,-7.7,0.149,10,0.1,0.93
,11:34:34,4,3600,3196.3,1,13.3,7,-7.7,0.15,10,0.1,0.93
,11:34:35,4,3600,3197.3,1,13.3,7,-7.7,0.15,10,0.1,0.94
,11:34:36,4,3600,3198.3,1.01,13.3,7,-7.7,0.145,10,0.1,0.94
,11:34:37,4,3600,3199.3,1.01,13.3,7,-7.7,0.14,10,0.1,0.94
,11:34:38,4,3600,3200.3,1.01,13.3,7,-7.7,0.146,10,0.1,0.94
,11:34:39,4,3600,3201.3,1,13.3,7,-7.7,0.15,10,0.1,0.94
,11:34:40,4,3600,3202.3,1,13.3,7,-7.7,0.15,10,0.1,0.93
,11:34:41,4,3600,3203.3,1,13.3,7,-7.8,0.145,10,0.1,0.94
,11:34:42,4,3600,3204.3,1.01,13.3,7,-7.8,0.145,10,0.1,0.94
,11:34:43,4,3600,3205.3,1,13.3,7,-7.8,0.15,10,0.1,0.94
,11:34:44,4,3600,3206.3,1,13.3,7,-7.8,0.15,10,0.1,0.93
,11:34:45,4,3600,3207.3,1,13.3,7,-7.8,0.15,10,0.1,0.93
,11:34:46,4,3600,3208.3,1,13.3,7,-7.8,0.145,10,0.1,0.94
,11:34:47,4,3600,3209.3,1.01,13.3,7,-7.8,0.14,10,0.1,0.94
,11:34:48,4,3600,3210.3,1,13.3,7,-7.8,0.14,10,0.1,0.94
,11:34:49,4,3600,3211.3,1,13.3,7,-7.8,0.144,10,0.1,0.93
,11:34:50,4,3600,3212.3,0.99,13.3,7,-7.8,0.143,10,0.1,0.93
,11:34:51,4,3600,3213.3,0.99,13.3,7,-7.8,0.143,10,0.1,0.92
,11:34:52,4,3600,3214.3,0.99,13.3,7,-7.8,0.148,10,0.1,0.93
,11:34:53,4,3600,3215.3,1,13.3,7,-7.8,0.149,10,0.1,0.93
,11:34:54,4,3600,3216.3,1.01,13.3,7,-7.8,0.151,10,0.1,0.94
,11:34:55,4,3600,3217.3,1.01,13.3,7,-7.8,0.146,10,0.1,0.95
,11:34:56,4,3600,3218.3,1.01,13.3,7,-7.8,0.151,10,0.1,0.94
,11:34:57,4,3600,3219.3,1.01,13.3,7,-7.8,0.151,10,0.1,0.94
,11:34:58,4,3600,3220.3,1.01,13.3,7,-7.8,0.151,10,0.1,0.94
,11:34:59,4,3600,3221.3,1.01,13.3,7,-7.8,0.146,10,0.1,0.95
,11:35:00,4,3600,3222.3,1.01,13.3,7,-7.8,0.146,10,0.1,0.94
,11:35:01,4,3600,3223.3,1.01,13.3,7,-7.8,0.145,10,0.1,0.94
,11:35:02,4,3600,3224.3,1,13.3,7,-7.8,0.145,10,0.1,0.94
,11:35:03,4,3600,3225.3,1,13.3,7,-7.8,0.145,10,0.1,0.94
,11:35:04,4,3600,3226.3,1,13.3,7,-7.9,0.144,10,0.1,0.93
,11:35:05,4,3600,3227.3,0.99,13.3,7,-7.9,0.143,10,0.1,0.93
,11:35:06,4,3600,3228.3,0.99,13.3,7,-7.9,0.143,10,0.1,0.92
,11:35:07,4,3600,3229.3,0.98,13.3,7,-7.9,0.148,10,0.1,0.92
,11:35:08,4,3600,3230.3,0.99,13.3,6,-7.9,0.154,10,0.1,0.93
,11:35:09,4,3600,3231.3,1,13.3,6,-7.9,0.156,10,0.1,0.93
,11:35:10,4,3600,3232.3,1.01,13.3,7,-7.9,0.151,10,0.1,0.94
,11:35:11,4,3600,3233.3,1.01,13.3,7,-7.9,0.146,10,0.1,0.95
,11:35:12,4,3600,3234.3,1.01,13.3,7,-7.9,0.141,10,0.1,0.95
,11:35:13,4,3600,3235.3,1.01,13.3,7,-7.9,0.136,10,0.1,0.95
,11:35:14,4,3600,3236.3,1.01,13.3,7,-7.9,0.136,10,0.1,0.94
,11:35:15,4,3600,3237.3,1,13.3,7,-7.9,0.135,10,0.1,0.94
,11:35:16,4,3600,3238.3,1,13.3,7,-7.9,0.139,10,0.1,0.93
,11:35:17,4,3600,3239.3,0.99,13.3,7,-7.9,0.149,10,0.1,0.93
,11:35:18,4,3600,3240.3,0.99,13.3,6,-7.9,0.154,10,0.1,0.92
,11:35:19,4,3600,3241.3,0.99,13.3,6,-7.9,0.154,10,0.1,0.92
,11:35:20,4,3600,3242.3,0.99,13.3,7,-7.9,0.149,10,0.1,0.93
,11:35:21,4,3600,3243.3,1,13.3,7,-7.9,0.149,10,0.1,0.93
,11:35:22,4,3600,3244.3,1,13.3,7,-7.9,0.144,10,0.1,0.93
,11:35:23,4,3600,3245.3,0.99,13.3,7,-7.9,0.143,10,0.1,0.93
,11:35:24,4,3600,3246.3,0.99,13.3,7,-7.9,0.143,10,0.1,0.93
,11:35:25,4,3600,3247.3,0.99,13.3,7,-8,0.149,10,0.1,0.93
,11:35:26,4,3600,3248.3,1,13.3,7,-8,0.149,10,0.1,0.93
,11:35:27,4,3600,3249.3,1,13.3,7,-8,0.15,10,0.1,0.94
,11:35:28,4,3600,3250.3,1.01,13.3,7,-8,0.151,10,0.1,0.94
,11:35:29,4,3600,3251.3,1.01,13.3,7,-8,0.151,10,0.1,0.94
,11:35:30,4,3600,3252.3,1.01,13.3,7,-8,0.152,10,0.1,0.95
,11:35:31,4,3600,3253.3,1.01,13.3,7,-8,0.141,10,0.1,0.95
,11:35:32,4,3600,3254.3,1.01,13.3,7,-8,0.14,10,0.1,0.94
,11:35:33,4,3600,3255.3,1,13.3,7,-8,0.139,10,0.1,0.93
,11:35:34,4,3600,3256.3,0.99,13.3,7,-8,0.143,10,0.1,0.93
,11:35:35,4,3600,3257.3,0.99,13.3,7,-8,0.143,10,0.1,0.92
,11:35:36,4,3600,3258.3,0.98,13.3,7,-8,0.142,10,0.1,0.92
,11:35:37,4,3600,3259.3,0.98,13.3,7,-8,0.142,10,0.1,0.92
,11:35:38,4,3600,3260.3,0.98,13.3,7,-8,0.147,10,0.1,0.92
,11:35:39,4,3600,3261.3,0.98,13.3,7,-8,0.147,10,0.1,0.92
,11:35:40,4,3600,3262.3,0.98,13.3,7,-8,0.148,10,0.1,0.92
,11:35:41,4,3600,3263.3,0.98,13.3,7,-8,0.147,10,0.1,0.92
,11:35:42,4,3600,3264.3,0.99,13.3,6,-8,0.154,10,0.1,0.93
,11:35:43,4,3600,3265.3,1,13.3,7,-8,0.15,10,0.1,0.93
,11:35:44,4,3600,3266.3,1.01,13.3,7,-8,0.145,10,0.1,0.94
,11:35:45,4,3600,3267.3,1.01,13.3,7,-8,0.14,10,0.1,0.94
,11:35:46,4,3600,3268.3,1,13.3,7,-8.1,0.145,10,0.1,0.94
,11:35:47,4,3600,3269.3,1,13.3,7,-8.1,0.145,10,0.1,0.93
,11:35:48,4,3600,3270.3,0.99,13.3,6,-8.1,0.155,10,0.1,0.93
,11:35:49,4,3600,3271.3,0.99,13.3,7,-8.1,0.149,10,0.1,0.93
,11:35:50,4,3600,3272.3,1,13.3,7,-8.1,0.15,10,0.1,0.93
,11:35:51,4,3600,3273.3,1,13.3,7,-8.1,0.15,10,0.1,0.94
,11:35:52,4,3600,3274.3,1,13.3,7,-8.1,0.15,10,0.1,0.94
,11:35:53,4,3600,3275.3,1,13.3,7,-8.1,0.15,10,0.1,0.94
,11:35:54,4,3600,3276.3,1,13.3,7,-8.1,0.15,10,0.1,0.94
,11:35:55,4,3600,3277.3,1.01,13.3,7,-8.1,0.145,10,0.1,0.94
,11:35:56,4,3600,3278.3,1.01,13.3,7,-8.1,0.146,10,0.1,0.94
,11:35:57,4,3600,3279.3,1.01,13.3,7,-8.1,0.146,10,0.1,0.94
,11:35:58,4,3600,3280.3,1.01,13.3,7,-8.1,0.151,10,0.1,0.94
,11:35:59,4,3600,3281.3,1.01,13.3,7,-8.1,0.145,10,0.1,0.94
,11:36:00,4,3600,3282.3,1.01,13.3,7,-8.1,0.146,10,0.1,0.94
,11:36:01,4,3600,3283.3,1.01,13.3,7,-8.1,0.145,10,0.1,0.94
,11:36:02,4,3600,3284.3,1.01,13.3,7,-8.1,0.146,10,0.1,0.94
,11:36:03,4,3600,3285.3,1.01,13.3,7,-8.1,0.146,10,0.1,0.94
,11:36:04,4,3600,3286.3,1.01,13.3,7,-8.1,0.146,10,0.1,0.95
,11:36:05,4,3600,3287.3,1.01,13.3,7,-8.1,0.146,10,0.1,0.95
,11:36:06,4,3600,3288.3,1.01,13.3,7,-8.1,0.146,10,0.1,0.95
,11:36:07,4,3600,3289.3,1.01,13.3,7,-8.1,0.146,10,0.1,0.95
,11:36:08,4,3600,3290.3,1.01,13.3,7,-8.1,0.146,10,0.1,0.95
,11:36:09,4,3600,3291.3,1.01,13.3,7,-8.2,0.141,10,0.1,0.95
,11:36:10,4,3600,3292.3,1,13.3,7,-8.2,0.145,10,0.1,0.94
,11:36:11,4,3600,3293.3,1,13.3,7,-8.2,0.149,10,0.1,0.93
,11:36:12,4,3600,3294.3,0.99,13.3,7,-8.2,0.149,10,0.1,0.93
,11:36:13,4,3600,3295.3,1,13.3,7,-8.2,0.144,10,0.1,0.93
,11:36:14,4,3600,3296.3,1,13.3,7,-8.2,0.145,10,0.1,0.94
,11:36:15,4,3600,3297.3,1.01,13.3,7,-8.2,0.145,10,0.1,0.94
,11:36:16,4,3600,3298.3,1.01,13.3,7,-8.2,0.145,10,0.1,0.94
,11:36:17,4,3600,3299.3,1.01,13.3,7,-8.2,0.146,10,0.1,0.94
,11:36:18,4,3600,3300.3,1,13.3,7,-8.2,0.14,10,0.1,0.94
,11:36:19,4,3600,3301.3,1,13.3,7,-8.2,0.139,10,0.1,0.93
,11:36:20,4,3600,3302.3,0.99,13.3,7,-8.2,0.143,10,0.1,0.93
,11:36:21,4,3600,3303.3,0.99,13.3,7,-8.2,0.143,10,0.1,0.92
,11:36:22,4,3600,3304.3,0.98,13.3,7,-8.2,0.142,10,0.1,0.92
,11:36:23,4,3600,3305.3,0.98,13.3,7,-8.2,0.137,10,0.1,0.92
,11:36:24,4,3600,3306.3,0.98,13.3,7,-8.2,0.132,10,0.1,0.92
,11:36:25,4,3600,3307.3,0.98,13.3,7,-8.2,0.137,10,0.1,0.92
,11:36:26,4,3600,3308.3,0.98,13.3,7,-8.2,0.142,10,0.1,0.92
,11:36:27,4,3600,3309.3,0.98,13.3,7,-8.2,0.147,10,0.1,0.92
,11:36:28,4,3600,3310.3,0.98,13.3,7,-8.2,0.147,10,0.1,0.92
,11:36:29,4,3600,3311.3,0.98,13.3,7,-8.2,0.147,10,0.1,0.92
,11:36:30,4,3600,3312.3,0.98,13.3,7,-8.2,0.147,10,0.1,0.92
,11:36:31,4,3600,3313.3,0.98,13.3,6,-8.2,0.153,10,0.1,0.92
,11:36:32,4,3600,3314.3,0.99,13.3,6,-8.2,0.154,10,0.1,0.92
,11:36:33,4,3600,3315.3,0.99,13.3,7,-8.2,0.149,10,0.1,0.93
,11:36:34,4,3600,3316.3,0.99,13.3,7,-8.3,0.149,10,0.1,0.93
,11:36:35,4,3600,3317.3,1,13.3,7,-8.3,0.144,10,0.1,0.93
,11:36:36,4,3600,3318.3,0.99,13.3,7,-8.3,0.143,10,0.1,0.93
,11:36:37,4,3600,3319.3,0.98,13.3,7,-8.3,0.142,10,0.1,0.92
,11:36:38,4,3600,3320.3,0.98,13.3,7,-8.3,0.147,10,0.1,0.92
,11:36:39,4,3600,3321.3,0.98,13.3,7,-8.3,0.142,10,0.1,0.92
,11:36:40,4,3600,3322.3,0.98,13.3,7,-8.3,0.148,10,0.1,0.92
,11:36:41,4,3600,3323.3,0.99,13.3,7,-8.3,0.148,10,0.1,0.92
,11:36:42,4,3600,3324.3,0.99,13.3,7,-8.3,0.149,10,0.1,0.93
,11:36:43,4,3600,3325.3,1,13.3,7,-8.3,0.15,10,0.1,0.94
,11:36:44,4,3600,3326.3,1,13.3,7,-8.3,0.145,10,0.1,0.94
,11:36:45,4,3600,3327.3,1,13.3,7,-8.3,0.145,10,0.1,0.94
,11:36:46,4,3600,3328.3,1.01,13.3,7,-8.3,0.145,10,0.1,0.94
,11:36:47,4,3600,3329.3,1,13.3,7,-8.3,0.145,10,0.1,0.94
,11:36:48,4,3600,3330.3,1,13.3,7,-8.3,0.144,10,0.1,0.93
,11:36:49,4,3600,3331.3,0.99,13.3,7,-8.3,0.143,10,0.1,0.93
,11:36:50,4,3600,3332.3,0.99,13.3,7,-8.3,0.143,10,0.1,0.93
,11:36:51,4,3600,3333.3,0.99,13.3,7,-8.3,0.138,10,0.1,0.93
,11:36:52,4,3600,3334.3,0.99,13.3,7,-8.3,0.143,10,0.1,0.92
,11:36:53,4,3600,3335.3,0.98,13.3,7,-8.3,0.142,10,0.1,0.92
,11:36:54,4,3600,3336.3,0.98,13.3,7,-8.3,0.142,10,0.1,0.92
,11:36:55,4,3600,3337.3,0.98,13.3,7,-8.3,0.142,10,0.1,0.92
,11:36:56,4,3600,3338.3,0.98,13.3,7,-8.3,0.147,10,0.1,0.92
,11:36:57,4,3600,3339.3,0.98,13.3,7,-8.4,0.147,10,0.1,0.92
,11:36:58,4,3600,3340.3,0.99,13.3,7,-8.4,0.148,10,0.1,0.92
,11:36:59,4,3600,3341.3,0.99,13.3,7,-8.4,0.143,10,0.1,0.93
,11:37:00,4,3600,3342.3,1,13.3,7,-8.4,0.144,10,0.1,0.93
,11:37:01,4,3600,3343.3,0.99,13.3,7,-8.4,0.143,10,0.1,0.92
,11:37:02,4,3600,3344.3,0.98,13.3,7,-8.4,0.142,10,0.1,0.92
,11:37:03,4,3600,3345.3,0.98,13.3,7,-8.4,0.142,10,0.1,0.92
,11:37:04,4,3600,3346.3,0.98,13.3,7,-8.4,0.147,10,0.1,0.92
,11:37:05,4,3600,3347.3,0.99,13.3,7,-8.4,0.143,10,0.1,0.92
,11:37:06,4,3600,3348.3,0.99,13.3,7,-8.4,0.148,10,0.1,0.92
,11:37:07,4,3600,3349.3,0.99,13.3,7,-8.4,0.149,10,0.1,0.93
,11:37:08,4,3600,3350.3,0.99,13.3,7,-8.4,0.149,10,0.1,0.93
,11:37:09,4,3600,3351.3,1,13.3,7,-8.4,0.144,10,0.1,0.93
,11:37:10,4,3600,3352.3,1,13.3,7,-8.4,0.144,10,0.1,0.93
,11:37:11,4,3600,3353.3,0.99,13.3,7,-8.4,0.149,10,0.1,0.93
,11:37:12,4,3600,3354.3,0.99,13.3,7,-8.4,0.148,10,0.1,0.92
,11:37:13,4,3600,3355.3,0.99,13.3,7,-8.4,0.143,10,0.1,0.93
,11:37:14,4,3600,3356.3,0.99,13.3,7,-8.4,0.143,10,0.1,0.93
,11:37:15,4,3600,3357.3,1,13.3,7,-8.4,0.144,10,0.1,0.93
,11:37:16,4,3600,3358.3,1,13.3,7,-8.4,0.144,10,0.1,0.93
,11:37:17,4,3600,3359.3,1,13.3,7,-8.4,0.144,10,0.1,0.93
,11:37:18,4,3600,3360.3,1,13.3,7,-8.4,0.144,10,0.1,0.93
,11:37:19,4,3600,3361.3,1,13.3,7,-8.4,0.145,10,0.1,0.94
,11:37:20,4,3600,3362.3,1,13.3,7,-8.4,0.145,10,0.1,0.94
,11:37:21,4,3600,3363.3,1,13.3,7,-8.4,0.144,10,0.1,0.93
,11:37:22,4,3600,3364.3,0.99,13.3,7,-8.4,0.149,10,0.1,0.93
,11:37:23,4,3600,3365.3,0.99,13.3,6,-8.5,0.154,10,0.1,0.93
,11:37:24,4,3600,3366.3,0.99,13.3,7,-8.5,0.143,10,0.1,0.93
,11:37:25,4,3600,3367.3,1,13.3,7,-8.5,0.139,10,0.1,0.93
,11:37:26,4,3600,3368.3,1,13.3,7,-8.5,0.134,10,0.1,0.93
,11:37:27,4,3600,3369.3,1,13.3,7,-8.5,0.139,10,0.1,0.93
,11:37:28,4,3600,3370.3,0.99,13.3,7,-8.5,0.143,10,0.1,0.93
,11:37:29,4,3600,3371.3,0.99,13.3,7,-8.5,0.148,10,0.1,0.92
,11:37:30,4,3600,3372.3,0.99,13.3,7,-8.5,0.143,10,0.1,0.93
,11:37:31,4,3600,3373.3,0.99,13.3,7,-8.5,0.143,10,0.1,0.93
,11:37:32,4,3600,3374.3,0.99,13.3,7,-8.5,0.149,10,0.1,0.93
,11:37:33,4,3600,3375.3,0.99,13.3,7,-8.5,0.148,10,0.1,0.92
,11:37:34,4,3600,3376.3,0.99,13.3,7,-8.5,0.148,10,0.1,0.92
,11:37:35,4,3600,3377.3,0.99,13.3,7,-8.5,0.143,10,0.1,0.92
,11:37:36,4,3600,3378.3,0.98,13.3,7,-8.5,0.148,10,0.1,0.92
,11:37:37,4,3600,3379.3,0.99,13.3,7,-8.5,0.148,10,0.1,0.92
,11:37:38,4,3600,3380.3,0.99,13.3,7,-8.5,0.143,10,0.1,0.93
,11:37:39,4,3600,3381.3,1,13.3,7,-8.5,0.15,10,0.1,0.93
,11:37:40,4,3600,3382.3,1,13.3,7,-8.5,0.15,10,0.1,0.94
,11:37:41,4,3600,3383.3,1,13.3,7,-8.5,0.15,10,0.1,0.94
,11:37:42,4,3600,3384.3,1,13.3,7,-8.5,0.145,10,0.1,0.94
,11:37:43,4,3600,3385.3,1.01,13.3,7,-8.5,0.151,10,0.1,0.94
,11:37:44,4,3600,3386.3,1.01,13.3,7,-8.5,0.151,10,0.1,0.94
,11:37:45,4,3600,3387.3,1,13.3,7,-8.5,0.14,10,0.1,0.94
,11:37:46,4,3600,3388.3,1,13.3,7,-8.5,0.139,10,0.1,0.94
,11:37:47,4,3600,3389.3,1,13.3,7,-8.5,0.14,10,0.1,0.94
,11:37:48,4,3600,3390.3,1,13.3,7,-8.5,0.145,10,0.1,0.94
,11:37:49,4,3600,3391.3,1,13.3,7,-8.5,0.144,10,0.1,0.93
,11:37:50,4,3600,3392.3,0.99,13.3,7,-8.5,0.149,10,0.1,0.93
,11:37:51,4,3600,3393.3,0.99,13.3,6,-8.5,0.154,10,0.1,0.92
,11:37:52,4,3600,3394.3,0.99,13.3,7,-8.5,0.149,10,0.1,0.93
,11:37:53,4,3600,3395.3,1,13.3,7,-8.6,0.144,10,0.1,0.93
,11:37:54,4,3600,3396.3,1,13.3,7,-8.6,0.15,10,0.1,0.94
,11:37:55,4,3600,3397.3,1,13.3,7,-8.6,0.15,10,0.1,0.94
,11:37:56,4,3600,3398.3,1,13.3,7,-8.6,0.145,10,0.1,0.94
,11:37:57,4,3600,3399.3,1.01,13.3,7,-8.6,0.145,10,0.1,0.94
,11:37:58,4,3600,3400.3,1.01,13.3,7,-8.6,0.145,10,0.1,0.94
,11:37:59,4,3600,3401.3,1.01,13.3,7,-8.6,0.145,10,0.1,0.94
,11:38:00,4,3600,3402.3,1.01,13.3,7,-8.6,0.145,10,0.1,0.94
,11:38:01,4,3600,3403.3,1.01,13.3,7,-8.6,0.14,10,0.1,0.94
,11:38:02,4,3600,3404.3,1.01,13.3,7,-8.6,0.14,10,0.1,0.94
,11:38:03,4,3600,3405.3,1,13.3,7,-8.6,0.145,10,0.1,0.94
,11:38:04,4,3600,3406.3,1,13.3,7,-8.6,0.144,10,0.1,0.93
,11:38:05,4,3600,3407.3,0.99,13.3,7,-8.6,0.143,10,0.1,0.92
,11:38:06,4,3600,3408.3,0.98,13.3,7,-8.6,0.148,10,0.1,0.92
,11:38:07,4,3600,3409.3,0.98,13.3,7,-8.6,0.148,10,0.1,0.92
,11:38:08,4,3600,3410.3,0.99,13.3,7,-8.6,0.149,10,0.1,0.93
,11:38:09,4,3600,3411.3,0.99,13.3,7,-8.6,0.149,10,0.1,0.93
