Data file,,PEEK_DRY_T18_PE2.TSV,,,,,,,,,,
Configuration file,,TE77.CFG,,,,,,,,,,
Calibration file,,TE77.CAL,,,,,,,,,,
Test control file,,TIMOLOWPRESSURESAMPLES.TSF,,,,,,,,,,
,,,,,,,,,,,,
User,,Iestyn,,,,,,,,,,
Date,,27/03/2017,,,,,,,,,,
Lubricant,,Dry,,,,,,,,,,
Specimens,,PEEK,,,,,,,,,,
Temp,,Room (20),,,,,,,,,,
Notes,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Test file variable V1 <Force> = 7,,,,,,,,,,,,
Test started at 13:02:49 on 27/03/2017,,,,,,,,,,,,
,Time,This Step,Step Time,Test Time,Friction Force (N),Frequency (Hz),Load (N),Specimen Temp (øC),Friction Coeff ( ),Friction Range (N),Contact Pot (mV),Force Input (Volts)
Fast data in,,peek_dry_t18_pe2-h001.tsv,,,,,,,,,,
,13:34:57,5,3590,1927.9,4.06,13.3,7,23,0.586,10,49.9,3.92
,13:34:58,5,3590,1928.9,4.06,13.3,7,23,0.586,10,49.9,3.92
,13:34:59,5,3590,1929.9,4.07,13.3,7,23,0.61,10,49.9,3.93
,13:35:00,5,3590,1930.9,4.07,13.3,7,23,0.588,10,49.9,3.93
,13:35:01,5,3590,1931.9,4.08,13.3,7,23,0.589,10,49.9,3.94
,13:35:02,5,3590,1932.9,4.09,13.3,7,23,0.591,10,49.9,3.95
,13:35:03,5,3590,1933.9,4.12,13.3,7,23,0.574,10,49.9,3.98
,13:35:04,5,3590,1934.9,4.13,13.3,7,23,0.576,10,49.9,3.99
,13:35:05,5,3590,1935.9,4.14,13.3,7,23,0.556,10,49.8,4
,13:35:06,5,3590,1936.9,4.13,13.3,7,23,0.555,10,49.9,3.99
,13:35:07,5,3590,1937.9,4.1,13.3,7,23,0.571,10,49.9,3.95
,13:35:08,5,3590,1938.9,4.05,13.3,7,23,0.564,10,49.9,3.9
,13:35:09,5,3590,1939.9,4.03,13.3,7,23,0.582,10,49.9,3.89
,13:35:10,5,3590,1940.9,4.06,13.3,7,23,0.586,10,49.8,3.92
,13:35:11,5,3590,1941.9,4.12,13.3,7,23,0.595,10,49.9,3.98
,13:35:12,5,3590,1942.9,4.15,13.3,7,23,0.599,10,49.9,4.01
,13:35:13,5,3590,1943.9,4.15,13.3,7,23,0.6,10,49.9,4.01
,13:35:14,5,3590,1944.9,4.15,13.3,7,23,0.599,10,49.9,4.01
,13:35:15,5,3590,1945.9,4.14,13.3,7,23,0.577,10,49.9,4
,13:35:16,5,3590,1946.9,4.13,13.3,7,23,0.575,10,49.9,3.98
,13:35:17,5,3590,1947.9,4.1,13.3,7,23,0.572,10,49.9,3.96
,13:35:18,5,3590,1948.9,4.07,13.3,7,23,0.566,10,49.9,3.92
,13:35:19,5,3590,1949.9,4,13.3,7,23,0.578,10,49.9,3.86
,13:35:20,5,3590,1950.9,4.02,13.3,7,23,0.581,10,49.8,3.88
,13:35:21,5,3590,1951.9,4,13.3,7,23,0.577,10,49.9,3.86
,13:35:22,5,3590,1952.9,3.95,13.3,7,23,0.57,10,49.9,3.8
,13:35:23,5,3590,1953.9,3.85,13.3,7,23,0.557,10,49.9,3.71
,13:35:24,5,3590,1954.9,3.84,13.3,7,23,0.535,10,49.9,3.71
,13:35:25,5,3590,1955.9,3.87,13.3,7,23,0.52,10,49.9,3.73
,13:35:26,5,3590,1956.9,3.9,13.3,7,23,0.524,10,49.8,3.77
,13:35:27,5,3590,1957.9,3.97,13.3,7,23,0.553,10,49.8,3.84
,13:35:28,5,3590,1958.9,4.09,13.3,7,23,0.591,10,49.9,3.95
,13:35:29,5,3590,1959.9,4.09,13.3,7,23,0.591,10,49.9,3.95
,13:35:30,5,3590,1960.9,3.97,13.3,7,23,0.574,10,49.8,3.82
,13:35:31,5,3590,1961.9,3.81,13.3,7,23,0.55,10,49.9,3.67
,13:35:32,5,3590,1962.9,3.75,13.3,7,23,0.541,10,49.9,3.61
,13:35:33,5,3590,1963.9,3.75,13.3,7,23,0.542,10,49.9,3.62
,13:35:34,5,3590,1964.9,3.79,13.3,7,23,0.547,10,49.9,3.66
,13:35:35,5,3590,1965.9,3.86,13.3,7,23,0.538,10,49.9,3.73
,13:35:36,5,3590,1966.9,3.9,13.3,7,23,0.543,10,49.9,3.77
,13:35:37,5,3590,1967.9,3.93,13.3,7,23,0.548,10,49.9,3.8
,13:35:38,5,3590,1968.9,3.93,13.3,7,23,0.529,10,49.9,3.8
,13:35:39,5,3590,1969.9,3.97,13.3,7,23,0.533,10,49.9,3.83
,13:35:40,5,3590,1970.9,4.01,13.3,7,23,0.539,10,49.9,3.87
,13:35:41,5,3590,1971.9,4.04,13.3,7,23,0.563,10,49.9,3.9
,13:35:42,5,3590,1972.9,4.03,13.3,7,23,0.562,10,49.9,3.89
,13:35:43,5,3590,1973.9,4.02,13.3,7,23,0.58,10,49.9,3.87
,13:35:44,5,3590,1974.9,4.01,13.3,7,23,0.579,10,49.9,3.87
,13:35:45,5,3590,1975.9,4.03,13.3,7,23,0.582,10,49.9,3.89
,13:35:46,5,3590,1976.9,4.05,13.3,7,23,0.585,10,49.9,3.91
,13:35:47,5,3590,1977.9,4.07,13.3,7,23,0.589,10,49.9,3.94
,13:35:48,5,3590,1978.9,4.09,13.3,7,23,0.591,10,49.9,3.95
,13:35:49,5,3590,1979.9,4.11,13.3,7,23,0.594,10,49.9,3.97
,13:35:50,5,3590,1980.9,4.11,13.3,7,23,0.594,10,49.9,3.97
,13:35:51,5,3590,1981.9,4.11,13.3,7,23,0.573,10,49.9,3.97
,13:35:52,5,3590,1982.9,4.11,13.3,7,23,0.572,10,49.9,3.97
,13:35:53,5,3590,1983.9,4.1,13.3,7,23,0.572,10,49.9,3.96
,13:35:54,5,3590,1984.9,4.11,13.3,7,23,0.572,10,49.9,3.97
,13:35:55,5,3590,1985.9,4.11,13.3,7,23,0.553,10,49.9,3.97
,13:35:56,5,3590,1986.9,4.12,13.3,7,23,0.554,10,49.9,3.97
,13:35:57,5,3590,1987.9,4.13,13.3,7,23,0.555,10,49.9,3.99
,13:35:58,5,3590,1988.9,4.14,13.3,7,23,0.557,10,49.9,4.01
,13:35:59,5,3590,1989.9,4.17,13.3,7,23,0.561,10,49.9,4.03
,13:36:00,5,3590,1990.9,4.17,13.3,7,23,0.581,10,49.9,4.03
,13:36:01,5,3590,1991.9,4.15,13.3,7,23,0.6,10,49.9,4.01
,13:36:02,5,3590,1992.9,4.14,13.3,7,23,0.598,10,49.9,4
,13:36:03,5,3590,1993.9,4.16,13.3,7,23,0.6,10,49.9,4.01
,13:36:04,5,3590,1994.9,4.19,13.3,7,23,0.606,10,49.9,4.05
,13:36:05,5,3590,1995.9,4.22,13.3,7,23,0.609,10,49.9,4.07
,13:36:06,5,3590,1996.9,4.23,13.3,7,23,0.611,10,49.8,4.08
,13:36:07,5,3590,1997.9,4.24,13.3,7,23,0.613,10,49.8,4.09
,13:36:08,5,3590,1998.9,4.26,13.3,7,23,0.615,10,49.8,4.11
,13:36:09,5,3590,1999.9,4.27,13.3,7,23,0.616,10,49.9,4.12
,13:36:10,5,3590,2000.9,4.27,13.3,7,23,0.617,10,49.8,4.12
,13:36:11,5,3590,2001.9,4.27,13.3,7,23,0.617,10,49.9,4.12
,13:36:12,5,3590,2002.9,4.26,13.3,7,23,0.615,10,49.9,4.11
,13:36:13,5,3590,2003.9,4.25,13.3,7,23,0.615,10,49.9,4.11
,13:36:14,5,3590,2004.9,4.27,13.3,7,23,0.617,10,49.9,4.13
,13:36:15,5,3590,2005.9,4.31,13.3,7,23,0.6,10,49.9,4.16
,13:36:16,5,3590,2006.9,4.34,13.3,7,23,0.605,10,49.9,4.2
,13:36:17,5,3590,2007.9,4.36,13.3,7,23,0.607,10,49.9,4.21
,13:36:18,5,3590,2008.9,4.36,13.3,7,23,0.607,10,49.9,4.21
,13:36:19,5,3590,2009.9,4.35,13.3,7,23,0.606,10,49.9,4.2
,13:36:20,5,3590,2010.9,4.35,13.3,7,23,0.605,10,49.9,4.2
,13:36:21,5,3590,2011.9,4.34,13.3,7,23,0.605,10,49.9,4.19
,13:36:22,5,3590,2012.9,4.33,13.3,7,23,0.582,10,49.9,4.18
,13:36:23,5,3590,2013.9,4.3,13.3,8,23,0.56,10,49.9,4.15
,13:36:24,5,3590,2014.9,4.29,13.3,8,23,0.558,10,49.9,4.14
,13:36:25,5,3590,2015.9,4.27,13.3,7,23,0.574,10,49.9,4.12
,13:36:26,5,3590,2016.9,4.25,13.3,7,23,0.571,10,49.9,4.1
,13:36:27,5,3590,2017.9,4.24,13.3,7,23,0.591,10,49.9,4.09
,13:36:28,5,3590,2018.9,4.26,13.3,7,23,0.593,10,49.9,4.12
,13:36:29,5,3590,2019.9,4.27,13.3,7,23,0.617,10,49.9,4.12
,13:36:30,5,3590,2020.9,4.24,13.3,7,23,0.636,10,49.9,4.08
,13:36:31,5,3590,2021.9,4.19,13.3,7,23,0.628,10,49.9,4.04
,13:36:32,5,3590,2022.9,4.18,13.3,7,23,0.604,10,49.9,4.04
,13:36:33,5,3590,2023.9,4.21,13.3,7,23,0.609,10,49.9,4.07
,13:36:34,5,3590,2024.9,4.26,13.3,7,23,0.615,10,49.9,4.11
,13:36:35,5,3590,2025.9,4.28,13.3,7,23,0.619,10,49.9,4.13
,13:36:36,5,3590,2026.9,4.29,13.3,7,23,0.619,10,49.9,4.14
,13:36:37,5,3590,2027.9,4.3,13.3,7,23,0.621,10,49.9,4.15
,13:36:38,5,3590,2028.9,4.31,13.3,7,23,0.6,10,49.9,4.16
,13:36:39,5,3590,2029.9,4.32,13.3,7,23,0.601,10,49.9,4.17
,13:36:40,5,3590,2030.9,4.31,13.3,7,23,0.601,10,49.8,4.16
,13:36:41,5,3590,2031.9,4.31,13.3,7,23,0.6,10,49.9,4.16
,13:36:42,5,3590,2032.9,4.31,13.3,7,23,0.6,10,49.9,4.16
,13:36:43,5,3590,2033.9,4.32,13.3,7,23,0.624,10,49.9,4.17
,13:36:44,5,3590,2034.9,4.3,13.3,7,23,0.622,10,49.8,4.15
,13:36:45,5,3590,2035.9,4.27,13.3,7,23,0.616,10,49.9,4.11
,13:36:46,5,3590,2036.9,4.18,13.3,7,23,0.582,10,49.9,4.02
,13:36:47,5,3590,2037.9,4.06,13.3,7,23,0.565,10,49.8,3.9
,13:36:48,5,3590,2038.9,3.94,13.3,7,23,0.548,10,49.9,3.79
,13:36:49,5,3590,2039.9,3.89,13.3,7,23,0.561,10,49.9,3.75
,13:36:50,5,3590,2040.9,3.92,13.3,7,23,0.566,10,49.9,3.79
,13:36:51,5,3590,2041.9,4.01,13.3,7,23,0.58,10,49.9,3.88
,13:36:52,5,3590,2042.9,4.1,13.3,7,23,0.592,10,49.8,3.96
,13:36:53,5,3590,2043.9,4.13,13.3,7,23,0.597,10,49.8,3.99
,13:36:54,5,3590,2044.9,4.13,13.3,7,23,0.597,10,49.9,3.99
,13:36:55,5,3590,2045.9,4.14,13.3,7,23,0.598,10,49.9,4
,13:36:56,5,3590,2046.9,4.19,13.3,7,23,0.583,10,49.9,4.04
,13:36:57,5,3590,2047.9,4.14,13.3,7,23,0.598,10,49.9,3.99
,13:36:58,5,3590,2048.9,4.09,13.3,7,23,0.591,10,49.9,3.95
,13:36:59,5,3590,2049.9,4.07,13.3,7,23,0.588,10,49.9,3.93
,13:37:00,5,3590,2050.9,4.16,13.3,7,23,0.579,10,49.9,4.02
,13:37:01,5,3590,2051.9,4.16,13.3,7,23,0.579,10,49.9,4.01
,13:37:02,5,3590,2052.9,4.14,13.3,7,23,0.598,10,49.9,4
,13:37:03,5,3590,2053.9,4.16,13.3,7,23,0.58,10,49.9,4.02
,13:37:04,5,3590,2054.9,4.24,13.3,7,23,0.613,10,49.9,4.1
,13:37:05,5,3590,2055.9,4.3,13.3,7,23,0.599,10,49.9,4.15
,13:37:06,5,3590,2056.9,4.31,13.3,7,23,0.601,10,49.9,4.17
,13:37:07,5,3590,2057.9,4.36,13.3,7,23,0.608,10,49.9,4.22
,13:37:08,5,3590,2058.9,4.42,13.3,7,23,0.616,10,49.9,4.28
,13:37:09,5,3590,2059.9,4.49,13.3,7,23,0.604,10,49.9,4.34
,13:37:10,5,3590,2060.9,4.58,13.3,7,23,0.617,10,49.9,4.44
,13:37:11,5,3590,2061.9,4.71,13.3,7,23,0.634,10,49.9,4.56
,13:37:12,5,3590,2062.9,4.81,13.3,7,23,0.647,10,49.9,4.66
,13:37:13,5,3590,2063.9,4.9,13.3,7,23,0.659,10,49.9,4.73
,13:37:14,5,3590,2064.9,4.9,13.3,7,23,0.659,10,49.9,4.73
,13:37:15,5,3590,2065.9,4.86,13.3,7,23,0.654,10,49.9,4.69
,13:37:16,5,3590,2066.9,4.8,13.3,7,23,0.669,10,49.9,4.63
,13:37:17,5,3590,2067.9,4.77,13.3,7,23,0.665,10,49.9,4.61
,13:37:18,5,3590,2068.9,4.76,13.3,7,23,0.663,10,49.9,4.59
,13:37:19,5,3590,2069.9,4.74,13.3,7,23,0.661,10,49.9,4.58
,13:37:20,5,3590,2070.9,4.76,13.3,7,23,0.663,10,49.9,4.59
,13:37:21,5,3590,2071.9,4.79,13.3,7,23,0.667,10,49.9,4.63
,13:37:22,5,3590,2072.9,4.81,13.3,7,23,0.67,10,49.9,4.65
,13:37:23,5,3590,2073.9,4.83,13.3,7,23,0.65,10,49.9,4.66
,13:37:24,5,3590,2074.9,4.83,13.3,7,23,0.65,10,49.9,4.66
,13:37:25,5,3590,2075.9,4.82,13.3,7,23,0.672,10,49.9,4.65
,13:37:26,5,3590,2076.9,4.82,13.3,7,23,0.672,10,49.9,4.65
,13:37:27,5,3590,2077.9,4.84,13.3,7,23,0.699,10,49.9,4.67
,13:37:28,5,3590,2078.9,4.86,13.3,7,23,0.702,10,49.9,4.7
,13:37:29,5,3590,2079.9,4.89,13.3,7,23,0.734,10,49.9,4.73
,13:37:30,5,3590,2080.9,4.94,13.3,7,23,0.741,10,49.9,4.77
,13:37:31,5,3590,2081.9,4.99,13.3,7,23,0.748,10,49.9,4.81
,13:37:32,5,3590,2082.9,5,13.3,7,23,0.723,10,49.9,4.83
,13:37:33,5,3590,2083.9,5.02,13.3,7,23,0.725,10,49.9,4.85
,13:37:34,5,3590,2084.9,5.04,13.3,7,23,0.728,10,49.9,4.86
,13:37:35,5,3590,2085.9,5.05,13.3,7,23,0.729,10,49.9,4.87
,13:37:36,5,3590,2086.9,5.01,13.3,7,23,0.724,10,49.9,4.84
,13:37:37,5,3590,2087.9,5,13.3,7,23,0.723,10,49.9,4.83
,13:37:38,5,3590,2088.9,5.01,13.3,7,23,0.724,10,49.9,4.84
,13:37:39,5,3590,2089.9,5.04,13.3,7,23,0.728,10,49.9,4.86
,13:37:40,5,3590,2090.9,5.02,13.3,7,23,0.725,10,49.9,4.84
,13:37:41,5,3590,2091.9,4.97,13.3,7,23,0.719,10,49.9,4.8
,13:37:42,5,3590,2092.9,4.95,13.3,7,23,0.716,10,49.9,4.78
,13:37:43,5,3590,2093.9,4.96,13.3,7,23,0.716,10,49.9,4.79
,13:37:44,5,3590,2094.9,4.97,13.3,7,23,0.693,10,49.9,4.8
,13:37:45,5,3590,2095.9,4.97,13.3,7,23,0.693,10,49.9,4.8
,13:37:46,5,3590,2096.9,4.97,13.3,7,23,0.669,10,49.9,4.8
,13:37:47,5,3590,2097.9,4.96,13.3,7,23,0.692,10,49.9,4.79
,13:37:48,5,3590,2098.9,4.96,13.3,7,23,0.691,10,49.9,4.79
,13:37:49,5,3590,2099.9,4.93,13.3,7,23,0.712,10,49.9,4.75
,13:37:50,5,3590,2100.9,4.91,13.3,7,23,0.709,10,49.9,4.74
,13:37:51,5,3590,2101.9,4.91,13.3,7,23,0.71,10,49.9,4.74
,13:37:52,5,3590,2102.9,4.95,13.3,7,23,0.689,10,49.9,4.78
,13:37:53,5,3590,2103.9,4.98,13.3,7,23,0.693,10,49.9,4.8
,13:37:54,5,3590,2104.9,4.97,13.3,7,23,0.692,10,49.9,4.79
,13:37:55,5,3590,2105.9,4.96,13.3,7,23,0.717,10,49.9,4.79
,13:37:56,5,3590,2106.9,4.98,13.3,7,23,0.72,10,49.9,4.82
,13:37:57,5,3590,2107.9,5.03,13.3,7,23,0.727,10,49.9,4.86
,13:37:58,5,3590,2108.9,5.05,13.3,7,23,0.73,10,49.9,4.88
,13:37:59,5,3590,2109.9,5.03,13.3,7,23,0.727,10,49.9,4.85
,13:38:00,5,3590,2110.9,4.99,13.3,7,23,0.721,10,49.9,4.82
,13:38:01,5,3590,2111.9,4.97,13.3,7,23,0.718,10,49.9,4.79
,13:38:02,5,3590,2112.9,4.93,13.3,7,23,0.687,10,49.9,4.76
,13:38:03,5,3590,2113.9,4.86,13.3,7,23,0.702,10,49.9,4.69
,13:38:04,5,3590,2114.9,4.81,13.3,7,23,0.695,10,49.9,4.64
,13:38:05,5,3590,2115.9,4.83,13.3,7,23,0.672,10,49.9,4.66
,13:38:06,5,3590,2116.9,4.87,13.3,7,23,0.678,10,49.9,4.7
,13:38:07,5,3590,2117.9,4.88,13.3,7,23,0.68,10,49.9,4.72
,13:38:08,5,3590,2118.9,4.87,13.3,7,23,0.656,10,49.9,4.71
,13:38:09,5,3590,2119.9,4.89,13.3,7,23,0.658,10,49.9,4.72
,13:38:10,5,3590,2120.9,4.93,13.3,7,23,0.663,10,49.9,4.76
,13:38:11,5,3590,2121.9,4.97,13.3,7,23,0.668,10,49.9,4.8
,13:38:12,5,3590,2122.9,4.98,13.3,7,23,0.67,10,49.9,4.81
,13:38:13,5,3590,2123.9,4.96,13.3,7,23,0.691,10,49.9,4.78
,13:38:14,5,3590,2124.9,4.91,13.3,7,23,0.709,10,49.9,4.73
,13:38:15,5,3590,2125.9,4.85,13.3,7,23,0.701,10,49.9,4.68
,13:38:16,5,3590,2126.9,4.81,13.3,7,23,0.722,10,49.9,4.65
,13:38:17,5,3590,2127.9,4.84,13.3,7,23,0.726,10,49.9,4.67
,13:38:18,5,3590,2128.9,4.9,13.3,7,23,0.708,10,49.9,4.74
,13:38:19,5,3590,2129.9,4.94,13.3,7,23,0.714,10,49.9,4.78
,13:38:20,5,3590,2130.9,4.95,13.3,7,23,0.715,10,49.9,4.78
,13:38:21,5,3590,2131.9,4.94,13.3,7,23,0.714,10,49.9,4.77
,13:38:22,5,3590,2132.9,4.94,13.3,7,23,0.714,10,49.9,4.77
,13:38:23,5,3590,2133.9,4.96,13.3,7,23,0.716,10,49.9,4.79
,13:38:24,5,3590,2134.9,4.99,13.3,7,23,0.72,10,49.9,4.82
,13:38:25,5,3590,2135.9,5.02,13.3,7,23,0.699,10,49.9,4.84
,13:38:26,5,3590,2136.9,5.02,13.3,7,23,0.675,10,49.9,4.85
,13:38:27,5,3590,2137.9,5.01,13.3,7,23,0.674,10,49.9,4.83
,13:38:28,5,3590,2138.9,4.98,13.3,7,23,0.67,10,49.9,4.81
,13:38:29,5,3590,2139.9,4.97,13.3,7,23,0.668,10,49.9,4.8
,13:38:30,5,3590,2140.9,4.97,13.3,7,23,0.693,10,49.9,4.8
,13:38:31,5,3590,2141.9,4.98,13.3,7,23,0.694,10,49.9,4.81
,13:38:32,5,3590,2142.9,4.99,13.3,7,23,0.721,10,49.9,4.82
,13:38:33,5,3590,2143.9,4.98,13.3,7,23,0.72,10,49.9,4.81
,13:38:34,5,3590,2144.9,4.99,13.3,7,23,0.72,10,49.9,4.82
,13:38:35,5,3590,2145.9,5.02,13.3,7,23,0.725,10,49.9,4.85
,13:38:36,5,3590,2146.9,5.05,13.3,7,23,0.729,10,49.9,4.87
,13:38:37,5,3590,2147.9,5.06,13.3,7,23,0.732,10,49.9,4.89
,13:38:38,5,3590,2148.9,5.07,13.3,7,23,0.733,10,49.9,4.9
,13:38:39,5,3590,2149.9,5.05,13.3,7,23,0.729,10,49.9,4.87
,13:38:40,5,3590,2150.9,5,13.3,7,23,0.697,10,49.9,4.82
,13:38:41,5,3590,2151.9,4.94,13.3,7,23,0.665,10,49.9,4.77
,13:38:42,5,3590,2152.9,4.95,13.3,8,23,0.643,10,49.9,4.78
,13:38:43,5,3590,2153.9,5,13.3,7,23,0.673,10,49.9,4.84
,13:38:44,5,3590,2154.9,5.06,13.3,7,23,0.705,10,49.9,4.89
,13:38:45,5,3590,2155.9,5.08,13.3,7,23,0.733,10,49.9,4.9
,13:38:46,5,3590,2156.9,5.06,13.3,7,23,0.731,10,49.9,4.88
,13:38:47,5,3590,2157.9,5.04,13.3,7,23,0.729,10,49.9,4.87
,13:38:48,5,3590,2158.9,5.04,13.3,7,23,0.728,10,49.9,4.86
,13:38:49,5,3590,2159.9,5.05,13.3,7,23,0.704,10,49.9,4.88
,13:38:50,5,3590,2160.9,5.07,13.3,7,23,0.733,10,49.9,4.9
,13:38:51,5,3590,2161.9,5.08,13.3,7,23,0.733,10,49.9,4.9
,13:38:52,5,3590,2162.9,5.05,13.3,7,23,0.729,10,49.9,4.87
,13:38:53,5,3590,2163.9,5,13.3,7,23,0.723,10,49.9,4.83
,13:38:54,5,3590,2164.9,5.01,13.3,7,23,0.724,10,49.9,4.84
,13:38:55,5,3590,2165.9,5.07,13.3,7,23,0.707,10,49.9,4.9
,13:38:56,5,3590,2166.9,5.12,13.3,7,23,0.688,10,49.9,4.94
,13:38:57,5,3590,2167.9,5.13,13.3,8,23,0.668,10,49.9,4.95
,13:38:58,5,3590,2168.9,5.11,13.3,7,23,0.687,10,49.9,4.93
,13:38:59,5,3590,2169.9,5.1,13.3,7,23,0.711,10,49.9,4.93
,13:39:00,5,3590,2170.9,5.11,13.3,7,23,0.738,10,49.9,4.93
,13:39:01,5,3590,2171.9,5.12,13.3,7,23,0.739,10,49.9,4.94
,13:39:02,5,3590,2172.9,5.12,13.3,7,23,0.74,10,49.9,4.94
,13:39:03,5,3590,2173.9,5.1,13.3,7,23,0.737,10,49.9,4.92
,13:39:04,5,3590,2174.9,5.09,13.3,7,23,0.735,10,49.9,4.91
,13:39:05,5,3590,2175.9,5.08,13.3,7,23,0.734,10,49.9,4.9
,13:39:06,5,3590,2176.9,5.07,13.3,7,23,0.732,10,49.9,4.89
,13:39:07,5,3590,2177.9,5.07,13.3,7,23,0.706,10,49.9,4.89
,13:39:08,5,3590,2178.9,5.05,13.3,7,23,0.704,10,49.9,4.88
,13:39:09,5,3590,2179.9,5.05,13.3,7,23,0.704,10,49.9,4.88
,13:39:10,5,3590,2180.9,5.06,13.3,7,23,0.705,10,49.9,4.89
,13:39:11,5,3590,2181.9,5.08,13.3,7,23,0.734,10,49.9,4.91
,13:39:12,5,3590,2182.9,5.1,13.3,7,23,0.737,10,49.9,4.93
,13:39:13,5,3590,2183.9,5.11,13.3,7,23,0.738,10,49.9,4.93
,13:39:14,5,3590,2184.9,5.1,13.3,7,23,0.737,10,49.9,4.92
,13:39:15,5,3590,2185.9,5.08,13.3,7,23,0.734,10,49.9,4.91
,13:39:16,5,3590,2186.9,5.08,13.3,7,23,0.733,10,49.9,4.9
,13:39:17,5,3590,2187.9,5.07,13.3,7,23,0.706,10,49.9,4.89
,13:39:18,5,3590,2188.9,5.05,13.3,7,23,0.679,10,49.9,4.87
,13:39:19,5,3590,2189.9,5.04,13.3,8,23,0.655,10,49.9,4.87
,13:39:20,5,3590,2190.9,5.03,13.3,7,23,0.677,10,49.9,4.86
,13:39:21,5,3590,2191.9,5.03,13.3,7,23,0.701,10,49.9,4.86
,13:39:22,5,3590,2192.9,5.03,13.3,7,23,0.701,10,50,4.85
,13:39:23,5,3590,2193.9,5.02,13.3,7,23,0.699,10,49.9,4.85
,13:39:24,5,3590,2194.9,5.02,13.3,7,23,0.725,10,49.9,4.85
,13:39:25,5,3590,2195.9,5.03,13.3,7,23,0.726,10,49.9,4.85
,13:39:26,5,3590,2196.9,5.04,13.3,7,23,0.702,10,49.9,4.87
,13:39:27,5,3590,2197.9,5.06,13.3,7,23,0.705,10,49.9,4.89
,13:39:28,5,3590,2198.9,5.07,13.3,7,23,0.706,10,49.9,4.89
,13:39:29,5,3590,2199.9,5.06,13.3,7,23,0.68,10,49.9,4.88
,13:39:30,5,3590,2200.9,5.03,13.3,7,23,0.701,10,49.9,4.85
,13:39:31,5,3590,2201.9,5,13.3,7,23,0.722,10,49.9,4.83
,13:39:32,5,3590,2202.9,5.01,13.3,7,23,0.751,10,49.9,4.84
,13:39:33,5,3590,2203.9,5.05,13.3,7,23,0.758,10,49.9,4.88
,13:39:34,5,3590,2204.9,5.13,13.3,7,23,0.741,10,49.9,4.96
,13:39:35,5,3590,2205.9,5.18,13.3,7,23,0.748,10,49.9,5
,13:39:36,5,3590,2206.9,5.16,13.3,7,23,0.746,10,49.9,4.98
,13:39:37,5,3590,2207.9,5.12,13.3,7,23,0.74,10,49.9,4.94
,13:39:38,5,3590,2208.9,5.08,13.3,7,23,0.734,10,49.9,4.91
,13:39:39,5,3590,2209.9,5.08,13.3,7,23,0.708,10,49.9,4.9
,13:39:40,5,3590,2210.9,5.07,13.3,7,23,0.682,10,49.9,4.89
,13:39:41,5,3590,2211.9,5.06,13.3,7,23,0.705,10,49.9,4.88
,13:39:42,5,3590,2212.9,5.05,13.3,7,23,0.73,10,49.9,4.88
,13:39:43,5,3590,2213.9,5.05,13.3,7,23,0.729,10,49.9,4.87
,13:39:44,5,3590,2214.9,5.05,13.3,7,23,0.729,10,49.9,4.87
,13:39:45,5,3590,2215.9,5.05,13.3,7,23,0.73,10,49.9,4.88
,13:39:46,5,3590,2216.9,5.06,13.3,7,23,0.731,10,49.9,4.89
,13:39:47,5,3590,2217.9,5.08,13.3,7,23,0.734,10,49.9,4.91
,13:39:48,5,3590,2218.9,5.1,13.3,7,23,0.711,10,49.9,4.93
,13:39:49,5,3590,2219.9,5.1,13.3,7,23,0.687,10,49.9,4.93
,13:39:50,5,3590,2220.9,5.1,13.3,7,23,0.71,10,49.9,4.92
,13:39:51,5,3590,2221.9,5.1,13.3,7,23,0.736,10,49.9,4.92
,13:39:52,5,3590,2222.9,5.1,13.3,7,23,0.737,10,49.9,4.93
,13:39:53,5,3590,2223.9,5.09,13.3,7,23,0.736,10,49.9,4.92
,13:39:54,5,3590,2224.9,5.07,13.3,7,23,0.733,10,49.9,4.89
,13:39:55,5,3590,2225.9,5.08,13.3,7,23,0.708,10,49.9,4.91
,13:39:56,5,3590,2226.9,5.11,13.3,7,23,0.712,10,49.9,4.93
,13:39:57,5,3590,2227.9,5.12,13.3,8,23,0.666,10,49.9,4.94
,13:39:58,5,3590,2228.9,5.1,13.3,7,23,0.687,10,49.9,4.93
,13:39:59,5,3590,2229.9,5.08,13.3,7,23,0.708,10,49.9,4.9
,13:40:00,5,3590,2230.9,5.07,13.3,7,23,0.733,10,49.9,4.9
,13:40:01,5,3590,2231.9,5.06,13.3,7,23,0.731,10,49.9,4.88
,13:40:02,5,3590,2232.9,5.04,13.3,7,23,0.729,10,49.9,4.87
,13:40:03,5,3590,2233.9,5.04,13.3,7,23,0.728,10,49.9,4.87
,13:40:04,5,3590,2234.9,5.05,13.3,7,23,0.73,10,49.9,4.87
,13:40:05,5,3590,2235.9,5.04,13.3,7,23,0.703,10,49.9,4.87
,13:40:06,5,3590,2236.9,5.04,13.3,7,23,0.678,10,49.9,4.87
,13:40:07,5,3590,2237.9,5.05,13.3,7,23,0.704,10,49.9,4.88
,13:40:08,5,3590,2238.9,5.09,13.3,7,23,0.709,10,49.9,4.91
,13:40:09,5,3590,2239.9,5.11,13.3,7,23,0.738,10,49.9,4.93
,13:40:10,5,3590,2240.9,5.11,13.3,7,23,0.711,10,49.9,4.93
,13:40:11,5,3590,2241.9,5.09,13.3,7,23,0.709,10,49.9,4.91
