Data file,,SORONA-UNHONED_ISO10_12DEG_003_12HRS.TSV,,,,,,,,,,
Configuration file,,TE77 CHILLER.CFG,,,,,,,,,,
Calibration file,,TE77 CHILLER.CAL,,,,,,,,,,
Test control file,,PARAM01_1.TSF,,,,,,,,,,
,,,,,,,,,,,,
User,,David Eckold,,,,,,,,,,
Date,,22/11/2016,,,,,,,,,,
Lubricant,,ISO 10,,,,,,,,,,
Specimens,,PTT on PTFE,,,,,,,,,,
Temp,,12,,,,,,,,,,
Notes,,12Hrs,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Test file variable V1 <Temp> = 12,,,,,,,,,,,,
Test file variable V2 <Load> = 6.8,,,,,,,,,,,,
Test file variable V3 <Freq> = 13.3,,,,,,,,,,,,
Test started at 09:29:49 on 24/11/2016,,,,,,,,,,,,
,Time,This Step,Step Time,Test Time,Friction Force (N),Frequency (Hz),Load (N),Specimen Temperature (Chiller) (øC),Friction Coeff,Friction Range (N),Contact Pot (mV),Force Input (Volts)
,11:40:59,6,21600,7869.5,0.63,13.3,7,14,0.091,10,0.5,0.61
,11:41:00,6,21600,7870.5,0.63,13.3,7,13.9,0.091,10,0.5,0.62
,11:41:01,6,21600,7871.5,0.63,13.3,7,13.9,0.095,10,0.5,0.62
,11:41:02,6,21600,7872.5,0.63,13.3,7,13.9,0.094,10,0.5,0.61
,11:41:03,6,21600,7873.5,0.62,13.3,6,13.9,0.097,10,0.5,0.61
,11:41:04,6,21600,7874.5,0.63,13.3,6,13.9,0.099,10,0.5,0.62
,11:41:05,6,21600,7875.5,0.64,13.3,6,13.9,0.1,10,0.5,0.63
,11:41:06,6,21600,7876.5,0.65,13.3,7,13.9,0.098,10,0.5,0.63
,11:41:07,6,21600,7877.5,0.66,13.3,7,13.9,0.098,10,0.5,0.64
,11:41:08,6,21600,7878.5,0.66,13.3,7,13.9,0.099,10,0.5,0.64
,11:41:09,6,21600,7879.5,0.66,13.3,7,13.9,0.099,10,0.5,0.64
,11:41:10,6,21600,7880.5,0.66,13.3,7,13.9,0.099,10,0.5,0.64
,11:41:11,6,21600,7881.5,0.66,13.3,6,13.9,0.104,10,0.5,0.65
,11:41:12,6,21600,7882.5,0.67,13.3,7,13.9,0.1,10,0.5,0.65
,11:41:13,6,21600,7883.5,0.68,13.3,7,13.9,0.098,10,0.5,0.66
,11:41:14,6,21600,7884.5,0.68,13.3,7,13.9,0.095,10,0.5,0.67
,11:41:15,6,21600,7885.5,0.68,13.3,7,13.9,0.095,10,0.5,0.66
,11:41:16,6,21600,7886.5,0.67,13.3,7,13.8,0.097,10,0.5,0.66
,11:41:17,6,21600,7887.5,0.67,13.3,7,13.8,0.097,10,0.5,0.65
,11:41:18,6,21600,7888.5,0.67,13.3,7,13.8,0.1,10,0.5,0.65
,11:41:19,6,21600,7889.5,0.67,13.3,7,13.8,0.1,10,0.5,0.65
,11:41:20,6,21600,7890.5,0.67,13.3,6,13.8,0.104,10,0.5,0.65
,11:41:21,6,21600,7891.5,0.67,13.3,7,13.8,0.1,10,0.5,0.65
,11:41:22,6,21600,7892.5,0.67,13.3,6,13.8,0.105,10,0.5,0.66
,11:41:23,6,21600,7893.5,0.68,13.3,7,13.8,0.102,10,0.5,0.66
,11:41:24,6,21600,7894.5,0.68,13.3,7,13.8,0.098,10,0.5,0.66
,11:41:25,6,21600,7895.5,0.68,13.3,7,13.8,0.098,10,0.5,0.66
,11:41:26,6,21600,7896.5,0.68,13.3,7,13.8,0.099,10,0.5,0.67
,11:41:27,6,21600,7897.5,0.68,13.3,7,13.8,0.102,10,0.5,0.66
,11:41:28,6,21600,7898.5,0.69,13.3,7,13.8,0.103,10,0.5,0.67
,11:41:29,6,21600,7899.5,0.69,13.3,7,13.7,0.104,10,0.5,0.68
,11:41:30,6,21600,7900.5,0.7,13.3,7,13.7,0.102,10,0.5,0.69
,11:41:31,6,21600,7901.5,0.7,13.3,7,13.7,0.101,10,0.5,0.68
,11:41:32,6,21600,7902.5,0.7,13.3,7,13.7,0.101,10,0.5,0.68
,11:41:33,6,21600,7903.5,0.69,13.3,7,13.7,0.096,10,0.5,0.67
,11:41:34,6,21600,7904.5,0.69,13.3,7,13.7,0.096,10,0.5,0.67
,11:41:35,6,21600,7905.5,0.69,13.3,7,13.7,0.096,10,0.5,0.67
,11:41:36,6,21600,7906.5,0.69,13.3,7,13.7,0.092,10,0.5,0.67
,11:41:37,6,21600,7907.5,0.68,13.3,7,13.6,0.095,10,0.5,0.66
,11:41:38,6,21600,7908.5,0.67,13.3,7,13.6,0.097,10,0.5,0.65
,11:41:39,6,21600,7909.5,0.67,13.3,7,13.6,0.1,10,0.5,0.65
,11:41:40,6,21600,7910.5,0.67,13.3,7,13.6,0.1,10,0.5,0.65
,11:41:41,6,21600,7911.5,0.67,13.3,7,13.6,0.1,10,0.5,0.65
,11:41:42,6,21600,7912.5,0.67,13.3,7,13.6,0.101,10,0.5,0.65
,11:41:43,6,21600,7913.5,0.68,13.3,7,13.6,0.102,10,0.5,0.66
,11:41:44,6,21600,7914.5,0.68,13.3,7,13.6,0.099,10,0.5,0.67
,11:41:45,6,21600,7915.5,0.68,13.3,7,13.6,0.103,10,0.5,0.67
,11:41:46,6,21600,7916.5,0.68,13.3,7,13.6,0.103,10,0.5,0.67
,11:41:47,6,21600,7917.5,0.69,13.3,7,13.6,0.103,10,0.5,0.67
,11:41:48,6,21600,7918.5,0.69,13.3,7,13.6,0.1,10,0.5,0.67
,11:41:49,6,21600,7919.5,0.69,13.3,7,13.5,0.099,10,0.5,0.67
,11:41:50,6,21600,7920.5,0.68,13.3,7,13.5,0.102,10,0.5,0.66
,11:41:51,6,21600,7921.5,0.68,13.3,7,13.5,0.098,10,0.5,0.66
,11:41:52,6,21600,7922.5,0.67,13.3,7,13.5,0.093,10,0.5,0.65
,11:41:53,6,21600,7923.5,0.67,13.3,7,13.5,0.093,10,0.5,0.65
,11:41:54,6,21600,7924.5,0.66,13.3,7,13.5,0.092,10,0.5,0.64
,11:41:55,6,21600,7925.5,0.66,13.3,7,13.5,0.092,10,0.5,0.64
,11:41:56,6,21600,7926.5,0.66,13.3,7,13.5,0.092,10,0.5,0.64
,11:41:57,6,21600,7927.5,0.66,13.3,7,13.5,0.095,10,0.5,0.64
,11:41:58,6,21600,7928.5,0.66,13.3,7,13.4,0.095,10,0.5,0.64
,11:41:59,6,21600,7929.5,0.65,13.3,7,13.4,0.098,10,0.5,0.64
,11:42:00,6,21600,7930.5,0.66,13.3,7,13.4,0.098,10,0.5,0.64
,11:42:01,6,21600,7931.5,0.66,13.3,7,13.4,0.098,10,0.5,0.64
,11:42:02,6,21600,7932.5,0.66,13.3,7,13.4,0.098,10,0.5,0.64
,11:42:03,6,21600,7933.5,0.66,13.3,7,13.4,0.098,10,0.5,0.64
,11:42:04,6,21600,7934.5,0.66,13.3,7,13.4,0.098,10,0.5,0.64
,11:42:05,6,21600,7935.5,0.66,13.3,7,13.4,0.098,10,0.5,0.64
,11:42:06,6,21600,7936.5,0.66,13.3,7,13.4,0.1,10,0.5,0.65
,11:42:07,6,21600,7937.5,0.67,13.3,7,13.3,0.101,10,0.5,0.65
,11:42:08,6,21600,7938.5,0.68,13.3,7,13.3,0.102,10,0.5,0.66
,11:42:09,6,21600,7939.5,0.68,13.3,7,13.3,0.102,10,0.5,0.67
,11:42:10,6,21600,7940.5,0.69,13.3,6,13.3,0.107,10,0.5,0.67
,11:42:11,6,21600,7941.5,0.69,13.3,7,13.3,0.103,10,0.5,0.67
,11:42:12,6,21600,7942.5,0.69,13.3,7,13.3,0.099,10,0.5,0.67
,11:42:13,6,21600,7943.5,0.69,13.3,7,13.3,0.099,10,0.5,0.67
,11:42:14,6,21600,7944.5,0.69,13.3,7,13.2,0.099,10,0.5,0.67
,11:42:15,6,21600,7945.5,0.69,13.3,7,13.2,0.099,10,0.5,0.67
,11:42:16,6,21600,7946.5,0.69,13.3,7,13.2,0.099,10,0.5,0.67
,11:42:17,6,21600,7947.5,0.69,13.3,7,13.2,0.099,10,0.5,0.67
,11:42:18,6,21600,7948.5,0.69,13.3,7,13.2,0.099,10,0.5,0.67
,11:42:19,6,21600,7949.5,0.69,13.3,7,13.2,0.103,10,0.5,0.67
,11:42:20,6,21600,7950.5,0.69,13.3,7,13.2,0.103,10,0.5,0.67
,11:42:21,6,21600,7951.5,0.69,13.3,7,13.2,0.1,10,0.5,0.67
,11:42:22,6,21600,7952.5,0.69,13.3,7,13.1,0.1,10,0.5,0.67
,11:42:23,6,21600,7953.5,0.69,13.3,7,13.1,0.1,10,0.5,0.67
,11:42:24,6,21600,7954.5,0.69,13.3,7,13.1,0.1,10,0.5,0.67
,11:42:25,6,21600,7955.5,0.69,13.3,7,13.1,0.104,10,0.5,0.68
,11:42:26,6,21600,7956.5,0.7,13.3,7,13.1,0.104,10,0.5,0.68
,11:42:27,6,21600,7957.5,0.7,13.3,7,13.1,0.101,10,0.5,0.68
,11:42:28,6,21600,7958.5,0.7,13.3,7,13.1,0.101,10,0.5,0.68
,11:42:29,6,21600,7959.5,0.7,13.3,7,13.1,0.101,10,0.5,0.68
,11:42:30,6,21600,7960.5,0.7,13.3,7,13.1,0.101,10,0.5,0.68
,11:42:31,6,21600,7961.5,0.7,13.3,7,13,0.101,10,0.5,0.68
,11:42:32,6,21600,7962.5,0.7,13.3,7,13,0.104,10,0.5,0.68
,11:42:33,6,21600,7963.5,0.69,13.3,7,13,0.104,10,0.5,0.68
,11:42:34,6,21600,7964.5,0.69,13.3,7,13,0.104,10,0.5,0.68
,11:42:35,6,21600,7965.5,0.7,13.3,7,13,0.101,10,0.5,0.68
,11:42:36,6,21600,7966.5,0.7,13.3,7,13,0.101,10,0.5,0.68
,11:42:37,6,21600,7967.5,0.7,13.3,7,12.9,0.101,10,0.5,0.68
,11:42:38,6,21600,7968.5,0.7,13.3,7,12.9,0.101,10,0.5,0.68
,11:42:39,6,21600,7969.5,0.7,13.3,7,12.9,0.101,10,0.5,0.68
,11:42:40,6,21600,7970.5,0.7,13.3,7,12.9,0.101,10,0.5,0.68
,11:42:41,6,21600,7971.5,0.7,13.3,7,12.9,0.105,10,0.5,0.68
,11:42:42,6,21600,7972.5,0.7,13.3,7,12.9,0.097,10,0.5,0.68
,11:42:43,6,21600,7973.5,0.7,13.3,7,12.9,0.097,10,0.5,0.68
,11:42:44,6,21600,7974.5,0.69,13.3,7,12.9,0.097,10,0.5,0.67
,11:42:45,6,21600,7975.5,0.68,13.3,7,12.9,0.095,10,0.5,0.67
,11:42:46,6,21600,7976.5,0.67,13.3,7,12.9,0.097,10,0.5,0.66
,11:42:47,6,21600,7977.5,0.67,13.3,7,12.8,0.097,10,0.5,0.65
,11:42:48,6,21600,7978.5,0.67,13.3,7,12.8,0.101,10,0.5,0.65
,11:42:49,6,21600,7979.5,0.67,13.3,7,12.8,0.101,10,0.5,0.66
,11:42:50,6,21600,7980.5,0.67,13.3,7,12.8,0.101,10,0.5,0.66
,11:42:51,6,21600,7981.5,0.68,13.3,7,12.8,0.098,10,0.5,0.66
,11:42:52,6,21600,7982.5,0.68,13.3,7,12.8,0.098,10,0.5,0.66
,11:42:53,6,21600,7983.5,0.68,13.3,7,12.7,0.095,10,0.5,0.66
,11:42:54,6,21600,7984.5,0.68,13.3,7,12.7,0.098,10,0.5,0.66
,11:42:55,6,21600,7985.5,0.68,13.3,7,12.7,0.098,10,0.5,0.66
,11:42:56,6,21600,7986.5,0.68,13.3,7,12.7,0.101,10,0.5,0.66
,11:42:57,6,21600,7987.5,0.68,13.3,7,12.7,0.101,10,0.5,0.66
,11:42:58,6,21600,7988.5,0.68,13.3,7,12.7,0.102,10,0.5,0.66
,11:42:59,6,21600,7989.5,0.68,13.3,7,12.7,0.101,10,0.5,0.66
,11:43:00,6,21600,7990.5,0.68,13.3,7,12.6,0.102,10,0.5,0.66
,11:43:01,6,21600,7991.5,0.68,13.3,7,12.6,0.102,10,0.5,0.66
,11:43:02,6,21600,7992.5,0.69,13.3,7,12.6,0.099,10,0.5,0.67
,11:43:03,6,21600,7993.5,0.69,13.3,7,12.6,0.099,10,0.5,0.67
,11:43:04,6,21600,7994.5,0.68,13.3,7,12.6,0.099,10,0.5,0.66
,11:43:05,6,21600,7995.5,0.67,13.3,7,12.6,0.101,10,0.5,0.66
,11:43:06,6,21600,7996.5,0.67,13.3,7,12.6,0.101,10,0.5,0.65
,11:43:07,6,21600,7997.5,0.68,13.3,7,12.6,0.102,10,0.5,0.66
,11:43:08,6,21600,7998.5,0.69,13.3,7,12.5,0.103,10,0.5,0.67
,11:43:09,6,21600,7999.5,0.69,13.3,7,12.5,0.099,10,0.5,0.67
,11:43:10,6,21600,8000.5,0.69,13.3,7,12.5,0.104,10,0.5,0.67
,11:43:11,6,21600,8001.5,0.69,13.3,7,12.5,0.1,10,0.5,0.68
,11:43:12,6,21600,8002.5,0.7,13.3,7,12.5,0.104,10,0.5,0.68
,11:43:13,6,21600,8003.5,0.7,13.3,7,12.5,0.101,10,0.5,0.68
,11:43:14,6,21600,8004.5,0.7,13.3,7,12.4,0.097,10,0.5,0.68
,11:43:15,6,21600,8005.5,0.7,13.3,7,12.4,0.094,10,0.5,0.68
,11:43:16,6,21600,8006.5,0.69,13.3,7,12.4,0.096,10,0.5,0.67
,11:43:17,6,21600,8007.5,0.68,13.3,7,12.4,0.102,10,0.5,0.66
,11:43:18,6,21600,8008.5,0.67,13.3,7,12.4,0.101,10,0.5,0.65
,11:43:19,6,21600,8009.5,0.68,13.3,7,12.4,0.101,10,0.5,0.66
,11:43:20,6,21600,8010.5,0.69,13.3,7,12.3,0.099,10,0.5,0.67
,11:43:21,6,21600,8011.5,0.69,13.3,7,12.3,0.104,10,0.5,0.67
,11:43:22,6,21600,8012.5,0.69,13.3,7,12.3,0.104,10,0.5,0.67
,11:43:23,6,21600,8013.5,0.69,13.3,7,12.3,0.104,10,0.5,0.67
,11:43:24,6,21600,8014.5,0.7,13.3,7,12.3,0.105,10,0.5,0.68
,11:43:25,6,21600,8015.5,0.7,13.3,7,12.3,0.105,10,0.5,0.68
,11:43:26,6,21600,8016.5,0.7,13.3,7,12.3,0.101,10,0.5,0.68
,11:43:27,6,21600,8017.5,0.7,13.3,7,12.3,0.094,10,0.5,0.68
,11:43:28,6,21600,8018.5,0.69,13.3,7,12.3,0.092,10,0.5,0.67
,11:43:29,6,21600,8019.5,0.68,13.3,7,12.2,0.091,10,0.5,0.66
,11:43:30,6,21600,8020.5,0.67,13.3,7,12.2,0.097,10,0.5,0.65
,11:43:31,6,21600,8021.5,0.66,13.3,7,12.2,0.1,10,0.5,0.65
,11:43:32,6,21600,8022.5,0.66,13.3,6,12.2,0.104,10,0.5,0.65
,11:43:33,6,21600,8023.5,0.67,13.3,7,12.2,0.1,10,0.5,0.65
,11:43:34,6,21600,8024.5,0.67,13.3,7,12.2,0.101,10,0.5,0.66
,11:43:35,6,21600,8025.5,0.68,13.3,7,12.1,0.102,10,0.5,0.66
,11:43:36,6,21600,8026.5,0.68,13.3,7,12.1,0.099,10,0.5,0.67
,11:43:37,6,21600,8027.5,0.68,13.3,7,12.1,0.102,10,0.5,0.66
,11:43:38,6,21600,8028.5,0.68,13.3,7,12.1,0.103,10,0.5,0.67
,11:43:39,6,21600,8029.5,0.69,13.3,7,12.1,0.103,10,0.5,0.67
,11:43:40,6,21600,8030.5,0.69,13.3,7,12.1,0.1,10,0.5,0.67
,11:43:41,6,21600,8031.5,0.69,13.3,7,12.1,0.1,10,0.5,0.68
,11:43:42,6,21600,8032.5,0.69,13.3,7,12.1,0.097,10,0.5,0.68
,11:43:43,6,21600,8033.5,0.69,13.3,7,12,0.096,10,0.5,0.67
,11:43:44,6,21600,8034.5,0.68,13.3,7,12,0.098,10,0.5,0.66
,11:43:45,6,21600,8035.5,0.66,13.3,7,12,0.096,10,0.5,0.64
,11:43:46,6,21600,8036.5,0.65,13.3,7,12,0.098,10,0.5,0.64
,11:43:47,6,21600,8037.5,0.66,13.3,7,12,0.098,10,0.5,0.64
,11:43:48,6,21600,8038.5,0.67,13.3,7,12,0.096,10,0.5,0.65
,11:43:49,6,21600,8039.5,0.67,13.3,7,11.9,0.101,10,0.5,0.65
,11:43:50,6,21600,8040.5,0.67,13.3,6,11.9,0.105,10,0.5,0.65
,11:43:51,6,21600,8041.5,0.67,13.3,7,11.9,0.101,10,0.5,0.66
,11:43:52,6,21600,8042.5,0.68,13.3,7,11.9,0.098,10,0.5,0.66
,11:43:53,6,21600,8043.5,0.68,13.3,7,11.9,0.098,10,0.5,0.66
,11:43:54,6,21600,8044.5,0.67,13.3,7,11.9,0.101,10,0.5,0.65
,11:43:55,6,21600,8045.5,0.67,13.3,6,11.8,0.105,10,0.5,0.65
,11:43:56,6,21600,8046.5,0.68,13.3,7,11.8,0.098,10,0.5,0.66
,11:43:57,6,21600,8047.5,0.69,13.3,7,11.8,0.096,10,0.5,0.67
,11:43:58,6,21600,8048.5,0.69,13.3,7,11.8,0.093,10,0.5,0.67
,11:43:59,6,21600,8049.5,0.68,13.3,7,11.8,0.095,10,0.5,0.66
,11:44:00,6,21600,8050.5,0.67,13.3,7,11.8,0.1,10,0.5,0.65
,11:44:01,6,21600,8051.5,0.66,13.3,6,11.8,0.104,10,0.5,0.65
,11:44:02,6,21600,8052.5,0.67,13.3,6,11.7,0.104,10,0.5,0.65
,11:44:03,6,21600,8053.5,0.68,13.3,7,11.7,0.102,10,0.5,0.66
,11:44:04,6,21600,8054.5,0.68,13.3,7,11.7,0.103,10,0.5,0.67
,11:44:05,6,21600,8055.5,0.68,13.3,7,11.7,0.103,10,0.5,0.67
,11:44:06,6,21600,8056.5,0.68,13.3,7,11.7,0.099,10,0.5,0.67
,11:44:07,6,21600,8057.5,0.69,13.3,7,11.7,0.103,10,0.5,0.67
,11:44:08,6,21600,8058.5,0.69,13.3,7,11.6,0.1,10,0.5,0.67
,11:44:09,6,21600,8059.5,0.69,13.3,7,11.6,0.1,10,0.5,0.67
,11:44:10,6,21600,8060.5,0.69,13.3,7,11.6,0.1,10,0.5,0.67
,11:44:11,6,21600,8061.5,0.69,13.3,7,11.6,0.099,10,0.5,0.67
,11:44:12,6,21600,8062.5,0.69,13.3,7,11.6,0.099,10,0.5,0.67
,11:44:13,6,21600,8063.5,0.69,13.3,7,11.5,0.099,10,0.5,0.67
,11:44:14,6,21600,8064.5,0.68,13.3,7,11.5,0.098,10,0.5,0.66
,11:44:15,6,21600,8065.5,0.67,13.3,7,11.5,0.093,10,0.5,0.65
,11:44:16,6,21600,8066.5,0.66,13.3,7,11.5,0.092,10,0.5,0.65
,11:44:17,6,21600,8067.5,0.66,13.3,7,11.5,0.096,10,0.5,0.64
,11:44:18,6,21600,8068.5,0.66,13.3,7,11.5,0.1,10,0.5,0.65
,11:44:19,6,21600,8069.5,0.66,13.3,7,11.5,0.099,10,0.5,0.64
,11:44:20,6,21600,8070.5,0.66,13.3,7,11.4,0.099,10,0.5,0.64
,11:44:21,6,21600,8071.5,0.66,13.3,7,11.4,0.098,10,0.5,0.64
,11:44:22,6,21600,8072.5,0.66,13.3,6,11.4,0.103,10,0.5,0.65
,11:44:23,6,21600,8073.5,0.67,13.3,7,11.4,0.1,10,0.5,0.65
,11:44:24,6,21600,8074.5,0.68,13.3,7,11.4,0.098,10,0.5,0.66
,11:44:25,6,21600,8075.5,0.67,13.3,7,11.4,0.101,10,0.5,0.66
,11:44:26,6,21600,8076.5,0.67,13.3,6,11.3,0.105,10,0.5,0.66
,11:44:27,6,21600,8077.5,0.67,13.3,7,11.3,0.101,10,0.5,0.66
,11:44:28,6,21600,8078.5,0.68,13.3,7,11.3,0.095,10,0.5,0.66
,11:44:29,6,21600,8079.5,0.68,13.3,7,11.3,0.095,10,0.5,0.67
,11:44:30,6,21600,8080.5,0.68,13.3,7,11.3,0.095,10,0.5,0.66
,11:44:31,6,21600,8081.5,0.67,13.3,7,11.3,0.097,10,0.5,0.65
,11:44:32,6,21600,8082.5,0.66,13.3,7,11.2,0.098,10,0.5,0.64
,11:44:33,6,21600,8083.5,0.65,13.3,6,11.2,0.102,10,0.5,0.64
,11:44:34,6,21600,8084.5,0.66,13.3,6,11.2,0.103,10,0.5,0.64
,11:44:35,6,21600,8085.5,0.67,13.3,7,11.2,0.1,10,0.5,0.65
,11:44:36,6,21600,8086.5,0.68,13.3,7,11.2,0.101,10,0.5,0.66
,11:44:37,6,21600,8087.5,0.68,13.3,7,11.1,0.099,10,0.5,0.67
,11:44:38,6,21600,8088.5,0.68,13.3,7,11.2,0.103,10,0.5,0.67
,11:44:39,6,21600,8089.5,0.68,13.3,7,11.2,0.098,10,0.5,0.66
,11:44:40,6,21600,8090.5,0.68,13.3,7,11.1,0.098,10,0.5,0.66
,11:44:41,6,21600,8091.5,0.68,13.3,7,11.1,0.102,10,0.5,0.66
,11:44:42,6,21600,8092.5,0.68,13.3,7,11.1,0.102,10,0.5,0.66
,11:44:43,6,21600,8093.5,0.68,13.3,7,11.1,0.102,10,0.5,0.66
,11:44:44,6,21600,8094.5,0.68,13.3,7,11,0.099,10,0.5,0.67
,11:44:45,6,21600,8095.5,0.68,13.3,7,11,0.095,10,0.5,0.67
,11:44:46,6,21600,8096.5,0.68,13.3,7,11,0.092,10,0.5,0.67
,11:44:47,6,21600,8097.5,0.68,13.3,7,11,0.092,10,0.5,0.67
,11:44:48,6,21600,8098.5,0.68,13.3,7,11,0.095,10,0.5,0.66
,11:44:49,6,21600,8099.5,0.67,13.3,7,11,0.096,10,0.5,0.65
,11:44:50,6,21600,8100.5,0.65,13.3,7,10.9,0.098,10,0.5,0.63
,11:44:51,6,21600,8101.5,0.65,13.3,7,10.9,0.097,10,0.5,0.63
,11:44:52,6,21600,8102.5,0.65,13.3,7,10.9,0.098,10,0.5,0.63
,11:44:53,6,21600,8103.5,0.66,13.3,7,10.9,0.096,10,0.5,0.64
,11:44:54,6,21600,8104.5,0.67,13.3,7,10.9,0.1,10,0.5,0.65
,11:44:55,6,21600,8105.5,0.67,13.3,7,10.9,0.101,10,0.5,0.65
,11:44:56,6,21600,8106.5,0.67,13.3,7,10.8,0.101,10,0.5,0.66
,11:44:57,6,21600,8107.5,0.68,13.3,7,10.8,0.102,10,0.5,0.66
,11:44:58,6,21600,8108.5,0.68,13.3,7,10.9,0.103,10,0.5,0.67
,11:44:59,6,21600,8109.5,0.68,13.3,7,10.8,0.103,10,0.5,0.67
,11:45:00,6,21600,8110.5,0.68,13.3,7,10.8,0.098,10,0.5,0.66
,11:45:01,6,21600,8111.5,0.68,13.3,7,10.8,0.102,10,0.5,0.66
,11:45:02,6,21600,8112.5,0.68,13.3,7,10.8,0.098,10,0.5,0.66
,11:45:03,6,21600,8113.5,0.68,13.3,7,10.8,0.095,10,0.5,0.66
,11:45:04,6,21600,8114.5,0.68,13.3,7,10.7,0.095,10,0.5,0.67
,11:45:05,6,21600,8115.5,0.68,13.3,7,10.7,0.095,10,0.5,0.66
,11:45:06,6,21600,8116.5,0.67,13.3,7,10.7,0.093,10,0.5,0.65
,11:45:07,6,21600,8117.5,0.65,13.3,7,10.7,0.094,10,0.5,0.63
,11:45:08,6,21600,8118.5,0.64,13.3,7,10.7,0.097,10,0.5,0.63
,11:45:09,6,21600,8119.5,0.64,13.3,7,10.7,0.096,10,0.5,0.62
,11:45:10,6,21600,8120.5,0.65,13.3,7,10.6,0.097,10,0.5,0.63
,11:45:11,6,21600,8121.5,0.65,13.3,7,10.6,0.098,10,0.5,0.64
,11:45:12,6,21600,8122.5,0.66,13.3,7,10.6,0.1,10,0.5,0.65
,11:45:13,6,21600,8123.5,0.67,13.3,7,10.6,0.096,10,0.5,0.65
,11:45:14,6,21600,8124.5,0.66,13.3,7,10.6,0.099,10,0.5,0.64
,11:45:15,6,21600,8125.5,0.66,13.3,7,10.6,0.099,10,0.5,0.64
,11:45:16,6,21600,8126.5,0.66,13.3,7,10.5,0.1,10,0.5,0.65
,11:45:17,6,21600,8127.5,0.67,13.3,7,10.6,0.1,10,0.5,0.65
,11:45:18,6,21600,8128.5,0.67,13.3,7,10.5,0.097,10,0.5,0.66
,11:45:19,6,21600,8129.5,0.67,13.3,7,10.5,0.097,10,0.5,0.66
,11:45:20,6,21600,8130.5,0.67,13.3,7,10.5,0.101,10,0.5,0.66
,11:45:21,6,21600,8131.5,0.67,13.3,7,10.5,0.097,10,0.5,0.66
,11:45:22,6,21600,8132.5,0.68,13.3,7,10.5,0.098,10,0.5,0.66
,11:45:23,6,21600,8133.5,0.68,13.3,7,10.4,0.095,10,0.5,0.66
,11:45:24,6,21600,8134.5,0.68,13.3,7,10.4,0.091,10,0.5,0.66
,11:45:25,6,21600,8135.5,0.67,13.3,7,10.4,0.093,10,0.5,0.65
,11:45:26,6,21600,8136.5,0.66,13.3,7,10.4,0.095,10,0.5,0.64
,11:45:27,6,21600,8137.5,0.65,13.3,7,10.4,0.093,10,0.5,0.63
,11:45:28,6,21600,8138.5,0.64,13.3,7,10.4,0.093,10,0.5,0.63
,11:45:29,6,21600,8139.5,0.64,13.3,7,10.3,0.097,10,0.5,0.63
,11:45:30,6,21600,8140.5,0.64,13.3,7,10.3,0.097,10,0.5,0.63
,11:45:31,6,21600,8141.5,0.65,13.3,7,10.3,0.093,10,0.5,0.63
,11:45:32,6,21600,8142.5,0.65,13.3,7,10.3,0.093,10,0.5,0.63
,11:45:33,6,21600,8143.5,0.65,13.3,7,10.3,0.094,10,0.5,0.63
,11:45:34,6,21600,8144.5,0.65,13.3,6,10.3,0.101,10,0.5,0.63
,11:45:35,6,21600,8145.5,0.65,13.3,6,10.2,0.102,10,0.5,0.63
,11:45:36,6,21600,8146.5,0.66,13.3,7,10.3,0.098,10,0.5,0.64
,11:45:37,6,21600,8147.5,0.67,13.3,7,10.2,0.1,10,0.5,0.65
,11:45:38,6,21600,8148.5,0.67,13.3,7,10.2,0.097,10,0.5,0.65
,11:45:39,6,21600,8149.5,0.66,13.3,7,10.2,0.096,10,0.5,0.64
,11:45:40,6,21600,8150.5,0.65,13.3,7,10.2,0.098,10,0.5,0.63
,11:45:41,6,21600,8151.5,0.64,13.3,7,10.2,0.097,10,0.5,0.63
,11:45:42,6,21600,8152.5,0.65,13.3,7,10.2,0.094,10,0.5,0.63
,11:45:43,6,21600,8153.5,0.65,13.3,7,10.2,0.094,10,0.5,0.63
,11:45:44,6,21600,8154.5,0.65,13.3,7,10.1,0.098,10,0.5,0.63
,11:45:45,6,21600,8155.5,0.65,13.3,7,10.1,0.098,10,0.5,0.63
,11:45:46,6,21600,8156.5,0.66,13.3,6,10.1,0.103,10,0.5,0.64
,11:45:47,6,21600,8157.5,0.67,13.3,7,10.1,0.1,10,0.5,0.65
,11:45:48,6,21600,8158.5,0.67,13.3,7,10.1,0.097,10,0.5,0.65
,11:45:49,6,21600,8159.5,0.67,13.3,7,10.1,0.097,10,0.5,0.65
,11:45:50,6,21600,8160.5,0.67,13.3,7,10.1,0.101,10,0.5,0.65
,11:45:51,6,21600,8161.5,0.68,13.3,7,10.1,0.098,10,0.5,0.66
,11:45:52,6,21600,8162.5,0.68,13.3,7,10,0.098,10,0.5,0.66
,11:45:53,6,21600,8163.5,0.68,13.3,7,10,0.098,10,0.5,0.66
,11:45:54,6,21600,8164.5,0.68,13.3,7,10,0.098,10,0.5,0.66
,11:45:55,6,21600,8165.5,0.68,13.3,7,10,0.102,10,0.5,0.66
,11:45:56,6,21600,8166.5,0.67,13.3,7,10,0.097,10,0.5,0.65
,11:45:57,6,21600,8167.5,0.66,13.3,7,10,0.096,10,0.5,0.64
,11:45:58,6,21600,8168.5,0.65,13.3,7,10,0.094,10,0.5,0.63
