Data file,,SORONA-UNHONED_ISO10_12DEG_003_12HRS.TSV,,,,,,,,,,
Configuration file,,TE77 CHILLER.CFG,,,,,,,,,,
Calibration file,,TE77 CHILLER.CAL,,,,,,,,,,
Test control file,,PARAM01_1.TSF,,,,,,,,,,
,,,,,,,,,,,,
User,,David Eckold,,,,,,,,,,
Date,,22/11/2016,,,,,,,,,,
Lubricant,,ISO 10,,,,,,,,,,
Specimens,,PTT on PTFE,,,,,,,,,,
Temp,,12,,,,,,,,,,
Notes,,12Hrs,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Test file variable V1 <Temp> = 12,,,,,,,,,,,,
Test file variable V2 <Load> = 6.8,,,,,,,,,,,,
Test file variable V3 <Freq> = 13.3,,,,,,,,,,,,
Test started at 09:29:49 on 24/11/2016,,,,,,,,,,,,
,Time,This Step,Step Time,Test Time,Friction Force (N),Frequency (Hz),Load (N),Specimen Temperature (Chiller) (øC),Friction Coeff,Friction Range (N),Contact Pot (mV),Force Input (Volts)
,11:35:58,6,21600,7568.5,0.68,13.3,7,10.6,0.098,10,0.5,0.66
,11:35:59,6,21600,7569.5,0.67,13.3,7,10.6,0.097,10,0.5,0.65
,11:36:00,6,21600,7570.5,0.66,13.3,7,10.6,0.099,10,0.5,0.64
,11:36:01,6,21600,7571.5,0.66,13.3,7,10.6,0.096,10,0.5,0.65
,11:36:02,6,21600,7572.5,0.67,13.3,7,10.7,0.096,10,0.5,0.65
,11:36:03,6,21600,7573.5,0.67,13.3,7,10.7,0.096,10,0.5,0.65
,11:36:04,6,21600,7574.5,0.66,13.3,7,10.7,0.096,10,0.5,0.64
,11:36:05,6,21600,7575.5,0.66,13.3,7,10.7,0.098,10,0.5,0.64
,11:36:06,6,21600,7576.5,0.66,13.3,7,10.7,0.099,10,0.5,0.64
,11:36:07,6,21600,7577.5,0.67,13.3,7,10.8,0.1,10,0.5,0.65
,11:36:08,6,21600,7578.5,0.68,13.3,7,10.8,0.098,10,0.5,0.66
,11:36:09,6,21600,7579.5,0.67,13.3,7,10.8,0.097,10,0.5,0.66
,11:36:10,6,21600,7580.5,0.67,13.3,7,10.8,0.1,10,0.5,0.65
,11:36:11,6,21600,7581.5,0.66,13.3,7,10.8,0.1,10,0.5,0.65
,11:36:12,6,21600,7582.5,0.67,13.3,7,10.9,0.097,10,0.5,0.65
,11:36:13,6,21600,7583.5,0.67,13.3,7,10.9,0.094,10,0.5,0.66
,11:36:14,6,21600,7584.5,0.67,13.3,7,10.9,0.096,10,0.5,0.65
,11:36:15,6,21600,7585.5,0.66,13.3,7,10.9,0.095,10,0.5,0.64
,11:36:16,6,21600,7586.5,0.66,13.3,6,10.9,0.102,10,0.5,0.64
,11:36:17,6,21600,7587.5,0.67,13.3,7,10.9,0.1,10,0.5,0.65
,11:36:18,6,21600,7588.5,0.68,13.3,7,11,0.101,10,0.5,0.66
,11:36:19,6,21600,7589.5,0.69,13.3,7,11,0.099,10,0.5,0.67
,11:36:20,6,21600,7590.5,0.69,13.3,7,11,0.099,10,0.5,0.67
,11:36:21,6,21600,7591.5,0.69,13.3,7,11,0.099,10,0.5,0.67
,11:36:22,6,21600,7592.5,0.69,13.3,7,11,0.099,10,0.5,0.67
,11:36:23,6,21600,7593.5,0.69,13.3,7,11,0.103,10,0.5,0.67
,11:36:24,6,21600,7594.5,0.69,13.3,7,11.1,0.099,10,0.5,0.67
,11:36:25,6,21600,7595.5,0.68,13.3,7,11.1,0.098,10,0.5,0.66
,11:36:26,6,21600,7596.5,0.67,13.3,7,11.1,0.101,10,0.5,0.65
,11:36:27,6,21600,7597.5,0.67,13.3,7,11.1,0.101,10,0.5,0.66
,11:36:28,6,21600,7598.5,0.68,13.3,7,11.1,0.102,10,0.5,0.66
,11:36:29,6,21600,7599.5,0.69,13.3,7,11.2,0.099,10,0.5,0.67
,11:36:30,6,21600,7600.5,0.69,13.3,7,11.2,0.097,10,0.5,0.68
,11:36:31,6,21600,7601.5,0.69,13.3,7,11.2,0.1,10,0.5,0.67
,11:36:32,6,21600,7602.5,0.68,13.3,7,11.2,0.102,10,0.5,0.66
,11:36:33,6,21600,7603.5,0.67,13.3,7,11.2,0.101,10,0.5,0.65
,11:36:34,6,21600,7604.5,0.67,13.3,7,11.3,0.1,10,0.5,0.65
,11:36:35,6,21600,7605.5,0.67,13.3,7,11.3,0.101,10,0.5,0.65
,11:36:36,6,21600,7606.5,0.68,13.3,7,11.3,0.101,10,0.5,0.66
,11:36:37,6,21600,7607.5,0.68,13.3,7,11.3,0.102,10,0.5,0.66
,11:36:38,6,21600,7608.5,0.68,13.3,7,11.3,0.098,10,0.5,0.66
,11:36:39,6,21600,7609.5,0.69,13.3,7,11.3,0.096,10,0.5,0.67
,11:36:40,6,21600,7610.5,0.69,13.3,7,11.3,0.096,10,0.5,0.67
,11:36:41,6,21600,7611.5,0.68,13.3,7,11.4,0.098,10,0.5,0.66
,11:36:42,6,21600,7612.5,0.66,13.3,7,11.4,0.1,10,0.5,0.65
,11:36:43,6,21600,7613.5,0.66,13.3,7,11.4,0.099,10,0.5,0.64
,11:36:44,6,21600,7614.5,0.67,13.3,6,11.4,0.104,10,0.5,0.65
,11:36:45,6,21600,7615.5,0.68,13.3,7,11.4,0.102,10,0.5,0.66
,11:36:46,6,21600,7616.5,0.68,13.3,7,11.5,0.099,10,0.5,0.67
,11:36:47,6,21600,7617.5,0.68,13.3,7,11.5,0.099,10,0.5,0.67
,11:36:48,6,21600,7618.5,0.69,13.3,7,11.5,0.099,10,0.5,0.67
,11:36:49,6,21600,7619.5,0.69,13.3,7,11.6,0.099,10,0.5,0.67
,11:36:50,6,21600,7620.5,0.69,13.3,7,11.6,0.103,10,0.5,0.67
,11:36:51,6,21600,7621.5,0.69,13.3,7,11.6,0.099,10,0.5,0.67
,11:36:52,6,21600,7622.5,0.69,13.3,7,11.6,0.099,10,0.5,0.67
,11:36:53,6,21600,7623.5,0.68,13.3,7,11.6,0.103,10,0.5,0.67
,11:36:54,6,21600,7624.5,0.68,13.3,7,11.7,0.099,10,0.5,0.67
,11:36:55,6,21600,7625.5,0.68,13.3,7,11.7,0.099,10,0.5,0.67
,11:36:56,6,21600,7626.5,0.69,13.3,7,11.7,0.099,10,0.5,0.67
,11:36:57,6,21600,7627.5,0.69,13.3,7,11.7,0.099,10,0.5,0.67
,11:36:58,6,21600,7628.5,0.69,13.3,7,11.7,0.104,10,0.5,0.67
,11:36:59,6,21600,7629.5,0.69,13.3,7,11.7,0.1,10,0.5,0.68
,11:37:00,6,21600,7630.5,0.7,13.3,7,11.8,0.104,10,0.5,0.68
,11:37:01,6,21600,7631.5,0.7,13.3,7,11.8,0.097,10,0.5,0.68
,11:37:02,6,21600,7632.5,0.7,13.3,7,11.8,0.097,10,0.5,0.68
,11:37:03,6,21600,7633.5,0.69,13.3,7,11.8,0.099,10,0.5,0.67
,11:37:04,6,21600,7634.5,0.68,13.3,6,11.8,0.105,10,0.5,0.66
,11:37:05,6,21600,7635.5,0.68,13.3,6,11.9,0.105,10,0.5,0.66
,11:37:06,6,21600,7636.5,0.69,13.3,7,11.9,0.103,10,0.5,0.67
,11:37:07,6,21600,7637.5,0.7,13.3,7,11.9,0.101,10,0.5,0.68
,11:37:08,6,21600,7638.5,0.71,13.3,7,12,0.098,10,0.5,0.69
,11:37:09,6,21600,7639.5,0.71,13.3,7,12,0.098,10,0.5,0.69
,11:37:10,6,21600,7640.5,0.69,13.3,7,12,0.104,10,0.5,0.67
,11:37:11,6,21600,7641.5,0.68,13.3,7,12,0.098,10,0.5,0.66
,11:37:12,6,21600,7642.5,0.67,13.3,7,12,0.101,10,0.5,0.65
,11:37:13,6,21600,7643.5,0.67,13.3,7,12.1,0.101,10,0.5,0.66
,11:37:14,6,21600,7644.5,0.68,13.3,7,12.1,0.102,10,0.5,0.66
,11:37:15,6,21600,7645.5,0.68,13.3,7,12.1,0.103,10,0.5,0.67
,11:37:16,6,21600,7646.5,0.69,13.3,7,12.1,0.103,10,0.5,0.67
,11:37:17,6,21600,7647.5,0.69,13.3,7,12.1,0.1,10,0.5,0.68
,11:37:18,6,21600,7648.5,0.69,13.3,7,12.1,0.099,10,0.5,0.67
,11:37:19,6,21600,7649.5,0.68,13.3,7,12.2,0.098,10,0.5,0.66
,11:37:20,6,21600,7650.5,0.67,13.3,7,12.2,0.097,10,0.5,0.65
,11:37:21,6,21600,7651.5,0.67,13.3,7,12.2,0.1,10,0.5,0.65
,11:37:22,6,21600,7652.5,0.67,13.3,7,12.2,0.101,10,0.5,0.66
,11:37:23,6,21600,7653.5,0.68,13.3,7,12.3,0.095,10,0.5,0.67
,11:37:24,6,21600,7654.5,0.69,13.3,7,12.3,0.099,10,0.5,0.67
,11:37:25,6,21600,7655.5,0.68,13.3,7,12.3,0.102,10,0.5,0.66
,11:37:26,6,21600,7656.5,0.68,13.3,7,12.3,0.101,10,0.5,0.66
,11:37:27,6,21600,7657.5,0.68,13.3,7,12.3,0.102,10,0.5,0.66
,11:37:28,6,21600,7658.5,0.69,13.3,7,12.4,0.103,10,0.5,0.67
,11:37:29,6,21600,7659.5,0.69,13.3,7,12.4,0.099,10,0.5,0.67
,11:37:30,6,21600,7660.5,0.68,13.3,7,12.4,0.095,10,0.5,0.67
,11:37:31,6,21600,7661.5,0.68,13.3,7,12.5,0.095,10,0.5,0.66
,11:37:32,6,21600,7662.5,0.68,13.3,7,12.5,0.098,10,0.5,0.66
,11:37:33,6,21600,7663.5,0.68,13.3,7,12.5,0.101,10,0.5,0.66
,11:37:34,6,21600,7664.5,0.68,13.3,7,12.5,0.102,10,0.5,0.66
,11:37:35,6,21600,7665.5,0.69,13.3,7,12.5,0.103,10,0.5,0.67
,11:37:36,6,21600,7666.5,0.69,13.3,7,12.5,0.1,10,0.5,0.68
,11:37:37,6,21600,7667.5,0.7,13.3,7,12.5,0.104,10,0.5,0.68
,11:37:38,6,21600,7668.5,0.7,13.3,7,12.6,0.101,10,0.5,0.68
,11:37:39,6,21600,7669.5,0.7,13.3,7,12.6,0.105,10,0.5,0.68
,11:37:40,6,21600,7670.5,0.7,13.3,7,12.6,0.106,10,0.5,0.69
,11:37:41,6,21600,7671.5,0.71,13.3,7,12.6,0.106,10,0.5,0.69
,11:37:42,6,21600,7672.5,0.71,13.3,7,12.7,0.103,10,0.5,0.7
,11:37:43,6,21600,7673.5,0.72,13.3,7,12.7,0.103,10,0.5,0.7
,11:37:44,6,21600,7674.5,0.72,13.3,7,12.7,0.1,10,0.5,0.7
,11:37:45,6,21600,7675.5,0.72,13.3,7,12.7,0.1,10,0.5,0.7
,11:37:46,6,21600,7676.5,0.71,13.3,7,12.7,0.103,10,0.5,0.7
,11:37:47,6,21600,7677.5,0.7,13.3,7,12.8,0.101,10,0.5,0.68
,11:37:48,6,21600,7678.5,0.69,13.3,7,12.8,0.104,10,0.5,0.67
,11:37:49,6,21600,7679.5,0.69,13.3,7,12.8,0.104,10,0.5,0.67
,11:37:50,6,21600,7680.5,0.7,13.3,7,12.9,0.105,10,0.5,0.68
,11:37:51,6,21600,7681.5,0.71,13.3,7,12.9,0.102,10,0.5,0.69
,11:37:52,6,21600,7682.5,0.71,13.3,7,12.9,0.099,10,0.5,0.69
,11:37:53,6,21600,7683.5,0.71,13.3,7,12.9,0.102,10,0.5,0.69
,11:37:54,6,21600,7684.5,0.7,13.3,7,12.9,0.101,10,0.5,0.68
,11:37:55,6,21600,7685.5,0.69,13.3,7,12.9,0.104,10,0.5,0.67
,11:37:56,6,21600,7686.5,0.68,13.3,7,12.9,0.103,10,0.5,0.66
,11:37:57,6,21600,7687.5,0.68,13.3,6,12.9,0.106,10,0.5,0.66
,11:37:58,6,21600,7688.5,0.69,13.3,7,13,0.103,10,0.5,0.67
,11:37:59,6,21600,7689.5,0.69,13.3,7,13,0.096,10,0.5,0.68
,11:38:00,6,21600,7690.5,0.7,13.3,7,13,0.097,10,0.5,0.68
,11:38:01,6,21600,7691.5,0.69,13.3,7,13,0.096,10,0.5,0.67
,11:38:02,6,21600,7692.5,0.68,13.3,7,13.1,0.098,10,0.5,0.66
,11:38:03,6,21600,7693.5,0.67,13.3,7,13.1,0.101,10,0.5,0.66
,11:38:04,6,21600,7694.5,0.68,13.3,6,13.1,0.105,10,0.5,0.66
,11:38:05,6,21600,7695.5,0.68,13.3,6,13.1,0.107,10,0.5,0.67
,11:38:06,6,21600,7696.5,0.69,13.3,7,13.1,0.1,10,0.5,0.68
,11:38:07,6,21600,7697.5,0.7,13.3,7,13.2,0.101,10,0.5,0.68
,11:38:08,6,21600,7698.5,0.7,13.3,7,13.2,0.101,10,0.5,0.68
,11:38:09,6,21600,7699.5,0.69,13.3,7,13.2,0.099,10,0.5,0.67
,11:38:10,6,21600,7700.5,0.68,13.3,7,13.2,0.098,10,0.5,0.66
,11:38:11,6,21600,7701.5,0.67,13.3,7,13.2,0.1,10,0.5,0.65
,11:38:12,6,21600,7702.5,0.68,13.3,7,13.3,0.101,10,0.5,0.66
,11:38:13,6,21600,7703.5,0.69,13.3,7,13.3,0.103,10,0.5,0.67
,11:38:14,6,21600,7704.5,0.7,13.3,7,13.3,0.105,10,0.5,0.68
,11:38:15,6,21600,7705.5,0.7,13.3,7,13.3,0.106,10,0.5,0.69
,11:38:16,6,21600,7706.5,0.71,13.3,7,13.3,0.098,10,0.5,0.69
,11:38:17,6,21600,7707.5,0.7,13.3,7,13.3,0.098,10,0.5,0.69
,11:38:18,6,21600,7708.5,0.7,13.3,7,13.3,0.101,10,0.5,0.68
,11:38:19,6,21600,7709.5,0.69,13.3,7,13.4,0.1,10,0.5,0.68
,11:38:20,6,21600,7710.5,0.69,13.3,7,13.4,0.104,10,0.5,0.67
,11:38:21,6,21600,7711.5,0.7,13.3,7,13.4,0.104,10,0.5,0.68
,11:38:22,6,21600,7712.5,0.7,13.3,7,13.4,0.102,10,0.5,0.69
,11:38:23,6,21600,7713.5,0.71,13.3,7,13.4,0.102,10,0.5,0.69
,11:38:24,6,21600,7714.5,0.71,13.3,7,13.5,0.102,10,0.5,0.69
,11:38:25,6,21600,7715.5,0.7,13.3,7,13.5,0.098,10,0.5,0.68
,11:38:26,6,21600,7716.5,0.69,13.3,7,13.5,0.1,10,0.5,0.67
,11:38:27,6,21600,7717.5,0.68,13.3,7,13.5,0.102,10,0.5,0.66
,11:38:28,6,21600,7718.5,0.68,13.3,7,13.5,0.102,10,0.5,0.66
,11:38:29,6,21600,7719.5,0.69,13.3,7,13.5,0.103,10,0.5,0.67
,11:38:30,6,21600,7720.5,0.7,13.3,7,13.6,0.101,10,0.5,0.68
,11:38:31,6,21600,7721.5,0.7,13.3,7,13.6,0.101,10,0.5,0.68
,11:38:32,6,21600,7722.5,0.7,13.3,7,13.6,0.105,10,0.5,0.68
,11:38:33,6,21600,7723.5,0.69,13.3,7,13.6,0.104,10,0.5,0.68
,11:38:34,6,21600,7724.5,0.7,13.3,7,13.6,0.104,10,0.5,0.68
,11:38:35,6,21600,7725.5,0.7,13.3,7,13.6,0.101,10,0.5,0.69
,11:38:36,6,21600,7726.5,0.71,13.3,7,13.6,0.102,10,0.5,0.69
,11:38:37,6,21600,7727.5,0.71,13.3,7,13.7,0.102,10,0.5,0.69
,11:38:38,6,21600,7728.5,0.71,13.3,7,13.7,0.102,10,0.5,0.69
,11:38:39,6,21600,7729.5,0.7,13.3,7,13.7,0.101,10,0.5,0.68
,11:38:40,6,21600,7730.5,0.7,13.3,7,13.7,0.105,10,0.5,0.68
,11:38:41,6,21600,7731.5,0.7,13.3,7,13.7,0.105,10,0.5,0.68
,11:38:42,6,21600,7732.5,0.71,13.3,7,13.7,0.102,10,0.5,0.69
,11:38:43,6,21600,7733.5,0.71,13.3,7,13.7,0.099,10,0.5,0.69
,11:38:44,6,21600,7734.5,0.71,13.3,7,13.8,0.099,10,0.5,0.69
,11:38:45,6,21600,7735.5,0.71,13.3,7,13.8,0.103,10,0.5,0.69
,11:38:46,6,21600,7736.5,0.7,13.3,7,13.8,0.105,10,0.5,0.68
,11:38:47,6,21600,7737.5,0.7,13.3,7,13.8,0.104,10,0.5,0.68
,11:38:48,6,21600,7738.5,0.69,13.3,7,13.8,0.104,10,0.5,0.67
,11:38:49,6,21600,7739.5,0.69,13.3,7,13.8,0.1,10,0.5,0.68
,11:38:50,6,21600,7740.5,0.7,13.3,7,13.8,0.101,10,0.5,0.68
,11:38:51,6,21600,7741.5,0.7,13.3,7,13.8,0.101,10,0.5,0.68
,11:38:52,6,21600,7742.5,0.7,13.3,7,13.8,0.101,10,0.5,0.68
,11:38:53,6,21600,7743.5,0.69,13.3,7,13.8,0.1,10,0.5,0.67
,11:38:54,6,21600,7744.5,0.68,13.3,7,13.9,0.098,10,0.5,0.66
,11:38:55,6,21600,7745.5,0.68,13.3,7,13.9,0.098,10,0.5,0.66
,11:38:56,6,21600,7746.5,0.67,13.3,7,13.9,0.097,10,0.5,0.65
,11:38:57,6,21600,7747.5,0.67,13.3,7,13.9,0.097,10,0.5,0.65
,11:38:58,6,21600,7748.5,0.67,13.3,7,13.9,0.101,10,0.5,0.65
,11:38:59,6,21600,7749.5,0.68,13.3,7,13.9,0.102,10,0.5,0.66
,11:39:00,6,21600,7750.5,0.69,13.3,7,13.9,0.103,10,0.5,0.67
,11:39:01,6,21600,7751.5,0.69,13.3,7,13.9,0.1,10,0.5,0.68
,11:39:02,6,21600,7752.5,0.69,13.3,7,14,0.104,10,0.5,0.67
,11:39:03,6,21600,7753.5,0.69,13.3,7,14,0.103,10,0.5,0.67
,11:39:04,6,21600,7754.5,0.69,13.3,7,14,0.103,10,0.5,0.67
,11:39:05,6,21600,7755.5,0.69,13.3,7,14,0.104,10,0.5,0.68
,11:39:06,6,21600,7756.5,0.7,13.3,7,14,0.105,10,0.5,0.68
,11:39:07,6,21600,7757.5,0.7,13.3,7,14,0.105,10,0.5,0.68
,11:39:08,6,21600,7758.5,0.7,13.3,7,14,0.106,10,0.5,0.69
,11:39:09,6,21600,7759.5,0.71,13.3,7,14,0.106,10,0.5,0.69
,11:39:10,6,21600,7760.5,0.71,13.3,7,14,0.106,10,0.5,0.69
,11:39:11,6,21600,7761.5,0.71,13.3,7,14,0.102,10,0.5,0.69
,11:39:12,6,21600,7762.5,0.71,13.3,7,14,0.102,10,0.5,0.69
,11:39:13,6,21600,7763.5,0.71,13.3,7,14,0.102,10,0.5,0.69
,11:39:14,6,21600,7764.5,0.7,13.3,7,14,0.102,10,0.5,0.69
,11:39:15,6,21600,7765.5,0.7,13.3,7,14,0.098,10,0.5,0.69
,11:39:16,6,21600,7766.5,0.7,13.3,7,14.1,0.098,10,0.5,0.69
,11:39:17,6,21600,7767.5,0.7,13.3,7,14.1,0.098,10,0.5,0.68
,11:39:18,6,21600,7768.5,0.69,13.3,7,14.1,0.1,10,0.5,0.67
,11:39:19,6,21600,7769.5,0.68,13.3,7,14.1,0.103,10,0.5,0.67
,11:39:20,6,21600,7770.5,0.68,13.3,7,14.1,0.102,10,0.5,0.66
,11:39:21,6,21600,7771.5,0.68,13.3,7,14.1,0.099,10,0.5,0.67
,11:39:22,6,21600,7772.5,0.69,13.3,7,14.1,0.099,10,0.5,0.67
,11:39:23,6,21600,7773.5,0.69,13.3,7,14.1,0.103,10,0.5,0.67
,11:39:24,6,21600,7774.5,0.69,13.3,7,14.1,0.103,10,0.5,0.67
,11:39:25,6,21600,7775.5,0.69,13.3,7,14.1,0.103,10,0.5,0.67
,11:39:26,6,21600,7776.5,0.69,13.3,7,14.1,0.104,10,0.5,0.68
,11:39:27,6,21600,7777.5,0.69,13.3,7,14.1,0.104,10,0.5,0.68
,11:39:28,6,21600,7778.5,0.7,13.3,7,14.1,0.105,10,0.5,0.68
,11:39:29,6,21600,7779.5,0.7,13.3,7,14.1,0.106,10,0.5,0.69
,11:39:30,6,21600,7780.5,0.71,13.3,7,14.1,0.102,10,0.5,0.69
,11:39:31,6,21600,7781.5,0.7,13.3,7,14.1,0.106,10,0.5,0.69
,11:39:32,6,21600,7782.5,0.7,13.3,7,14.1,0.106,10,0.5,0.69
,11:39:33,6,21600,7783.5,0.7,13.3,7,14.1,0.106,10,0.5,0.69
,11:39:34,6,21600,7784.5,0.7,13.3,7,14.1,0.102,10,0.5,0.69
,11:39:35,6,21600,7785.5,0.7,13.3,7,14.1,0.101,10,0.5,0.68
,11:39:36,6,21600,7786.5,0.7,13.3,7,14.1,0.101,10,0.5,0.68
,11:39:37,6,21600,7787.5,0.7,13.3,7,14.1,0.101,10,0.5,0.68
,11:39:38,6,21600,7788.5,0.7,13.3,7,14.2,0.102,10,0.5,0.69
,11:39:39,6,21600,7789.5,0.71,13.3,7,14.2,0.106,10,0.5,0.69
,11:39:40,6,21600,7790.5,0.71,13.3,7,14.2,0.102,10,0.5,0.69
,11:39:41,6,21600,7791.5,0.71,13.3,7,14.2,0.098,10,0.5,0.69
,11:39:42,6,21600,7792.5,0.7,13.3,7,14.2,0.094,10,0.5,0.68
,11:39:43,6,21600,7793.5,0.7,13.3,7,14.2,0.097,10,0.5,0.68
,11:39:44,6,21600,7794.5,0.69,13.3,7,14.2,0.099,10,0.5,0.67
,11:39:45,6,21600,7795.5,0.68,13.3,7,14.2,0.102,10,0.5,0.66
,11:39:46,6,21600,7796.5,0.67,13.3,7,14.2,0.101,10,0.5,0.66
,11:39:47,6,21600,7797.5,0.68,13.3,6,14.2,0.106,10,0.5,0.66
,11:39:48,6,21600,7798.5,0.69,13.3,6,14.2,0.108,10,0.5,0.67
,11:39:49,6,21600,7799.5,0.7,13.3,7,14.2,0.104,10,0.5,0.68
,11:39:50,6,21600,7800.5,0.7,13.3,7,14.2,0.101,10,0.5,0.68
,11:39:51,6,21600,7801.5,0.7,13.3,7,14.2,0.101,10,0.5,0.68
,11:39:52,6,21600,7802.5,0.7,13.3,7,14.2,0.101,10,0.5,0.68
,11:39:53,6,21600,7803.5,0.7,13.3,7,14.2,0.101,10,0.5,0.68
,11:39:54,6,21600,7804.5,0.69,13.3,7,14.2,0.1,10,0.5,0.68
,11:39:55,6,21600,7805.5,0.69,13.3,7,14.2,0.096,10,0.5,0.67
,11:39:56,6,21600,7806.5,0.68,13.3,7,14.2,0.098,10,0.5,0.66
,11:39:57,6,21600,7807.5,0.68,13.3,7,14.2,0.098,10,0.5,0.66
,11:39:58,6,21600,7808.5,0.68,13.3,7,14.2,0.098,10,0.5,0.66
,11:39:59,6,21600,7809.5,0.67,13.3,7,14.2,0.101,10,0.5,0.66
,11:40:00,6,21600,7810.5,0.68,13.3,6,14.2,0.105,10,0.5,0.66
,11:40:01,6,21600,7811.5,0.68,13.3,6,14.2,0.106,10,0.5,0.66
,11:40:02,6,21600,7812.5,0.69,13.3,6,14.2,0.108,10,0.5,0.67
,11:40:03,6,21600,7813.5,0.7,13.3,7,14.2,0.105,10,0.5,0.68
,11:40:04,6,21600,7814.5,0.7,13.3,7,14.2,0.106,10,0.5,0.69
,11:40:05,6,21600,7815.5,0.71,13.3,7,14.2,0.106,10,0.5,0.69
,11:40:06,6,21600,7816.5,0.71,13.3,7,14.2,0.102,10,0.5,0.69
,11:40:07,6,21600,7817.5,0.71,13.3,7,14.2,0.102,10,0.5,0.69
,11:40:08,6,21600,7818.5,0.7,13.3,7,14.2,0.098,10,0.5,0.69
,11:40:09,6,21600,7819.5,0.7,13.3,7,14.2,0.098,10,0.5,0.69
,11:40:10,6,21600,7820.5,0.71,13.3,7,14.2,0.095,10,0.5,0.69
,11:40:11,6,21600,7821.5,0.7,13.3,7,14.2,0.098,10,0.5,0.68
,11:40:12,6,21600,7822.5,0.69,13.3,7,14.2,0.1,10,0.5,0.67
,11:40:13,6,21600,7823.5,0.68,13.3,7,14.2,0.102,10,0.5,0.66
,11:40:14,6,21600,7824.5,0.68,13.3,6,14.2,0.105,10,0.5,0.66
,11:40:15,6,21600,7825.5,0.68,13.3,6,14.2,0.107,10,0.5,0.67
,11:40:16,6,21600,7826.5,0.69,13.3,7,14.2,0.1,10,0.5,0.68
,11:40:17,6,21600,7827.5,0.7,13.3,7,14.2,0.097,10,0.5,0.68
,11:40:18,6,21600,7828.5,0.7,13.3,7,14.1,0.101,10,0.5,0.68
,11:40:19,6,21600,7829.5,0.69,13.3,7,14.1,0.103,10,0.5,0.67
,11:40:20,6,21600,7830.5,0.68,13.3,7,14.1,0.102,10,0.5,0.66
,11:40:21,6,21600,7831.5,0.68,13.3,7,14.1,0.103,10,0.5,0.67
,11:40:22,6,21600,7832.5,0.69,13.3,7,14.1,0.104,10,0.5,0.68
,11:40:23,6,21600,7833.5,0.7,13.3,7,14.1,0.104,10,0.5,0.68
,11:40:24,6,21600,7834.5,0.7,13.3,7,14.1,0.101,10,0.5,0.68
,11:40:25,6,21600,7835.5,0.7,13.3,7,14.1,0.101,10,0.5,0.68
,11:40:26,6,21600,7836.5,0.69,13.3,7,14.1,0.097,10,0.5,0.68
,11:40:27,6,21600,7837.5,0.69,13.3,7,14.1,0.1,10,0.5,0.68
,11:40:28,6,21600,7838.5,0.69,13.3,7,14.1,0.096,10,0.5,0.67
,11:40:29,6,21600,7839.5,0.68,13.3,7,14.1,0.095,10,0.5,0.67
,11:40:30,6,21600,7840.5,0.68,13.3,7,14.1,0.098,10,0.5,0.66
,11:40:31,6,21600,7841.5,0.67,13.3,7,14.1,0.101,10,0.5,0.65
,11:40:32,6,21600,7842.5,0.68,13.3,7,14.1,0.098,10,0.5,0.66
,11:40:33,6,21600,7843.5,0.68,13.3,7,14.1,0.098,10,0.5,0.66
,11:40:34,6,21600,7844.5,0.68,13.3,7,14.1,0.098,10,0.5,0.66
,11:40:35,6,21600,7845.5,0.68,13.3,7,14.1,0.098,10,0.5,0.66
,11:40:36,6,21600,7846.5,0.67,13.3,7,14.1,0.101,10,0.5,0.66
,11:40:37,6,21600,7847.5,0.67,13.3,7,14.1,0.101,10,0.5,0.66
,11:40:38,6,21600,7848.5,0.68,13.3,7,14.1,0.101,10,0.5,0.66
,11:40:39,6,21600,7849.5,0.68,13.3,7,14.1,0.103,10,0.5,0.67
,11:40:40,6,21600,7850.5,0.69,13.3,7,14.1,0.104,10,0.5,0.67
,11:40:41,6,21600,7851.5,0.7,13.3,7,14.1,0.104,10,0.5,0.68
,11:40:42,6,21600,7852.5,0.7,13.3,7,14.1,0.105,10,0.5,0.68
,11:40:43,6,21600,7853.5,0.7,13.3,7,14,0.105,10,0.5,0.68
,11:40:44,6,21600,7854.5,0.7,13.3,7,14,0.101,10,0.5,0.68
,11:40:45,6,21600,7855.5,0.7,13.3,7,14,0.101,10,0.5,0.68
,11:40:46,6,21600,7856.5,0.7,13.3,7,14,0.101,10,0.5,0.68
,11:40:47,6,21600,7857.5,0.7,13.3,7,14,0.101,10,0.5,0.68
,11:40:48,6,21600,7858.5,0.69,13.3,7,14,0.097,10,0.5,0.68
,11:40:49,6,21600,7859.5,0.69,13.3,7,14,0.093,10,0.5,0.68
,11:40:50,6,21600,7860.5,0.69,13.3,7,14,0.093,10,0.5,0.67
,11:40:51,6,21600,7861.5,0.68,13.3,7,14,0.095,10,0.5,0.67
,11:40:52,6,21600,7862.5,0.68,13.3,7,14,0.094,10,0.5,0.66
,11:40:53,6,21600,7863.5,0.67,13.3,7,14,0.093,10,0.5,0.65
,11:40:54,6,21600,7864.5,0.67,13.3,7,14,0.093,10,0.5,0.65
,11:40:55,6,21600,7865.5,0.67,13.3,7,14,0.093,10,0.5,0.65
,11:40:56,6,21600,7866.5,0.66,13.3,7,14,0.092,10,0.5,0.64
,11:40:57,6,21600,7867.5,0.65,13.3,7,14,0.093,10,0.5,0.63
,11:40:58,6,21600,7868.5,0.63,13.3,7,14,0.095,10,0.5,0.62
