Data file,,RA0.3_PAO_12C_003_45MINS.TSV,,,,,,,,,,
,10:10:23,4,2700,892.6,0.91,13.3,9,11.1,0.102,10,0.3,0.82
,10:10:24,4,2700,893.6,0.91,13.3,9,11.2,0.104,10,0.3,0.82
,10:10:25,4,2700,894.6,0.9,13.3,9,11.2,0.104,10,0.3,0.82
,10:10:26,4,2700,895.6,0.9,13.3,9,11.2,0.101,10,0.3,0.81
,10:10:27,4,2700,896.6,0.9,13.3,9,11.2,0.1,10,0.3,0.81
,10:10:28,4,2700,897.6,0.9,13.3,9,11.2,0.1,10,0.3,0.81
,10:10:29,4,2700,898.6,0.9,13.3,9,11.2,0.1,10,0.3,0.81
,10:10:30,4,2700,899.6,0.9,13.3,9,11.3,0.098,10,0.3,0.81
,10:10:31,4,2700,900.6,0.9,13.3,9,11.3,0.095,10,0.3,0.82
,10:10:32,4,2700,901.6,0.91,13.3,9,11.3,0.098,10,0.3,0.82
,10:10:33,4,2700,902.6,0.91,13.3,9,11.3,0.101,10,0.3,0.82
,10:10:34,4,2700,903.6,0.91,13.3,9,11.3,0.104,10,0.3,0.82
,10:10:35,4,2700,904.6,0.91,13.3,9,11.3,0.101,10,0.3,0.82
,10:10:36,4,2700,905.6,0.91,13.3,9,11.3,0.101,10,0.3,0.82
,10:10:37,4,2700,906.6,0.91,13.3,9,11.3,0.101,10,0.3,0.82
,10:10:38,4,2700,907.6,0.91,13.3,9,11.3,0.101,10,0.3,0.82
,10:10:39,4,2700,908.6,0.9,13.3,9,11.3,0.101,10,0.3,0.81
,10:10:40,4,2700,909.6,0.9,13.3,9,11.4,0.097,10,0.3,0.81
,10:10:41,4,2700,910.6,0.9,13.3,9,11.4,0.097,10,0.3,0.81
,10:10:42,4,2700,911.6,0.9,13.3,9,11.4,0.097,10,0.3,0.81
,10:10:43,4,2700,912.6,0.9,13.3,9,11.4,0.101,10,0.3,0.81
,10:10:44,4,2700,913.6,0.9,13.3,9,11.4,0.101,10,0.3,0.82
,10:10:45,4,2700,914.6,0.9,13.3,9,11.4,0.101,10,0.3,0.82
,10:10:46,4,2700,915.6,0.9,13.3,9,11.5,0.101,10,0.3,0.81
,10:10:47,4,2700,916.6,0.9,13.3,9,11.5,0.103,10,0.3,0.81
,10:10:48,4,2700,917.6,0.9,13.3,9,11.5,0.103,10,0.3,0.81
,10:10:49,4,2700,918.6,0.9,13.3,9,11.5,0.103,10,0.3,0.81
,10:10:50,4,2700,919.6,0.9,13.3,9,11.5,0.098,10,0.3,0.82
,10:10:51,4,2700,920.6,0.91,13.3,9,11.5,0.096,10,0.3,0.82
,10:10:52,4,2700,921.6,0.91,13.3,9,11.6,0.096,10,0.3,0.82
,10:10:53,4,2700,922.6,0.91,13.3,9,11.6,0.099,10,0.3,0.82
,10:10:54,4,2700,923.6,0.91,13.3,9,11.6,0.101,10,0.3,0.82
,10:10:55,4,2700,924.6,0.9,13.3,9,11.6,0.1,10,0.3,0.81
,10:10:56,4,2700,925.6,0.89,13.3,9,11.6,0.103,10,0.3,0.81
,10:10:57,4,2700,926.6,0.89,13.3,9,11.6,0.103,10,0.3,0.81
,10:10:58,4,2700,927.6,0.89,13.3,9,11.6,0.1,10,0.3,0.81
,10:10:59,4,2700,928.6,0.9,13.3,9,11.6,0.097,10,0.3,0.81
,10:11:00,4,2700,929.6,0.89,13.3,9,11.7,0.097,10,0.3,0.8
,10:11:01,4,2700,930.6,0.89,13.3,9,11.7,0.099,10,0.3,0.8
,10:11:02,4,2700,931.6,0.89,13.3,9,11.7,0.096,10,0.3,0.8
,10:11:03,4,2700,932.6,0.89,13.3,9,11.7,0.096,10,0.3,0.8
,10:11:04,4,2700,933.6,0.89,13.3,9,11.7,0.094,10,0.3,0.8
,10:11:05,4,2700,934.6,0.89,13.3,9,11.7,0.096,10,0.3,0.8
,10:11:06,4,2700,935.6,0.89,13.3,9,11.8,0.099,10,0.3,0.8
,10:11:07,4,2700,936.6,0.89,13.3,9,11.8,0.102,10,0.3,0.8
,10:11:08,4,2700,937.6,0.89,13.3,9,11.8,0.099,10,0.3,0.8
,10:11:09,4,2700,938.6,0.89,13.3,9,11.8,0.099,10,0.3,0.8
,10:11:10,4,2700,939.6,0.89,13.3,9,11.8,0.099,10,0.3,0.8
,10:11:11,4,2700,940.6,0.89,13.3,9,11.9,0.102,10,0.3,0.8
,10:11:12,4,2700,941.6,0.89,13.3,9,11.9,0.102,10,0.3,0.8
,10:11:13,4,2700,942.6,0.89,13.3,9,11.9,0.099,10,0.3,0.8
,10:11:14,4,2700,943.6,0.89,13.3,9,11.9,0.1,10,0.3,0.81
,10:11:15,4,2700,944.6,0.89,13.3,9,11.9,0.099,10,0.3,0.8
,10:11:16,4,2700,945.6,0.89,13.3,9,11.9,0.096,10,0.3,0.8
,10:11:17,4,2700,946.6,0.89,13.3,9,11.9,0.096,10,0.3,0.8
,10:11:18,4,2700,947.6,0.89,13.3,9,11.9,0.097,10,0.3,0.8
,10:11:19,4,2700,948.6,0.89,13.3,9,12,0.1,10,0.3,0.81
,10:11:20,4,2700,949.6,0.89,13.3,9,12,0.1,10,0.3,0.81
,10:11:21,4,2700,950.6,0.89,13.3,9,12,0.102,10,0.3,0.8
,10:11:22,4,2700,951.6,0.89,13.3,9,12,0.099,10,0.3,0.8
,10:11:23,4,2700,952.6,0.88,13.3,9,12,0.098,10,0.3,0.8
,10:11:24,4,2700,953.6,0.89,13.3,9,12.1,0.099,10,0.3,0.8
,10:11:25,4,2700,954.6,0.88,13.3,9,12.1,0.101,10,0.3,0.8
,10:11:26,4,2700,955.6,0.89,13.3,9,12.1,0.102,10,0.3,0.8
,10:11:27,4,2700,956.6,0.89,13.3,9,12.1,0.099,10,0.3,0.8
,10:11:28,4,2700,957.6,0.89,13.3,9,12.1,0.097,10,0.3,0.81
,10:11:29,4,2700,958.6,0.9,13.3,9,12.1,0.095,10,0.3,0.81
,10:11:30,4,2700,959.6,0.9,13.3,9,12.2,0.095,10,0.3,0.81
,10:11:31,4,2700,960.6,0.9,13.3,9,12.2,0.097,10,0.3,0.81
,10:11:32,4,2700,961.6,0.89,13.3,9,12.2,0.1,10,0.3,0.8
,10:11:33,4,2700,962.6,0.89,13.3,9,12.2,0.099,10,0.3,0.8
,10:11:34,4,2700,963.6,0.89,13.3,9,12.2,0.102,10,0.3,0.8
,10:11:35,4,2700,964.6,0.89,13.3,9,12.2,0.102,10,0.3,0.8
,10:11:36,4,2700,965.6,0.89,13.3,9,12.2,0.099,10,0.3,0.8
,10:11:37,4,2700,966.6,0.89,13.3,9,12.3,0.097,10,0.3,0.81
,10:11:38,4,2700,967.6,0.89,13.3,9,12.3,0.097,10,0.3,0.81
,10:11:39,4,2700,968.6,0.9,13.3,9,12.3,0.1,10,0.3,0.81
,10:11:40,4,2700,969.6,0.89,13.3,9,12.3,0.1,10,0.3,0.81
,10:11:41,4,2700,970.6,0.89,13.3,9,12.3,0.099,10,0.3,0.8
,10:11:42,4,2700,971.6,0.89,13.3,9,12.3,0.099,10,0.3,0.8
,10:11:43,4,2700,972.6,0.89,13.3,9,12.4,0.102,10,0.3,0.8
,10:11:44,4,2700,973.6,0.89,13.3,9,12.4,0.102,10,0.3,0.8
,10:11:45,4,2700,974.6,0.89,13.3,9,12.4,0.103,10,0.3,0.81
,10:11:46,4,2700,975.6,0.9,13.3,9,12.4,0.097,10,0.3,0.81
,10:11:47,4,2700,976.6,0.9,13.3,9,12.4,0.095,10,0.3,0.81
,10:11:48,4,2700,977.6,0.9,13.3,9,12.5,0.095,10,0.3,0.81
,10:11:49,4,2700,978.6,0.89,13.3,9,12.5,0.097,10,0.3,0.81
,10:11:50,4,2700,979.6,0.9,13.3,9,12.5,0.1,10,0.3,0.81
,10:11:51,4,2700,980.6,0.89,13.3,9,12.5,0.1,10,0.3,0.81
,10:11:52,4,2700,981.6,0.89,13.3,9,12.5,0.1,10,0.3,0.81
,10:11:53,4,2700,982.6,0.89,13.3,9,12.5,0.102,10,0.3,0.8
,10:11:54,4,2700,983.6,0.89,13.3,9,12.5,0.099,10,0.3,0.8
,10:11:55,4,2700,984.6,0.89,13.3,9,12.6,0.097,10,0.3,0.8
,10:11:56,4,2700,985.6,0.89,13.3,9,12.6,0.097,10,0.3,0.81
,10:11:57,4,2700,986.6,0.89,13.3,9,12.6,0.099,10,0.3,0.8
,10:11:58,4,2700,987.6,0.89,13.3,9,12.6,0.103,10,0.3,0.81
,10:11:59,4,2700,988.6,0.89,13.3,9,12.6,0.1,10,0.3,0.81
,10:12:00,4,2700,989.6,0.9,13.3,9,12.6,0.098,10,0.3,0.81
,10:12:01,4,2700,990.6,0.9,13.3,9,12.7,0.101,10,0.3,0.81
,10:12:02,4,2700,991.6,0.9,13.3,9,12.7,0.097,10,0.3,0.81
,10:12:03,4,2700,992.6,0.89,13.3,9,12.7,0.094,10,0.3,0.8
,10:12:04,4,2700,993.6,0.89,13.3,9,12.7,0.094,10,0.3,0.8
,10:12:05,4,2700,994.6,0.89,13.3,9,12.7,0.096,10,0.3,0.8
,10:12:06,4,2700,995.6,0.89,13.3,9,12.7,0.099,10,0.3,0.8
,10:12:07,4,2700,996.6,0.89,13.3,9,12.8,0.099,10,0.3,0.8
,10:12:08,4,2700,997.6,0.89,13.3,9,12.8,0.102,10,0.3,0.8
,10:12:09,4,2700,998.6,0.89,13.3,9,12.8,0.099,10,0.3,0.8
,10:12:10,4,2700,999.6,0.88,13.3,9,12.8,0.096,10,0.3,0.8
,10:12:11,4,2700,1000.6,0.89,13.3,9,12.8,0.096,10,0.3,0.8
,10:12:12,4,2700,1001.6,0.89,13.3,9,12.8,0.099,10,0.3,0.8
,10:12:13,4,2700,1002.6,0.89,13.3,9,12.8,0.1,10,0.3,0.81
,10:12:14,4,2700,1003.6,0.89,13.3,9,12.8,0.094,10,0.3,0.81
,10:12:15,4,2700,1004.6,0.89,13.3,9,12.9,0.094,10,0.3,0.8
,10:12:16,4,2700,1005.6,0.89,13.3,9,12.9,0.096,10,0.3,0.8
,10:12:17,4,2700,1006.6,0.89,13.3,9,12.9,0.099,10,0.3,0.8
,10:12:18,4,2700,1007.6,0.89,13.3,9,12.9,0.099,10,0.3,0.8
,10:12:19,4,2700,1008.6,0.89,13.3,9,12.9,0.1,10,0.3,0.81
,10:12:20,4,2700,1009.6,0.89,13.3,9,12.9,0.099,10,0.3,0.8
,10:12:21,4,2700,1010.6,0.88,13.3,9,13,0.098,10,0.3,0.8
,10:12:22,4,2700,1011.6,0.88,13.3,9,13,0.098,10,0.3,0.79
,10:12:23,4,2700,1012.6,0.88,13.3,9,13,0.098,10,0.3,0.79
,10:12:24,4,2700,1013.6,0.88,13.3,9,13,0.098,10,0.3,0.79
,10:12:25,4,2700,1014.6,0.88,13.3,9,13,0.098,10,0.3,0.79
,10:12:26,4,2700,1015.6,0.88,13.3,9,13,0.095,10,0.3,0.79
,10:12:27,4,2700,1016.6,0.89,13.3,9,13.1,0.093,10,0.3,0.8
,10:12:28,4,2700,1017.6,0.89,13.3,9,13.1,0.097,10,0.3,0.8
,10:12:29,4,2700,1018.6,0.89,13.3,9,13.1,0.099,10,0.3,0.8
,10:12:30,4,2700,1019.6,0.88,13.3,9,13.1,0.098,10,0.3,0.8
,10:12:31,4,2700,1020.6,0.88,13.3,9,13.1,0.101,10,0.3,0.79
,10:12:32,4,2700,1021.6,0.88,13.3,9,13.1,0.1,10,0.3,0.79
,10:12:33,4,2700,1022.6,0.88,13.3,9,13.1,0.098,10,0.3,0.79
,10:12:34,4,2700,1023.6,0.88,13.3,9,13.1,0.098,10,0.3,0.79
,10:12:35,4,2700,1024.6,0.88,13.3,9,13.1,0.095,10,0.3,0.79
,10:12:36,4,2700,1025.6,0.88,13.3,9,13.2,0.095,10,0.3,0.79
,10:12:37,4,2700,1026.6,0.88,13.3,9,13.2,0.096,10,0.3,0.8
,10:12:38,4,2700,1027.6,0.88,13.3,9,13.2,0.096,10,0.3,0.8
,10:12:39,4,2700,1028.6,0.88,13.3,9,13.2,0.098,10,0.3,0.79
,10:12:40,4,2700,1029.6,0.88,13.3,9,13.2,0.1,10,0.3,0.79
,10:12:41,4,2700,1030.6,0.88,13.3,9,13.2,0.1,10,0.3,0.79
,10:12:42,4,2700,1031.6,0.88,13.3,9,13.2,0.098,10,0.3,0.8
,10:12:43,4,2700,1032.6,0.89,13.3,9,13.3,0.099,10,0.3,0.8
,10:12:44,4,2700,1033.6,0.89,13.3,9,13.3,0.099,10,0.3,0.8
,10:12:45,4,2700,1034.6,0.89,13.3,9,13.3,0.099,10,0.3,0.8
,10:12:46,4,2700,1035.6,0.89,13.3,9,13.3,0.096,10,0.3,0.8
,10:12:47,4,2700,1036.6,0.89,13.3,9,13.3,0.096,10,0.3,0.8
,10:12:48,4,2700,1037.6,0.89,13.3,9,13.3,0.096,10,0.3,0.8
,10:12:49,4,2700,1038.6,0.89,13.3,9,13.3,0.102,10,0.3,0.8
,10:12:50,4,2700,1039.6,0.89,13.3,9,13.3,0.103,10,0.3,0.81
,10:12:51,4,2700,1040.6,0.9,13.3,9,13.3,0.1,10,0.3,0.81
,10:12:52,4,2700,1041.6,0.89,13.3,9,13.3,0.099,10,0.3,0.8
,10:12:53,4,2700,1042.6,0.89,13.3,9,13.4,0.099,10,0.3,0.8
,10:12:54,4,2700,1043.6,0.88,13.3,9,13.4,0.096,10,0.3,0.8
,10:12:55,4,2700,1044.6,0.88,13.3,9,13.4,0.093,10,0.3,0.8
,10:12:56,4,2700,1045.6,0.89,13.3,9,13.4,0.096,10,0.3,0.8
,10:12:57,4,2700,1046.6,0.89,13.3,9,13.4,0.1,10,0.3,0.81
,10:12:58,4,2700,1047.6,0.89,13.3,9,13.4,0.1,10,0.3,0.81
,10:12:59,4,2700,1048.6,0.89,13.3,9,13.4,0.099,10,0.3,0.8
,10:13:00,4,2700,1049.6,0.89,13.3,9,13.4,0.099,10,0.3,0.8
,10:13:01,4,2700,1050.6,0.88,13.3,9,13.4,0.098,10,0.3,0.79
,10:13:02,4,2700,1051.6,0.88,13.3,9,13.4,0.098,10,0.3,0.8
,10:13:03,4,2700,1052.6,0.89,13.3,9,13.5,0.096,10,0.3,0.8
,10:13:04,4,2700,1053.6,0.89,13.3,9,13.5,0.096,10,0.3,0.8
,10:13:05,4,2700,1054.6,0.89,13.3,9,13.5,0.099,10,0.3,0.8
,10:13:06,4,2700,1055.6,0.89,13.3,9,13.5,0.099,10,0.3,0.8
,10:13:07,4,2700,1056.6,0.89,13.3,9,13.5,0.099,10,0.3,0.8
,10:13:08,4,2700,1057.6,0.88,13.3,9,13.5,0.098,10,0.3,0.8
,10:13:09,4,2700,1058.6,0.88,13.3,9,13.5,0.101,10,0.3,0.8
,10:13:10,4,2700,1059.6,0.89,13.3,9,13.5,0.099,10,0.3,0.8
,10:13:11,4,2700,1060.6,0.89,13.3,9,13.5,0.096,10,0.3,0.8
,10:13:12,4,2700,1061.6,0.89,13.3,9,13.5,0.093,10,0.3,0.8
,10:13:13,4,2700,1062.6,0.89,13.3,9,13.5,0.096,10,0.3,0.8
,10:13:14,4,2700,1063.6,0.88,13.3,9,13.5,0.098,10,0.3,0.79
,10:13:15,4,2700,1064.6,0.88,13.3,9,13.5,0.101,10,0.3,0.79
,10:13:16,4,2700,1065.6,0.88,13.3,9,13.6,0.101,10,0.3,0.79
,10:13:17,4,2700,1066.6,0.88,13.3,9,13.6,0.098,10,0.3,0.8
,10:13:18,4,2700,1067.6,0.89,13.3,9,13.6,0.099,10,0.3,0.8
,10:13:19,4,2700,1068.6,0.88,13.3,9,13.6,0.098,10,0.3,0.8
,10:13:20,4,2700,1069.6,0.88,13.3,9,13.6,0.095,10,0.3,0.79
,10:13:21,4,2700,1070.6,0.87,13.3,9,13.6,0.095,10,0.3,0.79
,10:13:22,4,2700,1071.6,0.87,13.3,9,13.6,0.092,10,0.3,0.79
,10:13:23,4,2700,1072.6,0.88,13.3,9,13.6,0.095,10,0.3,0.79
,10:13:24,4,2700,1073.6,0.87,13.3,9,13.6,0.095,10,0.3,0.78
,10:13:25,4,2700,1074.6,0.87,13.3,9,13.6,0.097,10,0.3,0.78
,10:13:26,4,2700,1075.6,0.87,13.3,9,13.6,0.097,10,0.3,0.78
,10:13:27,4,2700,1076.6,0.86,13.3,9,13.6,0.099,10,0.3,0.78
,10:13:28,4,2700,1077.6,0.86,13.3,9,13.6,0.096,10,0.3,0.78
,10:13:29,4,2700,1078.6,0.86,13.3,9,13.7,0.096,10,0.3,0.78
,10:13:30,4,2700,1079.6,0.87,13.3,9,13.6,0.097,10,0.3,0.78
,10:13:31,4,2700,1080.6,0.87,13.3,9,13.7,0.1,10,0.3,0.78
,10:13:32,4,2700,1081.6,0.86,13.3,9,13.7,0.096,10,0.3,0.78
,10:13:33,4,2700,1082.6,0.86,13.3,9,13.7,0.093,10,0.3,0.77
,10:13:34,4,2700,1083.6,0.85,13.3,9,13.7,0.09,10,0.3,0.77
,10:13:35,4,2700,1084.6,0.85,13.3,9,13.7,0.09,10,0.3,0.77
,10:13:36,4,2700,1085.6,0.86,13.3,9,13.7,0.095,10,0.3,0.77
,10:13:37,4,2700,1086.6,0.85,13.3,9,13.7,0.095,10,0.3,0.77
,10:13:38,4,2700,1087.6,0.85,13.3,9,13.7,0.095,10,0.3,0.77
,10:13:39,4,2700,1088.6,0.84,13.3,9,13.7,0.094,10,0.3,0.76
,10:13:40,4,2700,1089.6,0.84,13.3,9,13.7,0.097,10,0.3,0.76
,10:13:41,4,2700,1090.6,0.84,13.3,9,13.7,0.097,10,0.3,0.76
,10:13:42,4,2700,1091.6,0.85,13.3,9,13.7,0.097,10,0.3,0.76
,10:13:43,4,2700,1092.6,0.84,13.3,9,13.7,0.097,10,0.3,0.76
,10:13:44,4,2700,1093.6,0.84,13.3,9,13.7,0.097,10,0.3,0.76
,10:13:45,4,2700,1094.6,0.84,13.3,9,13.7,0.094,10,0.3,0.76
,10:13:46,4,2700,1095.6,0.85,13.3,9,13.7,0.092,10,0.3,0.77
,10:13:47,4,2700,1096.6,0.86,13.3,9,13.7,0.091,10,0.3,0.78
,10:13:48,4,2700,1097.6,0.88,13.3,9,13.7,0.092,10,0.3,0.79
,10:13:49,4,2700,1098.6,0.88,13.3,9,13.7,0.098,10,0.3,0.8
,10:13:50,4,2700,1099.6,0.89,13.3,9,13.7,0.102,10,0.3,0.8
,10:13:51,4,2700,1100.6,0.89,13.3,9,13.7,0.102,10,0.3,0.8
,10:13:52,4,2700,1101.6,0.89,13.3,9,13.7,0.102,10,0.3,0.8
,10:13:53,4,2700,1102.6,0.89,13.3,9,13.7,0.102,10,0.3,0.8
,10:13:54,4,2700,1103.6,0.89,13.3,9,13.7,0.099,10,0.3,0.8
,10:13:55,4,2700,1104.6,0.88,13.3,9,13.7,0.098,10,0.3,0.79
,10:13:56,4,2700,1105.6,0.87,13.3,9,13.7,0.095,10,0.3,0.78
,10:13:57,4,2700,1106.6,0.87,13.3,9,13.7,0.091,10,0.3,0.78
,10:13:58,4,2700,1107.6,0.87,13.3,9,13.7,0.091,10,0.3,0.78
,10:13:59,4,2700,1108.6,0.87,13.3,9,13.7,0.097,10,0.3,0.78
,10:14:00,4,2700,1109.6,0.86,13.3,9,13.8,0.099,10,0.3,0.78
,10:14:01,4,2700,1110.6,0.86,13.3,9,13.8,0.098,10,0.3,0.77
,10:14:02,4,2700,1111.6,0.85,13.3,9,13.8,0.095,10,0.3,0.77
,10:14:03,4,2700,1112.6,0.86,13.3,9,13.8,0.095,10,0.3,0.77
,10:14:04,4,2700,1113.6,0.86,13.3,9,13.8,0.096,10,0.3,0.78
,10:14:05,4,2700,1114.6,0.87,13.3,9,13.8,0.097,10,0.3,0.78
,10:14:06,4,2700,1115.6,0.86,13.3,9,13.8,0.094,10,0.3,0.78
,10:14:07,4,2700,1116.6,0.85,13.3,9,13.8,0.093,10,0.3,0.77
,10:14:08,4,2700,1117.6,0.85,13.3,9,13.8,0.094,10,0.3,0.76
,10:14:09,4,2700,1118.6,0.84,13.3,9,13.8,0.094,10,0.3,0.76
,10:14:10,4,2700,1119.6,0.84,13.3,9,13.8,0.097,10,0.3,0.76
,10:14:11,4,2700,1120.6,0.85,13.3,9,13.8,0.094,10,0.3,0.77
,10:14:12,4,2700,1121.6,0.85,13.3,9,13.8,0.095,10,0.3,0.77
,10:14:13,4,2700,1122.6,0.85,13.3,9,13.8,0.095,10,0.3,0.77
,10:14:14,4,2700,1123.6,0.86,13.3,9,13.8,0.093,10,0.3,0.77
,10:14:15,4,2700,1124.6,0.86,13.3,9,13.8,0.091,10,0.3,0.77
,10:14:16,4,2700,1125.6,0.86,13.3,9,13.8,0.093,10,0.3,0.78
,10:14:17,4,2700,1126.6,0.86,13.3,9,13.8,0.096,10,0.3,0.78
,10:14:18,4,2700,1127.6,0.86,13.3,9,13.8,0.096,10,0.3,0.78
,10:14:19,4,2700,1128.6,0.86,13.3,9,13.8,0.099,10,0.3,0.78
,10:14:20,4,2700,1129.6,0.86,13.3,9,13.8,0.096,10,0.3,0.78
,10:14:21,4,2700,1130.6,0.86,13.3,9,13.8,0.096,10,0.3,0.78
,10:14:22,4,2700,1131.6,0.86,13.3,9,13.8,0.096,10,0.3,0.78
,10:14:23,4,2700,1132.6,0.86,13.3,9,13.8,0.093,10,0.3,0.77
,10:14:24,4,2700,1133.6,0.86,13.3,9,13.8,0.093,10,0.3,0.77
,10:14:25,4,2700,1134.6,0.85,13.3,9,13.8,0.092,10,0.3,0.77
,10:14:26,4,2700,1135.6,0.85,13.3,9,13.8,0.094,10,0.3,0.76
,10:14:27,4,2700,1136.6,0.84,13.3,9,13.7,0.094,10,0.3,0.76
,10:14:28,4,2700,1137.6,0.84,13.3,9,13.8,0.094,10,0.3,0.76
,10:14:29,4,2700,1138.6,0.85,13.3,9,13.7,0.094,10,0.3,0.76
,10:14:30,4,2700,1139.6,0.85,13.3,9,13.7,0.094,10,0.3,0.76
,10:14:31,4,2700,1140.6,0.85,13.3,9,13.7,0.095,10,0.3,0.77
,10:14:32,4,2700,1141.6,0.85,13.3,9,13.7,0.095,10,0.3,0.77
,10:14:33,4,2700,1142.6,0.85,13.3,9,13.7,0.093,10,0.3,0.77
,10:14:34,4,2700,1143.6,0.85,13.3,9,13.7,0.089,10,0.3,0.77
,10:14:35,4,2700,1144.6,0.85,13.3,9,13.7,0.092,10,0.3,0.77
,10:14:36,4,2700,1145.6,0.84,13.3,9,13.7,0.094,10,0.3,0.76
,10:14:37,4,2700,1146.6,0.84,13.3,9,13.7,0.097,10,0.3,0.76
,10:14:38,4,2700,1147.6,0.84,13.3,9,13.7,0.097,10,0.3,0.76
,10:14:39,4,2700,1148.6,0.85,13.3,9,13.7,0.097,10,0.3,0.77
,10:14:40,4,2700,1149.6,0.85,13.3,9,13.7,0.095,10,0.3,0.77
,10:14:41,4,2700,1150.6,0.85,13.3,9,13.7,0.095,10,0.3,0.77
,10:14:42,4,2700,1151.6,0.85,13.3,9,13.7,0.093,10,0.3,0.77
,10:14:43,4,2700,1152.6,0.86,13.3,9,13.7,0.093,10,0.3,0.77
,10:14:44,4,2700,1153.6,0.87,13.3,9,13.7,0.097,10,0.3,0.78
,10:14:45,4,2700,1154.6,0.87,13.3,9,13.7,0.097,10,0.3,0.79
,10:14:46,4,2700,1155.6,0.87,13.3,9,13.7,0.1,10,0.3,0.78
,10:14:47,4,2700,1156.6,0.86,13.3,9,13.7,0.099,10,0.3,0.78
,10:14:48,4,2700,1157.6,0.86,13.3,9,13.7,0.096,10,0.3,0.78
,10:14:49,4,2700,1158.6,0.86,13.3,9,13.7,0.096,10,0.3,0.77
,10:14:50,4,2700,1159.6,0.86,13.3,9,13.7,0.093,10,0.3,0.77
,10:14:51,4,2700,1160.6,0.86,13.3,9,13.7,0.093,10,0.3,0.77
,10:14:52,4,2700,1161.6,0.86,13.3,9,13.7,0.091,10,0.3,0.77
,10:14:53,4,2700,1162.6,0.87,13.3,9,13.7,0.094,10,0.3,0.78
,10:14:54,4,2700,1163.6,0.87,13.3,9,13.7,0.097,10,0.3,0.79
,10:14:55,4,2700,1164.6,0.87,13.3,9,13.7,0.097,10,0.3,0.79
,10:14:56,4,2700,1165.6,0.87,13.3,9,13.7,0.097,10,0.3,0.79
,10:14:57,4,2700,1166.6,0.87,13.3,9,13.7,0.097,10,0.3,0.79
,10:14:58,4,2700,1167.6,0.87,13.3,9,13.7,0.097,10,0.3,0.78
,10:14:59,4,2700,1168.6,0.86,13.3,9,13.7,0.096,10,0.3,0.78
,10:15:00,4,2700,1169.6,0.86,13.3,9,13.6,0.093,10,0.3,0.77
,10:15:01,4,2700,1170.6,0.86,13.3,9,13.6,0.093,10,0.3,0.77
,10:15:02,4,2700,1171.6,0.86,13.3,9,13.6,0.094,10,0.3,0.78
,10:15:03,4,2700,1172.6,0.87,13.3,9,13.6,0.097,10,0.3,0.78
,10:15:04,4,2700,1173.6,0.87,13.3,9,13.6,0.1,10,0.3,0.78
,10:15:05,4,2700,1174.6,0.87,13.3,9,13.6,0.1,10,0.3,0.78
,10:15:06,4,2700,1175.6,0.87,13.3,9,13.6,0.1,10,0.3,0.78
,10:15:07,4,2700,1176.6,0.88,13.3,9,13.6,0.095,10,0.3,0.79
,10:15:08,4,2700,1177.6,0.88,13.3,9,13.6,0.093,10,0.3,0.79
,10:15:09,4,2700,1178.6,0.88,13.3,9,13.6,0.095,10,0.3,0.79
,10:15:10,4,2700,1179.6,0.87,13.3,9,13.6,0.097,10,0.3,0.78
,10:15:11,4,2700,1180.6,0.86,13.3,9,13.6,0.096,10,0.3,0.78
,10:15:12,4,2700,1181.6,0.86,13.3,9,13.6,0.096,10,0.3,0.78
,10:15:13,4,2700,1182.6,0.86,13.3,9,13.6,0.094,10,0.3,0.78
,10:15:14,4,2700,1183.6,0.86,13.3,9,13.6,0.093,10,0.3,0.78
,10:15:15,4,2700,1184.6,0.86,13.3,9,13.6,0.094,10,0.3,0.78
,10:15:16,4,2700,1185.6,0.86,13.3,9,13.6,0.096,10,0.3,0.78
,10:15:17,4,2700,1186.6,0.86,13.3,9,13.6,0.096,10,0.3,0.77
,10:15:18,4,2700,1187.6,0.86,13.3,9,13.6,0.096,10,0.3,0.77
,10:15:19,4,2700,1188.6,0.86,13.3,9,13.5,0.099,10,0.3,0.77
,10:15:20,4,2700,1189.6,0.86,13.3,9,13.5,0.096,10,0.3,0.78
,10:15:21,4,2700,1190.6,0.87,13.3,9,13.5,0.094,10,0.3,0.78
,10:15:22,4,2700,1191.6,0.86,13.3,9,13.5,0.094,10,0.3,0.78
,10:15:23,4,2700,1192.6,0.85,13.3,9,13.5,0.095,10,0.3,0.77
,10:15:24,4,2700,1193.6,0.85,13.3,9,13.5,0.097,10,0.3,0.76
,10:15:25,4,2700,1194.6,0.84,13.3,9,13.5,0.094,10,0.3,0.76
,10:15:26,4,2700,1195.6,0.84,13.3,9,13.5,0.093,10,0.3,0.75
,10:15:27,4,2700,1196.6,0.84,13.3,9,13.5,0.093,10,0.3,0.75
,10:15:28,4,2700,1197.6,0.84,13.3,9,13.5,0.091,10,0.3,0.76
,10:15:29,4,2700,1198.6,0.85,13.3,9,13.5,0.092,10,0.3,0.77
,10:15:30,4,2700,1199.6,0.85,13.3,9,13.5,0.095,10,0.3,0.77
,10:15:31,4,2700,1200.6,0.85,13.3,9,13.5,0.095,10,0.3,0.77
,10:15:32,4,2700,1201.6,0.85,13.3,9,13.5,0.098,10,0.3,0.77
,10:15:33,4,2700,1202.6,0.85,13.3,9,13.5,0.095,10,0.3,0.77
,10:15:34,4,2700,1203.6,0.85,13.3,9,13.5,0.095,10,0.3,0.77
,10:15:35,4,2700,1204.6,0.85,13.3,9,13.4,0.092,10,0.3,0.76
