Data file,,RA0.3_PAO_12C_003_45MINS.TSV,,,,,,,,,,
,10:20:47,4,2700,1516.6,0.84,13.3,9,10.1,0.096,10,0.3,0.76
,10:20:48,4,2700,1517.6,0.83,13.3,9,10.1,0.096,10,0.3,0.75
,10:20:49,4,2700,1518.6,0.83,13.3,9,10.1,0.093,10,0.3,0.75
,10:20:50,4,2700,1519.6,0.83,13.3,9,10.1,0.09,10,0.3,0.75
,10:20:51,4,2700,1520.6,0.83,13.3,9,10.1,0.09,10,0.3,0.75
,10:20:52,4,2700,1521.6,0.82,13.3,9,10.1,0.092,10,0.3,0.74
,10:20:53,4,2700,1522.6,0.82,13.3,9,10.1,0.092,10,0.3,0.74
,10:20:54,4,2700,1523.6,0.82,13.3,9,10.1,0.092,10,0.3,0.75
,10:20:55,4,2700,1524.6,0.83,13.3,9,10.1,0.09,10,0.3,0.75
,10:20:56,4,2700,1525.6,0.83,13.3,9,10.1,0.092,10,0.3,0.75
,10:20:57,4,2700,1526.6,0.83,13.3,9,10.1,0.092,10,0.3,0.75
,10:20:58,4,2700,1527.6,0.83,13.3,9,10.1,0.092,10,0.3,0.75
,10:20:59,4,2700,1528.6,0.83,13.3,9,10.1,0.092,10,0.3,0.75
,10:21:00,4,2700,1529.6,0.83,13.3,9,10.1,0.09,10,0.3,0.75
,10:21:01,4,2700,1530.6,0.83,13.3,9,10.1,0.09,10,0.3,0.75
,10:21:02,4,2700,1531.6,0.82,13.3,9,10.1,0.092,10,0.3,0.74
,10:21:03,4,2700,1532.6,0.82,13.3,9,10.1,0.092,10,0.3,0.74
,10:21:04,4,2700,1533.6,0.82,13.3,9,10.1,0.092,10,0.3,0.75
,10:21:05,4,2700,1534.6,0.83,13.3,9,10.1,0.093,10,0.3,0.75
,10:21:06,4,2700,1535.6,0.84,13.3,9,10.1,0.09,10,0.3,0.75
,10:21:07,4,2700,1536.6,0.84,13.3,9,10.1,0.091,10,0.3,0.75
,10:21:08,4,2700,1537.6,0.84,13.3,9,10.1,0.093,10,0.3,0.75
,10:21:09,4,2700,1538.6,0.83,13.3,9,10.1,0.093,10,0.3,0.75
,10:21:10,4,2700,1539.6,0.84,13.3,9,10.1,0.093,10,0.3,0.75
,10:21:11,4,2700,1540.6,0.85,13.3,9,10.1,0.092,10,0.3,0.77
,10:21:12,4,2700,1541.6,0.86,13.3,9,10.1,0.096,10,0.3,0.77
,10:21:13,4,2700,1542.6,0.87,13.3,9,10.1,0.097,10,0.3,0.78
,10:21:14,4,2700,1543.6,0.86,13.3,9,10.1,0.099,10,0.3,0.77
,10:21:15,4,2700,1544.6,0.85,13.3,9,10.1,0.095,10,0.3,0.77
,10:21:16,4,2700,1545.6,0.84,13.3,9,10.1,0.091,10,0.3,0.76
,10:21:17,4,2700,1546.6,0.84,13.3,9,10.1,0.091,10,0.3,0.76
,10:21:18,4,2700,1547.6,0.84,13.3,9,10.1,0.093,10,0.3,0.75
,10:21:19,4,2700,1548.6,0.84,13.3,9,10.1,0.093,10,0.3,0.75
,10:21:20,4,2700,1549.6,0.84,13.3,9,10.1,0.093,10,0.3,0.76
,10:21:21,4,2700,1550.6,0.84,13.3,9,10.1,0.091,10,0.3,0.76
,10:21:22,4,2700,1551.6,0.84,13.3,9,10.1,0.094,10,0.3,0.76
,10:21:23,4,2700,1552.6,0.84,13.3,9,10.1,0.094,10,0.3,0.76
,10:21:24,4,2700,1553.6,0.84,13.3,9,10.1,0.091,10,0.3,0.76
,10:21:25,4,2700,1554.6,0.84,13.3,9,10.2,0.091,10,0.3,0.76
,10:21:26,4,2700,1555.6,0.84,13.3,9,10.2,0.091,10,0.3,0.76
,10:21:27,4,2700,1556.6,0.84,13.3,9,10.2,0.091,10,0.3,0.76
,10:21:28,4,2700,1557.6,0.84,13.3,9,10.2,0.093,10,0.3,0.75
,10:21:29,4,2700,1558.6,0.84,13.3,9,10.2,0.09,10,0.3,0.75
,10:21:30,4,2700,1559.6,0.84,13.3,9,10.2,0.09,10,0.3,0.75
,10:21:31,4,2700,1560.6,0.84,13.3,9,10.2,0.093,10,0.3,0.76
,10:21:32,4,2700,1561.6,0.84,13.3,9,10.2,0.094,10,0.3,0.76
,10:21:33,4,2700,1562.6,0.84,13.3,9,10.2,0.094,10,0.3,0.76
,10:21:34,4,2700,1563.6,0.84,13.3,9,10.2,0.091,10,0.3,0.76
,10:21:35,4,2700,1564.6,0.85,13.3,9,10.2,0.095,10,0.3,0.77
,10:21:36,4,2700,1565.6,0.85,13.3,9,10.2,0.095,10,0.3,0.77
,10:21:37,4,2700,1566.6,0.85,13.3,9,10.2,0.095,10,0.3,0.77
,10:21:38,4,2700,1567.6,0.85,13.3,9,10.2,0.098,10,0.3,0.77
,10:21:39,4,2700,1568.6,0.85,13.3,9,10.2,0.095,10,0.3,0.77
,10:21:40,4,2700,1569.6,0.85,13.3,9,10.2,0.093,10,0.3,0.77
,10:21:41,4,2700,1570.6,0.86,13.3,9,10.2,0.095,10,0.3,0.77
,10:21:42,4,2700,1571.6,0.86,13.3,9,10.2,0.096,10,0.3,0.77
,10:21:43,4,2700,1572.6,0.86,13.3,9,10.2,0.096,10,0.3,0.78
,10:21:44,4,2700,1573.6,0.87,13.3,9,10.2,0.094,10,0.3,0.78
,10:21:45,4,2700,1574.6,0.88,13.3,9,10.2,0.095,10,0.3,0.79
,10:21:46,4,2700,1575.6,0.88,13.3,9,10.3,0.095,10,0.3,0.79
,10:21:47,4,2700,1576.6,0.88,13.3,9,10.3,0.098,10,0.3,0.79
,10:21:48,4,2700,1577.6,0.88,13.3,9,10.3,0.095,10,0.3,0.79
,10:21:49,4,2700,1578.6,0.88,13.3,9,10.3,0.096,10,0.3,0.8
,10:21:50,4,2700,1579.6,0.89,13.3,9,10.3,0.096,10,0.3,0.8
,10:21:51,4,2700,1580.6,0.88,13.3,9,10.3,0.098,10,0.3,0.8
,10:21:52,4,2700,1581.6,0.88,13.3,9,10.3,0.101,10,0.3,0.79
,10:21:53,4,2700,1582.6,0.88,13.3,9,10.3,0.098,10,0.3,0.79
,10:21:54,4,2700,1583.6,0.87,13.3,9,10.3,0.094,10,0.3,0.78
,10:21:55,4,2700,1584.6,0.86,13.3,9,10.3,0.096,10,0.3,0.77
,10:21:56,4,2700,1585.6,0.85,13.3,9,10.3,0.095,10,0.3,0.77
,10:21:57,4,2700,1586.6,0.84,13.3,9,10.3,0.091,10,0.3,0.76
,10:21:58,4,2700,1587.6,0.84,13.3,9,10.3,0.09,10,0.3,0.75
,10:21:59,4,2700,1588.6,0.83,13.3,9,10.3,0.092,10,0.3,0.75
,10:22:00,4,2700,1589.6,0.82,13.3,9,10.3,0.089,10,0.3,0.74
,10:22:01,4,2700,1590.6,0.82,13.3,9,10.3,0.089,10,0.3,0.74
,10:22:02,4,2700,1591.6,0.83,13.3,9,10.3,0.092,10,0.3,0.75
,10:22:03,4,2700,1592.6,0.82,13.3,9,10.4,0.095,10,0.3,0.74
,10:22:04,4,2700,1593.6,0.82,13.3,9,10.4,0.095,10,0.3,0.74
,10:22:05,4,2700,1594.6,0.82,13.3,9,10.4,0.089,10,0.3,0.74
,10:22:06,4,2700,1595.6,0.82,13.3,9,10.4,0.089,10,0.3,0.74
,10:22:07,4,2700,1596.6,0.82,13.3,9,10.4,0.089,10,0.3,0.74
,10:22:08,4,2700,1597.6,0.82,13.3,9,10.4,0.092,10,0.3,0.74
,10:22:09,4,2700,1598.6,0.82,13.3,9,10.4,0.092,10,0.3,0.74
,10:22:10,4,2700,1599.6,0.82,13.3,9,10.4,0.092,10,0.3,0.74
,10:22:11,4,2700,1600.6,0.82,13.3,9,10.4,0.092,10,0.3,0.74
,10:22:12,4,2700,1601.6,0.82,13.3,9,10.4,0.094,10,0.3,0.74
,10:22:13,4,2700,1602.6,0.82,13.3,9,10.4,0.092,10,0.3,0.74
,10:22:14,4,2700,1603.6,0.82,13.3,9,10.4,0.092,10,0.3,0.74
,10:22:15,4,2700,1604.6,0.82,13.3,9,10.4,0.092,10,0.3,0.74
,10:22:16,4,2700,1605.6,0.82,13.3,9,10.5,0.091,10,0.3,0.74
,10:22:17,4,2700,1606.6,0.82,13.3,9,10.5,0.088,10,0.3,0.74
,10:22:18,4,2700,1607.6,0.82,13.3,9,10.5,0.091,10,0.3,0.74
,10:22:19,4,2700,1608.6,0.82,13.3,9,10.5,0.091,10,0.3,0.74
,10:22:20,4,2700,1609.6,0.82,13.3,9,10.5,0.094,10,0.3,0.74
,10:22:21,4,2700,1610.6,0.82,13.3,9,10.5,0.092,10,0.3,0.74
,10:22:22,4,2700,1611.6,0.83,13.3,9,10.5,0.09,10,0.3,0.75
,10:22:23,4,2700,1612.6,0.83,13.3,9,10.5,0.09,10,0.3,0.75
,10:22:24,4,2700,1613.6,0.82,13.3,9,10.5,0.092,10,0.3,0.74
,10:22:25,4,2700,1614.6,0.82,13.3,9,10.6,0.092,10,0.3,0.74
,10:22:26,4,2700,1615.6,0.82,13.3,9,10.6,0.091,10,0.3,0.74
,10:22:27,4,2700,1616.6,0.82,13.3,9,10.6,0.088,10,0.3,0.74
,10:22:28,4,2700,1617.6,0.82,13.3,9,10.6,0.088,10,0.3,0.74
,10:22:29,4,2700,1618.6,0.82,13.3,9,10.6,0.091,10,0.3,0.74
,10:22:30,4,2700,1619.6,0.82,13.3,9,10.6,0.088,10,0.3,0.74
,10:22:31,4,2700,1620.6,0.82,13.3,9,10.6,0.091,10,0.3,0.74
,10:22:32,4,2700,1621.6,0.82,13.3,9,10.6,0.092,10,0.3,0.74
,10:22:33,4,2700,1622.6,0.82,13.3,9,10.6,0.092,10,0.3,0.74
,10:22:34,4,2700,1623.6,0.82,13.3,9,10.6,0.092,10,0.3,0.74
,10:22:35,4,2700,1624.6,0.82,13.3,9,10.6,0.089,10,0.3,0.74
,10:22:36,4,2700,1625.6,0.82,13.3,9,10.7,0.092,10,0.3,0.74
,10:22:37,4,2700,1626.6,0.82,13.3,9,10.7,0.092,10,0.3,0.74
,10:22:38,4,2700,1627.6,0.82,13.3,9,10.7,0.092,10,0.3,0.74
,10:22:39,4,2700,1628.6,0.82,13.3,9,10.7,0.089,10,0.3,0.74
,10:22:40,4,2700,1629.6,0.82,13.3,9,10.7,0.092,10,0.3,0.74
,10:22:41,4,2700,1630.6,0.83,13.3,9,10.7,0.092,10,0.3,0.74
,10:22:42,4,2700,1631.6,0.82,13.3,9,10.7,0.092,10,0.3,0.74
,10:22:43,4,2700,1632.6,0.82,13.3,9,10.8,0.089,10,0.3,0.74
,10:22:44,4,2700,1633.6,0.82,13.3,9,10.8,0.089,10,0.3,0.74
,10:22:45,4,2700,1634.6,0.82,13.3,9,10.8,0.094,10,0.3,0.74
,10:22:46,4,2700,1635.6,0.82,13.3,8,10.8,0.097,10,0.3,0.74
,10:22:47,4,2700,1636.6,0.81,13.3,9,10.8,0.093,10,0.3,0.73
,10:22:48,4,2700,1637.6,0.81,13.3,9,10.8,0.088,10,0.3,0.73
,10:22:49,4,2700,1638.6,0.81,13.3,9,10.8,0.086,10,0.3,0.73
,10:22:50,4,2700,1639.6,0.81,13.3,9,10.8,0.086,10,0.3,0.74
,10:22:51,4,2700,1640.6,0.82,13.3,9,10.8,0.088,10,0.3,0.74
,10:22:52,4,2700,1641.6,0.81,13.3,9,10.8,0.091,10,0.3,0.73
,10:22:53,4,2700,1642.6,0.81,13.3,9,10.9,0.09,10,0.3,0.73
,10:22:54,4,2700,1643.6,0.8,13.3,9,10.9,0.09,10,0.3,0.72
,10:22:55,4,2700,1644.6,0.81,13.3,9,10.9,0.092,10,0.3,0.73
,10:22:56,4,2700,1645.6,0.81,13.3,9,10.9,0.093,10,0.3,0.73
,10:22:57,4,2700,1646.6,0.82,13.3,9,10.9,0.092,10,0.3,0.74
,10:22:58,4,2700,1647.6,0.84,13.3,9,10.9,0.093,10,0.3,0.75
,10:22:59,4,2700,1648.6,0.84,13.3,9,10.9,0.097,10,0.3,0.76
,10:23:00,4,2700,1649.6,0.84,13.3,9,11,0.097,10,0.3,0.76
,10:23:01,4,2700,1650.6,0.84,13.3,9,11,0.096,10,0.3,0.76
,10:23:02,4,2700,1651.6,0.84,13.3,9,11,0.094,10,0.3,0.76
,10:23:03,4,2700,1652.6,0.85,13.3,9,11,0.092,10,0.3,0.76
,10:23:04,4,2700,1653.6,0.85,13.3,9,11,0.092,10,0.3,0.77
,10:23:05,4,2700,1654.6,0.86,13.3,9,11,0.093,10,0.3,0.77
,10:23:06,4,2700,1655.6,0.86,13.3,9,11,0.093,10,0.3,0.78
,10:23:07,4,2700,1656.6,0.86,13.3,9,11,0.094,10,0.3,0.78
,10:23:08,4,2700,1657.6,0.86,13.3,9,11,0.096,10,0.3,0.78
,10:23:09,4,2700,1658.6,0.87,13.3,9,11,0.097,10,0.3,0.78
,10:23:10,4,2700,1659.6,0.87,13.3,9,11.1,0.094,10,0.3,0.78
,10:23:11,4,2700,1660.6,0.86,13.3,9,11.1,0.094,10,0.3,0.78
,10:23:12,4,2700,1661.6,0.85,13.3,9,11.1,0.095,10,0.3,0.77
,10:23:13,4,2700,1662.6,0.84,13.3,9,11.1,0.094,10,0.3,0.76
,10:23:14,4,2700,1663.6,0.83,13.3,9,11.1,0.093,10,0.3,0.75
,10:23:15,4,2700,1664.6,0.83,13.3,9,11.1,0.092,10,0.3,0.75
,10:23:16,4,2700,1665.6,0.82,13.3,9,11.2,0.092,10,0.3,0.74
,10:23:17,4,2700,1666.6,0.82,13.3,9,11.2,0.094,10,0.3,0.74
,10:23:18,4,2700,1667.6,0.82,13.3,9,11.2,0.091,10,0.3,0.74
,10:23:19,4,2700,1668.6,0.81,13.3,9,11.2,0.088,10,0.3,0.73
,10:23:20,4,2700,1669.6,0.81,13.3,9,11.2,0.09,10,0.3,0.73
,10:23:21,4,2700,1670.6,0.81,13.3,9,11.2,0.09,10,0.3,0.73
,10:23:22,4,2700,1671.6,0.81,13.3,9,11.3,0.092,10,0.3,0.73
,10:23:23,4,2700,1672.6,0.81,13.3,9,11.3,0.09,10,0.3,0.73
,10:23:24,4,2700,1673.6,0.81,13.3,9,11.3,0.088,10,0.3,0.73
,10:23:25,4,2700,1674.6,0.81,13.3,9,11.3,0.088,10,0.3,0.73
,10:23:26,4,2700,1675.6,0.81,13.3,9,11.3,0.09,10,0.3,0.73
,10:23:27,4,2700,1676.6,0.81,13.3,9,11.3,0.093,10,0.3,0.73
,10:23:28,4,2700,1677.6,0.81,13.3,9,11.3,0.091,10,0.3,0.73
,10:23:29,4,2700,1678.6,0.82,13.3,9,11.3,0.088,10,0.3,0.74
,10:23:30,4,2700,1679.6,0.82,13.3,9,11.4,0.089,10,0.3,0.74
,10:23:31,4,2700,1680.6,0.82,13.3,9,11.4,0.092,10,0.3,0.74
,10:23:32,4,2700,1681.6,0.82,13.3,9,11.4,0.094,10,0.3,0.74
,10:23:33,4,2700,1682.6,0.82,13.3,9,11.4,0.091,10,0.3,0.74
,10:23:34,4,2700,1683.6,0.82,13.3,9,11.4,0.088,10,0.3,0.74
,10:23:35,4,2700,1684.6,0.82,13.3,9,11.4,0.089,10,0.3,0.74
,10:23:36,4,2700,1685.6,0.82,13.3,9,11.5,0.091,10,0.3,0.74
,10:23:37,4,2700,1686.6,0.82,13.3,9,11.5,0.091,10,0.3,0.74
,10:23:38,4,2700,1687.6,0.82,13.3,9,11.5,0.089,10,0.3,0.74
,10:23:39,4,2700,1688.6,0.82,13.3,9,11.5,0.089,10,0.3,0.74
,10:23:40,4,2700,1689.6,0.82,13.3,9,11.5,0.092,10,0.3,0.74
,10:23:41,4,2700,1690.6,0.82,13.3,8,11.5,0.097,10,0.3,0.74
,10:23:42,4,2700,1691.6,0.82,13.3,9,11.6,0.089,10,0.3,0.74
,10:23:43,4,2700,1692.6,0.82,13.3,9,11.6,0.086,10,0.3,0.74
,10:23:44,4,2700,1693.6,0.82,13.3,9,11.6,0.086,10,0.3,0.74
,10:23:45,4,2700,1694.6,0.82,13.3,9,11.6,0.091,10,0.3,0.74
,10:23:46,4,2700,1695.6,0.82,13.3,9,11.6,0.091,10,0.3,0.74
,10:23:47,4,2700,1696.6,0.82,13.3,9,11.6,0.088,10,0.3,0.74
,10:23:48,4,2700,1697.6,0.81,13.3,9,11.6,0.086,10,0.3,0.73
,10:23:49,4,2700,1698.6,0.81,13.3,9,11.7,0.09,10,0.3,0.73
,10:23:50,4,2700,1699.6,0.8,13.3,9,11.7,0.092,10,0.3,0.72
,10:23:51,4,2700,1700.6,0.81,13.3,9,11.7,0.092,10,0.3,0.73
,10:23:52,4,2700,1701.6,0.81,13.3,9,11.7,0.087,10,0.3,0.73
,10:23:53,4,2700,1702.6,0.81,13.3,9,11.7,0.087,10,0.3,0.73
,10:23:54,4,2700,1703.6,0.8,13.3,9,11.7,0.092,10,0.3,0.72
,10:23:55,4,2700,1704.6,0.8,13.3,9,11.8,0.089,10,0.3,0.72
,10:23:56,4,2700,1705.6,0.8,13.3,9,11.8,0.089,10,0.3,0.72
,10:23:57,4,2700,1706.6,0.8,13.3,9,11.8,0.09,10,0.3,0.72
,10:23:58,4,2700,1707.6,0.81,13.3,9,11.8,0.09,10,0.3,0.73
,10:23:59,4,2700,1708.6,0.81,13.3,9,11.8,0.09,10,0.3,0.73
,10:24:00,4,2700,1709.6,0.81,13.3,9,11.8,0.09,10,0.3,0.73
,10:24:01,4,2700,1710.6,0.81,13.3,9,11.9,0.088,10,0.3,0.73
,10:24:02,4,2700,1711.6,0.81,13.3,9,11.9,0.088,10,0.3,0.73
,10:24:03,4,2700,1712.6,0.81,13.3,9,11.9,0.09,10,0.3,0.73
,10:24:04,4,2700,1713.6,0.8,13.3,9,11.9,0.089,10,0.3,0.72
,10:24:05,4,2700,1714.6,0.8,13.3,9,11.9,0.089,10,0.3,0.72
,10:24:06,4,2700,1715.6,0.8,13.3,9,11.9,0.09,10,0.3,0.72
,10:24:07,4,2700,1716.6,0.81,13.3,9,11.9,0.09,10,0.3,0.73
,10:24:08,4,2700,1717.6,0.81,13.3,9,11.9,0.092,10,0.3,0.73
,10:24:09,4,2700,1718.6,0.8,13.3,9,12,0.09,10,0.3,0.73
,10:24:10,4,2700,1719.6,0.81,13.3,9,12,0.087,10,0.3,0.73
,10:24:11,4,2700,1720.6,0.81,13.3,9,12,0.085,10,0.3,0.73
,10:24:12,4,2700,1721.6,0.81,13.3,9,12,0.087,10,0.3,0.73
,10:24:13,4,2700,1722.6,0.8,13.3,9,12,0.09,10,0.3,0.72
,10:24:14,4,2700,1723.6,0.8,13.3,9,12,0.089,10,0.3,0.72
,10:24:15,4,2700,1724.6,0.8,13.3,9,12.1,0.089,10,0.3,0.72
,10:24:16,4,2700,1725.6,0.8,13.3,9,12.1,0.089,10,0.3,0.72
,10:24:17,4,2700,1726.6,0.8,13.3,9,12.1,0.086,10,0.3,0.72
,10:24:18,4,2700,1727.6,0.8,13.3,9,12.1,0.086,10,0.3,0.72
,10:24:19,4,2700,1728.6,0.8,13.3,9,12.2,0.086,10,0.3,0.72
,10:24:20,4,2700,1729.6,0.8,13.3,9,12.2,0.092,10,0.3,0.72
,10:24:21,4,2700,1730.6,0.8,13.3,9,12.2,0.089,10,0.3,0.72
,10:24:22,4,2700,1731.6,0.8,13.3,9,12.2,0.089,10,0.3,0.72
,10:24:23,4,2700,1732.6,0.8,13.3,9,12.2,0.087,10,0.3,0.72
,10:24:24,4,2700,1733.6,0.81,13.3,9,12.2,0.09,10,0.3,0.73
,10:24:25,4,2700,1734.6,0.81,13.3,9,12.2,0.09,10,0.3,0.73
,10:24:26,4,2700,1735.6,0.81,13.3,9,12.2,0.09,10,0.3,0.73
,10:24:27,4,2700,1736.6,0.81,13.3,9,12.3,0.09,10,0.3,0.73
,10:24:28,4,2700,1737.6,0.81,13.3,9,12.3,0.09,10,0.3,0.73
,10:24:29,4,2700,1738.6,0.82,13.3,9,12.3,0.091,10,0.3,0.74
,10:24:30,4,2700,1739.6,0.83,13.3,9,12.3,0.092,10,0.3,0.75
,10:24:31,4,2700,1740.6,0.83,13.3,9,12.3,0.092,10,0.3,0.75
,10:24:32,4,2700,1741.6,0.83,13.3,9,12.3,0.09,10,0.3,0.75
,10:24:33,4,2700,1742.6,0.82,13.3,9,12.4,0.089,10,0.3,0.74
,10:24:34,4,2700,1743.6,0.83,13.3,9,12.4,0.092,10,0.3,0.75
,10:24:35,4,2700,1744.6,0.82,13.3,9,12.4,0.092,10,0.3,0.74
,10:24:36,4,2700,1745.6,0.82,13.3,9,12.4,0.089,10,0.3,0.74
,10:24:37,4,2700,1746.6,0.82,13.3,9,12.5,0.089,10,0.3,0.74
,10:24:38,4,2700,1747.6,0.82,13.3,9,12.5,0.091,10,0.3,0.74
,10:24:39,4,2700,1748.6,0.82,13.3,9,12.5,0.091,10,0.3,0.74
,10:24:40,4,2700,1749.6,0.82,13.3,9,12.5,0.091,10,0.3,0.74
,10:24:41,4,2700,1750.6,0.82,13.3,9,12.5,0.091,10,0.3,0.74
,10:24:42,4,2700,1751.6,0.81,13.3,9,12.5,0.088,10,0.3,0.73
,10:24:43,4,2700,1752.6,0.82,13.3,9,12.5,0.091,10,0.3,0.74
,10:24:44,4,2700,1753.6,0.82,13.3,9,12.5,0.091,10,0.3,0.74
,10:24:45,4,2700,1754.6,0.82,13.3,9,12.6,0.091,10,0.3,0.74
,10:24:46,4,2700,1755.6,0.82,13.3,9,12.6,0.088,10,0.3,0.74
,10:24:47,4,2700,1756.6,0.81,13.3,9,12.6,0.091,10,0.3,0.73
,10:24:48,4,2700,1757.6,0.81,13.3,9,12.6,0.093,10,0.3,0.73
,10:24:49,4,2700,1758.6,0.81,13.3,9,12.6,0.093,10,0.3,0.73
,10:24:50,4,2700,1759.6,0.82,13.3,9,12.6,0.091,10,0.3,0.74
,10:24:51,4,2700,1760.6,0.82,13.3,9,12.7,0.091,10,0.3,0.74
,10:24:52,4,2700,1761.6,0.82,13.3,9,12.7,0.091,10,0.3,0.74
,10:24:53,4,2700,1762.6,0.82,13.3,9,12.7,0.091,10,0.3,0.74
,10:24:54,4,2700,1763.6,0.81,13.3,9,12.7,0.088,10,0.3,0.73
,10:24:55,4,2700,1764.6,0.82,13.3,9,12.7,0.088,10,0.3,0.74
,10:24:56,4,2700,1765.6,0.82,13.3,9,12.7,0.094,10,0.3,0.74
,10:24:57,4,2700,1766.6,0.81,13.3,9,12.8,0.093,10,0.3,0.73
,10:24:58,4,2700,1767.6,0.82,13.3,9,12.8,0.089,10,0.3,0.74
,10:24:59,4,2700,1768.6,0.82,13.3,9,12.8,0.089,10,0.3,0.74
,10:25:00,4,2700,1769.6,0.82,13.3,9,12.8,0.091,10,0.3,0.74
,10:25:01,4,2700,1770.6,0.82,13.3,9,12.9,0.091,10,0.3,0.74
,10:25:02,4,2700,1771.6,0.82,13.3,9,12.9,0.088,10,0.3,0.74
,10:25:03,4,2700,1772.6,0.82,13.3,9,12.8,0.089,10,0.3,0.74
,10:25:04,4,2700,1773.6,0.83,13.3,9,12.9,0.09,10,0.3,0.75
,10:25:05,4,2700,1774.6,0.84,13.3,9,12.9,0.093,10,0.3,0.76
,10:25:06,4,2700,1775.6,0.84,13.3,9,12.9,0.093,10,0.3,0.75
,10:25:07,4,2700,1776.6,0.84,13.3,9,12.9,0.09,10,0.3,0.75
,10:25:08,4,2700,1777.6,0.83,13.3,9,12.9,0.093,10,0.3,0.75
,10:25:09,4,2700,1778.6,0.83,13.3,9,12.9,0.093,10,0.3,0.75
,10:25:10,4,2700,1779.6,0.83,13.3,9,13,0.092,10,0.3,0.75
,10:25:11,4,2700,1780.6,0.83,13.3,9,13,0.09,10,0.3,0.75
,10:25:12,4,2700,1781.6,0.83,13.3,9,13,0.088,10,0.3,0.75
,10:25:13,4,2700,1782.6,0.84,13.3,9,13,0.091,10,0.3,0.76
,10:25:14,4,2700,1783.6,0.84,13.3,9,13,0.094,10,0.3,0.76
,10:25:15,4,2700,1784.6,0.84,13.3,9,13,0.096,10,0.3,0.76
,10:25:16,4,2700,1785.6,0.84,13.3,9,13.1,0.096,10,0.3,0.75
,10:25:17,4,2700,1786.6,0.83,13.3,9,13.1,0.093,10,0.3,0.75
,10:25:18,4,2700,1787.6,0.82,13.3,9,13.1,0.092,10,0.3,0.74
,10:25:19,4,2700,1788.6,0.81,13.3,9,13.1,0.093,10,0.3,0.73
,10:25:20,4,2700,1789.6,0.81,13.3,9,13.1,0.092,10,0.3,0.73
,10:25:21,4,2700,1790.6,0.81,13.3,9,13.1,0.092,10,0.3,0.73
,10:25:22,4,2700,1791.6,0.81,13.3,9,13.1,0.09,10,0.3,0.73
,10:25:23,4,2700,1792.6,0.82,13.3,9,13.1,0.091,10,0.3,0.74
,10:25:24,4,2700,1793.6,0.82,13.3,9,13.2,0.089,10,0.3,0.74
,10:25:25,4,2700,1794.6,0.82,13.3,9,13.2,0.089,10,0.3,0.74
,10:25:26,4,2700,1795.6,0.82,13.3,9,13.2,0.089,10,0.3,0.74
,10:25:27,4,2700,1796.6,0.82,13.3,9,13.2,0.091,10,0.3,0.73
,10:25:28,4,2700,1797.6,0.81,13.3,9,13.2,0.093,10,0.3,0.73
,10:25:29,4,2700,1798.6,0.81,13.3,9,13.2,0.091,10,0.3,0.74
,10:25:30,4,2700,1799.6,0.82,13.3,9,13.2,0.088,10,0.3,0.74
,10:25:31,4,2700,1800.6,0.82,13.3,9,13.3,0.091,10,0.3,0.74
,10:25:32,4,2700,1801.6,0.82,13.3,9,13.3,0.094,10,0.3,0.73
,10:25:33,4,2700,1802.6,0.81,13.3,9,13.3,0.093,10,0.3,0.73
,10:25:34,4,2700,1803.6,0.81,13.3,9,13.3,0.09,10,0.3,0.73
,10:25:35,4,2700,1804.6,0.81,13.3,9,13.3,0.09,10,0.3,0.73
,10:25:36,4,2700,1805.6,0.81,13.3,9,13.3,0.088,10,0.3,0.73
,10:25:37,4,2700,1806.6,0.81,13.3,9,13.3,0.087,10,0.3,0.73
,10:25:38,4,2700,1807.6,0.81,13.3,9,13.3,0.09,10,0.3,0.73
,10:25:39,4,2700,1808.6,0.8,13.3,9,13.3,0.09,10,0.3,0.72
,10:25:40,4,2700,1809.6,0.8,13.3,9,13.4,0.09,10,0.3,0.72
,10:25:41,4,2700,1810.6,0.81,13.3,9,13.3,0.09,10,0.3,0.73
,10:25:42,4,2700,1811.6,0.81,13.3,9,13.4,0.09,10,0.3,0.73
,10:25:43,4,2700,1812.6,0.81,13.3,9,13.4,0.091,10,0.3,0.73
,10:25:44,4,2700,1813.6,0.81,13.3,9,13.4,0.088,10,0.3,0.73
,10:25:45,4,2700,1814.6,0.81,13.3,9,13.4,0.09,10,0.3,0.73
,10:25:46,4,2700,1815.6,0.81,13.3,9,13.4,0.09,10,0.3,0.73
,10:25:47,4,2700,1816.6,0.81,13.3,9,13.4,0.092,10,0.3,0.73
,10:25:48,4,2700,1817.6,0.81,13.3,9,13.4,0.092,10,0.3,0.73
,10:25:49,4,2700,1818.6,0.8,13.3,9,13.4,0.087,10,0.3,0.72
,10:25:50,4,2700,1819.6,0.81,13.3,9,13.4,0.087,10,0.3,0.73
,10:25:51,4,2700,1820.6,0.8,13.3,9,13.5,0.087,10,0.3,0.72
,10:25:52,4,2700,1821.6,0.8,13.3,9,13.5,0.089,10,0.3,0.72
,10:25:53,4,2700,1822.6,0.79,13.3,9,13.5,0.088,10,0.3,0.72
,10:25:54,4,2700,1823.6,0.8,13.3,9,13.5,0.089,10,0.3,0.72
,10:25:55,4,2700,1824.6,0.8,13.3,9,13.5,0.089,10,0.3,0.72
,10:25:56,4,2700,1825.6,0.8,13.3,9,13.5,0.089,10,0.3,0.72
,10:25:57,4,2700,1826.6,0.8,13.3,9,13.5,0.087,10,0.3,0.72
