Data file,,SORONA_ISO10_-8C_006.TSV,,,,,,,,,,
,13:11:47,4,3600,72.3,0.69,13.3,7,-8.8,0.1,10,4.6,0.65
,13:11:48,4,3600,73.3,0.69,13.3,7,-8.8,0.099,10,3.2,0.64
,13:11:49,4,3600,74.3,0.69,13.3,7,-8.8,0.096,10,3.2,0.65
,13:11:50,4,3600,75.3,0.69,13.3,7,-8.8,0.093,10,3.2,0.64
,13:11:51,4,3600,76.3,0.69,13.3,7,-8.8,0.096,10,2.9,0.64
,13:11:52,4,3600,77.3,0.68,13.3,7,-8.8,0.102,10,2.7,0.64
,13:11:53,4,3600,78.3,0.68,13.3,7,-8.8,0.102,10,2.3,0.63
,13:11:54,4,3600,79.3,0.68,13.3,6,-8.8,0.105,10,1.5,0.63
,13:11:55,4,3600,80.3,0.68,13.3,6,-8.8,0.106,10,1.3,0.63
,13:11:56,4,3600,81.3,0.68,13.3,7,-8.8,0.102,10,0.9,0.64
,13:11:57,4,3600,82.3,0.69,13.3,7,-8.8,0.103,10,0.6,0.64
,13:11:58,4,3600,83.3,0.69,13.3,7,-8.8,0.099,10,0.6,0.64
,13:11:59,4,3600,84.3,0.69,13.3,7,-8.8,0.096,10,0.7,0.64
,13:12:00,4,3600,85.3,0.69,13.3,7,-8.8,0.093,10,0.8,0.64
,13:12:01,4,3600,86.3,0.69,13.3,7,-8.8,0.096,10,0.7,0.64
,13:12:02,4,3600,87.3,0.68,13.3,7,-8.8,0.099,10,0.7,0.64
,13:12:03,4,3600,88.3,0.68,13.3,7,-8.8,0.102,10,0.6,0.63
,13:12:04,4,3600,89.3,0.68,13.3,6,-8.7,0.106,10,0.6,0.63
,13:12:05,4,3600,90.3,0.68,13.3,6,-8.8,0.107,10,0.8,0.64
,13:12:06,4,3600,91.3,0.69,13.3,6,-8.8,0.107,10,1.4,0.64
,13:12:07,4,3600,92.3,0.69,13.3,6,-8.7,0.108,10,2.2,0.65
,13:12:08,4,3600,93.3,0.69,13.3,7,-8.7,0.104,10,2.6,0.65
,13:12:09,4,3600,94.3,0.69,13.3,7,-8.7,0.104,10,3,0.65
,13:12:10,4,3600,95.3,0.69,13.3,7,-8.7,0.1,10,3.6,0.65
,13:12:11,4,3600,96.3,0.69,13.3,7,-8.7,0.1,10,4.4,0.65
,13:12:12,4,3600,97.3,0.7,13.3,7,-8.7,0.104,10,4.4,0.65
,13:12:13,4,3600,98.3,0.7,13.3,7,-8.7,0.105,10,4.2,0.66
,13:12:14,4,3600,99.3,0.7,13.3,7,-8.6,0.106,10,4,0.66
,13:12:15,4,3600,100.3,0.7,13.3,7,-8.6,0.102,10,4.5,0.66
,13:12:16,4,3600,101.3,0.7,13.3,7,-8.6,0.101,10,4.5,0.65
,13:12:17,4,3600,102.3,0.7,13.3,7,-8.6,0.101,10,4,0.66
,13:12:18,4,3600,103.3,0.7,13.3,7,-8.6,0.097,10,3.6,0.65
,13:12:19,4,3600,104.3,0.7,13.3,7,-8.6,0.094,10,3.6,0.65
,13:12:20,4,3600,105.3,0.7,13.3,7,-8.5,0.094,10,4.3,0.65
,13:12:21,4,3600,106.3,0.7,13.3,7,-8.5,0.097,10,4,0.65
,13:12:22,4,3600,107.3,0.7,13.3,7,-8.5,0.101,10,3.6,0.65
,13:12:23,4,3600,108.3,0.69,13.3,7,-8.5,0.104,10,3.5,0.65
,13:12:24,4,3600,109.3,0.69,13.3,6,-8.5,0.108,10,4,0.65
,13:12:25,4,3600,110.3,0.69,13.3,7,-8.5,0.104,10,5,0.65
,13:12:26,4,3600,111.3,0.7,13.3,7,-8.5,0.105,10,5.5,0.65
,13:12:27,4,3600,112.3,0.7,13.3,7,-8.5,0.101,10,6.1,0.65
,13:12:28,4,3600,113.3,0.7,13.3,7,-8.5,0.101,10,6.5,0.65
,13:12:29,4,3600,114.3,0.7,13.3,7,-8.5,0.101,10,6.8,0.65
,13:12:30,4,3600,115.3,0.7,13.3,7,-8.5,0.105,10,6.9,0.65
,13:12:31,4,3600,116.3,0.7,13.3,7,-8.4,0.101,10,6.6,0.66
,13:12:32,4,3600,117.3,0.7,13.3,7,-8.4,0.098,10,6.6,0.66
,13:12:33,4,3600,118.3,0.7,13.3,7,-8.4,0.098,10,7.2,0.66
,13:12:34,4,3600,119.3,0.7,13.3,7,-8.4,0.101,10,7.4,0.66
,13:12:35,4,3600,120.3,0.7,13.3,7,-8.4,0.105,10,6.6,0.65
,13:12:36,4,3600,121.3,0.7,13.3,7,-8.4,0.104,10,6.6,0.65
,13:12:37,4,3600,122.3,0.7,13.3,7,-8.4,0.105,10,6.6,0.65
,13:12:38,4,3600,123.3,0.7,13.3,7,-8.4,0.106,10,6.6,0.66
,13:12:39,4,3600,124.3,0.71,13.3,7,-8.4,0.106,10,6.5,0.66
,13:12:40,4,3600,125.3,0.71,13.3,7,-8.4,0.106,10,6.9,0.66
,13:12:41,4,3600,126.3,0.71,13.3,7,-8.4,0.106,10,7,0.66
,13:12:42,4,3600,127.3,0.71,13.3,7,-8.4,0.106,10,7.8,0.66
,13:12:43,4,3600,128.3,0.71,13.3,7,-8.4,0.106,10,8.6,0.66
,13:12:44,4,3600,129.3,0.71,13.3,7,-8.4,0.107,10,8.8,0.67
,13:12:45,4,3600,130.3,0.71,13.3,7,-8.4,0.102,10,7.4,0.66
,13:12:46,4,3600,131.3,0.71,13.3,7,-8.4,0.102,10,6.6,0.66
,13:12:47,4,3600,132.3,0.71,13.3,7,-8.4,0.098,10,5.8,0.66
,13:12:48,4,3600,133.3,0.71,13.3,7,-8.4,0.099,10,5.2,0.67
,13:12:49,4,3600,134.3,0.71,13.3,7,-8.4,0.099,10,4.8,0.66
,13:12:50,4,3600,135.3,0.7,13.3,7,-8.4,0.101,10,4.5,0.66
,13:12:51,4,3600,136.3,0.7,13.3,7,-8.4,0.104,10,4.3,0.65
,13:12:52,4,3600,137.3,0.69,13.3,7,-8.4,0.104,10,4.2,0.65
,13:12:53,4,3600,138.3,0.7,13.3,7,-8.4,0.105,10,3.7,0.66
,13:12:54,4,3600,139.3,0.71,13.3,7,-8.4,0.106,10,3.2,0.66
,13:12:55,4,3600,140.3,0.71,13.3,7,-8.4,0.107,10,2.9,0.67
,13:12:56,4,3600,141.3,0.7,13.3,7,-8.4,0.106,10,2.5,0.66
,13:12:57,4,3600,142.3,0.7,13.3,7,-8.4,0.098,10,2.2,0.66
,13:12:58,4,3600,143.3,0.7,13.3,7,-8.3,0.098,10,2,0.66
,13:12:59,4,3600,144.3,0.7,13.3,7,-8.3,0.098,10,1.9,0.66
,13:13:00,4,3600,145.3,0.7,13.3,7,-8.3,0.105,10,1.8,0.66
,13:13:01,4,3600,146.3,0.7,13.3,7,-8.3,0.101,10,1.8,0.65
,13:13:02,4,3600,147.3,0.7,13.3,7,-8.3,0.101,10,1.8,0.65
,13:13:03,4,3600,148.3,0.7,13.3,7,-8.3,0.105,10,1.9,0.65
,13:13:04,4,3600,149.3,0.7,13.3,7,-8.3,0.105,10,2,0.66
,13:13:05,4,3600,150.3,0.7,13.3,7,-8.3,0.101,10,2.2,0.66
,13:13:06,4,3600,151.3,0.7,13.3,7,-8.3,0.101,10,2.4,0.66
,13:13:07,4,3600,152.3,0.7,13.3,7,-8.3,0.101,10,2.7,0.65
,13:13:08,4,3600,153.3,0.7,13.3,7,-8.3,0.101,10,2.8,0.65
,13:13:09,4,3600,154.3,0.7,13.3,7,-8.3,0.105,10,3,0.66
,13:13:10,4,3600,155.3,0.7,13.3,6,-8.3,0.11,10,3,0.66
,13:13:11,4,3600,156.3,0.71,13.3,7,-8.3,0.106,10,3,0.66
,13:13:12,4,3600,157.3,0.71,13.3,7,-8.3,0.106,10,3,0.66
,13:13:13,4,3600,158.3,0.7,13.3,7,-8.3,0.102,10,3,0.66
,13:13:14,4,3600,159.3,0.7,13.3,7,-8.3,0.098,10,3,0.65
,13:13:15,4,3600,160.3,0.7,13.3,7,-8.3,0.098,10,3,0.66
,13:13:16,4,3600,161.3,0.7,13.3,7,-8.3,0.101,10,2.9,0.65
,13:13:17,4,3600,162.3,0.7,13.3,7,-8.3,0.101,10,3.1,0.66
,13:13:18,4,3600,163.3,0.7,13.3,7,-8.3,0.101,10,3.1,0.66
,13:13:19,4,3600,164.3,0.7,13.3,7,-8.3,0.101,10,3.2,0.65
,13:13:20,4,3600,165.3,0.69,13.3,7,-8.3,0.104,10,3.4,0.65
,13:13:21,4,3600,166.3,0.69,13.3,6,-8.3,0.108,10,3.7,0.65
,13:13:22,4,3600,167.3,0.7,13.3,6,-8.3,0.109,10,3.8,0.66
,13:13:23,4,3600,168.3,0.71,13.3,7,-8.3,0.106,10,3.8,0.66
,13:13:24,4,3600,169.3,0.71,13.3,7,-8.3,0.103,10,3.6,0.67
,13:13:25,4,3600,170.3,0.71,13.3,7,-8.3,0.099,10,3.4,0.66
,13:13:26,4,3600,171.3,0.7,13.3,7,-8.3,0.095,10,3.2,0.66
,13:13:27,4,3600,172.3,0.7,13.3,7,-8.3,0.095,10,3.2,0.66
,13:13:28,4,3600,173.3,0.7,13.3,7,-8.3,0.098,10,3.1,0.66
,13:13:29,4,3600,174.3,0.7,13.3,7,-8.3,0.101,10,3,0.65
,13:13:30,4,3600,175.3,0.7,13.3,7,-8.3,0.101,10,2.9,0.65
,13:13:31,4,3600,176.3,0.7,13.3,7,-8.3,0.101,10,2.7,0.65
,13:13:32,4,3600,177.3,0.7,13.3,7,-8.3,0.104,10,2.5,0.65
,13:13:33,4,3600,178.3,0.7,13.3,7,-8.3,0.105,10,2.4,0.65
,13:13:34,4,3600,179.3,0.7,13.3,7,-8.3,0.105,10,2.3,0.65
,13:13:35,4,3600,180.3,0.7,13.3,6,-8.3,0.109,10,2.3,0.65
,13:13:36,4,3600,181.3,0.7,13.3,7,-8.3,0.105,10,2.2,0.65
,13:13:37,4,3600,182.3,0.7,13.3,7,-8.3,0.105,10,2.1,0.65
,13:13:38,4,3600,183.3,0.7,13.3,7,-8.3,0.105,10,1.9,0.66
,13:13:39,4,3600,184.3,0.7,13.3,7,-8.3,0.105,10,1.8,0.66
,13:13:40,4,3600,185.3,0.7,13.3,7,-8.2,0.102,10,1.6,0.66
,13:13:41,4,3600,186.3,0.7,13.3,7,-8.3,0.102,10,1.4,0.66
,13:13:42,4,3600,187.3,0.7,13.3,7,-8.3,0.102,10,1.2,0.66
,13:13:43,4,3600,188.3,0.71,13.3,7,-8.2,0.102,10,1.2,0.67
,13:13:44,4,3600,189.3,0.71,13.3,7,-8.2,0.102,10,1.1,0.66
,13:13:45,4,3600,190.3,0.71,13.3,7,-8.2,0.107,10,1.1,0.67
,13:13:46,4,3600,191.3,0.71,13.3,6,-8.2,0.111,10,1.1,0.66
,13:13:47,4,3600,192.3,0.71,13.3,6,-8.2,0.111,10,1,0.67
,13:13:48,4,3600,193.3,0.71,13.3,6,-8.2,0.111,10,1,0.67
,13:13:49,4,3600,194.3,0.71,13.3,7,-8.2,0.106,10,1,0.66
,13:13:50,4,3600,195.3,0.71,13.3,7,-8.2,0.106,10,1,0.66
,13:13:51,4,3600,196.3,0.71,13.3,7,-8.2,0.102,10,1,0.66
,13:13:52,4,3600,197.3,0.71,13.3,7,-8.2,0.103,10,1,0.67
,13:13:53,4,3600,198.3,0.71,13.3,7,-8.1,0.102,10,1.1,0.66
,13:13:54,4,3600,199.3,0.71,13.3,7,-8.1,0.102,10,1.1,0.66
,13:13:55,4,3600,200.3,0.7,13.3,7,-8.1,0.102,10,1.2,0.66
,13:13:56,4,3600,201.3,0.7,13.3,7,-8.1,0.102,10,1.2,0.66
,13:13:57,4,3600,202.3,0.7,13.3,7,-8.1,0.098,10,1.2,0.66
,13:13:58,4,3600,203.3,0.7,13.3,7,-8.1,0.098,10,1.2,0.66
,13:13:59,4,3600,204.3,0.71,13.3,7,-8.1,0.099,10,1.2,0.66
,13:14:00,4,3600,205.3,0.71,13.3,7,-8.1,0.102,10,1.2,0.66
,13:14:01,4,3600,206.3,0.71,13.3,7,-8.1,0.102,10,1.1,0.66
,13:14:02,4,3600,207.3,0.7,13.3,7,-8.1,0.104,10,1.1,0.65
,13:14:03,4,3600,208.3,0.7,13.3,7,-8.1,0.105,10,1.1,0.66
,13:14:04,4,3600,209.3,0.71,13.3,7,-8,0.106,10,1,0.66
,13:14:05,4,3600,210.3,0.72,13.3,6,-8,0.112,10,1,0.67
,13:14:06,4,3600,211.3,0.71,13.3,6,-8,0.111,10,0.9,0.67
,13:14:07,4,3600,212.3,0.7,13.3,7,-8,0.106,10,0.9,0.66
,13:14:08,4,3600,213.3,0.7,13.3,6,-8,0.109,10,0.9,0.65
,13:14:09,4,3600,214.3,0.7,13.3,6,-8,0.109,10,0.9,0.65
,13:14:10,4,3600,215.3,0.7,13.3,7,-8,0.102,10,0.8,0.66
,13:14:11,4,3600,216.3,0.7,13.3,7,-8,0.098,10,0.8,0.66
,13:14:12,4,3600,217.3,0.71,13.3,7,-8,0.102,10,0.8,0.66
,13:14:13,4,3600,218.3,0.71,13.3,7,-8,0.102,10,0.8,0.66
,13:14:14,4,3600,219.3,0.71,13.3,7,-8,0.102,10,0.8,0.66
,13:14:15,4,3600,220.3,0.71,13.3,7,-8,0.098,10,0.7,0.66
,13:14:16,4,3600,221.3,0.71,13.3,7,-8,0.095,10,0.7,0.66
,13:14:17,4,3600,222.3,0.71,13.3,7,-7.9,0.099,10,0.7,0.66
,13:14:18,4,3600,223.3,0.71,13.3,7,-7.9,0.107,10,0.7,0.66
,13:14:19,4,3600,224.3,0.71,13.3,7,-7.9,0.106,10,0.7,0.66
,13:14:20,4,3600,225.3,0.7,13.3,7,-7.9,0.106,10,0.7,0.66
,13:14:21,4,3600,226.3,0.7,13.3,7,-7.9,0.105,10,0.7,0.66
,13:14:22,4,3600,227.3,0.71,13.3,7,-7.9,0.102,10,0.7,0.66
,13:14:23,4,3600,228.3,0.71,13.3,7,-7.9,0.102,10,0.7,0.66
,13:14:24,4,3600,229.3,0.7,13.3,7,-7.9,0.102,10,0.7,0.66
,13:14:25,4,3600,230.3,0.7,13.3,7,-7.9,0.101,10,0.7,0.65
,13:14:26,4,3600,231.3,0.7,13.3,7,-7.9,0.101,10,0.7,0.65
,13:14:27,4,3600,232.3,0.7,13.3,7,-7.8,0.104,10,0.7,0.65
,13:14:28,4,3600,233.3,0.7,13.3,7,-7.8,0.105,10,0.7,0.65
,13:14:29,4,3600,234.3,0.7,13.3,7,-7.8,0.106,10,0.7,0.66
,13:14:30,4,3600,235.3,0.7,13.3,7,-7.8,0.106,10,0.7,0.66
,13:14:31,4,3600,236.3,0.7,13.3,7,-7.8,0.106,10,0.7,0.66
,13:14:32,4,3600,237.3,0.7,13.3,7,-7.8,0.106,10,0.7,0.66
,13:14:33,4,3600,238.3,0.7,13.3,7,-7.8,0.106,10,0.7,0.66
,13:14:34,4,3600,239.3,0.7,13.3,7,-7.8,0.101,10,0.7,0.66
,13:14:35,4,3600,240.3,0.7,13.3,7,-7.7,0.101,10,0.7,0.65
,13:14:36,4,3600,241.3,0.69,13.3,7,-7.7,0.1,10,0.7,0.65
,13:14:37,4,3600,242.3,0.69,13.3,7,-7.7,0.1,10,0.7,0.65
,13:14:38,4,3600,243.3,0.7,13.3,7,-7.7,0.105,10,0.7,0.65
,13:14:39,4,3600,244.3,0.7,13.3,7,-7.7,0.105,10,0.7,0.65
,13:14:40,4,3600,245.3,0.7,13.3,7,-7.7,0.104,10,0.7,0.65
,13:14:41,4,3600,246.3,0.69,13.3,7,-7.7,0.1,10,0.7,0.65
,13:14:42,4,3600,247.3,0.69,13.3,7,-7.7,0.1,10,0.7,0.65
,13:14:43,4,3600,248.3,0.7,13.3,7,-7.7,0.104,10,0.7,0.65
,13:14:44,4,3600,249.3,0.69,13.3,7,-7.7,0.1,10,0.8,0.65
,13:14:45,4,3600,250.3,0.69,13.3,7,-7.6,0.1,10,0.8,0.65
,13:14:46,4,3600,251.3,0.69,13.3,7,-7.6,0.099,10,0.8,0.64
,13:14:47,4,3600,252.3,0.69,13.3,7,-7.6,0.1,10,0.8,0.65
,13:14:48,4,3600,253.3,0.69,13.3,7,-7.6,0.1,10,0.8,0.65
,13:14:49,4,3600,254.3,0.7,13.3,7,-7.6,0.101,10,0.8,0.65
,13:14:50,4,3600,255.3,0.7,13.3,7,-7.6,0.104,10,0.8,0.65
,13:14:51,4,3600,256.3,0.69,13.3,7,-7.6,0.104,10,0.8,0.65
,13:14:52,4,3600,257.3,0.69,13.3,7,-7.6,0.1,10,0.9,0.65
,13:14:53,4,3600,258.3,0.69,13.3,7,-7.6,0.1,10,0.9,0.65
,13:14:54,4,3600,259.3,0.69,13.3,7,-7.6,0.1,10,0.9,0.65
,13:14:55,4,3600,260.3,0.7,13.3,7,-7.5,0.101,10,0.9,0.65
,13:14:56,4,3600,261.3,0.7,13.3,7,-7.5,0.101,10,0.9,0.65
,13:14:57,4,3600,262.3,0.7,13.3,7,-7.5,0.097,10,0.9,0.65
,13:14:58,4,3600,263.3,0.69,13.3,7,-7.5,0.1,10,0.9,0.65
,13:14:59,4,3600,264.3,0.69,13.3,7,-7.5,0.1,10,0.9,0.65
,13:15:00,4,3600,265.3,0.69,13.3,7,-7.5,0.099,10,0.9,0.64
,13:15:01,4,3600,266.3,0.69,13.3,7,-7.5,0.104,10,0.9,0.65
,13:15:02,4,3600,267.3,0.69,13.3,7,-7.5,0.104,10,0.9,0.65
,13:15:03,4,3600,268.3,0.7,13.3,7,-7.5,0.104,10,0.9,0.65
,13:15:04,4,3600,269.3,0.7,13.3,7,-7.5,0.101,10,0.9,0.66
,13:15:05,4,3600,270.3,0.7,13.3,7,-7.5,0.101,10,0.9,0.66
,13:15:06,4,3600,271.3,0.7,13.3,7,-7.5,0.101,10,0.9,0.66
,13:15:07,4,3600,272.3,0.69,13.3,7,-7.4,0.104,10,0.9,0.65
,13:15:08,4,3600,273.3,0.69,13.3,7,-7.4,0.103,10,0.9,0.64
,13:15:09,4,3600,274.3,0.69,13.3,7,-7.4,0.103,10,0.9,0.64
,13:15:10,4,3600,275.3,0.69,13.3,7,-7.4,0.099,10,0.9,0.64
,13:15:11,4,3600,276.3,0.7,13.3,7,-7.4,0.104,10,0.9,0.65
,13:15:12,4,3600,277.3,0.7,13.3,7,-7.4,0.105,10,0.9,0.66
,13:15:13,4,3600,278.3,0.71,13.3,7,-7.4,0.102,10,0.9,0.66
,13:15:14,4,3600,279.3,0.7,13.3,7,-7.4,0.098,10,0.9,0.66
,13:15:15,4,3600,280.3,0.7,13.3,7,-7.4,0.098,10,0.9,0.66
,13:15:16,4,3600,281.3,0.7,13.3,7,-7.4,0.094,10,0.9,0.65
,13:15:17,4,3600,282.3,0.69,13.3,7,-7.4,0.1,10,0.9,0.65
,13:15:18,4,3600,283.3,0.69,13.3,7,-7.4,0.104,10,0.9,0.65
,13:15:19,4,3600,284.3,0.69,13.3,7,-7.4,0.103,10,0.9,0.64
,13:15:20,4,3600,285.3,0.69,13.3,7,-7.3,0.103,10,1,0.64
,13:15:21,4,3600,286.3,0.69,13.3,7,-7.3,0.104,10,0.9,0.65
,13:15:22,4,3600,287.3,0.69,13.3,7,-7.3,0.1,10,1,0.65
,13:15:23,4,3600,288.3,0.7,13.3,7,-7.3,0.105,10,1,0.65
,13:15:24,4,3600,289.3,0.7,13.3,7,-7.3,0.104,10,1,0.65
,13:15:25,4,3600,290.3,0.7,13.3,7,-7.3,0.104,10,1,0.65
,13:15:26,4,3600,291.3,0.69,13.3,7,-7.3,0.104,10,1,0.65
,13:15:27,4,3600,292.3,0.69,13.3,7,-7.3,0.104,10,1,0.65
,13:15:28,4,3600,293.3,0.69,13.3,7,-7.2,0.104,10,1,0.65
,13:15:29,4,3600,294.3,0.69,13.3,7,-7.2,0.1,10,0.9,0.65
,13:15:30,4,3600,295.3,0.7,13.3,7,-7.2,0.102,10,1,0.66
,13:15:31,4,3600,296.3,0.7,13.3,7,-7.2,0.102,10,1,0.66
,13:15:32,4,3600,297.3,0.7,13.3,7,-7.2,0.098,10,0.9,0.66
,13:15:33,4,3600,298.3,0.7,13.3,7,-7.2,0.097,10,1,0.65
,13:15:34,4,3600,299.3,0.7,13.3,7,-7.2,0.097,10,1,0.65
,13:15:35,4,3600,300.3,0.7,13.3,7,-7.1,0.101,10,1,0.65
,13:15:36,4,3600,301.3,0.69,13.3,7,-7.1,0.103,10,1,0.64
,13:15:37,4,3600,302.3,0.69,13.3,7,-7.2,0.103,10,0.9,0.64
,13:15:38,4,3600,303.3,0.69,13.3,7,-7.1,0.103,10,1,0.64
,13:15:39,4,3600,304.3,0.69,13.3,7,-7.1,0.104,10,1,0.65
,13:15:40,4,3600,305.3,0.69,13.3,7,-7.1,0.104,10,1,0.65
,13:15:41,4,3600,306.3,0.7,13.3,7,-7.1,0.105,10,1,0.66
,13:15:42,4,3600,307.3,0.7,13.3,7,-7.1,0.104,10,1,0.65
,13:15:43,4,3600,308.3,0.69,13.3,7,-7.1,0.104,10,1,0.65
,13:15:44,4,3600,309.3,0.69,13.3,7,-7.1,0.103,10,1,0.64
,13:15:45,4,3600,310.3,0.68,13.3,7,-7,0.102,10,1,0.64
,13:15:46,4,3600,311.3,0.68,13.3,7,-7,0.098,10,1,0.64
,13:15:47,4,3600,312.3,0.68,13.3,7,-7,0.098,10,1,0.64
,13:15:48,4,3600,313.3,0.69,13.3,7,-7,0.099,10,1,0.65
,13:15:49,4,3600,314.3,0.7,13.3,7,-7,0.097,10,1,0.65
,13:15:50,4,3600,315.3,0.7,13.3,7,-7,0.097,10,1,0.65
,13:15:51,4,3600,316.3,0.7,13.3,7,-7,0.094,10,1,0.65
,13:15:52,4,3600,317.3,0.7,13.3,7,-7,0.097,10,1,0.65
,13:15:53,4,3600,318.3,0.7,13.3,7,-7,0.094,10,1,0.65
,13:15:54,4,3600,319.3,0.69,13.3,7,-7,0.096,10,1,0.65
,13:15:55,4,3600,320.3,0.68,13.3,7,-6.9,0.095,10,1,0.64
,13:15:56,4,3600,321.3,0.68,13.3,7,-6.9,0.098,10,1,0.63
,13:15:57,4,3600,322.3,0.68,13.3,7,-6.9,0.098,10,1,0.63
,13:15:58,4,3600,323.3,0.68,13.3,7,-6.9,0.098,10,1,0.64
,13:15:59,4,3600,324.3,0.68,13.3,7,-6.9,0.098,10,1,0.63
,13:16:00,4,3600,325.3,0.68,13.3,7,-6.9,0.098,10,1,0.64
,13:16:01,4,3600,326.3,0.68,13.3,7,-6.9,0.098,10,1,0.63
,13:16:02,4,3600,327.3,0.68,13.3,7,-6.9,0.102,10,1,0.63
,13:16:03,4,3600,328.3,0.68,13.3,7,-6.9,0.098,10,1,0.64
,13:16:04,4,3600,329.3,0.68,13.3,7,-6.9,0.102,10,1,0.64
,13:16:05,4,3600,330.3,0.68,13.3,7,-6.9,0.102,10,1,0.64
,13:16:06,4,3600,331.3,0.68,13.3,7,-6.9,0.102,10,1,0.63
,13:16:07,4,3600,332.3,0.68,13.3,7,-6.8,0.102,10,1,0.64
,13:16:08,4,3600,333.3,0.68,13.3,7,-6.8,0.102,10,1,0.64
,13:16:09,4,3600,334.3,0.68,13.3,7,-6.8,0.102,10,1,0.64
,13:16:10,4,3600,335.3,0.69,13.3,7,-6.8,0.103,10,1,0.64
,13:16:11,4,3600,336.3,0.69,13.3,7,-6.8,0.103,10,1,0.64
,13:16:12,4,3600,337.3,0.69,13.3,7,-6.8,0.103,10,1,0.64
,13:16:13,4,3600,338.3,0.69,13.3,7,-6.8,0.099,10,1,0.64
,13:16:14,4,3600,339.3,0.69,13.3,7,-6.8,0.099,10,1,0.64
,13:16:15,4,3600,340.3,0.69,13.3,7,-6.8,0.103,10,1,0.64
,13:16:16,4,3600,341.3,0.69,13.3,7,-6.8,0.103,10,1,0.64
,13:16:17,4,3600,342.3,0.69,13.3,7,-6.8,0.104,10,1,0.65
,13:16:18,4,3600,343.3,0.69,13.3,7,-6.8,0.104,10,1,0.65
,13:16:19,4,3600,344.3,0.7,13.3,7,-6.8,0.101,10,1,0.65
,13:16:20,4,3600,345.3,0.7,13.3,7,-6.7,0.097,10,1.1,0.65
,13:16:21,4,3600,346.3,0.7,13.3,7,-6.7,0.101,10,1,0.65
,13:16:22,4,3600,347.3,0.7,13.3,7,-6.7,0.104,10,1.1,0.65
,13:16:23,4,3600,348.3,0.69,13.3,6,-6.7,0.108,10,1.1,0.65
,13:16:24,4,3600,349.3,0.69,13.3,7,-6.7,0.104,10,1,0.65
,13:16:25,4,3600,350.3,0.69,13.3,7,-6.7,0.104,10,1,0.65
,13:16:26,4,3600,351.3,0.69,13.3,7,-6.7,0.104,10,1,0.65
,13:16:27,4,3600,352.3,0.7,13.3,7,-6.7,0.101,10,1,0.65
