Data file,,SORONA_ISO10_12C_001.TSV,,,,,,,,,,
,10:39:32,4,3600,1321.1,0.59,13.3,7,11.2,0.089,10,12.8,0.55
,10:39:33,4,3600,1322.1,0.59,13.3,7,11.2,0.088,10,12.6,0.55
,10:39:34,4,3600,1323.1,0.59,13.3,7,11.2,0.085,10,12.6,0.55
,10:39:35,4,3600,1324.1,0.59,13.3,7,11.2,0.082,10,9.4,0.55
,10:39:36,4,3600,1325.1,0.59,13.3,7,11.3,0.085,10,8.9,0.55
,10:39:37,4,3600,1326.1,0.59,13.3,7,11.3,0.085,10,9.9,0.55
,10:39:38,4,3600,1327.1,0.59,13.3,7,11.3,0.088,10,11.2,0.55
,10:39:39,4,3600,1328.1,0.59,13.3,7,11.3,0.088,10,13.7,0.55
,10:39:40,4,3600,1329.1,0.59,13.3,7,11.3,0.085,10,14,0.55
,10:39:41,4,3600,1330.1,0.59,13.3,7,11.3,0.085,10,13,0.55
,10:39:42,4,3600,1331.1,0.59,13.3,7,11.3,0.085,10,13.3,0.55
,10:39:43,4,3600,1332.1,0.59,13.3,7,11.4,0.085,10,13.1,0.55
,10:39:44,4,3600,1333.1,0.59,13.3,7,11.4,0.089,10,11.2,0.56
,10:39:45,4,3600,1334.1,0.59,13.3,7,11.4,0.089,10,7.4,0.56
,10:39:46,4,3600,1335.1,0.59,13.3,7,11.4,0.085,10,5.4,0.55
,10:39:47,4,3600,1336.1,0.59,13.3,7,11.4,0.085,10,4.7,0.55
,10:39:48,4,3600,1337.1,0.59,13.3,7,11.4,0.085,10,4.9,0.55
,10:39:49,4,3600,1338.1,0.59,13.3,7,11.5,0.085,10,5.9,0.55
,10:39:50,4,3600,1339.1,0.59,13.3,7,11.5,0.088,10,5.6,0.55
,10:39:51,4,3600,1340.1,0.59,13.3,7,11.5,0.088,10,6.5,0.55
,10:39:52,4,3600,1341.1,0.59,13.3,7,11.5,0.089,10,7.3,0.55
,10:39:53,4,3600,1342.1,0.59,13.3,7,11.5,0.086,10,7.9,0.56
,10:39:54,4,3600,1343.1,0.59,13.3,7,11.5,0.086,10,7,0.56
,10:39:55,4,3600,1344.1,0.59,13.3,7,11.5,0.086,10,6.9,0.56
,10:39:56,4,3600,1345.1,0.59,13.3,7,11.5,0.085,10,8.1,0.55
,10:39:57,4,3600,1346.1,0.59,13.3,7,11.5,0.085,10,9.5,0.55
,10:39:58,4,3600,1347.1,0.59,13.3,7,11.6,0.086,10,10,0.56
,10:39:59,4,3600,1348.1,0.59,13.3,7,11.6,0.086,10,9.5,0.56
,10:40:00,4,3600,1349.1,0.59,13.3,7,11.6,0.085,10,9.2,0.55
,10:40:01,4,3600,1350.1,0.59,13.3,7,11.6,0.085,10,8.6,0.55
,10:40:02,4,3600,1351.1,0.58,13.3,7,11.6,0.084,10,7.7,0.55
,10:40:03,4,3600,1352.1,0.59,13.3,7,11.6,0.085,10,6.9,0.55
,10:40:04,4,3600,1353.1,0.59,13.3,7,11.7,0.085,10,8.4,0.55
,10:40:05,4,3600,1354.1,0.59,13.3,7,11.7,0.088,10,10.3,0.55
,10:40:06,4,3600,1355.1,0.59,13.3,7,11.7,0.085,10,10.4,0.55
,10:40:07,4,3600,1356.1,0.59,13.3,7,11.7,0.085,10,9.7,0.55
,10:40:08,4,3600,1357.1,0.59,13.3,7,11.7,0.085,10,9,0.55
,10:40:09,4,3600,1358.1,0.59,13.3,7,11.7,0.088,10,9.9,0.55
,10:40:10,4,3600,1359.1,0.59,13.3,7,11.8,0.088,10,10.2,0.55
,10:40:11,4,3600,1360.1,0.58,13.3,7,11.7,0.087,10,9.5,0.55
,10:40:12,4,3600,1361.1,0.59,13.3,7,11.8,0.088,10,9.6,0.55
,10:40:13,4,3600,1362.1,0.59,13.3,7,11.8,0.085,10,8.6,0.55
,10:40:14,4,3600,1363.1,0.59,13.3,7,11.8,0.082,10,7.2,0.55
,10:40:15,4,3600,1364.1,0.59,13.3,7,11.8,0.083,10,7.6,0.56
,10:40:16,4,3600,1365.1,0.59,13.3,7,11.8,0.086,10,8.4,0.56
,10:40:17,4,3600,1366.1,0.59,13.3,7,11.8,0.088,10,8.2,0.55
,10:40:18,4,3600,1367.1,0.59,13.3,7,11.9,0.088,10,7.9,0.55
,10:40:19,4,3600,1368.1,0.59,13.3,7,11.9,0.088,10,7.7,0.55
,10:40:20,4,3600,1369.1,0.59,13.3,7,11.9,0.088,10,7.4,0.55
,10:40:21,4,3600,1370.1,0.59,13.3,7,11.9,0.085,10,8,0.55
,10:40:22,4,3600,1371.1,0.59,13.3,7,11.9,0.082,10,9.6,0.55
,10:40:23,4,3600,1372.1,0.59,13.3,7,11.9,0.082,10,10.4,0.55
,10:40:24,4,3600,1373.1,0.59,13.3,7,12,0.085,10,9.8,0.55
,10:40:25,4,3600,1374.1,0.59,13.3,7,12,0.088,10,10.5,0.55
,10:40:26,4,3600,1375.1,0.59,13.3,7,12,0.088,10,9,0.55
,10:40:27,4,3600,1376.1,0.59,13.3,7,12,0.088,10,8.6,0.55
,10:40:28,4,3600,1377.1,0.59,13.3,7,12,0.085,10,9.4,0.55
,10:40:29,4,3600,1378.1,0.59,13.3,7,12.1,0.085,10,9.1,0.55
,10:40:30,4,3600,1379.1,0.59,13.3,7,12,0.085,10,8.5,0.55
,10:40:31,4,3600,1380.1,0.59,13.3,7,12.1,0.089,10,8.8,0.56
,10:40:32,4,3600,1381.1,0.59,13.3,7,12.1,0.089,10,8.8,0.55
,10:40:33,4,3600,1382.1,0.59,13.3,7,12.1,0.088,10,8.7,0.55
,10:40:34,4,3600,1383.1,0.58,13.3,7,12.1,0.084,10,9.3,0.55
,10:40:35,4,3600,1384.1,0.58,13.3,7,12.1,0.081,10,11,0.55
,10:40:36,4,3600,1385.1,0.59,13.3,7,12.1,0.082,10,13,0.55
,10:40:37,4,3600,1386.1,0.59,13.3,7,12.2,0.085,10,13,0.55
,10:40:38,4,3600,1387.1,0.59,13.3,7,12.2,0.088,10,13.9,0.55
,10:40:39,4,3600,1388.1,0.59,13.3,7,12.2,0.088,10,13.9,0.55
,10:40:40,4,3600,1389.1,0.59,13.3,7,12.2,0.088,10,13.9,0.55
,10:40:41,4,3600,1390.1,0.59,13.3,7,12.2,0.085,10,13.1,0.55
,10:40:42,4,3600,1391.1,0.59,13.3,7,12.2,0.085,10,13.1,0.55
,10:40:43,4,3600,1392.1,0.59,13.3,7,12.3,0.086,10,14.7,0.56
,10:40:44,4,3600,1393.1,0.59,13.3,7,12.3,0.085,10,14.7,0.55
,10:40:45,4,3600,1394.1,0.59,13.3,7,12.3,0.085,10,14.7,0.55
,10:40:46,4,3600,1395.1,0.59,13.3,7,12.3,0.088,10,14.9,0.55
,10:40:47,4,3600,1396.1,0.59,13.3,7,12.3,0.088,10,15.6,0.55
,10:40:48,4,3600,1397.1,0.59,13.3,7,12.3,0.088,10,16.6,0.55
,10:40:49,4,3600,1398.1,0.59,13.3,7,12.3,0.085,10,16.3,0.55
,10:40:50,4,3600,1399.1,0.59,13.3,7,12.4,0.085,10,16.7,0.55
,10:40:51,4,3600,1400.1,0.59,13.3,7,12.4,0.086,10,17.6,0.56
,10:40:52,4,3600,1401.1,0.59,13.3,7,12.4,0.089,10,17.7,0.56
,10:40:53,4,3600,1402.1,0.59,13.3,7,12.4,0.089,10,16.8,0.56
,10:40:54,4,3600,1403.1,0.6,13.3,7,12.4,0.089,10,16.8,0.56
,10:40:55,4,3600,1404.1,0.6,13.3,7,12.4,0.086,10,17.2,0.56
,10:40:56,4,3600,1405.1,0.6,13.3,7,12.5,0.083,10,17.9,0.56
,10:40:57,4,3600,1406.1,0.6,13.3,7,12.5,0.083,10,17.9,0.56
,10:40:58,4,3600,1407.1,0.59,13.3,7,12.5,0.086,10,18,0.56
,10:40:59,4,3600,1408.1,0.59,13.3,7,12.5,0.085,10,18.4,0.55
,10:41:00,4,3600,1409.1,0.59,13.3,7,12.5,0.089,10,18,0.55
,10:41:01,4,3600,1410.1,0.59,13.3,7,12.5,0.088,10,18.1,0.55
,10:41:02,4,3600,1411.1,0.59,13.3,7,12.6,0.088,10,17.7,0.55
,10:41:03,4,3600,1412.1,0.59,13.3,7,12.6,0.085,10,17.5,0.55
,10:41:04,4,3600,1413.1,0.59,13.3,7,12.6,0.085,10,17.7,0.55
,10:41:05,4,3600,1414.1,0.59,13.3,7,12.6,0.085,10,18.3,0.55
,10:41:06,4,3600,1415.1,0.59,13.3,7,12.6,0.088,10,18.6,0.55
,10:41:07,4,3600,1416.1,0.59,13.3,7,12.6,0.085,10,18.6,0.55
,10:41:08,4,3600,1417.1,0.59,13.3,7,12.6,0.086,10,18.6,0.56
,10:41:09,4,3600,1418.1,0.6,13.3,7,12.6,0.086,10,18.9,0.56
,10:41:10,4,3600,1419.1,0.6,13.3,7,12.7,0.083,10,19.2,0.56
,10:41:11,4,3600,1420.1,0.6,13.3,7,12.7,0.083,10,19.2,0.56
,10:41:12,4,3600,1421.1,0.59,13.3,7,12.7,0.086,10,18.2,0.56
,10:41:13,4,3600,1422.1,0.59,13.3,7,12.7,0.089,10,17.9,0.55
,10:41:14,4,3600,1423.1,0.59,13.3,7,12.7,0.088,10,18,0.55
,10:41:15,4,3600,1424.1,0.59,13.3,7,12.7,0.088,10,18.6,0.55
,10:41:16,4,3600,1425.1,0.59,13.3,7,12.8,0.088,10,19.3,0.55
,10:41:17,4,3600,1426.1,0.59,13.3,7,12.8,0.085,10,19.2,0.55
,10:41:18,4,3600,1427.1,0.59,13.3,7,12.8,0.086,10,19.4,0.56
,10:41:19,4,3600,1428.1,0.6,13.3,7,12.8,0.083,10,19.7,0.56
,10:41:20,4,3600,1429.1,0.59,13.3,7,12.8,0.086,10,19.1,0.56
,10:41:21,4,3600,1430.1,0.59,13.3,7,12.8,0.088,10,19.3,0.55
,10:41:22,4,3600,1431.1,0.58,13.3,7,12.8,0.087,10,19,0.55
,10:41:23,4,3600,1432.1,0.58,13.3,7,12.9,0.087,10,18.4,0.54
,10:41:24,4,3600,1433.1,0.58,13.3,7,12.9,0.084,10,18.5,0.54
,10:41:25,4,3600,1434.1,0.58,13.3,7,12.9,0.081,10,18.4,0.55
,10:41:26,4,3600,1435.1,0.59,13.3,7,12.9,0.082,10,18.6,0.55
,10:41:27,4,3600,1436.1,0.59,13.3,7,12.9,0.085,10,18.3,0.55
,10:41:28,4,3600,1437.1,0.59,13.3,7,12.9,0.088,10,18.1,0.55
,10:41:29,4,3600,1438.1,0.59,13.3,7,12.9,0.088,10,17.9,0.55
,10:41:30,4,3600,1439.1,0.59,13.3,6,12.9,0.092,10,17.4,0.55
,10:41:31,4,3600,1440.1,0.59,13.3,7,13,0.088,10,16.7,0.55
,10:41:32,4,3600,1441.1,0.59,13.3,7,13,0.088,10,16,0.55
,10:41:33,4,3600,1442.1,0.59,13.3,7,13,0.085,10,16.6,0.55
,10:41:34,4,3600,1443.1,0.59,13.3,7,13,0.082,10,17.3,0.55
,10:41:35,4,3600,1444.1,0.59,13.3,7,13,0.082,10,16.5,0.55
,10:41:36,4,3600,1445.1,0.59,13.3,7,13,0.086,10,15.7,0.56
,10:41:37,4,3600,1446.1,0.6,13.3,7,13,0.089,10,15.2,0.56
,10:41:38,4,3600,1447.1,0.59,13.3,7,13.1,0.089,10,16.5,0.56
,10:41:39,4,3600,1448.1,0.59,13.3,7,13.1,0.089,10,15.6,0.55
,10:41:40,4,3600,1449.1,0.59,13.3,7,13.1,0.088,10,15.9,0.55
,10:41:41,4,3600,1450.1,0.59,13.3,7,13.1,0.089,10,16,0.55
,10:41:42,4,3600,1451.1,0.59,13.3,7,13.1,0.085,10,15.5,0.55
,10:41:43,4,3600,1452.1,0.59,13.3,7,13.1,0.082,10,14.6,0.55
,10:41:44,4,3600,1453.1,0.59,13.3,7,13.1,0.082,10,15,0.55
,10:41:45,4,3600,1454.1,0.59,13.3,7,13.1,0.085,10,15.6,0.55
,10:41:46,4,3600,1455.1,0.59,13.3,7,13.2,0.088,10,16.6,0.55
,10:41:47,4,3600,1456.1,0.58,13.3,7,13.1,0.087,10,16.6,0.55
,10:41:48,4,3600,1457.1,0.58,13.3,6,13.2,0.091,10,17.2,0.54
,10:41:49,4,3600,1458.1,0.58,13.3,7,13.2,0.087,10,17.6,0.55
,10:41:50,4,3600,1459.1,0.59,13.3,7,13.2,0.088,10,17.1,0.55
,10:41:51,4,3600,1460.1,0.59,13.3,7,13.2,0.085,10,16.2,0.55
,10:41:52,4,3600,1461.1,0.59,13.3,7,13.2,0.082,10,16.6,0.55
,10:41:53,4,3600,1462.1,0.59,13.3,7,13.2,0.082,10,15.8,0.55
,10:41:54,4,3600,1463.1,0.59,13.3,7,13.2,0.085,10,15.3,0.55
,10:41:55,4,3600,1464.1,0.58,13.3,7,13.2,0.084,10,15.4,0.54
,10:41:56,4,3600,1465.1,0.57,13.3,7,13.3,0.086,10,15.1,0.54
,10:41:57,4,3600,1466.1,0.57,13.3,7,13.3,0.086,10,15.4,0.54
,10:41:58,4,3600,1467.1,0.57,13.3,7,13.3,0.086,10,14.7,0.54
,10:41:59,4,3600,1468.1,0.58,13.3,7,13.3,0.087,10,14,0.54
,10:42:00,4,3600,1469.1,0.58,13.3,7,13.3,0.087,10,12.5,0.54
,10:42:01,4,3600,1470.1,0.59,13.3,7,13.3,0.085,10,13.2,0.55
,10:42:02,4,3600,1471.1,0.59,13.3,7,13.3,0.085,10,13.3,0.55
,10:42:03,4,3600,1472.1,0.59,13.3,7,13.3,0.082,10,13,0.55
,10:42:04,4,3600,1473.1,0.59,13.3,7,13.3,0.085,10,13.5,0.55
,10:42:05,4,3600,1474.1,0.59,13.3,7,13.3,0.085,10,13.9,0.55
,10:42:06,4,3600,1475.1,0.58,13.3,7,13.3,0.087,10,13.7,0.54
,10:42:07,4,3600,1476.1,0.57,13.3,7,13.3,0.086,10,13.5,0.54
,10:42:08,4,3600,1477.1,0.57,13.3,7,13.3,0.086,10,13.6,0.54
,10:42:09,4,3600,1478.1,0.58,13.3,7,13.3,0.087,10,13.5,0.54
,10:42:10,4,3600,1479.1,0.58,13.3,7,13.3,0.087,10,13.6,0.55
,10:42:11,4,3600,1480.1,0.59,13.3,7,13.4,0.085,10,13.9,0.55
,10:42:12,4,3600,1481.1,0.59,13.3,7,13.4,0.082,10,14.2,0.55
,10:42:13,4,3600,1482.1,0.59,13.3,7,13.4,0.082,10,14,0.55
,10:42:14,4,3600,1483.1,0.59,13.3,7,13.4,0.085,10,14.2,0.55
,10:42:15,4,3600,1484.1,0.59,13.3,7,13.4,0.088,10,15.9,0.55
,10:42:16,4,3600,1485.1,0.58,13.3,7,13.4,0.087,10,16.9,0.55
,10:42:17,4,3600,1486.1,0.58,13.3,7,13.4,0.087,10,15.2,0.54
,10:42:18,4,3600,1487.1,0.58,13.3,7,13.4,0.087,10,14.3,0.54
,10:42:19,4,3600,1488.1,0.58,13.3,7,13.4,0.087,10,15.1,0.54
,10:42:20,4,3600,1489.1,0.58,13.3,7,13.4,0.084,10,15.6,0.55
,10:42:21,4,3600,1490.1,0.58,13.3,7,13.4,0.081,10,15.7,0.55
,10:42:22,4,3600,1491.1,0.59,13.3,7,13.4,0.082,10,15.4,0.55
,10:42:23,4,3600,1492.1,0.59,13.3,7,13.4,0.085,10,15.7,0.55
,10:42:24,4,3600,1493.1,0.59,13.3,7,13.4,0.088,10,15.9,0.55
,10:42:25,4,3600,1494.1,0.59,13.3,7,13.4,0.088,10,14.5,0.55
,10:42:26,4,3600,1495.1,0.58,13.3,7,13.4,0.087,10,15,0.55
,10:42:27,4,3600,1496.1,0.58,13.3,7,13.4,0.087,10,15.2,0.55
,10:42:28,4,3600,1497.1,0.58,13.3,7,13.4,0.087,10,14.9,0.55
,10:42:29,4,3600,1498.1,0.58,13.3,7,13.5,0.084,10,16.4,0.55
,10:42:30,4,3600,1499.1,0.58,13.3,7,13.5,0.084,10,17.7,0.55
,10:42:31,4,3600,1500.1,0.59,13.3,7,13.5,0.082,10,18.3,0.55
,10:42:32,4,3600,1501.1,0.59,13.3,7,13.5,0.082,10,17.9,0.55
,10:42:33,4,3600,1502.1,0.59,13.3,7,13.5,0.085,10,16.9,0.55
,10:42:34,4,3600,1503.1,0.58,13.3,7,13.5,0.087,10,16.9,0.54
,10:42:35,4,3600,1504.1,0.57,13.3,7,13.5,0.086,10,16.7,0.54
,10:42:36,4,3600,1505.1,0.57,13.3,7,13.5,0.086,10,15.9,0.54
,10:42:37,4,3600,1506.1,0.58,13.3,7,13.5,0.087,10,15.3,0.54
,10:42:38,4,3600,1507.1,0.58,13.3,7,13.5,0.087,10,15.5,0.54
,10:42:39,4,3600,1508.1,0.58,13.3,7,13.5,0.084,10,15.4,0.55
,10:42:40,4,3600,1509.1,0.58,13.3,7,13.5,0.081,10,15.5,0.55
,10:42:41,4,3600,1510.1,0.58,13.3,7,13.5,0.081,10,16,0.55
,10:42:42,4,3600,1511.1,0.58,13.3,7,13.5,0.084,10,16.6,0.55
,10:42:43,4,3600,1512.1,0.58,13.3,7,13.5,0.087,10,16.5,0.54
,10:42:44,4,3600,1513.1,0.58,13.3,7,13.5,0.087,10,18.5,0.54
,10:42:45,4,3600,1514.1,0.58,13.3,7,13.5,0.087,10,18.5,0.54
,10:42:46,4,3600,1515.1,0.58,13.3,7,13.5,0.087,10,18.5,0.54
,10:42:47,4,3600,1516.1,0.58,13.3,7,13.5,0.084,10,18.7,0.55
,10:42:48,4,3600,1517.1,0.58,13.3,7,13.5,0.084,10,17.8,0.54
,10:42:49,4,3600,1518.1,0.58,13.3,7,13.5,0.084,10,17.8,0.55
,10:42:50,4,3600,1519.1,0.58,13.3,7,13.5,0.087,10,18.4,0.54
,10:42:51,4,3600,1520.1,0.58,13.3,7,13.5,0.084,10,18.6,0.54
,10:42:52,4,3600,1521.1,0.58,13.3,7,13.5,0.084,10,18.5,0.55
,10:42:53,4,3600,1522.1,0.58,13.3,7,13.5,0.084,10,17.6,0.55
,10:42:54,4,3600,1523.1,0.59,13.3,7,13.5,0.085,10,17.6,0.55
,10:42:55,4,3600,1524.1,0.58,13.3,7,13.5,0.084,10,18.1,0.55
,10:42:56,4,3600,1525.1,0.58,13.3,7,13.5,0.087,10,18.5,0.55
,10:42:57,4,3600,1526.1,0.58,13.3,7,13.5,0.084,10,17.7,0.55
,10:42:58,4,3600,1527.1,0.58,13.3,7,13.5,0.084,10,17.4,0.54
,10:42:59,4,3600,1528.1,0.58,13.3,7,13.5,0.083,10,18.2,0.54
,10:43:00,4,3600,1529.1,0.58,13.3,7,13.5,0.084,10,18.4,0.54
,10:43:01,4,3600,1530.1,0.59,13.3,7,13.5,0.085,10,18.4,0.55
,10:43:02,4,3600,1531.1,0.59,13.3,7,13.5,0.085,10,17.8,0.55
,10:43:03,4,3600,1532.1,0.59,13.3,7,13.5,0.088,10,17.8,0.55
,10:43:04,4,3600,1533.1,0.59,13.3,7,13.5,0.088,10,18.5,0.55
,10:43:05,4,3600,1534.1,0.58,13.3,7,13.5,0.087,10,18.7,0.55
,10:43:06,4,3600,1535.1,0.58,13.3,7,13.5,0.087,10,18.6,0.55
,10:43:07,4,3600,1536.1,0.58,13.3,7,13.5,0.084,10,18.5,0.55
,10:43:08,4,3600,1537.1,0.58,13.3,7,13.5,0.084,10,17.8,0.55
,10:43:09,4,3600,1538.1,0.58,13.3,7,13.5,0.084,10,17.3,0.55
,10:43:10,4,3600,1539.1,0.59,13.3,7,13.5,0.085,10,17.1,0.55
,10:43:11,4,3600,1540.1,0.59,13.3,7,13.5,0.088,10,17.9,0.55
,10:43:12,4,3600,1541.1,0.59,13.3,7,13.5,0.089,10,17,0.55
,10:43:13,4,3600,1542.1,0.59,13.3,7,13.5,0.088,10,14.4,0.55
,10:43:14,4,3600,1543.1,0.59,13.3,7,13.5,0.088,10,14.7,0.55
,10:43:15,4,3600,1544.1,0.58,13.3,7,13.5,0.084,10,15.1,0.55
,10:43:16,4,3600,1545.1,0.59,13.3,7,13.5,0.082,10,16.3,0.55
,10:43:17,4,3600,1546.1,0.58,13.3,7,13.5,0.084,10,16.6,0.55
,10:43:18,4,3600,1547.1,0.59,13.3,7,13.5,0.085,10,16.5,0.55
,10:43:19,4,3600,1548.1,0.58,13.3,7,13.5,0.084,10,14.7,0.55
,10:43:20,4,3600,1549.1,0.58,13.3,7,13.5,0.087,10,13.7,0.55
,10:43:21,4,3600,1550.1,0.58,13.3,7,13.5,0.087,10,14.5,0.54
,10:43:22,4,3600,1551.1,0.57,13.3,7,13.5,0.086,10,13.7,0.54
,10:43:23,4,3600,1552.1,0.58,13.3,7,13.5,0.083,10,14.3,0.54
,10:43:24,4,3600,1553.1,0.58,13.3,7,13.5,0.084,10,13.8,0.54
,10:43:25,4,3600,1554.1,0.58,13.3,7,13.5,0.084,10,11.9,0.55
,10:43:26,4,3600,1555.1,0.58,13.3,7,13.5,0.084,10,11.3,0.55
,10:43:27,4,3600,1556.1,0.58,13.3,7,13.5,0.084,10,12.3,0.54
,10:43:28,4,3600,1557.1,0.58,13.3,7,13.5,0.084,10,13.6,0.54
,10:43:29,4,3600,1558.1,0.58,13.3,7,13.5,0.087,10,13.6,0.54
,10:43:30,4,3600,1559.1,0.58,13.3,7,13.5,0.087,10,13.6,0.54
,10:43:31,4,3600,1560.1,0.58,13.3,7,13.5,0.084,10,12.9,0.54
,10:43:32,4,3600,1561.1,0.58,13.3,7,13.5,0.081,10,14.4,0.54
,10:43:33,4,3600,1562.1,0.58,13.3,7,13.5,0.081,10,15,0.55
,10:43:34,4,3600,1563.1,0.59,13.3,7,13.4,0.085,10,13.4,0.55
,10:43:35,4,3600,1564.1,0.58,13.3,7,13.4,0.087,10,12.4,0.54
,10:43:36,4,3600,1565.1,0.57,13.3,7,13.4,0.086,10,12,0.54
,10:43:37,4,3600,1566.1,0.57,13.3,7,13.4,0.083,10,11.3,0.54
,10:43:38,4,3600,1567.1,0.57,13.3,7,13.4,0.086,10,11.8,0.54
,10:43:39,4,3600,1568.1,0.58,13.3,7,13.4,0.083,10,11.6,0.54
,10:43:40,4,3600,1569.1,0.58,13.3,7,13.4,0.084,10,11,0.54
,10:43:41,4,3600,1570.1,0.58,13.3,7,13.4,0.084,10,10.9,0.55
,10:43:42,4,3600,1571.1,0.58,13.3,7,13.4,0.087,10,10.9,0.55
,10:43:43,4,3600,1572.1,0.58,13.3,7,13.4,0.087,10,10.7,0.55
,10:43:44,4,3600,1573.1,0.58,13.3,7,13.4,0.087,10,9.9,0.55
,10:43:45,4,3600,1574.1,0.58,13.3,7,13.4,0.087,10,10.3,0.54
,10:43:46,4,3600,1575.1,0.58,13.3,7,13.4,0.084,10,10.2,0.54
,10:43:47,4,3600,1576.1,0.58,13.3,7,13.4,0.084,10,10.6,0.54
,10:43:48,4,3600,1577.1,0.59,13.3,7,13.4,0.082,10,11.3,0.55
,10:43:49,4,3600,1578.1,0.59,13.3,7,13.4,0.082,10,11.3,0.55
,10:43:50,4,3600,1579.1,0.59,13.3,7,13.4,0.088,10,10.9,0.55
,10:43:51,4,3600,1580.1,0.58,13.3,7,13.4,0.087,10,10.4,0.54
,10:43:52,4,3600,1581.1,0.58,13.3,7,13.4,0.087,10,10.4,0.54
,10:43:53,4,3600,1582.1,0.57,13.3,7,13.4,0.086,10,10.6,0.54
,10:43:54,4,3600,1583.1,0.57,13.3,7,13.4,0.083,10,10.3,0.54
,10:43:55,4,3600,1584.1,0.57,13.3,7,13.3,0.083,10,9.8,0.54
,10:43:56,4,3600,1585.1,0.57,13.3,7,13.3,0.083,10,9.7,0.54
,10:43:57,4,3600,1586.1,0.58,13.3,7,13.3,0.083,10,10.3,0.54
,10:43:58,4,3600,1587.1,0.58,13.3,7,13.3,0.084,10,11.3,0.55
,10:43:59,4,3600,1588.1,0.58,13.3,7,13.3,0.087,10,12.4,0.54
,10:44:00,4,3600,1589.1,0.58,13.3,7,13.3,0.087,10,13.3,0.54
,10:44:01,4,3600,1590.1,0.57,13.3,7,13.3,0.086,10,13.1,0.54
,10:44:02,4,3600,1591.1,0.57,13.3,7,13.3,0.086,10,13,0.54
,10:44:03,4,3600,1592.1,0.57,13.3,7,13.3,0.086,10,14.6,0.54
,10:44:04,4,3600,1593.1,0.57,13.3,7,13.3,0.083,10,15.6,0.54
,10:44:05,4,3600,1594.1,0.57,13.3,7,13.3,0.08,10,15.8,0.54
,10:44:06,4,3600,1595.1,0.58,13.3,7,13.3,0.083,10,16.4,0.54
,10:44:07,4,3600,1596.1,0.58,13.3,7,13.3,0.087,10,16.8,0.54
,10:44:08,4,3600,1597.1,0.58,13.3,7,13.3,0.087,10,17.5,0.55
,10:44:09,4,3600,1598.1,0.58,13.3,7,13.3,0.087,10,17.5,0.54
,10:44:10,4,3600,1599.1,0.58,13.3,7,13.3,0.087,10,17.6,0.55
,10:44:11,4,3600,1600.1,0.58,13.3,7,13.2,0.084,10,17.4,0.55
,10:44:12,4,3600,1601.1,0.58,13.3,7,13.2,0.081,10,17.4,0.55
,10:44:13,4,3600,1602.1,0.58,13.3,7,13.2,0.081,10,17.2,0.55
,10:44:14,4,3600,1603.1,0.58,13.3,7,13.2,0.087,10,17.1,0.54
,10:44:15,4,3600,1604.1,0.58,13.3,7,13.2,0.087,10,16.8,0.54
,10:44:16,4,3600,1605.1,0.58,13.3,7,13.2,0.087,10,16.6,0.54
,10:44:17,4,3600,1606.1,0.58,13.3,7,13.2,0.087,10,16.7,0.54
,10:44:18,4,3600,1607.1,0.58,13.3,7,13.2,0.084,10,17.1,0.55
,10:44:19,4,3600,1608.1,0.58,13.3,7,13.2,0.084,10,17.3,0.55
,10:44:20,4,3600,1609.1,0.58,13.3,7,13.2,0.084,10,17.2,0.54
,10:44:21,4,3600,1610.1,0.58,13.3,7,13.2,0.084,10,17.3,0.54
,10:44:22,4,3600,1611.1,0.58,13.3,7,13.2,0.083,10,17.2,0.54
,10:44:23,4,3600,1612.1,0.57,13.3,7,13.2,0.083,10,17.2,0.54
,10:44:24,4,3600,1613.1,0.57,13.3,7,13.2,0.083,10,16.9,0.54
,10:44:25,4,3600,1614.1,0.58,13.3,7,13.1,0.08,10,17,0.54
,10:44:26,4,3600,1615.1,0.58,13.3,7,13.1,0.081,10,17.6,0.54
,10:44:27,4,3600,1616.1,0.58,13.3,7,13.1,0.084,10,17.9,0.55
,10:44:28,4,3600,1617.1,0.58,13.3,7,13.1,0.087,10,17.9,0.54
,10:44:29,4,3600,1618.1,0.57,13.3,7,13.1,0.086,10,18.1,0.54
,10:44:30,4,3600,1619.1,0.57,13.3,7,13.1,0.086,10,18.2,0.54
,10:44:31,4,3600,1620.1,0.57,13.3,7,13.1,0.083,10,18.1,0.54
,10:44:32,4,3600,1621.1,0.58,13.3,7,13.1,0.08,10,18.2,0.54
,10:44:33,4,3600,1622.1,0.57,13.3,7,13.1,0.083,10,18.2,0.54
,10:44:34,4,3600,1623.1,0.57,13.3,7,13.1,0.085,10,18,0.53
,10:44:35,4,3600,1624.1,0.57,13.3,6,13.1,0.088,10,17.8,0.53
,10:44:36,4,3600,1625.1,0.57,13.3,6,13.1,0.089,10,17.5,0.53
,10:44:37,4,3600,1626.1,0.57,13.3,7,13,0.086,10,17.6,0.54
,10:44:38,4,3600,1627.1,0.58,13.3,7,13,0.087,10,17.8,0.54
,10:44:39,4,3600,1628.1,0.58,13.3,7,13,0.083,10,17.6,0.54
,10:44:40,4,3600,1629.1,0.58,13.3,7,13,0.084,10,17.5,0.54
,10:44:41,4,3600,1630.1,0.58,13.3,7,13,0.084,10,17.9,0.54
,10:44:42,4,3600,1631.1,0.58,13.3,7,13,0.087,10,17.9,0.54
,10:44:43,4,3600,1632.1,0.58,13.3,7,13,0.087,10,17.7,0.54
