Data file,,SORONA_ISO10_12C_001.TSV,,,,,,,,,,
,11:10:28,4,3600,3175.1,0.6,13.3,7,10.7,0.089,10,6.8,0.56
,11:10:29,4,3600,3176.1,0.6,13.3,7,10.7,0.086,10,6.2,0.56
,11:10:30,4,3600,3177.1,0.59,13.3,7,10.7,0.086,10,5.4,0.56
,11:10:31,4,3600,3178.1,0.59,13.3,7,10.7,0.085,10,5.3,0.55
,11:10:32,4,3600,3179.1,0.59,13.3,6,10.7,0.091,10,5.2,0.55
,11:10:33,4,3600,3180.1,0.59,13.3,7,10.7,0.088,10,4.7,0.55
,11:10:34,4,3600,3181.1,0.59,13.3,7,10.6,0.085,10,4.1,0.55
,11:10:35,4,3600,3182.1,0.59,13.3,7,10.6,0.082,10,4.9,0.55
,11:10:36,4,3600,3183.1,0.59,13.3,7,10.6,0.086,10,5.7,0.56
,11:10:37,4,3600,3184.1,0.59,13.3,7,10.6,0.086,10,6.3,0.55
,11:10:38,4,3600,3185.1,0.59,13.3,7,10.6,0.085,10,6.5,0.55
,11:10:39,4,3600,3186.1,0.59,13.3,7,10.6,0.088,10,6,0.55
,11:10:40,4,3600,3187.1,0.59,13.3,7,10.6,0.085,10,6,0.55
,11:10:41,4,3600,3188.1,0.6,13.3,7,10.6,0.086,10,6,0.56
,11:10:42,4,3600,3189.1,0.6,13.3,7,10.6,0.086,10,5.5,0.56
,11:10:43,4,3600,3190.1,0.59,13.3,7,10.6,0.086,10,5.6,0.56
,11:10:44,4,3600,3191.1,0.59,13.3,7,10.6,0.088,10,5.6,0.55
,11:10:45,4,3600,3192.1,0.59,13.3,7,10.6,0.085,10,5.1,0.55
,11:10:46,4,3600,3193.1,0.59,13.3,7,10.5,0.088,10,4.8,0.55
,11:10:47,4,3600,3194.1,0.59,13.3,7,10.5,0.085,10,4.2,0.55
,11:10:48,4,3600,3195.1,0.59,13.3,7,10.5,0.085,10,4.2,0.55
,11:10:49,4,3600,3196.1,0.59,13.3,7,10.5,0.082,10,4.7,0.55
,11:10:50,4,3600,3197.1,0.59,13.3,7,10.5,0.085,10,4.5,0.55
,11:10:51,4,3600,3198.1,0.58,13.3,7,10.5,0.087,10,4.3,0.55
,11:10:52,4,3600,3199.1,0.58,13.3,7,10.5,0.087,10,4.9,0.55
,11:10:53,4,3600,3200.1,0.59,13.3,7,10.5,0.088,10,5.9,0.55
,11:10:54,4,3600,3201.1,0.59,13.3,7,10.5,0.089,10,6,0.55
,11:10:55,4,3600,3202.1,0.59,13.3,7,10.5,0.086,10,5.6,0.56
,11:10:56,4,3600,3203.1,0.6,13.3,7,10.5,0.083,10,5.4,0.56
,11:10:57,4,3600,3204.1,0.59,13.3,7,10.5,0.085,10,5.3,0.55
,11:10:58,4,3600,3205.1,0.59,13.3,7,10.5,0.088,10,5.6,0.55
,11:10:59,4,3600,3206.1,0.59,13.3,7,10.5,0.088,10,5.9,0.55
,11:11:00,4,3600,3207.1,0.59,13.3,7,10.5,0.088,10,5.6,0.55
,11:11:01,4,3600,3208.1,0.59,13.3,7,10.5,0.088,10,5.3,0.55
,11:11:02,4,3600,3209.1,0.59,13.3,7,10.5,0.086,10,4.5,0.56
,11:11:03,4,3600,3210.1,0.6,13.3,7,10.5,0.083,10,4.1,0.56
,11:11:04,4,3600,3211.1,0.6,13.3,7,10.4,0.083,10,4,0.56
,11:11:05,4,3600,3212.1,0.59,13.3,7,10.4,0.089,10,3.8,0.55
,11:11:06,4,3600,3213.1,0.59,13.3,7,10.4,0.088,10,4.1,0.55
,11:11:07,4,3600,3214.1,0.59,13.3,6,10.4,0.092,10,4.6,0.55
,11:11:08,4,3600,3215.1,0.59,13.3,7,10.4,0.089,10,4.4,0.55
,11:11:09,4,3600,3216.1,0.59,13.3,7,10.4,0.085,10,3.6,0.55
,11:11:10,4,3600,3217.1,0.59,13.3,7,10.4,0.086,10,3.6,0.56
,11:11:11,4,3600,3218.1,0.59,13.3,7,10.4,0.086,10,3.4,0.56
,11:11:12,4,3600,3219.1,0.59,13.3,7,10.4,0.086,10,3.4,0.56
,11:11:13,4,3600,3220.1,0.59,13.3,7,10.4,0.089,10,3.5,0.55
,11:11:14,4,3600,3221.1,0.59,13.3,7,10.4,0.085,10,3.7,0.55
,11:11:15,4,3600,3222.1,0.59,13.3,7,10.4,0.085,10,3.7,0.55
,11:11:16,4,3600,3223.1,0.59,13.3,7,10.4,0.085,10,3.5,0.55
,11:11:17,4,3600,3224.1,0.59,13.3,7,10.4,0.088,10,3.3,0.55
,11:11:18,4,3600,3225.1,0.58,13.3,7,10.4,0.087,10,3.3,0.55
,11:11:19,4,3600,3226.1,0.59,13.3,7,10.4,0.088,10,3.2,0.55
,11:11:20,4,3600,3227.1,0.59,13.3,7,10.4,0.089,10,3,0.55
,11:11:21,4,3600,3228.1,0.6,13.3,7,10.4,0.086,10,2.8,0.56
,11:11:22,4,3600,3229.1,0.6,13.3,7,10.4,0.087,10,2.7,0.56
,11:11:23,4,3600,3230.1,0.6,13.3,7,10.4,0.087,10,2.6,0.56
,11:11:24,4,3600,3231.1,0.59,13.3,7,10.4,0.086,10,2.6,0.55
,11:11:25,4,3600,3232.1,0.58,13.3,7,10.4,0.087,10,2.8,0.55
,11:11:26,4,3600,3233.1,0.58,13.3,7,10.4,0.087,10,2.8,0.55
,11:11:27,4,3600,3234.1,0.59,13.3,7,10.4,0.085,10,2.8,0.55
,11:11:28,4,3600,3235.1,0.59,13.3,7,10.4,0.085,10,2.7,0.55
,11:11:29,4,3600,3236.1,0.59,13.3,7,10.4,0.085,10,2.5,0.55
,11:11:30,4,3600,3237.1,0.59,13.3,7,10.4,0.085,10,2.5,0.55
,11:11:31,4,3600,3238.1,0.58,13.3,7,10.4,0.083,10,2.4,0.54
,11:11:32,4,3600,3239.1,0.58,13.3,7,10.4,0.08,10,2.3,0.54
,11:11:33,4,3600,3240.1,0.58,13.3,7,10.4,0.08,10,2.2,0.54
,11:11:34,4,3600,3241.1,0.58,13.3,7,10.4,0.084,10,2.2,0.55
,11:11:35,4,3600,3242.1,0.58,13.3,7,10.4,0.087,10,2.7,0.54
,11:11:36,4,3600,3243.1,0.58,13.3,7,10.4,0.087,10,2.7,0.54
,11:11:37,4,3600,3244.1,0.58,13.3,7,10.4,0.087,10,2.6,0.55
,11:11:38,4,3600,3245.1,0.59,13.3,7,10.4,0.085,10,2.5,0.55
,11:11:39,4,3600,3246.1,0.59,13.3,7,10.4,0.085,10,2.4,0.55
,11:11:40,4,3600,3247.1,0.58,13.3,7,10.4,0.087,10,2.4,0.55
,11:11:41,4,3600,3248.1,0.58,13.3,7,10.4,0.087,10,2.7,0.55
,11:11:42,4,3600,3249.1,0.59,13.3,7,10.4,0.085,10,2.6,0.55
,11:11:43,4,3600,3250.1,0.59,13.3,7,10.4,0.085,10,2.5,0.55
,11:11:44,4,3600,3251.1,0.59,13.3,7,10.4,0.085,10,2.5,0.55
,11:11:45,4,3600,3252.1,0.59,13.3,7,10.4,0.088,10,2.6,0.55
,11:11:46,4,3600,3253.1,0.59,13.3,7,10.4,0.088,10,2.5,0.55
,11:11:47,4,3600,3254.1,0.59,13.3,7,10.4,0.085,10,2.6,0.55
,11:11:48,4,3600,3255.1,0.59,13.3,7,10.4,0.086,10,2.8,0.56
,11:11:49,4,3600,3256.1,0.59,13.3,7,10.5,0.089,10,2.8,0.55
,11:11:50,4,3600,3257.1,0.59,13.3,7,10.5,0.089,10,2.7,0.55
,11:11:51,4,3600,3258.1,0.59,13.3,7,10.5,0.088,10,2.8,0.55
,11:11:52,4,3600,3259.1,0.59,13.3,7,10.5,0.085,10,3.3,0.55
,11:11:53,4,3600,3260.1,0.59,13.3,7,10.5,0.085,10,3.5,0.55
,11:11:54,4,3600,3261.1,0.58,13.3,7,10.5,0.084,10,2.9,0.55
,11:11:55,4,3600,3262.1,0.58,13.3,7,10.5,0.087,10,2.6,0.54
,11:11:56,4,3600,3263.1,0.58,13.3,7,10.5,0.087,10,2.7,0.54
,11:11:57,4,3600,3264.1,0.58,13.3,7,10.5,0.084,10,2.9,0.54
,11:11:58,4,3600,3265.1,0.59,13.3,7,10.5,0.085,10,3.7,0.55
,11:11:59,4,3600,3266.1,0.59,13.3,7,10.5,0.085,10,3.6,0.55
,11:12:00,4,3600,3267.1,0.59,13.3,7,10.5,0.089,10,3.3,0.55
,11:12:01,4,3600,3268.1,0.59,13.3,7,10.5,0.089,10,3.9,0.55
,11:12:02,4,3600,3269.1,0.59,13.3,7,10.5,0.089,10,3.8,0.56
,11:12:03,4,3600,3270.1,0.59,13.3,7,10.5,0.086,10,3.2,0.56
,11:12:04,4,3600,3271.1,0.59,13.3,7,10.5,0.085,10,2.8,0.55
,11:12:05,4,3600,3272.1,0.59,13.3,7,10.5,0.088,10,3.5,0.55
,11:12:06,4,3600,3273.1,0.58,13.3,7,10.5,0.084,10,4,0.55
,11:12:07,4,3600,3274.1,0.59,13.3,7,10.5,0.085,10,4.3,0.55
,11:12:08,4,3600,3275.1,0.59,13.3,7,10.5,0.082,10,4.8,0.55
,11:12:09,4,3600,3276.1,0.58,13.3,7,10.5,0.084,10,5,0.55
,11:12:10,4,3600,3277.1,0.58,13.3,7,10.6,0.087,10,4.4,0.55
,11:12:11,4,3600,3278.1,0.58,13.3,7,10.6,0.084,10,4.3,0.55
,11:12:12,4,3600,3279.1,0.58,13.3,7,10.6,0.084,10,4,0.55
,11:12:13,4,3600,3280.1,0.58,13.3,7,10.6,0.087,10,4.9,0.54
,11:12:14,4,3600,3281.1,0.58,13.3,7,10.6,0.087,10,5.4,0.54
,11:12:15,4,3600,3282.1,0.58,13.3,7,10.6,0.087,10,5.4,0.55
,11:12:16,4,3600,3283.1,0.58,13.3,7,10.6,0.084,10,5.3,0.55
,11:12:17,4,3600,3284.1,0.59,13.3,7,10.6,0.085,10,5.2,0.55
,11:12:18,4,3600,3285.1,0.59,13.3,7,10.6,0.088,10,5.3,0.55
,11:12:19,4,3600,3286.1,0.59,13.3,7,10.6,0.088,10,5.1,0.55
,11:12:20,4,3600,3287.1,0.59,13.3,7,10.6,0.088,10,5.6,0.55
,11:12:21,4,3600,3288.1,0.59,13.3,7,10.6,0.085,10,5.3,0.55
,11:12:22,4,3600,3289.1,0.59,13.3,7,10.7,0.086,10,5.3,0.56
,11:12:23,4,3600,3290.1,0.59,13.3,7,10.7,0.089,10,5.3,0.55
,11:12:24,4,3600,3291.1,0.59,13.3,7,10.7,0.086,10,5.4,0.56
,11:12:25,4,3600,3292.1,0.59,13.3,7,10.7,0.083,10,5,0.56
,11:12:26,4,3600,3293.1,0.6,13.3,7,10.7,0.086,10,4.6,0.56
,11:12:27,4,3600,3294.1,0.6,13.3,7,10.7,0.09,10,3.8,0.56
,11:12:28,4,3600,3295.1,0.59,13.3,7,10.7,0.086,10,3.3,0.56
,11:12:29,4,3600,3296.1,0.59,13.3,7,10.7,0.085,10,3.9,0.55
,11:12:30,4,3600,3297.1,0.59,13.3,7,10.7,0.088,10,3.7,0.55
,11:12:31,4,3600,3298.1,0.59,13.3,7,10.7,0.088,10,3.6,0.55
,11:12:32,4,3600,3299.1,0.59,13.3,7,10.7,0.088,10,3.8,0.55
,11:12:33,4,3600,3300.1,0.59,13.3,7,10.7,0.085,10,3.9,0.55
,11:12:34,4,3600,3301.1,0.59,13.3,7,10.7,0.089,10,3.9,0.55
,11:12:35,4,3600,3302.1,0.59,13.3,7,10.8,0.089,10,3.7,0.55
,11:12:36,4,3600,3303.1,0.59,13.3,7,10.8,0.086,10,3.8,0.56
,11:12:37,4,3600,3304.1,0.59,13.3,7,10.8,0.083,10,3.7,0.56
,11:12:38,4,3600,3305.1,0.59,13.3,7,10.8,0.085,10,3.6,0.55
,11:12:39,4,3600,3306.1,0.59,13.3,7,10.8,0.085,10,3.5,0.55
,11:12:40,4,3600,3307.1,0.59,13.3,7,10.8,0.089,10,3.5,0.55
,11:12:41,4,3600,3308.1,0.59,13.3,7,10.8,0.085,10,3.4,0.55
,11:12:42,4,3600,3309.1,0.59,13.3,7,10.8,0.085,10,3.5,0.55
,11:12:43,4,3600,3310.1,0.59,13.3,7,10.9,0.085,10,3.2,0.55
,11:12:44,4,3600,3311.1,0.59,13.3,7,10.9,0.085,10,3.5,0.55
,11:12:45,4,3600,3312.1,0.59,13.3,7,10.8,0.085,10,3.8,0.55
,11:12:46,4,3600,3313.1,0.59,13.3,7,10.9,0.085,10,3.5,0.55
,11:12:47,4,3600,3314.1,0.59,13.3,7,10.9,0.085,10,3.3,0.55
,11:12:48,4,3600,3315.1,0.59,13.3,7,10.9,0.085,10,3.4,0.55
,11:12:49,4,3600,3316.1,0.59,13.3,7,10.9,0.085,10,3.5,0.55
,11:12:50,4,3600,3317.1,0.59,13.3,7,10.9,0.085,10,3.5,0.55
,11:12:51,4,3600,3318.1,0.59,13.3,7,10.9,0.085,10,3.3,0.55
,11:12:52,4,3600,3319.1,0.59,13.3,7,10.9,0.085,10,3,0.55
,11:12:53,4,3600,3320.1,0.59,13.3,7,10.9,0.088,10,2.9,0.55
,11:12:54,4,3600,3321.1,0.59,13.3,7,11,0.088,10,2.9,0.55
,11:12:55,4,3600,3322.1,0.59,13.3,7,11,0.085,10,2.9,0.55
,11:12:56,4,3600,3323.1,0.59,13.3,7,11,0.086,10,3,0.56
,11:12:57,4,3600,3324.1,0.6,13.3,7,11,0.086,10,2.9,0.56
,11:12:58,4,3600,3325.1,0.6,13.3,7,11,0.09,10,3.1,0.56
,11:12:59,4,3600,3326.1,0.6,13.3,7,11,0.09,10,3.2,0.56
,11:13:00,4,3600,3327.1,0.6,13.3,7,11,0.087,10,3,0.56
,11:13:01,4,3600,3328.1,0.6,13.3,7,11.1,0.087,10,2.8,0.56
,11:13:02,4,3600,3329.1,0.6,13.3,7,11.1,0.086,10,2.7,0.56
,11:13:03,4,3600,3330.1,0.6,13.3,7,11.1,0.086,10,2.6,0.56
,11:13:04,4,3600,3331.1,0.6,13.3,7,11.1,0.089,10,2.7,0.56
,11:13:05,4,3600,3332.1,0.6,13.3,7,11.1,0.086,10,2.8,0.56
,11:13:06,4,3600,3333.1,0.59,13.3,7,11.1,0.085,10,2.9,0.55
,11:13:07,4,3600,3334.1,0.58,13.3,7,11.1,0.087,10,2.8,0.55
,11:13:08,4,3600,3335.1,0.58,13.3,7,11.1,0.087,10,2.6,0.54
,11:13:09,4,3600,3336.1,0.58,13.3,7,11.1,0.087,10,2.5,0.54
,11:13:10,4,3600,3337.1,0.58,13.3,7,11.1,0.084,10,2.6,0.55
,11:13:11,4,3600,3338.1,0.58,13.3,7,11.2,0.084,10,2.6,0.55
,11:13:12,4,3600,3339.1,0.59,13.3,7,11.2,0.085,10,2.7,0.56
,11:13:13,4,3600,3340.1,0.6,13.3,7,11.2,0.089,10,2.8,0.56
,11:13:14,4,3600,3341.1,0.6,13.3,7,11.2,0.089,10,2.9,0.56
,11:13:15,4,3600,3342.1,0.6,13.3,7,11.2,0.086,10,2.8,0.56
,11:13:16,4,3600,3343.1,0.59,13.3,7,11.2,0.085,10,2.7,0.55
,11:13:17,4,3600,3344.1,0.6,13.3,7,11.2,0.086,10,2.8,0.56
,11:13:18,4,3600,3345.1,0.6,13.3,7,11.3,0.089,10,2.7,0.56
,11:13:19,4,3600,3346.1,0.6,13.3,7,11.3,0.086,10,2.5,0.56
,11:13:20,4,3600,3347.1,0.6,13.3,7,11.3,0.087,10,2.3,0.56
,11:13:21,4,3600,3348.1,0.6,13.3,7,11.3,0.087,10,2.3,0.56
,11:13:22,4,3600,3349.1,0.6,13.3,7,11.3,0.087,10,2.3,0.56
,11:13:23,4,3600,3350.1,0.6,13.3,7,11.3,0.09,10,2.4,0.56
,11:13:24,4,3600,3351.1,0.59,13.3,7,11.3,0.089,10,2.4,0.56
,11:13:25,4,3600,3352.1,0.59,13.3,7,11.3,0.085,10,2.7,0.55
,11:13:26,4,3600,3353.1,0.59,13.3,7,11.3,0.085,10,2.9,0.55
,11:13:27,4,3600,3354.1,0.59,13.3,7,11.4,0.089,10,2.7,0.56
,11:13:28,4,3600,3355.1,0.6,13.3,7,11.4,0.089,10,2.6,0.56
,11:13:29,4,3600,3356.1,0.6,13.3,7,11.4,0.086,10,2.3,0.56
,11:13:30,4,3600,3357.1,0.59,13.3,7,11.4,0.085,10,2.1,0.55
,11:13:31,4,3600,3358.1,0.59,13.3,7,11.4,0.082,10,2,0.55
,11:13:32,4,3600,3359.1,0.59,13.3,7,11.4,0.086,10,2.1,0.56
,11:13:33,4,3600,3360.1,0.6,13.3,7,11.5,0.086,10,2.4,0.56
,11:13:34,4,3600,3361.1,0.6,13.3,7,11.5,0.09,10,2.5,0.56
,11:13:35,4,3600,3362.1,0.59,13.3,7,11.5,0.086,10,2.5,0.55
,11:13:36,4,3600,3363.1,0.59,13.3,7,11.5,0.086,10,2.5,0.56
,11:13:37,4,3600,3364.1,0.59,13.3,7,11.5,0.088,10,2.8,0.55
,11:13:38,4,3600,3365.1,0.59,13.3,7,11.5,0.085,10,2.8,0.55
,11:13:39,4,3600,3366.1,0.59,13.3,7,11.6,0.085,10,2.6,0.55
,11:13:40,4,3600,3367.1,0.59,13.3,7,11.6,0.085,10,2.6,0.55
,11:13:41,4,3600,3368.1,0.59,13.3,7,11.6,0.082,10,2.5,0.55
,11:13:42,4,3600,3369.1,0.58,13.3,7,11.6,0.084,10,2.6,0.55
,11:13:43,4,3600,3370.1,0.58,13.3,7,11.6,0.087,10,2.6,0.55
,11:13:44,4,3600,3371.1,0.58,13.3,7,11.6,0.087,10,2.6,0.55
,11:13:45,4,3600,3372.1,0.59,13.3,7,11.6,0.085,10,2.7,0.55
,11:13:46,4,3600,3373.1,0.59,13.3,7,11.6,0.085,10,2.8,0.55
,11:13:47,4,3600,3374.1,0.58,13.3,7,11.7,0.087,10,2.9,0.55
,11:13:48,4,3600,3375.1,0.58,13.3,7,11.7,0.087,10,2.9,0.55
,11:13:49,4,3600,3376.1,0.58,13.3,7,11.7,0.087,10,3,0.54
,11:13:50,4,3600,3377.1,0.58,13.3,7,11.7,0.084,10,3,0.55
,11:13:51,4,3600,3378.1,0.59,13.3,7,11.7,0.085,10,3.3,0.55
,11:13:52,4,3600,3379.1,0.58,13.3,7,11.7,0.084,10,3.4,0.54
,11:13:53,4,3600,3380.1,0.58,13.3,7,11.8,0.084,10,3.4,0.54
,11:13:54,4,3600,3381.1,0.57,13.3,7,11.8,0.086,10,3.8,0.54
,11:13:55,4,3600,3382.1,0.58,13.3,7,11.8,0.084,10,4,0.54
,11:13:56,4,3600,3383.1,0.58,13.3,7,11.8,0.084,10,4.3,0.54
,11:13:57,4,3600,3384.1,0.58,13.3,7,11.8,0.084,10,4.1,0.55
,11:13:58,4,3600,3385.1,0.58,13.3,7,11.8,0.084,10,4,0.54
,11:13:59,4,3600,3386.1,0.58,13.3,7,11.9,0.087,10,3.9,0.54
,11:14:00,4,3600,3387.1,0.58,13.3,7,11.9,0.087,10,3.6,0.54
,11:14:01,4,3600,3388.1,0.58,13.3,7,11.9,0.087,10,3.6,0.54
,11:14:02,4,3600,3389.1,0.58,13.3,7,11.9,0.084,10,3.3,0.55
,11:14:03,4,3600,3390.1,0.59,13.3,7,11.9,0.085,10,3.4,0.55
,11:14:04,4,3600,3391.1,0.58,13.3,7,11.9,0.087,10,3.8,0.55
,11:14:05,4,3600,3392.1,0.59,13.3,7,11.9,0.088,10,3.7,0.55
,11:14:06,4,3600,3393.1,0.59,13.3,7,12,0.085,10,3.7,0.55
,11:14:07,4,3600,3394.1,0.59,13.3,7,12,0.082,10,3.7,0.55
,11:14:08,4,3600,3395.1,0.59,13.3,7,12,0.082,10,3.6,0.55
,11:14:09,4,3600,3396.1,0.59,13.3,7,12,0.088,10,3.7,0.55
,11:14:10,4,3600,3397.1,0.59,13.3,7,12,0.088,10,4,0.55
,11:14:11,4,3600,3398.1,0.59,13.3,7,12,0.088,10,4.2,0.55
,11:14:12,4,3600,3399.1,0.59,13.3,7,12.1,0.085,10,3.9,0.55
,11:14:13,4,3600,3400.1,0.59,13.3,7,12.1,0.085,10,3.7,0.55
,11:14:14,4,3600,3401.1,0.58,13.3,7,12.1,0.087,10,3.7,0.55
,11:14:15,4,3600,3402.1,0.59,13.3,7,12.1,0.088,10,3.7,0.55
,11:14:16,4,3600,3403.1,0.58,13.3,7,12.1,0.087,10,3.7,0.55
,11:14:17,4,3600,3404.1,0.59,13.3,7,12.2,0.085,10,3.4,0.55
,11:14:18,4,3600,3405.1,0.59,13.3,7,12.2,0.085,10,3.5,0.55
,11:14:19,4,3600,3406.1,0.59,13.3,7,12.2,0.085,10,3.8,0.55
,11:14:20,4,3600,3407.1,0.59,13.3,7,12.2,0.089,10,3.9,0.55
,11:14:21,4,3600,3408.1,0.59,13.3,7,12.2,0.089,10,4.1,0.55
,11:14:22,4,3600,3409.1,0.59,13.3,7,12.2,0.085,10,4.3,0.55
,11:14:23,4,3600,3410.1,0.59,13.3,7,12.2,0.085,10,4.4,0.55
,11:14:24,4,3600,3411.1,0.59,13.3,7,12.2,0.085,10,4.5,0.55
,11:14:25,4,3600,3412.1,0.59,13.3,7,12.3,0.085,10,4.4,0.55
,11:14:26,4,3600,3413.1,0.59,13.3,7,12.3,0.086,10,4.7,0.56
,11:14:27,4,3600,3414.1,0.59,13.3,7,12.3,0.085,10,4.1,0.55
,11:14:28,4,3600,3415.1,0.58,13.3,7,12.3,0.084,10,3.7,0.55
,11:14:29,4,3600,3416.1,0.58,13.3,7,12.3,0.084,10,3.4,0.55
,11:14:30,4,3600,3417.1,0.59,13.3,7,12.4,0.088,10,3.7,0.55
,11:14:31,4,3600,3418.1,0.59,13.3,7,12.4,0.088,10,3,0.55
,11:14:32,4,3600,3419.1,0.59,13.3,7,12.4,0.088,10,2.9,0.55
,11:14:33,4,3600,3420.1,0.59,13.3,7,12.4,0.089,10,3.1,0.55
,11:14:34,4,3600,3421.1,0.6,13.3,7,12.4,0.086,10,3.1,0.56
,11:14:35,4,3600,3422.1,0.6,13.3,7,12.4,0.086,10,2.9,0.56
,11:14:36,4,3600,3423.1,0.59,13.3,7,12.5,0.083,10,2.8,0.56
,11:14:37,4,3600,3424.1,0.59,13.3,7,12.5,0.085,10,3,0.55
,11:14:38,4,3600,3425.1,0.59,13.3,7,12.5,0.088,10,2.9,0.55
,11:14:39,4,3600,3426.1,0.59,13.3,7,12.5,0.089,10,3.5,0.55
,11:14:40,4,3600,3427.1,0.59,13.3,7,12.5,0.085,10,3.3,0.55
,11:14:41,4,3600,3428.1,0.59,13.3,7,12.5,0.082,10,3.4,0.55
,11:14:42,4,3600,3429.1,0.59,13.3,7,12.5,0.082,10,3.6,0.55
,11:14:43,4,3600,3430.1,0.59,13.3,7,12.6,0.085,10,3.4,0.55
,11:14:44,4,3600,3431.1,0.59,13.3,7,12.6,0.088,10,2.6,0.55
,11:14:45,4,3600,3432.1,0.59,13.3,7,12.6,0.088,10,2.2,0.55
,11:14:46,4,3600,3433.1,0.59,13.3,7,12.6,0.088,10,2.2,0.55
,11:14:47,4,3600,3434.1,0.59,13.3,7,12.6,0.085,10,2.2,0.55
,11:14:48,4,3600,3435.1,0.59,13.3,7,12.6,0.082,10,2,0.55
,11:14:49,4,3600,3436.1,0.59,13.3,7,12.7,0.085,10,1.8,0.55
,11:14:50,4,3600,3437.1,0.58,13.3,7,12.7,0.087,10,1.7,0.55
,11:14:51,4,3600,3438.1,0.58,13.3,7,12.7,0.087,10,1.7,0.55
,11:14:52,4,3600,3439.1,0.59,13.3,7,12.7,0.088,10,1.7,0.55
,11:14:53,4,3600,3440.1,0.6,13.3,7,12.7,0.086,10,1.6,0.56
,11:14:54,4,3600,3441.1,0.59,13.3,7,12.8,0.086,10,1.5,0.56
,11:14:55,4,3600,3442.1,0.59,13.3,7,12.8,0.082,10,1.3,0.55
,11:14:56,4,3600,3443.1,0.59,13.3,7,12.8,0.085,10,1.3,0.55
,11:14:57,4,3600,3444.1,0.58,13.3,7,12.8,0.087,10,1.5,0.55
,11:14:58,4,3600,3445.1,0.58,13.3,7,12.8,0.087,10,1.6,0.54
,11:14:59,4,3600,3446.1,0.58,13.3,7,12.8,0.087,10,1.7,0.54
,11:15:00,4,3600,3447.1,0.59,13.3,7,12.8,0.085,10,1.6,0.55
,11:15:01,4,3600,3448.1,0.58,13.3,7,12.8,0.084,10,1.4,0.55
,11:15:02,4,3600,3449.1,0.58,13.3,7,12.8,0.087,10,1.4,0.54
,11:15:03,4,3600,3450.1,0.58,13.3,7,12.9,0.087,10,1.3,0.54
,11:15:04,4,3600,3451.1,0.58,13.3,7,12.9,0.087,10,1.4,0.54
,11:15:05,4,3600,3452.1,0.59,13.3,7,12.9,0.085,10,1.6,0.55
,11:15:06,4,3600,3453.1,0.59,13.3,7,12.9,0.085,10,1.7,0.55
,11:15:07,4,3600,3454.1,0.59,13.3,7,12.9,0.085,10,1.8,0.55
,11:15:08,4,3600,3455.1,0.58,13.3,7,12.9,0.084,10,1.7,0.55
,11:15:09,4,3600,3456.1,0.58,13.3,7,13,0.087,10,1.7,0.54
,11:15:10,4,3600,3457.1,0.58,13.3,7,13,0.087,10,1.8,0.55
,11:15:11,4,3600,3458.1,0.59,13.3,7,13,0.085,10,2.1,0.55
,11:15:12,4,3600,3459.1,0.6,13.3,7,13,0.083,10,2.2,0.56
,11:15:13,4,3600,3460.1,0.6,13.3,7,13,0.086,10,2.5,0.56
,11:15:14,4,3600,3461.1,0.6,13.3,7,13,0.089,10,2.9,0.56
,11:15:15,4,3600,3462.1,0.59,13.3,7,13,0.089,10,3.1,0.55
,11:15:16,4,3600,3463.1,0.59,13.3,7,13.1,0.088,10,3.1,0.55
,11:15:17,4,3600,3464.1,0.59,13.3,7,13.1,0.086,10,3.6,0.56
,11:15:18,4,3600,3465.1,0.59,13.3,7,13.1,0.086,10,4.5,0.56
,11:15:19,4,3600,3466.1,0.59,13.3,7,13.1,0.089,10,4.4,0.55
,11:15:20,4,3600,3467.1,0.58,13.3,6,13.1,0.091,10,5.1,0.55
,11:15:21,4,3600,3468.1,0.58,13.3,7,13.1,0.087,10,7.8,0.54
,11:15:22,4,3600,3469.1,0.59,13.3,7,13.1,0.088,10,6.3,0.55
,11:15:23,4,3600,3470.1,0.58,13.3,7,13.1,0.087,10,5,0.55
,11:15:24,4,3600,3471.1,0.59,13.3,7,13.1,0.085,10,3.6,0.55
,11:15:25,4,3600,3472.1,0.59,13.3,7,13.1,0.086,10,3.4,0.56
,11:15:26,4,3600,3473.1,0.6,13.3,7,13.1,0.086,10,3.3,0.56
,11:15:27,4,3600,3474.1,0.6,13.3,7,13.2,0.086,10,3.5,0.56
,11:15:28,4,3600,3475.1,0.59,13.3,7,13.2,0.086,10,3.7,0.56
,11:15:29,4,3600,3476.1,0.6,13.3,7,13.2,0.086,10,3.6,0.56
,11:15:30,4,3600,3477.1,0.6,13.3,7,13.2,0.087,10,3.1,0.56
,11:15:31,4,3600,3478.1,0.6,13.3,7,13.2,0.084,10,3,0.56
,11:15:32,4,3600,3479.1,0.6,13.3,7,13.2,0.086,10,3.4,0.56
,11:15:33,4,3600,3480.1,0.59,13.3,7,13.2,0.089,10,4,0.55
,11:15:34,4,3600,3481.1,0.59,13.3,7,13.2,0.089,10,3.8,0.56
,11:15:35,4,3600,3482.1,0.6,13.3,7,13.3,0.086,10,4.6,0.56
,11:15:36,4,3600,3483.1,0.61,13.3,7,13.3,0.088,10,5.5,0.57
,11:15:37,4,3600,3484.1,0.6,13.3,7,13.3,0.087,10,6.1,0.56
,11:15:38,4,3600,3485.1,0.6,13.3,7,13.3,0.09,10,6.5,0.56
,11:15:39,4,3600,3486.1,0.59,13.3,7,13.3,0.089,10,5.3,0.56
