Data file,,PTFE_DRY_T4_PT2.TSV,,,,,,,,,,
Configuration file,,TE77.CFG,,,,,,,,,,
Calibration file,,TE77.CAL,,,,,,,,,,
Test control file,,TIMOLOWPRESSURESAMPLES.TSF,,,,,,,,,,
,,,,,,,,,,,,
User,,Iestyn,,,,,,,,,,
Date,,27/03/2017,,,,,,,,,,
Lubricant,,Dry,,,,,,,,,,
Specimens,,PTFE,,,,,,,,,,
Temp,,Room (20),,,,,,,,,,
Notes,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Test file variable V1 <Force> = 7,,,,,,,,,,,,
Test started at 10:16:08 on 27/03/2017,,,,,,,,,,,,
,Time,This Step,Step Time,Test Time,Friction Force (N),Frequency (Hz),Load (N),Specimen Temp (øC),Friction Coeff ( ),Friction Range (N),Contact Pot (mV),Force Input (Volts)
Fast data in,,ptfe_dry_t4_pt2-h001.tsv,,,,,,,,,,
,10:22:37,5,3590,381.8,2.52,13.3,7,21,0.363,10,49.8,2.43
,10:22:38,5,3590,382.8,2.51,13.3,7,21,0.35,10,49.8,2.42
,10:22:39,5,3590,383.8,2.51,13.3,7,21,0.362,10,49.9,2.42
,10:22:40,5,3590,384.8,2.51,13.3,7,21,0.363,10,49.8,2.43
,10:22:41,5,3590,385.8,2.52,13.3,7,21,0.352,10,49.9,2.44
,10:22:42,5,3590,386.8,2.55,13.3,7,21,0.368,10,49.8,2.46
,10:22:43,5,3590,387.8,2.56,13.3,7,21,0.37,10,49.8,2.47
,10:22:44,5,3590,388.8,2.57,13.3,7,20,0.371,10,49.8,2.48
,10:22:45,5,3590,389.8,2.57,13.3,7,20,0.358,10,49.8,2.48
,10:22:46,5,3590,390.8,2.56,13.3,7,20,0.344,10,49.8,2.47
,10:22:47,5,3590,391.8,2.54,13.3,7,20,0.342,10,49.8,2.45
,10:22:48,5,3590,392.8,2.52,13.3,7,20,0.352,10,49.8,2.43
,10:22:49,5,3590,393.8,2.5,13.3,7,20,0.349,10,49.9,2.42
,10:22:50,5,3590,394.8,2.49,13.3,7,21,0.36,10,49.8,2.41
,10:22:51,5,3590,395.8,2.49,13.3,7,21,0.359,10,49.9,2.4
,10:22:52,5,3590,396.8,2.48,13.3,7,21,0.372,10,49.9,2.39
,10:22:53,5,3590,397.8,2.48,13.3,7,21,0.372,10,49.8,2.39
,10:22:54,5,3590,398.8,2.48,13.3,7,21,0.359,10,49.8,2.4
,10:22:55,5,3590,399.8,2.5,13.3,7,21,0.361,10,49.8,2.41
,10:22:56,5,3590,400.8,2.5,13.3,7,21,0.348,10,49.8,2.42
,10:22:57,5,3590,401.8,2.51,13.3,7,21,0.35,10,49.8,2.42
,10:22:58,5,3590,402.8,2.51,13.3,7,21,0.337,10,49.8,2.42
,10:22:59,5,3590,403.8,2.5,13.3,7,20,0.337,10,49.8,2.41
,10:23:00,5,3590,404.8,2.5,13.3,7,20,0.336,10,49.8,2.41
,10:23:01,5,3590,405.8,2.5,13.3,7,20,0.361,10,49.8,2.41
,10:23:02,5,3590,406.8,2.5,13.3,7,21,0.375,10,49.8,2.41
,10:23:03,5,3590,407.8,2.51,13.3,7,21,0.376,10,49.8,2.42
,10:23:04,5,3590,408.8,2.52,13.3,7,21,0.363,10,49.8,2.43
,10:23:05,5,3590,409.8,2.53,13.3,7,21,0.365,10,49.8,2.44
,10:23:06,5,3590,410.8,2.53,13.3,7,21,0.353,10,49.8,2.44
,10:23:07,5,3590,411.8,2.53,13.3,7,20,0.353,10,49.8,2.45
,10:23:08,5,3590,412.8,2.54,13.3,7,20,0.354,10,49.8,2.46
,10:23:09,5,3590,413.8,2.54,13.3,7,20,0.367,10,49.8,2.45
,10:23:10,5,3590,414.8,2.54,13.3,7,20,0.366,10,49.8,2.45
,10:23:11,5,3590,415.8,2.53,13.3,7,20,0.366,10,49.8,2.44
,10:23:12,5,3590,416.8,2.54,13.3,7,20,0.353,10,49.9,2.45
,10:23:13,5,3590,417.8,2.54,13.3,7,20,0.342,10,49.8,2.46
,10:23:14,5,3590,418.8,2.55,13.3,8,20,0.331,10,49.8,2.46
,10:23:15,5,3590,419.8,2.53,13.3,8,20,0.329,10,49.9,2.44
,10:23:16,5,3590,420.8,2.5,13.3,7,20,0.336,10,49.8,2.41
,10:23:17,5,3590,421.8,2.48,13.3,7,20,0.334,10,49.8,2.39
,10:23:18,5,3590,422.8,2.47,13.3,7,21,0.344,10,49.8,2.38
,10:23:19,5,3590,423.8,2.47,13.3,7,21,0.344,10,49.8,2.38
,10:23:20,5,3590,424.8,2.46,13.3,7,21,0.343,10,49.8,2.38
,10:23:21,5,3590,425.8,2.46,13.3,7,21,0.342,10,49.8,2.38
,10:23:22,5,3590,426.8,2.47,13.3,7,21,0.344,10,49.8,2.39
,10:23:23,5,3590,427.8,2.47,13.3,7,20,0.344,10,49.8,2.38
,10:23:24,5,3590,428.8,2.46,13.3,7,20,0.356,10,49.8,2.38
,10:23:25,5,3590,429.8,2.46,13.3,7,20,0.355,10,49.8,2.37
,10:23:26,5,3590,430.8,2.47,13.3,7,21,0.356,10,49.9,2.38
,10:23:27,5,3590,431.8,2.48,13.3,7,21,0.345,10,49.9,2.39
,10:23:28,5,3590,432.8,2.48,13.3,7,21,0.345,10,49.8,2.39
,10:23:29,5,3590,433.8,2.48,13.3,7,21,0.345,10,49.9,2.39
,10:23:30,5,3590,434.8,2.48,13.3,7,21,0.359,10,49.8,2.4
,10:23:31,5,3590,435.8,2.5,13.3,7,21,0.376,10,49.8,2.42
,10:23:32,5,3590,436.8,2.52,13.3,7,21,0.364,10,49.8,2.43
,10:23:33,5,3590,437.8,2.52,13.3,7,21,0.364,10,49.8,2.43
,10:23:34,5,3590,438.8,2.51,13.3,7,21,0.363,10,49.8,2.42
,10:23:35,5,3590,439.8,2.51,13.3,7,21,0.349,10,49.8,2.42
,10:23:36,5,3590,440.8,2.51,13.3,7,21,0.349,10,49.8,2.42
,10:23:37,5,3590,441.8,2.51,13.3,7,21,0.363,10,49.8,2.43
,10:23:38,5,3590,442.8,2.52,13.3,7,21,0.364,10,49.8,2.43
,10:23:39,5,3590,443.8,2.51,13.3,7,21,0.35,10,49.8,2.42
,10:23:40,5,3590,444.8,2.5,13.3,7,21,0.361,10,49.8,2.41
,10:23:41,5,3590,445.8,2.5,13.3,7,21,0.348,10,49.8,2.41
,10:23:42,5,3590,446.8,2.5,13.3,7,21,0.348,10,49.8,2.41
,10:23:43,5,3590,447.8,2.51,13.3,7,21,0.362,10,49.8,2.42
,10:23:44,5,3590,448.8,2.52,13.3,7,21,0.363,10,49.8,2.43
,10:23:45,5,3590,449.8,2.53,13.3,7,21,0.366,10,49.8,2.45
,10:23:46,5,3590,450.8,2.54,13.3,7,21,0.354,10,49.8,2.46
,10:23:47,5,3590,451.8,2.55,13.3,7,21,0.342,10,49.8,2.46
,10:23:48,5,3590,452.8,2.54,13.3,7,21,0.342,10,49.8,2.45
,10:23:49,5,3590,453.8,2.53,13.3,7,21,0.353,10,49.8,2.45
,10:23:50,5,3590,454.8,2.53,13.3,7,21,0.379,10,49.8,2.44
,10:23:51,5,3590,455.8,2.53,13.3,7,21,0.38,10,49.8,2.45
,10:23:52,5,3590,456.8,2.54,13.3,7,21,0.366,10,49.9,2.45
,10:23:53,5,3590,457.8,2.54,13.3,7,21,0.367,10,49.8,2.46
,10:23:54,5,3590,458.8,2.56,13.3,7,21,0.357,10,49.8,2.47
,10:23:55,5,3590,459.8,2.56,13.3,7,21,0.37,10,49.8,2.47
,10:23:56,5,3590,460.8,2.56,13.3,7,21,0.357,10,49.8,2.47
,10:23:57,5,3590,461.8,2.55,13.3,7,21,0.343,10,49.8,2.46
,10:23:58,5,3590,462.8,2.55,13.3,7,20,0.342,10,49.9,2.46
,10:23:59,5,3590,463.8,2.54,13.3,7,21,0.342,10,49.8,2.46
,10:24:00,5,3590,464.8,2.54,13.3,7,20,0.367,10,49.8,2.46
,10:24:01,5,3590,465.8,2.54,13.3,7,20,0.367,10,49.8,2.46
,10:24:02,5,3590,466.8,2.53,13.3,7,20,0.366,10,49.8,2.44
,10:24:03,5,3590,467.8,2.51,13.3,7,20,0.363,10,49.8,2.42
,10:24:04,5,3590,468.8,2.52,13.3,7,20,0.363,10,49.9,2.43
,10:24:05,5,3590,469.8,2.53,13.3,7,20,0.366,10,49.8,2.45
,10:24:06,5,3590,470.8,2.54,13.3,7,21,0.354,10,49.8,2.46
,10:24:07,5,3590,471.8,2.52,13.3,7,21,0.339,10,49.8,2.43
,10:24:08,5,3590,472.8,2.49,13.3,7,21,0.347,10,49.8,2.4
,10:24:09,5,3590,473.8,2.48,13.3,7,21,0.358,10,49.8,2.39
,10:24:10,5,3590,474.8,2.49,13.3,7,21,0.359,10,49.8,2.4
,10:24:11,5,3590,475.8,2.5,13.3,7,20,0.349,10,49.8,2.42
,10:24:12,5,3590,476.8,2.51,13.3,7,20,0.35,10,49.8,2.42
,10:24:13,5,3590,477.8,2.5,13.3,7,20,0.349,10,49.8,2.42
,10:24:14,5,3590,478.8,2.5,13.3,7,20,0.361,10,49.8,2.41
,10:24:15,5,3590,479.8,2.49,13.3,7,21,0.359,10,49.8,2.4
,10:24:16,5,3590,480.8,2.5,13.3,7,21,0.361,10,49.8,2.41
,10:24:17,5,3590,481.8,2.51,13.3,7,21,0.362,10,49.8,2.42
,10:24:18,5,3590,482.8,2.53,13.3,7,21,0.352,10,49.8,2.44
,10:24:19,5,3590,483.8,2.54,13.3,7,21,0.353,10,49.8,2.45
,10:24:20,5,3590,484.8,2.53,13.3,7,21,0.353,10,49.9,2.44
,10:24:21,5,3590,485.8,2.52,13.3,7,21,0.339,10,49.9,2.43
,10:24:22,5,3590,486.8,2.51,13.3,7,21,0.338,10,49.9,2.42
,10:24:23,5,3590,487.8,2.51,13.3,7,21,0.337,10,49.9,2.42
,10:24:24,5,3590,488.8,2.5,13.3,7,21,0.336,10,49.8,2.41
,10:24:25,5,3590,489.8,2.5,13.3,7,21,0.336,10,49.9,2.41
,10:24:26,5,3590,490.8,2.49,13.3,7,21,0.347,10,49.8,2.4
,10:24:27,5,3590,491.8,2.48,13.3,7,21,0.346,10,49.8,2.4
,10:24:28,5,3590,492.8,2.48,13.3,7,21,0.345,10,49.9,2.39
,10:24:29,5,3590,493.8,2.46,13.3,7,21,0.356,10,49.8,2.38
,10:24:30,5,3590,494.8,2.48,13.3,7,21,0.358,10,49.9,2.39
,10:24:31,5,3590,495.8,2.49,13.3,7,21,0.346,10,49.8,2.4
,10:24:32,5,3590,496.8,2.49,13.3,7,21,0.347,10,49.8,2.4
,10:24:33,5,3590,497.8,2.47,13.3,7,21,0.357,10,49.8,2.39
,10:24:34,5,3590,498.8,2.46,13.3,7,21,0.356,10,49.9,2.38
,10:24:35,5,3590,499.8,2.47,13.3,7,21,0.357,10,49.8,2.38
,10:24:36,5,3590,500.8,2.48,13.3,7,20,0.358,10,49.8,2.39
,10:24:37,5,3590,501.8,2.48,13.3,7,21,0.345,10,49.9,2.39
,10:24:38,5,3590,502.8,2.46,13.3,7,21,0.343,10,49.9,2.38
,10:24:39,5,3590,503.8,2.46,13.3,7,21,0.355,10,49.9,2.38
,10:24:40,5,3590,504.8,2.47,13.3,7,21,0.357,10,49.8,2.39
,10:24:41,5,3590,505.8,2.49,13.3,7,20,0.36,10,49.8,2.4
,10:24:42,5,3590,506.8,2.5,13.3,7,21,0.374,10,49.8,2.41
,10:24:43,5,3590,507.8,2.5,13.3,7,21,0.375,10,49.8,2.42
,10:24:44,5,3590,508.8,2.51,13.3,7,21,0.376,10,49.8,2.42
,10:24:45,5,3590,509.8,2.52,13.3,7,21,0.364,10,49.8,2.43
,10:24:46,5,3590,510.8,2.52,13.3,7,21,0.363,10,49.8,2.43
,10:24:47,5,3590,511.8,2.5,13.3,7,21,0.362,10,49.8,2.42
,10:24:48,5,3590,512.8,2.5,13.3,7,21,0.361,10,49.9,2.41
,10:24:49,5,3590,513.8,2.5,13.3,7,21,0.348,10,49.8,2.41
,10:24:50,5,3590,514.8,2.51,13.3,7,21,0.349,10,49.8,2.42
,10:24:51,5,3590,515.8,2.5,13.3,7,21,0.348,10,49.8,2.41
,10:24:52,5,3590,516.8,2.5,13.3,7,21,0.348,10,49.8,2.41
,10:24:53,5,3590,517.8,2.49,13.3,7,21,0.36,10,49.8,2.41
,10:24:54,5,3590,518.8,2.51,13.3,7,21,0.363,10,49.8,2.43
,10:24:55,5,3590,519.8,2.52,13.3,7,21,0.352,10,49.8,2.44
,10:24:56,5,3590,520.8,2.53,13.3,7,21,0.34,10,49.8,2.44
,10:24:57,5,3590,521.8,2.51,13.3,7,21,0.35,10,49.8,2.42
,10:24:58,5,3590,522.8,2.5,13.3,7,21,0.348,10,49.9,2.41
,10:24:59,5,3590,523.8,2.5,13.3,7,21,0.349,10,49.8,2.42
,10:25:00,5,3590,524.8,2.51,13.3,7,21,0.349,10,49.8,2.42
,10:25:01,5,3590,525.8,2.49,13.3,7,21,0.347,10,49.8,2.4
,10:25:02,5,3590,526.8,2.49,13.3,7,21,0.359,10,49.8,2.4
,10:25:03,5,3590,527.8,2.49,13.3,7,21,0.374,10,49.8,2.41
,10:25:04,5,3590,528.8,2.51,13.3,7,21,0.363,10,49.8,2.43
,10:25:05,5,3590,529.8,2.52,13.3,7,21,0.377,10,49.8,2.43
,10:25:06,5,3590,530.8,2.52,13.3,7,21,0.364,10,49.8,2.43
,10:25:07,5,3590,531.8,2.51,13.3,7,21,0.35,10,49.8,2.43
,10:25:08,5,3590,532.8,2.5,13.3,7,21,0.349,10,49.8,2.42
,10:25:09,5,3590,533.8,2.49,13.3,7,21,0.347,10,49.9,2.41
,10:25:10,5,3590,534.8,2.49,13.3,7,21,0.347,10,49.8,2.4
,10:25:11,5,3590,535.8,2.48,13.3,7,21,0.346,10,49.8,2.4
,10:25:12,5,3590,536.8,2.48,13.3,7,21,0.358,10,49.8,2.39
,10:25:13,5,3590,537.8,2.48,13.3,7,21,0.373,10,49.8,2.4
,10:25:14,5,3590,538.8,2.5,13.3,7,21,0.348,10,49.8,2.41
,10:25:15,5,3590,539.8,2.51,13.3,7,21,0.35,10,49.8,2.43
,10:25:16,5,3590,540.8,2.52,13.3,7,21,0.351,10,49.8,2.43
,10:25:17,5,3590,541.8,2.52,13.3,7,21,0.351,10,49.9,2.43
,10:25:18,5,3590,542.8,2.52,13.3,7,21,0.363,10,49.9,2.43
,10:25:19,5,3590,543.8,2.52,13.3,7,21,0.364,10,49.8,2.43
,10:25:20,5,3590,544.8,2.53,13.3,7,21,0.365,10,49.8,2.44
,10:25:21,5,3590,545.8,2.55,13.3,7,21,0.355,10,49.8,2.46
,10:25:22,5,3590,546.8,2.54,13.3,7,21,0.342,10,49.8,2.45
,10:25:23,5,3590,547.8,2.52,13.3,7,21,0.339,10,49.8,2.43
,10:25:24,5,3590,548.8,2.49,13.3,7,21,0.347,10,49.8,2.4
,10:25:25,5,3590,549.8,2.48,13.3,7,21,0.358,10,49.8,2.39
,10:25:26,5,3590,550.8,2.48,13.3,7,21,0.358,10,49.8,2.39
,10:25:27,5,3590,551.8,2.49,13.3,7,20,0.36,10,49.8,2.41
,10:25:28,5,3590,552.8,2.51,13.3,7,21,0.363,10,49.8,2.43
,10:25:29,5,3590,553.8,2.53,13.3,7,21,0.352,10,49.8,2.44
,10:25:30,5,3590,554.8,2.54,13.3,7,21,0.354,10,49.8,2.45
,10:25:31,5,3590,555.8,2.53,13.3,7,21,0.353,10,49.8,2.45
,10:25:32,5,3590,556.8,2.51,13.3,7,21,0.362,10,49.8,2.42
,10:25:33,5,3590,557.8,2.49,13.3,7,21,0.359,10,49.8,2.4
,10:25:34,5,3590,558.8,2.48,13.3,7,21,0.358,10,49.8,2.39
,10:25:35,5,3590,559.8,2.48,13.3,7,21,0.345,10,49.8,2.39
,10:25:36,5,3590,560.8,2.48,13.3,7,21,0.346,10,49.8,2.39
,10:25:37,5,3590,561.8,2.47,13.3,7,21,0.333,10,49.8,2.39
,10:25:38,5,3590,562.8,2.47,13.3,7,21,0.333,10,49.8,2.39
,10:25:39,5,3590,563.8,2.47,13.3,7,21,0.345,10,49.8,2.39
,10:25:40,5,3590,564.8,2.47,13.3,7,21,0.345,10,49.8,2.39
,10:25:41,5,3590,565.8,2.47,13.3,7,21,0.345,10,49.8,2.39
,10:25:42,5,3590,566.8,2.48,13.3,7,21,0.358,10,49.8,2.39
,10:25:43,5,3590,567.8,2.49,13.3,7,21,0.359,10,49.8,2.4
,10:25:44,5,3590,568.8,2.5,13.3,7,21,0.361,10,49.9,2.41
,10:25:45,5,3590,569.8,2.5,13.3,7,21,0.361,10,49.8,2.41
,10:25:46,5,3590,570.8,2.51,13.3,7,21,0.362,10,49.8,2.42
,10:25:47,5,3590,571.8,2.52,13.3,7,21,0.363,10,49.8,2.43
,10:25:48,5,3590,572.8,2.52,13.3,7,21,0.351,10,49.9,2.43
,10:25:49,5,3590,573.8,2.51,13.3,7,21,0.349,10,49.9,2.42
,10:25:50,5,3590,574.8,2.49,13.3,7,21,0.347,10,49.8,2.4
,10:25:51,5,3590,575.8,2.49,13.3,7,21,0.347,10,49.8,2.4
,10:25:52,5,3590,576.8,2.5,13.3,7,21,0.348,10,49.8,2.41
,10:25:53,5,3590,577.8,2.51,13.3,7,21,0.349,10,49.8,2.42
,10:25:54,5,3590,578.8,2.51,13.3,7,21,0.349,10,49.8,2.42
,10:25:55,5,3590,579.8,2.5,13.3,7,21,0.349,10,49.9,2.42
,10:25:56,5,3590,580.8,2.5,13.3,7,21,0.348,10,49.8,2.41
,10:25:57,5,3590,581.8,2.5,13.3,7,21,0.361,10,49.8,2.41
,10:25:58,5,3590,582.8,2.5,13.3,7,21,0.361,10,49.8,2.41
,10:25:59,5,3590,583.8,2.5,13.3,7,21,0.349,10,49.8,2.42
,10:26:00,5,3590,584.8,2.51,13.3,7,21,0.349,10,49.8,2.42
,10:26:01,5,3590,585.8,2.51,13.3,7,21,0.35,10,49.8,2.42
,10:26:02,5,3590,586.8,2.51,13.3,7,21,0.362,10,49.8,2.42
,10:26:03,5,3590,587.8,2.51,13.3,7,21,0.349,10,49.8,2.42
,10:26:04,5,3590,588.8,2.51,13.3,7,21,0.337,10,49.8,2.42
,10:26:05,5,3590,589.8,2.52,13.3,7,21,0.339,10,49.8,2.43
,10:26:06,5,3590,590.8,2.53,13.3,7,21,0.353,10,49.8,2.45
,10:26:07,5,3590,591.8,2.54,13.3,7,21,0.366,10,49.8,2.45
,10:26:08,5,3590,592.8,2.53,13.3,7,21,0.38,10,49.8,2.44
,10:26:09,5,3590,593.8,2.53,13.3,7,21,0.38,10,49.8,2.44
,10:26:10,5,3590,594.8,2.54,13.3,7,21,0.367,10,49.8,2.46
,10:26:11,5,3590,595.8,2.55,13.3,7,21,0.355,10,49.8,2.46
,10:26:12,5,3590,596.8,2.53,13.3,7,21,0.353,10,49.8,2.45
,10:26:13,5,3590,597.8,2.51,13.3,7,21,0.35,10,49.8,2.42
,10:26:14,5,3590,598.8,2.5,13.3,7,21,0.348,10,49.9,2.41
,10:26:15,5,3590,599.8,2.5,13.3,7,21,0.348,10,49.8,2.41
,10:26:16,5,3590,600.8,2.5,13.3,7,21,0.361,10,49.8,2.41
,10:26:17,5,3590,601.8,2.5,13.3,7,21,0.376,10,49.8,2.42
,10:26:18,5,3590,602.8,2.5,13.3,7,21,0.361,10,49.8,2.42
,10:26:19,5,3590,603.8,2.51,13.3,7,21,0.377,10,49.8,2.43
,10:26:20,5,3590,604.8,2.53,13.3,7,21,0.365,10,49.8,2.44
,10:26:21,5,3590,605.8,2.53,13.3,7,21,0.366,10,49.8,2.45
,10:26:22,5,3590,606.8,2.53,13.3,7,21,0.366,10,49.8,2.45
,10:26:23,5,3590,607.8,2.53,13.3,7,21,0.365,10,49.8,2.44
,10:26:24,5,3590,608.8,2.53,13.3,7,21,0.366,10,49.8,2.45
,10:26:25,5,3590,609.8,2.54,13.3,7,21,0.366,10,49.8,2.45
,10:26:26,5,3590,610.8,2.53,13.3,7,21,0.366,10,49.9,2.45
,10:26:27,5,3590,611.8,2.53,13.3,7,21,0.365,10,49.8,2.44
,10:26:28,5,3590,612.8,2.52,13.3,7,21,0.364,10,49.8,2.43
,10:26:29,5,3590,613.8,2.51,13.3,7,21,0.363,10,49.8,2.43
,10:26:30,5,3590,614.8,2.51,13.3,7,21,0.363,10,49.8,2.43
,10:26:31,5,3590,615.8,2.52,13.3,7,21,0.35,10,49.8,2.43
,10:26:32,5,3590,616.8,2.52,13.3,7,21,0.365,10,49.8,2.44
,10:26:33,5,3590,617.8,2.53,13.3,7,21,0.366,10,49.8,2.44
,10:26:34,5,3590,618.8,2.54,13.3,7,21,0.366,10,49.8,2.45
,10:26:35,5,3590,619.8,2.55,13.3,7,21,0.368,10,49.8,2.46
,10:26:36,5,3590,620.8,2.56,13.3,7,21,0.356,10,49.8,2.47
,10:26:37,5,3590,621.8,2.55,13.3,7,21,0.356,10,49.8,2.46
,10:26:38,5,3590,622.8,2.54,13.3,7,21,0.354,10,49.8,2.45
,10:26:39,5,3590,623.8,2.53,13.3,7,21,0.353,10,49.8,2.44
,10:26:40,5,3590,624.8,2.53,13.3,7,21,0.353,10,49.8,2.45
,10:26:41,5,3590,625.8,2.54,13.3,7,21,0.341,10,49.8,2.45
,10:26:42,5,3590,626.8,2.53,13.3,7,21,0.352,10,49.8,2.44
,10:26:43,5,3590,627.8,2.53,13.3,7,21,0.352,10,49.8,2.44
,10:26:44,5,3590,628.8,2.54,13.3,7,21,0.367,10,49.8,2.45
,10:26:45,5,3590,629.8,2.55,13.3,7,21,0.369,10,49.8,2.46
,10:26:46,5,3590,630.8,2.55,13.3,7,21,0.355,10,49.8,2.46
,10:26:47,5,3590,631.8,2.55,13.3,7,21,0.355,10,49.8,2.46
,10:26:48,5,3590,632.8,2.54,13.3,7,21,0.354,10,49.8,2.46
,10:26:49,5,3590,633.8,2.53,13.3,7,21,0.353,10,49.8,2.45
,10:26:50,5,3590,634.8,2.52,13.3,7,21,0.351,10,49.8,2.43
,10:26:51,5,3590,635.8,2.51,13.3,7,21,0.363,10,49.8,2.42
,10:26:52,5,3590,636.8,2.51,13.3,7,21,0.363,10,49.8,2.43
,10:26:53,5,3590,637.8,2.52,13.3,7,21,0.365,10,49.8,2.44
,10:26:54,5,3590,638.8,2.54,13.3,7,21,0.353,10,49.8,2.45
,10:26:55,5,3590,639.8,2.54,13.3,7,21,0.354,10,49.8,2.45
,10:26:56,5,3590,640.8,2.54,13.3,7,21,0.353,10,49.8,2.45
,10:26:57,5,3590,641.8,2.54,13.3,7,21,0.341,10,49.8,2.45
,10:26:58,5,3590,642.8,2.54,13.3,7,21,0.341,10,49.8,2.45
,10:26:59,5,3590,643.8,2.53,13.3,8,21,0.329,10,49.8,2.45
,10:27:00,5,3590,644.8,2.52,13.3,8,21,0.327,10,49.8,2.43
,10:27:01,5,3590,645.8,2.5,13.3,7,21,0.336,10,49.8,2.41
,10:27:02,5,3590,646.8,2.48,13.3,7,21,0.334,10,49.8,2.39
,10:27:03,5,3590,647.8,2.47,13.3,7,21,0.332,10,49.8,2.39
,10:27:04,5,3590,648.8,2.47,13.3,7,21,0.332,10,49.8,2.38
,10:27:05,5,3590,649.8,2.48,13.3,7,21,0.346,10,49.8,2.4
,10:27:06,5,3590,650.8,2.49,13.3,7,21,0.346,10,49.8,2.4
,10:27:07,5,3590,651.8,2.47,13.3,7,21,0.344,10,49.8,2.38
,10:27:08,5,3590,652.8,2.44,13.3,7,21,0.352,10,49.8,2.35
,10:27:09,5,3590,653.8,2.42,13.3,7,21,0.362,10,49.8,2.33
,10:27:10,5,3590,654.8,2.42,13.3,7,21,0.364,10,49.8,2.34
,10:27:11,5,3590,655.8,2.45,13.3,7,21,0.367,10,49.8,2.37
,10:27:12,5,3590,656.8,2.48,13.3,7,21,0.358,10,49.8,2.39
,10:27:13,5,3590,657.8,2.5,13.3,7,21,0.349,10,49.8,2.42
,10:27:14,5,3590,658.8,2.51,13.3,7,21,0.362,10,49.8,2.42
,10:27:15,5,3590,659.8,2.49,13.3,7,21,0.36,10,49.8,2.41
,10:27:16,5,3590,660.8,2.49,13.3,7,21,0.359,10,49.8,2.4
,10:27:17,5,3590,661.8,2.5,13.3,7,21,0.348,10,49.8,2.41
,10:27:18,5,3590,662.8,2.51,13.3,7,21,0.349,10,49.8,2.42
,10:27:19,5,3590,663.8,2.51,13.3,7,21,0.35,10,49.8,2.43
,10:27:20,5,3590,664.8,2.51,13.3,7,21,0.349,10,49.8,2.42
,10:27:21,5,3590,665.8,2.5,13.3,7,21,0.348,10,49.8,2.41
,10:27:22,5,3590,666.8,2.49,13.3,7,21,0.347,10,49.8,2.4
,10:27:23,5,3590,667.8,2.49,13.3,8,21,0.324,10,49.8,2.41
,10:27:24,5,3590,668.8,2.5,13.3,8,21,0.325,10,49.8,2.41
,10:27:25,5,3590,669.8,2.48,13.3,7,21,0.334,10,49.8,2.39
,10:27:26,5,3590,670.8,2.46,13.3,7,21,0.331,10,49.8,2.37
,10:27:27,5,3590,671.8,2.44,13.3,7,21,0.34,10,49.8,2.36
,10:27:28,5,3590,672.8,2.44,13.3,7,21,0.34,10,49.8,2.36
,10:27:29,5,3590,673.8,2.44,13.3,7,21,0.352,10,49.8,2.35
,10:27:30,5,3590,674.8,2.42,13.3,7,21,0.349,10,49.8,2.33
,10:27:31,5,3590,675.8,2.41,13.3,7,21,0.348,10,49.8,2.33
,10:27:32,5,3590,676.8,2.4,13.3,7,21,0.347,10,49.8,2.32
,10:27:33,5,3590,677.8,2.38,13.3,7,21,0.344,10,49.8,2.3
,10:27:34,5,3590,678.8,2.36,13.3,7,21,0.341,10,49.8,2.28
,10:27:35,5,3590,679.8,2.35,13.3,7,21,0.327,10,49.9,2.27
,10:27:36,5,3590,680.8,2.35,13.3,7,21,0.339,10,49.8,2.26
,10:27:37,5,3590,681.8,2.33,13.3,7,21,0.337,10,49.8,2.25
,10:27:38,5,3590,682.8,2.33,13.3,7,21,0.337,10,49.8,2.25
,10:27:39,5,3590,683.8,2.35,13.3,7,21,0.339,10,49.9,2.27
,10:27:40,5,3590,684.8,2.36,13.3,7,21,0.353,10,49.8,2.28
,10:27:41,5,3590,685.8,2.35,13.3,7,21,0.352,10,49.8,2.27
,10:27:42,5,3590,686.8,2.34,13.3,7,21,0.326,10,49.8,2.26
,10:27:43,5,3590,687.8,2.34,13.3,7,21,0.314,10,49.8,2.25
,10:27:44,5,3590,688.8,2.33,13.3,8,21,0.303,10,49.9,2.25
,10:27:45,5,3590,689.8,2.32,13.3,8,21,0.301,10,49.8,2.24
,10:27:46,5,3590,690.8,2.32,13.3,7,21,0.312,10,49.8,2.24
,10:27:47,5,3590,691.8,2.33,13.3,7,21,0.324,10,49.9,2.25
,10:27:48,5,3590,692.8,2.34,13.3,7,21,0.337,10,49.8,2.25
,10:27:49,5,3590,693.8,2.33,13.3,7,21,0.35,10,49.8,2.25
,10:27:50,5,3590,694.8,2.35,13.3,7,21,0.352,10,49.9,2.27
,10:27:51,5,3590,695.8,2.37,13.3,7,21,0.342,10,49.8,2.29
,10:27:52,5,3590,696.8,2.4,13.3,7,21,0.346,10,49.9,2.32
,10:27:53,5,3590,697.8,2.42,13.3,7,21,0.362,10,49.8,2.33
,10:27:54,5,3590,698.8,2.39,13.3,7,21,0.345,10,49.8,2.31
,10:27:55,5,3590,699.8,2.36,13.3,7,21,0.355,10,49.8,2.28
,10:27:56,5,3590,700.8,2.36,13.3,7,22,0.341,10,49.8,2.28
,10:27:57,5,3590,701.8,2.38,13.3,7,21,0.344,10,49.8,2.3
