Data file,,PTFE_DRY_T4_PT2.TSV,,,,,,,,,,
Configuration file,,TE77.CFG,,,,,,,,,,
Calibration file,,TE77.CAL,,,,,,,,,,
Test control file,,TIMOLOWPRESSURESAMPLES.TSF,,,,,,,,,,
,,,,,,,,,,,,
User,,Iestyn,,,,,,,,,,
Date,,27/03/2017,,,,,,,,,,
Lubricant,,Dry,,,,,,,,,,
Specimens,,PTFE,,,,,,,,,,
Temp,,Room (20),,,,,,,,,,
Notes,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Test file variable V1 <Force> = 7,,,,,,,,,,,,
Test started at 10:16:08 on 27/03/2017,,,,,,,,,,,,
,Time,This Step,Step Time,Test Time,Friction Force (N),Frequency (Hz),Load (N),Specimen Temp (øC),Friction Coeff ( ),Friction Range (N),Contact Pot (mV),Force Input (Volts)
Fast data in,,ptfe_dry_t4_pt2-h001.tsv,,,,,,,,,,
,10:32:17,5,3590,961.8,2.48,13.3,7,21,0.358,10,49.8,2.39
,10:32:18,5,3590,962.8,2.49,13.3,7,21,0.347,10,49.8,2.4
,10:32:19,5,3590,963.8,2.5,13.3,7,21,0.348,10,49.8,2.41
,10:32:20,5,3590,964.8,2.5,13.3,7,21,0.348,10,49.8,2.41
,10:32:21,5,3590,965.8,2.5,13.3,7,21,0.348,10,49.8,2.41
,10:32:22,5,3590,966.8,2.5,13.3,7,21,0.348,10,49.8,2.41
,10:32:23,5,3590,967.8,2.49,13.3,7,21,0.347,10,49.8,2.41
,10:32:24,5,3590,968.8,2.49,13.3,7,21,0.335,10,49.8,2.4
,10:32:25,5,3590,969.8,2.47,13.3,7,21,0.332,10,49.8,2.38
,10:32:26,5,3590,970.8,2.45,13.3,7,21,0.342,10,49.8,2.37
,10:32:27,5,3590,971.8,2.44,13.3,7,21,0.328,10,49.8,2.35
,10:32:28,5,3590,972.8,2.43,13.3,7,21,0.327,10,49.8,2.35
,10:32:29,5,3590,973.8,2.43,13.3,7,21,0.338,10,49.8,2.34
,10:32:30,5,3590,974.8,2.43,13.3,7,21,0.338,10,49.9,2.34
,10:32:31,5,3590,975.8,2.43,13.3,7,21,0.351,10,49.8,2.35
,10:32:32,5,3590,976.8,2.43,13.3,7,21,0.351,10,49.8,2.35
,10:32:33,5,3590,977.8,2.44,13.3,7,21,0.365,10,49.8,2.35
,10:32:34,5,3590,978.8,2.44,13.3,7,21,0.353,10,49.8,2.36
,10:32:35,5,3590,979.8,2.44,13.3,7,21,0.353,10,49.8,2.36
,10:32:36,5,3590,980.8,2.45,13.3,7,21,0.354,10,49.8,2.37
,10:32:37,5,3590,981.8,2.46,13.3,7,21,0.356,10,49.8,2.38
,10:32:38,5,3590,982.8,2.49,13.3,7,21,0.36,10,49.8,2.41
,10:32:39,5,3590,983.8,2.51,13.3,7,21,0.363,10,49.8,2.43
,10:32:40,5,3590,984.8,2.53,13.3,7,21,0.352,10,49.8,2.44
,10:32:41,5,3590,985.8,2.52,13.3,7,21,0.352,10,49.8,2.43
,10:32:42,5,3590,986.8,2.51,13.3,7,21,0.349,10,49.8,2.42
,10:32:43,5,3590,987.8,2.48,13.3,7,21,0.346,10,49.8,2.39
,10:32:44,5,3590,988.8,2.48,13.3,7,21,0.345,10,49.8,2.39
,10:32:45,5,3590,989.8,2.47,13.3,7,21,0.345,10,49.8,2.39
,10:32:46,5,3590,990.8,2.47,13.3,7,21,0.357,10,49.8,2.39
,10:32:47,5,3590,991.8,2.47,13.3,7,21,0.357,10,49.8,2.38
,10:32:48,5,3590,992.8,2.48,13.3,7,21,0.358,10,49.8,2.39
,10:32:49,5,3590,993.8,2.49,13.3,7,21,0.374,10,49.8,2.41
,10:32:50,5,3590,994.8,2.51,13.3,7,21,0.376,10,49.9,2.42
,10:32:51,5,3590,995.8,2.53,13.3,7,21,0.365,10,49.8,2.44
,10:32:52,5,3590,996.8,2.54,13.3,7,21,0.354,10,49.8,2.45
,10:32:53,5,3590,997.8,2.55,13.3,7,21,0.342,10,49.8,2.46
,10:32:54,5,3590,998.8,2.54,13.3,7,21,0.342,10,49.8,2.46
,10:32:55,5,3590,999.8,2.54,13.3,7,21,0.353,10,49.8,2.45
,10:32:56,5,3590,1000.8,2.51,13.3,7,21,0.363,10,49.8,2.42
,10:32:57,5,3590,1001.8,2.5,13.3,7,21,0.361,10,49.8,2.41
,10:32:58,5,3590,1002.8,2.48,13.3,7,21,0.359,10,49.8,2.4
,10:32:59,5,3590,1003.8,2.49,13.3,7,21,0.347,10,49.8,2.4
,10:33:00,5,3590,1004.8,2.5,13.3,7,21,0.348,10,49.8,2.41
,10:33:01,5,3590,1005.8,2.51,13.3,7,21,0.35,10,49.8,2.42
,10:33:02,5,3590,1006.8,2.51,13.3,7,21,0.35,10,49.8,2.43
,10:33:03,5,3590,1007.8,2.52,13.3,7,21,0.338,10,49.8,2.43
,10:33:04,5,3590,1008.8,2.5,13.3,7,21,0.348,10,49.8,2.41
,10:33:05,5,3590,1009.8,2.47,13.3,7,21,0.357,10,49.8,2.38
,10:33:06,5,3590,1010.8,2.46,13.3,7,21,0.355,10,49.8,2.37
,10:33:07,5,3590,1011.8,2.47,13.3,7,21,0.344,10,49.8,2.39
,10:33:08,5,3590,1012.8,2.49,13.3,7,21,0.346,10,49.9,2.4
,10:33:09,5,3590,1013.8,2.48,13.3,7,21,0.345,10,49.8,2.39
,10:33:10,5,3590,1014.8,2.46,13.3,7,21,0.356,10,49.8,2.38
,10:33:11,5,3590,1015.8,2.46,13.3,7,21,0.343,10,49.9,2.38
,10:33:12,5,3590,1016.8,2.45,13.3,7,21,0.33,10,49.8,2.37
,10:33:13,5,3590,1017.8,2.44,13.3,7,21,0.328,10,49.8,2.35
,10:33:14,5,3590,1018.8,2.43,13.3,7,21,0.339,10,49.8,2.35
,10:33:15,5,3590,1019.8,2.44,13.3,7,21,0.353,10,49.8,2.36
,10:33:16,5,3590,1020.8,2.45,13.3,7,21,0.368,10,49.8,2.37
,10:33:17,5,3590,1021.8,2.46,13.3,7,21,0.368,10,49.8,2.37
,10:33:18,5,3590,1022.8,2.47,13.3,7,21,0.356,10,49.8,2.38
,10:33:19,5,3590,1023.8,2.48,13.3,7,21,0.358,10,49.8,2.39
,10:33:20,5,3590,1024.8,2.49,13.3,7,21,0.359,10,49.9,2.4
,10:33:21,5,3590,1025.8,2.49,13.3,7,21,0.36,10,49.8,2.41
,10:33:22,5,3590,1026.8,2.49,13.3,7,21,0.347,10,49.8,2.41
,10:33:23,5,3590,1027.8,2.49,13.3,7,21,0.347,10,49.8,2.41
,10:33:24,5,3590,1028.8,2.49,13.3,7,21,0.335,10,49.8,2.41
,10:33:25,5,3590,1029.8,2.49,13.3,7,21,0.335,10,49.8,2.4
,10:33:26,5,3590,1030.8,2.46,13.3,7,21,0.331,10,49.8,2.38
,10:33:27,5,3590,1031.8,2.44,13.3,7,21,0.329,10,49.8,2.36
,10:33:28,5,3590,1032.8,2.44,13.3,7,21,0.339,10,49.8,2.35
,10:33:29,5,3590,1033.8,2.45,13.3,7,21,0.354,10,49.8,2.37
,10:33:30,5,3590,1034.8,2.46,13.3,7,21,0.355,10,49.8,2.37
,10:33:31,5,3590,1035.8,2.45,13.3,7,21,0.368,10,49.8,2.37
,10:33:32,5,3590,1036.8,2.44,13.3,7,21,0.353,10,49.8,2.36
,10:33:33,5,3590,1037.8,2.45,13.3,7,21,0.354,10,49.8,2.37
,10:33:34,5,3590,1038.8,2.47,13.3,7,21,0.357,10,49.8,2.39
,10:33:35,5,3590,1039.8,2.48,13.3,7,21,0.359,10,49.8,2.4
,10:33:36,5,3590,1040.8,2.49,13.3,7,21,0.36,10,49.8,2.4
,10:33:37,5,3590,1041.8,2.49,13.3,7,21,0.347,10,49.8,2.41
,10:33:38,5,3590,1042.8,2.49,13.3,7,21,0.346,10,49.8,2.4
,10:33:39,5,3590,1043.8,2.46,13.3,7,21,0.343,10,49.8,2.38
,10:33:40,5,3590,1044.8,2.45,13.3,7,21,0.341,10,49.8,2.36
,10:33:41,5,3590,1045.8,2.44,13.3,7,21,0.34,10,49.8,2.36
,10:33:42,5,3590,1046.8,2.45,13.3,7,21,0.329,10,49.8,2.36
,10:33:43,5,3590,1047.8,2.44,13.3,7,21,0.328,10,49.8,2.36
,10:33:44,5,3590,1048.8,2.44,13.3,7,21,0.339,10,49.8,2.35
,10:33:45,5,3590,1049.8,2.44,13.3,7,21,0.352,10,49.9,2.35
,10:33:46,5,3590,1050.8,2.45,13.3,7,21,0.353,10,49.8,2.36
,10:33:47,5,3590,1051.8,2.45,13.3,7,21,0.354,10,49.8,2.37
,10:33:48,5,3590,1052.8,2.46,13.3,7,21,0.355,10,49.8,2.38
,10:33:49,5,3590,1053.8,2.47,13.3,7,22,0.357,10,49.8,2.39
,10:33:50,5,3590,1054.8,2.48,13.3,7,21,0.359,10,49.8,2.4
,10:33:51,5,3590,1055.8,2.49,13.3,7,21,0.347,10,49.8,2.4
,10:33:52,5,3590,1056.8,2.49,13.3,7,21,0.347,10,49.8,2.4
,10:33:53,5,3590,1057.8,2.48,13.3,7,21,0.358,10,49.8,2.39
,10:33:54,5,3590,1058.8,2.47,13.3,7,21,0.356,10,49.8,2.38
,10:33:55,5,3590,1059.8,2.47,13.3,7,21,0.345,10,49.8,2.39
,10:33:56,5,3590,1060.8,2.49,13.3,7,21,0.347,10,49.8,2.4
,10:33:57,5,3590,1061.8,2.49,13.3,7,21,0.335,10,49.8,2.4
,10:33:58,5,3590,1062.8,2.48,13.3,7,21,0.333,10,49.8,2.39
,10:33:59,5,3590,1063.8,2.46,13.3,7,21,0.343,10,49.8,2.38
,10:34:00,5,3590,1064.8,2.46,13.3,7,21,0.342,10,49.8,2.37
,10:34:01,5,3590,1065.8,2.46,13.3,7,21,0.355,10,49.8,2.37
,10:34:02,5,3590,1066.8,2.45,13.3,7,21,0.354,10,49.8,2.37
,10:34:03,5,3590,1067.8,2.46,13.3,7,21,0.355,10,49.8,2.37
,10:34:04,5,3590,1068.8,2.46,13.3,7,21,0.355,10,49.8,2.37
,10:34:05,5,3590,1069.8,2.46,13.3,7,21,0.369,10,49.8,2.38
,10:34:06,5,3590,1070.8,2.46,13.3,7,21,0.37,10,49.8,2.38
,10:34:07,5,3590,1071.8,2.49,13.3,7,21,0.373,10,49.8,2.4
,10:34:08,5,3590,1072.8,2.5,13.3,7,21,0.361,10,49.8,2.41
,10:34:09,5,3590,1073.8,2.52,13.3,7,21,0.363,10,49.8,2.43
,10:34:10,5,3590,1074.8,2.52,13.3,7,21,0.351,10,49.8,2.44
,10:34:11,5,3590,1075.8,2.53,13.3,7,21,0.352,10,49.8,2.44
,10:34:12,5,3590,1076.8,2.53,13.3,7,21,0.352,10,49.8,2.44
,10:34:13,5,3590,1077.8,2.53,13.3,7,21,0.352,10,49.8,2.44
,10:34:14,5,3590,1078.8,2.53,13.3,7,21,0.353,10,49.8,2.44
,10:34:15,5,3590,1079.8,2.52,13.3,7,21,0.35,10,49.8,2.42
,10:34:16,5,3590,1080.8,2.48,13.3,7,21,0.345,10,49.8,2.39
,10:34:17,5,3590,1081.8,2.43,13.3,7,21,0.327,10,49.9,2.35
,10:34:18,5,3590,1082.8,2.43,13.3,7,21,0.338,10,49.8,2.34
,10:34:19,5,3590,1083.8,2.43,13.3,7,21,0.351,10,49.8,2.35
,10:34:20,5,3590,1084.8,2.44,13.3,7,22,0.353,10,49.8,2.36
,10:34:21,5,3590,1085.8,2.45,13.3,7,21,0.354,10,49.8,2.37
,10:34:22,5,3590,1086.8,2.46,13.3,7,21,0.342,10,49.8,2.38
,10:34:23,5,3590,1087.8,2.46,13.3,7,21,0.342,10,49.8,2.38
,10:34:24,5,3590,1088.8,2.45,13.3,7,21,0.354,10,49.8,2.37
,10:34:25,5,3590,1089.8,2.44,13.3,7,21,0.353,10,49.8,2.36
,10:34:26,5,3590,1090.8,2.46,13.3,7,21,0.342,10,49.8,2.37
,10:34:27,5,3590,1091.8,2.47,13.3,7,21,0.344,10,49.8,2.38
,10:34:28,5,3590,1092.8,2.47,13.3,7,21,0.344,10,49.8,2.39
,10:34:29,5,3590,1093.8,2.46,13.3,7,21,0.342,10,49.8,2.37
,10:34:30,5,3590,1094.8,2.45,13.3,7,21,0.341,10,49.8,2.36
,10:34:31,5,3590,1095.8,2.44,13.3,7,21,0.353,10,49.8,2.36
,10:34:32,5,3590,1096.8,2.45,13.3,7,21,0.342,10,49.8,2.37
,10:34:33,5,3590,1097.8,2.45,13.3,7,21,0.342,10,49.9,2.37
,10:34:34,5,3590,1098.8,2.45,13.3,7,21,0.33,10,49.8,2.37
,10:34:35,5,3590,1099.8,2.45,13.3,7,21,0.329,10,49.8,2.36
,10:34:36,5,3590,1100.8,2.44,13.3,7,21,0.329,10,49.8,2.36
,10:34:37,5,3590,1101.8,2.44,13.3,7,21,0.329,10,49.8,2.36
,10:34:38,5,3590,1102.8,2.45,13.3,7,21,0.329,10,49.8,2.36
,10:34:39,5,3590,1103.8,2.45,13.3,7,21,0.329,10,49.8,2.36
,10:34:40,5,3590,1104.8,2.44,13.3,7,21,0.328,10,49.8,2.35
,10:34:41,5,3590,1105.8,2.42,13.3,7,21,0.337,10,49.8,2.33
,10:34:42,5,3590,1106.8,2.4,13.3,7,21,0.334,10,49.8,2.32
,10:34:43,5,3590,1107.8,2.39,13.3,7,21,0.333,10,49.8,2.31
,10:34:44,5,3590,1108.8,2.38,13.3,7,21,0.332,10,49.8,2.3
,10:34:45,5,3590,1109.8,2.38,13.3,7,21,0.331,10,49.8,2.29
,10:34:46,5,3590,1110.8,2.37,13.3,7,21,0.33,10,49.8,2.28
,10:34:47,5,3590,1111.8,2.36,13.3,7,21,0.329,10,49.9,2.28
,10:34:48,5,3590,1112.8,2.36,13.3,7,21,0.329,10,49.8,2.28
,10:34:49,5,3590,1113.8,2.37,13.3,7,21,0.33,10,49.8,2.29
,10:34:50,5,3590,1114.8,2.38,13.3,7,21,0.331,10,49.9,2.29
,10:34:51,5,3590,1115.8,2.38,13.3,7,21,0.332,10,49.9,2.3
,10:34:52,5,3590,1116.8,2.4,13.3,7,21,0.334,10,49.8,2.32
,10:34:53,5,3590,1117.8,2.41,13.3,7,21,0.335,10,49.8,2.32
,10:34:54,5,3590,1118.8,2.42,13.3,7,21,0.337,10,49.8,2.33
,10:34:55,5,3590,1119.8,2.42,13.3,7,21,0.337,10,49.8,2.33
,10:34:56,5,3590,1120.8,2.42,13.3,7,21,0.337,10,49.8,2.33
,10:34:57,5,3590,1121.8,2.41,13.3,7,21,0.336,10,49.8,2.33
,10:34:58,5,3590,1122.8,2.42,13.3,7,21,0.349,10,49.8,2.33
,10:34:59,5,3590,1123.8,2.41,13.3,7,21,0.335,10,49.8,2.32
,10:35:00,5,3590,1124.8,2.4,13.3,7,21,0.334,10,49.8,2.32
,10:35:01,5,3590,1125.8,2.39,13.3,7,21,0.333,10,49.8,2.3
,10:35:02,5,3590,1126.8,2.38,13.3,7,21,0.343,10,49.9,2.29
,10:35:03,5,3590,1127.8,2.37,13.3,7,21,0.343,10,49.8,2.29
,10:35:04,5,3590,1128.8,2.38,13.3,7,21,0.357,10,49.8,2.3
,10:35:05,5,3590,1129.8,2.4,13.3,7,21,0.36,10,49.8,2.32
,10:35:06,5,3590,1130.8,2.42,13.3,7,21,0.364,10,49.8,2.34
,10:35:07,5,3590,1131.8,2.44,13.3,7,21,0.352,10,49.8,2.35
,10:35:08,5,3590,1132.8,2.44,13.3,7,21,0.352,10,49.8,2.35
,10:35:09,5,3590,1133.8,2.44,13.3,7,21,0.352,10,49.8,2.35
,10:35:10,5,3590,1134.8,2.44,13.3,7,21,0.352,10,49.8,2.35
,10:35:11,5,3590,1135.8,2.44,13.3,7,21,0.352,10,49.8,2.35
,10:35:12,5,3590,1136.8,2.43,13.3,7,21,0.352,10,49.8,2.35
,10:35:13,5,3590,1137.8,2.42,13.3,7,21,0.35,10,49.8,2.34
,10:35:14,5,3590,1138.8,2.41,13.3,7,21,0.349,10,49.8,2.33
,10:35:15,5,3590,1139.8,2.41,13.3,7,21,0.362,10,49.8,2.33
,10:35:16,5,3590,1140.8,2.42,13.3,7,21,0.35,10,49.9,2.34
,10:35:17,5,3590,1141.8,2.42,13.3,7,21,0.35,10,49.8,2.33
,10:35:18,5,3590,1142.8,2.42,13.3,7,21,0.363,10,49.8,2.34
,10:35:19,5,3590,1143.8,2.42,13.3,7,21,0.363,10,49.8,2.34
,10:35:20,5,3590,1144.8,2.44,13.3,7,21,0.366,10,49.8,2.36
,10:35:21,5,3590,1145.8,2.47,13.3,7,21,0.357,10,49.8,2.39
,10:35:22,5,3590,1146.8,2.49,13.3,7,21,0.347,10,49.8,2.41
,10:35:23,5,3590,1147.8,2.51,13.3,7,21,0.337,10,49.8,2.42
,10:35:24,5,3590,1148.8,2.5,13.3,7,21,0.336,10,49.8,2.41
,10:35:25,5,3590,1149.8,2.48,13.3,7,21,0.334,10,49.8,2.39
,10:35:26,5,3590,1150.8,2.46,13.3,7,21,0.342,10,49.8,2.37
,10:35:27,5,3590,1151.8,2.44,13.3,7,21,0.34,10,49.8,2.35
,10:35:28,5,3590,1152.8,2.44,13.3,7,21,0.352,10,49.9,2.35
,10:35:29,5,3590,1153.8,2.44,13.3,7,21,0.353,10,49.8,2.36
,10:35:30,5,3590,1154.8,2.44,13.3,7,22,0.367,10,49.8,2.36
,10:35:31,5,3590,1155.8,2.45,13.3,7,22,0.354,10,49.8,2.37
,10:35:32,5,3590,1156.8,2.46,13.3,7,22,0.356,10,49.8,2.38
,10:35:33,5,3590,1157.8,2.48,13.3,7,22,0.358,10,49.8,2.39
,10:35:34,5,3590,1158.8,2.49,13.3,7,21,0.346,10,49.8,2.4
,10:35:35,5,3590,1159.8,2.48,13.3,7,21,0.345,10,49.8,2.39
,10:35:36,5,3590,1160.8,2.47,13.3,7,21,0.344,10,49.8,2.38
,10:35:37,5,3590,1161.8,2.46,13.3,7,21,0.355,10,49.8,2.38
,10:35:38,5,3590,1162.8,2.46,13.3,7,21,0.356,10,49.9,2.38
,10:35:39,5,3590,1163.8,2.47,13.3,7,21,0.345,10,49.8,2.39
,10:35:40,5,3590,1164.8,2.49,13.3,7,21,0.346,10,49.8,2.4
,10:35:41,5,3590,1165.8,2.49,13.3,7,21,0.346,10,49.9,2.4
,10:35:42,5,3590,1166.8,2.48,13.3,7,21,0.334,10,49.8,2.39
,10:35:43,5,3590,1167.8,2.47,13.3,7,21,0.332,10,49.8,2.38
,10:35:44,5,3590,1168.8,2.45,13.3,7,21,0.33,10,49.9,2.37
,10:35:45,5,3590,1169.8,2.44,13.3,7,21,0.34,10,49.8,2.36
,10:35:46,5,3590,1170.8,2.44,13.3,7,21,0.34,10,49.8,2.35
,10:35:47,5,3590,1171.8,2.44,13.3,7,21,0.352,10,49.8,2.35
,10:35:48,5,3590,1172.8,2.44,13.3,7,21,0.352,10,49.8,2.35
,10:35:49,5,3590,1173.8,2.44,13.3,7,21,0.353,10,49.8,2.36
,10:35:50,5,3590,1174.8,2.46,13.3,7,21,0.355,10,49.8,2.38
,10:35:51,5,3590,1175.8,2.48,13.3,7,21,0.345,10,49.8,2.39
,10:35:52,5,3590,1176.8,2.49,13.3,7,21,0.359,10,49.8,2.4
,10:35:53,5,3590,1177.8,2.49,13.3,7,21,0.36,10,49.9,2.41
,10:35:54,5,3590,1178.8,2.5,13.3,7,21,0.348,10,49.8,2.41
,10:35:55,5,3590,1179.8,2.49,13.3,7,21,0.347,10,49.8,2.4
,10:35:56,5,3590,1180.8,2.47,13.3,7,21,0.357,10,49.9,2.38
,10:35:57,5,3590,1181.8,2.45,13.3,7,21,0.353,10,49.9,2.36
,10:35:58,5,3590,1182.8,2.45,13.3,7,21,0.341,10,49.8,2.36
,10:35:59,5,3590,1183.8,2.45,13.3,7,21,0.342,10,49.8,2.37
,10:36:00,5,3590,1184.8,2.46,13.3,7,21,0.33,10,49.8,2.37
,10:36:01,5,3590,1185.8,2.44,13.3,7,21,0.328,10,49.8,2.35
,10:36:02,5,3590,1186.8,2.42,13.3,7,21,0.337,10,49.8,2.34
,10:36:03,5,3590,1187.8,2.41,13.3,7,21,0.348,10,49.8,2.33
,10:36:04,5,3590,1188.8,2.41,13.3,7,21,0.349,10,49.8,2.33
,10:36:05,5,3590,1189.8,2.43,13.3,7,21,0.351,10,49.8,2.35
,10:36:06,5,3590,1190.8,2.45,13.3,7,21,0.354,10,49.8,2.37
,10:36:07,5,3590,1191.8,2.48,13.3,7,21,0.345,10,49.8,2.39
,10:36:08,5,3590,1192.8,2.48,13.3,7,21,0.346,10,49.8,2.39
,10:36:09,5,3590,1193.8,2.47,13.3,7,21,0.344,10,49.8,2.38
,10:36:10,5,3590,1194.8,2.46,13.3,7,21,0.355,10,49.8,2.37
,10:36:11,5,3590,1195.8,2.46,13.3,7,21,0.343,10,49.8,2.38
,10:36:12,5,3590,1196.8,2.46,13.3,7,21,0.343,10,49.8,2.38
,10:36:13,5,3590,1197.8,2.46,13.3,7,21,0.343,10,49.8,2.38
,10:36:14,5,3590,1198.8,2.45,13.3,7,21,0.341,10,49.8,2.37
,10:36:15,5,3590,1199.8,2.45,13.3,7,21,0.341,10,49.8,2.36
,10:36:16,5,3590,1200.8,2.45,13.3,7,21,0.329,10,49.8,2.36
,10:36:17,5,3590,1201.8,2.45,13.3,7,21,0.329,10,49.8,2.36
,10:36:18,5,3590,1202.8,2.44,13.3,7,21,0.328,10,49.8,2.35
,10:36:19,5,3590,1203.8,2.44,13.3,7,21,0.339,10,49.8,2.35
,10:36:20,5,3590,1204.8,2.44,13.3,7,21,0.353,10,49.8,2.36
,10:36:21,5,3590,1205.8,2.45,13.3,7,21,0.341,10,49.8,2.36
,10:36:22,5,3590,1206.8,2.45,13.3,7,21,0.353,10,49.8,2.36
,10:36:23,5,3590,1207.8,2.44,13.3,7,21,0.34,10,49.8,2.36
,10:36:24,5,3590,1208.8,2.45,13.3,7,21,0.353,10,49.8,2.36
,10:36:25,5,3590,1209.8,2.45,13.3,7,21,0.367,10,49.8,2.36
,10:36:26,5,3590,1210.8,2.45,13.3,7,21,0.368,10,49.8,2.37
,10:36:27,5,3590,1211.8,2.46,13.3,7,21,0.356,10,49.9,2.38
,10:36:28,5,3590,1212.8,2.47,13.3,7,21,0.357,10,49.8,2.39
,10:36:29,5,3590,1213.8,2.48,13.3,7,21,0.359,10,49.9,2.4
,10:36:30,5,3590,1214.8,2.47,13.3,7,21,0.344,10,49.8,2.38
,10:36:31,5,3590,1215.8,2.45,13.3,7,21,0.341,10,49.8,2.36
,10:36:32,5,3590,1216.8,2.42,13.3,7,21,0.337,10,49.8,2.33
,10:36:33,5,3590,1217.8,2.41,13.3,7,21,0.348,10,49.8,2.32
,10:36:34,5,3590,1218.8,2.42,13.3,7,21,0.35,10,49.8,2.34
,10:36:35,5,3590,1219.8,2.45,13.3,7,21,0.354,10,49.8,2.37
,10:36:36,5,3590,1220.8,2.47,13.3,7,21,0.345,10,49.8,2.39
,10:36:37,5,3590,1221.8,2.47,13.3,7,21,0.345,10,49.8,2.39
,10:36:38,5,3590,1222.8,2.47,13.3,7,21,0.343,10,49.8,2.38
,10:36:39,5,3590,1223.8,2.45,13.3,7,21,0.354,10,49.8,2.36
,10:36:40,5,3590,1224.8,2.44,13.3,7,21,0.352,10,49.8,2.35
,10:36:41,5,3590,1225.8,2.44,13.3,7,21,0.353,10,49.8,2.36
,10:36:42,5,3590,1226.8,2.45,13.3,7,21,0.354,10,49.8,2.36
,10:36:43,5,3590,1227.8,2.46,13.3,7,21,0.342,10,49.8,2.37
,10:36:44,5,3590,1228.8,2.46,13.3,7,21,0.342,10,49.8,2.37
,10:36:45,5,3590,1229.8,2.46,13.3,7,21,0.343,10,49.8,2.38
,10:36:46,5,3590,1230.8,2.46,13.3,7,21,0.356,10,49.8,2.38
,10:36:47,5,3590,1231.8,2.47,13.3,7,21,0.357,10,49.8,2.39
,10:36:48,5,3590,1232.8,2.47,13.3,7,22,0.344,10,49.8,2.39
,10:36:49,5,3590,1233.8,2.47,13.3,7,22,0.344,10,49.8,2.38
,10:36:50,5,3590,1234.8,2.47,13.3,7,22,0.344,10,49.9,2.38
,10:36:51,5,3590,1235.8,2.47,13.3,7,22,0.344,10,49.8,2.38
,10:36:52,5,3590,1236.8,2.46,13.3,7,21,0.343,10,49.8,2.38
,10:36:53,5,3590,1237.8,2.45,13.3,7,21,0.341,10,49.8,2.36
,10:36:54,5,3590,1238.8,2.45,13.3,7,21,0.329,10,49.8,2.36
,10:36:55,5,3590,1239.8,2.44,13.3,7,21,0.34,10,49.8,2.36
,10:36:56,5,3590,1240.8,2.45,13.3,7,21,0.329,10,49.9,2.36
,10:36:57,5,3590,1241.8,2.45,13.3,7,21,0.329,10,49.8,2.36
,10:36:58,5,3590,1242.8,2.45,13.3,7,21,0.33,10,49.9,2.37
,10:36:59,5,3590,1243.8,2.45,13.3,7,21,0.33,10,49.8,2.37
,10:37:00,5,3590,1244.8,2.46,13.3,7,21,0.331,10,49.8,2.37
,10:37:01,5,3590,1245.8,2.45,13.3,7,21,0.33,10,49.8,2.37
,10:37:02,5,3590,1246.8,2.44,13.3,7,21,0.339,10,49.8,2.35
,10:37:03,5,3590,1247.8,2.41,13.3,7,21,0.349,10,49.8,2.33
,10:37:04,5,3590,1248.8,2.4,13.3,7,21,0.346,10,49.8,2.31
,10:37:05,5,3590,1249.8,2.4,13.3,7,21,0.346,10,49.8,2.32
,10:37:06,5,3590,1250.8,2.41,13.3,7,21,0.349,10,49.8,2.33
,10:37:07,5,3590,1251.8,2.43,13.3,7,21,0.35,10,49.8,2.34
,10:37:08,5,3590,1252.8,2.43,13.3,7,21,0.35,10,49.8,2.34
,10:37:09,5,3590,1253.8,2.43,13.3,7,21,0.35,10,49.8,2.34
,10:37:10,5,3590,1254.8,2.43,13.3,7,22,0.351,10,49.8,2.35
,10:37:11,5,3590,1255.8,2.44,13.3,7,22,0.365,10,49.8,2.35
,10:37:12,5,3590,1256.8,2.44,13.3,7,22,0.353,10,49.8,2.36
,10:37:13,5,3590,1257.8,2.45,13.3,7,21,0.354,10,49.8,2.36
,10:37:14,5,3590,1258.8,2.45,13.3,7,21,0.354,10,49.8,2.37
,10:37:15,5,3590,1259.8,2.44,13.3,7,21,0.353,10,49.8,2.36
,10:37:16,5,3590,1260.8,2.44,13.3,7,21,0.353,10,49.8,2.36
,10:37:17,5,3590,1261.8,2.44,13.3,7,21,0.352,10,49.8,2.35
,10:37:18,5,3590,1262.8,2.44,13.3,7,21,0.353,10,49.9,2.36
,10:37:19,5,3590,1263.8,2.46,13.3,7,21,0.355,10,49.8,2.37
,10:37:20,5,3590,1264.8,2.47,13.3,7,21,0.357,10,49.8,2.38
,10:37:21,5,3590,1265.8,2.48,13.3,7,21,0.358,10,49.8,2.39
,10:37:22,5,3590,1266.8,2.48,13.3,7,21,0.359,10,49.8,2.4
,10:37:23,5,3590,1267.8,2.49,13.3,7,21,0.359,10,49.8,2.4
,10:37:24,5,3590,1268.8,2.48,13.3,7,21,0.345,10,49.8,2.39
,10:37:25,5,3590,1269.8,2.46,13.3,7,21,0.343,10,49.8,2.38
,10:37:26,5,3590,1270.8,2.45,13.3,7,21,0.342,10,49.8,2.37
,10:37:27,5,3590,1271.8,2.45,13.3,7,21,0.342,10,49.9,2.37
,10:37:28,5,3590,1272.8,2.46,13.3,7,21,0.342,10,49.8,2.37
,10:37:29,5,3590,1273.8,2.46,13.3,7,21,0.331,10,49.9,2.38
,10:37:30,5,3590,1274.8,2.46,13.3,7,21,0.331,10,49.8,2.37
,10:37:31,5,3590,1275.8,2.46,13.3,7,21,0.33,10,49.8,2.37
