Data file,,SORONA_ISO10_12C_004_12HOURTEST.TSV,,,,,,,,,,
Configuration file,,TE77 CHILLER-ECKOLD.CFG,,,,,,,,,,
Calibration file,,TE77 CHILLER.CAL,,,,,,,,,,
Test control file,,DEARMANBENCHMARK_PEEK_15MM_12DEG_12HRS.TSF,,,,,,,,,,
,,,,,,,,,,,,
User,,David Eckold,,,,,,,,,,
Date,,03/04/2016,,,,,,,,,,
Lubricant,,ISO10,,,,,,,,,,
Specimens,,Sorona on PTFE,,,,,,,,,,
Temp,,12,,,,,,,,,,
Notes,,12 Hour Test,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Test started at 14:07:33 on 03/04/2016,,,,,,,,,,,,
,Time,This Step,Step Time,Test Time,Friction Force (N),Frequency (Hz),Load (N),Specimen Temperature (Chiller) (øC),Friction Coeff,Friction Range (N),Contact Pot (mV),Force Input (Volts)
,16:10:11,4,43200,7357.6,0.82,13.3,7,12.9,0.114,10,0.2,0.77
,16:10:12,4,43200,7358.6,0.82,13.3,7,12.9,0.118,10,0.2,0.77
,16:10:13,4,43200,7359.6,0.82,13.3,7,12.9,0.118,10,0.2,0.76
,16:10:14,4,43200,7360.6,0.81,13.3,7,12.8,0.117,10,0.2,0.76
,16:10:15,4,43200,7361.6,0.81,13.3,7,12.8,0.122,10,0.2,0.76
,16:10:16,4,43200,7362.6,0.81,13.3,7,12.8,0.122,10,0.2,0.76
,16:10:17,4,43200,7363.6,0.82,13.3,7,12.8,0.123,10,0.2,0.77
,16:10:18,4,43200,7364.6,0.82,13.3,7,12.8,0.123,10,0.2,0.77
,16:10:19,4,43200,7365.6,0.81,13.3,7,12.8,0.118,10,0.2,0.76
,16:10:20,4,43200,7366.6,0.81,13.3,7,12.8,0.117,10,0.2,0.76
,16:10:21,4,43200,7367.6,0.81,13.3,7,12.8,0.113,10,0.2,0.76
,16:10:22,4,43200,7368.6,0.81,13.3,7,12.8,0.117,10,0.2,0.75
,16:10:23,4,43200,7369.6,0.8,13.3,7,12.8,0.121,10,0.2,0.75
,16:10:24,4,43200,7370.6,0.8,13.3,7,12.8,0.12,10,0.2,0.75
,16:10:25,4,43200,7371.6,0.8,13.3,7,12.8,0.12,10,0.2,0.75
,16:10:26,4,43200,7372.6,0.8,13.3,6,12.8,0.125,10,0.2,0.75
,16:10:27,4,43200,7373.6,0.81,13.3,7,12.8,0.121,10,0.2,0.76
,16:10:28,4,43200,7374.6,0.81,13.3,7,12.7,0.121,10,0.2,0.76
,16:10:29,4,43200,7375.6,0.81,13.3,7,12.8,0.122,10,0.2,0.76
,16:10:30,4,43200,7376.6,0.81,13.3,7,12.7,0.122,10,0.2,0.77
,16:10:31,4,43200,7377.6,0.82,13.3,7,12.7,0.123,10,0.2,0.77
,16:10:32,4,43200,7378.6,0.82,13.3,7,12.7,0.123,10,0.2,0.77
,16:10:33,4,43200,7379.6,0.83,13.3,7,12.7,0.119,10,0.2,0.77
,16:10:34,4,43200,7380.6,0.83,13.3,7,12.7,0.119,10,0.3,0.77
,16:10:35,4,43200,7381.6,0.82,13.3,7,12.7,0.119,10,0.2,0.77
,16:10:36,4,43200,7382.6,0.82,13.3,7,12.6,0.114,10,0.2,0.77
,16:10:37,4,43200,7383.6,0.82,13.3,7,12.6,0.114,10,0.2,0.77
,16:10:38,4,43200,7384.6,0.82,13.3,7,12.6,0.114,10,0.3,0.77
,16:10:39,4,43200,7385.6,0.82,13.3,7,12.6,0.118,10,0.3,0.77
,16:10:40,4,43200,7386.6,0.82,13.3,7,12.6,0.118,10,0.3,0.77
,16:10:41,4,43200,7387.6,0.82,13.3,7,12.6,0.118,10,0.3,0.77
,16:10:42,4,43200,7388.6,0.82,13.3,7,12.6,0.119,10,0.3,0.77
,16:10:43,4,43200,7389.6,0.82,13.3,7,12.6,0.119,10,0.3,0.77
,16:10:44,4,43200,7390.6,0.82,13.3,7,12.6,0.123,10,0.3,0.77
,16:10:45,4,43200,7391.6,0.82,13.3,7,12.6,0.123,10,0.3,0.77
,16:10:46,4,43200,7392.6,0.82,13.3,7,12.6,0.123,10,0.3,0.77
,16:10:47,4,43200,7393.6,0.82,13.3,7,12.6,0.118,10,0.3,0.77
,16:10:48,4,43200,7394.6,0.82,13.3,7,12.6,0.114,10,0.3,0.77
,16:10:49,4,43200,7395.6,0.82,13.3,7,12.6,0.114,10,0.3,0.77
,16:10:50,4,43200,7396.6,0.81,13.3,7,12.6,0.117,10,0.3,0.76
,16:10:51,4,43200,7397.6,0.81,13.3,7,12.6,0.121,10,0.3,0.75
,16:10:52,4,43200,7398.6,0.8,13.3,7,12.6,0.121,10,0.3,0.75
,16:10:53,4,43200,7399.6,0.8,13.3,7,12.5,0.121,10,0.3,0.75
,16:10:54,4,43200,7400.6,0.81,13.3,7,12.5,0.121,10,0.3,0.76
,16:10:55,4,43200,7401.6,0.81,13.3,7,12.5,0.121,10,0.3,0.76
,16:10:56,4,43200,7402.6,0.81,13.3,7,12.5,0.122,10,0.3,0.76
,16:10:57,4,43200,7403.6,0.81,13.3,7,12.5,0.118,10,0.3,0.76
,16:10:58,4,43200,7404.6,0.81,13.3,7,12.5,0.113,10,0.3,0.76
,16:10:59,4,43200,7405.6,0.81,13.3,7,12.4,0.113,10,0.3,0.76
,16:11:00,4,43200,7406.6,0.81,13.3,7,12.4,0.117,10,0.3,0.76
,16:11:01,4,43200,7407.6,0.8,13.3,7,12.4,0.121,10,0.3,0.75
,16:11:02,4,43200,7408.6,0.8,13.3,7,12.4,0.121,10,0.3,0.75
,16:11:03,4,43200,7409.6,0.8,13.3,7,12.4,0.12,10,0.3,0.75
,16:11:04,4,43200,7410.6,0.8,13.3,7,12.4,0.12,10,0.3,0.75
,16:11:05,4,43200,7411.6,0.8,13.3,7,12.4,0.12,10,0.3,0.75
,16:11:06,4,43200,7412.6,0.8,13.3,7,12.4,0.12,10,0.3,0.75
,16:11:07,4,43200,7413.6,0.8,13.3,7,12.4,0.12,10,0.3,0.75
,16:11:08,4,43200,7414.6,0.8,13.3,7,12.4,0.116,10,0.3,0.75
,16:11:09,4,43200,7415.6,0.81,13.3,7,12.4,0.117,10,0.3,0.76
,16:11:10,4,43200,7416.6,0.81,13.3,7,12.4,0.117,10,0.3,0.76
,16:11:11,4,43200,7417.6,0.81,13.3,7,12.3,0.117,10,0.3,0.76
,16:11:12,4,43200,7418.6,0.81,13.3,7,12.3,0.121,10,0.3,0.76
,16:11:13,4,43200,7419.6,0.8,13.3,6,12.3,0.125,10,0.3,0.75
,16:11:14,4,43200,7420.6,0.81,13.3,7,12.3,0.121,10,0.4,0.76
,16:11:15,4,43200,7421.6,0.81,13.3,7,12.3,0.121,10,0.3,0.76
,16:11:16,4,43200,7422.6,0.81,13.3,7,12.3,0.121,10,0.3,0.76
,16:11:17,4,43200,7423.6,0.81,13.3,7,12.3,0.117,10,0.3,0.76
,16:11:18,4,43200,7424.6,0.81,13.3,7,12.2,0.117,10,0.3,0.76
,16:11:19,4,43200,7425.6,0.81,13.3,7,12.2,0.113,10,0.4,0.76
,16:11:20,4,43200,7426.6,0.81,13.3,7,12.2,0.112,10,0.4,0.76
,16:11:21,4,43200,7427.6,0.8,13.3,7,12.2,0.116,10,0.4,0.75
,16:11:22,4,43200,7428.6,0.8,13.3,7,12.2,0.121,10,0.3,0.75
,16:11:23,4,43200,7429.6,0.81,13.3,7,12.2,0.117,10,0.3,0.76
,16:11:24,4,43200,7430.6,0.81,13.3,7,12.2,0.117,10,0.3,0.76
,16:11:25,4,43200,7431.6,0.81,13.3,7,12.2,0.117,10,0.3,0.76
,16:11:26,4,43200,7432.6,0.81,13.3,7,12.2,0.121,10,0.3,0.76
,16:11:27,4,43200,7433.6,0.81,13.3,7,12.2,0.121,10,0.3,0.76
,16:11:28,4,43200,7434.6,0.81,13.3,7,12.2,0.121,10,0.3,0.76
,16:11:29,4,43200,7435.6,0.81,13.3,7,12.1,0.117,10,0.3,0.76
,16:11:30,4,43200,7436.6,0.81,13.3,7,12.1,0.113,10,0.3,0.76
,16:11:31,4,43200,7437.6,0.81,13.3,7,12.1,0.113,10,0.3,0.76
,16:11:32,4,43200,7438.6,0.81,13.3,7,12.1,0.121,10,0.3,0.76
,16:11:33,4,43200,7439.6,0.81,13.3,7,12.1,0.122,10,0.3,0.76
,16:11:34,4,43200,7440.6,0.81,13.3,7,12.1,0.122,10,0.3,0.76
,16:11:35,4,43200,7441.6,0.81,13.3,7,12.1,0.122,10,0.3,0.76
,16:11:36,4,43200,7442.6,0.81,13.3,7,12.1,0.122,10,0.3,0.76
,16:11:37,4,43200,7443.6,0.81,13.3,7,12.1,0.121,10,0.3,0.76
,16:11:38,4,43200,7444.6,0.81,13.3,7,12.1,0.121,10,0.3,0.76
,16:11:39,4,43200,7445.6,0.81,13.3,7,12.1,0.122,10,0.3,0.76
,16:11:40,4,43200,7446.6,0.81,13.3,7,12.1,0.113,10,0.3,0.76
,16:11:41,4,43200,7447.6,0.82,13.3,7,12.1,0.114,10,0.3,0.77
,16:11:42,4,43200,7448.6,0.81,13.3,7,12.1,0.118,10,0.3,0.76
,16:11:43,4,43200,7449.6,0.81,13.3,7,12.1,0.122,10,0.3,0.76
,16:11:44,4,43200,7450.6,0.81,13.3,7,12.1,0.122,10,0.3,0.76
,16:11:45,4,43200,7451.6,0.81,13.3,7,12.1,0.122,10,0.3,0.76
,16:11:46,4,43200,7452.6,0.81,13.3,7,12.1,0.121,10,0.4,0.76
,16:11:47,4,43200,7453.6,0.81,13.3,7,12.1,0.121,10,0.4,0.76
,16:11:48,4,43200,7454.6,0.81,13.3,7,12.1,0.121,10,0.4,0.76
,16:11:49,4,43200,7455.6,0.81,13.3,7,12.1,0.118,10,0.3,0.76
,16:11:50,4,43200,7456.6,0.81,13.3,7,12.1,0.118,10,0.3,0.76
,16:11:51,4,43200,7457.6,0.81,13.3,7,12.1,0.118,10,0.3,0.76
,16:11:52,4,43200,7458.6,0.81,13.3,7,12.1,0.113,10,0.3,0.76
,16:11:53,4,43200,7459.6,0.81,13.3,7,12,0.109,10,0.3,0.76
,16:11:54,4,43200,7460.6,0.81,13.3,7,12,0.113,10,0.3,0.76
,16:11:55,4,43200,7461.6,0.81,13.3,7,12,0.117,10,0.3,0.76
,16:11:56,4,43200,7462.6,0.81,13.3,7,12,0.117,10,0.3,0.76
,16:11:57,4,43200,7463.6,0.8,13.3,7,12,0.116,10,0.3,0.75
,16:11:58,4,43200,7464.6,0.8,13.3,7,12,0.12,10,0.3,0.75
,16:11:59,4,43200,7465.6,0.8,13.3,7,12,0.121,10,0.3,0.75
,16:12:00,4,43200,7466.6,0.8,13.3,7,11.9,0.12,10,0.3,0.75
,16:12:01,4,43200,7467.6,0.8,13.3,7,11.9,0.12,10,0.3,0.75
,16:12:02,4,43200,7468.6,0.8,13.3,7,11.9,0.12,10,0.3,0.75
,16:12:03,4,43200,7469.6,0.8,13.3,7,11.9,0.12,10,0.3,0.75
,16:12:04,4,43200,7470.6,0.8,13.3,7,11.9,0.12,10,0.3,0.75
,16:12:05,4,43200,7471.6,0.8,13.3,7,11.9,0.12,10,0.3,0.75
,16:12:06,4,43200,7472.6,0.8,13.3,7,11.9,0.12,10,0.3,0.75
,16:12:07,4,43200,7473.6,0.8,13.3,7,11.9,0.12,10,0.3,0.75
,16:12:08,4,43200,7474.6,0.8,13.3,7,11.9,0.12,10,0.3,0.75
,16:12:09,4,43200,7475.6,0.8,13.3,7,11.9,0.116,10,0.3,0.75
,16:12:10,4,43200,7476.6,0.81,13.3,7,11.8,0.112,10,0.3,0.76
,16:12:11,4,43200,7477.6,0.81,13.3,7,11.8,0.112,10,0.3,0.76
,16:12:12,4,43200,7478.6,0.8,13.3,7,11.8,0.116,10,0.3,0.75
,16:12:13,4,43200,7479.6,0.8,13.3,7,11.8,0.116,10,0.3,0.75
,16:12:14,4,43200,7480.6,0.81,13.3,7,11.8,0.117,10,0.3,0.76
,16:12:15,4,43200,7481.6,0.81,13.3,7,11.8,0.117,10,0.3,0.76
,16:12:16,4,43200,7482.6,0.81,13.3,7,11.8,0.117,10,0.3,0.76
,16:12:17,4,43200,7483.6,0.81,13.3,7,11.8,0.121,10,0.3,0.75
,16:12:18,4,43200,7484.6,0.8,13.3,7,11.7,0.12,10,0.3,0.75
,16:12:19,4,43200,7485.6,0.8,13.3,7,11.7,0.12,10,0.3,0.75
,16:12:20,4,43200,7486.6,0.8,13.3,7,11.7,0.121,10,0.3,0.75
,16:12:21,4,43200,7487.6,0.8,13.3,7,11.7,0.121,10,0.3,0.75
,16:12:22,4,43200,7488.6,0.8,13.3,7,11.7,0.116,10,0.3,0.75
,16:12:23,4,43200,7489.6,0.8,13.3,7,11.7,0.121,10,0.3,0.75
,16:12:24,4,43200,7490.6,0.8,13.3,7,11.7,0.12,10,0.3,0.75
,16:12:25,4,43200,7491.6,0.8,13.3,7,11.7,0.116,10,0.3,0.75
,16:12:26,4,43200,7492.6,0.8,13.3,7,11.7,0.112,10,0.3,0.75
,16:12:27,4,43200,7493.6,0.8,13.3,7,11.7,0.112,10,0.3,0.75
,16:12:28,4,43200,7494.6,0.8,13.3,7,11.7,0.112,10,0.3,0.75
,16:12:29,4,43200,7495.6,0.8,13.3,7,11.7,0.116,10,0.3,0.75
,16:12:30,4,43200,7496.6,0.8,13.3,7,11.6,0.12,10,0.3,0.75
,16:12:31,4,43200,7497.6,0.8,13.3,7,11.6,0.12,10,0.3,0.75
,16:12:32,4,43200,7498.6,0.8,13.3,7,11.6,0.12,10,0.3,0.75
,16:12:33,4,43200,7499.6,0.8,13.3,7,11.6,0.12,10,0.3,0.75
,16:12:34,4,43200,7500.6,0.79,13.3,7,11.6,0.119,10,0.3,0.74
,16:12:35,4,43200,7501.6,0.79,13.3,7,11.6,0.119,10,0.3,0.74
,16:12:36,4,43200,7502.6,0.8,13.3,7,11.6,0.12,10,0.3,0.75
,16:12:37,4,43200,7503.6,0.8,13.3,7,11.6,0.12,10,0.3,0.75
,16:12:38,4,43200,7504.6,0.8,13.3,7,11.6,0.12,10,0.3,0.75
,16:12:39,4,43200,7505.6,0.8,13.3,7,11.6,0.116,10,0.3,0.75
,16:12:40,4,43200,7506.6,0.8,13.3,7,11.6,0.112,10,0.3,0.75
,16:12:41,4,43200,7507.6,0.8,13.3,7,11.5,0.108,10,0.3,0.75
,16:12:42,4,43200,7508.6,0.8,13.3,7,11.5,0.112,10,0.3,0.75
,16:12:43,4,43200,7509.6,0.8,13.3,7,11.5,0.116,10,0.4,0.75
,16:12:44,4,43200,7510.6,0.8,13.3,7,11.5,0.116,10,0.4,0.75
,16:12:45,4,43200,7511.6,0.8,13.3,7,11.5,0.12,10,0.3,0.75
,16:12:46,4,43200,7512.6,0.8,13.3,7,11.5,0.12,10,0.3,0.75
,16:12:47,4,43200,7513.6,0.8,13.3,7,11.5,0.12,10,0.4,0.75
,16:12:48,4,43200,7514.6,0.8,13.3,7,11.5,0.12,10,0.4,0.75
,16:12:49,4,43200,7515.6,0.8,13.3,7,11.5,0.121,10,0.3,0.75
,16:12:50,4,43200,7516.6,0.8,13.3,7,11.5,0.116,10,0.4,0.75
,16:12:51,4,43200,7517.6,0.8,13.3,7,11.5,0.116,10,0.3,0.75
,16:12:52,4,43200,7518.6,0.8,13.3,7,11.4,0.112,10,0.4,0.75
,16:12:53,4,43200,7519.6,0.8,13.3,7,11.4,0.111,10,0.4,0.75
,16:12:54,4,43200,7520.6,0.8,13.3,7,11.4,0.111,10,0.4,0.75
,16:12:55,4,43200,7521.6,0.8,13.3,7,11.4,0.115,10,0.4,0.75
,16:12:56,4,43200,7522.6,0.8,13.3,7,11.4,0.115,10,0.4,0.75
,16:12:57,4,43200,7523.6,0.8,13.3,7,11.4,0.12,10,0.3,0.75
,16:12:58,4,43200,7524.6,0.8,13.3,7,11.4,0.12,10,0.3,0.75
,16:12:59,4,43200,7525.6,0.8,13.3,7,11.4,0.12,10,0.3,0.75
,16:13:00,4,43200,7526.6,0.8,13.3,7,11.4,0.12,10,0.3,0.75
,16:13:01,4,43200,7527.6,0.8,13.3,7,11.3,0.12,10,0.3,0.75
,16:13:02,4,43200,7528.6,0.8,13.3,7,11.3,0.12,10,0.3,0.75
,16:13:03,4,43200,7529.6,0.79,13.3,7,11.3,0.119,10,0.3,0.75
,16:13:04,4,43200,7530.6,0.8,13.3,7,11.3,0.12,10,0.3,0.75
,16:13:05,4,43200,7531.6,0.8,13.3,7,11.3,0.12,10,0.4,0.75
,16:13:06,4,43200,7532.6,0.8,13.3,7,11.3,0.116,10,0.3,0.75
,16:13:07,4,43200,7533.6,0.8,13.3,7,11.3,0.112,10,0.4,0.75
,16:13:08,4,43200,7534.6,0.8,13.3,7,11.3,0.112,10,0.4,0.75
,16:13:09,4,43200,7535.6,0.8,13.3,7,11.3,0.111,10,0.4,0.75
,16:13:10,4,43200,7536.6,0.8,13.3,7,11.3,0.115,10,0.4,0.75
,16:13:11,4,43200,7537.6,0.8,13.3,7,11.3,0.12,10,0.4,0.75
,16:13:12,4,43200,7538.6,0.8,13.3,7,11.2,0.12,10,0.3,0.75
,16:13:13,4,43200,7539.6,0.8,13.3,7,11.2,0.12,10,0.3,0.75
,16:13:14,4,43200,7540.6,0.8,13.3,7,11.2,0.12,10,0.3,0.75
,16:13:15,4,43200,7541.6,0.8,13.3,7,11.2,0.12,10,0.3,0.75
,16:13:16,4,43200,7542.6,0.8,13.3,7,11.2,0.12,10,0.3,0.75
,16:13:17,4,43200,7543.6,0.8,13.3,7,11.2,0.12,10,0.3,0.75
,16:13:18,4,43200,7544.6,0.8,13.3,7,11.2,0.12,10,0.3,0.75
,16:13:19,4,43200,7545.6,0.8,13.3,7,11.2,0.12,10,0.3,0.75
,16:13:20,4,43200,7546.6,0.8,13.3,7,11.1,0.121,10,0.3,0.75
,16:13:21,4,43200,7547.6,0.8,13.3,7,11.1,0.116,10,0.3,0.75
,16:13:22,4,43200,7548.6,0.8,13.3,7,11.1,0.112,10,0.3,0.75
,16:13:23,4,43200,7549.6,0.8,13.3,7,11.1,0.111,10,0.3,0.75
,16:13:24,4,43200,7550.6,0.8,13.3,7,11.1,0.111,10,0.3,0.75
,16:13:25,4,43200,7551.6,0.8,13.3,7,11.1,0.115,10,0.3,0.75
,16:13:26,4,43200,7552.6,0.8,13.3,7,11.1,0.115,10,0.3,0.75
,16:13:27,4,43200,7553.6,0.8,13.3,7,11.1,0.12,10,0.3,0.75
,16:13:28,4,43200,7554.6,0.8,13.3,7,11.1,0.12,10,0.3,0.75
,16:13:29,4,43200,7555.6,0.79,13.3,7,11.1,0.119,10,0.3,0.74
,16:13:30,4,43200,7556.6,0.79,13.3,7,11.1,0.118,10,0.3,0.74
,16:13:31,4,43200,7557.6,0.79,13.3,7,11,0.118,10,0.3,0.74
,16:13:32,4,43200,7558.6,0.79,13.3,7,11,0.119,10,0.3,0.74
,16:13:33,4,43200,7559.6,0.8,13.3,7,11,0.12,10,0.3,0.75
,16:13:34,4,43200,7560.6,0.8,13.3,7,11,0.12,10,0.3,0.75
,16:13:35,4,43200,7561.6,0.8,13.3,7,11,0.115,10,0.3,0.75
,16:13:36,4,43200,7562.6,0.8,13.3,7,11,0.111,10,0.3,0.75
,16:13:37,4,43200,7563.6,0.8,13.3,7,11,0.111,10,0.3,0.75
,16:13:38,4,43200,7564.6,0.8,13.3,7,10.9,0.115,10,0.3,0.75
,16:13:39,4,43200,7565.6,0.79,13.3,7,10.9,0.115,10,0.3,0.74
,16:13:40,4,43200,7566.6,0.79,13.3,7,10.9,0.114,10,0.3,0.74
,16:13:41,4,43200,7567.6,0.79,13.3,7,10.9,0.114,10,0.3,0.74
,16:13:42,4,43200,7568.6,0.79,13.3,7,10.9,0.118,10,0.3,0.74
,16:13:43,4,43200,7569.6,0.79,13.3,7,10.9,0.118,10,0.3,0.74
,16:13:44,4,43200,7570.6,0.79,13.3,7,10.9,0.118,10,0.3,0.74
,16:13:45,4,43200,7571.6,0.79,13.3,7,10.9,0.119,10,0.3,0.74
,16:13:46,4,43200,7572.6,0.79,13.3,7,10.9,0.114,10,0.3,0.74
,16:13:47,4,43200,7573.6,0.79,13.3,7,10.9,0.115,10,0.3,0.74
,16:13:48,4,43200,7574.6,0.79,13.3,7,10.9,0.115,10,0.3,0.74
,16:13:49,4,43200,7575.6,0.79,13.3,7,10.9,0.11,10,0.3,0.74
,16:13:50,4,43200,7576.6,0.79,13.3,7,10.8,0.11,10,0.3,0.74
,16:13:51,4,43200,7577.6,0.78,13.3,7,10.8,0.113,10,0.3,0.73
,16:13:52,4,43200,7578.6,0.79,13.3,7,10.8,0.118,10,0.3,0.74
,16:13:53,4,43200,7579.6,0.79,13.3,7,10.8,0.119,10,0.3,0.74
,16:13:54,4,43200,7580.6,0.79,13.3,7,10.8,0.118,10,0.3,0.74
,16:13:55,4,43200,7581.6,0.79,13.3,7,10.8,0.118,10,0.3,0.74
,16:13:56,4,43200,7582.6,0.79,13.3,7,10.8,0.119,10,0.3,0.74
,16:13:57,4,43200,7583.6,0.8,13.3,7,10.8,0.12,10,0.3,0.75
,16:13:58,4,43200,7584.6,0.8,13.3,7,10.8,0.115,10,0.3,0.75
,16:13:59,4,43200,7585.6,0.8,13.3,7,10.8,0.111,10,0.3,0.75
,16:14:00,4,43200,7586.6,0.8,13.3,7,10.8,0.111,10,0.3,0.75
,16:14:01,4,43200,7587.6,0.8,13.3,7,10.8,0.111,10,0.3,0.74
,16:14:02,4,43200,7588.6,0.8,13.3,7,10.7,0.115,10,0.3,0.74
,16:14:03,4,43200,7589.6,0.79,13.3,7,10.7,0.119,10,0.3,0.74
,16:14:04,4,43200,7590.6,0.79,13.3,7,10.7,0.119,10,0.3,0.74
,16:14:05,4,43200,7591.6,0.79,13.3,7,10.7,0.114,10,0.3,0.74
,16:14:06,4,43200,7592.6,0.79,13.3,7,10.7,0.118,10,0.3,0.74
,16:14:07,4,43200,7593.6,0.79,13.3,7,10.7,0.118,10,0.3,0.74
,16:14:08,4,43200,7594.6,0.79,13.3,7,10.7,0.119,10,0.3,0.74
,16:14:09,4,43200,7595.6,0.79,13.3,7,10.7,0.114,10,0.3,0.74
,16:14:10,4,43200,7596.6,0.79,13.3,7,10.7,0.11,10,0.3,0.74
,16:14:11,4,43200,7597.6,0.79,13.3,7,10.7,0.111,10,0.3,0.74
,16:14:12,4,43200,7598.6,0.79,13.3,7,10.7,0.111,10,0.3,0.74
,16:14:13,4,43200,7599.6,0.79,13.3,7,10.7,0.115,10,0.3,0.74
,16:14:14,4,43200,7600.6,0.79,13.3,7,10.7,0.119,10,0.3,0.74
,16:14:15,4,43200,7601.6,0.79,13.3,7,10.7,0.118,10,0.3,0.74
,16:14:16,4,43200,7602.6,0.79,13.3,7,10.7,0.118,10,0.3,0.74
,16:14:17,4,43200,7603.6,0.78,13.3,7,10.6,0.118,10,0.3,0.73
,16:14:18,4,43200,7604.6,0.79,13.3,7,10.6,0.118,10,0.3,0.74
,16:14:19,4,43200,7605.6,0.79,13.3,7,10.6,0.119,10,0.3,0.74
,16:14:20,4,43200,7606.6,0.8,13.3,7,10.6,0.115,10,0.3,0.75
,16:14:21,4,43200,7607.6,0.8,13.3,7,10.6,0.111,10,0.3,0.75
,16:14:22,4,43200,7608.6,0.8,13.3,7,10.6,0.111,10,0.3,0.75
,16:14:23,4,43200,7609.6,0.79,13.3,7,10.6,0.115,10,0.3,0.74
,16:14:24,4,43200,7610.6,0.79,13.3,7,10.6,0.115,10,0.3,0.74
,16:14:25,4,43200,7611.6,0.79,13.3,7,10.6,0.119,10,0.3,0.74
,16:14:26,4,43200,7612.6,0.79,13.3,7,10.6,0.114,10,0.3,0.74
,16:14:27,4,43200,7613.6,0.79,13.3,7,10.6,0.114,10,0.3,0.74
,16:14:28,4,43200,7614.6,0.79,13.3,7,10.6,0.118,10,0.3,0.74
,16:14:29,4,43200,7615.6,0.79,13.3,7,10.6,0.118,10,0.3,0.74
,16:14:30,4,43200,7616.6,0.79,13.3,7,10.6,0.118,10,0.3,0.74
,16:14:31,4,43200,7617.6,0.79,13.3,7,10.6,0.114,10,0.3,0.74
,16:14:32,4,43200,7618.6,0.79,13.3,7,10.6,0.114,10,0.3,0.74
,16:14:33,4,43200,7619.6,0.79,13.3,7,10.6,0.114,10,0.3,0.74
,16:14:34,4,43200,7620.6,0.79,13.3,7,10.6,0.11,10,0.3,0.74
,16:14:35,4,43200,7621.6,0.79,13.3,7,10.6,0.11,10,0.3,0.73
,16:14:36,4,43200,7622.6,0.78,13.3,7,10.6,0.113,10,0.3,0.73
,16:14:37,4,43200,7623.6,0.78,13.3,7,10.6,0.118,10,0.3,0.73
,16:14:38,4,43200,7624.6,0.78,13.3,7,10.6,0.118,10,0.3,0.73
,16:14:39,4,43200,7625.6,0.79,13.3,7,10.6,0.118,10,0.3,0.74
,16:14:40,4,43200,7626.6,0.78,13.3,7,10.6,0.118,10,0.3,0.73
,16:14:41,4,43200,7627.6,0.78,13.3,7,10.6,0.118,10,0.3,0.73
,16:14:42,4,43200,7628.6,0.78,13.3,7,10.6,0.113,10,0.3,0.73
,16:14:43,4,43200,7629.6,0.78,13.3,7,10.6,0.113,10,0.3,0.73
,16:14:44,4,43200,7630.6,0.79,13.3,7,10.6,0.114,10,0.3,0.74
,16:14:45,4,43200,7631.6,0.79,13.3,7,10.6,0.11,10,0.3,0.74
,16:14:46,4,43200,7632.6,0.79,13.3,7,10.6,0.11,10,0.3,0.74
,16:14:47,4,43200,7633.6,0.78,13.3,7,10.6,0.109,10,0.3,0.73
,16:14:48,4,43200,7634.6,0.78,13.3,7,10.6,0.117,10,0.3,0.73
,16:14:49,4,43200,7635.6,0.78,13.3,7,10.6,0.117,10,0.3,0.73
,16:14:50,4,43200,7636.6,0.78,13.3,7,10.6,0.116,10,0.3,0.73
,16:14:51,4,43200,7637.6,0.77,13.3,7,10.6,0.116,10,0.3,0.72
,16:14:52,4,43200,7638.6,0.77,13.3,7,10.6,0.116,10,0.3,0.73
,16:14:53,4,43200,7639.6,0.78,13.3,7,10.6,0.117,10,0.3,0.73
,16:14:54,4,43200,7640.6,0.78,13.3,7,10.6,0.117,10,0.3,0.73
,16:14:55,4,43200,7641.6,0.78,13.3,7,10.6,0.113,10,0.3,0.73
,16:14:56,4,43200,7642.6,0.78,13.3,7,10.6,0.113,10,0.3,0.73
,16:14:57,4,43200,7643.6,0.78,13.3,7,10.6,0.113,10,0.3,0.73
,16:14:58,4,43200,7644.6,0.78,13.3,7,10.6,0.117,10,0.3,0.73
,16:14:59,4,43200,7645.6,0.78,13.3,7,10.6,0.116,10,0.3,0.73
,16:15:00,4,43200,7646.6,0.78,13.3,7,10.6,0.116,10,0.3,0.73
,16:15:01,4,43200,7647.6,0.77,13.3,7,10.6,0.116,10,0.3,0.73
,16:15:02,4,43200,7648.6,0.77,13.3,7,10.6,0.116,10,0.3,0.72
,16:15:03,4,43200,7649.6,0.78,13.3,7,10.6,0.116,10,0.3,0.73
,16:15:04,4,43200,7650.6,0.78,13.3,7,10.6,0.116,10,0.3,0.73
,16:15:05,4,43200,7651.6,0.78,13.3,7,10.6,0.117,10,0.3,0.73
,16:15:06,4,43200,7652.6,0.78,13.3,7,10.6,0.113,10,0.3,0.73
,16:15:07,4,43200,7653.6,0.79,13.3,7,10.6,0.114,10,0.3,0.74
,16:15:08,4,43200,7654.6,0.79,13.3,7,10.6,0.114,10,0.3,0.74
,16:15:09,4,43200,7655.6,0.79,13.3,7,10.6,0.114,10,0.3,0.74
,16:15:10,4,43200,7656.6,0.79,13.3,7,10.6,0.11,10,0.3,0.74
,16:15:11,4,43200,7657.6,0.79,13.3,7,10.6,0.11,10,0.3,0.74
