Data file,,RA0.3_OILHEF10_12C_002.TSV,,,,,,,,,,
Configuration file,,TE77 CHILLER-ECKOLD.CFG,,,,,,,,,,
Calibration file,,TE77 CHILLER.CAL,,,,,,,,,,
Test control file,,DEARMANBENCHMARK_12DEG_45MINS.TSF,,,,,,,,,,
,,,,,,,,,,,,
User,,David Eckold,,,,,,,,,,
Date,,13/05/2016,,,,,,,,,,
Lubricant,,10% HEF-contaminated ISO10,,,,,,,,,,
Specimens,,Al on PTFE,,,,,,,,,,
Temp,,12,,,,,,,,,,
Notes,,Grit 320,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Test started at 14:17:25 on 13/05/2016,,,,,,,,,,,,
,Time,This Step,Step Time,Test Time,Friction Force (N),Frequency (Hz),Load (N),Specimen Temperature (Chiller) (øC),Friction Coeff,Friction Range (N),Contact Pot (mV),Force Input (Volts)
,14:51:21,4,2700,2035.5,0.87,13.3,9,11.4,0.097,10,50,0.84
,14:51:22,4,2700,2036.5,0.87,13.3,9,11.4,0.097,10,50,0.84
,14:51:23,4,2700,2037.5,0.87,13.3,9,11.5,0.097,10,50,0.84
,14:51:24,4,2700,2038.5,0.87,13.3,9,11.4,0.1,10,50,0.84
,14:51:25,4,2700,2039.5,0.88,13.3,9,11.5,0.101,10,50,0.84
,14:51:26,4,2700,2040.5,0.87,13.3,9,11.5,0.1,10,50,0.83
,14:51:27,4,2700,2041.5,0.87,13.3,9,11.5,0.1,10,50,0.83
,14:51:28,4,2700,2042.5,0.87,13.3,9,11.5,0.097,10,50,0.83
,14:51:29,4,2700,2043.5,0.87,13.3,9,11.5,0.097,10,50,0.84
,14:51:30,4,2700,2044.5,0.88,13.3,9,11.5,0.098,10,50,0.84
,14:51:31,4,2700,2045.5,0.87,13.3,9,11.6,0.1,10,50,0.84
,14:51:32,4,2700,2046.5,0.87,13.3,9,11.6,0.1,10,50,0.84
,14:51:33,4,2700,2047.5,0.88,13.3,9,11.6,0.101,10,50,0.84
,14:51:34,4,2700,2048.5,0.88,13.3,9,11.6,0.098,10,50,0.84
,14:51:35,4,2700,2049.5,0.88,13.3,9,11.6,0.098,10,50,0.84
,14:51:36,4,2700,2050.5,0.88,13.3,9,11.6,0.095,10,50,0.84
,14:51:37,4,2700,2051.5,0.88,13.3,9,11.6,0.096,10,50,0.84
,14:51:38,4,2700,2052.5,0.88,13.3,9,11.7,0.096,10,50,0.84
,14:51:39,4,2700,2053.5,0.88,13.3,9,11.7,0.095,10,50,0.84
,14:51:40,4,2700,2054.5,0.88,13.3,9,11.7,0.096,10,50,0.84
,14:51:41,4,2700,2055.5,0.88,13.3,9,11.7,0.095,10,50,0.84
,14:51:42,4,2700,2056.5,0.88,13.3,9,11.7,0.096,10,50,0.84
,14:51:43,4,2700,2057.5,0.88,13.3,9,11.7,0.096,10,50,0.84
,14:51:44,4,2700,2058.5,0.88,13.3,9,11.7,0.095,10,50,0.84
,14:51:45,4,2700,2059.5,0.88,13.3,9,11.7,0.095,10,50,0.84
,14:51:46,4,2700,2060.5,0.88,13.3,9,11.8,0.095,10,50,0.84
,14:51:47,4,2700,2061.5,0.88,13.3,9,11.8,0.095,10,50,0.84
,14:51:48,4,2700,2062.5,0.88,13.3,9,11.8,0.095,10,50,0.84
,14:51:49,4,2700,2063.5,0.88,13.3,9,11.8,0.095,10,50,0.84
,14:51:50,4,2700,2064.5,0.88,13.3,9,11.8,0.098,10,50,0.84
,14:51:51,4,2700,2065.5,0.88,13.3,9,11.8,0.098,10,50,0.84
,14:51:52,4,2700,2066.5,0.88,13.3,9,11.8,0.098,10,50,0.84
,14:51:53,4,2700,2067.5,0.88,13.3,9,11.9,0.098,10,50,0.84
,14:51:54,4,2700,2068.5,0.88,13.3,9,11.9,0.101,10,50,0.84
,14:51:55,4,2700,2069.5,0.88,13.3,9,11.9,0.098,10,50,0.84
,14:51:56,4,2700,2070.5,0.88,13.3,9,11.9,0.098,10,50,0.84
,14:51:57,4,2700,2071.5,0.88,13.3,9,11.9,0.101,10,50,0.84
,14:51:58,4,2700,2072.5,0.88,13.3,9,12,0.101,10,50,0.84
,14:51:59,4,2700,2073.5,0.88,13.3,9,12,0.098,10,50,0.84
,14:52:00,4,2700,2074.5,0.88,13.3,9,12,0.099,10,50,0.84
,14:52:01,4,2700,2075.5,0.88,13.3,9,12,0.098,10,50,0.84
,14:52:02,4,2700,2076.5,0.88,13.3,9,12,0.098,10,50,0.84
,14:52:03,4,2700,2077.5,0.88,13.3,9,12,0.098,10,50,0.84
,14:52:04,4,2700,2078.5,0.88,13.3,9,12,0.101,10,50,0.84
,14:52:05,4,2700,2079.5,0.89,13.3,9,12,0.099,10,50,0.85
,14:52:06,4,2700,2080.5,0.89,13.3,9,12.1,0.099,10,50,0.85
,14:52:07,4,2700,2081.5,0.89,13.3,9,12.1,0.099,10,50,0.85
,14:52:08,4,2700,2082.5,0.89,13.3,9,12.1,0.099,10,50,0.85
,14:52:09,4,2700,2083.5,0.89,13.3,9,12.1,0.099,10,50,0.85
,14:52:10,4,2700,2084.5,0.89,13.3,9,12.1,0.099,10,50,0.85
,14:52:11,4,2700,2085.5,0.89,13.3,9,12.2,0.099,10,50,0.85
,14:52:12,4,2700,2086.5,0.89,13.3,9,12.2,0.097,10,50,0.85
,14:52:13,4,2700,2087.5,0.89,13.3,9,12.2,0.1,10,50,0.85
,14:52:14,4,2700,2088.5,0.89,13.3,9,12.2,0.1,10,50,0.85
,14:52:15,4,2700,2089.5,0.89,13.3,9,12.2,0.1,10,50,0.85
,14:52:16,4,2700,2090.5,0.89,13.3,9,12.2,0.097,10,50,0.85
,14:52:17,4,2700,2091.5,0.89,13.3,9,12.3,0.097,10,50,0.85
,14:52:18,4,2700,2092.5,0.89,13.3,9,12.3,0.099,10,50,0.85
,14:52:19,4,2700,2093.5,0.89,13.3,9,12.3,0.102,10,50,0.85
,14:52:20,4,2700,2094.5,0.89,13.3,9,12.3,0.102,10,50,0.85
,14:52:21,4,2700,2095.5,0.89,13.3,9,12.3,0.099,10,50,0.85
,14:52:22,4,2700,2096.5,0.89,13.3,9,12.3,0.097,10,50,0.85
,14:52:23,4,2700,2097.5,0.89,13.3,9,12.3,0.097,10,50,0.85
,14:52:24,4,2700,2098.5,0.9,13.3,9,12.4,0.1,10,50,0.86
,14:52:25,4,2700,2099.5,0.9,13.3,9,12.4,0.1,10,50,0.86
,14:52:26,4,2700,2100.5,0.9,13.3,9,12.4,0.1,10,50,0.86
,14:52:27,4,2700,2101.5,0.9,13.3,9,12.4,0.1,10,50,0.86
,14:52:28,4,2700,2102.5,0.9,13.3,9,12.4,0.1,10,50,0.86
,14:52:29,4,2700,2103.5,0.9,13.3,9,12.4,0.1,10,50,0.86
,14:52:30,4,2700,2104.5,0.9,13.3,9,12.5,0.1,10,50,0.86
,14:52:31,4,2700,2105.5,0.9,13.3,9,12.5,0.1,10,50,0.86
,14:52:32,4,2700,2106.5,0.9,13.3,9,12.5,0.1,10,50,0.86
,14:52:33,4,2700,2107.5,0.9,13.3,9,12.5,0.1,10,50,0.86
,14:52:34,4,2700,2108.5,0.9,13.3,9,12.5,0.1,10,50,0.86
,14:52:35,4,2700,2109.5,0.9,13.3,9,12.6,0.098,10,50,0.86
,14:52:36,4,2700,2110.5,0.9,13.3,9,12.6,0.098,10,50,0.86
,14:52:37,4,2700,2111.5,0.9,13.3,9,12.6,0.1,10,50,0.86
,14:52:38,4,2700,2112.5,0.9,13.3,9,12.6,0.1,10,50,0.86
,14:52:39,4,2700,2113.5,0.9,13.3,9,12.6,0.1,10,50,0.86
,14:52:40,4,2700,2114.5,0.9,13.3,9,12.6,0.1,10,50,0.86
,14:52:41,4,2700,2115.5,0.9,13.3,9,12.6,0.1,10,50,0.86
,14:52:42,4,2700,2116.5,0.9,13.3,9,12.6,0.1,10,50,0.86
,14:52:43,4,2700,2117.5,0.9,13.3,9,12.7,0.097,10,50,0.86
,14:52:44,4,2700,2118.5,0.9,13.3,9,12.7,0.097,10,50,0.86
,14:52:45,4,2700,2119.5,0.9,13.3,9,12.7,0.098,10,50,0.86
,14:52:46,4,2700,2120.5,0.9,13.3,9,12.7,0.101,10,50,0.86
,14:52:47,4,2700,2121.5,0.9,13.3,9,12.7,0.101,10,50,0.86
,14:52:48,4,2700,2122.5,0.9,13.3,9,12.7,0.101,10,50,0.86
,14:52:49,4,2700,2123.5,0.9,13.3,9,12.8,0.101,10,50,0.86
,14:52:50,4,2700,2124.5,0.91,13.3,9,12.8,0.101,10,50,0.87
,14:52:51,4,2700,2125.5,0.91,13.3,9,12.8,0.101,10,50,0.87
,14:52:52,4,2700,2126.5,0.91,13.3,9,12.8,0.101,10,50,0.87
,14:52:53,4,2700,2127.5,0.91,13.3,9,12.8,0.099,10,50,0.87
,14:52:54,4,2700,2128.5,0.91,13.3,9,12.8,0.099,10,50,0.87
,14:52:55,4,2700,2129.5,0.91,13.3,9,12.9,0.099,10,50,0.87
,14:52:56,4,2700,2130.5,0.91,13.3,9,12.9,0.101,10,50,0.87
,14:52:57,4,2700,2131.5,0.91,13.3,9,12.9,0.101,10,50,0.87
,14:52:58,4,2700,2132.5,0.91,13.3,9,12.9,0.101,10,50,0.86
,14:52:59,4,2700,2133.5,0.91,13.3,9,12.9,0.098,10,50,0.87
,14:53:00,4,2700,2134.5,0.91,13.3,9,12.9,0.098,10,50,0.86
,14:53:01,4,2700,2135.5,0.9,13.3,9,12.9,0.101,10,50,0.86
,14:53:02,4,2700,2136.5,0.9,13.3,9,12.9,0.098,10,50,0.86
,14:53:03,4,2700,2137.5,0.91,13.3,9,12.9,0.099,10,50,0.87
,14:53:04,4,2700,2138.5,0.91,13.3,9,13,0.096,10,50,0.87
,14:53:05,4,2700,2139.5,0.91,13.3,9,13,0.096,10,50,0.87
,14:53:06,4,2700,2140.5,0.91,13.3,9,13,0.099,10,50,0.87
,14:53:07,4,2700,2141.5,0.91,13.3,9,13,0.102,10,50,0.87
,14:53:08,4,2700,2142.5,0.92,13.3,9,13,0.102,10,50,0.87
,14:53:09,4,2700,2143.5,0.91,13.3,9,13,0.101,10,50,0.87
,14:53:10,4,2700,2144.5,0.91,13.3,9,13.1,0.101,10,50,0.87
,14:53:11,4,2700,2145.5,0.91,13.3,9,13.1,0.101,10,50,0.87
,14:53:12,4,2700,2146.5,0.91,13.3,9,13.1,0.101,10,50,0.87
,14:53:13,4,2700,2147.5,0.91,13.3,9,13.1,0.105,10,50,0.87
,14:53:14,4,2700,2148.5,0.91,13.3,9,13.1,0.104,10,50,0.87
,14:53:15,4,2700,2149.5,0.91,13.3,9,13.1,0.105,10,50,0.87
,14:53:16,4,2700,2150.5,0.92,13.3,9,13.1,0.105,10,50,0.87
,14:53:17,4,2700,2151.5,0.92,13.3,9,13.2,0.102,10,50,0.87
,14:53:18,4,2700,2152.5,0.92,13.3,9,13.2,0.102,10,50,0.87
,14:53:19,4,2700,2153.5,0.92,13.3,9,13.2,0.102,10,50,0.88
,14:53:20,4,2700,2154.5,0.92,13.3,9,13.2,0.103,10,50,0.88
,14:53:21,4,2700,2155.5,0.92,13.3,9,13.2,0.1,10,50,0.88
,14:53:22,4,2700,2156.5,0.92,13.3,9,13.2,0.099,10,50,0.87
,14:53:23,4,2700,2157.5,0.91,13.3,9,13.2,0.099,10,50,0.87
,14:53:24,4,2700,2158.5,0.92,13.3,9,13.2,0.099,10,50,0.87
,14:53:25,4,2700,2159.5,0.91,13.3,9,13.2,0.102,10,50,0.87
,14:53:26,4,2700,2160.5,0.92,13.3,9,13.2,0.102,10,50,0.87
,14:53:27,4,2700,2161.5,0.91,13.3,9,13.2,0.101,10,50,0.87
,14:53:28,4,2700,2162.5,0.91,13.3,9,13.3,0.102,10,50,0.87
,14:53:29,4,2700,2163.5,0.91,13.3,9,13.3,0.101,10,50,0.87
,14:53:30,4,2700,2164.5,0.91,13.3,9,13.3,0.101,10,50,0.87
,14:53:31,4,2700,2165.5,0.91,13.3,9,13.3,0.101,10,50,0.87
,14:53:32,4,2700,2166.5,0.91,13.3,9,13.3,0.101,10,50,0.87
,14:53:33,4,2700,2167.5,0.91,13.3,9,13.3,0.102,10,50,0.87
,14:53:34,4,2700,2168.5,0.91,13.3,9,13.3,0.102,10,50,0.87
,14:53:35,4,2700,2169.5,0.91,13.3,9,13.3,0.102,10,50,0.87
,14:53:36,4,2700,2170.5,0.91,13.3,9,13.3,0.102,10,50,0.87
,14:53:37,4,2700,2171.5,0.92,13.3,9,13.4,0.099,10,50,0.87
,14:53:38,4,2700,2172.5,0.92,13.3,9,13.3,0.103,10,50,0.88
,14:53:39,4,2700,2173.5,0.92,13.3,9,13.3,0.1,10,50,0.88
,14:53:40,4,2700,2174.5,0.92,13.3,9,13.4,0.103,10,50,0.88
,14:53:41,4,2700,2175.5,0.92,13.3,9,13.4,0.1,10,50,0.88
,14:53:42,4,2700,2176.5,0.92,13.3,9,13.4,0.1,10,50,0.88
,14:53:43,4,2700,2177.5,0.92,13.3,9,13.4,0.1,10,50,0.88
,14:53:44,4,2700,2178.5,0.92,13.3,9,13.4,0.099,10,50,0.87
,14:53:45,4,2700,2179.5,0.92,13.3,9,13.4,0.102,10,50,0.88
,14:53:46,4,2700,2180.5,0.92,13.3,9,13.4,0.102,10,50,0.88
,14:53:47,4,2700,2181.5,0.92,13.3,9,13.4,0.102,10,50,0.87
,14:53:48,4,2700,2182.5,0.92,13.3,9,13.4,0.102,10,50,0.88
,14:53:49,4,2700,2183.5,0.92,13.3,9,13.4,0.102,10,50,0.87
,14:53:50,4,2700,2184.5,0.92,13.3,9,13.4,0.105,10,50,0.87
,14:53:51,4,2700,2185.5,0.91,13.3,9,13.4,0.105,10,50,0.87
,14:53:52,4,2700,2186.5,0.91,13.3,9,13.5,0.102,10,50,0.87
,14:53:53,4,2700,2187.5,0.92,13.3,9,13.5,0.103,10,50,0.88
,14:53:54,4,2700,2188.5,0.92,13.3,9,13.5,0.1,10,50,0.88
,14:53:55,4,2700,2189.5,0.92,13.3,9,13.5,0.097,10,50,0.88
,14:53:56,4,2700,2190.5,0.92,13.3,9,13.5,0.099,10,50,0.87
,14:53:57,4,2700,2191.5,0.92,13.3,9,13.5,0.102,10,50,0.88
,14:53:58,4,2700,2192.5,0.92,13.3,9,13.5,0.105,10,50,0.88
,14:53:59,4,2700,2193.5,0.92,13.3,9,13.5,0.105,10,50,0.88
,14:54:00,4,2700,2194.5,0.92,13.3,9,13.5,0.103,10,50,0.88
,14:54:01,4,2700,2195.5,0.92,13.3,9,13.5,0.103,10,50,0.88
,14:54:02,4,2700,2196.5,0.92,13.3,9,13.5,0.1,10,50,0.88
,14:54:03,4,2700,2197.5,0.92,13.3,9,13.5,0.1,10,50,0.88
,14:54:04,4,2700,2198.5,0.92,13.3,9,13.5,0.097,10,50,0.88
,14:54:05,4,2700,2199.5,0.93,13.3,9,13.5,0.098,10,50,0.88
,14:54:06,4,2700,2200.5,0.92,13.3,9,13.5,0.1,10,50,0.88
,14:54:07,4,2700,2201.5,0.92,13.3,9,13.5,0.103,10,50,0.88
,14:54:08,4,2700,2202.5,0.92,13.3,9,13.5,0.105,10,50,0.87
,14:54:09,4,2700,2203.5,0.91,13.3,9,13.5,0.102,10,50,0.87
,14:54:10,4,2700,2204.5,0.92,13.3,9,13.5,0.102,10,50,0.88
,14:54:11,4,2700,2205.5,0.92,13.3,9,13.5,0.106,10,50,0.88
,14:54:12,4,2700,2206.5,0.92,13.3,9,13.5,0.102,10,50,0.88
,14:54:13,4,2700,2207.5,0.92,13.3,9,13.5,0.103,10,50,0.88
,14:54:14,4,2700,2208.5,0.92,13.3,9,13.5,0.099,10,50,0.87
,14:54:15,4,2700,2209.5,0.92,13.3,9,13.5,0.099,10,50,0.88
,14:54:16,4,2700,2210.5,0.91,13.3,9,13.6,0.096,10,50,0.87
,14:54:17,4,2700,2211.5,0.91,13.3,9,13.6,0.096,10,50,0.87
,14:54:18,4,2700,2212.5,0.92,13.3,9,13.6,0.099,10,50,0.87
,14:54:19,4,2700,2213.5,0.92,13.3,9,13.6,0.099,10,50,0.88
,14:54:20,4,2700,2214.5,0.92,13.3,9,13.6,0.1,10,50,0.88
,14:54:21,4,2700,2215.5,0.92,13.3,9,13.6,0.103,10,50,0.88
,14:54:22,4,2700,2216.5,0.92,13.3,9,13.6,0.103,10,50,0.88
,14:54:23,4,2700,2217.5,0.92,13.3,9,13.6,0.105,10,50,0.87
,14:54:24,4,2700,2218.5,0.92,13.3,9,13.6,0.105,10,50,0.87
,14:54:25,4,2700,2219.5,0.92,13.3,9,13.6,0.105,10,50,0.87
,14:54:26,4,2700,2220.5,0.92,13.3,9,13.6,0.102,10,50,0.87
,14:54:27,4,2700,2221.5,0.92,13.3,9,13.6,0.103,10,50,0.88
,14:54:28,4,2700,2222.5,0.92,13.3,9,13.6,0.102,10,50,0.88
,14:54:29,4,2700,2223.5,0.92,13.3,9,13.6,0.106,10,50,0.88
,14:54:30,4,2700,2224.5,0.92,13.3,9,13.6,0.105,10,50,0.88
,14:54:31,4,2700,2225.5,0.92,13.3,9,13.6,0.102,10,50,0.88
,14:54:32,4,2700,2226.5,0.92,13.3,9,13.6,0.103,10,50,0.88
,14:54:33,4,2700,2227.5,0.92,13.3,9,13.6,0.099,10,50,0.88
,14:54:34,4,2700,2228.5,0.92,13.3,9,13.6,0.097,10,50,0.88
,14:54:35,4,2700,2229.5,0.92,13.3,9,13.6,0.097,10,50,0.88
,14:54:36,4,2700,2230.5,0.92,13.3,9,13.6,0.1,10,50,0.88
,14:54:37,4,2700,2231.5,0.92,13.3,9,13.6,0.103,10,50,0.88
,14:54:38,4,2700,2232.5,0.92,13.3,9,13.6,0.102,10,50,0.88
,14:54:39,4,2700,2233.5,0.92,13.3,9,13.6,0.103,10,50,0.88
,14:54:40,4,2700,2234.5,0.92,13.3,9,13.6,0.105,10,50,0.87
,14:54:41,4,2700,2235.5,0.92,13.3,9,13.6,0.103,10,50,0.88
,14:54:42,4,2700,2236.5,0.92,13.3,9,13.6,0.102,10,50,0.88
,14:54:43,4,2700,2237.5,0.92,13.3,9,13.6,0.1,10,50,0.88
,14:54:44,4,2700,2238.5,0.92,13.3,9,13.6,0.097,10,50,0.88
,14:54:45,4,2700,2239.5,0.92,13.3,9,13.6,0.099,10,50,0.88
,14:54:46,4,2700,2240.5,0.92,13.3,9,13.6,0.103,10,50,0.88
,14:54:47,4,2700,2241.5,0.92,13.3,9,13.6,0.102,10,50,0.87
,14:54:48,4,2700,2242.5,0.92,13.3,9,13.6,0.102,10,50,0.88
,14:54:49,4,2700,2243.5,0.92,13.3,9,13.6,0.105,10,50,0.87
,14:54:50,4,2700,2244.5,0.92,13.3,9,13.6,0.105,10,50,0.87
,14:54:51,4,2700,2245.5,0.92,13.3,9,13.6,0.102,10,50,0.87
,14:54:52,4,2700,2246.5,0.91,13.3,9,13.6,0.099,10,50,0.87
,14:54:53,4,2700,2247.5,0.92,13.3,9,13.6,0.099,10,50,0.88
,14:54:54,4,2700,2248.5,0.92,13.3,9,13.6,0.102,10,50,0.87
,14:54:55,4,2700,2249.5,0.92,13.3,9,13.6,0.106,10,50,0.88
,14:54:56,4,2700,2250.5,0.92,13.3,9,13.6,0.105,10,50,0.88
,14:54:57,4,2700,2251.5,0.92,13.3,9,13.6,0.102,10,50,0.88
,14:54:58,4,2700,2252.5,0.92,13.3,9,13.6,0.102,10,50,0.88
,14:54:59,4,2700,2253.5,0.91,13.3,9,13.6,0.099,10,50,0.87
,14:55:00,4,2700,2254.5,0.92,13.3,9,13.6,0.099,10,50,0.87
,14:55:01,4,2700,2255.5,0.91,13.3,9,13.6,0.099,10,50,0.87
,14:55:02,4,2700,2256.5,0.92,13.3,9,13.6,0.105,10,50,0.87
,14:55:03,4,2700,2257.5,0.92,13.3,9,13.6,0.105,10,50,0.87
,14:55:04,4,2700,2258.5,0.91,13.3,9,13.6,0.102,10,50,0.87
,14:55:05,4,2700,2259.5,0.92,13.3,9,13.6,0.102,10,50,0.87
,14:55:06,4,2700,2260.5,0.91,13.3,9,13.6,0.102,10,50,0.87
,14:55:07,4,2700,2261.5,0.91,13.3,9,13.6,0.099,10,50,0.87
,14:55:08,4,2700,2262.5,0.91,13.3,9,13.5,0.099,10,50,0.87
,14:55:09,4,2700,2263.5,0.91,13.3,9,13.5,0.101,10,50,0.87
,14:55:10,4,2700,2264.5,0.91,13.3,9,13.5,0.105,10,50,0.87
,14:55:11,4,2700,2265.5,0.91,13.3,9,13.5,0.104,10,50,0.87
,14:55:12,4,2700,2266.5,0.91,13.3,9,13.5,0.102,10,50,0.87
,14:55:13,4,2700,2267.5,0.91,13.3,9,13.5,0.101,10,50,0.87
,14:55:14,4,2700,2268.5,0.91,13.3,9,13.5,0.101,10,50,0.87
,14:55:15,4,2700,2269.5,0.91,13.3,9,13.5,0.101,10,50,0.87
,14:55:16,4,2700,2270.5,0.9,13.3,9,13.5,0.101,10,50,0.86
,14:55:17,4,2700,2271.5,0.91,13.3,9,13.5,0.099,10,50,0.87
,14:55:18,4,2700,2272.5,0.91,13.3,9,13.5,0.101,10,50,0.87
,14:55:19,4,2700,2273.5,0.91,13.3,9,13.5,0.102,10,50,0.87
,14:55:20,4,2700,2274.5,0.91,13.3,9,13.5,0.104,10,50,0.87
,14:55:21,4,2700,2275.5,0.91,13.3,9,13.5,0.104,10,50,0.87
,14:55:22,4,2700,2276.5,0.91,13.3,9,13.5,0.101,10,50,0.87
,14:55:23,4,2700,2277.5,0.91,13.3,9,13.5,0.101,10,50,0.87
,14:55:24,4,2700,2278.5,0.91,13.3,9,13.5,0.099,10,50,0.87
,14:55:25,4,2700,2279.5,0.91,13.3,9,13.5,0.096,10,50,0.87
,14:55:26,4,2700,2280.5,0.91,13.3,9,13.5,0.099,10,50,0.87
,14:55:27,4,2700,2281.5,0.9,13.3,9,13.5,0.101,10,50,0.86
,14:55:28,4,2700,2282.5,0.9,13.3,9,13.5,0.104,10,50,0.86
,14:55:29,4,2700,2283.5,0.9,13.3,9,13.5,0.104,10,50,0.86
,14:55:30,4,2700,2284.5,0.9,13.3,9,13.5,0.101,10,50,0.86
,14:55:31,4,2700,2285.5,0.91,13.3,9,13.5,0.101,10,50,0.87
,14:55:32,4,2700,2286.5,0.91,13.3,9,13.5,0.098,10,50,0.87
,14:55:33,4,2700,2287.5,0.91,13.3,9,13.5,0.099,10,50,0.87
,14:55:34,4,2700,2288.5,0.91,13.3,9,13.5,0.098,10,50,0.87
,14:55:35,4,2700,2289.5,0.9,13.3,9,13.5,0.101,10,50,0.86
,14:55:36,4,2700,2290.5,0.9,13.3,9,13.5,0.104,10,50,0.86
,14:55:37,4,2700,2291.5,0.9,13.3,9,13.4,0.103,10,50,0.86
,14:55:38,4,2700,2292.5,0.9,13.3,9,13.4,0.101,10,50,0.86
,14:55:39,4,2700,2293.5,0.9,13.3,9,13.4,0.101,10,50,0.86
,14:55:40,4,2700,2294.5,0.91,13.3,9,13.4,0.098,10,50,0.87
,14:55:41,4,2700,2295.5,0.9,13.3,9,13.4,0.098,10,50,0.86
,14:55:42,4,2700,2296.5,0.9,13.3,9,13.4,0.104,10,50,0.86
,14:55:43,4,2700,2297.5,0.9,13.3,9,13.4,0.101,10,50,0.86
,14:55:44,4,2700,2298.5,0.9,13.3,9,13.4,0.104,10,50,0.86
,14:55:45,4,2700,2299.5,0.9,13.3,9,13.4,0.101,10,50,0.86
,14:55:46,4,2700,2300.5,0.9,13.3,9,13.4,0.098,10,50,0.86
,14:55:47,4,2700,2301.5,0.91,13.3,9,13.4,0.101,10,50,0.87
,14:55:48,4,2700,2302.5,0.9,13.3,9,13.4,0.101,10,50,0.86
,14:55:49,4,2700,2303.5,0.9,13.3,9,13.4,0.104,10,50,0.86
,14:55:50,4,2700,2304.5,0.9,13.3,9,13.4,0.101,10,50,0.86
,14:55:51,4,2700,2305.5,0.9,13.3,9,13.4,0.1,10,50,0.86
,14:55:52,4,2700,2306.5,0.91,13.3,9,13.4,0.098,10,50,0.87
,14:55:53,4,2700,2307.5,0.91,13.3,9,13.4,0.098,10,50,0.87
,14:55:54,4,2700,2308.5,0.91,13.3,9,13.4,0.101,10,50,0.87
,14:55:55,4,2700,2309.5,0.9,13.3,9,13.3,0.101,10,50,0.86
,14:55:56,4,2700,2310.5,0.9,13.3,9,13.3,0.097,10,50,0.86
,14:55:57,4,2700,2311.5,0.9,13.3,9,13.3,0.095,10,50,0.86
,14:55:58,4,2700,2312.5,0.9,13.3,9,13.3,0.098,10,50,0.86
,14:55:59,4,2700,2313.5,0.91,13.3,9,13.3,0.104,10,50,0.87
,14:56:00,4,2700,2314.5,0.9,13.3,9,13.3,0.103,10,50,0.86
,14:56:01,4,2700,2315.5,0.9,13.3,9,13.3,0.101,10,50,0.86
,14:56:02,4,2700,2316.5,0.9,13.3,9,13.3,0.1,10,50,0.86
,14:56:03,4,2700,2317.5,0.9,13.3,9,13.3,0.1,10,50,0.86
,14:56:04,4,2700,2318.5,0.9,13.3,9,13.3,0.1,10,50,0.86
,14:56:05,4,2700,2319.5,0.89,13.3,9,13.3,0.1,10,50,0.85
,14:56:06,4,2700,2320.5,0.9,13.3,9,13.3,0.1,10,50,0.85
,14:56:07,4,2700,2321.5,0.89,13.3,9,13.3,0.1,10,50,0.85
,14:56:08,4,2700,2322.5,0.9,13.3,9,13.3,0.097,10,50,0.86
,14:56:09,4,2700,2323.5,0.89,13.3,9,13.3,0.1,10,50,0.85
,14:56:10,4,2700,2324.5,0.9,13.3,9,13.2,0.1,10,50,0.86
,14:56:11,4,2700,2325.5,0.9,13.3,9,13.2,0.097,10,50,0.85
,14:56:12,4,2700,2326.5,0.9,13.3,9,13.2,0.095,10,50,0.86
,14:56:13,4,2700,2327.5,0.9,13.3,9,13.2,0.097,10,50,0.86
,14:56:14,4,2700,2328.5,0.89,13.3,9,13.2,0.099,10,50,0.85
,14:56:15,4,2700,2329.5,0.89,13.3,9,13.2,0.103,10,50,0.85
,14:56:16,4,2700,2330.5,0.89,13.3,9,13.2,0.102,10,50,0.85
,14:56:17,4,2700,2331.5,0.89,13.3,9,13.2,0.1,10,50,0.85
,14:56:18,4,2700,2332.5,0.89,13.3,9,13.2,0.097,10,50,0.85
,14:56:19,4,2700,2333.5,0.9,13.3,9,13.2,0.097,10,50,0.86
,14:56:20,4,2700,2334.5,0.89,13.3,9,13.2,0.099,10,50,0.85
,14:56:21,4,2700,2335.5,0.89,13.3,9,13.2,0.099,10,50,0.85
,14:56:22,4,2700,2336.5,0.89,13.3,9,13.2,0.099,10,50,0.85
,14:56:23,4,2700,2337.5,0.89,13.3,9,13.2,0.099,10,50,0.85
,14:56:24,4,2700,2338.5,0.89,13.3,9,13.1,0.099,10,50,0.85
,14:56:25,4,2700,2339.5,0.89,13.3,9,13.1,0.099,10,50,0.85
,14:56:26,4,2700,2340.5,0.9,13.3,9,13.1,0.097,10,50,0.85
,14:56:27,4,2700,2341.5,0.89,13.3,9,13.1,0.094,10,50,0.85
,14:56:28,4,2700,2342.5,0.89,13.3,9,13.1,0.097,10,50,0.85
,14:56:29,4,2700,2343.5,0.89,13.3,9,13.1,0.099,10,50,0.85
,14:56:30,4,2700,2344.5,0.89,13.3,9,13.1,0.099,10,50,0.85
,14:56:31,4,2700,2345.5,0.88,13.3,9,13.1,0.098,10,50,0.84
,14:56:32,4,2700,2346.5,0.88,13.3,9,13.1,0.096,10,50,0.84
,14:56:33,4,2700,2347.5,0.88,13.3,9,13.1,0.098,10,50,0.84
,14:56:34,4,2700,2348.5,0.88,13.3,9,13.1,0.099,10,50,0.84
,14:56:35,4,2700,2349.5,0.88,13.3,9,13.1,0.101,10,50,0.84
