Data file,,RA0.3_HEF65_-8C_001_45MINS.TSV,,,,,,,,,,
,13:38:47,4,2700,703.7,1.39,13.3,9,-7.8,0.155,10,0.3,1.3
,13:38:48,4,2700,704.7,1.38,13.3,9,-7.8,0.159,10,0.3,1.3
,13:38:49,4,2700,705.7,1.39,13.3,9,-7.8,0.155,10,0.3,1.3
,13:38:50,4,2700,706.7,1.39,13.3,9,-7.7,0.155,10,0.3,1.3
,13:38:51,4,2700,707.7,1.4,13.3,9,-7.7,0.156,10,0.3,1.31
,13:38:52,4,2700,708.7,1.4,13.3,9,-7.7,0.156,10,0.3,1.31
,13:38:53,4,2700,709.7,1.41,13.3,9,-7.7,0.152,10,0.3,1.32
,13:38:54,4,2700,710.7,1.4,13.3,9,-7.7,0.148,10,0.3,1.31
,13:38:55,4,2700,711.7,1.4,13.3,9,-7.7,0.152,10,0.3,1.31
,13:38:56,4,2700,712.7,1.4,13.3,9,-7.7,0.156,10,0.3,1.31
,13:38:57,4,2700,713.7,1.4,13.3,9,-7.6,0.156,10,0.3,1.31
,13:38:58,4,2700,714.7,1.39,13.3,9,-7.6,0.155,10,0.3,1.31
,13:38:59,4,2700,715.7,1.39,13.3,9,-7.6,0.16,10,0.3,1.31
,13:39:00,4,2700,716.7,1.39,13.3,9,-7.6,0.16,10,0.3,1.31
,13:39:01,4,2700,717.7,1.4,13.3,9,-7.6,0.156,10,0.3,1.31
,13:39:02,4,2700,718.7,1.39,13.3,9,-7.6,0.151,10,0.3,1.31
,13:39:03,4,2700,719.7,1.39,13.3,9,-7.5,0.151,10,0.3,1.3
,13:39:04,4,2700,720.7,1.39,13.3,9,-7.5,0.155,10,0.3,1.3
,13:39:05,4,2700,721.7,1.38,13.3,9,-7.5,0.154,10,0.3,1.3
,13:39:06,4,2700,722.7,1.38,13.3,9,-7.5,0.154,10,0.3,1.29
,13:39:07,4,2700,723.7,1.38,13.3,9,-7.5,0.158,10,0.3,1.29
,13:39:08,4,2700,724.7,1.38,13.3,9,-7.5,0.153,10,0.3,1.29
,13:39:09,4,2700,725.7,1.38,13.3,9,-7.5,0.149,10,0.3,1.29
,13:39:10,4,2700,726.7,1.38,13.3,9,-7.5,0.149,10,0.3,1.29
,13:39:11,4,2700,727.7,1.38,13.3,9,-7.5,0.149,10,0.3,1.29
,13:39:12,4,2700,728.7,1.37,13.3,9,-7.4,0.153,10,0.3,1.29
,13:39:13,4,2700,729.7,1.37,13.3,9,-7.4,0.157,10,0.3,1.28
,13:39:14,4,2700,730.7,1.37,13.3,9,-7.4,0.157,10,0.3,1.28
,13:39:15,4,2700,731.7,1.37,13.3,9,-7.4,0.153,10,0.3,1.28
,13:39:16,4,2700,732.7,1.38,13.3,9,-7.4,0.154,10,0.3,1.29
,13:39:17,4,2700,733.7,1.39,13.3,9,-7.4,0.155,10,0.3,1.3
,13:39:18,4,2700,734.7,1.39,13.3,9,-7.4,0.151,10,0.3,1.3
,13:39:19,4,2700,735.7,1.39,13.3,9,-7.4,0.147,10,0.3,1.3
,13:39:20,4,2700,736.7,1.38,13.3,9,-7.4,0.15,10,0.3,1.29
,13:39:21,4,2700,737.7,1.38,13.3,9,-7.4,0.153,10,0.2,1.29
,13:39:22,4,2700,738.7,1.37,13.3,9,-7.4,0.153,10,0.2,1.28
,13:39:23,4,2700,739.7,1.37,13.3,9,-7.4,0.153,10,0.3,1.28
,13:39:24,4,2700,740.7,1.37,13.3,9,-7.4,0.152,10,0.3,1.28
,13:39:25,4,2700,741.7,1.36,13.3,9,-7.4,0.152,10,0.3,1.27
,13:39:26,4,2700,742.7,1.36,13.3,9,-7.4,0.151,10,0.3,1.27
,13:39:27,4,2700,743.7,1.36,13.3,9,-7.4,0.147,10,0.3,1.27
,13:39:28,4,2700,744.7,1.36,13.3,9,-7.4,0.147,10,0.3,1.27
,13:39:29,4,2700,745.7,1.35,13.3,9,-7.4,0.142,10,0.3,1.27
,13:39:30,4,2700,746.7,1.35,13.3,9,-7.4,0.142,10,0.3,1.26
,13:39:31,4,2700,747.7,1.34,13.3,9,-7.4,0.146,10,0.3,1.26
,13:39:32,4,2700,748.7,1.34,13.3,9,-7.4,0.149,10,0.3,1.26
,13:39:33,4,2700,749.7,1.34,13.3,9,-7.4,0.149,10,0.3,1.25
,13:39:34,4,2700,750.7,1.34,13.3,9,-7.4,0.153,10,0.3,1.25
,13:39:35,4,2700,751.7,1.34,13.3,9,-7.4,0.153,10,0.3,1.25
,13:39:36,4,2700,752.7,1.34,13.3,9,-7.4,0.154,10,0.3,1.26
,13:39:37,4,2700,753.7,1.35,13.3,9,-7.4,0.15,10,0.3,1.26
,13:39:38,4,2700,754.7,1.35,13.3,9,-7.4,0.151,10,0.3,1.27
,13:39:39,4,2700,755.7,1.35,13.3,9,-7.4,0.151,10,0.3,1.27
,13:39:40,4,2700,756.7,1.35,13.3,9,-7.4,0.15,10,0.3,1.26
,13:39:41,4,2700,757.7,1.35,13.3,9,-7.4,0.146,10,0.3,1.27
,13:39:42,4,2700,758.7,1.35,13.3,9,-7.4,0.146,10,0.3,1.27
,13:39:43,4,2700,759.7,1.35,13.3,9,-7.4,0.142,10,0.3,1.27
,13:39:44,4,2700,760.7,1.35,13.3,9,-7.4,0.142,10,0.3,1.27
,13:39:45,4,2700,761.7,1.35,13.3,9,-7.4,0.146,10,0.3,1.27
,13:39:46,4,2700,762.7,1.35,13.3,9,-7.4,0.15,10,0.3,1.26
,13:39:47,4,2700,763.7,1.34,13.3,9,-7.4,0.149,10,0.3,1.25
,13:39:48,4,2700,764.7,1.33,13.3,9,-7.4,0.152,10,0.2,1.24
,13:39:49,4,2700,765.7,1.32,13.3,9,-7.4,0.151,10,0.3,1.24
,13:39:50,4,2700,766.7,1.32,13.3,9,-7.4,0.147,10,0.3,1.24
,13:39:51,4,2700,767.7,1.33,13.3,9,-7.4,0.148,10,0.3,1.24
,13:39:52,4,2700,768.7,1.33,13.3,9,-7.4,0.148,10,0.3,1.24
,13:39:53,4,2700,769.7,1.32,13.3,9,-7.4,0.143,10,0.3,1.24
,13:39:54,4,2700,770.7,1.31,13.3,9,-7.4,0.142,10,0.3,1.23
,13:39:55,4,2700,771.7,1.31,13.3,9,-7.4,0.142,10,0.3,1.23
,13:39:56,4,2700,772.7,1.31,13.3,9,-7.4,0.146,10,0.3,1.22
,13:39:57,4,2700,773.7,1.3,13.3,9,-7.4,0.145,10,0.3,1.22
,13:39:58,4,2700,774.7,1.3,13.3,9,-7.5,0.149,10,0.3,1.22
,13:39:59,4,2700,775.7,1.3,13.3,9,-7.5,0.145,10,0.3,1.21
,13:40:00,4,2700,776.7,1.3,13.3,9,-7.5,0.145,10,0.3,1.21
,13:40:01,4,2700,777.7,1.29,13.3,9,-7.5,0.144,10,0.3,1.21
,13:40:02,4,2700,778.7,1.29,13.3,9,-7.5,0.144,10,0.3,1.21
,13:40:03,4,2700,779.7,1.3,13.3,9,-7.5,0.145,10,0.3,1.21
,13:40:04,4,2700,780.7,1.3,13.3,9,-7.5,0.141,10,0.3,1.22
,13:40:05,4,2700,781.7,1.3,13.3,9,-7.5,0.141,10,0.3,1.22
,13:40:06,4,2700,782.7,1.29,13.3,9,-7.5,0.14,10,0.3,1.21
,13:40:07,4,2700,783.7,1.29,13.3,9,-7.5,0.144,10,0.3,1.21
,13:40:08,4,2700,784.7,1.29,13.3,9,-7.5,0.144,10,0.3,1.21
,13:40:09,4,2700,785.7,1.29,13.3,9,-7.5,0.148,10,0.3,1.21
,13:40:10,4,2700,786.7,1.3,13.3,9,-7.5,0.145,10,0.3,1.21
,13:40:11,4,2700,787.7,1.3,13.3,9,-7.5,0.145,10,0.3,1.21
,13:40:12,4,2700,788.7,1.3,13.3,9,-7.5,0.145,10,0.3,1.22
,13:40:13,4,2700,789.7,1.3,13.3,9,-7.5,0.145,10,0.3,1.22
,13:40:14,4,2700,790.7,1.31,13.3,9,-7.5,0.146,10,0.3,1.22
,13:40:15,4,2700,791.7,1.31,13.3,9,-7.5,0.142,10,0.3,1.22
,13:40:16,4,2700,792.7,1.3,13.3,9,-7.5,0.141,10,0.3,1.22
,13:40:17,4,2700,793.7,1.29,13.3,9,-7.5,0.14,10,0.3,1.21
,13:40:18,4,2700,794.7,1.28,13.3,9,-7.5,0.143,10,0.3,1.2
,13:40:19,4,2700,795.7,1.28,13.3,9,-7.5,0.142,10,0.3,1.2
,13:40:20,4,2700,796.7,1.27,13.3,9,-7.5,0.142,10,0.3,1.19
,13:40:21,4,2700,797.7,1.27,13.3,9,-7.5,0.146,10,0.3,1.19
,13:40:22,4,2700,798.7,1.27,13.3,9,-7.5,0.141,10,0.3,1.19
,13:40:23,4,2700,799.7,1.27,13.3,9,-7.5,0.141,10,0.3,1.19
,13:40:24,4,2700,800.7,1.27,13.3,9,-7.5,0.137,10,0.3,1.19
,13:40:25,4,2700,801.7,1.26,13.3,9,-7.5,0.137,10,0.3,1.18
,13:40:26,4,2700,802.7,1.26,13.3,9,-7.5,0.137,10,0.3,1.18
,13:40:27,4,2700,803.7,1.26,13.3,9,-7.5,0.14,10,0.3,1.18
,13:40:28,4,2700,804.7,1.27,13.3,9,-7.5,0.145,10,0.3,1.19
,13:40:29,4,2700,805.7,1.27,13.3,9,-7.5,0.141,10,0.3,1.19
,13:40:30,4,2700,806.7,1.27,13.3,9,-7.6,0.141,10,0.3,1.19
,13:40:31,4,2700,807.7,1.26,13.3,9,-7.6,0.145,10,0.3,1.18
,13:40:32,4,2700,808.7,1.27,13.3,9,-7.6,0.141,10,0.3,1.19
,13:40:33,4,2700,809.7,1.27,13.3,9,-7.6,0.141,10,0.3,1.19
,13:40:34,4,2700,810.7,1.27,13.3,9,-7.6,0.146,10,0.3,1.19
,13:40:35,4,2700,811.7,1.27,13.3,9,-7.6,0.142,10,0.3,1.19
,13:40:36,4,2700,812.7,1.27,13.3,9,-7.6,0.142,10,0.3,1.19
,13:40:37,4,2700,813.7,1.27,13.3,9,-7.6,0.137,10,0.3,1.19
,13:40:38,4,2700,814.7,1.27,13.3,9,-7.6,0.137,10,0.3,1.19
,13:40:39,4,2700,815.7,1.27,13.3,9,-7.6,0.141,10,0.3,1.19
,13:40:40,4,2700,816.7,1.27,13.3,9,-7.6,0.145,10,0.3,1.19
,13:40:41,4,2700,817.7,1.27,13.3,9,-7.6,0.145,10,0.3,1.19
,13:40:42,4,2700,818.7,1.27,13.3,9,-7.6,0.141,10,0.3,1.19
,13:40:43,4,2700,819.7,1.27,13.3,9,-7.6,0.142,10,0.3,1.19
,13:40:44,4,2700,820.7,1.27,13.3,9,-7.6,0.142,10,0.3,1.19
,13:40:45,4,2700,821.7,1.27,13.3,9,-7.7,0.141,10,0.3,1.19
,13:40:46,4,2700,822.7,1.27,13.3,9,-7.7,0.142,10,0.3,1.19
,13:40:47,4,2700,823.7,1.27,13.3,9,-7.7,0.142,10,0.3,1.19
,13:40:48,4,2700,824.7,1.28,13.3,9,-7.7,0.138,10,0.3,1.2
,13:40:49,4,2700,825.7,1.28,13.3,9,-7.7,0.135,10,0.3,1.2
,13:40:50,4,2700,826.7,1.27,13.3,9,-7.7,0.134,10,0.3,1.19
,13:40:51,4,2700,827.7,1.27,13.3,9,-7.7,0.137,10,0.3,1.19
,13:40:52,4,2700,828.7,1.26,13.3,9,-7.7,0.137,10,0.3,1.18
,13:40:53,4,2700,829.7,1.26,13.3,9,-7.7,0.14,10,0.3,1.18
,13:40:54,4,2700,830.7,1.26,13.3,9,-7.7,0.14,10,0.3,1.18
,13:40:55,4,2700,831.7,1.26,13.3,9,-7.7,0.14,10,0.3,1.17
,13:40:56,4,2700,832.7,1.25,13.3,9,-7.7,0.14,10,0.3,1.17
,13:40:57,4,2700,833.7,1.25,13.3,9,-7.7,0.14,10,0.3,1.18
,13:40:58,4,2700,834.7,1.26,13.3,9,-7.7,0.14,10,0.3,1.18
,13:40:59,4,2700,835.7,1.26,13.3,9,-7.7,0.14,10,0.3,1.18
,13:41:00,4,2700,836.7,1.25,13.3,9,-7.7,0.14,10,0.3,1.17
,13:41:01,4,2700,837.7,1.25,13.3,9,-7.7,0.14,10,0.3,1.17
,13:41:02,4,2700,838.7,1.26,13.3,9,-7.7,0.136,10,0.3,1.18
,13:41:03,4,2700,839.7,1.26,13.3,9,-7.7,0.136,10,0.3,1.18
,13:41:04,4,2700,840.7,1.26,13.3,9,-7.7,0.136,10,0.3,1.18
,13:41:05,4,2700,841.7,1.26,13.3,9,-7.8,0.14,10,0.3,1.18
,13:41:06,4,2700,842.7,1.26,13.3,9,-7.7,0.14,10,0.3,1.18
,13:41:07,4,2700,843.7,1.26,13.3,9,-7.7,0.14,10,0.3,1.18
,13:41:08,4,2700,844.7,1.26,13.3,9,-7.8,0.14,10,0.2,1.18
,13:41:09,4,2700,845.7,1.26,13.3,9,-7.8,0.14,10,0.3,1.18
,13:41:10,4,2700,846.7,1.26,13.3,9,-7.8,0.14,10,0.3,1.18
,13:41:11,4,2700,847.7,1.26,13.3,9,-7.8,0.14,10,0.3,1.18
,13:41:12,4,2700,848.7,1.26,13.3,9,-7.8,0.14,10,0.3,1.18
,13:41:13,4,2700,849.7,1.26,13.3,9,-7.8,0.14,10,0.3,1.17
,13:41:14,4,2700,850.7,1.25,13.3,9,-7.8,0.139,10,0.3,1.17
,13:41:15,4,2700,851.7,1.25,13.3,9,-7.8,0.139,10,0.3,1.17
,13:41:16,4,2700,852.7,1.25,13.3,9,-7.8,0.136,10,0.3,1.17
,13:41:17,4,2700,853.7,1.25,13.3,9,-7.8,0.132,10,0.3,1.17
,13:41:18,4,2700,854.7,1.25,13.3,9,-7.8,0.135,10,0.3,1.17
,13:41:19,4,2700,855.7,1.25,13.3,9,-7.8,0.139,10,0.3,1.17
,13:41:20,4,2700,856.7,1.25,13.3,9,-7.8,0.139,10,0.3,1.16
,13:41:21,4,2700,857.7,1.24,13.3,9,-7.8,0.138,10,0.3,1.16
,13:41:22,4,2700,858.7,1.24,13.3,9,-7.8,0.138,10,0.3,1.16
,13:41:23,4,2700,859.7,1.24,13.3,9,-7.8,0.138,10,0.3,1.16
,13:41:24,4,2700,860.7,1.23,13.3,9,-7.8,0.137,10,0.3,1.15
,13:41:25,4,2700,861.7,1.22,13.3,9,-7.8,0.136,10,0.3,1.14
,13:41:26,4,2700,862.7,1.21,13.3,9,-7.8,0.135,10,0.3,1.13
,13:41:27,4,2700,863.7,1.21,13.3,9,-7.8,0.134,10,0.3,1.13
,13:41:28,4,2700,864.7,1.2,13.3,9,-7.9,0.13,10,0.3,1.13
,13:41:29,4,2700,865.7,1.2,13.3,9,-7.9,0.13,10,0.3,1.13
,13:41:30,4,2700,866.7,1.2,13.3,9,-7.9,0.134,10,0.3,1.12
,13:41:31,4,2700,867.7,1.19,13.3,9,-7.9,0.137,10,0.3,1.12
,13:41:32,4,2700,868.7,1.19,13.3,9,-7.9,0.136,10,0.3,1.11
,13:41:33,4,2700,869.7,1.19,13.3,9,-7.9,0.136,10,0.3,1.11
,13:41:34,4,2700,870.7,1.19,13.3,9,-7.9,0.133,10,0.3,1.12
,13:41:35,4,2700,871.7,1.2,13.3,9,-7.9,0.133,10,0.3,1.12
,13:41:36,4,2700,872.7,1.2,13.3,9,-7.9,0.13,10,0.3,1.13
,13:41:37,4,2700,873.7,1.2,13.3,9,-7.9,0.13,10,0.3,1.13
,13:41:38,4,2700,874.7,1.2,13.3,9,-7.9,0.13,10,0.3,1.12
,13:41:39,4,2700,875.7,1.19,13.3,9,-7.9,0.133,10,0.3,1.12
,13:41:40,4,2700,876.7,1.19,13.3,9,-7.9,0.133,10,0.3,1.12
,13:41:41,4,2700,877.7,1.2,13.3,9,-8,0.137,10,0.3,1.12
,13:41:42,4,2700,878.7,1.2,13.3,9,-8,0.134,10,0.3,1.12
,13:41:43,4,2700,879.7,1.2,13.3,9,-8,0.134,10,0.3,1.12
,13:41:44,4,2700,880.7,1.2,13.3,9,-8,0.13,10,0.3,1.12
,13:41:45,4,2700,881.7,1.2,13.3,9,-8,0.134,10,0.3,1.13
,13:41:46,4,2700,882.7,1.2,13.3,9,-8,0.134,10,0.3,1.13
,13:41:47,4,2700,883.7,1.2,13.3,9,-8,0.13,10,0.3,1.12
,13:41:48,4,2700,884.7,1.2,13.3,9,-8,0.126,10,0.3,1.12
,13:41:49,4,2700,885.7,1.19,13.3,9,-8,0.126,10,0.3,1.11
,13:41:50,4,2700,886.7,1.18,13.3,9,-8,0.132,10,0.3,1.11
,13:41:51,4,2700,887.7,1.18,13.3,9,-8,0.131,10,0.3,1.1
,13:41:52,4,2700,888.7,1.17,13.3,9,-8,0.134,10,0.3,1.1
,13:41:53,4,2700,889.7,1.17,13.3,9,-8,0.131,10,0.3,1.1
,13:41:54,4,2700,890.7,1.17,13.3,9,-8,0.13,10,0.3,1.1
,13:41:55,4,2700,891.7,1.17,13.3,9,-8,0.13,10,0.3,1.1
,13:41:56,4,2700,892.7,1.17,13.3,9,-8,0.13,10,0.3,1.09
,13:41:57,4,2700,893.7,1.17,13.3,9,-8,0.131,10,0.3,1.1
,13:41:58,4,2700,894.7,1.18,13.3,9,-8,0.132,10,0.3,1.11
,13:41:59,4,2700,895.7,1.19,13.3,9,-8.1,0.129,10,0.3,1.12
,13:42:00,4,2700,896.7,1.19,13.3,9,-8.1,0.129,10,0.3,1.11
,13:42:01,4,2700,897.7,1.19,13.3,9,-8.1,0.128,10,0.3,1.11
,13:42:02,4,2700,898.7,1.18,13.3,9,-8.1,0.132,10,0.3,1.11
,13:42:03,4,2700,899.7,1.18,13.3,9,-8.1,0.132,10,0.3,1.11
,13:42:04,4,2700,900.7,1.18,13.3,9,-8.1,0.132,10,0.2,1.11
,13:42:05,4,2700,901.7,1.18,13.3,9,-8.1,0.136,10,0.3,1.11
,13:42:06,4,2700,902.7,1.18,13.3,9,-8.1,0.132,10,0.3,1.11
,13:42:07,4,2700,903.7,1.18,13.3,9,-8.1,0.132,10,0.3,1.11
,13:42:08,4,2700,904.7,1.18,13.3,9,-8.1,0.132,10,0.3,1.11
,13:42:09,4,2700,905.7,1.18,13.3,9,-8.1,0.131,10,0.3,1.1
,13:42:10,4,2700,906.7,1.18,13.3,9,-8.1,0.131,10,0.3,1.1
,13:42:11,4,2700,907.7,1.18,13.3,9,-8.1,0.131,10,0.3,1.1
,13:42:12,4,2700,908.7,1.17,13.3,9,-8.1,0.127,10,0.3,1.1
,13:42:13,4,2700,909.7,1.17,13.3,9,-8.1,0.127,10,0.3,1.09
,13:42:14,4,2700,910.7,1.17,13.3,9,-8.1,0.127,10,0.3,1.09
,13:42:15,4,2700,911.7,1.17,13.3,9,-8.1,0.127,10,0.3,1.1
,13:42:16,4,2700,912.7,1.17,13.3,9,-8.1,0.127,10,0.3,1.1
,13:42:17,4,2700,913.7,1.17,13.3,9,-8.1,0.13,10,0.3,1.09
,13:42:18,4,2700,914.7,1.16,13.3,9,-8.2,0.13,10,0.3,1.09
,13:42:19,4,2700,915.7,1.16,13.3,9,-8.2,0.129,10,0.3,1.09
,13:42:20,4,2700,916.7,1.16,13.3,9,-8.2,0.129,10,0.3,1.09
,13:42:21,4,2700,917.7,1.16,13.3,9,-8.2,0.13,10,0.3,1.09
,13:42:22,4,2700,918.7,1.16,13.3,9,-8.2,0.129,10,0.3,1.09
,13:42:23,4,2700,919.7,1.16,13.3,9,-8.2,0.13,10,0.3,1.09
,13:42:24,4,2700,920.7,1.16,13.3,9,-8.2,0.13,10,0.3,1.09
,13:42:25,4,2700,921.7,1.16,13.3,9,-8.2,0.129,10,0.3,1.09
,13:42:26,4,2700,922.7,1.15,13.3,9,-8.2,0.128,10,0.3,1.08
,13:42:27,4,2700,923.7,1.15,13.3,9,-8.2,0.128,10,0.3,1.07
,13:42:28,4,2700,924.7,1.15,13.3,9,-8.2,0.132,10,0.3,1.07
,13:42:29,4,2700,925.7,1.15,13.3,9,-8.2,0.128,10,0.3,1.08
,13:42:30,4,2700,926.7,1.16,13.3,9,-8.2,0.129,10,0.3,1.08
,13:42:31,4,2700,927.7,1.16,13.3,9,-8.2,0.129,10,0.3,1.08
,13:42:32,4,2700,928.7,1.16,13.3,9,-8.2,0.129,10,0.3,1.08
,13:42:33,4,2700,929.7,1.16,13.3,9,-8.2,0.133,10,0.3,1.08
,13:42:34,4,2700,930.7,1.16,13.3,9,-8.2,0.133,10,0.3,1.08
,13:42:35,4,2700,931.7,1.16,13.3,9,-8.2,0.129,10,0.3,1.08
,13:42:36,4,2700,932.7,1.16,13.3,9,-8.3,0.129,10,0.3,1.09
,13:42:37,4,2700,933.7,1.16,13.3,9,-8.3,0.129,10,0.3,1.08
,13:42:38,4,2700,934.7,1.15,13.3,9,-8.3,0.132,10,0.3,1.08
,13:42:39,4,2700,935.7,1.15,13.3,9,-8.3,0.128,10,0.3,1.08
,13:42:40,4,2700,936.7,1.16,13.3,9,-8.3,0.129,10,0.3,1.08
,13:42:41,4,2700,937.7,1.16,13.3,9,-8.3,0.129,10,0.3,1.09
,13:42:42,4,2700,938.7,1.16,13.3,9,-8.3,0.129,10,0.3,1.09
,13:42:43,4,2700,939.7,1.16,13.3,9,-8.3,0.129,10,0.3,1.08
,13:42:44,4,2700,940.7,1.16,13.3,9,-8.3,0.129,10,0.3,1.08
,13:42:45,4,2700,941.7,1.16,13.3,9,-8.3,0.129,10,0.3,1.08
,13:42:46,4,2700,942.7,1.16,13.3,9,-8.3,0.126,10,0.3,1.09
,13:42:47,4,2700,943.7,1.16,13.3,9,-8.3,0.13,10,0.3,1.09
,13:42:48,4,2700,944.7,1.16,13.3,9,-8.3,0.129,10,0.3,1.09
,13:42:49,4,2700,945.7,1.16,13.3,9,-8.3,0.126,10,0.3,1.09
,13:42:50,4,2700,946.7,1.16,13.3,9,-8.3,0.125,10,0.3,1.08
,13:42:51,4,2700,947.7,1.16,13.3,9,-8.3,0.125,10,0.3,1.08
,13:42:52,4,2700,948.7,1.16,13.3,9,-8.3,0.129,10,0.3,1.08
,13:42:53,4,2700,949.7,1.15,13.3,9,-8.4,0.125,10,0.3,1.08
,13:42:54,4,2700,950.7,1.15,13.3,9,-8.4,0.125,10,0.3,1.07
,13:42:55,4,2700,951.7,1.15,13.3,9,-8.4,0.128,10,0.3,1.07
,13:42:56,4,2700,952.7,1.15,13.3,9,-8.4,0.128,10,0.3,1.07
,13:42:57,4,2700,953.7,1.14,13.3,9,-8.4,0.127,10,0.3,1.07
,13:42:58,4,2700,954.7,1.14,13.3,9,-8.4,0.123,10,0.3,1.07
,13:42:59,4,2700,955.7,1.14,13.3,9,-8.4,0.123,10,0.3,1.07
,13:43:00,4,2700,956.7,1.14,13.3,9,-8.4,0.127,10,0.3,1.07
,13:43:01,4,2700,957.7,1.14,13.3,9,-8.4,0.123,10,0.3,1.06
,13:43:02,4,2700,958.7,1.13,13.3,9,-8.4,0.126,10,0.3,1.06
,13:43:03,4,2700,959.7,1.13,13.3,9,-8.4,0.126,10,0.3,1.06
,13:43:04,4,2700,960.7,1.12,13.3,9,-8.4,0.125,10,0.3,1.05
,13:43:05,4,2700,961.7,1.12,13.3,9,-8.4,0.124,10,0.3,1.04
,13:43:06,4,2700,962.7,1.11,13.3,9,-8.4,0.124,10,0.3,1.04
,13:43:07,4,2700,963.7,1.11,13.3,9,-8.4,0.124,10,0.3,1.04
,13:43:08,4,2700,964.7,1.12,13.3,9,-8.4,0.121,10,0.3,1.05
,13:43:09,4,2700,965.7,1.12,13.3,9,-8.4,0.125,10,0.3,1.05
,13:43:10,4,2700,966.7,1.12,13.3,9,-8.4,0.125,10,0.3,1.05
,13:43:11,4,2700,967.7,1.13,13.3,9,-8.4,0.126,10,0.3,1.06
,13:43:12,4,2700,968.7,1.13,13.3,9,-8.4,0.123,10,0.3,1.06
,13:43:13,4,2700,969.7,1.14,13.3,9,-8.4,0.127,10,0.3,1.06
,13:43:14,4,2700,970.7,1.13,13.3,9,-8.4,0.123,10,0.3,1.06
,13:43:15,4,2700,971.7,1.13,13.3,9,-8.5,0.126,10,0.3,1.06
,13:43:16,4,2700,972.7,1.12,13.3,9,-8.5,0.122,10,0.3,1.05
,13:43:17,4,2700,973.7,1.12,13.3,9,-8.5,0.118,10,0.3,1.05
,13:43:18,4,2700,974.7,1.12,13.3,9,-8.5,0.118,10,0.3,1.05
,13:43:19,4,2700,975.7,1.12,13.3,9,-8.5,0.118,10,0.3,1.05
,13:43:20,4,2700,976.7,1.12,13.3,9,-8.5,0.118,10,0.3,1.05
,13:43:21,4,2700,977.7,1.12,13.3,9,-8.5,0.122,10,0.3,1.05
,13:43:22,4,2700,978.7,1.12,13.3,9,-8.5,0.124,10,0.3,1.04
,13:43:23,4,2700,979.7,1.11,13.3,9,-8.5,0.124,10,0.3,1.04
