Data file,,RA0.3_HEF_-8C_003_45MINS.TSV,,,,,,,,,,
,12:19:18,4,2700,1576.2,1.83,13.3,9,-5.9,0.198,10,0.2,1.71
,12:19:19,4,2700,1577.2,1.82,13.3,9,-5.9,0.203,10,0.2,1.7
,12:19:20,4,2700,1578.2,1.82,13.3,9,-5.9,0.203,10,0.3,1.7
,12:19:21,4,2700,1579.2,1.82,13.3,9,-5.9,0.203,10,0.2,1.7
,12:19:22,4,2700,1580.2,1.83,13.3,9,-5.9,0.203,10,0.2,1.71
,12:19:23,4,2700,1581.2,1.84,13.3,9,-5.9,0.205,10,0.2,1.72
,12:19:24,4,2700,1582.2,1.85,13.3,9,-5.9,0.206,10,0.3,1.73
,12:19:25,4,2700,1583.2,1.85,13.3,9,-5.9,0.206,10,0.3,1.73
,12:19:26,4,2700,1584.2,1.84,13.3,9,-5.9,0.205,10,0.3,1.73
,12:19:27,4,2700,1585.2,1.84,13.3,9,-5.9,0.205,10,0.2,1.72
,12:19:28,4,2700,1586.2,1.84,13.3,9,-5.9,0.199,10,0.2,1.72
,12:19:29,4,2700,1587.2,1.84,13.3,9,-5.9,0.2,10,0.2,1.73
,12:19:30,4,2700,1588.2,1.85,13.3,9,-5.9,0.2,10,0.3,1.73
,12:19:31,4,2700,1589.2,1.85,13.3,9,-5.9,0.206,10,0.3,1.73
,12:19:32,4,2700,1590.2,1.85,13.3,9,-5.9,0.206,10,0.2,1.73
,12:19:33,4,2700,1591.2,1.85,13.3,9,-5.9,0.206,10,0.2,1.73
,12:19:34,4,2700,1592.2,1.84,13.3,9,-5.9,0.205,10,0.2,1.72
,12:19:35,4,2700,1593.2,1.84,13.3,9,-6,0.205,10,0.3,1.72
,12:19:36,4,2700,1594.2,1.84,13.3,9,-6,0.205,10,0.2,1.72
,12:19:37,4,2700,1595.2,1.84,13.3,9,-6,0.205,10,0.2,1.72
,12:19:38,4,2700,1596.2,1.84,13.3,9,-6,0.205,10,0.3,1.72
,12:19:39,4,2700,1597.2,1.83,13.3,9,-6,0.204,10,0.3,1.72
,12:19:40,4,2700,1598.2,1.83,13.3,9,-5.9,0.198,10,0.2,1.71
,12:19:41,4,2700,1599.2,1.83,13.3,9,-5.9,0.192,10,0.2,1.71
,12:19:42,4,2700,1600.2,1.82,13.3,9,-5.9,0.197,10,0.2,1.71
,12:19:43,4,2700,1601.2,1.82,13.3,9,-5.9,0.203,10,0.3,1.7
,12:19:44,4,2700,1602.2,1.82,13.3,9,-5.9,0.203,10,0.2,1.7
,12:19:45,4,2700,1603.2,1.82,13.3,9,-5.9,0.203,10,0.2,1.71
,12:19:46,4,2700,1604.2,1.83,13.3,9,-5.9,0.203,10,0.2,1.71
,12:19:47,4,2700,1605.2,1.83,13.3,9,-5.9,0.204,10,0.2,1.71
,12:19:48,4,2700,1606.2,1.83,13.3,9,-6,0.204,10,0.3,1.71
,12:19:49,4,2700,1607.2,1.83,13.3,9,-6,0.204,10,0.3,1.71
,12:19:50,4,2700,1608.2,1.82,13.3,9,-6,0.203,10,0.2,1.71
,12:19:51,4,2700,1609.2,1.82,13.3,9,-6,0.203,10,0.3,1.7
,12:19:52,4,2700,1610.2,1.82,13.3,9,-6,0.202,10,0.3,1.7
,12:19:53,4,2700,1611.2,1.81,13.3,9,-5.9,0.202,10,0.3,1.69
,12:19:54,4,2700,1612.2,1.81,13.3,9,-6,0.201,10,0.2,1.69
,12:19:55,4,2700,1613.2,1.81,13.3,9,-6,0.196,10,0.2,1.69
,12:19:56,4,2700,1614.2,1.82,13.3,9,-6,0.191,10,0.2,1.7
,12:19:57,4,2700,1615.2,1.82,13.3,9,-6,0.191,10,0.2,1.7
,12:19:58,4,2700,1616.2,1.82,13.3,9,-6,0.197,10,0.2,1.7
,12:19:59,4,2700,1617.2,1.81,13.3,9,-6,0.196,10,0.3,1.69
,12:20:00,4,2700,1618.2,1.8,13.3,9,-6,0.201,10,0.2,1.69
,12:20:01,4,2700,1619.2,1.79,13.3,9,-6,0.206,10,0.3,1.68
,12:20:02,4,2700,1620.2,1.79,13.3,9,-6,0.2,10,0.2,1.68
,12:20:03,4,2700,1621.2,1.79,13.3,9,-6,0.2,10,0.2,1.68
,12:20:04,4,2700,1622.2,1.8,13.3,9,-6,0.2,10,0.2,1.68
,12:20:05,4,2700,1623.2,1.8,13.3,9,-6,0.2,10,0.2,1.68
,12:20:06,4,2700,1624.2,1.8,13.3,9,-6,0.206,10,0.3,1.68
,12:20:07,4,2700,1625.2,1.8,13.3,9,-6,0.206,10,0.2,1.69
,12:20:08,4,2700,1626.2,1.8,13.3,9,-6,0.201,10,0.3,1.69
,12:20:09,4,2700,1627.2,1.81,13.3,9,-6,0.201,10,0.2,1.69
,12:20:10,4,2700,1628.2,1.81,13.3,9,-6,0.201,10,0.2,1.69
,12:20:11,4,2700,1629.2,1.81,13.3,9,-6,0.196,10,0.3,1.69
,12:20:12,4,2700,1630.2,1.8,13.3,9,-6,0.195,10,0.2,1.69
,12:20:13,4,2700,1631.2,1.8,13.3,9,-6,0.19,10,0.3,1.69
,12:20:14,4,2700,1632.2,1.8,13.3,9,-6,0.195,10,0.2,1.69
,12:20:15,4,2700,1633.2,1.81,13.3,9,-6,0.196,10,0.2,1.69
,12:20:16,4,2700,1634.2,1.82,13.3,9,-6,0.197,10,0.3,1.7
,12:20:17,4,2700,1635.2,1.82,13.3,9,-6,0.202,10,0.3,1.7
,12:20:18,4,2700,1636.2,1.81,13.3,9,-6,0.208,10,0.3,1.69
,12:20:19,4,2700,1637.2,1.8,13.3,9,-6,0.207,10,0.3,1.69
,12:20:20,4,2700,1638.2,1.8,13.3,9,-6,0.207,10,0.2,1.69
,12:20:21,4,2700,1639.2,1.8,13.3,9,-6,0.201,10,0.2,1.69
,12:20:22,4,2700,1640.2,1.8,13.3,9,-6.1,0.201,10,0.3,1.69
,12:20:23,4,2700,1641.2,1.8,13.3,9,-6.1,0.201,10,0.3,1.69
,12:20:24,4,2700,1642.2,1.8,13.3,9,-6.1,0.201,10,0.3,1.69
,12:20:25,4,2700,1643.2,1.8,13.3,9,-6.1,0.2,10,0.3,1.68
,12:20:26,4,2700,1644.2,1.8,13.3,9,-6.1,0.206,10,0.3,1.68
,12:20:27,4,2700,1645.2,1.8,13.3,9,-6.1,0.201,10,0.3,1.69
,12:20:28,4,2700,1646.2,1.81,13.3,9,-6.1,0.201,10,0.3,1.69
,12:20:29,4,2700,1647.2,1.81,13.3,9,-6.1,0.202,10,0.3,1.7
,12:20:30,4,2700,1648.2,1.81,13.3,9,-6.1,0.196,10,0.3,1.7
,12:20:31,4,2700,1649.2,1.82,13.3,9,-6.1,0.197,10,0.3,1.7
,12:20:32,4,2700,1650.2,1.82,13.3,9,-6.1,0.192,10,0.3,1.7
,12:20:33,4,2700,1651.2,1.82,13.3,9,-6.1,0.191,10,0.3,1.7
,12:20:34,4,2700,1652.2,1.82,13.3,9,-6.1,0.191,10,0.3,1.7
,12:20:35,4,2700,1653.2,1.81,13.3,9,-6.1,0.196,10,0.3,1.69
,12:20:36,4,2700,1654.2,1.8,13.3,9,-6.1,0.201,10,0.3,1.69
,12:20:37,4,2700,1655.2,1.79,13.3,9,-6.1,0.2,10,0.3,1.68
,12:20:38,4,2700,1656.2,1.79,13.3,9,-6.1,0.206,10,0.3,1.68
,12:20:39,4,2700,1657.2,1.8,13.3,9,-6.1,0.206,10,0.3,1.68
,12:20:40,4,2700,1658.2,1.8,13.3,9,-6.1,0.207,10,0.3,1.69
,12:20:41,4,2700,1659.2,1.81,13.3,9,-6.1,0.207,10,0.2,1.69
,12:20:42,4,2700,1660.2,1.81,13.3,9,-6.1,0.207,10,0.2,1.69
,12:20:43,4,2700,1661.2,1.81,13.3,9,-6.1,0.208,10,0.2,1.69
,12:20:44,4,2700,1662.2,1.82,13.3,9,-6.1,0.203,10,0.2,1.71
,12:20:45,4,2700,1663.2,1.84,13.3,9,-6.1,0.205,10,0.3,1.72
,12:20:46,4,2700,1664.2,1.84,13.3,9,-6.1,0.205,10,0.2,1.72
,12:20:47,4,2700,1665.2,1.83,13.3,9,-6.1,0.204,10,0.2,1.71
,12:20:48,4,2700,1666.2,1.82,13.3,9,-6.1,0.203,10,0.3,1.7
,12:20:49,4,2700,1667.2,1.82,13.3,9,-6.1,0.203,10,0.3,1.7
,12:20:50,4,2700,1668.2,1.82,13.3,9,-6.1,0.203,10,0.3,1.7
,12:20:51,4,2700,1669.2,1.82,13.3,9,-6.1,0.197,10,0.2,1.7
,12:20:52,4,2700,1670.2,1.83,13.3,9,-6.2,0.192,10,0.2,1.71
,12:20:53,4,2700,1671.2,1.83,13.3,9,-6.2,0.193,10,0.2,1.71
,12:20:54,4,2700,1672.2,1.83,13.3,9,-6.2,0.198,10,0.3,1.71
,12:20:55,4,2700,1673.2,1.83,13.3,9,-6.2,0.204,10,0.3,1.71
,12:20:56,4,2700,1674.2,1.83,13.3,9,-6.2,0.204,10,0.3,1.71
,12:20:57,4,2700,1675.2,1.83,13.3,9,-6.2,0.204,10,0.3,1.71
,12:20:58,4,2700,1676.2,1.83,13.3,9,-6.2,0.204,10,0.3,1.71
,12:20:59,4,2700,1677.2,1.83,13.3,9,-6.2,0.203,10,0.2,1.71
,12:21:00,4,2700,1678.2,1.83,13.3,9,-6.3,0.203,10,0.2,1.71
,12:21:01,4,2700,1679.2,1.83,13.3,9,-6.3,0.203,10,0.3,1.71
,12:21:02,4,2700,1680.2,1.83,13.3,9,-6.3,0.203,10,0.3,1.71
,12:21:03,4,2700,1681.2,1.82,13.3,9,-6.3,0.203,10,0.3,1.7
,12:21:04,4,2700,1682.2,1.83,13.3,9,-6.3,0.209,10,0.3,1.71
,12:21:05,4,2700,1683.2,1.83,13.3,9,-6.3,0.204,10,0.3,1.72
,12:21:06,4,2700,1684.2,1.84,13.3,9,-6.3,0.199,10,0.3,1.72
,12:21:07,4,2700,1685.2,1.83,13.3,9,-6.2,0.193,10,0.3,1.71
,12:21:08,4,2700,1686.2,1.82,13.3,9,-6.2,0.192,10,0.3,1.7
,12:21:09,4,2700,1687.2,1.82,13.3,9,-6.2,0.197,10,0.3,1.7
,12:21:10,4,2700,1688.2,1.82,13.3,9,-6.2,0.203,10,0.3,1.7
,12:21:11,4,2700,1689.2,1.82,13.3,9,-6.2,0.203,10,0.3,1.7
,12:21:12,4,2700,1690.2,1.82,13.3,9,-6.3,0.202,10,0.3,1.7
,12:21:13,4,2700,1691.2,1.82,13.3,9,-6.3,0.202,10,0.2,1.7
,12:21:14,4,2700,1692.2,1.82,13.3,9,-6.3,0.202,10,0.2,1.7
,12:21:15,4,2700,1693.2,1.82,13.3,9,-6.3,0.203,10,0.2,1.7
,12:21:16,4,2700,1694.2,1.82,13.3,9,-6.3,0.209,10,0.2,1.71
,12:21:17,4,2700,1695.2,1.83,13.3,9,-6.3,0.203,10,0.2,1.71
,12:21:18,4,2700,1696.2,1.82,13.3,9,-6.3,0.203,10,0.2,1.71
,12:21:19,4,2700,1697.2,1.82,13.3,9,-6.4,0.203,10,0.3,1.7
,12:21:20,4,2700,1698.2,1.81,13.3,9,-6.4,0.202,10,0.2,1.7
,12:21:21,4,2700,1699.2,1.81,13.3,9,-6.4,0.201,10,0.3,1.69
,12:21:22,4,2700,1700.2,1.8,13.3,9,-6.4,0.201,10,0.3,1.69
,12:21:23,4,2700,1701.2,1.8,13.3,9,-6.4,0.201,10,0.3,1.69
,12:21:24,4,2700,1702.2,1.8,13.3,9,-6.4,0.201,10,0.2,1.69
,12:21:25,4,2700,1703.2,1.8,13.3,9,-6.4,0.201,10,0.2,1.69
,12:21:26,4,2700,1704.2,1.8,13.3,9,-6.4,0.201,10,0.3,1.69
,12:21:27,4,2700,1705.2,1.8,13.3,9,-6.4,0.206,10,0.3,1.69
,12:21:28,4,2700,1706.2,1.8,13.3,9,-6.4,0.201,10,0.3,1.69
,12:21:29,4,2700,1707.2,1.81,13.3,9,-6.4,0.201,10,0.3,1.69
,12:21:30,4,2700,1708.2,1.81,13.3,9,-6.4,0.202,10,0.2,1.69
,12:21:31,4,2700,1709.2,1.81,13.3,9,-6.4,0.202,10,0.2,1.69
,12:21:32,4,2700,1710.2,1.81,13.3,9,-6.4,0.202,10,0.3,1.7
,12:21:33,4,2700,1711.2,1.82,13.3,9,-6.4,0.197,10,0.3,1.7
,12:21:34,4,2700,1712.2,1.82,13.3,9,-6.4,0.202,10,0.3,1.7
,12:21:35,4,2700,1713.2,1.81,13.3,9,-6.4,0.202,10,0.2,1.7
,12:21:36,4,2700,1714.2,1.81,13.3,9,-6.4,0.202,10,0.3,1.7
,12:21:37,4,2700,1715.2,1.81,13.3,9,-6.4,0.196,10,0.3,1.7
,12:21:38,4,2700,1716.2,1.81,13.3,9,-6.4,0.196,10,0.2,1.7
,12:21:39,4,2700,1717.2,1.81,13.3,9,-6.4,0.196,10,0.2,1.69
,12:21:40,4,2700,1718.2,1.81,13.3,9,-6.4,0.196,10,0.2,1.69
,12:21:41,4,2700,1719.2,1.81,13.3,9,-6.4,0.191,10,0.2,1.69
,12:21:42,4,2700,1720.2,1.81,13.3,9,-6.4,0.191,10,0.2,1.69
,12:21:43,4,2700,1721.2,1.8,13.3,10,-6.4,0.185,10,0.3,1.69
,12:21:44,4,2700,1722.2,1.8,13.3,10,-6.4,0.185,10,0.2,1.69
,12:21:45,4,2700,1723.2,1.79,13.3,9,-6.4,0.189,10,0.3,1.68
,12:21:46,4,2700,1724.2,1.78,13.3,9,-6.4,0.187,10,0.3,1.66
,12:21:47,4,2700,1725.2,1.76,13.3,9,-6.4,0.191,10,0.3,1.65
,12:21:48,4,2700,1726.2,1.76,13.3,9,-6.4,0.191,10,0.2,1.65
,12:21:49,4,2700,1727.2,1.76,13.3,9,-6.4,0.191,10,0.3,1.65
,12:21:50,4,2700,1728.2,1.77,13.3,9,-6.4,0.191,10,0.2,1.65
,12:21:51,4,2700,1729.2,1.77,13.3,9,-6.5,0.191,10,0.2,1.65
,12:21:52,4,2700,1730.2,1.76,13.3,9,-6.5,0.191,10,0.2,1.65
,12:21:53,4,2700,1731.2,1.75,13.3,9,-6.5,0.19,10,0.2,1.64
,12:21:54,4,2700,1732.2,1.74,13.3,9,-6.5,0.188,10,0.2,1.62
,12:21:55,4,2700,1733.2,1.72,13.3,9,-6.5,0.192,10,0.3,1.61
,12:21:56,4,2700,1734.2,1.71,13.3,9,-6.5,0.196,10,0.3,1.6
,12:21:57,4,2700,1735.2,1.7,13.3,9,-6.4,0.195,10,0.2,1.6
,12:21:58,4,2700,1736.2,1.71,13.3,9,-6.4,0.196,10,0.3,1.6
,12:21:59,4,2700,1737.2,1.72,13.3,9,-6.4,0.192,10,0.2,1.62
,12:22:00,4,2700,1738.2,1.74,13.3,9,-6.4,0.193,10,0.3,1.62
,12:22:01,4,2700,1739.2,1.74,13.3,9,-6.4,0.194,10,0.3,1.63
,12:22:02,4,2700,1740.2,1.75,13.3,9,-6.4,0.195,10,0.2,1.63
,12:22:03,4,2700,1741.2,1.75,13.3,9,-6.4,0.195,10,0.3,1.63
,12:22:04,4,2700,1742.2,1.75,13.3,9,-6.4,0.195,10,0.3,1.63
,12:22:05,4,2700,1743.2,1.75,13.3,9,-6.4,0.195,10,0.3,1.64
,12:22:06,4,2700,1744.2,1.75,13.3,9,-6.5,0.201,10,0.3,1.64
,12:22:07,4,2700,1745.2,1.75,13.3,8,-6.5,0.207,10,0.3,1.64
,12:22:08,4,2700,1746.2,1.76,13.3,9,-6.5,0.202,10,0.3,1.65
,12:22:09,4,2700,1747.2,1.77,13.3,9,-6.5,0.203,10,0.3,1.66
,12:22:10,4,2700,1748.2,1.78,13.3,9,-6.5,0.199,10,0.3,1.67
,12:22:11,4,2700,1749.2,1.79,13.3,9,-6.5,0.205,10,0.3,1.67
,12:22:12,4,2700,1750.2,1.79,13.3,9,-6.5,0.205,10,0.2,1.67
,12:22:13,4,2700,1751.2,1.78,13.3,9,-6.5,0.205,10,0.3,1.67
,12:22:14,4,2700,1752.2,1.78,13.3,9,-6.5,0.199,10,0.2,1.67
,12:22:15,4,2700,1753.2,1.78,13.3,9,-6.5,0.199,10,0.2,1.67
,12:22:16,4,2700,1754.2,1.78,13.3,9,-6.5,0.199,10,0.2,1.67
,12:22:17,4,2700,1755.2,1.78,13.3,9,-6.6,0.198,10,0.2,1.67
,12:22:18,4,2700,1756.2,1.78,13.3,9,-6.6,0.198,10,0.2,1.66
,12:22:19,4,2700,1757.2,1.78,13.3,9,-6.6,0.198,10,0.3,1.67
,12:22:20,4,2700,1758.2,1.78,13.3,9,-6.6,0.198,10,0.3,1.67
,12:22:21,4,2700,1759.2,1.78,13.3,9,-6.6,0.199,10,0.3,1.67
,12:22:22,4,2700,1760.2,1.78,13.3,9,-6.6,0.199,10,0.3,1.67
,12:22:23,4,2700,1761.2,1.79,13.3,9,-6.6,0.199,10,0.3,1.68
,12:22:24,4,2700,1762.2,1.79,13.3,9,-6.6,0.194,10,0.3,1.68
,12:22:25,4,2700,1763.2,1.79,13.3,9,-6.6,0.189,10,0.2,1.68
,12:22:26,4,2700,1764.2,1.8,13.3,9,-6.6,0.189,10,0.2,1.68
,12:22:27,4,2700,1765.2,1.8,13.3,9,-6.6,0.195,10,0.3,1.69
,12:22:28,4,2700,1766.2,1.8,13.3,9,-6.6,0.201,10,0.3,1.69
,12:22:29,4,2700,1767.2,1.81,13.3,9,-6.6,0.201,10,0.3,1.69
,12:22:30,4,2700,1768.2,1.81,13.3,9,-6.6,0.201,10,0.3,1.69
,12:22:31,4,2700,1769.2,1.8,13.3,9,-6.5,0.201,10,0.2,1.69
,12:22:32,4,2700,1770.2,1.8,13.3,9,-6.5,0.201,10,0.2,1.69
,12:22:33,4,2700,1771.2,1.8,13.3,9,-6.5,0.201,10,0.2,1.68
,12:22:34,4,2700,1772.2,1.8,13.3,9,-6.6,0.206,10,0.2,1.68
,12:22:35,4,2700,1773.2,1.79,13.3,9,-6.6,0.206,10,0.3,1.68
,12:22:36,4,2700,1774.2,1.8,13.3,9,-6.6,0.2,10,0.3,1.68
,12:22:37,4,2700,1775.2,1.8,13.3,9,-6.6,0.196,10,0.2,1.69
,12:22:38,4,2700,1776.2,1.81,13.3,9,-6.6,0.191,10,0.3,1.69
,12:22:39,4,2700,1777.2,1.81,13.3,9,-6.6,0.196,10,0.2,1.69
,12:22:40,4,2700,1778.2,1.8,13.3,9,-6.6,0.201,10,0.3,1.69
,12:22:41,4,2700,1779.2,1.8,13.3,9,-6.6,0.201,10,0.3,1.69
,12:22:42,4,2700,1780.2,1.8,13.3,9,-6.6,0.201,10,0.3,1.69
,12:22:43,4,2700,1781.2,1.8,13.3,9,-6.6,0.2,10,0.3,1.68
,12:22:44,4,2700,1782.2,1.79,13.3,9,-6.6,0.2,10,0.2,1.68
,12:22:45,4,2700,1783.2,1.8,13.3,9,-6.6,0.201,10,0.2,1.69
,12:22:46,4,2700,1784.2,1.8,13.3,9,-6.7,0.207,10,0.3,1.69
,12:22:47,4,2700,1785.2,1.81,13.3,9,-6.7,0.202,10,0.3,1.7
,12:22:48,4,2700,1786.2,1.81,13.3,9,-6.7,0.202,10,0.3,1.69
,12:22:49,4,2700,1787.2,1.8,13.3,9,-6.7,0.195,10,0.3,1.69
,12:22:50,4,2700,1788.2,1.8,13.3,9,-6.7,0.189,10,0.2,1.68
,12:22:51,4,2700,1789.2,1.8,13.3,9,-6.7,0.195,10,0.3,1.68
,12:22:52,4,2700,1790.2,1.8,13.3,9,-6.7,0.201,10,0.3,1.69
,12:22:53,4,2700,1791.2,1.8,13.3,9,-6.7,0.201,10,0.3,1.69
,12:22:54,4,2700,1792.2,1.8,13.3,9,-6.7,0.201,10,0.3,1.69
,12:22:55,4,2700,1793.2,1.8,13.3,9,-6.7,0.201,10,0.2,1.69
,12:22:56,4,2700,1794.2,1.8,13.3,9,-6.7,0.201,10,0.2,1.69
,12:22:57,4,2700,1795.2,1.8,13.3,9,-6.7,0.2,10,0.2,1.68
,12:22:58,4,2700,1796.2,1.79,13.3,9,-6.7,0.2,10,0.2,1.68
,12:22:59,4,2700,1797.2,1.79,13.3,9,-6.7,0.2,10,0.3,1.68
,12:23:00,4,2700,1798.2,1.79,13.3,9,-6.7,0.2,10,0.3,1.68
,12:23:01,4,2700,1799.2,1.79,13.3,9,-6.7,0.199,10,0.3,1.68
,12:23:02,4,2700,1800.2,1.79,13.3,9,-6.7,0.199,10,0.2,1.67
,12:23:03,4,2700,1801.2,1.78,13.3,9,-6.7,0.193,10,0.3,1.67
,12:23:04,4,2700,1802.2,1.78,13.3,9,-6.7,0.193,10,0.3,1.67
,12:23:05,4,2700,1803.2,1.78,13.3,9,-6.7,0.187,10,0.3,1.66
,12:23:06,4,2700,1804.2,1.78,13.3,9,-6.7,0.187,10,0.3,1.66
,12:23:07,4,2700,1805.2,1.77,13.3,9,-6.7,0.192,10,0.2,1.66
,12:23:08,4,2700,1806.2,1.76,13.3,9,-6.7,0.196,10,0.2,1.65
,12:23:09,4,2700,1807.2,1.75,13.3,9,-6.7,0.195,10,0.3,1.63
,12:23:10,4,2700,1808.2,1.74,13.3,9,-6.7,0.199,10,0.3,1.63
,12:23:11,4,2700,1809.2,1.74,13.3,9,-6.7,0.199,10,0.3,1.63
,12:23:12,4,2700,1810.2,1.75,13.3,9,-6.7,0.2,10,0.2,1.63
,12:23:13,4,2700,1811.2,1.75,13.3,9,-6.7,0.195,10,0.3,1.64
,12:23:14,4,2700,1812.2,1.76,13.3,9,-6.7,0.196,10,0.3,1.65
,12:23:15,4,2700,1813.2,1.76,13.3,9,-6.7,0.196,10,0.2,1.65
,12:23:16,4,2700,1814.2,1.76,13.3,9,-6.7,0.202,10,0.3,1.65
,12:23:17,4,2700,1815.2,1.76,13.3,9,-6.7,0.202,10,0.2,1.65
,12:23:18,4,2700,1816.2,1.77,13.3,9,-6.7,0.203,10,0.2,1.66
,12:23:19,4,2700,1817.2,1.78,13.3,9,-6.7,0.199,10,0.2,1.67
,12:23:20,4,2700,1818.2,1.79,13.3,9,-6.7,0.199,10,0.3,1.68
,12:23:21,4,2700,1819.2,1.79,13.3,9,-6.7,0.199,10,0.3,1.68
,12:23:22,4,2700,1820.2,1.78,13.3,9,-6.7,0.199,10,0.3,1.67
,12:23:23,4,2700,1821.2,1.78,13.3,9,-6.8,0.198,10,0.3,1.66
,12:23:24,4,2700,1822.2,1.78,13.3,9,-6.8,0.198,10,0.3,1.66
,12:23:25,4,2700,1823.2,1.78,13.3,9,-6.8,0.199,10,0.3,1.67
,12:23:26,4,2700,1824.2,1.79,13.3,9,-6.8,0.194,10,0.2,1.67
,12:23:27,4,2700,1825.2,1.79,13.3,9,-6.8,0.194,10,0.3,1.67
,12:23:28,4,2700,1826.2,1.78,13.3,9,-6.8,0.188,10,0.3,1.67
,12:23:29,4,2700,1827.2,1.78,13.3,9,-6.9,0.188,10,0.3,1.67
,12:23:30,4,2700,1828.2,1.78,13.3,9,-6.9,0.188,10,0.3,1.67
,12:23:31,4,2700,1829.2,1.78,13.3,9,-6.9,0.193,10,0.3,1.67
,12:23:32,4,2700,1830.2,1.78,13.3,9,-6.9,0.198,10,0.2,1.67
,12:23:33,4,2700,1831.2,1.78,13.3,9,-6.9,0.199,10,0.3,1.67
,12:23:34,4,2700,1832.2,1.79,13.3,9,-6.9,0.199,10,0.3,1.68
,12:23:35,4,2700,1833.2,1.79,13.3,9,-6.9,0.205,10,0.3,1.67
,12:23:36,4,2700,1834.2,1.78,13.3,9,-6.9,0.204,10,0.3,1.67
,12:23:37,4,2700,1835.2,1.77,13.3,9,-6.9,0.203,10,0.3,1.66
,12:23:38,4,2700,1836.2,1.77,13.3,9,-6.9,0.203,10,0.2,1.66
,12:23:39,4,2700,1837.2,1.77,13.3,9,-6.9,0.197,10,0.2,1.66
,12:23:40,4,2700,1838.2,1.77,13.3,9,-6.9,0.198,10,0.3,1.66
,12:23:41,4,2700,1839.2,1.78,13.3,9,-6.9,0.198,10,0.2,1.67
,12:23:42,4,2700,1840.2,1.78,13.3,9,-6.9,0.205,10,0.3,1.67
,12:23:43,4,2700,1841.2,1.79,13.3,9,-6.9,0.2,10,0.3,1.68
,12:23:44,4,2700,1842.2,1.8,13.3,9,-6.9,0.2,10,0.3,1.68
,12:23:45,4,2700,1843.2,1.8,13.3,9,-6.9,0.2,10,0.3,1.68
,12:23:46,4,2700,1844.2,1.79,13.3,9,-6.9,0.2,10,0.3,1.68
,12:23:47,4,2700,1845.2,1.78,13.3,9,-6.9,0.193,10,0.3,1.67
,12:23:48,4,2700,1846.2,1.78,13.3,9,-6.9,0.193,10,0.2,1.67
,12:23:49,4,2700,1847.2,1.78,13.3,9,-6.9,0.188,10,0.3,1.67
,12:23:50,4,2700,1848.2,1.78,13.3,9,-6.9,0.188,10,0.3,1.67
,12:23:51,4,2700,1849.2,1.79,13.3,9,-6.9,0.194,10,0.3,1.67
,12:23:52,4,2700,1850.2,1.79,13.3,9,-6.9,0.194,10,0.3,1.67
,12:23:53,4,2700,1851.2,1.78,13.3,9,-6.9,0.199,10,0.2,1.67
,12:23:54,4,2700,1852.2,1.78,13.3,9,-6.9,0.199,10,0.3,1.67
,12:23:55,4,2700,1853.2,1.78,13.3,9,-6.9,0.198,10,0.3,1.67
,12:23:56,4,2700,1854.2,1.78,13.3,9,-6.9,0.198,10,0.3,1.66
,12:23:57,4,2700,1855.2,1.77,13.3,9,-6.9,0.198,10,0.3,1.66
,12:23:58,4,2700,1856.2,1.77,13.3,9,-6.9,0.197,10,0.3,1.66
,12:23:59,4,2700,1857.2,1.77,13.3,9,-6.9,0.197,10,0.2,1.66
,12:24:00,4,2700,1858.2,1.77,13.3,9,-7,0.197,10,0.3,1.65
,12:24:01,4,2700,1859.2,1.76,13.3,9,-7,0.197,10,0.3,1.65
,12:24:02,4,2700,1860.2,1.76,13.3,9,-7,0.197,10,0.2,1.65
,12:24:03,4,2700,1861.2,1.76,13.3,9,-7,0.202,10,0.3,1.65
,12:24:04,4,2700,1862.2,1.76,13.3,9,-7,0.202,10,0.3,1.65
,12:24:05,4,2700,1863.2,1.77,13.3,9,-7,0.197,10,0.3,1.65
,12:24:06,4,2700,1864.2,1.77,13.3,9,-7,0.197,10,0.3,1.65
,12:24:07,4,2700,1865.2,1.77,13.3,9,-7,0.197,10,0.3,1.66
,12:24:08,4,2700,1866.2,1.77,13.3,9,-7,0.197,10,0.3,1.66
,12:24:09,4,2700,1867.2,1.77,13.3,9,-7,0.197,10,0.3,1.66
,12:24:10,4,2700,1868.2,1.78,13.3,9,-7,0.198,10,0.3,1.66
,12:24:11,4,2700,1869.2,1.78,13.3,9,-7,0.198,10,0.3,1.67
,12:24:12,4,2700,1870.2,1.78,13.3,9,-7,0.199,10,0.2,1.67
,12:24:13,4,2700,1871.2,1.78,13.3,9,-7,0.198,10,0.3,1.67
,12:24:14,4,2700,1872.2,1.78,13.3,9,-7,0.204,10,0.3,1.66
,12:24:15,4,2700,1873.2,1.77,13.3,9,-7,0.203,10,0.3,1.66
,12:24:16,4,2700,1874.2,1.77,13.3,9,-7,0.197,10,0.3,1.66
,12:24:17,4,2700,1875.2,1.77,13.3,9,-7,0.203,10,0.3,1.65
,12:24:18,4,2700,1876.2,1.77,13.3,9,-7,0.203,10,0.3,1.66
,12:24:19,4,2700,1877.2,1.77,13.3,9,-7,0.197,10,0.2,1.66
,12:24:20,4,2700,1878.2,1.78,13.3,9,-7,0.198,10,0.3,1.66
,12:24:21,4,2700,1879.2,1.78,13.3,9,-7,0.199,10,0.3,1.67
,12:24:22,4,2700,1880.2,1.79,13.3,9,-7.1,0.199,10,0.3,1.68
,12:24:23,4,2700,1881.2,1.79,13.3,9,-7.1,0.199,10,0.3,1.68
