Data file,,DRYSLIDE_ISO10_-8C_002.TSV,,,,,,,,,,
,15:10:30,4,3600,966.1,1.25,13.3,7,-7.6,0.181,10,50.1,1.2
,15:10:31,4,3600,967.1,1.25,13.3,7,-7.6,0.174,10,50.1,1.19
,15:10:32,4,3600,968.1,1.25,13.3,7,-7.6,0.174,10,50.1,1.2
,15:10:33,4,3600,969.1,1.25,13.3,7,-7.6,0.181,10,50.1,1.2
,15:10:34,4,3600,970.1,1.26,13.3,7,-7.6,0.188,10,50.1,1.2
,15:10:35,4,3600,971.1,1.25,13.3,7,-7.6,0.188,10,50.1,1.2
,15:10:36,4,3600,972.1,1.25,13.3,7,-7.5,0.187,10,50.1,1.19
,15:10:37,4,3600,973.1,1.25,13.3,7,-7.5,0.187,10,50.1,1.19
,15:10:38,4,3600,974.1,1.25,13.3,7,-7.4,0.187,10,50.1,1.19
,15:10:39,4,3600,975.1,1.25,13.3,7,-7.4,0.18,10,50.1,1.19
,15:10:40,4,3600,976.1,1.25,13.3,7,-7.4,0.18,10,50.1,1.19
,15:10:41,4,3600,977.1,1.25,13.3,7,-7.3,0.18,10,50.1,1.19
,15:10:42,4,3600,978.1,1.24,13.3,7,-7.2,0.173,10,50.1,1.18
,15:10:43,4,3600,979.1,1.24,13.3,7,-7.2,0.166,10,50.1,1.18
,15:10:44,4,3600,980.1,1.24,13.3,7,-7.2,0.166,10,50.1,1.18
,15:10:45,4,3600,981.1,1.24,13.3,7,-7.2,0.173,10,50.1,1.18
,15:10:46,4,3600,982.1,1.24,13.3,7,-7.2,0.179,10,50.1,1.18
,15:10:47,4,3600,983.1,1.23,13.3,7,-7.1,0.185,10,50.1,1.17
,15:10:48,4,3600,984.1,1.22,13.3,7,-7.1,0.184,10,50.1,1.17
,15:10:49,4,3600,985.1,1.22,13.3,7,-7,0.183,10,50.1,1.17
,15:10:50,4,3600,986.1,1.22,13.3,7,-6.9,0.184,10,50.1,1.17
,15:10:51,4,3600,987.1,1.22,13.3,7,-6.9,0.184,10,50.1,1.17
,15:10:52,4,3600,988.1,1.22,13.3,7,-6.9,0.184,10,50.1,1.17
,15:10:53,4,3600,989.1,1.22,13.3,7,-6.9,0.184,10,50.1,1.17
,15:10:54,4,3600,990.1,1.22,13.3,7,-6.8,0.184,10,50.1,1.17
,15:10:55,4,3600,991.1,1.22,13.3,7,-6.8,0.184,10,50.1,1.17
,15:10:56,4,3600,992.1,1.23,13.3,7,-6.7,0.184,10,50.1,1.17
,15:10:57,4,3600,993.1,1.22,13.3,7,-6.7,0.17,10,50.1,1.17
,15:10:58,4,3600,994.1,1.22,13.3,7,-6.7,0.165,10,50.1,1.17
,15:10:59,4,3600,995.1,1.22,13.3,7,-6.7,0.165,10,50.1,1.17
,15:11:00,4,3600,996.1,1.23,13.3,7,-6.7,0.171,10,50.1,1.17
,15:11:01,4,3600,997.1,1.22,13.3,7,-6.6,0.177,10,50.1,1.17
,15:11:02,4,3600,998.1,1.23,13.3,7,-6.6,0.184,10,50.1,1.17
,15:11:03,4,3600,999.1,1.22,13.3,7,-6.6,0.184,10,50.1,1.17
,15:11:04,4,3600,1000.1,1.23,13.3,7,-6.6,0.184,10,50.1,1.17
,15:11:05,4,3600,1001.1,1.23,13.3,7,-6.6,0.184,10,50.1,1.17
,15:11:06,4,3600,1002.1,1.23,13.3,7,-6.6,0.185,10,50.1,1.18
,15:11:07,4,3600,1003.1,1.23,13.3,7,-6.6,0.185,10,50.1,1.18
,15:11:08,4,3600,1004.1,1.23,13.3,7,-6.6,0.185,10,50.1,1.18
,15:11:09,4,3600,1005.1,1.23,13.3,7,-6.6,0.185,10,50.1,1.18
,15:11:10,4,3600,1006.1,1.23,13.3,7,-6.6,0.185,10,50.1,1.18
,15:11:11,4,3600,1007.1,1.23,13.3,7,-6.6,0.178,10,50.1,1.18
,15:11:12,4,3600,1008.1,1.24,13.3,7,-6.6,0.179,10,50.1,1.18
,15:11:13,4,3600,1009.1,1.24,13.3,7,-6.5,0.179,10,50.1,1.18
,15:11:14,4,3600,1010.1,1.24,13.3,7,-6.5,0.185,10,50.1,1.18
,15:11:15,4,3600,1011.1,1.24,13.3,7,-6.5,0.186,10,50.1,1.18
,15:11:16,4,3600,1012.1,1.24,13.3,7,-6.5,0.185,10,50.1,1.18
,15:11:17,4,3600,1013.1,1.24,13.3,7,-6.5,0.179,10,50.1,1.18
,15:11:18,4,3600,1014.1,1.23,13.3,7,-6.5,0.178,10,50.1,1.18
,15:11:19,4,3600,1015.1,1.23,13.3,7,-6.4,0.172,10,50.1,1.18
,15:11:20,4,3600,1016.1,1.23,13.3,7,-6.4,0.166,10,50.1,1.18
,15:11:21,4,3600,1017.1,1.24,13.3,7,-6.4,0.166,10,50.1,1.18
,15:11:22,4,3600,1018.1,1.23,13.3,7,-6.4,0.171,10,50.1,1.17
,15:11:23,4,3600,1019.1,1.23,13.3,7,-6.4,0.184,10,50.1,1.17
,15:11:24,4,3600,1020.1,1.22,13.3,6,-6.4,0.19,10,50.1,1.17
,15:11:25,4,3600,1021.1,1.22,13.3,6,-6.4,0.191,10,50.1,1.17
,15:11:26,4,3600,1022.1,1.23,13.3,7,-6.3,0.184,10,50.1,1.17
,15:11:27,4,3600,1023.1,1.23,13.3,7,-6.3,0.184,10,50.1,1.17
,15:11:28,4,3600,1024.1,1.23,13.3,7,-6.3,0.184,10,50.1,1.17
,15:11:29,4,3600,1025.1,1.23,13.3,7,-6.3,0.184,10,50.1,1.17
,15:11:30,4,3600,1026.1,1.23,13.3,7,-6.3,0.177,10,50.1,1.17
,15:11:31,4,3600,1027.1,1.23,13.3,7,-6.2,0.184,10,50.1,1.17
,15:11:32,4,3600,1028.1,1.23,13.3,7,-6.2,0.184,10,50.1,1.17
,15:11:33,4,3600,1029.1,1.23,13.3,7,-6.2,0.184,10,50.1,1.17
,15:11:34,4,3600,1030.1,1.23,13.3,7,-6.2,0.184,10,50.1,1.17
,15:11:35,4,3600,1031.1,1.23,13.3,7,-6.2,0.185,10,50.1,1.18
,15:11:36,4,3600,1032.1,1.23,13.3,7,-6.2,0.178,10,50.1,1.18
,15:11:37,4,3600,1033.1,1.23,13.3,7,-6.1,0.171,10,50.1,1.18
,15:11:38,4,3600,1034.1,1.23,13.3,7,-6.1,0.171,10,50.1,1.18
,15:11:39,4,3600,1035.1,1.23,13.3,7,-6.1,0.165,10,50.1,1.17
,15:11:40,4,3600,1036.1,1.23,13.3,7,-6.1,0.166,10,50.1,1.18
,15:11:41,4,3600,1037.1,1.23,13.3,7,-6.1,0.171,10,50.1,1.17
,15:11:42,4,3600,1038.1,1.22,13.3,7,-6.1,0.176,10,50.1,1.17
,15:11:43,4,3600,1039.1,1.21,13.3,7,-6.1,0.182,10,50.1,1.16
,15:11:44,4,3600,1040.1,1.21,13.3,7,-6.1,0.182,10,50.1,1.16
,15:11:45,4,3600,1041.1,1.22,13.3,7,-6.1,0.182,10,50.1,1.16
,15:11:46,4,3600,1042.1,1.22,13.3,7,-6.1,0.183,10,50.1,1.17
,15:11:47,4,3600,1043.1,1.23,13.3,7,-6,0.177,10,50.1,1.17
,15:11:48,4,3600,1044.1,1.23,13.3,7,-6,0.184,10,50.1,1.17
,15:11:49,4,3600,1045.1,1.23,13.3,7,-6,0.184,10,50.1,1.17
,15:11:50,4,3600,1046.1,1.23,13.3,7,-6,0.185,10,50.1,1.18
,15:11:51,4,3600,1047.1,1.24,13.3,7,-6,0.185,10,50.1,1.18
,15:11:52,4,3600,1048.1,1.24,13.3,7,-6,0.185,10,50.1,1.18
,15:11:53,4,3600,1049.1,1.23,13.3,7,-6,0.185,10,50.1,1.18
,15:11:54,4,3600,1050.1,1.23,13.3,7,-6,0.185,10,50.1,1.18
,15:11:55,4,3600,1051.1,1.24,13.3,7,-6,0.185,10,50.1,1.18
,15:11:56,4,3600,1052.1,1.23,13.3,7,-6,0.185,10,50.1,1.18
,15:11:57,4,3600,1053.1,1.23,13.3,7,-6,0.185,10,50.1,1.18
,15:11:58,4,3600,1054.1,1.23,13.3,7,-6,0.185,10,50.1,1.18
,15:11:59,4,3600,1055.1,1.24,13.3,7,-6,0.179,10,50.1,1.18
,15:12:00,4,3600,1056.1,1.24,13.3,7,-5.9,0.186,10,50.1,1.18
,15:12:01,4,3600,1057.1,1.24,13.3,7,-6,0.186,10,50.1,1.18
,15:12:02,4,3600,1058.1,1.24,13.3,7,-5.9,0.185,10,50.1,1.18
,15:12:03,4,3600,1059.1,1.24,13.3,7,-5.9,0.179,10,50.1,1.18
,15:12:04,4,3600,1060.1,1.23,13.3,7,-5.9,0.178,10,50.1,1.18
,15:12:05,4,3600,1061.1,1.23,13.3,7,-5.9,0.178,10,50.1,1.18
,15:12:06,4,3600,1062.1,1.23,13.3,7,-5.9,0.185,10,50.1,1.18
,15:12:07,4,3600,1063.1,1.23,13.3,7,-5.9,0.184,10,50.1,1.17
,15:12:08,4,3600,1064.1,1.23,13.3,7,-5.9,0.178,10,50.1,1.18
,15:12:09,4,3600,1065.1,1.23,13.3,7,-5.9,0.178,10,50.1,1.18
,15:12:10,4,3600,1066.1,1.23,13.3,7,-5.9,0.178,10,50.1,1.18
,15:12:11,4,3600,1067.1,1.23,13.3,7,-5.9,0.185,10,50.1,1.18
,15:12:12,4,3600,1068.1,1.23,13.3,7,-5.9,0.178,10,50.1,1.18
,15:12:13,4,3600,1069.1,1.23,13.3,7,-5.9,0.178,10,50.1,1.18
,15:12:14,4,3600,1070.1,1.23,13.3,7,-5.9,0.178,10,50.1,1.18
,15:12:15,4,3600,1071.1,1.23,13.3,7,-5.9,0.185,10,50.1,1.18
,15:12:16,4,3600,1072.1,1.23,13.3,7,-5.9,0.178,10,50.1,1.18
,15:12:17,4,3600,1073.1,1.23,13.3,7,-5.9,0.178,10,50.1,1.18
,15:12:18,4,3600,1074.1,1.23,13.3,7,-5.8,0.178,10,50.1,1.17
,15:12:19,4,3600,1075.1,1.23,13.3,7,-5.8,0.177,10,50.1,1.17
,15:12:20,4,3600,1076.1,1.22,13.3,7,-5.8,0.176,10,50.1,1.17
,15:12:21,4,3600,1077.1,1.22,13.3,7,-5.8,0.176,10,50.1,1.17
,15:12:22,4,3600,1078.1,1.22,13.3,7,-5.8,0.176,10,50.1,1.17
,15:12:23,4,3600,1079.1,1.22,13.3,7,-5.8,0.17,10,50.1,1.17
,15:12:24,4,3600,1080.1,1.22,13.3,7,-5.8,0.177,10,50.1,1.17
,15:12:25,4,3600,1081.1,1.22,13.3,7,-5.8,0.177,10,50.1,1.17
,15:12:26,4,3600,1082.1,1.22,13.3,7,-5.8,0.183,10,50.1,1.17
,15:12:27,4,3600,1083.1,1.22,13.3,7,-5.8,0.176,10,50.1,1.17
,15:12:28,4,3600,1084.1,1.22,13.3,7,-5.8,0.183,10,50.1,1.17
,15:12:29,4,3600,1085.1,1.22,13.3,7,-5.8,0.184,10,50.1,1.17
,15:12:30,4,3600,1086.1,1.22,13.3,7,-5.8,0.177,10,50.1,1.17
,15:12:31,4,3600,1087.1,1.23,13.3,7,-5.8,0.177,10,50.1,1.17
,15:12:32,4,3600,1088.1,1.23,13.3,7,-5.8,0.184,10,50.1,1.17
,15:12:33,4,3600,1089.1,1.23,13.3,7,-5.8,0.178,10,50.1,1.18
,15:12:34,4,3600,1090.1,1.23,13.3,7,-5.7,0.178,10,50.1,1.18
,15:12:35,4,3600,1091.1,1.23,13.3,7,-5.7,0.178,10,50.1,1.18
,15:12:36,4,3600,1092.1,1.23,13.3,7,-5.7,0.184,10,50.1,1.17
,15:12:37,4,3600,1093.1,1.23,13.3,7,-5.7,0.177,10,50.1,1.17
,15:12:38,4,3600,1094.1,1.23,13.3,7,-5.7,0.185,10,50.1,1.18
,15:12:39,4,3600,1095.1,1.24,13.3,7,-5.7,0.179,10,50.1,1.18
,15:12:40,4,3600,1096.1,1.24,13.3,7,-5.7,0.179,10,50.1,1.18
,15:12:41,4,3600,1097.1,1.24,13.3,7,-5.7,0.179,10,50.1,1.18
,15:12:42,4,3600,1098.1,1.24,13.3,7,-5.7,0.179,10,50.1,1.18
,15:12:43,4,3600,1099.1,1.24,13.3,7,-5.7,0.186,10,50.1,1.18
,15:12:44,4,3600,1100.1,1.24,13.3,7,-5.7,0.186,10,50.1,1.19
,15:12:45,4,3600,1101.1,1.24,13.3,7,-5.7,0.186,10,50.1,1.19
,15:12:46,4,3600,1102.1,1.24,13.3,7,-5.7,0.18,10,50.1,1.19
,15:12:47,4,3600,1103.1,1.24,13.3,7,-5.7,0.18,10,50.1,1.19
,15:12:48,4,3600,1104.1,1.24,13.3,7,-5.7,0.186,10,50.1,1.18
,15:12:49,4,3600,1105.1,1.24,13.3,7,-5.7,0.185,10,50.1,1.18
,15:12:50,4,3600,1106.1,1.24,13.3,7,-5.6,0.179,10,50.1,1.18
,15:12:51,4,3600,1107.1,1.24,13.3,7,-5.6,0.179,10,50.1,1.18
,15:12:52,4,3600,1108.1,1.24,13.3,7,-5.6,0.186,10,50.1,1.18
,15:12:53,4,3600,1109.1,1.24,13.3,7,-5.6,0.185,10,50.1,1.18
,15:12:54,4,3600,1110.1,1.24,13.3,7,-5.6,0.179,10,50.1,1.18
,15:12:55,4,3600,1111.1,1.24,13.3,7,-5.6,0.179,10,50.1,1.18
,15:12:56,4,3600,1112.1,1.24,13.3,7,-5.6,0.179,10,50.1,1.18
,15:12:57,4,3600,1113.1,1.24,13.3,7,-5.6,0.185,10,50.1,1.18
,15:12:58,4,3600,1114.1,1.24,13.3,7,-5.6,0.179,10,50.1,1.18
,15:12:59,4,3600,1115.1,1.24,13.3,7,-5.6,0.179,10,50.1,1.18
,15:13:00,4,3600,1116.1,1.23,13.3,7,-5.6,0.185,10,50.1,1.18
,15:13:01,4,3600,1117.1,1.23,13.3,7,-5.6,0.178,10,50.1,1.18
,15:13:02,4,3600,1118.1,1.23,13.3,7,-5.6,0.178,10,50.1,1.18
,15:13:03,4,3600,1119.1,1.23,13.3,7,-5.6,0.178,10,50.1,1.18
,15:13:04,4,3600,1120.1,1.23,13.3,7,-5.6,0.178,10,50.1,1.18
,15:13:05,4,3600,1121.1,1.23,13.3,7,-5.6,0.178,10,50.1,1.18
,15:13:06,4,3600,1122.1,1.24,13.3,7,-5.6,0.179,10,50.1,1.18
,15:13:07,4,3600,1123.1,1.24,13.3,7,-5.5,0.179,10,50.1,1.18
,15:13:08,4,3600,1124.1,1.24,13.3,7,-5.5,0.179,10,50.1,1.18
,15:13:09,4,3600,1125.1,1.24,13.3,7,-5.5,0.179,10,50.1,1.18
,15:13:10,4,3600,1126.1,1.23,13.3,7,-5.5,0.178,10,50.1,1.18
,15:13:11,4,3600,1127.1,1.23,13.3,7,-5.5,0.178,10,50.1,1.18
,15:13:12,4,3600,1128.1,1.23,13.3,7,-5.5,0.177,10,50.1,1.17
,15:13:13,4,3600,1129.1,1.23,13.3,7,-5.5,0.185,10,50.1,1.18
,15:13:14,4,3600,1130.1,1.23,13.3,7,-5.5,0.185,10,50.1,1.18
,15:13:15,4,3600,1131.1,1.23,13.3,7,-5.5,0.178,10,50.1,1.18
,15:13:16,4,3600,1132.1,1.23,13.3,7,-5.5,0.178,10,50.1,1.18
,15:13:17,4,3600,1133.1,1.23,13.3,7,-5.5,0.172,10,50.1,1.18
,15:13:18,4,3600,1134.1,1.23,13.3,7,-5.5,0.178,10,50.1,1.18
,15:13:19,4,3600,1135.1,1.24,13.3,7,-5.5,0.172,10,50.1,1.18
,15:13:20,4,3600,1136.1,1.24,13.3,7,-5.4,0.173,10,50.1,1.18
,15:13:21,4,3600,1137.1,1.24,13.3,7,-5.4,0.179,10,50.1,1.19
,15:13:22,4,3600,1138.1,1.24,13.3,7,-5.4,0.179,10,50.1,1.18
,15:13:23,4,3600,1139.1,1.23,13.3,7,-5.4,0.177,10,50.1,1.17
,15:13:24,4,3600,1140.1,1.22,13.3,7,-5.4,0.176,10,50.1,1.16
,15:13:25,4,3600,1141.1,1.21,13.3,7,-5.4,0.175,10,50.1,1.16
,15:13:26,4,3600,1142.1,1.21,13.3,7,-5.4,0.175,10,50.1,1.16
,15:13:27,4,3600,1143.1,1.21,13.3,7,-5.4,0.175,10,50.1,1.16
,15:13:28,4,3600,1144.1,1.22,13.3,7,-5.4,0.176,10,50.1,1.16
,15:13:29,4,3600,1145.1,1.22,13.3,7,-5.4,0.177,10,50.1,1.17
,15:13:30,4,3600,1146.1,1.23,13.3,7,-5.4,0.184,10,50.1,1.17
,15:13:31,4,3600,1147.1,1.23,13.3,7,-5.4,0.184,10,50.1,1.17
,15:13:32,4,3600,1148.1,1.23,13.3,7,-5.4,0.177,10,50.1,1.17
,15:13:33,4,3600,1149.1,1.22,13.3,7,-5.4,0.177,10,50.1,1.17
,15:13:34,4,3600,1150.1,1.22,13.3,7,-5.4,0.176,10,50.1,1.16
,15:13:35,4,3600,1151.1,1.21,13.3,7,-5.4,0.175,10,50.1,1.16
,15:13:36,4,3600,1152.1,1.21,13.3,7,-5.4,0.175,10,50.1,1.16
,15:13:37,4,3600,1153.1,1.21,13.3,7,-5.4,0.175,10,50.1,1.15
,15:13:38,4,3600,1154.1,1.21,13.3,7,-5.4,0.174,10,50.1,1.15
,15:13:39,4,3600,1155.1,1.2,13.3,7,-5.4,0.18,10,50.1,1.15
,15:13:40,4,3600,1156.1,1.2,13.3,7,-5.4,0.18,10,50.1,1.15
,15:13:41,4,3600,1157.1,1.21,13.3,7,-5.4,0.181,10,50.1,1.15
,15:13:42,4,3600,1158.1,1.21,13.3,7,-5.4,0.182,10,50.1,1.16
,15:13:43,4,3600,1159.1,1.22,13.3,6,-5.4,0.19,10,50.1,1.16
,15:13:44,4,3600,1160.1,1.23,13.3,6,-5.4,0.191,10,50.1,1.17
,15:13:45,4,3600,1161.1,1.23,13.3,7,-5.4,0.185,10,50.1,1.18
,15:13:46,4,3600,1162.1,1.24,13.3,7,-5.4,0.185,10,50.1,1.18
,15:13:47,4,3600,1163.1,1.23,13.3,7,-5.4,0.185,10,50.1,1.18
,15:13:48,4,3600,1164.1,1.23,13.3,7,-5.4,0.185,10,50.1,1.18
,15:13:49,4,3600,1165.1,1.23,13.3,7,-5.4,0.185,10,50.1,1.18
,15:13:50,4,3600,1166.1,1.23,13.3,7,-5.4,0.185,10,50.1,1.18
,15:13:51,4,3600,1167.1,1.23,13.3,7,-5.4,0.185,10,50.1,1.18
,15:13:52,4,3600,1168.1,1.23,13.3,7,-5.4,0.184,10,50.1,1.18
,15:13:53,4,3600,1169.1,1.23,13.3,7,-5.4,0.185,10,50.1,1.18
,15:13:54,4,3600,1170.1,1.23,13.3,7,-5.4,0.184,10,50.1,1.17
,15:13:55,4,3600,1171.1,1.23,13.3,7,-5.4,0.178,10,50.1,1.18
,15:13:56,4,3600,1172.1,1.23,13.3,7,-5.4,0.178,10,50.1,1.18
,15:13:57,4,3600,1173.1,1.23,13.3,7,-5.4,0.178,10,50.1,1.18
,15:13:58,4,3600,1174.1,1.23,13.3,7,-5.4,0.178,10,50.1,1.18
,15:13:59,4,3600,1175.1,1.23,13.3,7,-5.4,0.185,10,50.1,1.18
,15:14:00,4,3600,1176.1,1.23,13.3,7,-5.3,0.178,10,50.1,1.18
,15:14:01,4,3600,1177.1,1.23,13.3,7,-5.3,0.178,10,50.1,1.18
,15:14:02,4,3600,1178.1,1.23,13.3,7,-5.3,0.178,10,50.1,1.18
,15:14:03,4,3600,1179.1,1.23,13.3,7,-5.3,0.178,10,50.1,1.18
,15:14:04,4,3600,1180.1,1.23,13.3,7,-5.3,0.178,10,50.1,1.17
,15:14:05,4,3600,1181.1,1.23,13.3,7,-5.3,0.178,10,50.1,1.18
,15:14:06,4,3600,1182.1,1.23,13.3,7,-5.3,0.178,10,50.1,1.18
,15:14:07,4,3600,1183.1,1.23,13.3,7,-5.3,0.185,10,50.1,1.18
,15:14:08,4,3600,1184.1,1.23,13.3,7,-5.3,0.185,10,50.1,1.18
,15:14:09,4,3600,1185.1,1.23,13.3,7,-5.3,0.185,10,50.1,1.18
,15:14:10,4,3600,1186.1,1.23,13.3,7,-5.3,0.178,10,50.1,1.18
,15:14:11,4,3600,1187.1,1.24,13.3,7,-5.3,0.179,10,50.1,1.18
,15:14:12,4,3600,1188.1,1.24,13.3,7,-5.3,0.179,10,50.1,1.18
,15:14:13,4,3600,1189.1,1.24,13.3,7,-5.3,0.179,10,50.1,1.18
,15:14:14,4,3600,1190.1,1.24,13.3,7,-5.3,0.179,10,50.1,1.18
,15:14:15,4,3600,1191.1,1.24,13.3,7,-5.3,0.172,10,50.1,1.18
,15:14:16,4,3600,1192.1,1.24,13.3,7,-5.3,0.172,10,50.1,1.18
,15:14:17,4,3600,1193.1,1.24,13.3,7,-5.3,0.172,10,50.1,1.18
,15:14:18,4,3600,1194.1,1.24,13.3,7,-5.3,0.172,10,50.1,1.18
,15:14:19,4,3600,1195.1,1.23,13.3,7,-5.3,0.172,10,50.1,1.18
,15:14:20,4,3600,1196.1,1.23,13.3,7,-5.3,0.171,10,50.1,1.18
,15:14:21,4,3600,1197.1,1.22,13.3,7,-5.3,0.17,10,50.1,1.17
,15:14:22,4,3600,1198.1,1.22,13.3,7,-5.3,0.176,10,50.1,1.16
,15:14:23,4,3600,1199.1,1.22,13.3,7,-5.3,0.176,10,50.1,1.16
,15:14:24,4,3600,1200.1,1.22,13.3,7,-5.3,0.183,10,50.1,1.16
,15:14:25,4,3600,1201.1,1.22,13.3,7,-5.3,0.183,10,50.1,1.16
,15:14:26,4,3600,1202.1,1.22,13.3,7,-5.3,0.183,10,50.1,1.17
,15:14:27,4,3600,1203.1,1.22,13.3,7,-5.3,0.184,10,50.1,1.17
,15:14:28,4,3600,1204.1,1.23,13.3,7,-5.3,0.184,10,50.1,1.17
,15:14:29,4,3600,1205.1,1.23,13.3,7,-5.3,0.184,10,50.1,1.17
,15:14:30,4,3600,1206.1,1.23,13.3,7,-5.3,0.184,10,50.1,1.17
,15:14:31,4,3600,1207.1,1.22,13.3,7,-5.3,0.184,10,50.1,1.17
,15:14:32,4,3600,1208.1,1.23,13.3,7,-5.3,0.184,10,50.1,1.17
,15:14:33,4,3600,1209.1,1.23,13.3,7,-5.3,0.184,10,50.1,1.17
,15:14:34,4,3600,1210.1,1.23,13.3,7,-5.3,0.178,10,50.1,1.18
,15:14:35,4,3600,1211.1,1.23,13.3,7,-5.3,0.185,10,50.1,1.18
,15:14:36,4,3600,1212.1,1.23,13.3,7,-5.3,0.185,10,50.1,1.18
,15:14:37,4,3600,1213.1,1.23,13.3,7,-5.3,0.185,10,50.1,1.18
,15:14:38,4,3600,1214.1,1.23,13.3,7,-5.2,0.178,10,50.1,1.18
,15:14:39,4,3600,1215.1,1.23,13.3,7,-5.2,0.178,10,50.1,1.18
,15:14:40,4,3600,1216.1,1.23,13.3,7,-5.2,0.178,10,50.1,1.18
,15:14:41,4,3600,1217.1,1.23,13.3,7,-5.2,0.172,10,50.1,1.18
,15:14:42,4,3600,1218.1,1.23,13.3,7,-5.2,0.171,10,50.1,1.18
,15:14:43,4,3600,1219.1,1.23,13.3,7,-5.2,0.166,10,50.1,1.18
,15:14:44,4,3600,1220.1,1.23,13.3,7,-5.2,0.171,10,50.1,1.17
,15:14:45,4,3600,1221.1,1.23,13.3,7,-5.2,0.171,10,50.1,1.17
,15:14:46,4,3600,1222.1,1.22,13.3,7,-5.2,0.17,10,50.1,1.16
,15:14:47,4,3600,1223.1,1.22,13.3,7,-5.2,0.176,10,50.1,1.16
,15:14:48,4,3600,1224.1,1.22,13.3,7,-5.2,0.176,10,50.1,1.16
,15:14:49,4,3600,1225.1,1.22,13.3,7,-5.2,0.176,10,50.1,1.16
,15:14:50,4,3600,1226.1,1.22,13.3,7,-5.2,0.176,10,50.1,1.16
,15:14:51,4,3600,1227.1,1.22,13.3,7,-5.2,0.176,10,50.1,1.16
,15:14:52,4,3600,1228.1,1.22,13.3,7,-5.2,0.176,10,50.1,1.16
,15:14:53,4,3600,1229.1,1.22,13.3,7,-5.2,0.176,10,50.1,1.17
,15:14:54,4,3600,1230.1,1.22,13.3,7,-5.2,0.183,10,50.1,1.16
,15:14:55,4,3600,1231.1,1.22,13.3,6,-5.2,0.19,10,50.1,1.16
,15:14:56,4,3600,1232.1,1.22,13.3,6,-5.2,0.19,10,50.1,1.17
,15:14:57,4,3600,1233.1,1.23,13.3,6,-5.2,0.192,10,50.1,1.17
,15:14:58,4,3600,1234.1,1.23,13.3,7,-5.2,0.185,10,50.1,1.18
,15:14:59,4,3600,1235.1,1.24,13.3,7,-5.2,0.186,10,50.1,1.18
,15:15:00,4,3600,1236.1,1.24,13.3,7,-5.2,0.186,10,50.1,1.18
