Data file,,RA0.3_PAO_-8C_001_1HOUR.TSV,,,,,,,,,,
,13:30:14,4,3600,1524.6,1.5,13.3,9,-7.5,0.172,10,0.2,1.35
,13:30:15,4,3600,1525.6,1.5,13.3,9,-7.5,0.172,10,0.2,1.35
,13:30:16,4,3600,1526.6,1.5,13.3,9,-7.5,0.172,10,0.2,1.35
,13:30:17,4,3600,1527.6,1.5,13.3,9,-7.5,0.167,10,0.2,1.35
,13:30:18,4,3600,1528.6,1.5,13.3,9,-7.5,0.167,10,1.9,1.35
,13:30:19,4,3600,1529.6,1.5,13.3,9,-7.5,0.167,10,14.8,1.35
,13:30:20,4,3600,1530.6,1.5,13.3,9,-7.5,0.172,10,31.4,1.35
,13:30:21,4,3600,1531.6,1.5,13.3,9,-7.5,0.167,10,34.7,1.35
,13:30:22,4,3600,1532.6,1.5,13.3,9,-7.5,0.172,10,18.6,1.35
,13:30:23,4,3600,1533.6,1.5,13.3,9,-7.5,0.167,10,8.5,1.35
,13:30:24,4,3600,1534.6,1.5,13.3,9,-7.5,0.167,10,4.1,1.35
,13:30:25,4,3600,1535.6,1.5,13.3,9,-7.5,0.167,10,2.1,1.35
,13:30:26,4,3600,1536.6,1.49,13.3,9,-7.5,0.166,10,1.2,1.35
,13:30:27,4,3600,1537.6,1.49,13.3,9,-7.5,0.166,10,0.7,1.34
,13:30:28,4,3600,1538.6,1.49,13.3,9,-7.5,0.162,10,0.5,1.34
,13:30:29,4,3600,1539.6,1.49,13.3,9,-7.5,0.166,10,0.4,1.34
,13:30:30,4,3600,1540.6,1.49,13.3,9,-7.5,0.161,10,0.3,1.34
,13:30:31,4,3600,1541.6,1.49,13.3,9,-7.5,0.166,10,0.3,1.34
,13:30:32,4,3600,1542.6,1.49,13.3,9,-7.5,0.166,10,0.2,1.34
,13:30:33,4,3600,1543.6,1.48,13.3,9,-7.5,0.161,10,0.2,1.34
,13:30:34,4,3600,1544.6,1.48,13.3,9,-7.5,0.161,10,0.2,1.34
,13:30:35,4,3600,1545.6,1.48,13.3,9,-7.5,0.16,10,0.2,1.34
,13:30:36,4,3600,1546.6,1.48,13.3,9,-7.5,0.165,10,0.2,1.33
,13:30:37,4,3600,1547.6,1.48,13.3,9,-7.5,0.16,10,0.2,1.33
,13:30:38,4,3600,1548.6,1.47,13.3,9,-7.5,0.16,10,0.2,1.33
,13:30:39,4,3600,1549.6,1.47,13.3,9,-7.5,0.159,10,0.2,1.33
,13:30:40,4,3600,1550.6,1.47,13.3,9,-7.5,0.159,10,0.2,1.33
,13:30:41,4,3600,1551.6,1.47,13.3,9,-7.5,0.159,10,0.2,1.32
,13:30:42,4,3600,1552.6,1.46,13.3,9,-7.5,0.163,10,0.2,1.32
,13:30:43,4,3600,1553.6,1.46,13.3,9,-7.4,0.163,10,0.2,1.32
,13:30:44,4,3600,1554.6,1.46,13.3,9,-7.4,0.163,10,0.2,1.32
,13:30:45,4,3600,1555.6,1.46,13.3,9,-7.4,0.163,10,0.2,1.32
,13:30:46,4,3600,1556.6,1.46,13.3,9,-7.4,0.163,10,0.2,1.32
,13:30:47,4,3600,1557.6,1.47,13.3,9,-7.4,0.163,10,0.2,1.32
,13:30:48,4,3600,1558.6,1.46,13.3,9,-7.4,0.163,10,0.2,1.32
,13:30:49,4,3600,1559.6,1.46,13.3,9,-7.4,0.163,10,0.2,1.32
,13:30:50,4,3600,1560.6,1.46,13.3,9,-7.4,0.163,10,0.2,1.32
,13:30:51,4,3600,1561.6,1.46,13.3,9,-7.4,0.162,10,0.2,1.31
,13:30:52,4,3600,1562.6,1.46,13.3,9,-7.4,0.162,10,0.2,1.31
,13:30:53,4,3600,1563.6,1.46,13.3,9,-7.4,0.163,10,0.2,1.31
,13:30:54,4,3600,1564.6,1.46,13.3,9,-7.4,0.158,10,0.2,1.31
,13:30:55,4,3600,1565.6,1.46,13.3,9,-7.4,0.158,10,0.2,1.32
,13:30:56,4,3600,1566.6,1.46,13.3,9,-7.4,0.162,10,0.2,1.31
,13:30:57,4,3600,1567.6,1.45,13.3,9,-7.4,0.157,10,4.3,1.31
,13:30:58,4,3600,1568.6,1.45,13.3,9,-7.4,0.161,10,20.6,1.3
,13:30:59,4,3600,1569.6,1.44,13.3,9,-7.4,0.161,10,31.5,1.3
,13:31:00,4,3600,1570.6,1.44,13.3,9,-7.3,0.161,10,19.7,1.3
,13:31:01,4,3600,1571.6,1.44,13.3,9,-7.3,0.156,10,17.3,1.3
,13:31:02,4,3600,1572.6,1.44,13.3,9,-7.3,0.156,10,23.6,1.3
,13:31:03,4,3600,1573.6,1.44,13.3,9,-7.3,0.152,10,16.8,1.3
,13:31:04,4,3600,1574.6,1.44,13.3,9,-7.3,0.152,10,7.8,1.3
,13:31:05,4,3600,1575.6,1.44,13.3,9,-7.3,0.156,10,3.8,1.3
,13:31:06,4,3600,1576.6,1.44,13.3,9,-7.3,0.156,10,2,1.3
,13:31:07,4,3600,1577.6,1.44,13.3,9,-7.3,0.156,10,1.1,1.3
,13:31:08,4,3600,1578.6,1.44,13.3,9,-7.3,0.156,10,0.7,1.3
,13:31:09,4,3600,1579.6,1.44,13.3,9,-7.3,0.16,10,0.5,1.29
,13:31:10,4,3600,1580.6,1.43,13.3,9,-7.3,0.16,10,0.3,1.29
,13:31:11,4,3600,1581.6,1.43,13.3,9,-7.3,0.16,10,0.3,1.29
,13:31:12,4,3600,1582.6,1.43,13.3,9,-7.3,0.16,10,0.2,1.29
,13:31:13,4,3600,1583.6,1.43,13.3,9,-7.3,0.164,10,0.2,1.29
,13:31:14,4,3600,1584.6,1.44,13.3,9,-7.2,0.165,10,10.9,1.29
,13:31:15,4,3600,1585.6,1.44,13.3,9,-7.2,0.165,10,27.7,1.29
,13:31:16,4,3600,1586.6,1.44,13.3,9,-7.2,0.165,10,30.4,1.29
,13:31:17,4,3600,1587.6,1.44,13.3,9,-7.2,0.165,10,27.2,1.3
,13:31:18,4,3600,1588.6,1.44,13.3,9,-7.2,0.165,10,14.8,1.3
,13:31:19,4,3600,1589.6,1.44,13.3,9,-7.2,0.161,10,6.9,1.3
,13:31:20,4,3600,1590.6,1.44,13.3,9,-7.2,0.156,10,3.5,1.3
,13:31:21,4,3600,1591.6,1.44,13.3,9,-7.2,0.156,10,1.8,1.3
,13:31:22,4,3600,1592.6,1.44,13.3,9,-7.2,0.155,10,1,1.29
,13:31:23,4,3600,1593.6,1.43,13.3,9,-7.2,0.16,10,0.7,1.29
,13:31:24,4,3600,1594.6,1.43,13.3,9,-7.2,0.16,10,0.4,1.29
,13:31:25,4,3600,1595.6,1.43,13.3,9,-7.2,0.164,10,0.3,1.29
,13:31:26,4,3600,1596.6,1.44,13.3,9,-7.2,0.165,10,0.3,1.29
,13:31:27,4,3600,1597.6,1.44,13.3,9,-7.2,0.165,10,0.3,1.29
,13:31:28,4,3600,1598.6,1.44,13.3,9,-7.2,0.16,10,0.2,1.3
,13:31:29,4,3600,1599.6,1.44,13.3,9,-7.2,0.16,10,0.2,1.3
,13:31:30,4,3600,1600.6,1.44,13.3,9,-7.2,0.16,10,0.2,1.3
,13:31:31,4,3600,1601.6,1.44,13.3,9,-7.2,0.161,10,0.2,1.3
,13:31:32,4,3600,1602.6,1.44,13.3,9,-7.2,0.161,10,0.2,1.3
,13:31:33,4,3600,1603.6,1.45,13.3,9,-7.2,0.161,10,0.2,1.3
,13:31:34,4,3600,1604.6,1.44,13.3,9,-7.2,0.156,10,0.2,1.3
,13:31:35,4,3600,1605.6,1.44,13.3,9,-7.2,0.161,10,0.2,1.3
,13:31:36,4,3600,1606.6,1.44,13.3,9,-7.2,0.161,10,0.2,1.3
,13:31:37,4,3600,1607.6,1.44,13.3,9,-7.2,0.161,10,0.2,1.3
,13:31:38,4,3600,1608.6,1.44,13.3,9,-7.2,0.161,10,0.2,1.3
,13:31:39,4,3600,1609.6,1.44,13.3,9,-7.2,0.16,10,0.2,1.3
,13:31:40,4,3600,1610.6,1.44,13.3,9,-7.2,0.161,10,0.2,1.3
,13:31:41,4,3600,1611.6,1.44,13.3,9,-7.1,0.166,10,0.2,1.3
,13:31:42,4,3600,1612.6,1.44,13.3,9,-7.1,0.161,10,0.2,1.3
,13:31:43,4,3600,1613.6,1.44,13.3,9,-7.1,0.161,10,0.2,1.3
,13:31:44,4,3600,1614.6,1.44,13.3,9,-7.1,0.156,10,0.2,1.3
,13:31:45,4,3600,1615.6,1.44,13.3,9,-7.1,0.156,10,0.2,1.3
,13:31:46,4,3600,1616.6,1.44,13.3,9,-7.1,0.161,10,0.2,1.3
,13:31:47,4,3600,1617.6,1.44,13.3,9,-7.1,0.161,10,0.2,1.3
,13:31:48,4,3600,1618.6,1.44,13.3,9,-7.1,0.156,10,0.2,1.3
,13:31:49,4,3600,1619.6,1.44,13.3,9,-7.1,0.161,10,0.2,1.3
,13:31:50,4,3600,1620.6,1.44,13.3,9,-7.1,0.161,10,0.2,1.3
,13:31:51,4,3600,1621.6,1.44,13.3,9,-7.1,0.161,10,0.2,1.3
,13:31:52,4,3600,1622.6,1.44,13.3,9,-7.1,0.161,10,0.2,1.3
,13:31:53,4,3600,1623.6,1.44,13.3,9,-7.1,0.156,10,0.2,1.3
,13:31:54,4,3600,1624.6,1.44,13.3,9,-7.1,0.156,10,0.2,1.3
,13:31:55,4,3600,1625.6,1.44,13.3,9,-7.1,0.16,10,0.2,1.3
,13:31:56,4,3600,1626.6,1.44,13.3,9,-7.1,0.16,10,0.2,1.3
,13:31:57,4,3600,1627.6,1.44,13.3,9,-7.1,0.16,10,0.2,1.29
,13:31:58,4,3600,1628.6,1.44,13.3,9,-7.1,0.155,10,0.2,1.29
,13:31:59,4,3600,1629.6,1.44,13.3,9,-7.1,0.16,10,0.2,1.29
,13:32:00,4,3600,1630.6,1.44,13.3,9,-7.1,0.16,10,0.2,1.3
,13:32:01,4,3600,1631.6,1.44,13.3,9,-7.1,0.16,10,0.2,1.3
,13:32:02,4,3600,1632.6,1.44,13.3,9,-7.1,0.156,10,0.2,1.3
,13:32:03,4,3600,1633.6,1.44,13.3,9,-7.1,0.155,10,0.2,1.29
,13:32:04,4,3600,1634.6,1.43,13.3,9,-7.1,0.155,10,0.2,1.29
,13:32:05,4,3600,1635.6,1.43,13.3,9,-7.1,0.159,10,0.2,1.29
,13:32:06,4,3600,1636.6,1.42,13.3,9,-7.1,0.159,10,0.2,1.28
,13:32:07,4,3600,1637.6,1.43,13.3,9,-7.1,0.155,10,0.2,1.28
,13:32:08,4,3600,1638.6,1.43,13.3,9,-7.1,0.15,10,0.2,1.29
,13:32:09,4,3600,1639.6,1.43,13.3,9,-7.1,0.15,10,0.2,1.29
,13:32:10,4,3600,1640.6,1.43,13.3,9,-7.1,0.15,10,0.2,1.29
,13:32:11,4,3600,1641.6,1.42,13.3,9,-7.1,0.15,10,0.2,1.28
,13:32:12,4,3600,1642.6,1.42,13.3,9,-7.1,0.154,10,0.2,1.28
,13:32:13,4,3600,1643.6,1.42,13.3,9,-7.1,0.158,10,0.2,1.28
,13:32:14,4,3600,1644.6,1.42,13.3,9,-7.1,0.162,10,0.2,1.28
,13:32:15,4,3600,1645.6,1.41,13.3,8,-7.1,0.167,10,0.2,1.27
,13:32:16,4,3600,1646.6,1.42,13.3,9,-7.1,0.163,10,0.2,1.28
,13:32:17,4,3600,1647.6,1.42,13.3,9,-7.1,0.163,10,0.2,1.28
,13:32:18,4,3600,1648.6,1.43,13.3,9,-7.1,0.164,10,0.2,1.29
,13:32:19,4,3600,1649.6,1.44,13.3,9,-7.1,0.16,10,0.2,1.29
,13:32:20,4,3600,1650.6,1.44,13.3,9,-7.1,0.16,10,0.2,1.3
,13:32:21,4,3600,1651.6,1.44,13.3,9,-7.1,0.16,10,0.2,1.29
,13:32:22,4,3600,1652.6,1.43,13.3,9,-7.1,0.164,10,0.2,1.29
,13:32:23,4,3600,1653.6,1.44,13.3,9,-7.1,0.165,10,0.2,1.29
,13:32:24,4,3600,1654.6,1.44,13.3,8,-7.1,0.17,10,0.2,1.29
,13:32:25,4,3600,1655.6,1.44,13.3,9,-7.1,0.165,10,0.2,1.3
,13:32:26,4,3600,1656.6,1.44,13.3,9,-7.1,0.161,10,0.2,1.3
,13:32:27,4,3600,1657.6,1.45,13.3,9,-7.1,0.157,10,0.2,1.3
,13:32:28,4,3600,1658.6,1.45,13.3,9,-7.1,0.157,10,0.2,1.3
,13:32:29,4,3600,1659.6,1.44,13.3,9,-7.1,0.156,10,0.2,1.3
,13:32:30,4,3600,1660.6,1.44,13.3,9,-7.1,0.161,10,0.2,1.3
,13:32:31,4,3600,1661.6,1.44,13.3,9,-7.1,0.156,10,0.2,1.3
,13:32:32,4,3600,1662.6,1.44,13.3,9,-7.1,0.156,10,0.2,1.3
,13:32:33,4,3600,1663.6,1.43,13.3,9,-7.1,0.16,10,0.2,1.29
,13:32:34,4,3600,1664.6,1.43,13.3,9,-7.1,0.159,10,0.2,1.29
,13:32:35,4,3600,1665.6,1.43,13.3,9,-7.1,0.155,10,0.2,1.29
,13:32:36,4,3600,1666.6,1.43,13.3,9,-7.1,0.159,10,0.2,1.29
,13:32:37,4,3600,1667.6,1.43,13.3,9,-7.1,0.159,10,0.2,1.29
,13:32:38,4,3600,1668.6,1.43,13.3,9,-7.1,0.164,10,0.2,1.29
,13:32:39,4,3600,1669.6,1.43,13.3,9,-7.1,0.164,10,0.2,1.29
,13:32:40,4,3600,1670.6,1.44,13.3,9,-7.1,0.16,10,0.2,1.29
,13:32:41,4,3600,1671.6,1.44,13.3,9,-7.1,0.156,10,0.2,1.3
,13:32:42,4,3600,1672.6,1.44,13.3,9,-7.1,0.152,10,0.2,1.3
,13:32:43,4,3600,1673.6,1.44,13.3,9,-7.1,0.152,10,0.2,1.3
,13:32:44,4,3600,1674.6,1.44,13.3,9,-7.1,0.16,10,0.2,1.3
,13:32:45,4,3600,1675.6,1.44,13.3,9,-7.1,0.16,10,0.2,1.29
,13:32:46,4,3600,1676.6,1.43,13.3,9,-7.1,0.164,10,0.2,1.29
,13:32:47,4,3600,1677.6,1.44,13.3,9,-7.1,0.16,10,0.2,1.29
,13:32:48,4,3600,1678.6,1.44,13.3,9,-7.1,0.156,10,0.2,1.3
,13:32:49,4,3600,1679.6,1.44,13.3,9,-7.1,0.156,10,0.2,1.3
,13:32:50,4,3600,1680.6,1.44,13.3,9,-7.1,0.155,10,0.2,1.29
,13:32:51,4,3600,1681.6,1.43,13.3,9,-7.1,0.16,10,0.2,1.29
,13:32:52,4,3600,1682.6,1.43,13.3,9,-7.1,0.164,10,0.2,1.29
,13:32:53,4,3600,1683.6,1.43,13.3,9,-7.1,0.164,10,0.2,1.29
,13:32:54,4,3600,1684.6,1.43,13.3,9,-7.1,0.155,10,0.2,1.29
,13:32:55,4,3600,1685.6,1.44,13.3,9,-7.1,0.155,10,0.2,1.29
,13:32:56,4,3600,1686.6,1.44,13.3,9,-7.1,0.16,10,0.2,1.29
,13:32:57,4,3600,1687.6,1.43,13.3,9,-7.1,0.159,10,0.2,1.29
,13:32:58,4,3600,1688.6,1.43,13.3,9,-7.1,0.159,10,0.2,1.29
,13:32:59,4,3600,1689.6,1.43,13.3,9,-7.1,0.159,10,0.2,1.29
,13:33:00,4,3600,1690.6,1.44,13.3,9,-7.1,0.16,10,0.2,1.29
,13:33:01,4,3600,1691.6,1.44,13.3,9,-7.1,0.16,10,0.2,1.3
,13:33:02,4,3600,1692.6,1.44,13.3,9,-7.1,0.161,10,0.2,1.3
,13:33:03,4,3600,1693.6,1.44,13.3,9,-7.1,0.161,10,0.2,1.3
,13:33:04,4,3600,1694.6,1.45,13.3,9,-7.1,0.161,10,0.2,1.31
,13:33:05,4,3600,1695.6,1.45,13.3,9,-7.1,0.161,10,0.2,1.31
,13:33:06,4,3600,1696.6,1.45,13.3,9,-7.1,0.161,10,0.2,1.31
,13:33:07,4,3600,1697.6,1.45,13.3,9,-7.1,0.157,10,0.2,1.31
,13:33:08,4,3600,1698.6,1.45,13.3,9,-7.1,0.157,10,0.2,1.31
,13:33:09,4,3600,1699.6,1.45,13.3,9,-7.1,0.157,10,0.2,1.31
,13:33:10,4,3600,1700.6,1.45,13.3,9,-7.1,0.161,10,0.2,1.3
,13:33:11,4,3600,1701.6,1.44,13.3,9,-7.1,0.161,10,0.2,1.3
,13:33:12,4,3600,1702.6,1.44,13.3,9,-7.1,0.156,10,0.2,1.3
,13:33:13,4,3600,1703.6,1.44,13.3,9,-7.1,0.156,10,0.2,1.3
,13:33:14,4,3600,1704.6,1.44,13.3,9,-7.1,0.152,10,0.2,1.3
,13:33:15,4,3600,1705.6,1.44,13.3,9,-7.1,0.152,10,0.2,1.3
,13:33:16,4,3600,1706.6,1.44,13.3,9,-7.1,0.156,10,0.2,1.3
,13:33:17,4,3600,1707.6,1.44,13.3,9,-7.1,0.152,10,0.2,1.3
,13:33:18,4,3600,1708.6,1.44,13.3,9,-7.1,0.152,10,0.2,1.3
,13:33:19,4,3600,1709.6,1.44,13.3,9,-7.1,0.156,10,0.2,1.3
,13:33:20,4,3600,1710.6,1.44,13.3,9,-7.1,0.161,10,0.2,1.3
,13:33:21,4,3600,1711.6,1.44,13.3,9,-7.1,0.16,10,0.2,1.3
,13:33:22,4,3600,1712.6,1.43,13.3,9,-7.1,0.16,10,0.2,1.29
,13:33:23,4,3600,1713.6,1.44,13.3,9,-7.1,0.16,10,0.2,1.29
,13:33:24,4,3600,1714.6,1.44,13.3,9,-7.1,0.16,10,0.2,1.3
,13:33:25,4,3600,1715.6,1.44,13.3,9,-7.1,0.161,10,0.2,1.3
,13:33:26,4,3600,1716.6,1.44,13.3,9,-7.1,0.165,10,0.2,1.3
,13:33:27,4,3600,1717.6,1.44,13.3,9,-7.1,0.165,10,0.2,1.3
,13:33:28,4,3600,1718.6,1.44,13.3,9,-7.1,0.165,10,0.2,1.3
,13:33:29,4,3600,1719.6,1.45,13.3,9,-7.1,0.166,10,0.2,1.3
,13:33:30,4,3600,1720.6,1.45,13.3,9,-7.1,0.161,10,0.2,1.31
,13:33:31,4,3600,1721.6,1.45,13.3,9,-7.1,0.157,10,0.2,1.31
,13:33:32,4,3600,1722.6,1.45,13.3,9,-7.1,0.161,10,0.2,1.3
,13:33:33,4,3600,1723.6,1.44,13.3,9,-7.1,0.156,10,0.2,1.3
,13:33:34,4,3600,1724.6,1.44,13.3,9,-7.1,0.152,10,0.2,1.3
,13:33:35,4,3600,1725.6,1.44,13.3,9,-7.1,0.156,10,0.2,1.3
,13:33:36,4,3600,1726.6,1.44,13.3,9,-7.1,0.161,10,0.2,1.3
,13:33:37,4,3600,1727.6,1.44,13.3,9,-7.1,0.166,10,0.2,1.3
,13:33:38,4,3600,1728.6,1.44,13.3,9,-7.1,0.161,10,0.2,1.3
,13:33:39,4,3600,1729.6,1.45,13.3,9,-7.2,0.161,10,0.2,1.3
,13:33:40,4,3600,1730.6,1.44,13.3,9,-7.2,0.156,10,0.2,1.3
,13:33:41,4,3600,1731.6,1.45,13.3,9,-7.2,0.157,10,0.2,1.3
,13:33:42,4,3600,1732.6,1.44,13.3,9,-7.2,0.161,10,0.2,1.3
,13:33:43,4,3600,1733.6,1.44,13.3,9,-7.2,0.166,10,0.2,1.3
,13:33:44,4,3600,1734.6,1.44,13.3,9,-7.2,0.161,10,0.2,1.3
,13:33:45,4,3600,1735.6,1.45,13.3,9,-7.2,0.161,10,0.2,1.3
,13:33:46,4,3600,1736.6,1.45,13.3,9,-7.2,0.161,10,0.2,1.31
,13:33:47,4,3600,1737.6,1.45,13.3,9,-7.2,0.153,10,0.2,1.31
,13:33:48,4,3600,1738.6,1.45,13.3,9,-7.2,0.152,10,0.2,1.3
,13:33:49,4,3600,1739.6,1.44,13.3,9,-7.2,0.156,10,0.2,1.3
,13:33:50,4,3600,1740.6,1.44,13.3,9,-7.2,0.161,10,0.2,1.3
,13:33:51,4,3600,1741.6,1.44,13.3,9,-7.2,0.161,10,0.2,1.3
,13:33:52,4,3600,1742.6,1.44,13.3,9,-7.2,0.16,10,0.2,1.3
,13:33:53,4,3600,1743.6,1.44,13.3,9,-7.2,0.16,10,0.2,1.3
,13:33:54,4,3600,1744.6,1.44,13.3,9,-7.2,0.165,10,0.2,1.3
,13:33:55,4,3600,1745.6,1.44,13.3,9,-7.2,0.161,10,0.2,1.3
,13:33:56,4,3600,1746.6,1.45,13.3,9,-7.2,0.161,10,0.2,1.3
,13:33:57,4,3600,1747.6,1.44,13.3,9,-7.2,0.161,10,0.2,1.3
,13:33:58,4,3600,1748.6,1.44,13.3,9,-7.2,0.161,10,0.2,1.3
,13:33:59,4,3600,1749.6,1.44,13.3,9,-7.2,0.161,10,0.2,1.3
,13:34:00,4,3600,1750.6,1.45,13.3,9,-7.2,0.161,10,0.2,1.3
,13:34:01,4,3600,1751.6,1.45,13.3,9,-7.2,0.161,10,0.2,1.3
,13:34:02,4,3600,1752.6,1.44,13.3,9,-7.2,0.166,10,0.2,1.3
,13:34:03,4,3600,1753.6,1.44,13.3,9,-7.2,0.161,10,0.2,1.3
,13:34:04,4,3600,1754.6,1.45,13.3,9,-7.2,0.157,10,0.2,1.31
,13:34:05,4,3600,1755.6,1.45,13.3,9,-7.2,0.153,10,0.2,1.31
,13:34:06,4,3600,1756.6,1.45,13.3,9,-7.2,0.153,10,0.2,1.31
,13:34:07,4,3600,1757.6,1.45,13.3,9,-7.2,0.152,10,0.2,1.3
,13:34:08,4,3600,1758.6,1.44,13.3,9,-7.2,0.156,10,0.2,1.3
,13:34:09,4,3600,1759.6,1.45,13.3,9,-7.2,0.157,10,0.2,1.3
,13:34:10,4,3600,1760.6,1.45,13.3,9,-7.2,0.157,10,0.2,1.3
,13:34:11,4,3600,1761.6,1.45,13.3,9,-7.2,0.161,10,0.2,1.3
,13:34:12,4,3600,1762.6,1.45,13.3,9,-7.2,0.161,10,0.2,1.3
,13:34:13,4,3600,1763.6,1.45,13.3,9,-7.2,0.166,10,0.2,1.3
,13:34:14,4,3600,1764.6,1.45,13.3,9,-7.2,0.161,10,0.2,1.3
,13:34:15,4,3600,1765.6,1.45,13.3,9,-7.2,0.161,10,0.2,1.3
,13:34:16,4,3600,1766.6,1.45,13.3,9,-7.2,0.166,10,0.2,1.31
,13:34:17,4,3600,1767.6,1.45,13.3,9,-7.2,0.161,10,0.2,1.31
,13:34:18,4,3600,1768.6,1.45,13.3,9,-7.2,0.162,10,0.2,1.31
,13:34:19,4,3600,1769.6,1.46,13.3,9,-7.2,0.154,10,0.2,1.31
,13:34:20,4,3600,1770.6,1.46,13.3,9,-7.2,0.154,10,0.2,1.31
,13:34:21,4,3600,1771.6,1.46,13.3,9,-7.2,0.154,10,0.2,1.31
,13:34:22,4,3600,1772.6,1.45,13.3,9,-7.2,0.157,10,0.2,1.31
,13:34:23,4,3600,1773.6,1.45,13.3,9,-7.2,0.157,10,0.2,1.31
,13:34:24,4,3600,1774.6,1.45,13.3,9,-7.2,0.157,10,0.2,1.3
,13:34:25,4,3600,1775.6,1.44,13.3,9,-7.2,0.165,10,0.2,1.3
,13:34:26,4,3600,1776.6,1.44,13.3,8,-7.2,0.17,10,0.2,1.29
,13:34:27,4,3600,1777.6,1.44,13.3,9,-7.2,0.165,10,0.2,1.29
,13:34:28,4,3600,1778.6,1.44,13.3,9,-7.2,0.161,10,0.2,1.3
,13:34:29,4,3600,1779.6,1.44,13.3,9,-7.2,0.161,10,0.2,1.3
,13:34:30,4,3600,1780.6,1.44,13.3,9,-7.2,0.161,10,0.2,1.3
,13:34:31,4,3600,1781.6,1.44,13.3,9,-7.2,0.161,10,0.2,1.3
,13:34:32,4,3600,1782.6,1.44,13.3,9,-7.2,0.161,10,0.2,1.3
,13:34:33,4,3600,1783.6,1.44,13.3,9,-7.2,0.161,10,0.2,1.3
,13:34:34,4,3600,1784.6,1.44,13.3,9,-7.2,0.161,10,0.2,1.3
,13:34:35,4,3600,1785.6,1.44,13.3,9,-7.3,0.165,10,0.2,1.3
,13:34:36,4,3600,1786.6,1.44,13.3,9,-7.2,0.161,10,0.2,1.3
,13:34:37,4,3600,1787.6,1.45,13.3,9,-7.3,0.161,10,0.2,1.31
,13:34:38,4,3600,1788.6,1.45,13.3,9,-7.3,0.166,10,0.2,1.31
,13:34:39,4,3600,1789.6,1.45,13.3,9,-7.3,0.166,10,0.2,1.31
,13:34:40,4,3600,1790.6,1.45,13.3,9,-7.3,0.162,10,0.2,1.31
,13:34:41,4,3600,1791.6,1.45,13.3,9,-7.3,0.157,10,0.2,1.31
,13:34:42,4,3600,1792.6,1.46,13.3,9,-7.3,0.158,10,0.2,1.31
