Data file,,RA0.3_DISTILLEDWATER_12C_003_15MLWATER.TSV,,,,,,,,,,
,14:20:47,6,3590,968.8,0.4,13.3,9,10.3,0.042,10,0.2,0.38
,14:20:48,6,3590,969.8,0.4,13.3,9,10.3,0.042,10,0.2,0.38
,14:20:49,6,3590,970.8,0.39,13.3,9,10.3,0.043,10,0.2,0.38
,14:20:50,6,3590,971.8,0.39,13.3,9,10.3,0.044,10,0.2,0.38
,14:20:51,6,3590,972.8,0.39,13.3,9,10.3,0.044,10,0.2,0.38
,14:20:52,6,3590,973.8,0.4,13.3,9,10.3,0.044,10,0.3,0.38
,14:20:53,6,3590,974.8,0.4,13.3,9,10.4,0.043,10,0.3,0.38
,14:20:54,6,3590,975.8,0.4,13.3,9,10.4,0.042,10,0.3,0.38
,14:20:55,6,3590,976.8,0.4,13.3,9,10.4,0.043,10,0.5,0.39
,14:20:56,6,3590,977.8,0.41,13.3,9,10.4,0.043,10,0.6,0.39
,14:20:57,6,3590,978.8,0.4,13.3,9,10.4,0.044,10,0.7,0.39
,14:20:58,6,3590,979.8,0.4,13.3,9,10.4,0.045,10,0.6,0.39
,14:20:59,6,3590,980.8,0.41,13.3,9,10.4,0.044,10,0.6,0.39
,14:21:00,6,3590,981.8,0.41,13.3,9,10.4,0.045,10,0.7,0.4
,14:21:01,6,3590,982.8,0.41,13.3,9,10.4,0.044,10,0.7,0.4
,14:21:02,6,3590,983.8,0.41,13.3,9,10.4,0.044,10,0.6,0.4
,14:21:03,6,3590,984.8,0.41,13.3,9,10.5,0.044,10,0.6,0.4
,14:21:04,6,3590,985.8,0.41,13.3,9,10.5,0.044,10,0.6,0.39
,14:21:05,6,3590,986.8,0.4,13.3,9,10.5,0.045,10,0.7,0.39
,14:21:06,6,3590,987.8,0.4,13.3,9,10.5,0.044,10,0.7,0.39
,14:21:07,6,3590,988.8,0.41,13.3,9,10.5,0.044,10,0.7,0.4
,14:21:08,6,3590,989.8,0.42,13.3,10,10.5,0.043,10,1.3,0.4
,14:21:09,6,3590,990.8,0.42,13.3,9,10.5,0.044,10,4.9,0.4
,14:21:10,6,3590,991.8,0.41,13.3,9,10.5,0.045,10,6.7,0.4
,14:21:11,6,3590,992.8,0.41,13.3,9,10.5,0.046,10,3.9,0.4
,14:21:12,6,3590,993.8,0.41,13.3,9,10.5,0.045,10,2.5,0.4
,14:21:13,6,3590,994.8,0.42,13.3,9,10.5,0.045,10,1.8,0.4
,14:21:14,6,3590,995.8,0.43,13.3,9,10.6,0.045,10,1.5,0.41
,14:21:15,6,3590,996.8,0.43,13.3,9,10.6,0.046,10,1.7,0.42
,14:21:16,6,3590,997.8,0.43,13.3,9,10.6,0.047,10,2.3,0.42
,14:21:17,6,3590,998.8,0.43,13.3,9,10.6,0.047,10,4.5,0.41
,14:21:18,6,3590,999.8,0.43,13.3,9,10.6,0.046,10,3.8,0.41
,14:21:19,6,3590,1000.8,0.43,13.3,9,10.6,0.046,10,2.5,0.41
,14:21:20,6,3590,1001.8,0.43,13.3,9,10.6,0.046,10,2.4,0.42
,14:21:21,6,3590,1002.8,0.43,13.3,9,10.7,0.046,10,3.3,0.42
,14:21:22,6,3590,1003.8,0.43,13.3,9,10.7,0.047,10,16,0.41
,14:21:23,6,3590,1004.8,0.43,13.3,9,10.7,0.048,10,12.4,0.41
,14:21:24,6,3590,1005.8,0.42,13.3,9,10.7,0.046,10,7.2,0.41
,14:21:25,6,3590,1006.8,0.43,13.3,9,10.7,0.045,10,5.3,0.41
,14:21:26,6,3590,1007.8,0.43,13.3,9,10.7,0.045,10,3.2,0.41
,14:21:27,6,3590,1008.8,0.43,13.3,9,10.7,0.046,10,2,0.41
,14:21:28,6,3590,1009.8,0.42,13.3,9,10.8,0.047,10,1.4,0.4
,14:21:29,6,3590,1010.8,0.42,13.3,9,10.7,0.047,10,2.1,0.4
,14:21:30,6,3590,1011.8,0.42,13.3,9,10.8,0.047,10,5,0.41
,14:21:31,6,3590,1012.8,0.43,13.3,9,10.8,0.045,10,4.3,0.41
,14:21:32,6,3590,1013.8,0.44,13.3,9,10.8,0.046,10,3,0.42
,14:21:33,6,3590,1014.8,0.43,13.3,9,10.8,0.047,10,2.5,0.42
,14:21:34,6,3590,1015.8,0.43,13.3,9,10.8,0.047,10,3.7,0.41
,14:21:35,6,3590,1016.8,0.42,13.3,9,10.8,0.046,10,16.2,0.41
,14:21:36,6,3590,1017.8,0.42,13.3,9,10.9,0.046,10,19,0.41
,14:21:37,6,3590,1018.8,0.43,13.3,9,10.9,0.045,10,9,0.41
,14:21:38,6,3590,1019.8,0.43,13.3,9,10.9,0.045,10,5.8,0.41
,14:21:39,6,3590,1020.8,0.42,13.3,9,10.9,0.045,10,4.1,0.4
,14:21:40,6,3590,1021.8,0.41,13.3,9,10.9,0.046,10,3.4,0.4
,14:21:41,6,3590,1022.8,0.42,13.3,9,10.9,0.046,10,5.3,0.4
,14:21:42,6,3590,1023.8,0.42,13.3,9,10.9,0.044,10,33.6,0.41
,14:21:43,6,3590,1024.8,0.42,13.3,9,10.9,0.045,10,33.7,0.41
,14:21:44,6,3590,1025.8,0.43,13.3,9,11,0.046,10,32.2,0.41
,14:21:45,6,3590,1026.8,0.43,13.3,9,11,0.048,10,15.2,0.42
,14:21:46,6,3590,1027.8,0.44,13.3,9,11,0.047,10,7.3,0.42
,14:21:47,6,3590,1028.8,0.44,13.3,9,11,0.047,10,4.5,0.42
,14:21:48,6,3590,1029.8,0.44,13.3,9,11,0.048,10,3.1,0.42
,14:21:49,6,3590,1030.8,0.44,13.3,9,11,0.046,10,2.5,0.42
,14:21:50,6,3590,1031.8,0.43,13.3,9,11,0.046,10,2.8,0.42
,14:21:51,6,3590,1032.8,0.43,13.3,9,11.1,0.047,10,7.1,0.41
,14:21:52,6,3590,1033.8,0.43,13.3,9,11.1,0.048,10,35.6,0.41
,14:21:53,6,3590,1034.8,0.43,13.3,9,11.1,0.048,10,43.1,0.41
,14:21:54,6,3590,1035.8,0.43,13.3,9,11.1,0.046,10,47.2,0.42
,14:21:55,6,3590,1036.8,0.44,13.3,9,11.1,0.046,10,47.9,0.42
,14:21:56,6,3590,1037.8,0.43,13.3,9,11.1,0.046,10,45.2,0.42
,14:21:57,6,3590,1038.8,0.43,13.3,9,11.2,0.047,10,44.1,0.42
,14:21:58,6,3590,1039.8,0.43,13.3,9,11.2,0.045,10,42.9,0.41
,14:21:59,6,3590,1040.8,0.43,13.3,9,11.2,0.045,10,44.9,0.41
,14:22:00,6,3590,1041.8,0.43,13.3,9,11.2,0.046,10,46.5,0.41
,14:22:01,6,3590,1042.8,0.43,13.3,9,11.2,0.048,10,48.7,0.41
,14:22:02,6,3590,1043.8,0.43,13.3,9,11.2,0.048,10,48.6,0.42
,14:22:03,6,3590,1044.8,0.44,13.3,9,11.3,0.049,10,47.2,0.42
,14:22:04,6,3590,1045.8,0.44,13.3,9,11.3,0.048,10,43.9,0.43
,14:22:05,6,3590,1046.8,0.45,13.3,9,11.3,0.048,10,46.3,0.43
,14:22:06,6,3590,1047.8,0.45,13.3,9,11.3,0.048,10,46.8,0.43
,14:22:07,6,3590,1048.8,0.45,13.3,9,11.3,0.047,10,43,0.43
,14:22:08,6,3590,1049.8,0.45,13.3,9,11.3,0.048,10,41,0.44
,14:22:09,6,3590,1050.8,0.45,13.3,9,11.3,0.049,10,45.4,0.44
,14:22:10,6,3590,1051.8,0.45,13.3,9,11.4,0.049,10,43.5,0.44
,14:22:11,6,3590,1052.8,0.45,13.3,9,11.4,0.049,10,42,0.44
,14:22:12,6,3590,1053.8,0.46,13.3,9,11.4,0.051,10,40.5,0.44
,14:22:13,6,3590,1054.8,0.46,13.3,9,11.4,0.051,10,43.8,0.45
,14:22:14,6,3590,1055.8,0.47,13.3,9,11.4,0.051,10,44.6,0.45
,14:22:15,6,3590,1056.8,0.47,13.3,9,11.4,0.051,10,46.5,0.45
,14:22:16,6,3590,1057.8,0.47,13.3,9,11.5,0.051,10,46.7,0.46
,14:22:17,6,3590,1058.8,0.47,13.3,9,11.5,0.051,10,47,0.46
,14:22:18,6,3590,1059.8,0.47,13.3,9,11.5,0.051,10,45,0.46
,14:22:19,6,3590,1060.8,0.47,13.3,9,11.5,0.053,10,44.6,0.46
,14:22:20,6,3590,1061.8,0.47,13.3,9,11.5,0.051,10,47.6,0.45
,14:22:21,6,3590,1062.8,0.46,13.3,9,11.6,0.05,10,47.3,0.45
,14:22:22,6,3590,1063.8,0.46,13.3,9,11.6,0.05,10,45.6,0.44
,14:22:23,6,3590,1064.8,0.46,13.3,9,11.6,0.05,10,46.3,0.44
,14:22:24,6,3590,1065.8,0.46,13.3,9,11.6,0.049,10,41,0.45
,14:22:25,6,3590,1066.8,0.46,13.3,9,11.6,0.049,10,42,0.45
,14:22:26,6,3590,1067.8,0.47,13.3,9,11.7,0.051,10,44.4,0.45
,14:22:27,6,3590,1068.8,0.47,13.3,9,11.6,0.051,10,47.9,0.45
,14:22:28,6,3590,1069.8,0.47,13.3,9,11.7,0.052,10,49.2,0.45
,14:22:29,6,3590,1070.8,0.47,13.3,9,11.7,0.051,10,47.8,0.45
,14:22:30,6,3590,1071.8,0.47,13.3,9,11.7,0.05,10,47.4,0.45
,14:22:31,6,3590,1072.8,0.47,13.3,9,11.7,0.05,10,48.9,0.46
,14:22:32,6,3590,1073.8,0.48,13.3,9,11.7,0.05,10,49.1,0.46
,14:22:33,6,3590,1074.8,0.48,13.3,10,11.8,0.049,10,46.5,0.46
,14:22:34,6,3590,1075.8,0.48,13.3,10,11.8,0.049,10,46.6,0.46
,14:22:35,6,3590,1076.8,0.47,13.3,9,11.8,0.049,10,45.7,0.45
,14:22:36,6,3590,1077.8,0.46,13.3,9,11.8,0.05,10,47.1,0.44
,14:22:37,6,3590,1078.8,0.45,13.3,9,11.8,0.049,10,45.2,0.43
,14:22:38,6,3590,1079.8,0.45,13.3,9,11.9,0.05,10,44.2,0.43
,14:22:39,6,3590,1080.8,0.45,13.3,9,11.9,0.05,10,46.7,0.43
,14:22:40,6,3590,1081.8,0.46,13.3,9,11.9,0.048,10,46.9,0.44
,14:22:41,6,3590,1082.8,0.46,13.3,9,11.9,0.049,10,47.6,0.45
,14:22:42,6,3590,1083.8,0.46,13.3,9,12,0.049,10,47.4,0.44
,14:22:43,6,3590,1084.8,0.46,13.3,9,12,0.051,10,48.6,0.44
,14:22:44,6,3590,1085.8,0.45,13.3,9,12,0.051,10,49.2,0.44
,14:22:45,6,3590,1086.8,0.45,13.3,9,12,0.05,10,48.9,0.43
,14:22:46,6,3590,1087.8,0.45,13.3,9,12,0.049,10,45.7,0.43
,14:22:47,6,3590,1088.8,0.45,13.3,9,12,0.049,10,37.7,0.43
,14:22:48,6,3590,1089.8,0.45,13.3,9,12.1,0.047,10,43.3,0.43
,14:22:49,6,3590,1090.8,0.45,13.3,9,12.1,0.048,10,47.8,0.44
,14:22:50,6,3590,1091.8,0.45,13.3,9,12.1,0.048,10,48.3,0.44
,14:22:51,6,3590,1092.8,0.46,13.3,9,12.1,0.048,10,46,0.44
,14:22:52,6,3590,1093.8,0.46,13.3,9,12.1,0.05,10,46.6,0.44
,14:22:53,6,3590,1094.8,0.45,13.3,9,12.1,0.049,10,48.3,0.44
,14:22:54,6,3590,1095.8,0.45,13.3,10,12.2,0.046,10,45.4,0.43
,14:22:55,6,3590,1096.8,0.45,13.3,9,12.2,0.047,10,44.5,0.43
,14:22:56,6,3590,1097.8,0.45,13.3,9,12.2,0.048,10,47,0.43
,14:22:57,6,3590,1098.8,0.44,13.3,9,12.2,0.05,10,47.8,0.43
,14:22:58,6,3590,1099.8,0.45,13.3,9,12.3,0.05,10,48.6,0.43
,14:22:59,6,3590,1100.8,0.45,13.3,9,12.3,0.047,10,48.1,0.43
,14:23:00,6,3590,1101.8,0.46,13.3,10,12.3,0.047,10,48.9,0.44
,14:23:01,6,3590,1102.8,0.45,13.3,9,12.3,0.049,10,49.4,0.44
,14:23:02,6,3590,1103.8,0.45,13.3,9,12.3,0.05,10,49.6,0.43
,14:23:03,6,3590,1104.8,0.45,13.3,9,12.4,0.05,10,49.6,0.43
,14:23:04,6,3590,1105.8,0.45,13.3,9,12.4,0.049,10,49.2,0.44
,14:23:05,6,3590,1106.8,0.46,13.3,9,12.4,0.049,10,48.7,0.45
,14:23:06,6,3590,1107.8,0.46,13.3,9,12.4,0.049,10,46.5,0.45
,14:23:07,6,3590,1108.8,0.46,13.3,9,12.4,0.051,10,41.5,0.44
,14:23:08,6,3590,1109.8,0.46,13.3,9,12.4,0.051,10,38.7,0.44
,14:23:09,6,3590,1110.8,0.46,13.3,9,12.4,0.05,10,45.4,0.44
,14:23:10,6,3590,1111.8,0.46,13.3,9,12.5,0.048,10,48.3,0.44
,14:23:11,6,3590,1112.8,0.46,13.3,9,12.5,0.048,10,48.6,0.44
,14:23:12,6,3590,1113.8,0.46,13.3,9,12.5,0.048,10,47.4,0.44
,14:23:13,6,3590,1114.8,0.45,13.3,9,12.5,0.049,10,48.3,0.44
,14:23:14,6,3590,1115.8,0.45,13.3,9,12.5,0.049,10,47.8,0.43
,14:23:15,6,3590,1116.8,0.45,13.3,9,12.6,0.049,10,40.4,0.44
,14:23:16,6,3590,1117.8,0.46,13.3,9,12.6,0.05,10,38.9,0.45
,14:23:17,6,3590,1118.8,0.47,13.3,9,12.6,0.049,10,40.2,0.45
,14:23:18,6,3590,1119.8,0.47,13.3,9,12.6,0.05,10,43.4,0.46
,14:23:19,6,3590,1120.8,0.47,13.3,9,12.6,0.051,10,46.7,0.45
,14:23:20,6,3590,1121.8,0.47,13.3,9,12.7,0.054,10,48.8,0.45
,14:23:21,6,3590,1122.8,0.47,13.3,9,12.7,0.053,10,47.2,0.45
,14:23:22,6,3590,1123.8,0.47,13.3,9,12.7,0.051,10,43.4,0.46
,14:23:23,6,3590,1124.8,0.48,13.3,9,12.7,0.051,10,44.8,0.46
,14:23:24,6,3590,1125.8,0.48,13.3,9,12.7,0.051,10,47.6,0.46
,14:23:25,6,3590,1126.8,0.48,13.3,9,12.7,0.052,10,48.3,0.46
,14:23:26,6,3590,1127.8,0.48,13.3,9,12.7,0.053,10,47.6,0.46
,14:23:27,6,3590,1128.8,0.47,13.3,9,12.8,0.051,10,44,0.45
,14:23:28,6,3590,1129.8,0.47,13.3,9,12.8,0.051,10,41.5,0.45
,14:23:29,6,3590,1130.8,0.47,13.3,9,12.8,0.051,10,43.8,0.45
,14:23:30,6,3590,1131.8,0.47,13.3,9,12.8,0.051,10,40.2,0.45
,14:23:31,6,3590,1132.8,0.46,13.3,9,12.8,0.049,10,18.9,0.45
,14:23:32,6,3590,1133.8,0.46,13.3,9,12.9,0.05,10,8.8,0.45
,14:23:33,6,3590,1134.8,0.46,13.3,9,12.9,0.05,10,4.5,0.44
,14:23:34,6,3590,1135.8,0.46,13.3,9,12.9,0.05,10,2.6,0.44
,14:23:35,6,3590,1136.8,0.45,13.3,9,12.9,0.048,10,1.7,0.43
,14:23:36,6,3590,1137.8,0.45,13.3,9,13,0.048,10,1.3,0.43
,14:23:37,6,3590,1138.8,0.45,13.3,9,13,0.049,10,1.1,0.43
,14:23:38,6,3590,1139.8,0.45,13.3,9,13,0.049,10,1,0.44
,14:23:39,6,3590,1140.8,0.45,13.3,9,13,0.049,10,0.9,0.43
,14:23:40,6,3590,1141.8,0.45,13.3,9,13,0.048,10,0.9,0.43
,14:23:41,6,3590,1142.8,0.45,13.3,9,13,0.048,10,0.9,0.44
,14:23:42,6,3590,1143.8,0.45,13.3,9,13.1,0.049,10,0.8,0.43
,14:23:43,6,3590,1144.8,0.45,13.3,9,13.1,0.048,10,0.8,0.43
,14:23:44,6,3590,1145.8,0.45,13.3,9,13.1,0.048,10,0.8,0.43
,14:23:45,6,3590,1146.8,0.45,13.3,9,13.1,0.048,10,0.8,0.43
,14:23:46,6,3590,1147.8,0.45,13.3,9,13.1,0.048,10,0.8,0.44
,14:23:47,6,3590,1148.8,0.45,13.3,9,13.1,0.051,10,0.8,0.43
,14:23:48,6,3590,1149.8,0.45,13.3,9,13.1,0.05,10,0.8,0.43
,14:23:49,6,3590,1150.8,0.45,13.3,9,13.1,0.05,10,0.7,0.43
,14:23:50,6,3590,1151.8,0.45,13.3,9,13.2,0.048,10,0.7,0.43
,14:23:51,6,3590,1152.8,0.45,13.3,9,13.2,0.047,10,0.7,0.43
,14:23:52,6,3590,1153.8,0.44,13.3,9,13.2,0.048,10,0.7,0.42
,14:23:53,6,3590,1154.8,0.44,13.3,9,13.2,0.049,10,0.7,0.42
,14:23:54,6,3590,1155.8,0.44,13.3,9,13.2,0.048,10,0.7,0.42
,14:23:55,6,3590,1156.8,0.45,13.3,9,13.2,0.047,10,0.8,0.43
,14:23:56,6,3590,1157.8,0.45,13.3,9,13.3,0.048,10,1.6,0.44
,14:23:57,6,3590,1158.8,0.45,13.3,9,13.3,0.049,10,3.3,0.43
,14:23:58,6,3590,1159.8,0.45,13.3,9,13.3,0.05,10,4.8,0.43
,14:23:59,6,3590,1160.8,0.45,13.3,9,13.3,0.05,10,4.6,0.43
,14:24:00,6,3590,1161.8,0.45,13.3,9,13.3,0.048,10,3.1,0.43
,14:24:01,6,3590,1162.8,0.45,13.3,9,13.3,0.048,10,2.3,0.44
,14:24:02,6,3590,1163.8,0.46,13.3,9,13.4,0.05,10,1.8,0.44
,14:24:03,6,3590,1164.8,0.46,13.3,9,13.3,0.05,10,4.9,0.45
,14:24:04,6,3590,1165.8,0.46,13.3,9,13.4,0.05,10,8.6,0.45
,14:24:05,6,3590,1166.8,0.46,13.3,9,13.4,0.05,10,13.2,0.44
,14:24:06,6,3590,1167.8,0.46,13.3,9,13.4,0.05,10,11,0.45
,14:24:07,6,3590,1168.8,0.47,13.3,9,13.4,0.049,10,5.5,0.45
,14:24:08,6,3590,1169.8,0.47,13.3,9,13.4,0.051,10,3.1,0.45
,14:24:09,6,3590,1170.8,0.47,13.3,9,13.4,0.051,10,1.9,0.45
,14:24:10,6,3590,1171.8,0.47,13.3,9,13.4,0.05,10,2.8,0.45
,14:24:11,6,3590,1172.8,0.48,13.3,9,13.5,0.05,10,7,0.46
,14:24:12,6,3590,1173.8,0.48,13.3,9,13.5,0.051,10,4.3,0.46
,14:24:13,6,3590,1174.8,0.48,13.3,9,13.5,0.052,10,2.4,0.46
,14:24:14,6,3590,1175.8,0.47,13.3,9,13.5,0.051,10,1.5,0.46
,14:24:15,6,3590,1176.8,0.48,13.3,9,13.5,0.05,10,1.1,0.46
,14:24:16,6,3590,1177.8,0.48,13.3,9,13.5,0.051,10,0.9,0.46
,14:24:17,6,3590,1178.8,0.48,13.3,9,13.5,0.052,10,0.7,0.46
,14:24:18,6,3590,1179.8,0.48,13.3,9,13.5,0.053,10,0.7,0.46
,14:24:19,6,3590,1180.8,0.48,13.3,9,13.5,0.052,10,0.6,0.47
,14:24:20,6,3590,1181.8,0.49,13.3,9,13.6,0.053,10,0.6,0.48
,14:24:21,6,3590,1182.8,0.5,13.3,9,13.6,0.054,10,0.5,0.48
,14:24:22,6,3590,1183.8,0.5,13.3,9,13.6,0.054,10,0.5,0.48
,14:24:23,6,3590,1184.8,0.5,13.3,9,13.6,0.053,10,0.5,0.48
,14:24:24,6,3590,1185.8,0.5,13.3,9,13.6,0.052,10,0.5,0.48
,14:24:25,6,3590,1186.8,0.49,13.3,9,13.6,0.053,10,0.5,0.47
,14:24:26,6,3590,1187.8,0.48,13.3,9,13.6,0.054,10,0.5,0.47
,14:24:27,6,3590,1188.8,0.49,13.3,9,13.6,0.054,10,0.4,0.47
,14:24:28,6,3590,1189.8,0.49,13.3,9,13.6,0.053,10,0.4,0.48
,14:24:29,6,3590,1190.8,0.5,13.3,9,13.6,0.053,10,0.4,0.49
,14:24:30,6,3590,1191.8,0.51,13.3,9,13.6,0.055,10,0.4,0.49
,14:24:31,6,3590,1192.8,0.52,13.3,9,13.6,0.056,10,2.4,0.5
,14:24:32,6,3590,1193.8,0.52,13.3,9,13.6,0.057,10,1.7,0.5
,14:24:33,6,3590,1194.8,0.53,13.3,9,13.7,0.056,10,1.1,0.51
,14:24:34,6,3590,1195.8,0.53,13.3,9,13.7,0.057,10,0.9,0.51
,14:24:35,6,3590,1196.8,0.53,13.3,9,13.7,0.057,10,0.7,0.51
,14:24:36,6,3590,1197.8,0.53,13.3,9,13.7,0.057,10,0.7,0.51
,14:24:37,6,3590,1198.8,0.53,13.3,9,13.7,0.058,10,0.7,0.51
,14:24:38,6,3590,1199.8,0.54,13.3,9,13.7,0.058,10,0.6,0.52
,14:24:39,6,3590,1200.8,0.54,13.3,9,13.7,0.057,10,0.6,0.52
,14:24:40,6,3590,1201.8,0.53,13.3,10,13.7,0.055,10,0.6,0.51
,14:24:41,6,3590,1202.8,0.52,13.3,10,13.7,0.054,10,0.6,0.5
,14:24:42,6,3590,1203.8,0.51,13.3,9,13.7,0.054,10,0.6,0.49
,14:24:43,6,3590,1204.8,0.51,13.3,9,13.7,0.055,10,0.6,0.49
,14:24:44,6,3590,1205.8,0.5,13.3,9,13.7,0.054,10,0.6,0.48
,14:24:45,6,3590,1206.8,0.5,13.3,9,13.7,0.054,10,0.6,0.48
,14:24:46,6,3590,1207.8,0.5,13.3,9,13.7,0.056,10,0.6,0.49
,14:24:47,6,3590,1208.8,0.51,13.3,9,13.7,0.057,10,0.6,0.49
,14:24:48,6,3590,1209.8,0.51,13.3,9,13.7,0.056,10,0.6,0.5
,14:24:49,6,3590,1210.8,0.52,13.3,9,13.7,0.055,10,0.6,0.5
,14:24:50,6,3590,1211.8,0.52,13.3,9,13.8,0.056,10,0.5,0.5
,14:24:51,6,3590,1212.8,0.52,13.3,9,13.8,0.056,10,0.5,0.5
,14:24:52,6,3590,1213.8,0.52,13.3,9,13.8,0.055,10,0.4,0.5
,14:24:53,6,3590,1214.8,0.52,13.3,9,13.8,0.055,10,0.4,0.5
,14:24:54,6,3590,1215.8,0.52,13.3,9,13.8,0.055,10,0.4,0.5
,14:24:55,6,3590,1216.8,0.53,13.3,9,13.8,0.056,10,0.4,0.51
,14:24:56,6,3590,1217.8,0.53,13.3,9,13.8,0.057,10,0.4,0.51
,14:24:57,6,3590,1218.8,0.53,13.3,9,13.8,0.059,10,0.4,0.51
,14:24:58,6,3590,1219.8,0.54,13.3,9,13.8,0.06,10,0.4,0.52
,14:24:59,6,3590,1220.8,0.54,13.3,9,13.8,0.059,10,0.4,0.52
,14:25:00,6,3590,1221.8,0.55,13.3,9,13.8,0.058,10,0.4,0.53
,14:25:01,6,3590,1222.8,0.55,13.3,9,13.8,0.06,10,0.3,0.53
,14:25:02,6,3590,1223.8,0.55,13.3,9,13.8,0.06,10,0.4,0.53
,14:25:03,6,3590,1224.8,0.55,13.3,9,13.8,0.061,10,0.3,0.53
,14:25:04,6,3590,1225.8,0.55,13.3,9,13.8,0.059,10,0.3,0.53
,14:25:05,6,3590,1226.8,0.54,13.3,9,13.8,0.059,10,0.3,0.52
,14:25:06,6,3590,1227.8,0.55,13.3,9,13.8,0.058,10,0.3,0.53
,14:25:07,6,3590,1228.8,0.55,13.3,10,13.8,0.056,10,0.3,0.53
,14:25:08,6,3590,1229.8,0.54,13.3,9,13.8,0.057,10,0.3,0.52
,14:25:09,6,3590,1230.8,0.53,13.3,9,13.8,0.058,10,0.3,0.51
,14:25:10,6,3590,1231.8,0.52,13.3,9,13.8,0.056,10,0.3,0.5
,14:25:11,6,3590,1232.8,0.51,13.3,9,13.8,0.054,10,0.3,0.49
,14:25:12,6,3590,1233.8,0.51,13.3,9,13.8,0.054,10,0.3,0.49
,14:25:13,6,3590,1234.8,0.51,13.3,9,13.8,0.057,10,0.3,0.49
,14:25:14,6,3590,1235.8,0.51,13.3,9,13.8,0.057,10,0.3,0.49
,14:25:15,6,3590,1236.8,0.52,13.3,9,13.8,0.056,10,0.3,0.5
,14:25:16,6,3590,1237.8,0.53,13.3,9,13.8,0.056,10,0.3,0.51
,14:25:17,6,3590,1238.8,0.53,13.3,9,13.8,0.056,10,0.3,0.51
,14:25:18,6,3590,1239.8,0.54,13.3,9,13.8,0.058,10,0.3,0.52
,14:25:19,6,3590,1240.8,0.54,13.3,9,13.8,0.059,10,0.3,0.52
,14:25:20,6,3590,1241.8,0.54,13.3,9,13.8,0.057,10,0.3,0.52
,14:25:21,6,3590,1242.8,0.54,13.3,9,13.8,0.057,10,0.3,0.52
,14:25:22,6,3590,1243.8,0.54,13.3,9,13.8,0.057,10,0.3,0.52
,14:25:23,6,3590,1244.8,0.54,13.3,9,13.8,0.058,10,0.3,0.52
,14:25:24,6,3590,1245.8,0.54,13.3,9,13.8,0.06,10,0.3,0.52
,14:25:25,6,3590,1246.8,0.54,13.3,9,13.8,0.059,10,0.3,0.52
,14:25:26,6,3590,1247.8,0.55,13.3,9,13.8,0.059,10,0.3,0.53
,14:25:27,6,3590,1248.8,0.54,13.3,9,13.8,0.057,10,0.3,0.52
,14:25:28,6,3590,1249.8,0.53,13.3,9,13.8,0.057,10,0.3,0.51
,14:25:29,6,3590,1250.8,0.52,13.3,9,13.8,0.056,10,0.3,0.49
,14:25:30,6,3590,1251.8,0.52,13.3,9,13.8,0.056,10,0.3,0.5
,14:25:31,6,3590,1252.8,0.52,13.3,9,13.8,0.057,10,0.3,0.51
,14:25:32,6,3590,1253.8,0.53,13.3,9,13.8,0.056,10,0.3,0.51
,14:25:33,6,3590,1254.8,0.53,13.3,9,13.8,0.056,10,0.3,0.51
,14:25:34,6,3590,1255.8,0.53,13.3,9,13.8,0.058,10,0.3,0.51
,14:25:35,6,3590,1256.8,0.53,13.3,9,13.8,0.058,10,0.3,0.52
,14:25:36,6,3590,1257.8,0.54,13.3,9,13.8,0.058,10,0.3,0.52
,14:25:37,6,3590,1258.8,0.54,13.3,9,13.8,0.058,10,0.3,0.52
,14:25:38,6,3590,1259.8,0.53,13.3,9,13.8,0.056,10,0.3,0.51
,14:25:39,6,3590,1260.8,0.53,13.3,9,13.8,0.056,10,0.3,0.51
,14:25:40,6,3590,1261.8,0.52,13.3,9,13.8,0.058,10,0.3,0.5
,14:25:41,6,3590,1262.8,0.52,13.3,9,13.8,0.06,10,0.3,0.5
,14:25:42,6,3590,1263.8,0.53,13.3,9,13.8,0.059,10,0.3,0.51
,14:25:43,6,3590,1264.8,0.55,13.3,9,13.8,0.06,10,0.3,0.53
,14:25:44,6,3590,1265.8,0.56,13.3,9,13.8,0.059,10,0.3,0.54
,14:25:45,6,3590,1266.8,0.56,13.3,9,13.7,0.059,10,0.3,0.54
,14:25:46,6,3590,1267.8,0.56,13.3,9,13.7,0.06,10,0.3,0.54
,14:25:47,6,3590,1268.8,0.57,13.3,9,13.7,0.06,10,0.3,0.55
,14:25:48,6,3590,1269.8,0.57,13.3,9,13.7,0.06,10,0.3,0.55
,14:25:49,6,3590,1270.8,0.56,13.3,9,13.7,0.06,10,0.4,0.54
,14:25:50,6,3590,1271.8,0.56,13.3,9,13.7,0.059,10,0.3,0.54
,14:25:51,6,3590,1272.8,0.55,13.3,9,13.7,0.058,10,0.3,0.53
,14:25:52,6,3590,1273.8,0.55,13.3,9,13.7,0.059,10,0.3,0.53
,14:25:53,6,3590,1274.8,0.54,13.3,9,13.7,0.061,10,0.3,0.52
,14:25:54,6,3590,1275.8,0.55,13.3,9,13.7,0.059,10,0.3,0.53
,14:25:55,6,3590,1276.8,0.55,13.3,9,13.7,0.06,10,0.3,0.53
,14:25:56,6,3590,1277.8,0.55,13.3,9,13.7,0.06,10,0.3,0.53
,14:25:57,6,3590,1278.8,0.55,13.3,9,13.7,0.058,10,0.3,0.53
,14:25:58,6,3590,1279.8,0.54,13.3,10,13.7,0.056,10,0.3,0.52
