Data file,,NYLATRON_DRY_T21_N2.TSV,,,,,,,,,,
Configuration file,,TE77.CFG,,,,,,,,,,
Calibration file,,TE77.CAL,,,,,,,,,,
Test control file,,TIMOLOWPRESSURESAMPLES.TSF,,,,,,,,,,
,,,,,,,,,,,,
User,,Iestyn,,,,,,,,,,
Date,,28/03/2017,,,,,,,,,,
Lubricant,,Dry,,,,,,,,,,
Specimens,,Nylatron,,,,,,,,,,
Temp,,Room (20),,,,,,,,,,
Notes,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Test file variable V1 <Force> = 7,,,,,,,,,,,,
Test started at 10:03:56 on 28/03/2017,,,,,,,,,,,,
,Time,This Step,Step Time,Test Time,Friction Force (N),Frequency (Hz),Load (N),Specimen Temp (øC),Friction Coeff,Friction Range (N),Contact Pot (mV),Force Input (Volts)
Fast data in,,nylatron_dry_t21_n2-h001.tsv,,,,,,,,,,
,10:56:14,5,3590,3137.5,2.94,13.3,7,22,0.425,10,49.9,2.83
,10:56:15,5,3590,3138.5,2.93,13.3,7,21,0.423,10,50,2.83
,10:56:16,5,3590,3139.5,2.93,13.3,7,21,0.423,10,50,2.83
,10:56:17,5,3590,3140.5,2.94,13.3,7,21,0.425,10,49.9,2.84
,10:56:18,5,3590,3141.5,2.96,13.3,7,21,0.428,10,49.9,2.87
,10:56:19,5,3590,3142.5,2.99,13.3,7,21,0.432,10,50,2.89
,10:56:20,5,3590,3143.5,2.99,13.3,7,22,0.417,10,49.9,2.89
,10:56:21,5,3590,3144.5,2.98,13.3,7,22,0.415,10,49.9,2.88
,10:56:22,5,3590,3145.5,2.96,13.3,7,22,0.428,10,49.9,2.86
,10:56:23,5,3590,3146.5,2.97,13.3,7,21,0.429,10,49.9,2.87
,10:56:24,5,3590,3147.5,2.98,13.3,7,22,0.431,10,50,2.88
,10:56:25,5,3590,3148.5,3,13.3,7,21,0.434,10,49.9,2.9
,10:56:26,5,3590,3149.5,3.01,13.3,7,22,0.435,10,49.9,2.91
,10:56:27,5,3590,3150.5,3.02,13.3,7,22,0.436,10,49.9,2.92
,10:56:28,5,3590,3151.5,3.03,13.3,7,22,0.422,10,49.9,2.92
,10:56:29,5,3590,3152.5,3.03,13.3,7,22,0.422,10,49.9,2.93
,10:56:30,5,3590,3153.5,3.04,13.3,7,22,0.409,10,49.9,2.93
,10:56:31,5,3590,3154.5,3.03,13.3,7,22,0.423,10,49.9,2.93
,10:56:32,5,3590,3155.5,3.01,13.3,7,22,0.419,10,49.9,2.9
,10:56:33,5,3590,3156.5,2.98,13.3,7,22,0.401,10,50,2.87
,10:56:34,5,3590,3157.5,2.96,13.3,7,22,0.398,10,49.9,2.86
,10:56:35,5,3590,3158.5,2.96,13.3,7,22,0.398,10,49.9,2.85
,10:56:36,5,3590,3159.5,2.95,13.3,8,22,0.384,10,49.9,2.85
,10:56:37,5,3590,3160.5,2.95,13.3,8,22,0.384,10,50,2.85
,10:56:38,5,3590,3161.5,2.95,13.3,7,21,0.397,10,49.9,2.85
,10:56:39,5,3590,3162.5,2.94,13.3,7,21,0.41,10,49.9,2.84
,10:56:40,5,3590,3163.5,2.93,13.3,7,21,0.423,10,49.9,2.82
,10:56:41,5,3590,3164.5,2.92,13.3,7,21,0.438,10,50,2.82
,10:56:42,5,3590,3165.5,2.93,13.3,7,21,0.423,10,49.9,2.83
,10:56:43,5,3590,3166.5,2.94,13.3,7,21,0.425,10,50,2.84
,10:56:44,5,3590,3167.5,2.95,13.3,7,21,0.426,10,49.9,2.85
,10:56:45,5,3590,3168.5,2.95,13.3,7,21,0.426,10,49.9,2.85
,10:56:46,5,3590,3169.5,2.95,13.3,7,21,0.426,10,50,2.85
,10:56:47,5,3590,3170.5,2.95,13.3,7,21,0.41,10,49.9,2.84
,10:56:48,5,3590,3171.5,2.94,13.3,7,21,0.424,10,50,2.83
,10:56:49,5,3590,3172.5,2.91,13.3,7,21,0.421,10,50,2.81
,10:56:50,5,3590,3173.5,2.9,13.3,7,21,0.418,10,49.9,2.8
,10:56:51,5,3590,3174.5,2.9,13.3,7,21,0.418,10,49.9,2.8
,10:56:52,5,3590,3175.5,2.9,13.3,7,21,0.419,10,49.9,2.81
,10:56:53,5,3590,3176.5,2.92,13.3,7,21,0.407,10,49.9,2.82
,10:56:54,5,3590,3177.5,2.94,13.3,7,21,0.41,10,50,2.84
,10:56:55,5,3590,3178.5,2.96,13.3,7,21,0.427,10,49.9,2.86
,10:56:56,5,3590,3179.5,2.97,13.3,7,21,0.43,10,49.9,2.87
,10:56:57,5,3590,3180.5,3,13.3,7,21,0.417,10,49.9,2.89
,10:56:58,5,3590,3181.5,3.01,13.3,7,22,0.42,10,49.9,2.91
,10:56:59,5,3590,3182.5,3.01,13.3,7,22,0.435,10,49.9,2.9
,10:57:00,5,3590,3183.5,3,13.3,7,22,0.433,10,49.9,2.89
,10:57:01,5,3590,3184.5,3.01,13.3,7,22,0.419,10,49.9,2.9
,10:57:02,5,3590,3185.5,3.02,13.3,7,22,0.42,10,49.9,2.91
,10:57:03,5,3590,3186.5,3.01,13.3,7,22,0.435,10,49.9,2.91
,10:57:04,5,3590,3187.5,3.01,13.3,7,22,0.435,10,49.9,2.91
,10:57:05,5,3590,3188.5,3.03,13.3,7,22,0.438,10,50,2.93
,10:57:06,5,3590,3189.5,3.05,13.3,7,22,0.425,10,50,2.94
,10:57:07,5,3590,3190.5,3.04,13.3,7,22,0.408,10,50,2.93
,10:57:08,5,3590,3191.5,3.01,13.3,8,22,0.391,10,49.9,2.9
,10:57:09,5,3590,3192.5,2.99,13.3,8,22,0.388,10,50,2.88
,10:57:10,5,3590,3193.5,2.97,13.3,8,22,0.386,10,50,2.87
,10:57:11,5,3590,3194.5,2.94,13.3,7,22,0.395,10,50,2.83
,10:57:12,5,3590,3195.5,2.88,13.3,7,21,0.401,10,49.9,2.77
,10:57:13,5,3590,3196.5,2.8,13.3,7,21,0.404,10,49.9,2.69
,10:57:14,5,3590,3197.5,2.75,13.3,7,22,0.412,10,50,2.65
,10:57:15,5,3590,3198.5,2.73,13.3,7,22,0.409,10,49.9,2.63
,10:57:16,5,3590,3199.5,2.74,13.3,7,22,0.396,10,49.9,2.65
,10:57:17,5,3590,3200.5,2.75,13.3,7,22,0.397,10,49.9,2.66
,10:57:18,5,3590,3201.5,2.76,13.3,7,22,0.399,10,49.9,2.67
,10:57:19,5,3590,3202.5,2.77,13.3,7,21,0.401,10,49.9,2.68
,10:57:20,5,3590,3203.5,2.79,13.3,7,22,0.403,10,50,2.69
,10:57:21,5,3590,3204.5,2.79,13.3,7,22,0.404,10,49.9,2.7
,10:57:22,5,3590,3205.5,2.8,13.3,7,22,0.404,10,49.9,2.7
,10:57:23,5,3590,3206.5,2.82,13.3,7,22,0.407,10,49.9,2.72
,10:57:24,5,3590,3207.5,2.86,13.3,7,22,0.398,10,49.9,2.76
,10:57:25,5,3590,3208.5,2.88,13.3,7,22,0.401,10,49.9,2.78
,10:57:26,5,3590,3209.5,2.88,13.3,7,22,0.415,10,50,2.78
,10:57:27,5,3590,3210.5,2.87,13.3,7,22,0.415,10,49.9,2.77
,10:57:28,5,3590,3211.5,2.88,13.3,7,22,0.416,10,50,2.78
,10:57:29,5,3590,3212.5,2.91,13.3,7,22,0.405,10,50,2.81
,10:57:30,5,3590,3213.5,2.91,13.3,7,22,0.406,10,50,2.81
,10:57:31,5,3590,3214.5,2.9,13.3,7,22,0.39,10,49.9,2.8
,10:57:32,5,3590,3215.5,2.89,13.3,7,22,0.389,10,49.9,2.79
,10:57:33,5,3590,3216.5,2.89,13.3,7,22,0.389,10,50,2.79
,10:57:34,5,3590,3217.5,2.9,13.3,8,22,0.377,10,49.9,2.8
,10:57:35,5,3590,3218.5,2.9,13.3,7,22,0.39,10,49.9,2.8
,10:57:36,5,3590,3219.5,2.88,13.3,7,22,0.401,10,49.9,2.78
,10:57:37,5,3590,3220.5,2.85,13.3,7,22,0.411,10,50,2.74
,10:57:38,5,3590,3221.5,2.83,13.3,7,22,0.424,10,49.9,2.73
,10:57:39,5,3590,3222.5,2.84,13.3,7,22,0.41,10,50,2.74
,10:57:40,5,3590,3223.5,2.87,13.3,7,22,0.415,10,50,2.77
,10:57:41,5,3590,3224.5,2.89,13.3,7,22,0.417,10,49.9,2.79
,10:57:42,5,3590,3225.5,2.9,13.3,7,22,0.419,10,50,2.8
,10:57:43,5,3590,3226.5,2.91,13.3,7,22,0.421,10,49.9,2.81
,10:57:44,5,3590,3227.5,2.91,13.3,7,22,0.421,10,49.9,2.81
,10:57:45,5,3590,3228.5,2.91,13.3,7,22,0.42,10,49.9,2.8
,10:57:46,5,3590,3229.5,2.89,13.3,7,22,0.417,10,49.9,2.79
,10:57:47,5,3590,3230.5,2.9,13.3,7,22,0.418,10,50,2.8
,10:57:48,5,3590,3231.5,2.92,13.3,7,22,0.422,10,49.9,2.82
,10:57:49,5,3590,3232.5,2.94,13.3,7,22,0.409,10,50,2.83
,10:57:50,5,3590,3233.5,2.93,13.3,7,22,0.395,10,49.9,2.83
,10:57:51,5,3590,3234.5,2.92,13.3,7,22,0.393,10,50,2.82
,10:57:52,5,3590,3235.5,2.92,13.3,7,22,0.392,10,49.9,2.81
,10:57:53,5,3590,3236.5,2.92,13.3,7,21,0.407,10,50,2.82
,10:57:54,5,3590,3237.5,2.93,13.3,7,21,0.423,10,49.9,2.82
,10:57:55,5,3590,3238.5,2.93,13.3,7,21,0.423,10,50,2.83
,10:57:56,5,3590,3239.5,2.91,13.3,7,21,0.421,10,49.9,2.81
,10:57:57,5,3590,3240.5,2.88,13.3,7,22,0.415,10,49.9,2.77
,10:57:58,5,3590,3241.5,2.84,13.3,7,22,0.41,10,50,2.74
,10:57:59,5,3590,3242.5,2.83,13.3,7,22,0.408,10,50,2.73
,10:58:00,5,3590,3243.5,2.83,13.3,7,22,0.394,10,50,2.73
,10:58:01,5,3590,3244.5,2.84,13.3,7,22,0.382,10,50,2.75
,10:58:02,5,3590,3245.5,2.86,13.3,7,22,0.398,10,49.9,2.76
,10:58:03,5,3590,3246.5,2.87,13.3,7,22,0.415,10,49.9,2.77
,10:58:04,5,3590,3247.5,2.87,13.3,7,21,0.415,10,49.9,2.77
,10:58:05,5,3590,3248.5,2.88,13.3,7,21,0.431,10,49.9,2.78
,10:58:06,5,3590,3249.5,2.89,13.3,7,22,0.433,10,49.9,2.79
,10:58:07,5,3590,3250.5,2.92,13.3,7,22,0.421,10,50,2.82
,10:58:08,5,3590,3251.5,2.94,13.3,7,22,0.396,10,50,2.84
,10:58:09,5,3590,3252.5,2.95,13.3,7,22,0.396,10,50,2.84
,10:58:10,5,3590,3253.5,2.94,13.3,7,22,0.396,10,50,2.84
,10:58:11,5,3590,3254.5,2.93,13.3,7,22,0.408,10,49.9,2.82
,10:58:12,5,3590,3255.5,2.92,13.3,7,22,0.407,10,50,2.82
,10:58:13,5,3590,3256.5,2.92,13.3,7,22,0.421,10,50,2.81
,10:58:14,5,3590,3257.5,2.92,13.3,7,22,0.421,10,50,2.81
,10:58:15,5,3590,3258.5,2.92,13.3,7,22,0.421,10,49.9,2.81
,10:58:16,5,3590,3259.5,2.92,13.3,7,22,0.421,10,49.9,2.81
,10:58:17,5,3590,3260.5,2.91,13.3,7,22,0.421,10,49.9,2.81
,10:58:18,5,3590,3261.5,2.92,13.3,7,22,0.421,10,49.9,2.81
,10:58:19,5,3590,3262.5,2.93,13.3,7,22,0.424,10,49.9,2.84
,10:58:20,5,3590,3263.5,2.96,13.3,7,22,0.412,10,49.9,2.86
,10:58:21,5,3590,3264.5,2.96,13.3,7,22,0.398,10,50,2.85
,10:58:22,5,3590,3265.5,2.91,13.3,7,22,0.391,10,50,2.8
,10:58:23,5,3590,3266.5,2.84,13.3,7,21,0.382,10,50,2.74
,10:58:24,5,3590,3267.5,2.79,13.3,7,21,0.404,10,49.9,2.69
,10:58:25,5,3590,3268.5,2.77,13.3,7,21,0.401,10,50,2.68
,10:58:26,5,3590,3269.5,2.78,13.3,7,21,0.401,10,49.9,2.68
,10:58:27,5,3590,3270.5,2.79,13.3,7,21,0.402,10,49.9,2.69
,10:58:28,5,3590,3271.5,2.79,13.3,7,21,0.404,10,49.9,2.7
,10:58:29,5,3590,3272.5,2.81,13.3,7,21,0.405,10,49.9,2.71
,10:58:30,5,3590,3273.5,2.81,13.3,7,21,0.406,10,49.9,2.71
,10:58:31,5,3590,3274.5,2.83,13.3,7,22,0.394,10,49.9,2.73
,10:58:32,5,3590,3275.5,2.84,13.3,7,22,0.41,10,49.9,2.74
,10:58:33,5,3590,3276.5,2.86,13.3,7,22,0.398,10,50,2.76
,10:58:34,5,3590,3277.5,2.85,13.3,7,22,0.397,10,49.9,2.75
,10:58:35,5,3590,3278.5,2.84,13.3,7,22,0.382,10,50,2.74
,10:58:36,5,3590,3279.5,2.83,13.3,7,22,0.381,10,50,2.74
,10:58:37,5,3590,3280.5,2.83,13.3,7,22,0.395,10,50,2.74
,10:58:38,5,3590,3281.5,2.84,13.3,7,22,0.41,10,49.9,2.74
,10:58:39,5,3590,3282.5,2.85,13.3,7,22,0.411,10,50,2.75
,10:58:40,5,3590,3283.5,2.86,13.3,7,22,0.413,10,49.9,2.76
,10:58:41,5,3590,3284.5,2.87,13.3,7,22,0.414,10,49.9,2.77
,10:58:42,5,3590,3285.5,2.88,13.3,7,22,0.416,10,49.9,2.78
,10:58:43,5,3590,3286.5,2.9,13.3,7,22,0.419,10,50,2.8
,10:58:44,5,3590,3287.5,2.92,13.3,7,22,0.422,10,50,2.82
,10:58:45,5,3590,3288.5,2.93,13.3,7,22,0.408,10,50,2.83
,10:58:46,5,3590,3289.5,2.92,13.3,7,22,0.407,10,50,2.82
,10:58:47,5,3590,3290.5,2.91,13.3,7,22,0.392,10,49.9,2.81
,10:58:48,5,3590,3291.5,2.91,13.3,7,22,0.391,10,49.9,2.81
,10:58:49,5,3590,3292.5,2.91,13.3,7,22,0.405,10,49.9,2.81
,10:58:50,5,3590,3293.5,2.91,13.3,7,22,0.42,10,50,2.81
,10:58:51,5,3590,3294.5,2.91,13.3,7,22,0.42,10,49.9,2.81
,10:58:52,5,3590,3295.5,2.91,13.3,7,22,0.421,10,49.9,2.81
,10:58:53,5,3590,3296.5,2.91,13.3,7,22,0.421,10,49.9,2.81
,10:58:54,5,3590,3297.5,2.92,13.3,7,22,0.422,10,49.9,2.82
,10:58:55,5,3590,3298.5,2.92,13.3,7,22,0.422,10,49.9,2.82
,10:58:56,5,3590,3299.5,2.95,13.3,7,22,0.426,10,49.9,2.85
,10:58:57,5,3590,3300.5,2.98,13.3,7,22,0.43,10,49.9,2.88
,10:58:58,5,3590,3301.5,2.99,13.3,7,22,0.416,10,49.9,2.89
,10:58:59,5,3590,3302.5,2.98,13.3,7,22,0.4,10,49.9,2.87
,10:59:00,5,3590,3303.5,2.96,13.3,8,22,0.385,10,49.9,2.86
,10:59:01,5,3590,3304.5,2.96,13.3,8,22,0.385,10,50,2.86
,10:59:02,5,3590,3305.5,2.96,13.3,7,22,0.398,10,49.9,2.85
,10:59:03,5,3590,3306.5,2.94,13.3,7,21,0.41,10,49.9,2.84
,10:59:04,5,3590,3307.5,2.94,13.3,7,21,0.424,10,50,2.83
,10:59:05,5,3590,3308.5,2.93,13.3,7,21,0.424,10,49.9,2.83
,10:59:06,5,3590,3309.5,2.94,13.3,7,21,0.441,10,49.9,2.84
,10:59:07,5,3590,3310.5,2.96,13.3,7,21,0.427,10,49.9,2.85
,10:59:08,5,3590,3311.5,2.96,13.3,7,21,0.413,10,49.9,2.86
,10:59:09,5,3590,3312.5,2.96,13.3,7,22,0.427,10,49.9,2.85
,10:59:10,5,3590,3313.5,2.94,13.3,7,22,0.425,10,49.9,2.84
,10:59:11,5,3590,3314.5,2.93,13.3,7,22,0.423,10,50,2.83
,10:59:12,5,3590,3315.5,2.93,13.3,7,22,0.423,10,50,2.82
,10:59:13,5,3590,3316.5,2.92,13.3,7,22,0.422,10,50,2.82
,10:59:14,5,3590,3317.5,2.93,13.3,7,22,0.408,10,49.9,2.83
,10:59:15,5,3590,3318.5,2.94,13.3,7,22,0.396,10,49.9,2.84
,10:59:16,5,3590,3319.5,2.95,13.3,8,22,0.384,10,49.9,2.85
,10:59:17,5,3590,3320.5,2.95,13.3,8,22,0.384,10,49.9,2.85
,10:59:18,5,3590,3321.5,2.95,13.3,8,22,0.383,10,50,2.85
,10:59:19,5,3590,3322.5,2.93,13.3,7,22,0.408,10,49.9,2.82
,10:59:20,5,3590,3323.5,2.89,13.3,7,22,0.402,10,50,2.78
,10:59:21,5,3590,3324.5,2.86,13.3,7,22,0.414,10,49.9,2.76
,10:59:22,5,3590,3325.5,2.87,13.3,7,22,0.415,10,50,2.78
,10:59:23,5,3590,3326.5,2.9,13.3,7,22,0.419,10,50,2.81
,10:59:24,5,3590,3327.5,2.93,13.3,7,22,0.423,10,50,2.83
,10:59:25,5,3590,3328.5,2.94,13.3,7,22,0.441,10,50,2.84
,10:59:26,5,3590,3329.5,2.95,13.3,7,21,0.443,10,49.9,2.85
,10:59:27,5,3590,3330.5,2.97,13.3,7,21,0.429,10,50,2.87
,10:59:28,5,3590,3331.5,2.97,13.3,7,21,0.43,10,49.9,2.87
,10:59:29,5,3590,3332.5,2.97,13.3,7,21,0.429,10,50,2.86
,10:59:30,5,3590,3333.5,2.95,13.3,7,21,0.411,10,49.9,2.84
,10:59:31,5,3590,3334.5,2.94,13.3,7,21,0.409,10,49.9,2.84
,10:59:32,5,3590,3335.5,2.94,13.3,7,21,0.409,10,49.9,2.84
,10:59:33,5,3590,3336.5,2.95,13.3,7,22,0.411,10,50,2.85
,10:59:34,5,3590,3337.5,2.96,13.3,7,22,0.398,10,49.9,2.86
,10:59:35,5,3590,3338.5,2.97,13.3,8,22,0.386,10,50,2.86
,10:59:36,5,3590,3339.5,2.97,13.3,7,22,0.399,10,49.9,2.87
,10:59:37,5,3590,3340.5,2.96,13.3,7,22,0.398,10,49.9,2.85
,10:59:38,5,3590,3341.5,2.93,13.3,7,22,0.408,10,49.9,2.82
,10:59:39,5,3590,3342.5,2.9,13.3,7,22,0.419,10,49.9,2.8
,10:59:40,5,3590,3343.5,2.89,13.3,7,22,0.433,10,49.9,2.79
,10:59:41,5,3590,3344.5,2.9,13.3,7,22,0.435,10,50,2.8
,10:59:42,5,3590,3345.5,2.92,13.3,7,22,0.438,10,50,2.82
,10:59:43,5,3590,3346.5,2.94,13.3,7,22,0.442,10,49.9,2.85
,10:59:44,5,3590,3347.5,2.98,13.3,7,22,0.446,10,49.9,2.88
,10:59:45,5,3590,3348.5,3,13.3,7,22,0.434,10,49.9,2.9
,10:59:46,5,3590,3349.5,3.01,13.3,7,22,0.435,10,50,2.91
,10:59:47,5,3590,3350.5,3,13.3,7,22,0.434,10,49.9,2.89
,10:59:48,5,3590,3351.5,2.98,13.3,7,22,0.431,10,49.9,2.88
,10:59:49,5,3590,3352.5,2.98,13.3,7,22,0.43,10,49.9,2.88
,10:59:50,5,3590,3353.5,2.99,13.3,7,22,0.432,10,49.9,2.89
,10:59:51,5,3590,3354.5,3.01,13.3,7,22,0.42,10,49.9,2.91
,10:59:52,5,3590,3355.5,3.02,13.3,7,22,0.42,10,49.9,2.91
,10:59:53,5,3590,3356.5,3.01,13.3,7,22,0.419,10,49.9,2.9
,10:59:54,5,3590,3357.5,2.99,13.3,7,22,0.417,10,49.9,2.89
,10:59:55,5,3590,3358.5,2.97,13.3,7,22,0.414,10,49.9,2.87
,10:59:56,5,3590,3359.5,2.96,13.3,7,22,0.413,10,49.9,2.86
,10:59:57,5,3590,3360.5,2.95,13.3,7,22,0.41,10,49.9,2.84
,10:59:58,5,3590,3361.5,2.95,13.3,7,22,0.411,10,50,2.85
,10:59:59,5,3590,3362.5,2.95,13.3,7,22,0.411,10,50,2.85
,11:00:00,5,3590,3363.5,2.97,13.3,7,22,0.429,10,50,2.87
,11:00:01,5,3590,3364.5,2.99,13.3,7,22,0.432,10,49.9,2.89
,11:00:02,5,3590,3365.5,3.01,13.3,7,22,0.435,10,49.9,2.91
,11:00:03,5,3590,3366.5,3.04,13.3,7,21,0.423,10,49.9,2.93
,11:00:04,5,3590,3367.5,3.04,13.3,7,21,0.439,10,49.9,2.94
,11:00:05,5,3590,3368.5,3.04,13.3,7,21,0.424,10,49.9,2.94
,11:00:06,5,3590,3369.5,3.02,13.3,7,21,0.421,10,49.9,2.92
,11:00:07,5,3590,3370.5,3,13.3,7,21,0.404,10,49.9,2.9
,11:00:08,5,3590,3371.5,2.98,13.3,8,21,0.387,10,50,2.88
,11:00:09,5,3590,3372.5,2.97,13.3,8,21,0.386,10,50,2.87
,11:00:10,5,3590,3373.5,2.97,13.3,7,22,0.413,10,50,2.86
,11:00:11,5,3590,3374.5,2.97,13.3,7,22,0.429,10,50,2.87
,11:00:12,5,3590,3375.5,2.97,13.3,7,22,0.43,10,49.9,2.87
,11:00:13,5,3590,3376.5,2.98,13.3,7,22,0.43,10,49.9,2.88
,11:00:14,5,3590,3377.5,2.98,13.3,7,22,0.43,10,49.9,2.88
,11:00:15,5,3590,3378.5,2.97,13.3,7,22,0.43,10,49.9,2.87
,11:00:16,5,3590,3379.5,2.97,13.3,7,22,0.428,10,49.9,2.86
,11:00:17,5,3590,3380.5,2.96,13.3,7,22,0.428,10,50,2.86
,11:00:18,5,3590,3381.5,2.97,13.3,7,22,0.429,10,50,2.87
,11:00:19,5,3590,3382.5,2.99,13.3,7,22,0.416,10,50,2.89
,11:00:20,5,3590,3383.5,3,13.3,7,22,0.404,10,49.9,2.9
,11:00:21,5,3590,3384.5,3.01,13.3,7,22,0.405,10,49.9,2.9
,11:00:22,5,3590,3385.5,3.01,13.3,7,22,0.405,10,49.9,2.91
,11:00:23,5,3590,3386.5,3.02,13.3,7,22,0.42,10,50,2.91
,11:00:24,5,3590,3387.5,3.01,13.3,7,22,0.42,10,50,2.91
,11:00:25,5,3590,3388.5,3,13.3,7,22,0.434,10,49.9,2.9
,11:00:26,5,3590,3389.5,3,13.3,7,22,0.433,10,49.9,2.89
,11:00:27,5,3590,3390.5,3,13.3,7,22,0.433,10,49.9,2.89
,11:00:28,5,3590,3391.5,3,13.3,7,22,0.433,10,49.9,2.89
,11:00:29,5,3590,3392.5,3,13.3,7,22,0.434,10,49.9,2.9
,11:00:30,5,3590,3393.5,3,13.3,7,22,0.434,10,50,2.9
,11:00:31,5,3590,3394.5,3,13.3,7,21,0.434,10,49.9,2.9
,11:00:32,5,3590,3395.5,3,13.3,7,21,0.418,10,49.9,2.9
,11:00:33,5,3590,3396.5,3.01,13.3,7,22,0.419,10,50,2.9
,11:00:34,5,3590,3397.5,3.01,13.3,7,22,0.404,10,49.9,2.9
,11:00:35,5,3590,3398.5,3,13.3,8,21,0.39,10,50,2.9
,11:00:36,5,3590,3399.5,2.99,13.3,7,22,0.402,10,50,2.89
,11:00:37,5,3590,3400.5,2.98,13.3,7,22,0.415,10,49.9,2.88
,11:00:38,5,3590,3401.5,2.97,13.3,7,22,0.429,10,49.9,2.87
,11:00:39,5,3590,3402.5,2.96,13.3,7,22,0.443,10,49.9,2.85
,11:00:40,5,3590,3403.5,2.95,13.3,7,22,0.442,10,49.9,2.85
,11:00:41,5,3590,3404.5,2.95,13.3,7,22,0.426,10,49.9,2.85
,11:00:42,5,3590,3405.5,2.94,13.3,7,22,0.41,10,49.9,2.84
,11:00:43,5,3590,3406.5,2.93,13.3,7,22,0.423,10,49.9,2.83
,11:00:44,5,3590,3407.5,2.91,13.3,7,22,0.42,10,50,2.81
,11:00:45,5,3590,3408.5,2.9,13.3,7,22,0.419,10,49.9,2.8
,11:00:46,5,3590,3409.5,2.89,13.3,7,22,0.418,10,50,2.79
,11:00:47,5,3590,3410.5,2.89,13.3,7,22,0.417,10,50,2.79
,11:00:48,5,3590,3411.5,2.89,13.3,7,22,0.417,10,49.9,2.79
,11:00:49,5,3590,3412.5,2.91,13.3,7,22,0.406,10,49.9,2.81
,11:00:50,5,3590,3413.5,2.93,13.3,7,22,0.408,10,49.9,2.83
,11:00:51,5,3590,3414.5,2.94,13.3,7,22,0.409,10,50,2.83
,11:00:52,5,3590,3415.5,2.93,13.3,7,22,0.394,10,49.9,2.83
,11:00:53,5,3590,3416.5,2.93,13.3,7,21,0.394,10,49.9,2.83
,11:00:54,5,3590,3417.5,2.93,13.3,8,21,0.381,10,50,2.83
,11:00:55,5,3590,3418.5,2.93,13.3,8,21,0.381,10,49.9,2.83
,11:00:56,5,3590,3419.5,2.92,13.3,8,22,0.38,10,50,2.82
,11:00:57,5,3590,3420.5,2.9,13.3,7,22,0.403,10,50,2.79
,11:00:58,5,3590,3421.5,2.87,13.3,7,22,0.415,10,50,2.77
,11:00:59,5,3590,3422.5,2.86,13.3,7,22,0.429,10,49.9,2.76
,11:01:00,5,3590,3423.5,2.88,13.3,7,22,0.416,10,50,2.78
,11:01:01,5,3590,3424.5,2.91,13.3,7,22,0.421,10,49.9,2.81
,11:01:02,5,3590,3425.5,2.94,13.3,7,22,0.425,10,49.9,2.84
,11:01:03,5,3590,3426.5,2.94,13.3,7,22,0.442,10,49.9,2.84
,11:01:04,5,3590,3427.5,2.94,13.3,7,22,0.425,10,49.9,2.84
,11:01:05,5,3590,3428.5,2.95,13.3,7,22,0.426,10,49.9,2.84
,11:01:06,5,3590,3429.5,2.96,13.3,7,22,0.427,10,49.9,2.86
,11:01:07,5,3590,3430.5,2.97,13.3,7,22,0.429,10,49.9,2.87
,11:01:08,5,3590,3431.5,2.97,13.3,7,22,0.43,10,49.9,2.87
,11:01:09,5,3590,3432.5,2.98,13.3,7,22,0.43,10,49.9,2.88
,11:01:10,5,3590,3433.5,2.98,13.3,7,22,0.431,10,50,2.88
,11:01:11,5,3590,3434.5,2.98,13.3,7,21,0.431,10,49.9,2.88
,11:01:12,5,3590,3435.5,2.98,13.3,7,21,0.431,10,49.9,2.88
,11:01:13,5,3590,3436.5,2.99,13.3,7,21,0.432,10,50,2.89
,11:01:14,5,3590,3437.5,3,13.3,7,21,0.418,10,50,2.89
,11:01:15,5,3590,3438.5,2.99,13.3,7,21,0.417,10,49.9,2.89
,11:01:16,5,3590,3439.5,2.98,13.3,7,21,0.431,10,49.9,2.88
,11:01:17,5,3590,3440.5,2.99,13.3,7,21,0.431,10,49.9,2.89
,11:01:18,5,3590,3441.5,3,13.3,7,21,0.403,10,49.9,2.89
,11:01:19,5,3590,3442.5,3,13.3,8,21,0.39,10,49.9,2.89
,11:01:20,5,3590,3443.5,2.99,13.3,7,21,0.402,10,49.9,2.89
,11:01:21,5,3590,3444.5,2.99,13.3,7,22,0.431,10,49.9,2.88
,11:01:22,5,3590,3445.5,2.99,13.3,7,22,0.432,10,49.9,2.88
,11:01:23,5,3590,3446.5,2.98,13.3,7,22,0.43,10,49.9,2.87
,11:01:24,5,3590,3447.5,2.96,13.3,7,22,0.427,10,50,2.85
,11:01:25,5,3590,3448.5,2.95,13.3,7,22,0.426,10,50,2.84
,11:01:26,5,3590,3449.5,2.95,13.3,7,22,0.426,10,49.9,2.85
,11:01:27,5,3590,3450.5,2.96,13.3,7,22,0.428,10,50,2.86
,11:01:28,5,3590,3451.5,2.98,13.3,7,21,0.415,10,49.9,2.87
,11:01:29,5,3590,3452.5,2.98,13.3,7,21,0.4,10,49.9,2.87
,11:01:30,5,3590,3453.5,2.97,13.3,8,22,0.386,10,50,2.87
,11:01:31,5,3590,3454.5,2.96,13.3,7,21,0.398,10,49.9,2.86
,11:01:32,5,3590,3455.5,2.95,13.3,7,22,0.411,10,50,2.85
,11:01:33,5,3590,3456.5,2.96,13.3,7,22,0.412,10,50,2.85
