Data file,,NYLATRON_DRY_T21_N2.TSV,,,,,,,,,,
Configuration file,,TE77.CFG,,,,,,,,,,
Calibration file,,TE77.CAL,,,,,,,,,,
Test control file,,TIMOLOWPRESSURESAMPLES.TSF,,,,,,,,,,
,,,,,,,,,,,,
User,,Iestyn,,,,,,,,,,
Date,,28/03/2017,,,,,,,,,,
Lubricant,,Dry,,,,,,,,,,
Specimens,,Nylatron,,,,,,,,,,
Temp,,Room (20),,,,,,,,,,
Notes,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Test file variable V1 <Force> = 7,,,,,,,,,,,,
Test started at 10:03:56 on 28/03/2017,,,,,,,,,,,,
,Time,This Step,Step Time,Test Time,Friction Force (N),Frequency (Hz),Load (N),Specimen Temp (øC),Friction Coeff,Friction Range (N),Contact Pot (mV),Force Input (Volts)
Fast data in,,nylatron_dry_t21_n2-h001.tsv,,,,,,,,,,
,10:18:55,5,3590,898.5,2.4,13.3,7,21,0.361,10,49.9,2.32
,10:18:56,5,3590,899.5,2.42,13.3,7,21,0.349,10,49.9,2.33
,10:18:57,5,3590,900.5,2.44,13.3,7,21,0.352,10,49.9,2.36
,10:18:58,5,3590,901.5,2.46,13.3,7,21,0.342,10,49.9,2.37
,10:18:59,5,3590,902.5,2.46,13.3,7,21,0.342,10,49.9,2.37
,10:19:00,5,3590,903.5,2.44,13.3,7,21,0.34,10,49.9,2.36
,10:19:01,5,3590,904.5,2.43,13.3,7,21,0.338,10,49.9,2.34
,10:19:02,5,3590,905.5,2.42,13.3,7,21,0.337,10,49.9,2.33
,10:19:03,5,3590,906.5,2.42,13.3,7,21,0.349,10,49.9,2.33
,10:19:04,5,3590,907.5,2.43,13.3,7,21,0.351,10,49.9,2.34
,10:19:05,5,3590,908.5,2.44,13.3,7,21,0.352,10,49.9,2.35
,10:19:06,5,3590,909.5,2.45,13.3,7,21,0.341,10,49.9,2.37
,10:19:07,5,3590,910.5,2.46,13.3,7,21,0.343,10,49.9,2.38
,10:19:08,5,3590,911.5,2.47,13.3,7,21,0.343,10,49.9,2.38
,10:19:09,5,3590,912.5,2.46,13.3,7,21,0.342,10,49.9,2.37
,10:19:10,5,3590,913.5,2.44,13.3,7,21,0.352,10,49.9,2.35
,10:19:11,5,3590,914.5,2.44,13.3,7,21,0.352,10,49.9,2.35
,10:19:12,5,3590,915.5,2.45,13.3,7,21,0.341,10,49.9,2.37
,10:19:13,5,3590,916.5,2.46,13.3,7,21,0.343,10,49.9,2.38
,10:19:14,5,3590,917.5,2.46,13.3,7,21,0.343,10,49.9,2.38
,10:19:15,5,3590,918.5,2.45,13.3,7,21,0.342,10,49.9,2.37
,10:19:16,5,3590,919.5,2.42,13.3,7,21,0.337,10,49.9,2.33
,10:19:17,5,3590,920.5,2.39,13.3,7,21,0.345,10,49.9,2.3
,10:19:18,5,3590,921.5,2.37,13.3,7,21,0.343,10,49.9,2.29
,10:19:19,5,3590,922.5,2.39,13.3,7,21,0.345,10,49.9,2.31
,10:19:20,5,3590,923.5,2.41,13.3,7,21,0.336,10,49.9,2.33
,10:19:21,5,3590,924.5,2.43,13.3,7,21,0.35,10,49.9,2.34
,10:19:22,5,3590,925.5,2.43,13.3,7,21,0.351,10,49.9,2.34
,10:19:23,5,3590,926.5,2.43,13.3,7,21,0.35,10,49.9,2.34
,10:19:24,5,3590,927.5,2.43,13.3,7,21,0.35,10,49.9,2.34
,10:19:25,5,3590,928.5,2.43,13.3,7,21,0.338,10,49.9,2.35
,10:19:26,5,3590,929.5,2.44,13.3,7,21,0.339,10,49.9,2.35
,10:19:27,5,3590,930.5,2.44,13.3,7,21,0.34,10,49.9,2.36
,10:19:28,5,3590,931.5,2.45,13.3,7,21,0.341,10,49.9,2.36
,10:19:29,5,3590,932.5,2.45,13.3,7,21,0.342,10,49.9,2.37
,10:19:30,5,3590,933.5,2.45,13.3,7,21,0.342,10,49.9,2.37
,10:19:31,5,3590,934.5,2.46,13.3,7,21,0.342,10,49.9,2.37
,10:19:32,5,3590,935.5,2.45,13.3,7,21,0.342,10,49.9,2.37
,10:19:33,5,3590,936.5,2.45,13.3,7,21,0.342,10,49.9,2.37
,10:19:34,5,3590,937.5,2.44,13.3,7,21,0.34,10,49.9,2.36
,10:19:35,5,3590,938.5,2.43,13.3,7,21,0.339,10,49.9,2.35
,10:19:36,5,3590,939.5,2.42,13.3,7,21,0.349,10,49.9,2.33
,10:19:37,5,3590,940.5,2.42,13.3,7,21,0.35,10,49.9,2.34
,10:19:38,5,3590,941.5,2.43,13.3,7,21,0.339,10,49.9,2.35
,10:19:39,5,3590,942.5,2.44,13.3,7,21,0.34,10,49.9,2.35
,10:19:40,5,3590,943.5,2.43,13.3,7,21,0.339,10,49.9,2.35
,10:19:41,5,3590,944.5,2.41,13.3,7,21,0.348,10,49.9,2.32
,10:19:42,5,3590,945.5,2.39,13.3,7,21,0.346,10,49.9,2.31
,10:19:43,5,3590,946.5,2.4,13.3,7,21,0.346,10,49.9,2.32
,10:19:44,5,3590,947.5,2.41,13.3,7,21,0.336,10,49.9,2.33
,10:19:45,5,3590,948.5,2.41,13.3,7,21,0.336,10,49.9,2.33
,10:19:46,5,3590,949.5,2.41,13.3,7,21,0.335,10,49.9,2.32
,10:19:47,5,3590,950.5,2.4,13.3,7,21,0.323,10,49.9,2.32
,10:19:48,5,3590,951.5,2.41,13.3,8,21,0.313,10,49.9,2.32
,10:19:49,5,3590,952.5,2.41,13.3,8,21,0.313,10,49.9,2.32
,10:19:50,5,3590,953.5,2.41,13.3,8,21,0.313,10,49.9,2.32
,10:19:51,5,3590,954.5,2.39,13.3,8,21,0.311,10,49.9,2.31
,10:19:52,5,3590,955.5,2.37,13.3,7,21,0.319,10,49.9,2.29
,10:19:53,5,3590,956.5,2.34,13.3,7,21,0.315,10,49.9,2.26
,10:19:54,5,3590,957.5,2.29,13.3,7,21,0.319,10,49.9,2.2
,10:19:55,5,3590,958.5,2.21,13.3,7,21,0.319,10,49.9,2.12
,10:19:56,5,3590,959.5,2.13,13.3,7,21,0.319,10,49.9,2.05
,10:19:57,5,3590,960.5,2.1,13.3,7,21,0.303,10,49.9,2.02
,10:19:58,5,3590,961.5,2.09,13.3,7,21,0.302,10,49.9,2.02
,10:19:59,5,3590,962.5,2.1,13.3,7,21,0.303,10,49.9,2.03
,10:20:00,5,3590,963.5,2.1,13.3,7,21,0.304,10,49.9,2.03
,10:20:01,5,3590,964.5,2.13,13.3,7,21,0.296,10,49.9,2.06
,10:20:02,5,3590,965.5,2.13,13.3,7,21,0.297,10,49.9,2.06
,10:20:03,5,3590,966.5,2.13,13.3,7,21,0.296,10,49.9,2.05
,10:20:04,5,3590,967.5,2.11,13.3,7,21,0.293,10,49.9,2.03
,10:20:05,5,3590,968.5,2.1,13.3,7,21,0.293,10,49.9,2.03
,10:20:06,5,3590,969.5,2.09,13.3,7,21,0.291,10,49.9,2.02
,10:20:07,5,3590,970.5,2.09,13.3,7,21,0.291,10,49.9,2.01
,10:20:08,5,3590,971.5,2.08,13.3,7,21,0.29,10,49.9,2.01
,10:20:09,5,3590,972.5,2.09,13.3,7,21,0.291,10,49.9,2.01
,10:20:10,5,3590,973.5,2.09,13.3,7,21,0.281,10,49.9,2.02
,10:20:11,5,3590,974.5,2.1,13.3,7,21,0.292,10,49.9,2.03
,10:20:12,5,3590,975.5,2.1,13.3,7,21,0.303,10,49.9,2.03
,10:20:13,5,3590,976.5,2.11,13.3,7,21,0.305,10,49.9,2.04
,10:20:14,5,3590,977.5,2.12,13.3,7,21,0.306,10,49.9,2.04
,10:20:15,5,3590,978.5,2.13,13.3,7,21,0.307,10,49.9,2.06
,10:20:16,5,3590,979.5,2.14,13.3,7,21,0.321,10,49.9,2.07
,10:20:17,5,3590,980.5,2.15,13.3,7,21,0.323,10,49.9,2.08
,10:20:18,5,3590,981.5,2.17,13.3,7,21,0.314,10,49.9,2.1
,10:20:19,5,3590,982.5,2.19,13.3,7,21,0.317,10,49.9,2.12
,10:20:20,5,3590,983.5,2.21,13.3,7,21,0.307,10,49.9,2.13
,10:20:21,5,3590,984.5,2.2,13.3,7,21,0.318,10,49.9,2.13
,10:20:22,5,3590,985.5,2.21,13.3,7,21,0.319,10,49.9,2.13
,10:20:23,5,3590,986.5,2.22,13.3,7,21,0.309,10,49.9,2.14
,10:20:24,5,3590,987.5,2.22,13.3,7,21,0.321,10,49.9,2.15
,10:20:25,5,3590,988.5,2.23,13.3,7,21,0.323,10,49.9,2.16
,10:20:26,5,3590,989.5,2.25,13.3,7,21,0.325,10,49.9,2.17
,10:20:27,5,3590,990.5,2.27,13.3,7,21,0.316,10,49.9,2.19
,10:20:28,5,3590,991.5,2.26,13.3,7,21,0.315,10,49.9,2.18
,10:20:29,5,3590,992.5,2.26,13.3,7,21,0.339,10,49.9,2.18
,10:20:30,5,3590,993.5,2.27,13.3,7,21,0.34,10,49.9,2.19
,10:20:31,5,3590,994.5,2.3,13.3,7,21,0.345,10,49.9,2.22
,10:20:32,5,3590,995.5,2.33,13.3,7,21,0.336,10,49.9,2.25
,10:20:33,5,3590,996.5,2.34,13.3,7,21,0.338,10,49.9,2.26
,10:20:34,5,3590,997.5,2.34,13.3,7,21,0.339,10,49.9,2.26
,10:20:35,5,3590,998.5,2.34,13.3,7,21,0.326,10,49.9,2.26
,10:20:36,5,3590,999.5,2.35,13.3,7,21,0.316,10,49.9,2.27
,10:20:37,5,3590,1000.5,2.36,13.3,7,21,0.329,10,49.9,2.28
,10:20:38,5,3590,1001.5,2.37,13.3,7,21,0.33,10,49.9,2.28
,10:20:39,5,3590,1002.5,2.37,13.3,7,21,0.33,10,49.9,2.29
,10:20:40,5,3590,1003.5,2.37,13.3,7,21,0.331,10,49.9,2.29
,10:20:41,5,3590,1004.5,2.37,13.3,7,21,0.319,10,49.9,2.29
,10:20:42,5,3590,1005.5,2.37,13.3,7,21,0.319,10,49.9,2.29
,10:20:43,5,3590,1006.5,2.36,13.3,7,21,0.329,10,49.9,2.28
,10:20:44,5,3590,1007.5,2.35,13.3,7,21,0.327,10,49.9,2.26
,10:20:45,5,3590,1008.5,2.33,13.3,7,21,0.337,10,49.9,2.25
,10:20:46,5,3590,1009.5,2.34,13.3,7,21,0.326,10,49.9,2.26
,10:20:47,5,3590,1010.5,2.35,13.3,7,21,0.327,10,49.9,2.26
,10:20:48,5,3590,1011.5,2.35,13.3,7,21,0.316,10,49.9,2.27
,10:20:49,5,3590,1012.5,2.34,13.3,7,21,0.314,10,49.9,2.25
,10:20:50,5,3590,1013.5,2.33,13.3,7,21,0.313,10,49.9,2.25
,10:20:51,5,3590,1014.5,2.32,13.3,7,21,0.312,10,49.9,2.24
,10:20:52,5,3590,1015.5,2.31,13.3,7,21,0.311,10,49.9,2.24
,10:20:53,5,3590,1016.5,2.32,13.3,7,21,0.323,10,49.9,2.24
,10:20:54,5,3590,1017.5,2.32,13.3,7,21,0.323,10,49.9,2.24
,10:20:55,5,3590,1018.5,2.32,13.3,7,21,0.324,10,49.9,2.24
,10:20:56,5,3590,1019.5,2.31,13.3,7,21,0.334,10,49.9,2.23
,10:20:57,5,3590,1020.5,2.31,13.3,7,21,0.333,10,49.9,2.22
,10:20:58,5,3590,1021.5,2.3,13.3,7,21,0.332,10,49.9,2.22
,10:20:59,5,3590,1022.5,2.31,13.3,7,21,0.347,10,49.9,2.23
,10:21:00,5,3590,1023.5,2.33,13.3,7,21,0.35,10,49.9,2.25
,10:21:01,5,3590,1024.5,2.36,13.3,7,21,0.34,10,49.9,2.28
,10:21:02,5,3590,1025.5,2.37,13.3,7,21,0.356,10,49.9,2.29
,10:21:03,5,3590,1026.5,2.38,13.3,7,21,0.344,10,49.9,2.3
,10:21:04,5,3590,1027.5,2.39,13.3,7,21,0.345,10,49.9,2.31
,10:21:05,5,3590,1028.5,2.4,13.3,7,21,0.346,10,49.9,2.31
,10:21:06,5,3590,1029.5,2.4,13.3,7,21,0.347,10,49.9,2.32
,10:21:07,5,3590,1030.5,2.4,13.3,7,21,0.347,10,49.9,2.32
,10:21:08,5,3590,1031.5,2.4,13.3,7,21,0.347,10,49.9,2.32
,10:21:09,5,3590,1032.5,2.4,13.3,7,21,0.335,10,49.9,2.32
,10:21:10,5,3590,1033.5,2.41,13.3,7,21,0.324,10,49.9,2.32
,10:21:11,5,3590,1034.5,2.41,13.3,8,21,0.313,10,49.9,2.32
,10:21:12,5,3590,1035.5,2.39,13.3,7,21,0.333,10,49.9,2.31
,10:21:13,5,3590,1036.5,2.38,13.3,7,21,0.344,10,49.9,2.3
,10:21:14,5,3590,1037.5,2.38,13.3,7,21,0.357,10,49.9,2.3
,10:21:15,5,3590,1038.5,2.4,13.3,7,21,0.36,10,49.9,2.32
,10:21:16,5,3590,1039.5,2.42,13.3,7,21,0.364,10,49.9,2.34
,10:21:17,5,3590,1040.5,2.45,13.3,7,21,0.353,10,49.9,2.36
,10:21:18,5,3590,1041.5,2.45,13.3,7,21,0.354,10,49.9,2.36
,10:21:19,5,3590,1042.5,2.44,13.3,7,21,0.353,10,49.9,2.36
,10:21:20,5,3590,1043.5,2.43,13.3,7,21,0.351,10,49.9,2.35
,10:21:21,5,3590,1044.5,2.43,13.3,7,21,0.352,10,49.9,2.35
,10:21:22,5,3590,1045.5,2.44,13.3,7,21,0.352,10,49.9,2.36
,10:21:23,5,3590,1046.5,2.46,13.3,7,21,0.355,10,49.9,2.37
,10:21:24,5,3590,1047.5,2.47,13.3,7,21,0.357,10,49.9,2.39
,10:21:25,5,3590,1048.5,2.5,13.3,7,21,0.348,10,49.9,2.41
,10:21:26,5,3590,1049.5,2.49,13.3,7,21,0.347,10,49.9,2.4
,10:21:27,5,3590,1050.5,2.47,13.3,7,21,0.345,10,49.9,2.39
,10:21:28,5,3590,1051.5,2.45,13.3,7,21,0.33,10,49.9,2.36
,10:21:29,5,3590,1052.5,2.44,13.3,8,21,0.317,10,49.9,2.35
,10:21:30,5,3590,1053.5,2.43,13.3,8,21,0.316,10,49.9,2.34
,10:21:31,5,3590,1054.5,2.43,13.3,7,21,0.326,10,49.9,2.34
,10:21:32,5,3590,1055.5,2.43,13.3,7,21,0.339,10,49.9,2.35
,10:21:33,5,3590,1056.5,2.43,13.3,7,21,0.35,10,49.9,2.34
,10:21:34,5,3590,1057.5,2.43,13.3,7,21,0.351,10,49.9,2.35
,10:21:35,5,3590,1058.5,2.44,13.3,7,21,0.352,10,49.9,2.35
,10:21:36,5,3590,1059.5,2.45,13.3,7,21,0.354,10,49.9,2.36
,10:21:37,5,3590,1060.5,2.45,13.3,7,21,0.354,10,49.9,2.36
,10:21:38,5,3590,1061.5,2.42,13.3,7,21,0.363,10,49.9,2.33
,10:21:39,5,3590,1062.5,2.38,13.3,7,21,0.344,10,49.9,2.3
,10:21:40,5,3590,1063.5,2.35,13.3,7,21,0.339,10,49.9,2.26
,10:21:41,5,3590,1064.5,2.34,13.3,7,21,0.337,10,49.9,2.25
,10:21:42,5,3590,1065.5,2.33,13.3,7,21,0.336,10,49.9,2.25
,10:21:43,5,3590,1066.5,2.32,13.3,7,21,0.336,10,49.9,2.24
,10:21:44,5,3590,1067.5,2.33,13.3,7,21,0.336,10,49.9,2.25
,10:21:45,5,3590,1068.5,2.35,13.3,7,21,0.339,10,49.9,2.27
,10:21:46,5,3590,1069.5,2.38,13.3,7,21,0.331,10,49.9,2.3
,10:21:47,5,3590,1070.5,2.38,13.3,7,21,0.332,10,49.9,2.3
,10:21:48,5,3590,1071.5,2.37,13.3,7,21,0.342,10,49.9,2.29
,10:21:49,5,3590,1072.5,2.37,13.3,7,21,0.342,10,49.9,2.29
,10:21:50,5,3590,1073.5,2.39,13.3,7,21,0.333,10,49.9,2.31
,10:21:51,5,3590,1074.5,2.41,13.3,7,21,0.335,10,49.9,2.32
,10:21:52,5,3590,1075.5,2.4,13.3,7,21,0.347,10,49.9,2.32
,10:21:53,5,3590,1076.5,2.41,13.3,7,21,0.348,10,49.9,2.32
,10:21:54,5,3590,1077.5,2.41,13.3,7,21,0.336,10,49.9,2.33
,10:21:55,5,3590,1078.5,2.42,13.3,7,21,0.337,10,49.9,2.33
,10:21:56,5,3590,1079.5,2.41,13.3,7,21,0.336,10,49.9,2.33
,10:21:57,5,3590,1080.5,2.41,13.3,7,21,0.335,10,49.9,2.32
,10:21:58,5,3590,1081.5,2.42,13.3,7,21,0.349,10,49.9,2.33
,10:21:59,5,3590,1082.5,2.44,13.3,7,21,0.339,10,49.9,2.35
,10:22:00,5,3590,1083.5,2.45,13.3,7,21,0.329,10,49.9,2.36
,10:22:01,5,3590,1084.5,2.45,13.3,7,21,0.329,10,49.9,2.36
,10:22:02,5,3590,1085.5,2.44,13.3,8,21,0.317,10,49.9,2.36
,10:22:03,5,3590,1086.5,2.44,13.3,8,21,0.318,10,49.9,2.36
,10:22:04,5,3590,1087.5,2.44,13.3,8,21,0.317,10,49.9,2.35
,10:22:05,5,3590,1088.5,2.42,13.3,8,21,0.315,10,49.9,2.34
,10:22:06,5,3590,1089.5,2.4,13.3,7,21,0.334,10,49.9,2.31
,10:22:07,5,3590,1090.5,2.38,13.3,7,21,0.344,10,49.9,2.3
,10:22:08,5,3590,1091.5,2.38,13.3,7,21,0.356,10,49.9,2.29
,10:22:09,5,3590,1092.5,2.39,13.3,7,21,0.359,10,49.9,2.31
,10:22:10,5,3590,1093.5,2.41,13.3,7,21,0.348,10,49.9,2.33
,10:22:11,5,3590,1094.5,2.43,13.3,7,21,0.351,10,49.9,2.35
,10:22:12,5,3590,1095.5,2.44,13.3,7,21,0.353,10,49.9,2.36
,10:22:13,5,3590,1096.5,2.45,13.3,7,21,0.354,10,49.9,2.37
,10:22:14,5,3590,1097.5,2.46,13.3,7,21,0.355,10,49.9,2.37
,10:22:15,5,3590,1098.5,2.46,13.3,7,21,0.355,10,49.9,2.37
,10:22:16,5,3590,1099.5,2.46,13.3,7,21,0.355,10,49.9,2.37
,10:22:17,5,3590,1100.5,2.45,13.3,7,21,0.354,10,49.9,2.36
,10:22:18,5,3590,1101.5,2.45,13.3,7,21,0.341,10,49.9,2.36
,10:22:19,5,3590,1102.5,2.45,13.3,7,21,0.342,10,49.9,2.37
,10:22:20,5,3590,1103.5,2.46,13.3,8,21,0.32,10,49.9,2.38
,10:22:21,5,3590,1104.5,2.47,13.3,8,21,0.322,10,49.9,2.39
,10:22:22,5,3590,1105.5,2.48,13.3,7,21,0.334,10,49.9,2.39
,10:22:23,5,3590,1106.5,2.47,13.3,7,21,0.357,10,49.9,2.38
,10:22:24,5,3590,1107.5,2.45,13.3,7,21,0.354,10,49.9,2.37
,10:22:25,5,3590,1108.5,2.45,13.3,7,21,0.354,10,49.9,2.36
,10:22:26,5,3590,1109.5,2.44,13.3,7,21,0.352,10,49.9,2.35
,10:22:27,5,3590,1110.5,2.4,13.3,7,21,0.347,10,49.9,2.31
,10:22:28,5,3590,1111.5,2.35,13.3,7,21,0.34,10,49.9,2.26
,10:22:29,5,3590,1112.5,2.32,13.3,7,21,0.335,10,49.9,2.24
,10:22:30,5,3590,1113.5,2.32,13.3,7,21,0.335,10,49.9,2.24
,10:22:31,5,3590,1114.5,2.33,13.3,7,21,0.324,10,49.9,2.25
,10:22:32,5,3590,1115.5,2.34,13.3,7,21,0.325,10,49.9,2.25
,10:22:33,5,3590,1116.5,2.34,13.3,7,21,0.326,10,49.9,2.26
,10:22:34,5,3590,1117.5,2.35,13.3,7,21,0.34,10,49.9,2.27
,10:22:35,5,3590,1118.5,2.36,13.3,7,21,0.341,10,49.9,2.28
,10:22:36,5,3590,1119.5,2.36,13.3,7,21,0.341,10,49.9,2.28
,10:22:37,5,3590,1120.5,2.36,13.3,7,21,0.341,10,49.9,2.28
,10:22:38,5,3590,1121.5,2.36,13.3,7,21,0.341,10,49.9,2.28
,10:22:39,5,3590,1122.5,2.37,13.3,7,21,0.342,10,49.9,2.29
,10:22:40,5,3590,1123.5,2.38,13.3,7,21,0.343,10,49.9,2.29
,10:22:41,5,3590,1124.5,2.39,13.3,7,21,0.345,10,49.9,2.3
,10:22:42,5,3590,1125.5,2.41,13.3,7,21,0.348,10,49.9,2.33
,10:22:43,5,3590,1126.5,2.43,13.3,7,21,0.339,10,49.9,2.35
,10:22:44,5,3590,1127.5,2.44,13.3,7,21,0.328,10,49.9,2.35
,10:22:45,5,3590,1128.5,2.43,13.3,7,21,0.327,10,49.9,2.34
,10:22:46,5,3590,1129.5,2.42,13.3,7,21,0.326,10,49.9,2.34
,10:22:47,5,3590,1130.5,2.43,13.3,7,21,0.326,10,49.9,2.34
,10:22:48,5,3590,1131.5,2.43,13.3,7,21,0.339,10,49.9,2.35
,10:22:49,5,3590,1132.5,2.44,13.3,7,21,0.352,10,49.9,2.35
,10:22:50,5,3590,1133.5,2.44,13.3,7,21,0.34,10,49.9,2.35
,10:22:51,5,3590,1134.5,2.44,13.3,7,21,0.353,10,49.9,2.36
,10:22:52,5,3590,1135.5,2.44,13.3,7,21,0.366,10,49.9,2.36
,10:22:53,5,3590,1136.5,2.45,13.3,7,21,0.354,10,49.9,2.37
,10:22:54,5,3590,1137.5,2.46,13.3,7,21,0.355,10,49.9,2.37
,10:22:55,5,3590,1138.5,2.46,13.3,7,21,0.342,10,49.9,2.37
,10:22:56,5,3590,1139.5,2.45,13.3,7,21,0.354,10,49.9,2.36
,10:22:57,5,3590,1140.5,2.44,13.3,7,21,0.353,10,49.9,2.36
,10:22:58,5,3590,1141.5,2.46,13.3,7,21,0.343,10,49.9,2.38
,10:22:59,5,3590,1142.5,2.47,13.3,7,21,0.343,10,49.9,2.38
,10:23:00,5,3590,1143.5,2.44,13.3,7,21,0.328,10,49.9,2.35
,10:23:01,5,3590,1144.5,2.39,13.3,7,21,0.321,10,49.9,2.3
,10:23:02,5,3590,1145.5,2.35,13.3,7,21,0.316,10,49.9,2.26
,10:23:03,5,3590,1146.5,2.33,13.3,7,21,0.325,10,49.9,2.25
,10:23:04,5,3590,1147.5,2.34,13.3,7,21,0.338,10,49.9,2.26
,10:23:05,5,3590,1148.5,2.35,13.3,7,21,0.34,10,49.9,2.27
,10:23:06,5,3590,1149.5,2.37,13.3,7,21,0.342,10,49.9,2.29
,10:23:07,5,3590,1150.5,2.38,13.3,7,21,0.343,10,49.9,2.29
,10:23:08,5,3590,1151.5,2.38,13.3,7,21,0.344,10,49.9,2.3
,10:23:09,5,3590,1152.5,2.39,13.3,7,21,0.332,10,49.9,2.3
,10:23:10,5,3590,1153.5,2.4,13.3,7,21,0.334,10,49.9,2.32
,10:23:11,5,3590,1154.5,2.41,13.3,7,21,0.324,10,49.9,2.32
,10:23:12,5,3590,1155.5,2.41,13.3,7,21,0.336,10,49.9,2.33
,10:23:13,5,3590,1156.5,2.42,13.3,7,21,0.349,10,49.9,2.33
,10:23:14,5,3590,1157.5,2.43,13.3,7,21,0.35,10,49.9,2.34
,10:23:15,5,3590,1158.5,2.43,13.3,7,21,0.351,10,49.9,2.35
,10:23:16,5,3590,1159.5,2.44,13.3,7,21,0.352,10,49.9,2.35
,10:23:17,5,3590,1160.5,2.45,13.3,7,21,0.353,10,49.9,2.36
,10:23:18,5,3590,1161.5,2.45,13.3,7,21,0.354,10,49.9,2.37
,10:23:19,5,3590,1162.5,2.46,13.3,7,21,0.355,10,49.9,2.37
,10:23:20,5,3590,1163.5,2.46,13.3,7,21,0.356,10,49.9,2.38
,10:23:21,5,3590,1164.5,2.47,13.3,7,21,0.357,10,49.9,2.39
,10:23:22,5,3590,1165.5,2.48,13.3,7,21,0.358,10,49.9,2.4
,10:23:23,5,3590,1166.5,2.5,13.3,7,21,0.348,10,49.9,2.41
,10:23:24,5,3590,1167.5,2.5,13.3,7,21,0.336,10,49.9,2.41
,10:23:25,5,3590,1168.5,2.5,13.3,8,21,0.325,10,49.9,2.41
,10:23:26,5,3590,1169.5,2.48,13.3,7,21,0.334,10,49.9,2.39
,10:23:27,5,3590,1170.5,2.47,13.3,7,21,0.344,10,49.9,2.38
,10:23:28,5,3590,1171.5,2.46,13.3,7,21,0.355,10,49.9,2.37
,10:23:29,5,3590,1172.5,2.45,13.3,7,21,0.354,10,49.9,2.36
,10:23:30,5,3590,1173.5,2.44,13.3,7,21,0.352,10,49.9,2.35
,10:23:31,5,3590,1174.5,2.43,13.3,7,21,0.35,10,49.9,2.34
,10:23:32,5,3590,1175.5,2.41,13.3,7,21,0.348,10,49.9,2.32
,10:23:33,5,3590,1176.5,2.39,13.3,7,21,0.345,10,49.9,2.31
,10:23:34,5,3590,1177.5,2.38,13.3,7,21,0.32,10,49.9,2.29
,10:23:35,5,3590,1178.5,2.36,13.3,7,21,0.318,10,49.9,2.28
,10:23:36,5,3590,1179.5,2.35,13.3,7,21,0.328,10,49.9,2.27
,10:23:37,5,3590,1180.5,2.35,13.3,7,21,0.339,10,49.9,2.26
,10:23:38,5,3590,1181.5,2.35,13.3,7,21,0.34,10,49.9,2.27
,10:23:39,5,3590,1182.5,2.36,13.3,7,21,0.341,10,49.9,2.28
,10:23:40,5,3590,1183.5,2.37,13.3,7,21,0.342,10,49.9,2.28
,10:23:41,5,3590,1184.5,2.37,13.3,7,21,0.342,10,49.9,2.29
,10:23:42,5,3590,1185.5,2.37,13.3,7,21,0.331,10,49.9,2.29
,10:23:43,5,3590,1186.5,2.39,13.3,7,21,0.321,10,49.9,2.3
,10:23:44,5,3590,1187.5,2.39,13.3,7,21,0.333,10,49.9,2.31
,10:23:45,5,3590,1188.5,2.39,13.3,7,21,0.345,10,49.9,2.31
,10:23:46,5,3590,1189.5,2.38,13.3,7,21,0.344,10,49.9,2.3
,10:23:47,5,3590,1190.5,2.38,13.3,7,21,0.344,10,49.9,2.3
,10:23:48,5,3590,1191.5,2.38,13.3,7,21,0.344,10,49.9,2.3
,10:23:49,5,3590,1192.5,2.39,13.3,7,21,0.358,10,49.9,2.31
,10:23:50,5,3590,1193.5,2.4,13.3,7,21,0.347,10,49.9,2.32
,10:23:51,5,3590,1194.5,2.42,13.3,7,21,0.35,10,49.9,2.34
,10:23:52,5,3590,1195.5,2.44,13.3,7,21,0.328,10,49.9,2.35
,10:23:53,5,3590,1196.5,2.43,13.3,8,21,0.316,10,49.9,2.34
,10:23:54,5,3590,1197.5,2.42,13.3,7,21,0.325,10,49.9,2.33
,10:23:55,5,3590,1198.5,2.4,13.3,7,21,0.334,10,49.9,2.31
,10:23:56,5,3590,1199.5,2.4,13.3,7,21,0.347,10,49.9,2.32
,10:23:57,5,3590,1200.5,2.41,13.3,7,21,0.348,10,49.9,2.33
,10:23:58,5,3590,1201.5,2.42,13.3,7,21,0.35,10,49.9,2.34
,10:23:59,5,3590,1202.5,2.44,13.3,7,21,0.352,10,49.9,2.35
,10:24:00,5,3590,1203.5,2.45,13.3,7,21,0.353,10,49.9,2.36
,10:24:01,5,3590,1204.5,2.45,13.3,7,21,0.33,10,49.9,2.37
,10:24:02,5,3590,1205.5,2.46,13.3,7,21,0.342,10,49.9,2.38
,10:24:03,5,3590,1206.5,2.46,13.3,7,21,0.355,10,49.9,2.38
,10:24:04,5,3590,1207.5,2.46,13.3,7,21,0.355,10,49.9,2.37
,10:24:05,5,3590,1208.5,2.45,13.3,7,21,0.354,10,49.9,2.37
,10:24:06,5,3590,1209.5,2.45,13.3,7,21,0.354,10,49.9,2.36
,10:24:07,5,3590,1210.5,2.45,13.3,7,21,0.354,10,49.9,2.37
,10:24:08,5,3590,1211.5,2.45,13.3,7,21,0.354,10,49.9,2.37
,10:24:09,5,3590,1212.5,2.46,13.3,7,21,0.342,10,49.9,2.37
,10:24:10,5,3590,1213.5,2.46,13.3,7,21,0.343,10,49.9,2.38
