s,,DELRIN_DRY_T12_PO5.TSV,,,,,,,,,,
Configuration file,,TE77.CFG,,,,,,,,,,
Calibration file,,TE77.CAL,,,,,,,,,,
Test control file,,TIMOLOWPRESSURESAMPLES.TSF,,,,,,,,,,
,,,,,,,,,,,,
User,,Iestyn,,,,,,,,,,
Date,,23/03/2017,,,,,,,,,,
Lubricant,,Dry,,,,,,,,,,
Specimens,,Delrin,,,,,,,,,,
Temp,,Room (20),,,,,,,,,,
Notes,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Test file variable V1 <Force> = 7,,,,,,,,,,,,
Test started at 15:55:56 on 23/03/2017,,,,,,,,,,,,
,Time,This Step,Step Time,Test Time,Friction Force (N),Frequency (Hz),Load (N),Specimen Temp (øC),Friction Coeff ( ),Friction Range (N),Contact Pot (mV),Force Input (Volts)
Fast data in,,delrin_dry_t12_po5-h001.tsv,,,,,,,,,,
,16:15:40,5,3590,1183.6,2.73,13.3,7,23,0.394,10,49.9,2.63
,16:15:41,5,3590,1184.6,2.73,13.3,7,23,0.394,10,49.9,2.63
,16:15:42,5,3590,1185.6,2.72,13.3,7,23,0.379,10,49.8,2.62
,16:15:43,5,3590,1186.6,2.71,13.3,7,23,0.378,10,49.8,2.62
,16:15:44,5,3590,1187.6,2.71,13.3,7,23,0.378,10,49.9,2.62
,16:15:45,5,3590,1188.6,2.71,13.3,7,23,0.392,10,49.9,2.62
,16:15:46,5,3590,1189.6,2.72,13.3,7,23,0.379,10,49.9,2.63
,16:15:47,5,3590,1190.6,2.72,13.3,7,23,0.379,10,49.9,2.63
,16:15:48,5,3590,1191.6,2.72,13.3,7,23,0.366,10,49.9,2.62
,16:15:49,5,3590,1192.6,2.71,13.3,8,23,0.352,10,49.9,2.61
,16:15:50,5,3590,1193.6,2.7,13.3,7,23,0.363,10,49.9,2.6
,16:15:51,5,3590,1194.6,2.69,13.3,7,23,0.388,10,49.9,2.59
,16:15:52,5,3590,1195.6,2.68,13.3,7,23,0.387,10,49.9,2.59
,16:15:53,5,3590,1196.6,2.68,13.3,7,23,0.387,10,49.9,2.59
,16:15:54,5,3590,1197.6,2.68,13.3,7,23,0.387,10,49.9,2.59
,16:15:55,5,3590,1198.6,2.69,13.3,7,23,0.388,10,49.9,2.59
,16:15:56,5,3590,1199.6,2.7,13.3,7,23,0.39,10,49.9,2.6
,16:15:57,5,3590,1200.6,2.71,13.3,7,23,0.392,10,49.8,2.62
,16:15:58,5,3590,1201.6,2.72,13.3,7,23,0.379,10,49.8,2.63
,16:15:59,5,3590,1202.6,2.72,13.3,7,23,0.379,10,49.9,2.63
,16:16:00,5,3590,1203.6,2.71,13.3,7,23,0.378,10,49.8,2.61
,16:16:01,5,3590,1204.6,2.69,13.3,7,23,0.389,10,49.9,2.6
,16:16:02,5,3590,1205.6,2.69,13.3,7,23,0.375,10,49.9,2.6
,16:16:03,5,3590,1206.6,2.7,13.3,7,23,0.376,10,49.8,2.6
,16:16:04,5,3590,1207.6,2.71,13.3,7,23,0.364,10,49.9,2.61
,16:16:05,5,3590,1208.6,2.71,13.3,7,23,0.378,10,49.8,2.62
,16:16:06,5,3590,1209.6,2.71,13.3,7,23,0.365,10,49.9,2.62
,16:16:07,5,3590,1210.6,2.71,13.3,7,23,0.378,10,49.8,2.62
,16:16:08,5,3590,1211.6,2.7,13.3,7,23,0.377,10,49.9,2.61
,16:16:09,5,3590,1212.6,2.7,13.3,7,23,0.389,10,49.9,2.6
,16:16:10,5,3590,1213.6,2.69,13.3,7,23,0.404,10,49.9,2.6
,16:16:11,5,3590,1214.6,2.7,13.3,7,23,0.39,10,49.9,2.6
,16:16:12,5,3590,1215.6,2.71,13.3,7,23,0.392,10,49.9,2.62
,16:16:13,5,3590,1216.6,2.73,13.3,7,23,0.38,10,49.9,2.63
,16:16:14,5,3590,1217.6,2.73,13.3,7,23,0.395,10,49.9,2.64
,16:16:15,5,3590,1218.6,2.73,13.3,7,23,0.38,10,49.8,2.63
,16:16:16,5,3590,1219.6,2.72,13.3,7,23,0.365,10,49.9,2.62
,16:16:17,5,3590,1220.6,2.71,13.3,7,23,0.377,10,49.9,2.61
,16:16:18,5,3590,1221.6,2.7,13.3,7,23,0.39,10,49.9,2.61
,16:16:19,5,3590,1222.6,2.71,13.3,7,23,0.377,10,49.9,2.61
,16:16:20,5,3590,1223.6,2.7,13.3,7,23,0.377,10,49.9,2.61
,16:16:21,5,3590,1224.6,2.7,13.3,7,23,0.377,10,49.8,2.61
,16:16:22,5,3590,1225.6,2.7,13.3,7,23,0.377,10,49.9,2.61
,16:16:23,5,3590,1226.6,2.71,13.3,7,23,0.377,10,49.9,2.61
,16:16:24,5,3590,1227.6,2.71,13.3,7,23,0.392,10,49.9,2.62
,16:16:25,5,3590,1228.6,2.71,13.3,7,23,0.392,10,49.9,2.62
,16:16:26,5,3590,1229.6,2.71,13.3,7,23,0.391,10,49.9,2.61
,16:16:27,5,3590,1230.6,2.72,13.3,7,23,0.392,10,49.8,2.62
,16:16:28,5,3590,1231.6,2.72,13.3,7,23,0.393,10,49.9,2.63
,16:16:29,5,3590,1232.6,2.73,13.3,7,23,0.395,10,49.9,2.64
,16:16:30,5,3590,1233.6,2.74,13.3,7,23,0.396,10,49.9,2.64
,16:16:31,5,3590,1234.6,2.74,13.3,7,23,0.381,10,49.9,2.64
,16:16:32,5,3590,1235.6,2.73,13.3,7,23,0.38,10,49.9,2.63
,16:16:33,5,3590,1236.6,2.72,13.3,7,23,0.366,10,49.9,2.62
,16:16:34,5,3590,1237.6,2.71,13.3,7,23,0.378,10,49.9,2.62
,16:16:35,5,3590,1238.6,2.72,13.3,7,23,0.393,10,49.9,2.63
,16:16:36,5,3590,1239.6,2.74,13.3,7,23,0.395,10,49.9,2.64
,16:16:37,5,3590,1240.6,2.74,13.3,7,23,0.396,10,49.9,2.65
,16:16:38,5,3590,1241.6,2.74,13.3,7,23,0.395,10,49.9,2.64
,16:16:39,5,3590,1242.6,2.73,13.3,7,23,0.38,10,49.8,2.63
,16:16:40,5,3590,1243.6,2.72,13.3,7,23,0.378,10,49.9,2.62
,16:16:41,5,3590,1244.6,2.71,13.3,7,23,0.392,10,49.9,2.62
,16:16:42,5,3590,1245.6,2.73,13.3,7,23,0.38,10,49.9,2.63
,16:16:43,5,3590,1246.6,2.74,13.3,7,23,0.368,10,49.9,2.64
,16:16:44,5,3590,1247.6,2.74,13.3,7,23,0.368,10,49.9,2.64
,16:16:45,5,3590,1248.6,2.73,13.3,7,23,0.394,10,49.9,2.63
,16:16:46,5,3590,1249.6,2.72,13.3,7,23,0.393,10,49.9,2.63
,16:16:47,5,3590,1250.6,2.72,13.3,7,23,0.393,10,49.9,2.63
,16:16:48,5,3590,1251.6,2.73,13.3,7,23,0.394,10,49.8,2.64
,16:16:49,5,3590,1252.6,2.74,13.3,7,23,0.381,10,49.9,2.64
,16:16:50,5,3590,1253.6,2.73,13.3,7,23,0.381,10,49.9,2.64
,16:16:51,5,3590,1254.6,2.73,13.3,7,23,0.38,10,49.9,2.63
,16:16:52,5,3590,1255.6,2.72,13.3,7,23,0.378,10,49.9,2.62
,16:16:53,5,3590,1256.6,2.71,13.3,7,23,0.378,10,49.9,2.62
,16:16:54,5,3590,1257.6,2.72,13.3,7,23,0.378,10,49.9,2.62
,16:16:55,5,3590,1258.6,2.72,13.3,7,23,0.393,10,49.9,2.62
,16:16:56,5,3590,1259.6,2.72,13.3,7,23,0.393,10,49.9,2.63
,16:16:57,5,3590,1260.6,2.73,13.3,7,23,0.394,10,49.9,2.63
,16:16:58,5,3590,1261.6,2.74,13.3,7,23,0.396,10,49.8,2.65
,16:16:59,5,3590,1262.6,2.75,13.3,7,23,0.397,10,49.8,2.66
,16:17:00,5,3590,1263.6,2.76,13.3,7,23,0.398,10,49.9,2.66
,16:17:01,5,3590,1264.6,2.76,13.3,7,23,0.385,10,49.9,2.67
,16:17:02,5,3590,1265.6,2.77,13.3,7,23,0.386,10,49.9,2.67
,16:17:03,5,3590,1266.6,2.77,13.3,7,23,0.386,10,49.9,2.67
,16:17:04,5,3590,1267.6,2.76,13.3,7,23,0.384,10,49.8,2.66
,16:17:05,5,3590,1268.6,2.74,13.3,7,23,0.382,10,49.9,2.64
,16:17:06,5,3590,1269.6,2.73,13.3,7,23,0.38,10,49.8,2.64
,16:17:07,5,3590,1270.6,2.73,13.3,7,23,0.38,10,49.9,2.63
,16:17:08,5,3590,1271.6,2.73,13.3,7,23,0.395,10,49.9,2.64
,16:17:09,5,3590,1272.6,2.74,13.3,7,23,0.396,10,49.9,2.65
,16:17:10,5,3590,1273.6,2.76,13.3,7,23,0.398,10,49.9,2.67
,16:17:11,5,3590,1274.6,2.78,13.3,7,23,0.401,10,49.9,2.68
,16:17:12,5,3590,1275.6,2.78,13.3,7,23,0.387,10,49.9,2.68
,16:17:13,5,3590,1276.6,2.78,13.3,7,23,0.387,10,49.9,2.68
,16:17:14,5,3590,1277.6,2.78,13.3,7,23,0.387,10,49.8,2.68
,16:17:15,5,3590,1278.6,2.77,13.3,7,23,0.386,10,49.9,2.68
,16:17:16,5,3590,1279.6,2.77,13.3,7,23,0.385,10,49.9,2.67
,16:17:17,5,3590,1280.6,2.76,13.3,7,23,0.384,10,49.8,2.66
,16:17:18,5,3590,1281.6,2.75,13.3,7,23,0.383,10,49.9,2.66
,16:17:19,5,3590,1282.6,2.76,13.3,7,23,0.385,10,49.9,2.67
,16:17:20,5,3590,1283.6,2.77,13.3,7,23,0.372,10,49.9,2.67
,16:17:21,5,3590,1284.6,2.77,13.3,7,23,0.373,10,49.9,2.67
,16:17:22,5,3590,1285.6,2.77,13.3,7,23,0.385,10,49.9,2.67
,16:17:23,5,3590,1286.6,2.76,13.3,7,23,0.399,10,49.8,2.66
,16:17:24,5,3590,1287.6,2.76,13.3,7,23,0.399,10,49.9,2.67
,16:17:25,5,3590,1288.6,2.76,13.3,7,23,0.399,10,49.9,2.67
,16:17:26,5,3590,1289.6,2.77,13.3,7,23,0.401,10,49.8,2.68
,16:17:27,5,3590,1290.6,2.78,13.3,7,23,0.388,10,49.8,2.69
,16:17:28,5,3590,1291.6,2.8,13.3,7,23,0.389,10,49.8,2.7
,16:17:29,5,3590,1292.6,2.81,13.3,7,23,0.406,10,49.8,2.71
,16:17:30,5,3590,1293.6,2.82,13.3,7,23,0.408,10,49.9,2.73
,16:17:31,5,3590,1294.6,2.84,13.3,7,23,0.41,10,49.9,2.74
,16:17:32,5,3590,1295.6,2.84,13.3,7,23,0.396,10,49.8,2.74
,16:17:33,5,3590,1296.6,2.83,13.3,7,23,0.394,10,49.8,2.73
,16:17:34,5,3590,1297.6,2.82,13.3,7,23,0.393,10,49.9,2.72
,16:17:35,5,3590,1298.6,2.8,13.3,7,23,0.39,10,49.9,2.7
,16:17:36,5,3590,1299.6,2.79,13.3,7,23,0.403,10,49.9,2.69
,16:17:37,5,3590,1300.6,2.79,13.3,7,23,0.402,10,49.9,2.69
,16:17:38,5,3590,1301.6,2.79,13.3,7,23,0.403,10,49.9,2.69
,16:17:39,5,3590,1302.6,2.8,13.3,7,23,0.404,10,49.9,2.7
,16:17:40,5,3590,1303.6,2.8,13.3,7,23,0.389,10,49.9,2.7
,16:17:41,5,3590,1304.6,2.78,13.3,7,23,0.402,10,49.8,2.68
,16:17:42,5,3590,1305.6,2.76,13.3,7,23,0.399,10,49.9,2.67
,16:17:43,5,3590,1306.6,2.75,13.3,7,23,0.384,10,49.9,2.66
,16:17:44,5,3590,1307.6,2.75,13.3,7,23,0.383,10,49.9,2.65
,16:17:45,5,3590,1308.6,2.74,13.3,7,23,0.382,10,49.9,2.65
,16:17:46,5,3590,1309.6,2.74,13.3,7,23,0.369,10,49.9,2.64
,16:17:47,5,3590,1310.6,2.74,13.3,7,23,0.381,10,49.8,2.64
,16:17:48,5,3590,1311.6,2.74,13.3,7,23,0.396,10,49.8,2.65
,16:17:49,5,3590,1312.6,2.74,13.3,7,23,0.396,10,49.9,2.65
,16:17:50,5,3590,1313.6,2.75,13.3,7,23,0.383,10,49.9,2.66
,16:17:51,5,3590,1314.6,2.76,13.3,7,23,0.398,10,49.8,2.66
,16:17:52,5,3590,1315.6,2.77,13.3,7,23,0.4,10,49.8,2.67
,16:17:53,5,3590,1316.6,2.77,13.3,7,23,0.4,10,49.8,2.68
,16:17:54,5,3590,1317.6,2.78,13.3,7,23,0.387,10,49.8,2.68
,16:17:55,5,3590,1318.6,2.78,13.3,7,23,0.387,10,49.9,2.68
,16:17:56,5,3590,1319.6,2.78,13.3,7,23,0.387,10,49.9,2.68
,16:17:57,5,3590,1320.6,2.77,13.3,7,23,0.385,10,49.8,2.67
,16:17:58,5,3590,1321.6,2.76,13.3,7,23,0.385,10,49.8,2.67
,16:17:59,5,3590,1322.6,2.77,13.3,7,23,0.4,10,49.9,2.67
,16:18:00,5,3590,1323.6,2.78,13.3,7,23,0.402,10,49.8,2.68
,16:18:01,5,3590,1324.6,2.79,13.3,7,23,0.388,10,49.8,2.69
,16:18:02,5,3590,1325.6,2.79,13.3,7,23,0.388,10,49.8,2.69
,16:18:03,5,3590,1326.6,2.78,13.3,7,23,0.401,10,49.9,2.68
,16:18:04,5,3590,1327.6,2.78,13.3,7,23,0.387,10,49.8,2.68
,16:18:05,5,3590,1328.6,2.78,13.3,7,23,0.374,10,49.8,2.69
,16:18:06,5,3590,1329.6,2.79,13.3,7,23,0.375,10,49.9,2.69
,16:18:07,5,3590,1330.6,2.79,13.3,7,23,0.375,10,49.8,2.69
,16:18:08,5,3590,1331.6,2.79,13.3,7,23,0.389,10,49.8,2.69
,16:18:09,5,3590,1332.6,2.79,13.3,7,23,0.402,10,49.8,2.69
,16:18:10,5,3590,1333.6,2.78,13.3,7,23,0.401,10,49.8,2.68
,16:18:11,5,3590,1334.6,2.77,13.3,7,23,0.401,10,49.8,2.68
,16:18:12,5,3590,1335.6,2.77,13.3,7,23,0.4,10,49.9,2.67
,16:18:13,5,3590,1336.6,2.77,13.3,7,23,0.4,10,49.8,2.67
,16:18:14,5,3590,1337.6,2.77,13.3,7,23,0.386,10,49.9,2.67
,16:18:15,5,3590,1338.6,2.78,13.3,7,23,0.374,10,49.9,2.68
,16:18:16,5,3590,1339.6,2.78,13.3,7,23,0.387,10,49.9,2.68
,16:18:17,5,3590,1340.6,2.77,13.3,7,23,0.386,10,49.9,2.67
,16:18:18,5,3590,1341.6,2.76,13.3,7,23,0.399,10,49.8,2.67
,16:18:19,5,3590,1342.6,2.75,13.3,7,23,0.398,10,49.9,2.66
,16:18:20,5,3590,1343.6,2.75,13.3,7,23,0.413,10,49.8,2.66
,16:18:21,5,3590,1344.6,2.76,13.3,7,23,0.399,10,49.8,2.67
,16:18:22,5,3590,1345.6,2.78,13.3,7,23,0.402,10,49.8,2.69
,16:18:23,5,3590,1346.6,2.79,13.3,7,23,0.389,10,49.8,2.69
,16:18:24,5,3590,1347.6,2.78,13.3,7,23,0.374,10,49.8,2.68
,16:18:25,5,3590,1348.6,2.77,13.3,7,23,0.373,10,49.9,2.68
,16:18:26,5,3590,1349.6,2.77,13.3,7,23,0.386,10,49.9,2.67
,16:18:27,5,3590,1350.6,2.76,13.3,7,23,0.399,10,49.8,2.67
,16:18:28,5,3590,1351.6,2.76,13.3,7,23,0.398,10,49.9,2.66
,16:18:29,5,3590,1352.6,2.75,13.3,7,23,0.383,10,49.8,2.65
,16:18:30,5,3590,1353.6,2.75,13.3,7,23,0.383,10,49.8,2.65
,16:18:31,5,3590,1354.6,2.75,13.3,7,23,0.397,10,49.9,2.66
,16:18:32,5,3590,1355.6,2.76,13.3,7,23,0.398,10,49.9,2.66
,16:18:33,5,3590,1356.6,2.78,13.3,7,23,0.373,10,49.9,2.68
,16:18:34,5,3590,1357.6,2.79,13.3,7,23,0.388,10,49.9,2.69
,16:18:35,5,3590,1358.6,2.79,13.3,7,23,0.404,10,49.8,2.7
,16:18:36,5,3590,1359.6,2.8,13.3,7,23,0.404,10,49.9,2.7
,16:18:37,5,3590,1360.6,2.8,13.3,7,23,0.42,10,49.8,2.7
,16:18:38,5,3590,1361.6,2.81,13.3,7,23,0.421,10,49.9,2.71
,16:18:39,5,3590,1362.6,2.81,13.3,7,23,0.406,10,49.9,2.71
,16:18:40,5,3590,1363.6,2.82,13.3,7,23,0.392,10,49.8,2.72
,16:18:41,5,3590,1364.6,2.83,13.3,7,23,0.394,10,49.8,2.73
,16:18:42,5,3590,1365.6,2.83,13.3,7,23,0.394,10,49.8,2.73
,16:18:43,5,3590,1366.6,2.82,13.3,7,23,0.407,10,49.9,2.72
,16:18:44,5,3590,1367.6,2.81,13.3,7,23,0.406,10,49.8,2.71
,16:18:45,5,3590,1368.6,2.81,13.3,7,23,0.406,10,49.8,2.71
,16:18:46,5,3590,1369.6,2.82,13.3,7,23,0.407,10,49.8,2.72
,16:18:47,5,3590,1370.6,2.82,13.3,7,23,0.393,10,49.9,2.72
,16:18:48,5,3590,1371.6,2.82,13.3,7,23,0.392,10,49.8,2.72
,16:18:49,5,3590,1372.6,2.81,13.3,7,23,0.378,10,49.8,2.71
,16:18:50,5,3590,1373.6,2.8,13.3,7,23,0.389,10,49.9,2.7
,16:18:51,5,3590,1374.6,2.78,13.3,7,23,0.402,10,49.9,2.69
,16:18:52,5,3590,1375.6,2.78,13.3,7,23,0.401,10,49.8,2.68
,16:18:53,5,3590,1376.6,2.79,13.3,7,23,0.388,10,49.8,2.69
,16:18:54,5,3590,1377.6,2.81,13.3,7,23,0.391,10,49.8,2.71
,16:18:55,5,3590,1378.6,2.83,13.3,7,23,0.408,10,49.8,2.73
,16:18:56,5,3590,1379.6,2.83,13.3,7,23,0.394,10,49.8,2.73
,16:18:57,5,3590,1380.6,2.83,13.3,7,23,0.394,10,49.8,2.73
,16:18:58,5,3590,1381.6,2.81,13.3,7,23,0.378,10,49.8,2.72
,16:18:59,5,3590,1382.6,2.8,13.3,7,23,0.377,10,49.8,2.7
,16:19:00,5,3590,1383.6,2.79,13.3,7,23,0.375,10,49.8,2.69
,16:19:01,5,3590,1384.6,2.78,13.3,7,23,0.388,10,49.8,2.69
,16:19:02,5,3590,1385.6,2.78,13.3,7,23,0.387,10,49.9,2.68
,16:19:03,5,3590,1386.6,2.77,13.3,7,23,0.386,10,49.8,2.68
,16:19:04,5,3590,1387.6,2.78,13.3,7,23,0.401,10,49.8,2.68
,16:19:05,5,3590,1388.6,2.78,13.3,7,23,0.417,10,49.8,2.68
,16:19:06,5,3590,1389.6,2.79,13.3,7,23,0.419,10,49.9,2.69
,16:19:07,5,3590,1390.6,2.8,13.3,7,23,0.405,10,49.9,2.7
,16:19:08,5,3590,1391.6,2.81,13.3,7,23,0.391,10,49.8,2.71
,16:19:09,5,3590,1392.6,2.8,13.3,7,23,0.376,10,49.9,2.7
,16:19:10,5,3590,1393.6,2.79,13.3,7,23,0.375,10,49.8,2.69
,16:19:11,5,3590,1394.6,2.77,13.3,7,23,0.386,10,49.9,2.68
,16:19:12,5,3590,1395.6,2.77,13.3,7,23,0.4,10,49.8,2.67
,16:19:13,5,3590,1396.6,2.77,13.3,7,23,0.4,10,49.9,2.67
,16:19:14,5,3590,1397.6,2.77,13.3,7,23,0.416,10,49.9,2.67
,16:19:15,5,3590,1398.6,2.78,13.3,7,23,0.417,10,49.8,2.68
,16:19:16,5,3590,1399.6,2.79,13.3,7,23,0.403,10,49.8,2.69
,16:19:17,5,3590,1400.6,2.8,13.3,7,23,0.39,10,49.9,2.71
,16:19:18,5,3590,1401.6,2.8,13.3,7,23,0.405,10,49.8,2.71
,16:19:19,5,3590,1402.6,2.8,13.3,7,23,0.39,10,49.8,2.7
,16:19:20,5,3590,1403.6,2.79,13.3,7,23,0.376,10,49.9,2.7
,16:19:21,5,3590,1404.6,2.79,13.3,7,23,0.389,10,49.9,2.7
,16:19:22,5,3590,1405.6,2.79,13.3,7,23,0.404,10,49.9,2.7
,16:19:23,5,3590,1406.6,2.8,13.3,7,23,0.405,10,49.8,2.71
,16:19:24,5,3590,1407.6,2.81,13.3,7,23,0.406,10,49.9,2.72
,16:19:25,5,3590,1408.6,2.82,13.3,7,23,0.407,10,49.8,2.72
,16:19:26,5,3590,1409.6,2.82,13.3,7,23,0.407,10,49.8,2.72
,16:19:27,5,3590,1410.6,2.82,13.3,7,23,0.392,10,49.8,2.72
,16:19:28,5,3590,1411.6,2.82,13.3,7,23,0.393,10,49.8,2.72
,16:19:29,5,3590,1412.6,2.81,13.3,7,23,0.378,10,49.9,2.71
,16:19:30,5,3590,1413.6,2.8,13.3,7,23,0.376,10,49.9,2.7
,16:19:31,5,3590,1414.6,2.79,13.3,7,23,0.388,10,49.8,2.69
,16:19:32,5,3590,1415.6,2.79,13.3,7,23,0.388,10,49.8,2.69
,16:19:33,5,3590,1416.6,2.79,13.3,7,23,0.403,10,49.9,2.69
,16:19:34,5,3590,1417.6,2.8,13.3,7,23,0.404,10,49.9,2.7
,16:19:35,5,3590,1418.6,2.81,13.3,7,23,0.406,10,49.9,2.71
,16:19:36,5,3590,1419.6,2.82,13.3,7,23,0.407,10,49.8,2.72
,16:19:37,5,3590,1420.6,2.83,13.3,7,23,0.394,10,49.9,2.74
,16:19:38,5,3590,1421.6,2.83,13.3,7,23,0.394,10,49.9,2.73
,16:19:39,5,3590,1422.6,2.82,13.3,7,23,0.38,10,49.8,2.72
,16:19:40,5,3590,1423.6,2.81,13.3,7,23,0.392,10,49.8,2.72
,16:19:41,5,3590,1424.6,2.81,13.3,7,23,0.406,10,49.9,2.71
,16:19:42,5,3590,1425.6,2.82,13.3,7,23,0.407,10,49.9,2.72
,16:19:43,5,3590,1426.6,2.82,13.3,7,23,0.408,10,49.8,2.73
,16:19:44,5,3590,1427.6,2.83,13.3,7,23,0.409,10,49.8,2.73
,16:19:45,5,3590,1428.6,2.83,13.3,7,23,0.409,10,49.9,2.74
,16:19:46,5,3590,1429.6,2.84,13.3,7,23,0.395,10,49.9,2.74
,16:19:47,5,3590,1430.6,2.83,13.3,7,23,0.38,10,49.8,2.73
,16:19:48,5,3590,1431.6,2.83,13.3,7,23,0.394,10,49.9,2.73
,16:19:49,5,3590,1432.6,2.82,13.3,7,23,0.408,10,49.9,2.73
,16:19:50,5,3590,1433.6,2.83,13.3,7,23,0.409,10,49.9,2.73
,16:19:51,5,3590,1434.6,2.84,13.3,7,23,0.396,10,49.8,2.74
,16:19:52,5,3590,1435.6,2.85,13.3,7,23,0.411,10,49.9,2.75
,16:19:53,5,3590,1436.6,2.85,13.3,7,23,0.396,10,49.8,2.75
,16:19:54,5,3590,1437.6,2.85,13.3,7,23,0.396,10,49.9,2.75
,16:19:55,5,3590,1438.6,2.85,13.3,7,23,0.396,10,49.9,2.75
,16:19:56,5,3590,1439.6,2.84,13.3,7,23,0.396,10,49.8,2.74
,16:19:57,5,3590,1440.6,2.83,13.3,7,23,0.409,10,49.8,2.73
,16:19:58,5,3590,1441.6,2.82,13.3,7,23,0.408,10,49.9,2.73
,16:19:59,5,3590,1442.6,2.83,13.3,7,23,0.409,10,49.9,2.73
,16:20:00,5,3590,1443.6,2.84,13.3,7,23,0.41,10,49.8,2.74
,16:20:01,5,3590,1444.6,2.85,13.3,7,23,0.412,10,49.8,2.75
,16:20:02,5,3590,1445.6,2.86,13.3,7,23,0.398,10,49.8,2.76
,16:20:03,5,3590,1446.6,2.85,13.3,7,23,0.412,10,49.9,2.75
,16:20:04,5,3590,1447.6,2.85,13.3,7,23,0.396,10,49.9,2.74
,16:20:05,5,3590,1448.6,2.84,13.3,7,23,0.395,10,49.9,2.74
,16:20:06,5,3590,1449.6,2.84,13.3,7,23,0.381,10,49.9,2.74
,16:20:07,5,3590,1450.6,2.84,13.3,7,23,0.382,10,49.9,2.74
,16:20:08,5,3590,1451.6,2.84,13.3,8,23,0.369,10,49.9,2.74
,16:20:09,5,3590,1452.6,2.83,13.3,8,23,0.368,10,49.8,2.73
,16:20:10,5,3590,1453.6,2.81,13.3,7,23,0.378,10,49.8,2.72
,16:20:11,5,3590,1454.6,2.81,13.3,7,23,0.391,10,49.9,2.71
,16:20:12,5,3590,1455.6,2.81,13.3,7,23,0.406,10,49.8,2.71
,16:20:13,5,3590,1456.6,2.81,13.3,7,23,0.406,10,49.8,2.71
,16:20:14,5,3590,1457.6,2.81,13.3,7,23,0.406,10,49.9,2.71
,16:20:15,5,3590,1458.6,2.81,13.3,7,23,0.406,10,49.8,2.71
,16:20:16,5,3590,1459.6,2.82,13.3,7,23,0.407,10,49.9,2.72
,16:20:17,5,3590,1460.6,2.82,13.3,7,23,0.408,10,49.9,2.73
,16:20:18,5,3590,1461.6,2.84,13.3,7,23,0.41,10,49.9,2.74
,16:20:19,5,3590,1462.6,2.86,13.3,7,23,0.413,10,49.9,2.76
,16:20:20,5,3590,1463.6,2.88,13.3,7,23,0.417,10,49.9,2.79
,16:20:21,5,3590,1464.6,2.9,13.3,7,23,0.391,10,49.9,2.8
,16:20:22,5,3590,1465.6,2.91,13.3,8,23,0.378,10,49.9,2.81
,16:20:23,5,3590,1466.6,2.91,13.3,7,23,0.392,10,49.9,2.81
,16:20:24,5,3590,1467.6,2.91,13.3,7,23,0.406,10,49.9,2.81
,16:20:25,5,3590,1468.6,2.92,13.3,7,23,0.422,10,49.8,2.82
,16:20:26,5,3590,1469.6,2.92,13.3,7,23,0.407,10,49.9,2.82
,16:20:27,5,3590,1470.6,2.92,13.3,7,23,0.422,10,49.8,2.82
,16:20:28,5,3590,1471.6,2.92,13.3,7,23,0.407,10,49.8,2.82
,16:20:29,5,3590,1472.6,2.92,13.3,7,23,0.422,10,49.8,2.82
,16:20:30,5,3590,1473.6,2.92,13.3,7,23,0.421,10,49.9,2.81
,16:20:31,5,3590,1474.6,2.92,13.3,7,23,0.438,10,49.9,2.82
,16:20:32,5,3590,1475.6,2.92,13.3,7,23,0.422,10,49.9,2.82
,16:20:33,5,3590,1476.6,2.92,13.3,7,23,0.407,10,49.9,2.82
,16:20:34,5,3590,1477.6,2.92,13.3,7,23,0.393,10,49.9,2.82
,16:20:35,5,3590,1478.6,2.92,13.3,7,23,0.392,10,49.9,2.81
,16:20:36,5,3590,1479.6,2.91,13.3,7,23,0.392,10,49.9,2.81
,16:20:37,5,3590,1480.6,2.91,13.3,7,23,0.406,10,49.9,2.81
,16:20:38,5,3590,1481.6,2.91,13.3,7,23,0.42,10,49.8,2.81
,16:20:39,5,3590,1482.6,2.9,13.3,7,23,0.404,10,49.9,2.8
,16:20:40,5,3590,1483.6,2.89,13.3,7,23,0.417,10,49.9,2.79
,16:20:41,5,3590,1484.6,2.88,13.3,7,23,0.415,10,49.9,2.77
,16:20:42,5,3590,1485.6,2.87,13.3,7,23,0.431,10,49.9,2.77
,16:20:43,5,3590,1486.6,2.88,13.3,7,23,0.417,10,49.9,2.79
,16:20:44,5,3590,1487.6,2.91,13.3,7,23,0.42,10,49.8,2.81
,16:20:45,5,3590,1488.6,2.92,13.3,7,23,0.422,10,49.8,2.82
,16:20:46,5,3590,1489.6,2.92,13.3,7,23,0.407,10,49.8,2.82
,16:20:47,5,3590,1490.6,2.91,13.3,7,23,0.405,10,49.8,2.81
,16:20:48,5,3590,1491.6,2.9,13.3,7,23,0.419,10,49.8,2.8
,16:20:49,5,3590,1492.6,2.9,13.3,7,23,0.419,10,49.8,2.8
,16:20:50,5,3590,1493.6,2.9,13.3,7,23,0.419,10,49.9,2.8
,16:20:51,5,3590,1494.6,2.91,13.3,7,23,0.42,10,49.9,2.81
,16:20:52,5,3590,1495.6,2.91,13.3,7,23,0.42,10,49.9,2.81
,16:20:53,5,3590,1496.6,2.9,13.3,7,23,0.404,10,49.9,2.8
