s,,DELRIN_DRY_T12_PO5.TSV,,,,,,,,,,
Configuration file,,TE77.CFG,,,,,,,,,,
Calibration file,,TE77.CAL,,,,,,,,,,
Test control file,,TIMOLOWPRESSURESAMPLES.TSF,,,,,,,,,,
,,,,,,,,,,,,
User,,Iestyn,,,,,,,,,,
Date,,23/03/2017,,,,,,,,,,
Lubricant,,Dry,,,,,,,,,,
Specimens,,Delrin,,,,,,,,,,
Temp,,Room (20),,,,,,,,,,
Notes,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Test file variable V1 <Force> = 7,,,,,,,,,,,,
Test started at 15:55:56 on 23/03/2017,,,,,,,,,,,,
,Time,This Step,Step Time,Test Time,Friction Force (N),Frequency (Hz),Load (N),Specimen Temp (øC),Friction Coeff ( ),Friction Range (N),Contact Pot (mV),Force Input (Volts)
Fast data in,,delrin_dry_t12_po5-h001.tsv,,,,,,,,,,
,16:26:21,5,3590,1824.6,3.08,13.3,7,23,0.414,10,49.8,2.97
,16:26:22,5,3590,1825.6,3.05,13.3,7,23,0.441,10,49.8,2.95
,16:26:23,5,3590,1826.6,3.03,13.3,7,23,0.438,10,49.8,2.93
,16:26:24,5,3590,1827.6,3.02,13.3,7,23,0.437,10,49.8,2.92
,16:26:25,5,3590,1828.6,3.03,13.3,7,23,0.438,10,49.8,2.92
,16:26:26,5,3590,1829.6,3.04,13.3,7,23,0.439,10,49.8,2.94
,16:26:27,5,3590,1830.6,3.05,13.3,7,23,0.424,10,49.8,2.94
,16:26:28,5,3590,1831.6,3.04,13.3,7,23,0.423,10,49.8,2.93
,16:26:29,5,3590,1832.6,3.02,13.3,7,23,0.421,10,49.8,2.91
,16:26:30,5,3590,1833.6,3.01,13.3,7,23,0.405,10,49.8,2.9
,16:26:31,5,3590,1834.6,3,13.3,7,23,0.418,10,49.9,2.9
,16:26:32,5,3590,1835.6,3,13.3,7,23,0.418,10,49.8,2.9
,16:26:33,5,3590,1836.6,3.01,13.3,7,23,0.419,10,49.8,2.9
,16:26:34,5,3590,1837.6,3.01,13.3,7,23,0.435,10,49.8,2.91
,16:26:35,5,3590,1838.6,3.02,13.3,7,23,0.436,10,49.8,2.91
,16:26:36,5,3590,1839.6,3.03,13.3,7,23,0.438,10,49.8,2.93
,16:26:37,5,3590,1840.6,3.06,13.3,7,23,0.442,10,49.8,2.96
,16:26:38,5,3590,1841.6,3.08,13.3,7,23,0.414,10,49.8,2.97
,16:26:39,5,3590,1842.6,3.08,13.3,7,23,0.414,10,49.8,2.97
,16:26:40,5,3590,1843.6,3.06,13.3,7,23,0.426,10,49.8,2.95
,16:26:41,5,3590,1844.6,3.05,13.3,7,23,0.44,10,49.8,2.94
,16:26:42,5,3590,1845.6,3.05,13.3,7,23,0.44,10,49.8,2.95
,16:26:43,5,3590,1846.6,3.06,13.3,7,23,0.442,10,49.8,2.95
,16:26:44,5,3590,1847.6,3.07,13.3,7,23,0.444,10,49.9,2.96
,16:26:45,5,3590,1848.6,3.08,13.3,7,23,0.429,10,49.9,2.97
,16:26:46,5,3590,1849.6,3.08,13.3,7,23,0.414,10,49.8,2.97
,16:26:47,5,3590,1850.6,3.06,13.3,7,23,0.426,10,49.9,2.96
,16:26:48,5,3590,1851.6,3.05,13.3,7,23,0.44,10,49.8,2.94
,16:26:49,5,3590,1852.6,3.04,13.3,7,23,0.44,10,49.8,2.94
,16:26:50,5,3590,1853.6,3.04,13.3,7,23,0.439,10,49.9,2.94
,16:26:51,5,3590,1854.6,3.05,13.3,7,23,0.44,10,49.8,2.94
,16:26:52,5,3590,1855.6,3.07,13.3,7,23,0.443,10,49.9,2.96
,16:26:53,5,3590,1856.6,3.09,13.3,7,23,0.446,10,49.8,2.98
,16:26:54,5,3590,1857.6,3.1,13.3,7,23,0.432,10,49.9,2.99
,16:26:55,5,3590,1858.6,3.09,13.3,7,23,0.431,10,49.8,2.98
,16:26:56,5,3590,1859.6,3.08,13.3,7,23,0.429,10,49.8,2.97
,16:26:57,5,3590,1860.6,3.07,13.3,7,23,0.444,10,49.8,2.96
,16:26:58,5,3590,1861.6,3.07,13.3,7,23,0.444,10,49.9,2.96
,16:26:59,5,3590,1862.6,3.08,13.3,7,23,0.444,10,49.8,2.97
,16:27:00,5,3590,1863.6,3.08,13.3,7,23,0.445,10,49.8,2.97
,16:27:01,5,3590,1864.6,3.09,13.3,7,24,0.43,10,49.8,2.98
,16:27:02,5,3590,1865.6,3.08,13.3,7,23,0.414,10,49.9,2.97
,16:27:03,5,3590,1866.6,3.07,13.3,7,23,0.413,10,49.8,2.96
,16:27:04,5,3590,1867.6,3.05,13.3,7,23,0.425,10,49.8,2.94
,16:27:05,5,3590,1868.6,3.04,13.3,7,23,0.423,10,49.8,2.93
,16:27:06,5,3590,1869.6,3.03,13.3,7,23,0.422,10,49.8,2.92
,16:27:07,5,3590,1870.6,3.02,13.3,7,23,0.436,10,49.8,2.91
,16:27:08,5,3590,1871.6,3.02,13.3,7,23,0.452,10,49.8,2.91
,16:27:09,5,3590,1872.6,3.03,13.3,7,23,0.455,10,49.8,2.93
,16:27:10,5,3590,1873.6,3.06,13.3,7,23,0.441,10,49.8,2.95
,16:27:11,5,3590,1874.6,3.08,13.3,7,23,0.414,10,49.8,2.97
,16:27:12,5,3590,1875.6,3.08,13.3,7,23,0.429,10,49.8,2.97
,16:27:13,5,3590,1876.6,3.07,13.3,7,23,0.444,10,49.8,2.96
,16:27:14,5,3590,1877.6,3.07,13.3,7,23,0.443,10,49.8,2.96
,16:27:15,5,3590,1878.6,3.08,13.3,7,23,0.429,10,49.8,2.97
,16:27:16,5,3590,1879.6,3.08,13.3,7,23,0.43,10,49.8,2.98
,16:27:17,5,3590,1880.6,3.08,13.3,7,23,0.429,10,49.8,2.97
,16:27:18,5,3590,1881.6,3.08,13.3,7,23,0.429,10,49.8,2.97
,16:27:19,5,3590,1882.6,3.08,13.3,7,23,0.414,10,49.8,2.97
,16:27:20,5,3590,1883.6,3.08,13.3,7,23,0.414,10,49.8,2.97
,16:27:21,5,3590,1884.6,3.07,13.3,7,23,0.427,10,49.8,2.96
,16:27:22,5,3590,1885.6,3.06,13.3,7,23,0.426,10,49.8,2.96
,16:27:23,5,3590,1886.6,3.06,13.3,7,23,0.426,10,49.8,2.95
,16:27:24,5,3590,1887.6,3.06,13.3,7,23,0.441,10,49.8,2.95
,16:27:25,5,3590,1888.6,3.05,13.3,7,23,0.441,10,49.8,2.95
,16:27:26,5,3590,1889.6,3.05,13.3,7,23,0.425,10,49.8,2.94
,16:27:27,5,3590,1890.6,3.05,13.3,7,23,0.424,10,49.8,2.94
,16:27:28,5,3590,1891.6,3.04,13.3,7,23,0.44,10,49.9,2.94
,16:27:29,5,3590,1892.6,3.04,13.3,7,23,0.44,10,49.8,2.94
,16:27:30,5,3590,1893.6,3.05,13.3,7,23,0.457,10,49.8,2.94
,16:27:31,5,3590,1894.6,3.06,13.3,7,23,0.443,10,49.8,2.96
,16:27:32,5,3590,1895.6,3.08,13.3,7,23,0.429,10,49.8,2.98
,16:27:33,5,3590,1896.6,3.1,13.3,7,23,0.431,10,49.9,2.99
,16:27:34,5,3590,1897.6,3.1,13.3,7,23,0.431,10,49.8,2.99
,16:27:35,5,3590,1898.6,3.09,13.3,7,23,0.431,10,49.8,2.98
,16:27:36,5,3590,1899.6,3.09,13.3,7,23,0.446,10,49.8,2.98
,16:27:37,5,3590,1900.6,3.09,13.3,7,23,0.447,10,49.8,2.98
,16:27:38,5,3590,1901.6,3.1,13.3,7,23,0.448,10,49.8,2.99
,16:27:39,5,3590,1902.6,3.1,13.3,7,23,0.432,10,49.9,3
,16:27:40,5,3590,1903.6,3.1,13.3,7,23,0.431,10,49.8,2.99
,16:27:41,5,3590,1904.6,3.08,13.3,7,23,0.445,10,49.8,2.98
,16:27:42,5,3590,1905.6,3.07,13.3,7,23,0.444,10,49.8,2.96
,16:27:43,5,3590,1906.6,3.07,13.3,7,23,0.443,10,49.8,2.96
,16:27:44,5,3590,1907.6,3.07,13.3,7,23,0.443,10,49.8,2.96
,16:27:45,5,3590,1908.6,3.07,13.3,7,23,0.443,10,49.8,2.96
,16:27:46,5,3590,1909.6,3.07,13.3,7,23,0.443,10,49.8,2.96
,16:27:47,5,3590,1910.6,3.07,13.3,7,23,0.428,10,49.9,2.96
,16:27:48,5,3590,1911.6,3.07,13.3,7,23,0.428,10,49.8,2.97
,16:27:49,5,3590,1912.6,3.08,13.3,7,23,0.414,10,49.8,2.97
,16:27:50,5,3590,1913.6,3.07,13.3,7,23,0.428,10,49.8,2.97
,16:27:51,5,3590,1914.6,3.06,13.3,7,23,0.443,10,49.8,2.96
,16:27:52,5,3590,1915.6,3.05,13.3,7,23,0.441,10,49.8,2.94
,16:27:53,5,3590,1916.6,3.05,13.3,7,23,0.44,10,49.8,2.94
,16:27:54,5,3590,1917.6,3.05,13.3,7,23,0.441,10,49.8,2.95
,16:27:55,5,3590,1918.6,3.06,13.3,7,23,0.411,10,49.8,2.95
,16:27:56,5,3590,1919.6,3.06,13.3,7,23,0.411,10,49.8,2.95
,16:27:57,5,3590,1920.6,3.05,13.3,7,23,0.411,10,49.8,2.95
,16:27:58,5,3590,1921.6,3.04,13.3,7,23,0.423,10,49.8,2.93
,16:27:59,5,3590,1922.6,3.02,13.3,7,23,0.421,10,49.8,2.92
,16:28:00,5,3590,1923.6,3.02,13.3,7,23,0.42,10,49.8,2.91
,16:28:01,5,3590,1924.6,3.02,13.3,7,23,0.421,10,49.8,2.92
,16:28:02,5,3590,1925.6,3.02,13.3,7,23,0.421,10,49.8,2.92
,16:28:03,5,3590,1926.6,3.02,13.3,7,23,0.421,10,49.8,2.92
,16:28:04,5,3590,1927.6,3.02,13.3,7,23,0.42,10,49.8,2.91
,16:28:05,5,3590,1928.6,3.02,13.3,7,23,0.436,10,49.8,2.91
,16:28:06,5,3590,1929.6,3.02,13.3,7,23,0.436,10,49.8,2.92
,16:28:07,5,3590,1930.6,3.03,13.3,7,23,0.438,10,49.8,2.92
,16:28:08,5,3590,1931.6,3.04,13.3,7,23,0.439,10,49.8,2.93
,16:28:09,5,3590,1932.6,3.05,13.3,7,23,0.425,10,49.8,2.94
,16:28:10,5,3590,1933.6,3.05,13.3,7,23,0.425,10,49.8,2.95
,16:28:11,5,3590,1934.6,3.05,13.3,7,23,0.411,10,49.8,2.95
,16:28:12,5,3590,1935.6,3.05,13.3,7,23,0.424,10,49.8,2.94
,16:28:13,5,3590,1936.6,3.04,13.3,7,23,0.439,10,49.8,2.94
,16:28:14,5,3590,1937.6,3.04,13.3,7,23,0.439,10,49.8,2.93
,16:28:15,5,3590,1938.6,3.03,13.3,7,23,0.438,10,49.8,2.93
,16:28:16,5,3590,1939.6,3.03,13.3,7,23,0.438,10,49.8,2.92
,16:28:17,5,3590,1940.6,3.03,13.3,7,23,0.423,10,49.9,2.93
,16:28:18,5,3590,1941.6,3.04,13.3,7,23,0.423,10,49.8,2.93
,16:28:19,5,3590,1942.6,3.04,13.3,7,23,0.423,10,49.8,2.93
,16:28:20,5,3590,1943.6,3.03,13.3,7,23,0.438,10,49.8,2.93
,16:28:21,5,3590,1944.6,3.04,13.3,7,23,0.423,10,49.8,2.93
,16:28:22,5,3590,1945.6,3.04,13.3,7,23,0.409,10,49.8,2.94
,16:28:23,5,3590,1946.6,3.04,13.3,7,23,0.409,10,49.8,2.94
,16:28:24,5,3590,1947.6,3.04,13.3,7,23,0.424,10,49.9,2.94
,16:28:25,5,3590,1948.6,3.04,13.3,7,23,0.44,10,49.8,2.94
,16:28:26,5,3590,1949.6,3.04,13.3,7,23,0.439,10,49.8,2.94
,16:28:27,5,3590,1950.6,3.04,13.3,7,23,0.456,10,49.8,2.94
,16:28:28,5,3590,1951.6,3.04,13.3,7,23,0.457,10,49.8,2.94
,16:28:29,5,3590,1952.6,3.05,13.3,7,23,0.441,10,49.8,2.95
,16:28:30,5,3590,1953.6,3.06,13.3,7,23,0.426,10,49.8,2.96
,16:28:31,5,3590,1954.6,3.06,13.3,7,23,0.411,10,49.8,2.95
,16:28:32,5,3590,1955.6,3.05,13.3,7,23,0.41,10,49.8,2.95
,16:28:33,5,3590,1956.6,3.05,13.3,7,23,0.425,10,49.8,2.94
,16:28:34,5,3590,1957.6,3.05,13.3,7,23,0.441,10,49.8,2.95
,16:28:35,5,3590,1958.6,3.07,13.3,7,23,0.443,10,49.8,2.96
,16:28:36,5,3590,1959.6,3.09,13.3,7,23,0.446,10,49.9,2.98
,16:28:37,5,3590,1960.6,3.1,13.3,7,23,0.448,10,49.8,2.99
,16:28:38,5,3590,1961.6,3.1,13.3,7,23,0.432,10,49.8,3
,16:28:39,5,3590,1962.6,3.09,13.3,7,23,0.416,10,49.9,2.98
,16:28:40,5,3590,1963.6,3.08,13.3,7,23,0.414,10,49.9,2.97
,16:28:41,5,3590,1964.6,3.06,13.3,7,23,0.442,10,49.8,2.95
,16:28:42,5,3590,1965.6,3.05,13.3,7,23,0.441,10,49.8,2.94
,16:28:43,5,3590,1966.6,3.05,13.3,7,23,0.441,10,49.8,2.95
,16:28:44,5,3590,1967.6,3.06,13.3,7,23,0.442,10,49.9,2.96
,16:28:45,5,3590,1968.6,3.08,13.3,7,23,0.445,10,49.8,2.97
,16:28:46,5,3590,1969.6,3.09,13.3,7,23,0.447,10,49.8,2.99
,16:28:47,5,3590,1970.6,3.1,13.3,7,23,0.431,10,49.8,2.99
,16:28:48,5,3590,1971.6,3.08,13.3,7,23,0.429,10,49.8,2.97
,16:28:49,5,3590,1972.6,3.07,13.3,7,23,0.427,10,49.8,2.96
,16:28:50,5,3590,1973.6,3.05,13.3,7,23,0.441,10,49.8,2.95
,16:28:51,5,3590,1974.6,3.06,13.3,7,23,0.443,10,49.8,2.96
,16:28:52,5,3590,1975.6,3.08,13.3,7,23,0.429,10,49.8,2.97
,16:28:53,5,3590,1976.6,3.08,13.3,7,23,0.445,10,49.8,2.98
,16:28:54,5,3590,1977.6,3.08,13.3,7,23,0.429,10,49.8,2.97
,16:28:55,5,3590,1978.6,3.08,13.3,7,23,0.429,10,49.8,2.97
,16:28:56,5,3590,1979.6,3.08,13.3,7,23,0.429,10,49.8,2.97
,16:28:57,5,3590,1980.6,3.08,13.3,7,23,0.444,10,49.8,2.97
,16:28:58,5,3590,1981.6,3.07,13.3,7,23,0.428,10,49.8,2.97
,16:28:59,5,3590,1982.6,3.08,13.3,7,23,0.444,10,49.8,2.97
,16:29:00,5,3590,1983.6,3.08,13.3,7,23,0.445,10,49.9,2.98
,16:29:01,5,3590,1984.6,3.09,13.3,7,23,0.447,10,49.8,2.99
,16:29:02,5,3590,1985.6,3.1,13.3,7,23,0.448,10,49.8,2.99
,16:29:03,5,3590,1986.6,3.11,13.3,7,23,0.449,10,49.8,3
,16:29:04,5,3590,1987.6,3.11,13.3,7,23,0.449,10,49.8,3
,16:29:05,5,3590,1988.6,3.12,13.3,7,23,0.419,10,49.8,3.01
,16:29:06,5,3590,1989.6,3.12,13.3,8,23,0.405,10,49.8,3.01
,16:29:07,5,3590,1990.6,3.12,13.3,8,23,0.405,10,49.8,3.01
,16:29:08,5,3590,1991.6,3.11,13.3,7,23,0.434,10,49.8,3.01
,16:29:09,5,3590,1992.6,3.11,13.3,7,23,0.449,10,49.8,3
,16:29:10,5,3590,1993.6,3.11,13.3,7,23,0.449,10,49.8,3
,16:29:11,5,3590,1994.6,3.12,13.3,7,23,0.451,10,49.8,3.02
,16:29:12,5,3590,1995.6,3.14,13.3,7,23,0.438,10,49.8,3.03
,16:29:13,5,3590,1996.6,3.15,13.3,7,23,0.455,10,49.8,3.04
,16:29:14,5,3590,1997.6,3.16,13.3,7,23,0.456,10,49.8,3.05
,16:29:15,5,3590,1998.6,3.16,13.3,7,23,0.44,10,49.8,3.05
,16:29:16,5,3590,1999.6,3.17,13.3,7,23,0.441,10,49.8,3.06
,16:29:17,5,3590,2000.6,3.17,13.3,7,23,0.442,10,49.8,3.06
,16:29:18,5,3590,2001.6,3.18,13.3,7,23,0.442,10,49.8,3.07
,16:29:19,5,3590,2002.6,3.18,13.3,7,23,0.427,10,49.8,3.06
,16:29:20,5,3590,2003.6,3.18,13.3,7,23,0.427,10,49.8,3.07
,16:29:21,5,3590,2004.6,3.18,13.3,7,23,0.442,10,49.8,3.07
,16:29:22,5,3590,2005.6,3.18,13.3,7,23,0.459,10,49.8,3.07
,16:29:23,5,3590,2006.6,3.18,13.3,7,23,0.459,10,49.8,3.07
,16:29:24,5,3590,2007.6,3.17,13.3,7,23,0.442,10,49.8,3.06
,16:29:25,5,3590,2008.6,3.17,13.3,7,23,0.458,10,49.8,3.06
,16:29:26,5,3590,2009.6,3.17,13.3,7,23,0.458,10,49.8,3.06
,16:29:27,5,3590,2010.6,3.18,13.3,7,23,0.459,10,49.8,3.07
,16:29:28,5,3590,2011.6,3.19,13.3,7,23,0.46,10,49.8,3.08
,16:29:29,5,3590,2012.6,3.19,13.3,7,23,0.461,10,49.8,3.09
,16:29:30,5,3590,2013.6,3.2,13.3,7,23,0.446,10,49.8,3.09
,16:29:31,5,3590,2014.6,3.2,13.3,7,23,0.446,10,49.8,3.09
,16:29:32,5,3590,2015.6,3.2,13.3,7,23,0.43,10,49.8,3.09
,16:29:33,5,3590,2016.6,3.19,13.3,7,23,0.429,10,49.8,3.08
,16:29:34,5,3590,2017.6,3.18,13.3,7,23,0.428,10,49.8,3.07
,16:29:35,5,3590,2018.6,3.18,13.3,7,23,0.443,10,49.8,3.07
,16:29:36,5,3590,2019.6,3.18,13.3,7,23,0.459,10,49.8,3.07
,16:29:37,5,3590,2020.6,3.18,13.3,7,23,0.46,10,49.8,3.08
,16:29:38,5,3590,2021.6,3.2,13.3,7,23,0.462,10,49.8,3.09
,16:29:39,5,3590,2022.6,3.21,13.3,7,23,0.464,10,49.8,3.1
,16:29:40,5,3590,2023.6,3.23,13.3,7,23,0.467,10,49.8,3.12
,16:29:41,5,3590,2024.6,3.24,13.3,7,23,0.469,10,49.8,3.13
,16:29:42,5,3590,2025.6,3.24,13.3,7,23,0.469,10,49.8,3.13
,16:29:43,5,3590,2026.6,3.24,13.3,7,23,0.451,10,49.8,3.13
,16:29:44,5,3590,2027.6,3.23,13.3,7,24,0.435,10,49.8,3.12
,16:29:45,5,3590,2028.6,3.22,13.3,7,23,0.433,10,49.8,3.11
,16:29:46,5,3590,2029.6,3.21,13.3,7,23,0.464,10,49.8,3.1
,16:29:47,5,3590,2030.6,3.21,13.3,7,23,0.482,10,49.8,3.1
,16:29:48,5,3590,2031.6,3.23,13.3,7,23,0.467,10,49.8,3.12
,16:29:49,5,3590,2032.6,3.25,13.3,7,23,0.452,10,49.8,3.14
,16:29:50,5,3590,2033.6,3.26,13.3,7,23,0.454,10,49.8,3.14
,16:29:51,5,3590,2034.6,3.25,13.3,7,23,0.452,10,49.8,3.13
,16:29:52,5,3590,2035.6,3.23,13.3,7,23,0.45,10,49.8,3.12
,16:29:53,5,3590,2036.6,3.23,13.3,7,23,0.466,10,49.8,3.11
,16:29:54,5,3590,2037.6,3.23,13.3,7,23,0.466,10,49.8,3.12
,16:29:55,5,3590,2038.6,3.24,13.3,7,23,0.451,10,49.8,3.12
,16:29:56,5,3590,2039.6,3.23,13.3,7,23,0.435,10,49.8,3.12
,16:29:57,5,3590,2040.6,3.22,13.3,7,23,0.449,10,49.8,3.11
,16:29:58,5,3590,2041.6,3.21,13.3,7,23,0.464,10,49.8,3.1
,16:29:59,5,3590,2042.6,3.2,13.3,7,23,0.463,10,49.8,3.09
,16:30:00,5,3590,2043.6,3.2,13.3,7,23,0.462,10,49.8,3.09
,16:30:01,5,3590,2044.6,3.21,13.3,7,23,0.481,10,49.8,3.1
,16:30:02,5,3590,2045.6,3.22,13.3,7,23,0.465,10,49.8,3.11
,16:30:03,5,3590,2046.6,3.23,13.3,7,23,0.45,10,49.9,3.12
,16:30:04,5,3590,2047.6,3.24,13.3,7,23,0.451,10,49.8,3.12
,16:30:05,5,3590,2048.6,3.24,13.3,7,23,0.436,10,49.9,3.13
,16:30:06,5,3590,2049.6,3.23,13.3,7,23,0.435,10,49.9,3.12
,16:30:07,5,3590,2050.6,3.22,13.3,7,23,0.449,10,49.8,3.11
,16:30:08,5,3590,2051.6,3.21,13.3,7,23,0.464,10,49.8,3.1
,16:30:09,5,3590,2052.6,3.22,13.3,7,23,0.465,10,49.8,3.11
,16:30:10,5,3590,2053.6,3.23,13.3,7,23,0.467,10,49.8,3.12
,16:30:11,5,3590,2054.6,3.26,13.3,7,23,0.47,10,49.8,3.15
,16:30:12,5,3590,2055.6,3.27,13.3,7,23,0.472,10,49.8,3.16
,16:30:13,5,3590,2056.6,3.26,13.3,7,23,0.471,10,49.8,3.15
,16:30:14,5,3590,2057.6,3.25,13.3,7,23,0.469,10,49.8,3.14
,16:30:15,5,3590,2058.6,3.25,13.3,7,23,0.469,10,49.8,3.13
,16:30:16,5,3590,2059.6,3.25,13.3,7,23,0.453,10,49.8,3.14
,16:30:17,5,3590,2060.6,3.26,13.3,7,23,0.439,10,49.8,3.15
,16:30:18,5,3590,2061.6,3.26,13.3,7,23,0.439,10,49.8,3.15
,16:30:19,5,3590,2062.6,3.25,13.3,7,23,0.438,10,49.8,3.14
,16:30:20,5,3590,2063.6,3.24,13.3,7,23,0.436,10,49.8,3.13
,16:30:21,5,3590,2064.6,3.23,13.3,7,23,0.434,10,49.8,3.11
,16:30:22,5,3590,2065.6,3.22,13.3,7,23,0.448,10,49.8,3.1
,16:30:23,5,3590,2066.6,3.21,13.3,7,23,0.448,10,49.8,3.1
,16:30:24,5,3590,2067.6,3.21,13.3,7,23,0.464,10,49.8,3.1
,16:30:25,5,3590,2068.6,3.21,13.3,7,23,0.464,10,49.8,3.1
,16:30:26,5,3590,2069.6,3.21,13.3,7,23,0.463,10,49.8,3.1
,16:30:27,5,3590,2070.6,3.21,13.3,7,23,0.464,10,49.8,3.1
,16:30:28,5,3590,2071.6,3.22,13.3,7,23,0.465,10,49.8,3.1
,16:30:29,5,3590,2072.6,3.23,13.3,7,23,0.466,10,49.8,3.12
,16:30:30,5,3590,2073.6,3.24,13.3,7,23,0.451,10,49.8,3.13
,16:30:31,5,3590,2074.6,3.24,13.3,7,23,0.452,10,49.8,3.13
,16:30:32,5,3590,2075.6,3.23,13.3,7,23,0.45,10,49.8,3.12
,16:30:33,5,3590,2076.6,3.22,13.3,7,23,0.465,10,49.8,3.11
,16:30:34,5,3590,2077.6,3.22,13.3,7,23,0.466,10,49.8,3.11
,16:30:35,5,3590,2078.6,3.23,13.3,7,23,0.467,10,49.8,3.12
,16:30:36,5,3590,2079.6,3.24,13.3,7,23,0.468,10,49.8,3.13
,16:30:37,5,3590,2080.6,3.24,13.3,7,23,0.468,10,49.8,3.13
,16:30:38,5,3590,2081.6,3.24,13.3,7,23,0.467,10,49.8,3.12
,16:30:39,5,3590,2082.6,3.24,13.3,7,23,0.435,10,49.8,3.12
,16:30:40,5,3590,2083.6,3.23,13.3,7,23,0.435,10,49.8,3.12
,16:30:41,5,3590,2084.6,3.23,13.3,7,23,0.449,10,49.8,3.11
,16:30:42,5,3590,2085.6,3.22,13.3,7,23,0.466,10,49.8,3.11
,16:30:43,5,3590,2086.6,3.23,13.3,7,23,0.467,10,49.8,3.12
,16:30:44,5,3590,2087.6,3.24,13.3,7,23,0.469,10,49.8,3.13
,16:30:45,5,3590,2088.6,3.25,13.3,7,23,0.453,10,49.8,3.13
,16:30:46,5,3590,2089.6,3.24,13.3,7,23,0.468,10,49.8,3.13
,16:30:47,5,3590,2090.6,3.24,13.3,7,23,0.467,10,49.9,3.12
,16:30:48,5,3590,2091.6,3.24,13.3,7,23,0.451,10,49.8,3.13
,16:30:49,5,3590,2092.6,3.24,13.3,7,23,0.436,10,49.8,3.13
,16:30:50,5,3590,2093.6,3.23,13.3,7,23,0.435,10,49.8,3.12
,16:30:51,5,3590,2094.6,3.21,13.3,7,23,0.447,10,49.8,3.1
,16:30:52,5,3590,2095.6,3.2,13.3,7,23,0.462,10,49.8,3.09
,16:30:53,5,3590,2096.6,3.2,13.3,7,23,0.446,10,49.8,3.09
,16:30:54,5,3590,2097.6,3.21,13.3,7,23,0.447,10,49.8,3.1
,16:30:55,5,3590,2098.6,3.21,13.3,7,23,0.447,10,49.8,3.1
,16:30:56,5,3590,2099.6,3.2,13.3,7,23,0.462,10,49.8,3.09
,16:30:57,5,3590,2100.6,3.2,13.3,7,23,0.462,10,49.8,3.09
,16:30:58,5,3590,2101.6,3.21,13.3,7,23,0.447,10,49.8,3.1
,16:30:59,5,3590,2102.6,3.21,13.3,7,23,0.432,10,49.8,3.1
,16:31:00,5,3590,2103.6,3.21,13.3,7,23,0.432,10,49.8,3.1
,16:31:01,5,3590,2104.6,3.21,13.3,7,23,0.447,10,49.8,3.1
,16:31:02,5,3590,2105.6,3.21,13.3,7,23,0.463,10,49.8,3.1
,16:31:03,5,3590,2106.6,3.21,13.3,7,23,0.464,10,49.8,3.1
,16:31:04,5,3590,2107.6,3.21,13.3,7,23,0.464,10,49.8,3.1
,16:31:05,5,3590,2108.6,3.21,13.3,7,23,0.463,10,49.9,3.1
,16:31:06,5,3590,2109.6,3.21,13.3,7,23,0.463,10,49.8,3.1
,16:31:07,5,3590,2110.6,3.21,13.3,7,23,0.447,10,49.8,3.1
,16:31:08,5,3590,2111.6,3.2,13.3,7,23,0.431,10,49.8,3.09
,16:31:09,5,3590,2112.6,3.19,13.3,7,23,0.43,10,49.8,3.08
,16:31:10,5,3590,2113.6,3.18,13.3,7,23,0.443,10,49.8,3.07
,16:31:11,5,3590,2114.6,3.18,13.3,7,23,0.443,10,49.8,3.08
,16:31:12,5,3590,2115.6,3.19,13.3,7,23,0.461,10,49.8,3.08
,16:31:13,5,3590,2116.6,3.19,13.3,7,23,0.479,10,49.8,3.08
,16:31:14,5,3590,2117.6,3.2,13.3,7,23,0.48,10,49.8,3.09
,16:31:15,5,3590,2118.6,3.21,13.3,7,23,0.464,10,49.9,3.1
,16:31:16,5,3590,2119.6,3.22,13.3,7,23,0.465,10,49.8,3.11
,16:31:17,5,3590,2120.6,3.22,13.3,7,23,0.448,10,49.8,3.1
,16:31:18,5,3590,2121.6,3.21,13.3,7,23,0.447,10,49.8,3.1
,16:31:19,5,3590,2122.6,3.19,13.3,7,23,0.445,10,49.8,3.08
,16:31:20,5,3590,2123.6,3.18,13.3,7,23,0.443,10,49.8,3.07
,16:31:21,5,3590,2124.6,3.17,13.3,7,23,0.442,10,49.8,3.06
,16:31:22,5,3590,2125.6,3.18,13.3,7,23,0.442,10,49.9,3.07
,16:31:23,5,3590,2126.6,3.18,13.3,7,23,0.442,10,49.8,3.07
,16:31:24,5,3590,2127.6,3.18,13.3,7,23,0.46,10,49.8,3.07
,16:31:25,5,3590,2128.6,3.18,13.3,7,23,0.46,10,49.8,3.07
,16:31:26,5,3590,2129.6,3.19,13.3,7,23,0.461,10,49.8,3.08
,16:31:27,5,3590,2130.6,3.2,13.3,7,23,0.445,10,49.9,3.09
,16:31:28,5,3590,2131.6,3.19,13.3,7,23,0.444,10,49.8,3.08
,16:31:29,5,3590,2132.6,3.18,13.3,7,23,0.459,10,49.8,3.06
,16:31:30,5,3590,2133.6,3.17,13.3,7,23,0.476,10,49.8,3.06
,16:31:31,5,3590,2134.6,3.18,13.3,7,23,0.459,10,49.8,3.07
,16:31:32,5,3590,2135.6,3.2,13.3,7,23,0.462,10,49.8,3.09
,16:31:33,5,3590,2136.6,3.2,13.3,7,23,0.446,10,49.8,3.09
,16:31:34,5,3590,2137.6,3.21,13.3,7,23,0.447,10,49.8,3.1
