Data file,,DRYSLIDE_ISO10_12C_002.TSV,,,,,,,,,,
,09:39:09,4,3600,73.1,1.06,13.3,7,10.5,0.153,10,50.1,1.01
,09:39:10,4,3600,74.1,1.06,13.3,7,10.6,0.153,10,50.1,1.01
,09:39:11,4,3600,75.1,1.06,13.3,7,10.6,0.153,10,50.1,1.01
,09:39:12,4,3600,76.1,1.06,13.3,7,10.6,0.153,10,50.1,1.01
,09:39:13,4,3600,77.1,1.06,13.3,7,10.6,0.159,10,50.1,1.01
,09:39:14,4,3600,78.1,1.06,13.3,7,10.6,0.158,10,50.1,1.01
,09:39:15,4,3600,79.1,1.05,13.3,7,10.6,0.158,10,50.1,1.01
,09:39:16,4,3600,80.1,1.06,13.3,7,10.7,0.153,10,50.1,1.01
,09:39:17,4,3600,81.1,1.06,13.3,7,10.7,0.153,10,50.1,1.01
,09:39:18,4,3600,82.1,1.06,13.3,7,10.7,0.159,10,50.1,1.01
,09:39:19,4,3600,83.1,1.06,13.3,7,10.7,0.153,10,50.1,1.01
,09:39:20,4,3600,84.1,1.06,13.3,7,10.7,0.153,10,50.1,1.01
,09:39:21,4,3600,85.1,1.06,13.3,7,10.7,0.153,10,50.1,1.01
,09:39:22,4,3600,86.1,1.06,13.3,7,10.7,0.148,10,50.1,1.01
,09:39:23,4,3600,87.1,1.06,13.3,7,10.7,0.153,10,50.1,1.01
,09:39:24,4,3600,88.1,1.06,13.3,7,10.8,0.153,10,50.1,1.01
,09:39:25,4,3600,89.1,1.06,13.3,7,10.8,0.153,10,50.1,1.01
,09:39:26,4,3600,90.1,1.06,13.3,7,10.8,0.153,10,50.1,1.01
,09:39:27,4,3600,91.1,1.06,13.3,7,10.8,0.153,10,50.1,1.01
,09:39:28,4,3600,92.1,1.06,13.3,7,10.8,0.153,10,50.1,1.01
,09:39:29,4,3600,93.1,1.06,13.3,7,10.8,0.153,10,50.1,1.01
,09:39:30,4,3600,94.1,1.06,13.3,7,10.8,0.147,10,50.1,1.01
,09:39:31,4,3600,95.1,1.06,13.3,7,10.8,0.147,10,50.1,1.01
,09:39:32,4,3600,96.1,1.06,13.3,7,10.8,0.142,10,50.1,1.01
,09:39:33,4,3600,97.1,1.06,13.3,7,10.9,0.148,10,50.1,1.01
,09:39:34,4,3600,98.1,1.06,13.3,7,10.9,0.148,10,50.1,1.01
,09:39:35,4,3600,99.1,1.05,13.3,7,10.9,0.147,10,50.1,1
,09:39:36,4,3600,100.1,1.05,13.3,7,10.9,0.152,10,50.1,1
,09:39:37,4,3600,101.1,1.04,13.3,7,10.9,0.157,10,50.1,0.99
,09:39:38,4,3600,102.1,1.04,13.3,7,10.9,0.157,10,50.1,1
,09:39:39,4,3600,103.1,1.05,13.3,7,10.9,0.157,10,50.1,1
,09:39:40,4,3600,104.1,1.05,13.3,7,10.9,0.158,10,50.1,1
,09:39:41,4,3600,105.1,1.05,13.3,7,10.9,0.158,10,50.1,1
,09:39:42,4,3600,106.1,1.05,13.3,6,10.9,0.164,10,50.1,1
,09:39:43,4,3600,107.1,1.05,13.3,6,10.9,0.164,10,50.1,1
,09:39:44,4,3600,108.1,1.05,13.3,6,10.9,0.164,10,50.1,1.01
,09:39:45,4,3600,109.1,1.06,13.3,7,11,0.159,10,50.1,1.01
,09:39:46,4,3600,110.1,1.06,13.3,7,11,0.159,10,50.1,1.01
,09:39:47,4,3600,111.1,1.06,13.3,7,11,0.158,10,50.1,1.01
,09:39:48,4,3600,112.1,1.06,13.3,7,11,0.158,10,50.1,1.01
,09:39:49,4,3600,113.1,1.06,13.3,7,11,0.159,10,50.1,1.01
,09:39:50,4,3600,114.1,1.06,13.3,7,11,0.16,10,50.1,1.02
,09:39:51,4,3600,115.1,1.07,13.3,7,11,0.16,10,50.1,1.02
,09:39:52,4,3600,116.1,1.07,13.3,7,11,0.155,10,50.1,1.02
,09:39:53,4,3600,117.1,1.07,13.3,7,11,0.154,10,50.1,1.02
,09:39:54,4,3600,118.1,1.06,13.3,7,11,0.16,10,50.1,1.02
,09:39:55,4,3600,119.1,1.06,13.3,7,11.1,0.159,10,50.1,1.01
,09:39:56,4,3600,120.1,1.06,13.3,7,11.1,0.159,10,50.1,1.01
,09:39:57,4,3600,121.1,1.07,13.3,7,11.1,0.16,10,50.1,1.02
,09:39:58,4,3600,122.1,1.07,13.3,7,11.1,0.161,10,50.1,1.02
,09:39:59,4,3600,123.1,1.07,13.3,7,11.1,0.155,10,50.1,1.02
,09:40:00,4,3600,124.1,1.07,13.3,7,11.1,0.155,10,50.1,1.02
,09:40:01,4,3600,125.1,1.07,13.3,7,11.1,0.154,10,50.1,1.02
,09:40:02,4,3600,126.1,1.07,13.3,7,11.1,0.149,10,50.1,1.02
,09:40:03,4,3600,127.1,1.07,13.3,7,11.1,0.149,10,50.1,1.02
,09:40:04,4,3600,128.1,1.07,13.3,7,11.1,0.154,10,50.1,1.02
,09:40:05,4,3600,129.1,1.06,13.3,7,11.1,0.154,10,50.1,1.02
,09:40:06,4,3600,130.1,1.06,13.3,7,11.1,0.148,10,50.1,1.01
,09:40:07,4,3600,131.1,1.06,13.3,7,11.1,0.148,10,50.1,1.01
,09:40:08,4,3600,132.1,1.06,13.3,7,11.1,0.148,10,50.1,1.02
,09:40:09,4,3600,133.1,1.07,13.3,7,11.2,0.149,10,50.1,1.02
,09:40:10,4,3600,134.1,1.07,13.3,7,11.2,0.154,10,50.1,1.02
,09:40:11,4,3600,135.1,1.07,13.3,7,11.2,0.16,10,50.1,1.02
,09:40:12,4,3600,136.1,1.06,13.3,7,11.2,0.154,10,50.1,1.02
,09:40:13,4,3600,137.1,1.06,13.3,7,11.2,0.16,10,50.1,1.02
,09:40:14,4,3600,138.1,1.06,13.3,7,11.2,0.16,10,50.1,1.02
,09:40:15,4,3600,139.1,1.06,13.3,6,11.2,0.166,10,50.1,1.02
,09:40:16,4,3600,140.1,1.07,13.3,6,11.2,0.166,10,50.1,1.02
,09:40:17,4,3600,141.1,1.07,13.3,7,11.2,0.161,10,50.1,1.02
,09:40:18,4,3600,142.1,1.08,13.3,7,11.2,0.162,10,50.1,1.03
,09:40:19,4,3600,143.1,1.08,13.3,7,11.2,0.156,10,50.1,1.03
,09:40:20,4,3600,144.1,1.08,13.3,7,11.2,0.156,10,50.1,1.03
,09:40:21,4,3600,145.1,1.07,13.3,7,11.2,0.161,10,50.1,1.02
,09:40:22,4,3600,146.1,1.07,13.3,7,11.2,0.161,10,50.1,1.02
,09:40:23,4,3600,147.1,1.07,13.3,7,11.2,0.161,10,50.1,1.03
,09:40:24,4,3600,148.1,1.08,13.3,7,11.2,0.162,10,50.1,1.03
,09:40:25,4,3600,149.1,1.08,13.3,7,11.3,0.156,10,50.1,1.03
,09:40:26,4,3600,150.1,1.08,13.3,7,11.3,0.156,10,50.1,1.03
,09:40:27,4,3600,151.1,1.08,13.3,7,11.3,0.156,10,50.1,1.03
,09:40:28,4,3600,152.1,1.08,13.3,7,11.3,0.162,10,50.1,1.03
,09:40:29,4,3600,153.1,1.08,13.3,7,11.3,0.162,10,50.1,1.03
,09:40:30,4,3600,154.1,1.08,13.3,7,11.3,0.162,10,50.1,1.03
,09:40:31,4,3600,155.1,1.08,13.3,7,11.3,0.162,10,50.1,1.03
,09:40:32,4,3600,156.1,1.08,13.3,7,11.3,0.156,10,50.1,1.03
,09:40:33,4,3600,157.1,1.08,13.3,7,11.3,0.156,10,50.1,1.03
,09:40:34,4,3600,158.1,1.08,13.3,7,11.3,0.156,10,50.1,1.03
,09:40:35,4,3600,159.1,1.08,13.3,7,11.4,0.156,10,50.1,1.03
,09:40:36,4,3600,160.1,1.08,13.3,7,11.4,0.157,10,50.1,1.04
,09:40:37,4,3600,161.1,1.08,13.3,7,11.4,0.163,10,50.1,1.04
,09:40:38,4,3600,162.1,1.08,13.3,7,11.4,0.162,10,50.1,1.03
,09:40:39,4,3600,163.1,1.08,13.3,7,11.4,0.162,10,50.1,1.03
,09:40:40,4,3600,164.1,1.08,13.3,7,11.4,0.157,10,50.1,1.04
,09:40:41,4,3600,165.1,1.08,13.3,7,11.4,0.157,10,50.1,1.04
,09:40:42,4,3600,166.1,1.08,13.3,7,11.4,0.157,10,50.1,1.04
,09:40:43,4,3600,167.1,1.09,13.3,7,11.4,0.163,10,50.1,1.04
,09:40:44,4,3600,168.1,1.09,13.3,7,11.4,0.163,10,50.1,1.04
,09:40:45,4,3600,169.1,1.09,13.3,7,11.4,0.157,10,50.1,1.04
,09:40:46,4,3600,170.1,1.09,13.3,7,11.5,0.157,10,50.1,1.04
,09:40:47,4,3600,171.1,1.09,13.3,7,11.5,0.157,10,50.1,1.04
,09:40:48,4,3600,172.1,1.09,13.3,7,11.5,0.163,10,50.1,1.04
,09:40:49,4,3600,173.1,1.08,13.3,7,11.5,0.163,10,50.1,1.04
,09:40:50,4,3600,174.1,1.08,13.3,7,11.5,0.157,10,50.1,1.04
,09:40:51,4,3600,175.1,1.08,13.3,7,11.5,0.157,10,50.1,1.04
,09:40:52,4,3600,176.1,1.08,13.3,7,11.5,0.157,10,50.1,1.04
,09:40:53,4,3600,177.1,1.08,13.3,7,11.5,0.157,10,50.1,1.04
,09:40:54,4,3600,178.1,1.08,13.3,7,11.5,0.162,10,50.1,1.03
,09:40:55,4,3600,179.1,1.08,13.3,7,11.6,0.162,10,50.1,1.03
,09:40:56,4,3600,180.1,1.09,13.3,7,11.6,0.151,10,50.1,1.04
,09:40:57,4,3600,181.1,1.09,13.3,7,11.6,0.147,10,50.1,1.04
,09:40:58,4,3600,182.1,1.09,13.3,7,11.6,0.147,10,50.1,1.04
,09:40:59,4,3600,183.1,1.09,13.3,7,11.6,0.152,10,50.1,1.04
,09:41:00,4,3600,184.1,1.08,13.3,7,11.6,0.163,10,50.1,1.04
,09:41:01,4,3600,185.1,1.08,13.3,6,11.6,0.168,10,50.1,1.03
,09:41:02,4,3600,186.1,1.08,13.3,6,11.6,0.168,10,50.1,1.03
,09:41:03,4,3600,187.1,1.08,13.3,7,11.6,0.163,10,50.1,1.04
,09:41:04,4,3600,188.1,1.09,13.3,7,11.6,0.163,10,50.1,1.04
,09:41:05,4,3600,189.1,1.09,13.3,7,11.6,0.164,10,50.1,1.05
,09:41:06,4,3600,190.1,1.09,13.3,7,11.7,0.164,10,50.1,1.05
,09:41:07,4,3600,191.1,1.09,13.3,7,11.7,0.164,10,50.1,1.05
,09:41:08,4,3600,192.1,1.09,13.3,7,11.7,0.164,10,50.1,1.05
,09:41:09,4,3600,193.1,1.09,13.3,7,11.7,0.158,10,50.1,1.05
,09:41:10,4,3600,194.1,1.09,13.3,7,11.7,0.152,10,50.1,1.04
,09:41:11,4,3600,195.1,1.09,13.3,7,11.7,0.152,10,50.1,1.04
,09:41:12,4,3600,196.1,1.09,13.3,7,11.7,0.157,10,50.1,1.04
,09:41:13,4,3600,197.1,1.08,13.3,7,11.8,0.151,10,50.1,1.04
,09:41:14,4,3600,198.1,1.08,13.3,7,11.8,0.151,10,50.1,1.03
,09:41:15,4,3600,199.1,1.08,13.3,7,11.8,0.151,10,50.1,1.03
,09:41:16,4,3600,200.1,1.08,13.3,7,11.8,0.151,10,50.1,1.04
,09:41:17,4,3600,201.1,1.08,13.3,7,11.8,0.151,10,50.1,1.04
,09:41:18,4,3600,202.1,1.08,13.3,7,11.8,0.151,10,50.1,1.04
,09:41:19,4,3600,203.1,1.08,13.3,7,11.8,0.15,10,50.1,1.03
,09:41:20,4,3600,204.1,1.08,13.3,7,11.8,0.156,10,50.1,1.03
,09:41:21,4,3600,205.1,1.07,13.3,7,11.8,0.161,10,50.1,1.02
,09:41:22,4,3600,206.1,1.08,13.3,7,11.8,0.162,10,50.1,1.03
,09:41:23,4,3600,207.1,1.08,13.3,7,11.9,0.162,10,50.1,1.03
,09:41:24,4,3600,208.1,1.09,13.3,7,11.9,0.163,10,50.1,1.04
,09:41:25,4,3600,209.1,1.09,13.3,7,11.9,0.163,10,50.1,1.04
,09:41:26,4,3600,210.1,1.09,13.3,6,11.9,0.17,10,50.1,1.04
,09:41:27,4,3600,211.1,1.09,13.3,6,11.9,0.17,10,50.1,1.04
,09:41:28,4,3600,212.1,1.09,13.3,7,11.9,0.164,10,50.1,1.04
,09:41:29,4,3600,213.1,1.09,13.3,7,11.9,0.164,10,50.1,1.04
,09:41:30,4,3600,214.1,1.09,13.3,6,12,0.17,10,50.1,1.04
,09:41:31,4,3600,215.1,1.09,13.3,6,12,0.17,10,50.1,1.05
,09:41:32,4,3600,216.1,1.1,13.3,7,12,0.165,10,50.1,1.05
,09:41:33,4,3600,217.1,1.1,13.3,7,12,0.16,10,50.1,1.06
,09:41:34,4,3600,218.1,1.11,13.3,7,12,0.16,10,50.1,1.06
,09:41:35,4,3600,219.1,1.1,13.3,7,12,0.154,10,50.1,1.05
,09:41:36,4,3600,220.1,1.1,13.3,7,12,0.153,10,50.1,1.05
,09:41:37,4,3600,221.1,1.09,13.3,7,12,0.152,10,50.1,1.04
,09:41:38,4,3600,222.1,1.09,13.3,7,12,0.157,10,50.1,1.04
,09:41:39,4,3600,223.1,1.09,13.3,7,12,0.157,10,50.1,1.04
,09:41:40,4,3600,224.1,1.09,13.3,7,12.1,0.157,10,50.1,1.04
,09:41:41,4,3600,225.1,1.09,13.3,7,12.1,0.163,10,50.1,1.04
,09:41:42,4,3600,226.1,1.09,13.3,6,12.1,0.17,10,50.1,1.04
,09:41:43,4,3600,227.1,1.09,13.3,6,12.1,0.171,10,50.1,1.05
,09:41:44,4,3600,228.1,1.1,13.3,7,12.1,0.165,10,50.1,1.05
,09:41:45,4,3600,229.1,1.1,13.3,7,12.1,0.159,10,50.1,1.05
,09:41:46,4,3600,230.1,1.1,13.3,7,12.2,0.159,10,50.1,1.05
,09:41:47,4,3600,231.1,1.1,13.3,7,12.2,0.158,10,50.1,1.05
,09:41:48,4,3600,232.1,1.09,13.3,7,12.2,0.158,10,50.1,1.04
,09:41:49,4,3600,233.1,1.09,13.3,7,12.2,0.158,10,50.1,1.04
,09:41:50,4,3600,234.1,1.09,13.3,7,12.2,0.158,10,50.1,1.04
,09:41:51,4,3600,235.1,1.09,13.3,7,12.2,0.152,10,50.1,1.04
,09:41:52,4,3600,236.1,1.09,13.3,7,12.2,0.158,10,50.1,1.04
,09:41:53,4,3600,237.1,1.09,13.3,7,12.3,0.157,10,50.1,1.04
,09:41:54,4,3600,238.1,1.09,13.3,7,12.3,0.152,10,50.1,1.04
,09:41:55,4,3600,239.1,1.09,13.3,7,12.3,0.152,10,50.1,1.05
,09:41:56,4,3600,240.1,1.09,13.3,7,12.3,0.152,10,50.1,1.05
,09:41:57,4,3600,241.1,1.09,13.3,7,12.3,0.158,10,50.1,1.05
,09:41:58,4,3600,242.1,1.09,13.3,7,12.3,0.158,10,50.1,1.04
,09:41:59,4,3600,243.1,1.09,13.3,7,12.3,0.158,10,50.1,1.05
,09:42:00,4,3600,244.1,1.09,13.3,7,12.3,0.158,10,50.1,1.05
,09:42:01,4,3600,245.1,1.09,13.3,7,12.3,0.158,10,50.1,1.04
,09:42:02,4,3600,246.1,1.09,13.3,7,12.3,0.157,10,50.1,1.04
,09:42:03,4,3600,247.1,1.09,13.3,7,12.4,0.151,10,50.1,1.04
,09:42:04,4,3600,248.1,1.09,13.3,7,12.4,0.157,10,50.1,1.04
,09:42:05,4,3600,249.1,1.09,13.3,7,12.4,0.157,10,50.1,1.04
,09:42:06,4,3600,250.1,1.09,13.3,7,12.4,0.157,10,50.1,1.04
,09:42:07,4,3600,251.1,1.09,13.3,7,12.4,0.163,10,50.1,1.04
,09:42:08,4,3600,252.1,1.09,13.3,7,12.4,0.163,10,50.1,1.04
,09:42:09,4,3600,253.1,1.09,13.3,7,12.5,0.158,10,50.1,1.04
,09:42:10,4,3600,254.1,1.09,13.3,7,12.5,0.158,10,50.1,1.04
,09:42:11,4,3600,255.1,1.09,13.3,7,12.5,0.164,10,50.1,1.04
,09:42:12,4,3600,256.1,1.09,13.3,7,12.5,0.164,10,50.1,1.04
,09:42:13,4,3600,257.1,1.09,13.3,7,12.5,0.158,10,50.1,1.05
,09:42:14,4,3600,258.1,1.09,13.3,7,12.5,0.158,10,50.1,1.04
,09:42:15,4,3600,259.1,1.09,13.3,7,12.5,0.157,10,50.1,1.04
,09:42:16,4,3600,260.1,1.08,13.3,7,12.5,0.157,10,50.1,1.04
,09:42:17,4,3600,261.1,1.08,13.3,7,12.5,0.157,10,50.1,1.04
,09:42:18,4,3600,262.1,1.09,13.3,7,12.6,0.163,10,50.1,1.04
,09:42:19,4,3600,263.1,1.09,13.3,7,12.6,0.157,10,50.1,1.04
,09:42:20,4,3600,264.1,1.09,13.3,7,12.6,0.158,10,50.1,1.04
,09:42:21,4,3600,265.1,1.09,13.3,7,12.6,0.158,10,50.1,1.04
,09:42:22,4,3600,266.1,1.09,13.3,7,12.6,0.158,10,50.1,1.04
,09:42:23,4,3600,267.1,1.09,13.3,7,12.6,0.157,10,50.1,1.04
,09:42:24,4,3600,268.1,1.09,13.3,7,12.6,0.163,10,50.1,1.04
,09:42:25,4,3600,269.1,1.09,13.3,6,12.7,0.17,10,50.1,1.04
,09:42:26,4,3600,270.1,1.09,13.3,6,12.7,0.171,10,50.1,1.05
,09:42:27,4,3600,271.1,1.1,13.3,7,12.7,0.165,10,50.1,1.05
,09:42:28,4,3600,272.1,1.1,13.3,7,12.7,0.166,10,50.1,1.05
,09:42:29,4,3600,273.1,1.1,13.3,7,12.7,0.165,10,50.1,1.05
,09:42:30,4,3600,274.1,1.1,13.3,6,12.7,0.172,10,50.1,1.05
,09:42:31,4,3600,275.1,1.1,13.3,7,12.7,0.165,10,50.1,1.05
,09:42:32,4,3600,276.1,1.1,13.3,7,12.7,0.166,10,50.1,1.06
,09:42:33,4,3600,277.1,1.1,13.3,7,12.8,0.166,10,50.1,1.06
,09:42:34,4,3600,278.1,1.1,13.3,7,12.8,0.165,10,50.1,1.05
,09:42:35,4,3600,279.1,1.1,13.3,7,12.8,0.165,10,50.1,1.05
,09:42:36,4,3600,280.1,1.11,13.3,7,12.8,0.166,10,50.1,1.06
,09:42:37,4,3600,281.1,1.11,13.3,7,12.8,0.161,10,50.1,1.06
,09:42:38,4,3600,282.1,1.11,13.3,7,12.8,0.167,10,50.1,1.06
,09:42:39,4,3600,283.1,1.11,13.3,7,12.8,0.161,10,50.1,1.06
,09:42:40,4,3600,284.1,1.11,13.3,7,12.8,0.161,10,50.1,1.06
,09:42:41,4,3600,285.1,1.11,13.3,7,12.9,0.155,10,50.1,1.06
,09:42:42,4,3600,286.1,1.11,13.3,7,12.9,0.155,10,50.1,1.06
,09:42:43,4,3600,287.1,1.1,13.3,7,12.9,0.154,10,50.1,1.06
,09:42:44,4,3600,288.1,1.1,13.3,7,12.9,0.16,10,50.1,1.06
,09:42:45,4,3600,289.1,1.1,13.3,7,12.9,0.165,10,50.1,1.05
,09:42:46,4,3600,290.1,1.1,13.3,7,12.9,0.165,10,50.1,1.05
,09:42:47,4,3600,291.1,1.1,13.3,7,12.9,0.165,10,50.1,1.06
,09:42:48,4,3600,292.1,1.11,13.3,6,12.9,0.173,10,50.1,1.06
,09:42:49,4,3600,293.1,1.11,13.3,6,13,0.173,10,50.1,1.06
,09:42:50,4,3600,294.1,1.11,13.3,7,13,0.167,10,50.1,1.06
,09:42:51,4,3600,295.1,1.12,13.3,7,13,0.168,10,50.1,1.07
,09:42:52,4,3600,296.1,1.12,13.3,7,13,0.161,10,50.1,1.07
,09:42:53,4,3600,297.1,1.11,13.3,7,13,0.161,10,50.1,1.06
,09:42:54,4,3600,298.1,1.11,13.3,7,13,0.166,10,50.1,1.06
,09:42:55,4,3600,299.1,1.11,13.3,7,13,0.166,10,50.1,1.06
,09:42:56,4,3600,300.1,1.11,13.3,7,13,0.167,10,50.1,1.06
,09:42:57,4,3600,301.1,1.11,13.3,7,13,0.167,10,50.1,1.06
,09:42:58,4,3600,302.1,1.12,13.3,7,13,0.168,10,50.1,1.07
,09:42:59,4,3600,303.1,1.12,13.3,7,13.1,0.162,10,50.1,1.07
,09:43:00,4,3600,304.1,1.12,13.3,7,13.1,0.156,10,50.1,1.07
,09:43:01,4,3600,305.1,1.12,13.3,7,13.1,0.151,10,50.1,1.07
,09:43:02,4,3600,306.1,1.12,13.3,7,13.1,0.151,10,50.1,1.07
,09:43:03,4,3600,307.1,1.11,13.3,7,13.1,0.15,10,50.1,1.06
,09:43:04,4,3600,308.1,1.11,13.3,7,13.1,0.155,10,50.1,1.06
,09:43:05,4,3600,309.1,1.11,13.3,7,13.1,0.16,10,50.1,1.06
,09:43:06,4,3600,310.1,1.11,13.3,7,13.1,0.166,10,50.1,1.06
,09:43:07,4,3600,311.1,1.11,13.3,7,13.2,0.166,10,50.1,1.06
,09:43:08,4,3600,312.1,1.11,13.3,7,13.2,0.166,10,50.1,1.06
,09:43:09,4,3600,313.1,1.11,13.3,7,13.2,0.16,10,50.1,1.06
,09:43:10,4,3600,314.1,1.11,13.3,7,13.2,0.16,10,50.1,1.06
,09:43:11,4,3600,315.1,1.11,13.3,7,13.2,0.166,10,50.1,1.06
,09:43:12,4,3600,316.1,1.11,13.3,7,13.2,0.166,10,50.2,1.06
,09:43:13,4,3600,317.1,1.11,13.3,7,13.2,0.166,10,50.1,1.06
,09:43:14,4,3600,318.1,1.11,13.3,7,13.2,0.166,10,50.1,1.06
,09:43:15,4,3600,319.1,1.11,13.3,7,13.2,0.167,10,50.1,1.06
,09:43:16,4,3600,320.1,1.12,13.3,7,13.2,0.168,10,50.1,1.07
,09:43:17,4,3600,321.1,1.12,13.3,7,13.2,0.168,10,50.1,1.07
,09:43:18,4,3600,322.1,1.12,13.3,7,13.2,0.168,10,50.1,1.07
,09:43:19,4,3600,323.1,1.12,13.3,7,13.3,0.162,10,50.1,1.07
,09:43:20,4,3600,324.1,1.12,13.3,7,13.3,0.168,10,50.1,1.07
,09:43:21,4,3600,325.1,1.12,13.3,7,13.3,0.168,10,50.1,1.07
,09:43:22,4,3600,326.1,1.12,13.3,7,13.3,0.168,10,50.1,1.07
,09:43:23,4,3600,327.1,1.12,13.3,7,13.3,0.168,10,50.1,1.07
,09:43:24,4,3600,328.1,1.12,13.3,7,13.3,0.162,10,50.1,1.07
,09:43:25,4,3600,329.1,1.12,13.3,7,13.3,0.162,10,50.1,1.07
,09:43:26,4,3600,330.1,1.12,13.3,7,13.3,0.169,10,50.1,1.07
,09:43:27,4,3600,331.1,1.12,13.3,7,13.3,0.162,10,50.1,1.07
,09:43:28,4,3600,332.1,1.12,13.3,7,13.3,0.168,10,50.1,1.07
,09:43:29,4,3600,333.1,1.12,13.3,7,13.3,0.168,10,50.2,1.07
,09:43:30,4,3600,334.1,1.12,13.3,7,13.3,0.162,10,50.1,1.07
,09:43:31,4,3600,335.1,1.12,13.3,7,13.3,0.162,10,50.2,1.07
,09:43:32,4,3600,336.1,1.12,13.3,7,13.3,0.168,10,50.2,1.07
,09:43:33,4,3600,337.1,1.12,13.3,7,13.3,0.162,10,50.2,1.07
,09:43:34,4,3600,338.1,1.12,13.3,7,13.3,0.162,10,50.1,1.07
,09:43:35,4,3600,339.1,1.12,13.3,7,13.3,0.162,10,50.1,1.07
,09:43:36,4,3600,340.1,1.12,13.3,7,13.3,0.169,10,50.1,1.07
,09:43:37,4,3600,341.1,1.12,13.3,7,13.4,0.162,10,50.1,1.08
,09:43:38,4,3600,342.1,1.13,13.3,7,13.4,0.163,10,50.1,1.08
,09:43:39,4,3600,343.1,1.13,13.3,7,13.4,0.163,10,50.1,1.08
,09:43:40,4,3600,344.1,1.12,13.3,7,13.4,0.162,10,50.1,1.07
,09:43:41,4,3600,345.1,1.12,13.3,7,13.4,0.162,10,50.1,1.07
,09:43:42,4,3600,346.1,1.12,13.3,7,13.4,0.156,10,50.1,1.07
,09:43:43,4,3600,347.1,1.12,13.3,7,13.4,0.162,10,50.1,1.07
,09:43:44,4,3600,348.1,1.12,13.3,7,13.4,0.162,10,50.1,1.07
,09:43:45,4,3600,349.1,1.12,13.3,7,13.4,0.162,10,50.1,1.07
,09:43:46,4,3600,350.1,1.12,13.3,7,13.4,0.162,10,50.2,1.07
,09:43:47,4,3600,351.1,1.12,13.3,7,13.4,0.162,10,50.1,1.07
,09:43:48,4,3600,352.1,1.12,13.3,7,13.4,0.162,10,50.2,1.07
,09:43:49,4,3600,353.1,1.12,13.3,7,13.4,0.162,10,50.2,1.07
,09:43:50,4,3600,354.1,1.12,13.3,7,13.4,0.168,10,50.2,1.07
,09:43:51,4,3600,355.1,1.12,13.3,7,13.4,0.168,10,50.1,1.07
