Data file,,COLISIBRO_ISO10_T7_C3.TSV,,,,,,,,,,
,10:24:46,5,3590,75.6,3.62,13.3,7,21,0.504,10,49.8,3.47
,10:24:47,5,3590,76.6,3.27,13.3,7,21,0.455,10,49.8,3.11
,10:24:48,5,3590,77.6,2.82,13.3,7,21,0.379,10,49.8,2.69
,10:24:49,5,3590,78.6,2.56,13.3,7,21,0.357,10,49.8,2.45
,10:24:50,5,3590,79.6,2.3,13.3,7,21,0.332,10,49.8,2.19
,10:24:51,5,3590,80.6,1.98,13.3,7,21,0.276,10,49.8,1.88
,10:24:52,5,3590,81.6,1.85,13.3,7,21,0.257,10,49.8,1.79
,10:24:53,5,3590,82.6,2,13.3,7,21,0.278,10,49.8,1.94
,10:24:54,5,3590,83.6,2.14,13.3,7,21,0.309,10,49.8,2.08
,10:24:55,5,3590,84.6,2.23,13.3,7,21,0.311,10,49.8,2.16
,10:24:56,5,3590,85.6,2.34,13.3,7,21,0.338,10,49.8,2.27
,10:24:57,5,3590,86.6,2.38,13.3,7,21,0.343,10,49.8,2.29
,10:24:58,5,3590,87.6,2.19,13.3,7,21,0.316,10,49.8,2.09
,10:24:59,5,3590,88.6,1.82,13.3,7,21,0.263,10,49.8,1.73
,10:25:00,5,3590,89.6,1.83,13.3,7,21,0.254,10,49.8,1.8
,10:25:01,5,3590,90.6,2.41,13.3,7,21,0.335,10,49.8,2.39
,10:25:02,5,3590,91.6,3.16,13.3,7,21,0.441,10,49.8,3.13
,10:25:03,5,3590,92.6,3.7,13.3,7,21,0.515,10,49.8,3.58
,10:25:04,5,3590,93.6,3.76,13.3,7,21,0.524,10,49.8,3.63
,10:25:05,5,3590,94.6,3.8,13.3,7,21,0.548,10,49.8,3.66
,10:25:06,5,3590,95.6,3.72,13.3,7,21,0.519,10,49.8,3.59
,10:25:07,5,3590,96.6,3.55,13.3,7,21,0.494,10,49.8,3.4
,10:25:08,5,3590,97.6,3.36,13.3,7,21,0.469,10,49.8,3.24
,10:25:09,5,3590,98.6,3.34,13.3,7,21,0.483,10,49.8,3.23
,10:25:10,5,3590,99.6,3.27,13.3,7,21,0.456,10,49.8,3.15
,10:25:11,5,3590,100.6,3.01,13.3,7,21,0.434,10,49.8,2.87
,10:25:12,5,3590,101.6,2.64,13.3,7,21,0.382,10,49.8,2.53
,10:25:13,5,3590,102.6,2.67,13.3,7,21,0.386,10,49.9,2.59
,10:25:14,5,3590,103.6,2.88,13.3,7,21,0.401,10,49.8,2.8
,10:25:15,5,3590,104.6,3,13.3,7,21,0.403,10,49.9,2.88
,10:25:16,5,3590,105.6,2.64,13.3,7,21,0.367,10,49.8,2.5
,10:25:17,5,3590,106.6,2.23,13.3,7,21,0.322,10,49.8,2.12
,10:25:18,5,3590,107.6,1.89,13.3,7,21,0.273,10,49.8,1.8
,10:25:19,5,3590,108.6,1.68,13.3,7,21,0.234,10,49.8,1.61
,10:25:20,5,3590,109.6,1.44,13.3,7,21,0.2,10,49.8,1.36
,10:25:21,5,3590,110.6,1.23,13.3,7,21,0.178,10,49.8,1.18
,10:25:22,5,3590,111.6,1.16,13.3,7,21,0.167,10,49.8,1.11
,10:25:23,5,3590,112.6,1.12,13.3,7,21,0.156,10,49.8,1.08
,10:25:24,5,3590,113.6,1.1,13.3,7,21,0.153,10,49.8,1.06
,10:25:25,5,3590,114.6,1.1,13.3,7,21,0.159,10,49.8,1.06
,10:25:26,5,3590,115.6,1.1,13.3,7,21,0.159,10,49.8,1.06
,10:25:27,5,3590,116.6,1.1,13.3,7,21,0.153,10,49.8,1.06
,10:25:28,5,3590,117.6,1.1,13.3,7,21,0.153,10,49.8,1.06
,10:25:29,5,3590,118.6,1.1,13.3,7,21,0.154,10,49.8,1.06
,10:25:30,5,3590,119.6,1.11,13.3,7,21,0.161,10,49.8,1.07
,10:25:31,5,3590,120.6,1.1,13.3,7,21,0.154,10,49.8,1.06
,10:25:32,5,3590,121.6,1.09,13.3,7,21,0.157,10,49.8,1.05
,10:25:33,5,3590,122.6,1.08,13.3,7,21,0.156,10,49.8,1.04
,10:25:34,5,3590,123.6,1.09,13.3,7,21,0.157,10,49.8,1.05
,10:25:35,5,3590,124.6,1.1,13.3,7,21,0.153,10,49.8,1.06
,10:25:36,5,3590,125.6,1.11,13.3,7,21,0.149,10,49.8,1.07
,10:25:37,5,3590,126.6,1.11,13.3,7,21,0.155,10,49.8,1.07
,10:25:38,5,3590,127.6,1.11,13.3,7,21,0.154,10,49.8,1.07
,10:25:39,5,3590,128.6,1.1,13.3,7,21,0.153,10,49.8,1.06
,10:25:40,5,3590,129.6,1.07,13.3,7,21,0.149,10,49.8,1.03
,10:25:41,5,3590,130.6,1.06,13.3,7,21,0.147,10,49.8,1.02
,10:25:42,5,3590,131.6,1.05,13.3,7,21,0.151,10,49.8,1.01
,10:25:43,5,3590,132.6,1.05,13.3,7,21,0.146,10,49.8,1.01
,10:25:44,5,3590,133.6,1.05,13.3,7,21,0.146,10,49.8,1.01
,10:25:45,5,3590,134.6,1.05,13.3,7,21,0.146,10,49.8,1.01
,10:25:46,5,3590,135.6,1.05,13.3,7,21,0.146,10,49.8,1.01
,10:25:47,5,3590,136.6,1.05,13.3,7,21,0.146,10,49.8,1.01
,10:25:48,5,3590,137.6,1.06,13.3,7,21,0.147,10,49.8,1.02
,10:25:49,5,3590,138.6,1.06,13.3,7,21,0.147,10,49.8,1.02
,10:25:50,5,3590,139.6,1.06,13.3,7,21,0.153,10,49.8,1.02
,10:25:51,5,3590,140.6,1.05,13.3,7,21,0.146,10,49.8,1.01
,10:25:52,5,3590,141.6,1.06,13.3,7,21,0.147,10,49.8,1.02
,10:25:53,5,3590,142.6,1.05,13.3,7,21,0.146,10,49.8,1.01
,10:25:54,5,3590,143.6,1.03,13.3,7,21,0.144,10,49.8,0.99
,10:25:55,5,3590,144.6,1,13.3,7,21,0.14,10,49.9,0.97
,10:25:56,5,3590,145.6,0.98,13.3,7,21,0.142,10,49.8,0.95
,10:25:57,5,3590,146.6,0.96,13.3,7,21,0.138,10,49.8,0.92
,10:25:58,5,3590,147.6,0.93,13.3,7,21,0.134,10,49.8,0.89
,10:25:59,5,3590,148.6,0.89,13.3,7,21,0.124,10,49.8,0.86
,10:26:00,5,3590,149.6,0.89,13.3,7,21,0.124,10,49.8,0.86
,10:26:01,5,3590,150.6,0.9,13.3,7,21,0.13,10,49.8,0.87
,10:26:02,5,3590,151.6,0.9,13.3,7,21,0.13,10,49.8,0.87
,10:26:03,5,3590,152.6,0.89,13.3,7,21,0.124,10,49.8,0.86
,10:26:04,5,3590,153.6,0.88,13.3,7,21,0.123,10,49.8,0.85
,10:26:05,5,3590,154.6,0.88,13.3,7,21,0.123,10,49.8,0.85
,10:26:06,5,3590,155.6,0.88,13.3,7,21,0.123,10,49.8,0.85
,10:26:07,5,3590,156.6,0.88,13.3,7,21,0.126,10,49.8,0.84
,10:26:08,5,3590,157.6,0.91,13.3,7,21,0.131,10,49.8,0.88
,10:26:09,5,3590,158.6,0.93,13.3,7,21,0.134,10,49.8,0.9
,10:26:10,5,3590,159.6,0.93,13.3,7,21,0.129,10,49.8,0.9
,10:26:11,5,3590,160.6,0.89,13.3,7,21,0.124,10,49.8,0.85
,10:26:12,5,3590,161.6,0.87,13.3,7,21,0.121,10,49.8,0.84
,10:26:13,5,3590,162.6,0.87,13.3,7,21,0.125,10,49.8,0.84
,10:26:14,5,3590,163.6,0.87,13.3,7,21,0.121,10,49.8,0.84
,10:26:15,5,3590,164.6,0.87,13.3,7,21,0.121,10,49.8,0.84
,10:26:16,5,3590,165.6,0.87,13.3,7,21,0.121,10,49.8,0.84
,10:26:17,5,3590,166.6,0.86,13.3,7,21,0.124,10,49.8,0.83
,10:26:18,5,3590,167.6,0.85,13.3,7,21,0.119,10,49.8,0.82
,10:26:19,5,3590,168.6,0.85,13.3,7,21,0.118,10,49.8,0.82
,10:26:20,5,3590,169.6,0.85,13.3,7,21,0.128,10,49.8,0.82
,10:26:21,5,3590,170.6,0.86,13.3,7,21,0.124,10,49.8,0.83
,10:26:22,5,3590,171.6,0.86,13.3,7,21,0.12,10,49.8,0.84
,10:26:23,5,3590,172.6,0.87,13.3,7,21,0.121,10,49.8,0.84
,10:26:24,5,3590,173.6,0.88,13.3,7,21,0.127,10,49.8,0.85
,10:26:25,5,3590,174.6,0.89,13.3,7,21,0.124,10,49.8,0.86
,10:26:26,5,3590,175.6,0.9,13.3,7,21,0.125,10,49.8,0.87
,10:26:27,5,3590,176.6,0.9,13.3,7,21,0.126,10,49.8,0.87
,10:26:28,5,3590,177.6,0.9,13.3,7,21,0.129,10,49.8,0.86
,10:26:29,5,3590,178.6,0.89,13.3,7,21,0.128,10,49.8,0.85
,10:26:30,5,3590,179.6,0.88,13.3,7,21,0.123,10,49.8,0.85
,10:26:31,5,3590,180.6,0.88,13.3,7,21,0.119,10,49.8,0.85
,10:26:32,5,3590,181.6,0.88,13.3,7,21,0.123,10,49.8,0.85
,10:26:33,5,3590,182.6,0.89,13.3,7,21,0.128,10,49.8,0.85
,10:26:34,5,3590,183.6,0.88,13.3,7,21,0.128,10,49.8,0.85
,10:26:35,5,3590,184.6,0.89,13.3,7,21,0.124,10,49.8,0.86
,10:26:36,5,3590,185.6,0.9,13.3,7,21,0.125,10,49.8,0.87
,10:26:37,5,3590,186.6,0.91,13.3,7,21,0.131,10,49.8,0.87
,10:26:38,5,3590,187.6,0.91,13.3,7,21,0.132,10,49.8,0.88
,10:26:39,5,3590,188.6,0.92,13.3,7,21,0.133,10,49.8,0.89
,10:26:40,5,3590,189.6,0.94,13.3,7,21,0.13,10,49.8,0.9
,10:26:41,5,3590,190.6,0.94,13.3,7,21,0.131,10,49.8,0.91
,10:26:42,5,3590,191.6,0.94,13.3,7,21,0.135,10,49.8,0.9
,10:26:43,5,3590,192.6,0.93,13.3,7,21,0.134,10,49.8,0.89
,10:26:44,5,3590,193.6,0.92,13.3,7,21,0.128,10,49.8,0.88
,10:26:45,5,3590,194.6,0.91,13.3,7,21,0.127,10,49.8,0.88
,10:26:46,5,3590,195.6,0.91,13.3,7,21,0.126,10,49.8,0.87
,10:26:47,5,3590,196.6,0.91,13.3,7,21,0.131,10,49.8,0.88
,10:26:48,5,3590,197.6,0.91,13.3,7,21,0.132,10,49.8,0.88
,10:26:49,5,3590,198.6,0.91,13.3,7,21,0.127,10,49.8,0.88
,10:26:50,5,3590,199.6,0.91,13.3,7,21,0.126,10,49.8,0.87
,10:26:51,5,3590,200.6,0.9,13.3,7,21,0.129,10,49.8,0.86
,10:26:52,5,3590,201.6,0.9,13.3,7,21,0.129,10,49.8,0.86
,10:26:53,5,3590,202.6,0.91,13.3,7,21,0.126,10,49.8,0.87
,10:26:54,5,3590,203.6,0.91,13.3,7,21,0.127,10,49.8,0.88
,10:26:55,5,3590,204.6,0.91,13.3,7,21,0.127,10,49.8,0.88
,10:26:56,5,3590,205.6,0.92,13.3,7,21,0.132,10,49.8,0.88
,10:26:57,5,3590,206.6,0.92,13.3,7,21,0.128,10,49.8,0.89
,10:26:58,5,3590,207.6,0.92,13.3,7,21,0.128,10,49.8,0.88
,10:26:59,5,3590,208.6,0.91,13.3,7,21,0.126,10,49.8,0.88
,10:27:00,5,3590,209.6,0.9,13.3,7,21,0.125,10,49.8,0.86
,10:27:01,5,3590,210.6,0.89,13.3,7,21,0.124,10,49.8,0.86
,10:27:02,5,3590,211.6,0.89,13.3,7,21,0.124,10,49.8,0.86
,10:27:03,5,3590,212.6,0.89,13.3,7,21,0.129,10,49.8,0.86
,10:27:04,5,3590,213.6,0.89,13.3,7,21,0.129,10,49.8,0.86
,10:27:05,5,3590,214.6,0.9,13.3,7,21,0.129,10,49.8,0.86
,10:27:06,5,3590,215.6,0.9,13.3,7,21,0.13,10,49.8,0.87
,10:27:07,5,3590,216.6,0.9,13.3,7,21,0.129,10,49.8,0.86
,10:27:08,5,3590,217.6,0.9,13.3,7,21,0.129,10,49.8,0.86
,10:27:09,5,3590,218.6,0.9,13.3,7,21,0.125,10,49.8,0.87
,10:27:10,5,3590,219.6,0.9,13.3,7,21,0.121,10,49.8,0.87
,10:27:11,5,3590,220.6,0.89,13.3,7,21,0.124,10,49.8,0.86
,10:27:12,5,3590,221.6,0.89,13.3,7,21,0.128,10,49.8,0.85
,10:27:13,5,3590,222.6,0.88,13.3,7,21,0.126,10,49.8,0.84
,10:27:14,5,3590,223.6,0.88,13.3,7,21,0.122,10,49.8,0.85
,10:27:15,5,3590,224.6,0.87,13.3,7,21,0.122,10,49.8,0.84
,10:27:16,5,3590,225.6,0.87,13.3,7,21,0.125,10,49.8,0.84
,10:27:17,5,3590,226.6,0.86,13.3,7,21,0.124,10,49.8,0.83
,10:27:18,5,3590,227.6,0.85,13.3,7,21,0.118,10,49.8,0.82
,10:27:19,5,3590,228.6,0.85,13.3,7,21,0.118,10,49.8,0.82
,10:27:20,5,3590,229.6,0.87,13.3,7,21,0.121,10,49.8,0.84
,10:27:21,5,3590,230.6,0.96,13.3,7,21,0.138,10,49.8,0.94
,10:27:22,5,3590,231.6,1.03,13.3,7,21,0.149,10,49.8,1
,10:27:23,5,3590,232.6,1.06,13.3,7,21,0.153,10,49.8,1.02
,10:27:24,5,3590,233.6,1.07,13.3,7,21,0.155,10,49.8,1.04
,10:27:25,5,3590,234.6,1.09,13.3,7,21,0.158,10,49.8,1.05
,10:27:26,5,3590,235.6,1.08,13.3,7,21,0.15,10,49.8,1.04
,10:27:27,5,3590,236.6,1,13.3,7,21,0.134,10,49.8,0.95
,10:27:28,5,3590,237.6,0.92,13.3,7,21,0.123,10,49.8,0.88
,10:27:29,5,3590,238.6,0.89,13.3,7,21,0.124,10,49.8,0.86
,10:27:30,5,3590,239.6,0.88,13.3,7,21,0.127,10,49.8,0.85
,10:27:31,5,3590,240.6,0.89,13.3,7,21,0.123,10,49.8,0.85
,10:27:32,5,3590,241.6,0.9,13.3,7,21,0.129,10,49.8,0.86
,10:27:33,5,3590,242.6,0.9,13.3,7,21,0.13,10,49.8,0.87
,10:27:34,5,3590,243.6,0.89,13.3,7,21,0.129,10,49.8,0.86
,10:27:35,5,3590,244.6,0.88,13.3,7,21,0.122,10,49.8,0.85
,10:27:36,5,3590,245.6,0.89,13.3,7,21,0.124,10,49.8,0.86
,10:27:37,5,3590,246.6,0.9,13.3,7,21,0.125,10,49.8,0.87
,10:27:38,5,3590,247.6,0.9,13.3,7,21,0.125,10,49.8,0.86
,10:27:39,5,3590,248.6,0.88,13.3,7,21,0.122,10,49.8,0.84
,10:27:40,5,3590,249.6,0.87,13.3,7,21,0.121,10,49.8,0.83
,10:27:41,5,3590,250.6,0.86,13.3,7,21,0.12,10,49.8,0.83
,10:27:42,5,3590,251.6,0.86,13.3,7,21,0.124,10,49.8,0.83
,10:27:43,5,3590,252.6,0.87,13.3,7,21,0.125,10,49.8,0.84
,10:27:44,5,3590,253.6,0.87,13.3,7,21,0.121,10,49.8,0.84
,10:27:45,5,3590,254.6,0.87,13.3,7,21,0.121,10,49.8,0.84
,10:27:46,5,3590,255.6,0.87,13.3,7,21,0.121,10,49.8,0.84
,10:27:47,5,3590,256.6,0.86,13.3,7,21,0.124,10,49.8,0.82
,10:27:48,5,3590,257.6,0.85,13.3,7,21,0.118,10,49.8,0.81
,10:27:49,5,3590,258.6,0.83,13.3,7,21,0.116,10,49.8,0.8
,10:27:50,5,3590,259.6,0.92,13.3,7,21,0.133,10,49.8,0.91
,10:27:51,5,3590,260.6,1.05,13.3,7,21,0.151,10,49.8,1.02
,10:27:52,5,3590,261.6,1.15,13.3,7,21,0.167,10,49.8,1.12
,10:27:53,5,3590,262.6,1.12,13.3,7,21,0.156,10,49.8,1.07
,10:27:54,5,3590,263.6,1.02,13.3,7,21,0.141,10,49.8,0.97
,10:27:55,5,3590,264.6,0.92,13.3,7,21,0.129,10,49.8,0.89
,10:27:56,5,3590,265.6,0.88,13.3,7,21,0.127,10,49.8,0.85
,10:27:57,5,3590,266.6,0.86,13.3,7,21,0.124,10,49.8,0.83
,10:27:58,5,3590,267.6,0.84,13.3,7,21,0.117,10,49.8,0.81
,10:27:59,5,3590,268.6,0.83,13.3,7,21,0.116,10,49.8,0.81
,10:28:00,5,3590,269.6,0.83,13.3,7,21,0.116,10,49.8,0.8
,10:28:01,5,3590,270.6,0.84,13.3,7,21,0.121,10,49.8,0.81
,10:28:02,5,3590,271.6,0.83,13.3,7,21,0.12,10,49.8,0.8
,10:28:03,5,3590,272.6,0.84,13.3,7,21,0.121,10,49.8,0.81
,10:28:04,5,3590,273.6,0.85,13.3,7,21,0.118,10,49.8,0.82
,10:28:05,5,3590,274.6,0.86,13.3,7,21,0.116,10,49.8,0.83
,10:28:06,5,3590,275.6,0.86,13.3,7,21,0.12,10,49.8,0.83
,10:28:07,5,3590,276.6,0.85,13.3,7,21,0.119,10,49.8,0.82
,10:28:08,5,3590,277.6,0.84,13.3,7,21,0.121,10,49.8,0.81
,10:28:09,5,3590,278.6,0.83,13.3,7,21,0.12,10,49.8,0.8
,10:28:10,5,3590,279.6,0.83,13.3,7,21,0.116,10,49.8,0.8
,10:28:11,5,3590,280.6,0.84,13.3,7,21,0.117,10,49.8,0.81
,10:28:12,5,3590,281.6,0.84,13.3,7,21,0.117,10,49.8,0.81
,10:28:13,5,3590,282.6,0.84,13.3,7,21,0.116,10,49.8,0.8
,10:28:14,5,3590,283.6,0.82,13.3,7,21,0.114,10,49.8,0.79
,10:28:15,5,3590,284.6,0.82,13.3,7,21,0.114,10,49.8,0.79
,10:28:16,5,3590,285.6,0.82,13.3,7,21,0.115,10,49.8,0.79
,10:28:17,5,3590,286.6,0.82,13.3,7,21,0.114,10,49.8,0.79
,10:28:18,5,3590,287.6,0.81,13.3,7,21,0.117,10,49.8,0.78
,10:28:19,5,3590,288.6,0.81,13.3,7,21,0.117,10,49.8,0.78
,10:28:20,5,3590,289.6,0.81,13.3,7,21,0.117,10,49.8,0.78
,10:28:21,5,3590,290.6,0.82,13.3,7,21,0.114,10,49.8,0.79
,10:28:22,5,3590,291.6,0.83,13.3,7,21,0.115,10,49.8,0.8
,10:28:23,5,3590,292.6,0.83,13.3,7,21,0.112,10,49.8,0.8
,10:28:24,5,3590,293.6,0.83,13.3,7,21,0.12,10,49.8,0.8
,10:28:25,5,3590,294.6,0.84,13.3,7,21,0.121,10,49.8,0.81
,10:28:26,5,3590,295.6,0.83,13.3,7,21,0.12,10,49.8,0.8
,10:28:27,5,3590,296.6,0.83,13.3,7,21,0.12,10,49.8,0.8
,10:28:28,5,3590,297.6,0.81,13.3,7,21,0.113,10,49.8,0.78
,10:28:29,5,3590,298.6,0.81,13.3,7,21,0.109,10,49.8,0.78
,10:28:30,5,3590,299.6,0.81,13.3,7,21,0.113,10,49.8,0.78
,10:28:31,5,3590,300.6,0.81,13.3,7,21,0.117,10,49.8,0.79
,10:28:32,5,3590,301.6,0.82,13.3,7,21,0.118,10,49.8,0.79
,10:28:33,5,3590,302.6,0.83,13.3,7,21,0.119,10,49.8,0.8
,10:28:34,5,3590,303.6,0.83,13.3,7,21,0.116,10,49.8,0.8
,10:28:35,5,3590,304.6,0.84,13.3,7,21,0.117,10,49.8,0.81
,10:28:36,5,3590,305.6,0.85,13.3,7,21,0.114,10,49.8,0.82
,10:28:37,5,3590,306.6,0.85,13.3,7,21,0.118,10,49.8,0.82
,10:28:38,5,3590,307.6,0.85,13.3,7,21,0.122,10,49.8,0.82
,10:28:39,5,3590,308.6,0.87,13.3,7,21,0.125,10,49.8,0.84
,10:28:40,5,3590,309.6,0.97,13.3,7,21,0.14,10,49.8,0.95
,10:28:41,5,3590,310.6,1.1,13.3,7,21,0.159,10,49.8,1.08
,10:28:42,5,3590,311.6,1.15,13.3,7,21,0.161,10,49.8,1.11
,10:28:43,5,3590,312.6,1.06,13.3,7,21,0.143,10,49.8,1.01
,10:28:44,5,3590,313.6,0.93,13.3,7,21,0.129,10,49.8,0.88
,10:28:45,5,3590,314.6,0.84,13.3,7,21,0.121,10,49.8,0.81
,10:28:46,5,3590,315.6,0.82,13.3,7,21,0.118,10,49.8,0.79
,10:28:47,5,3590,316.6,0.82,13.3,7,21,0.118,10,49.8,0.79
,10:28:48,5,3590,317.6,0.82,13.3,7,21,0.114,10,49.8,0.79
,10:28:49,5,3590,318.6,0.81,13.3,7,21,0.113,10,49.8,0.78
,10:28:50,5,3590,319.6,0.81,13.3,7,21,0.112,10,49.8,0.78
,10:28:51,5,3590,320.6,0.8,13.3,7,21,0.116,10,49.8,0.77
,10:28:52,5,3590,321.6,0.8,13.3,7,21,0.111,10,49.8,0.77
,10:28:53,5,3590,322.6,0.8,13.3,7,21,0.115,10,49.8,0.77
,10:28:54,5,3590,323.6,0.8,13.3,7,21,0.111,10,49.8,0.77
,10:28:55,5,3590,324.6,0.79,13.3,7,21,0.11,10,49.8,0.77
,10:28:56,5,3590,325.6,0.79,13.3,7,21,0.106,10,49.8,0.76
,10:28:57,5,3590,326.6,0.77,13.3,7,21,0.108,10,49.8,0.74
,10:28:58,5,3590,327.6,0.76,13.3,7,21,0.109,10,49.8,0.73
,10:28:59,5,3590,328.6,0.74,13.3,7,21,0.107,10,49.8,0.71
,10:29:00,5,3590,329.6,0.74,13.3,7,21,0.107,10,49.8,0.71
,10:29:01,5,3590,330.6,0.74,13.3,7,21,0.103,10,49.8,0.72
,10:29:02,5,3590,331.6,0.75,13.3,7,21,0.101,10,49.8,0.72
,10:29:03,5,3590,332.6,0.75,13.3,7,21,0.105,10,49.8,0.72
,10:29:04,5,3590,333.6,0.75,13.3,7,21,0.108,10,49.8,0.72
,10:29:05,5,3590,334.6,0.75,13.3,7,21,0.112,10,49.8,0.72
,10:29:06,5,3590,335.6,0.75,13.3,7,21,0.108,10,49.8,0.73
,10:29:07,5,3590,336.6,0.76,13.3,7,21,0.106,10,49.8,0.73
,10:29:08,5,3590,337.6,0.76,13.3,7,21,0.106,10,49.8,0.74
,10:29:09,5,3590,338.6,0.76,13.3,7,21,0.106,10,49.8,0.73
,10:29:10,5,3590,339.6,0.76,13.3,7,21,0.109,10,49.8,0.73
,10:29:11,5,3590,340.6,0.76,13.3,7,21,0.105,10,49.8,0.73
,10:29:12,5,3590,341.6,0.75,13.3,7,21,0.101,10,49.8,0.73
,10:29:13,5,3590,342.6,0.75,13.3,7,21,0.104,10,49.8,0.72
,10:29:14,5,3590,343.6,0.74,13.3,7,21,0.103,10,49.8,0.71
,10:29:15,5,3590,344.6,0.73,13.3,7,21,0.105,10,49.8,0.7
,10:29:16,5,3590,345.6,0.73,13.3,7,21,0.105,10,49.8,0.7
,10:29:17,5,3590,346.6,0.74,13.3,7,21,0.106,10,49.8,0.71
,10:29:18,5,3590,347.6,0.74,13.3,7,21,0.103,10,49.8,0.71
,10:29:19,5,3590,348.6,0.74,13.3,7,21,0.102,10,49.8,0.71
,10:29:20,5,3590,349.6,0.73,13.3,7,21,0.106,10,49.8,0.71
,10:29:21,5,3590,350.6,0.73,13.3,7,21,0.105,10,49.8,0.7
,10:29:22,5,3590,351.6,0.73,13.3,7,21,0.105,10,49.8,0.7
,10:29:23,5,3590,352.6,0.73,13.3,7,21,0.101,10,49.8,0.7
,10:29:24,5,3590,353.6,0.73,13.3,7,21,0.098,10,49.8,0.7
,10:29:25,5,3590,354.6,0.73,13.3,7,21,0.102,10,49.8,0.7
,10:29:26,5,3590,355.6,0.73,13.3,7,21,0.106,10,49.8,0.71
,10:29:27,5,3590,356.6,0.74,13.3,7,21,0.107,10,49.8,0.71
,10:29:28,5,3590,357.6,0.74,13.3,7,21,0.107,10,49.8,0.71
,10:29:29,5,3590,358.6,0.74,13.3,7,21,0.102,10,49.8,0.71
,10:29:30,5,3590,359.6,0.74,13.3,7,21,0.099,10,49.8,0.71
,10:29:31,5,3590,360.6,0.74,13.3,7,21,0.1,10,49.8,0.71
,10:29:32,5,3590,361.6,0.74,13.3,7,21,0.103,10,49.8,0.72
,10:29:33,5,3590,362.6,0.75,13.3,7,21,0.108,10,49.8,0.72
,10:29:34,5,3590,363.6,0.74,13.3,7,21,0.107,10,49.8,0.72
,10:29:35,5,3590,364.6,0.74,13.3,7,21,0.107,10,49.8,0.72
,10:29:36,5,3590,365.6,0.75,13.3,7,21,0.104,10,49.8,0.72
,10:29:37,5,3590,366.6,0.75,13.3,7,21,0.105,10,49.8,0.73
,10:29:38,5,3590,367.6,0.75,13.3,7,21,0.109,10,49.8,0.73
,10:29:39,5,3590,368.6,0.75,13.3,7,21,0.108,10,49.8,0.72
,10:29:40,5,3590,369.6,0.74,13.3,7,21,0.107,10,49.8,0.71
,10:29:41,5,3590,370.6,0.74,13.3,7,21,0.103,10,49.8,0.71
,10:29:42,5,3590,371.6,0.74,13.3,7,21,0.103,10,49.8,0.71
,10:29:43,5,3590,372.6,0.74,13.3,7,21,0.1,10,49.8,0.71
,10:29:44,5,3590,373.6,0.74,13.3,7,21,0.103,10,49.8,0.71
,10:29:45,5,3590,374.6,0.74,13.3,7,21,0.102,10,49.8,0.71
,10:29:46,5,3590,375.6,0.73,13.3,7,21,0.102,10,49.8,0.7
,10:29:47,5,3590,376.6,0.73,13.3,7,21,0.106,10,49.8,0.71
,10:29:48,5,3590,377.6,0.75,13.3,7,21,0.105,10,49.8,0.72
,10:29:49,5,3590,378.6,0.76,13.3,7,21,0.102,10,49.8,0.73
,10:29:50,5,3590,379.6,0.75,13.3,7,21,0.101,10,49.8,0.73
,10:29:51,5,3590,380.6,0.74,13.3,7,21,0.106,10,49.8,0.71
,10:29:52,5,3590,381.6,0.73,13.3,7,21,0.105,10,49.8,0.7
,10:29:53,5,3590,382.6,0.73,13.3,7,21,0.105,10,49.8,0.71
