Data file,,ZYTEL-UNHONED_ISO10_12DEG_004_12HRS.TSV,,,,,,,,,,
Configuration file,,TE77 CHILLER.CFG,,,,,,,,,,
Calibration file,,TE77 CHILLER.CAL,,,,,,,,,,
Test control file,,PARAM01_1.TSF,,,,,,,,,,
,,,,,,,,,,,,
User,,David Eckold,,,,,,,,,,
Date,,21/11/2016,,,,,,,,,,
Lubricant,,ISO 10,,,,,,,,,,
Specimens,,PPA on PTFE,,,,,,,,,,
Temp,,12,,,,,,,,,,
Notes,,12Hrs,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Test file variable V1 <Temp> = 12,,,,,,,,,,,,
Test file variable V2 <Load> = 6.8,,,,,,,,,,,,
Test file variable V3 <Freq> = 13.3,,,,,,,,,,,,
Test started at 11:26:59 on 21/11/2016,,,,,,,,,,,,
,Time,This Step,Step Time,Test Time,Friction Force (N),Frequency (Hz),Load (N),Specimen Temperature (Chiller) (øC),Friction Coeff,Friction Range (N),Contact Pot (mV),Force Input (Volts)
,17:38:49,8,21600,22308.2,0.46,13.3,7,9.6,0.066,10,49.9,0.44
,17:38:50,8,21600,22309.2,0.45,13.3,6,9.6,0.07,10,49.9,0.44
,17:38:51,8,21600,22310.2,0.45,13.3,6,9.6,0.07,10,49.9,0.44
,17:38:52,8,21600,22311.2,0.46,13.3,7,9.7,0.069,10,50,0.45
,17:38:53,8,21600,22312.2,0.47,13.3,7,9.7,0.07,10,49.9,0.46
,17:38:54,8,21600,22313.2,0.47,13.3,7,9.7,0.068,10,49.9,0.46
,17:38:55,8,21600,22314.2,0.47,13.3,7,9.7,0.071,10,49.9,0.46
,17:38:56,8,21600,22315.2,0.47,13.3,7,9.7,0.066,10,49.9,0.46
,17:38:57,8,21600,22316.2,0.47,13.3,7,9.7,0.063,10,49.9,0.46
,17:38:58,8,21600,22317.2,0.47,13.3,7,9.7,0.068,10,49.9,0.45
,17:38:59,8,21600,22318.2,0.46,13.3,7,9.7,0.069,10,49.9,0.45
,17:39:00,8,21600,22319.2,0.46,13.3,6,9.7,0.071,10,49.9,0.45
,17:39:01,8,21600,22320.2,0.46,13.3,7,9.7,0.069,10,49.9,0.45
,17:39:02,8,21600,22321.2,0.46,13.3,7,9.7,0.069,10,50,0.45
,17:39:03,8,21600,22322.2,0.46,13.3,7,9.7,0.069,10,49.9,0.45
,17:39:04,8,21600,22323.2,0.46,13.3,7,9.7,0.069,10,49.9,0.45
,17:39:05,8,21600,22324.2,0.46,13.3,7,9.7,0.067,10,49.9,0.45
,17:39:06,8,21600,22325.2,0.47,13.3,7,9.7,0.067,10,50,0.45
,17:39:07,8,21600,22326.2,0.47,13.3,7,9.7,0.068,10,49.9,0.46
,17:39:08,8,21600,22327.2,0.47,13.3,7,9.7,0.068,10,50,0.46
,17:39:09,8,21600,22328.2,0.47,13.3,7,9.7,0.065,10,49.9,0.45
,17:39:10,8,21600,22329.2,0.46,13.3,7,9.7,0.065,10,49.9,0.45
,17:39:11,8,21600,22330.2,0.46,13.3,7,9.7,0.064,10,49.9,0.44
,17:39:12,8,21600,22331.2,0.45,13.3,7,9.7,0.065,10,50,0.44
,17:39:13,8,21600,22332.2,0.45,13.3,6,9.7,0.07,10,50,0.43
,17:39:14,8,21600,22333.2,0.45,13.3,7,9.7,0.068,10,50,0.44
,17:39:15,8,21600,22334.2,0.46,13.3,7,9.7,0.067,10,50,0.45
,17:39:16,8,21600,22335.2,0.46,13.3,7,9.7,0.067,10,50,0.45
,17:39:17,8,21600,22336.2,0.47,13.3,7,9.7,0.07,10,49.9,0.45
,17:39:18,8,21600,22337.2,0.46,13.3,7,9.8,0.069,10,49.9,0.45
,17:39:19,8,21600,22338.2,0.47,13.3,7,9.8,0.07,10,49.9,0.46
,17:39:20,8,21600,22339.2,0.46,13.3,7,9.8,0.067,10,50,0.45
,17:39:21,8,21600,22340.2,0.46,13.3,7,9.8,0.067,10,50,0.45
,17:39:22,8,21600,22341.2,0.45,13.3,7,9.8,0.063,10,49.9,0.44
,17:39:23,8,21600,22342.2,0.45,13.3,7,9.8,0.065,10,49.9,0.43
,17:39:24,8,21600,22343.2,0.44,13.3,7,9.8,0.067,10,49.9,0.43
,17:39:25,8,21600,22344.2,0.45,13.3,7,9.8,0.067,10,50,0.44
,17:39:26,8,21600,22345.2,0.45,13.3,7,9.8,0.068,10,49.9,0.44
,17:39:27,8,21600,22346.2,0.46,13.3,7,9.8,0.067,10,49.9,0.45
,17:39:28,8,21600,22347.2,0.46,13.3,7,9.8,0.066,10,50,0.45
,17:39:29,8,21600,22348.2,0.45,13.3,7,9.8,0.065,10,49.9,0.44
,17:39:30,8,21600,22349.2,0.45,13.3,7,9.9,0.063,10,49.9,0.44
,17:39:31,8,21600,22350.2,0.45,13.3,7,9.9,0.063,10,50,0.44
,17:39:32,8,21600,22351.2,0.45,13.3,7,9.9,0.068,10,50,0.44
,17:39:33,8,21600,22352.2,0.45,13.3,6,9.9,0.07,10,49.9,0.44
,17:39:34,8,21600,22353.2,0.45,13.3,6,9.9,0.07,10,49.9,0.44
,17:39:35,8,21600,22354.2,0.45,13.3,7,9.9,0.068,10,49.9,0.44
,17:39:36,8,21600,22355.2,0.46,13.3,7,9.9,0.069,10,49.9,0.45
,17:39:37,8,21600,22356.2,0.46,13.3,7,9.9,0.069,10,49.9,0.45
,17:39:38,8,21600,22357.2,0.46,13.3,7,9.9,0.065,10,49.9,0.45
,17:39:39,8,21600,22358.2,0.46,13.3,7,9.9,0.064,10,49.9,0.45
,17:39:40,8,21600,22359.2,0.46,13.3,7,9.9,0.063,10,49.9,0.44
,17:39:41,8,21600,22360.2,0.45,13.3,7,9.9,0.064,10,50,0.43
,17:39:42,8,21600,22361.2,0.45,13.3,7,10,0.067,10,49.9,0.43
,17:39:43,8,21600,22362.2,0.45,13.3,7,10,0.067,10,50,0.44
,17:39:44,8,21600,22363.2,0.45,13.3,7,10,0.068,10,49.9,0.44
,17:39:45,8,21600,22364.2,0.46,13.3,7,10,0.066,10,49.9,0.44
,17:39:46,8,21600,22365.2,0.45,13.3,7,10,0.065,10,49.9,0.44
,17:39:47,8,21600,22366.2,0.45,13.3,7,10,0.063,10,49.9,0.44
,17:39:48,8,21600,22367.2,0.44,13.3,7,10,0.062,10,49.9,0.43
,17:39:49,8,21600,22368.2,0.44,13.3,7,10,0.067,10,50,0.43
,17:39:50,8,21600,22369.2,0.44,13.3,7,10,0.066,10,49.9,0.43
,17:39:51,8,21600,22370.2,0.44,13.3,7,10.1,0.066,10,49.9,0.43
,17:39:52,8,21600,22371.2,0.44,13.3,7,10,0.066,10,49.9,0.43
,17:39:53,8,21600,22372.2,0.45,13.3,7,10.1,0.065,10,49.9,0.44
,17:39:54,8,21600,22373.2,0.45,13.3,7,10.1,0.065,10,49.9,0.44
,17:39:55,8,21600,22374.2,0.45,13.3,7,10.1,0.063,10,49.9,0.44
,17:39:56,8,21600,22375.2,0.45,13.3,7,10.1,0.064,10,49.9,0.43
,17:39:57,8,21600,22376.2,0.45,13.3,7,10.1,0.064,10,49.9,0.44
,17:39:58,8,21600,22377.2,0.45,13.3,6,10.1,0.07,10,49.9,0.43
,17:39:59,8,21600,22378.2,0.45,13.3,6,10.1,0.07,10,49.9,0.44
,17:40:00,8,21600,22379.2,0.46,13.3,6,10.2,0.071,10,49.9,0.45
,17:40:01,8,21600,22380.2,0.46,13.3,7,10.2,0.069,10,50,0.45
,17:40:02,8,21600,22381.2,0.46,13.3,7,10.2,0.067,10,49.9,0.45
,17:40:03,8,21600,22382.2,0.46,13.3,7,10.2,0.064,10,50,0.45
,17:40:04,8,21600,22383.2,0.47,13.3,7,10.2,0.067,10,49.9,0.45
,17:40:05,8,21600,22384.2,0.47,13.3,7,10.2,0.067,10,50,0.45
,17:40:06,8,21600,22385.2,0.46,13.3,7,10.2,0.064,10,49.9,0.45
,17:40:07,8,21600,22386.2,0.46,13.3,7,10.2,0.063,10,50,0.44
,17:40:08,8,21600,22387.2,0.45,13.3,7,10.3,0.068,10,50,0.44
,17:40:09,8,21600,22388.2,0.45,13.3,6,10.3,0.071,10,50,0.44
,17:40:10,8,21600,22389.2,0.46,13.3,7,10.3,0.068,10,50,0.44
,17:40:11,8,21600,22390.2,0.46,13.3,7,10.3,0.067,10,49.9,0.45
,17:40:12,8,21600,22391.2,0.46,13.3,7,10.3,0.069,10,49.9,0.45
,17:40:13,8,21600,22392.2,0.46,13.3,6,10.3,0.072,10,49.9,0.45
,17:40:14,8,21600,22393.2,0.46,13.3,7,10.3,0.069,10,50,0.45
,17:40:15,8,21600,22394.2,0.47,13.3,7,10.3,0.066,10,50,0.46
,17:40:16,8,21600,22395.2,0.47,13.3,7,10.4,0.066,10,50,0.46
,17:40:17,8,21600,22396.2,0.48,13.3,7,10.4,0.069,10,49.9,0.46
,17:40:18,8,21600,22397.2,0.47,13.3,7,10.4,0.071,10,49.9,0.46
,17:40:19,8,21600,22398.2,0.47,13.3,7,10.4,0.07,10,49.9,0.46
,17:40:20,8,21600,22399.2,0.47,13.3,6,10.4,0.073,10,49.9,0.46
,17:40:21,8,21600,22400.2,0.48,13.3,7,10.5,0.071,10,49.9,0.46
,17:40:22,8,21600,22401.2,0.48,13.3,7,10.5,0.069,10,49.9,0.46
,17:40:23,8,21600,22402.2,0.48,13.3,7,10.5,0.069,10,49.9,0.46
,17:40:24,8,21600,22403.2,0.48,13.3,7,10.5,0.066,10,49.9,0.46
,17:40:25,8,21600,22404.2,0.48,13.3,7,10.5,0.069,10,49.9,0.46
,17:40:26,8,21600,22405.2,0.47,13.3,7,10.5,0.068,10,50,0.46
,17:40:27,8,21600,22406.2,0.47,13.3,7,10.6,0.068,10,49.9,0.46
,17:40:28,8,21600,22407.2,0.47,13.3,7,10.6,0.068,10,49.9,0.46
,17:40:29,8,21600,22408.2,0.47,13.3,7,10.6,0.066,10,50,0.46
,17:40:30,8,21600,22409.2,0.47,13.3,7,10.6,0.065,10,49.9,0.46
,17:40:31,8,21600,22410.2,0.47,13.3,7,10.6,0.065,10,49.9,0.45
,17:40:32,8,21600,22411.2,0.46,13.3,7,10.6,0.067,10,49.9,0.45
,17:40:33,8,21600,22412.2,0.46,13.3,7,10.6,0.069,10,49.9,0.45
,17:40:34,8,21600,22413.2,0.46,13.3,7,10.6,0.069,10,49.9,0.45
,17:40:35,8,21600,22414.2,0.46,13.3,7,10.7,0.069,10,49.9,0.45
,17:40:36,8,21600,22415.2,0.46,13.3,7,10.7,0.069,10,50,0.45
,17:40:37,8,21600,22416.2,0.47,13.3,7,10.7,0.067,10,49.9,0.45
,17:40:38,8,21600,22417.2,0.47,13.3,7,10.7,0.065,10,49.9,0.45
,17:40:39,8,21600,22418.2,0.46,13.3,7,10.7,0.067,10,50,0.45
,17:40:40,8,21600,22419.2,0.46,13.3,7,10.8,0.066,10,49.9,0.45
,17:40:41,8,21600,22420.2,0.46,13.3,7,10.8,0.069,10,49.9,0.45
,17:40:42,8,21600,22421.2,0.46,13.3,7,10.8,0.069,10,49.9,0.45
,17:40:43,8,21600,22422.2,0.46,13.3,7,10.8,0.069,10,49.9,0.45
,17:40:44,8,21600,22423.2,0.46,13.3,7,10.8,0.067,10,50,0.45
,17:40:45,8,21600,22424.2,0.46,13.3,7,10.9,0.065,10,49.9,0.45
,17:40:46,8,21600,22425.2,0.46,13.3,7,10.9,0.067,10,50,0.45
,17:40:47,8,21600,22426.2,0.46,13.3,7,10.9,0.069,10,49.9,0.45
,17:40:48,8,21600,22427.2,0.46,13.3,6,10.9,0.072,10,49.9,0.45
,17:40:49,8,21600,22428.2,0.46,13.3,7,10.9,0.069,10,49.9,0.45
,17:40:50,8,21600,22429.2,0.47,13.3,7,10.9,0.071,10,50,0.46
,17:40:51,8,21600,22430.2,0.47,13.3,7,10.9,0.066,10,49.9,0.46
,17:40:52,8,21600,22431.2,0.47,13.3,7,11,0.063,10,49.9,0.46
,17:40:53,8,21600,22432.2,0.47,13.3,7,11,0.067,10,50,0.45
,17:40:54,8,21600,22433.2,0.46,13.3,6,11,0.071,10,50,0.44
,17:40:55,8,21600,22434.2,0.45,13.3,7,11,0.068,10,49.9,0.44
,17:40:56,8,21600,22435.2,0.46,13.3,7,11,0.069,10,50,0.45
,17:40:57,8,21600,22436.2,0.47,13.3,7,11.1,0.067,10,50,0.45
,17:40:58,8,21600,22437.2,0.47,13.3,7,11.1,0.065,10,49.9,0.45
,17:40:59,8,21600,22438.2,0.46,13.3,7,11.1,0.064,10,49.9,0.45
,17:41:00,8,21600,22439.2,0.46,13.3,7,11.1,0.066,10,49.9,0.44
,17:41:01,8,21600,22440.2,0.46,13.3,7,11.1,0.068,10,49.9,0.44
,17:41:02,8,21600,22441.2,0.46,13.3,7,11.2,0.066,10,50,0.44
,17:41:03,8,21600,22442.2,0.46,13.3,7,11.2,0.066,10,49.9,0.44
,17:41:04,8,21600,22443.2,0.46,13.3,7,11.2,0.066,10,49.9,0.45
,17:41:05,8,21600,22444.2,0.46,13.3,7,11.2,0.069,10,49.9,0.45
,17:41:06,8,21600,22445.2,0.46,13.3,6,11.3,0.071,10,49.9,0.45
,17:41:07,8,21600,22446.2,0.46,13.3,6,11.3,0.072,10,50,0.45
,17:41:08,8,21600,22447.2,0.47,13.3,7,11.3,0.068,10,49.9,0.46
,17:41:09,8,21600,22448.2,0.48,13.3,7,11.3,0.066,10,50,0.46
,17:41:10,8,21600,22449.2,0.47,13.3,7,11.3,0.068,10,49.9,0.46
,17:41:11,8,21600,22450.2,0.47,13.3,7,11.3,0.07,10,49.9,0.46
,17:41:12,8,21600,22451.2,0.47,13.3,7,11.4,0.07,10,50,0.45
,17:41:13,8,21600,22452.2,0.47,13.3,7,11.4,0.067,10,49.9,0.45
,17:41:14,8,21600,22453.2,0.47,13.3,7,11.4,0.068,10,49.9,0.46
,17:41:15,8,21600,22454.2,0.47,13.3,7,11.4,0.068,10,50,0.46
,17:41:16,8,21600,22455.2,0.47,13.3,7,11.4,0.07,10,50,0.46
,17:41:17,8,21600,22456.2,0.47,13.3,7,11.5,0.068,10,49.9,0.46
,17:41:18,8,21600,22457.2,0.47,13.3,7,11.5,0.068,10,49.9,0.46
,17:41:19,8,21600,22458.2,0.47,13.3,7,11.5,0.065,10,49.9,0.46
,17:41:20,8,21600,22459.2,0.46,13.3,7,11.5,0.065,10,50,0.45
,17:41:21,8,21600,22460.2,0.46,13.3,7,11.5,0.069,10,50,0.44
,17:41:22,8,21600,22461.2,0.45,13.3,7,11.6,0.068,10,49.9,0.44
,17:41:23,8,21600,22462.2,0.45,13.3,6,11.6,0.071,10,49.9,0.44
,17:41:24,8,21600,22463.2,0.46,13.3,7,11.6,0.069,10,50,0.45
,17:41:25,8,21600,22464.2,0.47,13.3,7,11.6,0.068,10,50,0.46
,17:41:26,8,21600,22465.2,0.48,13.3,7,11.7,0.069,10,49.9,0.46
,17:41:27,8,21600,22466.2,0.47,13.3,7,11.7,0.068,10,49.9,0.46
,17:41:28,8,21600,22467.2,0.47,13.3,6,11.7,0.073,10,49.9,0.45
,17:41:29,8,21600,22468.2,0.46,13.3,7,11.7,0.069,10,50,0.45
,17:41:30,8,21600,22469.2,0.47,13.3,7,11.7,0.065,10,50,0.46
,17:41:31,8,21600,22470.2,0.47,13.3,7,11.7,0.066,10,49.9,0.46
,17:41:32,8,21600,22471.2,0.47,13.3,7,11.7,0.07,10,50,0.46
,17:41:33,8,21600,22472.2,0.47,13.3,7,11.8,0.07,10,49.9,0.45
,17:41:34,8,21600,22473.2,0.46,13.3,7,11.8,0.069,10,50,0.45
,17:41:35,8,21600,22474.2,0.47,13.3,7,11.8,0.065,10,50,0.46
,17:41:36,8,21600,22475.2,0.47,13.3,7,11.9,0.066,10,49.9,0.46
,17:41:37,8,21600,22476.2,0.47,13.3,7,11.9,0.067,10,50,0.45
,17:41:38,8,21600,22477.2,0.46,13.3,7,11.9,0.069,10,49.9,0.45
,17:41:39,8,21600,22478.2,0.46,13.3,7,11.9,0.069,10,49.9,0.45
,17:41:40,8,21600,22479.2,0.46,13.3,7,12,0.067,10,50,0.45
,17:41:41,8,21600,22480.2,0.46,13.3,7,12,0.065,10,49.9,0.45
,17:41:42,8,21600,22481.2,0.46,13.3,7,12,0.069,10,50,0.45
,17:41:43,8,21600,22482.2,0.46,13.3,7,12,0.068,10,49.9,0.44
,17:41:44,8,21600,22483.2,0.46,13.3,7,12,0.069,10,50,0.45
,17:41:45,8,21600,22484.2,0.47,13.3,7,12.1,0.065,10,50,0.46
,17:41:46,8,21600,22485.2,0.47,13.3,7,12.1,0.068,10,49.9,0.46
,17:41:47,8,21600,22486.2,0.46,13.3,6,12.1,0.072,10,50,0.45
,17:41:48,8,21600,22487.2,0.46,13.3,6,12.1,0.072,10,49.9,0.45
,17:41:49,8,21600,22488.2,0.46,13.3,7,12.1,0.067,10,49.9,0.45
,17:41:50,8,21600,22489.2,0.47,13.3,7,12.1,0.068,10,49.9,0.46
,17:41:51,8,21600,22490.2,0.47,13.3,7,12.2,0.07,10,49.9,0.45
,17:41:52,8,21600,22491.2,0.46,13.3,7,12.2,0.069,10,49.9,0.45
,17:41:53,8,21600,22492.2,0.46,13.3,7,12.2,0.067,10,49.9,0.45
,17:41:54,8,21600,22493.2,0.46,13.3,7,12.3,0.065,10,49.9,0.45
,17:41:55,8,21600,22494.2,0.47,13.3,7,12.3,0.066,10,49.9,0.46
,17:41:56,8,21600,22495.2,0.47,13.3,7,12.3,0.066,10,49.9,0.46
,17:41:57,8,21600,22496.2,0.47,13.3,7,12.3,0.07,10,49.9,0.45
,17:41:58,8,21600,22497.2,0.46,13.3,7,12.4,0.068,10,49.9,0.44
,17:41:59,8,21600,22498.2,0.46,13.3,7,12.4,0.068,10,49.9,0.44
,17:42:00,8,21600,22499.2,0.46,13.3,7,12.4,0.066,10,49.9,0.45
,17:42:01,8,21600,22500.2,0.46,13.3,7,12.4,0.067,10,49.9,0.45
,17:42:02,8,21600,22501.2,0.46,13.3,7,12.5,0.069,10,49.9,0.45
,17:42:03,8,21600,22502.2,0.46,13.3,7,12.5,0.069,10,49.9,0.45
,17:42:04,8,21600,22503.2,0.46,13.3,7,12.5,0.067,10,49.9,0.45
,17:42:05,8,21600,22504.2,0.47,13.3,7,12.5,0.068,10,49.9,0.46
,17:42:06,8,21600,22505.2,0.47,13.3,7,12.5,0.065,10,49.9,0.46
,17:42:07,8,21600,22506.2,0.47,13.3,7,12.5,0.068,10,49.9,0.46
,17:42:08,8,21600,22507.2,0.47,13.3,7,12.5,0.071,10,49.9,0.46
,17:42:09,8,21600,22508.2,0.47,13.3,7,12.6,0.071,10,49.9,0.46
,17:42:10,8,21600,22509.2,0.48,13.3,7,12.6,0.069,10,50,0.46
,17:42:11,8,21600,22510.2,0.48,13.3,7,12.6,0.072,10,49.9,0.47
,17:42:12,8,21600,22511.2,0.48,13.3,7,12.7,0.069,10,49.9,0.47
,17:42:13,8,21600,22512.2,0.47,13.3,7,12.7,0.068,10,49.9,0.46
,17:42:14,8,21600,22513.2,0.47,13.3,7,12.7,0.067,10,49.9,0.45
,17:42:15,8,21600,22514.2,0.46,13.3,7,12.7,0.069,10,49.9,0.45
,17:42:16,8,21600,22515.2,0.47,13.3,7,12.8,0.067,10,49.9,0.45
,17:42:17,8,21600,22516.2,0.47,13.3,7,12.8,0.068,10,49.9,0.46
,17:42:18,8,21600,22517.2,0.47,13.3,7,12.8,0.066,10,49.9,0.46
,17:42:19,8,21600,22518.2,0.46,13.3,7,12.8,0.067,10,49.9,0.45
,17:42:20,8,21600,22519.2,0.46,13.3,7,12.8,0.069,10,50,0.45
,17:42:21,8,21600,22520.2,0.46,13.3,6,12.9,0.072,10,50,0.45
,17:42:22,8,21600,22521.2,0.47,13.3,7,12.9,0.071,10,49.9,0.46
,17:42:23,8,21600,22522.2,0.48,13.3,7,12.9,0.069,10,50,0.46
,17:42:24,8,21600,22523.2,0.47,13.3,7,13,0.066,10,50,0.46
,17:42:25,8,21600,22524.2,0.47,13.3,7,13,0.065,10,50,0.45
,17:42:26,8,21600,22525.2,0.46,13.3,7,12.9,0.067,10,49.9,0.45
,17:42:27,8,21600,22526.2,0.46,13.3,7,13,0.069,10,49.9,0.45
,17:42:28,8,21600,22527.2,0.47,13.3,7,13,0.067,10,49.9,0.45
,17:42:29,8,21600,22528.2,0.47,13.3,7,13,0.067,10,49.9,0.45
,17:42:30,8,21600,22529.2,0.46,13.3,7,13.1,0.067,10,49.9,0.45
,17:42:31,8,21600,22530.2,0.46,13.3,7,13.1,0.067,10,50,0.45
,17:42:32,8,21600,22531.2,0.46,13.3,7,13.1,0.069,10,50,0.45
,17:42:33,8,21600,22532.2,0.46,13.3,7,13.1,0.068,10,49.9,0.45
,17:42:34,8,21600,22533.2,0.46,13.3,7,13.1,0.069,10,49.9,0.45
,17:42:35,8,21600,22534.2,0.47,13.3,7,13.2,0.067,10,50,0.45
,17:42:36,8,21600,22535.2,0.47,13.3,7,13.2,0.068,10,50,0.46
,17:42:37,8,21600,22536.2,0.47,13.3,7,13.2,0.067,10,50,0.45
,17:42:38,8,21600,22537.2,0.46,13.3,7,13.2,0.069,10,49.9,0.45
,17:42:39,8,21600,22538.2,0.47,13.3,7,13.2,0.07,10,50,0.45
,17:42:40,8,21600,22539.2,0.47,13.3,7,13.3,0.068,10,49.9,0.46
,17:42:41,8,21600,22540.2,0.48,13.3,7,13.3,0.067,10,49.9,0.47
,17:42:42,8,21600,22541.2,0.48,13.3,7,13.3,0.067,10,49.9,0.47
,17:42:43,8,21600,22542.2,0.48,13.3,7,13.3,0.069,10,49.9,0.46
,17:42:44,8,21600,22543.2,0.47,13.3,7,13.3,0.07,10,50,0.45
,17:42:45,8,21600,22544.2,0.46,13.3,7,13.3,0.069,10,49.9,0.45
,17:42:46,8,21600,22545.2,0.46,13.3,7,13.3,0.067,10,49.9,0.45
,17:42:47,8,21600,22546.2,0.46,13.3,7,13.4,0.067,10,49.9,0.45
,17:42:48,8,21600,22547.2,0.46,13.3,6,13.4,0.072,10,49.9,0.45
,17:42:49,8,21600,22548.2,0.47,13.3,6,13.4,0.076,10,49.9,0.46
,17:42:50,8,21600,22549.2,0.47,13.3,6,13.4,0.074,10,50,0.46
,17:42:51,8,21600,22550.2,0.48,13.3,7,13.4,0.069,10,50,0.47
,17:42:52,8,21600,22551.2,0.48,13.3,7,13.5,0.067,10,49.9,0.47
,17:42:53,8,21600,22552.2,0.48,13.3,7,13.5,0.067,10,49.9,0.47
,17:42:54,8,21600,22553.2,0.48,13.3,7,13.5,0.069,10,49.9,0.46
,17:42:55,8,21600,22554.2,0.47,13.3,7,13.5,0.068,10,49.9,0.46
,17:42:56,8,21600,22555.2,0.47,13.3,7,13.5,0.067,10,50,0.45
,17:42:57,8,21600,22556.2,0.47,13.3,7,13.5,0.067,10,49.9,0.45
,17:42:58,8,21600,22557.2,0.47,13.3,7,13.6,0.07,10,49.9,0.46
,17:42:59,8,21600,22558.2,0.47,13.3,7,13.6,0.068,10,49.9,0.46
,17:43:00,8,21600,22559.2,0.47,13.3,7,13.6,0.068,10,49.9,0.46
,17:43:01,8,21600,22560.2,0.47,13.3,7,13.6,0.065,10,49.9,0.45
,17:43:02,8,21600,22561.2,0.47,13.3,7,13.6,0.065,10,50,0.45
,17:43:03,8,21600,22562.2,0.46,13.3,7,13.6,0.069,10,49.9,0.45
,17:43:04,8,21600,22563.2,0.46,13.3,7,13.6,0.069,10,49.9,0.45
,17:43:05,8,21600,22564.2,0.46,13.3,7,13.7,0.067,10,49.9,0.45
,17:43:06,8,21600,22565.2,0.46,13.3,7,13.7,0.067,10,50,0.45
,17:43:07,8,21600,22566.2,0.46,13.3,7,13.7,0.069,10,49.9,0.45
,17:43:08,8,21600,22567.2,0.45,13.3,6,13.7,0.071,10,49.9,0.44
,17:43:09,8,21600,22568.2,0.46,13.3,7,13.7,0.068,10,49.9,0.45
,17:43:10,8,21600,22569.2,0.47,13.3,7,13.7,0.067,10,49.9,0.45
,17:43:11,8,21600,22570.2,0.47,13.3,7,13.7,0.068,10,49.9,0.46
,17:43:12,8,21600,22571.2,0.47,13.3,7,13.8,0.071,10,50,0.46
,17:43:13,8,21600,22572.2,0.47,13.3,6,13.8,0.073,10,50,0.45
,17:43:14,8,21600,22573.2,0.47,13.3,7,13.8,0.07,10,49.9,0.45
,17:43:15,8,21600,22574.2,0.47,13.3,7,13.8,0.068,10,50,0.46
,17:43:16,8,21600,22575.2,0.48,13.3,7,13.8,0.069,10,49.9,0.46
,17:43:17,8,21600,22576.2,0.48,13.3,7,13.8,0.069,10,49.9,0.46
,17:43:18,8,21600,22577.2,0.47,13.3,7,13.8,0.071,10,49.9,0.46
,17:43:19,8,21600,22578.2,0.48,13.3,6,13.8,0.074,10,49.9,0.46
,17:43:20,8,21600,22579.2,0.48,13.3,7,13.9,0.072,10,49.9,0.47
,17:43:21,8,21600,22580.2,0.49,13.3,7,13.9,0.07,10,49.9,0.48
,17:43:22,8,21600,22581.2,0.48,13.3,7,13.9,0.067,10,49.9,0.47
,17:43:23,8,21600,22582.2,0.48,13.3,7,13.9,0.066,10,49.9,0.46
,17:43:24,8,21600,22583.2,0.47,13.3,7,13.9,0.068,10,49.9,0.46
,17:43:25,8,21600,22584.2,0.47,13.3,7,13.9,0.068,10,49.9,0.46
,17:43:26,8,21600,22585.2,0.47,13.3,7,13.9,0.07,10,49.9,0.45
,17:43:27,8,21600,22586.2,0.46,13.3,7,13.9,0.069,10,49.9,0.45
,17:43:28,8,21600,22587.2,0.47,13.3,7,13.9,0.068,10,49.9,0.46
,17:43:29,8,21600,22588.2,0.48,13.3,7,13.9,0.069,10,49.9,0.47
,17:43:30,8,21600,22589.2,0.48,13.3,7,14,0.069,10,49.9,0.47
,17:43:31,8,21600,22590.2,0.47,13.3,7,14,0.068,10,49.9,0.46
,17:43:32,8,21600,22591.2,0.46,13.3,7,14,0.067,10,50,0.45
,17:43:33,8,21600,22592.2,0.46,13.3,7,14,0.069,10,49.9,0.45
,17:43:34,8,21600,22593.2,0.46,13.3,7,14,0.067,10,49.9,0.45
,17:43:35,8,21600,22594.2,0.47,13.3,7,14,0.07,10,50,0.45
,17:43:36,8,21600,22595.2,0.47,13.3,7,14,0.068,10,49.9,0.46
,17:43:37,8,21600,22596.2,0.47,13.3,7,14,0.068,10,50,0.46
,17:43:38,8,21600,22597.2,0.47,13.3,7,14,0.068,10,49.9,0.46
,17:43:39,8,21600,22598.2,0.47,13.3,7,14,0.068,10,50,0.46
,17:43:40,8,21600,22599.2,0.47,13.3,7,14,0.07,10,49.9,0.46
,17:43:41,8,21600,22600.2,0.46,13.3,7,14.1,0.069,10,49.9,0.45
,17:43:42,8,21600,22601.2,0.47,13.3,7,14.1,0.068,10,49.9,0.46
,17:43:43,8,21600,22602.2,0.47,13.3,7,14.1,0.068,10,49.9,0.46
,17:43:44,8,21600,22603.2,0.48,13.3,7,14.1,0.067,10,50,0.47
,17:43:45,8,21600,22604.2,0.48,13.3,7,14.1,0.069,10,49.9,0.46
,17:43:46,8,21600,22605.2,0.48,13.3,7,14.1,0.069,10,49.9,0.46
,17:43:47,8,21600,22606.2,0.47,13.3,7,14.1,0.071,10,49.9,0.46
,17:43:48,8,21600,22607.2,0.47,13.3,7,14.1,0.071,10,50,0.46
,17:43:49,8,21600,22608.2,0.47,13.3,7,14.1,0.071,10,50,0.46
,17:43:50,8,21600,22609.2,0.47,13.3,7,14.1,0.068,10,50,0.46
,17:43:51,8,21600,22610.2,0.47,13.3,7,14.1,0.067,10,49.9,0.45
,17:43:52,8,21600,22611.2,0.46,13.3,7,14.1,0.069,10,49.9,0.45
