Data file,,DURATRON_DRY_T1_D1.TSV,,,,,,,,,,
,14:35:33,5,2489,68.4,5.03,13.3,7,22,0.701,10,49.7,4.86
,14:35:34,5,2489,69.4,5.06,13.3,7,22,0.704,10,49.7,4.88
,14:35:35,5,2489,70.4,5.05,13.3,7,22,0.703,10,49.7,4.87
,14:35:36,5,2489,71.4,5.04,13.3,7,22,0.728,10,49.7,4.86
,14:35:37,5,2489,72.4,5,13.3,7,22,0.722,10,49.7,4.82
,14:35:38,5,2489,73.4,4.94,13.3,7,22,0.689,10,49.7,4.77
,14:35:39,5,2489,74.4,4.88,13.3,7,22,0.679,10,49.7,4.7
,14:35:40,5,2489,75.4,4.83,13.3,7,22,0.673,10,49.7,4.66
,14:35:41,5,2489,76.4,4.83,13.3,7,22,0.672,10,49.7,4.66
,14:35:42,5,2489,77.4,4.86,13.3,7,22,0.677,10,49.7,4.69
,14:35:43,5,2489,78.4,4.89,13.3,7,22,0.681,10,49.7,4.73
,14:35:44,5,2489,79.4,4.91,13.3,7,22,0.71,10,49.7,4.74
,14:35:45,5,2489,80.4,4.92,13.3,7,22,0.71,10,49.7,4.75
,14:35:46,5,2489,81.4,4.91,13.3,7,22,0.684,10,49.7,4.74
,14:35:47,5,2489,82.4,4.92,13.3,7,22,0.685,10,49.7,4.75
,14:35:48,5,2489,83.4,4.94,13.3,7,22,0.688,10,49.7,4.77
,14:35:49,5,2489,84.4,4.96,13.3,8,22,0.644,10,49.7,4.79
,14:35:50,5,2489,85.4,4.96,13.3,8,22,0.645,10,49.7,4.79
,14:35:51,5,2489,86.4,4.95,13.3,7,21,0.666,10,49.7,4.78
,14:35:52,5,2489,87.4,4.94,13.3,7,22,0.689,10,49.7,4.77
,14:35:53,5,2489,88.4,4.94,13.3,7,22,0.688,10,49.7,4.77
,14:35:54,5,2489,89.4,4.92,13.3,7,22,0.686,10,49.7,4.75
,14:35:55,5,2489,90.4,4.89,13.3,7,22,0.707,10,49.7,4.72
,14:35:56,5,2489,91.4,4.86,13.3,7,22,0.702,10,49.7,4.69
,14:35:57,5,2489,92.4,4.83,13.3,7,22,0.698,10,49.7,4.67
,14:35:58,5,2489,93.4,4.84,13.3,7,21,0.726,10,49.7,4.67
,14:35:59,5,2489,94.4,4.89,13.3,7,22,0.733,10,49.7,4.72
,14:36:00,5,2489,95.4,4.96,13.3,7,21,0.717,10,49.7,4.8
,14:36:01,5,2489,96.4,5.02,13.3,7,21,0.725,10,49.7,4.85
,14:36:02,5,2489,97.4,5.05,13.3,7,22,0.703,10,49.7,4.87
,14:36:03,5,2489,98.4,5.05,13.3,7,22,0.703,10,49.7,4.87
,14:36:04,5,2489,99.4,5.03,13.3,7,22,0.701,10,49.7,4.86
,14:36:05,5,2489,100.4,4.99,13.3,7,22,0.696,10,49.7,4.82
,14:36:06,5,2489,101.4,4.95,13.3,7,22,0.666,10,49.7,4.77
,14:36:07,5,2489,102.4,4.88,13.3,7,22,0.657,10,49.7,4.71
,14:36:08,5,2489,103.4,4.83,13.3,7,22,0.673,10,49.7,4.66
,14:36:09,5,2489,104.4,4.81,13.3,7,22,0.646,10,49.7,4.64
,14:36:10,5,2489,105.4,4.82,13.3,7,21,0.649,10,49.7,4.66
,14:36:11,5,2489,106.4,4.85,13.3,8,21,0.63,10,49.7,4.68
,14:36:12,5,2489,107.4,4.86,13.3,7,22,0.653,10,49.7,4.69
,14:36:13,5,2489,108.4,4.85,13.3,7,22,0.676,10,49.7,4.68
,14:36:14,5,2489,109.4,4.85,13.3,7,22,0.676,10,49.7,4.68
,14:36:15,5,2489,110.4,4.83,13.3,7,22,0.673,10,49.7,4.67
,14:36:16,5,2489,111.4,4.8,13.3,7,22,0.669,10,49.7,4.64
,14:36:17,5,2489,112.4,4.78,13.3,7,22,0.665,10,49.7,4.61
,14:36:18,5,2489,113.4,4.78,13.3,7,22,0.691,10,49.7,4.62
,14:36:19,5,2489,114.4,4.82,13.3,7,21,0.696,10,49.7,4.65
,14:36:20,5,2489,115.4,4.86,13.3,7,21,0.729,10,49.7,4.69
,14:36:21,5,2489,116.4,4.89,13.3,7,21,0.707,10,49.7,4.72
,14:36:22,5,2489,117.4,4.91,13.3,7,21,0.709,10,49.7,4.74
,14:36:23,5,2489,118.4,4.91,13.3,7,21,0.709,10,49.7,4.74
,14:36:24,5,2489,119.4,4.88,13.3,7,22,0.679,10,49.7,4.7
,14:36:25,5,2489,120.4,4.85,13.3,7,21,0.7,10,49.7,4.68
,14:36:26,5,2489,121.4,4.83,13.3,7,21,0.698,10,49.7,4.67
,14:36:27,5,2489,122.4,4.84,13.3,7,21,0.674,10,49.7,4.68
,14:36:28,5,2489,123.4,4.86,13.3,7,21,0.702,10,49.7,4.7
,14:36:29,5,2489,124.4,4.87,13.3,7,21,0.704,10,49.7,4.71
,14:36:30,5,2489,125.4,4.87,13.3,7,22,0.678,10,49.7,4.7
,14:36:31,5,2489,126.4,4.84,13.3,7,22,0.699,10,49.7,4.67
,14:36:32,5,2489,127.4,4.81,13.3,7,22,0.695,10,49.7,4.64
,14:36:33,5,2489,128.4,4.79,13.3,7,22,0.719,10,49.7,4.62
,14:36:34,5,2489,129.4,4.77,13.3,7,22,0.689,10,49.7,4.6
,14:36:35,5,2489,130.4,4.75,13.3,7,22,0.686,10,49.7,4.59
,14:36:36,5,2489,131.4,4.75,13.3,7,22,0.686,10,49.7,4.59
,14:36:37,5,2489,132.4,4.76,13.3,7,22,0.688,10,49.7,4.6
,14:36:38,5,2489,133.4,4.77,13.3,7,22,0.665,10,49.7,4.61
,14:36:39,5,2489,134.4,4.77,13.3,7,22,0.665,10,49.7,4.61
,14:36:40,5,2489,135.4,4.77,13.3,7,22,0.642,10,49.8,4.61
,14:36:41,5,2489,136.4,4.78,13.3,7,22,0.643,10,49.7,4.62
,14:36:42,5,2489,137.4,4.79,13.3,8,22,0.623,10,49.7,4.62
,14:36:43,5,2489,138.4,4.78,13.3,8,21,0.601,10,49.7,4.61
,14:36:44,5,2489,139.4,4.75,13.3,8,21,0.617,10,49.7,4.58
,14:36:45,5,2489,140.4,4.71,13.3,7,21,0.634,10,49.7,4.55
,14:36:46,5,2489,141.4,4.7,13.3,7,22,0.655,10,49.7,4.53
,14:36:47,5,2489,142.4,4.7,13.3,7,22,0.655,10,49.7,4.54
,14:36:48,5,2489,143.4,4.69,13.3,7,22,0.654,10,49.7,4.53
,14:36:49,5,2489,144.4,4.65,13.3,7,22,0.672,10,49.7,4.49
,14:36:50,5,2489,145.4,4.63,13.3,7,22,0.669,10,49.7,4.47
,14:36:51,5,2489,146.4,4.65,13.3,7,22,0.671,10,49.7,4.49
,14:36:52,5,2489,147.4,4.69,13.3,7,22,0.677,10,49.7,4.53
,14:36:53,5,2489,148.4,4.7,13.3,7,22,0.68,10,49.7,4.54
,14:36:54,5,2489,149.4,4.71,13.3,7,22,0.656,10,49.7,4.55
,14:36:55,5,2489,150.4,4.72,13.3,7,22,0.658,10,49.7,4.56
,14:36:56,5,2489,151.4,4.73,13.3,7,22,0.684,10,49.7,4.57
,14:36:57,5,2489,152.4,4.74,13.3,7,22,0.685,10,49.7,4.58
,14:36:58,5,2489,153.4,4.75,13.3,7,22,0.662,10,49.7,4.58
,14:36:59,5,2489,154.4,4.75,13.3,7,22,0.687,10,49.7,4.59
,14:37:00,5,2489,155.4,4.73,13.3,7,22,0.684,10,49.7,4.57
,14:37:01,5,2489,156.4,4.69,13.3,7,22,0.654,10,49.7,4.53
,14:37:02,5,2489,157.4,4.65,13.3,7,22,0.672,10,49.7,4.49
,14:37:03,5,2489,158.4,4.64,13.3,7,22,0.646,10,49.7,4.47
,14:37:04,5,2489,159.4,4.63,13.3,7,22,0.644,10,49.7,4.47
,14:37:05,5,2489,160.4,4.63,13.3,7,22,0.644,10,49.7,4.47
,14:37:06,5,2489,161.4,4.62,13.3,7,21,0.643,10,49.7,4.46
,14:37:07,5,2489,162.4,4.62,13.3,7,21,0.667,10,49.7,4.46
,14:37:08,5,2489,163.4,4.61,13.3,7,21,0.667,10,49.7,4.45
,14:37:09,5,2489,164.4,4.6,13.3,7,21,0.665,10,49.7,4.44
,14:37:10,5,2489,165.4,4.59,13.3,7,21,0.664,10,49.7,4.43
,14:37:11,5,2489,166.4,4.57,13.3,7,22,0.661,10,49.7,4.42
,14:37:12,5,2489,167.4,4.55,13.3,7,22,0.634,10,49.7,4.39
,14:37:13,5,2489,168.4,4.52,13.3,7,22,0.654,10,49.7,4.36
,14:37:14,5,2489,169.4,4.51,13.3,7,22,0.677,10,49.7,4.36
,14:37:15,5,2489,170.4,4.54,13.3,7,22,0.656,10,49.7,4.39
,14:37:16,5,2489,171.4,4.58,13.3,7,22,0.639,10,49.8,4.43
,14:37:17,5,2489,172.4,4.61,13.3,7,22,0.642,10,49.7,4.45
,14:37:18,5,2489,173.4,4.59,13.3,7,22,0.639,10,49.7,4.42
,14:37:19,5,2489,174.4,4.54,13.3,7,22,0.611,10,49.7,4.38
,14:37:20,5,2489,175.4,4.52,13.3,7,22,0.608,10,49.7,4.36
,14:37:21,5,2489,176.4,4.53,13.3,7,22,0.609,10,49.7,4.37
,14:37:22,5,2489,177.4,4.53,13.3,7,22,0.631,10,49.7,4.37
,14:37:23,5,2489,178.4,4.52,13.3,7,22,0.653,10,49.7,4.36
,14:37:24,5,2489,179.4,4.52,13.3,7,22,0.678,10,49.7,4.37
,14:37:25,5,2489,180.4,4.55,13.3,7,22,0.657,10,49.7,4.39
,14:37:26,5,2489,181.4,4.56,13.3,7,22,0.659,10,49.8,4.41
,14:37:27,5,2489,182.4,4.55,13.3,7,22,0.658,10,49.7,4.39
,14:37:28,5,2489,183.4,4.51,13.3,7,22,0.629,10,49.7,4.35
,14:37:29,5,2489,184.4,4.47,13.3,7,22,0.623,10,49.7,4.32
,14:37:30,5,2489,185.4,4.44,13.3,7,22,0.619,10,49.7,4.29
,14:37:31,5,2489,186.4,4.44,13.3,7,22,0.641,10,49.7,4.28
,14:37:32,5,2489,187.4,4.46,13.3,7,22,0.622,10,49.7,4.31
,14:37:33,5,2489,188.4,4.46,13.3,7,22,0.621,10,49.7,4.3
,14:37:34,5,2489,189.4,4.43,13.3,7,22,0.617,10,49.7,4.27
,14:37:35,5,2489,190.4,4.39,13.3,7,22,0.59,10,49.7,4.23
,14:37:36,5,2489,191.4,4.38,13.3,7,22,0.589,10,49.7,4.23
,14:37:37,5,2489,192.4,4.4,13.3,7,22,0.613,10,49.7,4.25
,14:37:38,5,2489,193.4,4.4,13.3,7,22,0.613,10,49.7,4.25
,14:37:39,5,2489,194.4,4.4,13.3,7,22,0.635,10,49.7,4.24
,14:37:40,5,2489,195.4,4.37,13.3,7,22,0.631,10,49.7,4.22
,14:37:41,5,2489,196.4,4.33,13.3,7,22,0.625,10,49.7,4.17
,14:37:42,5,2489,197.4,4.28,13.3,7,22,0.619,10,49.7,4.14
,14:37:43,5,2489,198.4,4.27,13.3,7,22,0.617,10,49.7,4.13
,14:37:44,5,2489,199.4,4.3,13.3,7,22,0.621,10,49.7,4.15
,14:37:45,5,2489,200.4,4.32,13.3,7,22,0.624,10,49.7,4.17
,14:37:46,5,2489,201.4,4.34,13.3,7,22,0.604,10,49.7,4.19
,14:37:47,5,2489,202.4,4.35,13.3,7,22,0.607,10,49.7,4.2
,14:37:48,5,2489,203.4,4.37,13.3,7,22,0.609,10,49.7,4.22
,14:37:49,5,2489,204.4,4.39,13.3,7,22,0.635,10,49.7,4.24
,14:37:50,5,2489,205.4,4.42,13.3,7,22,0.615,10,49.7,4.26
,14:37:51,5,2489,206.4,4.44,13.3,7,22,0.641,10,49.7,4.29
,14:37:52,5,2489,207.4,4.45,13.3,7,22,0.643,10,49.7,4.29
,14:37:53,5,2489,208.4,4.44,13.3,7,22,0.642,10,49.7,4.29
,14:37:54,5,2489,209.4,4.45,13.3,7,22,0.598,10,49.7,4.29
,14:37:55,5,2489,210.4,4.44,13.3,8,22,0.577,10,49.7,4.28
,14:37:56,5,2489,211.4,4.43,13.3,7,22,0.595,10,49.7,4.27
,14:37:57,5,2489,212.4,4.39,13.3,7,22,0.611,10,49.7,4.23
,14:37:58,5,2489,213.4,4.36,13.3,7,22,0.608,10,49.7,4.21
,14:37:59,5,2489,214.4,4.34,13.3,7,22,0.628,10,49.7,4.19
,14:38:00,5,2489,215.4,4.35,13.3,7,22,0.628,10,49.7,4.2
,14:38:01,5,2489,216.4,4.36,13.3,7,22,0.63,10,49.7,4.22
,14:38:02,5,2489,217.4,4.38,13.3,7,22,0.633,10,49.7,4.23
,14:38:03,5,2489,218.4,4.39,13.3,7,22,0.611,10,49.7,4.23
,14:38:04,5,2489,219.4,4.37,13.3,7,22,0.609,10,49.7,4.22
,14:38:05,5,2489,220.4,4.36,13.3,7,22,0.608,10,49.7,4.21
,14:38:06,5,2489,221.4,4.34,13.3,7,21,0.628,10,49.7,4.19
,14:38:07,5,2489,222.4,4.32,13.3,7,22,0.624,10,49.7,4.16
,14:38:08,5,2489,223.4,4.28,13.3,7,22,0.618,10,49.7,4.13
,14:38:09,5,2489,224.4,4.27,13.3,7,22,0.616,10,49.7,4.12
,14:38:10,5,2489,225.4,4.27,13.3,7,22,0.617,10,49.7,4.12
,14:38:11,5,2489,226.4,4.29,13.3,7,22,0.62,10,49.7,4.15
,14:38:12,5,2489,227.4,4.3,13.3,7,22,0.622,10,49.7,4.15
,14:38:13,5,2489,228.4,4.3,13.3,7,22,0.599,10,49.7,4.15
,14:38:14,5,2489,229.4,4.28,13.3,7,22,0.576,10,49.7,4.13
,14:38:15,5,2489,230.4,4.26,13.3,7,22,0.572,10,49.8,4.11
,14:38:16,5,2489,231.4,4.23,13.3,7,22,0.589,10,49.7,4.08
,14:38:17,5,2489,232.4,4.19,13.3,7,22,0.606,10,49.7,4.05
,14:38:18,5,2489,233.4,4.17,13.3,7,22,0.603,10,49.7,4.03
,14:38:19,5,2489,234.4,4.16,13.3,7,22,0.601,10,49.7,4.02
,14:38:20,5,2489,235.4,4.18,13.3,7,22,0.627,10,49.7,4.03
,14:38:21,5,2489,236.4,4.2,13.3,7,22,0.607,10,49.7,4.06
,14:38:22,5,2489,237.4,4.23,13.3,7,22,0.611,10,49.7,4.08
,14:38:23,5,2489,238.4,4.25,13.3,7,22,0.614,10,49.7,4.11
,14:38:24,5,2489,239.4,4.26,13.3,7,22,0.593,10,49.7,4.11
,14:38:25,5,2489,240.4,4.24,13.3,7,22,0.59,10,49.7,4.08
,14:38:26,5,2489,241.4,4.18,13.3,7,22,0.562,10,49.7,4.02
,14:38:27,5,2489,242.4,4.1,13.3,7,22,0.551,10,49.7,3.95
,14:38:28,5,2489,243.4,4.04,13.3,8,22,0.525,10,49.7,3.9
,14:38:29,5,2489,244.4,4.02,13.3,8,22,0.523,10,49.7,3.88
,14:38:30,5,2489,245.4,4.02,13.3,7,22,0.541,10,49.7,3.88
,14:38:31,5,2489,246.4,3.99,13.3,7,22,0.555,10,49.7,3.84
,14:38:32,5,2489,247.4,3.94,13.3,7,22,0.569,10,49.7,3.79
,14:38:33,5,2489,248.4,3.91,13.3,7,22,0.565,10,49.7,3.78
,14:38:34,5,2489,249.4,3.93,13.3,7,22,0.568,10,49.7,3.8
,14:38:35,5,2489,250.4,4,13.3,7,22,0.578,10,49.7,3.87
,14:38:36,5,2489,251.4,4.05,13.3,7,22,0.585,10,49.7,3.92
,14:38:37,5,2489,252.4,4.05,13.3,7,22,0.585,10,49.7,3.91
,14:38:38,5,2489,253.4,4,13.3,7,22,0.578,10,49.7,3.86
,14:38:39,5,2489,254.4,3.97,13.3,7,22,0.573,10,49.7,3.83
,14:38:40,5,2489,255.4,3.98,13.3,7,22,0.576,10,49.7,3.85
,14:38:41,5,2489,256.4,4.03,13.3,7,22,0.582,10,49.7,3.89
,14:38:42,5,2489,257.4,4.06,13.3,7,22,0.586,10,49.7,3.92
,14:38:43,5,2489,258.4,4.07,13.3,7,22,0.567,10,49.7,3.93
,14:38:44,5,2489,259.4,4.05,13.3,7,22,0.545,10,49.7,3.91
,14:38:45,5,2489,260.4,4.05,13.3,7,22,0.564,10,49.7,3.91
,14:38:46,5,2489,261.4,4.03,13.3,7,22,0.583,10,49.7,3.89
,14:38:47,5,2489,262.4,4.04,13.3,7,22,0.583,10,49.7,3.9
,14:38:48,5,2489,263.4,4.06,13.3,7,22,0.586,10,49.7,3.92
,14:38:49,5,2489,264.4,4.09,13.3,7,22,0.59,10,49.7,3.95
,14:38:50,5,2489,265.4,4.12,13.3,7,22,0.595,10,49.7,3.98
,14:38:51,5,2489,266.4,4.15,13.3,7,22,0.6,10,49.7,4.01
,14:38:52,5,2489,267.4,4.2,13.3,7,22,0.607,10,49.7,4.06
,14:38:53,5,2489,268.4,4.25,13.3,7,22,0.614,10,49.7,4.11
,14:38:54,5,2489,269.4,4.27,13.3,7,22,0.594,10,49.7,4.12
,14:38:55,5,2489,270.4,4.24,13.3,7,22,0.591,10,49.7,4.09
,14:38:56,5,2489,271.4,4.21,13.3,7,22,0.586,10,49.7,4.06
,14:38:57,5,2489,272.4,4.21,13.3,7,22,0.586,10,49.7,4.06
,14:38:58,5,2489,273.4,4.23,13.3,7,22,0.569,10,49.7,4.09
,14:38:59,5,2489,274.4,4.24,13.3,7,22,0.57,10,49.7,4.09
,14:39:00,5,2489,275.4,4.23,13.3,7,22,0.569,10,49.7,4.08
,14:39:01,5,2489,276.4,4.21,13.3,7,22,0.566,10,49.7,4.06
,14:39:02,5,2489,277.4,4.21,13.3,7,22,0.586,10,49.7,4.06
,14:39:03,5,2489,278.4,4.22,13.3,7,22,0.588,10,49.7,4.08
,14:39:04,5,2489,279.4,4.24,13.3,7,22,0.612,10,49.7,4.09
,14:39:05,5,2489,280.4,4.23,13.3,7,22,0.611,10,49.7,4.08
,14:39:06,5,2489,281.4,4.19,13.3,7,22,0.606,10,49.7,4.04
,14:39:07,5,2489,282.4,4.14,13.3,7,22,0.577,10,49.7,3.99
,14:39:08,5,2489,283.4,4.1,13.3,7,22,0.593,10,49.7,3.96
,14:39:09,5,2489,284.4,4.09,13.3,7,22,0.59,10,49.7,3.94
,14:39:10,5,2489,285.4,4.1,13.3,7,22,0.592,10,49.7,3.96
,14:39:11,5,2489,286.4,4.14,13.3,7,22,0.598,10,49.7,4
,14:39:12,5,2489,287.4,4.15,13.3,7,22,0.579,10,49.7,4.01
,14:39:13,5,2489,288.4,4.16,13.3,7,22,0.579,10,49.7,4.01
,14:39:14,5,2489,289.4,4.16,13.3,7,22,0.579,10,49.7,4.01
,14:39:15,5,2489,290.4,4.16,13.3,7,21,0.602,10,49.7,4.02
,14:39:16,5,2489,291.4,4.17,13.3,7,22,0.602,10,49.7,4.02
,14:39:17,5,2489,292.4,4.17,13.3,7,22,0.581,10,49.7,4.03
,14:39:18,5,2489,293.4,4.19,13.3,7,22,0.584,10,49.7,4.05
,14:39:19,5,2489,294.4,4.22,13.3,7,22,0.588,10,49.7,4.08
,14:39:20,5,2489,295.4,4.21,13.3,7,22,0.587,10,49.7,4.07
,14:39:21,5,2489,296.4,4.19,13.3,7,22,0.584,10,49.7,4.05
,14:39:22,5,2489,297.4,4.2,13.3,7,22,0.606,10,49.7,4.05
,14:39:23,5,2489,298.4,4.22,13.3,7,22,0.61,10,49.7,4.08
,14:39:24,5,2489,299.4,4.27,13.3,7,22,0.617,10,49.7,4.12
,14:39:25,5,2489,300.4,4.3,13.3,7,22,0.599,10,49.7,4.15
,14:39:26,5,2489,301.4,4.31,13.3,7,22,0.58,10,49.7,4.16
,14:39:27,5,2489,302.4,4.32,13.3,7,22,0.601,10,49.7,4.17
,14:39:28,5,2489,303.4,4.32,13.3,7,22,0.602,10,49.7,4.17
,14:39:29,5,2489,304.4,4.35,13.3,7,22,0.606,10,49.7,4.2
,14:39:30,5,2489,305.4,4.37,13.3,7,22,0.609,10,49.7,4.22
,14:39:31,5,2489,306.4,4.38,13.3,7,22,0.633,10,49.7,4.23
,14:39:32,5,2489,307.4,4.39,13.3,7,22,0.634,10,49.7,4.23
,14:39:33,5,2489,308.4,4.39,13.3,7,22,0.634,10,49.7,4.24
,14:39:34,5,2489,309.4,4.4,13.3,7,21,0.636,10,49.7,4.25
,14:39:35,5,2489,310.4,4.4,13.3,7,22,0.66,10,49.7,4.25
,14:39:36,5,2489,311.4,4.4,13.3,7,22,0.636,10,49.7,4.25
,14:39:37,5,2489,312.4,4.42,13.3,7,22,0.639,10,49.7,4.27
,14:39:38,5,2489,313.4,4.44,13.3,7,22,0.618,10,49.7,4.29
,14:39:39,5,2489,314.4,4.43,13.3,7,22,0.617,10,49.7,4.28
,14:39:40,5,2489,315.4,4.41,13.3,7,22,0.615,10,49.7,4.26
,14:39:41,5,2489,316.4,4.39,13.3,7,22,0.612,10,49.7,4.24
,14:39:42,5,2489,317.4,4.37,13.3,7,21,0.632,10,49.7,4.22
,14:39:43,5,2489,318.4,4.35,13.3,7,21,0.629,10,49.7,4.2
,14:39:44,5,2489,319.4,4.34,13.3,7,22,0.627,10,49.7,4.19
,14:39:45,5,2489,320.4,4.34,13.3,7,22,0.604,10,49.7,4.18
,14:39:46,5,2489,321.4,4.34,13.3,7,22,0.604,10,49.7,4.19
,14:39:47,5,2489,322.4,4.35,13.3,7,22,0.585,10,49.7,4.2
,14:39:48,5,2489,323.4,4.39,13.3,7,22,0.611,10,49.7,4.24
,14:39:49,5,2489,324.4,4.42,13.3,7,22,0.616,10,49.7,4.27
,14:39:50,5,2489,325.4,4.43,13.3,7,22,0.641,10,49.7,4.28
,14:39:51,5,2489,326.4,4.44,13.3,7,21,0.641,10,49.7,4.28
,14:39:52,5,2489,327.4,4.43,13.3,7,21,0.617,10,49.7,4.27
,14:39:53,5,2489,328.4,4.42,13.3,7,21,0.615,10,49.7,4.26
,14:39:54,5,2489,329.4,4.39,13.3,7,21,0.612,10,49.7,4.24
,14:39:55,5,2489,330.4,4.38,13.3,7,22,0.61,10,49.7,4.22
,14:39:56,5,2489,331.4,4.36,13.3,7,22,0.608,10,49.7,4.21
,14:39:57,5,2489,332.4,4.36,13.3,7,22,0.608,10,49.7,4.22
,14:39:58,5,2489,333.4,4.38,13.3,7,22,0.633,10,49.7,4.23
,14:39:59,5,2489,334.4,4.39,13.3,7,22,0.635,10,49.7,4.24
,14:40:00,5,2489,335.4,4.42,13.3,7,22,0.639,10,49.7,4.28
,14:40:01,5,2489,336.4,4.47,13.3,7,22,0.623,10,49.7,4.32
,14:40:02,5,2489,337.4,4.51,13.3,7,22,0.628,10,49.7,4.36
,14:40:03,5,2489,338.4,4.51,13.3,7,22,0.628,10,49.7,4.35
,14:40:04,5,2489,339.4,4.48,13.3,7,22,0.624,10,49.7,4.32
,14:40:05,5,2489,340.4,4.46,13.3,7,22,0.622,10,49.7,4.31
,14:40:06,5,2489,341.4,4.48,13.3,7,22,0.624,10,49.7,4.33
,14:40:07,5,2489,342.4,4.51,13.3,7,22,0.652,10,49.7,4.36
,14:40:08,5,2489,343.4,4.53,13.3,7,22,0.654,10,49.7,4.37
,14:40:09,5,2489,344.4,4.54,13.3,7,22,0.656,10,49.7,4.38
,14:40:10,5,2489,345.4,4.56,13.3,7,22,0.659,10,49.7,4.41
,14:40:11,5,2489,346.4,4.59,13.3,7,22,0.64,10,49.7,4.43
,14:40:12,5,2489,347.4,4.6,13.3,7,22,0.618,10,49.7,4.43
,14:40:13,5,2489,348.4,4.58,13.3,8,22,0.595,10,49.7,4.42
,14:40:14,5,2489,349.4,4.55,13.3,7,22,0.612,10,49.7,4.39
,14:40:15,5,2489,350.4,4.53,13.3,7,22,0.631,10,49.7,4.37
,14:40:16,5,2489,351.4,4.53,13.3,7,22,0.654,10,49.7,4.37
,14:40:17,5,2489,352.4,4.53,13.3,7,22,0.655,10,49.7,4.37
,14:40:18,5,2489,353.4,4.55,13.3,7,22,0.657,10,49.7,4.39
,14:40:19,5,2489,354.4,4.55,13.3,7,21,0.657,10,49.7,4.39
,14:40:20,5,2489,355.4,4.55,13.3,7,21,0.683,10,49.7,4.4
,14:40:21,5,2489,356.4,4.57,13.3,7,22,0.686,10,49.7,4.42
,14:40:22,5,2489,357.4,4.59,13.3,7,22,0.664,10,49.7,4.44
,14:40:23,5,2489,358.4,4.61,13.3,7,22,0.643,10,49.7,4.45
,14:40:24,5,2489,359.4,4.6,13.3,7,22,0.619,10,49.7,4.44
,14:40:25,5,2489,360.4,4.59,13.3,7,22,0.639,10,49.7,4.43
,14:40:26,5,2489,361.4,4.57,13.3,7,22,0.637,10,49.7,4.41
,14:40:27,5,2489,362.4,4.57,13.3,7,22,0.636,10,49.7,4.41
,14:40:28,5,2489,363.4,4.58,13.3,7,21,0.639,10,49.7,4.43
,14:40:29,5,2489,364.4,4.59,13.3,7,22,0.64,10,49.7,4.43
,14:40:30,5,2489,365.4,4.61,13.3,7,22,0.666,10,49.7,4.45
,14:40:31,5,2489,366.4,4.64,13.3,7,22,0.67,10,49.7,4.48
,14:40:32,5,2489,367.4,4.68,13.3,7,22,0.651,10,49.7,4.52
,14:40:33,5,2489,368.4,4.69,13.3,7,22,0.653,10,49.7,4.53
,14:40:34,5,2489,369.4,4.67,13.3,7,22,0.628,10,49.7,4.51
,14:40:35,5,2489,370.4,4.63,13.3,7,22,0.669,10,49.7,4.47
,14:40:36,5,2489,371.4,4.61,13.3,7,22,0.691,10,49.7,4.45
,14:40:37,5,2489,372.4,4.6,13.3,7,22,0.69,10,49.7,4.44
,14:40:38,5,2489,373.4,4.61,13.3,7,22,0.642,10,49.7,4.45
,14:40:39,5,2489,374.4,4.62,13.3,7,22,0.644,10,49.7,4.46
,14:40:40,5,2489,375.4,4.6,13.3,7,22,0.641,10,49.7,4.44
