Data file,,DELRIN500AF-UNHONED_ISO10_12DEG_007_12HRS.TSV,,,,,,,,,,
Configuration file,,TE77 CHILLER.CFG,,,,,,,,,,
Calibration file,,TE77 CHILLER.CAL,,,,,,,,,,
Test control file,,PARAM01_1.TSF,,,,,,,,,,
,,,,,,,,,,,,
User,,David Eckold,,,,,,,,,,
Date,,22/11/2016,,,,,,,,,,
Lubricant,,ISO 10,,,,,,,,,,
Specimens,,Delrin 500AF on PTFE,,,,,,,,,,
Temp,,12,,,,,,,,,,
Notes,,12Hrs,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Test file variable V1 <Temp> = 12,,,,,,,,,,,,
Test file variable V2 <Load> = 6.8,,,,,,,,,,,,
Test file variable V3 <Freq> = 13.3,,,,,,,,,,,,
Test started at 09:52:39 on 22/11/2016,,,,,,,,,,,,
,Time,This Step,Step Time,Test Time,Friction Force (N),Frequency (Hz),Load (N),Specimen Temperature (Chiller) (øC),Friction Coeff,Friction Range (N),Contact Pot (mV),Force Input (Volts)
,13:47:51,6,21600,14111.4,0.29,13.3,7,10.8,0.042,10,0.8,0.28
,13:47:52,6,21600,14112.4,0.29,13.3,7,10.8,0.044,10,0.8,0.29
,13:47:53,6,21600,14113.4,0.29,13.3,7,10.7,0.044,10,0.7,0.28
,13:47:54,6,21600,14114.4,0.29,13.3,7,10.7,0.043,10,0.8,0.28
,13:47:55,6,21600,14115.4,0.28,13.3,7,10.7,0.043,10,0.8,0.28
,13:47:56,6,21600,14116.4,0.28,13.3,7,10.7,0.043,10,0.8,0.28
,13:47:57,6,21600,14117.4,0.28,13.3,7,10.7,0.041,10,0.7,0.28
,13:47:58,6,21600,14118.4,0.28,13.3,7,10.6,0.042,10,0.8,0.28
,13:47:59,6,21600,14119.4,0.28,13.3,7,10.6,0.041,10,0.8,0.28
,13:48:00,6,21600,14120.4,0.28,13.3,7,10.6,0.041,10,0.8,0.28
,13:48:01,6,21600,14121.4,0.28,13.3,7,10.6,0.04,10,0.8,0.27
,13:48:02,6,21600,14122.4,0.28,13.3,7,10.6,0.042,10,0.8,0.27
,13:48:03,6,21600,14123.4,0.28,13.3,7,10.6,0.043,10,0.8,0.28
,13:48:04,6,21600,14124.4,0.29,13.3,7,10.5,0.043,10,0.8,0.28
,13:48:05,6,21600,14125.4,0.29,13.3,7,10.5,0.042,10,0.8,0.28
,13:48:06,6,21600,14126.4,0.29,13.3,7,10.5,0.042,10,0.7,0.28
,13:48:07,6,21600,14127.4,0.29,13.3,7,10.5,0.04,10,0.8,0.28
,13:48:08,6,21600,14128.4,0.29,13.3,7,10.5,0.042,10,0.7,0.28
,13:48:09,6,21600,14129.4,0.28,13.3,7,10.5,0.041,10,0.8,0.28
,13:48:10,6,21600,14130.4,0.28,13.3,7,10.5,0.043,10,0.8,0.28
,13:48:11,6,21600,14131.4,0.29,13.3,7,10.5,0.043,10,0.7,0.28
,13:48:12,6,21600,14132.4,0.29,13.3,7,10.4,0.043,10,0.7,0.28
,13:48:13,6,21600,14133.4,0.29,13.3,7,10.4,0.042,10,0.7,0.28
,13:48:14,6,21600,14134.4,0.28,13.3,7,10.4,0.041,10,0.7,0.28
,13:48:15,6,21600,14135.4,0.29,13.3,7,10.4,0.042,10,0.8,0.28
,13:48:16,6,21600,14136.4,0.29,13.3,7,10.4,0.042,10,0.8,0.28
,13:48:17,6,21600,14137.4,0.28,13.3,7,10.4,0.043,10,0.7,0.28
,13:48:18,6,21600,14138.4,0.28,13.3,7,10.3,0.041,10,0.7,0.28
,13:48:19,6,21600,14139.4,0.28,13.3,7,10.3,0.039,10,0.8,0.28
,13:48:20,6,21600,14140.4,0.28,13.3,7,10.3,0.039,10,0.8,0.27
,13:48:21,6,21600,14141.4,0.27,13.3,7,10.3,0.04,10,0.7,0.27
,13:48:22,6,21600,14142.4,0.28,13.3,7,10.3,0.042,10,0.8,0.27
,13:48:23,6,21600,14143.4,0.28,13.3,7,10.3,0.042,10,0.7,0.28
,13:48:24,6,21600,14144.4,0.29,13.3,7,10.2,0.043,10,0.8,0.28
,13:48:25,6,21600,14145.4,0.29,13.3,7,10.2,0.042,10,0.7,0.28
,13:48:26,6,21600,14146.4,0.28,13.3,7,10.2,0.041,10,0.8,0.28
,13:48:27,6,21600,14147.4,0.28,13.3,7,10.2,0.042,10,0.8,0.28
,13:48:28,6,21600,14148.4,0.28,13.3,7,10.2,0.041,10,0.8,0.28
,13:48:29,6,21600,14149.4,0.29,13.3,7,10.2,0.042,10,0.8,0.28
,13:48:30,6,21600,14150.4,0.29,13.3,7,10.2,0.042,10,0.8,0.28
,13:48:31,6,21600,14151.4,0.28,13.3,7,10.2,0.041,10,0.8,0.28
,13:48:32,6,21600,14152.4,0.28,13.3,7,10.2,0.042,10,0.7,0.28
,13:48:33,6,21600,14153.4,0.28,13.3,7,10.2,0.042,10,0.8,0.28
,13:48:34,6,21600,14154.4,0.28,13.3,7,10.1,0.042,10,0.8,0.27
,13:48:35,6,21600,14155.4,0.28,13.3,7,10.1,0.042,10,0.7,0.28
,13:48:36,6,21600,14156.4,0.28,13.3,7,10.1,0.041,10,0.8,0.28
,13:48:37,6,21600,14157.4,0.29,13.3,7,10.1,0.041,10,0.7,0.28
,13:48:38,6,21600,14158.4,0.29,13.3,7,10.1,0.041,10,0.8,0.28
,13:48:39,6,21600,14159.4,0.29,13.3,7,10.1,0.043,10,0.7,0.28
,13:48:40,6,21600,14160.4,0.29,13.3,7,10.1,0.043,10,0.7,0.28
,13:48:41,6,21600,14161.4,0.28,13.3,7,10,0.042,10,0.7,0.28
,13:48:42,6,21600,14162.4,0.28,13.3,7,10,0.042,10,0.8,0.28
,13:48:43,6,21600,14163.4,0.28,13.3,7,10,0.04,10,0.8,0.27
,13:48:44,6,21600,14164.4,0.28,13.3,7,10,0.042,10,0.8,0.28
,13:48:45,6,21600,14165.4,0.28,13.3,7,10,0.042,10,0.8,0.28
,13:48:46,6,21600,14166.4,0.28,13.3,7,10,0.041,10,0.8,0.28
,13:48:47,6,21600,14167.4,0.29,13.3,7,10,0.04,10,0.7,0.28
,13:48:48,6,21600,14168.4,0.29,13.3,7,10,0.04,10,0.8,0.28
,13:48:49,6,21600,14169.4,0.29,13.3,7,10,0.04,10,0.7,0.28
,13:48:50,6,21600,14170.4,0.28,13.3,7,9.9,0.041,10,0.8,0.28
,13:48:51,6,21600,14171.4,0.29,13.3,7,9.9,0.043,10,0.8,0.28
,13:48:52,6,21600,14172.4,0.29,13.3,7,9.9,0.043,10,0.8,0.28
,13:48:53,6,21600,14173.4,0.28,13.3,7,9.9,0.043,10,0.7,0.28
,13:48:54,6,21600,14174.4,0.28,13.3,7,9.9,0.042,10,0.8,0.28
,13:48:55,6,21600,14175.4,0.28,13.3,7,9.9,0.043,10,0.8,0.28
,13:48:56,6,21600,14176.4,0.29,13.3,7,9.9,0.043,10,0.8,0.28
,13:48:57,6,21600,14177.4,0.29,13.3,7,9.9,0.044,10,0.8,0.29
,13:48:58,6,21600,14178.4,0.29,13.3,7,9.9,0.043,10,0.8,0.29
,13:48:59,6,21600,14179.4,0.3,13.3,7,9.9,0.043,10,0.8,0.29
,13:49:00,6,21600,14180.4,0.29,13.3,7,9.8,0.043,10,0.8,0.29
,13:49:01,6,21600,14181.4,0.29,13.3,7,9.8,0.04,10,0.8,0.28
,13:49:02,6,21600,14182.4,0.28,13.3,7,9.8,0.041,10,0.8,0.28
,13:49:03,6,21600,14183.4,0.28,13.3,7,9.8,0.042,10,0.8,0.28
,13:49:04,6,21600,14184.4,0.28,13.3,7,9.8,0.043,10,0.8,0.28
,13:49:05,6,21600,14185.4,0.28,13.3,7,9.8,0.043,10,0.8,0.28
,13:49:06,6,21600,14186.4,0.28,13.3,7,9.8,0.042,10,0.8,0.28
,13:49:07,6,21600,14187.4,0.28,13.3,7,9.8,0.041,10,0.8,0.28
,13:49:08,6,21600,14188.4,0.28,13.3,7,9.8,0.041,10,0.7,0.28
,13:49:09,6,21600,14189.4,0.28,13.3,7,9.8,0.041,10,0.8,0.28
,13:49:10,6,21600,14190.4,0.28,13.3,7,9.8,0.041,10,0.8,0.28
,13:49:11,6,21600,14191.4,0.28,13.3,7,9.8,0.042,10,0.8,0.28
,13:49:12,6,21600,14192.4,0.28,13.3,7,9.8,0.042,10,0.8,0.28
,13:49:13,6,21600,14193.4,0.28,13.3,7,9.7,0.042,10,0.8,0.28
,13:49:14,6,21600,14194.4,0.28,13.3,7,9.7,0.041,10,0.8,0.28
,13:49:15,6,21600,14195.4,0.29,13.3,7,9.7,0.042,10,0.8,0.28
,13:49:16,6,21600,14196.4,0.29,13.3,7,9.7,0.042,10,0.8,0.28
,13:49:17,6,21600,14197.4,0.29,13.3,7,9.7,0.044,10,0.8,0.28
,13:49:18,6,21600,14198.4,0.29,13.3,7,9.7,0.044,10,0.8,0.28
,13:49:19,6,21600,14199.4,0.29,13.3,7,9.7,0.042,10,0.8,0.28
,13:49:20,6,21600,14200.4,0.29,13.3,7,9.7,0.042,10,0.8,0.28
,13:49:21,6,21600,14201.4,0.28,13.3,7,9.7,0.043,10,0.8,0.28
,13:49:22,6,21600,14202.4,0.28,13.3,6,9.7,0.044,10,0.8,0.27
,13:49:23,6,21600,14203.4,0.28,13.3,7,9.7,0.042,10,0.8,0.28
,13:49:24,6,21600,14204.4,0.28,13.3,7,9.7,0.043,10,0.8,0.28
,13:49:25,6,21600,14205.4,0.28,13.3,7,9.7,0.041,10,0.8,0.28
,13:49:26,6,21600,14206.4,0.28,13.3,7,9.7,0.039,10,0.8,0.27
,13:49:27,6,21600,14207.4,0.28,13.3,7,9.7,0.039,10,0.8,0.27
,13:49:28,6,21600,14208.4,0.28,13.3,7,9.7,0.039,10,0.8,0.27
,13:49:29,6,21600,14209.4,0.28,13.3,7,9.7,0.041,10,0.8,0.28
,13:49:30,6,21600,14210.4,0.29,13.3,7,9.7,0.044,10,0.8,0.28
,13:49:31,6,21600,14211.4,0.29,13.3,6,9.7,0.045,10,0.8,0.28
,13:49:32,6,21600,14212.4,0.29,13.3,7,9.7,0.043,10,0.8,0.28
,13:49:33,6,21600,14213.4,0.28,13.3,7,9.7,0.043,10,0.8,0.28
,13:49:34,6,21600,14214.4,0.29,13.3,7,9.6,0.042,10,0.8,0.28
,13:49:35,6,21600,14215.4,0.29,13.3,7,9.6,0.04,10,0.8,0.28
,13:49:36,6,21600,14216.4,0.29,13.3,7,9.6,0.039,10,0.8,0.28
,13:49:37,6,21600,14217.4,0.29,13.3,7,9.6,0.04,10,0.8,0.28
,13:49:38,6,21600,14218.4,0.29,13.3,7,9.6,0.042,10,0.8,0.28
,13:49:39,6,21600,14219.4,0.29,13.3,7,9.6,0.043,10,0.7,0.28
,13:49:40,6,21600,14220.4,0.29,13.3,7,9.6,0.043,10,0.8,0.28
,13:49:41,6,21600,14221.4,0.29,13.3,7,9.6,0.043,10,0.8,0.28
,13:49:42,6,21600,14222.4,0.28,13.3,7,9.6,0.041,10,0.8,0.28
,13:49:43,6,21600,14223.4,0.28,13.3,7,9.6,0.04,10,0.8,0.27
,13:49:44,6,21600,14224.4,0.28,13.3,7,9.6,0.042,10,0.8,0.28
,13:49:45,6,21600,14225.4,0.28,13.3,7,9.6,0.041,10,0.8,0.28
,13:49:46,6,21600,14226.4,0.29,13.3,7,9.6,0.042,10,0.8,0.28
,13:49:47,6,21600,14227.4,0.28,13.3,7,9.6,0.041,10,0.8,0.28
,13:49:48,6,21600,14228.4,0.28,13.3,7,9.6,0.04,10,0.8,0.27
,13:49:49,6,21600,14229.4,0.28,13.3,7,9.6,0.042,10,0.7,0.27
,13:49:50,6,21600,14230.4,0.28,13.3,7,9.6,0.043,10,0.7,0.28
,13:49:51,6,21600,14231.4,0.29,13.3,7,9.6,0.044,10,0.8,0.29
,13:49:52,6,21600,14232.4,0.3,13.3,7,9.6,0.043,10,0.7,0.29
,13:49:53,6,21600,14233.4,0.3,13.3,7,9.6,0.043,10,0.7,0.29
,13:49:54,6,21600,14234.4,0.3,13.3,7,9.6,0.041,10,0.7,0.29
,13:49:55,6,21600,14235.4,0.3,13.3,7,9.6,0.044,10,0.8,0.29
,13:49:56,6,21600,14236.4,0.29,13.3,7,9.6,0.043,10,0.7,0.29
,13:49:57,6,21600,14237.4,0.29,13.3,7,9.6,0.043,10,0.7,0.28
,13:49:58,6,21600,14238.4,0.28,13.3,7,9.6,0.043,10,0.7,0.28
,13:49:59,6,21600,14239.4,0.29,13.3,7,9.6,0.043,10,0.7,0.28
,13:50:00,6,21600,14240.4,0.29,13.3,7,9.6,0.043,10,0.7,0.28
,13:50:01,6,21600,14241.4,0.29,13.3,7,9.6,0.042,10,0.7,0.28
,13:50:02,6,21600,14242.4,0.29,13.3,7,9.6,0.042,10,0.7,0.28
,13:50:03,6,21600,14243.4,0.28,13.3,7,9.6,0.041,10,0.8,0.28
,13:50:04,6,21600,14244.4,0.28,13.3,7,9.6,0.04,10,0.8,0.27
,13:50:05,6,21600,14245.4,0.28,13.3,7,9.6,0.042,10,0.7,0.27
,13:50:06,6,21600,14246.4,0.28,13.3,7,9.6,0.042,10,0.7,0.27
,13:50:07,6,21600,14247.4,0.28,13.3,7,9.6,0.043,10,0.8,0.28
,13:50:08,6,21600,14248.4,0.29,13.3,7,9.6,0.042,10,0.8,0.28
,13:50:09,6,21600,14249.4,0.29,13.3,7,9.6,0.042,10,0.8,0.28
,13:50:10,6,21600,14250.4,0.29,13.3,7,9.6,0.042,10,0.8,0.28
,13:50:11,6,21600,14251.4,0.29,13.3,7,9.7,0.042,10,0.8,0.28
,13:50:12,6,21600,14252.4,0.29,13.3,7,9.7,0.042,10,0.8,0.28
,13:50:13,6,21600,14253.4,0.3,13.3,7,9.7,0.045,10,0.7,0.29
,13:50:14,6,21600,14254.4,0.3,13.3,7,9.7,0.045,10,0.7,0.29
,13:50:15,6,21600,14255.4,0.3,13.3,7,9.7,0.045,10,0.8,0.29
,13:50:16,6,21600,14256.4,0.3,13.3,7,9.7,0.043,10,0.8,0.29
,13:50:17,6,21600,14257.4,0.3,13.3,7,9.7,0.045,10,0.7,0.29
,13:50:18,6,21600,14258.4,0.3,13.3,7,9.7,0.045,10,0.8,0.29
,13:50:19,6,21600,14259.4,0.29,13.3,7,9.7,0.043,10,0.7,0.29
,13:50:20,6,21600,14260.4,0.3,13.3,7,9.7,0.041,10,0.7,0.29
,13:50:21,6,21600,14261.4,0.29,13.3,7,9.7,0.043,10,0.8,0.29
,13:50:22,6,21600,14262.4,0.29,13.3,7,9.7,0.042,10,0.8,0.29
,13:50:23,6,21600,14263.4,0.29,13.3,7,9.7,0.043,10,0.8,0.28
,13:50:24,6,21600,14264.4,0.29,13.3,7,9.7,0.043,10,0.8,0.28
,13:50:25,6,21600,14265.4,0.29,13.3,7,9.7,0.042,10,0.8,0.28
,13:50:26,6,21600,14266.4,0.29,13.3,7,9.7,0.042,10,0.8,0.28
,13:50:27,6,21600,14267.4,0.29,13.3,7,9.7,0.041,10,0.8,0.29
,13:50:28,6,21600,14268.4,0.29,13.3,7,9.7,0.043,10,0.8,0.29
,13:50:29,6,21600,14269.4,0.3,13.3,7,9.7,0.043,10,0.8,0.29
,13:50:30,6,21600,14270.4,0.29,13.3,7,9.7,0.044,10,0.8,0.29
,13:50:31,6,21600,14271.4,0.29,13.3,7,9.8,0.044,10,0.7,0.29
,13:50:32,6,21600,14272.4,0.29,13.3,7,9.8,0.043,10,0.7,0.29
,13:50:33,6,21600,14273.4,0.29,13.3,7,9.8,0.042,10,0.8,0.29
,13:50:34,6,21600,14274.4,0.29,13.3,7,9.8,0.043,10,0.8,0.29
,13:50:35,6,21600,14275.4,0.29,13.3,7,9.8,0.042,10,0.8,0.28
,13:50:36,6,21600,14276.4,0.29,13.3,7,9.8,0.044,10,0.8,0.28
,13:50:37,6,21600,14277.4,0.29,13.3,7,9.8,0.042,10,0.8,0.28
,13:50:38,6,21600,14278.4,0.29,13.3,7,9.8,0.042,10,0.8,0.28
,13:50:39,6,21600,14279.4,0.29,13.3,7,9.8,0.044,10,0.8,0.28
,13:50:40,6,21600,14280.4,0.29,13.3,7,9.8,0.044,10,0.8,0.28
,13:50:41,6,21600,14281.4,0.29,13.3,7,9.8,0.042,10,0.8,0.28
,13:50:42,6,21600,14282.4,0.29,13.3,7,9.8,0.042,10,0.8,0.28
,13:50:43,6,21600,14283.4,0.29,13.3,7,9.8,0.042,10,0.8,0.28
,13:50:44,6,21600,14284.4,0.3,13.3,7,9.9,0.043,10,0.8,0.29
,13:50:45,6,21600,14285.4,0.3,13.3,7,9.9,0.041,10,0.8,0.29
,13:50:46,6,21600,14286.4,0.29,13.3,7,9.9,0.042,10,0.8,0.28
,13:50:47,6,21600,14287.4,0.29,13.3,7,9.9,0.043,10,0.7,0.28
,13:50:48,6,21600,14288.4,0.28,13.3,6,9.9,0.044,10,0.8,0.28
,13:50:49,6,21600,14289.4,0.29,13.3,7,9.9,0.043,10,0.8,0.28
,13:50:50,6,21600,14290.4,0.29,13.3,6,9.9,0.045,10,0.7,0.28
,13:50:51,6,21600,14291.4,0.29,13.3,7,9.9,0.042,10,0.7,0.28
,13:50:52,6,21600,14292.4,0.29,13.3,7,9.9,0.04,10,0.7,0.28
,13:50:53,6,21600,14293.4,0.29,13.3,7,9.9,0.042,10,0.8,0.28
,13:50:54,6,21600,14294.4,0.29,13.3,7,9.9,0.043,10,0.7,0.28
,13:50:55,6,21600,14295.4,0.29,13.3,7,10,0.044,10,0.7,0.28
,13:50:56,6,21600,14296.4,0.29,13.3,7,10,0.044,10,0.8,0.29
,13:50:57,6,21600,14297.4,0.29,13.3,7,10,0.043,10,0.7,0.29
,13:50:58,6,21600,14298.4,0.29,13.3,7,10,0.043,10,0.8,0.29
,13:50:59,6,21600,14299.4,0.3,13.3,7,10,0.045,10,0.8,0.29
,13:51:00,6,21600,14300.4,0.3,13.3,7,10,0.043,10,0.8,0.29
,13:51:01,6,21600,14301.4,0.29,13.3,7,10,0.043,10,0.8,0.29
,13:51:02,6,21600,14302.4,0.29,13.3,7,10,0.044,10,0.8,0.28
,13:51:03,6,21600,14303.4,0.29,13.3,7,10,0.044,10,0.8,0.29
,13:51:04,6,21600,14304.4,0.29,13.3,7,10,0.044,10,0.7,0.29
,13:51:05,6,21600,14305.4,0.29,13.3,7,10.1,0.044,10,0.7,0.28
,13:51:06,6,21600,14306.4,0.29,13.3,7,10.1,0.043,10,0.8,0.28
,13:51:07,6,21600,14307.4,0.29,13.3,7,10.1,0.042,10,0.8,0.28
,13:51:08,6,21600,14308.4,0.29,13.3,7,10.1,0.043,10,0.8,0.29
,13:51:09,6,21600,14309.4,0.3,13.3,7,10.1,0.043,10,0.8,0.29
,13:51:10,6,21600,14310.4,0.3,13.3,7,10.1,0.042,10,0.7,0.29
,13:51:11,6,21600,14311.4,0.29,13.3,7,10.1,0.041,10,0.7,0.28
,13:51:12,6,21600,14312.4,0.29,13.3,7,10.1,0.042,10,0.8,0.28
,13:51:13,6,21600,14313.4,0.28,13.3,7,10.2,0.043,10,0.8,0.28
,13:51:14,6,21600,14314.4,0.29,13.3,7,10.2,0.043,10,0.8,0.28
,13:51:15,6,21600,14315.4,0.28,13.3,7,10.2,0.043,10,0.7,0.28
,13:51:16,6,21600,14316.4,0.29,13.3,7,10.2,0.043,10,0.8,0.28
,13:51:17,6,21600,14317.4,0.29,13.3,7,10.2,0.043,10,0.8,0.28
,13:51:18,6,21600,14318.4,0.28,13.3,7,10.2,0.043,10,0.7,0.28
,13:51:19,6,21600,14319.4,0.29,13.3,7,10.2,0.042,10,0.7,0.28
,13:51:20,6,21600,14320.4,0.29,13.3,7,10.2,0.042,10,0.7,0.28
,13:51:21,6,21600,14321.4,0.29,13.3,7,10.2,0.043,10,0.7,0.29
,13:51:22,6,21600,14322.4,0.29,13.3,7,10.3,0.042,10,0.7,0.28
,13:51:23,6,21600,14323.4,0.29,13.3,7,10.3,0.043,10,0.7,0.28
,13:51:24,6,21600,14324.4,0.29,13.3,7,10.3,0.043,10,0.7,0.28
,13:51:25,6,21600,14325.4,0.29,13.3,7,10.3,0.043,10,0.7,0.28
,13:51:26,6,21600,14326.4,0.29,13.3,7,10.3,0.043,10,0.7,0.28
,13:51:27,6,21600,14327.4,0.28,13.3,7,10.3,0.041,10,0.8,0.28
,13:51:28,6,21600,14328.4,0.28,13.3,7,10.3,0.041,10,0.7,0.28
,13:51:29,6,21600,14329.4,0.29,13.3,7,10.4,0.043,10,0.7,0.28
,13:51:30,6,21600,14330.4,0.29,13.3,7,10.4,0.043,10,0.7,0.28
,13:51:31,6,21600,14331.4,0.29,13.3,7,10.4,0.042,10,0.7,0.28
,13:51:32,6,21600,14332.4,0.29,13.3,7,10.4,0.041,10,0.7,0.29
,13:51:33,6,21600,14333.4,0.29,13.3,7,10.4,0.041,10,0.8,0.29
,13:51:34,6,21600,14334.4,0.29,13.3,7,10.4,0.041,10,0.8,0.28
,13:51:35,6,21600,14335.4,0.29,13.3,7,10.5,0.044,10,0.8,0.29
,13:51:36,6,21600,14336.4,0.29,13.3,7,10.5,0.044,10,0.7,0.28
,13:51:37,6,21600,14337.4,0.29,13.3,7,10.5,0.042,10,0.7,0.28
,13:51:38,6,21600,14338.4,0.28,13.3,7,10.5,0.041,10,0.7,0.28
,13:51:39,6,21600,14339.4,0.28,13.3,7,10.5,0.043,10,0.7,0.28
,13:51:40,6,21600,14340.4,0.28,13.3,7,10.5,0.042,10,0.8,0.28
,13:51:41,6,21600,14341.4,0.28,13.3,7,10.5,0.042,10,0.8,0.28
,13:51:42,6,21600,14342.4,0.28,13.3,7,10.6,0.039,10,0.8,0.28
,13:51:43,6,21600,14343.4,0.28,13.3,7,10.6,0.04,10,0.7,0.28
,13:51:44,6,21600,14344.4,0.29,13.3,7,10.6,0.042,10,0.8,0.28
,13:51:45,6,21600,14345.4,0.28,13.3,7,10.6,0.043,10,0.8,0.28
,13:51:46,6,21600,14346.4,0.29,13.3,7,10.6,0.043,10,0.8,0.28
,13:51:47,6,21600,14347.4,0.29,13.3,7,10.6,0.044,10,0.8,0.29
,13:51:48,6,21600,14348.4,0.3,13.3,7,10.7,0.045,10,0.8,0.29
,13:51:49,6,21600,14349.4,0.29,13.3,7,10.7,0.043,10,0.8,0.29
,13:51:50,6,21600,14350.4,0.29,13.3,7,10.7,0.042,10,0.8,0.28
,13:51:51,6,21600,14351.4,0.28,13.3,7,10.7,0.043,10,0.8,0.28
,13:51:52,6,21600,14352.4,0.28,13.3,7,10.7,0.042,10,0.7,0.28
,13:51:53,6,21600,14353.4,0.28,13.3,7,10.8,0.043,10,0.8,0.28
,13:51:54,6,21600,14354.4,0.28,13.3,7,10.8,0.04,10,0.7,0.28
,13:51:55,6,21600,14355.4,0.28,13.3,7,10.8,0.04,10,0.7,0.28
,13:51:56,6,21600,14356.4,0.29,13.3,7,10.8,0.042,10,0.8,0.28
,13:51:57,6,21600,14357.4,0.29,13.3,7,10.8,0.043,10,0.8,0.28
,13:51:58,6,21600,14358.4,0.29,13.3,7,10.8,0.042,10,0.8,0.28
,13:51:59,6,21600,14359.4,0.29,13.3,7,10.8,0.042,10,0.7,0.28
,13:52:00,6,21600,14360.4,0.29,13.3,7,10.9,0.044,10,0.7,0.28
,13:52:01,6,21600,14361.4,0.29,13.3,7,10.9,0.043,10,0.8,0.28
,13:52:02,6,21600,14362.4,0.29,13.3,7,10.9,0.043,10,0.8,0.28
,13:52:03,6,21600,14363.4,0.29,13.3,7,10.9,0.042,10,0.7,0.28
,13:52:04,6,21600,14364.4,0.29,13.3,7,10.9,0.042,10,0.7,0.28
,13:52:05,6,21600,14365.4,0.29,13.3,7,10.9,0.042,10,0.8,0.28
,13:52:06,6,21600,14366.4,0.29,13.3,7,11,0.042,10,0.8,0.28
,13:52:07,6,21600,14367.4,0.28,13.3,7,11,0.042,10,0.8,0.28
,13:52:08,6,21600,14368.4,0.28,13.3,7,11,0.042,10,0.7,0.28
,13:52:09,6,21600,14369.4,0.28,13.3,7,11,0.041,10,0.8,0.28
,13:52:10,6,21600,14370.4,0.29,13.3,7,11,0.042,10,0.8,0.28
,13:52:11,6,21600,14371.4,0.29,13.3,7,11.1,0.042,10,0.8,0.28
,13:52:12,6,21600,14372.4,0.28,13.3,7,11.1,0.043,10,0.8,0.28
,13:52:13,6,21600,14373.4,0.28,13.3,7,11.1,0.041,10,0.8,0.28
,13:52:14,6,21600,14374.4,0.28,13.3,7,11.1,0.041,10,0.8,0.28
,13:52:15,6,21600,14375.4,0.29,13.3,7,11.1,0.043,10,0.8,0.28
,13:52:16,6,21600,14376.4,0.29,13.3,7,11.2,0.044,10,0.8,0.28
,13:52:17,6,21600,14377.4,0.29,13.3,7,11.1,0.044,10,0.8,0.29
,13:52:18,6,21600,14378.4,0.3,13.3,7,11.2,0.045,10,0.8,0.29
,13:52:19,6,21600,14379.4,0.3,13.3,7,11.2,0.045,10,0.8,0.29
,13:52:20,6,21600,14380.4,0.3,13.3,7,11.2,0.043,10,0.8,0.29
,13:52:21,6,21600,14381.4,0.3,13.3,7,11.2,0.043,10,0.8,0.29
,13:52:22,6,21600,14382.4,0.3,13.3,7,11.3,0.043,10,0.8,0.29
,13:52:23,6,21600,14383.4,0.3,13.3,7,11.3,0.042,10,0.7,0.29
,13:52:24,6,21600,14384.4,0.29,13.3,7,11.3,0.041,10,0.8,0.29
,13:52:25,6,21600,14385.4,0.29,13.3,7,11.3,0.042,10,0.8,0.29
,13:52:26,6,21600,14386.4,0.3,13.3,7,11.4,0.045,10,0.8,0.29
,13:52:27,6,21600,14387.4,0.3,13.3,7,11.4,0.043,10,0.8,0.29
,13:52:28,6,21600,14388.4,0.3,13.3,7,11.4,0.043,10,0.8,0.29
,13:52:29,6,21600,14389.4,0.29,13.3,7,11.4,0.042,10,0.8,0.28
,13:52:30,6,21600,14390.4,0.29,13.3,7,11.4,0.043,10,0.8,0.28
,13:52:31,6,21600,14391.4,0.29,13.3,7,11.5,0.044,10,0.8,0.28
,13:52:32,6,21600,14392.4,0.29,13.3,7,11.5,0.042,10,0.8,0.28
,13:52:33,6,21600,14393.4,0.29,13.3,7,11.5,0.042,10,0.8,0.28
,13:52:34,6,21600,14394.4,0.29,13.3,7,11.5,0.042,10,0.8,0.28
,13:52:35,6,21600,14395.4,0.29,13.3,7,11.5,0.04,10,0.8,0.28
,13:52:36,6,21600,14396.4,0.29,13.3,7,11.5,0.04,10,0.8,0.28
,13:52:37,6,21600,14397.4,0.29,13.3,7,11.5,0.042,10,0.8,0.28
,13:52:38,6,21600,14398.4,0.29,13.3,7,11.6,0.042,10,0.8,0.28
,13:52:39,6,21600,14399.4,0.29,13.3,7,11.6,0.044,10,0.8,0.28
,13:52:40,6,21600,14400.4,0.29,13.3,6,11.6,0.046,10,0.8,0.28
,13:52:41,6,21600,14401.4,0.29,13.3,7,11.6,0.044,10,0.7,0.29
,13:52:42,6,21600,14402.4,0.29,13.3,7,11.7,0.044,10,0.8,0.28
,13:52:43,6,21600,14403.4,0.29,13.3,7,11.7,0.044,10,0.7,0.28
,13:52:44,6,21600,14404.4,0.29,13.3,7,11.7,0.043,10,0.7,0.29
,13:52:45,6,21600,14405.4,0.3,13.3,7,11.7,0.043,10,0.8,0.29
,13:52:46,6,21600,14406.4,0.3,13.3,7,11.7,0.044,10,0.8,0.29
,13:52:47,6,21600,14407.4,0.3,13.3,7,11.8,0.041,10,0.7,0.29
,13:52:48,6,21600,14408.4,0.29,13.3,7,11.8,0.042,10,0.8,0.28
,13:52:49,6,21600,14409.4,0.29,13.3,7,11.8,0.043,10,0.8,0.28
,13:52:50,6,21600,14410.4,0.28,13.3,7,11.8,0.042,10,0.7,0.28
