Data file,,DELRIN500AF-UNHONED_ISO10_12DEG_007_12HRS.TSV,,,,,,,,,,
Configuration file,,TE77 CHILLER.CFG,,,,,,,,,,
Calibration file,,TE77 CHILLER.CAL,,,,,,,,,,
Test control file,,PARAM01_1.TSF,,,,,,,,,,
,,,,,,,,,,,,
User,,David Eckold,,,,,,,,,,
Date,,22/11/2016,,,,,,,,,,
Lubricant,,ISO 10,,,,,,,,,,
Specimens,,Delrin 500AF on PTFE,,,,,,,,,,
Temp,,12,,,,,,,,,,
Notes,,12Hrs,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Test file variable V1 <Temp> = 12,,,,,,,,,,,,
Test file variable V2 <Load> = 6.8,,,,,,,,,,,,
Test file variable V3 <Freq> = 13.3,,,,,,,,,,,,
Test started at 09:52:39 on 22/11/2016,,,,,,,,,,,,
,Time,This Step,Step Time,Test Time,Friction Force (N),Frequency (Hz),Load (N),Specimen Temperature (Chiller) (øC),Friction Coeff,Friction Range (N),Contact Pot (mV),Force Input (Volts)
,17:28:12,8,21600,27332.4,0.3,13.3,7,12.1,0.045,10,0.8,0.29
,17:28:13,8,21600,27333.4,0.3,13.3,6,12.1,0.047,10,0.8,0.29
,17:28:14,8,21600,27334.4,0.3,13.3,6,12.1,0.048,10,0.8,0.3
,17:28:15,8,21600,27335.4,0.3,13.3,7,12.1,0.045,10,0.8,0.29
,17:28:16,8,21600,27336.4,0.3,13.3,7,12.1,0.045,10,0.8,0.29
,17:28:17,8,21600,27337.4,0.3,13.3,7,12.1,0.044,10,0.8,0.29
,17:28:18,8,21600,27338.4,0.31,13.3,7,12,0.043,10,0.8,0.3
,17:28:19,8,21600,27339.4,0.31,13.3,7,12,0.043,10,0.8,0.3
,17:28:20,8,21600,27340.4,0.31,13.3,7,12,0.043,10,0.8,0.3
,17:28:21,8,21600,27341.4,0.31,13.3,7,12,0.045,10,0.8,0.3
,17:28:22,8,21600,27342.4,0.32,13.3,7,12,0.048,10,0.8,0.31
,17:28:23,8,21600,27343.4,0.32,13.3,7,12,0.048,10,0.8,0.31
,17:28:24,8,21600,27344.4,0.31,13.3,7,12,0.047,10,0.8,0.31
,17:28:25,8,21600,27345.4,0.31,13.3,7,11.9,0.046,10,0.8,0.3
,17:28:26,8,21600,27346.4,0.3,13.3,7,11.9,0.046,10,0.8,0.3
,17:28:27,8,21600,27347.4,0.3,13.3,7,11.9,0.044,10,0.8,0.3
,17:28:28,8,21600,27348.4,0.3,13.3,7,11.9,0.042,10,0.8,0.29
,17:28:29,8,21600,27349.4,0.3,13.3,7,11.9,0.042,10,0.8,0.29
,17:28:30,8,21600,27350.4,0.3,13.3,7,11.9,0.042,10,0.8,0.29
,17:28:31,8,21600,27351.4,0.3,13.3,7,11.8,0.044,10,0.8,0.3
,17:28:32,8,21600,27352.4,0.3,13.3,7,11.8,0.046,10,0.8,0.3
,17:28:33,8,21600,27353.4,0.31,13.3,6,11.8,0.048,10,0.8,0.3
,17:28:34,8,21600,27354.4,0.31,13.3,7,11.8,0.046,10,0.8,0.3
,17:28:35,8,21600,27355.4,0.31,13.3,7,11.8,0.046,10,0.8,0.3
,17:28:36,8,21600,27356.4,0.31,13.3,7,11.8,0.046,10,0.8,0.3
,17:28:37,8,21600,27357.4,0.3,13.3,7,11.7,0.046,10,0.8,0.3
,17:28:38,8,21600,27358.4,0.3,13.3,7,11.7,0.044,10,0.8,0.29
,17:28:39,8,21600,27359.4,0.31,13.3,7,11.7,0.044,10,0.8,0.3
,17:28:40,8,21600,27360.4,0.31,13.3,7,11.7,0.043,10,0.8,0.3
,17:28:41,8,21600,27361.4,0.31,13.3,7,11.7,0.043,10,0.8,0.3
,17:28:42,8,21600,27362.4,0.31,13.3,7,11.7,0.045,10,0.8,0.3
,17:28:43,8,21600,27363.4,0.31,13.3,7,11.7,0.046,10,0.8,0.3
,17:28:44,8,21600,27364.4,0.3,13.3,7,11.7,0.046,10,0.8,0.3
,17:28:45,8,21600,27365.4,0.3,13.3,7,11.7,0.045,10,0.8,0.29
,17:28:46,8,21600,27366.4,0.3,13.3,7,11.6,0.046,10,0.8,0.3
,17:28:47,8,21600,27367.4,0.31,13.3,7,11.6,0.046,10,0.8,0.3
,17:28:48,8,21600,27368.4,0.31,13.3,7,11.6,0.045,10,0.8,0.3
,17:28:49,8,21600,27369.4,0.31,13.3,7,11.6,0.045,10,0.8,0.31
,17:28:50,8,21600,27370.4,0.31,13.3,7,11.6,0.044,10,0.8,0.31
,17:28:51,8,21600,27371.4,0.31,13.3,7,11.6,0.043,10,0.8,0.3
,17:28:52,8,21600,27372.4,0.3,13.3,7,11.5,0.044,10,0.8,0.29
,17:28:53,8,21600,27373.4,0.3,13.3,7,11.5,0.045,10,0.8,0.29
,17:28:54,8,21600,27374.4,0.3,13.3,7,11.5,0.045,10,0.8,0.29
,17:28:55,8,21600,27375.4,0.3,13.3,7,11.5,0.045,10,0.8,0.29
,17:28:56,8,21600,27376.4,0.29,13.3,6,11.4,0.046,10,0.8,0.29
,17:28:57,8,21600,27377.4,0.3,13.3,7,11.4,0.045,10,0.8,0.29
,17:28:58,8,21600,27378.4,0.3,13.3,7,11.4,0.043,10,0.8,0.29
,17:28:59,8,21600,27379.4,0.3,13.3,7,11.4,0.044,10,0.8,0.3
,17:29:00,8,21600,27380.4,0.31,13.3,7,11.4,0.044,10,0.8,0.3
,17:29:01,8,21600,27381.4,0.31,13.3,7,11.4,0.044,10,0.8,0.3
,17:29:02,8,21600,27382.4,0.3,13.3,7,11.4,0.044,10,0.8,0.3
,17:29:03,8,21600,27383.4,0.3,13.3,7,11.4,0.042,10,0.8,0.29
,17:29:04,8,21600,27384.4,0.3,13.3,7,11.4,0.044,10,0.8,0.29
,17:29:05,8,21600,27385.4,0.3,13.3,7,11.3,0.045,10,0.8,0.29
,17:29:06,8,21600,27386.4,0.3,13.3,7,11.3,0.045,10,0.8,0.29
,17:29:07,8,21600,27387.4,0.29,13.3,7,11.3,0.044,10,0.8,0.29
,17:29:08,8,21600,27388.4,0.29,13.3,7,11.3,0.043,10,0.7,0.28
,17:29:09,8,21600,27389.4,0.29,13.3,7,11.3,0.044,10,0.8,0.29
,17:29:10,8,21600,27390.4,0.3,13.3,7,11.3,0.046,10,0.8,0.3
,17:29:11,8,21600,27391.4,0.31,13.3,7,11.2,0.045,10,0.8,0.31
,17:29:12,8,21600,27392.4,0.31,13.3,7,11.2,0.047,10,0.8,0.31
,17:29:13,8,21600,27393.4,0.31,13.3,7,11.2,0.047,10,0.8,0.3
,17:29:14,8,21600,27394.4,0.3,13.3,7,11.2,0.044,10,0.8,0.3
,17:29:15,8,21600,27395.4,0.3,13.3,7,11.2,0.044,10,0.8,0.29
,17:29:16,8,21600,27396.4,0.3,13.3,7,11.1,0.044,10,0.8,0.29
,17:29:17,8,21600,27397.4,0.3,13.3,7,11.1,0.046,10,0.8,0.3
,17:29:18,8,21600,27398.4,0.31,13.3,7,11.1,0.045,10,0.8,0.3
,17:29:19,8,21600,27399.4,0.32,13.3,7,11.1,0.044,10,0.8,0.31
,17:29:20,8,21600,27400.4,0.32,13.3,7,11.1,0.044,10,0.8,0.31
,17:29:21,8,21600,27401.4,0.32,13.3,7,11.1,0.046,10,0.8,0.31
,17:29:22,8,21600,27402.4,0.31,13.3,7,11.1,0.045,10,0.8,0.3
,17:29:23,8,21600,27403.4,0.31,13.3,7,11.1,0.047,10,0.8,0.3
,17:29:24,8,21600,27404.4,0.31,13.3,7,11,0.046,10,0.8,0.3
,17:29:25,8,21600,27405.4,0.31,13.3,7,11,0.046,10,0.8,0.3
,17:29:26,8,21600,27406.4,0.31,13.3,6,11,0.048,10,0.8,0.3
,17:29:27,8,21600,27407.4,0.31,13.3,7,11,0.046,10,0.8,0.3
,17:29:28,8,21600,27408.4,0.31,13.3,7,11,0.045,10,0.8,0.3
,17:29:29,8,21600,27409.4,0.31,13.3,7,10.9,0.045,10,0.8,0.3
,17:29:30,8,21600,27410.4,0.31,13.3,7,10.9,0.043,10,0.8,0.3
,17:29:31,8,21600,27411.4,0.31,13.3,7,10.9,0.043,10,0.8,0.3
,17:29:32,8,21600,27412.4,0.31,13.3,7,10.9,0.045,10,0.8,0.3
,17:29:33,8,21600,27413.4,0.31,13.3,7,10.9,0.046,10,0.8,0.3
,17:29:34,8,21600,27414.4,0.31,13.3,7,10.9,0.047,10,0.8,0.3
,17:29:35,8,21600,27415.4,0.31,13.3,7,10.8,0.046,10,0.8,0.3
,17:29:36,8,21600,27416.4,0.31,13.3,7,10.8,0.046,10,0.8,0.3
,17:29:37,8,21600,27417.4,0.31,13.3,7,10.8,0.046,10,0.8,0.3
,17:29:38,8,21600,27418.4,0.31,13.3,7,10.8,0.046,10,0.8,0.3
,17:29:39,8,21600,27419.4,0.31,13.3,7,10.8,0.045,10,0.8,0.3
,17:29:40,8,21600,27420.4,0.31,13.3,7,10.8,0.045,10,0.8,0.31
,17:29:41,8,21600,27421.4,0.31,13.3,7,10.8,0.045,10,0.8,0.31
,17:29:42,8,21600,27422.4,0.31,13.3,7,10.8,0.045,10,0.8,0.3
,17:29:43,8,21600,27423.4,0.31,13.3,7,10.7,0.044,10,0.8,0.3
,17:29:44,8,21600,27424.4,0.31,13.3,7,10.7,0.044,10,0.8,0.3
,17:29:45,8,21600,27425.4,0.31,13.3,7,10.7,0.045,10,0.8,0.3
,17:29:46,8,21600,27426.4,0.31,13.3,7,10.7,0.047,10,0.8,0.31
,17:29:47,8,21600,27427.4,0.32,13.3,7,10.7,0.048,10,0.8,0.31
,17:29:48,8,21600,27428.4,0.32,13.3,7,10.6,0.048,10,0.8,0.31
,17:29:49,8,21600,27429.4,0.31,13.3,7,10.6,0.045,10,0.8,0.31
,17:29:50,8,21600,27430.4,0.32,13.3,7,10.6,0.046,10,0.8,0.31
,17:29:51,8,21600,27431.4,0.31,13.3,7,10.6,0.045,10,0.8,0.3
,17:29:52,8,21600,27432.4,0.31,13.3,7,10.6,0.047,10,0.8,0.31
,17:29:53,8,21600,27433.4,0.31,13.3,7,10.6,0.047,10,0.8,0.3
,17:29:54,8,21600,27434.4,0.31,13.3,7,10.5,0.047,10,0.8,0.31
,17:29:55,8,21600,27435.4,0.31,13.3,7,10.5,0.045,10,0.8,0.3
,17:29:56,8,21600,27436.4,0.31,13.3,7,10.5,0.043,10,0.8,0.3
,17:29:57,8,21600,27437.4,0.3,13.3,7,10.5,0.042,10,0.8,0.3
,17:29:58,8,21600,27438.4,0.3,13.3,7,10.5,0.045,10,0.8,0.29
,17:29:59,8,21600,27439.4,0.3,13.3,7,10.5,0.045,10,0.8,0.29
,17:30:00,8,21600,27440.4,0.29,13.3,7,10.5,0.044,10,0.8,0.29
,17:30:01,8,21600,27441.4,0.3,13.3,7,10.5,0.044,10,0.8,0.29
,17:30:02,8,21600,27442.4,0.31,13.3,7,10.4,0.044,10,0.8,0.3
,17:30:03,8,21600,27443.4,0.31,13.3,7,10.4,0.047,10,0.8,0.3
,17:30:04,8,21600,27444.4,0.31,13.3,7,10.4,0.045,10,0.8,0.3
,17:30:05,8,21600,27445.4,0.31,13.3,7,10.4,0.045,10,0.8,0.3
,17:30:06,8,21600,27446.4,0.3,13.3,7,10.4,0.042,10,0.8,0.3
,17:30:07,8,21600,27447.4,0.3,13.3,7,10.4,0.044,10,0.8,0.29
,17:30:08,8,21600,27448.4,0.3,13.3,7,10.4,0.045,10,0.8,0.29
,17:30:09,8,21600,27449.4,0.3,13.3,7,10.4,0.045,10,0.8,0.29
,17:30:10,8,21600,27450.4,0.3,13.3,7,10.3,0.046,10,0.8,0.3
,17:30:11,8,21600,27451.4,0.31,13.3,7,10.3,0.046,10,0.8,0.3
,17:30:12,8,21600,27452.4,0.31,13.3,7,10.3,0.045,10,0.8,0.3
,17:30:13,8,21600,27453.4,0.31,13.3,7,10.3,0.045,10,0.8,0.3
,17:30:14,8,21600,27454.4,0.31,13.3,7,10.3,0.046,10,0.8,0.3
,17:30:15,8,21600,27455.4,0.3,13.3,7,10.3,0.045,10,0.8,0.29
,17:30:16,8,21600,27456.4,0.3,13.3,7,10.2,0.042,10,0.8,0.29
,17:30:17,8,21600,27457.4,0.31,13.3,7,10.2,0.043,10,0.8,0.3
,17:30:18,8,21600,27458.4,0.31,13.3,7,10.2,0.043,10,0.8,0.3
,17:30:19,8,21600,27459.4,0.3,13.3,7,10.2,0.045,10,0.8,0.29
,17:30:20,8,21600,27460.4,0.3,13.3,7,10.2,0.045,10,0.8,0.29
,17:30:21,8,21600,27461.4,0.3,13.3,7,10.2,0.045,10,0.8,0.29
,17:30:22,8,21600,27462.4,0.3,13.3,7,10.2,0.045,10,0.8,0.29
,17:30:23,8,21600,27463.4,0.3,13.3,7,10.2,0.045,10,0.8,0.29
,17:30:24,8,21600,27464.4,0.3,13.3,7,10.2,0.045,10,0.8,0.29
,17:30:25,8,21600,27465.4,0.31,13.3,7,10.1,0.044,10,0.8,0.3
,17:30:26,8,21600,27466.4,0.32,13.3,7,10.1,0.046,10,0.8,0.31
,17:30:27,8,21600,27467.4,0.31,13.3,7,10.1,0.045,10,0.8,0.31
,17:30:28,8,21600,27468.4,0.31,13.3,7,10.1,0.047,10,0.8,0.3
,17:30:29,8,21600,27469.4,0.31,13.3,7,10.1,0.047,10,0.8,0.31
,17:30:30,8,21600,27470.4,0.32,13.3,7,10.1,0.048,10,0.8,0.31
,17:30:31,8,21600,27471.4,0.32,13.3,7,10.1,0.048,10,0.8,0.31
,17:30:32,8,21600,27472.4,0.32,13.3,7,10,0.046,10,0.8,0.31
,17:30:33,8,21600,27473.4,0.31,13.3,7,10,0.045,10,0.8,0.3
,17:30:34,8,21600,27474.4,0.31,13.3,7,10,0.046,10,0.8,0.3
,17:30:35,8,21600,27475.4,0.31,13.3,7,10,0.047,10,0.8,0.3
,17:30:36,8,21600,27476.4,0.31,13.3,7,10,0.045,10,0.8,0.31
,17:30:37,8,21600,27477.4,0.31,13.3,7,10,0.044,10,0.8,0.31
,17:30:38,8,21600,27478.4,0.31,13.3,7,10,0.042,10,0.8,0.31
,17:30:39,8,21600,27479.4,0.31,13.3,7,10,0.043,10,0.8,0.3
,17:30:40,8,21600,27480.4,0.31,13.3,7,10,0.045,10,0.8,0.31
,17:30:41,8,21600,27481.4,0.31,13.3,7,10,0.047,10,0.8,0.31
,17:30:42,8,21600,27482.4,0.32,13.3,7,10,0.048,10,0.8,0.31
,17:30:43,8,21600,27483.4,0.32,13.3,7,9.9,0.048,10,0.8,0.31
,17:30:44,8,21600,27484.4,0.31,13.3,7,9.9,0.047,10,0.8,0.31
,17:30:45,8,21600,27485.4,0.31,13.3,7,9.9,0.047,10,0.8,0.3
,17:30:46,8,21600,27486.4,0.31,13.3,7,9.9,0.047,10,0.8,0.3
,17:30:47,8,21600,27487.4,0.31,13.3,7,9.9,0.046,10,0.8,0.3
,17:30:48,8,21600,27488.4,0.3,13.3,7,9.9,0.046,10,0.8,0.3
,17:30:49,8,21600,27489.4,0.31,13.3,7,9.9,0.044,10,0.8,0.3
,17:30:50,8,21600,27490.4,0.31,13.3,7,9.9,0.045,10,0.8,0.3
,17:30:51,8,21600,27491.4,0.31,13.3,7,9.9,0.047,10,0.8,0.31
,17:30:52,8,21600,27492.4,0.31,13.3,7,9.9,0.047,10,0.8,0.31
,17:30:53,8,21600,27493.4,0.31,13.3,7,9.9,0.045,10,0.8,0.31
,17:30:54,8,21600,27494.4,0.31,13.3,7,9.8,0.045,10,0.8,0.31
,17:30:55,8,21600,27495.4,0.31,13.3,7,9.8,0.047,10,0.8,0.3
,17:30:56,8,21600,27496.4,0.31,13.3,7,9.8,0.046,10,0.8,0.3
,17:30:57,8,21600,27497.4,0.31,13.3,7,9.8,0.046,10,0.8,0.3
,17:30:58,8,21600,27498.4,0.31,13.3,7,9.8,0.045,10,0.8,0.3
,17:30:59,8,21600,27499.4,0.32,13.3,7,9.8,0.046,10,0.8,0.31
,17:31:00,8,21600,27500.4,0.32,13.3,7,9.8,0.046,10,0.8,0.31
,17:31:01,8,21600,27501.4,0.32,13.3,7,9.8,0.048,10,0.8,0.31
,17:31:02,8,21600,27502.4,0.32,13.3,7,9.8,0.048,10,0.8,0.31
,17:31:03,8,21600,27503.4,0.32,13.3,7,9.8,0.046,10,0.8,0.31
,17:31:04,8,21600,27504.4,0.32,13.3,7,9.8,0.047,10,0.8,0.31
,17:31:05,8,21600,27505.4,0.32,13.3,7,9.8,0.047,10,0.8,0.31
,17:31:06,8,21600,27506.4,0.32,13.3,7,9.8,0.045,10,0.8,0.31
,17:31:07,8,21600,27507.4,0.32,13.3,7,9.8,0.045,10,0.8,0.31
,17:31:08,8,21600,27508.4,0.32,13.3,7,9.8,0.047,10,0.8,0.32
,17:31:09,8,21600,27509.4,0.33,13.3,7,9.8,0.047,10,0.8,0.32
,17:31:10,8,21600,27510.4,0.33,13.3,7,9.7,0.047,10,0.8,0.32
,17:31:11,8,21600,27511.4,0.32,13.3,7,9.7,0.045,10,0.8,0.31
,17:31:12,8,21600,27512.4,0.32,13.3,7,9.7,0.044,10,0.8,0.31
,17:31:13,8,21600,27513.4,0.32,13.3,7,9.7,0.044,10,0.8,0.31
,17:31:14,8,21600,27514.4,0.31,13.3,7,9.7,0.045,10,0.8,0.31
,17:31:15,8,21600,27515.4,0.31,13.3,7,9.7,0.045,10,0.8,0.3
,17:31:16,8,21600,27516.4,0.31,13.3,7,9.7,0.047,10,0.8,0.31
,17:31:17,8,21600,27517.4,0.32,13.3,7,9.7,0.048,10,0.8,0.31
,17:31:18,8,21600,27518.4,0.32,13.3,7,9.7,0.048,10,0.8,0.31
,17:31:19,8,21600,27519.4,0.33,13.3,7,9.7,0.049,10,0.8,0.32
,17:31:20,8,21600,27520.4,0.32,13.3,7,9.7,0.049,10,0.8,0.32
,17:31:21,8,21600,27521.4,0.32,13.3,7,9.7,0.049,10,0.8,0.32
,17:31:22,8,21600,27522.4,0.32,13.3,7,9.7,0.048,10,0.8,0.31
,17:31:23,8,21600,27523.4,0.32,13.3,7,9.7,0.048,10,0.8,0.31
,17:31:24,8,21600,27524.4,0.32,13.3,7,9.7,0.048,10,0.8,0.31
,17:31:25,8,21600,27525.4,0.32,13.3,7,9.7,0.048,10,0.8,0.31
,17:31:26,8,21600,27526.4,0.32,13.3,7,9.7,0.048,10,0.8,0.31
,17:31:27,8,21600,27527.4,0.32,13.3,7,9.7,0.048,10,0.8,0.31
,17:31:28,8,21600,27528.4,0.32,13.3,7,9.7,0.048,10,0.8,0.31
,17:31:29,8,21600,27529.4,0.31,13.3,7,9.7,0.045,10,0.8,0.3
,17:31:30,8,21600,27530.4,0.31,13.3,7,9.7,0.046,10,0.8,0.3
,17:31:31,8,21600,27531.4,0.31,13.3,7,9.7,0.046,10,0.8,0.3
,17:31:32,8,21600,27532.4,0.3,13.3,7,9.7,0.046,10,0.8,0.3
,17:31:33,8,21600,27533.4,0.3,13.3,7,9.7,0.044,10,0.8,0.3
,17:31:34,8,21600,27534.4,0.3,13.3,7,9.7,0.044,10,0.8,0.3
,17:31:35,8,21600,27535.4,0.31,13.3,7,9.7,0.044,10,0.8,0.3
,17:31:36,8,21600,27536.4,0.31,13.3,7,9.7,0.044,10,0.8,0.3
,17:31:37,8,21600,27537.4,0.3,13.3,7,9.7,0.044,10,0.8,0.29
,17:31:38,8,21600,27538.4,0.3,13.3,7,9.7,0.045,10,0.8,0.29
,17:31:39,8,21600,27539.4,0.3,13.3,7,9.7,0.045,10,0.8,0.29
,17:31:40,8,21600,27540.4,0.3,13.3,7,9.7,0.045,10,0.8,0.29
,17:31:41,8,21600,27541.4,0.3,13.3,7,9.7,0.044,10,0.8,0.3
,17:31:42,8,21600,27542.4,0.3,13.3,7,9.7,0.044,10,0.8,0.3
,17:31:43,8,21600,27543.4,0.31,13.3,7,9.7,0.044,10,0.8,0.3
,17:31:44,8,21600,27544.4,0.31,13.3,7,9.7,0.044,10,0.8,0.3
,17:31:45,8,21600,27545.4,0.31,13.3,7,9.7,0.044,10,0.8,0.3
,17:31:46,8,21600,27546.4,0.31,13.3,7,9.7,0.047,10,0.8,0.3
,17:31:47,8,21600,27547.4,0.31,13.3,7,9.7,0.045,10,0.8,0.3
,17:31:48,8,21600,27548.4,0.31,13.3,7,9.7,0.045,10,0.8,0.31
,17:31:49,8,21600,27549.4,0.32,13.3,7,9.7,0.046,10,0.8,0.31
,17:31:50,8,21600,27550.4,0.31,13.3,7,9.7,0.047,10,0.8,0.31
,17:31:51,8,21600,27551.4,0.31,13.3,7,9.7,0.046,10,0.8,0.3
,17:31:52,8,21600,27552.4,0.3,13.3,7,9.7,0.044,10,0.8,0.3
,17:31:53,8,21600,27553.4,0.3,13.3,7,9.7,0.044,10,0.8,0.3
,17:31:54,8,21600,27554.4,0.3,13.3,7,9.7,0.044,10,0.8,0.3
,17:31:55,8,21600,27555.4,0.3,13.3,7,9.7,0.044,10,0.8,0.3
,17:31:56,8,21600,27556.4,0.31,13.3,7,9.7,0.046,10,0.8,0.3
,17:31:57,8,21600,27557.4,0.31,13.3,7,9.7,0.046,10,0.8,0.3
,17:31:58,8,21600,27558.4,0.31,13.3,7,9.7,0.045,10,0.8,0.3
,17:31:59,8,21600,27559.4,0.31,13.3,7,9.7,0.045,10,0.8,0.3
,17:32:00,8,21600,27560.4,0.31,13.3,7,9.7,0.044,10,0.8,0.31
,17:32:01,8,21600,27561.4,0.32,13.3,7,9.7,0.046,10,0.8,0.31
,17:32:02,8,21600,27562.4,0.32,13.3,7,9.7,0.046,10,0.8,0.31
,17:32:03,8,21600,27563.4,0.31,13.3,7,9.7,0.045,10,0.8,0.31
,17:32:04,8,21600,27564.4,0.31,13.3,7,9.7,0.045,10,0.8,0.3
,17:32:05,8,21600,27565.4,0.31,13.3,7,9.7,0.043,10,0.8,0.3
,17:32:06,8,21600,27566.4,0.3,13.3,7,9.7,0.042,10,0.8,0.29
,17:32:07,8,21600,27567.4,0.3,13.3,7,9.7,0.042,10,0.8,0.29
,17:32:08,8,21600,27568.4,0.3,13.3,7,9.7,0.042,10,0.8,0.3
,17:32:09,8,21600,27569.4,0.31,13.3,7,9.7,0.044,10,0.8,0.3
,17:32:10,8,21600,27570.4,0.31,13.3,7,9.7,0.045,10,0.8,0.3
,17:32:11,8,21600,27571.4,0.31,13.3,7,9.7,0.047,10,0.8,0.3
,17:32:12,8,21600,27572.4,0.31,13.3,7,9.8,0.047,10,0.8,0.3
,17:32:13,8,21600,27573.4,0.31,13.3,7,9.8,0.047,10,0.8,0.3
,17:32:14,8,21600,27574.4,0.31,13.3,7,9.8,0.046,10,0.8,0.3
,17:32:15,8,21600,27575.4,0.31,13.3,7,9.8,0.047,10,0.8,0.3
,17:32:16,8,21600,27576.4,0.31,13.3,6,9.8,0.049,10,0.8,0.3
,17:32:17,8,21600,27577.4,0.31,13.3,7,9.8,0.046,10,0.8,0.3
,17:32:18,8,21600,27578.4,0.31,13.3,7,9.8,0.046,10,0.8,0.3
,17:32:19,8,21600,27579.4,0.31,13.3,7,9.8,0.044,10,0.8,0.3
,17:32:20,8,21600,27580.4,0.31,13.3,7,9.8,0.045,10,0.8,0.3
,17:32:21,8,21600,27581.4,0.31,13.3,7,9.8,0.047,10,0.7,0.31
,17:32:22,8,21600,27582.4,0.31,13.3,7,9.8,0.045,10,0.8,0.3
,17:32:23,8,21600,27583.4,0.31,13.3,7,9.8,0.043,10,0.8,0.3
,17:32:24,8,21600,27584.4,0.3,13.3,7,9.8,0.042,10,0.8,0.3
,17:32:25,8,21600,27585.4,0.3,13.3,7,9.8,0.044,10,0.8,0.3
,17:32:26,8,21600,27586.4,0.31,13.3,7,9.8,0.045,10,0.8,0.3
,17:32:27,8,21600,27587.4,0.31,13.3,7,9.8,0.046,10,0.8,0.3
,17:32:28,8,21600,27588.4,0.31,13.3,7,9.9,0.046,10,0.8,0.3
,17:32:29,8,21600,27589.4,0.3,13.3,7,9.9,0.046,10,0.8,0.3
,17:32:30,8,21600,27590.4,0.3,13.3,7,9.9,0.046,10,0.7,0.3
,17:32:31,8,21600,27591.4,0.31,13.3,7,9.9,0.046,10,0.8,0.3
,17:32:32,8,21600,27592.4,0.31,13.3,7,9.9,0.046,10,0.8,0.3
,17:32:33,8,21600,27593.4,0.31,13.3,7,9.9,0.045,10,0.8,0.3
,17:32:34,8,21600,27594.4,0.3,13.3,7,9.9,0.044,10,0.8,0.3
,17:32:35,8,21600,27595.4,0.31,13.3,7,9.9,0.046,10,0.8,0.3
,17:32:36,8,21600,27596.4,0.31,13.3,7,9.9,0.046,10,0.8,0.3
,17:32:37,8,21600,27597.4,0.31,13.3,7,9.9,0.044,10,0.8,0.3
,17:32:38,8,21600,27598.4,0.3,13.3,7,9.9,0.044,10,0.8,0.29
,17:32:39,8,21600,27599.4,0.3,13.3,7,9.9,0.044,10,0.8,0.29
,17:32:40,8,21600,27600.4,0.3,13.3,7,9.9,0.045,10,0.8,0.29
,17:32:41,8,21600,27601.4,0.3,13.3,7,10,0.046,10,0.8,0.3
,17:32:42,8,21600,27602.4,0.3,13.3,7,10,0.046,10,0.8,0.3
,17:32:43,8,21600,27603.4,0.31,13.3,7,10,0.044,10,0.8,0.3
,17:32:44,8,21600,27604.4,0.31,13.3,7,10,0.043,10,0.8,0.3
,17:32:45,8,21600,27605.4,0.3,13.3,7,10,0.041,10,0.8,0.3
,17:32:46,8,21600,27606.4,0.3,13.3,7,10,0.042,10,0.8,0.29
,17:32:47,8,21600,27607.4,0.3,13.3,7,10,0.044,10,0.8,0.3
,17:32:48,8,21600,27608.4,0.3,13.3,7,10,0.044,10,0.8,0.3
,17:32:49,8,21600,27609.4,0.3,13.3,7,10.1,0.044,10,0.8,0.29
,17:32:50,8,21600,27610.4,0.3,13.3,7,10.1,0.045,10,0.8,0.29
,17:32:51,8,21600,27611.4,0.3,13.3,7,10.1,0.046,10,0.7,0.3
,17:32:52,8,21600,27612.4,0.31,13.3,6,10.1,0.048,10,0.8,0.3
,17:32:53,8,21600,27613.4,0.31,13.3,7,10.1,0.046,10,0.8,0.3
,17:32:54,8,21600,27614.4,0.3,13.3,7,10.1,0.046,10,0.8,0.29
,17:32:55,8,21600,27615.4,0.3,13.3,7,10.1,0.045,10,0.8,0.29
,17:32:56,8,21600,27616.4,0.3,13.3,7,10.1,0.044,10,0.8,0.3
,17:32:57,8,21600,27617.4,0.31,13.3,7,10.1,0.045,10,0.8,0.3
,17:32:58,8,21600,27618.4,0.31,13.3,7,10.1,0.045,10,0.8,0.3
,17:32:59,8,21600,27619.4,0.31,13.3,7,10.1,0.045,10,0.8,0.3
,17:33:00,8,21600,27620.4,0.31,13.3,7,10.2,0.044,10,0.8,0.3
,17:33:01,8,21600,27621.4,0.31,13.3,7,10.2,0.044,10,0.8,0.3
,17:33:02,8,21600,27622.4,0.31,13.3,7,10.2,0.044,10,0.8,0.3
,17:33:03,8,21600,27623.4,0.31,13.3,7,10.2,0.044,10,0.8,0.3
,17:33:04,8,21600,27624.4,0.3,13.3,7,10.2,0.046,10,0.8,0.3
,17:33:05,8,21600,27625.4,0.3,13.3,7,10.2,0.045,10,0.8,0.29
,17:33:06,8,21600,27626.4,0.31,13.3,7,10.2,0.046,10,0.8,0.3
,17:33:07,8,21600,27627.4,0.31,13.3,7,10.3,0.045,10,0.8,0.3
,17:33:08,8,21600,27628.4,0.31,13.3,7,10.3,0.045,10,0.8,0.31
,17:33:09,8,21600,27629.4,0.31,13.3,7,10.3,0.045,10,0.8,0.3
,17:33:10,8,21600,27630.4,0.3,13.3,7,10.3,0.044,10,0.8,0.29
,17:33:11,8,21600,27631.4,0.3,13.3,7,10.3,0.045,10,0.8,0.29
