Data file,,PTT_12DEG_001.TSV,,,,,,,,,,
Configuration file,,TE77 CHILLER.CFG,,,,,,,,,,
Calibration file,,TE77 CHILLER.CAL,,,,,,,,,,
Test control file,,PARAM01_1.TSF,,,,,,,,,,
,,,,,,,,,,,,
User,,David Eckold,,,,,,,,,,
Date,,05/10/2016,,,,,,,,,,
Lubricant,,ISO 10,,,,,,,,,,
Specimens,,PTT on PTFE,,,,,,,,,,
Temp,,12,,,,,,,,,,
Notes,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Test file variable V1 <Temp> = 12,,,,,,,,,,,,
Test file variable V2 <Load> = 6.8,,,,,,,,,,,,
Test file variable V3 <Freq> = 13.3,,,,,,,,,,,,
Test started at 12:46:50 on 05/10/2016,,,,,,,,,,,,
,Time,This Step,Step Time,Test Time,Friction Force (N),Frequency (Hz),Load (N),Specimen Temperature (Chiller) (øC),Friction Coeff,Friction Range (N),Contact Pot (mV),Force Input (Volts)
,13:06:09,6,3590,1158.1,1.07,13.3,7,12,0.154,10,50,1.03
,13:06:10,6,3590,1159.1,1.07,13.3,7,12,0.16,10,50,1.03
,13:06:11,6,3590,1160.1,1.06,13.3,7,12,0.154,10,50,1.02
,13:06:12,6,3590,1161.1,1.06,13.3,7,12,0.153,10,50,1.02
,13:06:13,6,3590,1162.1,1.06,13.3,7,12.1,0.159,10,50,1.02
,13:06:14,6,3590,1163.1,1.06,13.3,7,12.1,0.154,10,50,1.02
,13:06:15,6,3590,1164.1,1.07,13.3,7,12.1,0.154,10,50,1.03
,13:06:16,6,3590,1165.1,1.07,13.3,7,12.1,0.155,10,50,1.03
,13:06:17,6,3590,1166.1,1.07,13.3,7,12.1,0.154,10,50,1.03
,13:06:18,6,3590,1167.1,1.06,13.3,7,12.2,0.153,10,50,1.02
,13:06:19,6,3590,1168.1,1.06,13.3,7,12.2,0.159,10,50,1.02
,13:06:20,6,3590,1169.1,1.06,13.3,7,12.2,0.159,10,50,1.02
,13:06:21,6,3590,1170.1,1.07,13.3,7,12.3,0.154,10,50,1.03
,13:06:22,6,3590,1171.1,1.07,13.3,7,12.3,0.149,10,50,1.03
,13:06:23,6,3590,1172.1,1.07,13.3,7,12.3,0.144,10,50,1.03
,13:06:24,6,3590,1173.1,1.07,13.3,7,12.3,0.144,10,50,1.02
,13:06:25,6,3590,1174.1,1.07,13.3,7,12.3,0.149,10,50,1.03
,13:06:26,6,3590,1175.1,1.06,13.3,7,12.3,0.153,10,50,1.02
,13:06:27,6,3590,1176.1,1.05,13.3,7,12.4,0.157,10,50,1.01
,13:06:28,6,3590,1177.1,1.05,13.3,6,12.4,0.163,10,50,1
,13:06:29,6,3590,1178.1,1.05,13.3,7,12.4,0.158,10,50,1.01
,13:06:30,6,3590,1179.1,1.06,13.3,7,12.4,0.159,10,50,1.02
,13:06:31,6,3590,1180.1,1.06,13.3,7,12.4,0.159,10,50,1.02
,13:06:32,6,3590,1181.1,1.06,13.3,7,12.5,0.159,10,50,1.02
,13:06:33,6,3590,1182.1,1.06,13.3,7,12.5,0.159,10,50,1.02
,13:06:34,6,3590,1183.1,1.06,13.3,7,12.5,0.159,10,50,1.02
,13:06:35,6,3590,1184.1,1.06,13.3,7,12.5,0.159,10,50,1.02
,13:06:36,6,3590,1185.1,1.06,13.3,7,12.6,0.159,10,50,1.02
,13:06:37,6,3590,1186.1,1.06,13.3,7,12.6,0.153,10,50,1.02
,13:06:38,6,3590,1187.1,1.05,13.3,7,12.6,0.152,10,50,1.01
,13:06:39,6,3590,1188.1,1.05,13.3,7,12.6,0.147,10,50,1.01
,13:06:40,6,3590,1189.1,1.05,13.3,7,12.7,0.141,10,50,1.01
,13:06:41,6,3590,1190.1,1.05,13.3,7,12.7,0.146,10,50,1.01
,13:06:42,6,3590,1191.1,1.05,13.3,7,12.7,0.151,10,50,1.01
,13:06:43,6,3590,1192.1,1.04,13.3,7,12.7,0.157,10,50,1
,13:06:44,6,3590,1193.1,1.04,13.3,7,12.7,0.156,10,50,1
,13:06:45,6,3590,1194.1,1.04,13.3,7,12.7,0.156,10,50,1
,13:06:46,6,3590,1195.1,1.04,13.3,7,12.8,0.157,10,50,1
,13:06:47,6,3590,1196.1,1.05,13.3,6,12.8,0.164,10,50,1.01
,13:06:48,6,3590,1197.1,1.06,13.3,7,12.8,0.159,10,50,1.02
,13:06:49,6,3590,1198.1,1.06,13.3,7,12.8,0.154,10,50,1.02
,13:06:50,6,3590,1199.1,1.06,13.3,7,12.8,0.153,10,50,1.02
,13:06:51,6,3590,1200.1,1.05,13.3,7,12.9,0.152,10,50,1.01
,13:06:52,6,3590,1201.1,1.05,13.3,7,12.9,0.152,10,50,1.01
,13:06:53,6,3590,1202.1,1.05,13.3,7,12.9,0.158,10,50,1.01
,13:06:54,6,3590,1203.1,1.05,13.3,7,12.9,0.152,10,50,1.01
,13:06:55,6,3590,1204.1,1.05,13.3,7,12.9,0.158,10,50,1.01
,13:06:56,6,3590,1205.1,1.05,13.3,7,13,0.158,10,50,1.01
,13:06:57,6,3590,1206.1,1.05,13.3,7,13,0.158,10,50,1.01
,13:06:58,6,3590,1207.1,1.05,13.3,7,13,0.152,10,50,1.01
,13:06:59,6,3590,1208.1,1.05,13.3,7,13,0.152,10,50,1.01
,13:07:00,6,3590,1209.1,1.06,13.3,7,13.1,0.153,10,50,1.02
,13:07:01,6,3590,1210.1,1.07,13.3,7,13.1,0.144,10,50,1.03
,13:07:02,6,3590,1211.1,1.07,13.3,7,13.1,0.144,10,50,1.03
,13:07:03,6,3590,1212.1,1.07,13.3,7,13.1,0.149,10,50,1.03
,13:07:04,6,3590,1213.1,1.06,13.3,7,13.1,0.153,10,50,1.02
,13:07:05,6,3590,1214.1,1.05,13.3,7,13.1,0.157,10,50,1.01
,13:07:06,6,3590,1215.1,1.04,13.3,6,13.1,0.163,10,50,1
,13:07:07,6,3590,1216.1,1.05,13.3,7,13.2,0.157,10,50,1.01
,13:07:08,6,3590,1217.1,1.06,13.3,7,13.2,0.16,10,50,1.02
,13:07:09,6,3590,1218.1,1.06,13.3,7,13.2,0.154,10,50,1.02
,13:07:10,6,3590,1219.1,1.06,13.3,7,13.2,0.159,10,50,1.02
,13:07:11,6,3590,1220.1,1.05,13.3,7,13.2,0.152,10,50,1.01
,13:07:12,6,3590,1221.1,1.05,13.3,7,13.3,0.142,10,50,1.01
,13:07:13,6,3590,1222.1,1.05,13.3,7,13.3,0.147,10,50,1.01
,13:07:14,6,3590,1223.1,1.05,13.3,7,13.3,0.147,10,50,1.01
,13:07:15,6,3590,1224.1,1.04,13.3,7,13.3,0.151,10,50,1
,13:07:16,6,3590,1225.1,1.04,13.3,7,13.4,0.156,10,50,1
,13:07:17,6,3590,1226.1,1.03,13.3,6,13.4,0.161,10,50,0.99
,13:07:18,6,3590,1227.1,1.04,13.3,7,13.4,0.156,10,50,1
,13:07:19,6,3590,1228.1,1.05,13.3,7,13.4,0.151,10,50,1.01
,13:07:20,6,3590,1229.1,1.05,13.3,7,13.4,0.152,10,50,1.01
,13:07:21,6,3590,1230.1,1.04,13.3,7,13.5,0.151,10,50,1
,13:07:22,6,3590,1231.1,1.05,13.3,7,13.4,0.151,10,50,1.01
,13:07:23,6,3590,1232.1,1.05,13.3,7,13.4,0.157,10,50,1.01
,13:07:24,6,3590,1233.1,1.05,13.3,7,13.5,0.157,10,50,1.01
,13:07:25,6,3590,1234.1,1.05,13.3,7,13.5,0.152,10,50,1.01
,13:07:26,6,3590,1235.1,1.05,13.3,7,13.5,0.152,10,50,1.01
,13:07:27,6,3590,1236.1,1.05,13.3,7,13.5,0.152,10,50,1.01
,13:07:28,6,3590,1237.1,1.05,13.3,7,13.6,0.158,10,50,1.01
,13:07:29,6,3590,1238.1,1.05,13.3,7,13.6,0.158,10,50,1.01
,13:07:30,6,3590,1239.1,1.05,13.3,7,13.6,0.158,10,50,1.01
,13:07:31,6,3590,1240.1,1.05,13.3,7,13.6,0.152,10,50,1.01
,13:07:32,6,3590,1241.1,1.05,13.3,7,13.6,0.147,10,50,1.01
,13:07:33,6,3590,1242.1,1.05,13.3,7,13.6,0.147,10,50,1.01
,13:07:34,6,3590,1243.1,1.05,13.3,7,13.7,0.157,10,50,1.01
,13:07:35,6,3590,1244.1,1.05,13.3,7,13.7,0.157,10,50,1.01
,13:07:36,6,3590,1245.1,1.04,13.3,7,13.7,0.157,10,50,1
,13:07:37,6,3590,1246.1,1.04,13.3,7,13.7,0.156,10,50,1
,13:07:38,6,3590,1247.1,1.04,13.3,7,13.7,0.145,10,50,1
,13:07:39,6,3590,1248.1,1.04,13.3,7,13.7,0.145,10,50,1
,13:07:40,6,3590,1249.1,1.05,13.3,7,13.8,0.151,10,50,1.01
,13:07:41,6,3590,1250.1,1.04,13.3,7,13.8,0.156,10,50,1
,13:07:42,6,3590,1251.1,1.04,13.3,6,13.7,0.162,10,50,1
,13:07:43,6,3590,1252.1,1.04,13.3,6,13.8,0.163,10,50,1
,13:07:44,6,3590,1253.1,1.06,13.3,7,13.8,0.159,10,50,1.02
,13:07:45,6,3590,1254.1,1.07,13.3,7,13.8,0.154,10,50,1.03
,13:07:46,6,3590,1255.1,1.06,13.3,7,13.8,0.148,10,50,1.02
,13:07:47,6,3590,1256.1,1.05,13.3,7,13.8,0.147,10,50,1.01
,13:07:48,6,3590,1257.1,1.05,13.3,7,13.8,0.151,10,50,1.01
,13:07:49,6,3590,1258.1,1.04,13.3,7,13.8,0.156,10,50,0.99
,13:07:50,6,3590,1259.1,1.03,13.3,7,13.9,0.154,10,50,0.99
,13:07:51,6,3590,1260.1,1.03,13.3,6,13.9,0.161,10,50,0.99
,13:07:52,6,3590,1261.1,1.04,13.3,7,13.9,0.156,10,50,1
,13:07:53,6,3590,1262.1,1.04,13.3,7,13.9,0.151,10,50,1
,13:07:54,6,3590,1263.1,1.04,13.3,7,13.9,0.145,10,50,1
,13:07:55,6,3590,1264.1,1.05,13.3,7,13.9,0.157,10,50,1.01
,13:07:56,6,3590,1265.1,1.05,13.3,7,13.9,0.157,10,50,1.01
,13:07:57,6,3590,1266.1,1.05,13.3,7,14,0.157,10,50,1.01
,13:07:58,6,3590,1267.1,1.04,13.3,7,14,0.157,10,50,1
,13:07:59,6,3590,1268.1,1.04,13.3,7,14,0.157,10,50,1
,13:08:00,6,3590,1269.1,1.04,13.3,7,14,0.151,10,50,1
,13:08:01,6,3590,1270.1,1.04,13.3,7,14,0.151,10,50,1
,13:08:02,6,3590,1271.1,1.04,13.3,7,14,0.157,10,50,1
,13:08:03,6,3590,1272.1,1.04,13.3,7,14,0.157,10,50,1
,13:08:04,6,3590,1273.1,1.05,13.3,7,14,0.157,10,50,1.01
,13:08:05,6,3590,1274.1,1.05,13.3,7,14,0.157,10,50,1.01
,13:08:06,6,3590,1275.1,1.04,13.3,7,14,0.145,10,50,1
,13:08:07,6,3590,1276.1,1.04,13.3,7,14,0.145,10,50,1
,13:08:08,6,3590,1277.1,1.04,13.3,7,14.1,0.145,10,50,1.01
,13:08:09,6,3590,1278.1,1.05,13.3,7,14.1,0.152,10,50,1.01
,13:08:10,6,3590,1279.1,1.05,13.3,7,14.1,0.157,10,50,1.01
,13:08:11,6,3590,1280.1,1.05,13.3,6,14.1,0.164,10,50,1.01
,13:08:12,6,3590,1281.1,1.05,13.3,7,14.1,0.157,10,50,1.01
,13:08:13,6,3590,1282.1,1.05,13.3,7,14.1,0.152,10,50,1.01
,13:08:14,6,3590,1283.1,1.05,13.3,7,14.1,0.152,10,50,1.01
,13:08:15,6,3590,1284.1,1.05,13.3,7,14.1,0.152,10,50,1.01
,13:08:16,6,3590,1285.1,1.05,13.3,7,14.1,0.157,10,50,1.01
,13:08:17,6,3590,1286.1,1.05,13.3,7,14.1,0.157,10,50,1.01
,13:08:18,6,3590,1287.1,1.04,13.3,7,14.1,0.156,10,50,1
,13:08:19,6,3590,1288.1,1.04,13.3,7,14.2,0.156,10,50,1
,13:08:20,6,3590,1289.1,1.04,13.3,7,14.2,0.151,10,50,1
,13:08:21,6,3590,1290.1,1.05,13.3,7,14.2,0.152,10,50,1.01
,13:08:22,6,3590,1291.1,1.05,13.3,7,14.2,0.152,10,50,1.01
,13:08:23,6,3590,1292.1,1.05,13.3,7,14.2,0.158,10,50,1.01
,13:08:24,6,3590,1293.1,1.05,13.3,7,14.2,0.157,10,50,1
,13:08:25,6,3590,1294.1,1.04,13.3,7,14.2,0.156,10,50,1
,13:08:26,6,3590,1295.1,1.05,13.3,7,14.2,0.151,10,50,1.01
,13:08:27,6,3590,1296.1,1.05,13.3,7,14.2,0.152,10,50,1.01
,13:08:28,6,3590,1297.1,1.05,13.3,7,14.2,0.147,10,50,1.01
,13:08:29,6,3590,1298.1,1.05,13.3,7,14.2,0.146,10,50,1.01
,13:08:30,6,3590,1299.1,1.04,13.3,7,14.2,0.151,10,50,1
,13:08:31,6,3590,1300.1,1.04,13.3,7,14.2,0.156,10,50,1
,13:08:32,6,3590,1301.1,1.04,13.3,7,14.2,0.156,10,50,1
,13:08:33,6,3590,1302.1,1.04,13.3,7,14.2,0.151,10,50,1
,13:08:34,6,3590,1303.1,1.04,13.3,7,14.2,0.156,10,50,1
,13:08:35,6,3590,1304.1,1.04,13.3,7,14.2,0.156,10,50,1
,13:08:36,6,3590,1305.1,1.04,13.3,7,14.3,0.145,10,50,1
,13:08:37,6,3590,1306.1,1.04,13.3,7,14.3,0.145,10,50,1
,13:08:38,6,3590,1307.1,1.04,13.3,7,14.3,0.15,10,50,1
,13:08:39,6,3590,1308.1,1.03,13.3,7,14.3,0.155,10,50,0.99
,13:08:40,6,3590,1309.1,1.03,13.3,7,14.3,0.154,10,50,0.99
,13:08:41,6,3590,1310.1,1.03,13.3,7,14.3,0.154,10,50,0.99
,13:08:42,6,3590,1311.1,1.03,13.3,7,14.3,0.149,10,50,0.99
,13:08:43,6,3590,1312.1,1.03,13.3,7,14.3,0.149,10,50,0.99
,13:08:44,6,3590,1313.1,1.03,13.3,7,14.3,0.149,10,50,0.99
,13:08:45,6,3590,1314.1,1.03,13.3,7,14.3,0.154,10,50,0.99
,13:08:46,6,3590,1315.1,1.03,13.3,7,14.3,0.149,10,50,0.99
,13:08:47,6,3590,1316.1,1.03,13.3,7,14.3,0.149,10,50,0.99
,13:08:48,6,3590,1317.1,1.03,13.3,7,14.3,0.149,10,50,0.99
,13:08:49,6,3590,1318.1,1.04,13.3,7,14.3,0.15,10,50,1
,13:08:50,6,3590,1319.1,1.04,13.3,7,14.3,0.156,10,50,1
,13:08:51,6,3590,1320.1,1.04,13.3,7,14.3,0.156,10,50,1
,13:08:52,6,3590,1321.1,1.04,13.3,7,14.3,0.156,10,50,1
,13:08:53,6,3590,1322.1,1.05,13.3,7,14.3,0.151,10,50,1.01
,13:08:54,6,3590,1323.1,1.05,13.3,7,14.3,0.151,10,50,1.01
,13:08:55,6,3590,1324.1,1.04,13.3,7,14.3,0.156,10,50,1
,13:08:56,6,3590,1325.1,1.04,13.3,7,14.3,0.157,10,50,1
,13:08:57,6,3590,1326.1,1.06,13.3,7,14.3,0.159,10,50,1.02
,13:08:58,6,3590,1327.1,1.07,13.3,7,14.3,0.154,10,50,1.03
,13:08:59,6,3590,1328.1,1.07,13.3,7,14.3,0.149,10,50,1.03
,13:09:00,6,3590,1329.1,1.06,13.3,7,14.3,0.148,10,50,1.02
,13:09:01,6,3590,1330.1,1.05,13.3,7,14.3,0.152,10,50,1.01
,13:09:02,6,3590,1331.1,1.05,13.3,7,14.3,0.151,10,50,1.01
,13:09:03,6,3590,1332.1,1.05,13.3,7,14.3,0.157,10,50,1.01
,13:09:04,6,3590,1333.1,1.04,13.3,7,14.3,0.151,10,50,1
,13:09:05,6,3590,1334.1,1.04,13.3,7,14.3,0.151,10,50,1
,13:09:06,6,3590,1335.1,1.04,13.3,7,14.3,0.145,10,50,1
,13:09:07,6,3590,1336.1,1.04,13.3,7,14.3,0.144,10,50,1
,13:09:08,6,3590,1337.1,1.03,13.3,7,14.3,0.149,10,50,0.99
,13:09:09,6,3590,1338.1,1.03,13.3,7,14.3,0.149,10,50,0.99
,13:09:10,6,3590,1339.1,1.03,13.3,7,14.3,0.149,10,50,0.99
,13:09:11,6,3590,1340.1,1.03,13.3,7,14.3,0.149,10,50,0.99
,13:09:12,6,3590,1341.1,1.03,13.3,7,14.3,0.149,10,50,0.99
,13:09:13,6,3590,1342.1,1.03,13.3,7,14.3,0.155,10,50,0.99
,13:09:14,6,3590,1343.1,1.03,13.3,7,14.3,0.155,10,50,0.99
,13:09:15,6,3590,1344.1,1.03,13.3,7,14.3,0.149,10,50,0.99
,13:09:16,6,3590,1345.1,1.03,13.3,7,14.3,0.148,10,50,0.99
,13:09:17,6,3590,1346.1,1.02,13.3,7,14.3,0.148,10,50,0.98
,13:09:18,6,3590,1347.1,1.02,13.3,7,14.3,0.153,10,50,0.98
,13:09:19,6,3590,1348.1,1.02,13.3,7,14.3,0.153,10,50,0.98
,13:09:20,6,3590,1349.1,1.01,13.3,7,14.3,0.152,10,50,0.97
,13:09:21,6,3590,1350.1,1.01,13.3,7,14.3,0.146,10,50,0.97
,13:09:22,6,3590,1351.1,1.01,13.3,7,14.3,0.146,10,50,0.97
,13:09:23,6,3590,1352.1,1.01,13.3,7,14.3,0.152,10,50,0.97
,13:09:24,6,3590,1353.1,1.01,13.3,6,14.3,0.158,10,50,0.98
,13:09:25,6,3590,1354.1,1.02,13.3,7,14.3,0.147,10,50,0.98
,13:09:26,6,3590,1355.1,1.02,13.3,7,14.3,0.148,10,50,0.98
,13:09:27,6,3590,1356.1,1.02,13.3,7,14.3,0.153,10,50,0.98
,13:09:28,6,3590,1357.1,1.01,13.3,7,14.3,0.146,10,50,0.97
,13:09:29,6,3590,1358.1,1.01,13.3,7,14.3,0.146,10,50,0.97
,13:09:30,6,3590,1359.1,1.02,13.3,7,14.3,0.147,10,50,0.98
,13:09:31,6,3590,1360.1,1.02,13.3,7,14.3,0.153,10,50,0.98
,13:09:32,6,3590,1361.1,1.01,13.3,7,14.3,0.152,10,50,0.98
,13:09:33,6,3590,1362.1,1.01,13.3,7,14.3,0.147,10,50,0.98
,13:09:34,6,3590,1363.1,1.02,13.3,7,14.3,0.147,10,50,0.98
,13:09:35,6,3590,1364.1,1.02,13.3,7,14.3,0.147,10,50,0.98
,13:09:36,6,3590,1365.1,1.02,13.3,7,14.3,0.153,10,50,0.98
,13:09:37,6,3590,1366.1,1.02,13.3,7,14.3,0.153,10,50,0.98
,13:09:38,6,3590,1367.1,1.02,13.3,7,14.3,0.154,10,50,0.99
,13:09:39,6,3590,1368.1,1.03,13.3,7,14.3,0.149,10,50,0.99
,13:09:40,6,3590,1369.1,1.04,13.3,7,14.3,0.15,10,50,1
,13:09:41,6,3590,1370.1,1.04,13.3,7,14.3,0.15,10,50,1
,13:09:42,6,3590,1371.1,1.03,13.3,7,14.3,0.149,10,50,0.99
,13:09:43,6,3590,1372.1,1.02,13.3,7,14.2,0.148,10,50,0.99
,13:09:44,6,3590,1373.1,1.02,13.3,7,14.2,0.147,10,50,0.98
,13:09:45,6,3590,1374.1,1.02,13.3,7,14.2,0.153,10,50,0.98
,13:09:46,6,3590,1375.1,1.02,13.3,7,14.2,0.153,10,50,0.98
,13:09:47,6,3590,1376.1,1.02,13.3,7,14.2,0.148,10,50,0.99
,13:09:48,6,3590,1377.1,1.03,13.3,7,14.2,0.149,10,50,0.99
,13:09:49,6,3590,1378.1,1.03,13.3,7,14.2,0.154,10,50,0.99
,13:09:50,6,3590,1379.1,1.02,13.3,7,14.2,0.153,10,50,0.98
,13:09:51,6,3590,1380.1,1.02,13.3,7,14.2,0.148,10,50,0.98
,13:09:52,6,3590,1381.1,1.02,13.3,7,14.2,0.148,10,50,0.99
,13:09:53,6,3590,1382.1,1.03,13.3,7,14.2,0.149,10,50,0.99
,13:09:54,6,3590,1383.1,1.03,13.3,7,14.2,0.149,10,50,0.99
,13:09:55,6,3590,1384.1,1.03,13.3,7,14.2,0.155,10,50,0.99
,13:09:56,6,3590,1385.1,1.03,13.3,7,14.2,0.155,10,50,0.99
,13:09:57,6,3590,1386.1,1.04,13.3,7,14.2,0.145,10,50,1
,13:09:58,6,3590,1387.1,1.04,13.3,7,14.2,0.151,10,50,1
,13:09:59,6,3590,1388.1,1.04,13.3,7,14.2,0.156,10,50,1
,13:10:00,6,3590,1389.1,1.03,13.3,7,14.2,0.148,10,50,0.99
,13:10:01,6,3590,1390.1,1.03,13.3,7,14.1,0.148,10,50,0.99
,13:10:02,6,3590,1391.1,1.03,13.3,7,14.1,0.148,10,50,0.99
,13:10:03,6,3590,1392.1,1.03,13.3,6,14.1,0.161,10,50,0.99
,13:10:04,6,3590,1393.1,1.03,13.3,7,14.1,0.155,10,50,0.99
,13:10:05,6,3590,1394.1,1.04,13.3,7,14.1,0.151,10,50,1
,13:10:06,6,3590,1395.1,1.04,13.3,7,14.1,0.151,10,50,1
,13:10:07,6,3590,1396.1,1.04,13.3,7,14.1,0.156,10,50,0.99
,13:10:08,6,3590,1397.1,1.03,13.3,7,14.1,0.149,10,50,0.99
,13:10:09,6,3590,1398.1,1.03,13.3,7,14.1,0.149,10,50,0.99
,13:10:10,6,3590,1399.1,1.03,13.3,7,14.1,0.149,10,50,0.99
,13:10:11,6,3590,1400.1,1.03,13.3,7,14.1,0.154,10,50,0.99
,13:10:12,6,3590,1401.1,1.03,13.3,7,14.1,0.154,10,50,0.99
,13:10:13,6,3590,1402.1,1.03,13.3,7,14.1,0.149,10,50,0.99
,13:10:14,6,3590,1403.1,1.03,13.3,7,14.1,0.149,10,50,0.99
,13:10:15,6,3590,1404.1,1.02,13.3,7,14.1,0.148,10,50,0.98
,13:10:16,6,3590,1405.1,1.01,13.3,7,14.1,0.147,10,50,0.98
,13:10:17,6,3590,1406.1,1.01,13.3,7,14.1,0.147,10,50,0.98
,13:10:18,6,3590,1407.1,1.02,13.3,7,14,0.153,10,50,0.98
,13:10:19,6,3590,1408.1,1.02,13.3,7,14,0.153,10,50,0.98
,13:10:20,6,3590,1409.1,1.03,13.3,7,14,0.149,10,50,0.99
,13:10:21,6,3590,1410.1,1.03,13.3,7,14,0.149,10,50,0.99
,13:10:22,6,3590,1411.1,1.03,13.3,7,14,0.155,10,50,0.99
,13:10:23,6,3590,1412.1,1.04,13.3,7,14,0.15,10,50,1
,13:10:24,6,3590,1413.1,1.04,13.3,7,14,0.15,10,50,1
,13:10:25,6,3590,1414.1,1.03,13.3,7,14,0.149,10,50,0.99
,13:10:26,6,3590,1415.1,1.03,13.3,7,14,0.143,10,50,0.99
,13:10:27,6,3590,1416.1,1.03,13.3,7,14,0.148,10,50,0.99
,13:10:28,6,3590,1417.1,1.03,13.3,7,13.9,0.155,10,50,0.99
,13:10:29,6,3590,1418.1,1.04,13.3,7,13.9,0.15,10,50,1
,13:10:30,6,3590,1419.1,1.04,13.3,7,13.9,0.151,10,50,1
,13:10:31,6,3590,1420.1,1.04,13.3,7,13.9,0.156,10,50,1
,13:10:32,6,3590,1421.1,1.04,13.3,7,13.9,0.156,10,50,1
,13:10:33,6,3590,1422.1,1.04,13.3,7,13.9,0.15,10,50,1
,13:10:34,6,3590,1423.1,1.03,13.3,7,13.9,0.149,10,50,0.99
,13:10:35,6,3590,1424.1,1.02,13.3,7,13.9,0.148,10,50,0.99
,13:10:36,6,3590,1425.1,1.02,13.3,7,13.9,0.148,10,50,0.98
,13:10:37,6,3590,1426.1,1.02,13.3,7,13.9,0.148,10,50,0.98
,13:10:38,6,3590,1427.1,1.02,13.3,7,13.9,0.148,10,50,0.98
,13:10:39,6,3590,1428.1,1.03,13.3,7,13.9,0.148,10,50,0.99
,13:10:40,6,3590,1429.1,1.03,13.3,7,13.8,0.154,10,50,0.99
,13:10:41,6,3590,1430.1,1.02,13.3,7,13.8,0.154,10,50,0.99
,13:10:42,6,3590,1431.1,1.02,13.3,7,13.8,0.153,10,50,0.98
,13:10:43,6,3590,1432.1,1.02,13.3,7,13.8,0.147,10,50,0.98
,13:10:44,6,3590,1433.1,1.02,13.3,7,13.8,0.153,10,50,0.98
,13:10:45,6,3590,1434.1,1.02,13.3,7,13.8,0.153,10,50,0.98
,13:10:46,6,3590,1435.1,1.02,13.3,7,13.8,0.154,10,50,0.99
,13:10:47,6,3590,1436.1,1.03,13.3,7,13.8,0.154,10,50,0.99
,13:10:48,6,3590,1437.1,1.03,13.3,7,13.8,0.149,10,50,0.99
,13:10:49,6,3590,1438.1,1.03,13.3,7,13.8,0.149,10,50,0.99
,13:10:50,6,3590,1439.1,1.03,13.3,7,13.7,0.149,10,50,0.99
,13:10:51,6,3590,1440.1,1.03,13.3,7,13.7,0.149,10,50,0.99
,13:10:52,6,3590,1441.1,1.02,13.3,7,13.7,0.148,10,50,0.99
,13:10:53,6,3590,1442.1,1.02,13.3,7,13.7,0.147,10,50,0.98
,13:10:54,6,3590,1443.1,1.02,13.3,7,13.7,0.147,10,50,0.98
,13:10:55,6,3590,1444.1,1.01,13.3,7,13.7,0.147,10,50,0.98
,13:10:56,6,3590,1445.1,1.02,13.3,7,13.7,0.153,10,50,0.98
,13:10:57,6,3590,1446.1,1.02,13.3,7,13.7,0.147,10,50,0.98
,13:10:58,6,3590,1447.1,1.02,13.3,7,13.7,0.148,10,50,0.99
,13:10:59,6,3590,1448.1,1.03,13.3,7,13.7,0.154,10,50,0.99
,13:11:00,6,3590,1449.1,1.03,13.3,7,13.7,0.154,10,50,0.99
,13:11:01,6,3590,1450.1,1.02,13.3,7,13.6,0.154,10,50,0.99
,13:11:02,6,3590,1451.1,1.02,13.3,7,13.6,0.153,10,50,0.98
,13:11:03,6,3590,1452.1,1.02,13.3,7,13.6,0.148,10,50,0.99
,13:11:04,6,3590,1453.1,1.03,13.3,7,13.6,0.149,10,50,0.99
,13:11:05,6,3590,1454.1,1.02,13.3,7,13.6,0.148,10,50,0.99
,13:11:06,6,3590,1455.1,1.02,13.3,7,13.6,0.147,10,50,0.98
,13:11:07,6,3590,1456.1,1.01,13.3,7,13.6,0.146,10,50,0.97
,13:11:08,6,3590,1457.1,1.01,13.3,7,13.6,0.146,10,50,0.97
,13:11:09,6,3590,1458.1,1.01,13.3,7,13.6,0.152,10,50,0.98
,13:11:10,6,3590,1459.1,1.01,13.3,6,13.5,0.158,10,50,0.98
,13:11:11,6,3590,1460.1,1.02,13.3,7,13.5,0.147,10,50,0.98
,13:11:12,6,3590,1461.1,1.02,13.3,7,13.5,0.148,10,50,0.98
,13:11:13,6,3590,1462.1,1.02,13.3,7,13.5,0.147,10,50,0.98
,13:11:14,6,3590,1463.1,1.01,13.3,7,13.5,0.145,10,50,0.97
,13:11:15,6,3590,1464.1,1,13.3,7,13.5,0.145,10,50,0.96
,13:11:16,6,3590,1465.1,1,13.3,7,13.5,0.145,10,50,0.97
,13:11:17,6,3590,1466.1,1.01,13.3,7,13.5,0.145,10,50,0.97
,13:11:18,6,3590,1467.1,1,13.3,7,13.5,0.151,10,50,0.97
,13:11:19,6,3590,1468.1,1,13.3,7,13.5,0.151,10,50,0.97
,13:11:20,6,3590,1469.1,1.01,13.3,7,13.4,0.152,10,50,0.98
,13:11:21,6,3590,1470.1,1.02,13.3,7,13.4,0.147,10,50,0.98
,13:11:22,6,3590,1471.1,1.02,13.3,7,13.4,0.142,10,50,0.98
,13:11:23,6,3590,1472.1,1.01,13.3,7,13.4,0.141,10,50,0.98
,13:11:24,6,3590,1473.1,1.01,13.3,7,13.4,0.146,10,50,0.97
,13:11:25,6,3590,1474.1,1.01,13.3,7,13.4,0.151,10,50,0.97
,13:11:26,6,3590,1475.1,1.01,13.3,7,13.4,0.151,10,50,0.97
