Data file,,PTT_12DEG_001.TSV,,,,,,,,,,
Configuration file,,TE77 CHILLER.CFG,,,,,,,,,,
Calibration file,,TE77 CHILLER.CAL,,,,,,,,,,
Test control file,,PARAM01_1.TSF,,,,,,,,,,
,,,,,,,,,,,,
User,,David Eckold,,,,,,,,,,
Date,,05/10/2016,,,,,,,,,,
Lubricant,,ISO 10,,,,,,,,,,
Specimens,,PTT on PTFE,,,,,,,,,,
Temp,,12,,,,,,,,,,
Notes,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Test file variable V1 <Temp> = 12,,,,,,,,,,,,
Test file variable V2 <Load> = 6.8,,,,,,,,,,,,
Test file variable V3 <Freq> = 13.3,,,,,,,,,,,,
Test started at 12:46:50 on 05/10/2016,,,,,,,,,,,,
,Time,This Step,Step Time,Test Time,Friction Force (N),Frequency (Hz),Load (N),Specimen Temperature (Chiller) (øC),Friction Coeff,Friction Range (N),Contact Pot (mV),Force Input (Volts)
,13:31:12,6,3590,2661.1,0.91,13.3,7,9.9,0.131,10,50,0.88
,13:31:13,6,3590,2662.1,0.91,13.3,7,9.9,0.132,10,50.1,0.88
,13:31:14,6,3590,2663.1,0.92,13.3,7,10,0.138,10,50,0.88
,13:31:15,6,3590,2664.1,0.92,13.3,7,10,0.132,10,50,0.88
,13:31:16,6,3590,2665.1,0.91,13.3,7,10,0.137,10,50,0.88
,13:31:17,6,3590,2666.1,0.91,13.3,7,10,0.136,10,50,0.87
,13:31:18,6,3590,2667.1,0.91,13.3,7,10,0.136,10,50,0.87
,13:31:19,6,3590,2668.1,0.91,13.3,7,10,0.136,10,50,0.87
,13:31:20,6,3590,2669.1,0.91,13.3,7,10,0.137,10,50,0.88
,13:31:21,6,3590,2670.1,0.91,13.3,7,10,0.137,10,50,0.88
,13:31:22,6,3590,2671.1,0.91,13.3,7,10,0.137,10,50,0.88
,13:31:23,6,3590,2672.1,0.91,13.3,7,10,0.132,10,50,0.88
,13:31:24,6,3590,2673.1,0.91,13.3,7,10,0.132,10,50,0.88
,13:31:25,6,3590,2674.1,0.91,13.3,7,10.1,0.127,10,50,0.88
,13:31:26,6,3590,2675.1,0.91,13.3,7,10.1,0.127,10,50,0.88
,13:31:27,6,3590,2676.1,0.91,13.3,7,10.1,0.127,10,50,0.87
,13:31:28,6,3590,2677.1,0.9,13.3,7,10.1,0.125,10,50,0.86
,13:31:29,6,3590,2678.1,0.89,13.3,7,10.1,0.128,10,50,0.85
,13:31:30,6,3590,2679.1,0.88,13.3,7,10.1,0.131,10,50,0.84
,13:31:31,6,3590,2680.1,0.88,13.3,6,10.1,0.137,10,50,0.85
,13:31:32,6,3590,2681.1,0.89,13.3,7,10.2,0.134,10,50,0.86
,13:31:33,6,3590,2682.1,0.9,13.3,7,10.2,0.135,10,50,0.87
,13:31:34,6,3590,2683.1,0.91,13.3,7,10.2,0.136,10,50,0.87
,13:31:35,6,3590,2684.1,0.91,13.3,7,10.2,0.136,10,50,0.87
,13:31:36,6,3590,2685.1,0.91,13.3,7,10.2,0.137,10,50,0.88
,13:31:37,6,3590,2686.1,0.91,13.3,7,10.2,0.137,10,50,0.88
,13:31:38,6,3590,2687.1,0.92,13.3,7,10.2,0.138,10,50,0.88
,13:31:39,6,3590,2688.1,0.92,13.3,7,10.3,0.138,10,50,0.89
,13:31:40,6,3590,2689.1,0.93,13.3,7,10.3,0.139,10,50,0.89
,13:31:41,6,3590,2690.1,0.93,13.3,7,10.3,0.139,10,50,0.89
,13:31:42,6,3590,2691.1,0.94,13.3,7,10.3,0.136,10,50,0.9
,13:31:43,6,3590,2692.1,0.95,13.3,7,10.3,0.137,10,50,0.91
,13:31:44,6,3590,2693.1,0.94,13.3,7,10.3,0.136,10,50,0.91
,13:31:45,6,3590,2694.1,0.93,13.3,7,10.3,0.14,10,50,0.9
,13:31:46,6,3590,2695.1,0.93,13.3,7,10.3,0.14,10,50,0.9
,13:31:47,6,3590,2696.1,0.94,13.3,7,10.3,0.135,10,50,0.9
,13:31:48,6,3590,2697.1,0.94,13.3,7,10.3,0.136,10,50,0.9
,13:31:49,6,3590,2698.1,0.93,13.3,7,10.4,0.134,10,50,0.89
,13:31:50,6,3590,2699.1,0.92,13.3,7,10.4,0.138,10,50,0.88
,13:31:51,6,3590,2700.1,0.92,13.3,7,10.4,0.133,10,50,0.89
,13:31:52,6,3590,2701.1,0.93,13.3,7,10.4,0.134,10,50,0.89
,13:31:53,6,3590,2702.1,0.92,13.3,7,10.4,0.133,10,50,0.89
,13:31:54,6,3590,2703.1,0.91,13.3,7,10.4,0.136,10,50,0.87
,13:31:55,6,3590,2704.1,0.91,13.3,7,10.5,0.131,10,50,0.87
,13:31:56,6,3590,2705.1,0.91,13.3,7,10.5,0.132,10,50,0.88
,13:31:57,6,3590,2706.1,0.92,13.3,7,10.5,0.132,10,50,0.88
,13:31:58,6,3590,2707.1,0.92,13.3,7,10.5,0.132,10,50,0.88
,13:31:59,6,3590,2708.1,0.91,13.3,7,10.5,0.127,10,50,0.88
,13:32:00,6,3590,2709.1,0.92,13.3,7,10.5,0.123,10,50,0.88
,13:32:01,6,3590,2710.1,0.92,13.3,7,10.5,0.124,10,50,0.88
,13:32:02,6,3590,2711.1,0.92,13.3,7,10.6,0.128,10,50,0.89
,13:32:03,6,3590,2712.1,0.91,13.3,7,10.6,0.132,10,50,0.88
,13:32:04,6,3590,2713.1,0.9,13.3,7,10.6,0.136,10,50,0.87
,13:32:05,6,3590,2714.1,0.9,13.3,6,10.6,0.14,10,50,0.86
,13:32:06,6,3590,2715.1,0.91,13.3,7,10.6,0.136,10,50,0.87
,13:32:07,6,3590,2716.1,0.92,13.3,7,10.6,0.138,10,50,0.88
,13:32:08,6,3590,2717.1,0.92,13.3,7,10.7,0.138,10,50,0.88
,13:32:09,6,3590,2718.1,0.91,13.3,7,10.7,0.137,10,50,0.88
,13:32:10,6,3590,2719.1,0.91,13.3,7,10.7,0.136,10,50,0.87
,13:32:11,6,3590,2720.1,0.9,13.3,7,10.7,0.136,10,50,0.87
,13:32:12,6,3590,2721.1,0.91,13.3,7,10.7,0.136,10,50,0.87
,13:32:13,6,3590,2722.1,0.91,13.3,7,10.7,0.136,10,50,0.87
,13:32:14,6,3590,2723.1,0.92,13.3,7,10.8,0.137,10,50,0.88
,13:32:15,6,3590,2724.1,0.93,13.3,7,10.8,0.134,10,50,0.89
,13:32:16,6,3590,2725.1,0.93,13.3,7,10.8,0.135,10,50,0.9
,13:32:17,6,3590,2726.1,0.93,13.3,7,10.8,0.129,10,50,0.89
,13:32:18,6,3590,2727.1,0.92,13.3,7,10.8,0.123,10,50,0.88
,13:32:19,6,3590,2728.1,0.91,13.3,7,10.9,0.127,10,50,0.87
,13:32:20,6,3590,2729.1,0.91,13.3,7,10.8,0.131,10,50,0.87
,13:32:21,6,3590,2730.1,0.91,13.3,7,10.9,0.136,10,50,0.87
,13:32:22,6,3590,2731.1,0.91,13.3,7,10.9,0.137,10,50,0.88
,13:32:23,6,3590,2732.1,0.91,13.3,7,10.9,0.137,10,50,0.88
,13:32:24,6,3590,2733.1,0.91,13.3,7,10.9,0.137,10,50,0.88
,13:32:25,6,3590,2734.1,0.92,13.3,7,10.9,0.137,10,50,0.88
,13:32:26,6,3590,2735.1,0.92,13.3,7,11,0.137,10,50,0.88
,13:32:27,6,3590,2736.1,0.92,13.3,7,11,0.138,10,50,0.88
,13:32:28,6,3590,2737.1,0.92,13.3,7,11,0.138,10,50,0.88
,13:32:29,6,3590,2738.1,0.93,13.3,7,11,0.134,10,50,0.89
,13:32:30,6,3590,2739.1,0.93,13.3,7,11,0.13,10,50,0.9
,13:32:31,6,3590,2740.1,0.93,13.3,7,11.1,0.13,10,50,0.9
,13:32:32,6,3590,2741.1,0.93,13.3,7,11.1,0.139,10,50,0.89
,13:32:33,6,3590,2742.1,0.92,13.3,7,11.1,0.138,10,50,0.89
,13:32:34,6,3590,2743.1,0.92,13.3,7,11.1,0.138,10,50,0.88
,13:32:35,6,3590,2744.1,0.92,13.3,7,11.1,0.139,10,50,0.89
,13:32:36,6,3590,2745.1,0.92,13.3,7,11.2,0.138,10,50,0.89
,13:32:37,6,3590,2746.1,0.92,13.3,7,11.2,0.138,10,50,0.89
,13:32:38,6,3590,2747.1,0.93,13.3,7,11.2,0.134,10,50,0.89
,13:32:39,6,3590,2748.1,0.93,13.3,7,11.2,0.129,10,50,0.89
,13:32:40,6,3590,2749.1,0.93,13.3,7,11.2,0.134,10,50,0.89
,13:32:41,6,3590,2750.1,0.92,13.3,7,11.2,0.137,10,50,0.88
,13:32:42,6,3590,2751.1,0.91,13.3,7,11.3,0.137,10,50,0.88
,13:32:43,6,3590,2752.1,0.92,13.3,7,11.3,0.137,10,50,0.88
,13:32:44,6,3590,2753.1,0.93,13.3,7,11.3,0.134,10,50,0.89
,13:32:45,6,3590,2754.1,0.93,13.3,7,11.3,0.135,10,50,0.9
,13:32:46,6,3590,2755.1,0.93,13.3,7,11.4,0.134,10,50,0.89
,13:32:47,6,3590,2756.1,0.92,13.3,7,11.4,0.133,10,50,0.88
,13:32:48,6,3590,2757.1,0.92,13.3,7,11.4,0.137,10,50,0.88
,13:32:49,6,3590,2758.1,0.92,13.3,7,11.4,0.137,10,50,0.88
,13:32:50,6,3590,2759.1,0.92,13.3,7,11.4,0.137,10,50,0.88
,13:32:51,6,3590,2760.1,0.93,13.3,7,11.5,0.139,10,50,0.89
,13:32:52,6,3590,2761.1,0.94,13.3,7,11.5,0.135,10,50,0.9
,13:32:53,6,3590,2762.1,0.94,13.3,7,11.5,0.131,10,50,0.9
,13:32:54,6,3590,2763.1,0.94,13.3,7,11.5,0.13,10,50,0.9
,13:32:55,6,3590,2764.1,0.93,13.3,7,11.6,0.134,10,50,0.89
,13:32:56,6,3590,2765.1,0.92,13.3,7,11.6,0.138,10,50,0.89
,13:32:57,6,3590,2766.1,0.92,13.3,7,11.6,0.139,10,50,0.89
,13:32:58,6,3590,2767.1,0.93,13.3,7,11.6,0.139,10,50,0.89
,13:32:59,6,3590,2768.1,0.93,13.3,7,11.6,0.134,10,50,0.89
,13:33:00,6,3590,2769.1,0.92,13.3,7,11.6,0.133,10,50,0.89
,13:33:01,6,3590,2770.1,0.92,13.3,7,11.6,0.133,10,50,0.88
,13:33:02,6,3590,2771.1,0.92,13.3,7,11.7,0.138,10,50,0.88
,13:33:03,6,3590,2772.1,0.92,13.3,7,11.7,0.138,10,50,0.88
,13:33:04,6,3590,2773.1,0.92,13.3,7,11.7,0.138,10,50,0.88
,13:33:05,6,3590,2774.1,0.93,13.3,7,11.7,0.134,10,50,0.89
,13:33:06,6,3590,2775.1,0.93,13.3,7,11.8,0.129,10,50,0.89
,13:33:07,6,3590,2776.1,0.93,13.3,7,11.8,0.134,10,50,0.89
,13:33:08,6,3590,2777.1,0.92,13.3,7,11.8,0.138,10,50,0.89
,13:33:09,6,3590,2778.1,0.92,13.3,7,11.8,0.137,10,50,0.88
,13:33:10,6,3590,2779.1,0.92,13.3,7,11.9,0.132,10,50,0.88
,13:33:11,6,3590,2780.1,0.92,13.3,7,11.9,0.132,10,50,0.88
,13:33:12,6,3590,2781.1,0.92,13.3,7,11.9,0.133,10,50,0.89
,13:33:13,6,3590,2782.1,0.92,13.3,7,11.9,0.139,10,50,0.89
,13:33:14,6,3590,2783.1,0.93,13.3,7,12,0.139,10,50,0.89
,13:33:15,6,3590,2784.1,0.93,13.3,7,12,0.139,10,50,0.89
,13:33:16,6,3590,2785.1,0.93,13.3,7,12,0.135,10,50,0.9
,13:33:17,6,3590,2786.1,0.94,13.3,7,12,0.136,10,50,0.9
,13:33:18,6,3590,2787.1,0.94,13.3,7,12,0.141,10,50,0.9
,13:33:19,6,3590,2788.1,0.93,13.3,7,12,0.139,10,50,0.89
,13:33:20,6,3590,2789.1,0.93,13.3,7,12,0.134,10,50,0.89
,13:33:21,6,3590,2790.1,0.92,13.3,7,12.1,0.129,10,50,0.89
,13:33:22,6,3590,2791.1,0.92,13.3,7,12.1,0.133,10,50,0.89
,13:33:23,6,3590,2792.1,0.92,13.3,7,12.1,0.137,10,50,0.88
,13:33:24,6,3590,2793.1,0.92,13.3,7,12.1,0.138,10,50,0.88
,13:33:25,6,3590,2794.1,0.92,13.3,7,12.2,0.133,10,50,0.89
,13:33:26,6,3590,2795.1,0.92,13.3,7,12.2,0.133,10,50,0.89
,13:33:27,6,3590,2796.1,0.92,13.3,7,12.2,0.133,10,50,0.89
,13:33:28,6,3590,2797.1,0.92,13.3,7,12.2,0.138,10,50,0.89
,13:33:29,6,3590,2798.1,0.92,13.3,7,12.2,0.139,10,50,0.89
,13:33:30,6,3590,2799.1,0.93,13.3,7,12.3,0.134,10,50,0.89
,13:33:31,6,3590,2800.1,0.93,13.3,7,12.3,0.135,10,50,0.9
,13:33:32,6,3590,2801.1,0.93,13.3,7,12.3,0.135,10,50,0.9
,13:33:33,6,3590,2802.1,0.93,13.3,7,12.4,0.135,10,50,0.9
,13:33:34,6,3590,2803.1,0.93,13.3,7,12.4,0.139,10,50,0.89
,13:33:35,6,3590,2804.1,0.94,13.3,7,12.4,0.14,10,50,0.9
,13:33:36,6,3590,2805.1,0.95,13.3,7,12.4,0.142,10,50,0.91
,13:33:37,6,3590,2806.1,0.96,13.3,7,12.4,0.138,10,50,0.92
,13:33:38,6,3590,2807.1,0.95,13.3,7,12.4,0.133,10,50,0.91
,13:33:39,6,3590,2808.1,0.94,13.3,7,12.5,0.135,10,50,0.9
,13:33:40,6,3590,2809.1,0.92,13.3,7,12.5,0.139,10,50,0.89
,13:33:41,6,3590,2810.1,0.92,13.3,7,12.5,0.138,10,50,0.89
,13:33:42,6,3590,2811.1,0.92,13.3,7,12.5,0.138,10,50,0.88
,13:33:43,6,3590,2812.1,0.92,13.3,7,12.5,0.133,10,50,0.89
,13:33:44,6,3590,2813.1,0.92,13.3,7,12.6,0.133,10,50,0.88
,13:33:45,6,3590,2814.1,0.92,13.3,7,12.6,0.132,10,50,0.88
,13:33:46,6,3590,2815.1,0.91,13.3,7,12.6,0.136,10,50,0.87
,13:33:47,6,3590,2816.1,0.91,13.3,7,12.6,0.137,10,50,0.88
,13:33:48,6,3590,2817.1,0.92,13.3,7,12.7,0.133,10,50,0.89
,13:33:49,6,3590,2818.1,0.92,13.3,7,12.7,0.133,10,50,0.89
,13:33:50,6,3590,2819.1,0.92,13.3,7,12.7,0.138,10,50,0.89
,13:33:51,6,3590,2820.1,0.92,13.3,7,12.7,0.137,10,50,0.88
,13:33:52,6,3590,2821.1,0.92,13.3,7,12.8,0.139,10,50,0.89
,13:33:53,6,3590,2822.1,0.94,13.3,7,12.8,0.13,10,50,0.9
,13:33:54,6,3590,2823.1,0.94,13.3,7,12.8,0.131,10,50,0.91
,13:33:55,6,3590,2824.1,0.94,13.3,7,12.8,0.135,10,50,0.9
,13:33:56,6,3590,2825.1,0.92,13.3,7,12.8,0.139,10,50,0.89
,13:33:57,6,3590,2826.1,0.92,13.3,7,12.8,0.138,10,50,0.89
,13:33:58,6,3590,2827.1,0.92,13.3,7,12.9,0.139,10,50,0.89
,13:33:59,6,3590,2828.1,0.93,13.3,7,12.9,0.135,10,50,0.9
,13:34:00,6,3590,2829.1,0.93,13.3,7,12.9,0.135,10,50,0.9
,13:34:01,6,3590,2830.1,0.93,13.3,7,12.9,0.14,10,50,0.9
,13:34:02,6,3590,2831.1,0.94,13.3,7,12.9,0.136,10,50,0.91
,13:34:03,6,3590,2832.1,0.95,13.3,7,13,0.132,10,50,0.91
,13:34:04,6,3590,2833.1,0.95,13.3,7,13,0.133,10,50,0.91
,13:34:05,6,3590,2834.1,0.95,13.3,7,13,0.137,10,50,0.91
,13:34:06,6,3590,2835.1,0.94,13.3,7,13,0.141,10,50,0.91
,13:34:07,6,3590,2836.1,0.94,13.3,7,13.1,0.136,10,50,0.9
,13:34:08,6,3590,2837.1,0.94,13.3,7,13.1,0.136,10,50,0.9
,13:34:09,6,3590,2838.1,0.94,13.3,7,13.1,0.135,10,50,0.9
,13:34:10,6,3590,2839.1,0.93,13.3,7,13.1,0.14,10,50,0.9
,13:34:11,6,3590,2840.1,0.93,13.3,7,13.1,0.139,10,50,0.89
,13:34:12,6,3590,2841.1,0.93,13.3,7,13.2,0.139,10,50,0.89
,13:34:13,6,3590,2842.1,0.92,13.3,7,13.2,0.139,10,50,0.89
,13:34:14,6,3590,2843.1,0.92,13.3,7,13.2,0.139,10,50,0.89
,13:34:15,6,3590,2844.1,0.93,13.3,6,13.2,0.145,10,50,0.9
,13:34:16,6,3590,2845.1,0.95,13.3,7,13.2,0.142,10,50,0.91
,13:34:17,6,3590,2846.1,0.96,13.3,7,13.2,0.134,10,50,0.92
,13:34:18,6,3590,2847.1,0.95,13.3,7,13.3,0.133,10,50,0.91
,13:34:19,6,3590,2848.1,0.94,13.3,7,13.3,0.141,10,50,0.9
,13:34:20,6,3590,2849.1,0.93,13.3,7,13.3,0.14,10,50,0.9
,13:34:21,6,3590,2850.1,0.94,13.3,7,13.3,0.136,10,50,0.91
,13:34:22,6,3590,2851.1,0.94,13.3,7,13.4,0.131,10,50,0.91
,13:34:23,6,3590,2852.1,0.94,13.3,7,13.4,0.131,10,50,0.9
,13:34:24,6,3590,2853.1,0.93,13.3,7,13.4,0.139,10,50,0.89
,13:34:25,6,3590,2854.1,0.92,13.3,7,13.4,0.139,10,50,0.89
,13:34:26,6,3590,2855.1,0.93,13.3,7,13.4,0.139,10,50,0.89
,13:34:27,6,3590,2856.1,0.93,13.3,7,13.5,0.14,10,50,0.9
,13:34:28,6,3590,2857.1,0.94,13.3,7,13.5,0.136,10,50,0.9
,13:34:29,6,3590,2858.1,0.94,13.3,7,13.5,0.135,10,50,0.9
,13:34:30,6,3590,2859.1,0.93,13.3,7,13.5,0.139,10,50,0.89
,13:34:31,6,3590,2860.1,0.93,13.3,7,13.5,0.139,10,50,0.89
,13:34:32,6,3590,2861.1,0.94,13.3,7,13.5,0.14,10,50,0.9
,13:34:33,6,3590,2862.1,0.95,13.3,7,13.6,0.137,10,50,0.91
,13:34:34,6,3590,2863.1,0.95,13.3,7,13.6,0.132,10,50,0.91
,13:34:35,6,3590,2864.1,0.94,13.3,7,13.6,0.13,10,50,0.9
,13:34:36,6,3590,2865.1,0.92,13.3,7,13.6,0.133,10,50,0.89
,13:34:37,6,3590,2866.1,0.92,13.3,7,13.6,0.138,10,50,0.89
,13:34:38,6,3590,2867.1,0.92,13.3,7,13.6,0.139,10,50,0.89
,13:34:39,6,3590,2868.1,0.92,13.3,7,13.7,0.133,10,50,0.89
,13:34:40,6,3590,2869.1,0.92,13.3,7,13.7,0.133,10,50,0.88
,13:34:41,6,3590,2870.1,0.92,13.3,7,13.7,0.132,10,50,0.88
,13:34:42,6,3590,2871.1,0.92,13.3,7,13.7,0.137,10,50,0.88
,13:34:43,6,3590,2872.1,0.92,13.3,6,13.7,0.143,10,50,0.89
,13:34:44,6,3590,2873.1,0.93,13.3,7,13.7,0.134,10,50,0.9
,13:34:45,6,3590,2874.1,0.93,13.3,7,13.8,0.135,10,50,0.9
,13:34:46,6,3590,2875.1,0.94,13.3,7,13.8,0.14,10,50,0.9
,13:34:47,6,3590,2876.1,0.93,13.3,7,13.8,0.14,10,50,0.9
,13:34:48,6,3590,2877.1,0.94,13.3,7,13.8,0.136,10,50,0.91
,13:34:49,6,3590,2878.1,0.95,13.3,7,13.8,0.132,10,50,0.91
,13:34:50,6,3590,2879.1,0.94,13.3,7,13.8,0.131,10,50,0.91
,13:34:51,6,3590,2880.1,0.93,13.3,7,13.9,0.14,10,50,0.9
,13:34:52,6,3590,2881.1,0.93,13.3,7,13.9,0.139,10,50,0.89
,13:34:53,6,3590,2882.1,0.93,13.3,7,13.9,0.14,10,50,0.9
,13:34:54,6,3590,2883.1,0.93,13.3,7,13.9,0.135,10,50,0.9
,13:34:55,6,3590,2884.1,0.93,13.3,7,13.9,0.135,10,50,0.9
,13:34:56,6,3590,2885.1,0.93,13.3,7,13.9,0.139,10,50,0.89
,13:34:57,6,3590,2886.1,0.92,13.3,7,13.9,0.139,10,50,0.89
,13:34:58,6,3590,2887.1,0.92,13.3,6,13.9,0.143,10,50,0.88
,13:34:59,6,3590,2888.1,0.93,13.3,7,13.9,0.134,10,50,0.89
,13:35:00,6,3590,2889.1,0.93,13.3,7,14,0.13,10,50,0.9
,13:35:01,6,3590,2890.1,0.93,13.3,7,14,0.135,10,50,0.9
,13:35:02,6,3590,2891.1,0.93,13.3,7,14,0.139,10,50,0.89
,13:35:03,6,3590,2892.1,0.93,13.3,7,14,0.14,10,50,0.9
,13:35:04,6,3590,2893.1,0.94,13.3,7,14,0.136,10,50,0.9
,13:35:05,6,3590,2894.1,0.94,13.3,7,14,0.136,10,50,0.91
,13:35:06,6,3590,2895.1,0.93,13.3,7,14,0.135,10,50,0.9
,13:35:07,6,3590,2896.1,0.93,13.3,7,14,0.134,10,50,0.89
,13:35:08,6,3590,2897.1,0.92,13.3,7,14.1,0.133,10,50,0.89
,13:35:09,6,3590,2898.1,0.93,13.3,7,14.1,0.134,10,50,0.89
,13:35:10,6,3590,2899.1,0.93,13.3,7,14.1,0.135,10,50,0.9
,13:35:11,6,3590,2900.1,0.93,13.3,7,14.1,0.135,10,50,0.9
,13:35:12,6,3590,2901.1,0.92,13.3,7,14.1,0.133,10,50,0.89
,13:35:13,6,3590,2902.1,0.92,13.3,7,14.1,0.137,10,50,0.88
,13:35:14,6,3590,2903.1,0.91,13.3,7,14.1,0.132,10,50,0.88
,13:35:15,6,3590,2904.1,0.91,13.3,7,14.1,0.132,10,50,0.88
,13:35:16,6,3590,2905.1,0.91,13.3,7,14.1,0.137,10,50,0.88
,13:35:17,6,3590,2906.1,0.91,13.3,7,14.1,0.136,10,50,0.87
,13:35:18,6,3590,2907.1,0.91,13.3,7,14.1,0.127,10,50,0.88
,13:35:19,6,3590,2908.1,0.92,13.3,7,14.2,0.133,10,50,0.88
,13:35:20,6,3590,2909.1,0.92,13.3,7,14.2,0.138,10,50,0.88
,13:35:21,6,3590,2910.1,0.92,13.3,7,14.2,0.137,10,50,0.88
,13:35:22,6,3590,2911.1,0.92,13.3,7,14.2,0.132,10,50,0.88
,13:35:23,6,3590,2912.1,0.92,13.3,7,14.2,0.132,10,50,0.88
,13:35:24,6,3590,2913.1,0.92,13.3,7,14.2,0.133,10,50,0.88
,13:35:25,6,3590,2914.1,0.92,13.3,7,14.2,0.137,10,50,0.88
,13:35:26,6,3590,2915.1,0.92,13.3,7,14.2,0.138,10,50,0.88
,13:35:27,6,3590,2916.1,0.92,13.3,7,14.2,0.133,10,50,0.89
,13:35:28,6,3590,2917.1,0.93,13.3,7,14.2,0.134,10,50,0.89
,13:35:29,6,3590,2918.1,0.93,13.3,7,14.2,0.139,10,50,0.89
,13:35:30,6,3590,2919.1,0.92,13.3,6,14.3,0.144,10,50,0.89
,13:35:31,6,3590,2920.1,0.93,13.3,7,14.3,0.135,10,50,0.9
,13:35:32,6,3590,2921.1,0.94,13.3,7,14.3,0.13,10,50,0.9
,13:35:33,6,3590,2922.1,0.94,13.3,7,14.3,0.135,10,50,0.9
,13:35:34,6,3590,2923.1,0.92,13.3,7,14.3,0.139,10,50,0.89
,13:35:35,6,3590,2924.1,0.92,13.3,7,14.3,0.139,10,50,0.89
,13:35:36,6,3590,2925.1,0.93,13.3,7,14.3,0.135,10,50,0.9
,13:35:37,6,3590,2926.1,0.94,13.3,7,14.3,0.131,10,50,0.9
,13:35:38,6,3590,2927.1,0.93,13.3,7,14.3,0.134,10,50,0.89
,13:35:39,6,3590,2928.1,0.92,13.3,7,14.3,0.138,10,50,0.88
,13:35:40,6,3590,2929.1,0.92,13.3,7,14.3,0.137,10,50,0.88
,13:35:41,6,3590,2930.1,0.92,13.3,7,14.3,0.129,10,50,0.89
,13:35:42,6,3590,2931.1,0.92,13.3,7,14.3,0.133,10,50,0.89
,13:35:43,6,3590,2932.1,0.92,13.3,7,14.3,0.139,10,50,0.89
,13:35:44,6,3590,2933.1,0.92,13.3,7,14.3,0.138,10,50,0.89
,13:35:45,6,3590,2934.1,0.93,13.3,7,14.3,0.134,10,50,0.9
,13:35:46,6,3590,2935.1,0.94,13.3,7,14.3,0.135,10,50,0.9
,13:35:47,6,3590,2936.1,0.94,13.3,7,14.3,0.135,10,50,0.9
,13:35:48,6,3590,2937.1,0.93,13.3,7,14.3,0.139,10,50,0.89
,13:35:49,6,3590,2938.1,0.93,13.3,7,14.4,0.134,10,50,0.89
,13:35:50,6,3590,2939.1,0.93,13.3,7,14.4,0.13,10,50,0.9
,13:35:51,6,3590,2940.1,0.93,13.3,7,14.4,0.135,10,50,0.9
,13:35:52,6,3590,2941.1,0.93,13.3,7,14.4,0.14,10,50,0.9
,13:35:53,6,3590,2942.1,0.93,13.3,7,14.4,0.135,10,50,0.9
,13:35:54,6,3590,2943.1,0.93,13.3,7,14.4,0.135,10,50,0.9
,13:35:55,6,3590,2944.1,0.93,13.3,7,14.4,0.135,10,50,0.9
,13:35:56,6,3590,2945.1,0.94,13.3,7,14.4,0.14,10,50,0.9
,13:35:57,6,3590,2946.1,0.94,13.3,7,14.4,0.14,10,50,0.9
,13:35:58,6,3590,2947.1,0.94,13.3,7,14.4,0.135,10,50,0.9
,13:35:59,6,3590,2948.1,0.94,13.3,7,14.4,0.135,10,50,0.9
,13:36:00,6,3590,2949.1,0.93,13.3,7,14.4,0.14,10,50,0.9
,13:36:01,6,3590,2950.1,0.93,13.3,7,14.4,0.135,10,50,0.9
,13:36:02,6,3590,2951.1,0.93,13.3,7,14.4,0.134,10,50,0.89
,13:36:03,6,3590,2952.1,0.92,13.3,7,14.4,0.139,10,50,0.89
,13:36:04,6,3590,2953.1,0.92,13.3,7,14.4,0.139,10,50,0.89
,13:36:05,6,3590,2954.1,0.93,13.3,7,14.4,0.135,10,50,0.9
,13:36:06,6,3590,2955.1,0.94,13.3,7,14.4,0.136,10,50,0.9
,13:36:07,6,3590,2956.1,0.94,13.3,7,14.4,0.14,10,50,0.9
,13:36:08,6,3590,2957.1,0.93,13.3,7,14.4,0.139,10,50,0.89
,13:36:09,6,3590,2958.1,0.93,13.3,7,14.4,0.135,10,50,0.9
,13:36:10,6,3590,2959.1,0.93,13.3,7,14.4,0.135,10,50,0.9
,13:36:11,6,3590,2960.1,0.93,13.3,7,14.4,0.139,10,50,0.89
,13:36:12,6,3590,2961.1,0.92,13.3,7,14.4,0.139,10,50,0.89
,13:36:13,6,3590,2962.1,0.93,13.3,7,14.4,0.135,10,50,0.9
,13:36:14,6,3590,2963.1,0.93,13.3,7,14.4,0.135,10,50,0.9
,13:36:15,6,3590,2964.1,0.93,13.3,7,14.4,0.14,10,50,0.9
,13:36:16,6,3590,2965.1,0.93,13.3,7,14.4,0.139,10,50,0.89
,13:36:17,6,3590,2966.1,0.93,13.3,7,14.4,0.135,10,50,0.9
,13:36:18,6,3590,2967.1,0.94,13.3,7,14.4,0.131,10,50,0.9
,13:36:19,6,3590,2968.1,0.94,13.3,7,14.4,0.136,10,50,0.9
,13:36:20,6,3590,2969.1,0.93,13.3,7,14.4,0.139,10,50,0.89
,13:36:21,6,3590,2970.1,0.93,13.3,7,14.4,0.135,10,50,0.9
,13:36:22,6,3590,2971.1,0.94,13.3,7,14.4,0.136,10,50,0.9
,13:36:23,6,3590,2972.1,0.94,13.3,7,14.4,0.136,10,50,0.91
,13:36:24,6,3590,2973.1,0.94,13.3,7,14.4,0.141,10,50,0.9
,13:36:25,6,3590,2974.1,0.93,13.3,7,14.4,0.135,10,50,0.9
,13:36:26,6,3590,2975.1,0.94,13.3,7,14.4,0.136,10,50,0.91
