Data file,,RA0.3_HEF65_12C_001_45MINS.TSV,,,,,,,,,,
,10:31:25,4,2700,736.5,2.16,13.3,10,11.9,0.222,10,49.7,2.02
,10:31:26,4,2700,737.5,2.14,13.3,10,11.9,0.219,10,49.6,2
,10:31:27,4,2700,738.5,2.11,13.3,9,11.9,0.229,10,49.6,1.98
,10:31:28,4,2700,739.5,2.09,13.3,9,11.9,0.226,10,49.5,1.95
,10:31:29,4,2700,740.5,2.07,13.3,9,11.9,0.238,10,49.4,1.94
,10:31:30,4,2700,741.5,2.06,13.3,9,11.9,0.229,10,49.6,1.93
,10:31:31,4,2700,742.5,2.05,13.3,9,11.8,0.229,10,48,1.92
,10:31:32,4,2700,743.5,2.05,13.3,9,11.9,0.229,10,39.8,1.92
,10:31:33,4,2700,744.5,2.04,13.3,9,11.8,0.228,10,37.3,1.91
,10:31:34,4,2700,745.5,2.03,13.3,9,11.8,0.226,10,40,1.9
,10:31:35,4,2700,746.5,2.02,13.3,9,11.8,0.225,10,47.5,1.89
,10:31:36,4,2700,747.5,2.01,13.3,9,11.8,0.224,10,48.9,1.88
,10:31:37,4,2700,748.5,2,13.3,9,11.8,0.223,10,41.5,1.88
,10:31:38,4,2700,749.5,2,13.3,9,11.8,0.223,10,34.9,1.87
,10:31:39,4,2700,750.5,2,13.3,9,11.7,0.229,10,41.1,1.87
,10:31:40,4,2700,751.5,2,13.3,9,11.7,0.229,10,44,1.87
,10:31:41,4,2700,752.5,2.01,13.3,9,11.7,0.224,10,43.6,1.88
,10:31:42,4,2700,753.5,2.01,13.3,9,11.7,0.23,10,31.4,1.88
,10:31:43,4,2700,754.5,1.99,13.3,9,11.7,0.222,10,19,1.86
,10:31:44,4,2700,755.5,1.98,13.3,9,11.7,0.22,10,29.1,1.85
,10:31:45,4,2700,756.5,1.97,13.3,9,11.6,0.22,10,34.3,1.85
,10:31:46,4,2700,757.5,1.98,13.3,9,11.6,0.22,10,33.3,1.85
,10:31:47,4,2700,758.5,1.99,13.3,9,11.6,0.221,10,36.9,1.86
,10:31:48,4,2700,759.5,1.98,13.3,9,11.6,0.221,10,25.4,1.86
,10:31:49,4,2700,760.5,1.98,13.3,9,11.6,0.214,10,36.7,1.85
,10:31:50,4,2700,761.5,1.96,13.3,9,11.6,0.212,10,36.3,1.83
,10:31:51,4,2700,762.5,1.94,13.3,9,11.6,0.211,10,42.5,1.82
,10:31:52,4,2700,763.5,1.93,13.3,9,11.6,0.209,10,43.9,1.8
,10:31:53,4,2700,764.5,1.92,13.3,9,11.5,0.202,10,45.5,1.8
,10:31:54,4,2700,765.5,1.91,13.3,9,11.5,0.201,10,48.4,1.79
,10:31:55,4,2700,766.5,1.9,13.3,9,11.5,0.201,10,44.8,1.78
,10:31:56,4,2700,767.5,1.89,13.3,9,11.5,0.205,10,25.8,1.77
,10:31:57,4,2700,768.5,1.89,13.3,9,11.5,0.204,10,13.8,1.77
,10:31:58,4,2700,769.5,1.88,13.3,9,11.5,0.209,10,21.5,1.76
,10:31:59,4,2700,770.5,1.87,13.3,9,11.5,0.214,10,36.4,1.75
,10:32:00,4,2700,771.5,1.86,13.3,9,11.5,0.214,10,46.1,1.74
,10:32:01,4,2700,772.5,1.86,13.3,9,11.4,0.213,10,49.3,1.74
,10:32:02,4,2700,773.5,1.86,13.3,9,11.4,0.213,10,49.8,1.74
,10:32:03,4,2700,774.5,1.86,13.3,9,11.4,0.207,10,50,1.74
,10:32:04,4,2700,775.5,1.86,13.3,9,11.4,0.207,10,50,1.74
,10:32:05,4,2700,776.5,1.85,13.3,9,11.4,0.206,10,50,1.73
,10:32:06,4,2700,777.5,1.85,13.3,9,11.4,0.206,10,50,1.73
,10:32:07,4,2700,778.5,1.85,13.3,9,11.3,0.212,10,50,1.73
,10:32:08,4,2700,779.5,1.86,13.3,9,11.3,0.213,10,50.1,1.74
,10:32:09,4,2700,780.5,1.87,13.3,9,11.3,0.208,10,50,1.75
,10:32:10,4,2700,781.5,1.87,13.3,9,11.3,0.203,10,50,1.75
,10:32:11,4,2700,782.5,1.86,13.3,9,11.3,0.202,10,50.1,1.75
,10:32:12,4,2700,783.5,1.85,13.3,9,11.3,0.201,10,50,1.73
,10:32:13,4,2700,784.5,1.84,13.3,9,11.3,0.194,10,50,1.72
,10:32:14,4,2700,785.5,1.84,13.3,10,11.3,0.188,10,50,1.72
,10:32:15,4,2700,786.5,1.83,13.3,10,11.2,0.188,10,50.1,1.72
,10:32:16,4,2700,787.5,1.83,13.3,9,11.2,0.193,10,50,1.71
,10:32:17,4,2700,788.5,1.8,13.3,9,11.2,0.196,10,50,1.69
,10:32:18,4,2700,789.5,1.78,13.3,9,11.2,0.198,10,50,1.66
,10:32:19,4,2700,790.5,1.76,13.3,9,11.2,0.201,10,49.3,1.64
,10:32:20,4,2700,791.5,1.75,13.3,9,11.2,0.201,10,49.2,1.63
,10:32:21,4,2700,792.5,1.75,13.3,9,11.1,0.201,10,49.8,1.64
,10:32:22,4,2700,793.5,1.76,13.3,9,11.1,0.202,10,46.7,1.65
,10:32:23,4,2700,794.5,1.77,13.3,9,11.1,0.197,10,47.6,1.66
,10:32:24,4,2700,795.5,1.78,13.3,9,11.1,0.204,10,49.5,1.67
,10:32:25,4,2700,796.5,1.79,13.3,9,11.1,0.199,10,49.7,1.68
,10:32:26,4,2700,797.5,1.8,13.3,9,11.1,0.2,10,49.1,1.68
,10:32:27,4,2700,798.5,1.79,13.3,9,11,0.2,10,48.3,1.68
,10:32:28,4,2700,799.5,1.79,13.3,9,11,0.194,10,46.6,1.68
,10:32:29,4,2700,800.5,1.79,13.3,9,11,0.194,10,48.4,1.68
,10:32:30,4,2700,801.5,1.79,13.3,9,11,0.194,10,44.9,1.68
,10:32:31,4,2700,802.5,1.79,13.3,9,11,0.2,10,45.8,1.68
,10:32:32,4,2700,803.5,1.79,13.3,9,11,0.2,10,48.9,1.68
,10:32:33,4,2700,804.5,1.79,13.3,9,11,0.2,10,49,1.68
,10:32:34,4,2700,805.5,1.79,13.3,9,11,0.2,10,49.4,1.68
,10:32:35,4,2700,806.5,1.79,13.3,9,11,0.199,10,48.8,1.68
,10:32:36,4,2700,807.5,1.78,13.3,9,11,0.198,10,49.8,1.67
,10:32:37,4,2700,808.5,1.76,13.3,9,10.9,0.202,10,50,1.65
,10:32:38,4,2700,809.5,1.75,13.3,9,10.9,0.195,10,50,1.64
,10:32:39,4,2700,810.5,1.76,13.3,9,10.9,0.196,10,50.1,1.64
,10:32:40,4,2700,811.5,1.76,13.3,9,10.9,0.191,10,50.1,1.65
,10:32:41,4,2700,812.5,1.76,13.3,9,10.9,0.185,10,50,1.64
,10:32:42,4,2700,813.5,1.75,13.3,9,10.9,0.19,10,50.1,1.64
,10:32:43,4,2700,814.5,1.74,13.3,9,10.9,0.194,10,50.1,1.63
,10:32:44,4,2700,815.5,1.74,13.3,9,10.8,0.2,10,50.1,1.63
,10:32:45,4,2700,816.5,1.74,13.3,9,10.8,0.199,10,50,1.63
,10:32:46,4,2700,817.5,1.74,13.3,9,10.8,0.194,10,50,1.63
,10:32:47,4,2700,818.5,1.74,13.3,9,10.8,0.194,10,50,1.63
,10:32:48,4,2700,819.5,1.74,13.3,9,10.8,0.194,10,50,1.63
,10:32:49,4,2700,820.5,1.74,13.3,9,10.8,0.193,10,50,1.62
,10:32:50,4,2700,821.5,1.73,13.3,9,10.8,0.193,10,50,1.62
,10:32:51,4,2700,822.5,1.72,13.3,9,10.8,0.192,10,50,1.61
,10:32:52,4,2700,823.5,1.72,13.3,9,10.7,0.197,10,50.1,1.61
,10:32:53,4,2700,824.5,1.72,13.3,9,10.7,0.191,10,50,1.61
,10:32:54,4,2700,825.5,1.72,13.3,9,10.7,0.191,10,50.1,1.61
,10:32:55,4,2700,826.5,1.71,13.3,9,10.7,0.191,10,50.1,1.61
,10:32:56,4,2700,827.5,1.71,13.3,9,10.7,0.19,10,50.1,1.6
,10:32:57,4,2700,828.5,1.7,13.3,9,10.7,0.185,10,50.1,1.6
,10:32:58,4,2700,829.5,1.7,13.3,9,10.7,0.189,10,50.1,1.59
,10:32:59,4,2700,830.5,1.69,13.3,9,10.7,0.189,10,50,1.59
,10:33:00,4,2700,831.5,1.69,13.3,9,10.7,0.183,10,50.1,1.58
,10:33:01,4,2700,832.5,1.69,13.3,9,10.6,0.184,10,50.1,1.59
,10:33:02,4,2700,833.5,1.7,13.3,9,10.6,0.179,10,50.1,1.59
,10:33:03,4,2700,834.5,1.7,13.3,9,10.6,0.18,10,50.1,1.6
,10:33:04,4,2700,835.5,1.7,13.3,9,10.6,0.179,10,50,1.59
,10:33:05,4,2700,836.5,1.69,13.3,10,10.6,0.174,10,50.1,1.58
,10:33:06,4,2700,837.5,1.68,13.3,9,10.6,0.177,10,50.1,1.57
,10:33:07,4,2700,838.5,1.66,13.3,9,10.6,0.18,10,50.1,1.55
,10:33:08,4,2700,839.5,1.65,13.3,9,10.6,0.178,10,50.1,1.54
,10:33:09,4,2700,840.5,1.64,13.3,9,10.6,0.183,10,50,1.54
,10:33:10,4,2700,841.5,1.64,13.3,9,10.6,0.183,10,50.1,1.54
,10:33:11,4,2700,842.5,1.65,13.3,8,10.6,0.194,10,50.1,1.54
,10:33:12,4,2700,843.5,1.65,13.3,9,10.6,0.184,10,50.1,1.55
,10:33:13,4,2700,844.5,1.66,13.3,9,10.5,0.184,10,50.1,1.55
,10:33:14,4,2700,845.5,1.65,13.3,9,10.5,0.184,10,50.1,1.55
,10:33:15,4,2700,846.5,1.65,13.3,9,10.5,0.189,10,50.1,1.55
,10:33:16,4,2700,847.5,1.65,13.3,9,10.5,0.189,10,50.1,1.55
,10:33:17,4,2700,848.5,1.65,13.3,9,10.5,0.189,10,50.1,1.55
,10:33:18,4,2700,849.5,1.65,13.3,9,10.5,0.184,10,50.1,1.55
,10:33:19,4,2700,850.5,1.65,13.3,9,10.5,0.189,10,50,1.55
,10:33:20,4,2700,851.5,1.66,13.3,9,10.5,0.184,10,50.1,1.55
,10:33:21,4,2700,852.5,1.66,13.3,9,10.5,0.191,10,50,1.56
,10:33:22,4,2700,853.5,1.67,13.3,9,10.5,0.186,10,50.1,1.56
,10:33:23,4,2700,854.5,1.67,13.3,9,10.4,0.186,10,50,1.56
,10:33:24,4,2700,855.5,1.67,13.3,9,10.4,0.186,10,50.1,1.56
,10:33:25,4,2700,856.5,1.66,13.3,9,10.4,0.185,10,50.1,1.55
,10:33:26,4,2700,857.5,1.66,13.3,9,10.4,0.179,10,50.1,1.55
,10:33:27,4,2700,858.5,1.65,13.3,9,10.4,0.179,10,50.1,1.54
,10:33:28,4,2700,859.5,1.65,13.3,9,10.4,0.173,10,50,1.54
,10:33:29,4,2700,860.5,1.64,13.3,9,10.4,0.178,10,50,1.54
,10:33:30,4,2700,861.5,1.63,13.3,9,10.4,0.182,10,50.1,1.53
,10:33:31,4,2700,862.5,1.63,13.3,9,10.4,0.182,10,50.1,1.53
,10:33:32,4,2700,863.5,1.63,13.3,9,10.4,0.182,10,50.1,1.53
,10:33:33,4,2700,864.5,1.63,13.3,9,10.4,0.182,10,50.1,1.53
,10:33:34,4,2700,865.5,1.63,13.3,9,10.4,0.182,10,50,1.53
,10:33:35,4,2700,866.5,1.63,13.3,9,10.4,0.182,10,50.1,1.53
,10:33:36,4,2700,867.5,1.63,13.3,9,10.4,0.182,10,50.1,1.53
,10:33:37,4,2700,868.5,1.62,13.3,9,10.4,0.181,10,50,1.52
,10:33:38,4,2700,869.5,1.62,13.3,9,10.4,0.176,10,50,1.52
,10:33:39,4,2700,870.5,1.62,13.3,9,10.4,0.171,10,50.1,1.52
,10:33:40,4,2700,871.5,1.63,13.3,9,10.4,0.171,10,50.1,1.52
,10:33:41,4,2700,872.5,1.63,13.3,9,10.4,0.171,10,50.1,1.52
,10:33:42,4,2700,873.5,1.62,13.3,9,10.4,0.171,10,50.1,1.52
,10:33:43,4,2700,874.5,1.61,13.3,9,10.3,0.179,10,50.1,1.5
,10:33:44,4,2700,875.5,1.6,13.3,9,10.3,0.183,10,50.1,1.49
,10:33:45,4,2700,876.5,1.59,13.3,9,10.3,0.182,10,50.1,1.49
,10:33:46,4,2700,877.5,1.6,13.3,9,10.3,0.178,10,50.1,1.5
,10:33:47,4,2700,878.5,1.6,13.3,9,10.3,0.179,10,50.1,1.5
,10:33:48,4,2700,879.5,1.61,13.3,9,10.3,0.185,10,50.1,1.51
,10:33:49,4,2700,880.5,1.62,13.3,9,10.3,0.186,10,50.1,1.52
,10:33:50,4,2700,881.5,1.62,13.3,9,10.3,0.181,10,50,1.52
,10:33:51,4,2700,882.5,1.62,13.3,9,10.3,0.181,10,50.1,1.52
,10:33:52,4,2700,883.5,1.62,13.3,9,10.3,0.18,10,50.1,1.52
,10:33:53,4,2700,884.5,1.62,13.3,9,10.3,0.175,10,50.1,1.51
,10:33:54,4,2700,885.5,1.61,13.3,9,10.3,0.175,10,50.1,1.51
,10:33:55,4,2700,886.5,1.61,13.3,9,10.3,0.174,10,50.1,1.5
,10:33:56,4,2700,887.5,1.6,13.3,9,10.3,0.169,10,50.1,1.5
,10:33:57,4,2700,888.5,1.6,13.3,9,10.3,0.169,10,50.1,1.5
,10:33:58,4,2700,889.5,1.59,13.3,9,10.3,0.168,10,50.1,1.49
,10:33:59,4,2700,890.5,1.58,13.3,9,10.3,0.172,10,50.1,1.48
,10:34:00,4,2700,891.5,1.57,13.3,9,10.3,0.175,10,50.1,1.47
,10:34:01,4,2700,892.5,1.57,13.3,9,10.3,0.18,10,50.1,1.47
,10:34:02,4,2700,893.5,1.57,13.3,9,10.3,0.18,10,50.1,1.48
,10:34:03,4,2700,894.5,1.59,13.3,9,10.3,0.177,10,50.1,1.49
,10:34:04,4,2700,895.5,1.59,13.3,9,10.3,0.177,10,50.1,1.49
,10:34:05,4,2700,896.5,1.59,13.3,9,10.3,0.177,10,50,1.49
,10:34:06,4,2700,897.5,1.58,13.3,9,10.3,0.182,10,50,1.48
,10:34:07,4,2700,898.5,1.59,13.3,9,10.3,0.177,10,50,1.48
,10:34:08,4,2700,899.5,1.59,13.3,9,10.3,0.177,10,50,1.49
,10:34:09,4,2700,900.5,1.6,13.3,9,10.3,0.178,10,50,1.5
,10:34:10,4,2700,901.5,1.6,13.3,9,10.3,0.178,10,50.1,1.5
,10:34:11,4,2700,902.5,1.61,13.3,9,10.3,0.179,10,50.1,1.5
,10:34:12,4,2700,903.5,1.61,13.3,9,10.3,0.174,10,50.1,1.5
,10:34:13,4,2700,904.5,1.61,13.3,9,10.3,0.174,10,50.1,1.5
,10:34:14,4,2700,905.5,1.6,13.3,9,10.3,0.169,10,50.1,1.5
,10:34:15,4,2700,906.5,1.6,13.3,9,10.3,0.169,10,50.1,1.5
,10:34:16,4,2700,907.5,1.59,13.3,9,10.3,0.172,10,50.1,1.49
,10:34:17,4,2700,908.5,1.58,13.3,9,10.3,0.176,10,50,1.48
,10:34:18,4,2700,909.5,1.57,13.3,9,10.3,0.18,10,50.1,1.47
,10:34:19,4,2700,910.5,1.57,13.3,9,10.3,0.18,10,50,1.47
,10:34:20,4,2700,911.5,1.58,13.3,9,10.3,0.182,10,50.1,1.48
,10:34:21,4,2700,912.5,1.6,13.3,9,10.3,0.183,10,50,1.49
,10:34:22,4,2700,913.5,1.6,13.3,9,10.3,0.183,10,50,1.5
,10:34:23,4,2700,914.5,1.6,13.3,9,10.3,0.178,10,50,1.5
,10:34:24,4,2700,915.5,1.6,13.3,9,10.3,0.174,10,49.7,1.5
,10:34:25,4,2700,916.5,1.6,13.3,9,10.3,0.174,10,49.7,1.5
,10:34:26,4,2700,917.5,1.6,13.3,9,10.3,0.174,10,49.9,1.5
,10:34:27,4,2700,918.5,1.6,13.3,9,10.3,0.169,10,50,1.49
,10:34:28,4,2700,919.5,1.59,13.3,9,10.3,0.172,10,50,1.49
,10:34:29,4,2700,920.5,1.59,13.3,9,10.3,0.177,10,50.1,1.48
,10:34:30,4,2700,921.5,1.58,13.3,9,10.3,0.182,10,50.1,1.48
,10:34:31,4,2700,922.5,1.58,13.3,9,10.3,0.181,10,50.1,1.48
,10:34:32,4,2700,923.5,1.58,13.3,9,10.3,0.176,10,50,1.48
,10:34:33,4,2700,924.5,1.58,13.3,9,10.3,0.176,10,50,1.48
,10:34:34,4,2700,925.5,1.58,13.3,9,10.3,0.176,10,50.1,1.48
,10:34:35,4,2700,926.5,1.58,13.3,9,10.3,0.181,10,50.1,1.48
,10:34:36,4,2700,927.5,1.58,13.3,9,10.3,0.181,10,50.1,1.48
,10:34:37,4,2700,928.5,1.58,13.3,9,10.3,0.176,10,50.1,1.48
,10:34:38,4,2700,929.5,1.59,13.3,9,10.4,0.167,10,50.1,1.49
,10:34:39,4,2700,930.5,1.59,13.3,10,10.4,0.163,10,50.1,1.48
,10:34:40,4,2700,931.5,1.58,13.3,10,10.4,0.162,10,50.1,1.48
,10:34:41,4,2700,932.5,1.58,13.3,9,10.4,0.166,10,50,1.48
,10:34:42,4,2700,933.5,1.57,13.3,9,10.4,0.17,10,50,1.47
,10:34:43,4,2700,934.5,1.56,13.3,9,10.4,0.174,10,50.1,1.46
,10:34:44,4,2700,935.5,1.55,13.3,9,10.4,0.178,10,50.1,1.45
,10:34:45,4,2700,936.5,1.54,13.3,9,10.4,0.177,10,50.1,1.45
,10:34:46,4,2700,937.5,1.55,13.3,9,10.4,0.178,10,50.1,1.45
,10:34:47,4,2700,938.5,1.57,13.3,9,10.4,0.18,10,50.1,1.47
,10:34:48,4,2700,939.5,1.57,13.3,9,10.4,0.18,10,50,1.48
,10:34:49,4,2700,940.5,1.58,13.3,9,10.4,0.176,10,50,1.48
,10:34:50,4,2700,941.5,1.58,13.3,9,10.4,0.176,10,50,1.48
,10:34:51,4,2700,942.5,1.58,13.3,9,10.4,0.176,10,50,1.48
,10:34:52,4,2700,943.5,1.58,13.3,9,10.4,0.176,10,50,1.48
,10:34:53,4,2700,944.5,1.57,13.3,9,10.4,0.175,10,50.1,1.47
,10:34:54,4,2700,945.5,1.56,13.3,9,10.4,0.174,10,50.1,1.46
,10:34:55,4,2700,946.5,1.55,13.3,9,10.4,0.173,10,50.1,1.46
,10:34:56,4,2700,947.5,1.56,13.3,9,10.4,0.174,10,50.1,1.46
,10:34:57,4,2700,948.5,1.56,13.3,9,10.4,0.174,10,50.1,1.46
,10:34:58,4,2700,949.5,1.56,13.3,9,10.5,0.174,10,50.1,1.46
,10:34:59,4,2700,950.5,1.56,13.3,9,10.5,0.169,10,50.1,1.46
,10:35:00,4,2700,951.5,1.56,13.3,9,10.5,0.164,10,50.1,1.46
,10:35:01,4,2700,952.5,1.56,13.3,10,10.5,0.16,10,50.1,1.46
,10:35:02,4,2700,953.5,1.56,13.3,10,10.5,0.16,10,50.1,1.46
,10:35:03,4,2700,954.5,1.56,13.3,9,10.5,0.164,10,50.1,1.46
,10:35:04,4,2700,955.5,1.55,13.3,9,10.5,0.168,10,50.1,1.45
,10:35:05,4,2700,956.5,1.55,13.3,9,10.5,0.172,10,50.1,1.45
,10:35:06,4,2700,957.5,1.54,13.3,9,10.5,0.177,10,50.1,1.44
,10:35:07,4,2700,958.5,1.54,13.3,9,10.5,0.176,10,50.1,1.44
,10:35:08,4,2700,959.5,1.54,13.3,9,10.5,0.177,10,50.1,1.45
,10:35:09,4,2700,960.5,1.56,13.3,9,10.5,0.179,10,50.1,1.46
,10:35:10,4,2700,961.5,1.57,13.3,9,10.5,0.18,10,50.1,1.47
,10:35:11,4,2700,962.5,1.57,13.3,9,10.5,0.174,10,50,1.47
,10:35:12,4,2700,963.5,1.56,13.3,9,10.5,0.174,10,50.1,1.46
,10:35:13,4,2700,964.5,1.56,13.3,9,10.5,0.174,10,50.1,1.46
,10:35:14,4,2700,965.5,1.56,13.3,9,10.6,0.174,10,50,1.46
,10:35:15,4,2700,966.5,1.55,13.3,9,10.6,0.173,10,50,1.46
,10:35:16,4,2700,967.5,1.55,13.3,9,10.6,0.173,10,50,1.46
,10:35:17,4,2700,968.5,1.55,13.3,9,10.6,0.173,10,48.5,1.46
,10:35:18,4,2700,969.5,1.55,13.3,9,10.6,0.173,10,45.7,1.45
,10:35:19,4,2700,970.5,1.55,13.3,9,10.6,0.173,10,47.4,1.45
,10:35:20,4,2700,971.5,1.55,13.3,9,10.6,0.173,10,48.4,1.45
,10:35:21,4,2700,972.5,1.55,13.3,9,10.6,0.173,10,49.5,1.45
,10:35:22,4,2700,973.5,1.55,13.3,9,10.6,0.173,10,49.9,1.46
,10:35:23,4,2700,974.5,1.55,13.3,9,10.6,0.173,10,47.2,1.45
,10:35:24,4,2700,975.5,1.55,13.3,9,10.6,0.168,10,27.7,1.45
,10:35:25,4,2700,976.5,1.55,13.3,9,10.6,0.164,10,34.6,1.46
,10:35:26,4,2700,977.5,1.56,13.3,9,10.6,0.164,10,47.5,1.46
,10:35:27,4,2700,978.5,1.55,13.3,9,10.7,0.164,10,49.5,1.46
,10:35:28,4,2700,979.5,1.55,13.3,9,10.7,0.168,10,49.9,1.45
,10:35:29,4,2700,980.5,1.54,13.3,9,10.7,0.172,10,50,1.44
,10:35:30,4,2700,981.5,1.54,13.3,9,10.7,0.172,10,50.1,1.44
,10:35:31,4,2700,982.5,1.54,13.3,9,10.7,0.172,10,50.1,1.44
,10:35:32,4,2700,983.5,1.54,13.3,9,10.7,0.172,10,50.1,1.45
,10:35:33,4,2700,984.5,1.55,13.3,9,10.7,0.173,10,50.1,1.45
,10:35:34,4,2700,985.5,1.56,13.3,9,10.7,0.174,10,50,1.46
,10:35:35,4,2700,986.5,1.57,13.3,9,10.7,0.174,10,49.5,1.47
,10:35:36,4,2700,987.5,1.57,13.3,9,10.7,0.175,10,36.3,1.47
,10:35:37,4,2700,988.5,1.57,13.3,9,10.8,0.175,10,34.1,1.47
,10:35:38,4,2700,989.5,1.57,13.3,9,10.8,0.175,10,36.2,1.47
,10:35:39,4,2700,990.5,1.56,13.3,9,10.8,0.169,10,23.9,1.46
,10:35:40,4,2700,991.5,1.55,13.3,9,10.8,0.164,10,19.6,1.45
,10:35:41,4,2700,992.5,1.54,13.3,9,10.8,0.163,10,15.7,1.44
,10:35:42,4,2700,993.5,1.53,13.3,9,10.8,0.166,10,11,1.43
,10:35:43,4,2700,994.5,1.52,13.3,9,10.8,0.17,10,9.5,1.42
,10:35:44,4,2700,995.5,1.52,13.3,9,10.8,0.174,10,13.1,1.42
,10:35:45,4,2700,996.5,1.52,13.3,9,10.8,0.174,10,17.8,1.42
,10:35:46,4,2700,997.5,1.53,13.3,9,10.8,0.175,10,18.4,1.43
,10:35:47,4,2700,998.5,1.53,13.3,9,10.9,0.171,10,22.1,1.44
,10:35:48,4,2700,999.5,1.53,13.3,9,10.9,0.171,10,21.8,1.43
,10:35:49,4,2700,1000.5,1.53,13.3,9,10.9,0.17,10,17.7,1.43
,10:35:50,4,2700,1001.5,1.53,13.3,9,10.9,0.17,10,15.6,1.43
,10:35:51,4,2700,1002.5,1.53,13.3,9,10.9,0.166,10,14.6,1.44
,10:35:52,4,2700,1003.5,1.53,13.3,9,10.9,0.162,10,14.2,1.44
,10:35:53,4,2700,1004.5,1.53,13.3,9,10.9,0.17,10,14.7,1.43
,10:35:54,4,2700,1005.5,1.52,13.3,9,10.9,0.17,10,16,1.42
,10:35:55,4,2700,1006.5,1.51,13.3,9,10.9,0.174,10,17.8,1.42
,10:35:56,4,2700,1007.5,1.52,13.3,9,11,0.174,10,19.7,1.42
,10:35:57,4,2700,1008.5,1.52,13.3,9,11,0.174,10,21.3,1.42
,10:35:58,4,2700,1009.5,1.53,13.3,9,11,0.17,10,23,1.43
,10:35:59,4,2700,1010.5,1.53,13.3,9,11,0.17,10,24.9,1.43
,10:36:00,4,2700,1011.5,1.53,13.3,9,11,0.171,10,27.1,1.43
,10:36:01,4,2700,1012.5,1.53,13.3,9,11,0.166,10,29.1,1.43
,10:36:02,4,2700,1013.5,1.53,13.3,9,11,0.166,10,31.2,1.44
,10:36:03,4,2700,1014.5,1.53,13.3,9,11,0.166,10,33,1.44
,10:36:04,4,2700,1015.5,1.53,13.3,9,11,0.166,10,34.3,1.44
,10:36:05,4,2700,1016.5,1.53,13.3,9,11.1,0.17,10,34.9,1.43
,10:36:06,4,2700,1017.5,1.53,13.3,9,11.1,0.175,10,35.9,1.43
,10:36:07,4,2700,1018.5,1.53,13.3,9,11.1,0.17,10,36.4,1.43
,10:36:08,4,2700,1019.5,1.54,13.3,9,11.1,0.172,10,36.5,1.44
,10:36:09,4,2700,1020.5,1.54,13.3,9,11.1,0.172,10,36.6,1.44
,10:36:10,4,2700,1021.5,1.54,13.3,9,11.1,0.172,10,36.9,1.44
