Data file,,PPS_ISO10_30DEG_001.TSV,,,,,,,,,,
,15:10:41,6,3590,971.6,0.59,13.3,7,29.1,0.085,10,50,0.57
,15:10:42,6,3590,972.6,0.59,13.3,7,29.1,0.089,10,50,0.57
,15:10:43,6,3590,973.6,0.59,13.3,7,29.1,0.088,10,50,0.56
,15:10:44,6,3590,974.6,0.59,13.3,7,29.2,0.085,10,50,0.56
,15:10:45,6,3590,975.6,0.59,13.3,7,29.2,0.089,10,50,0.57
,15:10:46,6,3590,976.6,0.59,13.3,7,29.2,0.089,10,50,0.57
,15:10:47,6,3590,977.6,0.59,13.3,7,29.2,0.085,10,50,0.56
,15:10:48,6,3590,978.6,0.58,13.3,7,29.3,0.084,10,50,0.56
,15:10:49,6,3590,979.6,0.58,13.3,7,29.3,0.083,10,50,0.56
,15:10:50,6,3590,980.6,0.58,13.3,7,29.3,0.087,10,50,0.56
,15:10:51,6,3590,981.6,0.58,13.3,7,29.3,0.087,10,50,0.56
,15:10:52,6,3590,982.6,0.58,13.3,7,29.4,0.087,10,50,0.56
,15:10:53,6,3590,983.6,0.58,13.3,7,29.3,0.084,10,50,0.56
,15:10:54,6,3590,984.6,0.58,13.3,7,29.4,0.087,10,50,0.56
,15:10:55,6,3590,985.6,0.58,13.3,7,29.4,0.087,10,50,0.56
,15:10:56,6,3590,986.6,0.59,13.3,7,29.4,0.088,10,50,0.56
,15:10:57,6,3590,987.6,0.59,13.3,7,29.4,0.089,10,50,0.57
,15:10:58,6,3590,988.6,0.59,13.3,7,29.4,0.089,10,50,0.57
,15:10:59,6,3590,989.6,0.58,13.3,7,29.5,0.087,10,50,0.56
,15:11:00,6,3590,990.6,0.58,13.3,7,29.5,0.087,10,50,0.56
,15:11:01,6,3590,991.6,0.58,13.3,7,29.5,0.087,10,50,0.56
,15:11:02,6,3590,992.6,0.58,13.3,7,29.5,0.084,10,50,0.56
,15:11:03,6,3590,993.6,0.59,13.3,7,29.6,0.085,10,50,0.56
,15:11:04,6,3590,994.6,0.59,13.3,7,29.6,0.085,10,50,0.57
,15:11:05,6,3590,995.6,0.59,13.3,7,29.6,0.083,10,50,0.57
,15:11:06,6,3590,996.6,0.6,13.3,7,29.6,0.08,10,50,0.57
,15:11:07,6,3590,997.6,0.6,13.3,7,29.6,0.081,10,50,0.58
,15:11:08,6,3590,998.6,0.6,13.3,7,29.7,0.087,10,50,0.58
,15:11:09,6,3590,999.6,0.6,13.3,7,29.7,0.089,10,50,0.57
,15:11:10,6,3590,1000.6,0.59,13.3,7,29.7,0.088,10,50,0.56
,15:11:11,6,3590,1001.6,0.59,13.3,7,29.8,0.088,10,50,0.56
,15:11:12,6,3590,1002.6,0.59,13.3,7,29.7,0.085,10,50,0.56
,15:11:13,6,3590,1003.6,0.59,13.3,7,29.7,0.085,10,50,0.57
,15:11:14,6,3590,1004.6,0.59,13.3,7,29.8,0.088,10,50,0.56
,15:11:15,6,3590,1005.6,0.59,13.3,7,29.8,0.088,10,50,0.56
,15:11:16,6,3590,1006.6,0.58,13.3,7,29.8,0.084,10,50,0.56
,15:11:17,6,3590,1007.6,0.59,13.3,7,29.9,0.079,10,50,0.56
,15:11:18,6,3590,1008.6,0.58,13.3,7,29.9,0.081,10,50,0.56
,15:11:19,6,3590,1009.6,0.58,13.3,7,29.9,0.087,10,50,0.56
,15:11:20,6,3590,1010.6,0.58,13.3,7,29.9,0.087,10,50,0.56
,15:11:21,6,3590,1011.6,0.58,13.3,7,29.9,0.087,10,50,0.56
,15:11:22,6,3590,1012.6,0.58,13.3,6,30,0.091,10,50,0.56
,15:11:23,6,3590,1013.6,0.58,13.3,6,30,0.091,10,50,0.56
,15:11:24,6,3590,1014.6,0.58,13.3,7,30,0.087,10,50,0.56
,15:11:25,6,3590,1015.6,0.59,13.3,7,30,0.089,10,50,0.57
,15:11:26,6,3590,1016.6,0.6,13.3,7,30.1,0.086,10,50,0.57
,15:11:27,6,3590,1017.6,0.6,13.3,7,30.1,0.083,10,50,0.57
,15:11:28,6,3590,1018.6,0.59,13.3,7,30.1,0.08,10,50,0.57
,15:11:29,6,3590,1019.6,0.59,13.3,7,30.1,0.081,10,50,0.56
,15:11:30,6,3590,1020.6,0.57,13.3,7,30.2,0.086,10,50,0.55
,15:11:31,6,3590,1021.6,0.57,13.3,7,30.2,0.086,10,50,0.55
,15:11:32,6,3590,1022.6,0.57,13.3,7,30.2,0.086,10,50,0.55
,15:11:33,6,3590,1023.6,0.58,13.3,7,30.2,0.087,10,50,0.56
,15:11:34,6,3590,1024.6,0.58,13.3,7,30.2,0.087,10,50,0.56
,15:11:35,6,3590,1025.6,0.59,13.3,7,30.2,0.088,10,50,0.56
,15:11:36,6,3590,1026.6,0.59,13.3,7,30.3,0.085,10,50,0.57
,15:11:37,6,3590,1027.6,0.59,13.3,7,30.3,0.083,10,50,0.57
,15:11:38,6,3590,1028.6,0.59,13.3,7,30.3,0.082,10,50,0.57
,15:11:39,6,3590,1029.6,0.59,13.3,7,30.3,0.083,10,50,0.57
,15:11:40,6,3590,1030.6,0.59,13.3,7,30.4,0.085,10,50,0.56
,15:11:41,6,3590,1031.6,0.57,13.3,7,30.4,0.086,10,50,0.55
,15:11:42,6,3590,1032.6,0.57,13.3,6,30.4,0.089,10,50,0.55
,15:11:43,6,3590,1033.6,0.58,13.3,6,30.4,0.09,10,50,0.56
,15:11:44,6,3590,1034.6,0.59,13.3,7,30.4,0.088,10,50,0.56
,15:11:45,6,3590,1035.6,0.59,13.3,7,30.5,0.088,10,50,0.56
,15:11:46,6,3590,1036.6,0.58,13.3,7,30.5,0.084,10,50,0.56
,15:11:47,6,3590,1037.6,0.58,13.3,7,30.5,0.081,10,50,0.56
,15:11:48,6,3590,1038.6,0.58,13.3,7,30.6,0.08,10,50,0.56
,15:11:49,6,3590,1039.6,0.58,13.3,7,30.6,0.084,10,50,0.56
,15:11:50,6,3590,1040.6,0.58,13.3,7,30.6,0.087,10,50,0.56
,15:11:51,6,3590,1041.6,0.58,13.3,6,30.6,0.09,10,50,0.56
,15:11:52,6,3590,1042.6,0.57,13.3,7,30.6,0.086,10,50,0.56
,15:11:53,6,3590,1043.6,0.58,13.3,7,30.6,0.087,10,50,0.56
,15:11:54,6,3590,1044.6,0.59,13.3,7,30.6,0.085,10,50,0.56
,15:11:55,6,3590,1045.6,0.59,13.3,7,30.6,0.085,10,50,0.56
,15:11:56,6,3590,1046.6,0.59,13.3,7,30.7,0.085,10,50,0.57
,15:11:57,6,3590,1047.6,0.59,13.3,7,30.7,0.082,10,50,0.56
,15:11:58,6,3590,1048.6,0.59,13.3,7,30.7,0.081,10,50,0.56
,15:11:59,6,3590,1049.6,0.58,13.3,7,30.8,0.078,10,50,0.56
,15:12:00,6,3590,1050.6,0.57,13.3,7,30.8,0.08,10,50,0.55
,15:12:01,6,3590,1051.6,0.57,13.3,7,30.8,0.082,10,50,0.55
,15:12:02,6,3590,1052.6,0.57,13.3,6,30.8,0.089,10,50,0.55
,15:12:03,6,3590,1053.6,0.57,13.3,6,30.8,0.089,10,50,0.55
,15:12:04,6,3590,1054.6,0.56,13.3,7,30.9,0.085,10,50,0.54
,15:12:05,6,3590,1055.6,0.57,13.3,7,30.9,0.085,10,50,0.55
,15:12:06,6,3590,1056.6,0.57,13.3,7,30.9,0.086,10,50,0.55
,15:12:07,6,3590,1057.6,0.57,13.3,7,30.9,0.086,10,50,0.55
,15:12:08,6,3590,1058.6,0.57,13.3,7,30.9,0.085,10,50,0.55
,15:12:09,6,3590,1059.6,0.57,13.3,7,31,0.085,10,50,0.55
,15:12:10,6,3590,1060.6,0.58,13.3,7,31,0.084,10,50,0.56
,15:12:11,6,3590,1061.6,0.59,13.3,7,31,0.085,10,50,0.56
,15:12:12,6,3590,1062.6,0.59,13.3,7,31,0.082,10,50,0.57
,15:12:13,6,3590,1063.6,0.59,13.3,7,31,0.082,10,50,0.57
,15:12:14,6,3590,1064.6,0.59,13.3,7,31,0.083,10,50,0.57
,15:12:15,6,3590,1065.6,0.59,13.3,7,31,0.086,10,50,0.57
,15:12:16,6,3590,1066.6,0.59,13.3,7,31.1,0.085,10,50,0.56
,15:12:17,6,3590,1067.6,0.58,13.3,7,31.1,0.087,10,50,0.56
,15:12:18,6,3590,1068.6,0.58,13.3,7,31.1,0.087,10,50,0.56
,15:12:19,6,3590,1069.6,0.59,13.3,7,31.1,0.088,10,50,0.56
,15:12:20,6,3590,1070.6,0.59,13.3,7,31.1,0.086,10,50,0.57
,15:12:21,6,3590,1071.6,0.6,13.3,7,31.2,0.086,10,50,0.57
,15:12:22,6,3590,1072.6,0.59,13.3,7,31.2,0.085,10,50,0.56
,15:12:23,6,3590,1073.6,0.58,13.3,7,31.2,0.083,10,50,0.56
,15:12:24,6,3590,1074.6,0.57,13.3,7,31.2,0.085,10,50,0.55
,15:12:25,6,3590,1075.6,0.57,13.3,7,31.2,0.085,10,50,0.55
,15:12:26,6,3590,1076.6,0.57,13.3,7,31.2,0.086,10,50,0.55
,15:12:27,6,3590,1077.6,0.58,13.3,7,31.3,0.084,10,50,0.56
,15:12:28,6,3590,1078.6,0.59,13.3,7,31.3,0.085,10,50,0.56
,15:12:29,6,3590,1079.6,0.59,13.3,7,31.3,0.085,10,50,0.56
,15:12:30,6,3590,1080.6,0.59,13.3,7,31.3,0.085,10,50,0.56
,15:12:31,6,3590,1081.6,0.58,13.3,7,31.3,0.081,10,50,0.56
,15:12:32,6,3590,1082.6,0.58,13.3,7,31.3,0.08,10,50,0.56
,15:12:33,6,3590,1083.6,0.57,13.3,7,31.3,0.086,10,50,0.55
,15:12:34,6,3590,1084.6,0.57,13.3,7,31.4,0.085,10,50,0.55
,15:12:35,6,3590,1085.6,0.57,13.3,7,31.4,0.086,10,50,0.55
,15:12:36,6,3590,1086.6,0.58,13.3,7,31.4,0.087,10,50,0.56
,15:12:37,6,3590,1087.6,0.59,13.3,7,31.4,0.085,10,50,0.57
,15:12:38,6,3590,1088.6,0.6,13.3,7,31.4,0.086,10,50,0.57
,15:12:39,6,3590,1089.6,0.6,13.3,7,31.4,0.086,10,50,0.57
,15:12:40,6,3590,1090.6,0.59,13.3,7,31.5,0.086,10,50,0.57
,15:12:41,6,3590,1091.6,0.59,13.3,7,31.5,0.088,10,50,0.56
,15:12:42,6,3590,1092.6,0.58,13.3,7,31.5,0.087,10,50,0.56
,15:12:43,6,3590,1093.6,0.58,13.3,7,31.5,0.087,10,50,0.56
,15:12:44,6,3590,1094.6,0.58,13.3,7,31.5,0.087,10,50,0.56
,15:12:45,6,3590,1095.6,0.58,13.3,7,31.5,0.087,10,50,0.56
,15:12:46,6,3590,1096.6,0.58,13.3,7,31.5,0.081,10,50,0.56
,15:12:47,6,3590,1097.6,0.59,13.3,7,31.5,0.082,10,50,0.56
,15:12:48,6,3590,1098.6,0.59,13.3,7,31.5,0.085,10,50,0.57
,15:12:49,6,3590,1099.6,0.59,13.3,7,31.5,0.089,10,50,0.57
,15:12:50,6,3590,1100.6,0.6,13.3,7,31.6,0.089,10,50,0.57
,15:12:51,6,3590,1101.6,0.6,13.3,7,31.6,0.086,10,50,0.57
,15:12:52,6,3590,1102.6,0.59,13.3,7,31.6,0.086,10,50,0.57
,15:12:53,6,3590,1103.6,0.59,13.3,7,31.6,0.081,10,50,0.56
,15:12:54,6,3590,1104.6,0.58,13.3,7,31.6,0.081,10,50,0.56
,15:12:55,6,3590,1105.6,0.58,13.3,7,31.6,0.084,10,50,0.56
,15:12:56,6,3590,1106.6,0.58,13.3,7,31.6,0.087,10,50,0.56
,15:12:57,6,3590,1107.6,0.58,13.3,7,31.6,0.087,10,50,0.56
,15:12:58,6,3590,1108.6,0.58,13.3,7,31.6,0.087,10,50,0.56
,15:12:59,6,3590,1109.6,0.59,13.3,7,31.7,0.089,10,50,0.57
,15:13:00,6,3590,1110.6,0.59,13.3,7,31.7,0.086,10,50,0.57
,15:13:01,6,3590,1111.6,0.59,13.3,7,31.7,0.083,10,50,0.57
,15:13:02,6,3590,1112.6,0.59,13.3,7,31.7,0.082,10,50,0.56
,15:13:03,6,3590,1113.6,0.58,13.3,7,31.7,0.084,10,50,0.56
,15:13:04,6,3590,1114.6,0.57,13.3,7,31.7,0.086,10,50,0.55
,15:13:05,6,3590,1115.6,0.57,13.3,7,31.7,0.086,10,50,0.55
,15:13:06,6,3590,1116.6,0.58,13.3,7,31.7,0.087,10,50,0.56
,15:13:07,6,3590,1117.6,0.58,13.3,7,31.7,0.084,10,50,0.56
,15:13:08,6,3590,1118.6,0.59,13.3,7,31.7,0.085,10,50,0.56
,15:13:09,6,3590,1119.6,0.59,13.3,7,31.7,0.085,10,50,0.56
,15:13:10,6,3590,1120.6,0.58,13.3,7,31.7,0.084,10,50,0.56
,15:13:11,6,3590,1121.6,0.57,13.3,7,31.7,0.083,10,50,0.55
,15:13:12,6,3590,1122.6,0.56,13.3,7,31.7,0.085,10,50,0.54
,15:13:13,6,3590,1123.6,0.57,13.3,7,31.7,0.085,10,50,0.55
,15:13:14,6,3590,1124.6,0.58,13.3,7,31.7,0.087,10,50,0.56
,15:13:15,6,3590,1125.6,0.59,13.3,7,31.7,0.086,10,50,0.57
,15:13:16,6,3590,1126.6,0.59,13.3,7,31.7,0.086,10,50,0.57
,15:13:17,6,3590,1127.6,0.58,13.3,7,31.7,0.087,10,50,0.56
,15:13:18,6,3590,1128.6,0.57,13.3,7,31.7,0.085,10,50,0.55
,15:13:19,6,3590,1129.6,0.57,13.3,6,31.7,0.089,10,50,0.55
,15:13:20,6,3590,1130.6,0.58,13.3,7,31.7,0.087,10,50,0.56
,15:13:21,6,3590,1131.6,0.59,13.3,7,31.8,0.085,10,50,0.56
,15:13:22,6,3590,1132.6,0.59,13.3,7,31.8,0.085,10,50,0.56
,15:13:23,6,3590,1133.6,0.59,13.3,7,31.8,0.085,10,50,0.56
,15:13:24,6,3590,1134.6,0.58,13.3,7,31.8,0.087,10,50,0.56
,15:13:25,6,3590,1135.6,0.58,13.3,7,31.8,0.087,10,50,0.56
,15:13:26,6,3590,1136.6,0.58,13.3,7,31.8,0.087,10,50,0.56
,15:13:27,6,3590,1137.6,0.57,13.3,7,31.8,0.086,10,50,0.55
,15:13:28,6,3590,1138.6,0.57,13.3,7,31.8,0.083,10,50,0.55
,15:13:29,6,3590,1139.6,0.58,13.3,7,31.8,0.084,10,50,0.56
,15:13:30,6,3590,1140.6,0.58,13.3,7,31.8,0.081,10,50,0.56
,15:13:31,6,3590,1141.6,0.59,13.3,7,31.8,0.082,10,50,0.56
,15:13:32,6,3590,1142.6,0.59,13.3,7,31.8,0.082,10,50,0.56
,15:13:33,6,3590,1143.6,0.59,13.3,7,31.8,0.082,10,50,0.56
,15:13:34,6,3590,1144.6,0.58,13.3,7,31.8,0.084,10,50,0.56
,15:13:35,6,3590,1145.6,0.58,13.3,6,31.8,0.09,10,50,0.56
,15:13:36,6,3590,1146.6,0.58,13.3,6,31.8,0.091,10,50,0.56
,15:13:37,6,3590,1147.6,0.59,13.3,7,31.8,0.088,10,50,0.56
,15:13:38,6,3590,1148.6,0.59,13.3,7,31.7,0.085,10,50,0.56
,15:13:39,6,3590,1149.6,0.58,13.3,7,31.7,0.087,10,50,0.56
,15:13:40,6,3590,1150.6,0.58,13.3,7,31.7,0.087,10,50,0.56
,15:13:41,6,3590,1151.6,0.58,13.3,7,31.7,0.087,10,50,0.56
,15:13:42,6,3590,1152.6,0.59,13.3,6,31.7,0.091,10,50,0.56
,15:13:43,6,3590,1153.6,0.59,13.3,7,31.7,0.089,10,50,0.57
,15:13:44,6,3590,1154.6,0.6,13.3,7,31.7,0.083,10,50,0.57
,15:13:45,6,3590,1155.6,0.6,13.3,7,31.7,0.083,10,50,0.57
,15:13:46,6,3590,1156.6,0.59,13.3,7,31.7,0.082,10,50,0.57
,15:13:47,6,3590,1157.6,0.59,13.3,7,31.7,0.085,10,50,0.56
,15:13:48,6,3590,1158.6,0.59,13.3,7,31.7,0.085,10,50,0.56
,15:13:49,6,3590,1159.6,0.58,13.3,7,31.7,0.087,10,50,0.56
,15:13:50,6,3590,1160.6,0.59,13.3,7,31.7,0.088,10,50,0.56
,15:13:51,6,3590,1161.6,0.59,13.3,7,31.7,0.085,10,50,0.57
,15:13:52,6,3590,1162.6,0.59,13.3,7,31.7,0.086,10,50,0.57
,15:13:53,6,3590,1163.6,0.59,13.3,7,31.7,0.083,10,50,0.57
,15:13:54,6,3590,1164.6,0.59,13.3,7,31.7,0.085,10,50,0.56
,15:13:55,6,3590,1165.6,0.58,13.3,7,31.7,0.087,10,50,0.56
,15:13:56,6,3590,1166.6,0.58,13.3,7,31.7,0.087,10,50,0.56
,15:13:57,6,3590,1167.6,0.58,13.3,7,31.7,0.087,10,50,0.56
,15:13:58,6,3590,1168.6,0.59,13.3,7,31.7,0.088,10,50,0.56
,15:13:59,6,3590,1169.6,0.59,13.3,7,31.7,0.085,10,50,0.56
,15:14:00,6,3590,1170.6,0.58,13.3,7,31.7,0.084,10,50,0.56
,15:14:01,6,3590,1171.6,0.58,13.3,7,31.7,0.084,10,50,0.56
,15:14:02,6,3590,1172.6,0.58,13.3,7,31.6,0.084,10,50,0.56
,15:14:03,6,3590,1173.6,0.58,13.3,7,31.6,0.084,10,50,0.56
,15:14:04,6,3590,1174.6,0.59,13.3,7,31.6,0.088,10,50,0.56
,15:14:05,6,3590,1175.6,0.59,13.3,7,31.6,0.085,10,50,0.56
,15:14:06,6,3590,1176.6,0.59,13.3,7,31.6,0.082,10,50,0.57
,15:14:07,6,3590,1177.6,0.59,13.3,7,31.6,0.079,10,50,0.57
,15:14:08,6,3590,1178.6,0.59,13.3,7,31.6,0.081,10,50,0.56
,15:14:09,6,3590,1179.6,0.57,13.3,7,31.6,0.083,10,50,0.55
,15:14:10,6,3590,1180.6,0.57,13.3,7,31.6,0.085,10,50,0.55
,15:14:11,6,3590,1181.6,0.57,13.3,6,31.6,0.089,10,50,0.55
,15:14:12,6,3590,1182.6,0.57,13.3,6,31.6,0.09,10,50,0.55
,15:14:13,6,3590,1183.6,0.58,13.3,7,31.6,0.087,10,50,0.56
,15:14:14,6,3590,1184.6,0.59,13.3,7,31.6,0.088,10,50,0.56
,15:14:15,6,3590,1185.6,0.59,13.3,7,31.6,0.088,10,50,0.56
,15:14:16,6,3590,1186.6,0.58,13.3,7,31.5,0.087,10,50,0.56
,15:14:17,6,3590,1187.6,0.58,13.3,7,31.5,0.087,10,50,0.56
,15:14:18,6,3590,1188.6,0.58,13.3,7,31.5,0.084,10,50,0.56
,15:14:19,6,3590,1189.6,0.58,13.3,7,31.5,0.081,10,50,0.56
,15:14:20,6,3590,1190.6,0.58,13.3,7,31.5,0.08,10,50,0.56
,15:14:21,6,3590,1191.6,0.57,13.3,7,31.5,0.083,10,50,0.55
,15:14:22,6,3590,1192.6,0.57,13.3,7,31.5,0.085,10,50,0.55
,15:14:23,6,3590,1193.6,0.56,13.3,6,31.5,0.088,10,50,0.54
,15:14:24,6,3590,1194.6,0.57,13.3,7,31.5,0.085,10,50,0.55
,15:14:25,6,3590,1195.6,0.57,13.3,7,31.5,0.086,10,50,0.55
,15:14:26,6,3590,1196.6,0.57,13.3,7,31.5,0.086,10,50,0.55
,15:14:27,6,3590,1197.6,0.57,13.3,7,31.5,0.083,10,50,0.55
,15:14:28,6,3590,1198.6,0.57,13.3,7,31.4,0.083,10,50,0.55
,15:14:29,6,3590,1199.6,0.57,13.3,7,31.4,0.083,10,50,0.56
,15:14:30,6,3590,1200.6,0.58,13.3,7,31.4,0.084,10,50,0.56
,15:14:31,6,3590,1201.6,0.59,13.3,7,31.4,0.082,10,50,0.56
,15:14:32,6,3590,1202.6,0.59,13.3,7,31.4,0.082,10,50,0.56
,15:14:33,6,3590,1203.6,0.59,13.3,7,31.4,0.085,10,50,0.56
,15:14:34,6,3590,1204.6,0.58,13.3,7,31.4,0.087,10,50,0.56
,15:14:35,6,3590,1205.6,0.57,13.3,7,31.4,0.086,10,50,0.55
,15:14:36,6,3590,1206.6,0.57,13.3,7,31.3,0.086,10,50,0.55
,15:14:37,6,3590,1207.6,0.58,13.3,7,31.3,0.084,10,50,0.56
,15:14:38,6,3590,1208.6,0.58,13.3,7,31.3,0.087,10,50,0.56
,15:14:39,6,3590,1209.6,0.58,13.3,7,31.3,0.087,10,50,0.56
,15:14:40,6,3590,1210.6,0.58,13.3,7,31.3,0.087,10,50,0.56
,15:14:41,6,3590,1211.6,0.58,13.3,7,31.3,0.084,10,50,0.56
,15:14:42,6,3590,1212.6,0.58,13.3,7,31.3,0.081,10,50,0.56
,15:14:43,6,3590,1213.6,0.58,13.3,7,31.3,0.08,10,50,0.56
,15:14:44,6,3590,1214.6,0.57,13.3,7,31.3,0.083,10,50,0.55
,15:14:45,6,3590,1215.6,0.57,13.3,7,31.3,0.085,10,50,0.55
,15:14:46,6,3590,1216.6,0.57,13.3,7,31.3,0.085,10,50,0.55
,15:14:47,6,3590,1217.6,0.58,13.3,7,31.2,0.083,10,50,0.56
,15:14:48,6,3590,1218.6,0.58,13.3,7,31.2,0.084,10,50,0.56
,15:14:49,6,3590,1219.6,0.59,13.3,7,31.2,0.081,10,50,0.56
,15:14:50,6,3590,1220.6,0.58,13.3,7,31.2,0.081,10,50,0.56
,15:14:51,6,3590,1221.6,0.57,13.3,7,31.2,0.083,10,50,0.55
,15:14:52,6,3590,1222.6,0.57,13.3,7,31.2,0.085,10,50,0.54
,15:14:53,6,3590,1223.6,0.56,13.3,7,31.1,0.084,10,50,0.54
,15:14:54,6,3590,1224.6,0.56,13.3,6,31.1,0.087,10,50,0.54
,15:14:55,6,3590,1225.6,0.57,13.3,6,31.1,0.089,10,50,0.55
,15:14:56,6,3590,1226.6,0.58,13.3,7,31.1,0.087,10,50,0.56
,15:14:57,6,3590,1227.6,0.58,13.3,7,31.1,0.084,10,50,0.56
,15:14:58,6,3590,1228.6,0.58,13.3,7,31.1,0.081,10,50,0.56
,15:14:59,6,3590,1229.6,0.58,13.3,7,31.1,0.081,10,50,0.56
,15:15:00,6,3590,1230.6,0.58,13.3,7,31,0.081,10,50,0.56
,15:15:01,6,3590,1231.6,0.58,13.3,7,31,0.087,10,50,0.56
,15:15:02,6,3590,1232.6,0.57,13.3,7,31,0.086,10,50,0.55
,15:15:03,6,3590,1233.6,0.57,13.3,7,31,0.085,10,50,0.55
,15:15:04,6,3590,1234.6,0.57,13.3,6,31,0.089,10,50,0.55
,15:15:05,6,3590,1235.6,0.57,13.3,6,31,0.09,10,50,0.55
,15:15:06,6,3590,1236.6,0.58,13.3,7,31,0.087,10,50,0.56
,15:15:07,6,3590,1237.6,0.58,13.3,7,31,0.087,10,50,0.56
,15:15:08,6,3590,1238.6,0.58,13.3,7,31,0.087,10,50,0.56
,15:15:09,6,3590,1239.6,0.58,13.3,7,30.9,0.087,10,50,0.56
,15:15:10,6,3590,1240.6,0.58,13.3,7,30.9,0.084,10,50,0.56
,15:15:11,6,3590,1241.6,0.59,13.3,7,30.9,0.081,10,50,0.56
,15:15:12,6,3590,1242.6,0.59,13.3,7,30.9,0.081,10,50,0.56
,15:15:13,6,3590,1243.6,0.58,13.3,7,30.9,0.081,10,50,0.56
,15:15:14,6,3590,1244.6,0.57,13.3,7,30.9,0.083,10,50,0.55
,15:15:15,6,3590,1245.6,0.57,13.3,6,30.8,0.089,10,50,0.55
,15:15:16,6,3590,1246.6,0.57,13.3,6,30.8,0.089,10,50,0.55
,15:15:17,6,3590,1247.6,0.57,13.3,7,30.8,0.085,10,50,0.55
,15:15:18,6,3590,1248.6,0.57,13.3,7,30.8,0.086,10,50,0.55
,15:15:19,6,3590,1249.6,0.57,13.3,7,30.8,0.086,10,50,0.55
,15:15:20,6,3590,1250.6,0.57,13.3,7,30.8,0.083,10,50,0.55
,15:15:21,6,3590,1251.6,0.57,13.3,7,30.7,0.08,10,50,0.55
,15:15:22,6,3590,1252.6,0.57,13.3,7,30.8,0.083,10,50,0.55
,15:15:23,6,3590,1253.6,0.57,13.3,7,30.7,0.085,10,50,0.55
,15:15:24,6,3590,1254.6,0.56,13.3,7,30.7,0.085,10,50,0.54
,15:15:25,6,3590,1255.6,0.57,13.3,6,30.7,0.089,10,50,0.55
,15:15:26,6,3590,1256.6,0.57,13.3,7,30.7,0.085,10,50,0.55
,15:15:27,6,3590,1257.6,0.58,13.3,7,30.7,0.087,10,50,0.56
,15:15:28,6,3590,1258.6,0.58,13.3,7,30.6,0.087,10,50,0.56
,15:15:29,6,3590,1259.6,0.58,13.3,7,30.6,0.084,10,50,0.56
,15:15:30,6,3590,1260.6,0.58,13.3,7,30.6,0.081,10,50,0.56
,15:15:31,6,3590,1261.6,0.58,13.3,7,30.6,0.078,10,50,0.56
,15:15:32,6,3590,1262.6,0.58,13.3,7,30.6,0.078,10,50,0.56
,15:15:33,6,3590,1263.6,0.57,13.3,7,30.6,0.08,10,50,0.55
,15:15:34,6,3590,1264.6,0.56,13.3,7,30.5,0.085,10,50,0.54
,15:15:35,6,3590,1265.6,0.56,13.3,6,30.5,0.087,10,50,0.54
,15:15:36,6,3590,1266.6,0.56,13.3,6,30.5,0.087,10,50,0.54
,15:15:37,6,3590,1267.6,0.57,13.3,6,30.5,0.089,10,50,0.55
,15:15:38,6,3590,1268.6,0.57,13.3,7,30.5,0.086,10,50,0.55
,15:15:39,6,3590,1269.6,0.58,13.3,7,30.4,0.087,10,50,0.56
,15:15:40,6,3590,1270.6,0.59,13.3,7,30.4,0.085,10,50,0.56
,15:15:41,6,3590,1271.6,0.59,13.3,7,30.4,0.088,10,50,0.56
,15:15:42,6,3590,1272.6,0.58,13.3,7,30.4,0.087,10,50,0.56
,15:15:43,6,3590,1273.6,0.58,13.3,7,30.4,0.081,10,50,0.56
,15:15:44,6,3590,1274.6,0.58,13.3,7,30.4,0.081,10,50,0.56
,15:15:45,6,3590,1275.6,0.59,13.3,7,30.4,0.085,10,50,0.56
,15:15:46,6,3590,1276.6,0.59,13.3,7,30.4,0.088,10,50,0.56
,15:15:47,6,3590,1277.6,0.58,13.3,7,30.3,0.084,10,50,0.56
,15:15:48,6,3590,1278.6,0.58,13.3,7,30.3,0.084,10,50,0.56
,15:15:49,6,3590,1279.6,0.58,13.3,7,30.3,0.084,10,50,0.56
,15:15:50,6,3590,1280.6,0.58,13.3,7,30.3,0.083,10,50,0.56
,15:15:51,6,3590,1281.6,0.58,13.3,7,30.3,0.081,10,50,0.56
,15:15:52,6,3590,1282.6,0.58,13.3,7,30.2,0.081,10,50,0.56
,15:15:53,6,3590,1283.6,0.58,13.3,7,30.2,0.081,10,50,0.56
,15:15:54,6,3590,1284.6,0.57,13.3,7,30.2,0.083,10,50,0.55
,15:15:55,6,3590,1285.6,0.57,13.3,7,30.2,0.085,10,50,0.55
,15:15:56,6,3590,1286.6,0.57,13.3,6,30.2,0.089,10,50,0.55
,15:15:57,6,3590,1287.6,0.58,13.3,7,30.1,0.087,10,50,0.56
,15:15:58,6,3590,1288.6,0.58,13.3,7,30.1,0.087,10,50,0.56
,15:15:59,6,3590,1289.6,0.58,13.3,7,30.1,0.081,10,50,0.56
,15:16:00,6,3590,1290.6,0.58,13.3,7,30.1,0.081,10,50,0.56
,15:16:01,6,3590,1291.6,0.59,13.3,7,30.1,0.085,10,50,0.56
,15:16:02,6,3590,1292.6,0.58,13.3,7,30.1,0.087,10,50,0.56
,15:16:03,6,3590,1293.6,0.57,13.3,7,30.1,0.083,10,50,0.55
,15:16:04,6,3590,1294.6,0.57,13.3,7,30,0.086,10,50,0.55
,15:16:05,6,3590,1295.6,0.57,13.3,6,30,0.09,10,50,0.55
,15:16:06,6,3590,1296.6,0.58,13.3,7,30,0.084,10,50,0.56
