Data file,,RA0.3_HEF_12C_003_45MINS.TSV,,,,,,,,,,
Configuration file,,TE77 CHILLER-ECKOLD.CFG,,,,,,,,,,
Calibration file,,TE77 CHILLER.CAL,,,,,,,,,,
Test control file,,DEARMANBENCHMARK_12DEG_45MINS.TSF,,,,,,,,,,
,,,,,,,,,,,,
User,,David Eckold,,,,,,,,,,
Date,,22/03/2016,,,,,,,,,,
Lubricant,,HEF,,,,,,,,,,
Specimens,,Al on PTFE,,,,,,,,,,
Temp,,12,,,,,,,,,,
Notes,,Grit 320,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Test started at 13:44:02 on 22/03/2016,,,,,,,,,,,,
,Time,This Step,Step Time,Test Time,Friction Force (N),Frequency (Hz),Load (N),Specimen Temperature (Chiller) (øC),Friction Coeff,Friction Range (N),Contact Pot (mV),Force Input (Volts)
,14:08:31,4,2700,1468.1,1.84,13.3,9,12.4,0.205,10,0.3,1.72
,14:08:32,4,2700,1469.1,1.83,13.3,9,12.4,0.204,10,0.3,1.71
,14:08:33,4,2700,1470.1,1.82,13.3,9,12.4,0.203,10,0.3,1.71
,14:08:34,4,2700,1471.1,1.81,13.3,9,12.4,0.208,10,0.3,1.7
,14:08:35,4,2700,1472.1,1.82,13.3,9,12.4,0.203,10,0.3,1.7
,14:08:36,4,2700,1473.1,1.83,13.3,9,12.4,0.204,10,0.3,1.71
,14:08:37,4,2700,1474.1,1.84,13.3,9,12.4,0.199,10,0.3,1.72
,14:08:38,4,2700,1475.1,1.83,13.3,9,12.3,0.198,10,0.3,1.71
,14:08:39,4,2700,1476.1,1.82,13.3,9,12.3,0.197,10,0.3,1.7
,14:08:40,4,2700,1477.1,1.82,13.3,9,12.3,0.203,10,0.3,1.71
,14:08:41,4,2700,1478.1,1.83,13.3,9,12.3,0.203,10,0.3,1.71
,14:08:42,4,2700,1479.1,1.82,13.3,9,12.3,0.203,10,0.3,1.71
,14:08:43,4,2700,1480.1,1.82,13.3,9,12.3,0.203,10,0.3,1.7
,14:08:44,4,2700,1481.1,1.82,13.3,9,12.2,0.202,10,0.3,1.7
,14:08:45,4,2700,1482.1,1.81,13.3,9,12.3,0.202,10,0.3,1.69
,14:08:46,4,2700,1483.1,1.8,13.3,9,12.2,0.201,10,0.3,1.69
,14:08:47,4,2700,1484.1,1.8,13.3,9,12.2,0.201,10,0.3,1.69
,14:08:48,4,2700,1485.1,1.8,13.3,9,12.2,0.2,10,0.3,1.68
,14:08:49,4,2700,1486.1,1.8,13.3,9,12.2,0.201,10,0.3,1.69
,14:08:50,4,2700,1487.1,1.8,13.3,9,12.2,0.201,10,0.3,1.69
,14:08:51,4,2700,1488.1,1.81,13.3,9,12.2,0.202,10,0.3,1.69
,14:08:52,4,2700,1489.1,1.81,13.3,9,12.2,0.196,10,0.3,1.7
,14:08:53,4,2700,1490.1,1.81,13.3,9,12.2,0.196,10,0.3,1.7
,14:08:54,4,2700,1491.1,1.82,13.3,9,12.1,0.191,10,0.3,1.7
,14:08:55,4,2700,1492.1,1.82,13.3,9,12.1,0.192,10,0.3,1.7
,14:08:56,4,2700,1493.1,1.82,13.3,9,12.1,0.191,10,0.3,1.7
,14:08:57,4,2700,1494.1,1.81,13.3,9,12.1,0.196,10,0.3,1.69
,14:08:58,4,2700,1495.1,1.8,13.3,9,12.1,0.201,10,0.3,1.68
,14:08:59,4,2700,1496.1,1.79,13.3,9,12.1,0.205,10,0.3,1.67
,14:09:00,4,2700,1497.1,1.78,13.3,9,12,0.205,10,0.3,1.67
,14:09:01,4,2700,1498.1,1.79,13.3,9,12,0.199,10,0.3,1.67
,14:09:02,4,2700,1499.1,1.79,13.3,9,12,0.205,10,0.3,1.68
,14:09:03,4,2700,1500.1,1.79,13.3,9,12,0.205,10,0.3,1.67
,14:09:04,4,2700,1501.1,1.79,13.3,9,12,0.205,10,0.3,1.67
,14:09:05,4,2700,1502.1,1.79,13.3,9,12,0.205,10,0.3,1.67
,14:09:06,4,2700,1503.1,1.79,13.3,9,12,0.2,10,0.3,1.68
,14:09:07,4,2700,1504.1,1.8,13.3,9,12,0.2,10,0.3,1.69
,14:09:08,4,2700,1505.1,1.81,13.3,9,12,0.201,10,0.3,1.69
,14:09:09,4,2700,1506.1,1.82,13.3,9,11.9,0.203,10,0.3,1.7
,14:09:10,4,2700,1507.1,1.83,13.3,9,11.9,0.203,10,0.3,1.71
,14:09:11,4,2700,1508.1,1.83,13.3,9,11.9,0.203,10,0.3,1.71
,14:09:12,4,2700,1509.1,1.82,13.3,9,11.9,0.203,10,0.3,1.7
,14:09:13,4,2700,1510.1,1.81,13.3,9,11.9,0.202,10,0.3,1.69
,14:09:14,4,2700,1511.1,1.8,13.3,9,11.9,0.201,10,0.3,1.69
,14:09:15,4,2700,1512.1,1.8,13.3,9,11.8,0.201,10,0.3,1.69
,14:09:16,4,2700,1513.1,1.81,13.3,9,11.8,0.207,10,0.3,1.69
,14:09:17,4,2700,1514.1,1.81,13.3,9,11.8,0.202,10,0.3,1.7
,14:09:18,4,2700,1515.1,1.83,13.3,9,11.8,0.203,10,0.3,1.71
,14:09:19,4,2700,1516.1,1.83,13.3,9,11.8,0.204,10,0.3,1.71
,14:09:20,4,2700,1517.1,1.83,13.3,9,11.8,0.204,10,0.3,1.72
,14:09:21,4,2700,1518.1,1.83,13.3,9,11.8,0.198,10,0.3,1.71
,14:09:22,4,2700,1519.1,1.84,13.3,9,11.7,0.199,10,0.3,1.72
,14:09:23,4,2700,1520.1,1.83,13.3,9,11.7,0.199,10,0.3,1.71
,14:09:24,4,2700,1521.1,1.83,13.3,9,11.7,0.198,10,0.3,1.71
,14:09:25,4,2700,1522.1,1.82,13.3,9,11.7,0.203,10,0.3,1.71
,14:09:26,4,2700,1523.1,1.83,13.3,9,11.7,0.204,10,0.3,1.71
,14:09:27,4,2700,1524.1,1.83,13.3,9,11.7,0.204,10,0.3,1.71
,14:09:28,4,2700,1525.1,1.83,13.3,9,11.7,0.203,10,0.3,1.71
,14:09:29,4,2700,1526.1,1.82,13.3,9,11.7,0.203,10,0.3,1.7
,14:09:30,4,2700,1527.1,1.82,13.3,9,11.7,0.202,10,0.3,1.7
,14:09:31,4,2700,1528.1,1.82,13.3,9,11.6,0.202,10,0.3,1.7
,14:09:32,4,2700,1529.1,1.81,13.3,9,11.6,0.202,10,0.3,1.7
,14:09:33,4,2700,1530.1,1.82,13.3,9,11.6,0.202,10,0.3,1.7
,14:09:34,4,2700,1531.1,1.82,13.3,9,11.6,0.197,10,0.3,1.7
,14:09:35,4,2700,1532.1,1.82,13.3,9,11.6,0.203,10,0.3,1.7
,14:09:36,4,2700,1533.1,1.82,13.3,9,11.6,0.203,10,0.3,1.71
,14:09:37,4,2700,1534.1,1.82,13.3,9,11.5,0.197,10,0.3,1.7
,14:09:38,4,2700,1535.1,1.82,13.3,9,11.5,0.192,10,0.3,1.7
,14:09:39,4,2700,1536.1,1.82,13.3,9,11.5,0.191,10,0.3,1.7
,14:09:40,4,2700,1537.1,1.82,13.3,9,11.5,0.191,10,0.3,1.7
,14:09:41,4,2700,1538.1,1.82,13.3,9,11.5,0.192,10,0.3,1.7
,14:09:42,4,2700,1539.1,1.81,13.3,9,11.5,0.196,10,0.3,1.7
,14:09:43,4,2700,1540.1,1.8,13.3,9,11.5,0.195,10,0.3,1.69
,14:09:44,4,2700,1541.1,1.79,13.3,9,11.5,0.2,10,0.3,1.68
,14:09:45,4,2700,1542.1,1.79,13.3,9,11.4,0.199,10,0.3,1.68
,14:09:46,4,2700,1543.1,1.79,13.3,9,11.4,0.199,10,0.3,1.67
,14:09:47,4,2700,1544.1,1.79,13.3,9,11.4,0.199,10,0.3,1.68
,14:09:48,4,2700,1545.1,1.79,13.3,9,11.4,0.199,10,0.3,1.68
,14:09:49,4,2700,1546.1,1.78,13.3,9,11.4,0.205,10,0.3,1.67
,14:09:50,4,2700,1547.1,1.78,13.3,9,11.4,0.205,10,0.3,1.67
,14:09:51,4,2700,1548.1,1.8,13.3,9,11.3,0.2,10,0.3,1.69
,14:09:52,4,2700,1549.1,1.82,13.3,9,11.3,0.202,10,0.3,1.7
,14:09:53,4,2700,1550.1,1.82,13.3,9,11.3,0.203,10,0.3,1.7
,14:09:54,4,2700,1551.1,1.81,13.3,9,11.3,0.202,10,0.3,1.7
,14:09:55,4,2700,1552.1,1.8,13.3,9,11.3,0.201,10,0.3,1.69
,14:09:56,4,2700,1553.1,1.8,13.3,9,11.3,0.207,10,0.3,1.69
,14:09:57,4,2700,1554.1,1.81,13.3,9,11.3,0.201,10,0.3,1.69
,14:09:58,4,2700,1555.1,1.81,13.3,9,11.2,0.202,10,0.3,1.69
,14:09:59,4,2700,1556.1,1.8,13.3,9,11.2,0.201,10,0.3,1.69
,14:10:00,4,2700,1557.1,1.79,13.3,9,11.2,0.2,10,0.3,1.68
,14:10:01,4,2700,1558.1,1.79,13.3,9,11.2,0.2,10,0.3,1.68
,14:10:02,4,2700,1559.1,1.79,13.3,9,11.2,0.2,10,0.3,1.68
,14:10:03,4,2700,1560.1,1.8,13.3,9,11.2,0.2,10,0.3,1.68
,14:10:04,4,2700,1561.1,1.79,13.3,9,11.2,0.2,10,0.3,1.68
,14:10:05,4,2700,1562.1,1.79,13.3,9,11.2,0.2,10,0.3,1.68
,14:10:06,4,2700,1563.1,1.79,13.3,9,11.2,0.194,10,0.3,1.68
,14:10:07,4,2700,1564.1,1.79,13.3,9,11.1,0.189,10,0.3,1.68
,14:10:08,4,2700,1565.1,1.79,13.3,9,11.1,0.189,10,0.5,1.68
,14:10:09,4,2700,1566.1,1.79,13.3,9,11.1,0.189,10,1,1.68
,14:10:10,4,2700,1567.1,1.79,13.3,9,11.1,0.189,10,0.7,1.68
,14:10:11,4,2700,1568.1,1.78,13.3,9,11.1,0.188,10,0.5,1.67
,14:10:12,4,2700,1569.1,1.78,13.3,9,11.1,0.193,10,0.4,1.66
,14:10:13,4,2700,1570.1,1.77,13.3,9,11,0.197,10,0.3,1.65
,14:10:14,4,2700,1571.1,1.76,13.3,9,11,0.196,10,0.3,1.64
,14:10:15,4,2700,1572.1,1.75,13.3,9,11,0.201,10,0.3,1.64
,14:10:16,4,2700,1573.1,1.76,13.3,9,11,0.201,10,0.3,1.65
,14:10:17,4,2700,1574.1,1.77,13.3,9,11,0.203,10,0.3,1.65
,14:10:18,4,2700,1575.1,1.77,13.3,9,11,0.203,10,0.3,1.66
,14:10:19,4,2700,1576.1,1.78,13.3,9,11,0.204,10,0.3,1.67
,14:10:20,4,2700,1577.1,1.79,13.3,9,10.9,0.2,10,0.3,1.68
,14:10:21,4,2700,1578.1,1.81,13.3,9,11,0.201,10,0.3,1.69
,14:10:22,4,2700,1579.1,1.82,13.3,9,10.9,0.202,10,0.3,1.7
,14:10:23,4,2700,1580.1,1.81,13.3,9,10.9,0.202,10,0.3,1.69
,14:10:24,4,2700,1581.1,1.8,13.3,9,10.9,0.201,10,0.3,1.69
,14:10:25,4,2700,1582.1,1.8,13.3,9,10.9,0.2,10,0.3,1.68
,14:10:26,4,2700,1583.1,1.79,13.3,9,10.9,0.2,10,0.3,1.68
,14:10:27,4,2700,1584.1,1.79,13.3,9,10.9,0.2,10,0.3,1.68
,14:10:28,4,2700,1585.1,1.79,13.3,9,10.9,0.2,10,0.3,1.68
,14:10:29,4,2700,1586.1,1.8,13.3,9,10.9,0.201,10,0.3,1.69
,14:10:30,4,2700,1587.1,1.81,13.3,9,10.8,0.202,10,0.3,1.7
,14:10:31,4,2700,1588.1,1.81,13.3,9,10.8,0.202,10,0.3,1.69
,14:10:32,4,2700,1589.1,1.8,13.3,9,10.8,0.207,10,0.3,1.69
,14:10:33,4,2700,1590.1,1.8,13.3,9,10.8,0.206,10,0.3,1.68
,14:10:34,4,2700,1591.1,1.8,13.3,9,10.8,0.201,10,0.3,1.69
,14:10:35,4,2700,1592.1,1.81,13.3,9,10.8,0.202,10,0.3,1.7
,14:10:36,4,2700,1593.1,1.82,13.3,9,10.8,0.203,10,0.3,1.71
,14:10:37,4,2700,1594.1,1.83,13.3,9,10.8,0.204,10,0.3,1.72
,14:10:38,4,2700,1595.1,1.84,13.3,9,10.7,0.2,10,0.3,1.73
,14:10:39,4,2700,1596.1,1.85,13.3,9,10.7,0.201,10,0.3,1.74
,14:10:40,4,2700,1597.1,1.85,13.3,9,10.7,0.201,10,0.3,1.74
,14:10:41,4,2700,1598.1,1.85,13.3,9,10.7,0.206,10,0.3,1.73
,14:10:42,4,2700,1599.1,1.84,13.3,9,10.7,0.199,10,0.3,1.72
,14:10:43,4,2700,1600.1,1.84,13.3,9,10.7,0.205,10,0.3,1.72
,14:10:44,4,2700,1601.1,1.83,13.3,9,10.7,0.204,10,0.3,1.72
,14:10:45,4,2700,1602.1,1.83,13.3,9,10.7,0.204,10,0.3,1.72
,14:10:46,4,2700,1603.1,1.83,13.3,9,10.7,0.204,10,0.3,1.71
,14:10:47,4,2700,1604.1,1.83,13.3,9,10.7,0.203,10,0.3,1.71
,14:10:48,4,2700,1605.1,1.82,13.3,9,10.7,0.203,10,0.3,1.7
,14:10:49,4,2700,1606.1,1.81,13.3,9,10.7,0.202,10,0.3,1.7
,14:10:50,4,2700,1607.1,1.81,13.3,9,10.7,0.202,10,0.3,1.7
,14:10:51,4,2700,1608.1,1.82,13.3,9,10.7,0.197,10,0.3,1.7
,14:10:52,4,2700,1609.1,1.83,13.3,9,10.6,0.193,10,0.3,1.71
,14:10:53,4,2700,1610.1,1.83,13.3,9,10.6,0.193,10,0.3,1.72
,14:10:54,4,2700,1611.1,1.83,13.3,9,10.6,0.193,10,0.3,1.71
,14:10:55,4,2700,1612.1,1.82,13.3,9,10.6,0.197,10,0.3,1.71
,14:10:56,4,2700,1613.1,1.82,13.3,9,10.6,0.202,10,0.3,1.7
,14:10:57,4,2700,1614.1,1.82,13.3,9,10.6,0.202,10,0.3,1.7
,14:10:58,4,2700,1615.1,1.82,13.3,9,10.6,0.203,10,0.3,1.7
,14:10:59,4,2700,1616.1,1.82,13.3,9,10.6,0.203,10,0.3,1.7
,14:11:00,4,2700,1617.1,1.82,13.3,9,10.6,0.202,10,0.3,1.7
,14:11:01,4,2700,1618.1,1.81,13.3,9,10.6,0.202,10,0.3,1.7
,14:11:02,4,2700,1619.1,1.81,13.3,9,10.6,0.202,10,0.3,1.7
,14:11:03,4,2700,1620.1,1.81,13.3,9,10.6,0.202,10,0.3,1.69
,14:11:04,4,2700,1621.1,1.8,13.3,9,10.6,0.201,10,0.3,1.69
,14:11:05,4,2700,1622.1,1.8,13.3,9,10.6,0.2,10,0.3,1.68
,14:11:06,4,2700,1623.1,1.8,13.3,9,10.6,0.2,10,0.3,1.68
,14:11:07,4,2700,1624.1,1.8,13.3,9,10.6,0.201,10,0.3,1.69
,14:11:08,4,2700,1625.1,1.81,13.3,9,10.6,0.201,10,0.3,1.69
,14:11:09,4,2700,1626.1,1.81,13.3,9,10.6,0.202,10,0.3,1.69
,14:11:10,4,2700,1627.1,1.81,13.3,9,10.5,0.202,10,0.3,1.69
,14:11:11,4,2700,1628.1,1.81,13.3,9,10.5,0.201,10,0.3,1.69
,14:11:12,4,2700,1629.1,1.81,13.3,9,10.5,0.201,10,0.3,1.69
,14:11:13,4,2700,1630.1,1.81,13.3,9,10.5,0.202,10,0.3,1.7
,14:11:14,4,2700,1631.1,1.82,13.3,9,10.5,0.203,10,0.3,1.71
,14:11:15,4,2700,1632.1,1.83,13.3,9,10.5,0.198,10,0.3,1.71
,14:11:16,4,2700,1633.1,1.83,13.3,9,10.5,0.198,10,0.3,1.71
,14:11:17,4,2700,1634.1,1.82,13.3,9,10.5,0.191,10,0.3,1.7
,14:11:18,4,2700,1635.1,1.81,13.3,9,10.5,0.191,10,0.3,1.69
,14:11:19,4,2700,1636.1,1.8,13.3,9,10.5,0.195,10,0.3,1.69
,14:11:20,4,2700,1637.1,1.8,13.3,9,10.5,0.201,10,0.3,1.69
,14:11:21,4,2700,1638.1,1.8,13.3,9,10.5,0.201,10,0.3,1.69
,14:11:22,4,2700,1639.1,1.8,13.3,9,10.5,0.201,10,0.3,1.69
,14:11:23,4,2700,1640.1,1.8,13.3,9,10.5,0.2,10,0.3,1.68
,14:11:24,4,2700,1641.1,1.79,13.3,9,10.5,0.2,10,0.3,1.68
,14:11:25,4,2700,1642.1,1.79,13.3,9,10.5,0.199,10,0.3,1.68
,14:11:26,4,2700,1643.1,1.79,13.3,9,10.5,0.2,10,0.3,1.68
,14:11:27,4,2700,1644.1,1.8,13.3,9,10.5,0.2,10,0.3,1.69
,14:11:28,4,2700,1645.1,1.81,13.3,9,10.5,0.207,10,0.3,1.69
,14:11:29,4,2700,1646.1,1.81,13.3,9,10.5,0.202,10,0.3,1.69
,14:11:30,4,2700,1647.1,1.81,13.3,9,10.5,0.201,10,0.3,1.69
,14:11:31,4,2700,1648.1,1.8,13.3,9,10.5,0.201,10,0.3,1.69
,14:11:32,4,2700,1649.1,1.8,13.3,9,10.5,0.201,10,0.3,1.69
,14:11:33,4,2700,1650.1,1.81,13.3,9,10.5,0.201,10,0.3,1.69
,14:11:34,4,2700,1651.1,1.8,13.3,9,10.5,0.201,10,0.3,1.69
,14:11:35,4,2700,1652.1,1.8,13.3,9,10.5,0.201,10,0.3,1.69
,14:11:36,4,2700,1653.1,1.8,13.3,9,10.5,0.2,10,0.3,1.68
,14:11:37,4,2700,1654.1,1.79,13.3,9,10.5,0.2,10,0.3,1.68
,14:11:38,4,2700,1655.1,1.8,13.3,9,10.5,0.201,10,0.3,1.69
,14:11:39,4,2700,1656.1,1.8,13.3,9,10.5,0.195,10,0.3,1.69
,14:11:40,4,2700,1657.1,1.81,13.3,9,10.5,0.196,10,0.3,1.69
,14:11:41,4,2700,1658.1,1.8,13.3,9,10.5,0.196,10,0.3,1.69
,14:11:42,4,2700,1659.1,1.79,13.3,9,10.5,0.194,10,0.3,1.68
,14:11:43,4,2700,1660.1,1.78,13.3,9,10.6,0.188,10,0.3,1.67
,14:11:44,4,2700,1661.1,1.77,13.3,9,10.6,0.192,10,0.3,1.66
,14:11:45,4,2700,1662.1,1.77,13.3,9,10.6,0.192,10,0.3,1.66
,14:11:46,4,2700,1663.1,1.77,13.3,9,10.6,0.198,10,0.3,1.66
,14:11:47,4,2700,1664.1,1.78,13.3,9,10.6,0.198,10,0.3,1.66
,14:11:48,4,2700,1665.1,1.78,13.3,9,10.6,0.198,10,0.3,1.67
,14:11:49,4,2700,1666.1,1.78,13.3,9,10.6,0.199,10,0.3,1.67
,14:11:50,4,2700,1667.1,1.78,13.3,9,10.6,0.198,10,0.3,1.67
,14:11:51,4,2700,1668.1,1.77,13.3,9,10.6,0.198,10,0.3,1.66
,14:11:52,4,2700,1669.1,1.77,13.3,9,10.6,0.197,10,0.3,1.66
,14:11:53,4,2700,1670.1,1.77,13.3,9,10.6,0.197,10,0.3,1.66
,14:11:54,4,2700,1671.1,1.77,13.3,9,10.6,0.198,10,0.3,1.66
,14:11:55,4,2700,1672.1,1.77,13.3,9,10.6,0.203,10,0.3,1.66
,14:11:56,4,2700,1673.1,1.78,13.3,9,10.6,0.198,10,0.3,1.67
,14:11:57,4,2700,1674.1,1.78,13.3,9,10.6,0.199,10,0.3,1.67
,14:11:58,4,2700,1675.1,1.79,13.3,9,10.6,0.199,10,0.3,1.68
,14:11:59,4,2700,1676.1,1.79,13.3,9,10.6,0.2,10,0.3,1.68
,14:12:00,4,2700,1677.1,1.79,13.3,9,10.7,0.2,10,0.3,1.68
,14:12:01,4,2700,1678.1,1.79,13.3,9,10.7,0.2,10,0.3,1.68
,14:12:02,4,2700,1679.1,1.79,13.3,9,10.7,0.2,10,0.3,1.68
,14:12:03,4,2700,1680.1,1.79,13.3,9,10.7,0.2,10,0.3,1.68
,14:12:04,4,2700,1681.1,1.78,13.3,9,10.7,0.199,10,0.3,1.67
,14:12:05,4,2700,1682.1,1.78,13.3,9,10.7,0.199,10,0.3,1.67
,14:12:06,4,2700,1683.1,1.78,13.3,9,10.7,0.193,10,0.3,1.67
,14:12:07,4,2700,1684.1,1.78,13.3,9,10.7,0.193,10,0.3,1.67
,14:12:08,4,2700,1685.1,1.77,13.3,9,10.7,0.187,10,0.3,1.66
,14:12:09,4,2700,1686.1,1.77,13.3,9,10.7,0.187,10,0.3,1.66
,14:12:10,4,2700,1687.1,1.78,13.3,9,10.7,0.188,10,0.3,1.67
,14:12:11,4,2700,1688.1,1.78,13.3,9,10.7,0.193,10,0.3,1.66
,14:12:12,4,2700,1689.1,1.77,13.3,9,10.7,0.191,10,0.3,1.65
,14:12:13,4,2700,1690.1,1.76,13.3,9,10.8,0.196,10,0.3,1.64
,14:12:14,4,2700,1691.1,1.75,13.3,9,10.8,0.201,10,0.3,1.64
,14:12:15,4,2700,1692.1,1.75,13.3,9,10.8,0.201,10,0.3,1.64
,14:12:16,4,2700,1693.1,1.75,13.3,9,10.8,0.201,10,0.3,1.64
,14:12:17,4,2700,1694.1,1.75,13.3,9,10.8,0.195,10,0.4,1.64
,14:12:18,4,2700,1695.1,1.75,13.3,9,10.8,0.201,10,0.4,1.64
,14:12:19,4,2700,1696.1,1.75,13.3,9,10.8,0.201,10,0.3,1.64
,14:12:20,4,2700,1697.1,1.76,13.3,9,10.8,0.201,10,0.3,1.64
,14:12:21,4,2700,1698.1,1.77,13.3,9,10.8,0.203,10,0.3,1.66
,14:12:22,4,2700,1699.1,1.78,13.3,9,10.8,0.199,10,0.3,1.67
,14:12:23,4,2700,1700.1,1.8,13.3,9,10.8,0.2,10,0.3,1.69
,14:12:24,4,2700,1701.1,1.8,13.3,9,10.9,0.201,10,0.3,1.69
,14:12:25,4,2700,1702.1,1.79,13.3,9,10.9,0.199,10,0.3,1.67
,14:12:26,4,2700,1703.1,1.78,13.3,9,10.9,0.198,10,0.3,1.66
,14:12:27,4,2700,1704.1,1.77,13.3,9,10.9,0.198,10,0.3,1.66
,14:12:28,4,2700,1705.1,1.78,13.3,9,10.9,0.199,10,0.3,1.67
,14:12:29,4,2700,1706.1,1.78,13.3,9,10.9,0.199,10,0.3,1.67
,14:12:30,4,2700,1707.1,1.78,13.3,9,10.9,0.199,10,0.3,1.67
,14:12:31,4,2700,1708.1,1.79,13.3,9,10.9,0.194,10,0.3,1.68
,14:12:32,4,2700,1709.1,1.8,13.3,9,11,0.201,10,0.3,1.69
,14:12:33,4,2700,1710.1,1.8,13.3,9,11,0.201,10,0.3,1.69
,14:12:34,4,2700,1711.1,1.79,13.3,9,11,0.199,10,0.3,1.68
,14:12:35,4,2700,1712.1,1.78,13.3,9,11,0.199,10,0.3,1.67
,14:12:36,4,2700,1713.1,1.78,13.3,9,11,0.198,10,0.3,1.67
,14:12:37,4,2700,1714.1,1.79,13.3,9,11,0.199,10,0.3,1.67
,14:12:38,4,2700,1715.1,1.8,13.3,9,11,0.2,10,0.3,1.68
,14:12:39,4,2700,1716.1,1.8,13.3,9,11,0.196,10,0.3,1.69
,14:12:40,4,2700,1717.1,1.81,13.3,9,11.1,0.196,10,0.3,1.7
,14:12:41,4,2700,1718.1,1.81,13.3,9,11.1,0.201,10,0.3,1.69
,14:12:42,4,2700,1719.1,1.8,13.3,9,11.1,0.195,10,0.4,1.69
,14:12:43,4,2700,1720.1,1.79,13.3,9,11.1,0.199,10,0.3,1.68
,14:12:44,4,2700,1721.1,1.79,13.3,9,11.1,0.199,10,0.3,1.68
,14:12:45,4,2700,1722.1,1.79,13.3,9,11.1,0.2,10,0.3,1.68
,14:12:46,4,2700,1723.1,1.8,13.3,9,11.1,0.2,10,0.3,1.68
,14:12:47,4,2700,1724.1,1.8,13.3,9,11.1,0.201,10,0.3,1.69
,14:12:48,4,2700,1725.1,1.79,13.3,9,11.2,0.2,10,0.3,1.68
,14:12:49,4,2700,1726.1,1.79,13.3,9,11.2,0.2,10,0.3,1.68
,14:12:50,4,2700,1727.1,1.79,13.3,9,11.2,0.2,10,0.3,1.68
,14:12:51,4,2700,1728.1,1.79,13.3,9,11.2,0.2,10,0.3,1.68
,14:12:52,4,2700,1729.1,1.79,13.3,9,11.2,0.2,10,0.4,1.68
,14:12:53,4,2700,1730.1,1.79,13.3,9,11.2,0.194,10,0.5,1.68
,14:12:54,4,2700,1731.1,1.79,13.3,9,11.2,0.194,10,0.4,1.68
,14:12:55,4,2700,1732.1,1.8,13.3,9,11.2,0.195,10,0.3,1.69
,14:12:56,4,2700,1733.1,1.8,13.3,9,11.2,0.196,10,0.3,1.69
,14:12:57,4,2700,1734.1,1.8,13.3,9,11.3,0.2,10,0.3,1.68
,14:12:58,4,2700,1735.1,1.78,13.3,9,11.3,0.199,10,0.3,1.67
,14:12:59,4,2700,1736.1,1.78,13.3,9,11.3,0.199,10,0.3,1.67
,14:13:00,4,2700,1737.1,1.79,13.3,9,11.3,0.2,10,0.3,1.68
,14:13:01,4,2700,1738.1,1.8,13.3,9,11.3,0.201,10,0.3,1.69
,14:13:02,4,2700,1739.1,1.82,13.3,9,11.3,0.197,10,0.3,1.7
,14:13:03,4,2700,1740.1,1.81,13.3,9,11.4,0.196,10,0.3,1.69
,14:13:04,4,2700,1741.1,1.8,13.3,9,11.4,0.195,10,0.5,1.69
,14:13:05,4,2700,1742.1,1.79,13.3,9,11.4,0.194,10,0.4,1.68
,14:13:06,4,2700,1743.1,1.78,13.3,9,11.4,0.193,10,0.3,1.67
,14:13:07,4,2700,1744.1,1.78,13.3,9,11.4,0.187,10,0.3,1.66
,14:13:08,4,2700,1745.1,1.77,13.3,9,11.5,0.186,10,0.3,1.65
,14:13:09,4,2700,1746.1,1.77,13.3,9,11.5,0.186,10,0.5,1.65
,14:13:10,4,2700,1747.1,1.77,13.3,9,11.5,0.186,10,0.4,1.65
,14:13:11,4,2700,1748.1,1.76,13.3,9,11.5,0.186,10,0.3,1.65
,14:13:12,4,2700,1749.1,1.75,13.3,9,11.5,0.19,10,0.3,1.64
,14:13:13,4,2700,1750.1,1.73,13.3,9,11.5,0.187,10,0.3,1.62
,14:13:14,4,2700,1751.1,1.72,13.3,9,11.5,0.186,10,0.3,1.61
,14:13:15,4,2700,1752.1,1.71,13.3,9,11.5,0.186,10,0.3,1.61
,14:13:16,4,2700,1753.1,1.71,13.3,9,11.6,0.191,10,0.3,1.61
,14:13:17,4,2700,1754.1,1.71,13.3,9,11.6,0.186,10,0.3,1.61
,14:13:18,4,2700,1755.1,1.71,13.3,9,11.6,0.186,10,0.4,1.61
,14:13:19,4,2700,1756.1,1.71,13.3,9,11.6,0.186,10,0.4,1.61
,14:13:20,4,2700,1757.1,1.71,13.3,9,11.6,0.186,10,0.3,1.61
,14:13:21,4,2700,1758.1,1.72,13.3,9,11.7,0.186,10,0.3,1.61
,14:13:22,4,2700,1759.1,1.72,13.3,9,11.7,0.186,10,0.3,1.61
,14:13:23,4,2700,1760.1,1.71,13.3,9,11.7,0.186,10,0.4,1.6
,14:13:24,4,2700,1761.1,1.69,13.3,9,11.7,0.189,10,0.3,1.58
,14:13:25,4,2700,1762.1,1.68,13.3,9,11.7,0.187,10,0.3,1.57
,14:13:26,4,2700,1763.1,1.67,13.3,9,11.8,0.191,10,0.4,1.56
,14:13:27,4,2700,1764.1,1.67,13.3,9,11.8,0.192,10,1,1.57
,14:13:28,4,2700,1765.1,1.68,13.3,9,11.8,0.193,10,0.8,1.58
,14:13:29,4,2700,1766.1,1.69,13.3,9,11.8,0.194,10,0.5,1.58
,14:13:30,4,2700,1767.1,1.7,13.3,9,11.8,0.195,10,0.4,1.59
,14:13:31,4,2700,1768.1,1.7,13.3,9,11.8,0.195,10,0.3,1.59
,14:13:32,4,2700,1769.1,1.7,13.3,9,11.9,0.195,10,0.3,1.6
