Data file,,RA0.3_HEF_12C_003_45MINS.TSV,,,,,,,,,,
Configuration file,,TE77 CHILLER-ECKOLD.CFG,,,,,,,,,,
Calibration file,,TE77 CHILLER.CAL,,,,,,,,,,
Test control file,,DEARMANBENCHMARK_12DEG_45MINS.TSF,,,,,,,,,,
,,,,,,,,,,,,
User,,David Eckold,,,,,,,,,,
Date,,22/03/2016,,,,,,,,,,
Lubricant,,HEF,,,,,,,,,,
Specimens,,Al on PTFE,,,,,,,,,,
Temp,,12,,,,,,,,,,
Notes,,Grit 320,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Test started at 13:44:02 on 22/03/2016,,,,,,,,,,,,
,Time,This Step,Step Time,Test Time,Friction Force (N),Frequency (Hz),Load (N),Specimen Temperature (Chiller) (øC),Friction Coeff,Friction Range (N),Contact Pot (mV),Force Input (Volts)
,14:18:36,4,2700,2073.1,1.71,13.3,9,11.9,0.185,10,0.3,1.6
,14:18:37,4,2700,2074.1,1.69,13.3,9,11.8,0.188,10,0.3,1.58
,14:18:38,4,2700,2075.1,1.69,13.3,9,11.8,0.193,10,0.3,1.58
,14:18:39,4,2700,2076.1,1.68,13.3,9,11.8,0.188,10,0.5,1.58
,14:18:40,4,2700,2077.1,1.69,13.3,9,11.8,0.184,10,0.4,1.59
,14:18:41,4,2700,2078.1,1.7,13.3,9,11.8,0.18,10,0.5,1.6
,14:18:42,4,2700,2079.1,1.71,13.3,9,11.8,0.185,10,0.6,1.6
,14:18:43,4,2700,2080.1,1.7,13.3,9,11.8,0.189,10,0.4,1.59
,14:18:44,4,2700,2081.1,1.69,13.3,9,11.8,0.194,10,0.8,1.58
,14:18:45,4,2700,2082.1,1.7,13.3,9,11.7,0.189,10,1.7,1.59
,14:18:46,4,2700,2083.1,1.71,13.3,9,11.7,0.185,10,1.1,1.6
,14:18:47,4,2700,2084.1,1.72,13.3,9,11.7,0.187,10,0.7,1.62
,14:18:48,4,2700,2085.1,1.72,13.3,9,11.7,0.187,10,0.7,1.62
,14:18:49,4,2700,2086.1,1.72,13.3,9,11.7,0.192,10,0.6,1.61
,14:18:50,4,2700,2087.1,1.71,13.3,9,11.7,0.197,10,1.1,1.61
,14:18:51,4,2700,2088.1,1.71,13.3,9,11.7,0.191,10,1.6,1.6
,14:18:52,4,2700,2089.1,1.71,13.3,9,11.6,0.19,10,1.6,1.6
,14:18:53,4,2700,2090.1,1.71,13.3,9,11.6,0.185,10,1.8,1.6
,14:18:54,4,2700,2091.1,1.7,13.3,9,11.6,0.19,10,1,1.6
,14:18:55,4,2700,2092.1,1.7,13.3,9,11.6,0.19,10,1,1.6
,14:18:56,4,2700,2093.1,1.7,13.3,9,11.6,0.195,10,1.7,1.59
,14:18:57,4,2700,2094.1,1.7,13.3,9,11.6,0.189,10,2,1.59
,14:18:58,4,2700,2095.1,1.7,13.3,9,11.5,0.184,10,1.4,1.59
,14:18:59,4,2700,2096.1,1.71,13.3,9,11.5,0.185,10,0.8,1.6
,14:19:00,4,2700,2097.1,1.71,13.3,9,11.6,0.185,10,0.7,1.6
,14:19:01,4,2700,2098.1,1.71,13.3,9,11.5,0.19,10,0.5,1.6
,14:19:02,4,2700,2099.1,1.7,13.3,9,11.5,0.19,10,0.4,1.6
,14:19:03,4,2700,2100.1,1.71,13.3,9,11.5,0.19,10,0.3,1.6
,14:19:04,4,2700,2101.1,1.7,13.3,9,11.5,0.19,10,0.3,1.6
,14:19:05,4,2700,2102.1,1.71,13.3,9,11.5,0.19,10,0.3,1.6
,14:19:06,4,2700,2103.1,1.71,13.3,9,11.5,0.185,10,0.3,1.6
,14:19:07,4,2700,2104.1,1.71,13.3,9,11.4,0.19,10,0.3,1.6
,14:19:08,4,2700,2105.1,1.7,13.3,9,11.4,0.19,10,0.3,1.59
,14:19:09,4,2700,2106.1,1.7,13.3,9,11.4,0.189,10,0.3,1.59
,14:19:10,4,2700,2107.1,1.7,13.3,9,11.4,0.189,10,0.3,1.59
,14:19:11,4,2700,2108.1,1.7,13.3,9,11.4,0.189,10,0.3,1.59
,14:19:12,4,2700,2109.1,1.7,13.3,9,11.4,0.19,10,0.3,1.59
,14:19:13,4,2700,2110.1,1.71,13.3,9,11.4,0.18,10,0.4,1.6
,14:19:14,4,2700,2111.1,1.71,13.3,9,11.3,0.181,10,0.4,1.61
,14:19:15,4,2700,2112.1,1.72,13.3,9,11.3,0.191,10,0.4,1.61
,14:19:16,4,2700,2113.1,1.72,13.3,9,11.3,0.192,10,0.3,1.61
,14:19:17,4,2700,2114.1,1.72,13.3,9,11.3,0.192,10,0.5,1.61
,14:19:18,4,2700,2115.1,1.72,13.3,9,11.3,0.191,10,0.5,1.61
,14:19:19,4,2700,2116.1,1.71,13.3,9,11.3,0.191,10,0.6,1.61
,14:19:20,4,2700,2117.1,1.71,13.3,9,11.3,0.19,10,0.6,1.6
,14:19:21,4,2700,2118.1,1.71,13.3,9,11.3,0.185,10,0.6,1.6
,14:19:22,4,2700,2119.1,1.71,13.3,9,11.2,0.185,10,0.4,1.6
,14:19:23,4,2700,2120.1,1.71,13.3,9,11.2,0.185,10,0.4,1.6
,14:19:24,4,2700,2121.1,1.71,13.3,9,11.2,0.191,10,0.3,1.6
,14:19:25,4,2700,2122.1,1.71,13.3,9,11.2,0.196,10,0.3,1.6
,14:19:26,4,2700,2123.1,1.71,13.3,9,11.2,0.196,10,0.6,1.6
,14:19:27,4,2700,2124.1,1.72,13.3,9,11.2,0.191,10,0.5,1.61
,14:19:28,4,2700,2125.1,1.72,13.3,9,11.1,0.186,10,0.3,1.61
,14:19:29,4,2700,2126.1,1.71,13.3,9,11.1,0.181,10,0.3,1.61
,14:19:30,4,2700,2127.1,1.71,13.3,9,11.1,0.185,10,0.3,1.6
,14:19:31,4,2700,2128.1,1.7,13.3,9,11.1,0.19,10,0.3,1.6
,14:19:32,4,2700,2129.1,1.7,13.3,9,11.1,0.19,10,0.3,1.59
,14:19:33,4,2700,2130.1,1.7,13.3,9,11.1,0.189,10,0.2,1.59
,14:19:34,4,2700,2131.1,1.7,13.3,9,11.1,0.189,10,0.3,1.59
,14:19:35,4,2700,2132.1,1.7,13.3,9,11.1,0.195,10,0.3,1.59
,14:19:36,4,2700,2133.1,1.7,13.3,9,11,0.189,10,0.3,1.59
,14:19:37,4,2700,2134.1,1.7,13.3,9,11,0.185,10,0.3,1.6
,14:19:38,4,2700,2135.1,1.72,13.3,9,11,0.186,10,0.4,1.61
,14:19:39,4,2700,2136.1,1.73,13.3,9,11,0.193,10,0.3,1.62
,14:19:40,4,2700,2137.1,1.74,13.3,9,11,0.2,10,0.3,1.63
,14:19:41,4,2700,2138.1,1.75,13.3,9,11,0.195,10,0.3,1.64
,14:19:42,4,2700,2139.1,1.75,13.3,9,11,0.195,10,0.3,1.64
,14:19:43,4,2700,2140.1,1.75,13.3,9,11,0.19,10,0.3,1.64
,14:19:44,4,2700,2141.1,1.74,13.3,9,11,0.189,10,0.3,1.63
,14:19:45,4,2700,2142.1,1.73,13.3,9,10.9,0.187,10,0.3,1.62
,14:19:46,4,2700,2143.1,1.71,13.3,9,10.9,0.191,10,0.3,1.61
,14:19:47,4,2700,2144.1,1.7,13.3,9,10.9,0.19,10,0.3,1.6
,14:19:48,4,2700,2145.1,1.7,13.3,9,10.9,0.189,10,0.3,1.59
,14:19:49,4,2700,2146.1,1.69,13.3,9,10.9,0.188,10,0.3,1.58
,14:19:50,4,2700,2147.1,1.68,13.3,9,10.9,0.188,10,0.3,1.58
,14:19:51,4,2700,2148.1,1.68,13.3,9,10.9,0.187,10,0.3,1.57
,14:19:52,4,2700,2149.1,1.68,13.3,9,10.9,0.182,10,0.3,1.57
,14:19:53,4,2700,2150.1,1.69,13.3,9,10.9,0.183,10,0.3,1.58
,14:19:54,4,2700,2151.1,1.69,13.3,9,10.8,0.184,10,0.3,1.59
,14:19:55,4,2700,2152.1,1.7,13.3,9,10.8,0.189,10,0.3,1.59
,14:19:56,4,2700,2153.1,1.69,13.3,9,10.8,0.188,10,0.3,1.58
,14:19:57,4,2700,2154.1,1.69,13.3,9,10.8,0.188,10,0.3,1.58
,14:19:58,4,2700,2155.1,1.69,13.3,9,10.8,0.193,10,0.3,1.58
,14:19:59,4,2700,2156.1,1.69,13.3,9,10.8,0.193,10,0.3,1.58
,14:20:00,4,2700,2157.1,1.69,13.3,9,10.8,0.188,10,0.3,1.58
,14:20:01,4,2700,2158.1,1.69,13.3,9,10.8,0.188,10,0.3,1.58
,14:20:02,4,2700,2159.1,1.7,13.3,9,10.8,0.184,10,0.3,1.59
,14:20:03,4,2700,2160.1,1.7,13.3,9,10.8,0.179,10,0.5,1.6
,14:20:04,4,2700,2161.1,1.71,13.3,9,10.7,0.185,10,0.4,1.6
,14:20:05,4,2700,2162.1,1.71,13.3,9,10.7,0.186,10,0.3,1.61
,14:20:06,4,2700,2163.1,1.72,13.3,9,10.7,0.192,10,0.3,1.61
,14:20:07,4,2700,2164.1,1.72,13.3,9,10.7,0.192,10,0.3,1.62
,14:20:08,4,2700,2165.1,1.72,13.3,9,10.7,0.192,10,0.3,1.62
,14:20:09,4,2700,2166.1,1.72,13.3,9,10.7,0.197,10,0.3,1.61
,14:20:10,4,2700,2167.1,1.72,13.3,9,10.7,0.191,10,0.3,1.61
,14:20:11,4,2700,2168.1,1.72,13.3,9,10.7,0.191,10,0.3,1.61
,14:20:12,4,2700,2169.1,1.72,13.3,9,10.7,0.186,10,0.3,1.61
,14:20:13,4,2700,2170.1,1.72,13.3,9,10.7,0.186,10,0.3,1.61
,14:20:14,4,2700,2171.1,1.72,13.3,9,10.7,0.186,10,0.3,1.61
,14:20:15,4,2700,2172.1,1.72,13.3,9,10.6,0.186,10,0.3,1.61
,14:20:16,4,2700,2173.1,1.72,13.3,9,10.7,0.191,10,0.3,1.61
,14:20:17,4,2700,2174.1,1.71,13.3,9,10.7,0.191,10,0.3,1.6
,14:20:18,4,2700,2175.1,1.71,13.3,9,10.6,0.191,10,0.3,1.61
,14:20:19,4,2700,2176.1,1.71,13.3,9,10.6,0.191,10,0.3,1.61
,14:20:20,4,2700,2177.1,1.72,13.3,9,10.6,0.191,10,0.3,1.61
,14:20:21,4,2700,2178.1,1.72,13.3,9,10.6,0.191,10,0.3,1.61
,14:20:22,4,2700,2179.1,1.72,13.3,9,10.6,0.191,10,0.3,1.61
,14:20:23,4,2700,2180.1,1.72,13.3,9,10.6,0.191,10,0.3,1.61
,14:20:24,4,2700,2181.1,1.71,13.3,9,10.6,0.197,10,0.3,1.61
,14:20:25,4,2700,2182.1,1.72,13.3,9,10.6,0.191,10,0.3,1.61
,14:20:26,4,2700,2183.1,1.72,13.3,9,10.6,0.192,10,0.3,1.61
,14:20:27,4,2700,2184.1,1.72,13.3,9,10.6,0.187,10,0.3,1.61
,14:20:28,4,2700,2185.1,1.72,13.3,9,10.6,0.181,10,0.3,1.61
,14:20:29,4,2700,2186.1,1.71,13.3,9,10.6,0.18,10,0.3,1.6
,14:20:30,4,2700,2187.1,1.71,13.3,9,10.6,0.185,10,0.3,1.6
,14:20:31,4,2700,2188.1,1.72,13.3,9,10.6,0.186,10,0.3,1.61
,14:20:32,4,2700,2189.1,1.72,13.3,9,10.6,0.192,10,0.3,1.62
,14:20:33,4,2700,2190.1,1.73,13.3,9,10.6,0.193,10,0.3,1.62
,14:20:34,4,2700,2191.1,1.73,13.3,9,10.6,0.193,10,0.3,1.62
,14:20:35,4,2700,2192.1,1.73,13.3,9,10.6,0.192,10,0.3,1.62
,14:20:36,4,2700,2193.1,1.73,13.3,9,10.6,0.193,10,0.3,1.62
,14:20:37,4,2700,2194.1,1.73,13.3,9,10.6,0.192,10,0.3,1.62
,14:20:38,4,2700,2195.1,1.72,13.3,9,10.6,0.192,10,0.3,1.61
,14:20:39,4,2700,2196.1,1.72,13.3,9,10.5,0.191,10,0.3,1.61
,14:20:40,4,2700,2197.1,1.72,13.3,9,10.5,0.197,10,0.3,1.61
,14:20:41,4,2700,2198.1,1.73,13.3,9,10.5,0.192,10,0.3,1.62
,14:20:42,4,2700,2199.1,1.73,13.3,9,10.5,0.193,10,0.3,1.62
,14:20:43,4,2700,2200.1,1.74,13.3,9,10.5,0.193,10,0.3,1.62
,14:20:44,4,2700,2201.1,1.73,13.3,9,10.5,0.188,10,0.3,1.62
,14:20:45,4,2700,2202.1,1.74,13.3,9,10.5,0.188,10,0.3,1.62
,14:20:46,4,2700,2203.1,1.74,13.3,9,10.5,0.183,10,0.3,1.62
,14:20:47,4,2700,2204.1,1.74,13.3,9,10.5,0.188,10,0.3,1.62
,14:20:48,4,2700,2205.1,1.74,13.3,9,10.5,0.193,10,0.3,1.62
,14:20:49,4,2700,2206.1,1.73,13.3,9,10.5,0.193,10,0.3,1.62
,14:20:50,4,2700,2207.1,1.73,13.3,9,10.5,0.199,10,0.3,1.62
,14:20:51,4,2700,2208.1,1.73,13.3,9,10.5,0.198,10,0.3,1.62
,14:20:52,4,2700,2209.1,1.72,13.3,9,10.5,0.192,10,0.3,1.61
,14:20:53,4,2700,2210.1,1.72,13.3,9,10.5,0.192,10,0.3,1.61
,14:20:54,4,2700,2211.1,1.71,13.3,9,10.5,0.191,10,0.3,1.61
,14:20:55,4,2700,2212.1,1.71,13.3,9,10.5,0.191,10,0.3,1.61
,14:20:56,4,2700,2213.1,1.71,13.3,9,10.5,0.191,10,0.3,1.6
,14:20:57,4,2700,2214.1,1.71,13.3,9,10.5,0.191,10,0.3,1.61
,14:20:58,4,2700,2215.1,1.72,13.3,9,10.6,0.197,10,0.3,1.61
,14:20:59,4,2700,2216.1,1.74,13.3,9,10.6,0.199,10,0.3,1.63
,14:21:00,4,2700,2217.1,1.75,13.3,9,10.6,0.195,10,0.3,1.64
,14:21:01,4,2700,2218.1,1.75,13.3,9,10.6,0.195,10,0.3,1.64
,14:21:02,4,2700,2219.1,1.75,13.3,9,10.6,0.189,10,0.3,1.64
,14:21:03,4,2700,2220.1,1.74,13.3,9,10.6,0.188,10,0.3,1.63
,14:21:04,4,2700,2221.1,1.73,13.3,9,10.6,0.187,10,0.3,1.62
,14:21:05,4,2700,2222.1,1.72,13.3,9,10.6,0.181,10,0.3,1.61
,14:21:06,4,2700,2223.1,1.72,13.3,9,10.6,0.181,10,0.3,1.61
,14:21:07,4,2700,2224.1,1.72,13.3,9,10.6,0.187,10,0.3,1.61
,14:21:08,4,2700,2225.1,1.73,13.3,9,10.6,0.187,10,0.3,1.62
,14:21:09,4,2700,2226.1,1.73,13.3,9,10.6,0.193,10,0.3,1.62
,14:21:10,4,2700,2227.1,1.73,13.3,9,10.6,0.193,10,0.3,1.62
,14:21:11,4,2700,2228.1,1.74,13.3,9,10.6,0.193,10,0.3,1.62
,14:21:12,4,2700,2229.1,1.73,13.3,9,10.6,0.193,10,0.3,1.62
,14:21:13,4,2700,2230.1,1.73,13.3,9,10.6,0.192,10,0.3,1.62
,14:21:14,4,2700,2231.1,1.72,13.3,9,10.6,0.192,10,0.3,1.61
,14:21:15,4,2700,2232.1,1.72,13.3,9,10.6,0.191,10,0.3,1.61
,14:21:16,4,2700,2233.1,1.71,13.3,9,10.6,0.191,10,0.3,1.61
,14:21:17,4,2700,2234.1,1.71,13.3,9,10.6,0.19,10,0.3,1.6
,14:21:18,4,2700,2235.1,1.71,13.3,9,10.6,0.19,10,0.3,1.6
,14:21:19,4,2700,2236.1,1.71,13.3,9,10.6,0.19,10,0.3,1.6
,14:21:20,4,2700,2237.1,1.7,13.3,9,10.6,0.19,10,0.3,1.6
,14:21:21,4,2700,2238.1,1.7,13.3,9,10.7,0.189,10,0.3,1.59
,14:21:22,4,2700,2239.1,1.69,13.3,9,10.7,0.189,10,0.3,1.58
,14:21:23,4,2700,2240.1,1.69,13.3,9,10.7,0.193,10,0.3,1.58
,14:21:24,4,2700,2241.1,1.69,13.3,9,10.7,0.193,10,0.3,1.58
,14:21:25,4,2700,2242.1,1.69,13.3,9,10.7,0.189,10,0.3,1.59
,14:21:26,4,2700,2243.1,1.7,13.3,9,10.7,0.19,10,0.3,1.6
,14:21:27,4,2700,2244.1,1.71,13.3,9,10.7,0.19,10,0.3,1.6
,14:21:28,4,2700,2245.1,1.7,13.3,9,10.7,0.19,10,0.3,1.6
,14:21:29,4,2700,2246.1,1.7,13.3,9,10.7,0.184,10,0.3,1.59
,14:21:30,4,2700,2247.1,1.7,13.3,9,10.7,0.179,10,0.3,1.59
,14:21:31,4,2700,2248.1,1.7,13.3,9,10.7,0.18,10,0.3,1.6
,14:21:32,4,2700,2249.1,1.7,13.3,9,10.7,0.185,10,0.3,1.6
,14:21:33,4,2700,2250.1,1.7,13.3,9,10.7,0.19,10,0.3,1.59
,14:21:34,4,2700,2251.1,1.7,13.3,9,10.8,0.189,10,0.3,1.59
,14:21:35,4,2700,2252.1,1.7,13.3,9,10.8,0.19,10,0.3,1.59
,14:21:36,4,2700,2253.1,1.7,13.3,9,10.8,0.19,10,0.3,1.59
,14:21:37,4,2700,2254.1,1.7,13.3,9,10.8,0.195,10,0.3,1.6
,14:21:38,4,2700,2255.1,1.71,13.3,9,10.8,0.197,10,0.3,1.61
,14:21:39,4,2700,2256.1,1.73,13.3,9,10.8,0.192,10,0.3,1.62
,14:21:40,4,2700,2257.1,1.74,13.3,9,10.8,0.193,10,0.3,1.62
,14:21:41,4,2700,2258.1,1.73,13.3,9,10.8,0.192,10,0.3,1.62
,14:21:42,4,2700,2259.1,1.72,13.3,9,10.8,0.192,10,0.3,1.61
,14:21:43,4,2700,2260.1,1.72,13.3,9,10.8,0.191,10,0.3,1.61
,14:21:44,4,2700,2261.1,1.71,13.3,9,10.9,0.191,10,0.3,1.61
,14:21:45,4,2700,2262.1,1.71,13.3,9,10.9,0.196,10,0.3,1.6
,14:21:46,4,2700,2263.1,1.71,13.3,9,10.9,0.196,10,0.3,1.6
,14:21:47,4,2700,2264.1,1.71,13.3,9,10.9,0.196,10,0.3,1.6
,14:21:48,4,2700,2265.1,1.71,13.3,9,10.9,0.191,10,0.3,1.61
,14:21:49,4,2700,2266.1,1.72,13.3,9,10.9,0.192,10,0.3,1.61
,14:21:50,4,2700,2267.1,1.73,13.3,9,10.9,0.192,10,0.3,1.62
,14:21:51,4,2700,2268.1,1.74,13.3,9,10.9,0.188,10,0.3,1.63
,14:21:52,4,2700,2269.1,1.74,13.3,9,10.9,0.183,10,0.3,1.63
,14:21:53,4,2700,2270.1,1.74,13.3,9,10.9,0.183,10,0.3,1.63
,14:21:54,4,2700,2271.1,1.73,13.3,9,10.9,0.182,10,0.3,1.62
,14:21:55,4,2700,2272.1,1.72,13.3,9,11,0.186,10,0.3,1.61
,14:21:56,4,2700,2273.1,1.71,13.3,9,11,0.191,10,0.3,1.61
,14:21:57,4,2700,2274.1,1.71,13.3,9,11,0.191,10,0.3,1.61
,14:21:58,4,2700,2275.1,1.71,13.3,9,11,0.191,10,0.3,1.61
,14:21:59,4,2700,2276.1,1.71,13.3,9,11,0.191,10,0.3,1.6
,14:22:00,4,2700,2277.1,1.71,13.3,9,11,0.191,10,0.3,1.6
,14:22:01,4,2700,2278.1,1.71,13.3,9,11,0.191,10,0.3,1.6
,14:22:02,4,2700,2279.1,1.72,13.3,9,11.1,0.197,10,0.3,1.61
,14:22:03,4,2700,2280.1,1.72,13.3,9,11.1,0.192,10,0.3,1.61
,14:22:04,4,2700,2281.1,1.73,13.3,9,11.1,0.192,10,0.3,1.62
,14:22:05,4,2700,2282.1,1.73,13.3,9,11.1,0.193,10,0.3,1.62
,14:22:06,4,2700,2283.1,1.73,13.3,9,11.1,0.193,10,0.3,1.62
,14:22:07,4,2700,2284.1,1.74,13.3,9,11.1,0.193,10,0.3,1.62
,14:22:08,4,2700,2285.1,1.74,13.3,9,11.1,0.188,10,0.3,1.62
,14:22:09,4,2700,2286.1,1.73,13.3,9,11.2,0.182,10,0.3,1.62
,14:22:10,4,2700,2287.1,1.72,13.3,9,11.2,0.182,10,0.3,1.61
,14:22:11,4,2700,2288.1,1.72,13.3,9,11.2,0.181,10,0.3,1.61
,14:22:12,4,2700,2289.1,1.71,13.3,9,11.2,0.186,10,0.3,1.61
,14:22:13,4,2700,2290.1,1.71,13.3,9,11.2,0.191,10,0.3,1.61
,14:22:14,4,2700,2291.1,1.71,13.3,9,11.2,0.191,10,0.3,1.61
,14:22:15,4,2700,2292.1,1.71,13.3,9,11.2,0.196,10,0.3,1.6
,14:22:16,4,2700,2293.1,1.71,13.3,9,11.2,0.196,10,0.3,1.6
,14:22:17,4,2700,2294.1,1.7,13.3,9,11.2,0.19,10,0.3,1.59
,14:22:18,4,2700,2295.1,1.7,13.3,9,11.2,0.19,10,0.3,1.59
,14:22:19,4,2700,2296.1,1.7,13.3,9,11.3,0.19,10,0.3,1.6
,14:22:20,4,2700,2297.1,1.7,13.3,9,11.3,0.195,10,0.3,1.6
,14:22:21,4,2700,2298.1,1.71,13.3,9,11.3,0.19,10,0.3,1.6
,14:22:22,4,2700,2299.1,1.72,13.3,9,11.3,0.191,10,0.3,1.61
,14:22:23,4,2700,2300.1,1.72,13.3,9,11.3,0.192,10,0.3,1.62
,14:22:24,4,2700,2301.1,1.72,13.3,9,11.3,0.192,10,0.3,1.62
,14:22:25,4,2700,2302.1,1.72,13.3,9,11.4,0.192,10,0.3,1.62
,14:22:26,4,2700,2303.1,1.72,13.3,9,11.4,0.192,10,0.3,1.61
,14:22:27,4,2700,2304.1,1.71,13.3,9,11.4,0.186,10,0.3,1.61
,14:22:28,4,2700,2305.1,1.7,13.3,9,11.4,0.185,10,0.3,1.6
,14:22:29,4,2700,2306.1,1.7,13.3,9,11.4,0.18,10,0.3,1.6
,14:22:30,4,2700,2307.1,1.71,13.3,9,11.4,0.18,10,0.3,1.6
,14:22:31,4,2700,2308.1,1.72,13.3,9,11.4,0.182,10,0.3,1.62
,14:22:32,4,2700,2309.1,1.73,13.3,9,11.5,0.188,10,0.3,1.62
,14:22:33,4,2700,2310.1,1.73,13.3,9,11.5,0.193,10,0.3,1.62
,14:22:34,4,2700,2311.1,1.71,13.3,9,11.5,0.191,10,0.3,1.6
,14:22:35,4,2700,2312.1,1.7,13.3,9,11.5,0.19,10,0.3,1.6
,14:22:36,4,2700,2313.1,1.71,13.3,9,11.5,0.196,10,0.3,1.6
,14:22:37,4,2700,2314.1,1.73,13.3,9,11.5,0.198,10,0.3,1.62
,14:22:38,4,2700,2315.1,1.74,13.3,9,11.6,0.199,10,0.3,1.63
,14:22:39,4,2700,2316.1,1.74,13.3,9,11.6,0.199,10,0.3,1.63
,14:22:40,4,2700,2317.1,1.74,13.3,9,11.6,0.2,10,0.3,1.63
,14:22:41,4,2700,2318.1,1.75,13.3,9,11.6,0.195,10,0.3,1.63
,14:22:42,4,2700,2319.1,1.75,13.3,9,11.6,0.195,10,0.3,1.64
,14:22:43,4,2700,2320.1,1.75,13.3,9,11.6,0.195,10,0.3,1.63
,14:22:44,4,2700,2321.1,1.74,13.3,9,11.7,0.194,10,0.3,1.63
,14:22:45,4,2700,2322.1,1.74,13.3,9,11.7,0.188,10,0.3,1.63
,14:22:46,4,2700,2323.1,1.73,13.3,9,11.7,0.187,10,0.3,1.62
,14:22:47,4,2700,2324.1,1.73,13.3,9,11.7,0.187,10,0.3,1.62
,14:22:48,4,2700,2325.1,1.73,13.3,9,11.7,0.188,10,0.3,1.62
,14:22:49,4,2700,2326.1,1.74,13.3,9,11.8,0.189,10,0.3,1.63
,14:22:50,4,2700,2327.1,1.75,13.3,9,11.7,0.195,10,0.3,1.64
,14:22:51,4,2700,2328.1,1.75,13.3,9,11.8,0.195,10,0.3,1.64
,14:22:52,4,2700,2329.1,1.75,13.3,9,11.8,0.195,10,0.3,1.64
,14:22:53,4,2700,2330.1,1.75,13.3,9,11.8,0.201,10,0.3,1.64
,14:22:54,4,2700,2331.1,1.75,13.3,9,11.8,0.195,10,0.3,1.63
,14:22:55,4,2700,2332.1,1.74,13.3,9,11.8,0.194,10,0.3,1.63
,14:22:56,4,2700,2333.1,1.74,13.3,9,11.9,0.194,10,0.3,1.62
,14:22:57,4,2700,2334.1,1.74,13.3,9,11.9,0.199,10,0.3,1.62
,14:22:58,4,2700,2335.1,1.73,13.3,9,11.9,0.193,10,0.3,1.62
,14:22:59,4,2700,2336.1,1.72,13.3,9,11.9,0.192,10,0.3,1.62
,14:23:00,4,2700,2337.1,1.72,13.3,9,11.9,0.191,10,0.3,1.61
,14:23:01,4,2700,2338.1,1.71,13.3,9,11.9,0.191,10,0.3,1.61
,14:23:02,4,2700,2339.1,1.72,13.3,9,12,0.191,10,0.3,1.61
,14:23:03,4,2700,2340.1,1.72,13.3,9,12,0.198,10,0.3,1.62
,14:23:04,4,2700,2341.1,1.72,13.3,9,12,0.192,10,0.3,1.62
,14:23:05,4,2700,2342.1,1.73,13.3,9,12,0.192,10,0.3,1.62
,14:23:06,4,2700,2343.1,1.73,13.3,9,12,0.192,10,0.3,1.62
,14:23:07,4,2700,2344.1,1.73,13.3,9,12.1,0.193,10,0.3,1.62
,14:23:08,4,2700,2345.1,1.73,13.3,9,12.1,0.193,10,0.3,1.62
,14:23:09,4,2700,2346.1,1.74,13.3,9,12.1,0.193,10,0.3,1.63
,14:23:10,4,2700,2347.1,1.74,13.3,9,12.1,0.188,10,0.3,1.63
,14:23:11,4,2700,2348.1,1.74,13.3,9,12.1,0.188,10,0.3,1.62
,14:23:12,4,2700,2349.1,1.73,13.3,9,12.1,0.193,10,0.3,1.62
,14:23:13,4,2700,2350.1,1.72,13.3,9,12.1,0.192,10,0.3,1.61
,14:23:14,4,2700,2351.1,1.72,13.3,9,12.2,0.191,10,0.3,1.61
,14:23:15,4,2700,2352.1,1.71,13.3,9,12.2,0.191,10,0.3,1.61
,14:23:16,4,2700,2353.1,1.71,13.3,9,12.2,0.191,10,0.3,1.61
,14:23:17,4,2700,2354.1,1.71,13.3,9,12.2,0.186,10,0.3,1.61
,14:23:18,4,2700,2355.1,1.72,13.3,9,12.2,0.186,10,0.3,1.61
,14:23:19,4,2700,2356.1,1.73,13.3,9,12.3,0.193,10,0.3,1.62
,14:23:20,4,2700,2357.1,1.74,13.3,9,12.3,0.189,10,0.3,1.63
,14:23:21,4,2700,2358.1,1.75,13.3,9,12.3,0.189,10,0.3,1.63
,14:23:22,4,2700,2359.1,1.74,13.3,9,12.3,0.189,10,0.3,1.63
,14:23:23,4,2700,2360.1,1.74,13.3,9,12.3,0.188,10,0.3,1.62
,14:23:24,4,2700,2361.1,1.73,13.3,9,12.4,0.192,10,0.3,1.62
,14:23:25,4,2700,2362.1,1.72,13.3,9,12.4,0.192,10,0.3,1.61
,14:23:26,4,2700,2363.1,1.72,13.3,9,12.4,0.192,10,0.3,1.61
,14:23:27,4,2700,2364.1,1.72,13.3,9,12.4,0.191,10,0.3,1.61
,14:23:28,4,2700,2365.1,1.72,13.3,9,12.4,0.197,10,0.3,1.61
,14:23:29,4,2700,2366.1,1.73,13.3,9,12.4,0.192,10,0.3,1.62
,14:23:30,4,2700,2367.1,1.74,13.3,9,12.4,0.194,10,0.3,1.63
,14:23:31,4,2700,2368.1,1.75,13.3,9,12.5,0.195,10,0.3,1.64
,14:23:32,4,2700,2369.1,1.75,13.3,9,12.5,0.195,10,0.3,1.64
,14:23:33,4,2700,2370.1,1.75,13.3,9,12.5,0.195,10,0.3,1.64
,14:23:34,4,2700,2371.1,1.75,13.3,9,12.5,0.195,10,0.3,1.63
,14:23:35,4,2700,2372.1,1.74,13.3,9,12.5,0.194,10,0.3,1.63
,14:23:36,4,2700,2373.1,1.74,13.3,9,12.5,0.194,10,0.3,1.63
,14:23:37,4,2700,2374.1,1.75,13.3,9,12.6,0.195,10,0.3,1.64
