Data file,,ZYTEL_ISO10_-8C_006.TSV,,,,,,,,,,
Configuration file,,TE77 CHILLER-ECKOLD.CFG,,,,,,,,,,
Calibration file,,TE77 CHILLER.CAL,,,,,,,,,,
Test control file,,DEARMANBENCHMARK_PEEK_15MM_-8DEG.TSF,,,,,,,,,,
,,,,,,,,,,,,
User,,David Eckold,,,,,,,,,,
Date,,01/04/2016,,,,,,,,,,
Lubricant,,ISO 10,,,,,,,,,,
Specimens,,Zytel on PTFE,,,,,,,,,,
Temp,,-8,,,,,,,,,,
Notes,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Test started at 16:04:48 on 01/04/2016,,,,,,,,,,,,
,Time,This Step,Step Time,Test Time,Friction Force (N),Frequency (Hz),Load (N),Specimen Temperature (Chiller) (øC),Friction Coeff,Friction Range (N),Contact Pot (mV),Force Input (Volts)
,16:49:04,4,3600,2651.4,0.88,13.3,7,-6.5,0.133,10,0.1,0.83
,16:49:05,4,3600,2652.4,0.89,13.3,7,-6.5,0.133,10,0.1,0.83
,16:49:06,4,3600,2653.4,0.89,13.3,7,-6.5,0.133,10,0.1,0.84
,16:49:07,4,3600,2654.4,0.9,13.3,7,-6.5,0.13,10,0.1,0.84
,16:49:08,4,3600,2655.4,0.9,13.3,7,-6.5,0.13,10,0.1,0.84
,16:49:09,4,3600,2656.4,0.89,13.3,7,-6.5,0.129,10,0.1,0.84
,16:49:10,4,3600,2657.4,0.88,13.3,7,-6.5,0.133,10,0.1,0.83
,16:49:11,4,3600,2658.4,0.88,13.3,7,-6.5,0.128,10,0.1,0.83
,16:49:12,4,3600,2659.4,0.89,13.3,7,-6.5,0.128,10,0.1,0.83
,16:49:13,4,3600,2660.4,0.89,13.3,7,-6.5,0.128,10,0.1,0.83
,16:49:14,4,3600,2661.4,0.89,13.3,7,-6.5,0.128,10,0.1,0.83
,16:49:15,4,3600,2662.4,0.89,13.3,7,-6.5,0.128,10,0.1,0.83
,16:49:16,4,3600,2663.4,0.88,13.3,7,-6.5,0.119,10,0.1,0.82
,16:49:17,4,3600,2664.4,0.87,13.3,7,-6.5,0.118,10,0.1,0.82
,16:49:18,4,3600,2665.4,0.87,13.3,7,-6.5,0.122,10,0.1,0.82
,16:49:19,4,3600,2666.4,0.87,13.3,7,-6.5,0.126,10,0.1,0.82
,16:49:20,4,3600,2667.4,0.87,13.3,7,-6.5,0.131,10,0.1,0.82
,16:49:21,4,3600,2668.4,0.87,13.3,6,-6.5,0.135,10,0.1,0.81
,16:49:22,4,3600,2669.4,0.87,13.3,6,-6.5,0.135,10,0.1,0.81
,16:49:23,4,3600,2670.4,0.87,13.3,6,-6.5,0.136,10,0.1,0.82
,16:49:24,4,3600,2671.4,0.88,13.3,7,-6.5,0.133,10,0.1,0.83
,16:49:25,4,3600,2672.4,0.89,13.3,7,-6.5,0.133,10,0.1,0.83
,16:49:26,4,3600,2673.4,0.89,13.3,7,-6.5,0.133,10,0.1,0.83
,16:49:27,4,3600,2674.4,0.88,13.3,7,-6.5,0.132,10,0.1,0.82
,16:49:28,4,3600,2675.4,0.88,13.3,7,-6.5,0.132,10,0.1,0.82
,16:49:29,4,3600,2676.4,0.88,13.3,7,-6.5,0.133,10,0.1,0.83
,16:49:30,4,3600,2677.4,0.89,13.3,7,-6.5,0.129,10,0.1,0.84
,16:49:31,4,3600,2678.4,0.89,13.3,7,-6.5,0.125,10,0.1,0.84
,16:49:32,4,3600,2679.4,0.89,13.3,7,-6.5,0.124,10,0.1,0.83
,16:49:33,4,3600,2680.4,0.89,13.3,7,-6.5,0.124,10,0.1,0.83
,16:49:34,4,3600,2681.4,0.88,13.3,7,-6.5,0.128,10,0.1,0.83
,16:49:35,4,3600,2682.4,0.88,13.3,7,-6.5,0.132,10,0.1,0.83
,16:49:36,4,3600,2683.4,0.88,13.3,7,-6.5,0.132,10,0.1,0.83
,16:49:37,4,3600,2684.4,0.88,13.3,7,-6.5,0.131,10,0.1,0.82
,16:49:38,4,3600,2685.4,0.88,13.3,7,-6.5,0.132,10,0.1,0.82
,16:49:39,4,3600,2686.4,0.88,13.3,7,-6.5,0.131,10,0.1,0.82
,16:49:40,4,3600,2687.4,0.88,13.3,7,-6.5,0.132,10,0.1,0.83
,16:49:41,4,3600,2688.4,0.89,13.3,7,-6.5,0.133,10,0.1,0.83
,16:49:42,4,3600,2689.4,0.89,13.3,7,-6.5,0.128,10,0.1,0.83
,16:49:43,4,3600,2690.4,0.89,13.3,7,-6.5,0.129,10,0.1,0.84
,16:49:44,4,3600,2691.4,0.9,13.3,7,-6.5,0.13,10,0.1,0.84
,16:49:45,4,3600,2692.4,0.9,13.3,7,-6.6,0.125,10,0.1,0.84
,16:49:46,4,3600,2693.4,0.89,13.3,7,-6.6,0.125,10,0.1,0.84
,16:49:47,4,3600,2694.4,0.89,13.3,7,-6.6,0.124,10,0.1,0.83
,16:49:48,4,3600,2695.4,0.88,13.3,7,-6.6,0.127,10,0.1,0.82
,16:49:49,4,3600,2696.4,0.88,13.3,7,-6.6,0.132,10,0.1,0.82
,16:49:50,4,3600,2697.4,0.88,13.3,7,-6.6,0.132,10,0.1,0.82
,16:49:51,4,3600,2698.4,0.88,13.3,7,-6.6,0.132,10,0.1,0.83
,16:49:52,4,3600,2699.4,0.88,13.3,7,-6.6,0.132,10,0.1,0.83
,16:49:53,4,3600,2700.4,0.88,13.3,7,-6.6,0.133,10,0.1,0.83
,16:49:54,4,3600,2701.4,0.89,13.3,7,-6.6,0.133,10,0.1,0.83
,16:49:55,4,3600,2702.4,0.89,13.3,7,-6.6,0.129,10,0.1,0.84
,16:49:56,4,3600,2703.4,0.89,13.3,7,-6.6,0.124,10,0.1,0.84
,16:49:57,4,3600,2704.4,0.89,13.3,7,-6.6,0.124,10,0.1,0.83
,16:49:58,4,3600,2705.4,0.88,13.3,7,-6.6,0.127,10,0.1,0.83
,16:49:59,4,3600,2706.4,0.88,13.3,7,-6.6,0.132,10,0.1,0.83
,16:50:00,4,3600,2707.4,0.88,13.3,7,-6.6,0.132,10,0.1,0.83
,16:50:01,4,3600,2708.4,0.88,13.3,7,-6.6,0.133,10,0.1,0.83
,16:50:02,4,3600,2709.4,0.89,13.3,7,-6.6,0.133,10,0.1,0.83
,16:50:03,4,3600,2710.4,0.89,13.3,7,-6.6,0.133,10,0.1,0.83
,16:50:04,4,3600,2711.4,0.89,13.3,7,-6.6,0.134,10,0.1,0.84
,16:50:05,4,3600,2712.4,0.89,13.3,7,-6.6,0.133,10,0.1,0.83
,16:50:06,4,3600,2713.4,0.89,13.3,7,-6.6,0.134,10,0.1,0.84
,16:50:07,4,3600,2714.4,0.9,13.3,7,-6.6,0.13,10,0.1,0.84
,16:50:08,4,3600,2715.4,0.89,13.3,7,-6.6,0.124,10,0.1,0.83
,16:50:09,4,3600,2716.4,0.89,13.3,7,-6.6,0.128,10,0.1,0.83
,16:50:10,4,3600,2717.4,0.89,13.3,7,-6.6,0.133,10,0.1,0.83
,16:50:11,4,3600,2718.4,0.89,13.3,7,-6.6,0.133,10,0.1,0.83
,16:50:12,4,3600,2719.4,0.89,13.3,7,-6.6,0.133,10,0.1,0.83
,16:50:13,4,3600,2720.4,0.89,13.3,7,-6.6,0.133,10,0.1,0.83
,16:50:14,4,3600,2721.4,0.9,13.3,7,-6.6,0.13,10,0.1,0.84
,16:50:15,4,3600,2722.4,0.9,13.3,7,-6.6,0.125,10,0.1,0.84
,16:50:16,4,3600,2723.4,0.89,13.3,7,-6.6,0.124,10,0.1,0.83
,16:50:17,4,3600,2724.4,0.89,13.3,7,-6.6,0.128,10,0.1,0.83
,16:50:18,4,3600,2725.4,0.88,13.3,7,-6.6,0.132,10,0.1,0.82
,16:50:19,4,3600,2726.4,0.88,13.3,7,-6.6,0.132,10,0.1,0.83
,16:50:20,4,3600,2727.4,0.88,13.3,7,-6.6,0.132,10,0.1,0.83
,16:50:21,4,3600,2728.4,0.88,13.3,7,-6.6,0.132,10,0.1,0.83
,16:50:22,4,3600,2729.4,0.88,13.3,7,-6.6,0.133,10,0.1,0.83
,16:50:23,4,3600,2730.4,0.88,13.3,7,-6.6,0.128,10,0.1,0.83
,16:50:24,4,3600,2731.4,0.88,13.3,7,-6.7,0.128,10,0.1,0.83
,16:50:25,4,3600,2732.4,0.88,13.3,7,-6.7,0.133,10,0.1,0.83
,16:50:26,4,3600,2733.4,0.88,13.3,7,-6.7,0.133,10,0.1,0.83
,16:50:27,4,3600,2734.4,0.89,13.3,7,-6.7,0.133,10,0.1,0.83
,16:50:28,4,3600,2735.4,0.89,13.3,7,-6.7,0.128,10,0.1,0.83
,16:50:29,4,3600,2736.4,0.89,13.3,7,-6.7,0.124,10,0.1,0.83
,16:50:30,4,3600,2737.4,0.88,13.3,7,-6.7,0.128,10,0.1,0.83
,16:50:31,4,3600,2738.4,0.88,13.3,7,-6.7,0.132,10,0.1,0.82
,16:50:32,4,3600,2739.4,0.88,13.3,7,-6.7,0.132,10,0.1,0.83
,16:50:33,4,3600,2740.4,0.88,13.3,7,-6.7,0.132,10,0.1,0.83
,16:50:34,4,3600,2741.4,0.88,13.3,7,-6.7,0.133,10,0.1,0.83
,16:50:35,4,3600,2742.4,0.89,13.3,7,-6.7,0.128,10,0.1,0.83
,16:50:36,4,3600,2743.4,0.89,13.3,7,-6.7,0.124,10,0.1,0.83
,16:50:37,4,3600,2744.4,0.89,13.3,7,-6.7,0.124,10,0.1,0.83
,16:50:38,4,3600,2745.4,0.88,13.3,7,-6.7,0.123,10,0.1,0.83
,16:50:39,4,3600,2746.4,0.88,13.3,7,-6.7,0.127,10,0.1,0.82
,16:50:40,4,3600,2747.4,0.88,13.3,7,-6.7,0.132,10,0.1,0.82
,16:50:41,4,3600,2748.4,0.89,13.3,7,-6.7,0.133,10,0.1,0.83
,16:50:42,4,3600,2749.4,0.88,13.3,7,-6.7,0.133,10,0.1,0.83
,16:50:43,4,3600,2750.4,0.88,13.3,7,-6.7,0.132,10,0.1,0.83
,16:50:44,4,3600,2751.4,0.88,13.3,7,-6.7,0.131,10,0.1,0.82
,16:50:45,4,3600,2752.4,0.88,13.3,7,-6.7,0.131,10,0.1,0.82
,16:50:46,4,3600,2753.4,0.88,13.3,7,-6.7,0.133,10,0.1,0.83
,16:50:47,4,3600,2754.4,0.89,13.3,7,-6.7,0.128,10,0.1,0.83
,16:50:48,4,3600,2755.4,0.89,13.3,7,-6.7,0.129,10,0.1,0.84
,16:50:49,4,3600,2756.4,0.89,13.3,7,-6.7,0.129,10,0.1,0.84
,16:50:50,4,3600,2757.4,0.89,13.3,7,-6.7,0.128,10,0.1,0.83
,16:50:51,4,3600,2758.4,0.89,13.3,7,-6.7,0.124,10,0.1,0.83
,16:50:52,4,3600,2759.4,0.88,13.3,7,-6.7,0.123,10,0.1,0.83
,16:50:53,4,3600,2760.4,0.88,13.3,7,-6.7,0.128,10,0.1,0.83
,16:50:54,4,3600,2761.4,0.88,13.3,7,-6.7,0.132,10,0.1,0.83
,16:50:55,4,3600,2762.4,0.88,13.3,7,-6.7,0.132,10,0.1,0.82
,16:50:56,4,3600,2763.4,0.88,13.3,7,-6.7,0.132,10,0.1,0.82
,16:50:57,4,3600,2764.4,0.88,13.3,7,-6.7,0.132,10,0.1,0.83
,16:50:58,4,3600,2765.4,0.88,13.3,7,-6.7,0.132,10,0.1,0.83
,16:50:59,4,3600,2766.4,0.88,13.3,7,-6.7,0.132,10,0.1,0.82
,16:51:00,4,3600,2767.4,0.88,13.3,7,-6.7,0.127,10,0.1,0.82
,16:51:01,4,3600,2768.4,0.87,13.3,7,-6.7,0.122,10,0.1,0.82
,16:51:02,4,3600,2769.4,0.88,13.3,7,-6.7,0.122,10,0.1,0.82
,16:51:03,4,3600,2770.4,0.87,13.3,7,-6.7,0.126,10,0.1,0.82
,16:51:04,4,3600,2771.4,0.87,13.3,7,-6.7,0.131,10,0.1,0.82
,16:51:05,4,3600,2772.4,0.87,13.3,7,-6.7,0.131,10,0.1,0.82
,16:51:06,4,3600,2773.4,0.87,13.3,7,-6.8,0.13,10,0.1,0.81
,16:51:07,4,3600,2774.4,0.87,13.3,7,-6.8,0.131,10,0.1,0.82
,16:51:08,4,3600,2775.4,0.87,13.3,7,-6.8,0.131,10,0.1,0.82
,16:51:09,4,3600,2776.4,0.88,13.3,7,-6.8,0.132,10,0.1,0.82
,16:51:10,4,3600,2777.4,0.88,13.3,7,-6.8,0.127,10,0.1,0.83
,16:51:11,4,3600,2778.4,0.88,13.3,7,-6.8,0.128,10,0.1,0.83
,16:51:12,4,3600,2779.4,0.88,13.3,7,-6.8,0.132,10,0.1,0.83
,16:51:13,4,3600,2780.4,0.88,13.3,7,-6.8,0.127,10,0.1,0.83
,16:51:14,4,3600,2781.4,0.88,13.3,7,-6.8,0.127,10,0.1,0.82
,16:51:15,4,3600,2782.4,0.88,13.3,7,-6.8,0.127,10,0.1,0.82
,16:51:16,4,3600,2783.4,0.87,13.3,7,-6.8,0.122,10,0.1,0.82
,16:51:17,4,3600,2784.4,0.88,13.3,7,-6.8,0.122,10,0.1,0.82
,16:51:18,4,3600,2785.4,0.88,13.3,7,-6.8,0.127,10,0.1,0.82
,16:51:19,4,3600,2786.4,0.87,13.3,7,-6.8,0.131,10,0.1,0.81
,16:51:20,4,3600,2787.4,0.87,13.3,7,-6.8,0.13,10,0.1,0.81
,16:51:21,4,3600,2788.4,0.87,13.3,7,-6.8,0.13,10,0.1,0.81
,16:51:22,4,3600,2789.4,0.87,13.3,7,-6.8,0.13,10,0.1,0.81
,16:51:23,4,3600,2790.4,0.87,13.3,7,-6.8,0.13,10,0.1,0.81
,16:51:24,4,3600,2791.4,0.87,13.3,7,-6.8,0.126,10,0.1,0.82
,16:51:25,4,3600,2792.4,0.87,13.3,7,-6.8,0.122,10,0.1,0.82
,16:51:26,4,3600,2793.4,0.88,13.3,7,-6.8,0.122,10,0.1,0.82
,16:51:27,4,3600,2794.4,0.87,13.3,7,-6.8,0.126,10,0.1,0.82
,16:51:28,4,3600,2795.4,0.87,13.3,7,-6.8,0.131,10,0.1,0.82
,16:51:29,4,3600,2796.4,0.87,13.3,7,-6.8,0.131,10,0.1,0.81
,16:51:30,4,3600,2797.4,0.87,13.3,7,-6.8,0.13,10,0.1,0.81
,16:51:31,4,3600,2798.4,0.87,13.3,7,-6.8,0.13,10,0.1,0.81
,16:51:32,4,3600,2799.4,0.87,13.3,7,-6.8,0.13,10,0.1,0.81
,16:51:33,4,3600,2800.4,0.88,13.3,7,-6.8,0.127,10,0.1,0.82
,16:51:34,4,3600,2801.4,0.88,13.3,7,-6.8,0.127,10,0.1,0.83
,16:51:35,4,3600,2802.4,0.88,13.3,7,-6.8,0.123,10,0.1,0.83
,16:51:36,4,3600,2803.4,0.87,13.3,7,-6.8,0.122,10,0.1,0.82
,16:51:37,4,3600,2804.4,0.87,13.3,7,-6.8,0.126,10,0.1,0.81
,16:51:38,4,3600,2805.4,0.87,13.3,7,-6.8,0.125,10,0.1,0.81
,16:51:39,4,3600,2806.4,0.86,13.3,7,-6.8,0.13,10,0.1,0.81
,16:51:40,4,3600,2807.4,0.87,13.3,7,-6.8,0.13,10,0.1,0.81
,16:51:41,4,3600,2808.4,0.87,13.3,7,-6.8,0.13,10,0.1,0.81
,16:51:42,4,3600,2809.4,0.87,13.3,7,-6.8,0.13,10,0.1,0.81
,16:51:43,4,3600,2810.4,0.87,13.3,7,-6.8,0.13,10,0.1,0.81
,16:51:44,4,3600,2811.4,0.87,13.3,7,-6.8,0.125,10,0.1,0.81
,16:51:45,4,3600,2812.4,0.87,13.3,7,-6.8,0.121,10,0.1,0.81
,16:51:46,4,3600,2813.4,0.87,13.3,7,-6.9,0.121,10,0.1,0.81
,16:51:47,4,3600,2814.4,0.86,13.3,7,-6.9,0.13,10,0.1,0.81
,16:51:48,4,3600,2815.4,0.86,13.3,7,-6.9,0.129,10,0.1,0.81
,16:51:49,4,3600,2816.4,0.86,13.3,7,-6.9,0.13,10,0.1,0.81
,16:51:50,4,3600,2817.4,0.86,13.3,7,-6.9,0.129,10,0.1,0.8
,16:51:51,4,3600,2818.4,0.86,13.3,7,-6.9,0.129,10,0.1,0.81
,16:51:52,4,3600,2819.4,0.86,13.3,7,-6.9,0.124,10,0.1,0.81
,16:51:53,4,3600,2820.4,0.87,13.3,7,-6.9,0.125,10,0.1,0.81
,16:51:54,4,3600,2821.4,0.87,13.3,7,-6.9,0.126,10,0.1,0.81
,16:51:55,4,3600,2822.4,0.87,13.3,7,-6.9,0.13,10,0.1,0.81
,16:51:56,4,3600,2823.4,0.87,13.3,7,-6.9,0.13,10,0.1,0.81
,16:51:57,4,3600,2824.4,0.87,13.3,7,-6.9,0.126,10,0.1,0.81
,16:51:58,4,3600,2825.4,0.87,13.3,7,-6.9,0.126,10,0.1,0.82
,16:51:59,4,3600,2826.4,0.87,13.3,7,-6.9,0.122,10,0.1,0.82
,16:52:00,4,3600,2827.4,0.87,13.3,7,-6.9,0.126,10,0.1,0.82
,16:52:01,4,3600,2828.4,0.87,13.3,7,-6.9,0.126,10,0.1,0.82
,16:52:02,4,3600,2829.4,0.87,13.3,7,-6.9,0.131,10,0.1,0.82
,16:52:03,4,3600,2830.4,0.87,13.3,7,-6.9,0.131,10,0.1,0.82
,16:52:04,4,3600,2831.4,0.87,13.3,7,-6.9,0.131,10,0.1,0.82
,16:52:05,4,3600,2832.4,0.88,13.3,7,-6.9,0.127,10,0.1,0.82
,16:52:06,4,3600,2833.4,0.88,13.3,7,-6.9,0.122,10,0.1,0.82
,16:52:07,4,3600,2834.4,0.88,13.3,7,-6.9,0.128,10,0.1,0.83
,16:52:08,4,3600,2835.4,0.87,13.3,7,-6.9,0.131,10,0.1,0.82
,16:52:09,4,3600,2836.4,0.87,13.3,7,-6.9,0.131,10,0.1,0.81
,16:52:10,4,3600,2837.4,0.87,13.3,7,-6.9,0.126,10,0.1,0.81
,16:52:11,4,3600,2838.4,0.87,13.3,7,-6.9,0.126,10,0.1,0.81
,16:52:12,4,3600,2839.4,0.87,13.3,7,-6.9,0.126,10,0.1,0.81
,16:52:13,4,3600,2840.4,0.87,13.3,7,-6.9,0.13,10,0.1,0.81
,16:52:14,4,3600,2841.4,0.87,13.3,7,-6.9,0.13,10,0.1,0.81
,16:52:15,4,3600,2842.4,0.88,13.3,7,-6.9,0.127,10,0.1,0.82
,16:52:16,4,3600,2843.4,0.88,13.3,7,-6.9,0.123,10,0.1,0.83
,16:52:17,4,3600,2844.4,0.89,13.3,7,-6.9,0.124,10,0.1,0.83
,16:52:18,4,3600,2845.4,0.88,13.3,7,-6.9,0.127,10,0.1,0.83
,16:52:19,4,3600,2846.4,0.88,13.3,7,-6.9,0.131,10,0.1,0.82
,16:52:20,4,3600,2847.4,0.88,13.3,7,-6.9,0.131,10,0.1,0.82
,16:52:21,4,3600,2848.4,0.88,13.3,7,-6.9,0.132,10,0.1,0.83
,16:52:22,4,3600,2849.4,0.88,13.3,7,-6.9,0.128,10,0.1,0.83
,16:52:23,4,3600,2850.4,0.88,13.3,7,-6.9,0.123,10,0.1,0.83
,16:52:24,4,3600,2851.4,0.88,13.3,7,-7,0.122,10,0.1,0.82
,16:52:25,4,3600,2852.4,0.87,13.3,7,-7,0.131,10,0.1,0.82
,16:52:26,4,3600,2853.4,0.87,13.3,7,-6.9,0.13,10,0.1,0.81
,16:52:27,4,3600,2854.4,0.87,13.3,7,-7,0.13,10,0.1,0.81
,16:52:28,4,3600,2855.4,0.87,13.3,7,-7,0.13,10,0.1,0.81
,16:52:29,4,3600,2856.4,0.86,13.3,7,-7,0.125,10,0.1,0.81
,16:52:30,4,3600,2857.4,0.86,13.3,7,-7,0.125,10,0.1,0.81
,16:52:31,4,3600,2858.4,0.87,13.3,7,-7,0.126,10,0.1,0.81
,16:52:32,4,3600,2859.4,0.87,13.3,7,-7,0.13,10,0.1,0.81
,16:52:33,4,3600,2860.4,0.87,13.3,7,-7,0.13,10,0.1,0.81
,16:52:34,4,3600,2861.4,0.87,13.3,7,-7,0.131,10,0.1,0.82
,16:52:35,4,3600,2862.4,0.88,13.3,7,-7,0.127,10,0.1,0.82
,16:52:36,4,3600,2863.4,0.88,13.3,7,-7,0.123,10,0.1,0.82
,16:52:37,4,3600,2864.4,0.88,13.3,7,-7,0.127,10,0.1,0.82
,16:52:38,4,3600,2865.4,0.87,13.3,7,-7,0.131,10,0.1,0.82
,16:52:39,4,3600,2866.4,0.87,13.3,7,-7,0.131,10,0.1,0.82
,16:52:40,4,3600,2867.4,0.87,13.3,7,-7,0.131,10,0.1,0.82
,16:52:41,4,3600,2868.4,0.88,13.3,7,-7,0.131,10,0.1,0.82
,16:52:42,4,3600,2869.4,0.88,13.3,7,-7,0.127,10,0.1,0.82
,16:52:43,4,3600,2870.4,0.88,13.3,7,-7,0.122,10,0.1,0.82
,16:52:44,4,3600,2871.4,0.87,13.3,7,-7,0.122,10,0.1,0.82
,16:52:45,4,3600,2872.4,0.87,13.3,7,-7,0.125,10,0.1,0.81
,16:52:46,4,3600,2873.4,0.87,13.3,7,-7,0.13,10,0.1,0.81
,16:52:47,4,3600,2874.4,0.87,13.3,7,-7,0.13,10,0.1,0.81
,16:52:48,4,3600,2875.4,0.87,13.3,7,-7,0.13,10,0.1,0.81
,16:52:49,4,3600,2876.4,0.87,13.3,7,-7,0.131,10,0.1,0.82
,16:52:50,4,3600,2877.4,0.87,13.3,7,-7,0.131,10,0.1,0.82
,16:52:51,4,3600,2878.4,0.88,13.3,7,-7,0.127,10,0.1,0.82
,16:52:52,4,3600,2879.4,0.88,13.3,7,-7,0.122,10,0.1,0.82
,16:52:53,4,3600,2880.4,0.88,13.3,7,-7,0.127,10,0.1,0.82
,16:52:54,4,3600,2881.4,0.87,13.3,7,-7,0.131,10,0.1,0.82
,16:52:55,4,3600,2882.4,0.86,13.3,7,-7,0.13,10,0.1,0.81
,16:52:56,4,3600,2883.4,0.86,13.3,7,-7,0.129,10,0.1,0.81
,16:52:57,4,3600,2884.4,0.86,13.3,7,-7,0.13,10,0.1,0.81
,16:52:58,4,3600,2885.4,0.87,13.3,7,-7,0.13,10,0.1,0.81
,16:52:59,4,3600,2886.4,0.88,13.3,7,-7,0.131,10,0.1,0.82
,16:53:00,4,3600,2887.4,0.88,13.3,7,-7,0.127,10,0.1,0.83
,16:53:01,4,3600,2888.4,0.88,13.3,7,-7,0.127,10,0.1,0.83
,16:53:02,4,3600,2889.4,0.88,13.3,7,-7,0.127,10,0.1,0.82
,16:53:03,4,3600,2890.4,0.87,13.3,7,-7.1,0.121,10,0.1,0.82
,16:53:04,4,3600,2891.4,0.87,13.3,7,-7,0.126,10,0.1,0.82
,16:53:05,4,3600,2892.4,0.87,13.3,7,-7,0.131,10,0.1,0.82
,16:53:06,4,3600,2893.4,0.87,13.3,7,-7.1,0.131,10,0.1,0.82
,16:53:07,4,3600,2894.4,0.87,13.3,7,-7.1,0.131,10,0.1,0.82
,16:53:08,4,3600,2895.4,0.87,13.3,7,-7.1,0.131,10,0.1,0.82
,16:53:09,4,3600,2896.4,0.87,13.3,7,-7.1,0.131,10,0.1,0.82
,16:53:10,4,3600,2897.4,0.88,13.3,7,-7.1,0.131,10,0.1,0.82
,16:53:11,4,3600,2898.4,0.88,13.3,7,-7.1,0.127,10,0.1,0.83
,16:53:12,4,3600,2899.4,0.88,13.3,7,-7.1,0.128,10,0.1,0.83
,16:53:13,4,3600,2900.4,0.88,13.3,7,-7.1,0.127,10,0.1,0.82
,16:53:14,4,3600,2901.4,0.87,13.3,7,-7.1,0.122,10,0.1,0.82
,16:53:15,4,3600,2902.4,0.87,13.3,7,-7.1,0.121,10,0.1,0.82
,16:53:16,4,3600,2903.4,0.87,13.3,7,-7.1,0.126,10,0.1,0.81
,16:53:17,4,3600,2904.4,0.87,13.3,7,-7.1,0.13,10,0.1,0.81
,16:53:18,4,3600,2905.4,0.87,13.3,7,-7.1,0.131,10,0.1,0.82
,16:53:19,4,3600,2906.4,0.87,13.3,7,-7.1,0.13,10,0.1,0.81
,16:53:20,4,3600,2907.4,0.87,13.3,7,-7.1,0.13,10,0.1,0.81
,16:53:21,4,3600,2908.4,0.87,13.3,7,-7.1,0.13,10,0.1,0.81
,16:53:22,4,3600,2909.4,0.87,13.3,7,-7.1,0.13,10,0.1,0.81
,16:53:23,4,3600,2910.4,0.87,13.3,7,-7.1,0.131,10,0.1,0.82
,16:53:24,4,3600,2911.4,0.88,13.3,7,-7.1,0.132,10,0.1,0.82
,16:53:25,4,3600,2912.4,0.88,13.3,7,-7.1,0.127,10,0.1,0.83
,16:53:26,4,3600,2913.4,0.88,13.3,7,-7.1,0.127,10,0.1,0.82
,16:53:27,4,3600,2914.4,0.87,13.3,7,-7.1,0.131,10,0.1,0.82
,16:53:28,4,3600,2915.4,0.88,13.3,7,-7.1,0.132,10,0.1,0.83
,16:53:29,4,3600,2916.4,0.89,13.3,7,-7.1,0.128,10,0.1,0.83
,16:53:30,4,3600,2917.4,0.89,13.3,7,-7.1,0.128,10,0.1,0.83
,16:53:31,4,3600,2918.4,0.88,13.3,7,-7.1,0.122,10,0.1,0.82
,16:53:32,4,3600,2919.4,0.87,13.3,7,-7.1,0.121,10,0.1,0.81
,16:53:33,4,3600,2920.4,0.87,13.3,7,-7.1,0.126,10,0.1,0.81
,16:53:34,4,3600,2921.4,0.87,13.3,7,-7.1,0.13,10,0.1,0.82
,16:53:35,4,3600,2922.4,0.87,13.3,7,-7.1,0.131,10,0.1,0.82
,16:53:36,4,3600,2923.4,0.87,13.3,7,-7.1,0.131,10,0.1,0.82
,16:53:37,4,3600,2924.4,0.87,13.3,7,-7.1,0.131,10,0.1,0.82
,16:53:38,4,3600,2925.4,0.88,13.3,7,-7.1,0.132,10,0.1,0.82
,16:53:39,4,3600,2926.4,0.88,13.3,7,-7.1,0.133,10,0.1,0.83
,16:53:40,4,3600,2927.4,0.89,13.3,7,-7.1,0.128,10,0.1,0.83
,16:53:41,4,3600,2928.4,0.89,13.3,7,-7.1,0.128,10,0.1,0.83
,16:53:42,4,3600,2929.4,0.88,13.3,7,-7.1,0.127,10,0.1,0.83
,16:53:43,4,3600,2930.4,0.88,13.3,7,-7.1,0.122,10,0.1,0.82
,16:53:44,4,3600,2931.4,0.88,13.3,7,-7.1,0.122,10,0.1,0.82
,16:53:45,4,3600,2932.4,0.88,13.3,7,-7.2,0.127,10,0.1,0.82
,16:53:46,4,3600,2933.4,0.88,13.3,7,-7.2,0.132,10,0.1,0.82
,16:53:47,4,3600,2934.4,0.88,13.3,7,-7.2,0.131,10,0.1,0.82
,16:53:48,4,3600,2935.4,0.87,13.3,7,-7.2,0.131,10,0.1,0.82
,16:53:49,4,3600,2936.4,0.87,13.3,7,-7.2,0.131,10,0.1,0.82
,16:53:50,4,3600,2937.4,0.88,13.3,7,-7.2,0.131,10,0.1,0.82
,16:53:51,4,3600,2938.4,0.88,13.3,7,-7.2,0.127,10,0.1,0.82
,16:53:52,4,3600,2939.4,0.88,13.3,7,-7.2,0.127,10,0.1,0.83
,16:53:53,4,3600,2940.4,0.87,13.3,7,-7.2,0.122,10,0.1,0.82
,16:53:54,4,3600,2941.4,0.88,13.3,7,-7.2,0.122,10,0.1,0.82
,16:53:55,4,3600,2942.4,0.88,13.3,7,-7.2,0.127,10,0.1,0.82
,16:53:56,4,3600,2943.4,0.88,13.3,7,-7.2,0.133,10,0.1,0.83
,16:53:57,4,3600,2944.4,0.88,13.3,7,-7.2,0.133,10,0.1,0.83
,16:53:58,4,3600,2945.4,0.88,13.3,7,-7.2,0.132,10,0.1,0.82
,16:53:59,4,3600,2946.4,0.87,13.3,7,-7.2,0.131,10,0.1,0.82
