Data file,,RA0.3_HEF65_-8C_002_45MINS.TSV,,,,,,,,,,
,14:51:56,4,2700,663.4,1.42,13.3,9,-7.6,0.154,10,0.1,1.33
,14:51:57,4,2700,664.4,1.42,13.3,9,-7.5,0.158,10,0.1,1.33
,14:51:58,4,2700,665.4,1.42,13.3,9,-7.5,0.159,10,0.1,1.33
,14:51:59,4,2700,666.4,1.43,13.3,9,-7.5,0.159,10,0.1,1.34
,14:52:00,4,2700,667.4,1.43,13.3,9,-7.5,0.159,10,0.1,1.34
,14:52:01,4,2700,668.4,1.44,13.3,9,-7.4,0.16,10,0.1,1.34
,14:52:02,4,2700,669.4,1.44,13.3,9,-7.4,0.16,10,0.1,1.35
,14:52:03,4,2700,670.4,1.44,13.3,9,-7.4,0.156,10,0.1,1.35
,14:52:04,4,2700,671.4,1.44,13.3,9,-7.3,0.156,10,0.1,1.35
,14:52:05,4,2700,672.4,1.44,13.3,9,-7.3,0.156,10,0.1,1.35
,14:52:06,4,2700,673.4,1.44,13.3,9,-7.3,0.156,10,0.1,1.35
,14:52:07,4,2700,674.4,1.45,13.3,9,-7.3,0.157,10,0.1,1.36
,14:52:08,4,2700,675.4,1.45,13.3,9,-7.3,0.158,10,0.1,1.36
,14:52:09,4,2700,676.4,1.46,13.3,9,-7.3,0.162,10,0.1,1.36
,14:52:10,4,2700,677.4,1.45,13.3,9,-7.3,0.162,10,0.1,1.36
,14:52:11,4,2700,678.4,1.45,13.3,9,-7.3,0.161,10,0.1,1.36
,14:52:12,4,2700,679.4,1.45,13.3,9,-7.3,0.161,10,0.1,1.36
,14:52:13,4,2700,680.4,1.45,13.3,9,-7.3,0.161,10,0.1,1.36
,14:52:14,4,2700,681.4,1.45,13.3,9,-7.3,0.166,10,0.1,1.36
,14:52:15,4,2700,682.4,1.45,13.3,9,-7.3,0.161,10,0.1,1.36
,14:52:16,4,2700,683.4,1.45,13.3,9,-7.3,0.162,10,0.1,1.36
,14:52:17,4,2700,684.4,1.45,13.3,9,-7.3,0.161,10,0.1,1.36
,14:52:18,4,2700,685.4,1.45,13.3,9,-7.2,0.161,10,0.1,1.36
,14:52:19,4,2700,686.4,1.45,13.3,9,-7.2,0.161,10,0.1,1.36
,14:52:20,4,2700,687.4,1.45,13.3,9,-7.2,0.161,10,0.1,1.35
,14:52:21,4,2700,688.4,1.44,13.3,9,-7.2,0.156,10,0.1,1.35
,14:52:22,4,2700,689.4,1.44,13.3,9,-7.2,0.161,10,0.1,1.35
,14:52:23,4,2700,690.4,1.44,13.3,9,-7.2,0.161,10,0.1,1.35
,14:52:24,4,2700,691.4,1.44,13.3,9,-7.2,0.16,10,0.1,1.34
,14:52:25,4,2700,692.4,1.44,13.3,9,-7.2,0.156,10,0.1,1.35
,14:52:26,4,2700,693.4,1.44,13.3,9,-7.2,0.152,10,0.1,1.35
,14:52:27,4,2700,694.4,1.44,13.3,9,-7.3,0.152,10,0.1,1.35
,14:52:28,4,2700,695.4,1.44,13.3,9,-7.3,0.156,10,0.1,1.35
,14:52:29,4,2700,696.4,1.43,13.3,9,-7.3,0.159,10,0.1,1.34
,14:52:30,4,2700,697.4,1.42,13.3,9,-7.3,0.158,10,0.1,1.33
,14:52:31,4,2700,698.4,1.42,13.3,9,-7.3,0.162,10,0.1,1.33
,14:52:32,4,2700,699.4,1.42,13.3,9,-7.4,0.158,10,0.1,1.33
,14:52:33,4,2700,700.4,1.42,13.3,9,-7.4,0.159,10,0.1,1.33
,14:52:34,4,2700,701.4,1.43,13.3,9,-7.4,0.159,10,0.1,1.34
,14:52:35,4,2700,702.4,1.43,13.3,9,-7.4,0.16,10,0.1,1.34
,14:52:36,4,2700,703.4,1.44,13.3,9,-7.4,0.156,10,0.1,1.34
,14:52:37,4,2700,704.4,1.44,13.3,9,-7.4,0.16,10,0.1,1.35
,14:52:38,4,2700,705.4,1.44,13.3,9,-7.4,0.165,10,0.1,1.35
,14:52:39,4,2700,706.4,1.43,13.3,9,-7.4,0.16,10,0.1,1.34
,14:52:40,4,2700,707.4,1.43,13.3,9,-7.4,0.159,10,0.1,1.34
,14:52:41,4,2700,708.4,1.43,13.3,9,-7.4,0.155,10,0.1,1.34
,14:52:42,4,2700,709.4,1.43,13.3,9,-7.4,0.155,10,0.1,1.34
,14:52:43,4,2700,710.4,1.43,13.3,9,-7.4,0.151,10,0.1,1.34
,14:52:44,4,2700,711.4,1.43,13.3,9,-7.4,0.15,10,0.1,1.34
,14:52:45,4,2700,712.4,1.42,13.3,9,-7.4,0.153,10,0.1,1.33
,14:52:46,4,2700,713.4,1.41,13.3,9,-7.4,0.157,10,0.1,1.32
,14:52:47,4,2700,714.4,1.41,13.3,9,-7.4,0.157,10,0.1,1.31
,14:52:48,4,2700,715.4,1.4,13.3,9,-7.4,0.161,10,0.1,1.31
,14:52:49,4,2700,716.4,1.41,13.3,9,-7.4,0.161,10,0.1,1.32
,14:52:50,4,2700,717.4,1.41,13.3,9,-7.4,0.162,10,0.1,1.32
,14:52:51,4,2700,718.4,1.42,13.3,9,-7.4,0.162,10,0.1,1.33
,14:52:52,4,2700,719.4,1.42,13.3,9,-7.4,0.162,10,0.1,1.33
,14:52:53,4,2700,720.4,1.42,13.3,9,-7.4,0.158,10,0.1,1.33
,14:52:54,4,2700,721.4,1.42,13.3,9,-7.4,0.154,10,0.1,1.33
,14:52:55,4,2700,722.4,1.42,13.3,9,-7.4,0.154,10,0.1,1.33
,14:52:56,4,2700,723.4,1.43,13.3,9,-7.4,0.154,10,0.1,1.34
,14:52:57,4,2700,724.4,1.42,13.3,9,-7.4,0.159,10,0.1,1.33
,14:52:58,4,2700,725.4,1.42,13.3,9,-7.4,0.158,10,0.1,1.33
,14:52:59,4,2700,726.4,1.42,13.3,9,-7.4,0.163,10,0.1,1.33
,14:53:00,4,2700,727.4,1.42,13.3,9,-7.4,0.163,10,0.1,1.33
,14:53:01,4,2700,728.4,1.42,13.3,9,-7.4,0.163,10,0.1,1.33
,14:53:02,4,2700,729.4,1.43,13.3,9,-7.4,0.159,10,0.1,1.34
,14:53:03,4,2700,730.4,1.43,13.3,9,-7.4,0.16,10,0.1,1.34
,14:53:04,4,2700,731.4,1.44,13.3,9,-7.4,0.156,10,0.1,1.35
,14:53:05,4,2700,732.4,1.44,13.3,9,-7.4,0.156,10,0.1,1.34
,14:53:06,4,2700,733.4,1.44,13.3,9,-7.4,0.156,10,0.1,1.34
,14:53:07,4,2700,734.4,1.44,13.3,9,-7.4,0.156,10,0.1,1.35
,14:53:08,4,2700,735.4,1.44,13.3,9,-7.4,0.152,10,0.1,1.35
,14:53:09,4,2700,736.4,1.44,13.3,10,-7.5,0.148,10,0.1,1.35
,14:53:10,4,2700,737.4,1.44,13.3,9,-7.5,0.152,10,0.1,1.35
,14:53:11,4,2700,738.4,1.43,13.3,9,-7.5,0.159,10,0.1,1.34
,14:53:12,4,2700,739.4,1.42,13.3,9,-7.5,0.162,10,0.1,1.32
,14:53:13,4,2700,740.4,1.41,13.3,9,-7.5,0.161,10,0.1,1.32
,14:53:14,4,2700,741.4,1.41,13.3,9,-7.5,0.157,10,0.1,1.32
,14:53:15,4,2700,742.4,1.41,13.3,9,-7.5,0.157,10,0.1,1.32
,14:53:16,4,2700,743.4,1.4,13.3,9,-7.5,0.156,10,0.1,1.31
,14:53:17,4,2700,744.4,1.4,13.3,9,-7.5,0.156,10,0.1,1.31
,14:53:18,4,2700,745.4,1.4,13.3,9,-7.5,0.156,10,0.1,1.31
,14:53:19,4,2700,746.4,1.41,13.3,9,-7.5,0.157,10,0.1,1.32
,14:53:20,4,2700,747.4,1.42,13.3,9,-7.5,0.153,10,0.1,1.33
,14:53:21,4,2700,748.4,1.42,13.3,9,-7.5,0.154,10,0.1,1.33
,14:53:22,4,2700,749.4,1.43,13.3,9,-7.5,0.159,10,0.1,1.33
,14:53:23,4,2700,750.4,1.42,13.3,9,-7.5,0.158,10,0.1,1.33
,14:53:24,4,2700,751.4,1.41,13.3,9,-7.5,0.162,10,0.1,1.32
,14:53:25,4,2700,752.4,1.41,13.3,9,-7.5,0.157,10,0.1,1.32
,14:53:26,4,2700,753.4,1.42,13.3,9,-7.5,0.158,10,0.1,1.33
,14:53:27,4,2700,754.4,1.42,13.3,9,-7.5,0.159,10,0.1,1.33
,14:53:28,4,2700,755.4,1.43,13.3,9,-7.5,0.154,10,0.1,1.34
,14:53:29,4,2700,756.4,1.43,13.3,9,-7.5,0.155,10,0.1,1.34
,14:53:30,4,2700,757.4,1.43,13.3,9,-7.5,0.154,10,0.1,1.34
,14:53:31,4,2700,758.4,1.42,13.3,9,-7.5,0.158,10,0.1,1.33
,14:53:32,4,2700,759.4,1.41,13.3,9,-7.5,0.162,10,0.1,1.32
,14:53:33,4,2700,760.4,1.42,13.3,9,-7.5,0.158,10,0.1,1.33
,14:53:34,4,2700,761.4,1.42,13.3,9,-7.5,0.158,10,0.1,1.33
,14:53:35,4,2700,762.4,1.42,13.3,9,-7.5,0.158,10,0.1,1.33
,14:53:36,4,2700,763.4,1.42,13.3,9,-7.5,0.163,10,0.1,1.33
,14:53:37,4,2700,764.4,1.42,13.3,9,-7.5,0.163,10,0.1,1.33
,14:53:38,4,2700,765.4,1.42,13.3,9,-7.5,0.159,10,0.1,1.33
,14:53:39,4,2700,766.4,1.42,13.3,9,-7.5,0.154,10,0.1,1.33
,14:53:40,4,2700,767.4,1.42,13.3,9,-7.5,0.154,10,0.1,1.33
,14:53:41,4,2700,768.4,1.42,13.3,9,-7.5,0.15,10,0.1,1.33
,14:53:42,4,2700,769.4,1.42,13.3,9,-7.5,0.154,10,0.1,1.33
,14:53:43,4,2700,770.4,1.42,13.3,9,-7.5,0.154,10,0.1,1.33
,14:53:44,4,2700,771.4,1.42,13.3,9,-7.6,0.158,10,0.1,1.33
,14:53:45,4,2700,772.4,1.42,13.3,9,-7.6,0.158,10,0.1,1.33
,14:53:46,4,2700,773.4,1.42,13.3,9,-7.6,0.154,10,0.1,1.33
,14:53:47,4,2700,774.4,1.42,13.3,9,-7.6,0.154,10,0.1,1.33
,14:53:48,4,2700,775.4,1.42,13.3,9,-7.6,0.158,10,0.1,1.33
,14:53:49,4,2700,776.4,1.41,13.3,9,-7.6,0.162,10,0.1,1.32
,14:53:50,4,2700,777.4,1.41,13.3,9,-7.6,0.157,10,0.1,1.32
,14:53:51,4,2700,778.4,1.41,13.3,9,-7.6,0.157,10,0.1,1.32
,14:53:52,4,2700,779.4,1.41,13.3,9,-7.6,0.157,10,0.1,1.32
,14:53:53,4,2700,780.4,1.42,13.3,9,-7.6,0.153,10,0.1,1.33
,14:53:54,4,2700,781.4,1.42,13.3,9,-7.6,0.149,10,0.1,1.33
,14:53:55,4,2700,782.4,1.42,13.3,9,-7.6,0.154,10,0.1,1.33
,14:53:56,4,2700,783.4,1.42,13.3,9,-7.6,0.158,10,0.1,1.33
,14:53:57,4,2700,784.4,1.41,13.3,9,-7.6,0.157,10,0.1,1.32
,14:53:58,4,2700,785.4,1.41,13.3,9,-7.6,0.161,10,0.1,1.31
,14:53:59,4,2700,786.4,1.41,13.3,9,-7.6,0.161,10,0.1,1.32
,14:54:00,4,2700,787.4,1.41,13.3,9,-7.6,0.157,10,0.1,1.32
,14:54:01,4,2700,788.4,1.41,13.3,9,-7.6,0.157,10,0.1,1.32
,14:54:02,4,2700,789.4,1.42,13.3,9,-7.6,0.158,10,0.1,1.33
,14:54:03,4,2700,790.4,1.42,13.3,9,-7.6,0.153,10,0.1,1.33
,14:54:04,4,2700,791.4,1.42,13.3,9,-7.6,0.158,10,0.1,1.33
,14:54:05,4,2700,792.4,1.41,13.3,9,-7.6,0.157,10,0.1,1.32
,14:54:06,4,2700,793.4,1.41,13.3,9,-7.6,0.157,10,0.1,1.32
,14:54:07,4,2700,794.4,1.41,13.3,9,-7.6,0.157,10,0.1,1.32
,14:54:08,4,2700,795.4,1.42,13.3,9,-7.6,0.153,10,0.1,1.33
,14:54:09,4,2700,796.4,1.42,13.3,9,-7.6,0.154,10,0.1,1.33
,14:54:10,4,2700,797.4,1.41,13.3,9,-7.6,0.157,10,0.1,1.32
,14:54:11,4,2700,798.4,1.41,13.3,9,-7.6,0.157,10,0.1,1.32
,14:54:12,4,2700,799.4,1.4,13.3,8,-7.6,0.166,10,0.1,1.31
,14:54:13,4,2700,800.4,1.41,13.3,9,-7.6,0.161,10,0.1,1.32
,14:54:14,4,2700,801.4,1.42,13.3,9,-7.7,0.158,10,0.1,1.33
,14:54:15,4,2700,802.4,1.42,13.3,9,-7.7,0.159,10,0.1,1.33
,14:54:16,4,2700,803.4,1.43,13.3,9,-7.7,0.159,10,0.1,1.34
,14:54:17,4,2700,804.4,1.43,13.3,9,-7.7,0.154,10,0.1,1.34
,14:54:18,4,2700,805.4,1.43,13.3,9,-7.7,0.154,10,0.1,1.34
,14:54:19,4,2700,806.4,1.43,13.3,9,-7.7,0.159,10,0.1,1.34
,14:54:20,4,2700,807.4,1.43,13.3,9,-7.7,0.159,10,0.1,1.33
,14:54:21,4,2700,808.4,1.42,13.3,9,-7.7,0.158,10,0.1,1.33
,14:54:22,4,2700,809.4,1.42,13.3,9,-7.7,0.154,10,0.1,1.33
,14:54:23,4,2700,810.4,1.42,13.3,9,-7.7,0.154,10,0.1,1.33
,14:54:24,4,2700,811.4,1.42,13.3,9,-7.7,0.158,10,0.1,1.33
,14:54:25,4,2700,812.4,1.42,13.3,9,-7.7,0.154,10,0.1,1.33
,14:54:26,4,2700,813.4,1.42,13.3,9,-7.7,0.154,10,0.1,1.33
,14:54:27,4,2700,814.4,1.42,13.3,9,-7.7,0.158,10,0.1,1.33
,14:54:28,4,2700,815.4,1.42,13.3,9,-7.7,0.158,10,0.1,1.33
,14:54:29,4,2700,816.4,1.42,13.3,9,-7.7,0.158,10,0.1,1.33
,14:54:30,4,2700,817.4,1.42,13.3,9,-7.7,0.158,10,0.1,1.33
,14:54:31,4,2700,818.4,1.42,13.3,9,-7.7,0.158,10,0.1,1.33
,14:54:32,4,2700,819.4,1.42,13.3,9,-7.7,0.159,10,0.1,1.33
,14:54:33,4,2700,820.4,1.43,13.3,9,-7.7,0.154,10,0.1,1.34
,14:54:34,4,2700,821.4,1.43,13.3,9,-7.7,0.15,10,0.1,1.34
,14:54:35,4,2700,822.4,1.42,13.3,9,-7.7,0.154,10,0.1,1.33
,14:54:36,4,2700,823.4,1.41,13.3,9,-7.7,0.153,10,0.1,1.32
,14:54:37,4,2700,824.4,1.41,13.3,9,-7.8,0.153,10,0.1,1.32
,14:54:38,4,2700,825.4,1.41,13.3,9,-7.8,0.152,10,0.1,1.32
,14:54:39,4,2700,826.4,1.4,13.3,9,-7.8,0.156,10,0.1,1.31
,14:54:40,4,2700,827.4,1.4,13.3,9,-7.8,0.156,10,0.1,1.31
,14:54:41,4,2700,828.4,1.4,13.3,9,-7.8,0.152,10,0.1,1.31
,14:54:42,4,2700,829.4,1.4,13.3,9,-7.8,0.156,10,0.1,1.31
,14:54:43,4,2700,830.4,1.4,13.3,9,-7.8,0.156,10,0.1,1.31
,14:54:44,4,2700,831.4,1.4,13.3,9,-7.8,0.156,10,0.1,1.31
,14:54:45,4,2700,832.4,1.4,13.3,9,-7.8,0.156,10,0.1,1.31
,14:54:46,4,2700,833.4,1.4,13.3,9,-7.8,0.156,10,0.1,1.31
,14:54:47,4,2700,834.4,1.4,13.3,9,-7.8,0.156,10,0.1,1.31
,14:54:48,4,2700,835.4,1.39,13.3,9,-7.8,0.155,10,0.1,1.31
,14:54:49,4,2700,836.4,1.39,13.3,9,-7.8,0.155,10,0.1,1.3
,14:54:50,4,2700,837.4,1.39,13.3,9,-7.8,0.155,10,0.1,1.31
,14:54:51,4,2700,838.4,1.4,13.3,9,-7.8,0.156,10,0.1,1.31
,14:54:52,4,2700,839.4,1.4,13.3,9,-7.8,0.156,10,0.1,1.31
,14:54:53,4,2700,840.4,1.4,13.3,9,-7.8,0.156,10,0.1,1.31
,14:54:54,4,2700,841.4,1.41,13.3,9,-7.8,0.157,10,0.1,1.32
,14:54:55,4,2700,842.4,1.41,13.3,9,-7.8,0.157,10,0.1,1.32
,14:54:56,4,2700,843.4,1.41,13.3,9,-7.8,0.157,10,0.1,1.32
,14:54:57,4,2700,844.4,1.41,13.3,9,-7.8,0.157,10,0.1,1.32
,14:54:58,4,2700,845.4,1.41,13.3,9,-7.8,0.157,10,0.1,1.32
,14:54:59,4,2700,846.4,1.41,13.3,9,-7.8,0.153,10,0.1,1.32
,14:55:00,4,2700,847.4,1.41,13.3,9,-7.8,0.153,10,0.1,1.32
,14:55:01,4,2700,848.4,1.41,13.3,9,-7.9,0.153,10,0.1,1.32
,14:55:02,4,2700,849.4,1.41,13.3,9,-7.9,0.153,10,0.1,1.32
,14:55:03,4,2700,850.4,1.41,13.3,9,-7.9,0.153,10,0.1,1.32
,14:55:04,4,2700,851.4,1.4,13.3,9,-7.9,0.152,10,0.1,1.31
,14:55:05,4,2700,852.4,1.4,13.3,9,-7.9,0.156,10,0.1,1.31
,14:55:06,4,2700,853.4,1.4,13.3,9,-7.9,0.156,10,0.1,1.31
,14:55:07,4,2700,854.4,1.4,13.3,9,-7.9,0.156,10,0.1,1.31
,14:55:08,4,2700,855.4,1.41,13.3,9,-7.9,0.157,10,0.1,1.32
,14:55:09,4,2700,856.4,1.41,13.3,9,-7.9,0.157,10,0.1,1.32
,14:55:10,4,2700,857.4,1.41,13.3,9,-7.9,0.157,10,0.1,1.32
,14:55:11,4,2700,858.4,1.41,13.3,9,-7.9,0.157,10,0.1,1.32
,14:55:12,4,2700,859.4,1.41,13.3,9,-7.9,0.157,10,0.1,1.32
,14:55:13,4,2700,860.4,1.4,13.3,9,-7.9,0.156,10,0.1,1.31
,14:55:14,4,2700,861.4,1.4,13.3,9,-7.9,0.152,10,0.1,1.32
,14:55:15,4,2700,862.4,1.41,13.3,9,-7.9,0.153,10,0.1,1.32
,14:55:16,4,2700,863.4,1.41,13.3,9,-7.9,0.157,10,0.1,1.32
,14:55:17,4,2700,864.4,1.41,13.3,9,-7.9,0.157,10,0.1,1.32
,14:55:18,4,2700,865.4,1.41,13.3,9,-7.9,0.157,10,0.1,1.32
,14:55:19,4,2700,866.4,1.42,13.3,9,-7.9,0.158,10,0.1,1.33
,14:55:20,4,2700,867.4,1.42,13.3,9,-7.9,0.158,10,0.1,1.33
,14:55:21,4,2700,868.4,1.42,13.3,9,-7.9,0.159,10,0.1,1.33
,14:55:22,4,2700,869.4,1.42,13.3,9,-7.9,0.154,10,0.1,1.33
,14:55:23,4,2700,870.4,1.42,13.3,9,-7.9,0.149,10,0.1,1.33
,14:55:24,4,2700,871.4,1.42,13.3,9,-7.9,0.149,10,0.1,1.32
,14:55:25,4,2700,872.4,1.41,13.3,9,-7.9,0.153,10,0.1,1.32
,14:55:26,4,2700,873.4,1.41,13.3,9,-8,0.152,10,0.1,1.31
,14:55:27,4,2700,874.4,1.4,13.3,9,-8,0.152,10,0.1,1.31
,14:55:28,4,2700,875.4,1.4,13.3,9,-8,0.156,10,0.1,1.31
,14:55:29,4,2700,876.4,1.39,13.3,9,-8,0.155,10,0.1,1.31
,14:55:30,4,2700,877.4,1.39,13.3,9,-8,0.15,10,0.1,1.3
,14:55:31,4,2700,878.4,1.38,13.3,9,-8,0.15,10,0.1,1.29
,14:55:32,4,2700,879.4,1.38,13.3,9,-8,0.15,10,0.1,1.29
,14:55:33,4,2700,880.4,1.38,13.3,9,-8,0.154,10,0.1,1.29
,14:55:34,4,2700,881.4,1.38,13.3,9,-8,0.159,10,0.1,1.29
,14:55:35,4,2700,882.4,1.39,13.3,9,-8,0.159,10,0.1,1.3
,14:55:36,4,2700,883.4,1.39,13.3,9,-8,0.16,10,0.1,1.31
,14:55:37,4,2700,884.4,1.4,13.3,9,-8,0.161,10,0.1,1.31
,14:55:38,4,2700,885.4,1.4,13.3,9,-8,0.161,10,0.1,1.31
,14:55:39,4,2700,886.4,1.39,13.3,9,-8,0.155,10,0.1,1.31
,14:55:40,4,2700,887.4,1.39,13.3,9,-8,0.151,10,0.1,1.3
,14:55:41,4,2700,888.4,1.39,13.3,9,-8,0.155,10,0.1,1.3
,14:55:42,4,2700,889.4,1.39,13.3,9,-8,0.159,10,0.1,1.3
,14:55:43,4,2700,890.4,1.39,13.3,9,-8,0.159,10,0.1,1.3
,14:55:44,4,2700,891.4,1.39,13.3,9,-8,0.155,10,0.1,1.3
,14:55:45,4,2700,892.4,1.39,13.3,9,-8,0.16,10,0.1,1.3
,14:55:46,4,2700,893.4,1.39,13.3,9,-8,0.16,10,0.1,1.3
,14:55:47,4,2700,894.4,1.39,13.3,9,-8,0.155,10,0.1,1.3
,14:55:48,4,2700,895.4,1.39,13.3,9,-8.1,0.151,10,0.1,1.3
,14:55:49,4,2700,896.4,1.39,13.3,9,-8.1,0.151,10,0.1,1.31
,14:55:50,4,2700,897.4,1.4,13.3,9,-8.1,0.156,10,0.1,1.31
,14:55:51,4,2700,898.4,1.4,13.3,9,-8.1,0.156,10,0.1,1.31
,14:55:52,4,2700,899.4,1.4,13.3,9,-8.1,0.16,10,0.1,1.31
,14:55:53,4,2700,900.4,1.39,13.3,9,-8.1,0.16,10,0.1,1.31
,14:55:54,4,2700,901.4,1.4,13.3,9,-8.1,0.151,10,0.1,1.31
,14:55:55,4,2700,902.4,1.4,13.3,9,-8.1,0.151,10,0.1,1.31
,14:55:56,4,2700,903.4,1.4,13.3,9,-8.1,0.152,10,0.1,1.31
,14:55:57,4,2700,904.4,1.4,13.3,9,-8.1,0.152,10,0.1,1.31
,14:55:58,4,2700,905.4,1.4,13.3,9,-8.1,0.152,10,0.1,1.31
,14:55:59,4,2700,906.4,1.41,13.3,9,-8.1,0.157,10,0.1,1.32
,14:56:00,4,2700,907.4,1.41,13.3,9,-8.1,0.157,10,0.1,1.32
,14:56:01,4,2700,908.4,1.41,13.3,9,-8.1,0.157,10,0.1,1.32
,14:56:02,4,2700,909.4,1.4,13.3,9,-8.1,0.161,10,0.1,1.31
,14:56:03,4,2700,910.4,1.4,13.3,9,-8.1,0.156,10,0.1,1.31
,14:56:04,4,2700,911.4,1.4,13.3,9,-8.1,0.152,10,0.1,1.31
,14:56:05,4,2700,912.4,1.4,13.3,9,-8.1,0.152,10,0.1,1.31
,14:56:06,4,2700,913.4,1.4,13.3,9,-8.1,0.156,10,0.1,1.31
,14:56:07,4,2700,914.4,1.4,13.3,9,-8.1,0.156,10,0.1,1.31
,14:56:08,4,2700,915.4,1.4,13.3,9,-8.1,0.156,10,0.1,1.31
,14:56:09,4,2700,916.4,1.4,13.3,9,-8.1,0.152,10,0.1,1.31
,14:56:10,4,2700,917.4,1.4,13.3,9,-8.2,0.151,10,0.1,1.31
,14:56:11,4,2700,918.4,1.39,13.3,9,-8.2,0.147,10,0.1,1.3
,14:56:12,4,2700,919.4,1.39,13.3,9,-8.2,0.151,10,0.1,1.31
,14:56:13,4,2700,920.4,1.39,13.3,9,-8.2,0.155,10,0.1,1.31
,14:56:14,4,2700,921.4,1.39,13.3,9,-8.2,0.155,10,0.1,1.3
,14:56:15,4,2700,922.4,1.38,13.3,9,-8.2,0.154,10,0.1,1.3
,14:56:16,4,2700,923.4,1.38,13.3,9,-8.2,0.158,10,0.1,1.29
,14:56:17,4,2700,924.4,1.38,13.3,9,-8.2,0.154,10,0.1,1.29
,14:56:18,4,2700,925.4,1.39,13.3,9,-8.2,0.15,10,0.1,1.3
,14:56:19,4,2700,926.4,1.39,13.3,9,-8.2,0.151,10,0.1,1.3
,14:56:20,4,2700,927.4,1.39,13.3,9,-8.2,0.155,10,0.1,1.3
,14:56:21,4,2700,928.4,1.39,13.3,9,-8.2,0.155,10,0.1,1.3
,14:56:22,4,2700,929.4,1.39,13.3,9,-8.2,0.155,10,0.1,1.3
,14:56:23,4,2700,930.4,1.39,13.3,9,-8.2,0.155,10,0.1,1.3
,14:56:24,4,2700,931.4,1.39,13.3,9,-8.2,0.151,10,0.1,1.3
,14:56:25,4,2700,932.4,1.39,13.3,9,-8.2,0.155,10,0.1,1.31
,14:56:26,4,2700,933.4,1.4,13.3,9,-8.2,0.161,10,0.1,1.31
,14:56:27,4,2700,934.4,1.41,13.3,9,-8.2,0.157,10,0.1,1.32
,14:56:28,4,2700,935.4,1.41,13.3,9,-8.2,0.152,10,0.1,1.31
,14:56:29,4,2700,936.4,1.4,13.3,9,-8.2,0.151,10,0.1,1.31
,14:56:30,4,2700,937.4,1.39,13.3,9,-8.2,0.151,10,0.1,1.3
,14:56:31,4,2700,938.4,1.39,13.3,9,-8.2,0.16,10,0.1,1.3
,14:56:32,4,2700,939.4,1.39,13.3,9,-8.2,0.16,10,0.1,1.31
