Data file,,COLSIBRO_HEF_T9_C2.TSV,,,,,,,,,,
,16:40:54,5,3590,1791.3,1.54,13.3,7,21,0.214,10,49.7,1.48
,16:40:55,5,3590,1792.3,1.53,13.3,7,21,0.213,10,49.7,1.47
,16:40:56,5,3590,1793.3,1.51,13.3,7,21,0.211,10,49.7,1.46
,16:40:57,5,3590,1794.3,1.5,13.3,7,21,0.209,10,49.7,1.45
,16:40:58,5,3590,1795.3,1.5,13.3,7,21,0.217,10,49.6,1.45
,16:40:59,5,3590,1796.3,1.5,13.3,7,21,0.217,10,49.7,1.45
,16:41:00,5,3590,1797.3,1.5,13.3,7,22,0.225,10,49.7,1.45
,16:41:01,5,3590,1798.3,1.51,13.3,7,22,0.227,10,49.7,1.46
,16:41:02,5,3590,1799.3,1.54,13.3,7,22,0.231,10,49.7,1.49
,16:41:03,5,3590,1800.3,1.56,13.3,7,22,0.234,10,49.7,1.51
,16:41:04,5,3590,1801.3,1.57,13.3,7,22,0.226,10,49.7,1.51
,16:41:05,5,3590,1802.3,1.56,13.3,7,22,0.225,10,49.7,1.5
,16:41:06,5,3590,1803.3,1.56,13.3,7,22,0.225,10,49.7,1.5
,16:41:07,5,3590,1804.3,1.56,13.3,7,22,0.225,10,49.7,1.51
,16:41:08,5,3590,1805.3,1.56,13.3,7,22,0.226,10,49.7,1.51
,16:41:09,5,3590,1806.3,1.58,13.3,7,22,0.228,10,49.7,1.52
,16:41:10,5,3590,1807.3,1.59,13.3,7,22,0.23,10,49.7,1.54
,16:41:11,5,3590,1808.3,1.6,13.3,7,22,0.222,10,49.7,1.54
,16:41:12,5,3590,1809.3,1.59,13.3,7,21,0.222,10,49.6,1.53
,16:41:13,5,3590,1810.3,1.57,13.3,7,22,0.227,10,49.6,1.52
,16:41:14,5,3590,1811.3,1.57,13.3,7,21,0.227,10,49.6,1.51
,16:41:15,5,3590,1812.3,1.56,13.3,7,21,0.217,10,49.7,1.5
,16:41:16,5,3590,1813.3,1.56,13.3,7,21,0.217,10,49.7,1.5
,16:41:17,5,3590,1814.3,1.55,13.3,7,21,0.216,10,49.7,1.5
,16:41:18,5,3590,1815.3,1.56,13.3,7,21,0.218,10,49.7,1.51
,16:41:19,5,3590,1816.3,1.56,13.3,7,21,0.217,10,49.7,1.5
,16:41:20,5,3590,1817.3,1.56,13.3,7,21,0.217,10,49.7,1.5
,16:41:21,5,3590,1818.3,1.54,13.3,7,21,0.223,10,49.7,1.49
,16:41:22,5,3590,1819.3,1.55,13.3,7,22,0.224,10,49.7,1.5
,16:41:23,5,3590,1820.3,1.55,13.3,7,22,0.233,10,49.7,1.5
,16:41:24,5,3590,1821.3,1.56,13.3,7,22,0.225,10,49.7,1.5
,16:41:25,5,3590,1822.3,1.57,13.3,7,22,0.218,10,49.7,1.51
,16:41:26,5,3590,1823.3,1.57,13.3,7,21,0.218,10,49.7,1.51
,16:41:27,5,3590,1824.3,1.56,13.3,7,21,0.226,10,49.7,1.51
,16:41:28,5,3590,1825.3,1.56,13.3,7,21,0.217,10,49.7,1.5
,16:41:29,5,3590,1826.3,1.57,13.3,7,21,0.218,10,49.7,1.52
,16:41:30,5,3590,1827.3,1.57,13.3,7,21,0.211,10,49.7,1.52
,16:41:31,5,3590,1828.3,1.56,13.3,7,21,0.21,10,49.6,1.51
,16:41:32,5,3590,1829.3,1.55,13.3,7,21,0.216,10,49.7,1.5
,16:41:33,5,3590,1830.3,1.56,13.3,7,21,0.225,10,49.7,1.51
,16:41:34,5,3590,1831.3,1.57,13.3,7,22,0.227,10,49.6,1.52
,16:41:35,5,3590,1832.3,1.57,13.3,7,22,0.227,10,49.7,1.51
,16:41:36,5,3590,1833.3,1.55,13.3,7,22,0.224,10,49.7,1.5
,16:41:37,5,3590,1834.3,1.53,13.3,7,22,0.214,10,49.7,1.48
,16:41:38,5,3590,1835.3,1.53,13.3,7,21,0.206,10,49.6,1.47
,16:41:39,5,3590,1836.3,1.53,13.3,7,21,0.205,10,49.7,1.48
,16:41:40,5,3590,1837.3,1.54,13.3,7,22,0.215,10,49.7,1.49
,16:41:41,5,3590,1838.3,1.56,13.3,7,22,0.225,10,49.7,1.51
,16:41:42,5,3590,1839.3,1.57,13.3,7,22,0.227,10,49.7,1.51
,16:41:43,5,3590,1840.3,1.57,13.3,7,22,0.227,10,49.7,1.51
,16:41:44,5,3590,1841.3,1.56,13.3,7,22,0.225,10,49.7,1.51
,16:41:45,5,3590,1842.3,1.56,13.3,7,21,0.225,10,49.7,1.5
,16:41:46,5,3590,1843.3,1.56,13.3,7,22,0.217,10,49.7,1.5
,16:41:47,5,3590,1844.3,1.55,13.3,7,21,0.216,10,49.7,1.5
,16:41:48,5,3590,1845.3,1.55,13.3,7,22,0.216,10,49.7,1.5
,16:41:49,5,3590,1846.3,1.56,13.3,7,22,0.225,10,49.7,1.5
,16:41:50,5,3590,1847.3,1.57,13.3,7,22,0.226,10,49.6,1.51
,16:41:51,5,3590,1848.3,1.57,13.3,7,21,0.218,10,49.7,1.51
,16:41:52,5,3590,1849.3,1.56,13.3,7,21,0.217,10,49.7,1.5
,16:41:53,5,3590,1850.3,1.55,13.3,7,21,0.215,10,49.7,1.49
,16:41:54,5,3590,1851.3,1.53,13.3,7,21,0.206,10,49.7,1.48
,16:41:55,5,3590,1852.3,1.53,13.3,7,21,0.206,10,49.7,1.48
,16:41:56,5,3590,1853.3,1.54,13.3,7,22,0.222,10,49.7,1.48
,16:41:57,5,3590,1854.3,1.55,13.3,7,22,0.232,10,49.7,1.49
,16:41:58,5,3590,1855.3,1.55,13.3,7,22,0.232,10,49.7,1.49
,16:41:59,5,3590,1856.3,1.54,13.3,7,22,0.223,10,49.7,1.49
,16:42:00,5,3590,1857.3,1.54,13.3,7,21,0.215,10,49.7,1.49
,16:42:01,5,3590,1858.3,1.54,13.3,7,21,0.207,10,49.7,1.49
,16:42:02,5,3590,1859.3,1.54,13.3,7,21,0.215,10,49.7,1.49
,16:42:03,5,3590,1860.3,1.55,13.3,7,22,0.223,10,49.7,1.49
,16:42:04,5,3590,1861.3,1.56,13.3,7,21,0.234,10,49.7,1.51
,16:42:05,5,3590,1862.3,1.55,13.3,7,22,0.224,10,49.7,1.5
,16:42:06,5,3590,1863.3,1.54,13.3,7,22,0.215,10,49.7,1.49
,16:42:07,5,3590,1864.3,1.53,13.3,7,21,0.213,10,49.7,1.47
,16:42:08,5,3590,1865.3,1.52,13.3,7,21,0.22,10,49.7,1.47
,16:42:09,5,3590,1866.3,1.52,13.3,7,21,0.22,10,49.7,1.47
,16:42:10,5,3590,1867.3,1.53,13.3,7,22,0.221,10,49.7,1.48
,16:42:11,5,3590,1868.3,1.54,13.3,7,21,0.214,10,49.7,1.48
,16:42:12,5,3590,1869.3,1.53,13.3,7,21,0.214,10,49.7,1.48
,16:42:13,5,3590,1870.3,1.53,13.3,7,22,0.22,10,49.7,1.47
,16:42:14,5,3590,1871.3,1.52,13.3,7,22,0.22,10,49.7,1.47
,16:42:15,5,3590,1872.3,1.53,13.3,7,22,0.22,10,49.7,1.47
,16:42:16,5,3590,1873.3,1.52,13.3,7,21,0.212,10,49.7,1.47
,16:42:17,5,3590,1874.3,1.53,13.3,7,21,0.206,10,49.7,1.48
,16:42:18,5,3590,1875.3,1.55,13.3,7,21,0.209,10,49.7,1.5
,16:42:19,5,3590,1876.3,1.55,13.3,7,21,0.209,10,49.7,1.5
,16:42:20,5,3590,1877.3,1.54,13.3,7,22,0.215,10,49.7,1.49
,16:42:21,5,3590,1878.3,1.53,13.3,7,22,0.221,10,49.7,1.48
,16:42:22,5,3590,1879.3,1.53,13.3,7,22,0.22,10,49.7,1.47
,16:42:23,5,3590,1880.3,1.52,13.3,7,22,0.22,10,49.6,1.47
,16:42:24,5,3590,1881.3,1.52,13.3,7,21,0.211,10,49.7,1.46
,16:42:25,5,3590,1882.3,1.52,13.3,7,21,0.212,10,49.7,1.47
,16:42:26,5,3590,1883.3,1.52,13.3,7,21,0.204,10,49.7,1.47
,16:42:27,5,3590,1884.3,1.51,13.3,7,21,0.202,10,49.7,1.45
,16:42:28,5,3590,1885.3,1.49,13.3,7,21,0.207,10,49.7,1.43
,16:42:29,5,3590,1886.3,1.49,13.3,7,21,0.215,10,49.6,1.44
,16:42:30,5,3590,1887.3,1.5,13.3,7,21,0.217,10,49.6,1.45
,16:42:31,5,3590,1888.3,1.51,13.3,7,22,0.218,10,49.7,1.46
,16:42:32,5,3590,1889.3,1.53,13.3,7,22,0.221,10,49.7,1.48
,16:42:33,5,3590,1890.3,1.55,13.3,7,21,0.224,10,49.7,1.49
,16:42:34,5,3590,1891.3,1.55,13.3,7,22,0.216,10,49.7,1.5
,16:42:35,5,3590,1892.3,1.54,13.3,7,22,0.214,10,49.7,1.48
,16:42:36,5,3590,1893.3,1.53,13.3,7,21,0.213,10,49.7,1.48
,16:42:37,5,3590,1894.3,1.52,13.3,7,22,0.228,10,49.7,1.47
,16:42:38,5,3590,1895.3,1.52,13.3,7,22,0.22,10,49.6,1.47
,16:42:39,5,3590,1896.3,1.52,13.3,7,22,0.212,10,49.7,1.47
,16:42:40,5,3590,1897.3,1.54,13.3,7,22,0.214,10,49.7,1.48
,16:42:41,5,3590,1898.3,1.55,13.3,7,22,0.209,10,49.7,1.5
,16:42:42,5,3590,1899.3,1.55,13.3,7,21,0.208,10,49.7,1.49
,16:42:43,5,3590,1900.3,1.54,13.3,7,21,0.214,10,49.7,1.48
,16:42:44,5,3590,1901.3,1.52,13.3,7,22,0.22,10,49.7,1.47
,16:42:45,5,3590,1902.3,1.52,13.3,7,22,0.219,10,49.7,1.46
,16:42:46,5,3590,1903.3,1.52,13.3,7,22,0.219,10,49.7,1.47
,16:42:47,5,3590,1904.3,1.53,13.3,7,22,0.22,10,49.7,1.47
,16:42:48,5,3590,1905.3,1.53,13.3,7,22,0.213,10,49.7,1.48
,16:42:49,5,3590,1906.3,1.52,13.3,7,21,0.205,10,49.7,1.47
,16:42:50,5,3590,1907.3,1.51,13.3,7,22,0.203,10,49.7,1.46
,16:42:51,5,3590,1908.3,1.5,13.3,7,22,0.209,10,49.6,1.45
,16:42:52,5,3590,1909.3,1.5,13.3,7,21,0.216,10,49.7,1.45
,16:42:53,5,3590,1910.3,1.5,13.3,7,22,0.216,10,49.7,1.44
,16:42:54,5,3590,1911.3,1.5,13.3,7,21,0.225,10,49.7,1.45
,16:42:55,5,3590,1912.3,1.5,13.3,7,21,0.225,10,49.7,1.45
,16:42:56,5,3590,1913.3,1.5,13.3,7,22,0.208,10,49.7,1.44
,16:42:57,5,3590,1914.3,1.49,13.3,7,22,0.2,10,49.7,1.44
,16:42:58,5,3590,1915.3,1.49,13.3,7,22,0.207,10,49.7,1.44
,16:42:59,5,3590,1916.3,1.49,13.3,7,22,0.215,10,49.7,1.43
,16:43:00,5,3590,1917.3,1.5,13.3,7,22,0.216,10,49.7,1.44
,16:43:01,5,3590,1918.3,1.51,13.3,7,22,0.21,10,49.7,1.46
,16:43:02,5,3590,1919.3,1.52,13.3,7,22,0.212,10,49.7,1.47
,16:43:03,5,3590,1920.3,1.52,13.3,7,22,0.211,10,49.7,1.47
,16:43:04,5,3590,1921.3,1.51,13.3,7,22,0.21,10,49.7,1.46
,16:43:05,5,3590,1922.3,1.49,13.3,7,22,0.208,10,49.7,1.44
,16:43:06,5,3590,1923.3,1.48,13.3,7,22,0.206,10,49.6,1.43
,16:43:07,5,3590,1924.3,1.47,13.3,7,22,0.204,10,49.7,1.41
,16:43:08,5,3590,1925.3,1.47,13.3,7,22,0.204,10,49.7,1.42
,16:43:09,5,3590,1926.3,1.49,13.3,7,22,0.215,10,49.6,1.44
,16:43:10,5,3590,1927.3,1.49,13.3,7,22,0.215,10,49.7,1.44
,16:43:11,5,3590,1928.3,1.5,13.3,7,22,0.216,10,49.7,1.44
,16:43:12,5,3590,1929.3,1.48,13.3,7,21,0.199,10,49.7,1.43
,16:43:13,5,3590,1930.3,1.49,13.3,8,21,0.193,10,49.7,1.43
,16:43:14,5,3590,1931.3,1.48,13.3,7,21,0.206,10,49.7,1.42
,16:43:15,5,3590,1932.3,1.48,13.3,7,22,0.213,10,49.7,1.42
,16:43:16,5,3590,1933.3,1.49,13.3,7,22,0.215,10,49.7,1.44
,16:43:17,5,3590,1934.3,1.49,13.3,7,22,0.223,10,49.7,1.43
,16:43:18,5,3590,1935.3,1.48,13.3,7,22,0.222,10,49.7,1.43
,16:43:19,5,3590,1936.3,1.46,13.3,7,22,0.211,10,49.7,1.41
,16:43:20,5,3590,1937.3,1.45,13.3,7,22,0.195,10,49.7,1.4
,16:43:21,5,3590,1938.3,1.45,13.3,7,22,0.202,10,49.7,1.4
,16:43:22,5,3590,1939.3,1.45,13.3,7,22,0.201,10,49.7,1.4
,16:43:23,5,3590,1940.3,1.46,13.3,7,22,0.218,10,49.7,1.41
,16:43:24,5,3590,1941.3,1.47,13.3,7,22,0.212,10,49.7,1.42
,16:43:25,5,3590,1942.3,1.48,13.3,7,22,0.214,10,49.7,1.43
,16:43:26,5,3590,1943.3,1.48,13.3,7,22,0.213,10,49.7,1.42
,16:43:27,5,3590,1944.3,1.46,13.3,7,22,0.196,10,49.7,1.41
,16:43:28,5,3590,1945.3,1.45,13.3,7,22,0.195,10,49.7,1.4
,16:43:29,5,3590,1946.3,1.45,13.3,7,22,0.202,10,49.7,1.4
,16:43:30,5,3590,1947.3,1.46,13.3,7,22,0.203,10,49.7,1.41
,16:43:31,5,3590,1948.3,1.47,13.3,7,22,0.213,10,49.7,1.42
,16:43:32,5,3590,1949.3,1.48,13.3,7,22,0.207,10,49.7,1.43
,16:43:33,5,3590,1950.3,1.47,13.3,7,22,0.205,10,49.7,1.42
,16:43:34,5,3590,1951.3,1.46,13.3,7,22,0.196,10,49.6,1.41
,16:43:35,5,3590,1952.3,1.44,13.3,7,21,0.2,10,49.7,1.39
,16:43:36,5,3590,1953.3,1.43,13.3,7,21,0.206,10,49.7,1.38
,16:43:37,5,3590,1954.3,1.43,13.3,7,21,0.206,10,49.7,1.38
,16:43:38,5,3590,1955.3,1.43,13.3,7,22,0.207,10,49.7,1.39
,16:43:39,5,3590,1956.3,1.45,13.3,7,21,0.202,10,49.7,1.4
,16:43:40,5,3590,1957.3,1.45,13.3,7,22,0.202,10,49.7,1.4
,16:43:41,5,3590,1958.3,1.45,13.3,7,22,0.202,10,49.6,1.4
,16:43:42,5,3590,1959.3,1.44,13.3,7,22,0.207,10,49.7,1.39
,16:43:43,5,3590,1960.3,1.44,13.3,7,21,0.207,10,49.7,1.39
,16:43:44,5,3590,1961.3,1.44,13.3,7,22,0.208,10,49.7,1.39
,16:43:45,5,3590,1962.3,1.45,13.3,7,21,0.202,10,49.7,1.4
,16:43:46,5,3590,1963.3,1.47,13.3,7,21,0.197,10,49.7,1.42
,16:43:47,5,3590,1964.3,1.47,13.3,7,21,0.204,10,49.7,1.41
,16:43:48,5,3590,1965.3,1.46,13.3,7,22,0.21,10,49.7,1.41
,16:43:49,5,3590,1966.3,1.44,13.3,7,21,0.207,10,49.7,1.39
,16:43:50,5,3590,1967.3,1.42,13.3,7,22,0.206,10,49.7,1.37
,16:43:51,5,3590,1968.3,1.42,13.3,7,22,0.198,10,49.7,1.37
,16:43:52,5,3590,1969.3,1.42,13.3,7,22,0.198,10,49.7,1.38
,16:43:53,5,3590,1970.3,1.44,13.3,7,22,0.194,10,49.7,1.4
,16:43:54,5,3590,1971.3,1.46,13.3,7,22,0.197,10,49.7,1.41
,16:43:55,5,3590,1972.3,1.46,13.3,7,22,0.203,10,49.7,1.41
,16:43:56,5,3590,1973.3,1.44,13.3,7,21,0.201,10,49.7,1.39
,16:43:57,5,3590,1974.3,1.42,13.3,7,22,0.205,10,49.7,1.37
,16:43:58,5,3590,1975.3,1.41,13.3,7,22,0.204,10,49.7,1.36
,16:43:59,5,3590,1976.3,1.41,13.3,7,22,0.196,10,49.7,1.36
,16:44:00,5,3590,1977.3,1.43,13.3,7,22,0.206,10,49.7,1.38
,16:44:01,5,3590,1978.3,1.45,13.3,7,22,0.202,10,49.6,1.4
,16:44:02,5,3590,1979.3,1.46,13.3,7,22,0.211,10,49.7,1.41
,16:44:03,5,3590,1980.3,1.45,13.3,7,22,0.218,10,49.7,1.4
,16:44:04,5,3590,1981.3,1.45,13.3,7,22,0.209,10,49.7,1.39
,16:44:05,5,3590,1982.3,1.44,13.3,7,22,0.208,10,49.7,1.39
,16:44:06,5,3590,1983.3,1.44,13.3,7,22,0.194,10,49.7,1.39
,16:44:07,5,3590,1984.3,1.45,13.3,7,22,0.201,10,49.7,1.4
,16:44:08,5,3590,1985.3,1.46,13.3,7,22,0.203,10,49.7,1.41
,16:44:09,5,3590,1986.3,1.47,13.3,7,22,0.212,10,49.7,1.42
,16:44:10,5,3590,1987.3,1.48,13.3,7,22,0.213,10,49.7,1.42
,16:44:11,5,3590,1988.3,1.46,13.3,7,22,0.211,10,49.7,1.41
,16:44:12,5,3590,1989.3,1.44,13.3,7,21,0.207,10,49.7,1.38
,16:44:13,5,3590,1990.3,1.42,13.3,7,21,0.198,10,49.7,1.37
,16:44:14,5,3590,1991.3,1.43,13.3,7,21,0.199,10,49.7,1.38
,16:44:15,5,3590,1992.3,1.45,13.3,7,21,0.209,10,49.7,1.4
,16:44:16,5,3590,1993.3,1.46,13.3,7,22,0.203,10,49.7,1.41
,16:44:17,5,3590,1994.3,1.47,13.3,7,22,0.204,10,49.7,1.41
,16:44:18,5,3590,1995.3,1.46,13.3,7,22,0.211,10,49.7,1.41
,16:44:19,5,3590,1996.3,1.45,13.3,7,22,0.21,10,49.6,1.4
,16:44:20,5,3590,1997.3,1.44,13.3,7,22,0.2,10,49.7,1.39
,16:44:21,5,3590,1998.3,1.44,13.3,7,22,0.2,10,49.7,1.39
,16:44:22,5,3590,1999.3,1.43,13.3,7,21,0.207,10,49.7,1.38
,16:44:23,5,3590,2000.3,1.43,13.3,7,21,0.206,10,49.7,1.38
,16:44:24,5,3590,2001.3,1.43,13.3,7,21,0.207,10,49.7,1.38
,16:44:25,5,3590,2002.3,1.44,13.3,7,22,0.201,10,49.7,1.39
,16:44:26,5,3590,2003.3,1.44,13.3,7,21,0.2,10,49.7,1.39
,16:44:27,5,3590,2004.3,1.43,13.3,7,21,0.199,10,49.7,1.38
,16:44:28,5,3590,2005.3,1.42,13.3,7,22,0.198,10,49.7,1.37
,16:44:29,5,3590,2006.3,1.42,13.3,7,21,0.205,10,49.7,1.37
,16:44:30,5,3590,2007.3,1.42,13.3,7,21,0.213,10,49.6,1.38
,16:44:31,5,3590,2008.3,1.42,13.3,7,21,0.205,10,49.7,1.37
,16:44:32,5,3590,2009.3,1.44,13.3,7,21,0.2,10,49.7,1.39
,16:44:33,5,3590,2010.3,1.45,13.3,7,21,0.202,10,49.7,1.4
,16:44:34,5,3590,2011.3,1.46,13.3,7,21,0.203,10,49.7,1.4
,16:44:35,5,3590,2012.3,1.44,13.3,7,21,0.201,10,49.6,1.39
,16:44:36,5,3590,2013.3,1.42,13.3,7,21,0.191,10,49.7,1.37
,16:44:37,5,3590,2014.3,1.42,13.3,7,22,0.198,10,49.7,1.37
,16:44:38,5,3590,2015.3,1.42,13.3,7,22,0.206,10,49.7,1.38
,16:44:39,5,3590,2016.3,1.43,13.3,7,22,0.207,10,49.6,1.38
,16:44:40,5,3590,2017.3,1.44,13.3,7,22,0.2,10,49.7,1.39
,16:44:41,5,3590,2018.3,1.45,13.3,7,22,0.202,10,49.7,1.4
,16:44:42,5,3590,2019.3,1.45,13.3,7,22,0.202,10,49.7,1.4
,16:44:43,5,3590,2020.3,1.44,13.3,7,21,0.201,10,49.7,1.39
,16:44:44,5,3590,2021.3,1.43,13.3,7,22,0.199,10,49.7,1.38
,16:44:45,5,3590,2022.3,1.42,13.3,7,22,0.205,10,49.7,1.37
,16:44:46,5,3590,2023.3,1.42,13.3,7,22,0.213,10,49.7,1.37
,16:44:47,5,3590,2024.3,1.42,13.3,7,22,0.205,10,49.7,1.37
,16:44:48,5,3590,2025.3,1.43,13.3,7,22,0.207,10,49.7,1.39
,16:44:49,5,3590,2026.3,1.45,13.3,7,22,0.195,10,49.7,1.4
,16:44:50,5,3590,2027.3,1.45,13.3,8,22,0.189,10,49.7,1.4
,16:44:51,5,3590,2028.3,1.45,13.3,7,22,0.194,10,49.7,1.4
,16:44:52,5,3590,2029.3,1.43,13.3,7,22,0.207,10,49.7,1.38
,16:44:53,5,3590,2030.3,1.43,13.3,7,22,0.207,10,49.7,1.38
,16:44:54,5,3590,2031.3,1.43,13.3,7,22,0.206,10,49.7,1.38
,16:44:55,5,3590,2032.3,1.43,13.3,7,22,0.206,10,49.7,1.38
,16:44:56,5,3590,2033.3,1.44,13.3,7,21,0.207,10,49.7,1.39
,16:44:57,5,3590,2034.3,1.45,13.3,7,21,0.202,10,49.7,1.4
,16:44:58,5,3590,2035.3,1.45,13.3,7,22,0.202,10,49.7,1.4
,16:44:59,5,3590,2036.3,1.43,13.3,7,22,0.193,10,49.7,1.38
,16:45:00,5,3590,2037.3,1.42,13.3,7,22,0.197,10,49.7,1.37
,16:45:01,5,3590,2038.3,1.41,13.3,7,22,0.203,10,49.7,1.36
,16:45:02,5,3590,2039.3,1.4,13.3,7,22,0.202,10,49.7,1.35
,16:45:03,5,3590,2040.3,1.41,13.3,7,22,0.203,10,49.7,1.36
,16:45:04,5,3590,2041.3,1.43,13.3,7,22,0.199,10,49.7,1.38
,16:45:05,5,3590,2042.3,1.45,13.3,7,22,0.195,10,49.7,1.4
,16:45:06,5,3590,2043.3,1.45,13.3,7,22,0.195,10,49.7,1.4
,16:45:07,5,3590,2044.3,1.43,13.3,7,22,0.199,10,49.7,1.38
,16:45:08,5,3590,2045.3,1.42,13.3,7,22,0.205,10,49.7,1.37
,16:45:09,5,3590,2046.3,1.41,13.3,7,22,0.204,10,49.7,1.36
,16:45:10,5,3590,2047.3,1.41,13.3,7,21,0.204,10,49.7,1.36
,16:45:11,5,3590,2048.3,1.41,13.3,7,21,0.196,10,49.7,1.36
,16:45:12,5,3590,2049.3,1.42,13.3,7,22,0.205,10,49.7,1.37
,16:45:13,5,3590,2050.3,1.43,13.3,7,22,0.215,10,49.7,1.38
,16:45:14,5,3590,2051.3,1.44,13.3,7,22,0.216,10,49.7,1.39
,16:45:15,5,3590,2052.3,1.43,13.3,7,22,0.207,10,49.7,1.38
,16:45:16,5,3590,2053.3,1.42,13.3,7,22,0.198,10,49.7,1.37
,16:45:17,5,3590,2054.3,1.41,13.3,7,22,0.196,10,49.7,1.36
,16:45:18,5,3590,2055.3,1.41,13.3,7,22,0.197,10,49.6,1.36
,16:45:19,5,3590,2056.3,1.42,13.3,7,22,0.204,10,49.6,1.37
,16:45:20,5,3590,2057.3,1.43,13.3,7,22,0.206,10,49.7,1.38
,16:45:21,5,3590,2058.3,1.44,13.3,7,22,0.208,10,49.7,1.39
,16:45:22,5,3590,2059.3,1.45,13.3,7,22,0.202,10,49.7,1.4
,16:45:23,5,3590,2060.3,1.44,13.3,7,22,0.194,10,49.7,1.39
,16:45:24,5,3590,2061.3,1.43,13.3,7,22,0.199,10,49.7,1.38
,16:45:25,5,3590,2062.3,1.42,13.3,7,22,0.204,10,49.7,1.37
,16:45:26,5,3590,2063.3,1.41,13.3,7,22,0.204,10,49.7,1.36
,16:45:27,5,3590,2064.3,1.41,13.3,7,22,0.196,10,49.7,1.36
,16:45:28,5,3590,2065.3,1.41,13.3,7,22,0.196,10,49.7,1.36
,16:45:29,5,3590,2066.3,1.42,13.3,7,22,0.198,10,49.7,1.37
,16:45:30,5,3590,2067.3,1.44,13.3,7,22,0.207,10,49.7,1.38
,16:45:31,5,3590,2068.3,1.44,13.3,7,22,0.207,10,49.7,1.39
,16:45:32,5,3590,2069.3,1.44,13.3,7,22,0.201,10,49.6,1.39
,16:45:33,5,3590,2070.3,1.44,13.3,7,22,0.201,10,49.7,1.39
,16:45:34,5,3590,2071.3,1.44,13.3,7,21,0.201,10,49.7,1.39
,16:45:35,5,3590,2072.3,1.43,13.3,7,21,0.206,10,49.6,1.38
,16:45:36,5,3590,2073.3,1.42,13.3,7,22,0.205,10,49.7,1.37
,16:45:37,5,3590,2074.3,1.43,13.3,7,22,0.199,10,49.7,1.38
,16:45:38,5,3590,2075.3,1.44,13.3,7,22,0.201,10,49.7,1.39
,16:45:39,5,3590,2076.3,1.44,13.3,7,22,0.2,10,49.6,1.39
,16:45:40,5,3590,2077.3,1.41,13.3,7,22,0.204,10,49.7,1.36
,16:45:41,5,3590,2078.3,1.4,13.3,7,22,0.202,10,49.7,1.35
,16:45:42,5,3590,2079.3,1.4,13.3,7,22,0.195,10,49.7,1.35
,16:45:43,5,3590,2080.3,1.41,13.3,7,22,0.189,10,49.7,1.36
,16:45:44,5,3590,2081.3,1.42,13.3,7,22,0.198,10,49.7,1.37
,16:45:45,5,3590,2082.3,1.43,13.3,7,22,0.207,10,49.7,1.38
,16:45:46,5,3590,2083.3,1.43,13.3,7,22,0.207,10,49.7,1.38
,16:45:47,5,3590,2084.3,1.42,13.3,7,22,0.198,10,49.7,1.37
,16:45:48,5,3590,2085.3,1.41,13.3,7,21,0.196,10,49.7,1.36
,16:45:49,5,3590,2086.3,1.4,13.3,7,21,0.194,10,49.7,1.35
,16:45:50,5,3590,2087.3,1.39,13.3,7,21,0.2,10,49.7,1.34
,16:45:51,5,3590,2088.3,1.39,13.3,7,22,0.2,10,49.7,1.34
,16:45:52,5,3590,2089.3,1.41,13.3,7,22,0.196,10,49.7,1.36
,16:45:53,5,3590,2090.3,1.43,13.3,7,22,0.199,10,49.7,1.38
,16:45:54,5,3590,2091.3,1.42,13.3,7,22,0.198,10,49.7,1.37
,16:45:55,5,3590,2092.3,1.4,13.3,7,22,0.195,10,49.7,1.35
,16:45:56,5,3590,2093.3,1.39,13.3,7,22,0.194,10,49.7,1.34
,16:45:57,5,3590,2094.3,1.39,13.3,7,22,0.201,10,49.7,1.35
,16:45:58,5,3590,2095.3,1.4,13.3,7,22,0.202,10,49.7,1.35
,16:45:59,5,3590,2096.3,1.41,13.3,7,22,0.204,10,49.7,1.36
,16:46:00,5,3590,2097.3,1.43,13.3,7,22,0.199,10,49.7,1.38
,16:46:01,5,3590,2098.3,1.46,13.3,7,21,0.196,10,49.7,1.41
,16:46:02,5,3590,2099.3,1.45,13.3,7,21,0.202,10,49.6,1.4
,16:46:03,5,3590,2100.3,1.44,13.3,7,22,0.207,10,49.7,1.38
,16:46:04,5,3590,2101.3,1.42,13.3,7,22,0.204,10,49.7,1.37
,16:46:05,5,3590,2102.3,1.42,13.3,7,22,0.198,10,49.7,1.37
,16:46:06,5,3590,2103.3,1.42,13.3,7,22,0.198,10,49.7,1.37
,16:46:07,5,3590,2104.3,1.43,13.3,7,22,0.192,10,49.7,1.38
,16:46:08,5,3590,2105.3,1.43,13.3,7,22,0.2,10,49.7,1.38
,16:46:09,5,3590,2106.3,1.44,13.3,7,22,0.201,10,49.7,1.39
,16:46:10,5,3590,2107.3,1.43,13.3,7,22,0.207,10,49.7,1.38
,16:46:11,5,3590,2108.3,1.42,13.3,7,22,0.198,10,49.7,1.37
,16:46:12,5,3590,2109.3,1.4,13.3,7,22,0.202,10,49.7,1.35
,16:46:13,5,3590,2110.3,1.39,13.3,7,22,0.201,10,49.7,1.34
,16:46:14,5,3590,2111.3,1.4,13.3,7,22,0.202,10,49.7,1.35
,16:46:15,5,3590,2112.3,1.42,13.3,7,22,0.198,10,49.7,1.38
,16:46:16,5,3590,2113.3,1.44,13.3,7,22,0.201,10,49.7,1.39
,16:46:17,5,3590,2114.3,1.44,13.3,7,22,0.201,10,49.7,1.39
