Data file,,COLSIBRO_HEF_T9_C2.TSV,,,,,,,,,,
,16:12:12,5,3590,69.3,1.58,13.3,7,22,0.22,10,49.7,1.52
,16:12:13,5,3590,70.3,1.55,13.3,7,22,0.216,10,49.6,1.5
,16:12:14,5,3590,71.3,1.49,13.3,7,23,0.208,10,49.6,1.43
,16:12:15,5,3590,72.3,1.38,13.3,7,23,0.192,10,49.7,1.32
,16:12:16,5,3590,73.3,1.27,13.3,7,22,0.176,10,49.7,1.21
,16:12:17,5,3590,74.3,1.2,13.3,7,23,0.167,10,49.6,1.15
,16:12:18,5,3590,75.3,1.17,13.3,7,23,0.163,10,49.7,1.13
,16:12:19,5,3590,76.3,1.15,13.3,7,22,0.167,10,49.7,1.11
,16:12:20,5,3590,77.3,1.16,13.3,7,23,0.161,10,49.7,1.12
,16:12:21,5,3590,78.3,1.18,13.3,7,23,0.17,10,49.7,1.14
,16:12:22,5,3590,79.3,1.19,13.3,7,23,0.172,10,49.7,1.15
,16:12:23,5,3590,80.3,1.19,13.3,7,23,0.171,10,49.7,1.14
,16:12:24,5,3590,81.3,1.18,13.3,7,23,0.164,10,49.7,1.14
,16:12:25,5,3590,82.3,1.19,13.3,7,23,0.16,10,49.7,1.15
,16:12:26,5,3590,83.3,1.19,13.3,8,23,0.154,10,49.7,1.15
,16:12:27,5,3590,84.3,1.19,13.3,7,23,0.165,10,49.7,1.15
,16:12:28,5,3590,85.3,1.19,13.3,7,23,0.166,10,49.7,1.15
,16:12:29,5,3590,86.3,1.2,13.3,7,23,0.167,10,49.7,1.16
,16:12:30,5,3590,87.3,1.2,13.3,7,22,0.167,10,49.7,1.16
,16:12:31,5,3590,88.3,1.21,13.3,7,22,0.175,10,49.7,1.17
,16:12:32,5,3590,89.3,1.22,13.3,7,22,0.176,10,49.7,1.18
,16:12:33,5,3590,90.3,1.21,13.3,7,22,0.175,10,49.7,1.17
,16:12:34,5,3590,91.3,1.2,13.3,7,22,0.173,10,49.7,1.16
,16:12:35,5,3590,92.3,1.19,13.3,7,22,0.172,10,49.7,1.15
,16:12:36,5,3590,93.3,1.19,13.3,7,23,0.171,10,49.7,1.14
,16:12:37,5,3590,94.3,1.18,13.3,7,22,0.164,10,49.7,1.14
,16:12:38,5,3590,95.3,1.19,13.3,7,22,0.16,10,49.6,1.15
,16:12:39,5,3590,96.3,1.21,13.3,7,22,0.162,10,49.7,1.16
,16:12:40,5,3590,97.3,1.21,13.3,7,22,0.162,10,49.7,1.17
,16:12:41,5,3590,98.3,1.19,13.3,7,22,0.166,10,49.7,1.15
,16:12:42,5,3590,99.3,1.18,13.3,7,22,0.171,10,49.7,1.14
,16:12:43,5,3590,100.3,1.19,13.3,7,22,0.172,10,49.7,1.15
,16:12:44,5,3590,101.3,1.21,13.3,7,22,0.174,10,49.6,1.17
,16:12:45,5,3590,102.3,1.22,13.3,7,22,0.177,10,49.7,1.18
,16:12:46,5,3590,103.3,1.23,13.3,7,22,0.177,10,49.7,1.19
,16:12:47,5,3590,104.3,1.24,13.3,7,23,0.179,10,49.7,1.19
,16:12:48,5,3590,105.3,1.23,13.3,7,23,0.178,10,49.7,1.19
,16:12:49,5,3590,106.3,1.22,13.3,7,23,0.17,10,49.7,1.18
,16:12:50,5,3590,107.3,1.21,13.3,7,22,0.163,10,49.7,1.17
,16:12:51,5,3590,108.3,1.22,13.3,7,22,0.169,10,49.7,1.17
,16:12:52,5,3590,109.3,1.22,13.3,7,22,0.17,10,49.7,1.18
,16:12:53,5,3590,110.3,1.21,13.3,7,22,0.175,10,49.7,1.17
,16:12:54,5,3590,111.3,1.2,13.3,7,22,0.18,10,49.7,1.16
,16:12:55,5,3590,112.3,1.21,13.3,7,22,0.181,10,49.7,1.17
,16:12:56,5,3590,113.3,1.22,13.3,7,22,0.182,10,49.7,1.18
,16:12:57,5,3590,114.3,1.22,13.3,7,22,0.176,10,49.7,1.17
,16:12:58,5,3590,115.3,1.2,13.3,7,22,0.168,10,49.7,1.16
,16:12:59,5,3590,116.3,1.2,13.3,7,22,0.167,10,49.7,1.15
,16:13:00,5,3590,117.3,1.19,13.3,7,22,0.166,10,49.7,1.15
,16:13:01,5,3590,118.3,1.19,13.3,7,22,0.172,10,49.7,1.15
,16:13:02,5,3590,119.3,1.19,13.3,7,22,0.172,10,49.7,1.15
,16:13:03,5,3590,120.3,1.2,13.3,7,22,0.173,10,49.6,1.16
,16:13:04,5,3590,121.3,1.21,13.3,7,23,0.174,10,49.6,1.17
,16:13:05,5,3590,122.3,1.21,13.3,7,23,0.175,10,49.7,1.17
,16:13:06,5,3590,123.3,1.2,13.3,7,23,0.168,10,49.7,1.16
,16:13:07,5,3590,124.3,1.2,13.3,7,22,0.167,10,49.7,1.15
,16:13:08,5,3590,125.3,1.18,13.3,7,22,0.164,10,49.6,1.14
,16:13:09,5,3590,126.3,1.17,13.3,7,22,0.168,10,49.7,1.13
,16:13:10,5,3590,127.3,1.16,13.3,7,22,0.167,10,49.6,1.12
,16:13:11,5,3590,128.3,1.16,13.3,7,22,0.161,10,49.7,1.12
,16:13:12,5,3590,129.3,1.15,13.3,7,22,0.161,10,49.7,1.11
,16:13:13,5,3590,130.3,1.16,13.3,7,22,0.156,10,49.7,1.12
,16:13:14,5,3590,131.3,1.17,13.3,7,22,0.163,10,49.7,1.13
,16:13:15,5,3590,132.3,1.18,13.3,7,22,0.164,10,49.7,1.13
,16:13:16,5,3590,133.3,1.15,13.3,7,22,0.167,10,49.7,1.11
,16:13:17,5,3590,134.3,1.13,13.3,7,22,0.163,10,49.7,1.09
,16:13:18,5,3590,135.3,1.12,13.3,7,22,0.162,10,49.7,1.08
,16:13:19,5,3590,136.3,1.12,13.3,7,22,0.162,10,49.6,1.08
,16:13:20,5,3590,137.3,1.12,13.3,7,22,0.162,10,49.6,1.08
,16:13:21,5,3590,138.3,1.13,13.3,7,22,0.157,10,49.6,1.09
,16:13:22,5,3590,139.3,1.13,13.3,7,22,0.157,10,49.6,1.08
,16:13:23,5,3590,140.3,1.13,13.3,7,22,0.157,10,49.7,1.09
,16:13:24,5,3590,141.3,1.13,13.3,7,22,0.157,10,49.7,1.09
,16:13:25,5,3590,142.3,1.13,13.3,7,22,0.157,10,49.7,1.09
,16:13:26,5,3590,143.3,1.13,13.3,7,22,0.157,10,49.6,1.09
,16:13:27,5,3590,144.3,1.14,13.3,7,22,0.159,10,49.6,1.1
,16:13:28,5,3590,145.3,1.15,13.3,7,22,0.16,10,49.6,1.11
,16:13:29,5,3590,146.3,1.15,13.3,7,22,0.16,10,49.7,1.11
,16:13:30,5,3590,147.3,1.14,13.3,7,22,0.158,10,49.7,1.09
,16:13:31,5,3590,148.3,1.13,13.3,7,22,0.157,10,49.7,1.09
,16:13:32,5,3590,149.3,1.14,13.3,7,22,0.159,10,49.7,1.1
,16:13:33,5,3590,150.3,1.16,13.3,7,22,0.156,10,49.7,1.12
,16:13:34,5,3590,151.3,1.16,13.3,7,22,0.155,10,49.7,1.12
,16:13:35,5,3590,152.3,1.14,13.3,7,22,0.159,10,49.7,1.1
,16:13:36,5,3590,153.3,1.13,13.3,7,22,0.158,10,49.7,1.09
,16:13:37,5,3590,154.3,1.14,13.3,7,22,0.158,10,49.6,1.1
,16:13:38,5,3590,155.3,1.11,13.3,7,22,0.16,10,49.6,1.06
,16:13:39,5,3590,156.3,1.09,13.3,7,22,0.158,10,49.7,1.05
,16:13:40,5,3590,157.3,1.08,13.3,7,22,0.161,10,49.7,1.04
,16:13:41,5,3590,158.3,1.08,13.3,7,22,0.155,10,49.6,1.04
,16:13:42,5,3590,159.3,1.09,13.3,7,22,0.157,10,49.7,1.05
,16:13:43,5,3590,160.3,1.12,13.3,7,22,0.161,10,49.6,1.08
,16:13:44,5,3590,161.3,1.16,13.3,7,22,0.168,10,49.7,1.12
,16:13:45,5,3590,162.3,1.18,13.3,7,22,0.171,10,49.6,1.14
,16:13:46,5,3590,163.3,1.17,13.3,7,22,0.169,10,49.6,1.13
,16:13:47,5,3590,164.3,1.15,13.3,7,22,0.167,10,49.7,1.11
,16:13:48,5,3590,165.3,1.13,13.3,7,22,0.164,10,49.7,1.09
,16:13:49,5,3590,166.3,1.14,13.3,7,22,0.165,10,49.7,1.1
,16:13:50,5,3590,167.3,1.15,13.3,7,22,0.165,10,49.6,1.11
,16:13:51,5,3590,168.3,1.16,13.3,7,22,0.161,10,49.7,1.12
,16:13:52,5,3590,169.3,1.16,13.3,7,22,0.161,10,49.6,1.12
,16:13:53,5,3590,170.3,1.17,13.3,7,22,0.162,10,49.7,1.13
,16:13:54,5,3590,171.3,1.16,13.3,7,22,0.168,10,49.6,1.12
,16:13:55,5,3590,172.3,1.15,13.3,7,22,0.165,10,49.6,1.1
,16:13:56,5,3590,173.3,1.14,13.3,7,22,0.159,10,49.7,1.1
,16:13:57,5,3590,174.3,1.15,13.3,7,22,0.167,10,49.7,1.12
,16:13:58,5,3590,175.3,1.18,13.3,7,22,0.164,10,49.7,1.14
,16:13:59,5,3590,176.3,1.18,13.3,7,22,0.171,10,49.6,1.14
,16:14:00,5,3590,177.3,1.16,13.3,7,22,0.167,10,49.7,1.12
,16:14:01,5,3590,178.3,1.14,13.3,7,22,0.165,10,49.6,1.1
,16:14:02,5,3590,179.3,1.15,13.3,7,22,0.161,10,49.7,1.12
,16:14:03,5,3590,180.3,1.21,13.3,7,22,0.169,10,49.6,1.18
,16:14:04,5,3590,181.3,1.26,13.3,7,22,0.17,10,49.6,1.22
,16:14:05,5,3590,182.3,1.26,13.3,8,22,0.164,10,49.7,1.21
,16:14:06,5,3590,183.3,1.22,13.3,7,22,0.164,10,49.6,1.17
,16:14:07,5,3590,184.3,1.17,13.3,7,22,0.163,10,49.7,1.13
,16:14:08,5,3590,185.3,1.16,13.3,7,22,0.161,10,49.7,1.12
,16:14:09,5,3590,186.3,1.15,13.3,7,22,0.16,10,49.7,1.11
,16:14:10,5,3590,187.3,1.14,13.3,7,22,0.165,10,49.7,1.1
,16:14:11,5,3590,188.3,1.14,13.3,7,22,0.164,10,49.7,1.1
,16:14:12,5,3590,189.3,1.14,13.3,7,22,0.164,10,49.6,1.1
,16:14:13,5,3590,190.3,1.15,13.3,7,22,0.16,10,49.6,1.11
,16:14:14,5,3590,191.3,1.15,13.3,7,22,0.16,10,49.6,1.11
,16:14:15,5,3590,192.3,1.15,13.3,7,22,0.16,10,49.6,1.1
,16:14:16,5,3590,193.3,1.13,13.3,7,22,0.163,10,49.6,1.09
,16:14:17,5,3590,194.3,1.14,13.3,7,22,0.158,10,49.7,1.1
,16:14:18,5,3590,195.3,1.15,13.3,7,22,0.16,10,49.7,1.11
,16:14:19,5,3590,196.3,1.17,13.3,7,22,0.162,10,49.6,1.13
,16:14:20,5,3590,197.3,1.16,13.3,7,22,0.168,10,49.7,1.12
,16:14:21,5,3590,198.3,1.17,13.3,7,22,0.168,10,49.7,1.13
,16:14:22,5,3590,199.3,1.17,13.3,7,22,0.169,10,49.7,1.13
,16:14:23,5,3590,200.3,1.19,13.3,7,22,0.171,10,49.7,1.14
,16:14:24,5,3590,201.3,1.18,13.3,7,22,0.165,10,49.6,1.14
,16:14:25,5,3590,202.3,1.18,13.3,7,22,0.165,10,49.6,1.14
,16:14:26,5,3590,203.3,1.18,13.3,7,22,0.171,10,49.6,1.14
,16:14:27,5,3590,204.3,1.19,13.3,7,22,0.172,10,49.6,1.15
,16:14:28,5,3590,205.3,1.18,13.3,7,22,0.171,10,49.7,1.14
,16:14:29,5,3590,206.3,1.17,13.3,7,22,0.163,10,49.7,1.13
,16:14:30,5,3590,207.3,1.17,13.3,7,22,0.163,10,49.6,1.13
,16:14:31,5,3590,208.3,1.17,13.3,7,22,0.162,10,49.7,1.12
,16:14:32,5,3590,209.3,1.16,13.3,7,22,0.168,10,49.6,1.12
,16:14:33,5,3590,210.3,1.16,13.3,7,22,0.168,10,49.6,1.12
,16:14:34,5,3590,211.3,1.17,13.3,7,22,0.175,10,49.7,1.13
,16:14:35,5,3590,212.3,1.17,13.3,7,22,0.169,10,49.6,1.13
,16:14:36,5,3590,213.3,1.19,13.3,7,22,0.165,10,49.7,1.15
,16:14:37,5,3590,214.3,1.2,13.3,7,22,0.173,10,49.6,1.16
,16:14:38,5,3590,215.3,1.2,13.3,7,22,0.167,10,49.6,1.16
,16:14:39,5,3590,216.3,1.21,13.3,7,22,0.169,10,49.7,1.17
,16:14:40,5,3590,217.3,1.22,13.3,7,22,0.17,10,49.6,1.18
,16:14:41,5,3590,218.3,1.24,13.3,7,22,0.172,10,49.7,1.2
,16:14:42,5,3590,219.3,1.23,13.3,7,22,0.178,10,49.7,1.19
,16:14:43,5,3590,220.3,1.23,13.3,7,22,0.178,10,49.6,1.19
,16:14:44,5,3590,221.3,1.23,13.3,7,22,0.177,10,49.7,1.19
,16:14:45,5,3590,222.3,1.22,13.3,7,22,0.17,10,49.7,1.18
,16:14:46,5,3590,223.3,1.21,13.3,7,22,0.162,10,49.7,1.16
,16:14:47,5,3590,224.3,1.19,13.3,7,22,0.16,10,49.6,1.15
,16:14:48,5,3590,225.3,1.19,13.3,7,22,0.16,10,49.7,1.15
,16:14:49,5,3590,226.3,1.18,13.3,7,22,0.159,10,49.7,1.14
,16:14:50,5,3590,227.3,1.17,13.3,7,22,0.158,10,49.7,1.13
,16:14:51,5,3590,228.3,1.16,13.3,7,22,0.156,10,49.7,1.12
,16:14:52,5,3590,229.3,1.15,13.3,7,22,0.155,10,49.6,1.11
,16:14:53,5,3590,230.3,1.16,13.3,7,22,0.155,10,49.7,1.12
,16:14:54,5,3590,231.3,1.17,13.3,7,22,0.158,10,49.7,1.13
,16:14:55,5,3590,232.3,1.22,13.3,7,22,0.17,10,49.6,1.18
,16:14:56,5,3590,233.3,1.27,13.3,7,22,0.177,10,49.7,1.23
,16:14:57,5,3590,234.3,1.31,13.3,7,22,0.183,10,49.7,1.27
,16:14:58,5,3590,235.3,1.31,13.3,7,22,0.183,10,49.6,1.27
,16:14:59,5,3590,236.3,1.3,13.3,7,22,0.188,10,49.7,1.25
,16:15:00,5,3590,237.3,1.27,13.3,7,22,0.177,10,49.7,1.23
,16:15:01,5,3590,238.3,1.26,13.3,7,22,0.175,10,49.6,1.21
,16:15:02,5,3590,239.3,1.25,13.3,7,22,0.174,10,49.7,1.21
,16:15:03,5,3590,240.3,1.27,13.3,7,22,0.183,10,49.6,1.23
,16:15:04,5,3590,241.3,1.28,13.3,7,22,0.184,10,49.7,1.23
,16:15:05,5,3590,242.3,1.25,13.3,7,22,0.181,10,49.7,1.2
,16:15:06,5,3590,243.3,1.22,13.3,7,22,0.176,10,49.7,1.17
,16:15:07,5,3590,244.3,1.2,13.3,7,22,0.173,10,49.7,1.15
,16:15:08,5,3590,245.3,1.19,13.3,7,22,0.166,10,49.7,1.15
,16:15:09,5,3590,246.3,1.2,13.3,7,22,0.167,10,49.7,1.16
,16:15:10,5,3590,247.3,1.22,13.3,7,22,0.17,10,49.7,1.18
,16:15:11,5,3590,248.3,1.24,13.3,7,22,0.178,10,49.6,1.2
,16:15:12,5,3590,249.3,1.26,13.3,7,22,0.175,10,49.7,1.22
,16:15:13,5,3590,250.3,1.28,13.3,7,22,0.178,10,49.7,1.23
,16:15:14,5,3590,251.3,1.31,13.3,7,22,0.183,10,49.7,1.27
,16:15:15,5,3590,252.3,1.36,13.3,7,22,0.183,10,49.7,1.31
,16:15:16,5,3590,253.3,1.35,13.3,7,22,0.188,10,49.6,1.3
,16:15:17,5,3590,254.3,1.29,13.3,7,22,0.174,10,49.6,1.24
,16:15:18,5,3590,255.3,1.23,13.3,7,22,0.171,10,49.7,1.18
,16:15:19,5,3590,256.3,1.21,13.3,7,22,0.174,10,49.7,1.17
,16:15:20,5,3590,257.3,1.22,13.3,7,22,0.183,10,49.7,1.18
,16:15:21,5,3590,258.3,1.24,13.3,7,22,0.185,10,49.7,1.2
,16:15:22,5,3590,259.3,1.24,13.3,7,22,0.186,10,49.7,1.2
,16:15:23,5,3590,260.3,1.24,13.3,7,22,0.179,10,49.7,1.2
,16:15:24,5,3590,261.3,1.23,13.3,7,22,0.178,10,49.7,1.19
,16:15:25,5,3590,262.3,1.22,13.3,7,22,0.176,10,49.7,1.18
,16:15:26,5,3590,263.3,1.22,13.3,7,22,0.177,10,49.6,1.18
,16:15:27,5,3590,264.3,1.21,13.3,7,22,0.175,10,49.6,1.17
,16:15:28,5,3590,265.3,1.21,13.3,7,22,0.181,10,49.7,1.17
,16:15:29,5,3590,266.3,1.22,13.3,7,22,0.176,10,49.6,1.18
,16:15:30,5,3590,267.3,1.24,13.3,7,22,0.179,10,49.7,1.2
,16:15:31,5,3590,268.3,1.25,13.3,7,22,0.173,10,49.7,1.2
,16:15:32,5,3590,269.3,1.25,13.3,7,22,0.173,10,49.6,1.2
,16:15:33,5,3590,270.3,1.28,13.3,7,22,0.178,10,49.6,1.24
,16:15:34,5,3590,271.3,1.32,13.3,7,22,0.191,10,49.6,1.28
,16:15:35,5,3590,272.3,1.38,13.3,7,22,0.199,10,49.6,1.34
,16:15:36,5,3590,273.3,1.4,13.3,7,22,0.202,10,49.6,1.35
,16:15:37,5,3590,274.3,1.41,13.3,7,22,0.204,10,49.7,1.36
,16:15:38,5,3590,275.3,1.41,13.3,7,22,0.196,10,49.6,1.36
,16:15:39,5,3590,276.3,1.41,13.3,7,22,0.203,10,49.6,1.36
,16:15:40,5,3590,277.3,1.41,13.3,7,22,0.204,10,49.7,1.36
,16:15:41,5,3590,278.3,1.42,13.3,7,22,0.205,10,49.6,1.37
,16:15:42,5,3590,279.3,1.42,13.3,7,22,0.197,10,49.6,1.37
,16:15:43,5,3590,280.3,1.4,13.3,7,22,0.203,10,49.6,1.35
,16:15:44,5,3590,281.3,1.38,13.3,7,22,0.2,10,49.6,1.34
,16:15:45,5,3590,282.3,1.38,13.3,7,22,0.192,10,49.7,1.33
,16:15:46,5,3590,283.3,1.38,13.3,7,22,0.193,10,49.6,1.34
,16:15:47,5,3590,284.3,1.4,13.3,7,22,0.188,10,49.6,1.35
,16:15:48,5,3590,285.3,1.4,13.3,7,22,0.195,10,49.7,1.35
,16:15:49,5,3590,286.3,1.4,13.3,7,22,0.202,10,49.6,1.35
,16:15:50,5,3590,287.3,1.39,13.3,7,22,0.2,10,49.6,1.34
,16:15:51,5,3590,288.3,1.38,13.3,7,22,0.2,10,49.7,1.34
,16:15:52,5,3590,289.3,1.39,13.3,7,22,0.193,10,49.6,1.34
,16:15:53,5,3590,290.3,1.36,13.3,7,22,0.189,10,49.7,1.31
,16:15:54,5,3590,291.3,1.33,13.3,7,22,0.185,10,49.7,1.28
,16:15:55,5,3590,292.3,1.31,13.3,7,22,0.182,10,49.7,1.26
,16:15:56,5,3590,293.3,1.31,13.3,7,22,0.183,10,49.7,1.27
,16:15:57,5,3590,294.3,1.34,13.3,7,22,0.193,10,49.7,1.29
,16:15:58,5,3590,295.3,1.34,13.3,7,22,0.187,10,49.7,1.29
,16:15:59,5,3590,296.3,1.31,13.3,7,22,0.189,10,49.6,1.26
,16:16:00,5,3590,297.3,1.25,13.3,7,22,0.18,10,49.7,1.2
,16:16:01,5,3590,298.3,1.18,13.3,7,22,0.164,10,49.7,1.13
,16:16:02,5,3590,299.3,1.15,13.3,7,22,0.161,10,49.7,1.11
,16:16:03,5,3590,300.3,1.13,13.3,7,22,0.158,10,49.7,1.09
,16:16:04,5,3590,301.3,1.12,13.3,7,22,0.162,10,49.7,1.08
,16:16:05,5,3590,302.3,1.12,13.3,7,22,0.162,10,49.7,1.08
,16:16:06,5,3590,303.3,1.15,13.3,7,22,0.16,10,49.7,1.11
,16:16:07,5,3590,304.3,1.18,13.3,7,22,0.164,10,49.7,1.14
,16:16:08,5,3590,305.3,1.21,13.3,7,22,0.169,10,49.6,1.17
,16:16:09,5,3590,306.3,1.23,13.3,7,22,0.172,10,49.7,1.19
,16:16:10,5,3590,307.3,1.24,13.3,7,22,0.172,10,49.7,1.19
,16:16:11,5,3590,308.3,1.21,13.3,7,22,0.169,10,49.7,1.17
,16:16:12,5,3590,309.3,1.19,13.3,7,22,0.166,10,49.7,1.15
,16:16:13,5,3590,310.3,1.19,13.3,7,22,0.166,10,49.7,1.15
,16:16:14,5,3590,311.3,1.2,13.3,7,22,0.168,10,49.7,1.16
,16:16:15,5,3590,312.3,1.21,13.3,7,22,0.168,10,49.6,1.16
,16:16:16,5,3590,313.3,1.2,13.3,7,22,0.173,10,49.6,1.15
,16:16:17,5,3590,314.3,1.2,13.3,7,22,0.167,10,49.7,1.15
,16:16:18,5,3590,315.3,1.2,13.3,7,22,0.168,10,49.7,1.16
,16:16:19,5,3590,316.3,1.22,13.3,7,22,0.17,10,49.7,1.18
,16:16:20,5,3590,317.3,1.21,13.3,7,22,0.174,10,49.6,1.16
,16:16:21,5,3590,318.3,1.18,13.3,7,22,0.171,10,49.7,1.14
,16:16:22,5,3590,319.3,1.17,13.3,7,22,0.163,10,49.7,1.13
,16:16:23,5,3590,320.3,1.18,13.3,7,22,0.159,10,49.7,1.14
,16:16:24,5,3590,321.3,1.2,13.3,8,22,0.156,10,49.6,1.16
,16:16:25,5,3590,322.3,1.21,13.3,7,22,0.162,10,49.7,1.16
,16:16:26,5,3590,323.3,1.21,13.3,7,22,0.162,10,49.7,1.16
,16:16:27,5,3590,324.3,1.2,13.3,7,22,0.168,10,49.7,1.16
,16:16:28,5,3590,325.3,1.21,13.3,7,22,0.169,10,49.7,1.17
,16:16:29,5,3590,326.3,1.21,13.3,7,22,0.174,10,49.6,1.16
,16:16:30,5,3590,327.3,1.19,13.3,7,22,0.172,10,49.6,1.14
,16:16:31,5,3590,328.3,1.18,13.3,7,22,0.164,10,49.7,1.14
,16:16:32,5,3590,329.3,1.19,13.3,7,22,0.172,10,49.6,1.15
,16:16:33,5,3590,330.3,1.21,13.3,7,22,0.169,10,49.7,1.17
,16:16:34,5,3590,331.3,1.22,13.3,7,22,0.17,10,49.7,1.18
,16:16:35,5,3590,332.3,1.23,13.3,7,22,0.178,10,49.7,1.19
,16:16:36,5,3590,333.3,1.24,13.3,7,22,0.178,10,49.7,1.19
,16:16:37,5,3590,334.3,1.23,13.3,7,22,0.177,10,49.7,1.18
,16:16:38,5,3590,335.3,1.22,13.3,7,22,0.177,10,49.7,1.18
,16:16:39,5,3590,336.3,1.21,13.3,7,22,0.174,10,49.7,1.17
,16:16:40,5,3590,337.3,1.19,13.3,7,22,0.172,10,49.7,1.15
,16:16:41,5,3590,338.3,1.19,13.3,7,22,0.172,10,49.7,1.15
,16:16:42,5,3590,339.3,1.2,13.3,7,22,0.167,10,49.7,1.16
,16:16:43,5,3590,340.3,1.21,13.3,7,22,0.174,10,49.7,1.16
,16:16:44,5,3590,341.3,1.21,13.3,7,22,0.175,10,49.7,1.17
,16:16:45,5,3590,342.3,1.22,13.3,7,22,0.182,10,49.7,1.17
,16:16:46,5,3590,343.3,1.22,13.3,7,22,0.176,10,49.6,1.18
,16:16:47,5,3590,344.3,1.22,13.3,7,22,0.176,10,49.7,1.17
,16:16:48,5,3590,345.3,1.2,13.3,7,22,0.174,10,49.7,1.16
,16:16:49,5,3590,346.3,1.21,13.3,7,22,0.169,10,49.7,1.17
,16:16:50,5,3590,347.3,1.22,13.3,7,22,0.17,10,49.6,1.18
,16:16:51,5,3590,348.3,1.22,13.3,7,22,0.164,10,49.7,1.17
,16:16:52,5,3590,349.3,1.21,13.3,7,22,0.163,10,49.7,1.17
,16:16:53,5,3590,350.3,1.21,13.3,7,22,0.162,10,49.7,1.16
,16:16:54,5,3590,351.3,1.22,13.3,7,22,0.163,10,49.7,1.17
,16:16:55,5,3590,352.3,1.21,13.3,7,22,0.169,10,49.6,1.17
,16:16:56,5,3590,353.3,1.22,13.3,7,22,0.176,10,49.6,1.18
,16:16:57,5,3590,354.3,1.24,13.3,7,22,0.178,10,49.7,1.19
,16:16:58,5,3590,355.3,1.24,13.3,7,22,0.179,10,49.7,1.2
,16:16:59,5,3590,356.3,1.22,13.3,7,22,0.17,10,49.7,1.18
,16:17:00,5,3590,357.3,1.21,13.3,7,22,0.174,10,49.6,1.16
,16:17:01,5,3590,358.3,1.21,13.3,7,22,0.175,10,49.6,1.17
,16:17:02,5,3590,359.3,1.23,13.3,7,22,0.185,10,49.7,1.19
,16:17:03,5,3590,360.3,1.24,13.3,7,22,0.179,10,49.7,1.2
,16:17:04,5,3590,361.3,1.26,13.3,7,22,0.181,10,49.6,1.21
,16:17:05,5,3590,362.3,1.27,13.3,7,22,0.184,10,49.7,1.23
,16:17:06,5,3590,363.3,1.27,13.3,7,22,0.184,10,49.6,1.23
,16:17:07,5,3590,364.3,1.26,13.3,7,22,0.181,10,49.6,1.21
,16:17:08,5,3590,365.3,1.23,13.3,7,22,0.171,10,49.7,1.19
,16:17:09,5,3590,366.3,1.27,13.3,7,22,0.183,10,49.7,1.23
,16:17:10,5,3590,367.3,1.31,13.3,7,22,0.176,10,49.7,1.27
,16:17:11,5,3590,368.3,1.35,13.3,7,22,0.182,10,49.7,1.31
,16:17:12,5,3590,369.3,1.36,13.3,7,22,0.183,10,49.7,1.31
,16:17:13,5,3590,370.3,1.38,13.3,7,22,0.192,10,49.6,1.34
,16:17:14,5,3590,371.3,1.4,13.3,7,22,0.194,10,49.7,1.35
,16:17:15,5,3590,372.3,1.39,13.3,7,22,0.201,10,49.7,1.34
,16:17:16,5,3590,373.3,1.38,13.3,7,22,0.2,10,49.6,1.33
,16:17:17,5,3590,374.3,1.38,13.3,7,22,0.2,10,49.6,1.34
,16:17:18,5,3590,375.3,1.4,13.3,7,22,0.202,10,49.7,1.35
,16:17:19,5,3590,376.3,1.37,13.3,7,22,0.198,10,49.7,1.32
