Data file,,RA0.3_HEF_12C_002_45MINS.TSV,,,,,,,,,,
,12:05:50,4,2700,264.7,1.82,13.3,9,11.1,0.209,10,0.3,1.71
,12:05:51,4,2700,265.7,1.82,13.3,9,11.1,0.203,10,0.3,1.7
,12:05:52,4,2700,266.7,1.82,13.3,9,11.1,0.203,10,0.3,1.7
,12:05:53,4,2700,267.7,1.82,13.3,9,11,0.203,10,0.3,1.7
,12:05:54,4,2700,268.7,1.82,13.3,9,11,0.203,10,0.3,1.7
,12:05:55,4,2700,269.7,1.82,13.3,9,11,0.203,10,0.3,1.71
,12:05:56,4,2700,270.7,1.82,13.3,9,11,0.197,10,0.3,1.71
,12:05:57,4,2700,271.7,1.82,13.3,9,10.9,0.197,10,0.3,1.7
,12:05:58,4,2700,272.7,1.81,13.3,9,10.9,0.196,10,0.3,1.69
,12:05:59,4,2700,273.7,1.8,13.3,9,10.8,0.201,10,0.3,1.69
,12:06:00,4,2700,274.7,1.8,13.3,9,10.8,0.195,10,0.3,1.69
,12:06:01,4,2700,275.7,1.8,13.3,9,10.8,0.195,10,0.3,1.69
,12:06:02,4,2700,276.7,1.8,13.3,9,10.8,0.189,10,0.3,1.68
,12:06:03,4,2700,277.7,1.78,13.3,9,10.7,0.188,10,0.3,1.67
,12:06:04,4,2700,278.7,1.77,13.3,9,10.6,0.197,10,0.3,1.65
,12:06:05,4,2700,279.7,1.75,13.3,8,10.6,0.207,10,0.3,1.63
,12:06:06,4,2700,280.7,1.74,13.3,9,10.6,0.2,10,0.3,1.63
,12:06:07,4,2700,281.7,1.75,13.3,9,10.5,0.201,10,0.3,1.64
,12:06:08,4,2700,282.7,1.76,13.3,9,10.6,0.196,10,0.3,1.65
,12:06:09,4,2700,283.7,1.77,13.3,9,10.5,0.197,10,0.3,1.66
,12:06:10,4,2700,284.7,1.77,13.3,9,10.5,0.197,10,0.3,1.65
,12:06:11,4,2700,285.7,1.77,13.3,9,10.4,0.197,10,0.3,1.65
,12:06:12,4,2700,286.7,1.77,13.3,9,10.4,0.192,10,0.3,1.66
,12:06:13,4,2700,287.7,1.77,13.3,9,10.4,0.198,10,0.3,1.66
,12:06:14,4,2700,288.7,1.78,13.3,9,10.3,0.199,10,0.3,1.67
,12:06:15,4,2700,289.7,1.79,13.3,9,10.3,0.194,10,0.3,1.67
,12:06:16,4,2700,290.7,1.79,13.3,9,10.3,0.194,10,0.3,1.67
,12:06:17,4,2700,291.7,1.78,13.3,9,10.2,0.193,10,0.3,1.67
,12:06:18,4,2700,292.7,1.78,13.3,9,10.2,0.193,10,0.3,1.67
,12:06:19,4,2700,293.7,1.78,13.3,9,10.2,0.204,10,0.3,1.66
,12:06:20,4,2700,294.7,1.77,13.3,9,10.1,0.203,10,0.3,1.66
,12:06:21,4,2700,295.7,1.77,13.3,9,10.1,0.203,10,0.3,1.66
,12:06:22,4,2700,296.7,1.77,13.3,9,10.1,0.197,10,0.3,1.66
,12:06:23,4,2700,297.7,1.77,13.3,9,10,0.198,10,0.3,1.66
,12:06:24,4,2700,298.7,1.77,13.3,9,10,0.197,10,0.3,1.66
,12:06:25,4,2700,299.7,1.77,13.3,9,10,0.192,10,0.3,1.66
,12:06:26,4,2700,300.7,1.77,13.3,9,10,0.192,10,0.3,1.66
,12:06:27,4,2700,301.7,1.77,13.3,9,10,0.197,10,0.3,1.65
,12:06:28,4,2700,302.7,1.76,13.3,9,9.9,0.196,10,0.3,1.65
,12:06:29,4,2700,303.7,1.76,13.3,9,9.9,0.196,10,0.3,1.65
,12:06:30,4,2700,304.7,1.76,13.3,9,9.9,0.197,10,0.3,1.65
,12:06:31,4,2700,305.7,1.77,13.3,9,9.9,0.191,10,0.3,1.65
,12:06:32,4,2700,306.7,1.77,13.3,9,9.9,0.192,10,0.3,1.66
,12:06:33,4,2700,307.7,1.76,13.3,9,9.8,0.186,10,0.3,1.65
,12:06:34,4,2700,308.7,1.76,13.3,9,9.8,0.185,10,0.3,1.64
,12:06:35,4,2700,309.7,1.74,13.3,9,9.8,0.189,10,0.3,1.63
,12:06:36,4,2700,310.7,1.73,13.3,9,9.8,0.193,10,0.3,1.62
,12:06:37,4,2700,311.7,1.72,13.3,9,9.8,0.197,10,0.3,1.61
,12:06:38,4,2700,312.7,1.71,13.3,8,9.8,0.202,10,0.3,1.6
,12:06:39,4,2700,313.7,1.71,13.3,9,9.7,0.196,10,0.3,1.6
,12:06:40,4,2700,314.7,1.72,13.3,9,9.7,0.192,10,0.3,1.62
,12:06:41,4,2700,315.7,1.74,13.3,9,9.7,0.194,10,0.3,1.63
,12:06:42,4,2700,316.7,1.74,13.3,9,9.7,0.194,10,0.3,1.63
,12:06:43,4,2700,317.7,1.74,13.3,9,9.7,0.199,10,0.3,1.62
,12:06:44,4,2700,318.7,1.73,13.3,9,9.6,0.193,10,0.3,1.62
,12:06:45,4,2700,319.7,1.74,13.3,9,9.6,0.193,10,0.3,1.62
,12:06:46,4,2700,320.7,1.74,13.3,9,9.6,0.194,10,0.3,1.63
,12:06:47,4,2700,321.7,1.74,13.3,9,9.6,0.194,10,0.3,1.63
,12:06:48,4,2700,322.7,1.74,13.3,9,9.6,0.189,10,0.3,1.63
,12:06:49,4,2700,323.7,1.74,13.3,9,9.6,0.194,10,0.3,1.63
,12:06:50,4,2700,324.7,1.74,13.3,9,9.6,0.193,10,0.3,1.62
,12:06:51,4,2700,325.7,1.73,13.3,9,9.6,0.193,10,0.3,1.62
,12:06:52,4,2700,326.7,1.73,13.3,9,9.6,0.187,10,0.3,1.62
,12:06:53,4,2700,327.7,1.73,13.3,9,9.5,0.187,10,0.3,1.62
,12:06:54,4,2700,328.7,1.73,13.3,9,9.5,0.187,10,0.3,1.62
,12:06:55,4,2700,329.7,1.72,13.3,9,9.5,0.182,10,0.3,1.61
,12:06:56,4,2700,330.7,1.72,13.3,9,9.5,0.181,10,0.3,1.61
,12:06:57,4,2700,331.7,1.71,13.3,9,9.5,0.186,10,0.3,1.61
,12:06:58,4,2700,332.7,1.71,13.3,9,9.5,0.185,10,0.3,1.6
,12:06:59,4,2700,333.7,1.7,13.3,9,9.5,0.189,10,0.3,1.59
,12:07:00,4,2700,334.7,1.7,13.3,9,9.5,0.189,10,0.3,1.59
,12:07:01,4,2700,335.7,1.7,13.3,9,9.5,0.19,10,0.3,1.6
,12:07:02,4,2700,336.7,1.71,13.3,9,9.5,0.19,10,0.3,1.6
,12:07:03,4,2700,337.7,1.71,13.3,9,9.4,0.191,10,0.3,1.6
,12:07:04,4,2700,338.7,1.71,13.3,9,9.4,0.191,10,0.3,1.6
,12:07:05,4,2700,339.7,1.71,13.3,9,9.4,0.19,10,0.3,1.6
,12:07:06,4,2700,340.7,1.71,13.3,9,9.4,0.19,10,0.3,1.6
,12:07:07,4,2700,341.7,1.7,13.3,9,9.4,0.195,10,0.3,1.6
,12:07:08,4,2700,342.7,1.7,13.3,9,9.4,0.195,10,0.3,1.6
,12:07:09,4,2700,343.7,1.71,13.3,9,9.4,0.19,10,0.3,1.6
,12:07:10,4,2700,344.7,1.72,13.3,9,9.4,0.191,10,0.3,1.61
,12:07:11,4,2700,345.7,1.72,13.3,9,9.4,0.192,10,0.3,1.61
,12:07:12,4,2700,346.7,1.72,13.3,9,9.4,0.192,10,0.3,1.61
,12:07:13,4,2700,347.7,1.72,13.3,9,9.4,0.197,10,0.3,1.61
,12:07:14,4,2700,348.7,1.72,13.3,9,9.4,0.192,10,0.3,1.61
,12:07:15,4,2700,349.7,1.72,13.3,9,9.4,0.186,10,0.3,1.61
,12:07:16,4,2700,350.7,1.72,13.3,9,9.4,0.186,10,0.3,1.61
,12:07:17,4,2700,351.7,1.71,13.3,9,9.4,0.181,10,0.3,1.61
,12:07:18,4,2700,352.7,1.71,13.3,9,9.4,0.181,10,0.3,1.61
,12:07:19,4,2700,353.7,1.72,13.3,9,9.4,0.186,10,0.3,1.61
,12:07:20,4,2700,354.7,1.72,13.3,9,9.4,0.191,10,0.3,1.61
,12:07:21,4,2700,355.7,1.72,13.3,9,9.3,0.192,10,0.3,1.61
,12:07:22,4,2700,356.7,1.72,13.3,9,9.3,0.197,10,0.3,1.61
,12:07:23,4,2700,357.7,1.71,13.3,9,9.3,0.196,10,0.3,1.6
,12:07:24,4,2700,358.7,1.71,13.3,9,9.3,0.191,10,0.3,1.6
,12:07:25,4,2700,359.7,1.71,13.3,9,9.3,0.197,10,0.3,1.61
,12:07:26,4,2700,360.7,1.72,13.3,9,9.3,0.192,10,0.3,1.62
,12:07:27,4,2700,361.7,1.73,13.3,9,9.3,0.188,10,0.3,1.62
,12:07:28,4,2700,362.7,1.74,13.3,9,9.3,0.188,10,0.3,1.62
,12:07:29,4,2700,363.7,1.73,13.3,9,9.3,0.188,10,0.3,1.62
,12:07:30,4,2700,364.7,1.73,13.3,9,9.3,0.198,10,0.3,1.62
,12:07:31,4,2700,365.7,1.73,13.3,9,9.3,0.192,10,0.3,1.62
,12:07:32,4,2700,366.7,1.73,13.3,9,9.3,0.192,10,0.3,1.62
,12:07:33,4,2700,367.7,1.73,13.3,9,9.3,0.187,10,0.3,1.62
,12:07:34,4,2700,368.7,1.72,13.3,9,9.3,0.192,10,0.3,1.62
,12:07:35,4,2700,369.7,1.72,13.3,9,9.3,0.186,10,0.3,1.61
,12:07:36,4,2700,370.7,1.72,13.3,9,9.3,0.187,10,0.3,1.61
,12:07:37,4,2700,371.7,1.72,13.3,9,9.3,0.192,10,0.3,1.62
,12:07:38,4,2700,372.7,1.73,13.3,9,9.3,0.192,10,0.3,1.62
,12:07:39,4,2700,373.7,1.72,13.3,9,9.3,0.187,10,0.3,1.62
,12:07:40,4,2700,374.7,1.72,13.3,9,9.3,0.182,10,0.3,1.61
,12:07:41,4,2700,375.7,1.72,13.3,9,9.3,0.187,10,0.3,1.61
,12:07:42,4,2700,376.7,1.72,13.3,9,9.3,0.186,10,0.3,1.61
,12:07:43,4,2700,377.7,1.71,13.3,9,9.3,0.191,10,0.3,1.61
,12:07:44,4,2700,378.7,1.71,13.3,9,9.3,0.19,10,0.3,1.6
,12:07:45,4,2700,379.7,1.71,13.3,9,9.3,0.196,10,0.3,1.6
,12:07:46,4,2700,380.7,1.7,13.3,9,9.3,0.195,10,0.3,1.6
,12:07:47,4,2700,381.7,1.7,13.3,9,9.3,0.195,10,0.3,1.59
,12:07:48,4,2700,382.7,1.7,13.3,9,9.3,0.195,10,0.3,1.6
,12:07:49,4,2700,383.7,1.71,13.3,9,9.3,0.196,10,0.3,1.6
,12:07:50,4,2700,384.7,1.72,13.3,9,9.3,0.197,10,0.3,1.61
,12:07:51,4,2700,385.7,1.73,13.3,9,9.3,0.198,10,0.3,1.62
,12:07:52,4,2700,386.7,1.74,13.3,9,9.3,0.199,10,0.3,1.62
,12:07:53,4,2700,387.7,1.75,13.3,9,9.3,0.195,10,0.3,1.63
,12:07:54,4,2700,388.7,1.76,13.3,9,9.3,0.196,10,0.3,1.64
,12:07:55,4,2700,389.7,1.76,13.3,9,9.3,0.191,10,0.3,1.65
,12:07:56,4,2700,390.7,1.76,13.3,9,9.3,0.191,10,0.3,1.65
,12:07:57,4,2700,391.7,1.76,13.3,9,9.3,0.191,10,0.3,1.65
,12:07:58,4,2700,392.7,1.76,13.3,9,9.3,0.191,10,0.3,1.64
,12:07:59,4,2700,393.7,1.75,13.3,9,9.4,0.195,10,0.3,1.64
,12:08:00,4,2700,394.7,1.75,13.3,9,9.4,0.195,10,0.3,1.64
,12:08:01,4,2700,395.7,1.74,13.3,9,9.4,0.189,10,0.3,1.63
,12:08:02,4,2700,396.7,1.74,13.3,9,9.4,0.194,10,0.3,1.63
,12:08:03,4,2700,397.7,1.75,13.3,9,9.4,0.195,10,0.3,1.64
,12:08:04,4,2700,398.7,1.76,13.3,9,9.4,0.191,10,0.3,1.65
,12:08:05,4,2700,399.7,1.78,13.3,9,9.4,0.192,10,0.3,1.67
,12:08:06,4,2700,400.7,1.78,13.3,9,9.4,0.199,10,0.3,1.67
,12:08:07,4,2700,401.7,1.78,13.3,9,9.4,0.199,10,0.3,1.67
,12:08:08,4,2700,402.7,1.78,13.3,9,9.4,0.193,10,0.3,1.67
,12:08:09,4,2700,403.7,1.78,13.3,9,9.4,0.198,10,0.3,1.66
,12:08:10,4,2700,404.7,1.78,13.3,9,9.4,0.198,10,0.3,1.66
,12:08:11,4,2700,405.7,1.78,13.3,9,9.4,0.192,10,0.3,1.66
,12:08:12,4,2700,406.7,1.78,13.3,9,9.4,0.198,10,0.3,1.67
,12:08:13,4,2700,407.7,1.78,13.3,9,9.4,0.198,10,0.3,1.66
,12:08:14,4,2700,408.7,1.78,13.3,9,9.4,0.198,10,0.3,1.66
,12:08:15,4,2700,409.7,1.77,13.3,9,9.4,0.198,10,0.3,1.66
,12:08:16,4,2700,410.7,1.77,13.3,9,9.4,0.197,10,0.3,1.66
,12:08:17,4,2700,411.7,1.78,13.3,9,9.5,0.192,10,0.3,1.66
,12:08:18,4,2700,412.7,1.78,13.3,9,9.5,0.192,10,0.3,1.66
,12:08:19,4,2700,413.7,1.78,13.3,9,9.5,0.192,10,0.3,1.66
,12:08:20,4,2700,414.7,1.77,13.3,9,9.5,0.197,10,0.3,1.65
,12:08:21,4,2700,415.7,1.76,13.3,9,9.5,0.196,10,0.3,1.64
,12:08:22,4,2700,416.7,1.75,13.3,9,9.5,0.195,10,0.3,1.64
,12:08:23,4,2700,417.7,1.75,13.3,9,9.5,0.189,10,0.3,1.63
,12:08:24,4,2700,418.7,1.75,13.3,9,9.5,0.195,10,0.3,1.63
,12:08:25,4,2700,419.7,1.75,13.3,9,9.5,0.195,10,0.3,1.64
,12:08:26,4,2700,420.7,1.75,13.3,9,9.5,0.195,10,0.3,1.64
,12:08:27,4,2700,421.7,1.76,13.3,9,9.5,0.19,10,0.3,1.64
,12:08:28,4,2700,422.7,1.76,13.3,9,9.5,0.19,10,0.3,1.64
,12:08:29,4,2700,423.7,1.75,13.3,9,9.5,0.19,10,0.3,1.64
,12:08:30,4,2700,424.7,1.75,13.3,9,9.5,0.19,10,0.3,1.64
,12:08:31,4,2700,425.7,1.75,13.3,9,9.6,0.195,10,0.3,1.64
,12:08:32,4,2700,426.7,1.75,13.3,9,9.6,0.189,10,0.3,1.63
,12:08:33,4,2700,427.7,1.75,13.3,9,9.6,0.184,10,0.3,1.63
,12:08:34,4,2700,428.7,1.74,13.3,9,9.6,0.184,10,0.3,1.63
,12:08:35,4,2700,429.7,1.74,13.3,9,9.6,0.184,10,0.3,1.63
,12:08:36,4,2700,430.7,1.74,13.3,9,9.6,0.183,10,0.3,1.63
,12:08:37,4,2700,431.7,1.74,13.3,9,9.6,0.183,10,0.3,1.62
,12:08:38,4,2700,432.7,1.72,13.3,9,9.6,0.182,10,0.3,1.61
,12:08:39,4,2700,433.7,1.71,13.3,9,9.7,0.19,10,0.3,1.6
,12:08:40,4,2700,434.7,1.7,13.3,9,9.7,0.184,10,0.3,1.59
,12:08:41,4,2700,435.7,1.71,13.3,9,9.7,0.185,10,0.3,1.6
,12:08:42,4,2700,436.7,1.72,13.3,9,9.7,0.186,10,0.3,1.61
,12:08:43,4,2700,437.7,1.72,13.3,9,9.7,0.192,10,0.3,1.61
,12:08:44,4,2700,438.7,1.72,13.3,9,9.7,0.192,10,0.3,1.61
,12:08:45,4,2700,439.7,1.71,13.3,9,9.7,0.191,10,0.3,1.6
,12:08:46,4,2700,440.7,1.7,13.3,9,9.7,0.19,10,0.3,1.6
,12:08:47,4,2700,441.7,1.7,13.3,9,9.7,0.189,10,0.3,1.59
,12:08:48,4,2700,442.7,1.69,13.3,9,9.7,0.183,10,0.3,1.58
,12:08:49,4,2700,443.7,1.69,13.3,9,9.7,0.188,10,0.3,1.58
,12:08:50,4,2700,444.7,1.69,13.3,9,9.7,0.189,10,0.3,1.59
,12:08:51,4,2700,445.7,1.69,13.3,9,9.8,0.194,10,0.3,1.58
,12:08:52,4,2700,446.7,1.69,13.3,9,9.8,0.194,10,0.3,1.58
,12:08:53,4,2700,447.7,1.7,13.3,9,9.8,0.195,10,0.3,1.6
,12:08:54,4,2700,448.7,1.72,13.3,9,9.8,0.197,10,0.3,1.61
,12:08:55,4,2700,449.7,1.73,13.3,9,9.8,0.198,10,0.3,1.62
,12:08:56,4,2700,450.7,1.73,13.3,9,9.8,0.199,10,0.3,1.62
,12:08:57,4,2700,451.7,1.74,13.3,9,9.8,0.194,10,0.3,1.63
,12:08:58,4,2700,452.7,1.74,13.3,9,9.9,0.194,10,0.3,1.63
,12:08:59,4,2700,453.7,1.75,13.3,9,9.9,0.195,10,0.3,1.63
,12:09:00,4,2700,454.7,1.74,13.3,9,9.9,0.2,10,0.3,1.63
,12:09:01,4,2700,455.7,1.74,13.3,9,9.9,0.194,10,0.3,1.63
,12:09:02,4,2700,456.7,1.74,13.3,9,9.9,0.194,10,0.3,1.63
,12:09:03,4,2700,457.7,1.74,13.3,9,9.9,0.194,10,0.3,1.63
,12:09:04,4,2700,458.7,1.74,13.3,9,9.9,0.189,10,0.3,1.63
,12:09:05,4,2700,459.7,1.74,13.3,9,9.9,0.184,10,0.3,1.63
,12:09:06,4,2700,460.7,1.75,13.3,9,9.9,0.184,10,0.3,1.63
,12:09:07,4,2700,461.7,1.74,13.3,9,9.9,0.189,10,0.3,1.63
,12:09:08,4,2700,462.7,1.73,13.3,9,10,0.193,10,0.3,1.62
,12:09:09,4,2700,463.7,1.72,13.3,9,10,0.198,10,0.3,1.62
,12:09:10,4,2700,464.7,1.72,13.3,9,10,0.198,10,0.3,1.62
,12:09:11,4,2700,465.7,1.73,13.3,8,10,0.205,10,0.3,1.62
,12:09:12,4,2700,466.7,1.75,13.3,9,10,0.201,10,0.3,1.64
,12:09:13,4,2700,467.7,1.76,13.3,9,10,0.202,10,0.3,1.65
,12:09:14,4,2700,468.7,1.77,13.3,9,10.1,0.197,10,0.3,1.65
,12:09:15,4,2700,469.7,1.77,13.3,9,10.1,0.197,10,0.3,1.65
,12:09:16,4,2700,470.7,1.76,13.3,9,10.1,0.191,10,0.3,1.65
,12:09:17,4,2700,471.7,1.76,13.3,9,10.1,0.186,10,0.3,1.65
,12:09:18,4,2700,472.7,1.76,13.3,9,10.1,0.191,10,0.3,1.65
,12:09:19,4,2700,473.7,1.76,13.3,9,10.1,0.196,10,0.3,1.65
,12:09:20,4,2700,474.7,1.76,13.3,9,10.1,0.196,10,0.3,1.65
,12:09:21,4,2700,475.7,1.76,13.3,9,10.1,0.202,10,0.3,1.65
,12:09:22,4,2700,476.7,1.76,13.3,9,10.2,0.196,10,0.3,1.65
,12:09:23,4,2700,477.7,1.76,13.3,9,10.2,0.197,10,0.3,1.65
,12:09:24,4,2700,478.7,1.77,13.3,9,10.2,0.192,10,0.3,1.66
,12:09:25,4,2700,479.7,1.78,13.3,9,10.2,0.193,10,0.3,1.67
,12:09:26,4,2700,480.7,1.78,13.3,9,10.2,0.193,10,0.3,1.67
,12:09:27,4,2700,481.7,1.78,13.3,9,10.2,0.198,10,0.3,1.66
,12:09:28,4,2700,482.7,1.77,13.3,9,10.3,0.197,10,0.3,1.66
,12:09:29,4,2700,483.7,1.77,13.3,9,10.3,0.191,10,0.3,1.65
,12:09:30,4,2700,484.7,1.76,13.3,9,10.3,0.197,10,0.3,1.65
,12:09:31,4,2700,485.7,1.77,13.3,9,10.3,0.197,10,0.3,1.65
,12:09:32,4,2700,486.7,1.77,13.3,9,10.3,0.191,10,0.3,1.65
,12:09:33,4,2700,487.7,1.76,13.3,9,10.4,0.191,10,0.3,1.65
,12:09:34,4,2700,488.7,1.76,13.3,9,10.4,0.191,10,0.3,1.64
,12:09:35,4,2700,489.7,1.75,13.3,9,10.4,0.201,10,0.3,1.64
,12:09:36,4,2700,490.7,1.75,13.3,9,10.4,0.201,10,0.3,1.64
,12:09:37,4,2700,491.7,1.75,13.3,9,10.4,0.201,10,0.3,1.64
,12:09:38,4,2700,492.7,1.76,13.3,9,10.4,0.202,10,0.3,1.65
,12:09:39,4,2700,493.7,1.77,13.3,9,10.4,0.203,10,0.3,1.65
,12:09:40,4,2700,494.7,1.77,13.3,9,10.4,0.203,10,0.3,1.66
,12:09:41,4,2700,495.7,1.78,13.3,9,10.5,0.198,10,0.3,1.66
,12:09:42,4,2700,496.7,1.78,13.3,9,10.5,0.198,10,0.3,1.67
,12:09:43,4,2700,497.7,1.78,13.3,9,10.5,0.193,10,0.3,1.66
,12:09:44,4,2700,498.7,1.77,13.3,9,10.5,0.187,10,0.3,1.66
,12:09:45,4,2700,499.7,1.77,13.3,9,10.5,0.186,10,0.3,1.65
,12:09:46,4,2700,500.7,1.76,13.3,9,10.6,0.185,10,0.3,1.64
,12:09:47,4,2700,501.7,1.75,13.3,9,10.6,0.19,10,0.3,1.64
,12:09:48,4,2700,502.7,1.75,13.3,9,10.6,0.19,10,0.3,1.64
,12:09:49,4,2700,503.7,1.75,13.3,9,10.6,0.195,10,0.3,1.64
,12:09:50,4,2700,504.7,1.75,13.3,9,10.6,0.201,10,0.3,1.64
,12:09:51,4,2700,505.7,1.75,13.3,9,10.7,0.201,10,0.3,1.64
,12:09:52,4,2700,506.7,1.76,13.3,9,10.7,0.196,10,0.3,1.64
,12:09:53,4,2700,507.7,1.76,13.3,9,10.7,0.202,10,0.3,1.65
,12:09:54,4,2700,508.7,1.77,13.3,9,10.7,0.197,10,0.3,1.66
,12:09:55,4,2700,509.7,1.78,13.3,9,10.7,0.204,10,0.3,1.66
,12:09:56,4,2700,510.7,1.78,13.3,9,10.7,0.198,10,0.3,1.67
,12:09:57,4,2700,511.7,1.78,13.3,9,10.8,0.198,10,0.3,1.66
,12:09:58,4,2700,512.7,1.77,13.3,9,10.8,0.192,10,0.3,1.66
,12:09:59,4,2700,513.7,1.77,13.3,9,10.8,0.187,10,0.3,1.66
,12:10:00,4,2700,514.7,1.77,13.3,9,10.8,0.192,10,0.3,1.66
,12:10:01,4,2700,515.7,1.77,13.3,9,10.8,0.198,10,0.3,1.66
,12:10:02,4,2700,516.7,1.77,13.3,9,10.8,0.203,10,0.3,1.65
,12:10:03,4,2700,517.7,1.77,13.3,9,10.9,0.197,10,0.3,1.65
,12:10:04,4,2700,518.7,1.76,13.3,9,10.9,0.202,10,0.3,1.65
,12:10:05,4,2700,519.7,1.77,13.3,9,10.9,0.203,10,0.3,1.65
,12:10:06,4,2700,520.7,1.77,13.3,9,10.9,0.197,10,0.3,1.66
,12:10:07,4,2700,521.7,1.77,13.3,9,10.9,0.197,10,0.3,1.66
,12:10:08,4,2700,522.7,1.77,13.3,9,11,0.192,10,0.3,1.66
,12:10:09,4,2700,523.7,1.77,13.3,9,11,0.186,10,0.3,1.66
,12:10:10,4,2700,524.7,1.77,13.3,9,11,0.191,10,0.3,1.65
,12:10:11,4,2700,525.7,1.76,13.3,9,11,0.196,10,0.3,1.65
,12:10:12,4,2700,526.7,1.75,13.3,9,11,0.195,10,0.3,1.64
,12:10:13,4,2700,527.7,1.75,13.3,9,11.1,0.195,10,0.3,1.64
,12:10:14,4,2700,528.7,1.75,13.3,9,11.1,0.201,10,0.3,1.64
,12:10:15,4,2700,529.7,1.76,13.3,9,11.1,0.196,10,0.3,1.64
,12:10:16,4,2700,530.7,1.76,13.3,9,11.1,0.191,10,0.3,1.65
,12:10:17,4,2700,531.7,1.76,13.3,9,11.1,0.186,10,0.3,1.65
,12:10:18,4,2700,532.7,1.76,13.3,9,11.1,0.186,10,0.3,1.65
,12:10:19,4,2700,533.7,1.76,13.3,9,11.1,0.191,10,0.3,1.65
,12:10:20,4,2700,534.7,1.76,13.3,9,11.2,0.197,10,0.3,1.65
,12:10:21,4,2700,535.7,1.77,13.3,9,11.2,0.197,10,0.3,1.65
,12:10:22,4,2700,536.7,1.77,13.3,9,11.2,0.197,10,0.3,1.66
,12:10:23,4,2700,537.7,1.77,13.3,9,11.2,0.197,10,0.3,1.66
,12:10:24,4,2700,538.7,1.77,13.3,9,11.2,0.197,10,0.3,1.66
,12:10:25,4,2700,539.7,1.77,13.3,9,11.3,0.197,10,0.3,1.65
,12:10:26,4,2700,540.7,1.77,13.3,9,11.3,0.197,10,0.3,1.65
,12:10:27,4,2700,541.7,1.76,13.3,9,11.3,0.191,10,0.3,1.65
,12:10:28,4,2700,542.7,1.76,13.3,9,11.4,0.186,10,0.3,1.65
,12:10:29,4,2700,543.7,1.76,13.3,9,11.4,0.185,10,0.3,1.64
,12:10:30,4,2700,544.7,1.75,13.3,9,11.4,0.19,10,0.3,1.64
,12:10:31,4,2700,545.7,1.75,13.3,9,11.4,0.195,10,0.3,1.64
