Data file,,PRELIM_SORONA_DRY_001.TSV,,,,,,,,,,
Configuration file,,TE77.CFG,,,,,,,,,,
Calibration file,,TE77.CAL,,,,,,,,,,
Test control file,,TIMOLOWPRESSURESAMPLES.TSF,,,,,,,,,,
,,,,,,,,,,,,
User,,Iestyn,,,,,,,,,,
Date,,17/03/2017,,,,,,,,,,
Lubricant,,Dry,,,,,,,,,,
Specimens,,PTT,,,,,,,,,,
Temp,,Room (20),,,,,,,,,,
Notes,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Test file variable V1 <Force> = 25,,,,,,,,,,,,
Test started at 16:28:33 on 17/03/2017,,,,,,,,,,,,
,Time,This Step,Step Time,Test Time,Friction Force (N),Frequency (Hz),Load (N),Specimen Temp (øC),Friction Coeff,Friction Range (N),Contact Pot (mV),Force Input (Volts)
Fast data in,,prelim_sorona_dry_001-h001.tsv,,,,,,,,,,
,16:34:20,5,10790,346.9,10.2,13.3,25,23,0.414,10,49.9,9.85
,16:34:21,5,10790,347.9,10.2,13.3,25,23,0.414,10,49.9,9.85
,16:34:22,5,10790,348.9,10.2,13.3,25,23,0.414,10,49.9,9.85
,16:34:23,5,10790,349.9,10.2,13.3,25,23,0.414,10,49.9,9.85
,16:34:24,5,10790,350.9,10.2,13.3,25,23,0.41,10,49.9,9.85
,16:34:25,5,10790,351.9,10.2,13.3,25,23,0.414,10,49.9,9.85
,16:34:26,5,10790,352.9,10.2,13.3,25,23,0.414,10,49.9,9.85
,16:34:27,5,10790,353.9,10.2,13.3,25,23,0.41,10,49.9,9.85
,16:34:28,5,10790,354.9,10.2,13.3,25,23,0.41,10,50,9.85
,16:34:29,5,10790,355.9,10.2,13.3,25,23,0.41,10,49.9,9.85
,16:34:30,5,10790,356.9,10.2,13.3,25,23,0.41,10,49.9,9.85
,16:34:31,5,10790,357.9,10.2,13.3,25,23,0.41,10,49.9,9.85
,16:34:32,5,10790,358.9,10.2,13.3,25,23,0.414,10,49.9,9.85
,16:34:33,5,10790,359.9,10.2,13.3,25,23,0.414,10,50,9.85
,16:34:34,5,10790,360.9,10.2,13.3,25,23,0.414,10,49.9,9.85
,16:34:35,5,10790,361.9,10.2,13.3,25,23,0.414,10,49.9,9.85
,16:34:36,5,10790,362.9,10.2,13.3,25,23,0.41,10,50,9.85
,16:34:37,5,10790,363.9,10.2,13.3,25,23,0.41,10,49.9,9.85
,16:34:38,5,10790,364.9,10.2,13.3,25,23,0.41,10,49.9,9.85
,16:34:39,5,10790,365.9,10.2,13.3,25,23,0.41,10,49.9,9.85
,16:34:40,5,10790,366.9,10.2,13.3,25,23,0.41,10,49.9,9.85
,16:34:41,5,10790,367.9,10.2,13.3,25,23,0.414,10,49.9,9.85
,16:34:42,5,10790,368.9,10.14,13.3,25,23,0.408,10,49.9,9.78
,16:34:43,5,10790,369.9,10.03,13.3,25,23,0.403,10,49.9,9.67
,16:34:44,5,10790,370.9,9.87,13.3,25,23,0.397,10,49.9,9.52
,16:34:45,5,10790,371.9,9.77,13.3,25,23,0.397,10,49.9,9.43
,16:34:46,5,10790,372.9,9.77,13.3,25,23,0.393,10,49.9,9.44
,16:34:47,5,10790,373.9,9.84,13.3,25,23,0.396,10,49.9,9.51
,16:34:48,5,10790,374.9,9.91,13.3,25,23,0.398,10,49.9,9.57
,16:34:49,5,10790,375.9,9.93,13.3,25,23,0.395,10,50,9.58
,16:34:50,5,10790,376.9,9.9,13.3,25,23,0.394,10,49.9,9.56
,16:34:51,5,10790,377.9,9.92,13.3,25,23,0.399,10,50,9.58
,16:34:52,5,10790,378.9,9.93,13.3,25,23,0.399,10,49.9,9.59
,16:34:53,5,10790,379.9,9.93,13.3,25,23,0.399,10,49.9,9.58
,16:34:54,5,10790,380.9,9.91,13.3,25,23,0.402,10,50,9.56
,16:34:55,5,10790,381.9,9.89,13.3,25,23,0.402,10,49.9,9.54
,16:34:56,5,10790,382.9,9.89,13.3,25,23,0.402,10,50,9.54
,16:34:57,5,10790,383.9,9.89,13.3,25,23,0.398,10,50,9.55
,16:34:58,5,10790,384.9,9.93,13.3,25,23,0.395,10,49.9,9.59
,16:34:59,5,10790,385.9,10,13.3,25,23,0.402,10,49.9,9.66
,16:35:00,5,10790,386.9,10.04,13.3,25,23,0.4,10,49.9,9.7
,16:35:01,5,10790,387.9,10.07,13.3,25,23,0.397,10,49.9,9.72
,16:35:02,5,10790,388.9,10.07,13.3,26,23,0.393,10,49.9,9.73
,16:35:03,5,10790,389.9,10.1,13.3,25,23,0.398,10,49.9,9.75
,16:35:04,5,10790,390.9,10.12,13.3,25,23,0.399,10,49.9,9.78
,16:35:05,5,10790,391.9,10.15,13.3,25,23,0.404,10,49.9,9.8
,16:35:06,5,10790,392.9,10.17,13.3,25,23,0.405,10,49.9,9.82
,16:35:07,5,10790,393.9,10.18,13.3,25,23,0.409,10,49.9,9.83
,16:35:08,5,10790,394.9,10.17,13.3,25,23,0.409,10,49.9,9.82
,16:35:09,5,10790,395.9,10.17,13.3,25,23,0.409,10,49.9,9.82
,16:35:10,5,10790,396.9,10.18,13.3,25,23,0.409,10,49.9,9.83
,16:35:11,5,10790,397.9,10.2,13.3,25,23,0.41,10,49.9,9.85
,16:35:12,5,10790,398.9,10.2,13.3,25,23,0.41,10,49.9,9.85
,16:35:13,5,10790,399.9,10.2,13.3,25,23,0.41,10,49.9,9.85
,16:35:14,5,10790,400.9,10.2,13.3,25,23,0.41,10,49.9,9.85
,16:35:15,5,10790,401.9,10.2,13.3,25,23,0.41,10,49.9,9.85
,16:35:16,5,10790,402.9,10.2,13.3,25,23,0.41,10,49.9,9.85
,16:35:17,5,10790,403.9,10.2,13.3,25,23,0.414,10,49.9,9.85
,16:35:18,5,10790,404.9,10.2,13.3,25,23,0.415,10,49.9,9.85
,16:35:19,5,10790,405.9,10.2,13.3,25,23,0.415,10,49.9,9.85
,16:35:20,5,10790,406.9,10.2,13.3,25,23,0.41,10,49.9,9.85
,16:35:21,5,10790,407.9,10.2,13.3,25,23,0.41,10,49.9,9.85
,16:35:22,5,10790,408.9,10.2,13.3,25,23,0.415,10,49.9,9.85
,16:35:23,5,10790,409.9,10.2,13.3,25,23,0.415,10,49.9,9.85
,16:35:24,5,10790,410.9,10.2,13.3,25,23,0.41,10,49.9,9.85
,16:35:25,5,10790,411.9,10.2,13.3,25,23,0.402,10,49.9,9.85
,16:35:26,5,10790,412.9,10.2,13.3,25,23,0.402,10,49.9,9.85
,16:35:27,5,10790,413.9,10.2,13.3,25,23,0.402,10,49.9,9.85
,16:35:28,5,10790,414.9,10.2,13.3,25,23,0.406,10,49.9,9.85
,16:35:29,5,10790,415.9,10.2,13.3,25,23,0.406,10,49.9,9.85
,16:35:30,5,10790,416.9,10.2,13.3,25,23,0.406,10,49.9,9.85
,16:35:31,5,10790,417.9,10.2,13.3,25,23,0.41,10,49.9,9.85
,16:35:32,5,10790,418.9,10.2,13.3,25,23,0.415,10,49.9,9.85
,16:35:33,5,10790,419.9,10.2,13.3,25,23,0.415,10,49.9,9.85
,16:35:34,5,10790,420.9,10.2,13.3,25,23,0.41,10,49.9,9.85
,16:35:35,5,10790,421.9,10.2,13.3,25,23,0.41,10,49.9,9.85
,16:35:36,5,10790,422.9,10.2,13.3,25,23,0.41,10,49.9,9.85
,16:35:37,5,10790,423.9,10.2,13.3,25,23,0.414,10,49.9,9.85
,16:35:38,5,10790,424.9,10.2,13.3,25,23,0.41,10,49.9,9.85
,16:35:39,5,10790,425.9,10.2,13.3,25,23,0.41,10,49.9,9.85
,16:35:40,5,10790,426.9,10.2,13.3,25,23,0.41,10,49.9,9.85
,16:35:41,5,10790,427.9,10.2,13.3,25,23,0.414,10,49.9,9.85
,16:35:42,5,10790,428.9,10.2,13.3,24,23,0.419,10,49.9,9.85
,16:35:43,5,10790,429.9,10.2,13.3,25,23,0.415,10,49.9,9.85
,16:35:44,5,10790,430.9,10.2,13.3,25,23,0.406,10,49.9,9.85
,16:35:45,5,10790,431.9,10.2,13.3,25,23,0.406,10,49.9,9.85
,16:35:46,5,10790,432.9,10.2,13.3,25,23,0.41,10,49.9,9.85
,16:35:47,5,10790,433.9,10.2,13.3,25,23,0.41,10,49.9,9.85
,16:35:48,5,10790,434.9,10.2,13.3,25,24,0.41,10,49.9,9.85
,16:35:49,5,10790,435.9,10.2,13.3,25,24,0.41,10,49.9,9.85
,16:35:50,5,10790,436.9,10.19,13.3,25,24,0.406,10,49.9,9.84
,16:35:51,5,10790,437.9,10.19,13.3,25,24,0.405,10,49.9,9.83
,16:35:52,5,10790,438.9,10.19,13.3,25,24,0.405,10,49.9,9.83
,16:35:53,5,10790,439.9,10.19,13.3,25,23,0.406,10,49.9,9.84
,16:35:54,5,10790,440.9,10.2,13.3,25,23,0.402,10,49.9,9.85
,16:35:55,5,10790,441.9,10.2,13.3,26,23,0.398,10,49.9,9.85
,16:35:56,5,10790,442.9,10.2,13.3,25,23,0.402,10,49.9,9.85
,16:35:57,5,10790,443.9,10.2,13.3,25,23,0.402,10,49.9,9.85
,16:35:58,5,10790,444.9,10.2,13.3,25,23,0.406,10,50,9.85
,16:35:59,5,10790,445.9,10.2,13.3,25,23,0.406,10,49.9,9.85
,16:36:00,5,10790,446.9,10.2,13.3,25,23,0.415,10,49.9,9.85
,16:36:01,5,10790,447.9,10.2,13.3,25,23,0.415,10,49.9,9.85
,16:36:02,5,10790,448.9,10.2,13.3,25,23,0.41,10,49.9,9.85
,16:36:03,5,10790,449.9,10.2,13.3,25,23,0.41,10,49.9,9.85
,16:36:04,5,10790,450.9,10.2,13.3,25,23,0.41,10,49.9,9.85
,16:36:05,5,10790,451.9,10.2,13.3,25,23,0.414,10,49.9,9.85
,16:36:06,5,10790,452.9,10.2,13.3,25,23,0.414,10,49.9,9.85
,16:36:07,5,10790,453.9,10.2,13.3,25,23,0.414,10,50,9.85
,16:36:08,5,10790,454.9,10.2,13.3,25,23,0.41,10,49.9,9.85
,16:36:09,5,10790,455.9,10.2,13.3,25,23,0.41,10,49.9,9.85
,16:36:10,5,10790,456.9,10.2,13.3,25,23,0.41,10,49.9,9.85
,16:36:11,5,10790,457.9,10.2,13.3,25,23,0.41,10,49.9,9.85
,16:36:12,5,10790,458.9,10.18,13.3,25,24,0.409,10,49.9,9.82
,16:36:13,5,10790,459.9,10.12,13.3,25,24,0.411,10,50,9.76
,16:36:14,5,10790,460.9,10.06,13.3,25,24,0.409,10,50,9.71
,16:36:15,5,10790,461.9,10.04,13.3,25,23,0.404,10,50,9.7
,16:36:16,5,10790,462.9,10.06,13.3,25,23,0.4,10,49.9,9.71
,16:36:17,5,10790,463.9,10.05,13.3,25,23,0.404,10,49.9,9.71
,16:36:18,5,10790,464.9,10.07,13.3,25,23,0.409,10,49.9,9.72
,16:36:19,5,10790,465.9,10.11,13.3,25,23,0.411,10,49.9,9.77
,16:36:20,5,10790,466.9,10.17,13.3,25,23,0.409,10,49.9,9.82
,16:36:21,5,10790,467.9,10.2,13.3,25,23,0.406,10,49.9,9.85
,16:36:22,5,10790,468.9,10.2,13.3,25,23,0.406,10,49.9,9.85
,16:36:23,5,10790,469.9,10.2,13.3,25,23,0.41,10,49.9,9.85
,16:36:24,5,10790,470.9,10.2,13.3,25,24,0.41,10,49.9,9.85
,16:36:25,5,10790,471.9,10.2,13.3,25,23,0.414,10,50,9.85
,16:36:26,5,10790,472.9,10.2,13.3,25,23,0.414,10,50,9.85
,16:36:27,5,10790,473.9,10.2,13.3,25,24,0.41,10,50,9.85
,16:36:28,5,10790,474.9,10.2,13.3,25,24,0.41,10,50,9.85
,16:36:29,5,10790,475.9,10.2,13.3,25,23,0.41,10,50,9.85
,16:36:30,5,10790,476.9,10.2,13.3,25,23,0.406,10,50,9.85
,16:36:31,5,10790,477.9,10.2,13.3,25,23,0.406,10,50,9.85
,16:36:32,5,10790,478.9,10.2,13.3,25,23,0.406,10,50,9.85
,16:36:33,5,10790,479.9,10.2,13.3,25,23,0.41,10,50.1,9.85
,16:36:34,5,10790,480.9,10.2,13.3,25,23,0.41,10,50.1,9.85
,16:36:35,5,10790,481.9,10.2,13.3,25,23,0.406,10,50.1,9.85
,16:36:36,5,10790,482.9,10.2,13.3,25,23,0.41,10,50.1,9.85
,16:36:37,5,10790,483.9,10.2,13.3,25,23,0.41,10,50.1,9.85
,16:36:38,5,10790,484.9,10.2,13.3,25,23,0.41,10,50.1,9.85
,16:36:39,5,10790,485.9,10.2,13.3,25,23,0.414,10,50.1,9.85
,16:36:40,5,10790,486.9,10.2,13.3,25,24,0.414,10,50.1,9.85
,16:36:41,5,10790,487.9,10.2,13.3,25,24,0.414,10,50,9.85
,16:36:42,5,10790,488.9,10.2,13.3,25,24,0.41,10,50.1,9.85
,16:36:43,5,10790,489.9,10.2,13.3,25,24,0.41,10,50.1,9.85
,16:36:44,5,10790,490.9,10.2,13.3,25,24,0.406,10,50.1,9.84
,16:36:45,5,10790,491.9,10.2,13.3,25,24,0.406,10,49.9,9.84
,16:36:46,5,10790,492.9,10.2,13.3,25,24,0.414,10,49.9,9.85
,16:36:47,5,10790,493.9,10.2,13.3,25,23,0.415,10,49.9,9.85
,16:36:48,5,10790,494.9,10.2,13.3,25,23,0.41,10,49.9,9.85
,16:36:49,5,10790,495.9,10.2,13.3,25,24,0.41,10,49.9,9.85
,16:36:50,5,10790,496.9,10.2,13.3,25,24,0.406,10,49.9,9.85
,16:36:51,5,10790,497.9,10.2,13.3,25,24,0.41,10,49.9,9.85
,16:36:52,5,10790,498.9,10.2,13.3,25,24,0.41,10,49.9,9.85
,16:36:53,5,10790,499.9,10.2,13.3,25,24,0.414,10,49.9,9.85
,16:36:54,5,10790,500.9,10.2,13.3,25,24,0.41,10,49.9,9.85
,16:36:55,5,10790,501.9,10.2,13.3,25,24,0.406,10,49.9,9.85
,16:36:56,5,10790,502.9,10.2,13.3,25,24,0.402,10,49.9,9.85
,16:36:57,5,10790,503.9,10.2,13.3,25,23,0.402,10,49.9,9.85
,16:36:58,5,10790,504.9,10.2,13.3,25,24,0.402,10,49.9,9.85
,16:36:59,5,10790,505.9,10.2,13.3,25,23,0.402,10,49.9,9.85
,16:37:00,5,10790,506.9,10.2,13.3,25,23,0.406,10,49.9,9.85
,16:37:01,5,10790,507.9,10.2,13.3,25,23,0.41,10,49.9,9.85
,16:37:02,5,10790,508.9,10.2,13.3,25,24,0.41,10,49.9,9.85
,16:37:03,5,10790,509.9,10.2,13.3,25,24,0.41,10,49.9,9.85
,16:37:04,5,10790,510.9,10.2,13.3,25,24,0.41,10,49.9,9.85
,16:37:05,5,10790,511.9,10.2,13.3,25,24,0.415,10,49.9,9.85
,16:37:06,5,10790,512.9,10.2,13.3,25,24,0.415,10,49.9,9.85
,16:37:07,5,10790,513.9,10.2,13.3,25,24,0.415,10,49.9,9.85
,16:37:08,5,10790,514.9,10.2,13.3,25,24,0.414,10,49.9,9.85
,16:37:09,5,10790,515.9,10.2,13.3,25,24,0.41,10,49.9,9.85
,16:37:10,5,10790,516.9,10.2,13.3,25,24,0.41,10,49.9,9.85
,16:37:11,5,10790,517.9,10.2,13.3,25,24,0.414,10,49.9,9.85
,16:37:12,5,10790,518.9,10.2,13.3,25,24,0.414,10,49.9,9.85
,16:37:13,5,10790,519.9,10.2,13.3,25,24,0.41,10,49.9,9.85
,16:37:14,5,10790,520.9,10.2,13.3,25,24,0.41,10,49.9,9.85
,16:37:15,5,10790,521.9,10.2,13.3,25,24,0.41,10,49.9,9.85
,16:37:16,5,10790,522.9,10.2,13.3,25,24,0.41,10,49.9,9.85
,16:37:17,5,10790,523.9,10.2,13.3,25,24,0.41,10,49.9,9.85
,16:37:18,5,10790,524.9,10.2,13.3,25,23,0.41,10,49.9,9.85
,16:37:19,5,10790,525.9,10.2,13.3,25,24,0.41,10,49.9,9.85
,16:37:20,5,10790,526.9,10.2,13.3,25,24,0.41,10,49.9,9.85
,16:37:21,5,10790,527.9,10.2,13.3,25,24,0.41,10,49.9,9.85
,16:37:22,5,10790,528.9,10.2,13.3,25,24,0.41,10,49.9,9.85
,16:37:23,5,10790,529.9,10.2,13.3,25,24,0.41,10,49.9,9.85
,16:37:24,5,10790,530.9,10.2,13.3,25,24,0.41,10,49.9,9.85
,16:37:25,5,10790,531.9,10.2,13.3,25,24,0.41,10,49.9,9.85
,16:37:26,5,10790,532.9,10.2,13.3,25,24,0.41,10,49.9,9.85
,16:37:27,5,10790,533.9,10.2,13.3,25,24,0.406,10,49.9,9.85
,16:37:28,5,10790,534.9,10.2,13.3,25,24,0.41,10,49.9,9.85
,16:37:29,5,10790,535.9,10.2,13.3,25,24,0.41,10,49.9,9.85
,16:37:30,5,10790,536.9,10.2,13.3,25,24,0.41,10,49.9,9.85
,16:37:31,5,10790,537.9,10.2,13.3,25,24,0.41,10,49.9,9.85
,16:37:32,5,10790,538.9,10.2,13.3,25,24,0.402,10,49.9,9.85
,16:37:33,5,10790,539.9,10.2,13.3,26,24,0.398,10,49.9,9.85
,16:37:34,5,10790,540.9,10.2,13.3,26,24,0.398,10,49.9,9.85
,16:37:35,5,10790,541.9,10.2,13.3,26,24,0.398,10,49.9,9.85
,16:37:36,5,10790,542.9,10.2,13.3,25,24,0.402,10,49.9,9.85
,16:37:37,5,10790,543.9,10.2,13.3,25,24,0.402,10,49.9,9.85
,16:37:38,5,10790,544.9,10.2,13.3,25,23,0.406,10,49.9,9.85
,16:37:39,5,10790,545.9,10.2,13.3,25,24,0.41,10,49.9,9.85
,16:37:40,5,10790,546.9,10.2,13.3,25,24,0.414,10,50,9.85
,16:37:41,5,10790,547.9,10.2,13.3,25,24,0.414,10,50,9.84
,16:37:42,5,10790,548.9,10.19,13.3,25,24,0.414,10,50,9.84
,16:37:43,5,10790,549.9,10.19,13.3,25,24,0.414,10,49.9,9.83
,16:37:44,5,10790,550.9,10.19,13.3,25,24,0.41,10,49.9,9.84
,16:37:45,5,10790,551.9,10.19,13.3,25,24,0.414,10,49.9,9.84
,16:37:46,5,10790,552.9,10.2,13.3,25,24,0.41,10,49.9,9.85
,16:37:47,5,10790,553.9,10.2,13.3,25,24,0.41,10,49.9,9.85
,16:37:48,5,10790,554.9,10.2,13.3,25,24,0.41,10,49.9,9.85
,16:37:49,5,10790,555.9,10.2,13.3,25,24,0.414,10,49.9,9.85
,16:37:50,5,10790,556.9,10.2,13.3,25,24,0.414,10,49.9,9.85
,16:37:51,5,10790,557.9,10.2,13.3,25,24,0.41,10,49.9,9.85
,16:37:52,5,10790,558.9,10.2,13.3,25,24,0.41,10,49.9,9.85
,16:37:53,5,10790,559.9,10.2,13.3,25,24,0.41,10,49.9,9.85
,16:37:54,5,10790,560.9,10.2,13.3,25,24,0.415,10,49.9,9.85
,16:37:55,5,10790,561.9,10.2,13.3,25,24,0.41,10,50,9.85
,16:37:56,5,10790,562.9,10.2,13.3,25,24,0.406,10,49.9,9.85
,16:37:57,5,10790,563.9,10.2,13.3,25,24,0.402,10,49.9,9.85
,16:37:58,5,10790,564.9,10.2,13.3,25,24,0.402,10,49.9,9.85
,16:37:59,5,10790,565.9,10.2,13.3,25,24,0.402,10,49.9,9.85
,16:38:00,5,10790,566.9,10.2,13.3,25,24,0.406,10,49.9,9.85
,16:38:01,5,10790,567.9,10.2,13.3,25,24,0.41,10,49.9,9.85
,16:38:02,5,10790,568.9,10.2,13.3,25,24,0.414,10,49.9,9.85
,16:38:03,5,10790,569.9,10.2,13.3,25,24,0.414,10,49.9,9.85
,16:38:04,5,10790,570.9,10.2,13.3,25,24,0.414,10,49.9,9.85
,16:38:05,5,10790,571.9,10.2,13.3,25,24,0.415,10,49.9,9.85
,16:38:06,5,10790,572.9,10.2,13.3,25,23,0.41,10,49.9,9.85
,16:38:07,5,10790,573.9,10.2,13.3,25,24,0.41,10,49.9,9.85
,16:38:08,5,10790,574.9,10.2,13.3,25,24,0.414,10,49.9,9.85
,16:38:09,5,10790,575.9,10.2,13.3,25,24,0.414,10,49.9,9.85
,16:38:10,5,10790,576.9,10.2,13.3,25,24,0.406,10,49.9,9.85
,16:38:11,5,10790,577.9,10.2,13.3,25,24,0.406,10,49.9,9.85
,16:38:12,5,10790,578.9,10.2,13.3,25,24,0.406,10,49.9,9.85
,16:38:13,5,10790,579.9,10.2,13.3,25,24,0.406,10,49.9,9.85
,16:38:14,5,10790,580.9,10.2,13.3,25,24,0.406,10,49.9,9.85
,16:38:15,5,10790,581.9,10.2,13.3,25,24,0.406,10,49.9,9.85
,16:38:16,5,10790,582.9,10.2,13.3,25,24,0.41,10,49.9,9.85
,16:38:17,5,10790,583.9,10.2,13.3,25,24,0.415,10,49.9,9.85
,16:38:18,5,10790,584.9,10.2,13.3,25,24,0.41,10,49.9,9.85
,16:38:19,5,10790,585.9,10.2,13.3,25,24,0.41,10,49.9,9.85
,16:38:20,5,10790,586.9,10.2,13.3,25,24,0.41,10,49.9,9.85
,16:38:21,5,10790,587.9,10.2,13.3,25,24,0.414,10,49.9,9.85
,16:38:22,5,10790,588.9,10.2,13.3,25,24,0.415,10,49.9,9.85
,16:38:23,5,10790,589.9,10.2,13.3,25,24,0.41,10,49.9,9.85
,16:38:24,5,10790,590.9,10.2,13.3,25,24,0.41,10,49.9,9.85
,16:38:25,5,10790,591.9,10.2,13.3,25,24,0.41,10,49.9,9.85
,16:38:26,5,10790,592.9,10.2,13.3,25,24,0.41,10,49.9,9.85
,16:38:27,5,10790,593.9,10.2,13.3,25,24,0.415,10,49.9,9.85
,16:38:28,5,10790,594.9,10.2,13.3,25,24,0.415,10,49.9,9.85
,16:38:29,5,10790,595.9,10.2,13.3,25,24,0.41,10,49.9,9.85
,16:38:30,5,10790,596.9,10.2,13.3,25,24,0.41,10,49.9,9.85
,16:38:31,5,10790,597.9,10.2,13.3,25,24,0.41,10,49.9,9.85
,16:38:32,5,10790,598.9,10.2,13.3,25,24,0.41,10,49.9,9.85
,16:38:33,5,10790,599.9,10.2,13.3,25,24,0.41,10,49.9,9.85
,16:38:34,5,10790,600.9,10.2,13.3,25,24,0.41,10,49.9,9.85
,16:38:35,5,10790,601.9,10.2,13.3,25,24,0.406,10,49.9,9.85
,16:38:36,5,10790,602.9,10.2,13.3,25,24,0.406,10,49.9,9.85
,16:38:37,5,10790,603.9,10.2,13.3,25,24,0.406,10,49.9,9.85
,16:38:38,5,10790,604.9,10.2,13.3,25,24,0.406,10,49.9,9.85
,16:38:39,5,10790,605.9,10.2,13.3,25,24,0.41,10,49.9,9.85
,16:38:40,5,10790,606.9,10.2,13.3,25,24,0.415,10,49.9,9.85
,16:38:41,5,10790,607.9,10.2,13.3,25,24,0.415,10,49.9,9.85
,16:38:42,5,10790,608.9,10.2,13.3,25,24,0.415,10,49.9,9.85
,16:38:43,5,10790,609.9,10.2,13.3,25,24,0.41,10,49.9,9.85
,16:38:44,5,10790,610.9,10.2,13.3,25,24,0.41,10,49.9,9.85
,16:38:45,5,10790,611.9,10.2,13.3,25,24,0.415,10,49.9,9.85
,16:38:46,5,10790,612.9,10.2,13.3,25,24,0.415,10,49.9,9.85
,16:38:47,5,10790,613.9,10.2,13.3,25,24,0.406,10,49.9,9.85
,16:38:48,5,10790,614.9,10.2,13.3,26,24,0.398,10,49.9,9.85
,16:38:49,5,10790,615.9,10.2,13.3,25,24,0.402,10,49.9,9.85
,16:38:50,5,10790,616.9,10.2,13.3,25,24,0.406,10,50,9.85
,16:38:51,5,10790,617.9,10.2,13.3,25,24,0.41,10,49.9,9.85
,16:38:52,5,10790,618.9,10.2,13.3,25,24,0.41,10,49.9,9.85
,16:38:53,5,10790,619.9,10.2,13.3,25,24,0.41,10,49.9,9.85
,16:38:54,5,10790,620.9,10.2,13.3,25,24,0.41,10,49.9,9.85
,16:38:55,5,10790,621.9,10.2,13.3,25,24,0.406,10,49.9,9.85
,16:38:56,5,10790,622.9,10.2,13.3,25,24,0.41,10,49.9,9.85
,16:38:57,5,10790,623.9,10.2,13.3,25,24,0.41,10,50,9.85
,16:38:58,5,10790,624.9,10.2,13.3,25,24,0.41,10,49.9,9.85
,16:38:59,5,10790,625.9,10.2,13.3,25,24,0.415,10,49.9,9.85
,16:39:00,5,10790,626.9,10.2,13.3,24,24,0.419,10,49.9,9.85
,16:39:01,5,10790,627.9,10.2,13.3,25,24,0.414,10,49.9,9.85
,16:39:02,5,10790,628.9,10.2,13.3,25,24,0.406,10,49.9,9.85
,16:39:03,5,10790,629.9,10.2,13.3,25,24,0.402,10,49.9,9.85
,16:39:04,5,10790,630.9,10.2,13.3,25,24,0.402,10,49.9,9.85
,16:39:05,5,10790,631.9,10.2,13.3,25,24,0.41,10,49.9,9.85
,16:39:06,5,10790,632.9,10.2,13.3,25,24,0.41,10,50,9.85
,16:39:07,5,10790,633.9,10.2,13.3,25,24,0.406,10,49.9,9.85
,16:39:08,5,10790,634.9,10.2,13.3,25,24,0.41,10,50,9.85
,16:39:09,5,10790,635.9,10.2,13.3,25,24,0.414,10,50,9.85
,16:39:10,5,10790,636.9,10.19,13.3,25,24,0.41,10,50,9.84
,16:39:11,5,10790,637.9,10.16,13.3,25,24,0.404,10,50,9.8
,16:39:12,5,10790,638.9,10.1,13.3,26,24,0.394,10,50,9.75
,16:39:13,5,10790,639.9,10.08,13.3,25,24,0.397,10,50,9.73
,16:39:14,5,10790,640.9,10.1,13.3,25,24,0.406,10,50,9.75
,16:39:15,5,10790,641.9,10.14,13.3,25,24,0.412,10,50,9.8
,16:39:16,5,10790,642.9,10.17,13.3,25,24,0.409,10,50,9.82
,16:39:17,5,10790,643.9,10.18,13.3,25,24,0.405,10,50,9.82
,16:39:18,5,10790,644.9,10.15,13.3,25,24,0.408,10,50,9.79
,16:39:19,5,10790,645.9,10.09,13.3,25,24,0.41,10,50,9.73
,16:39:20,5,10790,646.9,10.04,13.3,25,24,0.404,10,50.1,9.7
,16:39:21,5,10790,647.9,10.08,13.3,25,24,0.401,10,50,9.74
,16:39:22,5,10790,648.9,10.14,13.3,25,25,0.4,10,50,9.8
,16:39:23,5,10790,649.9,10.2,13.3,25,24,0.41,10,49.9,9.85
,16:39:24,5,10790,650.9,10.2,13.3,25,24,0.414,10,49.9,9.85
,16:39:25,5,10790,651.9,10.2,13.3,25,24,0.415,10,49.9,9.85
,16:39:26,5,10790,652.9,10.2,13.3,25,24,0.415,10,49.8,9.85
,16:39:27,5,10790,653.9,10.2,13.3,25,24,0.415,10,49.9,9.85
,16:39:28,5,10790,654.9,10.2,13.3,25,24,0.415,10,49.9,9.85
,16:39:29,5,10790,655.9,10.2,13.3,25,24,0.406,10,49.9,9.85
,16:39:30,5,10790,656.9,10.2,13.3,25,24,0.406,10,49.9,9.85
,16:39:31,5,10790,657.9,10.2,13.3,25,24,0.415,10,49.9,9.85
,16:39:32,5,10790,658.9,10.2,13.3,25,24,0.415,10,49.9,9.85
,16:39:33,5,10790,659.9,10.2,13.3,25,24,0.414,10,49.9,9.85
,16:39:34,5,10790,660.9,10.2,13.3,25,24,0.41,10,49.9,9.85
,16:39:35,5,10790,661.9,10.2,13.3,25,24,0.41,10,49.9,9.85
,16:39:36,5,10790,662.9,10.2,13.3,25,24,0.402,10,49.9,9.85
,16:39:37,5,10790,663.9,10.2,13.3,25,24,0.402,10,49.9,9.85
,16:39:38,5,10790,664.9,10.2,13.3,25,24,0.41,10,49.9,9.85
,16:39:39,5,10790,665.9,10.2,13.3,25,24,0.41,10,49.9,9.85
,16:39:40,5,10790,666.9,10.2,13.3,25,24,0.41,10,49.8,9.85
,16:39:41,5,10790,667.9,10.2,13.3,25,24,0.415,10,49.9,9.85
,16:39:42,5,10790,668.9,10.2,13.3,25,24,0.41,10,49.9,9.85
,16:39:43,5,10790,669.9,10.2,13.3,25,24,0.406,10,49.9,9.85
