Data file,,PRELIM_SORONA_DRY_001.TSV,,,,,,,,,,
Configuration file,,TE77.CFG,,,,,,,,,,
Calibration file,,TE77.CAL,,,,,,,,,,
Test control file,,TIMOLOWPRESSURESAMPLES.TSF,,,,,,,,,,
,,,,,,,,,,,,
User,,Iestyn,,,,,,,,,,
Date,,17/03/2017,,,,,,,,,,
Lubricant,,Dry,,,,,,,,,,
Specimens,,PTT,,,,,,,,,,
Temp,,Room (20),,,,,,,,,,
Notes,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Test file variable V1 <Force> = 25,,,,,,,,,,,,
Test started at 16:28:33 on 17/03/2017,,,,,,,,,,,,
,Time,This Step,Step Time,Test Time,Friction Force (N),Frequency (Hz),Load (N),Specimen Temp (øC),Friction Coeff,Friction Range (N),Contact Pot (mV),Force Input (Volts)
Fast data in,,prelim_sorona_dry_001-h001.tsv,,,,,,,,,,
,18:20:14,5,10790,6700.9,8.56,13.3,25,25,0.337,10,49.9,8.26
,18:20:15,5,10790,6701.9,8.53,13.3,25,25,0.34,10,49.8,8.23
,18:20:16,5,10790,6702.9,8.52,13.3,25,25,0.346,10,49.8,8.22
,18:20:17,5,10790,6703.9,8.52,13.3,25,25,0.346,10,49.8,8.23
,18:20:18,5,10790,6704.9,8.54,13.3,25,25,0.343,10,49.8,8.24
,18:20:19,5,10790,6705.9,8.56,13.3,25,25,0.344,10,49.8,8.26
,18:20:20,5,10790,6706.9,8.53,13.3,25,25,0.343,10,49.8,8.23
,18:20:21,5,10790,6707.9,8.49,13.3,25,25,0.335,10,49.9,8.2
,18:20:22,5,10790,6708.9,8.5,13.3,25,25,0.335,10,49.9,8.21
,18:20:23,5,10790,6709.9,8.54,13.3,25,25,0.34,10,49.8,8.24
,18:20:24,5,10790,6710.9,8.56,13.3,25,25,0.344,10,49.8,8.26
,18:20:25,5,10790,6711.9,8.53,13.3,25,25,0.346,10,49.8,8.23
,18:20:26,5,10790,6712.9,8.51,13.3,25,25,0.346,10,49.9,8.21
,18:20:27,5,10790,6713.9,8.52,13.3,25,25,0.343,10,49.8,8.23
,18:20:28,5,10790,6714.9,8.59,13.3,25,25,0.342,10,49.9,8.3
,18:20:29,5,10790,6715.9,8.61,13.3,25,25,0.343,10,49.9,8.31
,18:20:30,5,10790,6716.9,8.62,13.3,25,25,0.347,10,49.8,8.32
,18:20:31,5,10790,6717.9,8.63,13.3,25,25,0.351,10,49.8,8.34
,18:20:32,5,10790,6718.9,8.71,13.3,25,25,0.354,10,49.8,8.41
,18:20:33,5,10790,6719.9,8.73,13.3,25,25,0.355,10,49.9,8.43
,18:20:34,5,10790,6720.9,8.7,13.3,25,25,0.35,10,49.8,8.39
,18:20:35,5,10790,6721.9,8.64,13.3,25,25,0.344,10,49.8,8.34
,18:20:36,5,10790,6722.9,8.62,13.3,25,25,0.343,10,49.8,8.32
,18:20:37,5,10790,6723.9,8.61,13.3,25,25,0.343,10,49.9,8.31
,18:20:38,5,10790,6724.9,8.59,13.3,25,25,0.349,10,49.8,8.29
,18:20:39,5,10790,6725.9,8.58,13.3,25,25,0.349,10,49.8,8.28
,18:20:40,5,10790,6726.9,8.6,13.3,25,25,0.349,10,49.8,8.3
,18:20:41,5,10790,6727.9,8.68,13.3,25,25,0.345,10,49.9,8.39
,18:20:42,5,10790,6728.9,8.79,13.3,25,25,0.35,10,49.8,8.49
,18:20:43,5,10790,6729.9,8.9,13.3,25,25,0.358,10,49.8,8.6
,18:20:44,5,10790,6730.9,9,13.3,25,25,0.366,10,49.8,8.69
,18:20:45,5,10790,6731.9,9.04,13.3,25,25,0.363,10,49.9,8.72
,18:20:46,5,10790,6732.9,9.03,13.3,25,25,0.359,10,49.9,8.71
,18:20:47,5,10790,6733.9,8.96,13.3,25,25,0.357,10,49.8,8.64
,18:20:48,5,10790,6734.9,8.88,13.3,25,25,0.357,10,49.8,8.56
,18:20:49,5,10790,6735.9,8.78,13.3,25,25,0.357,10,49.8,8.46
,18:20:50,5,10790,6736.9,8.66,13.3,25,25,0.352,10,49.8,8.35
,18:20:51,5,10790,6737.9,8.59,13.3,25,25,0.345,10,49.9,8.29
,18:20:52,5,10790,6738.9,8.62,13.3,25,25,0.343,10,49.8,8.32
,18:20:53,5,10790,6739.9,8.67,13.3,25,25,0.345,10,49.8,8.37
,18:20:54,5,10790,6740.9,8.71,13.3,25,25,0.35,10,49.9,8.41
,18:20:55,5,10790,6741.9,8.72,13.3,25,25,0.354,10,49.8,8.42
,18:20:56,5,10790,6742.9,8.77,13.3,25,25,0.353,10,49.8,8.48
,18:20:57,5,10790,6743.9,8.83,13.3,25,25,0.355,10,49.9,8.52
,18:20:58,5,10790,6744.9,8.85,13.3,25,25,0.352,10,49.8,8.54
,18:20:59,5,10790,6745.9,8.84,13.3,25,25,0.348,10,49.8,8.52
,18:21:00,5,10790,6746.9,8.82,13.3,25,25,0.347,10,49.9,8.51
,18:21:01,5,10790,6747.9,8.8,13.3,25,25,0.354,10,49.8,8.49
,18:21:02,5,10790,6748.9,8.76,13.3,25,25,0.356,10,49.8,8.45
,18:21:03,5,10790,6749.9,8.72,13.3,25,25,0.354,10,49.8,8.42
,18:21:04,5,10790,6750.9,8.69,13.3,25,25,0.353,10,49.9,8.39
,18:21:05,5,10790,6751.9,8.71,13.3,25,25,0.346,10,49.8,8.4
,18:21:06,5,10790,6752.9,8.72,13.3,25,25,0.347,10,49.8,8.41
,18:21:07,5,10790,6753.9,8.75,13.3,25,25,0.348,10,49.8,8.46
,18:21:08,5,10790,6754.9,8.82,13.3,25,25,0.351,10,49.8,8.52
,18:21:09,5,10790,6755.9,8.89,13.3,25,25,0.358,10,49.8,8.59
,18:21:10,5,10790,6756.9,8.95,13.3,25,25,0.36,10,49.8,8.63
,18:21:11,5,10790,6757.9,8.92,13.3,25,25,0.359,10,49.9,8.6
,18:21:12,5,10790,6758.9,8.85,13.3,25,25,0.356,10,49.8,8.54
,18:21:13,5,10790,6759.9,8.77,13.3,25,25,0.349,10,49.8,8.46
,18:21:14,5,10790,6760.9,8.71,13.3,25,25,0.35,10,49.8,8.41
,18:21:15,5,10790,6761.9,8.69,13.3,25,25,0.349,10,49.8,8.38
,18:21:16,5,10790,6762.9,8.67,13.3,25,25,0.352,10,49.8,8.37
,18:21:17,5,10790,6763.9,8.67,13.3,25,25,0.349,10,49.8,8.37
,18:21:18,5,10790,6764.9,8.72,13.3,25,25,0.347,10,49.8,8.42
,18:21:19,5,10790,6765.9,8.78,13.3,25,25,0.349,10,49.8,8.48
,18:21:20,5,10790,6766.9,8.81,13.3,25,25,0.354,10,49.8,8.51
,18:21:21,5,10790,6767.9,8.81,13.3,25,25,0.358,10,49.8,8.5
,18:21:22,5,10790,6768.9,8.75,13.3,25,25,0.356,10,49.8,8.44
,18:21:23,5,10790,6769.9,8.67,13.3,25,25,0.349,10,49.8,8.36
,18:21:24,5,10790,6770.9,8.57,13.3,25,25,0.341,10,49.8,8.27
,18:21:25,5,10790,6771.9,8.51,13.3,25,25,0.339,10,49.8,8.21
,18:21:26,5,10790,6772.9,8.5,13.3,25,25,0.342,10,49.8,8.2
,18:21:27,5,10790,6773.9,8.53,13.3,25,25,0.347,10,49.8,8.24
,18:21:28,5,10790,6774.9,8.61,13.3,25,25,0.346,10,49.9,8.32
,18:21:29,5,10790,6775.9,8.7,13.3,25,25,0.346,10,49.9,8.41
,18:21:30,5,10790,6776.9,8.79,13.3,25,25,0.353,10,49.8,8.49
,18:21:31,5,10790,6777.9,8.83,13.3,25,25,0.359,10,49.8,8.53
,18:21:32,5,10790,6778.9,8.81,13.3,25,25,0.358,10,49.8,8.5
,18:21:33,5,10790,6779.9,8.75,13.3,25,25,0.352,10,49.9,8.44
,18:21:34,5,10790,6780.9,8.7,13.3,25,25,0.346,10,49.8,8.4
,18:21:35,5,10790,6781.9,8.71,13.3,25,25,0.35,10,49.8,8.42
,18:21:36,5,10790,6782.9,8.79,13.3,25,25,0.357,10,49.8,8.49
,18:21:37,5,10790,6783.9,8.86,13.3,25,25,0.36,10,49.8,8.56
,18:21:38,5,10790,6784.9,8.92,13.3,25,25,0.359,10,49.9,8.61
,18:21:39,5,10790,6785.9,8.95,13.3,25,25,0.356,10,49.8,8.65
,18:21:40,5,10790,6786.9,9.03,13.3,25,25,0.36,10,49.8,8.73
,18:21:41,5,10790,6787.9,9.17,13.3,25,25,0.369,10,49.8,8.86
,18:21:42,5,10790,6788.9,9.33,13.3,25,25,0.379,10,49.8,9.02
,18:21:43,5,10790,6789.9,9.47,13.3,25,25,0.381,10,49.8,9.15
,18:21:44,5,10790,6790.9,9.55,13.3,25,25,0.384,10,49.8,9.22
,18:21:45,5,10790,6791.9,9.6,13.3,25,25,0.382,10,49.9,9.28
,18:21:46,5,10790,6792.9,9.64,13.3,25,25,0.384,10,49.8,9.31
,18:21:47,5,10790,6793.9,9.59,13.3,25,25,0.382,10,49.8,9.25
,18:21:48,5,10790,6794.9,9.4,13.3,25,25,0.378,10,49.8,9.04
,18:21:49,5,10790,6795.9,9.13,13.3,25,25,0.367,10,49.8,8.79
,18:21:50,5,10790,6796.9,8.92,13.3,25,25,0.355,10,49.8,8.6
,18:21:51,5,10790,6797.9,8.82,13.3,25,25,0.351,10,49.8,8.51
,18:21:52,5,10790,6798.9,8.78,13.3,25,25,0.349,10,49.8,8.47
,18:21:53,5,10790,6799.9,8.79,13.3,25,25,0.354,10,49.8,8.49
,18:21:54,5,10790,6800.9,8.84,13.3,25,25,0.355,10,49.8,8.53
,18:21:55,5,10790,6801.9,8.87,13.3,25,25,0.357,10,49.9,8.56
,18:21:56,5,10790,6802.9,8.84,13.3,25,25,0.355,10,49.8,8.52
,18:21:57,5,10790,6803.9,8.79,13.3,25,25,0.353,10,49.8,8.48
,18:21:58,5,10790,6804.9,8.77,13.3,25,25,0.353,10,49.8,8.46
,18:21:59,5,10790,6805.9,8.78,13.3,25,25,0.357,10,49.8,8.48
,18:22:00,5,10790,6806.9,8.8,13.3,25,25,0.357,10,49.8,8.5
,18:22:01,5,10790,6807.9,8.81,13.3,25,25,0.358,10,49.8,8.51
,18:22:02,5,10790,6808.9,8.82,13.3,25,25,0.354,10,49.8,8.51
,18:22:03,5,10790,6809.9,8.85,13.3,25,25,0.356,10,49.8,8.55
,18:22:04,5,10790,6810.9,8.88,13.3,25,25,0.357,10,49.8,8.57
,18:22:05,5,10790,6811.9,8.88,13.3,25,25,0.35,10,49.8,8.58
,18:22:06,5,10790,6812.9,8.96,13.3,25,25,0.353,10,49.8,8.66
,18:22:07,5,10790,6813.9,9.02,13.3,25,25,0.363,10,49.8,8.71
,18:22:08,5,10790,6814.9,9.02,13.3,25,25,0.363,10,49.9,8.71
,18:22:09,5,10790,6815.9,8.93,13.3,25,25,0.359,10,49.8,8.6
,18:22:10,5,10790,6816.9,8.87,13.3,25,25,0.357,10,49.9,8.56
,18:22:11,5,10790,6817.9,8.89,13.3,25,25,0.358,10,49.9,8.59
,18:22:12,5,10790,6818.9,8.93,13.3,25,25,0.359,10,49.8,8.63
,18:22:13,5,10790,6819.9,8.96,13.3,25,25,0.356,10,49.9,8.65
,18:22:14,5,10790,6820.9,8.95,13.3,25,25,0.356,10,49.9,8.64
,18:22:15,5,10790,6821.9,8.98,13.3,25,25,0.361,10,49.8,8.67
,18:22:16,5,10790,6822.9,8.99,13.3,25,25,0.365,10,49.8,8.68
,18:22:17,5,10790,6823.9,8.97,13.3,25,25,0.365,10,49.8,8.66
,18:22:18,5,10790,6824.9,8.89,13.3,25,25,0.361,10,49.8,8.57
,18:22:19,5,10790,6825.9,8.78,13.3,25,25,0.357,10,49.9,8.47
,18:22:20,5,10790,6826.9,8.72,13.3,25,25,0.347,10,49.8,8.41
,18:22:21,5,10790,6827.9,8.7,13.3,25,25,0.343,10,49.8,8.4
,18:22:22,5,10790,6828.9,8.75,13.3,25,25,0.345,10,49.8,8.45
,18:22:23,5,10790,6829.9,8.8,13.3,25,25,0.354,10,49.8,8.5
,18:22:24,5,10790,6830.9,8.85,13.3,25,25,0.356,10,49.9,8.55
,18:22:25,5,10790,6831.9,8.87,13.3,25,25,0.357,10,49.8,8.57
,18:22:26,5,10790,6832.9,8.9,13.3,25,25,0.358,10,49.8,8.6
,18:22:27,5,10790,6833.9,8.95,13.3,25,25,0.364,10,49.8,8.65
,18:22:28,5,10790,6834.9,9,13.3,25,25,0.366,10,49.8,8.69
,18:22:29,5,10790,6835.9,9,13.3,25,25,0.362,10,49.8,8.68
,18:22:30,5,10790,6836.9,8.92,13.3,25,25,0.355,10,49.9,8.61
,18:22:31,5,10790,6837.9,8.86,13.3,25,25,0.353,10,49.8,8.55
,18:22:32,5,10790,6838.9,8.87,13.3,25,25,0.353,10,49.8,8.57
,18:22:33,5,10790,6839.9,8.92,13.3,25,25,0.359,10,49.8,8.62
,18:22:34,5,10790,6840.9,8.97,13.3,25,25,0.364,10,49.9,8.66
,18:22:35,5,10790,6841.9,9.02,13.3,25,25,0.366,10,49.8,8.71
,18:22:36,5,10790,6842.9,9.11,13.3,25,25,0.37,10,49.8,8.8
,18:22:37,5,10790,6843.9,9.18,13.3,25,25,0.369,10,49.8,8.86
,18:22:38,5,10790,6844.9,9.16,13.3,25,25,0.368,10,49.9,8.84
,18:22:39,5,10790,6845.9,9.06,13.3,25,25,0.364,10,49.8,8.73
,18:22:40,5,10790,6846.9,8.94,13.3,25,25,0.36,10,49.8,8.62
,18:22:41,5,10790,6847.9,8.85,13.3,25,25,0.352,10,49.9,8.53
,18:22:42,5,10790,6848.9,8.79,13.3,25,25,0.346,10,49.8,8.48
,18:22:43,5,10790,6849.9,8.74,13.3,25,25,0.348,10,49.8,8.43
,18:22:44,5,10790,6850.9,8.71,13.3,25,25,0.354,10,49.8,8.41
,18:22:45,5,10790,6851.9,8.7,13.3,25,25,0.353,10,49.8,8.4
,18:22:46,5,10790,6852.9,8.72,13.3,25,25,0.354,10,49.8,8.42
,18:22:47,5,10790,6853.9,8.74,13.3,25,25,0.352,10,49.8,8.44
,18:22:48,5,10790,6854.9,8.77,13.3,25,25,0.353,10,49.8,8.46
,18:22:49,5,10790,6855.9,8.76,13.3,25,25,0.349,10,49.8,8.46
,18:22:50,5,10790,6856.9,8.79,13.3,25,25,0.353,10,49.8,8.49
,18:22:51,5,10790,6857.9,8.84,13.3,25,25,0.356,10,49.9,8.54
,18:22:52,5,10790,6858.9,8.92,13.3,25,25,0.355,10,49.8,8.61
,18:22:53,5,10790,6859.9,8.93,13.3,25,25,0.352,10,49.8,8.62
,18:22:54,5,10790,6860.9,8.87,13.3,25,25,0.353,10,49.9,8.56
,18:22:55,5,10790,6861.9,8.78,13.3,25,25,0.353,10,49.8,8.47
,18:22:56,5,10790,6862.9,8.74,13.3,25,25,0.355,10,49.8,8.44
,18:22:57,5,10790,6863.9,8.81,13.3,25,25,0.358,10,49.8,8.52
,18:22:58,5,10790,6864.9,8.97,13.3,25,25,0.365,10,49.8,8.68
,18:22:59,5,10790,6865.9,9.19,13.3,25,25,0.373,10,49.8,8.89
,18:23:00,5,10790,6866.9,9.35,13.3,25,25,0.376,10,49.8,9.04
,18:23:01,5,10790,6867.9,9.43,13.3,25,25,0.379,10,49.8,9.1
,18:23:02,5,10790,6868.9,9.42,13.3,25,25,0.379,10,49.8,9.09
,18:23:03,5,10790,6869.9,9.35,13.3,25,25,0.376,10,49.8,9.01
,18:23:04,5,10790,6870.9,9.28,13.3,25,25,0.369,10,49.8,8.95
,18:23:05,5,10790,6871.9,9.24,13.3,25,25,0.364,10,49.8,8.92
,18:23:06,5,10790,6872.9,9.25,13.3,25,25,0.368,10,49.8,8.93
,18:23:07,5,10790,6873.9,9.25,13.3,25,25,0.372,10,49.8,8.93
,18:23:08,5,10790,6874.9,9.22,13.3,25,25,0.375,10,49.8,8.89
,18:23:09,5,10790,6875.9,9.14,13.3,25,25,0.371,10,49.8,8.81
,18:23:10,5,10790,6876.9,9.08,13.3,25,25,0.369,10,49.8,8.76
,18:23:11,5,10790,6877.9,9.04,13.3,25,25,0.364,10,49.8,8.73
,18:23:12,5,10790,6878.9,9.04,13.3,25,25,0.364,10,49.9,8.73
,18:23:13,5,10790,6879.9,9.04,13.3,25,25,0.363,10,49.9,8.72
,18:23:14,5,10790,6880.9,9.03,13.3,25,25,0.363,10,49.8,8.72
,18:23:15,5,10790,6881.9,9.04,13.3,25,25,0.363,10,49.8,8.72
,18:23:16,5,10790,6882.9,9.02,13.3,25,25,0.355,10,49.9,8.71
,18:23:17,5,10790,6883.9,8.99,13.3,26,25,0.351,10,49.8,8.67
,18:23:18,5,10790,6884.9,8.93,13.3,25,25,0.352,10,49.8,8.62
,18:23:19,5,10790,6885.9,8.93,13.3,25,25,0.352,10,49.8,8.62
,18:23:20,5,10790,6886.9,8.98,13.3,25,25,0.357,10,49.8,8.67
,18:23:21,5,10790,6887.9,9.04,13.3,25,25,0.363,10,49.8,8.73
,18:23:22,5,10790,6888.9,9.05,13.3,25,25,0.368,10,49.8,8.73
,18:23:23,5,10790,6889.9,8.99,13.3,25,25,0.365,10,49.9,8.67
,18:23:24,5,10790,6890.9,8.91,13.3,25,25,0.362,10,49.9,8.59
,18:23:25,5,10790,6891.9,8.83,13.3,25,25,0.359,10,49.9,8.52
,18:23:26,5,10790,6892.9,8.82,13.3,25,25,0.355,10,49.8,8.52
,18:23:27,5,10790,6893.9,8.86,13.3,25,25,0.36,10,49.8,8.56
,18:23:28,5,10790,6894.9,8.92,13.3,25,25,0.362,10,49.9,8.61
,18:23:29,5,10790,6895.9,8.94,13.3,25,25,0.36,10,49.9,8.63
,18:23:30,5,10790,6896.9,8.91,13.3,25,25,0.358,10,49.8,8.59
,18:23:31,5,10790,6897.9,8.83,13.3,25,25,0.355,10,49.8,8.51
,18:23:32,5,10790,6898.9,8.73,13.3,25,25,0.355,10,49.8,8.42
,18:23:33,5,10790,6899.9,8.72,13.3,25,25,0.354,10,49.8,8.43
,18:23:34,5,10790,6900.9,8.81,13.3,25,25,0.354,10,49.8,8.52
,18:23:35,5,10790,6901.9,8.92,13.3,25,25,0.359,10,49.8,8.62
,18:23:36,5,10790,6902.9,8.94,13.3,25,25,0.36,10,49.8,8.63
,18:23:37,5,10790,6903.9,8.88,13.3,25,25,0.361,10,49.8,8.57
,18:23:38,5,10790,6904.9,8.84,13.3,25,25,0.359,10,49.8,8.53
,18:23:39,5,10790,6905.9,8.84,13.3,25,25,0.355,10,49.8,8.53
,18:23:40,5,10790,6906.9,8.88,13.3,25,25,0.357,10,49.8,8.58
,18:23:41,5,10790,6907.9,8.94,13.3,25,25,0.356,10,49.8,8.64
,18:23:42,5,10790,6908.9,9.06,13.3,25,25,0.364,10,49.8,8.75
,18:23:43,5,10790,6909.9,9.16,13.3,25,25,0.368,10,49.8,8.86
,18:23:44,5,10790,6910.9,9.24,13.3,25,25,0.372,10,49.8,8.92
,18:23:45,5,10790,6911.9,9.2,13.3,25,25,0.37,10,49.8,8.88
,18:23:46,5,10790,6912.9,9.15,13.3,25,25,0.368,10,49.9,8.82
,18:23:47,5,10790,6913.9,9.04,13.3,25,25,0.36,10,49.8,8.72
,18:23:48,5,10790,6914.9,8.93,13.3,25,25,0.352,10,49.9,8.61
,18:23:49,5,10790,6915.9,8.84,13.3,26,25,0.345,10,49.8,8.53
,18:23:50,5,10790,6916.9,8.85,13.3,25,25,0.352,10,49.8,8.55
,18:23:51,5,10790,6917.9,8.91,13.3,25,25,0.358,10,49.8,8.6
,18:23:52,5,10790,6918.9,8.93,13.3,25,25,0.363,10,49.8,8.62
,18:23:53,5,10790,6919.9,8.88,13.3,25,25,0.361,10,49.8,8.56
,18:23:54,5,10790,6920.9,8.8,13.3,25,25,0.358,10,49.8,8.49
,18:23:55,5,10790,6921.9,8.76,13.3,25,25,0.352,10,49.8,8.45
,18:23:56,5,10790,6922.9,8.72,13.3,25,25,0.35,10,49.8,8.41
,18:23:57,5,10790,6923.9,8.69,13.3,25,25,0.353,10,49.8,8.38
,18:23:58,5,10790,6924.9,8.68,13.3,25,25,0.349,10,49.8,8.38
,18:23:59,5,10790,6925.9,8.71,13.3,25,25,0.35,10,49.8,8.41
,18:24:00,5,10790,6926.9,8.73,13.3,25,25,0.351,10,49.8,8.42
,18:24:01,5,10790,6927.9,8.72,13.3,25,25,0.354,10,49.8,8.42
,18:24:02,5,10790,6928.9,8.73,13.3,25,25,0.351,10,49.8,8.43
,18:24:03,5,10790,6929.9,8.74,13.3,25,25,0.351,10,49.8,8.44
,18:24:04,5,10790,6930.9,8.77,13.3,25,25,0.353,10,49.8,8.47
,18:24:05,5,10790,6931.9,8.73,13.3,25,25,0.351,10,49.8,8.42
,18:24:06,5,10790,6932.9,8.69,13.3,25,25,0.349,10,49.8,8.38
,18:24:07,5,10790,6933.9,8.66,13.3,25,25,0.348,10,49.8,8.36
,18:24:08,5,10790,6934.9,8.7,13.3,25,25,0.35,10,49.8,8.4
,18:24:09,5,10790,6935.9,8.8,13.3,25,25,0.354,10,49.8,8.51
,18:24:10,5,10790,6936.9,8.92,13.3,25,25,0.359,10,49.8,8.62
,18:24:11,5,10790,6937.9,8.97,13.3,25,25,0.361,10,49.8,8.66
,18:24:12,5,10790,6938.9,8.91,13.3,25,25,0.358,10,49.8,8.59
,18:24:13,5,10790,6939.9,8.81,13.3,25,25,0.354,10,49.8,8.5
,18:24:14,5,10790,6940.9,8.76,13.3,25,25,0.352,10,49.8,8.45
,18:24:15,5,10790,6941.9,8.72,13.3,25,25,0.347,10,49.9,8.42
,18:24:16,5,10790,6942.9,8.71,13.3,25,25,0.347,10,49.8,8.4
,18:24:17,5,10790,6943.9,8.67,13.3,25,25,0.341,10,49.8,8.37
,18:24:18,5,10790,6944.9,8.68,13.3,25,25,0.342,10,49.8,8.38
,18:24:19,5,10790,6945.9,8.69,13.3,25,25,0.342,10,49.8,8.39
,18:24:20,5,10790,6946.9,8.72,13.3,25,25,0.344,10,49.8,8.42
,18:24:21,5,10790,6947.9,8.69,13.3,25,25,0.342,10,49.8,8.38
,18:24:22,5,10790,6948.9,8.64,13.3,25,25,0.341,10,49.8,8.34
,18:24:23,5,10790,6949.9,8.6,13.3,25,25,0.339,10,49.8,8.3
,18:24:24,5,10790,6950.9,8.59,13.3,25,25,0.342,10,49.8,8.29
,18:24:25,5,10790,6951.9,8.6,13.3,25,25,0.346,10,49.8,8.31
,18:24:26,5,10790,6952.9,8.67,13.3,25,25,0.348,10,49.9,8.37
,18:24:27,5,10790,6953.9,8.67,13.3,25,25,0.348,10,49.8,8.37
,18:24:28,5,10790,6954.9,8.71,13.3,25,25,0.354,10,49.8,8.42
,18:24:29,5,10790,6955.9,8.79,13.3,25,25,0.357,10,49.8,8.49
,18:24:30,5,10790,6956.9,8.93,13.3,25,25,0.363,10,49.9,8.63
,18:24:31,5,10790,6957.9,8.96,13.3,25,25,0.36,10,49.8,8.65
,18:24:32,5,10790,6958.9,8.89,13.3,25,25,0.357,10,49.8,8.57
,18:24:33,5,10790,6959.9,8.77,13.3,25,25,0.356,10,49.8,8.45
,18:24:34,5,10790,6960.9,8.71,13.3,25,25,0.354,10,49.8,8.41
,18:24:35,5,10790,6961.9,8.71,13.3,25,25,0.354,10,49.9,8.41
,18:24:36,5,10790,6962.9,8.75,13.3,25,25,0.355,10,49.9,8.45
,18:24:37,5,10790,6963.9,8.76,13.3,25,25,0.356,10,49.8,8.45
,18:24:38,5,10790,6964.9,8.79,13.3,25,25,0.357,10,49.8,8.49
,18:24:39,5,10790,6965.9,8.89,13.3,25,25,0.357,10,49.8,8.59
,18:24:40,5,10790,6966.9,8.94,13.3,25,25,0.36,10,49.8,8.64
,18:24:41,5,10790,6967.9,8.97,13.3,25,25,0.364,10,49.8,8.66
,18:24:42,5,10790,6968.9,8.94,13.3,25,25,0.363,10,49.8,8.63
,18:24:43,5,10790,6969.9,8.98,13.3,25,25,0.365,10,49.8,8.67
,18:24:44,5,10790,6970.9,9,13.3,25,25,0.362,10,49.8,8.69
,18:24:45,5,10790,6971.9,9.01,13.3,25,25,0.362,10,49.9,8.7
,18:24:46,5,10790,6972.9,8.99,13.3,25,25,0.361,10,49.8,8.67
,18:24:47,5,10790,6973.9,8.95,13.3,25,25,0.356,10,49.8,8.63
,18:24:48,5,10790,6974.9,8.9,13.3,25,25,0.358,10,49.8,8.59
,18:24:49,5,10790,6975.9,8.88,13.3,25,25,0.357,10,49.8,8.58
,18:24:50,5,10790,6976.9,8.87,13.3,25,25,0.357,10,49.8,8.57
,18:24:51,5,10790,6977.9,8.88,13.3,25,25,0.357,10,49.8,8.57
,18:24:52,5,10790,6978.9,8.88,13.3,25,25,0.357,10,49.8,8.58
,18:24:53,5,10790,6979.9,8.93,13.3,25,25,0.359,10,49.8,8.62
,18:24:54,5,10790,6980.9,8.96,13.3,25,25,0.36,10,49.9,8.66
,18:24:55,5,10790,6981.9,8.99,13.3,25,25,0.358,10,49.8,8.68
,18:24:56,5,10790,6982.9,8.96,13.3,25,25,0.356,10,49.8,8.64
,18:24:57,5,10790,6983.9,8.93,13.3,25,25,0.359,10,49.8,8.62
,18:24:58,5,10790,6984.9,8.92,13.3,25,25,0.359,10,49.8,8.62
,18:24:59,5,10790,6985.9,8.95,13.3,25,25,0.36,10,49.9,8.64
,18:25:00,5,10790,6986.9,8.97,13.3,25,25,0.361,10,49.8,8.66
,18:25:01,5,10790,6987.9,8.98,13.3,25,25,0.365,10,49.8,8.67
,18:25:02,5,10790,6988.9,9.01,13.3,25,25,0.366,10,49.8,8.7
,18:25:03,5,10790,6989.9,9.03,13.3,25,25,0.363,10,49.8,8.72
,18:25:04,5,10790,6990.9,9.03,13.3,25,25,0.363,10,49.9,8.72
,18:25:05,5,10790,6991.9,9.02,13.3,25,25,0.363,10,49.8,8.71
,18:25:06,5,10790,6992.9,9.04,13.3,25,25,0.363,10,49.8,8.73
,18:25:07,5,10790,6993.9,9.09,13.3,25,25,0.366,10,49.8,8.78
,18:25:08,5,10790,6994.9,9.09,13.3,25,25,0.362,10,49.8,8.77
,18:25:09,5,10790,6995.9,9.06,13.3,25,25,0.361,10,49.8,8.75
,18:25:10,5,10790,6996.9,9.03,13.3,25,25,0.359,10,49.8,8.71
,18:25:11,5,10790,6997.9,9.01,13.3,25,25,0.359,10,49.9,8.7
,18:25:12,5,10790,6998.9,8.98,13.3,25,25,0.361,10,49.8,8.66
,18:25:13,5,10790,6999.9,8.93,13.3,25,25,0.363,10,49.8,8.61
,18:25:14,5,10790,7000.9,8.94,13.3,25,25,0.359,10,49.8,8.64
,18:25:15,5,10790,7001.9,9.05,13.3,25,25,0.36,10,49.8,8.75
,18:25:16,5,10790,7002.9,9.15,13.3,25,25,0.36,10,49.9,8.84
,18:25:17,5,10790,7003.9,9.23,13.3,26,25,0.36,10,49.8,8.91
,18:25:18,5,10790,7004.9,9.26,13.3,25,25,0.365,10,49.8,8.94
,18:25:19,5,10790,7005.9,9.32,13.3,25,25,0.371,10,49.8,9.01
,18:25:20,5,10790,7006.9,9.37,13.3,25,25,0.377,10,49.8,9.05
,18:25:21,5,10790,7007.9,9.43,13.3,25,25,0.379,10,49.9,9.11
,18:25:22,5,10790,7008.9,9.48,13.3,25,25,0.381,10,49.8,9.15
,18:25:23,5,10790,7009.9,9.53,13.3,25,25,0.383,10,49.8,9.21
,18:25:24,5,10790,7010.9,9.6,13.3,25,25,0.39,10,49.8,9.28
,18:25:25,5,10790,7011.9,9.67,13.3,25,25,0.393,10,49.8,9.34
,18:25:26,5,10790,7012.9,9.71,13.3,25,25,0.39,10,49.8,9.37
,18:25:27,5,10790,7013.9,9.71,13.3,25,25,0.39,10,49.8,9.37
